-0.0030364-0.00040449i,-0.00093075+0.0002696i,0.00046444+0.00079574i,0.0015136+0.00073093i,0.0017255+0.00098218i,0.0010533+0.0010475i,0.00066333+0.00094708i,0.0007704+0.0012282i,0.00067072+0.001212i,0.0004142+0.00085714i,0.0010522+0.0012527i,0.00095716+0.00042642i,0.00046049-0.0011976i,0.00016844-0.0015092i,-0.00044356-0.0012707i,-0.0008058-0.001576i,-0.00047915-0.0011714i,0.00016595+2.5318e-05i,0.00033012+0.00034862i,-3.9587e-05+0.00048525i,-0.0003915+4.3523e-05i,-0.00041265-0.00045173i,-0.00064518-0.00066397i
-0.00010882+0.00079834i,-0.00042874+0.00086765i,-0.00089675+0.002543i,-0.00068328+0.0041272i,0.00055702+0.0034855i,0.0015656+0.0015789i,0.000966+0.00075718i,0.00033421+0.00080976i,-0.00042134+0.00063703i,-0.0011601+0.00051092i,-0.00067193+0.0015328i,-0.00036603+0.0018483i,-0.00022071+0.00073714i,-1.8473e-06-0.00020603i,0.00020469-0.00047977i,0.00012171-0.00063865i,0.00020629-0.00062357i,1.9051e-05-0.00010671i,-0.00095543-0.00028949i,-0.00054707-0.000489i,0.00031698-0.00077373i,-6.443e-05-0.00052055i,-0.00053014-3.5976e-05i
-0.0012827+0.00047526i,-0.0014991-9.0559e-05i,-0.0012639-0.00011082i,0.00019251+0.00042581i,0.0015621+0.0002746i,0.0018978-0.0006638i,0.0014487-0.00079385i,0.00095028-0.00032149i,0.00036497-0.00058674i,-3.3906e-05-0.00046353i,-0.00036844+9.7934e-05i,-0.00046961+0.00044076i,-7.1373e-05-0.0002722i,-0.00038284-0.0010524i,-0.00032683-0.00045538i,0.00018052+0.00023345i,0.00013436-0.00016309i,-0.00027739-0.00079831i,-2.6674e-05-0.00061537i,-0.00014824+0.00014054i,-0.00068216+0.00017479i,-0.00040858+0.00019196i,0.00013269+0.00075823i
0.0017962-0.00022076i,0.0017499-0.001387i,0.0015131-0.002807i,0.0011743-0.0021458i,0.0004404-0.0009651i,0.00035713+7.9034e-05i,0.00066098+0.00066606i,0.00090898+0.00093346i,0.00083953+0.00082331i,0.00047267+0.00047074i,-0.00027995-2.4941e-06i,-8.3995e-05-0.00021874i,-0.00017988+0.00022486i,-0.00044653+0.00048447i,0.00013532+0.00026996i,0.00074041+0.00026259i,0.00078766-0.0003608i,0.00029273-0.00066826i,-0.00033547-0.00040695i,-0.00031609-0.00025192i,0.00027941+0.00044311i,0.00056099+0.0008244i,0.00066719+0.00015063i
-0.00026304+0.001723i,0.00028938+0.0008514i,0.00042355+0.00099205i,0.0014219+0.0011504i,0.0023474-0.00011589i,0.0012146-0.0010297i,-0.00010732-0.00097006i,-0.00095631-0.00077673i,-0.00084851-0.00063643i,-0.00057104-0.00028013i,-0.00030292+0.00035637i,0.0002711-0.00013138i,-2.9523e-05-0.00032375i,-0.00099002-0.00051999i,-0.00034551-0.00024351i,0.00020813-0.00021659i,-0.00070931-0.00083324i,-0.0008955-0.00084379i,-0.00039954-0.00074158i,0.00024308+4.2363e-05i,0.00023651+0.0003661i,-0.00082412+0.00013007i,-0.0013471+0.00017154i
0.0010191+0.0019258i,0.0012247+0.0017513i,0.0011708+0.0014077i,0.00078466+0.00066403i,0.0010779+0.00018369i,0.0018934+0.00013835i,0.0017095-4.871e-06i,0.00070477+4.8381e-06i,-8.6153e-05+0.00015191i,-0.0010192+0.00080414i,-0.0013806+0.00067535i,-0.00075436+0.00020064i,-0.00036761-0.00031033i,-0.00027954-0.00052818i,-0.00043987+6.7668e-05i,-0.00085818+0.00024784i,-0.0010017+0.00031987i,-0.00092907-0.00017323i,-0.00062026-0.00024499i,-0.00070879+0.00034514i,-0.00013134+0.00016214i,0.0006018+6.9071e-05i,0.00063028-2.5088e-05i
-0.00059328-0.0021715i,-0.00049862-0.00099191i,-0.0012291-0.0005466i,-0.0010118+0.00021103i,-0.00047557+0.0014657i,0.0007757+0.0014939i,0.0012352+0.00094438i,0.00051824+0.00010075i,-4.6846e-05-0.00071123i,-0.00050146+0.00012016i,-0.00092982+0.00073694i,2.2167e-05+0.00060235i,0.0011235+0.00057068i,0.00088532+0.00019287i,0.00010299-7.0623e-05i,0.00014049+0.00012274i,0.00044525+0.0004009i,0.0004329+0.001107i,0.00049821+0.0012547i,-0.0001606+0.00055557i,-0.00073233-0.00012881i,-0.00012707+3.2434e-05i,0.00030391+0.00061755i
0.00084393-0.00073595i,-0.00062612-0.00038563i,-0.0012773+7.2123e-05i,-0.00080878+0.00090757i,0.00076749+0.00068785i,0.0014978+0.0003757i,0.00090829+0.0001516i,0.00014906-0.00073829i,5.7817e-05-0.00087735i,-8.6945e-05-0.00058461i,-0.00021092-0.0005142i,4.2812e-05+0.000365i,7.8722e-05+0.0011114i,-0.00010159+0.00087191i,0.0004748+0.00028815i,0.00036953+2.5527e-05i,0.00019993-1.6309e-05i,-8.0101e-05-0.00018508i,-0.00043683-0.00024269i,-0.00042727-0.00024419i,-0.00036748-0.00020113i,-0.00014636+0.00019204i,0.00076156+0.00055281i
-0.0010133+0.0015637i,-7.513e-05+0.0020971i,0.0012099+0.0016804i,0.0025524+0.001693i,0.0026536+0.0014523i,0.002233-0.00019194i,0.0014319-0.00021345i,0.00052081-3.4658e-05i,-0.00030537-0.0004923i,-0.00048171-0.00068085i,-0.00036455+4.0947e-05i,-3.789e-06+0.00026995i,0.00074117+0.00031514i,0.00065324+0.00046045i,-0.00036151-1.2587e-05i,-0.00055603+0.00011023i,-3.5686e-06-0.00027344i,0.00078193-0.0006149i,0.0012125-0.00038281i,0.00044665-0.00010061i,-0.00018591+0.00013338i,-4.8281e-05+8.9111e-05i,-0.00021105+0.00034685i
-0.0020537-0.00051776i,-0.0012614+0.00036835i,-0.0016182+0.0016211i,-0.0017424+0.0024467i,2.522e-05+0.0020849i,0.0008186+0.0021364i,0.00026073+0.0016013i,-0.00066016+0.00065457i,-0.0017441-0.00026313i,-0.001385-5.443e-05i,-0.00084837+0.00055467i,-0.00064858+8.7563e-05i,3.2147e-05-0.0010652i,0.00058617-0.001091i,0.00042621-0.00060939i,0.00041835-0.00055234i,0.00042164-0.00042903i,0.00082893-0.00030278i,0.0013243-0.00010497i,0.00094635+2.4884e-05i,0.00048711-0.00032692i,0.00045481-0.00018111i,-0.00015082+0.00062006i
0.0017921+0.00060536i,0.0023073-0.00022881i,0.0024391+0.00057179i,0.0021127+0.00038293i,0.0019872-0.00077027i,0.0021786-0.001815i,0.0011756-0.0018127i,-8.2881e-05-0.00039311i,-0.00051299+0.0011812i,-0.0006384+0.001207i,-8.9762e-05+0.00050616i,-0.00012348+0.00041898i,-0.00064896+0.00048009i,-0.00039536+0.00078259i,0.00047652+0.00049281i,0.0015974+0.0004755i,0.0010738+0.0010857i,-2.3548e-05+0.00063595i,-0.00031415+0.00013313i,-0.00014588+0.0011099i,0.00036438+0.0010157i,0.00016248+0.00014646i,-0.0002791-0.00015273i
-0.0018809-0.0010291i,-0.0030807+0.00093919i,-0.0023715+0.001548i,0.0005062+0.0015844i,0.0021761+0.0024305i,0.0021337+0.0019333i,0.0017669+0.00060177i,0.0012231+0.00045189i,0.00035006+0.00052246i,-0.0011459+0.00073374i,-0.0018476+0.00090732i,-0.00084797+0.00046491i,0.00035776-0.00032549i,0.00048754-0.00053464i,0.00033148+0.0002923i,0.00029202+0.00012881i,-0.00017067+4.2365e-05i,-0.0010095+0.00031173i,-0.00058713+0.00045575i,-4.835e-05+0.0003182i,-0.00022385-0.00018607i,-0.00026064-0.00050221i,-0.00061169-1.1776e-05i
-0.0011704-0.0020157i,-0.0016014-0.0020425i,-0.0017462-0.00061664i,-0.0012349+0.00056087i,-0.00022228+0.0014871i,0.001517+0.0021504i,0.0016697+0.0011465i,0.00030907+0.00034382i,-0.00043347+0.00019729i,-0.00054151+0.00082509i,-0.0004254+0.00081018i,0.00020364+0.00037286i,0.00053968-0.00030678i,0.00037403-0.00057814i,5.5062e-05-9.6672e-05i,-0.00016112+0.00020086i,-0.00017898+0.00058062i,0.00035133+0.00092495i,0.00074061+0.0007507i,0.00049121+0.0005088i,-0.00013672+0.00059013i,-0.00055011+0.00085311i,-0.00050626+0.0014424i
0.0010886+0.00087656i,0.0016915+0.00075174i,0.0023587+0.00062651i,0.0023686+0.00043077i,0.0025456-0.00028804i,0.00096547-0.00023238i,-0.00044152-0.00044254i,-0.00027837-0.00043353i,-0.00045012+0.00012363i,-0.0009704+0.00020669i,-0.0012587+3.1306e-05i,-0.00055631+2.6575e-05i,0.00079766+0.00011861i,0.0011152-4.2755e-05i,0.00066657-0.00011774i,0.00072764+0.00032517i,0.0005491+0.00068437i,-1.6852e-05+0.0004591i,0.00073636+0.00015948i,0.0014411+0.00024399i,0.00064897+0.00050297i,0.00020998+0.00033936i,0.00024393+0.00016854i
-0.0027216-0.0010116i,-0.004046-0.00044114i,-0.0033721+0.00061905i,-0.0014913+0.0017424i,0.00063294+0.0026709i,0.0015696+0.0027624i,0.0011074+0.0025424i,0.00017056+0.0013664i,-0.0009289-6.43e-05i,-0.0015838+8.8949e-05i,-0.0017587+0.0010275i,-0.0009109+0.00015755i,5.4905e-05-0.0010175i,7.3388e-05-0.00089622i,0.00034452-0.00024974i,0.00016082-3.904e-05i,-0.00017166-0.00056605i,0.00078238-0.00037486i,0.00090685+0.00023476i,0.00029431-0.00058848i,0.00064024-0.0015287i,0.00026895-0.00084475i,-0.00036469+8.1556e-05i
0.0016961-2.1078e-05i,0.00032854-0.00071524i,8.7412e-05-0.0008856i,0.0010282-0.00066969i,0.0013912-0.00055446i,0.0011617+6.2709e-05i,0.0014061-0.00013493i,0.0014343-0.00053056i,0.0010057-0.00082767i,0.00048222-0.0010164i,-0.00017818+3.8183e-05i,-0.0010944+0.00080124i,-0.0014388+0.0007287i,-0.00072853+0.00021339i,5.7263e-05-0.00023288i,0.00056842-0.00030987i,0.00057916-0.00078005i,-0.00022142-0.0011043i,-0.0010181-0.00013394i,-0.00066204+0.00021882i,-0.00034551+0.00033471i,-0.00031557+0.00092838i,0.00029746+0.00041476i
0.00057687+0.0021152i,0.0011688+0.0012789i,0.001418+0.00071518i,0.0012205+0.001704i,0.0014011+0.0018225i,0.00063446+0.00057959i,-0.00037192-5.5787e-05i,-0.00027456+0.00027218i,-0.00073429+0.00014255i,-0.00077962+0.00019634i,-0.00030441+0.00075823i,0.00035811+0.00060685i,0.00072224+0.00056298i,0.00032697+6.1943e-05i,0.00010612-0.0010227i,-0.00033464-0.0011998i,-0.00066642-0.0011747i,-0.00024182-0.00058918i,-0.00058649+0.00049934i,-0.00050405+0.00034796i,-8.7318e-05+0.00020599i,-0.00030312+0.00052633i,-0.00018056+0.00011061i
-0.00013055-0.00070332i,0.00051205-0.00070734i,0.00036622+4.5369e-05i,0.0010475+9.484e-06i,0.0025078-0.00035739i,0.0018903-0.00019048i,0.0003997+0.00040988i,-7.4049e-05+0.00071922i,0.00034548+2.1411e-05i,0.00023528-0.0014551i,-0.00061107-0.0014152i,-0.00038482-0.0007328i,0.00025307-0.00039347i,-0.00012552+0.00028247i,-0.0002718+0.00069238i,0.00016981+0.00024776i,0.00039461-0.00010227i,1.3694e-05+0.00022037i,-0.00025549-5.5097e-05i,0.00047608+0.00026741i,0.00053903+0.00078494i,-9.0963e-05+0.00053637i,-0.000669+0.00023215i
-0.00029555+9.5938e-05i,0.00034679-0.00012439i,3.4895e-05-0.0013501i,-0.00014476-0.00022468i,0.00079322+0.00049832i,0.0014334+0.00070642i,0.00055574+0.0010741i,-0.00043292+0.00042756i,-0.00087748+7.8753e-05i,-0.0012467+0.00017914i,-0.00040321+2.9365e-05i,0.00032195+0.00025164i,0.00066459+0.00042977i,0.00015698-5.7114e-05i,-3.023e-05-0.00035127i,0.0010114+0.00022425i,0.0012031+0.00027395i,0.00067695-0.00072981i,0.00055636-0.0011865i,0.00022162-0.00059322i,0.00029437+0.00012506i,-0.0001694+0.00071069i,-0.00049459+0.00067289i
-0.00098144+0.00077805i,0.00070772+0.00056977i,0.001176+0.0010103i,0.0018812+0.0012906i,0.0018549+5.5222e-05i,0.0013537-0.0017396i,0.00041748-0.0020644i,-0.00081653-0.00085081i,-0.00080985+0.00017866i,-0.00053164+0.00088743i,-0.00084408+0.0010976i,-0.00025377+0.00031315i,0.00030185-0.00017846i,0.00022921-0.00015495i,0.00030837-0.00034494i,0.000608-0.00029661i,4.56e-05-0.00023225i,3.4813e-05-0.00050325i,0.00068541-0.00055482i,-9.5995e-05+0.00036871i,-0.00076684+0.0011193i,-0.00069817+0.00031752i,-0.00044657-0.00083618i
0.00032679+0.00045824i,9.3295e-05+0.0003702i,-0.00012984+0.00133i,-0.000918+0.0016524i,-9.407e-05+0.0013567i,0.00064946+0.00057539i,-3.6186e-05-0.00013163i,-0.00051804+0.00036566i,-0.00060766+0.0013541i,-0.0012265+0.0016695i,-0.00096236+0.0011701i,-0.00052292+0.00059354i,-0.0007596+9.1731e-05i,-0.00062152-8.0735e-06i,0.00010278+0.0001132i,0.0011571-7.1434e-05i,0.0018285-0.00029393i,0.0014712-0.00030149i,0.00051823+0.00080842i,-0.00064287+0.0018538i,-0.0011465+0.0016104i,-0.00042875+0.00097264i,0.00018101+0.00060082i
-0.00034235+0.00062624i,-0.00048447+0.00076009i,0.00088552+0.00040422i,0.0019805+0.00091106i,0.002383+0.00068709i,0.002248-0.00011247i,0.00065805-0.00043748i,-0.00069142-0.00020466i,-0.00072046+0.0002568i,-0.00041034+8.6024e-05i,-0.00016594+0.00022502i,0.0005612+0.00073167i,0.0008312+0.00042486i,0.00081404+4.555e-05i,0.00057097+0.00089215i,-0.00014153+0.0014119i,-0.00081393+0.00064138i,-0.00086977-0.00027308i,-0.00030763-4.5798e-05i,-0.00028924+0.00079544i,-0.00060901+0.00031955i,1.793e-07+3.8844e-05i,-0.00036632+0.00021841i
-0.001209-0.0019303i,-0.0013869-0.00082514i,-0.0022263+0.00026396i,-0.0021041+0.0015874i,-0.00077405+0.0025618i,0.00049416+0.0019668i,0.00083342+0.0014101i,-0.00012708+0.00095944i,-0.00084663-0.0001149i,-0.00099399+0.00025561i,-0.00046262+0.0015475i,0.00081113+0.00080323i,0.0015642+0.00017046i,0.00032453+0.00039348i,-0.0010864+0.00017238i,-0.00089055-9.3091e-05i,-0.00061013+0.00048038i,-0.00015695+0.001199i,-4.0006e-05+0.00087329i,0.00016957+0.00010624i,0.00049351-0.00047702i,0.00018259-0.00017814i,-0.00050483+0.00021933i
-0.0016035+0.0016834i,-0.00073363+0.00068849i,0.0008689+0.00050488i,0.0018915+0.0010114i,0.0026377+0.00086131i,0.003087-0.00030545i,0.0018166-0.00071541i,0.00092524-0.00016572i,0.0007115-0.00021969i,-0.00026204+0.00026181i,-0.00078045+0.0010968i,-0.00036309+0.00074681i,-0.00023004-0.00051329i,-0.00028045-0.0010194i,-0.00012356-0.00033682i,0.00021564+0.00037059i,0.0010359+7.9666e-05i,0.00065114-0.00026363i,0.00055036+0.00016915i,0.00046042+0.00058709i,-5.0486e-05+0.00063963i,-0.00013983+4.949e-05i,3.3432e-05-0.00023682i
0.00065091-0.0017111i,0.00056583-0.00060061i,-9.8335e-05-9.1506e-06i,-0.00032693+0.00026446i,-8.2604e-05+0.0013918i,-3.1861e-05+0.0014699i,-0.00018741+0.0016329i,-0.00097222+0.0016791i,-0.001621+0.00134i,-0.0018169+0.0011979i,-0.001424+0.0013266i,-0.00011931+0.0013628i,0.0005643+0.00092209i,0.00078736+0.00049966i,0.00029363+0.00014051i,9.5948e-05+0.0001404i,1.9103e-05+0.0001098i,-0.00056484-1.1261e-05i,-0.001079-0.00016192i,-0.001479+0.00038983i,-0.00069812+0.0002761i,-0.00010721+0.00031913i,-0.0002139+0.00070492i
-0.00013447+0.001972i,0.00094641+0.0018176i,0.002125+0.0015978i,0.0024938+0.0018463i,0.0012344+0.00088792i,0.00046142-0.0005466i,0.00025349-0.0012962i,0.00067145-0.0014546i,0.00079492-0.00071702i,-0.00016142-5.9386e-05i,-6.5753e-05-0.00030796i,0.00044058-0.00027799i,0.00022457-6.8313e-05i,0.0004283-0.00034485i,0.00061504-0.0011361i,0.00097814-0.0013622i,0.00037832-0.00082622i,-0.00075281+0.00015395i,-0.00063182-1.9378e-05i,0.0005088-0.00040608i,0.00056355-0.00014978i,-0.00010718+0.00015403i,-0.00036809-8.098e-05i
0.0010799-0.0017683i,0.00011504-0.00085474i,-0.00035316-0.0004423i,0.00022801-0.00013877i,0.00069683+0.001323i,0.0011712+0.0010663i,0.00154+0.0011031i,0.00068263+0.0011881i,-0.00079029+0.0005212i,-0.001242-0.00015913i,-0.00066794-9.2061e-05i,-0.00022324+0.0002007i,-0.00057589-0.00016292i,1.7952e-05-0.00049443i,0.00088885-0.00035736i,0.00089213+0.00013643i,0.001053+3.1985e-05i,0.00058734-0.00017909i,-0.00016072-0.00054178i,-0.000538-0.00060488i,-0.0007656+0.00011605i,-5.1776e-05+0.0003547i,0.0006084+6.0666e-05i
-0.00090277+0.0010655i,-0.0010652+0.0012093i,-0.00076998+0.0010814i,-0.00080186+0.00098413i,-0.00025387+0.00085191i,-0.00040347+0.00087802i,-0.00066799+0.00025768i,-0.00034909-0.00060893i,2.0288e-05-0.0002949i,-0.00026221+0.00074722i,1.0845e-05+0.00099692i,0.00053192+0.00031505i,0.00026167+0.00028118i,-9.8777e-05+0.00096563i,-0.00090936+0.0011689i,-0.0009358+0.00053888i,-0.00041214-0.00015001i,-3.8719e-06-0.00023034i,5.2424e-05-0.00033999i,-0.00015837-0.00056312i,-0.00075345-6.6837e-05i,-0.0011805+0.00020216i,-0.000283-0.00023222i
-0.00025569+0.0005625i,-0.00015411+0.00050017i,0.00033019+0.00069483i,0.001643+0.0024243i,0.0013469+0.0023357i,0.00056195+0.001024i,0.00082212+0.00065133i,0.0004513+0.00014024i,-0.00045544-0.00024364i,-0.00093128+0.0002937i,-0.001211+0.0010221i,-0.0011463+0.00083744i,-0.0011605-9.05e-05i,-0.00022728-0.00065874i,0.00042487-0.00030927i,0.00022877+0.00016804i,-0.00047964+7.0582e-05i,-0.00097312+0.0002499i,-0.001259+0.00034288i,-0.001192+0.00051686i,-0.00018891+0.00016692i,-0.00012966-0.00031384i,-0.00032642-0.00051522i
7.3197e-05+0.00060551i,3.4304e-05+0.00088184i,0.00061605+0.00061117i,0.0009782-0.0004255i,0.0005371-0.00031804i,-8.1351e-05+4.1184e-05i,4.9452e-05-0.00022363i,0.0004473+0.0001051i,0.0004241+0.00028207i,-0.00042611+0.00020988i,-6.7418e-05+0.00013414i,0.00035689+0.00045085i,6.6403e-05+0.00048925i,0.00039577+0.00048863i,0.0011194-0.00018752i,0.0015588-0.00025647i,0.00092248+0.00018267i,0.00069697-0.0002012i,0.00076528-0.00082508i,-0.00028703-0.0006037i,-0.00092504-0.00047683i,-0.00070723-0.00047632i,-0.00037723+5.5623e-05i
0.0011415-0.00056944i,0.001068-0.00044324i,0.00010739-0.00019434i,-0.00089637+0.00026887i,-0.001277+0.0011273i,-6.9525e-05+0.0016565i,0.00055323+0.0012729i,0.00032461+0.00039035i,-0.00027637+0.00028801i,-0.00099307+0.0002992i,-0.00085285+0.00053376i,0.00019787+0.000613i,0.00096557+0.00020389i,0.00051669+0.00021891i,0.0003454-0.00025616i,0.00084447-0.00096022i,0.0014999-0.00027915i,0.0012585+7.4311e-05i,0.0002756+0.00032685i,-0.00022347+0.00089471i,-0.00014331+0.00052203i,-0.00035596-2.1796e-05i,-0.00032044-0.00022834i
0.00098175+0.00091938i,0.0025699+0.00079023i,0.0038336+0.00074325i,0.004754-0.00024902i,0.0043812-0.0014273i,0.0023872-0.0016879i,0.0010978-0.00082812i,0.0010645-0.00059836i,0.00044629-0.00040517i,-0.00061481-6.0705e-05i,-0.00090104-0.00033367i,-0.00021915-0.00024677i,0.00011258+8.4687e-06i,0.00068906+0.00019163i,0.0012318+0.00037366i,0.00064051+0.00043278i,0.0010277+0.00060125i,0.0012561+0.00053973i,0.00058729+0.00051145i,-8.7924e-05+9.2817e-05i,-0.0009446-0.00084039i,-0.001123-0.00074563i,0.00013383-0.00025135i
-0.0017336-0.00087026i,-0.0021995-0.0005865i,-0.0026203+0.00091512i,-0.0016711+0.0024783i,0.00053577+0.0023398i,0.001537+0.0012272i,0.00067981+0.00045874i,8.3715e-05+0.00020914i,0.00029105-0.00031424i,-7.3396e-05+0.00021388i,-0.00055918+0.0016298i,3.3221e-05+0.00158i,-2.2464e-05+0.0002529i,4.9059e-05-0.00065359i,0.00034434-0.0011782i,0.00024097-0.0012747i,0.00043413-0.0011249i,0.00018791-0.0011953i,-0.00072491-0.00062174i,-0.00074703+2.7201e-05i,0.00020205+0.00018711i,0.00077981+0.00029618i,0.00088813+0.00032793i
0.00036169-0.00023025i,0.00039366+0.00086375i,-0.00050113+0.00032115i,-0.00031654-0.00044945i,0.0017289+0.000617i,0.0016641+0.0010647i,0.00024285+0.00069828i,-0.00035144-6.0633e-06i,-0.00073933-0.0012413i,-0.00077471-0.0010306i,-0.00021364+0.00065739i,0.00032196+0.0010179i,2.4194e-05+0.001142i,0.00020301+0.00081308i,0.0011576+0.0001058i,0.0014567-3.3933e-05i,0.0014458-0.00025148i,0.00049349-0.00016052i,-0.00037351-0.00030737i,0.00020536-0.00013902i,0.00076594+0.00059497i,0.00013467+0.00041214i,-0.00033329+6.5217e-05i
-0.0015399-0.00047413i,-0.0016687-0.0009098i,-0.0010575+0.00058163i,0.00019415+0.0017807i,0.0010067+0.001043i,0.0014974+0.00078199i,0.0016887+0.0011444i,0.0013075+0.00083606i,0.00072847+0.00034343i,0.00010886+0.00058033i,0.00025198+0.00083858i,0.00030598+0.00068105i,0.00049495+0.00038403i,0.00097032+8.8567e-05i,0.00011877+4.432e-05i,-0.00020736-0.00046258i,0.00047536-0.00048701i,0.00096587-0.00039253i,0.00079844-0.00059547i,0.00044257-0.00024431i,-0.00037263+0.00010385i,-0.00048773-0.00038874i,-6.5795e-05-0.00082175i
-0.00058052+0.00092657i,-0.0005442+1.6923e-05i,-0.00052253-0.00040021i,-0.00031571-4.2876e-05i,0.0012315-0.00031055i,0.0017787+0.00028789i,0.00084756+0.00065262i,1.2724e-05+0.00024902i,-0.00061231+0.00016293i,-0.00083161+4.588e-05i,-0.00075052-8.7121e-05i,5.3635e-06-0.00043886i,0.00011663-0.00031808i,-0.00051399-0.00031458i,-0.00064727-0.0007151i,5.3791e-05-0.00064675i,5.0153e-05+6.6536e-05i,0.00018557+0.00060108i,0.00026041-4.4665e-06i,-0.00049027-0.00092228i,-0.00027196-0.0012265i,0.00065866-0.00096769i,0.0010579-5.9584e-05i
-0.001047-0.001345i,-0.001873-0.0010362i,-0.00055505-0.00050451i,0.00081653+0.00044051i,0.0013667+0.0011752i,0.0012478+0.00087949i,0.00086766-0.00013439i,0.00090838-0.00029376i,-0.00036697+0.00010451i,-0.0012886+0.00033085i,-0.00093751+0.00019182i,-0.00040009+8.7008e-05i,-0.00043939-0.00018802i,-0.00026648-0.00087809i,0.00034371-0.00055657i,0.00067267-0.00020447i,0.00057254-2.8129e-05i,0.00020784+0.00050437i,8.4822e-05+0.00025053i,0.00024577-0.00010897i,0.00082689-0.00011849i,0.00061567-8.5224e-05i,-0.00010783+0.00044818i
0.0011681-0.00066103i,0.0011865-0.00064211i,0.0010308-0.0014271i,0.0010187-0.00074342i,0.00092798+0.00031662i,0.00043698+0.00083962i,0.00010169+0.0012475i,0.00030852+0.0008677i,0.00054905+0.00030103i,-0.0002489-0.00013326i,-0.00077008+0.00045936i,-0.00079295+0.0006554i,-0.00083597+5.7754e-07i,-6.3776e-05-0.00021292i,0.00056545-0.00033178i,0.00047982-0.00040368i,-0.00023934-0.00043454i,-0.00052474-0.00054843i,-0.0001523-0.00023814i,0.00012779-9.0693e-05i,0.00027154-0.00083459i,0.0005887-0.00068029i,0.00059894-0.00012257i
0.00026704-0.0024319i,-0.00099903-0.001707i,-0.0023001-0.00088083i,-0.0021114+0.00053057i,-0.00050409+0.0021321i,0.0014858+0.0022894i,0.0019821+0.0011316i,0.0014728+8.1249e-05i,9.8763e-05-0.0006195i,-0.0013607+8.3785e-06i,-0.00095938+0.0012601i,-0.00021617+0.0014744i,0.00067754+0.00052585i,0.0014377-0.00029353i,0.0013278-0.00015461i,0.0012993-1.054e-05i,0.00064279-0.00042597i,-5.5074e-05-0.00061707i,-0.00072225-0.00041077i,-0.00016315-0.00049291i,0.00058403-0.00060755i,6.7138e-05-7.1512e-05i,-0.00075114-0.0001575i
-0.00033112-0.0010943i,0.00027095-0.000979i,0.0011836-0.00018708i,0.0020496+0.00014136i,0.0022987+0.00048351i,0.001552+0.00047812i,0.0010035+0.0007125i,-9.0122e-05+0.00068268i,-0.0010138-0.00029183i,-0.0010358-0.00062047i,-0.00094862-4.4972e-05i,-0.00030079-0.00088409i,0.00049558-0.0013541i,0.00088704+0.00015488i,0.0012094+0.00071268i,0.0010573+8.3156e-05i,0.00043349-0.00053011i,0.00018651-0.00040705i,0.00027856-0.0001086i,0.00050639-0.00043206i,0.00010715-0.00099854i,-0.00047913-0.0008206i,-0.00088229-0.00050313i
-0.00071585+0.00028935i,-0.00085726+0.00067196i,-0.00096643+0.001154i,-0.00025792+0.0012143i,0.0010456+0.0019949i,0.0012967+0.0021126i,0.00084922+0.0011009i,0.00067665-0.00022462i,-9.0607e-05-0.00044682i,-0.0010071+0.00032401i,-0.0010807+0.00081231i,-0.00011373+0.00075837i,0.00056596+0.00039059i,0.001208+0.00016744i,0.0010213-0.00039862i,-4.5067e-05-0.00073i,-0.00043261-0.00059087i,-0.00053723-5.5112e-05i,-0.00035329+0.00052983i,0.0001099+1.152e-05i,-0.00060232-0.00021873i,-0.00061385+0.00047892i,-0.00018633+0.00054949i
-0.00097966+0.00057158i,-0.0015764+0.00011782i,-0.0012155+0.0010769i,7.8406e-05+0.0020882i,0.00049593+0.0018602i,5.725e-05+0.00062942i,-0.0003075+0.00013478i,-0.00011603+0.00013724i,-0.00017465-0.00010588i,-0.00073417-0.00018189i,-0.00016665+0.00034885i,0.00033274+0.00037911i,0.0003077-3.8989e-05i,0.00032999+0.00033768i,2.3231e-05+0.00094987i,-0.00033201+0.00061708i,-0.0003329-3.4083e-05i,1.9484e-05-0.00042407i,0.00070504+8.9219e-05i,0.00056231+0.00079494i,0.00044324+0.0004794i,0.00028989+0.00028297i,-0.00044533+4.4482e-05i
0.0015983+0.00029896i,0.0027689-0.0016016i,0.0033468-0.0017154i,0.0034272-0.00034357i,0.002802+0.00095442i,0.001766+0.00052899i,0.00083448-7.4886e-05i,0.00025459+0.00024657i,-0.00022216+0.00090469i,-0.00046209+0.0010596i,-0.00013674+0.00080114i,-0.00012285+0.00062392i,-0.00038982+0.0002362i,3.7261e-06-0.00020302i,0.00046113-0.0009344i,0.00020044-0.0013379i,-0.00022196-0.00097224i,-0.00065028-0.00064642i,-0.0010953+0.00017601i,-0.00088745+0.00062371i,-0.00016723+0.0001777i,0.00044859+0.00046747i,0.00087585+0.001116i
-0.00011213+0.00080819i,-0.0011507+0.0018755i,-0.0022413+0.0029258i,-0.0019378+0.0029833i,-8.6075e-05+0.0026924i,0.0010647+0.0020244i,0.0010101+0.0011317i,0.0010559+0.0002658i,0.00095391-2.178e-05i,-0.00037959+0.00070279i,-0.00046115+0.001222i,0.00028628+0.00029095i,0.00078201-0.00061005i,0.00068749-0.00072476i,0.00041527-0.00020165i,0.00068467+0.00010836i,0.00018474-0.0001677i,-0.00010637-0.00088616i,0.0002304-0.00055073i,-0.00013199+0.00028819i,-0.00026912+0.00087241i,0.000158+0.00020251i,0.00049529-0.00051707i
