0.0041217-0.00090234i,0.0048168-0.0021393i,0.003956-0.0050097i,0.00019394-0.0054317i,-0.0037424-0.0039014i,-0.0048198+0.00013079i,-0.002506+0.0030414i,-0.00046187+0.0022767i,0.0002505+0.00031121i,0.0003877-0.0015488i,0.00020464-0.0019278i,-0.00016824-0.00046997i,-0.0011295+0.0010864i,-0.0011553+0.0013394i,-0.0003606+0.00099514i,-0.0002583+0.00031712i,-0.00035871-0.00045897i,0.00012089-0.00031406i,-8.1162e-07-3.7126e-05i,-0.00055011-0.00040786i,-0.00057973-0.00072399i,-0.00044488+0.00044288i,-9.4398e-05+0.001151i
0.015069+0.04928i,0.069911+0.04369i,0.10003-0.03655i,0.048573-0.12626i,-0.026654-0.11962i,-0.05036-0.048225i,-0.051439-0.014896i,-0.0651-0.02683i,-0.075964-0.045761i,-0.070303-0.037678i,-0.033888-0.0090082i,0.00052025-0.00061397i,0.00067143-0.0017083i,-0.0028009+0.0035818i,0.0048591+0.002599i,0.0089784-0.0032705i,0.00838-0.0073714i,0.0055659-0.0079509i,0.0016621-0.0060529i,-0.0015185-0.0031257i,-0.0025646-6.6778e-05i,0.00093108+0.0022195i,0.0036974+0.0038832i
-0.066176+0.011671i,-0.14052+0.029944i,-0.18298+0.048416i,-0.13358+0.015873i,-0.049709-0.075714i,-0.018706-0.14138i,-0.032631-0.10319i,-0.04527-0.0031462i,-0.038232+0.074626i,-0.009294+0.086279i,0.0079969+0.039845i,-0.0082714+0.0029185i,-0.021362+0.0072229i,-0.013958+0.013766i,-0.011926+0.0065341i,-0.018533+0.0026645i,-0.01747+0.0036657i,-0.0072987+0.0027758i,0.00012658+0.0010469i,0.0029167-0.00031413i,0.0041947-0.0013763i,0.0036895-0.0016405i,0.0040697-0.0022789i
0.10792+0.025874i,0.17587-0.0083869i,0.14566-0.054534i,-0.013263-0.0065002i,-0.17108+0.13539i,-0.2008+0.23731i,-0.11461+0.22401i,-0.002492+0.14266i,0.062403+0.061672i,0.061372+0.010009i,0.028026-0.0038485i,0.016741+0.0078084i,0.030213+0.011781i,0.027263+0.0018844i,0.012854+0.00079353i,0.010449+0.0071082i,0.0098917+0.0073759i,0.0013112+0.0034812i,-0.0050377+0.00061369i,-0.0043393+0.00075059i,-0.00075766+0.0010816i,0.0015013-0.0026562i,0.00046402-0.006159i
-0.030547-0.020396i,-0.072172+0.00174i,-0.083318+0.052063i,-0.020985+0.078188i,0.091495+0.060004i,0.17112+0.018842i,0.16139-0.033619i,0.098366-0.072321i,0.04687-0.087207i,0.0068394-0.078067i,-0.020386-0.035983i,-0.01859+0.00044381i,-0.010332+0.0015315i,-0.007027-0.001175i,-0.0032416+0.0041273i,-0.0015755+0.0057921i,0.0010522+0.0047727i,0.0030207+0.0027689i,0.001365+0.00011941i,-0.0017612-0.0030905i,-0.0039762-0.0032997i,-0.0049743+0.00072593i,-0.0054487+0.0031637i
0.036825-0.065625i,-0.0033183-0.10808i,-0.070528-0.085667i,-0.057119-0.0081746i,0.030748+0.012747i,0.074701-0.035658i,0.04414-0.061062i,-0.01161-0.056795i,-0.066352-0.041092i,-0.075569-0.003546i,-0.027164+0.0069633i,0.0068314-0.021185i,0.00183-0.032329i,-0.0062035-0.019483i,-0.0036511-0.0090791i,0.0029717-0.0098826i,0.0046205-0.013002i,0.0037599-0.0079499i,0.0039018-0.00099559i,0.0030686+0.0028805i,0.0028084+0.0027908i,0.0017784-0.0011679i,-0.0005316-0.0030634i
-0.050925+0.060911i,0.004447+0.16234i,0.13545+0.21314i,0.18042+0.10328i,0.053302-0.075481i,-0.10484-0.15731i,-0.15172-0.11388i,-0.10448-0.014779i,-0.031742+0.06149i,0.016056+0.067499i,0.0072303+0.039024i,-0.0218+0.036758i,-0.022899+0.045581i,-0.0097314+0.033523i,-0.0066793+0.016074i,-0.0097643+0.011004i,-0.0081904+0.010137i,-0.0021556+0.003701i,0.00084722-0.001698i,-0.00068254-0.00072686i,-0.0023571+0.002999i,-0.0018426+0.0087974i,0.00038482+0.013172i
-0.0064353-0.022729i,-1.4765e-05-0.057093i,0.004297-0.08523i,4.0071e-05-0.051862i,-0.021599+0.061665i,-0.030351+0.17327i,-0.0073004+0.16227i,0.011061+0.066565i,0.022532-0.0030862i,0.023024-0.033643i,0.0033845-0.02919i,0.0025772-0.0079236i,0.019215-0.0078312i,0.018873-0.010386i,0.011124-0.0022699i,0.0084202-0.0022575i,0.0061617-0.0044367i,0.0017145-0.0018367i,-0.0010768-0.0019422i,-0.00053062-0.0054128i,0.00096578-0.00809i,0.0012821-0.0088899i,0.0012333-0.0092263i
0.030254+0.010575i,0.069052-0.075016i,0.066909-0.23014i,0.0020896-0.29877i,-0.021338-0.22392i,0.026379-0.14197i,0.03215-0.091676i,0.011468-0.044888i,-0.0013418-0.042811i,-0.02726-0.040024i,-0.016285+0.0015504i,0.021832+0.018822i,0.023941+0.0077999i,0.0077712+0.0006437i,-0.0018018-0.0011326i,-0.0071889+0.002027i,-0.0044031+0.0011455i,-0.00051956-0.0051168i,-0.0032766-0.0055876i,-0.0069346+0.00030635i,-0.0041718+0.0058384i,0.0043347+0.0067265i,0.0090501+0.003386i
0.0066935+0.025306i,-0.060393+0.081624i,-0.17333+0.16651i,-0.19111+0.19291i,-0.094606+0.11135i,-0.034543+0.020538i,-0.025772+0.010692i,-0.026483+0.034497i,-0.041564+0.057673i,-0.033077+0.067532i,-0.005874+0.026017i,-0.010038-0.030762i,-0.026769-0.037969i,-0.023271-0.016052i,-0.010933-0.0039766i,-0.0030615-0.0021136i,-0.00067156-0.0021728i,0.0005503-0.0012914i,0.0017346+0.0013014i,0.0010963+0.0038415i,-0.0010501+0.0016076i,-0.0075062-0.0052125i,-0.014743-0.0082822i
-0.021974-0.025757i,-0.049026-0.03318i,-0.060916+0.0016098i,-0.078099+0.050744i,-0.14398+0.050809i,-0.18903+0.027276i,-0.13172+0.013i,-0.025027-0.0053884i,0.041618-0.014027i,0.054164-0.013784i,0.022316-0.010678i,-0.0092065+0.018093i,0.0029084+0.042391i,0.015024+0.033384i,0.0060632+0.021745i,0.0018614+0.019011i,3.3157e-05+0.014463i,-0.0069578+0.010966i,-0.0074331+0.010484i,0.0015726+0.009259i,0.0079832+0.0054046i,0.0090059+0.0044602i,0.0091893+0.0073769i
0.084329-0.060192i,0.15967-0.051798i,0.22175+0.0038657i,0.22495+0.047454i,0.19299+0.085304i,0.1787+0.11579i,0.15225+0.065711i,0.070398-0.026601i,0.00098616-0.069672i,-0.027459-0.067429i,-0.041283-0.035169i,-0.03082-0.0048577i,-0.012542-0.010514i,-0.0023814-0.017953i,0.0041296-0.016305i,0.0057408-0.019632i,0.0071403-0.017855i,0.010549-0.012027i,0.009112-0.011253i,0.0035562-0.014454i,-0.00197-0.014464i,-0.0054201-0.0072923i,-0.0056647+0.00043526i
-0.067255+0.085783i,-0.10974+0.085779i,-0.12133-0.010194i,-0.10728-0.10449i,-0.098099-0.12125i,-0.11203-0.11242i,-0.13786-0.072319i,-0.13044+0.0034334i,-0.0971+0.041045i,-0.066045+0.045496i,-0.017831+0.047976i,0.027069+0.031719i,0.027279+0.0095789i,0.0041307+0.00019811i,-0.010045+0.0036371i,-0.013406+0.011511i,-0.0099644+0.01436i,-0.0010914+0.01168i,0.0064781+0.0058924i,0.0038379+0.0025929i,-0.00064233+0.0037053i,0.003803+9.4941e-05i,0.009024-0.0066596i
-0.053914-0.086755i,-0.053805-0.075228i,-0.0051286+0.021233i,0.044778+0.094238i,0.053659+0.075639i,0.035463+0.039654i,0.021963+0.02039i,0.012655+0.026537i,0.016362+0.060692i,0.030296+0.063563i,0.014538+0.021321i,-0.024051-0.0046094i,-0.037084+0.0048955i,-0.02663+0.013268i,-0.017394+0.0096338i,-0.010298+0.0050896i,-0.004249-0.0025026i,-0.0058518-0.013012i,-0.014725-0.015212i,-0.017971-0.0059209i,-0.012946+0.002879i,-0.012952+0.0052673i,-0.016748+0.0059579i
0.12887+0.093346i,0.17238+0.077908i,0.10464-0.010831i,-0.020445-0.053473i,-0.086337+0.013166i,-0.065595+0.085102i,-0.0081554+0.094864i,0.060256+0.040909i,0.09032-0.044582i,0.058133-0.080912i,0.022404-0.045618i,0.025555+1.6465e-05i,0.04223+0.014965i,0.038698+0.016283i,0.026138+0.020381i,0.022292+0.02084i,0.020358+0.017015i,0.01445+0.012183i,0.0085617+0.0065679i,0.0079497+0.0015631i,0.012758-0.0015605i,0.017444-0.00047234i,0.016503+0.0019923i
-0.052825-0.014864i,-0.030065-0.05318i,0.039002-0.11839i,0.091112-0.16566i,0.11562-0.16917i,0.11722-0.15721i,0.055944-0.13897i,-0.036371-0.093497i,-0.082465-0.044236i,-0.082109-0.012753i,-0.054464+0.010493i,-0.020015+0.008345i,-0.0077772-0.012517i,-0.0044152-0.023752i,-0.0015668-0.025746i,-0.0064193-0.026783i,-0.012156-0.024618i,-0.013886-0.013565i,-0.010987+0.002742i,-0.0082649+0.0093394i,-0.010017+0.0054272i,-0.0098378+0.0031451i,-0.0039103+0.005018i
0.024837-0.041092i,-0.083619-0.021469i,-0.24605+0.086379i,-0.28695+0.17445i,-0.23152+0.11898i,-0.21861+0.016332i,-0.18122+0.0035936i,-0.090664+0.026327i,-0.043749+0.035947i,-0.023957+0.044154i,0.0038405+0.015848i,0.0039418-0.019076i,-0.0081145-0.015212i,-0.011677-0.0019956i,-0.011685+0.0036305i,-0.0042478+0.010016i,0.0078839+0.011894i,0.018879+0.003244i,0.021356-0.010107i,0.014172-0.012253i,0.0087185-0.0068701i,0.0095754-0.01234i,0.0099525-0.024442i
0.0059162-0.038963i,0.051209-0.042934i,0.12143-0.012967i,0.14184+0.020218i,0.10143+0.049781i,0.077902+0.076393i,0.080756+0.064066i,0.076083+0.031799i,0.077424+0.019607i,0.069897+0.0075796i,0.018675+0.0054818i,-0.025301+0.030197i,-0.023151+0.041565i,-0.013936+0.027498i,-0.016272+0.013622i,-0.016375+0.0052155i,-0.015557+0.0015938i,-0.019062+0.0034528i,-0.0217+0.0088977i,-0.015276+0.013978i,-0.0073579+0.016248i,-0.010124+0.021145i,-0.019325+0.027154i
0.023168+0.087816i,0.096986+0.14054i,0.1754+0.10247i,0.15452-0.019026i,0.033091-0.073901i,-0.052182-0.032917i,-0.049335-0.030519i,-0.036196-0.090214i,-0.05604-0.13501i,-0.079611-0.11776i,-0.05991-0.053679i,-0.001415-0.0094781i,0.037628-0.0073378i,0.039694-0.0086124i,0.029322-0.0014527i,0.023611+0.00023058i,0.026869-0.0076488i,0.024556-0.016739i,0.013998-0.018884i,0.0076461-0.021223i,0.0059484-0.027907i,0.0052918-0.030927i,0.0061254-0.025968i
-0.10969-0.088126i,-0.18898-0.15147i,-0.21306-0.19955i,-0.17732-0.20183i,-0.12649-0.183i,-0.10899-0.15759i,-0.13103-0.071285i,-0.13189+0.061227i,-0.087431+0.13966i,-0.041577+0.13232i,-0.012692+0.085714i,-0.0086214+0.033012i,-0.029632-0.00023531i,-0.047414-0.0087317i,-0.050598-0.0048546i,-0.049621-0.00053653i,-0.047218+0.0013085i,-0.032842+0.011007i,-0.01109+0.018466i,-0.0039128+0.01817i,-0.0076764+0.020396i,-0.0043413+0.023809i,0.0015294+0.02422i
0.15116+0.087646i,0.1811+0.10182i,0.070946+0.13299i,-0.084517+0.21736i,-0.14312+0.29285i,-0.10186+0.2637i,-0.030702+0.13262i,0.019047+0.0045818i,0.028317-0.033001i,0.02516-0.0082733i,0.017868-0.0025655i,0.0045507-0.0063526i,0.0087783+0.0061927i,0.020089+0.020043i,0.030491+0.029024i,0.043498+0.030255i,0.041802+0.020339i,0.02393+0.0014176i,0.0024072-0.014938i,-0.007396-0.015567i,-0.0057185-0.0090127i,-0.0052671-0.0092985i,-0.0056981-0.01309i
-0.07733+0.0050119i,-0.043697+0.022661i,0.05934-0.00066051i,0.12283-0.033395i,0.1113-0.017866i,0.070383+0.027362i,0.0084847+0.061846i,-0.024254+0.076122i,0.015255+0.040176i,0.037808-0.018509i,0.0088933-0.0072617i,-0.0036956+0.041291i,0.00032212+0.05204i,-0.0009158+0.035356i,-0.0084157+0.013841i,-0.019362-0.0003193i,-0.017538+0.0035046i,-0.0071663+0.013106i,-0.0015462+0.015849i,0.0018554+0.012307i,0.0072766+0.0096509i,0.009474+0.012619i,0.0073282+0.016863i
0.15428-0.07488i,0.14186-0.1396i,0.032636-0.14075i,-0.033242-0.095598i,-0.021021-0.058982i,0.0071913-0.0075473i,0.055908+0.043141i,0.078458+0.0077389i,0.0017157-0.056486i,-0.073068-0.044837i,-0.04694-0.017356i,0.0063185-0.027349i,0.02927-0.037367i,0.027135-0.035561i,0.015078-0.026206i,0.014971-0.017465i,0.020741-0.019036i,0.015031-0.020482i,0.0010669-0.015041i,-0.0066562-0.0087892i,-0.001964-0.009556i,0.0072059-0.017521i,0.012291-0.023485i
-0.15916+0.0058878i,-0.24891+0.023332i,-0.26731+0.038311i,-0.17847+0.019013i,-0.027439-0.11103i,0.067746-0.31893i,0.033385-0.38676i,-0.040182-0.2195i,-0.022184-0.02124i,0.038634+0.023268i,0.035171-0.023645i,-0.0056927-0.036031i,-0.019158-0.01397i,-0.0152-0.0067221i,-0.020777-0.01011i,-0.026298-0.0052155i,-0.012303+0.0031338i,0.010917+0.0033729i,0.023112-0.0025754i,0.019705-0.0055454i,0.0070115-0.0037085i,-0.0024334-0.0037974i,-0.0083756-0.0091577i
0.14689-0.11205i,0.22369-0.084064i,0.23371+0.068205i,0.14747+0.22772i,-0.030866+0.33555i,-0.19244+0.39793i,-0.18674+0.34292i,-0.0655+0.15962i,-0.013212-0.012903i,-0.056619-0.050546i,-0.089099+0.0098718i,-0.054701+0.050234i,-0.012354+0.033189i,-0.023827+0.0209i,-0.056293+0.03625i,-0.060005+0.032642i,-0.038976+0.0053632i,-0.027791-0.0081715i,-0.034881+0.0008954i,-0.033597+0.019809i,-0.018416+0.031234i,-0.012399+0.027615i,-0.019795+0.01793i
0.0095342+0.089598i,0.07497+0.038327i,0.11475-0.15457i,0.010872-0.32892i,-0.15995-0.34235i,-0.23822-0.27735i,-0.25254-0.25221i,-0.2493-0.21876i,-0.20897-0.13596i,-0.17227-0.042455i,-0.13199+0.063584i,-0.048096+0.13497i,0.031854+0.11752i,0.05843+0.074332i,0.059006+0.074656i,0.063192+0.087349i,0.064187+0.06365i,0.056719+0.02031i,0.044744-0.0099554i,0.030828-0.026302i,0.020141-0.033401i,0.018327-0.020784i,0.022903+0.010637i
-0.027353+0.09309i,0.0069671+0.12204i,-0.032024+0.064892i,-0.23932-0.058146i,-0.60075-0.099701i,-0.91768-0.015306i,-0.93277+0.11183i,-0.63473+0.21912i,-0.31378+0.24714i,-0.1664+0.20763i,-0.10916+0.16513i,-0.045459+0.11339i,-0.0051539+0.041249i,-0.013684-0.0098062i,-0.033707-0.034472i,-0.03676-0.052071i,-0.034572-0.061529i,-0.034647-0.058187i,-0.04165-0.051701i,-0.058898-0.037675i,-0.063038-0.015614i,-0.04628-0.0036801i,-0.02862+0.0013913i
-1.7555+7.8881i,-0.69021+8.2471i,3.3918+7.3211i,5.9395+3.1052i,5.3524-1.2031i,2.583-3.0455i,0.52426-2.1191i,0.19218-0.79723i,0.74842-0.12072i,1.4069-0.22329i,1.219-0.78315i,0.43953-0.97881i,-0.2166-0.89452i,-0.7816-0.87926i,-0.91923-0.6562i,-0.24672-0.041344i,0.52978+0.32431i,0.58326+0.24755i,0.24754+0.21876i,0.093856+0.21771i,-0.0502+0.1163i,-0.22016+0.14693i,-0.14775+0.22689i
0.06396-0.011331i,0.18335-0.027805i,0.25445-0.017425i,0.25835+0.012591i,0.2392+0.048379i,0.20625+0.093135i,0.15812+0.09649i,0.055087+0.022597i,-0.081705+0.002449i,-0.10721+0.060909i,-0.028081+0.083384i,0.027522+0.043717i,0.016365-0.0037488i,-0.0018307-0.017359i,0.015096-0.023204i,0.020617-0.035888i,-0.0069211-0.029409i,-0.026763-0.0066622i,-0.019011+0.0076593i,-0.001454-0.0018913i,-0.00030314-0.020048i,-0.012084-0.022814i,-0.021004-0.017453i
-0.30766-0.051372i,-0.48776-0.009866i,-0.42704+0.036293i,-0.15174-0.035279i,0.054517-0.24227i,0.033707-0.3893i,-0.096237-0.30239i,-0.13257-0.075013i,-0.050478+0.06273i,0.019436+0.044709i,0.034017-0.0058943i,0.034017-0.022457i,0.028386-0.031009i,0.026596-0.038935i,0.033616-0.038757i,0.027832-0.03182i,0.0029222-0.023304i,-0.001523-0.012518i,0.024494-0.0080135i,0.036501-0.012936i,0.027052-0.0083555i,0.021533+0.0034987i,0.027787+0.011468i
0.19185-0.099271i,0.21803-0.10761i,0.10572+0.030552i,-0.027729+0.21235i,-0.079118+0.31538i,-0.040317+0.33422i,0.073952+0.26849i,0.13766+0.14501i,0.095893+0.094906i,0.086685+0.10024i,0.087303+0.03508i,0.017193-0.030195i,-0.042676-0.015893i,-0.038984+0.021178i,-0.013098+0.028946i,-0.0047601+0.012144i,-0.019187-0.0030741i,-0.035098-0.0019333i,-0.031722+0.0071129i,-0.017723+0.0095201i,-0.017672+0.001165i,-0.030728-0.012814i,-0.037021-0.02237i
-0.39127+0.22644i,-0.37301+0.41978i,-0.021137+0.40702i,0.32748+0.17614i,0.38486-0.021418i,0.30557-0.053595i,0.22946-0.028724i,0.15902-0.032302i,0.11603-0.076818i,0.058319-0.11781i,0.0076428-0.085689i,0.0080896-0.033959i,0.011662-0.018901i,0.0074972-0.018923i,0.0020762-0.022233i,-0.013129-0.017308i,-0.015868+0.0019463i,-0.0019169+0.014027i,0.0070226+0.013664i,0.012504+0.012526i,0.025701+0.0075112i,0.035922+0.00012032i,0.034534-0.0044773i
0.20308-0.2542i,0.20789-0.43107i,0.059414-0.44491i,-0.068564-0.29021i,-0.056152-0.13495i,-0.026871-0.079285i,-0.079006-0.053985i,-0.15985+0.016051i,-0.16867+0.10805i,-0.08827+0.1473i,-0.0010462+0.099817i,0.030016+0.022281i,0.02026-0.022334i,0.011926-0.036893i,0.020854-0.045528i,0.023639-0.048039i,0.0070725-0.033318i,-0.005313-0.0091753i,-0.0032913+0.0025299i,-0.0053687-0.0049711i,-0.021878-0.013735i,-0.040769-0.0074922i,-0.044966+0.0094066i
-0.20764+0.42374i,-0.21306+0.57204i,-0.12558+0.4323i,-0.057998+0.17382i,-0.036242+0.038619i,0.020477+0.003446i,0.10938-0.0075787i,0.18687-0.01052i,0.20611-0.036443i,0.15476-0.071698i,0.070275-0.086033i,-0.0060403-0.063533i,-0.036151-0.013031i,-0.027875+0.022296i,-0.019135+0.039216i,-0.01513+0.050153i,-0.011151+0.040554i,-0.003764+0.016035i,0.010809-0.0010421i,0.022698-0.0041903i,0.024204+0.0020296i,0.025107+0.0056762i,0.027431-0.0027545i
0.15522-0.33908i,0.15678-0.42482i,0.12789-0.2273i,0.16874+0.040282i,0.23836+0.14288i,0.20698+0.15394i,0.11745+0.14771i,0.044231+0.090594i,-0.0054176+0.026077i,-0.01589+0.006166i,-0.0066957+0.012925i,-0.00034236+0.016219i,0.0022201+0.0070395i,0.0058622-0.0040728i,0.0087362-0.016821i,0.0024816-0.024509i,-0.003047-0.014253i,-0.0046442+0.0016319i,-0.0089052+0.0082352i,-0.012026+0.0058178i,-0.013275+0.0027364i,-0.017432+0.0030003i,-0.019055+0.0024723i
0.018844+0.31988i,0.06133+0.3265i,0.045563+0.060831i,-0.037014-0.20519i,-0.073026-0.278i,-0.018414-0.27777i,0.0091733-0.2495i,-0.011441-0.1587i,-0.024993-0.068062i,-0.026365-0.018563i,-0.0051082+0.0043972i,0.02078+0.0039393i,0.023119-0.0079363i,0.014457-0.01678i,0.01184-0.017281i,0.01439-0.013014i,0.013718-0.011355i,0.00639-0.0098446i,0.00094363-0.0066598i,0.0016762-0.0048099i,0.0061911-0.0060607i,0.013866-0.0061267i,0.017049-0.0014758i
-0.069069-0.33376i,-0.17069-0.33715i,-0.19318-0.07189i,-0.085672+0.17643i,0.021335+0.21073i,0.030264+0.19508i,0.034315+0.19562i,0.049849+0.15384i,0.047915+0.114i,0.061909+0.075564i,0.058152+0.0078405i,0.018596-0.031999i,-0.0080987-0.01891i,-0.0095503+0.0087361i,-0.00024966+0.020514i,0.0086688+0.018136i,0.0082271+0.013808i,0.0069787+0.011658i,0.0082008+0.0096198i,0.0019487+0.0061758i,-0.010172+0.0078031i,-0.017966+0.011143i,-0.016773+0.008014i
0.07849+0.20289i,0.14828+0.25622i,0.18094+0.1647i,0.15766+0.030145i,0.10853-0.040922i,0.08829-0.07475i,0.084719-0.090393i,0.091227-0.096125i,0.095563-0.11422i,0.060235-0.11221i,0.015685-0.062472i,0.0044451-0.014808i,0.010773-0.009006i,0.019878-0.023601i,0.017339-0.03372i,-0.0056719-0.033814i,-0.025351-0.023766i,-0.025323-0.011802i,-0.012036-0.0052122i,0.007691-0.0038819i,0.026283-0.0069747i,0.035473-0.014285i,0.032667-0.020839i
-0.12044-0.18182i,-0.11922-0.24953i,-0.029419-0.24565i,0.034327-0.19583i,0.034995-0.11929i,0.03743-0.042922i,0.020529-0.017531i,-0.061166-0.0094736i,-0.13109+0.022432i,-0.11882+0.045054i,-0.060969+0.034947i,-0.021537+0.0076898i,-0.020323-0.010903i,-0.033508-0.012658i,-0.032709-0.0034823i,-0.012869+0.0079261i,0.0084659+0.011863i,0.014631+0.00839i,0.0054006+0.00087998i,-0.014495-0.0047837i,-0.034092-0.0024455i,-0.043952+0.004653i,-0.042058+0.010812i
-0.0010334+0.10063i,-0.083916+0.12321i,-0.22835+0.093487i,-0.27646+0.065672i,-0.18917+0.032046i,-0.091895-0.03437i,-0.025773-0.063527i,0.039907-0.038608i,0.085771-0.0075307i,0.089567+0.0044393i,0.061617-0.0091611i,0.018846-0.015769i,-0.0066911+0.0062969i,-0.0028005+0.027237i,0.011467+0.028209i,0.012361+0.018144i,-0.002166+0.0086294i,-0.011753+0.0063857i,-0.0073289+0.013385i,0.0073747+0.02387i,0.02458+0.023286i,0.034281+0.01063i,0.031906+0.00052586i
-0.016524+0.024755i,0.052248+0.069524i,0.16875+0.14268i,0.21757+0.19347i,0.16719+0.20487i,0.087184+0.19893i,0.0073188+0.15872i,-0.053046+0.10135i,-0.060788+0.05425i,-0.036129+0.020102i,-0.017629+0.014488i,0.0054697+0.020192i,0.030613+0.0071597i,0.037658-0.010739i,0.030168-0.021522i,0.02101-0.023134i,0.015946-0.013184i,0.012522-0.0042344i,0.0083135-0.0064812i,0.0056345-0.017485i,-0.0013173-0.024504i,-0.013186-0.018371i,-0.016822-0.008281i
-0.014355+0.0016559i,-0.048136-0.022311i,-0.073186-0.087268i,-0.043306-0.15655i,0.015711-0.19783i,0.044227-0.20893i,0.032072-0.15253i,0.019259-0.059307i,0.017994-0.012062i,0.010791-0.0046368i,0.011043-0.0073388i,0.0098461-0.019785i,-0.011746-0.02543i,-0.026783-0.020352i,-0.024968-0.012808i,-0.020163-0.0063332i,-0.015158-0.0029538i,-0.0094392+0.0043952i,-6.081e-05+0.014002i,0.0037259+0.014277i,-0.0011618+0.010496i,-0.0018308+0.0093425i,0.00245+0.0081729i
0.0877+0.01766i,0.10397+0.0083509i,0.045295+0.031301i,-0.024217+0.10132i,-0.033624+0.16208i,-0.014786+0.197i,0.031889+0.20492i,0.086787+0.15989i,0.084065+0.10109i,0.055457+0.065715i,0.03595+0.023367i,0.0045567-0.014567i,-0.015948-0.012533i,-0.0093978+0.0053924i,0.0028399+0.008562i,0.0079947+0.0017131i,0.006788-0.0042074i,0.0065153-0.011609i,0.0028387-0.018601i,-0.0044551-0.013447i,-0.0057011+0.00046409i,-0.0051686+0.0069567i,-0.0057173+0.0053241i
-0.083515-0.0031764i,-0.086725+0.076819i,0.035175+0.15372i,0.1686+0.10796i,0.16373-0.0060903i,0.1014-0.06834i,0.075622-0.10628i,0.057555-0.14045i,0.051238-0.13741i,0.044489-0.11136i,0.010015-0.059545i,-0.0022048+0.013305i,0.023377+0.039982i,0.034819+0.015735i,0.018327-0.0034766i,-0.00093059-0.00086635i,-0.012296+0.0080658i,-0.015721+0.01301i,-0.0099606+0.01198i,0.003343+0.004067i,0.014854-0.0058762i,0.019597-0.010035i,0.019546-0.010203i
0.14215-0.055412i,0.21449-0.18604i,0.17336-0.33165i,0.061711-0.33033i,0.038235-0.18455i,0.09006-0.079288i,0.071763-0.056708i,-0.0151-0.035467i,-0.084981-0.0039828i,-0.091148+0.022956i,-0.036297+0.021486i,0.0026194-0.030783i,-0.025033-0.068447i,-0.050234-0.045251i,-0.02955-0.01189i,-0.00025542-0.0043961i,0.011769-0.0061392i,0.0099637-0.0044165i,0.0005394-0.0015067i,-0.01041+0.00025914i,-0.017111+0.00050668i,-0.020859-0.00098267i,-0.022113-0.0018108i
-0.20437-0.0007208i,-0.3429+0.057372i,-0.37668+0.13067i,-0.28198+0.12723i,-0.17944+0.028633i,-0.15077-0.043122i,-0.11838-0.017683i,-0.039937+0.031815i,0.028206+0.051665i,0.053001+0.03996i,0.031503+0.015244i,-0.00018141+0.030939i,0.013938+0.07i,0.040439+0.062675i,0.028965+0.028406i,0.0024687+0.0123i,-0.0093203+0.0076753i,-0.0076417+0.0052999i,0.0016109+0.0074322i,0.010508+0.0097796i,0.012887+0.010275i,0.012831+0.01115i,0.011812+0.010905i
0.14059+0.038267i,0.25387+0.062333i,0.29305+0.085329i,0.22311+0.10233i,0.12549+0.13055i,0.079353+0.14526i,0.052757+0.091573i,0.0066416+0.019876i,-0.014696-0.0077992i,-0.0014739-0.014925i,0.010545-0.015191i,0.015909-0.026732i,0.0081234-0.054433i,-0.0042349-0.053825i,0.003813-0.027637i,0.01835-0.010005i,0.018626-0.00052054i,0.014558+0.0048806i,0.011509-0.0012052i,0.0042161-0.011261i,-0.003074-0.015296i,-0.0071521-0.015684i,-0.0082018-0.015177i
-0.14469-0.052837i,-0.23743-0.13394i,-0.25705-0.21751i,-0.17834-0.2253i,-0.050703-0.19045i,0.043307-0.17075i,0.056744-0.11442i,0.047038-0.031871i,0.035951-0.0098702i,0.0049587-0.017719i,-0.0071358-0.0061017i,0.0003415+0.0074381i,-0.002814+0.015279i,-0.0076413+0.0098967i,-0.01223-0.0083546i,-0.017948-0.019123i,-0.015922-0.022818i,-0.013567-0.02229i,-0.013966-0.011301i,-0.010947+0.0028962i,-0.0051908+0.012136i,-4.9042e-05+0.01649i,0.00049949+0.01722i
0.073558+0.09433i,0.088893+0.22858i,0.046953+0.36937i,-0.0024242+0.38057i,-0.048267+0.2675i,-0.10563+0.16867i,-0.10249+0.12533i,-0.05409+0.08099i,-0.032976+0.059826i,-0.0095827+0.060164i,0.01486+0.026487i,0.0072007-0.011676i,-0.0010886-0.014463i,0.0022839-0.00045022i,0.0040067+0.014462i,0.0019454+0.023961i,-0.0030105+0.028081i,-0.0024744+0.024951i,0.00099118+0.014688i,0.0016518+0.0079072i,0.0026509+0.0036885i,0.0026037-0.0027772i,0.0037599-0.0064847i
-0.016208-0.058192i,0.034606-0.13247i,0.15253-0.202i,0.20667-0.20021i,0.1555-0.1181i,0.12042-0.033914i,0.11375-0.021357i,0.090015-0.038266i,0.079817-0.047007i,0.062851-0.060816i,0.018914-0.046441i,-0.0037411-0.0081058i,-0.0020751+0.0025772i,-0.0021898-0.0081901i,0.0009711-0.014632i,0.010817-0.015851i,0.014806-0.016573i,0.00553-0.013783i,-0.0019642-0.0035862i,0.004983+0.00095229i,0.011492-0.0044104i,0.009992-0.0067847i,0.0056216-0.0053817i
