-0.0034796+0.0017738i,-0.0026186+0.002077i,-0.0029228+0.0022895i,-0.0010202+0.00096669i,-0.00017873+0.0006166i,1.6741e-05+0.0021217i,0.00017182+0.0030108i,0.00084723+0.0028212i,0.0010243+0.0015473i,0.00053121+0.000596i,0.00019346+0.00039106i,-0.0003071-0.00055462i,-0.00079499-0.0010241i,-0.0013727-0.00076975i,-0.0011713-0.00034486i,-0.00045227+4.8855e-05i,-0.00018797-0.00053343i,0.00065907-0.0010828i,0.0011795-0.00096969i,0.00076821-0.0001566i,3.4427e-05+0.00084058i,-0.00065695+0.00081246i,-0.0005686+0.00054094i
0.0014847-0.025972i,-0.0059304-0.043433i,-0.010092-0.03629i,-0.0085854-0.016176i,-0.0044578-0.0041096i,-0.0018469-0.0011409i,-0.0023964+0.00013638i,-0.0039828+0.0006591i,-0.0040056-0.0009177i,-0.0034183-0.0029535i,-0.0030146-0.0024589i,-0.0014879-0.00024783i,0.00015429+0.00078314i,0.00069124+0.00038032i,0.00014101-7.3991e-05i,-0.0012251-0.00048422i,-0.0020998-0.00030157i,-0.0015799-0.0010693i,-0.0011505-0.0018755i,-0.00076569-0.0021365i,-0.00054003-0.0017596i,-0.0009939-0.0013823i,-0.0011084-0.0017405i
-0.024686-0.013969i,-0.045305-0.014055i,-0.040632-0.0050813i,-0.019404+0.0032381i,-0.0075498+0.0045066i,-0.0064311+0.0031523i,-0.0052983+0.0039541i,-0.0034853+0.0056408i,-0.0031917+0.0054173i,-0.0032339+0.0039836i,-0.0015537+0.002727i,0.0012664+0.00086059i,0.0021251-0.0012701i,0.0013842-0.0018741i,0.00024826-0.00149i,-0.00036761-4.0395e-05i,-0.00098869+0.0016567i,-0.0018422+0.0018625i,-0.0025835+0.0010423i,-0.0022493+0.0006925i,-0.0019269+0.00095922i,-0.0018111+0.0007133i,-0.0011397+0.00062389i
-0.020539+0.022868i,-0.028228+0.040177i,-0.019289+0.036445i,-0.0048312+0.019612i,0.0018655+0.0088943i,0.0014704+0.0057093i,0.0013079+0.0046877i,0.0017128+0.0043066i,0.001397+0.0040448i,0.00055285+0.0032237i,-3.0767e-05+0.0016396i,-0.00034892-0.0011609i,-0.0017154-0.0031219i,-0.0031773-0.0023679i,-0.0028782-0.00091215i,-0.00079592+0.00046374i,0.00066323+0.002354i,0.00053227+0.0032984i,0.00019185+0.0030873i,-7.9681e-05+0.002628i,-0.00034745+0.002208i,-9.3627e-05+0.0014052i,0.00060178+0.00061097i
0.016204+0.021167i,0.029181+0.035204i,0.029911+0.027589i,0.018872+0.011395i,0.0085908+0.0045863i,0.0026072+0.0039632i,0.00044161+0.0027683i,0.0024665+0.00097088i,0.004412-0.00024617i,0.0037267-0.00052587i,0.0018957-0.00023668i,-0.0009941+2.5315e-05i,-0.0042548+0.00059894i,-0.0046298+0.0015777i,-0.0022924+0.0017488i,0.00022926+0.00074336i,0.0019194+0.00019321i,0.0029899-3.5489e-05i,0.003371-0.00040524i,0.0034853+1.4875e-05i,0.0029288+9.0015e-05i,0.0015679+0.00071537i,0.00034796+0.0011518i
0.025589-0.0016238i,0.044168-0.01091i,0.039445-0.015881i,0.020596-0.012256i,0.011334-0.0069992i,0.0090612-0.0046316i,0.0042444-0.003905i,-0.0002071-0.0034147i,-0.0016729-0.0031843i,-0.0006652-0.0034597i,-0.00031826-0.0025855i,-0.00093898+0.001061i,-0.0011466+0.0045426i,-0.0010155+0.004441i,-0.00060355+0.0022809i,1.8468e-05+0.00052612i,0.00082384-5.6451e-05i,0.001588-0.00092465i,0.0017595-0.0016674i,0.0016958-0.0014563i,0.0023188-0.0020734i,0.0023516-0.0022539i,0.0013808-0.0014676i
-0.0015908-0.025958i,-0.0010077-0.045971i,-0.0037267-0.040761i,-0.0039028-0.019713i,-0.0010978-0.0076122i,-0.0006616-0.0039913i,-0.0032771-0.00108i,-0.004886+8.695e-05i,-0.0044821+8.5582e-05i,-0.003346+0.00073014i,-0.0014452+0.0013755i,0.0015819+0.0012271i,0.0037407+0.0007711i,0.0033749+0.0004536i,0.0016275+0.00045054i,-1.0779e-05+0.00029072i,-0.00034226-0.00067337i,-0.00046956-0.0015145i,-0.00055886-0.001557i,-0.00060446-0.0013603i,-0.0011102-0.0013858i,-0.00086075-0.0013446i,-0.0004022-0.0012816i
-0.022588-0.0093944i,-0.042584-0.01603i,-0.040952-0.011948i,-0.02297-0.0036914i,-0.011406-0.0014241i,-0.0071728-0.0019787i,-0.0048097+0.00082625i,-0.0050436+0.0042539i,-0.0049044+0.0057697i,-0.0038721+0.0040418i,-0.0022559+0.0006901i,0.00051686-0.0017933i,0.0017652-0.0032997i,0.00075011-0.003303i,-4.8868e-05-0.0023911i,-0.00053908-0.00091632i,-0.00065151+0.00033056i,-0.00091741+0.00052756i,-0.0013722+0.00038681i,-0.0018723+0.00051178i,-0.002463-0.0002685i,-0.0017187-0.0013164i,-0.00038984-0.0014384i
-0.023333+0.023154i,-0.035553+0.038939i,-0.028854+0.040241i,-0.01205+0.026318i,-0.0044211+0.015453i,-0.003071+0.011418i,-0.0016254+0.0087225i,-8.8726e-05+0.0068332i,0.0023925+0.0058517i,0.0042204+0.0044977i,0.0033764+0.0019228i,2.9348e-05-0.0019008i,-0.0033462-0.0039696i,-0.0038774-0.003526i,-0.0021865-0.0020034i,-0.00021589-0.00055018i,0.0009433+0.00090036i,0.0011474+0.0021956i,0.00079676+0.002463i,-0.00026794+0.0022358i,-0.0011835+0.0017594i,-0.00094306+0.00094145i,-0.00070197+0.0012326i
0.013688+0.026778i,0.023713+0.045602i,0.025991+0.040485i,0.018495+0.021619i,0.010821+0.010573i,0.0072799+0.0060618i,0.0055117+0.0020678i,0.0053996+0.0015771i,0.0051658+0.0011963i,0.0030294-0.0005267i,-1.9133e-05-0.00016942i,-0.0033129+0.0013568i,-0.0054472+0.002288i,-0.0048407+0.0019216i,-0.002927+0.00074904i,-0.0010185+0.00023282i,0.0011267+0.00045702i,0.0022013+0.00076109i,0.0021754+0.00052542i,0.0021363+0.00050014i,0.001914+0.0012657i,0.00090744+0.0018267i,-2.721e-05+0.0018493i
0.031661-0.0064991i,0.052293-0.010309i,0.049379-0.015036i,0.029051-0.012325i,0.014195-0.0045602i,0.0065035+0.00043325i,0.0013776+2.4111e-05i,-0.00022559-0.0025727i,-3.9921e-05-0.0047305i,-0.00049289-0.0046418i,-0.00056049-0.0016914i,0.00011445+0.0027163i,0.00045827+0.0052782i,-9.3302e-05+0.0046658i,-0.0005836+0.0025986i,-0.00051847+0.00036926i,0.00013-0.001287i,0.0013886-0.0021712i,0.0018596-0.0019888i,0.00084331-0.0014347i,0.00028704-0.0013461i,0.00080377-0.00083749i,0.00092714+0.00031022i
-0.0021766-0.033402i,0.001667-0.053184i,-0.0029589-0.050084i,-0.0043478-0.027187i,-8.9953e-05-0.010757i,0.00035208-0.0059281i,-0.0029713-0.0037106i,-0.0043979-0.0015101i,-0.0053266+0.00077746i,-0.0053971+0.0023285i,-0.0015294+0.0026346i,0.0038701+0.002454i,0.0056722+0.0012094i,0.0040361+0.00015756i,0.0015703+0.00098592i,-0.001162+0.0013952i,-0.0027102+0.0010169i,-0.0021486+0.00022627i,-0.0015551-0.00073841i,-0.0014846-0.0011842i,-0.0011847-0.0013936i,-0.00098052-0.0014465i,-0.00046426-0.0012854i
-0.034112-0.012772i,-0.052613-0.022134i,-0.051231-0.01729i,-0.030021-0.0066408i,-0.012238-0.0020516i,-0.0058949+0.0012868i,-0.0045627+0.0053699i,-0.004057+0.006265i,-0.0028683+0.005284i,-0.0015724+0.0034106i,-0.000526+0.00058913i,0.0007942-0.0030166i,0.0015059-0.0050661i,0.00048427-0.003925i,0.0001272-0.0011381i,0.00027513+0.0012652i,-0.00011727+0.0027503i,-0.00011096+0.0030897i,-0.001267+0.0028236i,-0.0019847+0.0022652i,-0.0015066+0.00082824i,-0.00086609-0.00019115i,-0.00086655-0.0010625i
-0.024466+0.027779i,-0.038474+0.04188i,-0.032811+0.043983i,-0.015509+0.027583i,-0.0057961+0.011663i,-0.0037755+0.0050353i,-0.001501+0.0029237i,0.0010945+0.0037177i,0.0029403+0.0046556i,0.0034692+0.0028978i,0.0012297+0.00033066i,-0.0025197-0.0020723i,-0.0047605-0.0028738i,-0.0038126-0.0019408i,-0.0010879-0.00086644i,0.00057203+0.00057608i,0.0010819+0.0018714i,0.0022111+0.0020433i,0.0025011+0.0014829i,0.0019392+0.00066924i,0.001855+0.0002152i,0.00082272+0.00031625i,-0.00051825+8.6736e-05i
0.012946+0.036365i,0.022306+0.054362i,0.027222+0.049233i,0.020327+0.027606i,0.010439+0.013952i,0.007002+0.0090563i,0.0053869+0.0048054i,0.0020901+0.0022333i,0.0012177-0.00094631i,0.0015-0.0030789i,-0.00057044-0.0015413i,-0.0033098+0.00060479i,-0.0044504+0.0017771i,-0.0038179+0.0016067i,-0.0014559+0.00033638i,0.00052398-0.00046376i,0.0010929-0.0012031i,0.0020808-0.0021707i,0.0028469-0.0023636i,0.0021183-0.0016826i,0.0014318-0.00083924i,0.0008129-0.00074723i,-0.00048055+4.1348e-05i
0.042293-0.0060054i,0.060292-0.010459i,0.056807-0.014925i,0.032905-0.011925i,0.012248-0.0056515i,0.002098-0.003147i,-0.0033165-0.0030195i,-0.0037616-0.0026207i,-0.0025633-0.0029181i,-0.0026861-0.0027779i,-0.0022349-0.00034081i,-0.0012657+0.0030992i,-0.00025984+0.0049492i,0.0010174+0.0044774i,0.0012763+0.0016748i,0.000992-0.0012954i,0.00014408-0.0021479i,-0.001216-0.0020328i,-0.0013642-0.0019401i,-0.0002951-0.0016325i,9.0593e-05-0.001243i,-0.00052461-0.00047176i,-0.00053075+0.00028445i
0.0089298-0.040687i,0.0084878-0.061048i,0.0032098-0.061138i,-0.00036558-0.035754i,0.0020805-0.012676i,0.0033872-0.002691i,-0.00045233+0.0014267i,-0.0033894+0.0027556i,-0.0046465+0.0028853i,-0.0046488+0.0030418i,-0.0016318+0.0025224i,0.0019923+0.0015408i,0.0035254+0.00069048i,0.0027094+0.00024815i,0.00052011-0.00012676i,-0.0013728-0.00044449i,-0.0017145+0.00029915i,-0.0014746+0.00019462i,-0.0012889-0.00035392i,-0.0018723-0.00020997i,-0.0025299+0.00037441i,-0.0016392+0.00027147i,0.00014762-0.00026135i
-0.037094-0.019865i,-0.057411-0.025268i,-0.059766-0.018446i,-0.035629-0.0074835i,-0.012881-0.002091i,-0.0058286+0.00027951i,-0.0051389+0.0033381i,-0.0034938+0.005278i,-0.00085114+0.0060836i,0.0013975+0.006086i,0.0023771+0.0032634i,0.0031128-0.0010727i,0.0023921-0.0034439i,0.00087588-0.0033512i,1.4988e-05-0.00095826i,-0.00097351+0.0016049i,-0.00049773+0.0028529i,0.0010221+0.0030143i,0.0011366+0.0024832i,8.7246e-05+0.001898i,-0.00036589+0.0018306i,-9.0651e-05+0.0018494i,0.00043378+0.0012269i
-0.035316+0.026126i,-0.045763+0.045862i,-0.040453+0.051996i,-0.023205+0.034159i,-0.0094533+0.013718i,-0.00065708+0.005874i,0.0057025+0.004602i,0.0061259+0.0033804i,0.0050945+0.0017227i,0.0045575+0.00013572i,0.0023418-0.0016018i,0.00010286-0.0027825i,-0.00135-0.0031059i,-0.0023679-0.0016679i,-0.0024226+0.00043145i,-0.00075971+0.0013015i,0.0015312+0.0013496i,0.002524+0.00083463i,0.0022778+0.0002776i,0.0015092+0.00045299i,0.0015576+0.0011673i,0.0021107+0.00093016i,0.001278+2.103e-05i
0.00735+0.035941i,0.022945+0.052335i,0.032011+0.053784i,0.02391+0.035018i,0.0084599+0.018223i,-0.00023683+0.0093456i,-0.001435+0.0020241i,-0.00017205-0.0011002i,0.00085579-0.0027561i,-0.00040395-0.0039206i,-0.0016646-0.003426i,-0.0018032-0.0025173i,-0.0027321-0.00086653i,-0.0036063+0.00093269i,-0.0024783+0.0013026i,-0.00020084+0.00061948i,0.0013534-0.0008378i,0.0022532-0.0025021i,0.002506-0.0028411i,0.0023138-0.0029863i,0.0020529-0.0029333i,0.0011246-0.002492i,0.00035076-0.0013798i
0.03674+0.00087263i,0.054948-0.012348i,0.05882-0.021305i,0.038982-0.014309i,0.018189-0.0020227i,0.0092356+0.0010141i,0.0034229-0.0030809i,-0.0017794-0.0046277i,-0.0048828-0.0032147i,-0.0065355-0.0010998i,-0.0060119+0.0010872i,-0.0038537+0.0025456i,-0.0023304+0.002716i,-0.00073209+0.0018281i,0.00041274+0.0013257i,0.00013363+7.5386e-05i,-0.00038014-0.0013296i,-0.00088641-0.0017959i,-0.0017995-0.0025519i,-0.0022663-0.0031857i,-0.0024127-0.003303i,-0.0024703-0.0024431i,-0.0016948-0.0013085i
0.013259-0.038656i,0.0032792-0.061284i,-0.005799-0.06868i,-0.0047892-0.044853i,-0.0012417-0.016609i,-0.0035089-0.0019074i,-0.0092322+0.0037991i,-0.010388+0.0057961i,-0.0075676+0.0061785i,-0.0051134+0.0061676i,-0.0030094+0.006696i,-0.00082151+0.0057173i,0.00062536+0.0032411i,0.0017407+0.0012057i,0.0014557-0.00052485i,-0.00086024-0.00013056i,-0.0027535+0.00084656i,-0.0022173+0.0012764i,-0.00176+0.0012987i,-0.0027188+0.00059559i,-0.0031705+0.00016938i,-0.0033823+0.00010267i,-0.0024559+0.00072884i
-0.0125-0.010144i,-0.03717-0.018064i,-0.044068-0.019421i,-0.027366-0.017217i,-0.0044849-0.015728i,0.0022967-0.012547i,0.00012844-0.00054761i,0.0014211+0.0086268i,0.003768+0.0096386i,0.0051661+0.0059966i,0.0046727+0.0023925i,0.002915+0.0017181i,0.0019204+0.00087401i,0.0010694+0.00013223i,-0.00081519+0.00089818i,-0.0015612+0.0023257i,0.00075251+0.0026045i,0.0022792+0.0016539i,0.0015629+0.0020016i,0.001182+0.0038234i,0.0012324+0.0040641i,0.00092844+0.0029136i,0.0010464+0.0018695i
-0.030476+0.01488i,-0.037501+0.041185i,-0.036776+0.056333i,-0.024833+0.039779i,-0.011215+0.015656i,-0.0043911+0.0067445i,0.00040615+0.0079569i,0.0041783+0.0079354i,0.0055806+0.0040308i,0.0053031+0.00020752i,0.0040898-0.0017351i,0.0035374-0.0032086i,0.0027226-0.0041689i,0.00018556-0.0036496i,-0.001362-0.002384i,-0.00092831-0.00032086i,0.00054165+0.001084i,0.0024791+0.00081817i,0.0042316+0.0013523i,0.0048464+0.0019i,0.0043511+0.0016917i,0.0034061+0.0009343i,0.0019703+0.00059031i
-0.00089412+0.030727i,0.025529+0.046649i,0.043854+0.052472i,0.033175+0.036872i,0.013268+0.015311i,0.0063832+0.0015443i,0.0075977-0.0065544i,0.0063102-0.0095892i,0.0031797-0.0078086i,0.0006084-0.0054103i,-0.00015656-0.0046902i,-0.0013323-0.0050184i,-0.0035277-0.0039159i,-0.003896-0.0012105i,-0.0022879-1.4872e-05i,-0.00050809+0.00030373i,0.00044657-0.00048255i,0.0015625-0.0018533i,0.0019708-0.0020591i,0.0024586-0.0021612i,0.0035471-0.0030616i,0.0026061-0.0031805i,0.0013506-0.0023558i
0.028381+0.0073437i,0.049122-0.014939i,0.058833-0.028894i,0.040125-0.020887i,0.014269-0.0057549i,0.0017706+0.00051197i,-0.0029275-0.0021028i,-0.005139-0.0034239i,-0.0052631-0.002496i,-0.0053224-0.0012235i,-0.0057738-0.00023097i,-0.0062458+0.00048099i,-0.0061403+0.0019211i,-0.0039414+0.0029535i,-0.0012716+0.0023828i,-0.00021497+0.00064539i,-0.00064965-0.00057899i,-0.00048672-0.0009603i,0.00026223-0.0015278i,-0.00023972-0.0024361i,-0.0013208-0.0035458i,-0.0019337-0.0034712i,-0.001942-0.0025834i
0.01412-0.019623i,-0.0020224-0.049061i,-0.010929-0.063898i,-0.0067959-0.043749i,-0.001187-0.015615i,-0.0026886-0.0051056i,-0.0084135-0.0042995i,-0.0098681-0.0025513i,-0.0069836+0.0007316i,-0.0046175+0.0027046i,-0.0030797+0.0027648i,-0.001949+0.0034945i,-7.5754e-05+0.0051287i,0.0015082+0.0043989i,0.0012364+0.0023204i,-2.54e-05+0.001586i,-0.00072131+0.0015475i,-0.0014475+0.0011276i,-0.0028217+0.00030275i,-0.0030748-0.00015407i,-0.0031691+0.0001276i,-0.0031468+0.00031793i,-0.0021781+0.00058417i
-0.008867-0.016427i,-0.043715-0.0078596i,-0.063221-0.0036355i,-0.042906-0.0030209i,-0.013912+7.7038e-05i,-0.0042006+0.006434i,-0.0040457+0.013014i,-0.0020808+0.013975i,0.00023005+0.010167i,0.00071283+0.0061609i,0.0018071+0.0045359i,0.003604+0.0036717i,0.0043717+0.0015812i,0.0036777-0.0006609i,0.0014799-0.0011452i,-0.00087865-5.8461e-05i,-0.0011661+0.001136i,-0.00018004+0.0020526i,0.00047871+0.0020923i,0.00018932+0.0022271i,-0.00022365+0.0022201i,-0.00019658+0.0026981i,-0.0001404+0.0027697i
-0.018509-0.0039267i,-0.021004+0.031033i,-0.021456+0.053528i,-0.015182+0.037701i,-0.0062115+0.012298i,-0.00093321+0.0028244i,0.00086018+0.0027083i,0.00053177+0.003156i,0.00031347+0.0025913i,0.00095109+0.00143i,0.0019066+0.0011889i,0.0030015-0.00044605i,0.0016004-0.0036273i,-0.00025498-0.0046257i,-0.00133-0.0026266i,-0.0012389+1.144e-05i,0.00073479+0.0017722i,0.00173+0.0023195i,0.001716+0.0018538i,0.0023438+0.0014076i,0.0026705+0.001149i,0.0026507+0.0019076i,0.0029885+0.0019989i
-0.0026297+0.016106i,0.028087+0.028923i,0.045959+0.036168i,0.030811+0.026762i,0.01059+0.011434i,0.006768+0.0053019i,0.0092802+0.003944i,0.0079815+0.0023998i,0.0058521+7.027e-05i,0.0047999-0.0014064i,0.0035684-0.0018874i,0.00069249-0.003377i,-0.0026103-0.0037912i,-0.0043642-0.0021547i,-0.0037727-3.1803e-05i,-0.0010361+0.00051818i,0.00089648+0.00022594i,0.0020466-0.00038272i,0.0022984-0.0019005i,0.0016907-0.0026828i,0.0011134-0.0024898i,0.00067691-0.0029914i,0.0009799-0.0031203i
0.0044446+0.0047081i,0.026145-0.023914i,0.042687-0.039857i,0.032138-0.026893i,0.010905-0.0090065i,0.00096185-0.005314i,-0.0019712-0.0071841i,-0.003921-0.0057108i,-0.003168-0.0032179i,-0.002237-0.0025094i,-0.0025329-0.0030161i,-0.0041075-0.001687i,-0.0043763+0.0015925i,-0.0034139+0.003889i,-0.0023732+0.0024212i,-0.00022163-0.00032668i,0.0014872-0.0010532i,0.001306-0.0013211i,0.00022567-0.0016256i,-0.0003013-0.0019846i,5.1235e-05-0.0026428i,-0.00014595-0.0024417i,-0.0014889-0.0024329i
0.0046685+0.0034231i,-0.015364-0.023677i,-0.028393-0.043833i,-0.020099-0.03022i,-0.0052015-0.0069401i,-0.00083007+0.00084923i,-0.0018521-6.0474e-05i,-0.00056433-5.5458e-05i,-0.00032954-0.0005149i,-0.0010639-0.0019256i,-0.0016204-0.0013999i,-0.0020721+0.0011498i,-0.0010135+0.0036439i,0.00048891+0.0039071i,0.00084348+0.0020355i,-0.000382+0.00058963i,-0.0011055+2.2095e-05i,-0.00079658+3.8396e-05i,-0.00083376+0.00095727i,-0.0013439+0.0013945i,-0.0026902+0.00029029i,-0.0027238-7.7984e-05i,-0.0019653+0.00095567i
0.0019841-0.006052i,-0.030696+0.0057818i,-0.050349+0.013513i,-0.034212+0.0096895i,-0.010352+0.0033132i,-0.0058933+0.001172i,-0.010361+0.0015443i,-0.0089772+0.001973i,-0.0049609+0.002892i,-0.0046383+0.0025581i,-0.0048311+0.0027099i,-0.0018976+0.0038452i,0.0013203+0.0025874i,0.0027388+3.2721e-05i,0.0019951-0.00067543i,0.00033149-6.5162e-05i,0.00013883+0.00050561i,0.00053433+0.0005938i,0.001632+0.0010935i,0.0028673+0.0014781i,0.0025728+0.0014123i,0.0016991+0.0020749i,0.0013401+0.0028834i
0.0040688-0.0016034i,0.006396+0.03283i,0.0045977+0.055398i,0.003668+0.040532i,0.0049185+0.01617i,0.0051374+0.0079149i,0.0036243+0.0055453i,0.0023744+0.0019357i,0.0012849+0.00082624i,0.00026855+0.0020675i,0.00083086+0.0032739i,0.002342+0.0018101i,0.0017723-0.001655i,0.0011475-0.0028962i,0.0013433-0.0020612i,0.00098786-0.00041118i,0.00033701+0.0012928i,0.00058531+0.00052886i,0.0019396-0.0013829i,0.0016227-0.001305i,1.8822e-05+1.2645e-05i,-8.9125e-05+5.8826e-05i,0.0018624+0.00047524i
-0.01281-0.013029i,0.020104-0.0050287i,0.047376+0.0026321i,0.038906+0.00085731i,0.015271-0.0014433i,0.0031193+0.0020226i,-0.0019456+0.0065741i,-0.0049325+0.0084773i,-0.0029618+0.006837i,0.0010063+0.0053059i,0.0031976+0.0032472i,0.0019228-0.00097668i,-0.00049605-0.0031495i,-0.0023991-0.0020624i,-0.00341-0.00124i,-0.0020379-0.0005536i,-0.00030022+0.00043869i,0.00035919+0.00047214i,0.00022207-0.0012825i,-5.5897e-05-0.0024985i,3.697e-05-0.0019331i,0.00084213-0.0016783i,0.0012899-0.0021881i
-0.00623+0.0082093i,0.006633-0.021857i,0.017139-0.04514i,0.010446-0.036647i,0.00057075-0.016195i,0.0015579-0.006525i,0.0055097-0.0034536i,0.006066-0.001158i,0.0048579-0.0014949i,0.0041233-0.0031054i,0.0037901-0.0050082i,0.001564-0.0050439i,-0.0017996-0.0025228i,-0.0031752-6.8888e-05i,-0.0028186+0.00086211i,-0.0022957+0.00074018i,-0.0015709-3.0476e-05i,-0.0014816-0.00074699i,-0.0015037-8.0875e-05i,-0.0020524+0.00083907i,-0.0021634+0.00078243i,-0.0015996-0.00016255i,-0.0014355-0.0011016i
-0.0063838+0.012542i,-0.027753-0.0095221i,-0.043757-0.025431i,-0.037301-0.018003i,-0.018851-0.0037906i,-0.0078282+0.0014343i,-0.0036513+0.0034356i,-0.00020665+0.0046419i,0.001624+0.0028806i,0.00016117-0.00058226i,-0.0034101-0.0032445i,-0.0043638-0.0027096i,-0.0029636+0.00013471i,-0.0015805+0.001772i,-0.0013675+0.0027007i,-0.0015076+0.0020531i,-0.00034049+0.001128i,0.00063169+0.0013966i,0.00065682+0.001865i,0.00070297+0.0021318i,0.00077732+0.0011961i,0.00025649-0.00051414i,-0.00036312-0.0012481i
0.011947+0.010177i,-0.012051+0.025698i,-0.031031+0.039445i,-0.022391+0.038608i,-0.0049608+0.024026i,-7.8139e-05+0.0081855i,-0.00022364-0.0028832i,-0.00038476-0.0075882i,-0.0031713-0.0062615i,-0.0066356-0.0039506i,-0.0074823-0.0013964i,-0.0048838+0.00092581i,-0.0014966+0.0011184i,0.00028207+0.0016487i,0.0014065+0.0028125i,0.0016784+0.0023472i,0.00060177+0.0010609i,0.00066598+0.00052439i,0.0023553+0.0012475i,0.0030147+0.0014731i,0.00099713-0.00021829i,-0.00079212-0.00043904i,0.00021579+0.00067573i
0.006808-0.013537i,0.013536+0.012825i,0.023315+0.036362i,0.025956+0.030933i,0.017204+0.013363i,0.005123+0.0065665i,-0.0024247+0.0063346i,-0.0051517+0.0058999i,-0.0046211+0.0060518i,-0.0028532+0.0075918i,8.0293e-05+0.0090167i,0.0024036+0.0071509i,0.0025866+0.0031763i,0.0026294+0.00071317i,0.0029792-0.0007199i,0.001603-0.0012641i,0.0007946-0.00097653i,0.0012312-0.00049206i,0.001903-0.0012359i,0.0011668-0.0031779i,-3.8906e-05-0.003196i,-0.00027064-0.0011894i,-0.00047711-2.74e-08i
-0.0042462-0.013723i,0.021725-0.013405i,0.045629-0.017179i,0.041415-0.02009i,0.02154-0.015566i,0.0083782-0.0072623i,-0.00034951-0.0025106i,-0.0056067-0.00095926i,-0.0044637+0.00056682i,-0.00054377+0.0026581i,0.0029488+0.0023308i,0.0039623-0.00097569i,0.001708-0.0023528i,-0.00023413-0.0016382i,-0.00089879-0.0020753i,-0.0012489-0.0018282i,-0.0012397-0.00050654i,-0.00070035-0.00088028i,-0.00061703-0.0024706i,-0.0012579-0.0023315i,-0.0016367-0.00012464i,-0.0010546+0.0016974i,-7.1787e-06+0.0021313i
-0.019566+0.0034584i,-0.014192-0.018355i,-0.011644-0.042805i,-0.012799-0.042391i,-0.010036-0.022563i,-0.0043429-0.0055616i,-0.00028165+0.0057655i,0.003529+0.011324i,0.0057815+0.0082019i,0.0067446+0.00059175i,0.0061465-0.0050492i,0.0025571-0.005753i,-5.4338e-05-0.0043373i,-0.0022802-0.0030785i,-0.003879-0.0015661i,-0.0028549-0.0001249i,-0.0016305+0.0006819i,-0.0016469+0.00048052i,-0.0021245+0.00071919i,-0.0021308+0.0012816i,-0.00097851+0.0012469i,0.00090075+0.00044598i,0.00061796-0.0005733i
0.0052472+0.015334i,-0.010841+0.00295i,-0.031814-0.0045107i,-0.036113-0.0014531i,-0.022101+0.0019996i,-0.010193+0.00054663i,-0.0041856-0.0011385i,-0.00099533-0.0019346i,-0.0020498-0.0033264i,-0.0045473-0.0060225i,-0.0073295-0.0071749i,-0.0091654-0.0039178i,-0.00711-0.0011944i,-0.0039288+0.00027656i,-0.0030266+0.0020061i,-0.0019228+0.0026226i,-0.00017047+0.0027843i,0.0011296+0.0026879i,0.00071848+0.0030282i,0.00055212+0.0027619i,0.001969+0.001064i,0.0021836-0.0012196i,0.0012034-0.001824i
0.014635+0.0010794i,-0.0035994+0.010496i,-0.016577+0.028289i,-0.013657+0.036422i,-0.0061938+0.025883i,-0.0025345+0.013855i,0.0030232+0.0059868i,0.0065321+0.00010814i,0.0032269-0.0015088i,-0.0029903-0.00042317i,-0.0061094+0.0029277i,-0.0037797+0.0056954i,-0.0011657+0.0046669i,-0.00080321+0.0031305i,0.00038704+0.0031982i,0.0017119+0.0022097i,0.0017105+0.00083663i,0.0021538+0.00025048i,0.004193+8.6449e-05i,0.0046557+0.00025532i,0.0023516-0.00080501i,-0.00033678-0.002502i,-0.0021655-0.0027625i
0.0075933-0.014186i,0.011032+0.00055506i,0.026839+0.014961i,0.035866+0.016644i,0.025937+0.010085i,0.0097088+0.0038391i,-0.0030805-0.0019675i,-0.010633-0.0023732i,-0.010244+0.0028927i,-0.0055844+0.0071603i,-0.00078209+0.0087774i,0.002726+0.0066814i,0.0030567+0.0028973i,0.0027993+0.0011241i,0.0034032+0.00013356i,0.00233-0.0010276i,0.00082784-0.0012554i,0.00093926-0.00097334i,0.0022667-0.0019131i,0.0023402-0.0028303i,-0.00028921-0.0023471i,-0.0017393-0.00025522i,-0.0010932+0.00058907i
-0.0055762-0.00079861i,0.0014195+0.0013335i,0.01531-0.011425i,0.021563-0.022545i,0.013934-0.017733i,0.0043604-0.0064579i,-0.0011446+0.00115i,-0.00085341+0.0043581i,0.0031626+0.0033024i,0.0068168+0.001302i,0.0097498-0.0014487i,0.0090046-0.0044448i,0.0048841-0.004839i,0.0027333-0.0036263i,0.0014004-0.0029797i,-5.051e-05-0.0019377i,-0.00032837-0.0010236i,-0.00079859-0.00094673i,-0.0015854-0.0013599i,-0.0011577-0.001434i,1.3303e-05-0.00035289i,-0.00027335+0.0012155i,0.00018517+0.00188i
-0.0078408-0.001499i,0.0019881-0.0068537i,-0.0005982-0.021237i,-0.0090082-0.028246i,-0.0094763-0.018289i,-0.006022-0.0054065i,-0.0056671+0.0039801i,-0.0054187+0.0086099i,-0.0022461+0.0061526i,0.00084745-0.00071486i,0.00041477-0.0065267i,-0.002079-0.0075089i,-0.0036116-0.0053521i,-0.0032615-0.003655i,-0.0023825-0.0027265i,-0.0018003-0.0012056i,-0.00035006+0.0005237i,0.00054646+0.00092641i,-4.6524e-05+0.00040477i,-0.00042293+1.3069e-06i,0.00014506+0.00020688i,0.0015688+1.9459e-05i,0.0022947-0.00085049i
