-0.001021-0.0014135i,0.001113-0.0023389i,0.00056848-0.002204i,-0.00075917-0.00087989i,-0.0010429+0.00036044i,-0.0014067+0.00056464i,-0.0016874-6.3282e-05i,-0.0012742+8.432e-05i,-0.0010275+0.00041544i,-0.00019241+0.00065984i,0.0012656+0.0011156i,0.001676+0.00074914i,0.00088506-0.00039338i,0.00015938-0.00039745i,-0.0001841-0.00040342i,-0.0008949-0.00046504i,-0.00080217+1.5677e-05i,-0.00074781+0.00032358i,-0.0011136+0.00024354i,-0.00078013-0.0003218i,0.00028237-0.00035632i,0.00085936+3.2565e-05i,0.00093249+0.00045473i
0.00052281+0.0010555i,0.00079945+4.8485e-05i,0.0017626-0.00062515i,0.0021999-0.00068535i,0.0016613-9.7031e-05i,0.00079779-0.00024956i,0.0011757-0.00021575i,0.000912+0.00079881i,0.00027534+0.0013037i,0.00091024+0.0013186i,0.00099044+0.0011049i,0.0006301+0.00131i,0.00025611+0.0010306i,-6.3108e-05+0.00037315i,0.00011725-0.00013123i,0.00039098-0.00045101i,0.00075825+2.6352e-05i,0.00080271-0.00019858i,0.0003773-0.00036756i,-0.00032315-0.00039867i,-0.00063048-0.0003764i,-0.0007615+0.00026538i,-0.00021341+0.00010641i
-0.00038704+0.00015352i,-0.00032372+1.998e-05i,-0.0013212-0.00037306i,-0.0015076-0.00046498i,-0.00095777-0.00048932i,0.00015174-0.00021584i,0.001113+7.0604e-05i,0.0010603+0.00031611i,0.00061312+0.00053098i,0.00077006+0.00055805i,0.00095378+0.0012792i,0.00064845+0.0013976i,0.0012788+0.00082227i,0.0016048+0.00026839i,0.00068708-0.00065083i,-0.00037175-0.0014288i,-0.00033547-0.0018081i,-0.00043977-0.0017534i,-0.00081448-0.0014556i,-0.00062811-0.00093042i,-0.00037989+4.7718e-05i,-0.00028342+0.00021765i,0.00032117-0.00025011i
0.0027184-0.0017792i,0.0024128-0.0017318i,0.00057048-0.0021824i,-0.00047063-0.0028729i,-0.00089525-0.0010904i,-0.0014458+0.00087841i,-0.00039614+0.0011488i,0.0008825+0.00077584i,0.00026386+0.00087933i,-2.6828e-05+0.0010673i,-9.61e-06+0.00060283i,0.00039415-0.00045279i,0.00043222-0.0011505i,-0.00059281-0.00081467i,-0.00098668-0.00019196i,-0.0011592-0.00048958i,-0.0010681-0.00084528i,-0.00069839-0.00053909i,-0.00024511+0.00044963i,0.00035029+0.00020972i,-0.00032543-0.0003149i,-0.001331+1.7997e-05i,-0.001075+2.9935e-05i
-7.7826e-05+9.7225e-05i,0.00016654+0.00090374i,-0.00076361+0.0007904i,-0.00099251+0.0007161i,-0.00052066+0.00037925i,2.5177e-05-0.00018239i,0.00073468-0.00067587i,0.00056344+1.8552e-05i,0.00012575+0.00069419i,0.00029161+0.00035415i,-4.3996e-05-0.00015351i,-0.00050207+6.0941e-05i,-0.00067601-3.3345e-05i,-0.0004898+3.231e-05i,-0.00014442-0.00023505i,0.00020489-0.00087416i,-0.00021609-0.00071487i,-0.0004315-0.0015365i,-6.5395e-05-0.0017126i,-0.00010934-0.00061586i,-0.00010283+0.00067493i,3.0888e-05+0.00078125i,-0.00039429-5.7092e-05i
0.00096257+0.00027318i,0.0012502-0.00045871i,0.0010805-0.0012275i,0.00025552-0.0011167i,-0.00036354-0.00072272i,-0.00039697-0.00025547i,-0.00062469+0.00026474i,-0.0011705+5.358e-05i,-0.00073097-0.00033351i,-0.00026857-7.812e-05i,-0.00022053+6.8723e-05i,-0.00032482+0.00010147i,-0.00048167-0.00011076i,-0.00050498-0.0011639i,-8.0794e-05-0.0017246i,-3.1071e-05-0.0011836i,-0.00051124-0.00067727i,-0.00052582-0.00022141i,-0.00017998+0.00022186i,7.5964e-05+0.0002075i,0.00015563+0.00050256i,0.00020278+0.0011484i,7.8937e-05+0.00048074i
-2.4659e-05+0.0021743i,0.00064845+0.0014612i,0.00082808+6.1047e-06i,0.00047285-0.00054577i,0.00018009+3.7528e-05i,0.00028291+0.00055817i,0.00058683+0.00068248i,0.00027014+0.00020684i,1.0144e-05+0.00069955i,0.00052935+0.00097589i,0.00029655+0.00082838i,-0.0004894+0.0011514i,-0.00034397+0.0013682i,0.00050266+0.00087599i,0.0010137+0.00026688i,0.00025378-0.0007765i,-0.00016545-0.001931i,-0.00040292-0.0021656i,-0.00051158-0.0014801i,0.00020501-0.0010157i,0.00082088-0.00065222i,0.00093834-0.00032529i,0.00072334-0.00046118i
-0.0013826-0.0014463i,-0.0010976-0.0013828i,-0.0011406-0.00096675i,-0.0014629+0.00027523i,-0.00099951+0.00081018i,0.00041372+0.00089931i,0.001579+0.0010539i,0.0012982+0.0006145i,0.00037885-7.9279e-05i,0.00047558+5.9126e-05i,8.4464e-05+0.00064734i,-0.0002611+0.0010598i,0.00068047+0.000831i,0.00074607+0.00034557i,-0.00070734-0.00051358i,-0.0009706-0.00096266i,0.00012155-0.00070341i,-0.00055861-0.00034941i,-0.0012035-0.00052876i,-0.00097683-0.00065452i,-0.00069939+6.5142e-05i,0.00017512+0.00052934i,0.00059354+0.00023681i
0.00097028+0.0012465i,0.0010221+0.0014382i,0.0011956+0.00072919i,0.00020811+0.00015507i,-0.00075756+6.3042e-05i,-0.00034269-0.00034969i,0.00064911+0.00011698i,0.00038205+0.0008195i,-4.3449e-05+0.00059902i,0.0010288+0.00022872i,0.0018741-0.00017551i,0.0014533-0.00022193i,8.4181e-05+0.00022604i,-0.00068168+0.0001685i,-0.0004661-0.00020771i,-0.00034048-0.0002989i,-0.00087421-0.00058472i,-0.0010856-0.00092315i,-0.00071769-0.00065341i,-0.00059839-0.00034144i,-0.00022414-9.9164e-05i,0.00060798+6.9738e-05i,0.0007672-0.00028958i
-0.00013398-0.0010807i,0.00040788-0.0020027i,0.0012839-0.0026897i,0.00080321-0.0013734i,-0.00030127-0.0004654i,-1.9695e-05-0.00056515i,0.00094987-0.00054227i,0.0011787-0.00022846i,0.00091212+0.00021264i,0.00088292+0.00046296i,0.001323+0.00032866i,0.0013581-0.00020967i,0.0013913-0.0004834i,0.0012732-0.00022097i,0.00080747+9.8083e-05i,6.6917e-05-0.00022784i,-0.00072837-0.00064219i,-0.00097721-0.00018906i,-0.0010028+0.00063767i,-0.00079469+9.4026e-05i,0.00015431-0.00085827i,0.00030188-0.00019696i,0.00024875+0.00063272i
-0.0006699+0.0018156i,9.0995e-05+0.0022715i,-2.5246e-05+0.0010546i,0.00079685-0.00022898i,0.00082865+0.0001142i,0.0004602-0.00021716i,0.00044968-0.0011814i,7.3868e-05-0.00076698i,-0.00023109-0.00039018i,0.00045196-0.00038632i,0.0012419-0.00045326i,0.0011698-0.0010608i,0.00030174-0.0010621i,-0.00029412-0.00058117i,-0.00011484-0.00057802i,0.00027813-0.00072878i,-0.00027354-0.00033324i,-0.0013905-3.9758e-05i,-0.0017191-8.2513e-05i,-0.00080294-0.00020662i,0.00026255+0.00010862i,0.00034749+0.00021085i,-4.1561e-05+0.00030805i
-0.00033732+0.00026139i,-0.00038709+0.00056481i,-8.0594e-05-0.00050651i,0.00013149-0.0017539i,-0.0004548-0.00045572i,0.00010147+0.00025793i,0.0007929-3.8988e-05i,0.0011185+0.00072675i,0.0012498+0.0013834i,0.00053481+0.0017535i,-7.0714e-05+0.0018072i,-0.00043272+0.00097793i,-0.00090869+0.00022853i,-0.0004867+0.00038006i,0.00078339+0.00053026i,0.00076483+0.00015238i,-0.00026262-0.00078987i,-0.00028491-0.001543i,-0.00030874-0.0010414i,-2.7881e-05-0.00059386i,0.00068546-0.00045146i,0.001103-0.00066553i,0.0009338-0.00019148i
-0.0004961+0.00089495i,-0.00037371+0.0012115i,-0.00031711+0.0013037i,-0.00035866+0.0010174i,-0.00046775+0.00082498i,-6.3676e-05+0.0012165i,0.0011381+0.0010566i,3.0081e-05+0.00020014i,-0.0013586+0.00047693i,-0.00033482+0.00050051i,0.0010402-0.00010772i,0.0012501+7.6132e-05i,0.00077027+7.7008e-05i,0.00060242+0.00023599i,0.00018837+0.00035604i,-0.00026134-0.00031583i,-0.00072729-0.0011526i,-0.00083392-0.0013662i,-0.00086593-0.0011846i,-0.00041792-0.0008192i,6.3644e-05-0.00076794i,0.00021481-0.00090775i,0.00048748-0.00014194i
0.00016674+0.00016909i,1.069e-05-0.0007159i,0.000489-0.0016252i,0.00047648-0.0016251i,0.00065649+8.407e-05i,0.0017857+0.0015031i,0.0019342+0.0011295i,0.00095134+0.00079094i,0.0004858+0.00079642i,0.00056488+0.0003731i,0.0009227+0.00068893i,0.0011633+0.00049579i,0.0016633-0.00043365i,0.0016002-0.00098189i,0.00026369-0.0013305i,-0.0010854-0.0015369i,-0.0014041-0.001505i,-0.0011072-0.00062174i,-0.00065062-0.00024734i,-0.00030666-0.00051617i,-0.00034514-5.5875e-05i,-0.00027289+0.00031336i,-0.00040978+0.00019906i
0.0011378+0.0013678i,0.0011423+0.00010732i,0.0012508+0.00051274i,0.00091693-0.00044967i,-0.00016598-0.001634i,-0.00079097-0.001323i,-0.00066357-0.00038741i,-0.00030378+6.4182e-05i,0.00051688+0.00054159i,0.0013744+0.00091548i,0.00092255-0.00013399i,-3.8437e-05-0.00072668i,-0.00052574-0.00049027i,-0.00097043-0.00024248i,-9.3885e-05+5.1305e-05i,0.00061661-0.00029126i,-9.4781e-05-0.00095611i,-0.00041731-0.00089172i,-0.00084646-0.0004129i,-0.0014006+0.00018375i,-0.0011519+0.00072099i,-0.00012311+0.00045385i,0.00073023-0.00044289i
-0.001064+0.00043642i,-0.0014703+0.00051947i,-0.00090779-0.00014539i,-0.00037605-5.2247e-05i,-0.00018758+0.00013737i,2.2201e-05+0.00048332i,0.00035701+0.00033876i,0.00049033+0.00011988i,0.00087954+0.00014221i,0.0016801+0.00013273i,0.0015397-5.2102e-05i,0.00034596-0.00017927i,-0.00030349-0.00045782i,-0.0002503-0.00068646i,0.00014067-0.00051799i,8.6702e-05-9.5558e-05i,-0.00059283-0.00045814i,-0.0010529-0.00042235i,-0.00098376+0.00032273i,-0.00055627+0.0007756i,-0.00017783+0.00037787i,4.6842e-05-0.00025835i,0.00019172-0.00039496i
0.00057032-0.00026029i,0.00035379-0.00075382i,-0.00035376-0.00069653i,-0.00067076-0.0006507i,-0.00073032-0.00013214i,-0.00042792+0.00075658i,0.00013732+0.00038505i,0.00039471+0.00066409i,0.00021673+0.00084891i,0.0007554+0.00037911i,0.00046665+0.00031495i,-0.00035927-0.00020181i,0.00017112+0.00028183i,0.00036031+0.00075009i,-6.0741e-05-0.00011945i,4.0079e-06-0.0010921i,0.00029789-0.00098922i,-0.00015044-0.00076387i,9.7771e-07-0.0011899i,5.6999e-05-0.0010133i,-0.00071784-0.00024376i,-0.00059261+0.0001214i,-0.00037295+1.9638e-05i
0.00032774+0.00096255i,0.0010545+0.00023805i,0.0011077-0.00028605i,0.00081458+3.0377e-05i,0.00052853-0.00070389i,-0.00031522-0.00094635i,0.00012957-0.00045275i,0.00039943-0.00044181i,0.0004336-0.00047824i,0.00072378-0.00024647i,0.00042761-0.00038775i,0.00070287-0.00063493i,0.0011655+4.7121e-05i,0.00013118+0.00057193i,-0.00029506-0.00028105i,6.3623e-05-0.0010676i,0.00054931-0.0008487i,0.00053958-0.00073812i,-0.00026295-0.00075684i,-0.00064081-0.00052437i,-0.00011279-0.00042489i,0.00073737-0.00045411i,0.00029588-0.00026685i
0.00078385+0.00042584i,0.00082869+0.00095833i,0.0013352+0.0020202i,0.00099232+0.0014697i,0.00052195-0.00034746i,0.00082769-0.0002333i,0.0011143+0.00078618i,0.00062845+0.00071561i,1.0325e-05+0.00047848i,1.1621e-06+0.0010993i,-0.00034856+0.001174i,-0.00011961+0.00045079i,0.00017635-5.7712e-05i,0.00016532-0.00021789i,-0.00028979-0.00032211i,-0.00091547+0.00014629i,-0.00070788-0.00010575i,-0.00012019-0.00090238i,-0.00031458-0.00084091i,-0.00049614-0.0003021i,-0.00056247+0.00017493i,-0.00043693-0.00018127i,-0.00033013+3.6925e-05i
0.00025443+0.00055905i,-0.00025809-4.7066e-05i,-0.00043857+0.00017699i,-0.00035524-0.00015338i,0.00030344-0.00025493i,0.00098055+0.0002041i,0.001162+0.00071528i,0.00054422+0.00069465i,0.00060891+0.00093114i,0.00067849+0.00096756i,0.00045828+0.00043378i,-0.00020134-0.00050843i,-0.001067-0.00097779i,-0.0014047-0.00046303i,-0.0010939+0.00025024i,-0.0010159-0.00053743i,-0.0011158-0.00037537i,-0.0006101+0.00091496i,-0.00036708+0.00058714i,-0.00043734-0.00033931i,-0.0012873-0.0005358i,-0.0019131-0.00028547i,-0.0010918-0.00022831i
0.00055131-1.3886e-05i,0.0017959-0.00025704i,0.0019752-0.00094319i,0.0013025-0.0013033i,0.0010204-0.0004187i,0.0011875-0.00011686i,0.0013157-0.00032844i,0.00055884+0.00030633i,4.8092e-05+0.00012626i,5.5186e-05+0.00039474i,-0.00059555+0.0012536i,-0.00071397+0.0012318i,-0.00014246+0.0015968i,-0.00013177+0.0014028i,0.00030868+0.0002348i,0.00040646-0.00035406i,2.2684e-05+1.7557e-06i,-7.5649e-05+0.00040968i,-0.00043436+0.00033517i,-0.00042481-0.00045689i,-1.1015e-05-0.00010723i,0.00044776+0.00039643i,4.6248e-05-6.6958e-05i
0.00064144+0.00030736i,0.00039258-0.00044987i,0.0010317-0.00030231i,0.0007486+0.00019568i,2.1602e-05+0.00072665i,-2.1342e-05+0.00021209i,7.3521e-05-0.0002456i,-3.5657e-05-0.00042925i,0.00033194-0.00043741i,0.00028225+0.00028342i,0.00062101+0.00067619i,0.0006524-0.00029682i,-0.00021581-8.5499e-05i,-0.00064416+0.00048524i,-0.00071209+5.4397e-05i,-0.00067093-0.00042674i,0.0001913-0.00043706i,0.00069644-0.00021079i,4.0957e-05-0.0001133i,-0.00053862-0.00012883i,-0.00021148-8.2786e-06i,-0.00047698+0.00054706i,-0.0014006+0.00080824i
0.00064609+0.0001314i,0.00026979-0.00082663i,-8.6464e-05-0.0022747i,-0.00041824-0.0017782i,-0.00068402-0.00032335i,0.00058757+0.00043756i,0.0021247-0.00010569i,0.0016661-0.00082648i,0.00057322-0.00026634i,0.00078922-0.00018134i,0.0010806-0.00034056i,0.0011519-0.00033486i,0.00076422+6.0521e-05i,0.00073316+0.00016382i,0.00082058-4.5358e-05i,0.00075633-0.00039394i,0.00058884-0.00075315i,2.1315e-05-0.00047138i,5.7231e-05-0.00037723i,0.00010506+6.0306e-05i,0.00017393+8.0939e-05i,-0.0001096-0.00025933i,-0.00086696-0.00046153i
-0.00051207+0.0030312i,0.00075866+0.0031803i,0.0020389+0.0027547i,0.0012456+0.00065637i,1.9236e-05-0.00032813i,-3.0338e-05-0.00036106i,0.00012906-0.00049059i,2.0582e-06+9.8245e-05i,0.00050195+0.00033645i,0.000605-0.00014228i,-0.00034657-0.00057173i,-0.00071416+0.00011141i,-0.00056521+0.00055011i,0.00010108+0.00020803i,0.00010634-8.8752e-05i,0.00010756-0.0003963i,0.0001285-0.00028266i,-0.00046673+0.00017136i,-0.0005389+0.00015135i,-0.0003788-0.00042491i,-0.00031064-0.00090755i,-0.00064837-0.001057i,-0.00061886-0.00041429i
0.0013442-0.00040047i,0.001689-0.0018896i,0.0011354-0.0031951i,0.0003478-0.0021769i,-0.00056414-8.7894e-05i,-0.00071427+0.0011917i,0.00030687+0.0014926i,0.00070339+0.0012005i,-0.00011222-0.00010177i,-0.00088017-0.00097399i,-0.00042652-0.00011751i,0.0012192+0.00085175i,0.0016842-0.0001453i,0.00077193-0.0019209i,-0.0003679-0.0011926i,-0.00080248-0.00046129i,-0.00056486-0.00064636i,-0.00038443-0.00097852i,-0.00025533-0.0017328i,-1.9478e-05-0.0015227i,-0.00015195-0.00041189i,-0.00054882-0.00027197i,-0.0001193-0.00078908i
0.00023453-0.00047838i,0.00012026-0.00070484i,-0.00084802-0.00064706i,-0.0012488-0.00081433i,-0.00035341-0.00056483i,-0.00036786+0.0003822i,-0.00026885+0.00024515i,0.00027933-6.8968e-05i,9.4707e-05+0.00070289i,-0.00010793+0.0007687i,-0.00010358-0.00035191i,-0.00025926-0.0008574i,-0.00053259-0.00032446i,-0.00061836+6.6991e-05i,-3.1243e-05+0.00055761i,0.00017517+0.00097612i,-0.00085701+4.9926e-05i,-0.0013767-0.00084097i,-0.0010773-0.0010317i,-0.00070413-0.0011663i,-0.00056388-0.00097455i,-0.00046299-0.00055497i,-0.0002418-0.00058808i
0.0023369-0.002377i,0.0016205-0.0043055i,0.0015351-0.0048491i,0.0015736-0.0030321i,0.00037697-0.0010944i,2.4303e-05+0.0006911i,0.00075165+0.0012822i,0.0015006+0.0010856i,0.0015715+0.0011764i,0.001381+0.0012345i,0.00071577+0.0014363i,-0.00057438+0.0016514i,-0.0014338+0.0010287i,-0.0010666-0.00012652i,-7.1077e-05-0.00058371i,0.00032891-0.00074781i,-0.00020809-0.00075859i,-0.00098296-0.00041463i,-0.0015176-0.00080937i,-0.0017289-0.00066917i,-0.00050668+0.00042052i,0.000511+0.00065283i,-0.00016063+0.0004695i
0.0011991-0.00082154i,0.00079805-0.0009445i,0.0001978-0.0018954i,-6.3059e-05-0.0029588i,-0.0012396-0.0021085i,-0.0012558-0.00064455i,0.00043228-8.4165e-05i,0.0015054-0.00040021i,0.0016045+0.00035006i,0.0016042+0.00089461i,0.0008867+0.00074351i,-0.00026655+0.00085913i,-0.00064072+0.00085966i,-0.00025148+0.00080105i,0.00049118+4.1621e-05i,-0.00026648-0.00086453i,-0.00087856-0.0010643i,0.00018027-0.00075937i,0.0006492-0.00039355i,-0.00010345-0.00082438i,-0.00038075-0.00082802i,0.0002361+0.00038068i,0.00050541+0.0006126i
0.00035679-0.0010511i,0.00090304-0.00045273i,-0.00069642-0.00040436i,-0.0015884+8.6375e-05i,-0.0015702+0.00052935i,-0.0014084+0.00073599i,-0.0008628+0.00072372i,-0.00028299-0.00014218i,0.0010262-0.00076287i,0.0018112-0.00038876i,0.0011959+0.00022312i,0.00029174+0.00090079i,0.0006794+0.00076243i,0.0014173+0.00085213i,0.0013197+0.00063519i,0.0014-0.00076718i,0.00053102-0.00068766i,-0.00024546+0.00039336i,-0.00030555+0.0007287i,-8.016e-05+0.00012155i,-0.000143-0.00062246i,-1.0971e-05-0.00047777i,0.0003986+0.00048609i
-0.00011923-4.6664e-05i,-0.00023799+8.6965e-05i,-0.00024083-0.00050957i,-5.9772e-05-0.0013275i,0.00074583-7.6615e-05i,0.0007109+0.00074955i,0.00094204-1.8641e-05i,0.00066879-0.00010742i,-0.00040722-0.00036663i,-0.00056381-0.00082434i,-0.00013699-0.00048622i,0.0006081-0.00067148i,0.00029414-0.001362i,0.00032738-0.00091587i,0.0017924-7.5004e-05i,0.0016785-0.00033783i,0.00094781-0.00051849i,0.00044504+0.00020898i,8.3947e-05+0.00060831i,0.00062834+0.00019547i,0.00042012-3.1129e-05i,1.8093e-05-0.00023192i,8.736e-05-0.00038151i
0.0015969-0.0016831i,0.00088711-0.0017829i,-2.3101e-05-0.0022185i,-0.00056124-0.001927i,-0.00016598-0.0014078i,0.00034056-0.00048954i,0.00029705+8.3579e-05i,-0.00012625-0.00041166i,-0.00040663-0.00093369i,-0.00094366-0.00017822i,-0.0015843+0.00054031i,-0.00068511+0.00019883i,0.00042017-0.00037764i,0.0010433-0.00050807i,0.0016676-0.00036814i,0.0011144-0.00090521i,0.00019202-0.0007515i,-0.00041412-0.00042036i,-9.865e-06-0.00064404i,0.00088958-0.00014383i,0.0011628+0.00025509i,0.0014174+0.00094039i,0.0011483+0.00091184i
0.00050519-0.001877i,-7.1289e-05-0.0019774i,-0.00044236-0.0026514i,-0.00078691-0.0030746i,-0.0012656-0.001056i,-0.00039391+0.0012955i,0.00091014+0.0016853i,0.0003043+0.0013358i,-0.0011618+0.0008401i,-0.0013532+0.00030879i,-0.00088525+0.00047523i,-0.0007551+0.00038274i,-0.00079997-0.00042442i,-0.0007673+9.4011e-05i,-0.00016434+6.0352e-05i,0.0001275-0.00077774i,0.00011037-0.00046927i,-0.00064764-6.266e-05i,-0.00060802+0.00011849i,-0.00019751+2.8136e-05i,-0.00036745+0.00023632i,-0.00034032+0.00024507i,-0.00065975+0.00020895i
-3.8195e-05+3.589e-05i,-0.00018042-0.0016087i,-0.00094452-0.0013662i,-0.0019173+0.00039884i,-0.0015971+0.0016454i,5.1475e-05+0.0020134i,0.0010193+0.00090612i,0.0010312-0.00016924i,0.0010287+0.00051538i,0.00020007+0.0021417i,-0.00048219+0.0024285i,-0.00032255+0.0016167i,-0.00094402+0.0015614i,-0.0015415+0.0012445i,-0.0009489+1.7807e-05i,-1.865e-06-0.0007487i,-0.00052765-0.00076527i,-0.00094898-0.00081945i,-0.00070541-0.00069978i,-0.00096221-0.00053396i,-4.4415e-05-0.00029126i,0.001458-0.00035989i,0.0013006-0.00054508i
-8.9997e-05+0.0013733i,0.00026007+0.0017313i,0.0004452+0.00018314i,0.00049648-0.00074256i,0.00013118-0.0006013i,-0.00059841-0.00032572i,-0.00072315-6.1647e-05i,0.0001135+0.00079521i,0.00078677+0.0014733i,0.001332+0.0013904i,0.0012477+0.00075495i,0.00094694+0.00058105i,0.00024996+0.0010911i,1.5077e-06+0.0010597i,0.00099769-0.00019505i,0.0013875-0.0011694i,0.00070615-0.0015216i,0.00055431-0.0012482i,0.00059342-0.00068015i,7.0719e-05-5.2747e-05i,-0.00035508+0.00014838i,-3.6859e-05+0.00033059i,-4.9619e-05+0.00060754i
0.00038437-0.002293i,-0.00035793-0.0024893i,-0.00085776-0.0020847i,-0.0007004-0.0016794i,1.0707e-05-0.00030132i,0.0010258+0.0014045i,0.0012365+0.00095717i,0.00063511-0.00031827i,0.0011259-0.00035287i,0.0015844+0.00027035i,0.0011453+0.00078317i,0.0013659+0.00098055i,0.00145+0.00071008i,0.0010682+3.0358e-05i,0.00038385-0.00037823i,3.651e-06-0.00043284i,-0.00026749-0.00054626i,-0.0012751-0.00058868i,-0.0012133-0.00047386i,-0.0011172+4.2283e-05i,-0.0015848+0.00041217i,-0.0017757+6.7689e-06i,-0.0010962-0.00086005i
2.164e-05+0.00080792i,0.00054135+0.0004331i,-2.9064e-05-0.00027361i,0.00018966-0.0002889i,0.0003711+3.0599e-05i,0.0007822+4.441e-05i,0.0015784-0.00039422i,0.00068225-0.000418i,-0.0008097-0.00068563i,-0.0008475-0.00073833i,-1.5052e-05-0.00026168i,0.00033819-0.00050442i,0.00035232-0.0010748i,0.0011341-0.0010094i,0.0017721-0.00083493i,0.00091708-0.00079803i,-0.00026021-0.00064385i,-0.0007073-0.0015511i,-0.00061449-0.0014903i,-0.00051065-0.00087052i,-0.00052418+9.0067e-05i,-0.00047315+0.0011081i,-0.00035752+0.0010249i
-0.00093866-0.0017221i,-0.00015486-0.0012478i,-0.00011123-0.0010433i,-0.00037176-0.00078854i,8.7706e-05-9.6453e-05i,0.00084779+0.00065975i,0.0013688+0.0011961i,0.00076491+0.00047395i,-0.00063038-0.00019904i,-0.0010792-5.6235e-05i,-0.00073417+0.00018568i,-0.00067674-0.00028716i,-0.00066268-0.0011961i,0.00046069-0.0017288i,0.00049291-0.001782i,0.00036109-0.0016596i,0.00075189-0.0018471i,0.00023713-0.0012394i,-0.00051307+6.1817e-05i,-0.00035908+0.00059094i,0.00017416+0.00060177i,-6.9059e-05+0.00036448i,1.7823e-05+0.00021963i
0.0015555-0.00064843i,0.0026143-0.00050286i,0.0021453-0.0014335i,0.001149-0.0017072i,0.00019863-0.0003024i,-0.000561-0.00027592i,-0.0011443-0.00090736i,-0.0011755-0.00096252i,-0.00084682+0.0005169i,-0.00096016+0.0019425i,-0.00082571+0.0015223i,-0.0014454+0.00046936i,-0.0017154-0.00027471i,-0.0015073-0.00065115i,-0.0010793-0.00095175i,0.00011797-0.00099398i,5.0115e-05-0.00085929i,-6.1699e-05-0.00070853i,0.00026905-0.00056427i,0.00011835-0.00022277i,0.00027014+5.07e-05i,0.00073903+0.00020571i,0.00077891+0.00095602i
0.00028633+0.00045178i,0.00086663+0.00018581i,-0.0002859+0.00030704i,-0.00080037+0.0001286i,-0.00043499+0.00053888i,0.00051683+0.00031358i,0.0016614+0.00037617i,0.0015806+0.0016433i,0.0010309+0.001991i,0.0011308+0.0024574i,0.00017865+0.0025681i,-0.00085485+0.0010226i,-0.00032394-8.187e-05i,4.7406e-05+0.00016127i,-8.9418e-05+0.00033109i,-0.00027669-0.00046992i,-0.00092227-0.00080183i,-0.0014093+0.00046587i,-0.00093184+0.00028056i,-0.00039805-0.00027465i,0.00024331+0.00053123i,0.00051117+0.0006332i,0.00059432-7.7454e-05i
0.001956-0.00023056i,0.0021143-0.00041069i,0.002021-0.0019423i,0.0019736-0.0027048i,0.0014673-0.0012908i,0.00059258-0.00032451i,0.00028805-0.00093344i,0.0012494-0.00085121i,0.0015676+0.00046278i,0.0019557+0.001333i,0.0023628+0.0012946i,0.0020144+0.001581i,0.00087274+0.0020297i,-0.00013726+0.0011843i,-0.00036806+0.00026582i,-0.00043279+9.9243e-05i,-0.00058634+0.00065393i,-0.00070943+4.9216e-05i,-0.0007491-0.00073689i,-0.00071668-0.000112i,-0.0002262+0.00040326i,0.00021593-0.0001134i,-2.7629e-05-0.00058888i
0.00070486-0.0014078i,-0.00015545-0.0004116i,-0.0011656+6.904e-05i,-0.0018282+0.00085559i,-0.0020462+0.00066721i,-0.0001359+0.00046416i,0.0016694+0.00036164i,0.0018741+7.168e-05i,0.0020913-0.00010576i,0.0023231-0.00020773i,0.0016677-9.777e-05i,0.0012209+9.0635e-05i,0.0005496-0.0002632i,6.6468e-05-0.00041008i,0.00065083-0.00028415i,0.0013075-0.00013993i,0.0013424-0.00067007i,0.0010515-0.00070296i,0.00068532-9.5323e-05i,8.846e-05-0.00019592i,-0.00017839-0.00039821i,0.00043983-0.00017752i,0.0008343-0.00032063i
-0.0010879+0.00030553i,-2.6324e-05+0.00011255i,0.00070661+0.00013362i,-0.00018412+0.00069252i,-0.00069204+0.0003958i,0.00056562-0.00035539i,0.0019355-0.00048557i,0.0016657-0.00065098i,0.0005663-0.00099538i,8.6063e-07-0.00050039i,-0.00032569-0.00041209i,0.00030255-0.0011451i,0.00074974-0.00092716i,0.00084482-9.3387e-05i,0.0010382-0.00038827i,0.0004032-0.00026069i,-0.00076734-0.00035765i,-0.00057559-0.00086905i,3.4825e-07-0.00075214i,-0.00035243-0.00065156i,-0.00050751-0.00017885i,0.00020879+0.00058788i,0.0004859+0.00095631i
-0.0015221+0.0020035i,-0.00073382+0.001453i,0.00048777+0.00029544i,0.00086301-0.00012621i,0.00044798+0.00039496i,0.00067059-0.00013364i,0.00098475-0.001144i,-9.2543e-05-0.00078344i,-0.0016666-0.00012046i,-0.0014413+0.00040156i,-0.0003913+0.00071994i,-0.00010388-0.00047428i,0.00023771-0.0012952i,-5.719e-05-0.0016054i,-0.00014611-0.0015347i,-0.00040438-0.001371i,-0.00051984-0.001151i,-0.00035083-0.0011107i,-0.0011571-0.0011089i,-0.0015596-0.0009778i,-0.00080181-0.00052541i,-0.00098717+0.00021152i,-0.0011061-0.0002158i
-0.0008907-0.0023929i,-0.00044184-0.0018903i,-0.00073661-0.00083512i,-0.0010059+0.0003519i,-0.00044576+0.0011604i,0.00038225+0.00052759i,0.0003983-0.00018518i,-0.00022418-0.00077794i,-0.0013688-0.00051697i,-0.0016112+0.0012228i,-0.00048497+0.0017285i,0.00016362+8.1163e-05i,-0.00042802-0.00087918i,-0.00082163-0.0008927i,-0.00077546-0.0012171i,-3.9271e-05-0.0012841i,0.00040605-0.0007586i,-0.00043771-0.00010824i,-0.0013383-0.00034636i,-0.0014197-0.00053019i,-0.00050307-0.00037519i,0.00067644-0.00013997i,0.0010202+5.0033e-05i
