-0.0030071+0.00020546i,-0.002685+0.00079609i,-0.0028192+0.0013655i,-0.0010548+0.0018891i,0.0011305+0.0014944i,0.0021786+0.0001058i,0.0018258-0.00020888i,0.00088522+0.00089691i,0.0013024+0.0020575i,0.0019485+0.0017015i,0.0014908+4.2618e-05i,0.00091417-0.00067179i,0.0010553-0.00011691i,0.000708-0.00053985i,0.00046732-0.0017135i,0.00071939-0.00095691i,0.00053256-0.00011335i,0.0002237-0.00029386i,-0.00069915-0.00014204i,-0.00086177-7.7005e-05i,3.2991e-05-0.00031244i,0.00085904-9.025e-05i,0.00040182+0.00059667i
-0.012613+0.011053i,-0.040361+0.009956i,-0.075712-0.014527i,-0.082005-0.049374i,-0.058789-0.058923i,-0.037644-0.044574i,-0.020313-0.028494i,-0.0062267-0.016834i,-0.0012262-0.01029i,-0.0023438-0.0064435i,-0.002464-0.0017843i,-0.00069951+0.0025388i,-0.00034493+0.0049519i,-0.001949+0.0054816i,-0.0044166+0.0041417i,-0.0061271+0.0021126i,-0.0061207-0.00041254i,-0.0065476-0.0015281i,-0.0059406+0.00088842i,-0.0038962+0.0039713i,-0.0045037+0.0043055i,-0.0054703+0.0020388i,-0.004884-0.00062662i
0.010197-0.0054353i,0.030405+0.0033241i,0.044603+0.028496i,0.033712+0.048484i,0.013732+0.04004i,0.0036658+0.024531i,-0.0025952+0.017415i,-0.0052284+0.010715i,-0.0038654+0.0041417i,-0.0021946+0.001714i,-0.00011935+0.0008334i,0.0018089-0.0032078i,0.0023948-0.0079766i,0.0017487-0.0072762i,-8.8009e-05-0.0023158i,-0.0017069+0.0029498i,-0.0024125+0.0073904i,-0.00079752+0.0089629i,0.0025833+0.0057883i,0.004869+0.00054342i,0.0054769-0.0015144i,0.0040969+0.00080372i,0.0021421+0.0026431i
-0.012959-0.0021134i,-0.026539-0.014738i,-0.032764-0.038164i,-0.022358-0.05087i,-0.011923-0.041238i,-0.0062093-0.026275i,0.001251-0.01419i,0.0034547-0.0063079i,0.00089373-0.0044436i,1.283e-05-0.0041185i,5.1784e-05-0.0020332i,-0.0031453+0.0014909i,-0.0062434+0.0042102i,-0.0060341+0.0057188i,-0.0029326+0.005889i,0.00059297+0.0065662i,0.0021392+0.0052073i,0.0016587+0.0026061i,-0.00052175+0.002203i,-0.0025641+0.0021479i,-0.0028692+0.00058006i,-0.00085026-0.0015253i,0.00069765-0.002709i
0.005578+0.0021599i,0.012084+0.018813i,0.0071521+0.043076i,-0.0068378+0.049788i,-0.009845+0.032659i,-0.0071828+0.017226i,-0.0052065+0.011143i,0.00099827+0.0068795i,0.0053385+0.0036803i,0.0045075+0.0017343i,0.0036819+0.00062866i,0.0051784-0.00075977i,0.0054787-0.003057i,0.0043415-0.0039082i,0.0043787-0.0020671i,0.0045982-0.00091355i,0.0031716+0.00042128i,0.0030003+0.0025826i,0.0043882+0.0031839i,0.0042983+0.0020422i,0.0026665+0.0023745i,-0.0001371+0.0029387i,-0.0019745+0.0022615i
-0.0058555-0.0064863i,-0.0071413-0.018363i,0.0043587-0.032832i,0.018285-0.033274i,0.014645-0.024157i,0.0076964-0.016682i,0.0061694-0.0061969i,0.0031198+0.0018507i,0.0012154+0.0018972i,0.0016996-0.0016058i,-6.561e-05-0.0031596i,-0.0049256-0.00019598i,-0.0075492+0.0045986i,-0.0064699+0.0059042i,-0.0036848+0.0040471i,-0.00022802+0.0021191i,0.0029581+0.00055067i,0.0050869-0.00083502i,0.0031971-0.0019504i,9.5287e-05-0.002039i,0.00091122-0.0022771i,0.002841-0.0029159i,0.0031715-0.0028755i
0.0022409+0.0022064i,-0.00077196+0.011353i,-0.010253+0.01936i,-0.015664+0.015291i,-0.010184+0.0061733i,-0.0059446+0.00067292i,-0.0014999-0.0044993i,0.0060278-0.0072811i,0.0080021-0.0073206i,0.0046993-0.0047032i,0.0042105-0.0027788i,0.0069713-0.0033692i,0.0087968-0.0034313i,0.008261-0.0029708i,0.0069734-0.0044187i,0.0045647-0.0063947i,0.00064103-0.0056504i,-0.0014376-0.0019853i,-0.00039077+0.00094066i,0.0020762+0.0026423i,0.0025575+0.0020586i,-0.00041604-0.00028575i,-0.0037205-0.0017158i
-0.0029952-0.0060175i,0.0017149-0.012195i,0.012175-0.016353i,0.017835-0.014651i,0.011213-0.015007i,0.005797-0.012956i,0.0058073-0.0032935i,0.0084193+0.0019446i,0.0093911-0.0020295i,0.0057852-0.0053022i,0.0013151-0.0027936i,-0.0026393+0.00096894i,-0.0050121+0.0025418i,-0.0062422+0.0022677i,-0.0070984+0.0004659i,-0.0057582-0.0011407i,-0.0013501-0.0022024i,0.0016846-0.0032809i,0.00069704-0.0033585i,-0.00044311-0.0025446i,8.9275e-05-0.0021209i,0.0007992-0.0014117i,0.0018231+0.000967i
-0.0013613+0.0018087i,-0.0054707+0.0030072i,-0.014558-0.00034315i,-0.017205-0.0081994i,-0.012203-0.010109i,-0.010134-0.0073021i,-0.0086503-0.0061777i,-0.0046502-0.0058487i,-0.0026122-0.0058816i,-0.0020865-0.0050666i,-0.00062865-0.0041936i,0.0031651-0.0034212i,0.007239-0.0028267i,0.0080563-0.0013375i,0.0053273+0.00014952i,0.0006091+0.00045332i,-0.0034651+0.00051249i,-0.0048974+0.001203i,-0.0020408+0.0025053i,0.0016026+0.00206i,0.0015824-0.00024852i,-0.00039625-0.002671i,-0.0013772-0.0036585i
-0.00094489-0.0051027i,0.001288-0.0044136i,0.005911-0.00025414i,0.0056929+0.0018149i,0.0036332-0.0042156i,0.0036363-0.0068237i,0.0037572-0.0046208i,0.0050861-0.0083482i,0.0041636-0.011325i,0.0012904-0.007385i,0.00021858-0.0031008i,-0.0020136-0.0039651i,-0.0054673-0.0054128i,-0.006916-0.0049895i,-0.0073104-0.0041419i,-0.0055674-0.0015886i,-0.0027981+1.7416e-05i,-0.0013847+0.000229i,-0.00087434+0.00090366i,-0.00064307+0.00055768i,-0.0013273-0.00023014i,-0.0024838+0.0010291i,-0.0022138+0.0031422i
-0.0016118+0.00069964i,-0.0045496-0.0013286i,-0.0090292-0.0074608i,-0.01082-0.010393i,-0.011717-0.0083274i,-0.010931-0.0055984i,-0.0069242-0.00092149i,-0.0053266+0.0027456i,-0.0052872+0.00099167i,-0.0047183-0.0011207i,-0.0029044+0.0014231i,0.00065002+0.0046857i,0.0041021+0.005394i,0.0052025+0.0053042i,0.0035511+0.0049825i,0.0014376+0.0055233i,-0.00024822+0.0058764i,-0.00064275+0.0053204i,0.00055977+0.0041275i,0.0003536+0.0012489i,-0.00021895-0.00036935i,0.00040463-0.00024312i,0.0012037-0.0012226i
-0.0015297+0.00089277i,6.833e-05+0.0043172i,0.0023851+0.0098005i,0.0047521+0.0092587i,0.0063716+0.0036476i,0.0040799-5.9654e-05i,-0.00070337-0.00098418i,-0.0041121+0.00093319i,-0.0033894+0.0026703i,0.00052084+0.0019267i,0.0024052-0.0016263i,-0.0014183-0.0062301i,-0.0070256-0.0096569i,-0.0081603-0.0091627i,-0.0055491-0.0050715i,-0.001709-0.0010029i,0.00063624+0.0026315i,0.0017307+0.0037355i,0.0024823+0.0017063i,0.0020532+0.0001197i,0.0011091-0.00026379i,-0.00026407+7.0481e-05i,-0.0012639+0.00076172i
-0.0014198-0.0012099i,-0.0027332-0.0028627i,-0.0024576-0.0066495i,0.0009057-0.0078393i,0.0010264-0.0080811i,0.0001234-0.0085468i,0.0017471-0.0040304i,0.0040958+0.0015147i,0.0029524+0.0021004i,0.00010104+0.0021098i,0.0010535+0.0042315i,0.0034511+0.0071501i,0.0036882+0.0098945i,0.0017004+0.010244i,0.0010135+0.0069666i,0.0015155+0.0033428i,0.0017298+0.0016477i,0.0012501+0.0011831i,0.00027682+0.0012367i,0.00015642+0.0017913i,0.00017379+0.0022148i,0.00056745+0.0013048i,0.0021888-0.00017386i
-0.00017233-0.0020918i,-0.00094163-0.0028399i,-0.0016913-0.0024409i,-0.0020338-0.004311i,-0.00065171-0.0066045i,-0.0017725-0.0043366i,-0.0025946+0.002824i,0.00381+0.0076169i,0.0084953+0.0045254i,0.0062701-0.0010062i,0.0029078-0.004189i,0.0006372-0.0061793i,-0.0013745-0.0077069i,-0.0014711-0.0066524i,-0.00028979-0.0035293i,0.0018623-0.00022153i,0.0038374+0.0019735i,0.0049794+0.002056i,0.0047355+0.00032309i,0.0038045-0.0014413i,0.0034756-0.00264i,0.0021906-0.0037618i,-0.0006424-0.0038168i
0.00045528+0.0013578i,0.0024546+0.0011871i,0.0054663-0.00069479i,0.0058441-0.0068838i,0.00077108-0.014808i,-0.0029502-0.014976i,-2.1122e-05-0.0062856i,0.0052927-0.0015244i,0.0075728-0.0013653i,0.0065785-0.0011772i,0.004176-0.00035411i,0.0013342+0.0014752i,-0.0013693+0.0053958i,-0.002792+0.008068i,-0.002107+0.0058535i,-0.00082383+0.00092811i,-0.0011382-0.00247i,-0.0011502-0.0020813i,-0.00020888+0.0003803i,0.00026608+0.0013005i,0.00026697+0.00079624i,-0.00040162+0.00062756i,-0.00030515+0.00039202i
-0.0011259-0.003429i,-0.0039659-0.0054418i,-0.0083867-0.007122i,-0.010307-0.007126i,-0.010139-0.0062994i,-0.0065575-0.0038224i,0.0011931-0.0014144i,0.0064805-0.0033892i,0.005402-0.0070913i,0.0018878-0.005827i,0.0027153-0.0024673i,0.0055619-0.0027587i,0.0073931-0.0048808i,0.0085782-0.0049659i,0.0058091-0.0027954i,0.00085556-0.0010788i,-0.0005909-0.00059178i,0.00062876-0.00072474i,0.0018294-0.0005773i,0.0023233-0.00090852i,0.0021907-0.0019724i,0.0014175-0.0021698i,0.00054548-0.0025781i
0.00070832+0.0025584i,0.0032307+0.0035488i,0.0053973+0.0031913i,0.0038967+0.00098018i,0.00012058-0.0015924i,-0.00040099-0.002546i,0.0022994-0.0034878i,0.0047814-0.0053517i,0.0057882-0.0077822i,0.0026037-0.0096475i,-0.0026055-0.0079759i,-0.0066191-0.0034997i,-0.0080904-0.00033602i,-0.0076541+0.00060425i,-0.0052367+1.0428e-05i,-0.0023213-0.0012546i,-0.0013214-0.001238i,-0.001525-0.00058265i,-0.001313+7.8009e-06i,-0.001088+0.00014914i,-0.0019675-0.0002368i,-0.0029711-0.00057761i,-0.0030889-6.2752e-05i
-0.0013389-0.00044871i,-0.0028244-0.0019774i,-0.0038896-0.0022896i,-0.0029961-0.0027094i,-0.0024606-0.0024808i,-0.0032864-0.0048488i,-0.0044866-0.0070344i,-0.0049047-0.0045114i,-0.0046914-0.0018826i,-0.0028307-0.00025824i,0.0016999+0.00058166i,0.0061282+0.00012131i,0.0085521-0.00077203i,0.0079578-0.0010389i,0.0041753-0.00029709i,-0.00096829+0.00053735i,-0.0035402+0.0005822i,-0.0017834+0.00082106i,0.00068121+0.00087049i,0.0013171+0.0015678i,0.00075275+0.0021926i,0.00017613+0.0016164i,0.00056152+0.00018115i
0.0014827+0.0023779i,0.0033199+0.0045262i,0.0055673+0.0052119i,0.0069597+0.0029937i,0.0074309-0.0019226i,0.00418-0.0057569i,-0.0012251-0.004636i,-0.003047-0.0040231i,-0.004247-0.0057327i,-0.0053239-0.0049585i,-0.0052527-0.0020701i,-0.0058693-0.00077836i,-0.0073734-0.0029525i,-0.0082325-0.0050093i,-0.0065374-0.0035448i,-0.0031575+2.4404e-06i,-0.0019807+0.0021828i,-0.002755+0.0021451i,-0.0024279+0.0011658i,-0.002557-0.0006128i,-0.002128-0.0019963i,-0.00092523-0.0013749i,-0.00083231-0.00037016i
-0.0020741-0.0031617i,-0.0035884-0.0037498i,-0.0033929-0.0043677i,0.00051447-0.0060072i,0.0030055-0.0078883i,-3.7604e-05-0.0064917i,-0.0024927-0.00051413i,0.00011288+0.0048344i,0.0032176+0.0049255i,0.0041779+0.0026782i,0.0037266+0.0018225i,0.003551+0.0026609i,0.0037894+0.0046637i,0.0034813+0.0047416i,0.0023284+0.0026934i,6.4319e-05+0.0013394i,-0.00070795+0.0025682i,0.0011217+0.0043981i,0.0024554+0.0039073i,0.0023173+0.0035858i,0.001484+0.0036226i,0.0014146+0.0023861i,0.0016094+0.00016706i
0.00085632+0.0013381i,0.0017768+0.0006978i,0.0016457-0.00016172i,0.002009-0.0041633i,0.002558-0.0096042i,0.0011448-0.0074748i,-0.00062075+0.00064486i,-0.0013034+0.0047316i,-0.00089154+0.0046247i,9.5277e-05+0.0036083i,0.0020955+0.0015162i,0.0014542-0.0020477i,-0.0017948-0.0051494i,-0.0028986-0.0054237i,-0.0018935-0.0016833i,-0.00056252+0.0026508i,-0.00041299+0.0031174i,-0.00048273+0.001589i,0.00074055+0.00080859i,0.0021999-0.0012313i,0.0034528-0.0027745i,0.0026491-0.0022698i,0.00065647-0.0016845i
-0.0010574-0.00078398i,-0.0014897-0.0018412i,-0.00015785-0.003744i,-0.00016926-0.0087789i,-0.0027489-0.012877i,-0.0027873-0.0097281i,0.0025299-0.0030769i,0.0076826-0.00068676i,0.007246-0.0034893i,0.0033489-0.0045189i,0.0013745-0.0015379i,8.1706e-05+0.0026321i,-0.0014195+0.005431i,-0.0019623+0.0057166i,-0.001758+0.0041075i,-0.00034887+0.002778i,0.0020408+0.0030098i,0.0035287+0.002927i,0.0027608+0.0023293i,0.0010476+0.0012361i,-5.1618e-05+0.0006264i,-0.00044132+0.00045258i,-0.00059202+0.00010819i
0.0010986-0.0014662i,6.6844e-05-0.0025943i,-0.0028992-0.0041412i,-0.0071657-0.0070044i,-0.009122-0.0082751i,-0.0058262-0.0070166i,0.0014662-0.0032608i,0.0086617+0.00105i,0.010949+0.00052821i,0.0082928-0.0033671i,0.0053943-0.0049808i,0.0039903-0.0045693i,0.0051043-0.0037292i,0.0071941-0.0022466i,0.0061302-0.0003531i,0.0037617+0.00063185i,0.00268-0.00029423i,0.0021069-0.0012184i,0.0022281-0.0011045i,0.0030571-0.00041136i,0.0033899-0.00022258i,0.0024232-0.0012772i,0.0010172-0.0019466i
-0.0015432-0.0016548i,0.0004801-0.00058038i,0.0013973+0.0011576i,-0.00076261+0.0016086i,-0.0036818-0.00028458i,-0.0037151-0.0027221i,-0.0020991-0.0032448i,-0.0014736-0.0033524i,-0.0015756-0.0039512i,-0.0016851-0.0026177i,-0.0017667-0.00054072i,-0.0017627+0.00040993i,-0.0029144+0.00062598i,-0.0047346+0.00079853i,-0.0041052+0.00010675i,-0.0013757-0.0016827i,-1.3506e-05-0.0015722i,0.00040221+0.00039024i,-3.7681e-07+0.00088787i,-0.0015121+0.00014265i,-0.0027682-0.0001966i,-0.003314-0.00035891i,-0.0023749-0.00054249i
0.0020422-0.0010961i,-0.0011051-0.0031612i,-0.0033516-0.0040904i,-0.0029046-0.003345i,-0.0018329-0.0028992i,-0.0032409-0.0042739i,-0.0022183-0.0060235i,0.0023723-0.0073621i,0.0032788-0.0098217i,0.00080205-0.0093922i,-0.00085664-0.0059583i,0.00074553-0.0030055i,0.0047444-0.0017149i,0.0067756-0.002503i,0.0047548-0.0034478i,0.00072911-0.0032861i,-0.00078944-0.0024441i,-0.00092076-0.0022678i,-0.0010065-0.0021426i,0.00037417-0.00069077i,0.0008884-0.0003538i,-0.00039333-0.00014734i,-0.001163+0.00059167i
0.0017753+0.0010666i,0.0042031+0.00098515i,0.007894+0.0011207i,0.0095931-0.00056976i,0.0078969-0.0049799i,0.0035883-0.0056462i,-0.00041653-0.00070829i,-0.0012715+0.0023343i,0.0008317+0.0018598i,0.0012208+0.00049818i,-0.00049373+6.8907e-05i,-0.0021026-0.0012052i,-0.0041748-0.0026972i,-0.0050411-0.0023237i,-0.0035208-0.0012773i,-0.0025233-0.0007412i,-0.0032107-0.00043784i,-0.0027723+0.00027449i,-0.0011463+0.00079519i,-0.00058945+4.5685e-05i,-0.00024844-0.00071463i,0.00057407-0.00024524i,0.0013083+0.00063033i
-0.0025065+0.00016804i,-0.0043822-0.00046798i,-0.0036671-0.0021957i,0.0010948-0.0048137i,0.0030717-0.0070744i,5.9268e-05-0.0060259i,-0.0033917-0.0020447i,-0.005133+0.00064018i,-0.0042976-3.1462e-05i,-0.0030193-0.0013011i,-0.0025724-0.00071762i,-0.0011865+0.0011491i,0.00062892+0.0017057i,0.00049828+0.0014905i,-0.0016991+0.0018799i,-0.0033724+0.0018643i,-0.0028516+0.0017309i,-0.0019868+0.0013234i,-0.0012313+0.0016121i,-0.00053919+0.0025478i,-0.00024188+0.0023386i,-0.0001549+0.0011073i,-0.00054377+0.00058665i
0.00027961+0.00029013i,0.0025131-0.00046721i,0.005215-0.0017317i,0.0051526-0.0057667i,0.0042731-0.0094873i,0.003957-0.0087205i,0.0023063-0.0031955i,0.0018815+0.00091532i,0.0016084-0.00076017i,0.0002547-0.0027245i,-0.00034666-0.002591i,-7.3312e-05-0.0029561i,-0.00044993-0.003713i,-0.0014257-0.0039792i,-0.0016062-0.002376i,-0.0019407+0.00069531i,-0.0016296+0.0030684i,-0.00023582+0.0043831i,0.00072418+0.0033968i,0.0016115+0.00088583i,0.0017459-0.0002261i,0.0011058-0.00093565i,0.00029085-0.0012307i
-0.0029915+0.0010956i,-0.0018039+0.00018809i,-0.00079344-0.0031356i,-0.0013343-0.0076243i,-0.002446-0.010067i,-0.0016402-0.0079381i,0.0015628-0.00068594i,0.0050495+0.0046663i,0.0059979+0.0037991i,0.004052+0.0014874i,0.0016356+0.00090629i,-0.00055649+0.0015258i,-0.0032295+0.0030098i,-0.003548+0.0050994i,-0.0017593+0.0061196i,-0.00068149+0.0057742i,-2.5537e-05+0.0039781i,0.0018392+0.00187i,0.0023649+0.0014957i,0.00050018+0.0016064i,-0.00032256+0.00058703i,0.00016806-0.00044248i,0.00043564-0.00054529i
-0.00036087+0.0020904i,0.0012615-0.00023993i,-1.6904e-05-0.00055789i,-0.0023589-0.0024981i,-0.0017604-0.0057197i,-0.0018922-0.0064702i,-0.0019637-0.0043915i,6.5976e-06-0.0021797i,8.8042e-05-0.0017969i,-0.00013247-0.0017817i,0.00061246-0.00082553i,0.0017327-0.0010154i,0.0023387-0.0023278i,0.0012225-0.0024184i,0.00022806-0.0011309i,0.0012302-7.0839e-05i,0.0019443+0.00099287i,0.002028+0.0024981i,0.001727+0.0023238i,0.001311+0.0011063i,0.00057805-0.00014631i,-0.00024851-0.00082989i,-0.0006874-0.00031059i
0.0017903+0.0016861i,0.0033794+0.0020341i,0.0043551+0.00036232i,0.002271-0.0029505i,-0.0028283-0.0062216i,-0.0040882-0.0073208i,0.00033095-0.0058586i,0.0047458-0.0063673i,0.0052915-0.0078316i,0.0031318-0.0070694i,0.0018476-0.0050185i,0.00011252-0.0021738i,-0.002462+0.0010522i,-0.0020555+0.0021873i,0.00063494+0.001604i,0.0024094+0.00085455i,0.0033176+0.00010311i,0.0034595-0.0012138i,0.0024655-0.0024606i,0.00079319-0.003058i,0.00047543-0.0031062i,0.00043495-0.0029353i,-0.00060533-0.0030541i
-0.0019181-0.0013193i,-0.0040461-0.0020149i,-0.0052079-0.0010276i,-0.0039272+0.00087259i,-0.0033335-6.091e-05i,-0.0035665-0.0013444i,-0.0021177-0.00047323i,0.001119-5.4001e-05i,0.0031419-0.00034458i,0.0022567-0.00010267i,0.0013803+0.00031577i,0.0018555+0.0010995i,0.0026275+0.0012154i,0.0021817+0.00022565i,0.00082957-0.0011664i,-0.00027296-0.0021322i,-0.0005973-0.0020097i,-0.0010132-0.00079632i,-0.0015309+0.00010938i,-0.0013142+0.0010938i,-0.0007917+0.0020422i,-0.0011777+0.001305i,-0.0013291-0.00015691i
0.0019105-0.0014326i,0.0022625+4.6621e-05i,0.0032085+0.00081015i,0.004629-0.0010014i,0.0043168-0.003419i,0.001851-0.004862i,-0.0013076-0.003027i,-0.0031588-0.0014762i,-0.0027922-0.0025204i,-0.0019822-0.0024657i,-0.0012658-0.0021451i,-0.00078662-0.0026279i,-0.0014821-0.0020583i,-0.0020788-0.0021946i,-0.0020878-0.002801i,-0.0014599-0.0030299i,-0.00047527-0.0034543i,0.0011645-0.0039007i,0.0018777-0.0034274i,0.0012484-0.0015712i,0.0011981-0.00038903i,0.00041756-0.00036626i,-0.00067489-0.00094504i
4.2184e-05-0.0012636i,-0.0024019-0.0020743i,-0.0026341-0.0029688i,7.9384e-05-0.003849i,0.001536-0.004063i,-0.00010295-0.0033513i,-0.0015784-0.0019657i,0.00019526-0.00071084i,0.002705-0.0025328i,0.0021723-0.0043781i,7.375e-05-0.0032464i,4.2297e-05-0.0014658i,0.0016165-4.9047e-06i,0.0021795+0.00049037i,0.00042264-0.00043184i,-0.0031741-0.001208i,-0.0050287-0.0010114i,-0.0049133-0.00072023i,-0.0041876+0.00059098i,-0.0025454+0.0015681i,-0.0012734+0.00066544i,-0.00072196-0.0006282i,-0.000613-0.0013337i
0.0013264+0.0011954i,0.0022427-0.00054422i,0.0034454-0.0036839i,0.0049802-0.0074611i,0.0047751-0.010119i,0.0019086-0.0069008i,0.00028584+0.0013842i,0.0020954+0.0063628i,0.0037604+0.0034801i,0.0034663-0.00053306i,0.0020598-0.00085068i,0.0011851-0.0013173i,5.5435e-05-0.0030473i,-0.0019424-0.0019532i,-0.004053+0.00071511i,-0.0041581+0.0025726i,-0.0027081+0.0035302i,-0.0014734+0.0037762i,0.00048653+0.0034262i,0.0020677+0.002093i,0.0018606+0.0010416i,0.00081962+0.00057241i,0.00062491+0.00050018i
-0.0036764-0.00067458i,-0.0050507+0.00029982i,-0.0063668-2.2336e-05i,-0.0047902-0.0031993i,-0.00061764-0.0072438i,0.0013143-0.0073827i,0.0014792-0.0030423i,0.0022807-0.00099606i,0.001126-0.0021193i,-0.00048024-0.0028882i,-0.00072154-0.0028996i,-0.00072462-0.0014785i,-0.00083228+0.00016454i,-0.0013885+0.00012823i,-0.001278-8.516e-05i,-0.00041466+0.00099374i,-0.00074595+0.0016744i,-0.0012231+0.0016931i,-0.00026009+0.0013712i,0.00011266+0.00035643i,-0.0005005-0.0012694i,-0.00074828-0.0020119i,-0.00029213-0.0013288i
0.0023434-0.0020435i,0.00098095-0.0031749i,-0.0006726-0.004187i,-0.0025429-0.0056784i,-0.003824-0.0087936i,-0.0032525-0.0076304i,0.00025656-0.003252i,0.004876-0.0025884i,0.0056775-0.0045737i,0.0032627-0.0045738i,0.0017788-0.0013858i,0.0012147+0.00018584i,0.00042446-0.00012724i,-0.0003802+0.001004i,-0.00049947+0.002718i,-0.0001363+0.0036921i,0.0004908+0.0040266i,0.0018509+0.0041358i,0.0019955+0.0034396i,0.0012178+0.0023636i,0.00085994+0.0017361i,0.00023257+0.00048625i,0.00023642-0.00071194i
-0.0023108-0.00072659i,-0.0022455+0.00073763i,-0.00072831+0.001228i,-0.00075638-0.0014265i,-0.0034917-0.0047883i,-0.0034249-0.0051828i,-0.00036989-0.003666i,0.0014003-0.0022728i,0.0013071-0.0017548i,0.00041245-0.0023427i,-9.0777e-05-0.0019085i,-0.00017803-0.00034686i,-0.00047756+0.00039888i,-0.00058294-0.00024559i,0.00084522-0.00070285i,0.0023984-0.00055741i,0.0024039-0.00058921i,0.0019778-0.0009641i,0.001462-0.00031494i,0.0012132+0.00029824i,0.00081086-0.00043326i,0.00025435-0.0011376i,0.00010208-0.0016879i
-0.00018583+2.1743e-05i,-0.0016298-0.00039963i,-0.0035415-0.0015197i,-0.0040891-0.0013042i,-0.0038898-0.00114i,-0.0037167-0.0024729i,-0.0039579-0.0034886i,-0.0028411-0.0026306i,-0.001051-0.0023475i,0.00043761-0.0023347i,0.0012374-0.002239i,0.0016788-0.0016998i,0.0018202-0.00046503i,0.0015356-7.3609e-05i,0.00060713-0.0010163i,0.00045733-0.0019594i,0.00089961-0.001922i,0.0016964-0.0014298i,0.0021425-0.00065817i,0.00073064+0.00089424i,-0.0005945+0.0014748i,-0.00037059-0.00015671i,0.00042972-0.0013853i
0.00022396-0.0019424i,0.00065162-0.0021522i,0.0017644-0.0014406i,0.0017588-0.0016423i,0.00031478-0.0032407i,-0.0003542-0.0035146i,-0.00039649-0.0021128i,0.00094737-0.0014122i,0.0024906-0.002538i,0.0027605-0.0023868i,0.0027049+0.00016867i,0.0023353+0.0011236i,0.0019063+0.00099346i,0.0023906+0.00095658i,0.0027549+9.4271e-05i,0.0018285-0.0010878i,-1.3565e-05-0.0013712i,-0.0013145-0.001394i,-0.00081738-0.00099495i,0.00045048-0.00023154i,0.0011285+3.7584e-05i,0.00066496-0.00030145i,-0.00036743-0.00083107i
0.0011681+0.00027437i,0.001058-0.0025542i,0.0012561-0.0041957i,0.0020187-0.004833i,0.0033064-0.0059249i,-0.00014956-0.0052726i,-0.0032142-0.00069994i,-0.00079812+0.0035028i,0.0022344+0.0026904i,0.0015553-0.00047204i,-0.00063077-0.0012441i,-6.8751e-05-0.0018225i,0.00073463-0.0023352i,-0.00054618-0.002355i,-0.0025903-0.002228i,-0.0034774-0.0026013i,-0.0027713-0.0021531i,-0.0016702-0.0001814i,-0.0010605+0.0015547i,-0.00066829+0.0027658i,-0.00068854+0.0020246i,-0.00032152+0.00042943i,-0.00012451+0.00026647i
-0.0020606+0.0018101i,-0.0010711+0.0032584i,0.00040987+0.0028005i,0.0020314-0.00080241i,0.0029903-0.005741i,0.0016646-0.0060143i,-0.00024402-0.0019617i,-0.00015102-0.00027874i,0.0004791-0.0011492i,0.0010206-0.0010767i,0.0016615-0.001212i,0.0012934-0.0021431i,0.00026434-0.0026323i,0.00081136-0.0017853i,0.00098823-0.00038593i,-0.00075093+0.00026367i,-0.0023153+2.2906e-05i,-0.0021814-0.00057005i,-0.00067603-0.00095343i,0.00021133-0.00075245i,0.00059179-0.00055595i,0.00055427-0.00052644i,5.2767e-05-0.00037597i
-0.00096607-0.00080434i,-0.0013265-0.0019233i,-0.00087066-0.0033504i,0.0013294-0.0056991i,0.0015646-0.0090811i,0.0005935-0.0080069i,0.0026936-0.0027157i,0.005162-0.0011082i,0.0050367-0.0028857i,0.0024153-0.003395i,0.0010847-0.0013666i,0.0010638-0.0001658i,-0.00085263-0.0015143i,-0.0027378-0.0016744i,-0.0032939-0.00029501i,-0.0028947+0.0015469i,-0.0032889+0.0030899i,-0.0031046+0.0035688i,-0.00098959+0.0035858i,-0.00013663+0.0023626i,-0.00041068+0.00099891i,-0.00059427+0.0007815i,-0.00015381+0.0010226i
0.0032176-0.0020658i,0.0010389-0.0022169i,-0.0010375-0.0039048i,-0.002892-0.0064149i,-0.004418-0.0079243i,-0.0033833-0.0056094i,-0.00051014-0.0013542i,0.002722+0.0013495i,0.0039305+0.000144i,0.0017906-0.0017878i,-0.00026634-0.0023963i,-0.0017272-0.0015326i,-0.0016627+0.0007101i,0.00022881+0.0017988i,0.00079051+0.0026473i,0.00017283+0.0026622i,0.00032794+0.0020711i,0.0013948+0.0018032i,0.0017699+0.00060717i,0.0010538+0.00029137i,0.00068014+0.00054664i,0.00059764+0.0001674i,0.00067763-0.00091848i
-0.00017749+0.00029736i,-0.00095789-0.00095594i,-0.0020792-0.0024226i,-0.0020365-0.0037329i,-0.0019799-0.0045681i,-0.0019789-0.004895i,-0.0013099-0.0048948i,-0.001184-0.0048368i,-0.0013331-0.0049969i,0.00054213-0.0034804i,0.0028245-0.0011689i,0.0025031-4.7384e-05i,0.00013922+0.00078106i,-0.00027618+0.00023123i,0.00063669-0.0013056i,0.00075034-0.00092539i,0.00073042+0.0010354i,0.00051146+0.0017514i,-0.00066358+0.0017217i,-0.0012534+0.0012397i,-0.0013524+0.0007749i,-0.0014515+0.00048766i,-0.001217-0.00046928i
