-0.0044995+0.00029811i,-0.0028229+0.00027205i,-0.0025874+0.0015561i,-0.0017205+0.0021627i,0.00022039+0.0020763i,0.0014128+0.0015899i,0.00086787+0.00095434i,0.00052049+1.0598e-05i,0.00021027+0.000211i,-0.0002293+0.00042823i,-0.00030037-0.0006351i,-0.00056837-0.0014788i,-0.00096946-0.0016657i,-0.0017178-0.00097333i,-0.0018312-0.00045073i,-0.00094772-0.00013515i,-0.00036992-0.00037227i,0.0001813-0.00087216i,0.00015058-0.0002999i,0.00080597+0.00065566i,0.00097614+0.00010892i,-0.00028675-0.0005569i,-0.00086472-6.6075e-05i
-0.0030304-0.0018035i,-0.0016784-0.0011266i,-0.0013055-8.2277e-05i,-0.0012749+0.00021406i,-0.00022224+0.00062379i,0.00064621+0.00050234i,0.00049285-0.00011127i,-0.00014319-0.00048897i,-0.00026635-0.00048972i,-4.3034e-05+0.00013512i,0.00014361+0.00064668i,2.4018e-05+0.00066653i,2.931e-05+0.00081601i,-0.00047875+0.00024481i,-0.00035139-0.00060599i,0.00042315-0.00031412i,0.0010971+0.00024678i,0.0010867+0.00027245i,0.00033949-0.00016923i,-0.00023818-0.0001329i,-0.00040549+9.9366e-05i,-0.00089221+0.0001114i,-0.00075852+4.5829e-05i
-0.0005903-0.00073379i,0.00017428-0.00022244i,-0.00013555-0.00056174i,-0.001021-0.00032297i,-0.00075377-0.00049177i,0.00050435-0.0010692i,0.00075649-0.0005809i,0.00083808-0.00039095i,0.0006506-0.00049945i,7.7086e-05-0.00039393i,0.00024885-0.00044863i,-0.00027399-0.00047144i,-0.00078914-0.00020379i,-8.0623e-05+2.7352e-05i,7.7328e-05+0.00048408i,-0.00042555+0.00044452i,-0.00017109-0.00017783i,-0.00070381+0.00010336i,-0.0010525+7.6135e-05i,-7.9874e-05-0.00038712i,0.0004772-0.0006785i,0.00058647-0.00057368i,0.00098084+0.00026704i
-0.0018912-0.002318i,-0.00096049-0.0021545i,-0.0010104-0.00073549i,-0.00099673+0.00041057i,-0.00053903+0.00091636i,0.00051251+0.0010488i,0.00090879+0.00048982i,0.00073116-0.00042577i,0.00048856-0.00094515i,6.1827e-05-0.00036968i,-0.00022337+0.00047235i,-0.0004603+0.00064908i,-0.00030423-0.0003089i,-0.00071091-0.0014996i,-0.0011189-0.0012759i,-0.00034911-0.0011839i,9.0162e-05-0.0011963i,7.5845e-06-0.00043638i,-0.00026174+2.0654e-05i,2.0971e-05-0.00038733i,0.000718-0.0005436i,0.0006528-0.00070483i,-0.00034226-0.00046737i
-0.0022938-0.00043325i,-0.0023592-0.001179i,-0.0013244-0.00077945i,-1.3199e-05-0.00098358i,0.00035865-0.0013314i,0.00023972-0.0012161i,0.00081346-0.00066257i,0.0014106-0.00014859i,0.0012718-0.00031623i,0.00014807+2.5134e-05i,-0.00046298+0.0010069i,-0.00065687+0.0011065i,-0.00064997+0.00031244i,4.7652e-05+0.00017793i,0.00016496-0.00014013i,-0.00027522-0.00042556i,6.2245e-05+0.00029191i,0.0003205+0.00086836i,-0.00017482-6.898e-05i,-6.444e-05-0.00085356i,0.00051725-2.2008e-05i,0.0005155+0.00046026i,4.1688e-06+0.00010587i
-0.0012536-0.0021893i,-0.0012676-0.0025016i,-0.0017683-0.0010605i,-0.00068598+0.00091304i,0.00071603+0.0012501i,0.0016367+0.00079073i,0.0020184-0.00031291i,0.0013764-0.0011473i,0.00074079-0.0011743i,0.00017201-0.00066577i,-0.00060219-0.00057975i,-0.00025444+0.00016736i,-8.1403e-05+0.0005714i,0.00066216-0.00047585i,0.0012821-0.00098876i,0.0008894-0.00044802i,0.00054084+4.4999e-06i,-0.00016069-0.00023539i,-0.00057158-0.00025985i,-0.00065744-0.00024783i,-0.0010309-0.00051432i,-0.0011066-0.00086523i,-0.0010487-0.00069978i
-0.00038522+0.0023653i,-0.00096503+0.0018525i,-0.001567+0.00040305i,-0.00074845-0.00069749i,-0.00011467-0.0012166i,-0.00033741-0.00043275i,-8.7103e-05+0.00010034i,0.00027173-0.00018691i,5.0175e-05-0.0002142i,-0.00032423+0.00038172i,-0.00036359+0.00087818i,-0.00073664+0.000574i,-0.0014859+5.789e-05i,-0.0007118-0.00010946i,0.00010102+7.0663e-05i,-0.00011173+0.00059091i,6.6248e-05+0.00076302i,0.00025135+0.00040505i,0.00027315-0.00014203i,1.0746e-05-0.00056302i,0.00020931-0.0002276i,0.000416-0.00022896i,-3.8437e-05-0.00080138i
-0.0032351-0.0014168i,-0.0027431-0.0027586i,-0.0013168-0.0019618i,-0.00056901-0.00069035i,0.00033931-0.0007774i,0.0014572-0.00095272i,0.0022604-0.00018716i,0.0016725+0.00032221i,0.00069127-0.00037427i,-5.4748e-05-0.00051092i,-0.0002588+0.00012811i,0.00033313+0.00023099i,0.00016893-0.00065396i,-0.0005223-0.00094888i,-0.00011835-0.00059221i,-4.4708e-05-0.00010385i,-0.00044668+0.00013319i,-0.00017546-0.00013392i,-4.3529e-05+4.1154e-05i,-4.3593e-05+0.0003983i,0.00045875+0.00030501i,4.7573e-05+0.00032021i,-0.00014754+0.0007725i
-2.7488e-05-0.0010513i,0.0010004+0.00024192i,0.0013064-0.00026877i,0.00057024-0.0011412i,-0.00027365-0.00086056i,0.00010218-6.8479e-05i,0.00076401-0.00042249i,0.00067926-0.00086978i,5.7575e-05-0.00018086i,-8.4053e-05+0.00021803i,-7.5343e-05-3.2347e-05i,-0.00025786-0.00036132i,-7.7635e-05-1.3677e-05i,5.1755e-05-0.00037959i,1.0123e-05-0.00097732i,0.00017476-0.00078239i,-0.0003524-0.00081672i,-0.00034907-0.00019641i,0.00017743+0.00090141i,0.0003271-3.2525e-06i,0.00064887-0.00090999i,0.0013042-0.00063899i,0.00070812-0.00050984i
-0.0040131-0.00069803i,-0.0043078-0.00084386i,-0.0046248-6.4563e-05i,-0.0030042+0.00029324i,-0.00053679-0.00025667i,0.00087016-0.0007973i,0.00088022-0.00073024i,0.00099648-0.00080603i,-9.0484e-05-0.00078583i,-0.00081546-0.00065945i,-0.00014641-5.8471e-05i,0.00071784+0.00020591i,0.00056105+4.5839e-05i,-0.00041288-0.00056944i,-0.00056221-0.000524i,2.9321e-05-0.00022246i,-0.00020726+0.00042781i,-0.00025946+0.00070776i,0.00025658+0.00017904i,0.00045868-0.00022779i,0.0002591-5.537e-05i,0.00030323+0.0001086i,0.00031701+0.00029365i
0.0038774-0.0016799i,0.0033034-0.0017511i,0.0032066-0.0027892i,0.0019857-0.0020419i,0.00083028-0.00058371i,0.00079238+0.00021849i,0.001129+0.00026017i,0.00057868-0.0002143i,-0.00040636-0.00034839i,-0.00063765+6.7007e-05i,-0.00067848+0.00026354i,0.00023737+6.333e-05i,0.00098634+0.00025101i,0.00081096+0.00024313i,0.00068257-0.00012942i,0.00024625+0.00039305i,0.00033379+0.0011126i,0.00067125+0.0015052i,5.093e-05+0.00098345i,-0.00020602-7.0731e-05i,2.2777e-06-0.00015456i,3.3918e-05+0.00073836i,0.00012942+0.00058359i
-0.0022003+0.0021821i,-0.0023873+0.00085019i,-0.0011779+0.00097538i,0.00021538+0.0010427i,0.00029064-9.5533e-08i,0.00013634-0.00060012i,0.00085465-9.3634e-05i,0.001206+3.5881e-05i,0.00050398-0.00089446i,-0.00017389-0.0013032i,-0.00011799-0.00040314i,-8.2754e-05+0.00043223i,-0.00029751+0.00070364i,-0.00026612+0.00087172i,-3.0651e-05+0.00045023i,-9.1738e-06-0.00021219i,-0.00015601-0.00050195i,-4.2466e-05-0.00065334i,-7.2791e-05-0.00014941i,-9.9018e-05+0.00042663i,0.00036518+0.00064788i,0.00039308+0.00049978i,7.0546e-05-0.00048948i
-0.00026051-0.0029087i,0.0014634-0.0039102i,0.00046566-0.0035999i,-0.001115-0.0023491i,-0.00045462-0.0011756i,0.00043898-0.00057956i,0.00020855+0.00015708i,0.00031673+0.00051045i,0.00074839+0.00049219i,-0.00014181+0.00047558i,-0.0004399-8.8395e-05i,-0.00029661-0.00010122i,-7.8094e-05-4.8376e-05i,9.6503e-06-0.00013889i,-0.0007882+0.00030927i,-0.00097027+0.00046549i,-0.00033282+0.00052333i,-0.00034216+0.00085773i,-0.00042138+0.00088064i,0.00018715+0.00052975i,0.00047495+0.00011535i,-0.0002013-0.00049295i,0.00026979-0.00062205i
-0.0010223+0.0021218i,-0.001385+0.0028896i,-0.00024217+0.0026246i,0.00055703+0.0011004i,-0.00038018+0.00018299i,-0.00011747+0.00023967i,0.00071008+0.00040945i,0.00067142+0.00049082i,0.0004435-0.0001284i,-7.1482e-05-0.00071226i,0.0001943-1.0538e-05i,0.00030388+0.00057391i,-0.00021706+0.00066829i,-0.00051476+0.00086029i,-0.00037735+0.00024145i,-0.00055039-0.00048107i,-0.00087442-0.00060812i,-0.0006695-0.0011061i,-3.26e-05-0.0013468i,0.00069891-0.00063143i,0.00029413-3.4506e-05i,-0.00057196-1.6201e-08i,-0.00018785-0.00040836i
-0.0012886-0.0055549i,-0.0017624-0.0062403i,-0.0033772-0.0050484i,-0.0023318-0.001624i,-0.00066395+0.00076571i,-2.5853e-05+0.0010049i,0.00077982+0.00083408i,0.0016464+3.6041e-05i,0.0016207-0.00028826i,0.00094927+0.00038904i,-4.7163e-05-3.0419e-05i,-0.0010433-0.00059954i,-0.0011077-0.00047685i,-0.00039517-0.00085135i,-0.00020108-0.0017567i,-0.00040896-0.0015855i,-0.00021968-0.00038847i,0.00096361+0.00033761i,0.0018785+0.00047878i,0.0014192+0.00048273i,0.00055985+0.00056233i,0.0004676+0.00058876i,0.00082689+0.0006388i
-0.00056569+0.0013884i,-0.0022377+0.0025256i,-0.0029637+0.0027118i,-0.0022352+0.0014041i,-0.0015668-0.00016553i,-4.7691e-06-0.001527i,0.0006898-0.0012165i,8.1057e-05-0.00078022i,-0.0010784-0.0011073i,-0.001207-0.00035434i,-0.000865+0.00051608i,-0.001185+8.1558e-05i,-0.0010724-0.0007081i,-7.2632e-05-0.0005902i,0.00023294+0.00052197i,0.00036511+0.00086819i,0.00030172+0.00013828i,-0.00037327-0.00049824i,-0.00080571-0.00017065i,-0.00061587+0.00039837i,-0.00022523-0.00016782i,4.3965e-05-0.0011635i,-5.4415e-07-0.0007836i
-0.0013475-0.003873i,-0.0018106-0.0061114i,-0.0025325-0.0045405i,-0.0019239-0.0016106i,-9.5355e-05-0.00014018i,0.00099693+0.00075384i,0.00152+0.00053231i,0.001637+6.086e-05i,0.00066864-0.00038887i,-0.00010099-0.0010433i,-0.001032-6.984e-05i,-0.00073367+0.00026813i,0.00030682-0.0004731i,-8.8573e-05-0.00095199i,-0.00037627-0.0010663i,0.00063594-0.00054577i,0.00091044+0.00063302i,0.00011251+0.00092114i,-0.00018488+0.00052394i,-0.00021328+0.00070213i,0.00015886+0.00010458i,0.0004362-0.00061199i,-0.00027064+0.00012935i
0.00029663+0.00078531i,0.00067561+0.00034281i,-0.00031811-0.00081758i,-0.00095586-0.0004102i,-0.0008241+0.00042669i,-0.00078638-8.7535e-05i,-0.0010782-0.00033549i,-0.00024986-0.00048572i,-0.00013042-0.00072496i,-0.00070737-0.0001176i,-0.00031378+7.4903e-05i,0.00010229-7.6158e-05i,-4.0206e-05+4.8926e-05i,-0.0002932-0.00018149i,-2.7376e-05-0.00064483i,0.00025459-0.00080028i,0.00071486-0.00091043i,0.00083679-0.0010307i,0.00081888-0.00023125i,0.00080793-3.6781e-05i,0.00061944-0.00032567i,-8.7178e-05-0.00071923i,-0.00076303+0.00027112i
-0.0056493-0.0015264i,-0.0067784-0.001921i,-0.0049684-0.00068476i,-0.0015967+0.00093841i,0.0011519+0.0016969i,0.0028424+0.0010147i,0.0027817+0.00014234i,0.0015694+0.00012822i,0.00040004-2.8812e-05i,0.00049706-0.00078617i,0.00079326-0.00065141i,-0.00021475-5.1367e-05i,-0.00057957-4.3182e-05i,-0.00048567-0.0003754i,-0.00092315-0.00089178i,-0.00035731-0.00089335i,-3.6261e-05+2.8916e-05i,-0.00031126+0.00049138i,-0.00045596+0.00035491i,-0.00049905+0.00018137i,-0.00070096-9.1396e-05i,0.00050254-0.00032951i,0.00077778+1.859e-05i
0.0013447-0.0037759i,0.0018158-0.0032755i,-9.2888e-05-0.0031603i,-0.0017673-0.00136i,-0.0025411-0.00021918i,-0.0020591-7.1903e-05i,-0.0013813+0.00052931i,-0.0010536-0.00011507i,-0.00073688-0.0015833i,-0.00045575-0.0008517i,-0.00052041+0.00087818i,-0.00037302+0.00065982i,-0.00037914-4.8603e-05i,-0.0001493-0.0011807i,0.00071297-0.00153i,0.00071266-0.0007194i,0.00039922+0.00040364i,0.00022147+0.00047288i,0.00036585-0.00023778i,0.00090201+0.00015295i,0.00055391+0.00053587i,0.00063135+0.00023459i,0.00041676+0.00010943i
-0.0013683-0.0010002i,-0.0033777-0.0020246i,-0.0034087-0.0025527i,-0.0018442-0.0022099i,-0.00083714-0.0021813i,0.00032532-0.001722i,0.00079341-0.00075326i,0.00059937-0.00036776i,0.00089609-0.00063108i,0.0011642-0.0011967i,0.0005743-0.00077976i,-2.8467e-05+0.00019402i,3.7653e-05+0.00037572i,0.00065149-0.00030683i,0.0013066-0.00030797i,0.0010746+0.00021479i,0.00055099+4.2849e-05i,-2.86e-05-0.00024067i,0.00014191-0.00026913i,0.00016326-0.00023841i,-0.00035823-0.00044586i,0.00018483-0.00067719i,0.00058942-0.00019769i
-0.0026407-0.014133i,-0.0059211-0.013064i,-0.011056-0.0099013i,-0.010252-0.0029717i,-0.0072112+0.0031701i,-0.0016448+0.0044442i,0.0021511+0.0012948i,0.0018805-0.00096638i,-0.00037294-0.0012389i,-0.0022183+0.00040849i,-0.0017776+0.0021544i,-0.00078052+0.0014093i,0.00018283-0.00075216i,0.00093319-0.0032252i,0.0012624-0.0045863i,0.0015557-0.0032238i,0.0019365-0.00064067i,0.00081841+0.00020083i,-0.0012664+7.2301e-05i,-0.0019198+0.00052109i,-0.00087043+0.00032068i,-2.8499e-05-0.00087865i,0.00029102-0.0016381i
-0.00057761+0.0038244i,-0.000675+0.0033921i,0.00111+0.0029611i,0.0012728+0.00079199i,0.00032291-0.0012053i,-0.0005557-0.0016171i,-0.00073878-0.00071513i,0.00055216-0.00048439i,0.0015278+4.4143e-05i,0.0013134+7.172e-05i,0.00044255-0.00054111i,2.9832e-05-0.00029906i,-0.00044011-6.3356e-05i,-0.00022422+0.00016032i,-0.00013876+0.0006859i,-0.0018252+0.00077538i,-0.0018741+0.00016121i,-0.00054228-0.0004498i,-0.00018747-8.9326e-05i,-8.1931e-06+0.00038208i,-6.8166e-05+0.00023068i,-0.00024679-4.405e-05i,-0.00057284-0.0004201i
0.0013006-0.0025611i,0.0008621-0.0028211i,-0.00072826-0.0028905i,-0.00094526-0.0015632i,0.00028167-0.0003956i,0.00088069-0.0002598i,0.00068652+0.00021992i,0.0010643+0.00014554i,0.0012398-6.254e-06i,0.00032778-0.00034304i,9.7743e-05-0.00099767i,0.00011655-0.001187i,-0.00019945-0.0011176i,-0.0001048-0.00020075i,-5.9494e-05+0.00039471i,-0.00079979+6.6445e-05i,-0.00069271-0.00011663i,-0.00030741-7.5727e-05i,-0.00040526+0.0001368i,0.00066315-0.00026576i,0.00048333-7.424e-05i,-0.0005411+0.00062195i,-0.00013053+0.000854i
-0.00086896+0.00068205i,0.00019257+0.0018616i,0.0015516+0.0013507i,0.00084171-0.00047592i,8.1352e-05-0.0012708i,0.00040953-0.00053485i,0.00030826+0.00010417i,0.00052978-0.00031018i,-0.00028981-3.1266e-05i,-0.0011833-0.00070362i,-0.00050343-0.0010384i,-0.00020362-0.00055557i,-6.6524e-05-0.0002506i,-0.00041399-0.0001623i,-0.00064242-0.00048262i,-0.00021244-0.00041877i,-0.00011708-1.4704e-05i,0.00035249+0.00035092i,0.00079585+0.00076313i,8.9932e-05+0.0011636i,-4.0872e-05+0.00080501i,0.001029+4.6046e-05i,0.0017277-0.00047605i
-0.00022841-0.00073163i,-0.00053127-0.0017548i,-0.0009968-0.0013854i,-0.00052117-0.00049247i,0.00048464-0.00074581i,0.00030353-0.00066147i,7.4038e-05+0.00018825i,0.00075488+0.00011758i,0.00070987-0.00019644i,0.00041256-0.00092539i,0.00045401-0.00088197i,-0.00018688-2.6007e-06i,-0.00058819-0.00037021i,-0.00012784-0.00055192i,-8.9369e-05-4.6045e-05i,-0.0010894+4.5433e-05i,-0.001691+0.00044834i,-0.0012276+0.00089769i,-0.0005803+0.00089303i,-0.00034727+0.00027281i,-0.00030958+0.00029379i,-5.9031e-06+0.00093131i,0.0002325+0.00044384i
-0.001053+0.0016454i,0.0018985+0.0012637i,0.0028017+0.00055896i,0.0015766+0.0002081i,0.0014103+0.00023369i,0.0017568+0.00032182i,0.0012107+0.0002377i,0.00047757-0.00015728i,-0.00024177-0.00011929i,-0.00016184-0.00020375i,-0.0003086-0.00093207i,-0.00060742-0.0015609i,-0.00068084-0.0014446i,-0.00093105-0.00070051i,-0.00088972+0.00036024i,-0.0014843+0.00019772i,-0.0014175-0.00027442i,-3.3172e-05+1.2023e-05i,0.00062313+0.00012329i,0.00015122+0.00016735i,-0.00013226-4.5045e-05i,0.00065443-0.00043574i,0.00060224-0.00016037i
-0.00080703-0.0011304i,-0.0011195-0.0018195i,-5.125e-05-0.0026503i,0.0010764-0.0029679i,0.00071203-0.002545i,-0.00010444-0.00086599i,0.00016598+0.00079337i,0.00091344+0.00086861i,0.0012923-0.00025085i,0.0007076-0.00086728i,-0.00028888-0.0007734i,-0.00033232-0.0007032i,-0.0007027+2.3244e-05i,-0.00050954+0.00013383i,-0.00010062+0.00031439i,-0.0008039+0.00094567i,-0.00065279+0.00090684i,0.00033492+0.00067975i,0.00065544+0.00074176i,0.00082616+0.00096012i,0.00037292+0.00063445i,-0.00021199+0.00057754i,0.00036365-1.4821e-05i
0.0017382-0.00031207i,0.0023132-0.00092658i,0.0011326-0.0021511i,7.4665e-05-0.0010861i,0.00091698+0.00070993i,0.0021735+0.00056828i,0.0020833+0.00055922i,0.00092182+0.0010293i,0.00051938+0.00031393i,0.00020871-0.0002263i,-0.00015746+0.00030732i,-6.0183e-05+0.00066938i,-0.0002432+0.00028523i,-0.00061939+0.00035282i,-0.00038032-4.3115e-07i,0.00076692-0.00065038i,0.0007825-0.00066843i,-0.00038582-0.00023019i,-0.00087979+0.00018048i,-0.00042248+6.0394e-05i,-2.4119e-05+0.0002118i,-0.00044165+0.00062423i,-0.00050741+0.00021597i
-0.0022946-8.9667e-05i,-0.0017266-0.0004254i,0.0002691-0.00044877i,0.00059998-0.00055538i,0.00021028-0.00019215i,0.0010507-0.00011295i,0.0019465-0.00010482i,0.0016441-0.00032114i,0.00041743-0.00098006i,-0.00038926-0.00094367i,-0.00023051-0.00032797i,0.00044937+0.00030471i,0.00031668+0.0012985i,0.00018184+0.00056371i,-0.00021757-0.000448i,-0.00084064-0.00027373i,-0.0010335-2.7478e-05i,-0.00012158-0.00030455i,0.00031689-8.596e-05i,-0.0003352+0.00032799i,-0.00023706+0.00088341i,0.0001685+0.001153i,0.00029812+0.00080824i
0.0026337-0.0018399i,0.0027544-0.0040389i,0.0013281-0.0047422i,0.00039459-0.0036053i,0.00045887-0.002601i,-0.00034923-0.0017293i,-2.2683e-05-0.00058517i,0.00094902-9.4226e-07i,0.00066387+3.6777e-05i,0.00036972-0.00017193i,0.00033338-0.00074482i,0.00043872-6.995e-05i,0.00099166+0.00073744i,0.00081707+0.00038297i,0.0007483-0.00010045i,0.00039093-0.00066114i,4.6153e-05-0.00096913i,0.00044643-0.00015617i,0.00036236+0.00072236i,0.00027876+0.00061851i,0.0013678+0.00017404i,0.0010663+0.00078765i,-7.8516e-05+0.00074787i
0.0016243+0.0014627i,0.00078298+0.00066652i,-0.00020698+0.00038719i,-0.00028103+0.00011915i,0.00019856-0.00038362i,0.00056945-0.00053387i,0.00058275-0.00046549i,0.00015086-0.00046438i,-3.0969e-05-0.00058237i,-7.9393e-05-0.00033894i,-0.00045964-0.00074681i,-0.00041693-0.00056584i,0.00045371+0.00033104i,0.00069346+0.00078596i,0.00046914+0.00059637i,0.00042869+6.1088e-05i,-7.9473e-05-0.00033662i,-0.00091478-0.00047846i,-0.0012222-0.00028144i,-0.00056929+0.00058318i,0.00038845+0.00093626i,0.00089525+0.0007451i,0.00095152-6.3214e-05i
-0.00080701-0.0015351i,0.00035367-0.0012716i,0.0006872-0.0012742i,0.00068049-0.0010509i,0.00048872-9.7765e-05i,0.00018479+0.00068723i,0.0010591+0.00060579i,0.0015445+0.00068817i,0.00045825+0.00087777i,-0.00054345+0.00028414i,-0.00051664-0.00049299i,-4.2517e-05-0.00069281i,0.00011314-0.00014714i,0.00019977+0.00037289i,0.00016079+4.7072e-06i,0.00052487+0.00016747i,0.00037159+0.0006109i,-0.0002099+0.00039062i,-0.00070871+9.5921e-05i,-0.00040406+8.4745e-06i,0.00046795-0.00015662i,0.00049279+0.00065376i,8.8726e-05+0.00088499i
0.00090047-0.00040218i,-0.00086716+0.00046714i,-9.297e-05+0.00070196i,0.00063148+0.00017649i,0.00070982-0.00083177i,0.00065667-0.0016609i,0.00053517-0.001703i,0.00030347-0.0012332i,0.00025054-0.00075202i,0.00030134+0.00028612i,0.00038686+0.00073077i,-0.00019619+0.00067967i,-0.00012352+0.00061179i,3.9975e-05+0.00066133i,-0.00041765-1.1762e-06i,-0.00071392-0.00016839i,-0.00079771-0.00012636i,-0.00040325-0.0003325i,-0.00027279-0.00014165i,-0.00034506+0.00043576i,-0.00066163+0.00037363i,-0.00095757+0.00023501i,-0.00047319+0.00033238i
0.0019165-0.00055824i,0.0027362-0.0015164i,0.002445-0.0014297i,0.0015487-0.0010254i,0.00048249-0.0013803i,0.0002303-0.00076964i,0.0010806+0.00014562i,0.0013752+0.00042688i,0.00071018+0.00078095i,9.6044e-05+0.00070123i,6.8219e-05+0.00018405i,0.00021784+0.0002204i,-0.00030021+6.7137e-05i,-0.00054818+0.0003337i,-0.00036234+0.0014321i,-0.00066876+0.0012247i,-0.00042797+0.0005756i,0.00020711+0.0008004i,0.0006832-0.00010169i,0.00024806-0.0011924i,0.00019854-0.00085936i,0.0010905-0.00090867i,0.0010458-0.0013814i
-0.00082377+2.6288e-05i,-0.00097801+0.0002231i,-0.00064954-0.00046482i,-9.5368e-05-0.00067145i,0.00092407+1.645e-05i,0.0016057+0.00089316i,0.002063+0.00075875i,0.0018906-3.1872e-05i,0.0012626-0.0011335i,0.00065415-0.0012097i,-0.00027464-0.0006492i,-7.3038e-05-0.00054086i,0.00032754-0.00029419i,0.00023109+0.00021693i,0.00055354-0.0004437i,0.0010566-0.0006694i,0.00039876+0.00010335i,-0.00024544-6.0591e-06i,-8.2103e-05-0.00070586i,8.5772e-06-0.0010767i,0.00054278-0.00061378i,0.00069864+0.00013908i,0.00053641+0.00030578i
-0.00020689-0.0038999i,-0.00099019-0.0042897i,-0.0021412-0.0033764i,-0.0020702-0.00061904i,-0.0012026+0.0010696i,-0.00028992+0.001562i,0.00081326+0.0010128i,0.001368+0.00034166i,0.0011531-0.0004953i,0.00091253-0.00074837i,0.00033585+0.00013482i,4.0539e-05+0.00080318i,0.00043003+5.8664e-05i,0.00051286-0.00050692i,6.0531e-05-0.00053775i,0.00034418-0.00095984i,0.00063023-0.00071476i,0.00014304+3.3833e-05i,5.5744e-05+0.00059249i,-4.7381e-05+0.00020278i,2.1817e-05-0.00030609i,0.00018081-0.00011441i,0.00073995+0.00014629i
0.00039138+0.00037088i,0.00055517+0.00089761i,-0.00012391+0.0011379i,-0.00071187-0.0006261i,-0.0014897-0.0022365i,-0.00098187-0.001826i,-0.00034233-0.00038894i,0.00010607+0.00051144i,-0.00010741+5.5523e-05i,-0.00029838-0.00021135i,0.0004319+8.5974e-06i,0.0010207-0.0002157i,0.00047686-2.4791e-05i,-0.00054063+0.00054484i,-0.00019745+0.00016663i,0.00056743-0.00066079i,-0.00016093-0.0005172i,-0.00082046-1.2029e-05i,-0.00062255+0.00013651i,0.00013369-0.00011569i,-0.00025603-0.00075686i,-7.1535e-05-0.00064922i,0.00052934+0.00014641i
-0.0027921-0.0035195i,-0.0035267-0.0043778i,-0.0033157-0.0035265i,-0.0020925-0.0010245i,-0.0001585+0.00047016i,0.00091355+0.00016494i,0.0013193-0.00053983i,0.0011808-0.00066217i,0.00020305-0.00085898i,-0.00050601-0.00066322i,-0.0006993-6.9478e-05i,-0.00096632+0.00032504i,-0.00061886-9.1198e-05i,0.00011094-0.00034698i,0.00023815-0.00037421i,0.00013942-0.00039195i,0.00053699-0.00017958i,0.001107+0.00021196i,0.00099574+0.00062879i,0.00032106+0.00094889i,2.9637e-05+0.00049337i,6.5854e-05-0.00053525i,0.00041244-0.00062867i
0.0014442-0.00034918i,0.0015403-0.00066639i,7.0466e-06+0.00053829i,-0.0014439+0.00065329i,-0.001308-8.2649e-05i,-0.00073921+0.00046036i,-0.00057702+0.00055374i,-0.00076919+9.3163e-05i,-1.9354e-05-3.0229e-05i,0.0005928-0.00015414i,0.00014332+6.238e-05i,0.00014347+0.0004318i,0.00050864+0.00071228i,0.00028062+0.00027371i,-0.00026413-0.00036339i,-0.00048111-0.00029076i,0.00021389-0.0001027i,0.00023729-0.00016856i,-6.5848e-05+0.00037495i,5.9083e-05+0.00019874i,-0.00012392-0.00092742i,-0.00011929-0.0012055i,3.5472e-05-0.00082058i
-0.0021655+0.0015935i,-0.002351+0.0010712i,-0.0010928+0.00099207i,0.0004255+9.2302e-05i,0.0016277-0.0010016i,0.0018594-0.0011134i,0.00089756-0.00079061i,0.00017781-0.00012012i,0.00056311+0.00037544i,0.00068625+0.00037315i,0.00040009+3.1359e-05i,0.0002565-0.00026043i,-0.00062867-0.00011007i,-0.001478-0.00034187i,-0.0011008-0.0002317i,-0.00082643+0.00022261i,0.00015474+0.00026169i,0.00059461+0.00088102i,-3.6128e-06+0.0015693i,-0.00036439+0.00091674i,-0.00034476-1.368e-05i,-7.9332e-05+0.00025189i,-0.00042275+0.00075369i
-0.00085462-0.0022407i,0.00045206-0.0027163i,0.00075087-0.0021392i,-0.0003274-0.00089427i,-0.00015774-0.00023314i,0.00010846+3.5245e-05i,2.078e-05-2.7959e-05i,0.00037982+0.00021468i,0.00059568+0.00074197i,0.00023857+0.00044612i,-0.00027466-0.00024121i,-0.0004273-0.00042231i,-0.00011167-0.00027407i,0.00011586+6.434e-05i,0.00016771-0.00041003i,6.4463e-05-0.0007487i,-5.835e-05-0.00029823i,-0.00044851+0.00040138i,-0.0002604+0.00075989i,0.00046156+0.00030992i,0.00051734+0.0002022i,-0.00016891+1.644e-05i,-0.00039172+4.2733e-05i
-0.00019373+0.0020918i,0.00063321+0.00014238i,0.0010544-0.00070911i,0.0014531-0.00073429i,0.0016453-0.00040566i,0.00065988-0.00054581i,0.00061019-6.0254e-05i,0.00079105+0.00016661i,0.00040747-0.00073205i,5.1148e-05-0.0009504i,-0.00039371+0.00023702i,-0.00088874+0.00082858i,-0.00076314+0.00013602i,-0.00020631-5.2764e-05i,-0.000364+0.00070527i,-0.00081629+0.0010888i,-0.00037709+0.00073828i,-8.3546e-05+0.00015677i,-0.00036082-0.00018598i,0.00027492-0.00033295i,0.00041168-0.00063342i,-0.0003597-0.0010871i,-8.8858e-05-0.00097339i
