-0.0023266+0.00078252i,-0.0027134+0.00033287i,-0.0037206+0.0012328i,-0.003496+0.0023027i,-0.0023382+0.0030386i,-0.00065063+0.0033231i,0.00061692+0.0033291i,0.00090292+0.0032229i,0.0010938+0.002147i,0.0014681+0.00068443i,0.0017042-0.0002701i,0.00095679-0.00039782i,0.00062279-0.00053989i,0.0011265-0.00017594i,0.0012214+0.00036091i,0.00048728+0.0001806i,-0.00053129-0.00023825i,2.6728e-05+0.00012768i,-3.4508e-05+0.00077313i,-0.0011582+0.00064865i,-0.0005102+0.00034539i,-0.00010567+0.00028322i,-0.00055356+1.0119e-05i
-0.23431-0.19995i,-0.45649-0.31895i,-0.57107-0.32727i,-0.46475-0.21225i,-0.22202-0.095161i,-0.021814-0.061882i,0.039946-0.052906i,0.031592+0.0058319i,0.05103+0.088249i,0.082867+0.11495i,0.073071+0.079585i,0.033422+0.042704i,-0.00089831+0.033803i,-0.013389+0.037832i,-0.004367+0.028177i,0.010879+0.0071683i,0.021799-0.0073773i,0.027988-0.006676i,0.025794+0.002889i,0.016291+0.0058009i,0.0081821+0.00023001i,0.0055959-0.0042691i,0.0033302-0.0032006i
0.23182-0.18349i,0.37365-0.40021i,0.38115-0.55922i,0.24909-0.52863i,0.11054-0.37041i,0.025827-0.24196i,-0.01841-0.17874i,-0.020548-0.13002i,0.012675-0.097791i,0.035716-0.083802i,0.019208-0.067212i,-0.0020697-0.037489i,0.0089982-0.0048083i,0.031452+0.0029111i,0.033837-0.013754i,0.021745-0.035453i,0.0068496-0.051471i,-0.0032988-0.056922i,-0.003238-0.047883i,-0.0024723-0.026234i,-0.0055457-0.0061906i,-0.0054006+0.0024976i,-0.00076427+0.0039311i
0.13633+0.24267i,0.3394+0.38976i,0.53137+0.36883i,0.51795+0.18218i,0.28212+0.047163i,0.040543+0.053533i,-0.040016+0.081217i,-0.018204+0.043933i,-0.016419-0.018733i,-0.035172-0.040046i,-0.035706-0.019982i,-0.018289-0.002057i,0.0044224-0.0092222i,0.013579-0.022254i,0.0033704-0.020484i,-0.013806-0.009854i,-0.028053+0.0020515i,-0.035431+0.0051722i,-0.034083-0.0032866i,-0.02501-0.0078144i,-0.015715-0.0045623i,-0.012682-0.00042395i,-0.0091797+0.0007328i
-0.24413+0.081659i,-0.39062+0.26332i,-0.3685+0.46964i,-0.17122+0.51141i,-0.0094295+0.36558i,0.040272+0.23223i,0.070849+0.17345i,0.090741+0.10345i,0.073671+0.037909i,0.047398+0.015692i,0.040903+0.014579i,0.033424+0.00024792i,0.0004307-0.025544i,-0.032162-0.029217i,-0.0378-0.0046187i,-0.025708+0.028358i,-0.0073701+0.053895i,0.0066534+0.066025i,0.0086629+0.059229i,0.0070496+0.032588i,0.0058197+0.0069767i,0.0021244-0.0023022i,-0.0026432-0.0017377i
-0.036126-0.23105i,-0.20249-0.36742i,-0.42329-0.32305i,-0.47378-0.099015i,-0.26799+0.039336i,-0.028027-0.026401i,0.041957-0.099354i,0.0066688-0.072725i,-0.015649-0.028608i,-0.013904-0.019467i,-0.0048584-0.02895i,-0.0017759-0.029657i,-0.013519-0.01043i,-0.020688+0.011315i,-0.0062514+0.016529i,0.017923+0.0098231i,0.036498-0.0021692i,0.047241-0.011314i,0.044239-0.0077604i,0.025328+0.0011126i,0.011853+0.0073536i,0.012741+0.0078172i,0.012095+0.0046342i
0.19921+0.0079325i,0.32861-0.13134i,0.27375-0.33267i,0.036111-0.39358i,-0.13037-0.27633i,-0.13006-0.17165i,-0.11025-0.13176i,-0.10901-0.053782i,-0.086616+0.030487i,-0.070121+0.051013i,-0.068638+0.039203i,-0.048195+0.042248i,0.00044249+0.059281i,0.03941+0.056756i,0.046818+0.024871i,0.035199-0.018432i,0.011683-0.0548i,-0.013222-0.073562i,-0.024813-0.066392i,-0.02108-0.033088i,-0.0091583-0.00063051i,0.0029019+0.0092822i,0.010197+0.0054782i
-0.050258+0.16862i,0.06238+0.2952i,0.25606+0.24532i,0.30607+0.019122i,0.1316-0.088741i,-0.043122+0.015312i,-0.052655+0.094305i,0.01417+0.063407i,0.056203+0.032992i,0.062816+0.042396i,0.044951+0.057352i,0.029253+0.053832i,0.0297+0.028174i,0.030864+0.0031767i,0.015309-0.007708i,-0.013717-0.0086319i,-0.038928+0.0035905i,-0.051401+0.019988i,-0.044527+0.024322i,-0.020996+0.013566i,-0.0040216-0.0026407i,-0.0035944-0.0092902i,-0.0045166-0.0077977i
-0.1358-0.078341i,-0.25026-0.0053206i,-0.19756+0.15101i,0.038683+0.19972i,0.18568+0.10762i,0.14732+0.065793i,0.10277+0.069932i,0.080047-0.012078i,0.033799-0.098736i,0.027481-0.097774i,0.05257-0.069835i,0.044823-0.065081i,0.0047298-0.068734i,-0.031076-0.056495i,-0.043929-0.023931i,-0.039331+0.018864i,-0.01492+0.057632i,0.021428+0.076276i,0.041526+0.065526i,0.035746+0.029627i,0.014347-0.0051506i,-0.0067198-0.015334i,-0.014941-0.0072148i
0.091463-0.10514i,0.053305-0.20769i,-0.068224-0.17932i,-0.094901+0.0035512i,0.031992+0.077492i,0.11128-0.037288i,0.041842-0.10235i,-0.059647-0.046368i,-0.10962-0.0016085i,-0.10743-0.01543i,-0.075936-0.044029i,-0.052591-0.045167i,-0.042321-0.017381i,-0.035487+0.0052774i,-0.022013+0.015362i,0.0082337+0.016006i,0.040851-0.0019072i,0.056335-0.027783i,0.047422-0.039582i,0.018243-0.028225i,-0.0071641-0.0043978i,-0.010371+0.010251i,-0.0032649+0.011636i
0.075195+0.10145i,0.15576+0.098195i,0.12746+0.023008i,-0.050875+0.0096872i,-0.16538+0.072084i,-0.13343+0.050185i,-0.097857+0.0069735i,-0.049356+0.080778i,0.031838+0.153i,0.038938+0.12801i,-0.010247+0.085732i,-0.025385+0.07417i,-0.0033499+0.06949i,0.02325+0.054801i,0.043063+0.026367i,0.050414-0.016452i,0.028319-0.059131i,-0.013538-0.077632i,-0.043447-0.064154i,-0.043368-0.027487i,-0.01867+0.0073246i,0.0062141+0.015905i,0.014491+0.0080728i
-0.10229+0.040617i,-0.12311+0.11354i,-0.089595+0.12375i,-0.10559+0.039601i,-0.18715+0.021546i,-0.16766+0.11788i,-0.024234+0.14072i,0.097845+0.051863i,0.15036-0.019395i,0.13862-0.021796i,0.092829+0.012625i,0.06821+0.02305i,0.057332-0.00080321i,0.047054-0.019116i,0.035808-0.027846i,0.0074786-0.029032i,-0.028126-0.0081783i,-0.0461+0.021474i,-0.038299+0.036336i,-0.012331+0.029422i,0.011266+0.0081112i,0.018541-0.0083656i,0.01421-0.013544i
-0.0072505-0.10575i,-0.065143-0.14239i,-0.083024-0.1344i,-0.011939-0.13858i,0.048333-0.15313i,0.060017-0.097985i,0.083054-0.049439i,0.054569-0.10221i,-0.039315-0.14933i,-0.06678-0.1184i,-0.023302-0.078478i,0.0039221-0.06315i,0.00064685-0.053361i,-0.014988-0.039873i,-0.037847-0.021086i,-0.054677+0.010812i,-0.036995+0.045044i,0.0055026+0.057125i,0.03527+0.042836i,0.035668+0.012461i,0.013122-0.012356i,-0.0080369-0.017293i,-0.014079-0.0094907i
0.10431+0.021589i,0.15337-0.036317i,0.16553-0.096135i,0.17215-0.11668i,0.17699-0.15904i,0.10392-0.21344i,-0.018279-0.17976i,-0.098607-0.074385i,-0.13109+0.017503i,-0.11606+0.048016i,-0.080826+0.024181i,-0.0689+0.013043i,-0.061785+0.031206i,-0.053486+0.039745i,-0.046865+0.044087i,-0.021903+0.04546i,0.010156+0.024686i,0.026911-0.0091509i,0.021142-0.032794i,-0.0040259-0.029274i,-0.022856-0.005942i,-0.023148+0.012428i,-0.014799+0.018277i
-0.049798+0.089764i,-0.0057685+0.13982i,0.057683+0.14379i,0.066291+0.11164i,0.027424+0.08264i,-0.03487+0.045276i,-0.093161+0.027192i,-0.072552+0.062252i,0.0095627+0.086545i,0.047426+0.073972i,0.033901+0.057013i,0.013646+0.044346i,0.0018523+0.037552i,0.0081182+0.036979i,0.031484+0.030771i,0.049094+0.0089651i,0.037008-0.016697i,0.00016818-0.024158i,-0.028179-0.007923i,-0.022316+0.015491i,0.0008063+0.023292i,0.013703+0.017269i,0.014381+0.010019i
-0.064802-0.079097i,-0.1193-0.039616i,-0.13758+0.052981i,-0.099386+0.13681i,-0.052249+0.19928i,-0.003113+0.22403i,0.042002+0.17924i,0.059841+0.08684i,0.060481+0.0030149i,0.055926-0.036778i,0.052659-0.036341i,0.055444-0.031658i,0.057148-0.03279i,0.06025-0.032701i,0.055662-0.042835i,0.030199-0.051525i,0.0016273-0.036203i,-0.0070949-0.00075115i,0.0055426+0.02648i,0.022413+0.021203i,0.028882+0.0013324i,0.026738-0.0094248i,0.020067-0.012936i
0.094071-0.015778i,0.068938-0.059844i,-0.010234-0.06483i,-0.059116+0.009747i,-0.026039+0.062252i,0.054694+0.037901i,0.099016-0.0026568i,0.073516-0.012539i,0.035726-0.0082108i,0.0087864-0.020223i,-0.018608-0.02597i,-0.02126-0.013054i,-0.0038633-0.011607i,-0.0043133-0.02428i,-0.024204-0.028762i,-0.038669-0.017335i,-0.026488-0.0012507i,0.0069176-0.0026837i,0.026384-0.021781i,0.011257-0.033902i,-0.013666-0.02805i,-0.020569-0.014796i,-0.015586-0.0056916i
-0.036322+0.087511i,0.0045938+0.076959i,0.025306+0.012326i,-0.033223-0.057698i,-0.094987-0.09817i,-0.099511-0.12797i,-0.077267-0.12536i,-0.038987-0.074456i,-0.0070212-0.027137i,-0.011714+0.0026549i,-0.026091+0.027426i,-0.028807+0.029454i,-0.038069+0.011856i,-0.054029+0.010571i,-0.050809+0.031575i,-0.023904+0.049087i,0.0019505+0.039582i,0.0070061+0.0093577i,-0.006763-0.013435i,-0.0217-0.013395i,-0.026747-0.0017226i,-0.025189+0.004129i,-0.020612+0.008014i
-0.059274-0.082766i,-0.061374-0.052032i,-0.032098-0.037143i,-0.022187-0.10268i,-0.083846-0.13601i,-0.14435-0.04383i,-0.11247+0.043827i,-0.057339+0.020146i,-0.057906-0.021802i,-0.051014-0.0098497i,-0.0037389+0.0029023i,0.019098-0.0068958i,0.009532+0.0010335i,0.011517+0.024388i,0.025148+0.033012i,0.032697+0.023316i,0.022686+0.0087771i,-0.0015628+0.0079421i,-0.013211+0.022634i,0.0012176+0.030762i,0.020366+0.020082i,0.022822+0.0051799i,0.015983-0.00153i
0.1015-0.013695i,0.073453-0.032057i,0.039727-0.046449i,0.066737-0.046524i,0.098269-0.033538i,0.093554+0.015199i,0.087365+0.062537i,0.062311+0.068294i,0.022622+0.070883i,0.022379+0.060494i,0.02869+0.017579i,0.014251+0.0053684i,0.024404+0.031172i,0.049733+0.032712i,0.049828+0.0024783i,0.025235-0.029222i,-0.00053815-0.037728i,-0.010499-0.02505i,-0.0062743-0.011972i,0.0038377-0.0034331i,0.014714+0.0043089i,0.023849+0.0086847i,0.025434+0.0029756i
-0.051452+0.093204i,-0.022951+0.075528i,0.021165+0.051186i,0.063167+0.067168i,0.12904+0.048266i,0.15948-0.051625i,0.10589-0.1168i,0.065873-0.071234i,0.085302-0.0053288i,0.080619+0.010109i,0.029039+0.013159i,-0.0031668+0.022723i,-0.0036353+0.0074578i,-0.0085609-0.019354i,-0.019239-0.025615i,-0.025513-0.015939i,-0.021266-0.0059086i,-0.0043534-0.0042842i,0.0028319-0.013259i,-0.012207-0.017665i,-0.026376-0.0054382i,-0.022077+0.008885i,-0.01096+0.013925i
-0.060431-0.10417i,-0.050779-0.06183i,-0.03209+0.02282i,-0.02483+0.077787i,-0.026851+0.081265i,-0.050573+0.024358i,-0.089535-0.041278i,-0.092387-0.07268i,-0.063447-0.10329i,-0.059231-0.10558i,-0.04551-0.058395i,-0.0086761-0.038336i,-0.011127-0.054828i,-0.036896-0.051183i,-0.039216-0.022932i,-0.020601+0.0089294i,0.0029218+0.027015i,0.017729+0.027168i,0.018912+0.021963i,0.0093293+0.012526i,-0.0044018-0.0033432i,-0.016887-0.013274i,-0.021773-0.0092545i
0.14063+0.0043327i,0.10091+0.0045224i,0.019993+0.0098243i,-0.034194+0.042075i,-0.0776+0.0997i,-0.1017+0.14843i,-0.084696+0.14943i,-0.071378+0.09773i,-0.085554+0.040239i,-0.075071+0.015577i,-0.032648+0.0029672i,-0.012227-0.0069793i,-0.010438+0.012686i,0.00089782+0.035332i,0.010987+0.027996i,0.014468+0.010012i,0.013057-0.00048789i,0.0035551-0.0023901i,0.00089193+0.00044451i,0.013484-0.0014112i,0.020536-0.010197i,0.014457-0.014476i,0.0091791-0.013147i
-0.079204+0.13875i,-0.062974+0.1014i,-0.035713+0.025218i,-0.052232-0.012229i,-0.06262-0.0049851i,-0.005858+0.024653i,0.063449+0.043146i,0.074555+0.053014i,0.06803+0.095623i,0.083217+0.11621i,0.064069+0.081759i,0.018308+0.059732i,0.010711+0.058156i,0.024776+0.052401i,0.025476+0.038703i,0.012139+0.013627i,-0.0072539-0.0056075i,-0.018932-0.0091572i,-0.021811-0.008704i,-0.019225-0.0028717i,-0.0085178+0.011393i,0.0052394+0.021587i,0.012767+0.01901i
-0.088858-0.1458i,-0.070098-0.12171i,-0.039608-0.079185i,-0.046331-0.10722i,-0.066991-0.15074i,-0.048666-0.14921i,-0.011632-0.11864i,0.0057675-0.073776i,0.018364-0.044114i,0.017378-0.039326i,0.007728-0.023358i,0.018818-0.0057512i,0.025722-0.020396i,0.014769-0.034681i,0.0068036-0.019433i,0.0042073+0.0025507i,0.0098842+0.012628i,0.022666+0.012318i,0.019481+0.012971i,-0.0015727+0.019127i,-0.014003+0.019472i,-0.012305+0.0096666i,-0.012058+0.0016003i
0.18184-0.0055122i,0.14237-0.0075122i,0.058662-0.022265i,0.021918-0.050976i,-0.012708-0.077012i,-0.07924-0.054342i,-0.095758+0.012127i,-0.038893+0.039185i,-0.016969-0.0031424i,-0.046915-0.048304i,-0.050937-0.058049i,-0.027643-0.04699i,-0.01258-0.027481i,-0.009554-0.020685i,-0.0093876-0.021764i,0.00081417-0.011287i,0.023804-0.0068805i,0.039113-0.021119i,0.038668-0.033306i,0.029972-0.035051i,0.015218-0.034663i,0.0013438-0.032387i,-0.0072299-0.02556i
-0.092915+0.17444i,-0.068706+0.14007i,-0.0011579+0.069934i,0.057978+0.046997i,0.099883+0.049617i,0.11004+0.051114i,0.10505+0.048859i,0.11317+0.029199i,0.10809+0.023756i,0.079733+0.04243i,0.042795+0.039235i,0.0041319+0.023556i,-0.012166+0.028776i,-0.0092405+0.035971i,-0.0066329+0.024952i,-0.0075036+0.00050451i,-0.022664-0.021537i,-0.044255-0.026059i,-0.042915-0.024488i,-0.018784-0.025428i,0.0025226-0.016612i,0.010258+0.0016434i,0.014988+0.014218i
-0.11581-0.17212i,-0.08536-0.12477i,-0.011996-0.011068i,0.065579+0.057238i,0.13609+0.061113i,0.17039-0.0029569i,0.12518-0.097396i,0.031912-0.13141i,-0.020925-0.099324i,-0.013048-0.037017i,0.017036+0.01512i,0.034157+0.019358i,0.025656-0.0023902i,0.015727-0.0048914i,0.015156+0.0038462i,0.0027422+0.00073994i,-0.025734+0.0098255i,-0.043623+0.043994i,-0.038532+0.072436i,-0.021457+0.069965i,-0.0064976+0.047976i,0.0032808+0.032166i,0.01274+0.022585i
0.20662-0.014408i,0.154-0.0061108i,0.040182+0.014289i,-0.0095368+0.048698i,-0.02613+0.05279i,-0.07591+0.010372i,-0.13625-0.023168i,-0.16771-0.015606i,-0.16485-0.003062i,-0.12708-0.015193i,-0.069233-0.027452i,-0.026779-0.028179i,-0.01144-0.026041i,-0.0030985-0.026868i,0.0045221-0.026085i,0.010639-0.0064499i,0.033268+0.020912i,0.063551+0.027446i,0.070537+0.017651i,0.046312+0.0075202i,0.013783-0.0018078i,-3.9961e-06-0.012079i,-0.00094243-0.022509i
-0.10591+0.18687i,-0.087979+0.13328i,-0.060559+0.031281i,-0.10354+0.0081268i,-0.16633+0.059404i,-0.16081+0.11388i,-0.095931+0.14124i,-0.015061+0.15077i,0.061908+0.14639i,0.086967+0.10016i,0.035668+0.036141i,-0.023004+0.02044i,-0.031782+0.031184i,-0.023061+0.02143i,-0.021979+0.010521i,-0.0072397+0.011726i,0.019991-0.0025843i,0.034099-0.045134i,0.021082-0.085513i,-0.004181-0.07999i,-0.014583-0.038779i,-0.012654-0.010745i,-0.014496-0.0010392i
-0.1052-0.19246i,-0.07577-0.14567i,-0.039171-0.059831i,-0.06277-0.032541i,-0.089908-0.007616i,-0.025813+0.043321i,0.071537+0.050503i,0.10456+0.015622i,0.096182-0.013106i,0.078121-0.010828i,0.05449+0.018129i,0.048054+0.03811i,0.047102+0.033727i,0.029415+0.035088i,0.015158+0.040891i,0.0078549+0.020249i,-0.015756-0.010298i,-0.053809-0.01664i,-0.080028+0.0010239i,-0.071079+0.021402i,-0.03623+0.029629i,-0.011606+0.028991i,-0.0070473+0.030447i
0.22401+0.011712i,0.1519+0.018602i,0.025543+0.0080146i,-0.028562-0.028405i,-0.03582-0.093683i,-0.046779-0.13749i,-0.051703-0.12733i,-0.067883-0.1153i,-0.11106-0.11502i,-0.12669-0.095022i,-0.073953-0.055235i,-0.0068889-0.031442i,0.017922-0.020737i,0.02357-0.001167i,0.028815+0.0035062i,0.015271-0.0091731i,-0.0021076-0.0057603i,0.00026435+0.022848i,0.018043+0.05434i,0.032322+0.049063i,0.02602+0.011494i,0.015287-0.010833i,0.014264-0.016268i
-0.12969+0.17542i,-0.098048+0.10416i,-0.025033-0.011088i,0.01073-0.07447i,-0.0039671-0.10553i,-0.055797-0.11046i,-0.084588-0.055493i,-0.033294+0.019643i,0.030979+0.050603i,0.036693+0.042384i,0.002898+0.0072914i,-0.038262-0.023535i,-0.053846-0.025818i,-0.04054-0.030715i,-0.037342-0.03779i,-0.040997-0.023419i,-0.02334-0.0060412i,0.016138-0.0096954i,0.052445-0.032955i,0.054587-0.051564i,0.028247-0.047552i,0.0073135-0.034303i,-0.0014576-0.027326i
-0.060473-0.21125i,-0.0030225-0.14931i,0.082441-0.052367i,0.14146-0.031459i,0.16315-0.021568i,0.14911+0.043568i,0.1343+0.099298i,0.13677+0.095331i,0.12595+0.074702i,0.10571+0.073289i,0.080797+0.064194i,0.04571+0.043721i,0.021209+0.023604i,-0.00094666+0.0020579i,-0.021643+0.0023634i,-0.019788+0.017156i,-0.016011+0.015481i,-0.03699+0.004344i,-0.063562-0.002217i,-0.061473+0.0047407i,-0.036007+0.015395i,-0.01998+0.014912i,-0.018985+0.01628i
0.21217+0.07893i,0.13507+0.092499i,0.043027+0.088491i,0.064938+0.080474i,0.14151+0.056989i,0.17654+0.013297i,0.13981-0.039107i,0.030885-0.075675i,-0.078701-0.071114i,-0.1034-0.048548i,-0.056403-0.023649i,-0.0046607+0.0044708i,0.017712+0.025438i,0.028614+0.042269i,0.049184+0.0449i,0.065096+0.027223i,0.059088+0.01412i,0.037524+0.030099i,0.01646+0.062625i,0.0094381+0.067527i,0.012361+0.041149i,0.016371+0.023428i,0.024684+0.021435i
-0.19634+0.1221i,-0.16612+0.049143i,-0.1085-0.01204i,-0.086289+0.022165i,-0.063631+0.053542i,-0.040881-0.020393i,-0.049528-0.11528i,-0.037492-0.11245i,0.018262-0.072394i,0.032178-0.068131i,-0.010943-0.063443i,-0.03244-0.041271i,-0.020483-0.020982i,0.006761-0.0088976i,0.033239-0.011003i,0.040003-0.023172i,0.047584-0.027599i,0.079855-0.032601i,0.10681-0.048311i,0.087039-0.048115i,0.046437-0.020804i,0.031405+0.0064691i,0.032707+0.0071863i
0.017097-0.22832i,0.059219-0.15665i,0.054466-0.035575i,-0.020223+0.050053i,-0.10659+0.13323i,-0.13785+0.18687i,-0.10203+0.1663i,-0.015951+0.11089i,0.077207+0.066372i,0.11353+0.05046i,0.096615+0.052884i,0.072523+0.035688i,0.050633-0.0019287i,0.021429-0.031243i,-0.0050346-0.036789i,-0.018243-0.025949i,-0.021292-0.025411i,-0.026563-0.050562i,-0.040592-0.079203i,-0.054022-0.069153i,-0.050636-0.026142i,-0.033937-0.0043092i,-0.030087-0.0099118i
0.17211+0.16174i,0.081719+0.1707i,-0.028855+0.13904i,-0.075786+0.12648i,-0.10249+0.1429i,-0.089376+0.16525i,-0.05791+0.15221i,-0.10742+0.095918i,-0.18606+0.059281i,-0.168+0.054006i,-0.07768+0.043121i,-0.019943+0.033702i,-0.010064+0.040405i,-0.013531+0.04662i,-0.018422+0.040312i,-0.022779+0.039753i,-0.028116+0.047672i,-0.045675+0.057279i,-0.064056+0.066597i,-0.05446+0.050159i,-0.031066+0.0079781i,-0.024581-0.018893i,-0.022327-0.013553i
-0.24953+0.03248i,-0.20973-0.041767i,-0.12555-0.095123i,-0.1042-0.10198i,-0.11472-0.12367i,-0.10454-0.16252i,-0.0738-0.14816i,-0.051744-0.071446i,-0.053108-0.01279i,-0.069949-0.016534i,-0.096674-0.046567i,-0.11304-0.044277i,-0.098144-0.0090871i,-0.065204+0.02606i,-0.041062+0.039997i,-0.031203+0.03308i,-0.021706+0.031077i,-0.0015085+0.047548i,0.02681+0.059762i,0.044352+0.043238i,0.037953+0.010238i,0.021721-0.001123i,0.020066+0.007906i
0.13662-0.23258i,0.1767-0.16471i,0.14496-0.093102i,0.055145-0.13101i,-0.060454-0.17988i,-0.13931-0.13162i,-0.091887-0.020778i,0.070021+0.046718i,0.2011+0.047895i,0.20078+0.032871i,0.12767+0.026619i,0.078152+0.012196i,0.060899-0.016313i,0.035037-0.030827i,0.0046473-0.016032i,-0.0080222-0.0075059i,-0.016188-0.026567i,-0.028275-0.0546i,-0.039192-0.067591i,-0.041401-0.043116i,-0.024961+0.0019828i,0.0015396+0.018354i,0.0059509+0.006575i
0.092222+0.26417i,0.011233+0.25134i,-0.04507+0.13448i,-0.026799+0.008483i,-0.0080071-0.058923i,0.0092966-0.018099i,0.037405+0.050957i,0.018739+0.046738i,-0.036859+0.024499i,-0.032368+0.049213i,0.03663+0.071135i,0.076471+0.064624i,0.068643+0.051428i,0.051888+0.024543i,0.034651-0.0035465i,0.018523-0.010912i,0.0094386-0.013834i,0.00083169-0.021993i,-0.011815-0.015544i,-0.014605+0.0001734i,-0.0018382+0.0014342i,0.0050251-0.0094296i,-0.00033873-0.013648i
-0.2909-0.1036i,-0.2427-0.16893i,-0.11935-0.16782i,-0.022081-0.13508i,0.087194-0.15375i,0.17589-0.22422i,0.16283-0.27362i,0.067968-0.25545i,-0.027324-0.19137i,-0.069618-0.11779i,-0.071318-0.065047i,-0.061456-0.027646i,-0.052745+0.0036497i,-0.036924+0.014562i,-0.015131-0.0084758i,-0.0061356-0.037227i,0.0051-0.032216i,0.038205-1.3663e-05i,0.075131+0.025611i,0.081254+0.021748i,0.045004+0.0068751i,0.0059275+0.016361i,0.00011741+0.035242i
0.28244-0.17548i,0.30995-0.10064i,0.24154+0.001443i,0.19128+0.028902i,0.18173-0.020645i,0.12203-0.11061i,0.031283-0.14952i,0.031363-0.10426i,0.077714-0.059577i,0.04404-0.051743i,-0.021084-0.033819i,-0.032751-0.023501i,-0.018415-0.039924i,-0.0075108-0.041174i,0.010566-0.018124i,0.036029-0.0056475i,0.049919-0.01363i,0.051601-0.022051i,0.041019-0.035916i,-0.00031283-0.045132i,-0.048734-0.019945i,-0.057126+0.013435i,-0.037765+0.02047i
-0.024335+0.36193i,-0.090127+0.35034i,-0.083977+0.24349i,0.00027325+0.1885i,0.058986+0.19369i,0.029119+0.22558i,-0.051906+0.26023i,-0.1064+0.25578i,-0.10021+0.17925i,-0.042843+0.080664i,0.041108+0.028494i,0.094047+0.012192i,0.092653+0.015883i,0.067511+0.029459i,0.039489+0.045392i,0.027996+0.067846i,0.038351+0.072805i,0.042525+0.045877i,0.025939+0.0090133i,0.0086817-0.017834i,0.010817-0.032596i,0.016958-0.047949i,0.0054709-0.056427i
-0.27756-0.24775i,-0.22582-0.28302i,-0.086913-0.17757i,0.030796-0.0091059i,0.14331+0.13085i,0.23768+0.16284i,0.23517+0.078169i,0.13407-0.022891i,0.046357-0.071733i,0.021166-0.073627i,-0.0099674-0.049235i,-0.058069+0.0014484i,-0.068384+0.052311i,-0.03611+0.05343i,-0.00056171+0.017255i,0.014114-0.012978i,0.016725-0.014092i,0.017237+0.014942i,0.024068+0.054511i,0.054549+0.070419i,0.088557+0.035495i,0.085566-0.015773i,0.06127-0.036763i
0.39866-0.086277i,0.40072-0.038211i,0.24313-0.0096841i,0.07425-0.026127i,-0.029056-0.041466i,-0.06198-0.078512i,-0.037547-0.13428i,0.038192-0.12761i,0.13169-0.04692i,0.11855+0.014091i,-0.0044847+0.033566i,-0.089419+0.040215i,-0.08928+0.014702i,-0.055436-0.026393i,-0.024552-0.051274i,-0.021535-0.063196i,-0.048258-0.056958i,-0.089732-0.037628i,-0.11735-0.024092i,-0.112-0.007538i,-0.086619+0.02199i,-0.046562+0.043712i,-0.0075954+0.037419i
-0.17929+0.38864i,-0.22383+0.37313i,-0.18811+0.26363i,-0.16764+0.24156i,-0.2082+0.32417i,-0.20817+0.40626i,-0.09871+0.40494i,0.031164+0.33772i,0.068375+0.24357i,0.035317+0.12562i,0.017291+0.0025871i,0.010554-0.10016i,-0.0064229-0.13837i,-0.011816-0.086731i,-0.0053696-0.0027145i,-0.017482+0.061574i,-0.04608+0.095294i,-0.064057+0.10316i,-0.052607+0.091107i,-0.023008+0.050901i,0.0020763+0.0026064i,0.016169-0.018226i,0.020953-0.016127i
-0.20888-0.38401i,-0.1786-0.41219i,-0.1271-0.30738i,-0.16433-0.20727i,-0.24682-0.1037i,-0.24349+0.037524i,-0.17833+0.12203i,-0.18092+0.1065i,-0.18704+0.090872i,-0.065997+0.08753i,0.08288+0.046448i,0.14896+0.020459i,0.15024+0.017968i,0.089791+0.018528i,0.013498+0.021907i,-0.020952-0.003549i,-0.023375-0.049496i,0.01034-0.072323i,0.057163-0.054434i,0.066925-0.0051674i,0.048429+0.037282i,0.026091+0.056235i,0.01837+0.063257i
0.42307+0.070111i,0.39355+0.13258i,0.17198+0.19454i,-0.043773+0.28172i,-0.14643+0.31151i,-0.083861+0.15575i,0.084443-0.093289i,0.17707-0.23088i,0.13112-0.22763i,0.025404-0.16833i,-0.048802-0.096841i,-0.047673-0.046871i,-0.00074602-0.030864i,0.029922-0.004852i,0.051015+0.039562i,0.09983+0.033221i,0.1309-0.068422i,0.080444-0.18385i,-0.026597-0.21052i,-0.10512-0.1363i,-0.10091-0.033646i,-0.045749+0.010442i,-0.017034+0.012266i
-0.33626+0.28579i,-0.34229+0.22597i,-0.20026+0.0018382i,-0.087945-0.30658i,-0.13738-0.60752i,-0.34707-0.71379i,-0.58588-0.50762i,-0.63572-0.1507i,-0.42242+0.075741i,-0.1273+0.10062i,0.073001+0.071334i,0.17109+0.097234i,0.21458+0.13096i,0.18814+0.092479i,0.067223+0.0099488i,-0.062569-0.023493i,-0.10383+0.00094511i,-0.080146+0.015273i,-0.064155+0.0021225i,-0.064178-0.0076728i,-0.054254+0.0099377i,-0.021424+0.042223i,0.0086712+0.044432i
-0.031541-0.4446i,-0.011174-0.40962i,0.0058619-0.1674i,0.02947+0.10929i,0.11716+0.37665i,0.34526+0.54998i,0.586+0.42988i,0.57913+0.10724i,0.37198-0.043721i,0.24675+0.03418i,0.20553+0.073644i,0.087873+0.048883i,-0.043054+0.078898i,-0.060175+0.084894i,0.0072214-0.0005874i,0.079722-0.080567i,0.12301-0.076046i,0.13685+0.00037053i,0.13331+0.082987i,0.11336+0.090976i,0.053617+0.037488i,-0.022717+0.015787i,-0.054591+0.025706i
