-0.0013519-0.0012655i,-0.001408-0.0012149i,-0.0010239-0.001675i,-0.0018728-0.00083198i,-0.0030034+0.0007974i,-0.0027104+0.0021389i,-0.0017735+0.002184i,-0.00053046+0.001791i,0.00073451+0.0018406i,0.0011235+0.0018395i,0.0013581+0.00096108i,0.00090037-6.0184e-05i,0.00013953-0.00079315i,0.00072021-0.0012444i,0.0010891-0.000622i,0.00085764+0.00077072i,0.00067687+0.0012008i,0.0003285+0.00069309i,-0.00022136-0.00012259i,-0.0012295-0.00017535i,-0.001319+0.0001509i,-0.00064005+0.00045449i,-3.3789e-05+0.0002014i
-0.00047645-0.0012389i,-0.00068462-0.0020224i,-0.0019525-0.0015367i,-0.0023809-0.00051305i,-0.0012929+8.3718e-07i,-0.00081794+0.00063651i,-0.00082596+0.0008711i,-0.00061128+0.00069506i,-0.00062279+0.00089204i,-0.00053666+0.00051568i,0.00037166+0.00021224i,0.00041965+0.00055723i,-0.000654-0.00016734i,-0.00013339-0.00098821i,0.001289-0.0006041i,0.0012065-0.00016709i,0.00080724-4.0731e-06i,0.0005302+0.0001327i,0.00011645+0.00023421i,-0.00022628+0.00041623i,-0.00043193+0.00030615i,-0.00043701-0.00028178i,-0.00013536-0.00028725i
0.00029381-0.00098222i,0.00075124-0.0015266i,0.00078321-0.00066525i,0.00052614+0.00092266i,0.0001982+0.0010252i,-0.00014093+0.00072203i,-0.0003922+0.00039577i,-0.00012818+0.00049616i,0.00025644+0.00045514i,0.00027483+0.00016045i,0.00015087+0.00025735i,-0.00032372+4.3811e-05i,-0.00051739-0.00038643i,0.00028012-0.00097925i,0.00067808-0.0012756i,0.00015798-0.00087837i,-0.00039851-0.00016805i,-1.7214e-05+1.9495e-05i,0.0004944+0.00021723i,0.00074931+0.00064437i,0.00067912+0.00076199i,0.00068988+0.0004405i,0.00030411-0.00018083i
-0.00018054-2.8498e-05i,-0.00064314+3.5528e-05i,-0.001249-0.00020688i,-0.00084846+0.00048719i,-0.00081554+0.0010457i,-0.00081577+0.0014929i,-0.00019256+0.0010348i,-1.8512e-05+0.00028579i,0.00021697+0.00017548i,0.0005383+0.00042113i,0.00031381+0.00039641i,0.00025035+0.0001416i,6.795e-05-0.00022145i,5.6877e-05-0.00014326i,1.695e-05+0.00031128i,-0.00011578+4.7794e-05i,-2.8782e-05-0.00015642i,-2.6571e-06+6.6169e-05i,-0.00013702+0.00014299i,0.00011669+0.00031192i,7.4423e-05+0.00023404i,0.00028049+0.00020216i,0.00055036+0.00055945i
-0.00030303-0.00071258i,0.00056613-0.0016852i,0.00068621-0.0013141i,0.00067757-0.0012122i,-0.00038734-0.00063976i,-0.00074558+0.00041022i,6.8937e-05-0.00014474i,-0.00034987-8.0076e-05i,-0.0013043+0.00077149i,-0.0011645+0.00095468i,-0.0007377+0.00090834i,-0.0009067+0.0001543i,-0.00098161-0.00074731i,-0.00081825-0.00032412i,-0.00054027+0.00021323i,0.00065629-0.00017584i,0.00099164-0.000732i,0.00028749-0.00044818i,0.00067325-5.2889e-05i,0.00066398-8.8607e-05i,0.0001211+0.0002147i,-0.00028909+0.00043626i,-4.6919e-05+0.00021815i
0.00031331-0.0002103i,0.00024646-0.00062925i,0.00085947-0.00055848i,0.0010013+0.00027407i,0.00087434+0.0014609i,0.00021982+0.0017334i,-0.0001715+0.0014125i,8.2817e-05+0.00057636i,0.00051676-8.3979e-05i,0.00057381-0.00018315i,0.00048563-0.00042426i,0.00038759-0.00077542i,6.2841e-05+0.00039742i,4.3823e-05+0.0010339i,0.00023728+0.00019125i,8.2333e-05+0.00035244i,0.0013076+0.00022495i,0.0018494-0.00070447i,0.00077736-0.00050359i,-0.00023045+0.00023958i,-0.00049789-8.3738e-05i,-6.6416e-05-0.00031477i,0.00015598-0.00039089i
0.00034919+0.00048977i,0.00071531-0.00052297i,0.00071309-0.00043913i,0.0010595-0.00023221i,0.0012342+0.00034708i,0.00059293+0.00076199i,-0.00019882-2.5211e-06i,-0.00033272+3.0495e-05i,-4.9972e-05+0.0005129i,8.2619e-05-0.00028728i,0.00024656-0.0010691i,0.00054362-0.0007113i,0.00010965-0.00032931i,0.00035441-0.00018463i,0.000785+0.00020497i,-0.0002748+0.00032284i,-0.0012219+0.00037941i,-0.00067211+0.00058858i,0.00015283+0.0003647i,0.00074145-0.00014146i,0.00079779-0.00014235i,0.00018947+0.000311i,-0.00021966+0.00036681i
-0.00023738-0.00069732i,0.0010038-0.0010815i,0.00063829-0.0025052i,-0.00019269-0.0019631i,-7.8453e-05+3.2025e-05i,-0.00014549+0.00091017i,-0.00088826-6.7323e-05i,-0.0010199-0.00096678i,-0.00037356-0.00085756i,-0.00029867-0.00030273i,-0.00048008+0.00031122i,-0.00052452+0.00043766i,0.00023069+0.00052585i,0.0009419+0.00028449i,0.001196+2.2731e-05i,0.0013065+0.00025272i,0.00033311+0.0008387i,-5.9099e-05+0.00090488i,0.00063654+0.00045932i,0.0017341-0.00012932i,0.001673+9.5855e-05i,0.00045887+0.00015226i,-1.3831e-05-0.00011755i
0.0011833+0.0011521i,0.0012318+1.0918e-05i,0.0012937-0.00037242i,0.00079461-4.168e-06i,0.00025421+0.00044412i,-0.00085645+0.0015888i,-0.0010348+0.0019148i,-0.00033146+0.0011288i,-0.00019042+0.0010108i,0.00033126+0.00093309i,0.00088054+0.0004253i,0.00054473-0.00041445i,0.00029163-0.0007192i,0.00019263-0.00054275i,-0.00021563+0.00015162i,-0.0002749-0.00014577i,0.00053353-0.00070094i,0.0007258-0.0003407i,0.0011376+1.7997e-05i,0.00086857-0.00052893i,5.3148e-05-0.0010391i,6.849e-05-0.00034787i,0.00014561+0.00018706i
-0.00088799+0.00015242i,-0.00026267-0.00071472i,8.4117e-05-0.00053928i,-0.00052004+0.00087042i,-8.7638e-05+0.0014826i,0.00022708+0.001786i,-0.00031121+0.0010855i,9.927e-05-0.00039998i,0.0009322-0.00062849i,0.0008412+0.000182i,0.00022188+0.00046886i,-0.00018024+0.00020181i,0.00076112-0.00029127i,0.0012024-0.00051586i,0.00045197+0.00032085i,-0.00017032+0.00072777i,-0.00047804+0.00081168i,-0.00025754+0.0009005i,7.8333e-06+0.00042986i,-0.0002503+0.00021595i,-0.00034037+9.069e-05i,0.00011646-0.00040141i,-0.00019726-0.00033343i
-0.0020336+0.00202i,-0.0018255+0.0012717i,-0.0018622+0.0010463i,-0.00059155+0.0011488i,-4.0863e-05+0.0015321i,-0.00036907+0.001094i,-0.00047905+2.5514e-05i,-0.00022529-0.00096587i,-0.00041387-0.0013701i,0.00025677-0.00082086i,0.0011697+0.00031186i,0.001407+0.00037229i,0.00084797-6.1867e-05i,0.00016658+0.00017122i,-5.5901e-05-1.1709e-05i,2.0451e-05-0.0007868i,0.0001875-0.0011709i,0.00011892-0.00094526i,-0.00065682-0.00050476i,-0.00099166-0.00065392i,-0.00053062-0.00079721i,0.00028554-0.00089338i,0.000571-0.00057198i
0.0014202+0.00083028i,0.00097522+0.00089187i,0.0017883-0.00024053i,0.0023303-0.00019609i,0.0016605+0.00085542i,0.00066092+0.0015057i,0.00012469+0.0011271i,0.00014914+0.00044907i,0.00070094+0.00022234i,0.0015657+0.00023244i,0.00096106+0.00046405i,9.0986e-05+0.0001502i,0.00010085-0.00020093i,8.4207e-05-0.0001095i,0.00017302-0.00021558i,-9.0566e-05-4.5002e-05i,-0.00060357-0.00023732i,-0.00018236-0.00035965i,0.00048075-0.00039547i,0.00060962-0.00079208i,0.00010322-5.9294e-05i,-0.00046687+0.00055671i,9.4398e-05+0.00045247i
0.00034766-0.00094514i,0.00070422-0.00020527i,0.00024967+0.00039441i,0.00019383+0.00036671i,-6.561e-06+0.00077006i,-0.0012003+0.001522i,-0.00092008+0.0013214i,0.00099077+0.00049066i,0.0014681-0.00039467i,0.00056748-0.00053378i,-8.5052e-05+5.9754e-06i,-0.00072638+3.694e-05i,-0.00019998-0.0010556i,8.0979e-05-0.0019606i,-0.00030309-0.001941i,0.00026043-0.0012748i,0.00045467+9.4626e-05i,0.00073124+0.00029057i,0.0015255-0.00085786i,0.0010383-0.0012863i,-6.7419e-05-0.0014069i,0.00013849-0.0012709i,0.00075164-0.00075899i
0.00064722-0.0030211i,-0.00036752-0.0039504i,-0.0013761-0.0038378i,-0.0015949-0.0021092i,-0.0010534-0.00056333i,-0.00075262+0.0012506i,-0.00093582+0.0016813i,-0.00013294+0.0005043i,0.00060874+0.00012386i,0.00069619+0.00055469i,-6.1994e-05+0.0004457i,-0.0008371-5.6352e-05i,-0.0011347-0.000314i,-0.00089154-0.00042849i,-5.9584e-05-0.00046532i,-5.5996e-05+0.00031102i,0.00026038+0.00037842i,0.00048153-6.6935e-05i,-0.00028097-0.00024505i,-0.00065495-0.00051037i,0.00013019-0.00076572i,0.0011964-0.00087083i,0.0010373-0.00025948i
0.0020927-0.00069076i,0.0025533-0.0013943i,0.0030286-0.0022576i,0.0013234-0.0013493i,-0.00098791-0.0003156i,-0.0017333+0.00012535i,-0.00081401+0.00099591i,-0.00014515+0.0010424i,-0.00016157+0.00019616i,0.00022748-0.00018336i,0.00024142-2.6137e-05i,0.00027356+0.00026129i,0.00059805+0.00010868i,4.9429e-05-0.0002211i,8.8154e-07-0.0002697i,9.1547e-05-0.00021418i,-0.0002367-0.00032034i,-0.00044613+7.5717e-05i,-0.00027868+0.00026395i,-4.9083e-05+0.00019047i,0.00021392-0.0001649i,0.00035876-0.00026178i,-0.00031111-0.00066319i
0.00098641-0.00062641i,0.00082315-0.0019498i,0.00082979-0.0030789i,0.00036644-0.0020328i,-0.00074993+2.0367e-05i,-0.001276+0.0010389i,-0.0007647+0.0012198i,-0.00014512+0.00080842i,0.00010451+0.00010501i,-6.6691e-05-0.00044779i,0.00030294-0.00019567i,0.00041405-9.3252e-06i,-5.9795e-05+0.00013168i,-0.00023914-7.3115e-05i,0.00021484-0.00010959i,0.00049042+0.00073078i,0.00070088+0.00051972i,0.00043994-0.00017085i,6.5545e-05-0.00057135i,0.0009534-0.00073356i,0.00065977-0.0003365i,-0.00023398-0.00067363i,-0.00055042-0.00039287i
0.00056806+0.001239i,0.0017697-0.00020925i,0.0019214-0.0007831i,0.00065706-0.0006325i,-0.00025805-0.0005508i,-0.0012327+0.00018664i,-0.0011588+8.4124e-05i,-0.00025829-0.00010053i,-0.00010023+0.00010135i,-0.0003832+0.00014211i,-3.929e-05+8.808e-05i,0.00087459-0.00039025i,0.00044442-0.0003508i,-0.00062738-0.00085305i,-0.00090142-0.0017445i,-0.00052806-0.00099394i,-0.0003645-0.00013475i,-0.00059266-0.00024397i,-8.6176e-06+0.00029034i,0.001164+0.00069451i,0.0011702+0.00050547i,9.1832e-05+6.1252e-05i,9.6559e-05-0.00049316i
0.002922+0.00027141i,0.0029876-7.0944e-06i,0.0018337-0.00040308i,-0.00033196-0.0014023i,-0.0010137-0.001967i,-0.001071-0.0011906i,-0.0010764+0.00011801i,-0.00077236+0.00021555i,-0.00078818-9.6317e-05i,-0.00073604+0.0001963i,-0.00010737+8.5162e-05i,-0.00015754-0.00050609i,-0.0002827-0.00040572i,8.1272e-05+0.00010619i,0.00058849+0.00013738i,0.00013642-0.0001151i,-0.00047708-9.1714e-05i,-0.00013002+2.2571e-05i,0.00036734-0.00047969i,0.00028242-0.0010587i,0.00022772-0.0014123i,3.3838e-05-0.00087817i,-0.00038272-0.00030196i
0.00044318+0.0015626i,0.0021275+0.00068035i,0.004013+0.00057645i,0.0040818-8.8377e-05i,0.0028581+0.00015517i,0.0010463+0.00067007i,0.00030597+0.00048771i,0.0010157+0.00079595i,0.0010469+0.0010267i,0.00073803-5.6388e-05i,0.00080054-0.00038638i,0.00016756-7.4913e-06i,-0.00031856-0.00032003i,5.4087e-05-0.00041964i,0.00011881-0.00047276i,-0.00029418-0.00020821i,-0.00039788-0.00031417i,-0.00021891-0.0010344i,0.00010985-0.0010207i,0.00037129+0.00010736i,0.00017873+0.00039504i,1.3159e-05-0.00060963i,0.00032258-0.00070184i
0.0018927+0.0011292i,0.0019641+0.0007934i,0.0016051-9.875e-05i,0.00064743+2.207e-05i,0.000331+0.00028811i,0.0003381+0.00021571i,-0.00033886-7.0168e-05i,-0.00012907-0.00030718i,0.00050436-8.3731e-05i,0.00080762+0.00010065i,0.00073817+0.00019527i,0.00027142+0.00066362i,0.00030247-1.9019e-05i,0.00056517-0.0011238i,0.00032037-0.0011574i,0.00031521-0.00067227i,0.00030154-3.7551e-05i,0.00060303-3.8407e-05i,0.00076311-0.00021845i,0.00050511-6.0548e-05i,0.00018337-0.00055558i,0.00048201-0.0010571i,0.0015673-0.00094217i
0.0017765-0.0004471i,0.0015393-0.0007602i,0.00031581-0.0017688i,-0.00022474-0.001015i,-0.0002656+0.00050057i,-0.00068257+0.00061355i,-0.00057887+0.00036603i,-4.0078e-05+0.0010932i,0.00042696+0.0017896i,0.00035697+0.00086111i,-0.00015699+0.00045401i,4.136e-05+0.00043213i,-0.0002556+0.00012831i,-0.00091887-0.00027963i,-0.00062636-0.00078132i,-0.00020902-0.00041126i,0.00020272+0.00010965i,0.00053785-0.00014486i,2.053e-05-0.00089924i,-0.00051122-0.0010991i,-0.00095521-0.00045414i,-0.00155+0.000428i,-0.001039+0.0010922i
0.00055191-0.0001671i,0.001603+0.00012253i,0.0016515+9.7436e-05i,0.0010846+0.0011187i,0.00070301+0.00165i,-0.00011714+0.0011836i,-0.00017088+0.00079611i,-2.051e-05-0.00018279i,0.00055817-0.00057502i,0.0015109+0.00011208i,0.0015634+0.000363i,0.0011165+0.00019712i,0.00087638+0.0001898i,-5.1414e-05+4.8939e-05i,-3.3056e-05+0.00020578i,0.00013002+0.0011341i,-0.00051185+0.00094447i,-0.00026815-3.2939e-05i,0.00053977-0.00051768i,0.00079582-0.0013776i,0.00029699-0.0010762i,-0.00022285-0.00036029i,-0.00033487-9.4584e-05i
-0.00080495-0.0018095i,-0.00051072-0.0023854i,-0.001472-0.003464i,-0.0029746-0.0018951i,-0.0031622+0.0010323i,-0.0021407+0.0019688i,-0.0010985+0.0014486i,-0.0006375+0.0003203i,-9.2092e-05-0.00029956i,0.00097684-0.0001879i,0.00050031-0.0005938i,-0.00047101-5.7877e-05i,-0.0010315+0.00072126i,-0.0010308-0.00056498i,-0.001019-0.0013272i,-0.00045127-0.00069946i,0.00034255-0.0004268i,0.00023122-0.00030701i,0.00030493+0.00041243i,0.00052968+0.00060221i,0.00048276+0.000279i,0.00037615+0.00031197i,0.00048337-0.00024348i
0.0022176+0.0020438i,0.0031995+0.0010972i,0.0039891-0.00028875i,0.0025319-0.00042349i,0.00020356+0.00012982i,-0.00032197-0.00012665i,9.2475e-05-0.0004618i,0.00094305-0.00022965i,0.00075585+4.8004e-05i,-0.00014444+0.0001321i,-0.00062385+0.00057827i,-0.00012511+0.00067323i,0.00057723+1.6944e-06i,0.0004574+1.0408e-05i,0.00030326+0.00037036i,0.00070539+0.00010763i,0.0001444-0.00013311i,-0.000896-2.5959e-05i,-0.0011409-0.00041994i,-0.00068226-0.00082422i,5.6125e-05+3.9768e-05i,0.00070507-5.2397e-05i,0.0010491-0.00030405i
0.0018682+0.00091341i,0.0012806+0.00033022i,0.003169-0.00078489i,0.0040066-0.0019535i,0.0023235-0.0024624i,0.00043415-0.0013933i,-0.00085604-0.00048635i,-0.0011616-0.00024446i,0.0001514+0.00036464i,0.0010308+0.00056656i,0.00098225-0.00010035i,0.00024785-0.001421i,-0.00033689-0.0021943i,-0.00050582-0.0015343i,-0.00085819-0.00056733i,-0.00048711-0.00079448i,-0.00070247-0.0012049i,-0.00080855-0.00027606i,-0.00037024+0.00042552i,-0.00072006+0.00021027i,-0.00025662-5.463e-06i,0.00023947+6.1785e-05i,-0.00059558+5.8823e-05i
-0.0009716+0.0013632i,-4.0745e-05+0.00026208i,0.00076488+0.0013047i,0.00056886+0.0011049i,0.00014305-8.6237e-05i,0.00024723+3.775e-06i,0.00016562+0.00042909i,-5.2676e-05-0.00019969i,-7.5988e-05-0.00074995i,0.0006214-0.00030164i,0.00097981-0.00011978i,0.00014586-0.00047318i,0.00020495-0.00091762i,0.0008142-0.00041754i,0.00033811-0.00010526i,-0.00037553-0.0004173i,-0.00032211-8.9077e-06i,0.00015355-0.00013788i,6.9005e-05-0.00091897i,0.00022875-0.00055724i,0.00078341+0.00010624i,0.00051154+0.00042993i,4.9997e-05+0.00056227i
0.0020785-6.2361e-06i,0.0014185-0.00016516i,0.0017869-0.00041604i,0.0012974-0.00065335i,-0.0004135-0.0003367i,-0.0014053+0.00031196i,-0.00090619+0.0005306i,-0.00050586+0.00085941i,-0.00021378+0.00080455i,0.00027721+0.00070987i,-0.00024202+0.00049335i,-0.00030913-0.00015326i,-0.00015274-0.00041441i,-0.00056435-0.00019451i,-0.00048135-0.00014923i,-5.8213e-05+0.00012513i,-0.00012262+0.00043318i,-0.00049308+0.00070028i,-0.00018168+0.00039486i,0.00016934-0.00022028i,0.00045861-0.00045951i,0.0010121-0.0002072i,0.00089332+4.7784e-05i
-0.00036131-0.0011536i,-0.001349-0.0013307i,-0.0017677-0.0013224i,-0.00048098-0.00069438i,0.00024848-0.00021631i,-0.00050792+0.00025094i,-0.00081409+0.00073594i,-0.00049442+0.00086477i,-0.00019029+0.0005163i,-0.00063222+0.00054939i,-0.0004631+0.00076184i,0.00030686+0.00055902i,0.00057729+0.0002511i,0.0005063-8.979e-05i,-0.00018467+0.00022585i,-2.5887e-05+0.00054542i,0.00046971+7.8002e-05i,-0.00023845+0.00038847i,-0.00094142+0.00010598i,-0.00065593-0.00042278i,-0.00025978-0.00024189i,-0.00015446-0.00038475i,0.00022776-0.00053978i
-0.00035631+0.00091896i,-3.0934e-05+0.00084436i,0.0015688+0.0013566i,0.00015773+0.002555i,-0.00097792+0.002777i,0.00025525+0.0024148i,5.2242e-05+0.0014412i,-0.00014692+0.0003178i,0.00024015+0.00054548i,0.00023413+0.0011176i,0.00089541+0.00080593i,0.0016086-0.00015301i,0.0013174-0.00067655i,0.00070864-0.00025742i,0.00054876+0.0010664i,0.00049614+0.0010296i,0.00065276-9.2914e-05i,0.00077096-0.00065079i,0.00051164-0.00028802i,0.00099183+0.00033935i,0.00075319+0.00013096i,0.00045334-0.00060733i,0.00042856-0.00066562i
0.00015092-0.0027625i,-0.00051057-0.0024182i,-0.0013406-0.0025903i,-0.00089326-0.0015773i,-0.001134-0.00013553i,-0.00035213+0.00082362i,0.00025182+0.0014775i,-0.00068213+0.0013069i,-0.0010632+0.00084197i,-0.00029479+0.00052528i,-6.3833e-05+0.00048998i,0.00015246+0.0007911i,0.00098806+0.00087251i,0.00050921+0.0006449i,-0.00029215+0.00072629i,0.00018984+0.00062951i,0.00034218+0.00014712i,0.00013827-0.00024062i,-8.9237e-05+5.4731e-05i,-3.0461e-05-0.00032711i,0.00026187-0.00079217i,0.00022996-0.00044434i,0.00016804-0.0006576i
0.00013382+0.0011639i,0.0004344+0.0012345i,0.0010899+0.0016868i,0.0010138+0.0015542i,0.00056796+0.00093888i,0.00041648+0.00030941i,0.00024281+0.00057442i,-0.00028232+0.00083661i,-0.00079385+0.00052921i,-0.0006914-0.0001356i,-0.00033501-0.00073854i,-1.1768e-05-0.00059334i,0.00022516-0.00024723i,5.3062e-05-7.5482e-05i,-0.00022862+0.00047475i,-0.00052855+0.0005069i,-0.00073296+0.00011143i,0.00014577-0.00037731i,0.00082516-0.00063207i,0.00052187-0.00096808i,6.3664e-05-0.00051312i,-0.00042066+0.00043912i,-0.0012399+0.00050869i
-0.00034996+0.00073391i,-0.0010458+0.00025416i,-0.0001967+0.00064755i,-0.00066825+0.0011501i,0.00019797+0.0007598i,7.7639e-06+0.00036295i,-0.00065874+0.00036736i,-0.00046088+0.00074024i,-4.4661e-05+0.00053432i,0.00083366-0.0002145i,0.00087724+5.1045e-05i,0.00083554+0.00034778i,0.0011077+0.00022807i,0.00058261+0.00014071i,-0.00012742-7.7267e-05i,0.00010234-0.00041387i,0.00052916-0.00032747i,0.00040831+0.00055428i,0.00035436+0.00028681i,1.5643e-05-0.00050991i,-0.00024545-0.00045876i,1.1486e-05-0.00052544i,0.00026505-0.00016527i
2.4764e-05-4.4183e-05i,0.00037414+4.5205e-05i,0.00031439+0.00012552i,-9.1329e-05+0.00083525i,-0.00065027+0.001945i,-0.00088501+0.0011086i,-0.00068699+8.7095e-05i,-0.00054431+3.1261e-06i,-0.00018772+6.6027e-05i,0.0008393+0.00065808i,0.0012676+0.00064933i,0.00072999-8.4402e-05i,0.00024927-0.00014115i,-0.00019543-0.00031469i,0.00034751-0.0008928i,0.0010509-0.00064219i,0.00033323-0.00025394i,0.00031841+0.00019804i,0.00069651+0.00016351i,0.00061755-6.1161e-05i,-0.00010167+0.00014241i,-0.00030377+2.3146e-05i,-0.00026381+9.5143e-05i
0.0010248+0.0014558i,0.00079318+0.00010208i,0.00052439-0.001027i,6.9838e-05-0.00074995i,0.00029952+0.00043946i,-0.00010748+0.00064364i,-0.00080465+0.00054501i,-0.00041019+0.00050378i,-0.0003242+0.00080255i,0.00034882+0.00014794i,0.00071463-0.00045099i,0.00015306-0.00036337i,0.00047224-0.00056473i,0.00016672-0.00025812i,-0.0003-0.00030365i,0.00070418-6.5623e-05i,0.00081199+0.00060243i,-0.00014175+0.00014419i,-0.00055592-0.0002992i,-0.00015338-0.00015261i,0.00020937-2.0223e-05i,0.0002272+9.0949e-06i,-0.00031813+0.00033897i
0.0017779+0.0012439i,0.0025508-0.00022193i,0.0038914-0.0012126i,0.0032648-0.0011922i,0.00076686-0.0010097i,-0.00056506-0.0007101i,0.00026877+7.5967e-05i,0.00089054+0.00034317i,0.00074558+0.00015122i,0.00047764+0.00050615i,0.00031676+7.6607e-06i,0.00095192-0.00051758i,0.00074412-0.00038368i,-3.9123e-06-0.001045i,0.00011228-0.001143i,-0.00016603-0.00088211i,-0.00012797-0.00029971i,8.7405e-05+0.00025911i,0.00065979+2.205e-05i,0.00055587-0.00055676i,0.00033406-0.00058661i,0.00035248+6.4446e-05i,7.2079e-05-0.00010004i
-0.0017192-0.00053374i,-0.0016173-0.00037996i,-0.0024004+0.0016611i,-0.002019+0.0026988i,-0.0009247+0.0032746i,-3.7287e-05+0.003187i,0.00071153+0.0019379i,0.00029149+0.0011844i,-0.00024872+0.00090249i,0.00036724+0.0010948i,0.00062312+0.0011156i,0.00023519+5.2988e-05i,-0.00072783-0.00029091i,-0.00065147-7.221e-05i,-0.00036083+0.00045051i,-4.5007e-05+0.00051973i,0.00086495+0.00021855i,0.0005817+0.00020712i,-0.00021346+0.00034213i,0.00022699-6.0846e-05i,0.00061412-0.00061759i,0.00078515-0.00047585i,0.0011233+0.00014963i
0.0009311-0.00076334i,0.0014895-0.0022483i,0.0019087-0.0020509i,0.0012837-0.0011413i,0.00010153-4.1069e-05i,-0.000754+0.00063387i,-0.00088633+0.00037277i,-0.00056489+0.00050378i,0.0004641+0.00036956i,0.0011312-0.0004218i,0.00079431-0.00074456i,0.00058305-0.00099057i,0.00078401-0.00075831i,8.7329e-05-8.5806e-05i,-0.00028232-0.00019838i,0.00070748-4.0496e-05i,0.00057962+0.00031684i,-4.8045e-05-0.0002419i,-9.0839e-06-0.00035944i,0.00014087-6.1108e-05i,0.00032603+0.00029298i,3.5293e-05-0.00025084i,-0.00052838-0.00054695i
0.0005121+0.0010887i,0.0017889+0.00069071i,0.0017848+0.00078972i,0.00051807+0.00080699i,0.00085786+0.00049598i,0.0011177+0.00059482i,-0.0003246+0.0003642i,-0.00052918+2.8339e-05i,0.00038572+7.4951e-05i,0.00017379+5.2651e-05i,-0.00011878-0.00034775i,0.00058738-0.00087185i,0.0011592-0.00082829i,0.00087533-4.5549e-05i,0.001005+0.00041494i,0.00082768-0.00059674i,0.0004457-0.0012433i,0.00064705-0.0004735i,0.00063008-0.00075343i,0.001318-0.0015606i,0.0014644-0.0011756i,0.0010609+3.2372e-05i,0.00053234+0.0003665i
-0.0024775-0.0003865i,-0.0025451-0.00037231i,-0.0017359+0.00021517i,-0.0012523+0.0024294i,-0.0018661+0.0037224i,-0.00063874+0.0024676i,0.00056267+0.00077032i,0.00042741+1.0163e-05i,4.6827e-05-7.5111e-05i,-4.7755e-05+0.00010493i,-0.00011651+0.00023631i,-0.00029381+0.0012051i,-6.0587e-05+0.0015693i,0.00043863+0.00054479i,0.00077598+0.00062118i,0.00067023+0.00030267i,0.00040869-0.00046654i,9.6099e-05+5.2172e-07i,0.00056151+0.00011632i,0.0013802-0.00032793i,0.00078845-0.0007926i,0.00023988-0.00074353i,0.00074153-0.00015829i
-0.00024392+3.1498e-05i,-0.0002933-0.00089561i,8.4995e-05-0.0012892i,0.00050937-0.00037362i,-0.00032565+0.00063659i,-0.0018623+0.00033126i,-0.0016285-0.00036115i,-5.7563e-05-8.3428e-05i,0.001089+0.00045366i,0.0013005+0.00098617i,0.0013681+0.00071812i,0.00061761+0.00012301i,0.00044971-0.00032811i,0.00054988-0.00018488i,6.1718e-05-1.0028e-05i,8.5284e-05+0.00043405i,0.00017528+0.0010457i,-3.3939e-05+6.8057e-05i,-0.00034596-0.00095511i,-0.00053841-0.00060751i,-3.2129e-06-0.00027151i,0.00037396-0.00035268i,0.00068093-0.00081045i
0.001324-0.0023579i,0.001057-0.0030431i,0.0005585-0.002554i,-0.00072444-0.001418i,-0.0013949+0.0002116i,-0.00072093+0.00088142i,0.00016969+0.00020809i,0.0002039-0.00044419i,-3.764e-05-0.00026301i,-0.00022073+8.3949e-05i,-6.1188e-05-2.086e-05i,-0.00045981-0.00033357i,-0.0004397-0.0006001i,-7.0888e-05-0.00075594i,-0.00046153+2.294e-05i,-0.00038683+0.00082146i,0.00030277+0.00055868i,0.00039044+0.00021842i,9.7581e-05-3.6018e-05i,-9.1673e-05-0.00046413i,-0.00016676-0.00063922i,8.2942e-05+1.3285e-05i,0.0004104+0.00016379i
0.00085907+0.00012577i,0.0010055-0.00090752i,0.0015473-0.0016143i,0.00021316-0.001502i,-0.0014747-0.0012148i,-0.0018571+1.4632e-05i,-0.0013338+0.0010111i,-0.0009464+0.00077672i,-0.00014982+0.00063261i,0.0011021+0.00019262i,0.0011336-6.2671e-06i,0.00034593-7.535e-05i,0.0006949-1.5914e-05i,0.00080272-0.0001297i,0.00020299-0.00049478i,-0.00060972-0.00073492i,-0.00012806-0.0011895i,0.00071633-0.0013894i,0.00031394-0.00086749i,0.00033157-0.00037477i,0.00082028-0.00059409i,0.0012226-0.0011308i,0.00094878-0.00104i
-0.0017372-0.00021397i,-0.00087687+0.00076732i,-0.00094742+0.00011182i,-0.0013973+9.7236e-05i,-0.0020988+0.0016081i,-0.0015655+0.0019647i,-0.00026797+0.0012691i,0.00028254+5.139e-06i,0.00082648-0.00013581i,0.0009983+0.00045963i,0.0007999+0.00035473i,0.00075177+0.00033406i,0.00033368-0.0001294i,0.00030195-0.00026641i,0.00061671+0.00081175i,0.00029483+0.0015472i,-0.00042872+0.00086987i,-0.001168+0.00034477i,-0.0009202+2.4417e-05i,0.00037223-2.2887e-06i,0.00079426+2.9874e-05i,0.00023635-3.4298e-05i,-0.0006063-0.00013354i
0.00029076-0.0007281i,0.00051765-0.0013575i,0.0012304-0.00016525i,0.0026338+0.00037399i,0.0026218+0.00043972i,0.0013905+0.00031203i,0.00048205+0.00060071i,0.00076019+0.00020952i,0.00061587-0.00083875i,0.00021249-0.00011048i,0.00048253-0.00021682i,0.00053764-0.0011202i,0.00060321-0.0010343i,0.00081443-0.0011726i,0.00047751-0.0011145i,0.00041021-0.00013746i,0.00063661+0.00016361i,4.3748e-05-0.00038806i,0.00090187-8.6727e-06i,0.0014104+1.6281e-05i,0.00024186-0.00042153i,-0.00027786-0.00060151i,-0.00038931-0.00034824i
