-0.0013581+0.001566i,-0.0014047+0.002096i,-0.0023819+0.0023448i,-0.0019253+0.0012875i,-0.0013363+1.5493e-05i,-0.0013291-0.00096916i,-0.00035726-0.0011205i,0.00036712-0.00014013i,0.0006359+0.00072371i,0.00072036+9.9238e-05i,0.00078561-0.00044738i,-5.2697e-05-0.00021716i,-0.00082916-0.00056229i,-0.0012402-0.0010351i,-0.0011088-0.00067203i,-0.00023607+8.6885e-05i,0.0002697+0.00030758i,0.00015776-0.00058283i,-0.00027078-0.0004177i,-0.00049433-0.0001032i,-0.00044154-0.00040298i,-3.5012e-05-0.00031024i,0.00073545-0.00018401i
0.00040285+0.0016968i,7.4491e-06+0.0016255i,0.00091753+0.0012098i,0.0017533+0.0012803i,0.0015274-0.00022322i,0.00069094-0.0020721i,-0.00080707-0.002201i,-0.0014624-0.0011468i,-0.0014823-0.00056774i,-0.0015142-0.0010945i,-0.001004-0.0015284i,-0.0007342-0.0013467i,-0.0012115-0.00083774i,-0.00052731-0.00082038i,5.2647e-05-0.00057997i,0.00015784-7.6232e-05i,0.00053508-0.00055836i,0.00075438-0.0005834i,0.00057604-0.00016254i,0.00016809-0.00027243i,-0.00074447-0.00042885i,-0.00079222-0.00040588i,0.00011819-0.00031963i
0.00062097-0.00019487i,-0.00054437+0.0015527i,-0.0013802+0.0023118i,-0.00064081+0.0014506i,-0.00011925-0.00015292i,-0.00072813-0.00096801i,-0.0011644-0.0008517i,-0.0008827-0.00025143i,-0.00042596+0.00063179i,-0.00056559+0.0011326i,-0.00055805+0.00075334i,-0.00018036+0.00018625i,-0.00071347-2.2039e-05i,-0.00074852+0.00044352i,0.00015958+0.00036197i,0.0012026+0.00016467i,0.0010126+0.00032858i,0.000207-0.00036987i,-0.00031228-0.0010311i,-0.00081979-0.0011911i,-0.00081789-0.001249i,0.00012737-0.00042703i,0.00090704-0.00040003i
0.00082104+0.00021909i,-1.2043e-05+0.00059318i,0.00022296+0.0007635i,0.00060968+0.00042176i,0.00013605-0.00049355i,-0.00087376-0.0011554i,-0.0011188-0.0010554i,-0.0012034-0.00016094i,-0.00098082+0.00061916i,-0.00036068+0.00085597i,-0.00051226+0.00045314i,-0.00049177+0.00050869i,-0.00049287+0.0012729i,-0.0004546+0.00093721i,0.00074046+0.00046236i,0.00047616+0.00081179i,-0.00062343+0.0010752i,-0.00063903+0.00039504i,-0.00042549-0.00085275i,4.3914e-05-0.0007904i,8.1272e-05-0.00024077i,0.00029461-0.00023413i,0.0006993+7.3153e-05i
0.00021173+0.00060775i,0.00012245+0.0026505i,-0.00065762+0.0023682i,-0.0010474+0.0012115i,-0.00049269+0.00089408i,-0.00059552+0.00084051i,-0.00052709+0.00046619i,-0.00022674+0.00053291i,-0.0007763+0.00043487i,-0.00087524+0.00054249i,-0.00070999+0.00084852i,-0.00040614+0.0010973i,5.589e-05+0.00069632i,0.00085127-0.0003098i,0.0015816-0.00038351i,0.00088407-0.00022913i,0.00020595-0.00046712i,0.00019228-0.00058031i,0.00084775-0.00077321i,0.0011601-0.0010765i,0.00057114-0.0013411i,-3.0373e-05-0.00082762i,0.00019617-0.000431i
0.0013292-0.00036289i,0.0014015+0.0010936i,0.00095095+0.0017584i,0.00053672+0.0012393i,0.00079794-5.4051e-05i,0.00095848-0.0016999i,-0.00067462-0.0019572i,-0.0016288-0.0016978i,-0.00071256+0.00011665i,5.7182e-05+0.0017448i,0.00014147+0.0011504i,4.2467e-05+0.00077388i,-4.4521e-05+0.0009045i,5.3432e-05+0.00051637i,-0.00017056-0.00054589i,-0.00054615-0.0008792i,-1.4595e-05-0.00028659i,0.00056836+9.0766e-06i,0.00077771+0.00061571i,0.00036954+0.00053946i,-0.00056101+0.00015282i,-0.00063494-0.00055071i,-0.00018353-0.00087705i
0.00057289+0.00018694i,-0.00027667+0.001511i,-0.00086589+0.001392i,-0.0004887+0.0001025i,0.00015327-0.0012705i,0.0006175-0.0011905i,0.00039099-0.00058628i,-0.00040409-0.0001509i,-7.5806e-05+0.00022166i,0.00019268+0.00064739i,-0.0009206+0.00023761i,-0.00090163-0.00085909i,0.0001359-0.00091966i,0.00057127-0.00024678i,3.8257e-05-2.1546e-05i,7.448e-05-0.00037526i,-3.4232e-05-0.00093074i,5.7332e-05-0.0011326i,0.00079764-0.00025908i,0.00067326-0.00052534i,0.00017202-0.0008745i,-0.00041267-0.00024672i,-0.00024256+0.0003673i
0.00064996+0.00045101i,0.00067321+0.0013735i,-0.00042357+0.0013188i,-0.00034034+0.0012076i,0.0012347+0.00045398i,0.0018366-0.0013182i,0.00077741-0.00112i,-5.4362e-05-0.00046985i,-0.00050668+0.00022189i,-0.00057219+0.00018871i,0.00010722-0.00082426i,9.4032e-05-0.00077995i,-3.8972e-05-0.00035991i,0.00022294-1.9478e-05i,3.9884e-05+0.00028305i,-0.00082557-0.00016143i,-0.0011302-0.001072i,-0.00060808-0.0012674i,-0.00038955-0.00032009i,-0.00027892+0.00046231i,-0.00012638-0.00020873i,5.0001e-07-0.00035618i,0.0001669-0.0001861i
-0.0014358+0.00026997i,-0.0015357+0.0015345i,-0.0018481+0.0035133i,-0.0010921+0.0044783i,-0.00027022+0.0025974i,0.00035698-0.0003363i,0.00026862-0.001138i,-0.00087715-0.00071472i,-0.0011195-0.00053258i,-0.00072357-0.00071128i,-0.00027066-0.00051841i,-0.00030674+7.535e-05i,-0.0006261+2.7841e-05i,-0.0013863-0.0005519i,-0.0021457-0.00037648i,-0.00082159-1.5384e-05i,0.00035771-0.00022056i,0.0001159-0.00064963i,-0.00058521-0.001138i,-0.00040474-0.0012562i,3.276e-05-0.00086734i,0.00030317-0.00034894i,0.00074639+8.327e-05i
0.00026944-7.693e-05i,0.001141+0.0010344i,0.00067781+0.0011911i,0.00077431+0.00073162i,0.001058+0.00035795i,0.00067896+0.00030802i,0.00030178+0.00015969i,-1.7778e-05-7.0615e-06i,-0.00014441+0.00025802i,-0.00029769-0.00014217i,-0.00080719+0.00011391i,-0.0011006+0.00060871i,-3.4821e-05+0.00026325i,0.0001066-0.00040995i,-0.00073759-0.00079828i,-0.00089749-0.0006048i,-0.00069591-3.1276e-05i,0.00016659-0.00023348i,0.00029952-0.00058308i,-0.00025457-0.00032519i,-8.7389e-05-0.0002539i,-0.00028038+4.8993e-05i,-0.00060935-0.0002517i
0.00022041+0.00019771i,-0.001199+0.0017322i,-0.0014929+0.0033166i,1.0527e-05+0.0032953i,0.00043116+0.0012162i,0.00054477+0.00022185i,0.001063-0.00049494i,0.00062229-0.0007911i,-0.00033504+0.00016218i,-3.5306e-05+0.00093656i,0.00017801+0.0010289i,6.5592e-05+0.00090483i,-2.571e-05+0.00065245i,-3.8513e-05+0.00016914i,0.00053126-0.00039363i,0.00044017-0.00021786i,-0.00012301+3.075e-05i,-2.1653e-05-1.5007e-05i,0.00052191-0.00043042i,0.00010705-0.00056984i,-0.00045049+0.00017386i,-0.00018429+0.00045444i,4.0812e-05-0.00014179i
0.00065464-0.00091999i,0.00070682-9.2421e-05i,-6.0053e-05+0.00010191i,-0.00091467+0.00028391i,-0.0006554+0.00041592i,-0.00046984-0.00025576i,-0.00077114-0.0012285i,-0.00099663-0.0016983i,-0.00083655-3.0206e-05i,-0.00057946+0.0007447i,-0.000533-0.00019051i,9.0062e-05+0.00017485i,0.0012868+0.00082751i,0.00091117-3.7025e-05i,5.7157e-05-0.0014351i,0.00020888-0.0012054i,0.00061905-0.00054209i,0.00071838-6.7385e-05i,0.00072097+0.00060205i,-5.5321e-05+0.00055625i,-0.00030871-8.1223e-05i,0.0002279-0.0012468i,0.00080981-0.00098601i
-0.0018176-0.00089206i,-0.0016894+0.0014744i,-0.0024761+0.0023952i,-0.00085991+0.0027376i,0.0004014+0.0019399i,0.00038536+0.0010906i,0.00016337-0.00037621i,2.134e-05-0.001251i,0.00030267-0.00092948i,3.545e-05-8.4124e-05i,1.1663e-05+0.00080368i,0.00058758+0.00079694i,0.00035718-4.924e-06i,0.00026566-0.00078569i,0.0004805-0.00076556i,0.00085196-0.00099923i,0.0012823-0.0013353i,0.0015485-0.00072377i,0.00076233-0.00064296i,-0.00010298-0.00056436i,0.00011334-0.00058866i,-0.00023308-0.00048529i,-0.00019863-0.00062047i
0.0012014+0.00026095i,0.0013796+8.6753e-05i,0.00065888+0.00089461i,-0.00012488+0.00058451i,-0.00015688-0.00086689i,-0.00087549-0.0018128i,-0.0018192-0.0022192i,-0.0015414-0.0016244i,-0.00093272-0.00093983i,-0.00079396-0.00053824i,-0.00043636-0.0002544i,-0.00047851-4.0351e-05i,-1.2914e-05+0.00056893i,-9.6597e-06+0.0011507i,-0.00028131+0.00083817i,-0.00050359-7.4778e-05i,-0.00041493+7.0307e-05i,0.00020339+0.00011934i,-0.00018331-0.0010511i,-0.00059471-0.0020421i,-0.00029735-0.00094304i,-2.5003e-05+0.00037382i,7.1466e-05-0.00011634i
-0.00064641+0.00019606i,-0.0016178+0.0018847i,-0.0015222+0.003748i,-0.00081171+0.0035572i,0.00056172+0.0014159i,0.0013717-0.00037233i,0.00037659-0.0012459i,-0.00085974-0.00083368i,-0.0015338+0.00098518i,-0.0014129+0.0011921i,-0.0013814+0.00033995i,-0.0017581+0.00062846i,-0.0011736+0.00091671i,-0.00092311+0.00035366i,-0.00085299-0.00071056i,-1.5501e-06-0.00082285i,0.00039762-0.00022679i,0.00034927-0.00061747i,-0.00029281-0.00092149i,-0.00092694-0.00063752i,-0.0010049-0.00012733i,-0.00078187+0.00063418i,-0.00024027+0.00069215i
0.00017313+0.00064175i,0.00060843+0.00022653i,0.00025065+0.00029061i,-0.00016509+0.00047191i,5.3681e-05-0.00024004i,0.00016644-0.00086118i,-0.00071643-0.0011149i,-0.001267-0.0010544i,-0.0015027-1.7517e-05i,-0.0007181+0.00087181i,-0.00018493+0.00072724i,-0.00070869-0.00014781i,-0.00054021-0.00057303i,-0.00046328-0.00054241i,-0.00061454-0.00035218i,-0.00014568+0.00025065i,0.00046632+0.00084446i,0.00073392+0.00049083i,0.00026427-0.00029845i,0.00034479-0.00052406i,0.00080917-7.5257e-07i,0.00047508-4.5946e-05i,-3.6303e-05-0.00022627i
0.00036967+0.0016352i,-0.00096137+0.0032794i,-0.0012763+0.0036815i,-0.00039742+0.0024585i,0.00087448+0.0007877i,0.0010782-0.00079238i,-5.7486e-05-0.0010372i,-0.00068603-0.00064602i,0.00029193-9.6104e-05i,0.00085468-0.00020406i,5.6816e-05-0.00054787i,-0.00072517+0.00030925i,-7.9412e-05+0.00092849i,0.00059728+0.00020856i,0.00071093-0.00072758i,0.0010832-0.00056268i,0.0015001+0.00025655i,0.001083+0.00017281i,0.00075054+2.4916e-05i,0.00059022-0.00043047i,-0.00033732-0.00038186i,-0.00043439+2.2725e-05i,-0.00015796+0.00051458i
-0.00052836-0.00056741i,-0.0001778-0.0017232i,0.00011515-0.0011086i,0.00095583-0.00031255i,0.0013492-0.0009469i,0.00073504-0.0025354i,-0.00053674-0.0032941i,-0.0010598-0.0021626i,-0.00047666-0.00051361i,-0.00016266+0.00085801i,-0.00051928+0.001336i,-0.00088507+0.00053182i,-0.00074001+5.5441e-05i,-0.00040061-0.00039468i,-0.0001635-0.00083465i,-5.6152e-05-0.00032437i,-0.00018571+0.00033091i,0.0001481+3.1555e-05i,0.000739-0.00041245i,0.001178-5.8254e-05i,0.00087754+0.00036515i,0.00024194+0.00085249i,0.00019287+0.0011658i
-0.00099084+0.00082295i,-0.00076011+0.0029475i,-0.0016927+0.0055062i,-0.0012123+0.0044156i,0.00095442+0.0026196i,0.0015426+0.00053821i,0.00027689-0.0019323i,-0.00082122-0.0019643i,-0.00083975+0.00027145i,-0.00023538+0.0014377i,0.00018888+0.00093289i,0.00070744-5.431e-05i,0.00020523-0.0004397i,-0.0011507-0.00031949i,-0.0010377-0.00034844i,0.00021836-1.4913e-05i,0.00053511-0.00020397i,0.00095237-0.0011913i,0.00085211-0.0010743i,0.00077757-0.00036727i,0.00074535-0.00014725i,0.00039505+3.3653e-05i,-1.47e-05+0.00030308i
0.00019979-0.001507i,-0.00010758-0.0015891i,-0.00019628-0.00058943i,0.00038526+0.00011024i,0.00027068-0.00095348i,-0.00030571-0.0021351i,-0.0004869-0.001699i,-0.00048599+8.7842e-05i,-0.00075009+0.0011528i,-0.00097684+0.00091556i,-0.0013837+0.00059637i,-0.00098492+0.00094439i,-0.0002154+0.00026007i,0.00030263-0.00073166i,0.00051794-0.00050463i,-6.8868e-05-0.00058436i,6.2353e-05-0.00025299i,0.00079123+0.00047998i,0.00088647+0.00034072i,0.00058749+0.00027392i,0.00028271+0.00048121i,-0.00026048-0.00019173i,-0.00013255-0.00016107i
-0.00054372+0.0013364i,-0.00041012+0.002494i,-0.00026547+0.0038756i,0.00063416+0.0031496i,0.0013172+0.0015606i,0.00042868-6.6885e-05i,-0.00023796-0.0014061i,-0.0011687-0.00097931i,-0.0013159+0.00077221i,-0.00052494+0.0012855i,-0.00064879+0.00077515i,-0.0011532+0.00033055i,-0.00021895+0.00015994i,0.00016541+0.00066202i,-5.3422e-05+0.00065777i,0.00039642-3.8473e-05i,0.00048164-0.00029162i,-0.00041403-0.00016199i,-0.0008307+0.00010238i,-0.00097366-5.2217e-05i,-0.0015025-0.00026979i,-0.0012047+4.1123e-05i,-0.00084819+0.00062759i
0.0010476-0.0003124i,0.0008535+0.00019428i,0.0011762+0.00042917i,0.00098249+0.00048575i,0.00022937+9.4866e-05i,0.00037601-0.00074204i,0.00058806-0.00063685i,0.00011547-0.00043351i,-0.00026426+0.0002098i,9.9277e-05+0.00035744i,-0.00024835+6.7895e-06i,-0.00052602-6.1775e-05i,7.1663e-05+2.6992e-05i,0.00047892+0.00037027i,0.00045853+0.00027052i,0.00062721+0.00021519i,0.0012052+3.9816e-05i,0.00089104+9.9733e-06i,0.0001539+0.00039966i,-0.00023489+0.00092067i,-0.00031385+0.0012704i,7.9265e-05+0.00047435i,1.8857e-05-0.00044713i
0.0012376-0.00043983i,0.00079016+9.6704e-05i,0.00038315+0.001967i,0.00042145+0.0013484i,-0.00020366+6.391e-05i,-0.00035953-0.00089803i,-0.00085516-0.00092992i,-0.00093809-0.00079385i,-0.0002697-0.00074389i,-0.00046981-6.6391e-06i,-0.00070365-5.2272e-05i,-0.00014419-0.00011944i,0.00026826-1.268e-05i,0.00047921-0.00037418i,0.00064031-0.00039909i,0.00089231-0.0007869i,0.0010414-0.00089085i,0.00096727-0.00026815i,0.00069431-0.00041373i,0.00031276-0.00019368i,0.00026889-1.3961e-05i,-5.3832e-05-2.2444e-05i,-0.00037944+6.824e-06i
-0.001036-0.0014097i,-0.00081457-0.0007975i,-0.0021461+0.00026476i,-0.0017646+0.0015569i,0.0003431+0.0017882i,0.0006904+0.00033459i,-0.0010546-0.0010779i,-0.00097709-0.0012308i,-0.00069588-0.00048386i,-0.0013631+0.00041806i,-0.0019065+0.00083324i,-0.0015353+0.00037084i,-0.00036526-0.000702i,-0.00022155-0.0018321i,-0.00055964-0.0017555i,-0.00012742-0.00098468i,9.0786e-05-0.00095226i,1.7791e-05-0.0014772i,0.00069592-0.0019865i,0.00095125-0.0012449i,-4.2692e-05+0.00022729i,-0.00057054+0.00026135i,-0.00056188-0.0004562i
-0.0011177+0.0005007i,-0.00039503+0.0011514i,0.00062549+0.002318i,0.0020899+0.0028265i,0.0018636+0.0015159i,0.00026991-0.00059918i,-0.00088179-0.0020521i,-0.0010786-0.0019579i,-0.0002919-0.0009313i,0.00073293+0.00012732i,0.00075268+0.00062031i,-0.00058755+0.00066758i,-0.0017219+0.0002132i,-0.001462-0.0012509i,-0.00025901-0.0014313i,7.7731e-05-0.00047372i,-0.00034301-0.00038146i,0.00013643-0.00032429i,0.00022593-0.00032023i,-0.00022013-0.00038951i,-0.00042219-0.0001049i,-0.00022198-0.00016325i,8.304e-05-0.0004128i
0.0011787-0.00049661i,0.001164-1.1742e-05i,-0.00077782+0.0013351i,-0.0018185+0.0022019i,-0.00017379+0.0015608i,0.0017529-0.00065477i,0.0015482-0.0016418i,-0.0003887-0.00073787i,-0.0014234+8.2831e-05i,-0.00085736+0.00082706i,-0.00068232+0.00078654i,-0.0007507-0.00011145i,-0.00073118-0.00032853i,-0.00061584+0.00043888i,-0.00042723+0.00041239i,0.00010764-0.00032739i,0.00037591-0.00014281i,0.00011611+0.00028031i,-0.00029507-0.00065947i,-0.0011548-0.0017158i,-0.0012746-0.0010261i,-0.00065538-0.00037909i,0.00027741-0.0002711i
0.00096393+0.0013145i,-0.00043739+0.0030608i,0.00013896+0.0029936i,0.0015668+0.0018207i,0.0014085+0.00043828i,0.00057765-0.00097127i,-0.00019364-0.0013426i,-0.00058578-0.00074653i,-0.0010666+0.00010851i,-0.00057726+0.00056141i,6.4389e-05+0.00052872i,-8.5674e-05-0.0002174i,1.7197e-05-0.00042717i,0.00079606+0.00026307i,0.0014097+5.2588e-06i,0.0016949+9.5428e-05i,0.0013571+0.00066031i,0.00076054+0.00087429i,0.0011065+0.0010435i,0.00092156+0.00040832i,4.4693e-05+0.00045247i,0.00025888+0.0010734i,0.00056535+0.00034891i
0.0009218+0.00082375i,1.5086e-06+0.00033415i,-0.00082172+6.2677e-05i,-0.0016873+0.0002819i,-0.001902-0.0007155i,-0.0016523-0.0011795i,-0.0010826-0.00098237i,-0.00039819-0.0010056i,0.00020277-0.0010098i,0.00041307-0.00046558i,-7.7908e-05-5.7456e-05i,-0.00036134-0.0001088i,-4.7625e-06-8.8916e-05i,0.00044502-0.00018216i,0.00099885-0.00014686i,0.0011421-2.6242e-05i,0.0011336+2.3003e-06i,0.0019505-0.00027506i,0.0022615-0.00058063i,0.0012566-6.6047e-05i,0.00063252+0.00025212i,4.005e-05+0.00042575i,-0.00053884+1.7824e-05i
-0.0022248+0.0012563i,-0.0016929+0.0028473i,0.00032716+0.0045886i,0.0013617+0.0046561i,0.0016373+0.0021282i,0.0016977-0.0013895i,0.00048668-0.0027729i,-0.00078412-0.0022858i,-0.00079336-0.00090005i,-0.00020406+0.00048764i,-0.00032017+0.00065405i,-0.00092344+0.00077062i,-0.0010907+0.0001583i,-0.00036593-0.00037212i,0.00018849-0.00041942i,0.00069612-0.0005655i,0.001962-0.00093137i,0.0021101-0.00054506i,0.00099325-0.0004269i,0.00070987-0.00086863i,0.00078833-0.0004985i,0.00016872-9.3414e-05i,7.3337e-05-0.00043691i
-0.00040484-0.00056931i,-0.00067829-0.0012928i,-0.0016338-0.00027361i,-0.00099372+0.0014116i,0.00083735+0.00081144i,0.000606-0.00037329i,-0.00078244-0.001136i,-0.0005078-0.0014507i,0.00064055-0.00067938i,0.0004992+0.00019881i,0.00022912+0.00058304i,0.0002722+0.000467i,0.00024997-6.5783e-05i,-0.0001989-0.00081849i,-0.00012778-0.0014198i,0.00080996-0.0010875i,0.00033941-0.00021212i,-0.00028051-0.00020487i,-0.00032015-0.00086664i,0.00029404-0.00056882i,0.00074242-0.00063963i,0.00022165-0.001006i,5.7041e-05-0.00029211i
0.00043588+0.0006915i,0.0015733+0.0025256i,0.0020052+0.0033768i,0.0017657+0.0020995i,0.0010433-0.0001807i,0.00026615-0.0010013i,-0.00045161-0.0013697i,-0.0012729-0.0018978i,-0.0012931-0.0013143i,-0.00079892+0.00050552i,-0.00081077+0.0012467i,-0.00092989+0.00060997i,-0.0010912+1.1685e-05i,-0.00044601-7.6662e-05i,0.00021449-1.4889e-05i,0.0002446-0.00036903i,-0.00024347-0.0012998i,-0.00062654-0.00096385i,-0.00040855-0.00028193i,5.6603e-05-0.00035581i,7.268e-05-0.00029306i,0.00048973-0.00039079i,0.00071513+9.6974e-07i
-0.00011634+0.00063746i,-0.0015358+0.0012451i,-0.0026684+0.0021867i,-0.0019094+0.0016207i,0.00038181+0.00029935i,0.00098411-0.0012112i,-0.00080109-0.0016477i,-0.00069056-0.00056256i,-0.00042924+0.00019906i,-0.00084313+0.00027005i,-0.00075645-0.000197i,-0.00065828+0.00058928i,-0.00038621+0.0016175i,-0.00039856+0.0013139i,0.00017508+0.0010898i,0.00074723+0.00094368i,5.5526e-05+0.0010878i,0.00021682+0.0012305i,8.5971e-05+0.00054309i,-5.1821e-05-0.00048226i,3.0479e-05-0.00077804i,0.00017621-0.00062034i,0.0002833-8.7506e-05i
-0.00097801+0.0013218i,0.00019768+0.0018495i,0.0019047+0.0038166i,0.0033891+0.0035738i,0.003925+0.0010399i,0.0019993-0.0018634i,-0.00021748-0.0026641i,-0.001437-0.0020268i,-0.0016918-0.00082364i,-0.00095336+0.00031766i,-0.00042272+0.00049277i,-0.00027728+0.00041243i,0.00018873-0.00038336i,0.00094548-0.00072084i,0.00075657-0.00033988i,0.0001849-0.00017215i,0.00019842-0.00036937i,0.00049878-0.00049095i,0.0010889-0.00077653i,0.0010445-0.00076127i,0.0010034+5.1336e-05i,0.001005+0.0003586i,0.00063399-0.00022108i
-1.7865e-05+0.00039621i,-0.0013796+0.001749i,-0.0017527+0.0029103i,-0.0010175+0.0022663i,-0.00010534-0.00019534i,-0.00026594-0.0014916i,-0.0015727-0.00049798i,-0.0012287-0.00033211i,0.00019286+0.00025033i,0.00023712+0.00071692i,-0.00039262+0.00040917i,-0.00016015+0.0005963i,0.00099071+0.00056525i,0.0021482+0.00021356i,0.0020917-0.0007081i,0.0017188-0.00094179i,0.0006833-0.00030787i,0.00014668-0.00029742i,0.00081177-0.00090754i,0.0016564-0.00091226i,0.0015674-0.00034624i,0.00066992+6.2284e-05i,4.3979e-05-9.4171e-06i
0.0018432+0.00079493i,0.0019944+0.0013138i,0.0018697+0.00085262i,0.001922-8.6599e-05i,0.0027283-0.0015126i,0.0026022-0.0025393i,0.0013236-0.0018766i,2.7375e-05-0.00044261i,-0.00063289-0.00013423i,-0.00049111-0.00018925i,-0.00046607-0.00015664i,-0.00078019-0.0003407i,-0.00067227-0.00075302i,-0.00037531-0.0014496i,3.0357e-05-0.0012705i,0.0001229-0.00095387i,0.00025265-0.00077598i,0.00040844-0.00093144i,0.00029493-0.0015997i,-8.5262e-05-0.0010966i,-0.00015963-0.00012102i,0.00026978-0.00069016i,0.00090143-0.00090997i
-0.00034068+0.00053043i,-0.0023639+0.00060502i,-0.0019762+0.0019004i,-0.00098176+0.0022074i,-0.0013555+0.00010567i,-0.0022189-0.0014123i,-0.0019887-0.001465i,-0.0015836-0.00023382i,-0.0015433+0.00074229i,-0.001174+0.00042761i,-0.00088557+0.00093501i,-0.00099711+0.00060441i,-0.00095681-0.00041131i,-0.0013727-0.00027845i,-0.0014359+0.00011229i,-0.00067436+0.00047879i,0.00011975-0.00013516i,0.00012555-0.001141i,0.00028701-0.001221i,0.000386-0.00089118i,-0.00021848-0.00037296i,-7.1929e-05-0.0005467i,0.00044278-0.00019229i
0.00080433+0.00073686i,0.0012108+0.00065203i,0.0010631+0.00046966i,0.00038835+0.00063729i,0.00023229-1.7787e-05i,-0.00078567-0.0010471i,-0.0016716-0.0016667i,-0.001338-0.0010018i,-0.0010189-0.00015143i,-0.00024043-0.00036646i,-0.00018413-0.00044503i,-0.00072093-0.00011318i,-0.0010043+0.00053899i,-0.0011288+0.00049502i,-0.00029699+0.00037022i,-7.2042e-05-0.00015866i,-0.00055428-0.00078259i,0.00030452-0.00035406i,0.00097867-0.00025793i,0.0008117-0.00082179i,0.0005476-0.0006698i,-1.195e-05-0.00017942i,-6.0731e-06-7.1816e-05i
-0.0012501-1.2812e-05i,-0.0014167+0.0014615i,-0.00067522+0.0024452i,0.00057678+0.0026238i,0.00092825+0.001158i,0.00043957-0.0006602i,-0.00050912-0.00073404i,-0.00036147-0.00038594i,0.00063527-0.00027338i,0.0006074-0.00018599i,-0.00040704-1.1196e-05i,-0.00037527+0.00093907i,-0.00023561+0.0013858i,-0.00029621+0.0008333i,0.00017622+0.00011197i,-9.9551e-05+5.377e-05i,-0.00056834+2.4097e-05i,-0.00027739+0.00022429i,0.00053059-0.00010588i,0.00067551+0.00019063i,-0.00039269+0.0011518i,-0.00036084+0.0011842i,0.00071991+0.00056592i
0.00016017+0.00030347i,3.2151e-05+0.00070876i,-0.00043578+0.0012932i,-0.00033186+0.0011103i,0.00056683-0.00010215i,0.00063902-0.00059646i,-0.0002773-0.00089604i,-0.00089956-0.0017676i,-0.0011956-0.0011093i,-0.00064069+4.8868e-05i,-0.00011592+0.00021118i,9.0838e-05+0.00081819i,0.00048256+0.00071674i,0.00020791+0.00042519i,-0.00019882+0.00020557i,-0.00015342+0.00025376i,0.00019922-7.365e-05i,0.00022283-0.00075212i,0.00035507-0.00053242i,0.00032455-0.00055468i,9.546e-05-0.00028571i,0.00068234-0.00031356i,0.00039718-0.00044027i
-0.0009241+0.0019893i,-0.0018041+0.0015874i,-0.0016357+0.0012448i,-5.4026e-05+0.00086123i,0.0011887-7.3087e-05i,0.0013187-0.0011756i,0.00024858-0.001935i,-8.3361e-05-0.0013759i,-0.0006339-0.00023617i,-0.001108-0.00018142i,-0.00041505-0.00029442i,-0.00036139-0.00038623i,0.00021212+5.5956e-06i,0.00069804+0.00026077i,0.00027803-0.00034033i,-0.00010703-0.00049059i,0.00021712-0.00010336i,0.00080872-0.00027162i,0.00094789-0.00057719i,-1.1429e-06-0.00035528i,-0.00085299-8.7472e-06i,-0.00019297-0.00092125i,0.00086387-0.0013721i
-0.00099426+0.00064617i,-6.8398e-05+0.00099018i,0.00069424+0.0014621i,0.00051393+0.0017751i,0.00028915+0.0016042i,1.974e-05-0.00023004i,-0.00033093-0.0012347i,-0.0013404-0.00088855i,-0.002026-0.00034325i,-0.0012051+9.5756e-05i,-0.00021954+0.00063846i,-0.00025974+0.00027672i,-5.0359e-05-7.3283e-05i,-2.8334e-05-0.00048525i,-0.00056591-0.00090065i,-0.00010325-0.00073773i,0.00068779-0.00054134i,0.00055813-0.00031186i,0.00041182-0.00053102i,0.00032164-0.0012108i,0.0001734-0.0018122i,-0.00063541-0.001227i,-0.00083654-0.00057748i
-0.00040514-0.00049045i,-0.0011877+0.00089312i,-0.0025032+0.0013917i,-0.001394+0.00080952i,-0.00028115+0.00076998i,-0.00086813-0.00018968i,-0.0011118-0.0012177i,-0.00072565-0.0010863i,-0.00061643-0.00061217i,-0.0010553+0.00019444i,-0.0015082+9.1915e-05i,-0.00092598+9.8248e-05i,-0.00074958-5.4171e-05i,-0.00069818-0.00059532i,-0.00063351-0.0004942i,-0.00019726-0.00033969i,-0.00012884+0.00014793i,-0.00031642+0.00066799i,0.00034789+3.8381e-05i,0.00029134-0.00069006i,2.9253e-05-1.5012e-05i,4.7632e-05+0.00051396i,-0.00054646+0.00026733i
0.00095413+0.00081354i,0.0015765+0.00024813i,0.0014048+0.0008262i,0.00053345+0.0015737i,7.0455e-05+0.00053592i,0.0001468-0.00037449i,-1.7453e-05-0.00036642i,-0.00056028-0.00040568i,-0.00048436-0.00030485i,0.00012884-0.00037319i,0.00046629+0.00075109i,-0.00036547+0.0017744i,-0.0007046+0.00084798i,-0.00031762+0.00031774i,-0.00062857+0.00014009i,-0.0011663-0.00040481i,-0.00022432-0.00031179i,0.00053933-1.3797e-05i,-0.0002909+0.00055458i,-0.001019+3.7355e-06i,-0.00081868-0.00055963i,-0.00088766-0.00039279i,-0.00015879-0.00061123i
