-0.00095805+0.0012176i,-0.0006522-0.00070789i,-0.0022686-0.0018558i,-0.0025898+0.00053461i,-0.0019086+0.0033763i,-0.0010765+0.003647i,8.3361e-05+0.0020203i,0.0010755+0.00078133i,0.0010657+0.00063265i,0.00042492+1.8523e-05i,0.00013308-0.00040637i,-7.8082e-05-0.00073586i,-0.00020217-0.00061861i,-0.00030729+0.00017967i,-0.00031942+7.179e-05i,-0.00040505-0.00014754i,-0.00020022-0.00021197i,-0.00026016-0.00063014i,-0.00025796-0.00029615i,0.00023511-0.00035499i,0.00045057-0.00057757i,0.00035669-0.000775i,0.00046308-0.00049536i
-0.0077627+0.0032892i,-0.0085204+0.0025101i,-0.0072536+0.001571i,-0.0058952+0.0012453i,-0.0039851+0.00073359i,-0.00098318+0.00039087i,0.0010617+0.00040805i,0.0019376+0.00041898i,0.0015041+0.00055606i,0.00056178+0.0016147i,-1.2917e-05+0.0016408i,-0.0004199+0.00048472i,0.00036298+8.9349e-05i,0.001607+7.9296e-05i,0.0017613-0.00023139i,0.00085854-0.00053244i,-0.00043796-0.00023623i,-0.00012086-0.00029033i,0.00065973-0.0012389i,0.0010626-0.00033707i,0.00061118+0.00051901i,0.00055874-3.9489e-05i,0.00064067+0.00024562i
-0.0042959+0.0061447i,-0.0054105+0.0063878i,-0.0050791+0.004853i,-0.0043198+0.0045395i,-0.0035975+0.0030942i,-0.0011525-0.00071149i,0.00094783-0.0022844i,0.0017826-0.0019503i,0.0021765-0.0013081i,0.0016613-0.00046509i,0.001042+0.00018643i,0.0011192+0.0003406i,0.0013008-0.00048247i,0.0012281-0.0011814i,0.00068748-0.0010094i,-0.00015644-0.00085548i,-0.00072306-0.00087937i,-0.00047551-0.0010713i,-0.00011947-0.0010871i,-0.00083848-7.2258e-05i,-0.00095791+0.00015341i,-0.00027356-0.00033643i,0.00038886-0.0005551i
0.0039513+0.0064399i,0.0030518+0.0069794i,0.0015491+0.0054921i,0.0013565+0.0036597i,0.00061541+0.0024013i,-0.0014755+0.00072044i,-0.0020104-0.0010201i,-0.00056123-0.0017312i,0.00081513-0.0017073i,0.0011703-0.00049089i,0.0010669+0.00030161i,0.0010321+0.00021851i,0.0012275-1.5598e-05i,4.8677e-05-0.0011264i,-0.0014364-0.00094472i,-0.0016976+0.00010053i,-0.0011441-0.00034844i,-0.00083503-0.0013996i,-0.0011512-0.0012483i,-0.0011304-0.00058661i,-4.2912e-05-0.00011004i,0.00025056+0.0003483i,7.9873e-06+0.00017508i
0.0084455+0.00046321i,0.0077161+0.00058744i,0.0050788+3.9414e-05i,0.0021314-0.0017531i,0.0013942-0.0020096i,-0.00059295+0.00012982i,-0.0028594+0.00038807i,-0.0025276-0.0010952i,-0.0018805-0.0020832i,-0.0012044-0.0015778i,-0.0006149-0.00064684i,-0.00015548-0.0014343i,0.00057892-0.0015435i,0.00029241-1.2408e-05i,-0.00066236+0.00103i,-0.00055219+0.0012949i,0.00030942+0.0010766i,0.00070762+0.00019267i,0.00095216-0.00038291i,0.00069047+0.00025256i,-0.00038201+0.001298i,-0.00053487+0.00094827i,-0.00016141+0.00075974i
0.0047254-0.0055103i,0.0055981-0.0041739i,0.0038502-0.002444i,0.0017598-0.0021872i,-2.5992e-06-0.0011474i,-0.0025889-0.00033729i,-0.0040428-0.00014585i,-0.0031568+0.0001543i,-0.0024254+8.7719e-05i,-0.0022507+0.00012915i,-0.00065261+0.00023995i,0.00024187-0.00026372i,-4.9102e-05-0.00044815i,0.00033505+0.0004239i,0.0012453+0.00092627i,0.0018854+0.00091971i,0.0015376+3.6091e-05i,-1.36e-05-0.00055846i,-0.00098174-1.8299e-05i,-0.00052909+0.00016852i,4.888e-05+7.1364e-05i,3.2783e-05+8.3012e-05i,-0.00038606+0.0006622i
-0.0020809-0.0087833i,0.00026877-0.009777i,0.00079387-0.006924i,-0.0012123-0.0042618i,-0.0024396-0.0027715i,-0.0021125-7.1908e-06i,-0.001291+0.0025064i,-0.00084808+0.0028974i,-0.00071269+0.0020006i,-0.00051717+0.0016078i,0.00035477+0.0013526i,7.6676e-05+0.00064729i,-0.00031864-0.00019033i,0.00040087-0.000807i,0.001643-0.0014721i,0.0014598-0.0018455i,0.00050991-0.0016262i,0.0003557-0.00097153i,-8.1961e-05+1.698e-05i,-0.00022503+0.00010683i,-0.00033306-0.00075032i,0.00010364-0.00055265i,0.00052601-5.2076e-05i
-0.0097444-0.0048038i,-0.0085277-0.0051857i,-0.0052262-0.0032777i,-0.0039495+7.2226e-05i,-0.004102+0.00184i,-0.0016655+0.0017143i,0.0010189+0.0019656i,0.0011388+0.0020098i,0.00096111+0.0023636i,0.0013822+0.0023156i,0.0015497+0.0011437i,0.0015764+0.00027126i,0.00078954-0.00039516i,0.00071027-0.0015602i,0.00087582-0.0021768i,-3.2331e-05-0.0020976i,-0.00047389-0.0017487i,-0.00067911-0.00055219i,-0.0014589-0.000486i,-0.00064039-0.0015072i,0.00046019-0.0011971i,-0.00032395-0.00028913i,-0.0007974-1.513e-05i
-0.010179+0.004497i,-0.0094268+0.0032152i,-0.0053101+0.001857i,-0.0013873+0.0012549i,0.00021235+0.0016942i,0.0003063+0.0010691i,0.00075743+3.295e-05i,0.0014168+0.00014407i,0.0018842+4.8824e-06i,0.0019676-0.00075188i,0.0015954-0.00058202i,0.001222-0.00035475i,0.0011841-0.00046971i,0.00061256-0.00089186i,-0.0013035-0.0016023i,-0.0021606-0.0005967i,-0.0016181+0.00022823i,-0.0007172-0.00030122i,-0.00027483-6.3272e-05i,0.00017639-0.00018238i,0.00040888-0.00087173i,0.00026595-0.00080138i,-0.00025318-0.00048846i
-0.002581+0.010004i,-0.005396+0.008788i,-0.005567+0.0029025i,-0.0031527-0.00081711i,-0.00069139-0.0017913i,-0.00027387-0.0012243i,-0.00012568-0.0010395i,0.00062372-0.0025484i,0.00038555-0.0028445i,9.812e-05-0.0023239i,0.00062147-0.001155i,0.0005904-0.00023102i,0.00079835-0.00062947i,7.3483e-06-0.00017936i,-0.0014381+0.0010724i,-0.0012832+0.001272i,-0.00038249+0.0011891i,0.00045048+0.0012398i,0.00062396+0.00010022i,0.00055158-0.00080692i,0.0002352-0.00054406i,0.00032333-0.00054989i,0.00056862+0.00021668i
0.0060008+0.009108i,0.0044336+0.009422i,-7.7448e-05+0.0067155i,-0.0032404+0.0023188i,-0.002749-0.0011285i,-0.0014019-0.0022048i,-0.0010427-0.00084464i,-0.0014374-0.00085847i,-0.0014046-0.0014758i,-0.0011343-0.00032832i,-0.00088489-0.00022403i,-0.00073943-0.00077465i,-9.0433e-05-0.00063571i,0.00038982+0.00066971i,0.00077071+0.0011187i,0.0013982+0.0010961i,0.0011019+0.0010017i,0.00028931+0.0004582i,0.00015663-0.00048845i,-0.00081973-0.0002132i,-0.0015342+0.00071218i,-0.00051982+0.00057414i,-0.00024316+0.00029341i
0.012335+0.00049586i,0.011265+0.0018859i,0.0043881+0.0024099i,-0.0011391+0.0026608i,-0.003502+0.0016745i,-0.0033046+0.0010485i,-0.0023296+0.0024481i,-0.0018829+0.0020022i,-0.0018933+0.00047407i,-0.0015815+0.00050352i,-0.00080412+0.00035119i,-0.0001647-0.00098581i,-0.00010202-0.0014045i,0.00017704-0.0013065i,0.00083928-0.0015329i,0.0012386-0.0018258i,0.00025487-0.0012184i,-0.00084948-0.00062534i,-0.00050821-0.00083092i,-0.00017573-0.00057431i,-0.00010615+0.00036628i,0.00014207+0.0010353i,-1.8501e-05+0.0013652i
0.0064033-0.0092545i,0.0072457-0.0068382i,0.0052415-0.0019395i,0.0021589+0.0032145i,-0.0007856+0.0057726i,-0.0017029+0.005362i,-0.00051515+0.0042344i,-0.00015484+0.0024415i,-0.00084612+0.0018589i,-0.00076748+0.0023956i,-0.00048476+0.0019728i,-0.00082757+0.00088416i,-0.00010821-2.03e-05i,0.0011105-0.00077376i,0.0014381-0.00061218i,0.00046276-0.00082741i,-0.00085145-0.0011562i,-0.0013514-0.0012697i,-0.0011187-0.0010496i,-0.00074838-0.00094064i,-0.00069528-0.0012161i,-0.00021871-0.00031127i,0.00038794-0.00020463i
-0.0018209-0.012088i,-0.00014051-0.012534i,0.0024159-0.006788i,0.003707-0.0020073i,0.0030779+0.00033351i,0.0019598+0.0022819i,0.001499+0.0022444i,0.0013952+0.001565i,0.0019859+0.001175i,0.0019602+0.00046891i,0.00074759+0.00056081i,0.00010028+0.00086712i,0.0002226+0.00065008i,1.9486e-05+0.00015816i,-0.00017144-0.00018782i,-0.00067196+0.00062599i,-0.0013049+0.0014662i,-0.00053971+0.0012665i,0.0004507+0.0012609i,0.00023478+0.0012295i,6.369e-05+0.00057659i,-0.00027557+9.1314e-05i,-5.8353e-05+1.5555e-05i
-0.010287-0.0074413i,-0.0093961-0.0089807i,-0.0042942-0.0095692i,0.00034345-0.0078011i,0.0017948-0.0045257i,0.0023225-0.0019875i,0.0026957-0.0011468i,0.0023115-0.0012593i,0.002025-0.0014668i,0.0010206-0.0018458i,0.0001465-0.001138i,0.00038768+0.00039439i,0.00010646+0.00078376i,8.531e-06+0.00071493i,0.00038403+0.0017074i,2.2686e-05+0.0020244i,7.8497e-05+0.0017613i,0.00059225+0.001117i,0.00042128+0.000384i,6.5145e-05+0.00014825i,-0.00023437-0.00057382i,-0.00047883-0.00059707i,-0.00061696+0.00019431i
-0.012425+0.0047004i,-0.013116+0.0026677i,-0.01054-0.0031678i,-0.0061615-0.0077941i,-0.003417-0.006987i,-0.0024899-0.0042001i,-0.0016644-0.0023591i,-0.0015-0.0015197i,-0.0020337-0.0013443i,-0.0019471-0.0011059i,-0.00082703-0.0010918i,0.0001106-0.0016143i,0.00048294-0.0016133i,0.00084111-0.0005821i,0.0012783+0.00045043i,0.001615+0.00056715i,0.001575-7.0275e-05i,0.0013306-0.00037843i,0.0011391-2.253e-05i,0.00061494-0.00029785i,0.0001501+6.498e-05i,4.2747e-05+0.00061344i,-0.00068435+0.00011675i
-0.0034018+0.01512i,-0.0048461+0.014468i,-0.0065928+0.0074068i,-0.0082643-0.00050433i,-0.0078043-0.003391i,-0.0062925-0.0024712i,-0.0048697-0.00064538i,-0.002885+0.00016774i,-0.0013804+0.00046993i,-0.0016538+0.00026941i,-0.0021999-0.00066836i,-0.001571-0.00079546i,-0.00079557-0.0011315i,-0.00037244-0.0014168i,7.3935e-05-0.0010725i,0.00026379-0.0016028i,0.00010058-0.0021054i,-0.00031058-0.0017937i,-0.0005049-0.0016471i,0.00023797-0.00088287i,0.00080119+0.00017072i,0.00098841+0.00036938i,-5.3889e-05+0.00035979i
0.0074136+0.011613i,0.0053954+0.012214i,-0.00022707+0.0096419i,-0.0053994+0.0071834i,-0.0057595+0.0054055i,-0.0030451+0.0035749i,-0.0019326+0.0026155i,-0.0016091+0.00257i,-0.0013638+0.0025039i,-0.00043053+0.0019489i,6.5163e-05+0.0014437i,-0.00080862+0.00045602i,-0.0015668+1.8251e-05i,-0.0013708-0.00061416i,-0.00065761-0.0015316i,-0.00058068-0.0012682i,-0.0010897-0.00016191i,-0.00074128+0.0002797i,1.464e-05+0.00013211i,2.8663e-05+0.00044102i,-0.00035071+0.00099142i,-0.00072748+0.000534i,-0.00038323+0.0001019i
0.014254-0.00053012i,0.01576+0.0009186i,0.0099603+0.0053352i,0.0035753+0.0092475i,0.0013393+0.0088286i,0.001229+0.0058593i,0.00091875+0.0037539i,0.00085375+0.0027062i,0.0013367+0.0013293i,0.0015952+0.00087727i,0.0012304+0.00079785i,0.0002651+0.0011581i,-0.0008661+0.0011292i,-0.00060186+0.00047565i,-0.00025936+0.00010928i,-0.00095591+0.00036141i,-0.0013396+0.00043715i,-0.001103+0.0004639i,-0.0011359+0.00023552i,-0.0010467-0.00025559i,-0.00057343-6.5904e-05i,-0.00013578+0.00031639i,0.00051564+0.00017669i
0.0076486-0.01194i,0.0091229-0.01096i,0.0092135-0.0053041i,0.0099407+0.00099243i,0.0085663+0.0039466i,0.0046503+0.0029986i,0.0020326+0.0017014i,0.0018635+8.2887e-05i,0.0019088-0.0013416i,0.0015306-0.001294i,0.0012271-0.00044443i,0.0012398+2.5529e-05i,0.001414+0.00052586i,0.0010163+0.0011565i,0.00036696+0.0013814i,0.00071917+0.0014451i,0.00066395+0.0012937i,0.0003687+0.00056722i,0.00079916+0.00020727i,0.0003847+9.9456e-05i,-0.00086615+6.6161e-05i,-0.0010509-0.00058029i,-0.00045037-0.00049801i
-0.0057696-0.016404i,-0.0054518-0.016302i,-0.0030854-0.013362i,0.0026372-0.0098925i,0.0050886-0.0060337i,0.003161-0.0023319i,0.0012841-0.00095842i,0.00028462-0.0020393i,-0.00034082-0.0026227i,-0.00041091-0.002438i,9.0411e-05-0.0019645i,0.0014698-0.0014972i,0.0020598-0.0016291i,0.0013304-0.0011998i,0.0015394+0.00012666i,0.0023185+8.7616e-07i,0.0014179-0.00084428i,3.1622e-05-0.00081611i,-0.00035615-0.00043923i,-0.00083289+0.00047374i,-0.0013076+0.00083924i,-0.0013409+0.00065415i,-0.0012825+0.00030715i
-0.016542-0.0071677i,-0.017776-0.0067296i,-0.013784-0.0065654i,-0.0078349-0.0087293i,-0.0034578-0.0080271i,-0.0014606-0.0040187i,-0.0013381-4.3293e-05i,-0.0021762+0.00067119i,-0.0028887-0.00014779i,-0.0029183-0.00042323i,-0.0023577-0.0005253i,-0.00015881-0.00077942i,0.0012751-0.0011394i,0.0011551-0.0012197i,0.0014117-0.0011728i,0.0019095-0.0012624i,0.00091828-0.0014687i,-2.2327e-05-0.0008351i,-0.00038045-0.0004604i,-0.00098969-0.00049305i,-0.0002113+0.00012515i,0.0009076+0.00063174i,0.00090194+0.000491i
-0.0135+0.0074158i,-0.014343+0.0069683i,-0.012041+0.0039152i,-0.011735-0.0010531i,-0.009796-0.0038864i,-0.0052594-0.0016976i,-0.0027221+0.00076453i,-0.0024994+0.0014774i,-0.0021833+0.0015805i,-0.0014435+0.0010094i,-0.0014023+0.00063068i,-0.0012011-0.00016249i,-0.001622-0.0005932i,-0.0013573-0.0006953i,-0.00074846-0.00075842i,-0.0010387-0.00094974i,-0.00097467-0.0010354i,-0.00050059+4.9207e-05i,-6.5914e-05+0.00039575i,-0.0002298-0.00046217i,-2.5942e-05-0.00065805i,0.00019173-0.00033837i,-5.7008e-06-0.00017796i
-0.0021926+0.017059i,-0.0019101+0.017936i,-0.0020731+0.014218i,-0.0047565+0.0090356i,-0.006629+0.0046323i,-0.0037609+0.0020605i,-0.00020242+0.0015252i,0.001213+0.0018464i,0.00066092+0.002222i,0.00031276+0.0026354i,0.00017+0.0022055i,-0.00088202+0.0006373i,-0.0009121-0.00016741i,-0.00013825-0.00013818i,-0.00092359+0.00067162i,-0.001996+0.0014135i,-0.0010132+0.00019954i,-4.5091e-07-0.00065065i,-0.0002776-0.00039536i,-0.00071423+3.6014e-05i,-0.00033519+0.0005298i,0.00021296+0.00080907i,0.00084044+0.0012385i
0.011063+0.012351i,0.012904+0.011081i,0.010656+0.0078332i,0.0054518+0.0090277i,0.00085741+0.0093575i,-0.00085797+0.0059618i,0.00026266+0.0033165i,0.0018808+0.0021283i,0.001967+0.0014599i,0.001546+0.0012043i,0.0014726+0.00084509i,0.00021076+0.00059639i,-0.00092092+0.00057584i,-0.00082844+0.0009714i,-0.0003529+0.0013169i,0.00014802+0.0011738i,0.00056685+0.00086018i,0.00035117+0.00052092i,-0.00031565+0.00065043i,-6.8574e-05+0.00036835i,-2.8742e-05-0.00014606i,-0.00056111-0.00049514i,0.00021203-0.00016879i
0.016812-0.0020088i,0.01674-0.0049984i,0.013327-0.0063813i,0.010187-0.0042653i,0.0062988-0.00030302i,0.0016923+0.0014726i,-0.00012885+0.00020428i,0.00089492-0.0003746i,0.0016566-0.00072496i,0.0016169-0.0013284i,0.0014045-0.00096067i,0.00070934-1.9555e-05i,0.00058008+0.0013684i,0.00038064+0.0021961i,0.00043178+0.0017571i,0.0016217+0.0011621i,0.0022919+0.00013482i,0.0012587-0.00066119i,0.00035201-4.0336e-05i,0.00013465-0.00027584i,0.00036458-0.0006924i,-4.5789e-05-0.00030307i,-0.00035939-6.2705e-05i
0.010166-0.015418i,0.0078401-0.017947i,0.0029321-0.015984i,0.0014526-0.01258i,0.0028183-0.0082282i,0.0018787-0.0031014i,-9.6809e-05+8.8284e-05i,-0.00064861-0.00066712i,-0.00081796-0.0020812i,-0.0011732-0.0026175i,-0.00058593-0.0019733i,0.00086874-0.00083493i,0.0019886-0.00051706i,0.0020711-0.00015123i,0.0020876-0.00031033i,0.0018532-0.00064829i,0.0008414-0.00062274i,0.00040672-0.0013461i,0.00043147-0.0014592i,-7.1209e-06-0.00055038i,-0.00031358+0.00047729i,-0.00051981+0.0003593i,-0.00035156-0.0002549i
-0.0069771-0.018115i,-0.0094699-0.01613i,-0.01196-0.011165i,-0.010276-0.0083526i,-0.0051361-0.0066159i,-0.0015281-0.0035191i,-0.0011649-0.00025468i,-0.0020047+0.0011026i,-0.0026937+0.00098968i,-0.0028727+0.0012533i,-0.002026+0.00050484i,5.8054e-05-0.0005308i,0.0022703-0.00082772i,0.0023972-0.0007192i,0.0012891-0.0005761i,0.00066538-0.0010784i,0.00050403-0.0013332i,0.00044235-0.00042348i,-0.00030569-0.00020692i,-0.00055697-5.2266e-05i,-0.00066054+0.0012006i,-0.00077362+0.0017005i,-0.00038073+0.0011112i
-0.019049-0.0058095i,-0.020692-0.0018098i,-0.017561+0.0038014i,-0.013981+0.0042455i,-0.010752+0.0017221i,-0.0062998+0.001135i,-0.002494+0.0033117i,-0.00088273+0.0050139i,-0.0012148+0.004061i,-0.0014253+0.0024364i,-0.00081319+0.0017959i,-0.00052706+0.00055931i,-0.00023266-0.0011414i,0.00016876-0.0015233i,0.00039636-0.00071934i,-0.00014721-0.00025638i,0.00041796-0.00056183i,0.0012966-0.00031031i,0.00071062+0.00036892i,0.00051867+0.00060403i,0.00029259+6.1028e-05i,-0.00017918-0.00052857i,-0.00022921+4.1167e-05i
-0.016114+0.0096625i,-0.012706+0.012878i,-0.0052186+0.013919i,-0.0014966+0.011566i,-0.0023631+0.0073135i,-0.0013962+0.0040369i,0.001488+0.0031121i,0.0025717+0.0029026i,0.002477+0.0016646i,0.0022088+0.0014363i,0.0012152+0.0017372i,-0.00064892+0.00095301i,-0.0022807-0.00039778i,-0.0028083-0.0012985i,-0.0018125-0.00086344i,-0.00062166+0.00028719i,-0.00027179+0.0010946i,-0.00020272+0.00091436i,0.00016154+0.00054624i,0.00082164+0.00075549i,0.00033225+0.00041366i,-0.0004815-5.6853e-05i,-0.00082098+0.00012324i
-0.0024236+0.018513i,0.0018863+0.015616i,0.0070099+0.0088082i,0.0086857+0.0050147i,0.0058254+0.0038543i,0.0033206+0.0010429i,0.0029771-0.0023172i,0.0029208-0.0027933i,0.0028263-0.0012564i,0.0030737+9.0947e-05i,0.0031042+0.00088812i,0.0020106+0.00090207i,0.00079807+0.00097959i,-0.00021838+0.00060219i,-0.00032227+0.00085315i,0.00015514+0.0019215i,-0.00029536+0.0024225i,-0.00042089+0.0016673i,2.5149e-05+0.00010511i,0.00038469-0.0007672i,0.00045165-0.0013897i,0.00033167-0.001553i,0.00045119-0.00020965i
0.015061+0.01592i,0.01758+0.010639i,0.015839+0.00076362i,0.011186-0.0045918i,0.0061845-0.0042999i,0.001607-0.0036778i,-0.0013963-0.0029951i,-0.0020136-0.0031405i,-0.00086198-0.0041042i,-0.00051777-0.0036165i,-0.00020885-0.002487i,0.00034237-0.0012174i,0.00034354-0.00026866i,-0.00034196+0.00035146i,-0.00023358+0.00095662i,0.00067184+0.00075295i,0.00086171+0.00077129i,0.00072448+0.0014484i,-0.00028471+0.00088331i,-0.00089424+0.00024116i,-0.00067063+0.00020765i,-0.00062647+0.00096215i,-0.00068703+0.001376i
0.017642-0.00034465i,0.013961-0.0047797i,0.0057292-0.010529i,-0.00069326-0.012649i,-0.0031931-0.0087367i,-0.0057083-0.0031916i,-0.0070147+5.8783e-05i,-0.0061257-8.7018e-05i,-0.0047856-0.00074452i,-0.0029932-0.0010806i,-0.0012798-0.0018027i,0.00055648-0.0018376i,0.0010449-0.0010732i,0.00084271-0.00035304i,0.00046006+0.00020894i,0.00030497-7.7099e-05i,0.0015082-0.0010235i,0.0014187-0.0013064i,0.00022543-0.0011247i,-0.00054751-0.00043549i,-0.00071909+0.00021516i,-0.00026554+0.00049301i,8.3214e-05+0.000448i
0.009766-0.017492i,0.0031393-0.016495i,-0.006666-0.01088i,-0.011944-0.0049409i,-0.010696-0.00056992i,-0.0065755+0.0019565i,-0.0038422+0.003927i,-0.0030384+0.0049062i,-0.0021774+0.0041644i,-0.0016709+0.0026303i,-0.0018072+0.0016296i,-0.0011468-8.6029e-05i,6.6509e-05-0.0027923i,0.0013581-0.0033169i,0.0020184-0.002049i,0.0014216-0.0016186i,0.00019219-0.0023232i,-0.00041386-0.0027932i,-0.00047124-0.0014141i,-0.00075706-0.00021281i,-0.00087771-5.5896e-06i,-0.00054417-0.00048046i,-2.4395e-05-8.635e-05i
-0.0067151-0.019445i,-0.0094501-0.01254i,-0.010671+0.00050657i,-0.0087489+0.0095044i,-0.0048171+0.01086i,-0.00065579+0.0090116i,0.0017898+0.0080462i,0.0016864+0.0066375i,0.0010306+0.0053604i,0.00067127+0.0041002i,0.00085666+0.0027186i,0.000903+0.0012456i,-0.00019839-0.00044014i,-0.00078655-0.00095665i,-0.0012933-0.001072i,-0.001538-0.0015422i,-0.00065128-0.0016663i,-0.00021508-0.00086104i,-0.00044919+0.00013076i,-0.0003911+0.00084536i,-0.00062697+0.0002361i,-0.00063884-0.00080836i,-0.00015762-0.00069012i
-0.019964-0.0083405i,-0.016046-0.0027824i,-0.0052371+0.0043313i,0.0030097+0.0065967i,0.0058773+0.0045636i,0.0068151+0.0019289i,0.006938+0.00019256i,0.0058818-0.00055793i,0.004083-0.00048495i,0.002169-7.0495e-05i,0.001539+0.00089474i,0.0012793+0.0021743i,0.00032254+0.001748i,-0.0001173+0.00047511i,-0.00060385-3.6867e-05i,-0.0013413+0.00031775i,-0.0018047+0.0010272i,-0.0012708+0.00076071i,-0.00011487+0.0007054i,0.00016564+0.00030679i,0.00076031-0.00017434i,0.00040503-0.00019079i,1.0259e-06+0.00010874i
-0.018698+0.010096i,-0.01173+0.010363i,0.00097248+0.0052503i,0.0086315-0.0018101i,0.0087976-0.0044633i,0.0063483-0.0046914i,0.0039386-0.0050503i,0.0027874-0.0046178i,0.0025042-0.0043458i,0.0015663-0.0033206i,0.00086491-0.0011607i,0.0011202-9.3559e-05i,0.00051597+0.00042485i,-0.00036686+0.00073807i,-0.00017737+0.0013205i,0.0010013+0.0019396i,0.0013383+0.0024217i,0.0002595+0.0028166i,0.00047741+0.0021663i,0.0015189+0.00092994i,0.00096467+0.00021415i,0.00062737-0.00014232i,0.00058802+8.7099e-05i
-0.0068515+0.020624i,-0.0011286+0.015231i,0.0030077+0.0026123i,0.0019125-0.0069615i,-0.00049357-0.0093359i,-0.002491-0.0080274i,-0.0037186-0.0068243i,-0.0043033-0.0065221i,-0.0049273-0.0049071i,-0.0038826-0.0030498i,-0.00075344-0.0021958i,0.0015158-0.00087569i,0.0021388+0.00059448i,0.0019465+0.00077631i,0.0019126+0.0012592i,0.0022711+0.0019915i,0.0016504+0.0012916i,0.0010532+0.00068764i,0.0008263+0.00047036i,0.00069632-6.337e-06i,0.00022666-0.00026259i,0.00034372+9.5189e-05i,0.00071126+0.00034509i
0.011778+0.014941i,0.007853+0.0096643i,-0.0009748-4.2263e-05i,-0.0089008-0.0052614i,-0.011575-0.005276i,-0.010978-0.0032578i,-0.0096481-0.001085i,-0.0078662-0.00028022i,-0.0053249+0.00071325i,-0.0025972+0.0014189i,-0.0015212+0.00086625i,-0.00071644+0.00012869i,0.00021941-0.00056599i,0.001397-0.00040334i,0.0025027-0.00035036i,0.0017361-0.00093275i,0.0009448-0.0011155i,0.00026191-0.0016044i,-0.00099606-0.0022553i,-0.0021067-0.0015775i,-0.0017299-4.4181e-05i,-0.0003422+0.00081665i,0.00066367+0.0011985i
0.020981+0.00053601i,0.013046-0.0016311i,-0.0011892-0.0013658i,-0.011074+0.0044345i,-0.012737+0.0083219i,-0.0095759+0.0085886i,-0.0067152+0.0084424i,-0.0034212+0.0080179i,-0.000982+0.0057786i,-0.00059322+0.0034004i,-0.00042188+0.0019763i,-0.0002997+0.0007198i,-0.00028291-0.00034985i,0.00047846-0.0012705i,0.0011762-0.0015695i,0.00037658-0.0027015i,-0.00042374-0.0032961i,-0.00056874-0.0021161i,-0.0011116-0.0017928i,-0.0022745-0.0018639i,-0.0025421-0.0019548i,-0.0015944-0.0019778i,-0.00052556-0.0012099i
0.012369-0.019315i,0.0080479-0.013943i,0.0022116-0.0022343i,0.0001362+0.01025i,5.1058e-05+0.014921i,0.0013795+0.01286i,0.0040767+0.01064i,0.0054498+0.0082745i,0.0046493+0.0038959i,0.0031307+0.00082891i,0.0023162+0.00062811i,0.0019482+0.00081818i,0.00099325+0.00010558i,-7.8374e-05-0.00066701i,-0.00080377-0.0004133i,-0.0010665+0.00012938i,-0.0012207+0.00010038i,-0.00097812+0.00032306i,-0.0011352+0.00070862i,-0.001898+0.0014803i,-0.0018848+0.0011932i,-0.0012182+0.00030762i,-2.4339e-05+0.00031172i
-0.0064364-0.023073i,-0.0060094-0.01521i,0.00030899-0.002849i,0.010066+0.0020885i,0.014356+0.0021609i,0.01261+0.0025492i,0.011126+0.0018458i,0.010369+0.00026483i,0.0070513-0.0012463i,0.0032246-0.0018087i,0.0023861-0.001422i,0.0014357-0.00044025i,-0.00021816+0.00023694i,-0.0010112+0.00053194i,-0.00057726+0.00061999i,0.0002196+0.00084389i,0.00019957+0.0013886i,-0.00011124+0.0014303i,-0.00024217+0.0014395i,-3.7572e-05+0.0012223i,0.0003433+0.0010189i,0.00019061+0.0010655i,0.00010792+0.00098421i
-0.022496-0.013502i,-0.017259-0.0095121i,-0.0059587-0.0078702i,0.0022371-0.011732i,0.0048942-0.012327i,0.0054006-0.0081866i,0.0052633-0.0067971i,0.0035874-0.0078396i,0.0006723-0.0068744i,-0.00098775-0.0041312i,-0.0009513-0.0020437i,0.0001422-0.00075063i,0.00012441+0.00040536i,0.00032416+0.0014269i,0.0008611+0.0020748i,0.00055448+0.002121i,0.00080752+0.0014606i,0.00074081+0.00099055i,0.00063429+0.00058333i,0.00068121+0.00051223i,0.00050322+0.00017173i,0.00065923-0.00070294i,0.00059064-0.00047283i
-0.024999+0.010712i,-0.018487+0.0089009i,-0.010661+0.0013694i,-0.0086801-0.0084453i,-0.0075549-0.012493i,-0.0041936-0.009993i,-0.0037914-0.0071667i,-0.0054359-0.0056558i,-0.0056338-0.0038425i,-0.0042998-0.0017715i,-0.0023097-0.00079808i,-0.0010392-0.00061331i,-0.00017852-0.0012685i,0.0011518-0.00090863i,0.001802-7.0556e-05i,0.0017957+3.5132e-05i,0.001756+0.00046551i,0.00083564+0.00050658i,0.00031528+0.00043323i,-0.00014632+4.0591e-05i,-0.0010756+8.2925e-05i,-0.0010018+0.00030992i,-0.00084677+0.00040873i
-0.00753+0.026528i,-0.0043773+0.019852i,-0.0056398+0.0091824i,-0.012393+0.0038753i,-0.014947+0.002117i,-0.011671-0.00040133i,-0.0088657+0.00074026i,-0.0076925+0.0040198i,-0.0057089+0.0043544i,-0.0033086+0.0030154i,-0.0014097+0.0019775i,-6.9932e-05+0.00080087i,0.0006954-0.00032384i,0.00083055-0.00075814i,0.00053704-0.00020212i,0.00060076-0.00050672i,0.00037843-0.00099876i,0.00026983-0.0011348i,0.00030696-0.0012349i,0.00011833-0.000708i,-0.00037036+0.00025501i,-0.00099273+0.00056678i,-0.00085406-8.7129e-05i
