-0.0016917+0.001493i,-0.002093+0.0032349i,-0.002288+0.0036516i,-0.00084839+0.0031353i,-3.1833e-05+0.0022027i,0.00014804+0.0019807i,-0.00011843+0.0014064i,5.1714e-05+0.0009859i,0.00074168+0.00094503i,0.0013956+0.0010566i,0.0010145+0.00071573i,0.00049817+0.00030553i,-0.00017768-0.00022502i,-0.00034142-0.00087772i,-0.00061526-0.0011692i,-0.00092497-0.001004i,5.9971e-05-0.0008895i,0.00035495-0.00052363i,8.4182e-06+1.9068e-05i,0.00016381+0.00021078i,-0.00037843-0.00010062i,-0.00043665-0.00077923i,0.00034096-0.00084052i
-0.020366+0.033772i,-0.036052+0.083645i,-0.010841+0.15526i,0.047581+0.19846i,0.065043+0.16851i,0.038539+0.10909i,0.015488+0.06808i,0.0064468+0.041436i,0.0047827+0.022645i,0.0059278+0.01202i,0.0044927+0.0053735i,0.0024863+0.00042391i,0.0043978-0.0046457i,0.0082136-0.0097037i,0.00835-0.013431i,0.0053275-0.012533i,0.003045-0.0058157i,0.00018047+0.00045589i,-0.0066912-0.0010881i,-0.012137-0.0066624i,-0.010435-0.0082032i,-0.00556-0.0061715i,-0.0029547-0.0015283i
-0.03156-0.03067i,-0.071447-0.070256i,-0.11011-0.08895i,-0.09644-0.07744i,-0.027044-0.071515i,0.021208-0.061943i,0.024441-0.031463i,0.021442-0.0027801i,0.016793+0.006146i,0.0051743+0.0034299i,-0.0031474+0.0027438i,-0.0050898+0.0042827i,-0.0021025+0.0040689i,0.0012995+0.0026774i,0.0021321-0.00052094i,0.0016498-0.0056226i,0.0013868-0.0094683i,0.0040906-0.0085468i,0.0096747-0.0031368i,0.012716+0.0042084i,0.010928+0.0072504i,0.0076561+0.006587i,0.0069142+0.0055745i
0.029345-0.026368i,0.059782-0.062916i,0.043267-0.10445i,-0.036585-0.10502i,-0.10094-0.054719i,-0.10014-0.008948i,-0.067288-0.0023122i,-0.039758-0.0092263i,-0.01856-0.0073803i,-0.0027876-0.003045i,0.0057965-0.0017903i,0.007743-0.0024151i,0.0024658-0.0022165i,-0.0061314+0.00092521i,-0.0096545+0.0059799i,-0.0066957+0.0092058i,-0.0031351+0.0087867i,-0.0032673+0.0077829i,-0.003725+0.0062694i,-0.0034401+0.003701i,-0.0044167+0.0032495i,-0.0036233+0.0038544i,-0.001681+0.00233i
0.026803+0.033364i,0.076647+0.081804i,0.14936+0.11559i,0.19794+0.10937i,0.18336+0.085614i,0.12399+0.058947i,0.069907+0.032773i,0.034563+0.010451i,0.01526-0.0041186i,0.010157-0.0091721i,0.0093474-0.0085093i,0.0066053-0.0068517i,0.0020964-0.0061062i,-0.0019021-0.006516i,-0.0051791-0.0063484i,-0.0069804-0.0045823i,-0.003747-0.0029221i,0.00044867-0.0035592i,-0.0015958-0.0040805i,-0.0041297-0.0040001i,-0.0014345-0.0061944i,0.00013998-0.0090948i,-0.0007021-0.0086809i
-0.038221+0.018449i,-0.098076+0.045894i,-0.14953+0.058403i,-0.14524+0.025835i,-0.09229-0.034139i,-0.041688-0.063031i,-0.016394-0.04384i,-0.002675-0.017928i,-0.0017303-0.0052718i,-0.0078378+0.00033351i,-0.0081442+0.0028096i,-0.0054259+0.0032897i,-7.4036e-05+0.0032105i,0.0068747+0.0019137i,0.0086182+0.00034175i,0.0040709+1.9757e-05i,-0.0024933-8.7967e-05i,-0.0044221-0.002073i,0.0018998-0.0044326i,0.0087311-0.0061907i,0.0086649-0.0068336i,0.0043657-0.0054246i,0.00063482-0.0033277i
-0.015691-0.035439i,-0.037969-0.083877i,-0.063655-0.10648i,-0.084021-0.056172i,-0.088771+0.031072i,-0.067074+0.067401i,-0.042845+0.048906i,-0.028884+0.029525i,-0.013865+0.021573i,-0.0010955+0.014503i,0.0018849+0.007074i,0.00024701+0.0027422i,0.0006938+0.0025881i,0.0033855+0.0057906i,0.0066789+0.0078391i,0.0092635+0.0067409i,0.0095106+0.0045427i,0.0075786+0.0048676i,0.004531+0.0048489i,-9.6678e-05+0.0051106i,-0.0043202+0.008822i,-0.0053674+0.011439i,-0.0054688+0.010733i
0.038868-0.013844i,0.099512-0.032302i,0.17152-0.053826i,0.20538-0.072215i,0.17858-0.073174i,0.12347-0.05184i,0.073323-0.031248i,0.037476-0.017875i,0.018219-0.011771i,0.01149-0.010532i,0.0076463-0.0068065i,0.005195-0.0038977i,0.0032022-0.0049433i,-0.00098734-0.0082864i,-0.0047501-0.0086716i,-0.0042862-0.0049387i,-0.0011508-0.0044524i,-0.0019377-0.0049474i,-0.0066128-0.00029296i,-0.0074759+0.0028998i,-0.0035085-0.000251i,4.1841e-05-0.0022593i,0.00083602+0.00042653i
0.0019452+0.03794i,-0.0058448+0.097426i,-0.036869+0.15256i,-0.078334+0.13962i,-0.10011+0.057614i,-0.088825-0.0010331i,-0.052392-0.0093331i,-0.01653-0.0088961i,0.001379-0.0089616i,0.0049716-0.0039929i,0.0058605+0.00051173i,0.0067423+0.0010282i,0.005571-0.0031411i,0.0037939-0.0093943i,0.0019862-0.011646i,0.00062745-0.0076127i,0.00062949-0.0015705i,0.0027045+0.0014394i,0.0069394-0.00076674i,0.0087982-0.0044719i,0.0064708-0.0056904i,0.004654-0.0052846i,0.0042842-0.0042636i
-0.035931-0.0021651i,-0.081373-0.012735i,-0.12017-0.019923i,-0.096767+0.013626i,-0.026882+0.072058i,0.013134+0.089668i,0.012388+0.063533i,0.00453+0.033275i,0.0051022+0.011809i,0.0068584-0.00094408i,0.0048659-0.004818i,0.0022881-0.0039412i,0.0016373-0.00058452i,0.0034728+0.0033665i,0.003433+0.003974i,0.0012802+0.00081634i,0.00074698-0.0025812i,0.0025228-0.0052345i,0.0033547-0.005006i,0.002378+0.00060274i,0.0026737+0.0081855i,0.0022725+0.010538i,0.00028857+0.0075699i
0.0078538-0.036402i,0.029815-0.087218i,0.062497-0.15416i,0.073105-0.18907i,0.060928-0.16669i,0.044681-0.11836i,0.025357-0.073088i,0.0053778-0.038422i,-0.0077228-0.019818i,-0.010524-0.014688i,-0.0077505-0.010825i,-0.0054192-0.0058942i,-0.0049226-0.00082453i,-0.0059461+0.0043734i,-0.0067771+0.0077831i,-0.0064747+0.0077846i,-0.0067014+0.0062107i,-0.0077183+0.0065251i,-0.0068898+0.0087726i,-0.0047056+0.0064639i,-0.0051647-0.00046427i,-0.0063984-0.0036794i,-0.0040551-0.0023259i
0.031563+0.012642i,0.068426+0.052858i,0.093412+0.10896i,0.057052+0.13245i,-0.020432+0.10452i,-0.055562+0.06159i,-0.041019+0.032615i,-0.019733+0.016255i,-0.0079222+0.012074i,-0.0034294+0.012544i,-0.0012756+0.0086873i,-0.00082007+0.0045468i,-0.0020958+0.0015291i,-0.0031574-0.0020293i,-0.0030851-0.0045333i,-0.0016541-0.0033907i,0.0011714-0.00095093i,0.004333-0.00237i,0.0041913-0.0086209i,0.00095774-0.013083i,-0.0025412-0.010655i,-0.0052299-0.0069038i,-0.0064626-0.0052292i
-0.016882+0.02721i,-0.056036+0.055097i,-0.083341+0.078566i,-0.046624+0.070602i,0.028916+0.050044i,0.065724+0.038657i,0.053203+0.02902i,0.034324+0.019205i,0.026167+0.011358i,0.020866+0.0061682i,0.012592+0.0050896i,0.0060763+0.0044392i,0.004909+0.0015957i,0.0071704-0.0020414i,0.0082315-0.0043543i,0.0059069-0.003467i,0.0016625-0.0022079i,-0.0036046-0.0020495i,-0.0076386-0.0011413i,-0.0055745+0.0023583i,0.00085461+0.0061995i,0.0048527+0.0084175i,0.0038605+0.008763i
-0.021165-0.017374i,-0.045666-0.065917i,-0.069325-0.12058i,-0.076173-0.14117i,-0.069202-0.12629i,-0.055491-0.09431i,-0.037625-0.060427i,-0.019587-0.032127i,-0.0078873-0.014629i,-0.0011526-0.0074524i,0.0032153-0.0049818i,0.0036483-0.004203i,0.002589-0.0025783i,0.0020698+0.00033785i,0.0023609+0.0022552i,0.0033807+0.0010458i,0.0050672+0.0013068i,0.006203+0.0067711i,0.0087051+0.012419i,0.0078817+0.0111i,0.0024126+0.0049254i,0.00035245+1.3823e-06i,0.0018465-0.0016021i
0.022444-0.020125i,0.071605-0.030552i,0.11833-0.014937i,0.11205+0.037051i,0.056438+0.079462i,0.0084724+0.08089i,-0.0052126+0.055276i,-0.0058331+0.027068i,-0.0019462+0.0098723i,0.0041104+0.0015887i,0.0058405-0.0038819i,0.0040751-0.0054939i,0.00028189-0.0056321i,-0.0046082-0.0068426i,-0.0077005-0.007338i,-0.0068284-0.0064516i,-0.0027232-0.006806i,-0.00032532-0.010833i,-0.0017882-0.014103i,-0.0039389-0.012403i,-0.0047126-0.0091204i,-0.0058375-0.0074239i,-0.0068892-0.0061463i
0.0093036+0.022484i,0.015391+0.067277i,0.0075525+0.096315i,0.0070974+0.066937i,0.039511+0.0085241i,0.062952-0.019854i,0.052931-0.016271i,0.032309-0.0095195i,0.01589-0.0089373i,0.0060782-0.0093332i,0.0023857-0.0071941i,0.0025551-0.0047936i,0.0028483-0.0050062i,0.0018889-0.0067071i,0.00072742-0.0069999i,-0.00065076-0.0046072i,-0.0015868-0.0005368i,-0.00334+0.0036423i,-0.0042156+0.0057903i,-0.00034387+0.0045062i,0.0049718+0.0022925i,0.0059822+0.0018222i,0.0055944+0.0027029i
-0.023322+0.0044492i,-0.067926+0.0044169i,-0.11395-0.013852i,-0.12948-0.031107i,-0.11488-0.025696i,-0.088179-0.018198i,-0.059527-0.013731i,-0.035368-0.0055505i,-0.020918+0.0018619i,-0.01397+0.0050141i,-0.0086858+0.0044193i,-0.0037309+0.002387i,0.00085118+0.0014662i,0.0048294+0.0013638i,0.0060186+0.0012904i,0.0032829+0.002235i,0.0019086+0.0022453i,0.0070155-6.5227e-05i,0.013836-0.0028916i,0.01306-0.0033155i,0.0068995-0.0015357i,0.0033705-0.00077474i,0.00153-0.002644i
-0.0035664-0.020738i,0.0082118-0.055361i,0.048725-0.078928i,0.08499-0.053714i,0.078287+0.0050403i,0.051189+0.038541i,0.029643+0.035676i,0.015644+0.024868i,0.0098893+0.017883i,0.0076221+0.013033i,0.0032206+0.0089664i,-0.00040686+0.0053887i,-0.0027927+0.0045851i,-0.0043327+0.0048478i,-0.0039958+0.0037786i,-0.0019074+0.0033131i,-0.0019398+0.0011046i,-0.0079949-0.0034004i,-0.016162-0.0056232i,-0.018849-0.0038361i,-0.015864-0.00080669i,-0.012665+0.0027843i,-0.010179+0.0051298i
0.020192-0.00032004i,0.044926+0.012166i,0.061786+0.037914i,0.047484+0.033152i,0.022253-0.014871i,0.017602-0.043853i,0.018349-0.039031i,0.01471-0.027738i,0.011331-0.018956i,0.0090509-0.011983i,0.0066983-0.005694i,0.0048516-0.0019763i,0.0047035-0.0010223i,0.0047546-0.0019673i,0.0031517-0.0029726i,0.0025356-0.0023158i,0.0035467+0.00071126i,0.0034452+0.0072697i,0.0028961+0.012896i,0.003376+0.011097i,0.0046206+0.0059808i,0.006744+0.0028626i,0.0075728+0.0015617i
-0.0029884+0.017611i,-0.023171+0.0393i,-0.059692+0.060409i,-0.078235+0.063071i,-0.069059+0.05188i,-0.057948+0.042049i,-0.045622+0.029998i,-0.028103+0.016535i,-0.012805+0.0061687i,-0.0032175+0.00061146i,0.00076672-0.0012457i,0.0022113-0.0013423i,0.0043031-0.002485i,0.0064822-0.0050296i,0.0064888-0.0048136i,0.00491-0.0025375i,0.0044203-0.0024826i,0.0072663-0.0065123i,0.011113-0.010508i,0.010533-0.0092194i,0.0071694-0.0056529i,0.0030694-0.0054961i,-0.0010752-0.006117i
-0.014215-0.0063183i,-0.023917-0.030383i,-0.02257-0.066147i,0.0052838-0.072412i,0.041514-0.039565i,0.050942-0.0071215i,0.038737+0.0068813i,0.02277+0.0099891i,0.011802+0.0056103i,0.0070432-0.00016943i,0.0035956-0.0016894i,0.00077322-0.0002491i,-0.00075005+0.0016692i,-0.0021654+0.0033802i,-0.0035563+0.0028414i,-0.0039012+0.00017054i,-0.0034801-0.0010727i,-0.0060855+0.0010545i,-0.010561+0.0046529i,-0.012066+0.0055504i,-0.010997+0.0049458i,-0.0095418+0.0062709i,-0.0061189+0.0080536i
0.0083288-0.010589i,0.03246-0.01609i,0.055333-0.016101i,0.040615-0.010556i,0.0022859-0.017427i,-0.014659-0.034i,-0.010325-0.036337i,-0.0058048-0.026474i,-0.00586-0.017389i,-0.0060284-0.010988i,-0.0039332-0.0079541i,-0.0024229-0.0079691i,-0.00091324-0.0066254i,0.00038061-0.0040407i,-0.00092461-0.0030526i,-0.0031811-0.0033195i,-0.0021609-0.0021174i,0.0030274-0.0014517i,0.0083836-0.0018101i,0.0095187-0.0017979i,0.0061151-0.0019487i,0.0040386-0.0014039i,0.0043338-0.0011765i
0.009847+0.010696i,0.012815+0.03617i,0.0088959+0.063625i,-0.0017931+0.068606i,-0.0072274+0.061588i,-0.0085258+0.053845i,-0.010357+0.040619i,-0.0086307+0.024866i,-0.0045285+0.013332i,-0.00064531+0.0063622i,0.0012497+0.0017815i,0.00057745-0.0017231i,9.8939e-05-0.0045518i,0.0011314-0.0062856i,0.0022355-0.0052282i,0.0026484-0.0011848i,0.0014705+1.8078e-05i,-0.0017078-0.0065273i,-0.0053423-0.01443i,-0.0053255-0.015363i,-0.0028764-0.011612i,-0.0029713-0.008539i,-0.0046589-0.0058793i
-0.013268+0.0041569i,-0.037821+0.0041068i,-0.054911-0.011838i,-0.038094-0.036001i,-0.0029373-0.039714i,0.021068-0.026774i,0.026017-0.015374i,0.022081-0.0075444i,0.017454-0.0027724i,0.012953-0.0011405i,0.0079775+0.0003999i,0.003892+0.002258i,0.0025765+0.0045263i,0.0018314+0.0061075i,0.0012198+0.0047634i,0.00059714+0.002758i,0.00037224+0.0034113i,-0.0011419+0.008571i,-0.0037036+0.014274i,-0.0046225+0.015517i,-0.0040555+0.013267i,-0.0024914+0.010781i,-0.00036591+0.0071695i
-0.0029733-0.012152i,-0.00069879-0.031948i,0.010947-0.042563i,0.015505-0.028173i,-0.0071265-0.011588i,-0.027567-0.0082194i,-0.027402-0.0098322i,-0.018428-0.010428i,-0.0085403-0.0090279i,-0.002333-0.0061312i,-0.00053231-0.0021693i,5.9851e-05+0.00039017i,0.0011948-0.00041982i,0.0018107-0.0013112i,-0.00041466+0.00044499i,-0.0017653+0.0018372i,-0.000383+0.0027015i,0.0036752+0.0022617i,0.0087735-9.8779e-05i,0.0096792-0.0016542i,0.0080623-0.0021134i,0.0053254-0.0028846i,0.0017175-0.0030062i
0.0096051-0.0023935i,0.028359+0.0034545i,0.041111+0.02343i,0.036971+0.041053i,0.031171+0.037866i,0.025723+0.033829i,0.016867+0.031255i,0.0096176+0.022892i,0.0056057+0.012402i,0.0046058+0.0041529i,0.0048295+0.00038341i,0.0047987-0.00084926i,0.0032218-0.0022708i,0.00056646-0.00407i,0.00074279-0.0054203i,0.0036007-0.0048392i,0.0038727-0.0049685i,-0.00041584-0.0051912i,-0.005617-0.0057755i,-0.007469-0.0071632i,-0.0063705-0.0073378i,-0.0065083-0.0057905i,-0.0048979-0.001622i
-0.0013164+0.0093607i,-0.0092836+0.022133i,-0.030398+0.023854i,-0.040918+0.0062653i,-0.020894-0.015674i,-0.00052389-0.025319i,0.0078885-0.023043i,0.011726-0.014952i,0.01038-0.008088i,0.0071695-0.0046562i,0.0057119-0.0023838i,0.006585-0.00098045i,0.0079816+0.00066664i,0.008244+0.0019665i,0.0058052+0.0014877i,0.0019881+1.5022e-05i,0.0016913-0.00091079i,0.0048512+0.0015474i,0.0075963+0.0060978i,0.0080217+0.008251i,0.0051922+0.0074503i,0.0025922+0.0059223i,0.0020423+0.0035633i
-0.0066434-0.0011964i,-0.013109-0.0096248i,-0.013632-0.025413i,-0.0087661-0.0249i,-0.0095012-0.0016954i,-0.01758+0.0094208i,-0.02154+0.005828i,-0.018211+0.0022484i,-0.010482+0.00077935i,-0.0033009+0.0014112i,-0.001142+0.0012152i,-0.0023657+0.00017104i,-0.0034326-7.4258e-05i,-0.0028687-0.0010795i,-0.001879-0.0011938i,-0.0017137+0.0013798i,-0.0016952+0.0017947i,-0.0013313-0.0032179i,-8.4223e-05-0.0092718i,0.0012665-0.0096499i,0.0016336-0.0059554i,0.0015417-0.0034351i,0.00096244-0.0030168i
0.0040781-0.0077651i,0.012445-0.011962i,0.028983-0.011832i,0.037166-0.0061082i,0.03093+0.0024316i,0.027809+0.0072634i,0.023307+0.0095154i,0.013071+0.010687i,0.0064459+0.010376i,0.0033465+0.0056569i,0.00054859+0.00045973i,-0.0030702-0.001131i,-0.0055595-0.0012682i,-0.0064131-0.0028338i,-0.0059024-0.00546i,-0.0040451-0.0069278i,-0.0038422-0.0055546i,-0.0069407-0.0026511i,-0.010959+0.00018262i,-0.011329+0.0022934i,-0.0081335+0.0015299i,-0.0043623+0.00022281i,-0.0020497+0.0003281i
0.003562-7.5705e-06i,0.0032886+0.010782i,-0.0017028+0.023563i,-0.012715+0.020643i,-0.021601+0.0020922i,-0.016044-0.0099683i,-0.0062783-0.012524i,-0.0011057-0.011071i,0.0018958-0.0072633i,0.0025908-0.0034446i,0.00098461-0.0013539i,0.00052593-0.00022921i,0.0025033-0.00022197i,0.0039925-0.0018177i,0.0032283-0.0025997i,0.0020943-0.00079109i,0.0017942+0.00097652i,0.0040446+0.0015685i,0.0077262+0.0016695i,0.0093355+0.0024103i,0.0072676+0.0019424i,0.0029323+0.0013556i,-0.0019393+0.001567i
-0.0047881+0.0042187i,-0.013189+0.0032543i,-0.020208-0.00029467i,-0.014627-0.0010554i,-0.0066408+0.0067154i,-0.0066239+0.018108i,-0.0081579+0.01911i,-0.008867+0.012648i,-0.0063005+0.00627i,-0.00057019+0.0030556i,0.0029725+0.0021748i,0.0032856+0.0015667i,0.0021911+0.0010665i,0.0005565+0.0013287i,0.000619+0.0032496i,0.0026583+0.0042589i,0.0042445+0.0026377i,0.0038318+0.0004249i,0.0010679-0.0020759i,-0.0022913-0.0037815i,-0.0028409-0.0040029i,-0.0013832-0.0029893i,-0.00040937-0.00065689i
-0.0026764-0.0039221i,0.00028611-0.012963i,0.0070206-0.020443i,0.014941-0.018186i,0.018898-0.016302i,0.019665-0.013264i,0.018987-0.0060833i,0.014537-0.0012564i,0.0086584-7.3512e-06i,0.0042344-0.00096804i,0.0023889-0.0024317i,0.0016275-0.0041089i,0.0012598-0.0047645i,0.0014998-0.0030481i,0.00012094-0.001358i,-0.0017372-0.0017418i,-0.002113-0.0017908i,-0.0013213+0.00096098i,-0.00073312+0.0041586i,-0.0012445+0.0041246i,-0.0016474+0.0030756i,-0.00077791+0.0015517i,0.0011625-0.00048302i
0.005425-0.00081482i,0.011726+0.00079717i,0.01371+0.0067685i,0.0033657+0.013534i,-0.0076148+0.0076686i,-0.014209-0.0020079i,-0.014984-0.0057029i,-0.0083726-0.0079576i,-0.0028582-0.0075728i,0.00011063-0.0045202i,0.0031073-0.0035307i,0.0052826-0.0051779i,0.006146-0.0057262i,0.0058647-0.0055614i,0.0046681-0.0059843i,0.0022399-0.0043283i,0.00060095-0.0028977i,0.0016535-0.0042555i,0.0042676-0.0057622i,0.0061394-0.0055388i,0.0046674-0.0025601i,0.00099787+0.0011522i,-0.00095784+0.0027897i
-0.0008616+0.0031937i,-0.0039527+0.0098053i,-0.0099834+0.012537i,-0.010994+0.0094148i,0.00076373+0.011882i,0.0063734+0.015231i,0.0018734+0.014553i,-0.0017237+0.011705i,-0.0033206+0.0069538i,-0.0013634+0.0024226i,0.0017284-0.00078403i,0.0023632-0.0013971i,0.0025777+9.5826e-05i,0.002978-0.00011717i,0.0026995-0.00085949i,0.0024236+5.1123e-05i,0.0021294+0.00044869i,0.00068842-0.0014749i,-0.0023191-0.0021688i,-0.0044177-0.001299i,-0.0040953-0.00071409i,-0.002064-0.0012455i,0.00011864-0.0022183i
-0.0045923-0.0017897i,-0.0089368-0.0044085i,-0.0085735-0.012543i,-0.0035053-0.018858i,0.00048784-0.01498i,0.0044633-0.013361i,0.0069152-0.012482i,0.0070523-0.006364i,0.0060405-0.0011122i,0.0040105-3.226e-05i,0.00043131+9.4598e-05i,-0.0019656+0.0031606i,-0.0021958+0.004946i,-0.002617+0.0022556i,-0.0040503+0.00042623i,-0.0051964+0.0021245i,-0.0050035+0.0039682i,-0.0041427+0.0043054i,-0.0026186+0.0047793i,-0.0007312+0.0045938i,0.00096974+0.0015129i,0.00018921-0.001795i,-0.0019417-0.003173i
0.00087105-0.0021851i,0.0055002-0.00492i,0.011851-0.0023862i,0.011309+0.0053047i,-0.00018341+0.010853i,-0.0073342+0.0099436i,-0.0081805+0.0046977i,-0.0059417-0.00014376i,-0.00086136-0.0022274i,0.0026775-0.0017251i,0.003222+0.00019289i,0.0032136+0.0018143i,0.0024681+0.0011693i,5.4065e-05-8.0745e-05i,-0.0028118-0.00081244i,-0.0033462-0.00069528i,-0.0021554+0.00025313i,-0.00052347+0.00014729i,1.8209e-05-0.001553i,0.00016411-0.0024916i,0.00050421-0.0014905i,-0.00060175+0.0024443i,-0.00021007+0.0059192i
0.0029429+0.0018599i,0.006446+0.004331i,0.0065179+0.0083613i,0.0061067+0.008002i,0.008017+0.003347i,0.011219+0.0036576i,0.011168+0.0059064i,0.0069911+0.0055539i,0.0040307+0.003554i,0.003163+0.0011891i,0.0025597+0.00051132i,0.0021345+0.00049859i,0.0022192+0.0015586i,0.0028692+0.003369i,0.0041714+0.003051i,0.004559+0.00078813i,0.0038094-0.00067285i,0.0032766-0.00085103i,0.0013583-0.00054664i,-0.00081564+2.3463e-05i,-0.0012985+0.00049659i,-0.00059554-0.0006184i,0.00042677-0.0010898i
-0.0037754+0.0022657i,-0.0071702+0.0022624i,-0.01212-0.00012987i,-0.012419-0.0047718i,-0.0089437-0.0094228i,-0.0064374-0.01032i,-0.0029933-0.0090604i,0.00037294-0.0080991i,0.0024454-0.0059605i,0.0022762-0.0026952i,0.0011996-0.00053585i,0.00035974+0.00057396i,-0.00026258+0.00105i,0.00060026+0.00086264i,0.0017825+0.0010805i,0.00093499+0.0010532i,-0.00023758+0.0013342i,0.00075628+0.0021818i,0.0013852+0.0017255i,0.00045337+0.00042105i,-0.001373-0.0020814i,-0.0037135-0.0038996i,-0.0043333-0.0034887i
-0.0015108-0.0015297i,-0.00062246-0.0042531i,0.0029355-0.0061721i,0.0065398-0.0012793i,0.0059722+0.0068703i,0.00068898+0.010063i,-0.0034488+0.0093521i,-0.0054586+0.0052841i,-0.0039206+0.0017642i,-6.1313e-05-0.00041445i,0.00076558-0.0036919i,-0.0014235-0.006995i,-0.002641-0.0078346i,-0.0013251-0.0065321i,-0.00010045-0.0048896i,-0.0016254-0.0033516i,-0.0024626-0.0029406i,-0.0010291-0.0027527i,7.9496e-05-0.0023298i,-0.00010531-0.0018367i,-0.00013637+0.00011928i,0.0018519+0.0026343i,0.0034086+0.0037563i
0.0011461+0.00015773i,0.0047402+0.0014557i,0.0082614+0.0026945i,0.0082265+0.0021377i,0.0075944-0.0012996i,0.0094384-0.0029657i,0.010083+0.00063872i,0.0083135+0.0043047i,0.0066+0.0047674i,0.0049719+0.0022744i,0.0023372-0.00067222i,8.2276e-05-0.0022811i,-0.00070891-0.0037392i,-0.00033139-0.0056034i,-0.0001639-0.0065738i,0.00076384-0.006513i,0.0013449-0.005679i,-0.00073021-0.004902i,-0.0025109-0.0038525i,-0.00078059-0.0014267i,0.0019041+0.0001889i,0.0023014+2.3832e-05i,0.00080644-0.00045618i
0.0012425+0.00060983i,-0.00024004+0.0023931i,-0.0037872+0.003738i,-0.0064862+0.0020396i,-0.0075171+0.00050865i,-0.0080821-0.00090183i,-0.0068608-0.0023977i,-0.0019574-0.0020182i,0.0030286-0.00055378i,0.0056186+0.0010852i,0.0051289+0.0021115i,0.0045957+0.002314i,0.0037948+0.0018037i,0.00032208+0.0010372i,-0.0026414+0.0013223i,-0.0023252+0.0020239i,-0.00041123+0.002682i,0.00091301+0.0034897i,-2.3794e-05+0.0034026i,-0.0017566+0.002266i,-0.0038092+0.00090009i,-0.0073109-0.00048551i,-0.0080995+0.00021625i
-0.00056358-0.00093891i,-0.0019796-0.0023362i,-0.0018491-0.003107i,0.0014762-0.0022179i,0.0050868+0.0015307i,0.0051632+0.0051824i,0.002565+0.0069932i,0.0012131+0.0060093i,0.0012932+0.0024708i,0.0014986-0.00028076i,0.0012251-0.00013585i,0.0012372-7.5721e-05i,0.0010195-0.0014536i,0.00075311-0.0015419i,0.00040566+0.0006057i,0.00023175+0.0024827i,0.00088238+0.0029171i,0.0018885+0.0014993i,0.0029395-0.00049582i,0.0028434-0.00088718i,0.0028613-0.00066315i,0.003904-0.0006233i,0.0048215-0.0010333i
0.0028583-0.0031584i,0.0035498-0.0062774i,0.0044116-0.0064131i,0.0031667-0.0056876i,0.00028895-0.0066381i,-0.00022698-0.0068166i,0.0013839-0.0058235i,0.0027466-0.0040289i,0.0028462-0.0025615i,0.0030403-0.0016862i,0.004375-0.001544i,0.0055445-0.0015033i,0.0064828-0.00086949i,0.006417-0.00014971i,0.0045464-0.00060161i,0.0033424-0.0011472i,0.0022181-0.0015576i,0.0002074-0.0024076i,-0.00092217-0.0015937i,-0.001292-0.00069967i,-0.00024175-0.0012145i,0.0009235-0.0014586i,0.0007089-0.0011093i
-2.9285e-05+0.00056263i,0.0020376+0.0034533i,0.0010814+0.0058587i,-0.0014801+0.0077146i,-0.0023168+0.0086463i,-0.0041099+0.0070902i,-0.0061792+0.0036821i,-0.0051631+0.00081199i,-0.0022718+0.00056731i,0.00075889+0.0013869i,0.0032121+0.00076337i,0.0045086+0.00023725i,0.0044652-0.0001645i,0.0042466-0.0010046i,0.0038977-0.00079427i,0.0028572+0.00068873i,0.0021775+0.0011047i,0.0026319+0.00023414i,0.00297+0.00077024i,0.00095292+0.0022642i,-0.0024898+0.0029214i,-0.0048154+0.0030306i,-0.0045538+0.0033615i
-0.00034705-0.00056533i,-0.002972+0.0013024i,-0.0035743+0.00073295i,-0.00090314-0.0010741i,0.0025481+0.00092364i,0.0051611+0.0033953i,0.0053627+0.0037109i,0.0026665+0.0044133i,0.00021304+0.0052077i,-0.00015442+0.0047237i,-0.00076816+0.003308i,-0.0026682+0.0028482i,-0.0037566+0.0023837i,-0.0029901-0.00062171i,-0.0010796-0.0032346i,0.00028756-0.0020259i,-0.00051061-2.3278e-05i,-0.0013091-0.001615i,-0.0012564-0.0048951i,-0.0009028-0.00571i,0.00040745-0.0036148i,0.0018609-0.0015276i,0.0012429-0.0017701i
-0.0019707+0.001445i,-0.0024364+0.00082224i,-0.00057618+0.0005993i,0.0013523-0.00060964i,0.00029831-0.0016877i,0.00050118-0.0033234i,0.0015278-0.0046789i,0.002306-0.0035919i,0.0031642-0.0021334i,0.0026456-0.0015696i,0.00049894-0.0010294i,-0.0013344-0.00032669i,-0.0013169-0.00034241i,-0.0011646-0.0015923i,-0.0024166-0.0039957i,-0.0034317-0.0059798i,-0.0036277-0.0045938i,-0.0037337-0.0015565i,-0.0033379+0.0012097i,-0.0019784+0.0022917i,-0.00050459+0.00067872i,-0.00012071-0.0011039i,-2.7836e-05-0.00046057i
0.0028255-0.00042023i,0.0036348-0.0022868i,0.0040517-0.0009798i,0.0034952+0.0017541i,0.0010463+0.0029154i,-0.00065406+0.0046988i,-0.0017726+0.0048822i,-0.002359+0.0017247i,-0.00023761-0.0019913i,0.0018226-0.0029258i,0.0018566-0.0023919i,0.0014417-0.0021537i,0.00097647-0.001515i,0.00025257+0.00030885i,0.00013514+0.0015265i,-4.8001e-06+0.0013736i,0.00038634+0.0010551i,0.0016152+0.00072384i,0.003202+0.00087986i,0.0042097+0.0019223i,0.0024188+0.0026798i,-0.00022659+0.0030628i,-0.00012992+0.0025979i
