-0.0018698+0.0011806i,-0.0022262+0.0008839i,-0.0028085+0.0015267i,-0.0018861+0.0014581i,-0.00066527+0.0024151i,0.00051164+0.0017814i,0.001694+0.001032i,0.0012824+0.0010215i,0.00066292+0.00029801i,0.00017125+4.3203e-05i,-8.4731e-05+6.751e-05i,-0.00020979-0.00064454i,-0.00016751-0.0010859i,-2.7459e-05-0.00059409i,0.00046427+0.00014961i,0.00032648+0.0004454i,7.6952e-05+0.00037964i,0.00032274+0.0003771i,0.00050759+8.8695e-06i,0.00058811-0.0004479i,-0.00028757-0.00016025i,-0.00068721-1.6116e-05i,-0.00019202-3.497e-06i
0.26552+0.01919i,0.26977+0.013602i,0.061178+0.033683i,-0.14996+0.12123i,-0.17357+0.16377i,-0.12048+0.085086i,-0.11821+0.010425i,-0.11494-0.0037743i,-0.070508-0.013135i,-0.029918-0.025294i,-0.014938-0.026385i,-0.014721-0.017729i,-0.018611-0.00063703i,-0.019178+0.01434i,-0.012151+0.016811i,-0.0027177+0.0085078i,0.00046299+5.734e-05i,0.0019079-0.0018664i,0.004566+0.00069089i,0.0045981+0.0047764i,0.0022034+0.0090025i,0.0024418+0.009806i,0.0061143+0.0060254i
-0.021962+0.32384i,0.07168+0.4622i,0.23621+0.41614i,0.31452+0.23474i,0.25585+0.10101i,0.16325+0.061943i,0.10108+0.051784i,0.06089+0.04421i,0.028569+0.02887i,-0.00059151+0.0033638i,-0.018773-0.0082778i,-0.014933-0.0054172i,0.001656-0.011843i,0.010843-0.02464i,0.0055358-0.023267i,-0.0020543-0.0079986i,-0.002768+0.0033422i,0.00028579+0.0018415i,0.003696-0.0060554i,0.0068272-0.0094538i,0.0075028-0.0067779i,0.0051085-0.0032703i,0.0028774-0.0026881i
-0.30989-0.15323i,-0.45955-0.24265i,-0.43641-0.29451i,-0.2998-0.31204i,-0.19569-0.2653i,-0.11337-0.15721i,-0.022363-0.082049i,0.02854-0.055914i,0.035645-0.020456i,0.040137+0.015887i,0.043514+0.023779i,0.033375+0.014441i,0.014459+0.0089056i,0.0018672+0.010449i,0.00080066+0.0080329i,0.0037014+0.0017826i,0.0042826-0.0019641i,-0.00053435-0.00056919i,-0.0075864+0.0034888i,-0.010811+0.0039103i,-0.0093033+0.0012036i,-0.0079493-0.00011396i,-0.0094851+0.0027362i
0.16674-0.23069i,0.18301-0.2582i,0.075057-0.071946i,-0.017888+0.1836i,-0.016665+0.25285i,-0.02843+0.16485i,-0.072465+0.10181i,-0.077205+0.073603i,-0.050573+0.030419i,-0.029625-0.0058066i,-0.022395-0.01822i,-0.021785-0.01221i,-0.014123+0.005121i,-0.0021839+0.017542i,0.0034301+0.014018i,0.0035399+0.0026658i,0.0024992-0.0018927i,0.0030788+4.9211e-05i,0.0055303+0.001264i,0.0064152+0.0025948i,0.0075169+0.0030695i,0.0099213+0.00076372i,0.010888-0.00376i
0.25767+0.19098i,0.42101+0.20489i,0.47201+0.052187i,0.37767-0.12001i,0.24602-0.15324i,0.15941-0.11046i,0.095794-0.077607i,0.044726-0.042589i,0.011236-0.014667i,-0.014738-0.0028324i,-0.024083+0.0071539i,-0.014269+0.0077173i,-0.0061466-0.010537i,-0.0082934-0.027623i,-0.0099365-0.02289i,-0.0040043-0.0052013i,0.0026161+0.0046478i,0.00394+0.0014768i,0.00099206-0.0045551i,-0.0022252-0.0067713i,-0.0037501-0.0071453i,-0.0041825-0.0052279i,-0.0030224-0.0018081i
-0.28924+0.19456i,-0.449+0.27512i,-0.47778+0.22762i,-0.40019+0.091768i,-0.29809+0.010663i,-0.17218+0.011462i,-0.049408-5.4092e-05i,0.0054092-0.031982i,0.014742-0.029249i,0.027381-0.0072365i,0.039118-0.00087785i,0.035345-0.0061796i,0.023206-0.0029197i,0.014816+0.0058644i,0.009383+0.0048954i,0.003427-0.0027163i,-0.0015907-0.0068089i,-0.004944-0.0039339i,-0.0046671+0.0022546i,-0.0022338+0.0049784i,-0.0020789+0.003767i,-0.0045092+0.0013554i,-0.0056356+0.0036459i
-0.1045-0.27404i,-0.11772-0.32458i,-0.037063-0.14083i,0.09406+0.11332i,0.15025+0.18919i,0.089417+0.13079i,0.012387+0.091334i,-0.014478+0.066246i,-0.017525+0.030076i,-0.019089+0.0053665i,-0.022088-0.0015285i,-0.02126+0.0048062i,-0.0080438+0.012635i,0.0055191+0.011889i,0.0061351+0.0051236i,-0.0011023+8.3282e-05i,-0.0044514+0.00028891i,-0.0003917+0.0013112i,0.0040504-0.00089263i,0.0055225-0.0034507i,0.0047211-0.0049186i,0.0036653-0.0083713i,0.0027215-0.0122i
0.2945-0.10041i,0.40976-0.20555i,0.34501-0.33224i,0.17764-0.38993i,0.071171-0.33007i,0.035139-0.22762i,0.0091525-0.13972i,-0.0019393-0.064498i,-0.0021025-0.017279i,-0.010435+0.0050227i,-0.013539+0.018432i,-0.0068442+0.016769i,-0.011036+0.0022743i,-0.021512-0.0073547i,-0.016639-0.0047483i,-0.0010851+0.0014152i,0.0072769+0.0024158i,0.0063508-0.00037653i,0.0019028-0.0014375i,-0.0018838+0.00065181i,-0.0034817+0.0048087i,-0.0012458+0.0090085i,0.0020292+0.0090111i
-0.0072062+0.32928i,-0.046839+0.50811i,-0.11124+0.51383i,-0.17714+0.36976i,-0.1882+0.23214i,-0.10676+0.14313i,-0.01328+0.055228i,0.012758-0.0079814i,0.0067671-0.016402i,0.013562-0.0093749i,0.020963-0.015939i,0.0171-0.020797i,0.015626-0.012469i,0.020885-0.0023663i,0.018953-0.00023999i,0.0074706-0.00268i,-0.0024939-0.0027022i,-0.0064229+0.00023703i,-0.0055871+0.0020039i,-0.0022585+0.00081104i,0.0010936+7.3694e-05i,0.0013219+0.0020285i,-0.00037204+0.0052675i
-0.26475-0.070277i,-0.33156-0.11043i,-0.17092-0.064739i,0.091549+0.027018i,0.19535+0.059482i,0.12448+0.056667i,0.043475+0.065524i,0.016168+0.061657i,0.010136+0.033999i,0.0011171+0.0065558i,-0.012639-0.0022629i,-0.0169+0.0062062i,-0.0077503+0.012219i,-0.0017822+0.0083145i,-0.0038945+0.0043202i,-0.0055954+0.0048645i,-0.0022227+0.0062664i,0.0030618+0.0055974i,0.0048506+0.0024939i,0.0031825+0.00065175i,0.0012174-0.00073415i,-0.0016455-0.003957i,-0.005277-0.0073301i
0.095016-0.27175i,0.10692-0.4263i,-0.01173-0.47304i,-0.15747-0.4115i,-0.17415-0.31014i,-0.11791-0.20575i,-0.070715-0.10804i,-0.026662-0.040201i,0.0015826-0.013396i,0.004289-0.00088061i,0.0041488+0.011738i,0.0047136+0.012758i,-0.0055182+0.0092517i,-0.01601+0.011977i,-0.012487+0.01246i,-0.0011607+0.0054941i,0.0055357-0.0020326i,0.0045488-0.0047149i,0.002743-0.0025769i,0.0031723+0.00070832i,0.0044183+0.003532i,0.0077568+0.0055366i,0.01045+0.0050502i
0.23242+0.18068i,0.34375+0.33723i,0.31387+0.40771i,0.16463+0.37778i,0.044879+0.30808i,0.030005+0.19175i,0.03778+0.059761i,0.011234-0.009184i,-0.0092502-0.011618i,-0.0032792-0.0049521i,0.0045525-0.012783i,0.0028037-0.020506i,0.0049555-0.021608i,0.013219-0.021865i,0.014358-0.018228i,0.0060268-0.010709i,-0.0024489-0.0045702i,-0.0055089-0.00078806i,-0.0055425-0.00016148i,-0.0054395-0.001712i,-0.004416-0.0038058i,-0.0047423-0.0036655i,-0.005062+0.00024368i
-0.19617+0.15194i,-0.28276+0.18025i,-0.16451+0.10493i,0.0788-0.0098025i,0.1872-0.056913i,0.13284-0.016942i,0.061392+0.037652i,0.029755+0.047049i,0.013327+0.022655i,-0.003097+0.0024236i,-0.013724+0.0015081i,-0.010591+0.0090393i,-0.003252+0.009912i,-0.0038407+0.0062241i,-0.0084402+0.0055395i,-0.0072775+0.0073615i,-0.0012647+0.0070285i,0.0039768+0.0033804i,0.0053362+0.00011405i,0.0021142-0.0011344i,-0.0023851-0.0011404i,-0.0061092-0.00088884i,-0.0094914-0.0015952i
-0.12943-0.21209i,-0.22507-0.3324i,-0.32348-0.3165i,-0.37685-0.21816i,-0.32413-0.16187i,-0.21187-0.12397i,-0.11179-0.07224i,-0.041404-0.039977i,-0.010971-0.028115i,-0.00087491-0.011269i,0.011178+0.0039857i,0.01494+0.0063089i,0.0072524+0.0062697i,0.0028763+0.0081731i,0.0045314+0.0058904i,0.0051658+0.00019826i,0.0036461-0.0043054i,0.0016431-0.0049279i,0.00075687-0.0026101i,0.0022387-0.0010396i,0.0047042-0.0014804i,0.008663-0.0040586i,0.012073-0.0064982i
0.25274-0.061205i,0.43242-0.04369i,0.47649+0.035025i,0.36682+0.13927i,0.2248+0.1869i,0.12698+0.12237i,0.053216+0.022728i,-0.0073157-0.0092832i,-0.025225+0.0095294i,-0.011451+0.016199i,-0.0028914+0.0014765i,-0.0059418-0.01049i,-0.0061685-0.015353i,-0.0010037-0.019961i,0.0027836-0.020154i,0.0011224-0.014116i,-0.0021571-0.0066879i,-0.0039505-0.0015597i,-0.0057948+0.0012399i,-0.0063182+0.0019591i,-0.0053203+0.00092324i,-0.0054592+0.0019355i,-0.0032168+0.0047989i
-0.0080808+0.21677i,-0.04943+0.29892i,-0.044642+0.18739i,0.032694-0.036614i,0.091591-0.13884i,0.085485-0.077039i,0.064483+0.0074953i,0.04949+0.031488i,0.029502+0.017476i,0.0038892+0.006731i,-0.012397+0.01162i,-0.0081773+0.016924i,0.00059793+0.016536i,0.0020799+0.018381i,-0.00088537+0.019611i,-0.0006651+0.016707i,0.0033101+0.011809i,0.0060023+0.0052555i,0.0058157-0.00030959i,0.0032686-0.0018748i,0.001123+0.00077687i,-0.00043346+0.0032183i,-0.0037644+0.0034754i
-0.21005-0.031677i,-0.34735-0.049417i,-0.41301-0.0016945i,-0.4099+0.073021i,-0.35003+0.065989i,-0.23842+0.011316i,-0.12228-0.018364i,-0.043905-0.032946i,-0.012986-0.037855i,-0.0016944-0.027781i,0.010189-0.015724i,0.013586-0.008843i,0.0086329-0.0041075i,0.0057184-0.0025173i,0.0061377-0.0037834i,0.0049843-0.0049363i,0.0020298-0.0052631i,0.00070789-0.0041053i,0.0012178-0.0017431i,0.001699-0.00045238i,0.0017294-0.002356i,0.0032522-0.0071275i,0.0055093-0.010429i
0.097791-0.19449i,0.22319-0.2937i,0.3228-0.26524i,0.33783-0.11555i,0.27469+0.022319i,0.16453+0.044118i,0.05686+0.011048i,0.0012906+0.011746i,-0.0010385+0.024545i,0.0063757+0.015751i,-0.00302-0.00068418i,-0.014739-0.005615i,-0.01579-0.0038338i,-0.012956-0.0058595i,-0.010376-0.0082594i,-0.0094159-0.0077169i,-0.0092045-0.0052234i,-0.0067758-0.00081854i,-0.0029414+0.0023326i,-0.00073489+0.0021605i,-0.00054511+0.0018741i,-0.0006217+0.0045384i,-0.00011522+0.0064637i
0.13156+0.122i,0.15508+0.2064i,0.091391+0.15701i,0.016504-0.019618i,0.010011-0.12591i,0.045869-0.087507i,0.072471-0.019446i,0.07138+0.0016057i,0.046185-0.0026671i,0.016581+0.00096176i,0.0015913+0.011618i,0.0033347+0.014689i,0.0094628+0.01221i,0.013685+0.012933i,0.013572+0.015669i,0.011875+0.01492i,0.010225+0.011568i,0.0069328+0.005847i,0.0031453-0.00020177i,0.00047092-0.0015438i,-0.00036812+0.0001893i,-0.00049602+0.0019991i,-0.002472+0.0040811i
-0.12908+0.109i,-0.23046+0.1731i,-0.25859+0.23392i,-0.22674+0.27291i,-0.20414+0.22635i,-0.16554+0.12163i,-0.10584+0.037651i,-0.066157-0.0091853i,-0.047516-0.024009i,-0.027722-0.02107i,-0.0062623-0.019927i,0.0022253-0.018213i,-0.0015881-0.012841i,-0.0067578-0.009147i,-0.0066483-0.0084468i,-0.0025466-0.0073857i,-0.00028866-0.0054871i,0.0017717-0.003295i,0.004008-0.0014005i,0.0031637-0.00034415i,0.00059008-0.00027225i,-0.0015394-0.0032708i,-0.0019742-0.0081203i
-0.062834-0.15916i,-0.041678-0.30126i,0.049653-0.36043i,0.16412-0.28464i,0.21005-0.15008i,0.14622-0.055111i,0.052695-0.007344i,0.0085326+0.027014i,0.0071505+0.038907i,0.010249+0.026191i,0.0021534+0.012416i,-0.0059087+0.0076275i,-0.0065565+0.0041012i,-0.0060831-0.00058314i,-0.0080689-0.0031045i,-0.0097647-0.0022609i,-0.0086798-0.00025021i,-0.0070429+0.0010928i,-0.0053582+0.0012415i,-0.0027922-0.00076831i,-0.00020385-0.0014444i,0.0027074+0.0011538i,0.0047731+0.004125i
0.13986-0.010175i,0.2102+0.030589i,0.14759+0.047766i,-0.0031886-0.019496i,-0.067395-0.094481i,-0.019877-0.090402i,0.035276-0.052409i,0.04585-0.034208i,0.029337-0.022675i,0.015818-0.0037616i,0.015195+0.011635i,0.016683+0.010025i,0.015231+0.00089358i,0.016311-0.0019235i,0.017159+0.00016551i,0.014952+0.0018121i,0.012271+0.0025948i,0.007526+0.0016142i,0.0017912+0.00044691i,-0.00072663+0.0010358i,4.9354e-05+0.0016007i,0.0011793+0.0019485i,0.00089022+0.0034279i
-0.0024021+0.13059i,-0.032572+0.22581i,-0.035779+0.27558i,-0.017384+0.28393i,-0.041633+0.2481i,-0.075909+0.16006i,-0.076755+0.072513i,-0.068067+0.02181i,-0.057983+0.0039839i,-0.041113-0.00095783i,-0.023757-0.0070146i,-0.013916-0.008602i,-0.012024-0.0024523i,-0.014252+0.0029412i,-0.013046+0.0018059i,-0.0081607-0.0024431i,-0.0045664-0.0051539i,-0.001443-0.0055789i,0.0010422-0.004325i,0.00092305-0.002326i,-0.00036828-0.0011827i,-0.0012936-0.0025058i,-0.0030078-0.0056048i
-0.12522-0.048104i,-0.1969-0.14127i,-0.17592-0.23519i,-0.059853-0.25848i,0.050663-0.19483i,0.070529-0.099659i,0.041755-0.027971i,0.032606+0.0099487i,0.032766+0.015949i,0.019843+0.0070713i,0.0021074+0.004717i,-0.0045623+0.0084373i,-0.0016126+0.0051172i,0.0018143-0.0030324i,0.00091535-0.0051661i,-0.0032746-0.0019803i,-0.0058831+0.00039543i,-0.006111+0.00092475i,-0.0050298+0.0012011i,-0.0038563+0.00016749i,-0.0030831-0.001326i,-6.4041e-05-0.0013958i,0.0038303-0.00052424i
0.070835-0.08448i,0.13583-0.096712i,0.12026-0.041052i,0.0013285+0.009918i,-0.080703-0.0074994i,-0.050499-0.041653i,0.0022267-0.054792i,0.018252-0.05637i,0.015344-0.046072i,0.013285-0.02753i,0.013445-0.012879i,0.010445-0.0080865i,0.0072835-0.0075998i,0.0087509-0.0071676i,0.010942-0.0048445i,0.010618-0.0012896i,0.0096331+0.00056142i,0.0079999+9.4231e-05i,0.0060999+0.0014823i,0.0043624+0.0031717i,0.0027963+0.0020881i,0.001342+0.0014274i,-0.00036025+0.0030091i
0.07443+0.072443i,0.10835+0.14081i,0.12845+0.17637i,0.14044+0.18028i,0.10467+0.17532i,0.032436+0.13855i,-0.015925+0.084146i,-0.035327+0.048169i,-0.036267+0.030442i,-0.026653+0.017396i,-0.018198+0.0062715i,-0.013025+0.0025435i,-0.0082578+0.008224i,-0.0058792+0.015604i,-0.0053941+0.013484i,-0.0043589+0.0056714i,-0.0027696+0.00090217i,-0.00022761-0.0011249i,0.001436-0.0022496i,0.0010269-0.0016087i,8.2096e-06-0.00026309i,-0.00090698-0.0012619i,-0.0027531-0.0024939i
-0.090091+0.043687i,-0.17899+0.026555i,-0.2184-0.046385i,-0.15865-0.12905i,-0.052635-0.14949i,0.009753-0.099329i,0.025848-0.039133i,0.036641-0.0072295i,0.036394+0.0012781i,0.021092+0.0012548i,0.0082725+0.0032317i,0.0036975+0.0052013i,0.0010201+4.4972e-05i,-0.0026684-0.0071023i,-0.004697-0.007236i,-0.0038907-0.0018612i,-0.0033837+0.0027647i,-0.0034001+0.0041017i,-0.0030456+0.0033056i,-0.0029827+0.0028037i,-0.0023938+0.0024777i,-0.00067955+0.0012034i,0.0021692-9.4023e-05i
-0.01209-0.075826i,0.022659-0.11994i,0.056794-0.088456i,0.023879-0.0056183i,-0.036158+0.020414i,-0.041757-0.011273i,-0.021512-0.033951i,-0.015656-0.037646i,-0.013039-0.031002i,-0.0041895-0.019248i,0.0037349-0.011785i,0.0035416-0.0092161i,0.0018064-0.0072244i,0.0031659-0.0064185i,0.0044432-0.0044311i,0.0061794-0.0015676i,0.0079515-0.00051962i,0.0074488-0.00049904i,0.0051435+0.00044984i,0.003828+0.00027277i,0.0036504-0.0010462i,0.0038716-0.00044118i,0.0039544+0.001962i
0.071287-0.002065i,0.12122+0.022786i,0.14522+0.039971i,0.15008+0.033075i,0.12984+0.043743i,0.073356+0.063013i,0.022593+0.063685i,-0.0022034+0.055907i,-0.011204+0.044116i,-0.009781+0.029182i,-0.0053899+0.014876i,-0.0013177+0.0068895i,0.0030001+0.0067932i,0.0054872+0.0084151i,0.002875+0.00589i,-0.0016317+0.0010367i,-0.0033896-0.0020032i,-0.0034689-0.0023848i,-0.0036874-0.0016075i,-0.0034408-0.00038221i,-0.0023043+0.00022077i,-0.0019933-0.0015607i,-0.0036496-0.0030285i
-0.019937+0.063549i,-0.081198+0.098178i,-0.14998+0.078455i,-0.16384+0.004606i,-0.11326-0.05844i,-0.046927-0.061133i,-0.0019952-0.037653i,0.021196-0.025155i,0.025177-0.017166i,0.015753-0.0073058i,0.0060443+0.00031925i,0.0022402+0.0020695i,-0.0033468-0.00079947i,-0.0092431-0.0035976i,-0.0087188-0.0032774i,-0.0053187-0.0013036i,-0.0045051+0.0010257i,-0.0052539+0.0025624i,-0.0048796+0.0023291i,-0.0037511+0.0014201i,-0.002419+0.0008656i,-0.00068362-0.00015501i,0.0017718-0.0015144i
-0.042501-0.029367i,-0.042578-0.074287i,-0.0059198-0.07543i,0.017602-0.0081133i,-0.0048408+0.039625i,-0.024915+0.022561i,-0.026925-0.0050045i,-0.029971-0.015115i,-0.027189-0.016631i,-0.017719-0.01493i,-0.012289-0.011818i,-0.0093146-0.0086513i,-0.0029963-0.0056337i,0.0030312-0.0046706i,0.0052728-0.0052708i,0.0056475-0.0037313i,0.0061756-0.0025819i,0.0049817-0.0025779i,0.0026137-0.0026378i,0.0018466-0.0036515i,0.0014158-0.0038302i,0.00054402-0.0016344i,0.0012114+0.00049325i
0.029777-0.032156i,0.068554-0.040246i,0.088704-0.036035i,0.08992-0.034598i,0.090336-0.016606i,0.070204+0.012645i,0.039619+0.026873i,0.020778+0.031018i,0.011196+0.026322i,0.0056004+0.015273i,0.0029058+0.0057312i,0.0033301+0.0011997i,0.0061643-0.0001197i,0.0084277-0.0016779i,0.0052801-0.0026699i,-0.0018787-0.0022652i,-0.0046559-0.0014051i,-0.0028905-0.0014024i,-0.0018596-0.00139i,-0.0014825+0.00012741i,-0.0016643+0.0015963i,-0.0027524+0.0018394i,-0.0038126+0.0019178i
0.02105+0.037994i,0.008025+0.088279i,-0.037014+0.10973i,-0.079163+0.07569i,-0.079171+0.020263i,-0.046949-0.013665i,-0.017576-0.026213i,-2.4621e-05-0.032452i,0.0079137-0.02647i,0.0070877-0.010794i,0.004918+0.00019693i,0.0021925+0.004247i,-0.002254+0.0060269i,-0.0056832+0.0063123i,-0.0043052+0.0058837i,-0.0012202+0.0049741i,-0.00018726+0.0043479i,0.00015558+0.0046618i,0.00028432+0.0034391i,-0.00059015+0.0017167i,-0.0010614+0.0015337i,0.00023971+0.0011549i,0.0014177-0.00026944i
-0.035218+0.0060312i,-0.059175-0.013341i,-0.035425-0.035606i,0.016909-0.022444i,0.026665+0.010702i,0.00306+0.01504i,-0.013758+0.0063277i,-0.021382+0.004284i,-0.022106+0.0036103i,-0.016656+0.0030737i,-0.010938+0.0022893i,-0.0071249+0.0019117i,-0.0028021-0.00058287i,0.0016823-0.0040558i,0.0040908-0.004275i,0.0047123-0.003198i,0.0051724-0.0032149i,0.0045984-0.0043615i,0.0022601-0.0049054i,0.0002818-0.0039529i,-6.9576e-05-0.0028476i,0.00092253-0.0023492i,0.0018965-0.0022549i
0.0016936-0.030851i,0.015397-0.054643i,0.029168-0.059961i,0.033331-0.057585i,0.039287-0.051327i,0.043605-0.025426i,0.038326-0.00025633i,0.030146+0.01002i,0.020322+0.011812i,0.010757+0.0075762i,0.0057109-0.00057085i,0.0038308-0.0051292i,0.0025535-0.0050687i,0.00061065-0.0034764i,-0.0034873-0.0010549i,-0.0066321+0.00011443i,-0.006479-0.00070612i,-0.0038762-0.00082908i,-0.0013267-4.9145e-05i,0.00023829+0.00036876i,0.00093439+0.00095167i,-0.00078425+0.001245i,-0.0024261+0.0018068i
0.031141+0.008969i,0.044241+0.035966i,0.026118+0.066825i,-0.012756+0.069764i,-0.037494+0.03978i,-0.034141+0.0097795i,-0.020674-0.0072401i,-0.010946-0.019167i,-0.0032922-0.020332i,0.0020884-0.011898i,0.0049354-0.00387i,0.0041914+0.0013057i,0.0010728+0.0055711i,-0.00062857+0.0086804i,-4.2291e-05+0.0066288i,0.0015402+0.0019195i,0.0027985+0.00058904i,0.0033926+0.0021529i,0.0028058+0.0033252i,0.0014057+0.0029507i,0.0012432+0.0013882i,0.0019057-0.00029666i,0.0018733-0.0011569i
-0.015315+0.019164i,-0.035613+0.016861i,-0.040906-0.0077013i,-0.013473-0.019629i,0.010762-0.0036368i,0.0081426+0.009021i,0.00052456+0.012089i,-0.0051942+0.014883i,-0.010322+0.010798i,-0.011018+0.0050042i,-0.0085268+0.0050879i,-0.0059032+0.0045152i,-0.0035828-0.00024088i,-0.00099257-0.0054043i,0.00094342-0.0064774i,0.0017158-0.005451i,0.0021685-0.0051204i,-2.9536e-05-0.0040424i,-0.0021102-0.0017407i,-0.0016175-0.0015124i,-0.0015721-0.0025948i,-0.0016584-0.0020602i,-0.0010002-0.0019218i
-0.011968-0.010834i,-0.010373-0.025545i,-0.0050307-0.032933i,-0.0093342-0.030515i,-0.0057309-0.02893i,0.0082552-0.022011i,0.016762-0.011389i,0.020981-0.0035922i,0.018231-0.00054847i,0.0081668-0.002543i,-0.00088795-0.0060539i,-0.0040732-0.0079694i,-0.0041595-0.0058876i,-0.0042578-0.00022763i,-0.0044919+0.0043873i,-0.005151+0.0053121i,-0.0051297+0.0048433i,-0.0033031+0.003389i,-0.00041961+0.0018454i,0.00077061+0.00099597i,0.00052539+0.0011637i,0.00061874+0.0027563i,0.00083593+0.0031731i
0.016287-0.0050582i,0.0344+0.004748i,0.04352+0.027547i,0.029309+0.042583i,0.005081+0.039055i,-0.0097256+0.020788i,-0.016404+0.004859i,-0.016742-0.0038681i,-0.0096943-0.0080206i,-0.0003246-0.0073214i,0.0057121-0.0047892i,0.0064893-0.00095586i,0.0057294+0.0022027i,0.004912+0.0016561i,0.0034991-0.0021072i,0.0029655-0.0042893i,0.0049566-0.0031445i,0.0059877-0.00098932i,0.0041326+0.00083366i,0.0021236+0.0016588i,0.0017764+0.0012096i,0.0024237+0.00014686i,0.0028838-0.0008337i
0.0029701+0.0081893i,-0.010277+0.018248i,-0.02178+0.010664i,-0.0085613-0.0088456i,0.010226-0.0089993i,0.01313+0.0008207i,0.0090844+0.0062994i,0.0034043+0.011554i,-0.0014708+0.014238i,-0.0024874+0.014073i,-0.0013225+0.012634i,-0.00034367+0.0087915i,-0.00054496+0.0024248i,-0.001671-0.00347i,-0.00071202-0.0047057i,0.0014063-0.0028959i,0.00057356-0.0017757i,-0.0022729-0.0011402i,-0.00311-0.00045845i,-0.0025553-0.00064639i,-0.0026531-0.001623i,-0.0025866-0.0010173i,-0.0016737+0.00050832i
-0.009068+0.00015983i,-0.017989-0.0090418i,-0.016123-0.014381i,-0.010125-0.011999i,-0.0093739-0.01622i,-0.0038248-0.017711i,0.002717-0.015098i,0.0050707-0.013083i,0.0052656-0.0061714i,0.0011855+5.1822e-05i,-0.0062825+0.00097597i,-0.0096336-0.0006339i,-0.0062062+1.795e-05i,-0.0012913+0.0038493i,0.00022166+0.0065462i,-0.00072152+0.0063299i,-0.0013768+0.0055646i,-0.00074843+0.0039735i,0.00020649+0.00084359i,1.6299e-05+8.1891e-05i,1.8645e-05+0.0012683i,0.00058259+0.0015871i,0.00075158+0.0011913i
0.0033005-0.011465i,0.015392-0.01798i,0.025269-0.011174i,0.024058+0.0047857i,0.013915+0.011777i,0.0018903+0.011079i,-0.0059107+0.0089344i,-0.01035+0.003185i,-0.0093773-0.0025668i,-0.0040371-0.0049837i,0.00098039-0.0059732i,0.0054176-0.0052231i,0.0083042-0.0030702i,0.0058503-0.002958i,0.00097741-0.004092i,-0.00062503-0.0054529i,0.00056046-0.0067572i,0.0014582-0.006604i,0.001731-0.0057727i,0.0023377-0.0047213i,0.002421-0.003294i,0.00097827-0.0031517i,-0.00020806-0.0025952i
0.006834+0.0043017i,0.0055735+0.013559i,-0.008963+0.013106i,-0.017919-0.00050517i,-0.0083289-0.00888i,-0.00036879-0.005414i,0.0035034-0.00083837i,0.007184+0.00173i,0.0052508+0.0033888i,0.0019655+0.0042919i,0.0019669+0.0049287i,0.0015506+0.004778i,-0.0011221+0.0036109i,-0.0043011+0.0013625i,-0.0041225-0.0001529i,-0.00072391-0.00023244i,0.00098753-0.00037372i,4.7369e-06+0.00067472i,0.00063397+0.0019988i,0.0016295+0.0012099i,-3.8576e-05-7.1616e-07i,-0.0016051+0.00034915i,-0.001434+0.0013014i
-0.0018345+0.0059875i,-0.0063439+0.005512i,-0.0061564+0.0013921i,-0.0039461+0.00057411i,-0.0055537-0.00010179i,-0.0051967-0.0063932i,-0.0029074-0.010448i,5.2833e-05-0.012031i,0.0014955-0.011584i,-0.0010091-0.0062003i,-0.0042195+0.00015532i,-0.0056287+0.0024587i,-0.0030638+0.0031207i,0.0023633+0.0026377i,0.0049284+0.0023048i,0.0026306+0.0034036i,0.0014043+0.0049678i,0.0015193+0.0045197i,-0.00020339+0.0024055i,-0.0010119+0.0012895i,0.00049811+0.0009053i,0.0017126+0.00020759i,0.0013801-0.00057341i
-0.0035736-0.0073836i,-0.0027886-0.010737i,0.004394-0.011222i,0.010458-0.0057105i,0.0096472+0.0039769i,0.006144+0.0086296i,0.0025194+0.0074351i,-0.00054776+0.0037592i,-0.0026393-0.0019672i,-0.0026995-0.0056022i,-0.0017082-0.0073959i,0.00017295-0.0088668i,0.0018338-0.0072066i,0.00056641-0.0047574i,-0.0016312-0.0033715i,-0.0024847-0.0029094i,-0.0016979-0.0040326i,-0.0014134-0.0046525i,-0.0012467-0.0047757i,0.00025675-0.0047544i,0.00051277-0.0037816i,-0.00069402-0.0023963i,-0.001535-0.0017022i
0.0056045-0.00055212i,0.0054031+0.002668i,0.0014041+0.0095136i,-0.0039597+0.0084156i,-0.0045786+0.0024564i,0.00097358-0.00029651i,0.006201-0.0018164i,0.0083814-0.00059207i,0.0069913+0.0025601i,0.0053544+0.003781i,0.0051189+0.0027366i,0.0038905+0.0024112i,0.00058473+0.0036331i,-0.00093099+0.0043997i,0.00042519+0.0028328i,0.0014202+0.0013068i,0.001278+0.0011301i,0.0019913+0.0018293i,0.0023984+0.0030884i,0.00078571+0.0028609i,-0.0011123+0.0019354i,-0.0011472+0.0010195i,0.00032456+0.00027694i
0.0047746+0.0027788i,0.0021912+0.0021632i,0.0017362+0.0010405i,0.0056581+0.001382i,0.0046782+0.0018556i,0.00026004+0.0018851i,-0.00098681+0.0017949i,-0.00015368+0.00095553i,0.00060662+0.00082017i,0.00044923+0.0029909i,-0.00073357+0.0065968i,-0.0010464+0.00753i,0.00069698+0.0043324i,0.0034559+6.4458e-05i,0.0034055-0.0016608i,0.001477-0.00015313i,0.0012965+0.0031279i,0.0017719+0.0053075i,0.00083258+0.0054152i,-0.00011757+0.0041985i,0.00053968+0.0017347i,0.0016073-0.00012383i,0.001492-0.00049285i
