-0.0026008+0.00093511i,-0.0032709-8.6286e-05i,-0.0047443+0.00042212i,-0.0045036+0.0022189i,-0.0036627+0.0034692i,-0.0023674+0.0039764i,-0.00085042+0.0035436i,-0.00051821+0.0024063i,-0.00033786+0.0012635i,6.084e-05+0.00032749i,-0.00014626-0.000138i,-0.00065669+4.8723e-05i,-0.00054581-2.1529e-05i,-0.00059651-0.00033467i,-0.00038959-0.00040271i,-0.00084433-0.00069956i,-0.0011477-0.00098616i,-0.00070674-0.00063616i,-0.00065308-0.00041993i,-0.0008576-0.00044702i,-0.0011633-0.00081783i,-0.00017611-0.00096116i,0.00066374+0.00028375i
-0.0030673-0.00073017i,-0.0026993-0.0056944i,-0.0041146-0.0068252i,-0.0059659-0.0046079i,-0.0061177-0.0016235i,-0.0034713+0.0013507i,-0.00092549+0.0021407i,0.00015629+0.0015655i,9.4978e-05+0.00075399i,-8.0592e-05-6.9131e-05i,-0.00024435-0.00076983i,-0.00047797-0.0012041i,-0.00085589-0.0013175i,-0.0007267-0.0012474i,-8.9099e-06-0.00067334i,0.00044192-0.00046185i,0.00049302-0.00042112i,-0.00010917+5.3395e-05i,-0.00034398-3.2745e-05i,0.00010533-0.00018084i,5.4292e-05+2.4488e-05i,1.3036e-05+0.00031909i,-0.00020277+0.000442i
-0.005268-0.0028677i,-0.0041522-0.0034428i,-0.0061077-0.0031i,-0.0077774-0.0017439i,-0.006003-0.0001824i,-0.004414+0.0010246i,-0.0026149+0.0013362i,-0.00079937+0.00024963i,0.00012109+0.00056465i,-2.6575e-05+0.0010005i,-0.00045657+0.00034838i,-0.00097176-0.00052662i,-0.00078304-0.0011526i,4.9179e-05-0.001231i,-0.00031576-0.00033273i,-0.00045569+0.00038904i,0.00014034-0.00091679i,-0.0004193-0.0016476i,-0.0012938-0.00072104i,-0.0010773+0.00023699i,-0.00048832+8.5502e-05i,-0.00044583-0.00056271i,-0.00073681-0.00058477i
0.003432-0.0028221i,-0.0010221-0.0070239i,-0.0047653-0.0089559i,-0.0058411-0.0072553i,-0.0057548-0.0029597i,-0.0040545+0.00012178i,-0.0020021+0.0011744i,-0.0003089+0.00094525i,0.00013102+0.00029763i,0.00016339-0.00048636i,7.4514e-05-0.00092646i,-0.00029706-0.0010716i,-0.00051056-0.00097107i,0.00013096-0.00024985i,0.00038665+0.00032392i,0.00030891+0.00064883i,-2.7763e-05+0.00062497i,-0.00045625-0.00015943i,0.00016798-0.00060923i,0.00038228-0.00041703i,0.00058127-0.00019602i,0.00064872-2.2504e-06i,-0.00045784-0.00020045i
-0.00089207-0.0028929i,-0.0015495-0.0078712i,-0.0059238-0.0084752i,-0.0082226-0.0044348i,-0.0066711-0.0015547i,-0.0039954+0.00077784i,-0.00191+0.0017111i,-0.0013963+0.0011064i,-0.00059059+0.00043007i,0.00028921-0.00052269i,-0.00062495-0.00074622i,-0.001411-0.00022186i,-0.00078939-0.0003884i,-0.00033185-0.0010401i,-7.0256e-05-0.00080056i,0.00052291+8.2843e-05i,0.00035144+0.00021404i,-2.6266e-05+0.00050281i,-0.00016533+0.00052823i,-3.1514e-06-0.00012153i,0.00084504-0.00057877i,0.0016344-0.00039244i,0.0012063-0.00035388i
0.00016629-0.0078232i,-0.00033264-0.010124i,-0.0042034-0.0088098i,-0.0075331-0.0050333i,-0.0057519-0.0017071i,-0.003669+0.0013463i,-0.0017317+0.0032786i,0.00022177+0.0020528i,0.00018726+0.00024347i,-0.00060472-0.00059134i,-0.00033784-0.0015699i,-3.4748e-06-0.001442i,0.00046309+5.1297e-05i,0.00051041+0.00095922i,-0.00033369+0.00096015i,-0.0012998-0.00041028i,-0.0017832-0.001177i,-0.00074226-0.00053188i,0.00047687-0.00035919i,0.00022488-0.00038191i,-3.7354e-05+0.00022394i,-0.0004352+0.0005248i,-0.0010151+0.00060001i
-0.0057495-0.00092395i,-0.01048-0.0035026i,-0.012257-0.0042696i,-0.0088782-0.0035963i,-0.0065362+0.00022101i,-0.0038861+0.0026064i,-0.0012232+0.0022907i,0.00034923+0.0014211i,-6.4993e-05+0.00050029i,-0.00075074-3.0259e-05i,-0.00047876+2.9348e-05i,-4.8084e-05+0.00097373i,-0.00012355-7.1389e-05i,-0.00034719-0.00091807i,-6.345e-05-0.00012577i,0.00030884+0.00026998i,0.0003307+0.00015816i,-4.0636e-05-0.00015153i,-0.0007825-0.00014636i,-0.00097229-0.00043696i,-0.00046648-0.00052677i,0.00024119-0.0004154i,0.00025529+6.2988e-05i
-0.001992-0.0059351i,-0.0018104-0.011632i,-0.006132-0.011078i,-0.0087572-0.0054938i,-0.0074424-0.0028234i,-0.004167-0.001414i,-0.0010657-0.0002926i,-0.00029957+0.00048567i,5.1272e-05+0.001015i,0.00046969+0.00028631i,0.00042344-0.0011993i,1.9159e-05-0.0011893i,-0.00051703-0.00028443i,-0.00039704+0.00022734i,-0.00020192+0.00062781i,-0.00058817-0.00025965i,-0.00064996-0.00057863i,1.544e-05-4.0312e-05i,-5.2391e-05-0.00027029i,-0.00022206-0.00021127i,-0.00044236-0.00030414i,0.00039559-0.00061083i,0.00077357-0.00017191i
-0.0002477-0.0043076i,-0.0039298-0.0045973i,-0.0074221-0.0069473i,-0.0093323-0.007101i,-0.0079107-0.0025847i,-0.0062131+8.6614e-05i,-0.0038625+0.0010563i,-0.00081162+0.0014839i,-9.1983e-05+0.00048328i,-0.0010435-0.0010965i,-0.0011905-0.0014157i,-0.00058042-0.00024312i,-0.0010673-0.00034114i,-0.0011018-0.0012212i,-0.00071633-0.00097562i,-0.00055217-0.00022076i,-0.0003118+0.00024865i,0.00046864-7.8302e-05i,0.00044169-0.00019854i,-0.00042181+0.00029393i,-0.00064834+0.00049867i,-0.0005172-9.39e-05i,-0.00048066-0.00051357i
0.00030929+0.00022114i,-0.0036482-0.0071425i,-0.0075641-0.0072052i,-0.0081113-0.0032638i,-0.0076101-0.00052959i,-0.0050353+0.00086069i,-0.0021798+0.0014707i,-0.0001655+0.0011536i,0.00084575+0.00030515i,0.00070006-0.00019897i,8.0977e-05-0.00052646i,-0.00037186-0.0003527i,-0.00018881-0.0010135i,6.9941e-06-0.0014737i,-0.00022984-0.00053928i,-0.00065314+0.00072362i,-0.00067538+0.00055921i,-0.0012608-0.00060716i,-0.0010546-0.00019117i,-0.00016573+0.00078906i,-2.5475e-06+4.2487e-05i,-9.4065e-05-0.00023116i,0.00028927+0.00075764i
-0.007926-0.0059901i,-0.0073798-0.0074448i,-0.009701-0.006479i,-0.010024-0.0016377i,-0.0076244+0.0016048i,-0.0054275+0.0031242i,-0.0022819+0.0028561i,-0.00084267+0.00085825i,-0.00072782-0.00047698i,-0.0011981-0.0013166i,-0.0015136-0.0018268i,-0.00076536-0.0010302i,-0.00078244-0.00042075i,-0.0012223-0.00028794i,-0.00077115+0.00040459i,-0.0006911+0.0010747i,-0.0002197+0.0007318i,0.0004004-1.9168e-05i,0.00014435-0.00050698i,0.00043147-0.00072384i,0.00041195-0.00037442i,-0.00034651+0.00035078i,-0.00058598+0.0011129i
-0.0041778-0.0047426i,-0.0063131-0.0076363i,-0.0081979-0.0081411i,-0.0091063-0.006238i,-0.0078398-0.0017836i,-0.0050692+0.00010365i,-0.0026575+0.00034223i,-0.00050202+0.00052231i,0.00014529-6.659e-05i,-0.00038642-0.00096i,-0.0014241-0.001188i,-0.0016229-0.00067679i,0.0003667+3.272e-05i,0.0011386-0.00022281i,0.00055758-0.0011378i,-6.3775e-05-0.00015053i,-0.0014778+0.0016121i,-0.0018661+0.00096595i,-0.0010333-0.0005667i,-0.00046323-0.00065355i,-2.5616e-05-0.00047213i,0.00054528-0.00046378i,0.00020913-0.00019951i
-0.00132-0.0017617i,-0.0034238-0.0065738i,-0.006637-0.0072586i,-0.006514-0.0043108i,-0.00595-0.0015159i,-0.0038786+0.0010926i,-0.00098313+0.0017319i,-4.8592e-05+0.0013311i,0.00019148+0.00054753i,-0.00038757-0.00043974i,-0.0016123-0.0011599i,-0.0011453-0.00093786i,-0.00025178-0.00083747i,-0.00025773-0.00094037i,-0.00036161-0.00062935i,-0.00024903-0.00057897i,-0.00040975-0.00023921i,-0.00067494-0.00023377i,-0.00013405+4.6573e-05i,-1.507e-05+0.00023925i,-0.00032619-0.00027572i,-0.00033821-0.00043397i,-0.00036392-0.00020163i
-0.0079069-0.0021042i,-0.003307-0.004477i,-0.0047359-0.0037022i,-0.0080948-0.00041749i,-0.0069087+0.0012758i,-0.0050119+0.0017383i,-0.0025432+0.0019577i,-0.00039077+0.0014009i,-2.7448e-05+0.0010104i,-0.0003438+0.00036946i,-0.00048796-0.0005533i,-0.00088312-0.00052329i,-0.0012486-0.00049281i,-0.0003864-0.00086294i,0.0006326-0.00049719i,0.0005996+6.1162e-05i,2.7783e-05+0.0001085i,-0.0010348+3.9113e-05i,-0.0012592-0.0011317i,-0.0016237-0.0012979i,-0.0017955-2.9636e-06i,-0.0010091+0.00066771i,-0.00042436+0.00061721i
-0.0034691-0.0040048i,-0.0093066-0.0051419i,-0.012983-0.0044169i,-0.011385-0.0026092i,-0.0088595+0.0015369i,-0.0052613+0.0026155i,-0.0025056+0.0024453i,-0.0004665+0.0016978i,0.0002554+0.00053389i,-0.0010288+0.00071919i,-0.001677+9.8006e-05i,-0.001006-0.0001652i,-0.00032782+0.00050328i,-0.00090517+0.00016105i,-0.0012808-0.00056842i,-0.00078028-0.0012974i,-0.00024422-0.0017529i,0.00047271-0.00090674i,0.00054208-6.1662e-05i,-0.00015232+0.00064005i,-0.0010975+0.00048258i,-0.0013764+2.7746e-05i,-0.00065281+0.00028645i
-0.0057419-0.0069881i,-0.0037468-0.010511i,-0.0061685-0.0046466i,-0.004766+0.003276i,-0.0020478+0.0046152i,-0.00056261+0.0036236i,0.00074498+0.0020674i,0.00070048+0.0013761i,-0.00029175+0.0014331i,-0.00054196+0.0013147i,-0.00028938+0.00064645i,-0.00028893-0.00062851i,5.0425e-05-0.0016331i,-0.00011214-0.0013009i,-0.00015423-0.00038687i,0.00027401+0.00017637i,-0.00016406-4.3506e-05i,-0.0009384-0.0004091i,-0.001114-0.00045562i,-0.00084138+4.835e-05i,-0.00062925+0.0012532i,-0.00050251+0.0020853i,-0.00034476+0.001254i
0.021707+0.0010559i,0.01683-0.0075968i,0.011284-0.021888i,-0.0018039-0.02383i,-0.0088509-0.020674i,-0.013139-0.01434i,-0.0098831-0.0029206i,-0.0033279+0.0011606i,0.00032739-0.00095509i,-0.00048901-0.0039526i,-0.0037553-0.0033683i,-0.0037433+0.0015076i,-0.001928+0.0036968i,-0.0018301+0.0017002i,-0.0020056+0.00015823i,-0.0014971+0.00017988i,-0.00081846-0.00013539i,4.7718e-05-0.00052416i,0.00022817-0.00049832i,-0.00033061-0.00037193i,-0.00055077+5.517e-05i,-0.00045135-0.00014907i,-0.00031441-0.00037478i
0.0092647-0.0021479i,0.0010813-0.010581i,-0.0048507-0.011505i,-0.0056988-0.0079323i,-0.0073214-0.0046706i,-0.0074868-0.0017923i,-0.0047429+0.0015049i,-0.00077186+0.0023469i,0.0014499+0.00060107i,0.00050103-0.001354i,-0.0011165-0.0017847i,-0.0018932-0.00054852i,-0.0014008-0.00045135i,-0.000435-0.0010356i,-0.00066175-0.00018921i,-0.00047501+0.00084758i,0.0001028+0.00066529i,3.9689e-05+0.00010547i,-0.00029388-0.00044185i,-0.0003932-0.00048528i,-0.00046548+0.00044646i,-0.00015228+0.0010392i,8.7026e-05+0.00063169i
-0.0024072-0.002252i,0.00024957-0.0090237i,-0.0019903-0.012619i,-0.0066074-0.0082772i,-0.0074118-0.0050787i,-0.0067094-0.002647i,-0.003795-2.2938e-06i,-0.0011409+0.0010778i,0.0001981-0.00028434i,0.00036975-0.0013486i,-0.0010241-0.00032674i,-0.0018876+0.0009538i,-0.00084049+0.0011116i,-0.00066966+0.00074724i,-0.0010039+0.00034638i,-0.00072964-0.00044239i,-0.0010453-0.00014483i,-0.0017835+0.00038742i,-0.0016314+0.00019377i,-0.0010646+4.4058e-05i,-0.00054105-0.00039871i,0.00031955-0.0006091i,0.00063378+0.00017542i
0.0031354-0.0032886i,-0.0013002-0.0039965i,-0.0060666-0.0065675i,-0.0079452-0.0055301i,-0.0063226-0.001703i,-0.0045327-0.0001786i,-0.0030884+0.0017687i,-0.0013239+0.0022844i,-0.00011215+0.00084025i,-0.00011046-0.00097161i,-0.00089232-0.001104i,-0.00089347-0.0011783i,-4.1346e-05-0.0020259i,0.00083366-0.0018883i,0.00024007-0.0012273i,-0.00017195-0.00015167i,0.00011268+0.00032068i,-9.8665e-05-0.00064452i,-0.00030827-0.00028626i,-0.00051579+0.0010214i,-0.00087941+0.00098185i,-0.0012848-0.00016488i,-0.00098783-0.000722i
0.0028948-0.0035971i,-0.0037553-0.011554i,-0.0086034-0.011955i,-0.0078603-0.0074932i,-0.0071097-0.0038048i,-0.0052154+0.00035177i,-0.0023207+0.0020062i,-0.00015052+0.0013355i,0.00050371+0.00028299i,0.00038435-0.00088877i,-1.1331e-05-0.0012479i,0.00039202-0.00089167i,0.00064906-0.00026902i,-0.00044609+3.2779e-05i,-0.0014906+0.00036233i,-0.001079+0.0002452i,-0.0006861-0.00063951i,-0.00071916-0.001053i,-0.00037094-0.00077631i,0.00036248-0.00022964i,0.00047495-0.00050539i,-0.00023791-0.00050584i,-0.00091368-0.00023846i
-0.0097216+0.00031229i,-0.004595-0.0032826i,-0.0046208-0.0073594i,-0.0067816-0.0062394i,-0.0057897-0.0031341i,-0.0040994-5.9926e-05i,-0.0019143+0.0012489i,-0.0012016+0.0014034i,-0.00044455+0.0010069i,0.00059076+1.4622e-05i,0.00058074-0.0015153i,-9.7883e-05-0.0025407i,-0.0011724-0.0022622i,-0.0014388-0.001332i,-0.00074029-0.00076891i,-0.00044069-0.0006471i,-0.00026586+5.7714e-05i,0.00025874+0.00056776i,0.00048478+0.00043692i,-0.00028758+0.00078752i,-0.00083672-0.0002232i,-0.00042007-0.0014188i,-0.00023405-0.0013867i
0.0044459-0.0075916i,-0.0024546-0.0084971i,-0.006781-0.0095871i,-0.0071981-0.008623i,-0.006818-0.0042064i,-0.0058129-0.001396i,-0.0034536+0.00045953i,-0.0008982+0.00028253i,0.00063165-2.9521e-05i,0.00019468+0.00010775i,-0.00087242-7.4802e-05i,-0.00026234+0.00036066i,0.00034242+0.00045746i,0.0002844+0.0001764i,0.00023444+0.00097156i,-0.00040858+0.0011057i,-0.0012013-0.00068369i,-0.0012687-0.0015453i,-0.00077892-0.0013457i,-0.00010945-0.0008698i,0.00040628-0.00056439i,0.00070018-0.00082671i,0.00036642-0.00091559i
-0.0021775-0.0033325i,-0.003398-0.011628i,-0.005629-0.010937i,-0.0052256-0.0051272i,-0.0046992-0.0019111i,-0.0035951+0.00016601i,-0.0018729+0.001342i,-0.0012245+0.0018751i,-0.0007212+0.00057342i,-0.00027641-0.0017934i,-0.00091615-0.002098i,-0.0016759-0.0019185i,-0.0013769-0.0018434i,-0.00083366-0.001209i,-9.8474e-05-0.00044967i,-8.2982e-05-0.00026829i,0.00017928-0.00053771i,-5.076e-05-0.00062607i,-0.00095213-7.201e-05i,-0.00094129+0.00044966i,-0.00080706-0.00072853i,-0.00068188-0.0013106i,-0.0010823-0.00053002i
-0.0044506+0.0027778i,-0.0018835-0.00011846i,-0.0047439-0.0052323i,-0.0082252-0.006037i,-0.0063044-0.0027518i,-0.003953-0.00039874i,-0.0018411+0.00084418i,-0.00065127+0.00090062i,5.0576e-05+0.00023399i,0.00033264-0.00048453i,-0.00020237-0.00075714i,-0.00041468-0.00073312i,0.00021989-0.00096791i,0.00062569-0.00017108i,0.00038134+0.0003393i,5.3049e-05+3.7871e-05i,-0.00028055+0.0003036i,-0.0005826+2.6075e-05i,-0.0010618-0.0016217i,-0.00069468-0.001916i,0.00069979-0.001103i,0.00097695-0.00095869i,-0.00038605-0.0010887i
0.0019135-0.0082047i,-0.0053219-0.011506i,-0.010713-0.011552i,-0.010547-0.0079333i,-0.0095804-0.0026219i,-0.0069214+0.00066957i,-0.0034853+0.0018614i,-0.00022974+0.0012399i,7.6884e-05+0.00043759i,-0.0014229+0.0005068i,-0.002163+0.00013981i,-0.0021286+0.00010126i,-0.0019671-8.7827e-05i,-0.0013167-0.00074538i,-0.00051411-0.0013805i,0.0001324-0.0012406i,3.4236e-05-0.00089007i,-0.00041524-0.00044092i,-0.00069416+0.00045079i,-0.0012797+0.00074263i,-0.0014844+0.00040078i,-0.00042775+0.00033966i,0.00046661+0.00048468i
-0.0032215-0.00070569i,-0.0016776-0.0094613i,-0.0046831-0.012751i,-0.0083882-0.0077257i,-0.0090824-0.0043989i,-0.0074111-0.0023133i,-0.0037511-0.00057144i,-0.00050589-4.3409e-05i,0.0003216-0.00040711i,9.3388e-05-0.00031766i,-8.0247e-05-0.00097947i,0.0002064-0.0015677i,0.0010002-0.00089124i,0.0011604-0.00059276i,0.00028432-0.00038901i,-0.00093754+0.00012976i,-0.0014423+0.00030244i,-0.0014086-0.00066237i,-0.00072248-0.0017711i,0.00097482-0.00082807i,0.0013084+0.00016446i,0.00015681-1.1757e-05i,-0.0005352-0.00076615i
-0.00022865-0.0028662i,-0.0014969-0.0050496i,-0.0042561-0.0082445i,-0.007759-0.0077216i,-0.0068102-0.0041086i,-0.0049197-0.0019085i,-0.0023791+0.00011121i,5.1574e-05+0.00065602i,0.00079164-9.3079e-06i,-0.00023666-0.00061863i,-0.0016103+0.00014254i,-0.0021369+0.0013675i,-0.0012139+0.000766i,-0.00061707-0.00011521i,-0.00045692-0.00093202i,-0.00020354-0.00161i,-0.00026278-0.0014413i,-0.00016153-0.00082816i,-0.00041263-0.00033066i,-0.00069077-0.00055456i,-7.025e-05-0.00084086i,0.00026351-0.00052314i,-4.1643e-05+0.00053619i
0.002299-0.0066345i,-0.0059163-0.01088i,-0.011526-0.0079825i,-0.010203-0.0019761i,-0.0095779+0.0022371i,-0.00743+0.0037664i,-0.0038226+0.0036344i,-0.00057751+0.0028523i,0.0003486+0.0015427i,0.00010213+0.00086746i,0.00030788+0.00038701i,0.00040487-0.00060001i,-2.0374e-05-0.0019539i,0.00017579-0.0026124i,0.00090194-0.0014116i,0.00070307-7.432e-05i,0.00010287+0.00011845i,-0.00013865-0.00031897i,-0.00015961-0.0001633i,-0.00011777+0.00076371i,-3.6418e-05+0.0012645i,0.00045384+0.0007155i,0.00078249+0.00056448i
-0.0091136+0.00080648i,-0.0028941-0.0081376i,-0.0043121-0.011432i,-0.0087546-0.0053663i,-0.0073283-0.0014972i,-0.0047869-6.3303e-05i,-0.0030884+0.00020158i,-0.0013836-1.2168e-05i,-0.00037851-1.784e-05i,0.00028186-0.00032737i,9.5238e-05-0.00082085i,-0.0010979+0.00029153i,-0.0012771+0.0008783i,-0.00085043+7.634e-05i,0.00048947-0.00041492i,0.0012625-0.00090872i,0.0006207-0.0013994i,-6.4097e-05-0.0013827i,-0.00074458-0.0011627i,-0.00018274-0.00037959i,0.00067925+0.00015398i,3.6252e-07+0.00043176i,-0.001477+0.0011097i
0.00357-0.0033238i,-0.00046973-0.0041487i,-0.0052068-0.0081003i,-0.0082409-0.0092785i,-0.0079276-0.005067i,-0.0070215-0.0016502i,-0.0046765+0.0010423i,-0.0012203+0.0011807i,0.00060427-0.00035925i,0.00057039-0.0013831i,0.00016691-0.0020882i,0.00012127-0.0014781i,-0.00020586-0.00071954i,-0.00061323-0.001545i,-0.00019971-0.0012768i,-6.5482e-05+0.00014004i,-0.0005413+0.00078243i,-0.00092706+0.0015933i,-0.00082396+0.0013745i,-0.00074125-2.7266e-05i,-0.00045976-0.00059352i,-0.00013353-0.00086417i,-0.0012458-0.00074263i
0.0012752-0.010469i,-0.0059088-0.016573i,-0.010138-0.013267i,-0.0079205-0.0055801i,-0.006157-0.0021457i,-0.0042356-0.00029308i,-0.0018949+0.00099316i,0.00012406+0.0016264i,-8.0314e-05+0.0013434i,-0.00040425+0.0009108i,-0.00039056+0.00094977i,-0.00072527+0.00054192i,-0.00029976+0.00033784i,-0.0001765+0.00014735i,-0.0010703+0.00022378i,-0.0016922-0.0002171i,-0.0017523-0.0015267i,-0.0012412-0.0017212i,-0.00015787-0.00077306i,0.0003836-9.0423e-05i,0.00018926+0.0007102i,-0.00017659+0.00071651i,-0.00026931+3.2835e-05i
-0.0073505+0.010343i,0.00011093+0.0028557i,-0.0019918-0.0043462i,-0.0067976-0.0046975i,-0.0040334-0.0020552i,-0.0014743-0.00052108i,-0.00046849+0.00052451i,-0.00021722+0.0010242i,-4.5771e-05+0.00044933i,0.00054879-0.00063805i,0.00015936-0.0020667i,-0.0010138-0.0025455i,-0.0018354-0.0025176i,-0.0015524-0.0021311i,-0.00074987-0.0012528i,-0.00038275-0.00019598i,7.1931e-05+0.00064924i,0.00012955+0.00053007i,-0.00035847+0.00058551i,-0.00051742+0.0011307i,-0.00036021-0.00016831i,7.9297e-05-0.0012403i,-0.00012308-0.00076948i
-0.0023192-0.014074i,-0.0081728-0.014698i,-0.011948-0.011722i,-0.012001-0.0071817i,-0.011235-0.0023802i,-0.0088386+0.00059674i,-0.0043005+0.0023807i,-0.00059044+0.0027169i,-6.8664e-05+0.0016506i,-0.0009274+0.00056063i,-0.00065575+0.00054502i,0.00029964+0.00082313i,0.00075172+0.00093195i,0.00048049+0.0013553i,-0.0004899+0.0007576i,-0.0015019-0.00079583i,-0.0018219-0.0015295i,-0.0015773-0.0010423i,-0.0010001-0.0009587i,-0.00034031-0.00020055i,-0.00045802+0.00092258i,-0.00087469+0.00035622i,-0.00037143-0.00075397i
-0.00062168-0.0042345i,-0.0018664-0.011015i,-0.0066094-0.012576i,-0.0083468-0.0079932i,-0.0069894-0.004953i,-0.0048667-0.0025886i,-0.0030382-0.00019464i,-0.0014245+0.00070602i,-0.00033209-4.4822e-05i,-0.00054961-0.0011112i,-0.0010366-0.002063i,-0.0014253-0.003208i,-0.0017966-0.0036373i,-0.00098554-0.0025842i,0.00065938-0.0013311i,0.0010874+0.00021009i,0.00019077+0.00048325i,0.00020349-0.00025046i,-0.00036444+0.00027907i,-0.0016742+0.00068625i,-0.0017194-0.00020623i,-0.00054959-0.00090833i,-0.00060237-0.0004967i
-0.0028127+0.0033684i,-0.0016134-0.0023234i,-0.0045567-0.0075374i,-0.0084469-0.0083373i,-0.0065348-0.0055492i,-0.003554-0.0028202i,-0.0017606-0.00041533i,-0.00069644+0.00067193i,-0.00014143+0.0010929i,0.00059756+0.0015314i,0.00030448+0.00098782i,-9.6235e-05+0.00057219i,0.00062111+0.00074746i,0.0004147+0.00058692i,-0.00045314+6.6899e-05i,-0.0015032-9.2216e-05i,-0.002714+2.4249e-05i,-0.0018521-0.0003603i,-0.00059729-0.0010292i,-0.00052435+1.0581e-05i,-0.00074441+0.00070616i,-0.00092632+0.00030955i,-0.0006754+0.00022431i
-7.4594e-05-0.0070448i,-0.0063683-0.0092689i,-0.011202-0.0084234i,-0.010457-0.0060306i,-0.01013-0.0026551i,-0.0087613+0.0003321i,-0.0044749+0.0021731i,9.731e-05+0.0021735i,0.00075146+0.0010414i,0.00015308-0.00058554i,-0.00031864-0.0014813i,-0.0019934-0.0012258i,-0.0035653-0.00054066i,-0.0037532-0.00057008i,-0.0024012-0.00063895i,-0.0001346-0.00016229i,0.0010149+0.00016941i,0.0010668-0.0007315i,0.00049874-0.0013778i,-0.00043056-0.0014711i,0.00011591-0.001499i,0.0012029-0.00081128i,1.9746e-05+0.00038131i
-0.0045447-0.0091506i,-0.0035663-0.016763i,-0.0091866-0.019127i,-0.014549-0.011242i,-0.013991-0.0050839i,-0.010373-0.00030329i,-0.0058102+0.0025771i,-0.0019193+0.0015241i,0.00022107+0.000218i,0.00071622-0.00024778i,0.00049342-0.00064648i,0.0020994-0.00087657i,0.0034263-0.0018248i,0.0024153-0.0024652i,0.0011084-0.0015594i,0.0002719-0.00047324i,-0.00056286+0.00013805i,-0.00099592+0.00060365i,-0.0010276+0.00071788i,-0.0007333+0.00057068i,-0.0011035+0.00097344i,-0.0017296+0.0012081i,-0.0010751+0.00056208i
9.7743e-05-0.001299i,0.00018087-0.0018402i,-0.0028646-0.0041055i,-0.0070176-0.0048887i,-0.0065488-0.0024651i,-0.0042796-0.0022382i,-0.0016685-0.0022721i,-0.00015085-0.0009464i,0.00033547-0.00031825i,0.00054921-0.0011069i,-0.00095087-0.0015796i,-0.003138-0.00083765i,-0.0042464+0.00028231i,-0.0031854+0.0008175i,-0.0013756+0.00069633i,-0.00048641+0.00046772i,0.00054628+6.6017e-05i,0.0011964-0.00054635i,0.00086127-0.0012915i,0.00056446-0.0013495i,0.00067196-0.0015338i,-3.0926e-05-0.0019088i,-0.00081864-0.0013347i
-0.00153-0.0025101i,-0.0075546-0.0096228i,-0.010017-0.0087864i,-0.0067276-0.0042502i,-0.0054319-0.0014759i,-0.0041944-0.00025111i,-0.0024989+0.0011595i,-0.00074072+0.0023253i,0.00040001+0.0015931i,0.00091458-0.00058605i,0.0013658-0.0021825i,0.0024206-0.0019568i,0.0035256-0.0018049i,0.0026141-0.0011426i,0.0010811-0.00065793i,0.00038748-0.00062225i,-0.0014865+0.00011372i,-0.0027212+0.00082792i,-0.0019799+0.0010734i,-0.00097178+0.00059996i,-0.00030513+1.4416e-05i,0.0005985+4.4853e-05i,0.00043507-3.2215e-05i
-0.0048285+0.001603i,0.00016038-0.0049439i,-0.003656-0.010206i,-0.0084792-0.0067733i,-0.0078235-0.0023218i,-0.0053767+0.00085845i,-0.0024003+0.0025373i,-0.00054448+0.0022202i,-6.1791e-05+0.0018162i,-0.00019239+0.0015203i,-0.0019977+0.001775i,-0.004332+0.0022562i,-0.0040735+0.0015801i,-0.0024844+0.00020615i,-0.0012187-0.00020429i,7.572e-05-0.000265i,0.0010559-0.00031948i,0.0016851-0.00092313i,0.0019101-0.0014035i,0.0017251-0.0011301i,0.0016402-0.00049318i,0.00063561-0.00060485i,-0.00028063-0.00024456i
-0.0028308-0.015154i,-0.009338-0.013193i,-0.011449-0.011433i,-0.011537-0.0079758i,-0.010976-0.0010264i,-0.0078412+0.0017708i,-0.0038399+0.001791i,-0.001332+0.0021309i,-0.00086203+0.0015171i,-0.00082257-0.00013764i,0.00039656-0.00098465i,0.0018204-0.0018313i,0.0027254-0.0031786i,0.0019223-0.0028755i,0.00059801-0.0016643i,-0.00024484-0.00035157i,-0.0011883+0.0012904i,-0.0020174+0.0013325i,-0.0018363-0.00044317i,-0.001357-0.0010065i,-0.00051737-0.00036094i,0.0010304+6.6887e-05i,0.0011708+0.00025736i
0.0011523-0.00047299i,-0.0023241-0.0094633i,-0.006836-0.0092805i,-0.0071104-0.0041139i,-0.0060421-0.001778i,-0.0042387-0.0010092i,-0.0024075+0.00034586i,-0.0010871+0.0014981i,5.5934e-05+0.0011679i,3.1863e-05+0.00093033i,-0.0018333+0.00044582i,-0.0030538+0.0012914i,-0.0030684+0.00291i,-0.0018499+0.0026771i,-0.0011168+0.002019i,-0.00080119+0.00087058i,0.00033266-0.00080242i,0.00087645-0.00082316i,0.0008079+0.00067287i,0.00039638+0.001655i,-0.00063822+0.0014034i,-0.00093337+0.00099581i,-0.0005599+0.00066778i
