-0.0031646+0.00033061i,-0.001862-4.1674e-05i,-0.003245-0.00045235i,-0.0041003-0.00034707i,-0.0029371+0.00080621i,-0.0021551+0.0018849i,-0.0018456+0.0021686i,-0.00075037+0.0016496i,-0.0005269+0.00038132i,-0.00089155+0.00037507i,-0.00013119+0.00065312i,0.00054728-0.00013391i,-0.00011207-0.00039305i,-0.00054752+0.00018793i,-0.00024324+0.00029131i,0.00040823-0.00030228i,0.00087667-0.00018998i,0.00064881+0.00071958i,0.00025733+0.0009157i,0.00033468+0.00076124i,0.00058993-9.1673e-05i,0.00026157-0.00079378i,-4.6501e-05-0.00058243i
0.0018309+0.00081246i,0.0022849+0.00044871i,0.0018034+0.00023303i,0.00020063-0.00025941i,-0.0006732-0.00082755i,-0.00041655-0.00046849i,-0.00046441-0.00067343i,-0.0012519-0.00071708i,-0.0014977-0.00095624i,-0.00091985-0.0015205i,-0.00037817-0.0015196i,-7.3985e-06-0.00078235i,-0.00028044-0.00083294i,-0.00081225-0.0012169i,-0.0007993-0.00079892i,-0.00027699-0.00019926i,-0.00054968-0.00018865i,-0.0003138-4.4693e-05i,0.00042292+0.00064127i,0.00028122+0.0013354i,0.00012387+0.00087674i,0.00070169+0.00045292i,0.00047104+0.00099498i
-0.00070454+0.00032966i,-0.0013173+0.0020857i,-0.0010713+0.00199i,-0.0010294+2.0869e-05i,-0.00057606-0.00058008i,-0.00077318-0.00042435i,-0.00078127-0.0011186i,-0.0012613-0.0014774i,-0.001869-0.00074893i,-0.00099199+0.00031157i,-0.00019661+0.00037235i,1.9282e-05-0.00049964i,0.00059792-0.0011328i,0.0010662-0.00081014i,0.00049174-0.00014592i,0.00016203+0.00010922i,3.5865e-05-6.4412e-05i,-8.2808e-06-0.00019076i,0.00030527+0.0004118i,-5.7145e-05+0.0011386i,0.0002811+0.00087038i,0.00030762-1.1478e-05i,0.00041997-0.00035856i
-0.0006669+0.00091133i,-0.002311+0.00090209i,-0.0024734+0.00060021i,-0.0017654+0.00024242i,-0.0013907-0.00015858i,-0.0010963-0.00078237i,-0.00056884-0.00079334i,-0.00051864-0.00027134i,-0.0010932-0.00094215i,-0.00078886-0.0012191i,-0.00084946-0.00033469i,-0.00072549-0.00022032i,-0.00060706+3.4004e-05i,-0.00031959+0.0011056i,0.00036617+0.0013321i,0.00062331+0.0010625i,0.00077804+0.00070353i,0.00064473+0.0011383i,-7.6853e-05+0.00081502i,-0.00017928-0.0005834i,0.00026649-0.0010551i,0.00035282-0.00056635i,4.7054e-05+0.00030946i
-0.0023432-0.0010721i,-0.0019748-0.00098455i,-0.0020355-0.00038771i,-0.0019032-0.00032738i,-0.0016673+0.00020312i,-0.0011223+7.2967e-05i,-0.0012863-0.0013449i,-0.0011243-0.002421i,-0.00094311-0.0018527i,-0.00049808-0.0010538i,0.00018999-0.00035883i,0.0002012-0.00022449i,0.00014338-0.00069717i,-4.9789e-05-0.00034213i,0.00051426+0.00019206i,0.00056436+0.00093661i,-0.00082622+0.00070833i,-0.0015764-0.00070087i,-0.0012015-8.0464e-05i,-0.00021233+0.0011733i,0.00028498+0.0014828i,0.00064891+0.0011334i,0.00068928+0.00034344i
0.0013475+0.00016917i,0.0011775-0.00090339i,0.0012985-0.0013152i,0.0011995-0.00090556i,0.00054959-0.0005647i,-0.00070345-0.00094743i,-0.0014908-0.0015779i,-0.0010405-0.0012258i,-0.0010461-0.00083552i,-0.0012272-0.00081892i,-0.0010199-0.00037869i,-0.0008904-0.00023211i,-0.00094187-0.00057535i,-0.00073592-0.00035216i,-0.00069265-7.3081e-05i,-0.00012796+6.729e-07i,0.00057883+0.00038962i,0.00032855+0.00086184i,0.00063756+0.00069209i,0.0013089+3.0036e-05i,0.00074497+0.00024002i,0.00039926+0.00055832i,3.9066e-05+0.00067283i
0.00020534+0.00020526i,7.5948e-05+0.00022266i,-0.0011883+0.00038475i,-0.0014546-6.4376e-05i,-0.00084009-0.00086943i,-0.0009207-0.0004536i,-0.0020049-0.00022557i,-0.0022822-0.00022564i,-0.0013851-0.00035099i,-0.00076833-0.00062124i,-0.00078338-0.0001093i,-0.00027584+0.00083786i,0.00010828+0.00048976i,-0.00017839-0.00059597i,-0.00048336-0.0001083i,-0.00092893+0.00083819i,-0.00065422+0.0003426i,0.00020426+5.8525e-05i,-2.3741e-05+0.00053391i,-0.00017366+0.00058362i,4.9927e-05+0.00047837i,-0.00010667+0.00037554i,-0.00022343+0.00021629i
-6.652e-05+0.00019855i,0.00018291+0.0009939i,0.00062497+0.0015546i,-6.41e-05+0.00114i,-0.0010435-4.3876e-05i,-0.00044676-0.00020628i,0.00023889-0.00035339i,-0.00064087-0.00039599i,-0.0012241-0.00020689i,-0.0010342-0.00060713i,-0.00058626-0.00024224i,-0.00026185+2.0258e-05i,-0.00050508-0.00032823i,-0.00025476-4.0436e-05i,5.6903e-05+0.00056475i,-0.0003014+0.000777i,-0.0005964+0.00069267i,-0.00023344+0.00048109i,0.00022102+0.0005126i,0.00013939+0.00049225i,-1.628e-05-0.00020608i,0.00018177-0.00015i,0.00044629+0.00025367i
0.00049591-0.00038994i,-0.00037077-0.00073323i,-0.0011123-0.001576i,-0.001244-0.00094663i,-0.0020833-0.00047094i,-0.0019421-0.00082047i,-0.00059953-0.0011274i,-0.00067312-0.00090858i,-0.00033162-0.0010086i,-0.00019655-0.00093488i,-0.00039623-0.00033455i,-0.00083973+0.00015993i,-0.0016556+0.00060417i,-0.0015151+0.00092627i,-0.00097895+0.0010456i,-0.0004973+0.00054135i,0.00031338+1.2882e-05i,0.00087748-0.0001119i,0.0011567-0.00020632i,0.0010041-0.00029852i,0.00014467-0.00051286i,-0.0002812-0.00032668i,-0.00019275-2.4188e-05i
0.0021597+0.00056373i,0.0018661+0.00019655i,0.0012665+0.00034877i,0.00033617-0.00094426i,0.00065255-0.0017619i,0.0006054-0.0010458i,-4.3433e-05-0.00039991i,-0.00041744-0.0008362i,-0.00078698-0.00065596i,-0.00055842-0.00016896i,0.00010648+0.00044969i,0.00028937+0.0004351i,-0.00045376+0.00057755i,-0.00085915+0.0012993i,-0.00086897+0.0012014i,-5.8399e-05+0.00074259i,0.0011997+0.00031573i,0.0010668+0.00012136i,0.00024687+1.7298e-05i,-0.00013522-0.00032808i,-0.00023056-0.00018296i,-0.00023055-1.3034e-05i,0.00040187-0.00026929i
-0.00014757-0.00042811i,-0.00029729-0.0014021i,-0.0014867-0.0023211i,-0.0024847-0.0017588i,-0.0024902-0.00096837i,-0.0018629-0.00086372i,-0.0013351-0.00041308i,-0.0013624-0.0004065i,-0.0012676-0.00058359i,-0.00069444-0.00018402i,-0.0003364-2.2695e-05i,-0.00055339-0.00040355i,-0.00021732+0.00026606i,0.00021635+0.00085508i,0.00021251+0.0010794i,0.00061142+0.001171i,0.0010172+0.00078929i,0.0010227+0.00031432i,0.00050887+0.0001531i,-0.00027133+0.00022519i,-0.00050909+0.0002448i,3.2071e-06-4.5e-05i,0.00056418-5.132e-05i
0.00013867-0.0006574i,0.00099177-0.00019183i,0.001587-0.00063103i,0.00062227-0.0018909i,-0.00089727-0.0019403i,-0.0014765-0.0010246i,-0.0010541-0.0010621i,-0.0012969-0.0015388i,-0.0016169-0.0014689i,-0.0015377-0.0011506i,-0.00078058-0.00080761i,-0.00010252-0.00068015i,-0.00034499-0.00059215i,-0.00021303+9.3929e-05i,0.00052037+0.00089782i,0.00089884+0.00065914i,0.00091851+9.7312e-05i,0.00063537+0.00016827i,0.00070994+0.00040283i,0.0007365+0.0003376i,0.00068974+0.00088416i,0.00044003+0.0010625i,0.00062608+0.00062889i
0.0013787+0.0024393i,0.0012824+0.0019803i,0.0013+0.0011577i,0.00092135+0.00037769i,0.00064456+0.00043342i,8.183e-05+0.0003079i,-0.00089498-0.00045062i,-0.0017114-0.0007087i,-0.0018265-0.00024064i,-0.0010784-4.1601e-05i,-0.00053249-0.00042738i,-0.00081474-0.00066056i,-0.00058782-0.00064343i,-0.00058798-0.00076883i,-0.0011127-0.00046535i,-0.00069336+0.00010612i,-7.1131e-05+0.00074976i,0.00029096+0.001232i,-0.00017877+0.00061694i,-0.0001005-0.00016188i,0.00023279+0.00026221i,-0.0004408+0.0005343i,-0.00075499+4.2982e-05i
-0.0013252-0.0010537i,-0.0020649-0.0011184i,-0.0033037-0.0012493i,-0.0025874-0.0010564i,-0.0022337+0.00017909i,-0.001312+0.00087415i,-0.00061817-0.00040901i,-0.0014558-0.0018156i,-0.0022073-0.0010896i,-0.0011221-0.0002106i,-0.00016554+0.00014342i,-0.00033811+0.00025326i,6.1905e-05+0.00035056i,0.00047872+0.00044794i,0.00065307+0.00020026i,0.00093868+0.00047782i,0.000538+0.00095065i,-0.00057497+0.00073693i,-0.00021078+0.00060008i,0.00038179+0.00019964i,-0.00022554-0.00026501i,-0.00028367-0.00022322i,-8.1667e-05+9.0974e-05i
-0.0014175+0.0009388i,3.5375e-05+0.0017714i,0.0010996+0.0022732i,0.00059048+0.00095062i,-0.00014273-0.0011914i,-0.00045682-0.0013112i,-0.0011329-0.0019029i,-0.0012638-0.0024857i,-0.00065103-0.0017442i,-0.00052441-0.0001817i,-0.00070182+0.00040641i,-0.00058665+0.00037182i,-0.00042474+0.00071887i,-0.00021116+0.0006139i,1.7148e-05+0.00036834i,0.00017198-0.00041368i,5.3215e-05-0.00097673i,-1.9201e-05-0.00022854i,-0.00013456+0.001039i,-0.00015601+0.0014806i,-7.4583e-05+0.00077273i,-0.00015005-0.00016511i,-2.8471e-05-0.00048204i
-0.00081013+0.00037633i,-0.0014261+0.00026794i,-0.0021922+0.00014855i,-0.0023967+0.00091867i,-0.0016618+0.0015208i,-0.00084624+0.00096378i,-0.00042795-0.00070769i,-0.00094104-0.0011329i,-0.0012607-0.00013495i,-0.001237+0.0007084i,-0.00099017+0.00075455i,-0.00067244-0.0002648i,-0.0008959-0.00078109i,-0.00033559-0.00041747i,0.00051133+0.00014706i,0.00053526+0.00049451i,0.00066962+0.00076732i,0.00080906+0.00081942i,0.00025976+0.0010083i,0.00051542+0.0014279i,0.00067005+0.0014789i,0.00016111+0.00074432i,-5.1495e-05-0.00030543i
0.00080466-0.00093269i,-2.1538e-05-0.00052085i,-0.001293-0.00047192i,-0.0025883-0.0012379i,-0.0030314-0.0012134i,-0.0018276-0.00069673i,-0.00061161-7.4806e-05i,-0.00066854-3.6675e-05i,-0.00098429-0.00086478i,-0.0002737-0.001811i,0.00023595-0.0015124i,-0.00045166-0.0009063i,-0.00092785-0.00051831i,-0.00084629+8.7754e-05i,-0.00085524-0.00017319i,-0.00038606-0.00048527i,0.00062412+0.00014475i,0.001105+0.00047291i,0.00090924+0.0010019i,0.00075909+0.0011497i,0.0010347+0.00085578i,0.0011283+0.00056234i,0.00038606-0.00019547i
0.00030505+0.00020857i,0.00083704-0.00065122i,7.1324e-05-0.0023702i,-0.00063595-0.003605i,-0.00026404-0.0019828i,-0.00022291-0.0003019i,-0.00094305-0.00043867i,-0.0017025-0.0012402i,-0.0015853-0.0017492i,-0.0013071-0.0011292i,-0.0010497-0.0012597i,-0.00026357-0.0011592i,0.00021525-0.00049041i,0.00083965+0.00013743i,0.00084675+0.00020871i,0.00025282-0.00018648i,0.00022278+0.00029016i,0.0011902+0.00043943i,0.0010647+0.00011372i,0.00016172+0.00021636i,-5.644e-05+0.0003346i,0.0002065-2.3903e-05i,0.0011355-0.00026664i
0.00023353+0.0018172i,-0.00063118+0.0013981i,-0.00090546+0.00087571i,-0.00040693+0.00089061i,0.00036673+0.0013884i,0.0006891+0.00067287i,-6.3193e-05-0.00056874i,-0.0012865-0.00081834i,-0.0018464-0.00030961i,-0.0014999+4.112e-05i,-0.00067455-2.6963e-05i,-0.00046594-0.00023233i,-0.00079761-0.00038381i,-0.00059266-0.00047518i,-0.00013106+0.00021176i,-0.00045701+0.00084127i,-0.00061079+0.00013183i,0.00011921+0.00040738i,1.2465e-05+0.0014213i,-0.00037396+0.00085281i,-0.00042714+0.00043281i,-0.0004736+0.00057111i,-0.0004168+0.00051348i
0.0013931+0.0016916i,0.00062166+0.00092755i,0.00051042+0.00070349i,1.4044e-06-0.00044538i,0.00033482-0.002178i,0.00084929-0.0020641i,-0.00060453-0.00094559i,-0.0017623-0.00097994i,-0.00077541-0.0012889i,-0.00031885-0.0011637i,-0.00083653-0.00085961i,-0.00047969-0.0011196i,-0.00088216-0.0012532i,-0.00081029-0.00013615i,0.00019865+0.00039835i,0.00014013+0.00098211i,-0.00083368+0.0011753i,-0.00021568+0.00012917i,0.0011132-0.00071127i,0.00068315+5.1337e-05i,-0.00013692-6.6606e-05i,0.00057931-0.0011492i,0.0004381-0.0013987i
0.00082417+0.0006289i,0.00099833-0.00076616i,0.00036272-0.0018082i,0.00038758-0.0024544i,0.00074053-0.0017338i,6.9217e-05-0.00072265i,-0.00085812-0.00081493i,-0.0013305-0.0008729i,-0.001676-0.00089836i,-0.0012974-0.00072029i,-0.00036453-0.00013986i,-0.00041734+6.2772e-05i,-0.00069501-1.9045e-05i,-0.00039954+0.00037074i,9.4423e-05+0.00018972i,0.00077121-0.00055065i,0.00081158-4.4027e-06i,0.00032282+0.00082306i,0.00012723+0.00088132i,-0.00013184+0.0010296i,-0.00046054+0.0012614i,3.3031e-05+0.0007075i,0.00027381-0.00012037i
0.0010092+0.00021764i,-4.8222e-05-0.00010406i,-5.1186e-05-0.00056191i,-0.0014165-0.00080488i,-0.0015578-0.00025003i,-0.00041815+0.00057663i,0.00014354+0.00031752i,4.0039e-05-0.00027109i,-0.0003577-0.00024677i,-0.00052447-9.4789e-05i,-0.00064946-0.00055701i,-0.00062405-0.00020846i,-0.0003115+0.00050622i,-1.6649e-05+0.00054624i,-0.00018193+0.0010298i,-0.00064173+0.0010651i,0.00032986+0.0001457i,0.0011658+0.00021039i,-5.5447e-05+0.00076065i,-0.00035111+0.00050608i,0.00060652+0.00027417i,0.0005635+0.0003321i,0.00042976-0.00028643i
-0.0010852+0.00092013i,-9.1422e-05+0.00025512i,-9.0985e-05+0.0004599i,-0.00096772+0.00093142i,-0.00097129+0.00057351i,-0.00049627-0.00032005i,-0.00085864-0.0012709i,-0.0014703-0.0011193i,-0.0014837-0.00029995i,-0.0011013+3.1299e-05i,-0.00057405+0.00019464i,-1.9442e-06+0.00041985i,0.00025062+0.00048933i,0.00036799+0.00089828i,0.00051617+0.00098054i,0.00043196+0.00031275i,0.00052874+0.00019677i,0.00043745+0.00099799i,0.00020582+0.0015341i,-0.00028515+0.00059799i,-0.00022353-0.00015308i,-0.0005625-0.00013966i,-0.00023457-0.000616i
-0.00019851+0.00045276i,0.00011329+0.00015967i,0.0004044+0.00015759i,-0.00053787-0.0010194i,-0.0013614-0.0019582i,-0.0019418-0.0013103i,-0.0019077-0.0004131i,-0.0015799-0.0006389i,-0.0016173-0.0018534i,-0.0018833-0.0021596i,-0.0020746-0.0018911i,-0.00065497-0.0011434i,0.00036801-0.00030877i,-0.00018992+6.468e-05i,-0.00021059+0.00066592i,0.00080455+0.00064124i,0.0010388+0.00014971i,0.00040929+0.00032694i,0.00022585+0.0007317i,0.0003044+0.00083702i,0.00045253+0.00036003i,0.00029908+0.00022496i,0.00026795+0.00033427i
0.0029922+0.0035111i,0.0022786+0.0026424i,0.0030644+0.00077277i,0.0020429-0.000599i,0.00039458-0.0014049i,-0.00033834-0.0012104i,-0.00084559-0.00046945i,-0.00046366-0.00023798i,0.00040924-0.00028509i,0.00066701-0.00083129i,-0.00080027-0.0012851i,-0.0017599-0.00087146i,-0.0011848-0.00052672i,-0.0008454-0.00020961i,-0.0010896+0.00020462i,-0.00049564-0.00022947i,0.00059544-0.0006801i,0.00030359+8.1692e-05i,-0.00066864+0.00071403i,-0.00063623-9.9032e-05i,-0.00055387-0.00070144i,-0.0011732-0.00033476i,-0.0010455-0.00016365i
-0.0019273-0.0023975i,-0.0014896-0.0017271i,-0.0024098-0.0024352i,-0.0027612-0.0020698i,-0.0023819-0.00032696i,-0.001369+0.00038917i,-0.00043465-0.00028974i,-0.00044638-0.00058992i,-0.0011994-0.00051747i,-0.0012607+0.00031709i,-5.8319e-05+0.00036028i,0.0010016+0.00020031i,0.00082601+0.0002561i,0.00096144+8.6854e-05i,0.0014322+0.00072849i,0.00076699+0.0016325i,0.00013359+0.001386i,0.00025625+0.0013482i,-2.7962e-05+0.0012529i,-0.00024517+0.00079634i,0.00024044+0.00099256i,0.00022337+0.0011511i,6.8529e-06+0.00073891i
0.0012983-0.0029277i,0.00092602-0.0036168i,0.00056276-0.0045057i,-0.00087822-0.0037558i,-0.0029694-0.0023206i,-0.0030385-0.0021091i,-0.0013055-0.002357i,-0.00082787-0.0017852i,-0.00059677-0.0015769i,-0.0010734-0.0019049i,-0.0020109-0.0013838i,-0.001595-2.6528e-05i,-0.0008823+0.0011192i,-0.00076803+0.0017604i,-0.00021259+0.00083022i,-0.00010035+0.00012106i,9.3274e-05+0.00042382i,0.0011373-0.00010936i,0.000549+0.00020509i,-0.00028479+0.00053228i,-0.00035037+0.00069433i,-0.0011045+0.00038823i,-0.0013703-0.00032882i
-0.00017751+0.00065865i,-0.00050761-0.0007884i,-0.0014444-0.0018595i,-0.0022075-0.00164i,-0.0017888-0.00062484i,-0.0006495-0.00054397i,0.00017326-0.00062086i,-2.168e-05-0.00062825i,-0.00088761-0.00091455i,-0.00048891-0.0010162i,-2.6656e-05-0.00055908i,-0.00023183-0.00020564i,0.00017932+0.00039835i,0.00018728+0.0010196i,0.00019294+0.001529i,0.000671+0.0015449i,0.0007873+0.0004429i,0.00066711-0.00019647i,0.00025414-0.00012063i,-0.00024423-1.3252e-05i,-0.00056844-0.00013111i,-0.00079522-0.00013073i,-0.00050735-5.107e-05i
-0.00018174-0.00051159i,-0.00034691-0.00084737i,-0.00018914-0.00037937i,-0.00049324-0.00042917i,-0.00064482-0.00039841i,-0.00052079+0.00014955i,-0.0012021-0.00034252i,-0.0025345-0.0011077i,-0.0030311-0.00087014i,-0.0020376-0.00045532i,-0.0011136-7.8529e-05i,-0.000738+0.00042595i,-0.00056737+0.00062867i,-4.8528e-05+0.00066381i,0.00011901+0.00041014i,-0.00012866-0.00012678i,9.942e-05-0.00034799i,0.0010229-0.0001653i,0.00095004+0.00083434i,0.00041391+0.0017177i,0.00020679+0.0013992i,0.00041237+0.00051072i,0.00036928+0.00045478i
0.0001051+0.0011339i,0.00042994+0.0010505i,0.00021564-0.00062927i,-0.00027299-0.0015632i,2.9775e-05-0.0011168i,-0.0004682-0.00083953i,-0.00062067-0.0010809i,-0.00061915-0.0013219i,-0.00084319-0.00083955i,0.00011835-0.00014449i,0.00041307-0.00018263i,-0.00060206-0.0003923i,-0.0012143-0.00032008i,-0.00084907-0.00027423i,-0.00026587+0.00072786i,6.9525e-05+0.0014049i,9.923e-05+7.3417e-05i,0.00018704-0.0011827i,-0.00014702-0.0010264i,4.355e-05+3.9351e-05i,0.00053198+0.00039058i,-0.00021527-0.00015002i,-0.00045607-0.0009757i
-0.00085913+0.003018i,0.00035192+0.0032623i,0.0004942+0.0032598i,1.9683e-05+0.0018738i,0.00012695+0.00039587i,-0.00051154-0.00012217i,-0.00080984-0.00050149i,-0.0011898-0.00085935i,-0.0012786-0.00073108i,-0.00076151-0.00047382i,0.00037011-0.00052798i,0.0009192-3.1377e-05i,-0.00016128-5.9188e-05i,-3.5141e-05-0.00022086i,0.00076032+0.00047232i,0.00069068+0.00071514i,0.00025397+0.00020058i,0.00035432+0.00030763i,0.0005818+0.00021364i,0.00052606+4.0535e-05i,0.00051235+0.00043327i,0.00028787-3.2229e-05i,-0.00025324-0.00012298i
-0.00090461+0.00013449i,-0.0010985-0.00058722i,-0.00043959-0.0015835i,-0.00056009-0.0019632i,-0.0013-0.0010483i,-0.001303+0.00019235i,-0.00046344+0.00048206i,-0.00042744-0.00053691i,-0.00068004-0.0015474i,0.00028458-0.0014092i,0.00057377-0.00039577i,0.00054642+0.0004449i,0.00026794+0.000652i,-0.00036978+0.00095134i,-8.2177e-05+0.0010198i,0.00070258+0.00033288i,0.00051268-0.00018066i,-0.00027157-7.8905e-05i,-0.00064211-0.00016832i,-0.00058674-0.00054642i,-0.00076359-0.00078887i,-0.00051294-0.00077778i,0.00029647-0.00059636i
0.0025181+0.00060381i,0.0020255-0.00012626i,0.00088935-0.0014845i,-0.00016524-0.0022769i,-0.0014812-0.0012379i,-0.0016745-0.00083803i,-0.00079438-0.00042894i,-0.00072275+0.00037509i,-0.00077876-0.00011363i,-0.00061303-0.0003031i,-0.00078575-0.00018289i,-0.00091472-0.00041144i,-0.00094527+0.0001582i,-0.00076452+0.00072404i,-0.00012916+0.00061392i,-4.0389e-05+0.00015176i,-0.00035726+0.00019357i,-0.00085517+0.00086279i,-0.00037506+0.00071975i,0.00053976+0.00051011i,0.00029014+0.00045051i,-0.00046065+0.00044234i,-1.5704e-05+0.00031157i
0.0041713-0.00069319i,0.0043685-0.0019367i,0.0034042-0.003138i,0.0016376-0.0034644i,-0.00067924-0.0030928i,-0.0016029-0.0012286i,-0.001182-3.6923e-05i,-0.00054179-0.0011314i,-0.00052727-0.0021743i,-0.00084609-0.0017514i,-0.00074515-0.00092345i,-0.0010169-0.0011013i,-0.0011809-0.0013034i,-0.0013014-0.00098253i,-0.00089232-8.7272e-05i,0.00035283+0.00050606i,0.0011241+0.00036428i,0.00073171-0.00011756i,1.3285e-05-7.1781e-05i,7.1357e-05-0.00013018i,5.6541e-05-4.4925e-05i,3.0786e-05-0.00015266i,0.00016158-0.00070525i
-3.784e-05-0.0014751i,-0.00063588-0.0014339i,-0.0026142-0.0012012i,-0.0029358-0.0011194i,-0.001854-0.00035741i,-0.00061725-0.00017472i,-0.00049088-0.00070197i,-0.00093554-0.0017883i,-0.00066788-0.0023432i,-0.0010588-0.0014268i,-0.00099059-0.00099912i,-1.9248e-05-0.00077232i,0.00045482-0.00016862i,0.00033856+0.00010958i,0.00060591+0.0010149i,0.00057996+0.0011983i,0.00026957+0.00026159i,4.0938e-05+0.00030895i,0.00069794+0.00046283i,0.0014737+0.00058115i,0.0010717+0.00083321i,0.00046656+0.00022652i,0.00039031+0.00013237i
-0.00075071+0.0010657i,-0.0011607+0.00099745i,-0.0020453+0.0010634i,-0.0018285+0.00059569i,-0.00065827+0.00052005i,-0.00078646+0.00034986i,-0.001164-0.00066524i,-0.0013101-0.0014707i,-0.0014132-0.00080853i,-0.00051474-0.00022602i,-0.00040081-0.00083358i,-0.0012305-0.0014742i,-0.00074995-0.00076132i,0.00024549-0.00010761i,0.00018312+0.0001716i,-0.00048894+0.0006919i,-0.00093803-0.00026498i,-0.00035548-0.00079878i,0.00024963-0.00014007i,0.00090579+0.00018241i,0.0011403+0.00014716i,0.00034731-0.00046463i,-0.00029863-0.00095771i
-0.0013688+0.00028566i,-0.001383-0.00067444i,-0.0013377-0.0021502i,-0.0016742-0.002375i,-0.0013691-0.00138i,-0.00084677-0.0010953i,-0.00094-0.00094747i,-0.0008802-0.0010181i,-0.0012266-0.00096461i,-0.0017655-0.00012369i,-0.0011369+7.0781e-05i,-0.00043839-3.1804e-05i,-0.00047591-0.00043626i,-0.00027224-0.00091169i,-3.8894e-05-0.00047075i,-0.00033286+9.5288e-05i,-0.00026204+0.00012102i,-0.00019361+7.2629e-05i,-0.00060896+3.803e-05i,-0.001005+0.00066112i,-0.00075442+0.00069681i,0.0001678+0.0005394i,3.0057e-05+0.00033309i
0.00079498+0.0006306i,-0.00050416+0.00041064i,-0.00067488+0.00080029i,-0.0008692+0.0011125i,-0.00068354+0.00029609i,-0.00031586-0.0004674i,-0.00079466-0.000595i,-0.0013139-0.00029293i,-0.00091121-0.00024651i,-0.00063206+0.00026309i,-0.00082327+0.0011709i,-0.00085949+0.00081927i,-0.00028901-0.000379i,0.00017417+0.00010092i,0.00026789+0.0011558i,0.00080777+0.0012029i,0.00093193+0.00046616i,0.00057721+7.1054e-05i,0.00036256+7.7625e-05i,-0.00031944+0.00070832i,-0.00047076+0.00063822i,-0.00013473+0.00021336i,-0.00072162+0.00015482i
0.00060379+1.7176e-05i,0.0012779-0.00031052i,0.00046512-0.00089416i,-2.1196e-05-0.0011334i,-0.00040909-0.00032576i,-0.00047003-0.00033889i,-0.00071494-0.00085923i,-0.00064615-0.00075823i,-0.00062551-0.00037815i,-0.00093935-0.00053554i,-0.00053458-0.00045723i,-0.00080668-0.00036031i,-0.0012952-0.00039981i,-0.0012856-0.00010571i,-0.0013484+0.00063905i,-0.00099982+0.00088833i,-0.00068023+0.00058253i,-0.00040588+0.00033541i,-0.00019863-2.4545e-05i,0.00059721-4.2464e-05i,0.0014036+0.00057249i,0.00073053+0.00010348i,0.00010553-0.00078545i
0.0004602+0.0015445i,0.00092903+0.001185i,0.0011173+0.0010986i,0.00016062+0.00079002i,-0.00032133-0.00014286i,-0.00030593-0.00065138i,-0.0002467-0.00077856i,-0.00062494-0.00088198i,-0.0010492-0.000171i,-0.00040186+0.00038017i,-0.00035247+0.00025097i,-0.00043137-0.00054696i,-3.8063e-05-0.00055809i,-0.00021526-0.00012722i,4.6896e-05+0.0002863i,0.00048678+0.00025107i,0.00058403-7.8359e-05i,0.00081499+0.00049354i,0.001322+0.00069934i,0.0012397+0.00043496i,0.00058006-4.4721e-05i,1.48e-05-0.00031338i,-0.00039701-0.00081332i
-0.00084336-0.0012552i,-0.0013096-0.00084291i,-0.0022835-0.0019844i,-0.0027557-0.0016373i,-0.0029039-0.00033461i,-0.0016621-0.0010017i,-0.00062562-0.0019208i,-0.001409-0.0015044i,-0.0021748-0.0012037i,-0.0017024-0.0012627i,-0.00056337-0.00098746i,0.00047745+4.5072e-05i,0.0002696+2.5605e-05i,-0.00011448-0.00017415i,0.00015845+0.00042058i,7.727e-05+0.0013033i,0.00011632+0.0010031i,0.00065252-0.00026642i,0.00033053-0.00084435i,8.0964e-05-0.00035548i,-0.00026613+0.00015814i,-0.0011341-0.0001732i,-0.001284-0.00013407i
3.748e-05-0.00010255i,-0.00048882-0.00037072i,-0.00052096-0.00062479i,-0.0013294-0.0011903i,-0.0021732-0.0018194i,-0.0012456-0.0010954i,-0.0010329-0.00084281i,-0.00097593-0.0013364i,-0.00068689-0.0012539i,-0.0015276-0.00081122i,-0.0015403-0.00052263i,-0.00087051-0.00014951i,-0.001132-4.2447e-05i,-0.0012797+5.7355e-05i,-0.00095409+0.00029232i,-0.0010831+0.00025867i,-0.00028822-8.9144e-05i,-1.9848e-05+0.00017509i,-0.00027727+0.00025673i,-6.0754e-06+0.00019125i,-0.00012049+0.00028929i,-0.00040111+2.8008e-06i,-8.1976e-05-4.3704e-06i
0.00064568+0.00032929i,0.00045463-0.00065097i,0.00022554-0.0017062i,-0.00036908-0.0024577i,-0.00047446-0.0024978i,-0.00078216-0.0015576i,-0.00091686-0.00099474i,-0.001279-0.0011242i,-0.00088491-0.00069038i,-0.00053408-0.00046683i,-0.00055585-0.00076711i,-0.00083623-0.0005806i,-0.0017035+8.9112e-05i,-0.001322+0.00036392i,-0.00047128+0.00015436i,-0.0007074+0.00016201i,-0.00054724+0.00041298i,0.00011833+0.00077342i,0.00010115+0.0013868i,-0.0002229+0.0010878i,-7.7491e-05+0.000434i,0.00037259+0.00041354i,0.0012789-0.00026627i
