-0.00556-0.00095376i,-0.0038936-6.9428e-05i,-0.0036055+0.0016527i,-0.0019229+0.0025917i,-0.00027143+0.0031543i,-0.00023878+0.0027656i,-0.000551+0.0022557i,-0.00034819+0.0020897i,0.00075935+0.0016397i,0.002162+0.0013976i,0.0023823+0.0012396i,0.0014894+0.00018612i,0.00052819-0.0001126i,0.00034576+0.00071595i,0.00052195+0.00092901i,-3.4613e-05+0.0012696i,-0.00016711+0.0006459i,0.00097067-0.0003477i,0.00070678-0.00040594i,-0.00042237-0.0003079i,-0.00039168-0.00034767i,-0.0004383+6.3655e-05i,-0.00082763+0.00042104i
0.00015564+0.00055332i,0.00057646+0.00024448i,-3.6261e-06+8.2974e-05i,0.00026859+0.00037186i,0.00040427+0.00088785i,0.00073701+0.00049015i,0.00053932-0.00044897i,-0.00092187-0.00080605i,-0.0012137-0.00065865i,2.9766e-05-0.0009221i,0.00024549-0.00060678i,2.425e-05+0.00018636i,-0.00016078+0.00055443i,-0.0002217+0.00056351i,-0.00020121+0.00021803i,-0.00034985+0.00012847i,-7.6245e-05+0.00049565i,0.00051816+0.00020928i,0.00051539+5.9589e-05i,0.00029742-0.00029274i,0.00057534-0.00093135i,0.00037122-0.00085151i,-0.00014072-0.0003873i
0.00049436+0.00026507i,-0.00031644+0.0012163i,0.00028144+0.0015766i,0.00081395+0.00059488i,0.00068275-0.00026547i,0.00071608-0.00050529i,0.00059671-0.00077888i,0.00069708-0.00073001i,0.0012742-0.00016573i,0.0015535+5.0824e-05i,0.0012302-0.0005224i,0.00049719-0.0010667i,-0.00014048-0.00026694i,-0.00014576+0.00069406i,8.5618e-05+0.00067368i,-8.2002e-05+0.00072128i,-0.00022515+0.00073555i,-5.1923e-05+0.00010386i,4.4424e-05+6.6335e-05i,-0.00024145+0.00036759i,-0.00033202+0.00012557i,0.00017303-0.00037029i,0.00073146-0.00034307i
-0.00091499+0.00068785i,-0.0019868+0.0013507i,-0.00096074+0.0016964i,0.0010802+0.0017434i,0.0020574+0.00043717i,0.0015921-0.00058132i,5.8591e-06-0.00011437i,-0.00016283-0.00011439i,-4.858e-05-0.0002386i,0.0005074+0.00023141i,0.0010226+0.00036749i,0.00087291-0.00027998i,0.00034408-0.00057438i,-0.00039187+3.0251e-05i,-7.56e-05-0.00025144i,0.00050186-0.00064006i,1.3602e-06-0.00026209i,-0.00052347+0.00037131i,-0.00080157+0.00031261i,-0.0006078-8.9228e-05i,-0.00022312-0.00037662i,0.00018586-0.0011542i,0.00021276-0.0011198i
0.00018287+0.0022907i,0.00040641+0.0014486i,0.0015651+0.00070243i,0.0017464-0.00014679i,0.0011693-0.00053503i,0.0011044-0.0012174i,0.001133-0.0017355i,0.00062241-0.0011606i,0.00028949-0.00041249i,0.00042252-0.0003099i,0.00091915-0.00059751i,0.00071993-0.00016397i,-8.7471e-05+0.00055486i,5.3713e-08+0.00021274i,0.00029937-0.00024222i,5.1546e-05+0.00013177i,-0.00040268+0.00055455i,0.00032471+0.00069245i,0.00079364+0.00027983i,0.00020513+0.00040728i,0.00018785+0.00030438i,1.8204e-05+0.00012218i,-0.00045426-0.00026213i
0.0018067-0.0020839i,0.00073-0.0018083i,0.00035266-0.0011871i,0.00014957-0.00058508i,-5.4775e-05-3.8305e-05i,0.0002233+0.00011478i,2.6439e-05-0.00043355i,-0.00035447-0.00064536i,-0.00039569-0.00068586i,-3.9073e-05-0.00094865i,0.00036271-0.0007133i,8.4955e-05-0.00046787i,9.7169e-05-0.0004689i,0.00034587-0.0002195i,0.00076897+0.00068112i,0.00067099+0.00030523i,0.00017228-0.00040167i,-0.00011806-0.00035479i,-0.00015878-6.8691e-05i,-8.7655e-05-4.8004e-05i,-0.00087827-0.00027195i,-0.0011696-0.00016955i,-0.00064028-0.00029279i
0.0016581-0.00085957i,0.00066347+0.00024926i,-0.00066729+0.00064895i,-0.00074283+0.00040118i,-0.0010846+0.00026675i,-0.001182+0.00059827i,-0.00026384+0.00083366i,-8.7618e-05+0.00060879i,-0.00028533+5.3277e-05i,-0.00050232-0.00015883i,0.00017156-7.3684e-05i,0.00080799-0.00067481i,0.00066394-0.00064363i,-0.00028902+0.00014845i,-0.00078271-0.00030476i,-7.5395e-05+0.00017856i,0.00066467+0.00099115i,0.00062013+0.00056018i,0.00020284-4.3011e-05i,0.00027203-0.00016098i,0.00032091-8.4389e-05i,0.00051058-5.5284e-05i,0.00028653-0.00024922i
0.00024601-0.00074971i,1.0873e-05-0.00019753i,0.00048517-0.00054393i,1.6832e-05-0.00011737i,-0.00025266+0.0002104i,-0.00024598-0.00069239i,-0.00047671-0.0011088i,3.3004e-05-0.00073872i,0.00052868-0.00066666i,8.5131e-05-0.0009008i,-5.375e-05-0.00067735i,0.0008889-0.00018288i,0.00060056+0.00032116i,-0.00041362+0.0003231i,-0.00050869-0.00030297i,-0.00010603-0.00024974i,-0.00030166+0.0001189i,-0.00076594+0.0001842i,-0.00029597+8.6083e-05i,0.00042048+0.00032272i,0.00036023+0.00061734i,-0.00035687+0.00037351i,-0.00070163-0.00019567i
-0.00056875-0.00029476i,0.00012999-0.00066701i,0.00027115-0.00071312i,0.0010608+0.0001808i,0.0013905+0.00028788i,0.0012982-0.00038207i,0.0011838-0.00076871i,0.00089374-0.00078329i,0.00095565+2.4414e-05i,0.0011566+0.00039964i,0.0012729+0.00012871i,0.0011377-0.00013963i,0.00060753+0.00034128i,-0.00011493+0.0012484i,-0.00052442+0.0011324i,-0.00058891+0.00043576i,-4.3869e-05-0.00034359i,0.00040877-0.0006678i,0.00047682+0.00017883i,8.0026e-05+0.00019664i,-0.00087362-0.0001494i,-0.0011875-0.00019399i,-0.0003343-6.4916e-06i
-0.0015015+0.00097866i,-0.0015503+0.0012308i,-0.00032859+0.0016872i,0.0010522+0.0017951i,0.0015999+0.0016002i,0.0014819+0.00090073i,0.00090856-0.00043433i,0.00054843-0.00073833i,0.0003893-0.00011217i,0.00031278+0.00018494i,0.00061775+0.00022065i,5.9052e-05+0.00026556i,-0.00021194+0.00012131i,-0.00014824-0.00079257i,-0.00040128-0.0014674i,-0.00054588-0.00077976i,-0.00061173-0.00022955i,0.00029273+6.144e-07i,0.00032197-0.00014794i,0.00025046-0.00028794i,0.00061749-0.00011999i,0.00030352-0.00042734i,0.0003896-0.00028539i
-0.00058211-0.0013729i,-0.00054279-0.0014945i,-0.0010983-0.00064877i,-0.00031467+0.00091205i,0.0011067+0.0011906i,0.0014562+0.00082639i,0.00097615+0.00035482i,0.00046613-0.00014299i,-0.00016202-0.00050786i,-0.00076249+6.6675e-05i,-0.00033658+0.00060891i,0.00026929+0.00061535i,0.00020291+0.0007283i,1.3896e-05+0.00075648i,0.0002624+0.00056412i,0.00019061-3.3923e-05i,0.0004095+0.00016515i,0.00069746+0.00096858i,0.00017979+0.00084623i,-7.9198e-05-0.00010578i,0.00030431-5.2131e-05i,0.00060574+0.0003411i,0.00057856+0.000416i
0.00014804-0.00099973i,-0.00060334-0.000257i,-0.0014849-0.00085042i,-0.0013393-0.0011256i,-0.00077025+0.00021874i,0.00039947+0.00065619i,0.00049527-4.5176e-05i,-0.00031925-0.00023729i,-0.00013277-0.00048904i,0.00035238-0.00081576i,7.7951e-05-0.00035636i,-0.00035928+5.5556e-05i,-0.00073477+0.00018331i,-0.00050695+0.00034303i,0.00026154-0.00010068i,0.00011827+0.00027585i,-0.00063148+0.00029881i,-0.0010951-0.00055938i,-0.001015-0.00080953i,-0.00015502-0.00016984i,0.00044137+0.00017102i,0.00020158+9.2521e-06i,-7.4184e-05-0.00065944i
-0.0024903-0.00027813i,-0.0019695+0.0012646i,-0.0013594+0.0018953i,-0.00097766+0.0016475i,-0.00074089+0.0011211i,0.00012225+0.00090914i,0.00011449+0.0010852i,-0.0004108+0.00059338i,-0.00010695+0.00018084i,-1.6719e-05+0.00011193i,0.00027379-0.00023282i,0.00070594-0.00073373i,0.00082607-0.00074174i,0.00042451-4.768e-05i,0.00013715+0.00020884i,0.00054267-0.00012858i,0.00065466-0.00048612i,-0.00025976-0.00048234i,-0.00075323-0.00064006i,-0.00013822-0.00054494i,0.00033675-1.0105e-05i,0.00058952+0.00020708i,0.0010421+0.00028334i
-0.00072011+0.0014078i,-0.00066856+0.0014773i,-0.00043432+0.0016405i,0.00065441+0.00047009i,0.0015417-0.00026354i,0.0011309-0.00036143i,0.00017472-0.00022978i,-0.0002121+0.00040027i,0.00023775+0.00021447i,0.00094588-0.00060609i,0.00093144-0.0011412i,0.0007102-0.0014052i,0.00092497-0.00069469i,0.0014676-0.00019051i,0.0010472-0.00065154i,0.00047795-0.00043872i,0.00091417-0.00052574i,0.00066817-0.00081525i,-0.00039283-0.00043269i,-0.00045463-7.288e-05i,0.00020502+0.000297i,2.9271e-05+0.00035007i,-0.00023064-0.00013497i
-0.0021269+0.001565i,-0.00086317+7.8438e-05i,0.00070085-0.0004595i,0.0025511-0.00035645i,0.0035304-0.00069702i,0.0026439-0.0012566i,0.00086334-0.00045697i,-0.00010662+0.00059853i,0.00060941+0.00049397i,0.0011109+0.0003533i,0.00067856-0.00010384i,0.0005347-0.00047199i,0.00027887-0.00055713i,-6.6042e-05-0.0007206i,0.00033506-0.00065976i,-0.00020056-0.00020785i,-0.00049377+0.00011642i,0.00033086+0.00043442i,0.00070659-5.0033e-05i,0.00036035-0.0010614i,0.00034408-0.00074371i,-6.0295e-05-0.00052707i,-0.00073162-0.00078364i
0.00065345-0.0013663i,5.0037e-05-0.00037879i,-0.00034491+0.00080029i,-0.00012434+0.0018304i,-1.3355e-05+0.0016956i,-0.00015686+0.0008585i,-0.00041819-0.00022353i,-0.0004279-0.00075008i,-0.00041942-5.7216e-05i,0.0003381+0.00098993i,0.00074843+0.00083076i,0.0009143-0.000224i,0.0010777+1.0193e-05i,0.00011707+0.0004118i,-0.0011083-2.2561e-05i,-0.00086645-0.00050209i,0.00054919-0.00017055i,0.00096707+0.0003299i,0.00046911+0.00033268i,0.00027315+0.00029092i,0.00016185-0.00030194i,-0.00055332-0.00052962i,-0.00058013+0.0001871i
-0.0023254+0.00057893i,-0.0021677+0.001247i,-0.00089195+0.0018912i,0.00076645+0.0014579i,0.0013722+0.0010353i,0.0014601+0.00065759i,0.0009067-6.0398e-05i,0.00019126-0.00013007i,0.00038769+0.00046785i,0.00088602+0.00030952i,0.0012601-0.00013471i,0.00075984-0.00043828i,0.00012338-0.00048042i,0.00017178-0.00030141i,-0.00026705+0.00016987i,-0.0004593+0.00043755i,-0.00065869+0.00041729i,-0.0005634+0.0006652i,0.00020635+0.00023862i,-0.00013479-0.00069949i,-0.00098124-0.0010589i,-0.0010673-0.0004061i,-0.00062503+0.00042935i
-0.0019943-0.00058269i,-0.0012776-0.0023741i,-0.00017638-0.00154i,2.9874e-05+0.0004067i,0.00062284+0.00059694i,0.0018756-8.4357e-05i,0.0018553-0.00010093i,0.0014835-0.00045052i,0.001417-0.00015313i,0.00075375+0.00056123i,-0.0001297+0.00029142i,0.00021834-0.00034427i,0.00097609+0.00018881i,0.00087942+0.0011469i,0.0004013+0.0012704i,0.00024824+0.00056582i,0.00059272+3.6229e-05i,0.00036463-0.00048194i,4.2289e-05-0.00045584i,-0.00015265+0.00010295i,-0.00080952+9.7684e-05i,-0.00070629-0.00035799i,5.0221e-05-0.00088459i
0.00066291-0.00070899i,0.0010688+0.00040133i,0.00041596-0.00025343i,-0.00031381-0.00043221i,-0.00089887+2.3866e-06i,-0.0014601+0.00055073i,-0.0010171+0.00021967i,-0.00025201+0.00022586i,9.9998e-05+0.00040188i,0.00023636+8.1869e-05i,0.00049307+0.00031483i,0.00052362-0.0001122i,7.4474e-05-0.00066723i,-9.374e-05-0.00010083i,0.00051454+0.00032744i,0.00019307+0.00013647i,-0.00033941+0.00014064i,-0.00033448+0.00048694i,4.1798e-05+0.00084817i,0.00024064+0.00084621i,0.00039359+0.00084032i,0.0012267+0.00087643i,0.0017501+0.0001859i
0.00065468-0.00062817i,0.00086707+0.00095231i,-3.6952e-05+0.00082352i,0.0001007+0.00011037i,0.0012882-0.00017794i,0.0021458-0.00038809i,0.001399-0.00071339i,0.00059936-0.00043072i,0.00054489+0.00091618i,0.00078406+0.00044264i,0.00056669-0.00029777i,0.00016516-0.00058498i,0.00033024-0.00077846i,0.00021268-0.00013681i,0.00035754+0.00044287i,-0.00010755+0.00049513i,-0.0010211+0.00035109i,-0.00032368+0.00021861i,0.00082793-2.1613e-05i,0.00069163-0.00035244i,0.00013057-0.00052248i,-0.00030564-0.00011997i,-0.0003487-0.00031856i
-0.0019019-0.00076303i,-0.0022907-0.00022834i,-0.0014071+0.00042311i,0.00097894+0.0011438i,0.0023069+0.0011304i,0.0022214-0.00014604i,0.00074188-0.0011209i,-0.00040481-0.000542i,-0.00021277-0.00051366i,0.00087292-0.0012636i,0.0006596-0.00075344i,0.00023881-0.00052007i,0.00037872-0.00052756i,0.00041421+0.00028407i,0.0011669+0.00085089i,0.0011099+0.00045662i,0.00054244-6.7453e-06i,0.0004753+0.00017083i,-2.0962e-05+0.00029892i,-0.00046561+0.0001113i,-0.0001272+0.00030697i,0.00021262+0.00019177i,0.00040855-0.00036108i
0.00028546+0.001436i,0.000802+0.0013379i,0.00072515+0.00039612i,0.00098809+0.00018368i,0.00072361-0.00039144i,0.00027532-0.00076328i,0.00027889-0.00031166i,0.00066642+0.00010796i,0.00049571+0.00035602i,-5.1673e-05-0.00018905i,-0.00011683-0.001091i,-7.4138e-05-0.0011026i,0.00015422-0.00031633i,1.4926e-05-4.0332e-05i,-0.00011166-1.4555e-05i,0.00021066+0.00037656i,0.00024268+0.00033882i,-4.6159e-05-0.00022782i,0.00010876-0.00010283i,0.00049336+0.00068972i,-0.00053544+4.5315e-05i,-0.001178-0.00052367i,-0.00071682-0.00035959i
0.00038759-0.00047958i,0.0010621+0.0007276i,0.0014947+0.001243i,0.00161+0.00064846i,0.0017203+0.00024799i,0.0020152-0.00018157i,0.0011053+3.877e-05i,0.00013457+0.00037003i,0.00076134+0.00063824i,0.0016978+0.00072669i,0.0016772+0.00046037i,0.00084654+0.00038601i,0.00021926-0.00022808i,-8.1818e-05-0.00070656i,-0.00069408-0.00077661i,-0.0008793-0.0010914i,-0.00021483-0.00090088i,-0.00049922-0.00067815i,-0.0011609-0.00031809i,-0.00097619-0.00013113i,-0.00022037-0.00046955i,0.00021601-0.00045755i,0.0003355+0.00019464i
-0.0004918+0.0012193i,-0.00095993+0.00081735i,-0.00032862+0.001062i,0.0013356+0.00067917i,0.0016754-9.5416e-05i,0.0012806-0.00093583i,0.00095009-0.00095469i,0.00027297-0.00031358i,0.00056238-0.00027476i,0.00086832-0.00092226i,0.0010966-0.00059751i,0.0012725+0.00039098i,0.00082496+6.136e-05i,0.0010038-0.00051412i,0.0014173-0.00036999i,0.00075179-0.00010765i,0.00010933-2.3246e-05i,-0.00013267+3.115e-05i,-0.00059247+0.00033016i,-0.00041233+0.00059469i,7.649e-05-8.6002e-06i,0.0002309-0.00034825i,8.1183e-05-0.00068194i
0.00036748-1.4072e-05i,-0.00062258-0.00057296i,0.00021761-0.0017983i,0.0010544-0.0020292i,0.00017928-0.0015145i,-0.00061838-0.00052911i,-0.00071836+0.00030388i,-7.3413e-05-1.2056e-05i,0.00040543-0.00074856i,0.00081345-0.00017315i,0.00095096+0.00014043i,0.00076715+0.00013502i,4.4163e-05+0.00041605i,-0.00048054-0.00020857i,-7.3437e-05-0.00080672i,-2.715e-05-0.00032923i,-7.0885e-05-4.0268e-05i,0.00068126+5.3894e-05i,0.00035861-9.8133e-05i,0.00032935-0.00068118i,0.00086704-0.00046957i,0.00030498-3.5649e-05i,0.00010755+8.427e-05i
-0.0017882-0.0010411i,-0.0011698-0.00098502i,-0.00077822-0.00011407i,-0.0010997+0.0016302i,-0.00020567+0.0015812i,0.0009599+0.00044948i,0.00059725+0.00042905i,-0.00057475+0.0013735i,-0.0011199+0.0014385i,-0.00014563+0.00068953i,0.001199+0.00022385i,0.0012424-0.0004181i,0.0010182-0.00054466i,0.0011158+2.1806e-06i,0.00075556+6.7504e-05i,0.0004246+0.00034528i,-0.000307+0.00033677i,-0.00039191-2.7262e-05i,8.1016e-05+0.00036123i,0.00069169+0.00033884i,0.00099695-0.00073691i,0.00016557-0.00095933i,-0.0006875-0.00038094i
0.00082753+0.00031923i,0.00095394+0.0012314i,0.0015955+0.0010794i,0.0012617+0.00096477i,0.000422+0.000464i,2.5632e-06-0.00027226i,0.00024098-0.00054019i,0.00035388-5.9269e-05i,0.0010408+0.00010256i,0.0014285-0.00028633i,0.00060991-0.00059702i,-0.00035886-0.00059342i,-0.00076498-0.00077599i,-0.00072243-0.00079497i,1.6213e-05-0.0004242i,8.8287e-05-0.00012445i,-0.00032779+6.1755e-05i,-0.00038856+0.00018938i,-0.00040748+0.00017358i,-8.3298e-05+0.00052424i,0.00020288+0.00094665i,-2.1777e-05+0.00089834i,0.00011796+0.00059519i
0.00045546+0.00079755i,-0.00082009+0.0015659i,-0.00093588+0.0020237i,0.00042446+0.0012663i,0.0010208+0.00018464i,0.0010757-0.00030951i,0.0010536+0.00014348i,0.00083945+0.00062458i,0.00040259+0.0010476i,-8.2462e-05+0.00057377i,-2.5066e-05+0.00016565i,0.0010682+0.00033312i,0.0010024-0.00037553i,0.00021158-0.0011229i,-0.00091584-0.00076124i,-0.0011306-0.00023578i,-0.00073023-0.0006555i,-0.00074927+0.00018091i,-0.00071526+0.00072462i,-0.00037092+0.00087084i,0.00046719+0.00086578i,0.0005274-0.00025682i,0.00029802+0.00022841i
0.00094001-0.00191i,0.00024885-0.0025794i,0.00030563-0.0025374i,7.1361e-06-0.0020118i,-0.00075209-0.0014602i,-0.0009633-0.00079327i,0.00012694-0.0006599i,-0.00020453-0.00045623i,-0.00031897-3.0956e-05i,5.7794e-05-1.9175e-05i,-0.00033646-0.00050493i,-0.00054367-9.212e-05i,-0.00048888-0.0001703i,-7.0077e-05-0.00036935i,0.00021542+6.994e-05i,0.00016551+0.00015091i,0.00050274+0.00040153i,0.00014464+0.00047307i,-0.0002425+0.00034799i,-0.00024642+0.00030852i,-0.00062859-0.0001086i,-0.00037598-0.00010576i,0.00012308+0.00070246i
0.0011161+0.0017894i,0.00068413+0.0013708i,0.00085765+0.0010422i,0.001181+0.00011561i,0.001399-0.00032554i,0.0015302-0.0011007i,0.0012268-0.0017999i,0.00025191-0.0014935i,-5.5459e-05-0.0012535i,0.00034322-0.0012459i,-7.151e-05-0.00097044i,-0.00041324-0.00036825i,-0.0002294-0.00033404i,0.00063139-0.00089324i,0.00063071-0.00099233i,7.2368e-05-0.00037531i,0.00024209+0.00015078i,0.00040241-0.00038019i,-4.9508e-05-0.0003821i,-0.00039332+0.00073532i,-0.0001181+0.0010197i,-0.00022631+0.00018168i,-0.00036727+0.00015652i
0.0011777+0.00061792i,0.00080552-0.00012129i,0.00059165+0.00040228i,0.0014536+0.00080208i,0.0016515+0.0013711i,0.0002966+0.00072773i,-0.00042381-4.3147e-05i,-0.00091128-0.00012849i,-0.00053551+0.00016064i,-2.6168e-05+0.00027391i,-0.00017417-5.6141e-06i,-0.00068916-0.00039578i,-0.0002886-0.00072121i,-0.00025153-0.00054058i,-0.00037457+0.00013095i,0.00046776+0.00042132i,0.00062056+0.00027604i,0.0009383-0.00035627i,0.0013056-0.00045335i,0.00071519-0.00040082i,0.00026634-0.00034659i,-4.3514e-05+0.00010356i,-0.00061636+0.00070997i
0.00040587+0.0016407i,0.0004392+0.00028684i,0.001439+0.00063094i,0.0018139+0.00070665i,0.00053964-6.3198e-05i,-0.0004217+0.0001658i,-0.00063184+0.00029355i,-0.00091837-0.00069694i,-0.00058497-0.00070327i,0.00039118-0.00015047i,0.00058433-0.00049733i,0.00059066-0.0013058i,0.00084732-0.00087013i,0.00060708-3.6663e-05i,0.00013054+4.3634e-05i,-0.00037205-0.00064145i,-0.00021172-0.00067408i,3.664e-05+5.2382e-05i,-0.00018354+0.00030312i,-1.2836e-05+0.00030073i,8.7206e-06-2.3453e-05i,-0.00019597+0.00050133i,0.00017886+0.00069578i
0.00026567-0.0022693i,0.0008968-0.0020461i,0.0012602-0.0018953i,0.00055121-0.0008215i,8.0546e-05-0.00014924i,0.00055857-0.00032392i,0.0010103-0.00058335i,0.0014001-0.0010643i,0.0015214-0.0010415i,0.0012915-0.00052645i,0.00098794-2.456e-05i,0.00064427+0.00079304i,0.00011832+0.00032341i,-2.9273e-05-0.00059977i,0.00044874-0.00064271i,0.00087514-0.0011301i,0.00091922-0.00061878i,0.00069+0.00039038i,-0.00031236+0.00045378i,-0.00071019+0.0003927i,-0.00041568+0.00014233i,5.0165e-05-0.00033899i,0.0002151-0.00015i
-0.00044025+0.0010033i,-0.00081484+0.00025784i,-0.0012911-0.00049685i,-0.00094523-0.00089447i,-2.8944e-05-0.0003216i,0.00093088+0.00026489i,0.0014135-1.4556e-05i,0.00034287-0.00057026i,-0.00073721-0.00078476i,-0.00031777-0.00057755i,0.00058026-0.00034528i,0.0013132-0.00080676i,0.0012238-0.0015167i,0.00091839-0.0015608i,0.0008362-0.00046881i,-0.00025191-0.00017875i,-0.00062649-0.00012847i,-5.0034e-05+0.0003701i,-0.00018+0.00014502i,-0.00038578-0.00056166i,-0.00076788-0.00015056i,-0.0007323-0.00017287i,-0.000233-0.00059161i
0.00097546-0.00070661i,0.00057892-0.00078076i,-0.00042179-0.00043989i,-0.00035457-7.6825e-05i,6.6162e-05+6.8864e-05i,0.00072553+3.0161e-05i,0.0006728-0.00094691i,0.00040764-0.00077884i,0.00085752+0.00018384i,0.00070777+0.00068343i,0.00021468+0.00051421i,-0.00015848-5.904e-05i,-0.00038601+0.00044469i,-0.00040636+0.00032119i,-0.00020291-0.00030364i,-0.00018109+0.00015053i,0.00044492+0.00039091i,0.00079966+0.0001569i,0.00099352+1.8079e-05i,0.00041022+2.1416e-05i,4.1763e-05-5.5129e-05i,0.00066679-1.9604e-05i,2.1083e-05+0.00025493i
-0.0012586-0.00037311i,-0.0013612+0.00058366i,-0.00030657+0.00033653i,0.00082782-1.3106e-05i,0.0014979+0.00032542i,0.0015199+0.00030804i,0.00061651+0.00048582i,-0.00019458+0.00084133i,-0.00027848+0.00036781i,0.00013023-0.0003713i,0.00015769-0.00080169i,0.00020256-0.0003956i,3.2479e-05+0.00013175i,-0.00054758-0.00061185i,-0.00083806-0.00021983i,-0.00018874+0.0010069i,0.00021837+0.0012771i,-8.437e-05+0.00056963i,0.00012958-0.00056536i,0.0006224-0.00093766i,0.0011158-0.000317i,0.00063605+0.00016393i,-0.00043908+9.8625e-05i
0.00040361-0.0019521i,0.0010442-0.0016938i,0.00016661+6.9285e-05i,-0.0001686+0.0010593i,0.0011922+0.00088704i,0.0011032+0.00035182i,0.00092813-0.0001937i,0.00071368-0.00028805i,-0.00033884-0.0010464i,-0.0004262-0.0013626i,0.00061195-0.0005047i,0.00053893+0.00036676i,-2.9474e-05+0.00095939i,-0.00029936+0.00097337i,-0.00047022+0.00096554i,-0.0002566+0.00092849i,-6.7358e-05-0.00011862i,-0.000219-0.0015149i,-0.00075825-0.00099659i,-0.00061577+0.000547i,-0.00052124+0.00066117i,-0.00034287+0.00049718i,-0.00063107+0.0002446i
-0.00084928+0.00089902i,0.0002579+0.0007534i,0.00093943+0.0005404i,0.0010873-0.00044775i,0.0012637-0.0017625i,0.001339-0.0011959i,0.00057565-0.00017759i,-0.00035102-0.00028804i,-7.9065e-05+0.00078171i,0.00043827+0.00076531i,0.00012563-0.00030612i,2.0761e-05-0.00054085i,8.7985e-05-0.00088516i,-0.00023945-0.00031239i,-0.00045267-3.6154e-05i,0.00012316-0.00062774i,0.00045489-0.00091563i,0.00023899-0.00078105i,-0.00019749-0.00012607i,0.00036218+0.00017735i,0.0004382+3.6684e-06i,-0.00058476+0.00035956i,-0.00090357+0.0003484i
-0.00032471+0.00042561i,4.1366e-05+0.00092742i,0.00054816+0.0013528i,0.0017016+0.0011326i,0.0028675+2.321e-05i,0.0025809-0.00095331i,0.0020608-0.00060632i,0.0016521-0.00068958i,0.00094569-0.00088049i,0.0004243-0.00091141i,0.0011418-0.00030585i,0.0014637+1.7393e-05i,0.00027863-0.0013706i,-2.8017e-05-0.0018225i,0.00065014-0.00093249i,0.00092275+0.0005746i,0.00040928+0.0011406i,0.0006819+0.00079439i,0.0013932+0.00015368i,0.0010666-0.0004854i,0.00098349-0.00020291i,0.0009258+0.00028248i,0.00087141+5.5447e-05i
-0.0011028+0.00065316i,-0.0019764+0.00072192i,-0.0026368+0.00095506i,-0.0017407+0.002051i,-1.2309e-05+0.0021203i,0.0014025+0.0012488i,0.0013427-0.00043415i,0.00074703-0.00076446i,0.00014257+6.8008e-05i,-0.00023733+0.00014765i,-7.0673e-05+0.00013914i,0.00049408+0.00039786i,0.00062841+0.00050182i,0.00037812+5.7608e-05i,6.2975e-05+0.00014154i,0.00050499+0.00024175i,0.00058757-0.00051235i,0.00027037-0.00057578i,-4.5295e-05-0.0002128i,-0.00061173-0.00092432i,-0.00052276-0.0010784i,2.1303e-05-0.00089075i,0.00015531-0.0011999i
0.00051227-0.0024209i,0.00026409-0.0020967i,-0.00043374-0.0009093i,-0.0012537+0.00046472i,-0.00034424+0.0008425i,0.0010423+0.00044993i,0.0002017+0.00017422i,-0.0014062-2.8743e-06i,-0.000762-1.0038e-06i,0.00067799+0.00032394i,0.0012465+0.00059153i,0.0015072+0.00088841i,0.0011071+0.00077376i,0.00078839+0.00027104i,0.00067138-0.0001103i,0.00024074+0.00029795i,-0.00044613+0.00088767i,-0.00054662+0.00050453i,-0.00025889+0.00049185i,8.9797e-05+0.00082796i,0.00020459+0.00091189i,0.00018869+0.00046309i,0.00011925+0.00027578i
0.0010791+0.0027755i,0.0017998+0.002394i,0.0016218+0.0020633i,0.0018639+0.0016879i,0.0021376+0.0011763i,0.0018131+0.00057752i,0.00070316+0.00055286i,0.00015588+0.0011064i,0.00039169+0.00097793i,0.00066414+1.4264e-05i,0.00012567-0.00072507i,-0.00023867-0.00078923i,-0.00062495-0.00014928i,-0.00060557+0.00037693i,-0.00017926+5.8313e-05i,8.4303e-05+2.167e-05i,-0.00046018-0.00031733i,-0.0012618-0.00055145i,-0.0011797+0.00011326i,-0.00072498+0.00034843i,-0.00055906+0.00028839i,-0.00065208+0.00021226i,-0.00038107+0.00026162i
0.00021076-0.0016433i,-0.00083991-0.0008302i,-0.0010606-0.00099852i,-0.00086348-0.0020374i,-0.00018474-0.002011i,0.00033669-0.0014813i,0.000596-0.00092542i,0.00067668-0.00048048i,0.00042544-0.00031741i,-4.2102e-05-0.00013941i,0.00032808+0.00025291i,0.00034701+0.00029198i,-4.9441e-05+0.00017207i,-0.00012869-0.00029551i,-0.00050089-8.8433e-05i,-0.00016884+0.00010343i,3.3295e-05-3.8665e-05i,-0.00019139+0.00015606i,0.0004503+0.00031861i,0.0011325+0.00049277i,0.00086403+0.00039401i,0.000669+9.8286e-05i,0.00065213-1.1098e-05i
0.00079955+0.0006078i,0.00097189+0.00045649i,2.8025e-05+0.0010063i,-0.00011037+0.0011794i,0.00072303+0.00074439i,0.0010497-0.00032876i,0.0005367-0.00034327i,-0.00025175+0.00022847i,0.00026939+5.076e-05i,0.0016044+0.00011963i,0.0013023+0.0001134i,0.00029062-0.00059815i,0.00020395-0.00084428i,0.00032679+0.00010723i,0.00016373+0.00050054i,-4.3141e-05+0.00025555i,0.0001359+1.372e-05i,0.00028813-0.00029842i,-0.00019329-0.00023872i,0.00020851-0.00043235i,0.00059556-0.00023934i,0.00048811+0.00020219i,0.00043683-2.2568e-06i
