-3.5677e-05+0.0013153i,-0.00023628-0.00032178i,-0.0025402-0.001061i,-0.0027904-0.00061503i,-0.0021889-0.00050355i,-0.0024998+0.00064063i,-0.0025475+0.0019632i,-0.00086147+0.0018353i,0.0010824+0.00012505i,0.0013662-0.00067632i,0.00038415-0.00011811i,-0.00022657-0.00021349i,-0.00014021-0.00089969i,-8.6766e-05-0.00079316i,7.1936e-06-0.00015929i,0.00052133-0.00031287i,0.00085521-0.00031616i,0.001084-1.1316e-05i,0.00090711-2.863e-05i,0.00019587+0.0001269i,-0.00041783+0.00035349i,-0.00059497-0.0001517i,-0.00083385-8.1649e-06i
0.047499+0.036175i,0.10195+0.078842i,0.1026+0.1072i,0.0062465+0.13873i,-0.077757+0.19015i,-0.052185+0.18176i,-0.013274+0.083905i,-0.028565+0.0033558i,-0.04079-0.0030246i,-0.023817+0.010805i,-0.0082951+0.0090432i,-0.0061908+0.0035671i,-0.0053424+0.00062923i,-0.0021612+0.0057604i,0.0062489+0.022603i,0.023081+0.032494i,0.036407+0.026139i,0.037071+0.015999i,0.023149+0.009187i,0.0024773+0.0085659i,-0.011434+0.0098972i,-0.016759+0.0039006i,-0.015311-0.0051225i
0.0030246+0.01108i,0.092034+0.0053233i,0.29906-0.096948i,0.42235-0.25554i,0.28221-0.27249i,0.073371-0.16589i,-0.015547-0.10421i,-0.033876-0.075536i,-0.026837-0.034944i,-0.015263-0.012032i,-0.022178-0.0049993i,-0.026824+0.0037771i,-0.023414+0.0054766i,-0.032639-2.7199e-05i,-0.056677-0.00094948i,-0.07644+0.006386i,-0.076104+0.011014i,-0.056367+0.010665i,-0.026197+0.011127i,0.00035938+0.0060157i,0.0080748-0.0090216i,-0.0014496-0.016815i,-0.0097101-0.0064904i
-0.042351-0.0080097i,-0.12666+0.050063i,-0.22373+0.20885i,-0.19819+0.34256i,-0.056175+0.29598i,0.037017+0.19908i,0.075964+0.15757i,0.092423+0.096671i,0.073215+0.02394i,0.047499-0.0066899i,0.036373-0.012111i,0.029737-0.017293i,0.023611-0.022744i,0.022008-0.039116i,0.016015-0.06662i,-0.0037023-0.075163i,-0.023691-0.055682i,-0.027083-0.035766i,-0.016756-0.030171i,-0.012043-0.029183i,-0.013512-0.017654i,-0.0058137+0.00064587i,0.0025759+0.0078618i
0.037503-0.062244i,0.02941-0.18247i,-0.046638-0.31972i,-0.16324-0.32614i,-0.19346-0.19191i,-0.1174-0.078476i,-0.055088-0.020808i,-0.012924+0.017165i,0.0098601+0.011289i,-0.0067736-0.007368i,-0.017758-0.0033608i,-0.016166+0.0044107i,-0.018659+0.015001i,-0.011098+0.029315i,0.0050293+0.039275i,0.018649+0.039464i,0.022594+0.027564i,0.018182+0.015675i,0.013707+0.012742i,0.014284+0.015745i,0.020529+0.018586i,0.025983+0.012428i,0.024156+5.1339e-06i
0.0034181+0.089302i,0.011874+0.22219i,0.0040273+0.35381i,-0.0022934+0.37398i,0.030859+0.25856i,0.08313+0.095037i,0.10258-0.0064804i,0.070277-0.028661i,0.028828-0.019528i,0.012993-0.010076i,0.013932-0.0056552i,0.012921-0.0026577i,0.0082559-0.0009452i,0.0032198+0.002707i,0.007314+0.0061514i,0.026286+0.00052303i,0.044971-0.010183i,0.04176-0.014415i,0.01654-0.0085022i,-0.008466+0.0028766i,-0.013881+0.008599i,-0.0043088+0.0051589i,0.0029207-0.0034379i
-0.044867-0.023877i,-0.056165-0.082577i,-0.019812-0.17759i,0.002909-0.27769i,-0.085781-0.29764i,-0.21343-0.17594i,-0.22398-0.043031i,-0.13756+0.004939i,-0.067018+0.024979i,-0.040259+0.038808i,-0.037072+0.031303i,-0.030331+0.015982i,-0.016834+0.0039568i,-0.012518+0.0051679i,-0.0074159+0.011656i,-0.00014684+0.0055887i,-0.0045822-0.0099245i,-0.017295-0.015646i,-0.023526-0.0045913i,-0.017556+0.0039853i,-0.015556-0.0015469i,-0.023296-0.010101i,-0.024814-0.0085315i
0.00092238-0.016643i,0.00038417+0.020611i,0.047524+0.091531i,0.15837+0.10122i,0.23757+0.0092792i,0.21361-0.10478i,0.13606-0.11902i,0.078606-0.06646i,0.059571-0.032905i,0.052929-0.02667i,0.038463-0.028713i,0.027071-0.022784i,0.028658-0.021067i,0.02519-0.037229i,-0.0019889-0.04916i,-0.036298-0.032934i,-0.049532-0.00018979i,-0.037252+0.016818i,-0.013481+0.009936i,0.0048156-0.0072485i,0.010052-0.018721i,0.0045786-0.012024i,-0.0023014+0.0013572i
0.054905-0.038511i,0.087392-0.17175i,0.0050689-0.31271i,-0.16985-0.23851i,-0.22439+0.040977i,-0.1132+0.23012i,-0.027203+0.18909i,-0.020828+0.090543i,-0.01139+0.045288i,0.0017623+0.023887i,-0.0055763+0.01356i,-0.020047+0.0088979i,-0.025694+0.01431i,-0.01158+0.021777i,0.0073326+0.017982i,0.0099821+0.014795i,0.0014455+0.018893i,-0.0037659+0.021905i,0.0013171+0.015504i,0.0086604+0.012083i,0.013297+0.023862i,0.01829+0.029975i,0.019323+0.017495i
-0.012485+0.083958i,-0.00074433+0.20848i,0.069197+0.2966i,0.15031+0.21921i,0.15504+0.02184i,0.10028-0.14948i,0.034741-0.21007i,-0.019424-0.16485i,-0.042831-0.097888i,-0.034528-0.065474i,-0.017608-0.040125i,-0.0057446-0.0038687i,-0.0033318+0.016429i,-0.015754+0.024476i,-0.027351+0.04123i,-0.019599+0.055553i,-0.00011997+0.052208i,0.018733+0.037568i,0.02445+0.021745i,0.014543+0.0051042i,0.0037048-0.011481i,0.0010188-0.017509i,0.0049255-0.011637i
-0.04605-0.058225i,-0.079689-0.1036i,-0.066327-0.097097i,0.011272+0.011006i,0.075074+0.14725i,0.047409+0.22175i,-0.011035+0.23396i,-0.026312+0.18309i,-0.019939+0.1099i,-0.025919+0.066774i,-0.035586+0.045107i,-0.041016+0.023557i,-0.037385+0.0096741i,-0.022449-0.0014461i,-0.0066878-0.024073i,0.0032441-0.050795i,0.0018269-0.069106i,-0.012331-0.065699i,-0.024635-0.039725i,-0.019077-0.013681i,-0.0069024-0.0058912i,-0.0046128-0.0068436i,-0.0069359-0.0029063i
0.044409+0.024214i,0.050687+0.10884i,0.02106+0.22495i,-0.026052+0.16398i,-0.10908-0.098286i,-0.19838-0.23123i,-0.16404-0.13372i,-0.03795-0.033943i,0.023479-0.022406i,0.014781-0.025952i,0.017237-0.025785i,0.039733-0.027695i,0.051935-0.023356i,0.048185-0.011111i,0.034649+0.0047776i,0.017607+0.015699i,0.0051793+0.015782i,0.0006809+0.0073212i,0.00308+0.0057085i,0.0085049+0.0082559i,0.010421+0.0011264i,0.0016335-0.010019i,-0.011452-0.014219i
-0.0027255-0.0077285i,-0.019396-0.096205i,-0.076245-0.25238i,-0.13126-0.25004i,-0.057463-0.0051922i,0.14059+0.17682i,0.25355+0.15207i,0.21334+0.068512i,0.13159+0.027377i,0.077179+0.027703i,0.036833+0.02335i,-0.007288+0.0047738i,-0.033463-0.005096i,-0.03041-0.020541i,-0.019436-0.043639i,-0.011002-0.054125i,-0.0034158-0.044652i,-4.4787e-05-0.023835i,-0.0051966-0.0074381i,-0.013396+0.010235i,-0.0062446+0.032085i,0.015604+0.035024i,0.022481+0.015607i
-0.044633+0.0528i,-0.066924+0.13151i,-0.10152+0.19804i,-0.19044+0.15751i,-0.30961+0.021786i,-0.3402-0.090514i,-0.24729-0.16272i,-0.15586-0.17664i,-0.1024-0.11981i,-0.051449-0.067646i,-0.0077772-0.040914i,0.021687-0.023194i,0.024458-0.012848i,0.010825+0.014493i,0.012864+0.055047i,0.028528+0.07608i,0.037833+0.068189i,0.03673+0.045353i,0.026512+0.020791i,0.0071104+0.0021455i,-0.010027-0.0062917i,-0.012536-0.0066652i,-0.0039188-0.0060261i
-0.0031794-0.1497i,0.0079804-0.36785i,0.095782-0.53967i,0.26656-0.48172i,0.41784-0.26489i,0.42165-0.1225i,0.24326-0.069135i,0.058951-0.0051724i,-0.00065716+0.042902i,-0.0052526+0.034992i,-0.030225+0.026921i,-0.046933+0.037129i,-0.040095+0.022064i,-0.048904-0.019003i,-0.075125-0.05125i,-0.090023-0.053859i,-0.083184-0.033783i,-0.06381-0.012326i,-0.040465-0.0066148i,-0.02073-0.018173i,-0.015571-0.026923i,-0.017795-0.014969i,-0.010953+0.006558i
0.13069+0.11941i,0.27473+0.33799i,0.33632+0.57808i,0.22344+0.59334i,-0.0027268+0.38299i,-0.21988+0.21009i,-0.27266+0.17786i,-0.15632+0.17028i,-0.037296+0.10209i,-0.0040136+0.023258i,0.0027028-0.015741i,0.02415-0.016192i,0.048946+0.0079875i,0.078654+0.033354i,0.098409+0.039318i,0.077136+0.032127i,0.028514+0.027389i,-0.0041845+0.025581i,-0.001001+0.023405i,0.022273+0.014262i,0.0304-0.0021315i,0.013569-0.011334i,-0.0030153-0.011896i
-0.10452+0.033625i,-0.24394-0.021079i,-0.33003-0.18699i,-0.21537-0.34871i,0.03334-0.36959i,0.22234-0.26327i,0.26762-0.13861i,0.21907-0.062655i,0.14561-0.020291i,0.082537+0.0076511i,0.028864+0.01687i,-0.019331+0.011897i,-0.042372+0.0053862i,-0.055323-0.0031427i,-0.078548-0.0066007i,-0.079005+0.0032113i,-0.0487+0.01171i,-0.023947+0.014751i,-0.017004+0.018677i,-0.016337+0.026863i,-0.011836+0.034495i,0.0019249+0.030053i,0.015079+0.016873i
-0.052419+0.012259i,-0.083947+0.15819i,-0.046361+0.40448i,-0.016104+0.56651i,-0.092915+0.51116i,-0.17962+0.32763i,-0.15147+0.14073i,-0.090469-0.016516i,-0.082578-0.079428i,-0.066857-0.049275i,-0.030041-0.030977i,-0.020194-0.033109i,-0.018063-0.011202i,0.01586+0.013255i,0.063398+0.013849i,0.091114-0.0082429i,0.089743-0.03439i,0.069391-0.0475i,0.041603-0.040739i,0.021523-0.025305i,0.021762-0.019957i,0.024882-0.022041i,0.015506-0.019168i
0.016368-0.21978i,-0.047986-0.58156i,-0.21403-0.90271i,-0.33601-0.86022i,-0.24267-0.57146i,-0.056336-0.38576i,-0.027112-0.31489i,-0.094506-0.19459i,-0.095824-0.071037i,-0.061888-0.022485i,-0.044378+0.0053824i,-0.025796+0.023956i,-0.02059+0.00084947i,-0.055067-0.025525i,-0.093698-0.010961i,-0.0908+0.017066i,-0.055804+0.014179i,-0.025505-0.011534i,-0.014237-0.025498i,-0.011553-0.012449i,-0.012741+0.007422i,-0.017754+0.010253i,-0.020564+0.0079866i
0.23132+0.18577i,0.59331+0.44203i,0.90109+0.64248i,0.81063+0.58023i,0.38875+0.41017i,0.029555+0.35433i,-0.06919+0.32506i,-0.034805+0.23745i,-0.0032217+0.13643i,0.0044224+0.054927i,0.0032973+0.0088125i,0.012499+0.0038657i,0.034255+0.018505i,0.067628+0.013212i,0.09059-0.032392i,0.059265-0.072382i,-0.00065496-0.057342i,-0.023089-0.014178i,-0.0040642+0.010188i,0.014294+0.0061655i,0.021428-0.0094603i,0.021763-0.020027i,0.0091429-0.023955i
-0.24939+0.065547i,-0.59484+0.07344i,-0.90745-0.036933i,-0.87265-0.16916i,-0.52324-0.18917i,-0.18464-0.14852i,-0.0024666-0.068772i,0.1021+0.020912i,0.15625+0.038383i,0.12549+0.0098081i,0.07542+0.0014506i,0.056478-0.0091846i,0.029095-0.029482i,-0.016921-0.011646i,-0.042542+0.04071i,-0.030318+0.080688i,-0.010986+0.085717i,-0.013098+0.069412i,-0.028309+0.053029i,-0.03419+0.045284i,-0.027838+0.04593i,-0.012981+0.043279i,0.0057528+0.026281i
-0.014542-0.074686i,0.049506-0.04967i,0.26391+0.11687i,0.46815+0.24931i,0.42074+0.19813i,0.25471+0.14435i,0.19547+0.12354i,0.16744+0.029779i,0.072861-0.032465i,0.002034-0.0048317i,-0.019409+0.0062921i,-0.039877-0.011104i,-0.039524-0.011143i,-0.017164-0.020812i,-0.012523-0.049467i,-0.017759-0.06202i,-0.0095391-0.04729i,-0.0012462-0.017271i,0.0013338+2.8031e-05i,0.0010025-0.018308i,-0.0056969-0.041107i,-0.0048863-0.031154i,0.0076537-0.0085119i
0.01393-0.17603i,-0.12034-0.43162i,-0.42027-0.59636i,-0.56274-0.43087i,-0.30702-0.18278i,-0.03697-0.18285i,-0.044329-0.23551i,-0.099192-0.16388i,-0.078407-0.10533i,-0.062123-0.087996i,-0.046544-0.057517i,-0.026026-0.033013i,-0.019883-0.022944i,-0.020641-0.0027018i,-0.008388+0.038668i,0.018139+0.066425i,0.036316+0.04889i,0.03491+0.0052072i,0.025488-0.021223i,0.022519-0.01682i,0.017868-0.0074463i,-0.0027777-0.0026225i,-0.020744+0.0059933i
0.28178+0.19615i,0.75636+0.38821i,1.2204+0.36445i,1.1331+0.022344i,0.54989-0.21616i,0.11697-0.12231i,0.011637-0.0194i,-0.049553-0.00089326i,-0.087052+0.053138i,-0.050613+0.071046i,-0.044191+0.052501i,-0.058385+0.07516i,-0.031962+0.090848i,-0.0043859+0.053745i,-0.015777-0.0042476i,-0.053018-0.035152i,-0.075969-0.019927i,-0.056641+0.014616i,-0.020186+0.032357i,-0.0046154+0.03211i,-0.003645+0.027532i,0.0016386+0.01693i,0.0017177+0.0010175i
-0.31145+0.076864i,-0.74082+0.19402i,-1.0266+0.31454i,-0.81962+0.33322i,-0.38093+0.20058i,-0.16453+0.042444i,-0.1321+0.020421i,-0.061107+0.061665i,0.045722+0.0504i,0.09399-0.00063161i,0.08074-0.032438i,0.056-0.028606i,0.044942-0.011762i,0.052469+0.0057575i,0.073505+0.016398i,0.086939+0.0094392i,0.071962-0.01098i,0.028962-0.027183i,-0.011321-0.021779i,-0.015584-0.0043191i,0.0044724+0.002442i,0.016939-0.00084679i,0.01826-0.0031114i
0.060883-0.15993i,0.16232-0.31979i,0.23427-0.35449i,0.13354-0.18081i,-0.064463+0.048085i,-0.12876+0.14129i,-0.064227+0.075354i,-0.019259+0.0073711i,-0.014893+0.019805i,-0.012191+0.056005i,-0.0065854+0.06183i,0.003227+0.034475i,0.0046701+0.0014329i,-0.024362-0.017416i,-0.069159-0.018015i,-0.08738-0.0035064i,-0.072916+0.0048764i,-0.055808+0.00086516i,-0.044469-0.0018492i,-0.029785+0.0015102i,-0.014288+0.0029426i,-0.0035798-0.00082367i,0.0043773+0.0013447i
0.031157-0.087845i,-0.035886-0.19715i,-0.19181-0.20805i,-0.20414-0.027131i,0.018109+0.11147i,0.14775+0.054151i,0.084782-0.0044371i,0.053341-0.035191i,0.039482-0.10747i,-0.0067121-0.13035i,-0.0053361-0.11071i,0.0023039-0.10489i,-0.012388-0.079784i,-1.4779e-05-0.046365i,0.02549-0.036247i,0.031371-0.041633i,0.023447-0.051059i,0.02439-0.057826i,0.039451-0.062503i,0.044325-0.06479i,0.029512-0.060365i,0.0047947-0.04741i,-0.014987-0.030412i
0.17247+0.22548i,0.46053+0.43809i,0.67763+0.45275i,0.51077+0.20387i,0.12106+0.050114i,-0.060893+0.089179i,-0.034342+0.075934i,-0.029319+0.041167i,-0.046763+0.065566i,-0.045265+0.07979i,-0.042421+0.067984i,-0.039175+0.046048i,-0.043234+0.029741i,-0.048709+0.03858i,-0.04681+0.052194i,-0.041499+0.06032i,-0.025476+0.073856i,0.00044238+0.082227i,0.011956+0.075862i,0.00015484+0.070053i,-0.011077+0.06977i,-0.0042162+0.05277i,0.0030241+0.019237i
-0.31258-0.015305i,-0.66724-0.0062979i,-0.77667+0.029624i,-0.43417-0.019754i,-0.055906-0.18707i,0.04071-0.23305i,0.041294-0.080812i,0.077352+0.021432i,0.089791+0.02024i,0.071857-0.0035883i,0.032177-0.019872i,-0.0095264+0.0025905i,-0.013978+0.028194i,0.0075295+0.0088291i,0.028049-0.032771i,0.038113-0.062053i,0.037514-0.065957i,0.028928-0.045131i,0.010862-0.019927i,-0.0088831-0.010306i,-0.0089112-0.0066318i,0.014289+0.00097579i,0.028709-0.00080579i
0.12925-0.11079i,0.24494-0.19969i,0.20352-0.17176i,-0.026779-1.3152e-05i,-0.1993+0.14264i,-0.20432+0.14432i,-0.15494+0.083795i,-0.11245+0.06581i,-0.077759+0.060342i,-0.070964+0.050531i,-0.059531+0.054772i,-0.012375+0.038871i,0.021824+0.0041404i,0.019567-0.00060197i,0.015151+0.030741i,0.023206+0.062644i,0.025601+0.065398i,0.0066963+0.05054i,-0.013673+0.04628i,-0.0061805+0.040607i,0.010665+0.018116i,0.0099817+0.00018633i,0.0081903-0.0010131i
0.071711-0.086479i,0.13026-0.27349i,0.14421-0.52811i,0.095005-0.61391i,0.06397-0.45742i,0.096222-0.27486i,0.12321-0.16941i,0.12066-0.12955i,0.093092-0.14641i,0.039547-0.15618i,-0.00064829-0.1055i,-0.0032075-0.036556i,-0.0015076-0.012168i,-0.032503-0.017055i,-0.074302-0.012755i,-0.097718-0.0049082i,-0.10906-0.0052604i,-0.10093-0.0073284i,-0.057564-0.0071551i,-0.0059719-0.0088491i,0.012907-0.012702i,0.0035495-0.014884i,-0.0080729-0.011563i
0.039255+0.2818i,0.14368+0.66848i,0.27314+0.92933i,0.28943+0.76413i,0.14926+0.39968i,0.0053367+0.19232i,-0.036094+0.10409i,-0.044333+0.066878i,-0.038249+0.085824i,-0.010466+0.089448i,-0.0022929+0.044841i,-0.012026-0.0009283i,-0.0041882-0.016577i,0.020898-0.0090534i,0.041052+0.0043817i,0.049405+0.01905i,0.052295+0.040909i,0.043284+0.058601i,0.023109+0.052405i,0.0034523+0.024143i,-0.015205-0.0026291i,-0.027449-0.0069809i,-0.022566+4.96e-05i
-0.22987-0.25943i,-0.52982-0.57759i,-0.71634-0.77107i,-0.55639-0.59767i,-0.19945-0.29047i,0.038749-0.17689i,0.070184-0.17911i,0.048625-0.11079i,0.08416-0.0023962i,0.11678+0.028573i,0.068274+0.013659i,-0.0060795+0.034613i,-0.030518+0.054717i,-0.032704+0.02963i,-0.047227-0.0088285i,-0.054325-0.030719i,-0.040837-0.044052i,-0.027161-0.052505i,-0.026028-0.045892i,-0.024346-0.016165i,-0.0041323+0.024213i,0.024703+0.044978i,0.026307+0.040811i
0.16973+0.076413i,0.35118+0.26354i,0.44388+0.49671i,0.34582+0.54821i,0.15482+0.36272i,-0.026937+0.16613i,-0.12108+0.081508i,-0.13588+0.040006i,-0.13011+0.022328i,-0.094994+0.026939i,-0.042296+0.0026939i,-0.018173-0.03047i,0.00089399-0.023939i,0.044604-0.017414i,0.074373-0.035971i,0.063673-0.043469i,0.050828-0.031926i,0.063429-0.018486i,0.065502-0.01974i,0.026892-0.040658i,-0.023872-0.055749i,-0.045875-0.045834i,-0.031253-0.03058i
0.068178-0.060527i,0.11414-0.28204i,0.11169-0.5271i,0.093068-0.52734i,0.13946-0.28947i,0.17406-0.11704i,0.090193-0.063556i,0.041367-0.022265i,0.071447-0.05281i,0.055707-0.10742i,0.024395-0.078931i,0.020467-0.029594i,0.00026138-0.013367i,-0.046064+0.0013806i,-0.087712+0.024738i,-0.10542+0.03432i,-0.12412+0.012364i,-0.14178-0.019764i,-0.10505-0.018863i,-0.017198+0.0067304i,0.049812+0.0098903i,0.055347-0.0098558i,0.031889-0.011716i
-0.1395+0.28543i,-0.17632+0.6925i,-0.043353+0.97903i,0.12454+0.74216i,0.030522+0.25138i,-0.15158+0.058489i,-0.10031+0.069037i,-0.0197-0.020174i,-0.067095-0.084132i,-0.084301-0.048001i,-0.042652-0.041329i,-0.013389-0.058777i,0.003519-0.045787i,0.018926-0.02577i,0.024473-0.019483i,0.02764-0.010738i,0.037987+0.0074225i,0.038785+0.019006i,0.016376+0.018012i,-0.013763+0.017897i,-0.026789+0.018393i,-0.023291+0.0089295i,-0.016832-0.005053i
-0.0077245-0.33318i,-0.098746-0.76213i,-0.30919-0.99147i,-0.45336-0.67182i,-0.29994-0.15798i,-0.027694+0.056816i,0.092023+0.086829i,0.16595+0.16089i,0.23576+0.1861i,0.17467+0.12779i,0.038308+0.086585i,-0.045307+0.077915i,-0.050679+0.059063i,-0.024394+0.022389i,-0.00073741-0.0086019i,0.022949-0.031219i,0.036495-0.055391i,0.016608-0.064029i,-0.020597-0.035184i,-0.026849+0.012525i,0.0032388+0.039178i,0.025243+0.038828i,0.022378+0.029053i
0.065857+0.14149i,0.13326+0.3358i,0.16199+0.42378i,0.048952+0.27594i,-0.17004+0.10594i,-0.25869+0.073566i,-0.17815+0.065i,-0.17074+0.023957i,-0.26007+0.047339i,-0.2513+0.10571i,-0.14319+0.08423i,-0.074096+0.017038i,-0.057623+0.009598i,-0.024417+0.04967i,0.010387+0.063725i,-0.0010839+0.063915i,-0.020563+0.098085i,0.0026942+0.13623i,0.040272+0.11338i,0.03727+0.03731i,0.0017531-0.018477i,-0.014304-0.030428i,-0.006812-0.034121i
0.10131+0.025366i,0.23372+0.015149i,0.34366-3.2709e-05i,0.36499+0.050768i,0.34339+0.12412i,0.2604+0.1157i,0.090144+0.0376i,-0.030344-0.029158i,-0.042628-0.085602i,-0.052904-0.095256i,-0.064834-0.020053i,-0.02546+0.042136i,0.013814+0.021774i,-0.0019253-0.018389i,-0.035529-0.023701i,-0.050226-0.020849i,-0.066066-0.040698i,-0.070761-0.05544i,-0.031957-0.021895i,0.030087+0.024252i,0.073035+0.017768i,0.075357-0.015099i,0.048758-0.018182i
-0.28738+0.011673i,-0.64363+0.066193i,-0.84547+0.14485i,-0.66978+0.11383i,-0.38122-0.043665i,-0.21708-0.14611i,-0.065896-0.12028i,0.11943-0.097338i,0.22715-0.12913i,0.19105-0.15685i,0.088392-0.11593i,0.041546-0.034494i,0.044479+0.0044358i,0.028545+0.016009i,0.0052489+0.039902i,0.020371+0.071667i,0.06371+0.094403i,0.083209+0.08744i,0.052349+0.053269i,0.0052153+0.037418i,-0.0070224+0.052942i,-0.0012613+0.040385i,-0.022457-0.0092173i
0.25701-0.11282i,0.60244-0.26564i,0.77567-0.40146i,0.53428-0.3676i,0.16802-0.17451i,-0.0020327-0.0065684i,-0.041601+0.085281i,-0.022952+0.20523i,0.077473+0.29493i,0.14843+0.22277i,0.08176+0.081395i,-0.02477+0.023095i,-0.047586+0.017961i,-0.022819-0.024947i,-0.0078605-0.084422i,0.01715-0.1076i,0.060452-0.11523i,0.076235-0.13371i,0.045101-0.14323i,-0.0082339-0.12363i,-0.04653-0.084237i,-0.03246-0.047737i,0.0051897-0.028475i
-0.13272+0.040622i,-0.33189+0.13233i,-0.49568+0.21419i,-0.42861+0.17804i,-0.24884+0.005274i,-0.17546-0.13337i,-0.14431-0.12289i,-0.022021-0.13617i,0.048541-0.23814i,-0.0016332-0.23335i,-0.0069591-0.13853i,0.007091-0.10465i,-0.050037-0.077604i,-0.088221+0.0092652i,-0.077312+0.087239i,-0.080907+0.11617i,-0.11325+0.12705i,-0.12972+0.15389i,-0.078923+0.16477i,0.0037316+0.099004i,0.039348+0.015722i,0.030522+0.0050181i,0.016175+0.021995i
0.023374+0.15079i,0.17471+0.2672i,0.35886+0.2475i,0.35299+0.081316i,0.14466-0.056142i,-0.025145-0.15946i,-0.07591-0.29835i,-0.066627-0.31628i,0.022094-0.2076i,0.082324-0.17735i,0.024284-0.18197i,-0.028542-0.10731i,-0.010568-0.042877i,0.0017629-0.064137i,-0.037873-0.11922i,-0.099534-0.1365i,-0.13748-0.12518i,-0.14066-0.10977i,-0.11207-0.063644i,-0.065497+0.0022876i,-0.03259+0.02799i,-0.018034-0.0041499i,-0.018577-0.049989i
-0.021359-0.22141i,-0.26232-0.53213i,-0.53696-0.69155i,-0.56645-0.59912i,-0.3847-0.47624i,-0.26394-0.30298i,-0.22072+0.014604i,-0.16327+0.27263i,-0.13203+0.35151i,-0.077607+0.30249i,-0.013495+0.14387i,-0.052378-0.019593i,-0.070737-0.080463i,0.0058422-0.10894i,0.071406-0.11789i,0.11014-0.058557i,0.14885+0.0044784i,0.15031+0.016943i,0.095021+0.025403i,0.034099+0.040498i,0.02306+0.051069i,0.062244+0.072945i,0.10458+0.081072i
-0.40675+8.9698i,1.8007+9.0531i,5.5242+9.8322i,7.3001+6.7899i,6.3514+2.3702i,3.6122-1.1282i,1.0342-1.9278i,0.10045-0.958i,0.35484+0.19456i,1.1051+0.74903i,1.6359+0.43734i,1.7593-0.22269i,1.65-0.66603i,1.3065-0.56807i,1.0479-0.2663i,0.81156-0.20558i,0.37503-0.21029i,0.062839+0.0062982i,0.12343+0.26735i,0.36578+0.2577i,0.54452+0.021636i,0.54439-0.19276i,0.38466-0.27969i
0.089499+0.03797i,0.085639-0.0068666i,0.15641-0.022971i,0.36697-0.10914i,0.4948-0.3185i,0.32704-0.32758i,0.07898+0.04613i,-0.018251+0.5036i,-0.019849+0.70371i,-0.0082576+0.59274i,-0.036127+0.35627i,-0.072198+0.18879i,-0.010843+0.072443i,0.054117-0.069673i,0.027336-0.14906i,-0.029236-0.10457i,-0.080278-0.035248i,-0.12995-0.011082i,-0.13095+0.010116i,-0.052571+0.016789i,0.021575-0.012075i,0.04163-0.0020882i,0.053972+0.048972i
-0.18014+0.035451i,-0.36345+0.1299i,-0.40251+0.18434i,-0.2724+0.05559i,-0.21177-0.13107i,-0.21132-0.16594i,-0.065679-0.15828i,0.06061-0.26345i,-0.04506-0.30106i,-0.1893-0.15723i,-0.14746-0.0068444i,-0.0096126+0.015117i,0.026633-0.016167i,-0.025794+0.016013i,-0.044973+0.076781i,-0.017786+0.085079i,-0.0076408+0.075244i,-0.039708+0.11111i,-0.062576+0.15524i,-0.035509+0.13083i,0.0097869+0.058839i,0.035456+0.0020623i,0.040761-0.028727i
0.21618-0.17067i,0.49237-0.45419i,0.55897-0.70997i,0.28555-0.64439i,0.061826-0.30324i,0.095146-0.096234i,0.070064-0.19914i,-0.13588-0.31443i,-0.24459-0.22656i,-0.16552-0.10557i,-0.092161-0.075518i,-0.058965-0.064271i,-0.0064335-0.043678i,0.027087-0.027779i,0.025532-0.014808i,0.009618-0.016596i,0.00073199-0.017972i,0.024728+0.016049i,0.070252+0.058955i,0.077441+0.063256i,0.032835+0.038601i,-0.00948+0.0080215i,-0.036724-0.012972i
-0.13184+0.18095i,-0.28325+0.43071i,-0.32831+0.62965i,-0.1792+0.53983i,-0.046334+0.23951i,-0.040539+0.044806i,-0.045139+0.041552i,0.0085112+0.03822i,0.043618-0.018296i,0.0062909-0.0016355i,-0.039123+0.070889i,-0.045874+0.076384i,-0.037711+0.0046607i,-0.038207-0.051107i,-0.045095-0.034288i,-0.055596+0.008607i,-0.083313+0.032137i,-0.077245+0.046102i,0.0036405+0.031857i,0.070118-0.024761i,0.056087-0.058795i,0.021721-0.036231i,0.018988-0.0061033i
0.029646+0.012171i,0.11186+0.0011338i,0.19365-0.036044i,0.21261+0.0021719i,0.20583+0.13134i,0.19671+0.18979i,0.17329+0.12714i,0.15389+0.094271i,0.18097+0.12445i,0.21324+0.15003i,0.21027+0.16588i,0.185+0.1459i,0.10751+0.087166i,0.00042451+0.063495i,-0.052452+0.094052i,-0.036502+0.12528i,-0.0014692+0.13023i,0.019209+0.091294i,0.017643+0.0057905i,-0.0092144-0.061678i,-0.045803-0.056288i,-0.0539-0.011813i,-0.021181+0.010483i
-0.084797-0.19303i,-0.22639-0.36148i,-0.27091-0.37742i,-0.084351-0.28748i,0.12758-0.33465i,0.1362-0.42623i,0.045313-0.35979i,-0.021779-0.2559i,-0.088834-0.17141i,-0.091322-0.055697i,-0.013682+0.029653i,0.056351+0.059766i,0.082891+0.057061i,0.077522+0.047331i,0.074922+0.045626i,0.08255+0.037858i,0.083244+0.040672i,0.077377+0.0635i,0.057037+0.060731i,0.017803+0.026325i,-0.0092175+0.00076566i,-0.0073295-0.012703i,-0.00022015-0.027436i
