-0.0012854+0.0014287i,-0.0014575+0.0015283i,-0.0019976-0.00019188i,-0.0023409+0.00035466i,-0.001639+0.0013677i,-0.0011474+0.0015519i,-4.6007e-06+0.0016744i,0.00084419+0.0015405i,0.00113+0.00074883i,0.0014198-0.00036867i,0.00040062-0.00041304i,-0.00062039-0.00061853i,-0.00044771-0.0007823i,2.7803e-06-8.4797e-05i,-0.00070454+0.00027164i,-0.0011725+0.00077543i,-0.00073511+0.0006797i,5.2884e-05-1.7153e-05i,0.00043957-0.00069135i,-0.00064543-0.00019268i,-0.00090759+0.00048437i,-0.00015777-7.8468e-05i,-0.00024196+7.5399e-06i
0.00067174-0.00041201i,-0.00048098-0.0014206i,-0.0015164-0.0021578i,-0.0028613-0.0011684i,-0.0028672-0.00045493i,-0.0025191-0.0017982i,-0.0023442-0.0032013i,-0.00086221-0.0040064i,0.0012846-0.0045523i,0.0012994-0.0044493i,-0.00079327-0.0029024i,-0.0020612-0.000804i,-0.0020429+0.00071509i,-0.00038067+0.0012606i,0.00096947+0.00043812i,0.00075211-0.00014469i,0.00062275+3.438e-05i,0.00073279+0.00050646i,0.00037048+0.00020401i,0.00050184-0.00042146i,0.00035488-0.00040193i,-0.00087576-0.00080184i,-0.0014073-0.00070906i
-0.0006859+0.0031101i,0.00052422+0.003075i,6.8962e-05+0.003244i,-0.00031266+0.0036018i,0.00024516+0.0035817i,-0.00098916+0.0022557i,-0.003773+0.0014021i,-0.005255+0.0011628i,-0.0047832+7.7878e-05i,-0.0039178+0.00043119i,-0.0026349+0.0018921i,-8.095e-06+0.0022802i,0.00090032+0.00064442i,-0.00016425-0.0010781i,-0.0015896-0.0015264i,-0.0014014-0.00091689i,-5.7508e-05+0.00011373i,0.00022832+7.7722e-05i,-0.00035583-0.00035859i,-0.00083445-0.00024656i,-0.0012554+0.00054145i,-0.0012704+0.00075382i,-0.0012706+0.00044923i
-0.00055858-0.0020562i,-0.0014683-0.0033313i,-0.0029233-0.0035534i,-0.0033041-0.0023767i,-0.0013446+7.4199e-05i,0.00029271+0.0027729i,0.0010177+0.0046178i,-0.00023217+0.0059236i,-0.0025288+0.0061201i,-0.003072+0.0044615i,-0.00081688+0.0022835i,0.0021897+0.00092828i,0.0018226+3.3184e-05i,-0.00066833+7.1056e-05i,-0.0016984+0.00087351i,-0.00091497+0.0007804i,-0.00068788+5.893e-05i,-0.0011448-0.00044316i,-0.00089792-0.00030684i,-0.00034961+8.183e-05i,-0.00055883-4.0785e-05i,-0.00031271-0.0004088i,0.00075382-0.00087758i
-0.0010219+0.00079553i,5.3412e-05+0.00074757i,-0.00068597+0.00066862i,-0.00072686+0.00042922i,0.00074159+0.00026269i,0.0027152-0.0013972i,0.0038854-0.0019599i,0.0040696-0.0003978i,0.0040312+0.0018092i,0.0033487+0.0017621i,0.0021502-0.00016854i,0.00096546-0.001248i,-0.00062991-0.00066975i,-0.001148+0.00087327i,-0.00016564+0.0016289i,0.0001287+0.0011789i,0.00025874+0.00088176i,-0.00013783+0.0011264i,-2.3619e-05+0.0012083i,0.00041859+0.00074558i,0.00075831+0.00084235i,0.00046375+0.00072965i,2.7905e-05+7.2002e-05i
0.002835-0.00043194i,0.0028109-0.0011684i,0.0020769-0.0015345i,0.001608-0.0014559i,0.00022264-0.0012131i,-0.0017416-0.0024672i,-0.0026399-0.0044693i,-0.00047996-0.0056617i,0.0025754-0.0056128i,0.0027862-0.0056206i,0.00056453-0.0050157i,-0.0014468-0.0025741i,-0.0014344-0.00035326i,0.00028088+0.00010312i,0.0012845-8.9697e-05i,0.00092418-7.5795e-05i,0.00079368+0.00014529i,0.0013435+0.00079106i,0.0013871+0.0010111i,0.00013749+0.0004876i,-0.00046575-0.00070083i,0.00021538-0.00087307i,-0.00042305-0.00025134i
0.0014516+0.00079408i,0.00063075+0.00041153i,0.00014579+0.00063666i,0.00066856+0.0011849i,-0.00011456+0.0013904i,-0.0024749+0.0010002i,-0.0055372+0.00035836i,-0.0076556-0.001321i,-0.0063738-0.0031785i,-0.0037696-0.0035034i,-0.0021974-0.0019777i,-0.00076581+0.00065371i,-3.9907e-06+0.0015708i,-0.00072286+0.00028836i,-0.0012466-0.00097822i,-0.00030791-0.00055669i,0.00058425+7.7495e-05i,0.00085178-0.00011533i,0.0008279-0.00049605i,0.00074021-0.00076544i,-0.00015215-0.00058506i,-0.00049363-0.00036934i,-0.00015722-0.00033234i
-0.00024164+0.002622i,-0.0014572+0.0033749i,-0.0023261+0.0022352i,-0.0013622+0.0025114i,-7.6675e-06+0.0035112i,0.00088034+0.0034376i,0.00036998+0.0037219i,-0.0011769+0.0048481i,-0.0020099+0.0041706i,-0.0017979+0.0030668i,-0.00098866+0.0032874i,3.9531e-05+0.002861i,-0.00071258+0.0012086i,-0.0022401-0.00020685i,-0.0015554+0.0002686i,-0.00034995+0.00052134i,-0.00019641-0.00068398i,-0.0001008-0.00081621i,0.00014249-0.00012603i,2.5277e-05-0.00086367i,4.4904e-05-0.0012528i,0.00068077-0.00015025i,0.00068137+0.00023588i
-0.0017915+0.0033234i,-0.0021676+0.0016137i,-0.00047699+0.00068093i,0.0020023+0.00037526i,0.0035663-0.00080214i,0.0039977-0.0017972i,0.0046755-0.00052193i,0.0055304+0.0018053i,0.0047702+0.0024182i,0.0042663+0.0017555i,0.0047869+0.0010216i,0.0031172-0.00060008i,0.00087495-0.00067438i,-0.00011669+0.00074701i,-0.00068812+0.0013321i,-0.00082356+0.0010789i,-0.00052787+0.00091918i,-0.00083364+0.00074074i,-0.0010696+0.00045188i,-0.00071315+0.000681i,-0.00055107+0.00073386i,-0.00071654+0.00054954i,-0.00021972-0.00021404i
0.0021001+0.00075787i,0.0014481-0.0012205i,0.0010672-0.0022152i,-0.00097776-0.0020286i,-0.0026511-0.0026324i,-0.0026487-0.0051906i,-0.0012079-0.0073711i,0.0010449-0.0083761i,0.0033786-0.0062954i,0.0040074-0.0039833i,0.0017461-0.0042813i,-0.0013295-0.0041327i,-0.0026028-0.001461i,-0.00091669+0.0013235i,0.0012565+0.0018394i,0.0013378+0.0015052i,0.0001483+0.0017542i,4.8969e-05+0.00085541i,0.00062904+0.000154i,0.00021096+2.1148e-05i,-5.564e-05+0.00011886i,0.00011866-0.00073i,0.00042479-0.0015812i
-0.0013309-0.00053425i,-0.00078443-0.00040058i,-0.0019711+0.00022769i,-0.00043508+0.0012883i,0.0013786+0.0029202i,-0.00026882+0.0020545i,-0.0032532-0.0010332i,-0.004657-0.003329i,-0.0035543-0.0038024i,-0.0027953-0.0029885i,-0.0037232-0.003252i,-0.0041351-0.0031723i,-0.0028959-0.0019676i,-0.0012671-0.0011935i,-0.00041676-0.0012908i,-7.2608e-05-0.00052049i,0.0012483+0.00053758i,0.0024607+0.00081787i,0.0021909-0.00030787i,0.0017796-0.00073736i,0.001317-0.00074459i,0.0012059-0.00056846i,0.0011833+0.00027661i
0.0030106-0.0011371i,0.0041023-0.0015083i,0.0031927-0.0015922i,0.0012167-0.00025607i,0.0010833+0.0016253i,0.0024168+0.0038095i,0.0012887+0.0057133i,-0.0014005+0.0068063i,-0.0027521+0.0058288i,-0.0023548+0.0040807i,-0.0024164+0.0035941i,-0.0013947+0.0030055i,0.0005008+0.0009913i,0.00030569-4.8159e-05i,-0.00043433+0.00061233i,0.00011755+0.0006291i,0.00056953+0.0001024i,-0.0001975-0.0008199i,-0.00088337-0.0012436i,-0.00072246-0.00066255i,0.00023884+9.1981e-06i,0.00032859+0.00055456i,9.3286e-05+0.00037622i
0.00018329+0.0013463i,-7.4588e-05+0.0025046i,-0.0006349+0.00043823i,-0.0016129+0.00011821i,-0.0010717+0.0011713i,0.0026968+0.0013508i,0.0068208+0.0023749i,0.0091712+0.0040351i,0.0074553+0.0046449i,0.0042237+0.0040294i,0.003954+0.0035306i,0.0039089+0.0020789i,0.0026467+0.00023907i,0.001665+0.00028546i,0.0008471+0.00052086i,5.9927e-05-0.00019707i,-0.00058796-0.00046583i,-0.0010089+5.0991e-05i,-0.0014018+0.00048496i,-0.0015397+0.00078454i,-0.00085049+0.00091989i,-0.00040684+0.00080235i,-0.00062229+0.00092566i
-0.0042021+0.0037074i,-0.0041072+0.0039052i,-0.0026539+0.0038121i,5.781e-05+0.0038928i,0.0018714+0.0025924i,0.0012984-0.0014268i,0.00090765-0.005543i,0.0024494-0.0069488i,0.0041841-0.0055475i,0.0048168-0.0028077i,0.0047241-0.0027353i,0.0034564-0.0038914i,0.00183-0.002658i,0.00079155-0.00080192i,0.00056653-0.00022433i,0.00079587+0.00017562i,0.00036676+0.00095838i,0.00054594+0.0018146i,0.00031818+0.0015462i,-3.2336e-05+0.0013806i,0.0001583+0.0010314i,-9.2708e-05-0.00031168i,-0.00034198-0.00045152i
-0.0010971-0.002064i,-0.0028031-0.0033441i,-0.0028352-0.002745i,-0.0028537-0.00051411i,-0.003664+0.0019222i,-0.0052568+0.002371i,-0.0088199-0.00027069i,-0.011544-0.0026535i,-0.0099616-0.0036986i,-0.0057458-0.0038376i,-0.0034081-0.004238i,-0.0031108-0.0035592i,-0.0018517-0.0012872i,-0.00051605+0.00065329i,-0.00040487+0.0015826i,0.00016766+0.0017716i,0.0011767+0.0016584i,0.00090449+0.0011587i,0.0002213-0.0002938i,2.6908e-05-0.0012337i,-9.2139e-05-0.00032561i,-0.00063879+0.00072018i,-0.0012829+0.00010554i
-0.0037274-0.0012905i,-0.0060474+0.00056921i,-0.007372+0.0014459i,-0.0056034+0.0017582i,-0.001752+0.0025906i,0.00051431+0.0038818i,-0.0013425+0.0072843i,-0.0047954+0.011322i,-0.0071015+0.0106i,-0.007441+0.0064548i,-0.0066455+0.004317i,-0.0043854+0.0048441i,-0.0020377+0.0044001i,-0.0017888+0.0023022i,-0.0018366+0.0011344i,-0.00059569+0.00049439i,-7.0783e-05-0.0006795i,-0.00048112-0.00084124i,-0.0012395-0.00075509i,-0.0018587-0.0011328i,-0.0015462-0.00075187i,-0.0005416-0.00057035i,-0.00017529-0.00074343i
-0.0013263-0.0062492i,-0.0035995-0.0079208i,-0.005678-0.006256i,-0.004365-0.0019184i,-0.00066777+0.00040227i,0.0031881+0.00087957i,0.006421+0.0016943i,0.0088517+0.0033625i,0.0087239+0.0046768i,0.0057844+0.0059071i,0.0036544+0.0061794i,0.0040266+0.005093i,0.0034962+0.0032581i,0.00088907+0.0018348i,-0.00032716+0.00088238i,-0.000434-5.9785e-05i,-0.00061723-2.4467e-05i,-0.0015516-5.1642e-05i,-0.0018979-5.6797e-05i,-0.0015277+0.0010041i,-0.00035087+0.00097295i,0.00027406+0.00026046i,-3.453e-05-0.00032074i
0.0044693-0.00032221i,0.0045708-0.00059782i,0.0019658-0.0015943i,-0.0010676-0.00085462i,-0.0030862-0.00043184i,-0.0025219-0.0041736i,0.00015689-0.0094505i,0.0040684-0.012708i,0.0072172-0.012385i,0.007687-0.0085376i,0.0069321-0.0044129i,0.0046398-0.0032085i,0.0024785-0.0024062i,0.0013377-0.00034073i,0.00019421+0.00029222i,-2.9702e-05+0.00090515i,-7.0648e-05+0.001366i,7.5756e-05+0.00037997i,0.00057234-7.9767e-05i,0.00068292+0.00038127i,0.00079653+0.00084297i,0.00061798+0.00089661i,0.00013465+0.00028445i
-0.0027154+0.00072876i,-0.0052767+0.0020179i,-0.0070365+0.0016703i,-0.0061341+0.0015158i,-0.0044966+0.002491i,-0.005443+0.0022457i,-0.0092353-0.0012164i,-0.012158-0.0056727i,-0.010526-0.009337i,-0.006524-0.010583i,-0.0040769-0.0093771i,-0.0038231-0.0060908i,-0.003561-0.003407i,-0.0019323-0.0028996i,-0.00037073-0.0021716i,0.00028414-0.0006691i,0.00073495+6.719e-05i,0.0010458-4.6813e-05i,0.00030759-0.00027189i,-0.00019418-0.00051892i,-0.00018068-0.0004564i,-0.00064783-0.00076662i,-0.00043798-0.0016725i
-0.0012074+0.00015056i,-0.0014348+0.00020814i,-0.0018452-0.00035627i,-0.00088068+0.0011963i,0.0014391+0.0030579i,0.0027591+0.0040444i,-0.00016218+0.0074273i,-0.0049411+0.012619i,-0.0071551+0.01244i,-0.0078448+0.0068021i,-0.0086585+0.0023747i,-0.0083036+0.00076738i,-0.0065044-0.00064549i,-0.0043719-0.002095i,-0.0021675-0.0018159i,-0.00015951-0.0014532i,0.0006533-0.0017821i,0.00055168-0.0013431i,0.0001377-0.0012949i,-7.7673e-05-0.0008776i,-0.00018482-0.00016249i,-0.00085303-0.0010353i,-0.00087157-0.0014659i
-0.0028334-4.9435e-05i,-0.0047274+0.00065629i,-0.0050106+0.00021168i,-0.0036683-0.0017458i,-0.0011804-0.002779i,0.003814-0.0010553i,0.0095028+0.0012253i,0.013423+0.0047218i,0.012985+0.0084087i,0.0068847+0.0090196i,0.002162+0.0074064i,0.0014971+0.0054779i,0.0010634+0.0035358i,0.00028249+0.0017366i,-5.2529e-05+0.00024133i,0.00029402-0.0011123i,0.00060817-0.0011561i,0.001066-0.00044101i,0.00051663-0.00095542i,-0.00034676-0.0011336i,-0.00035122+2.279e-05i,-0.00086632-0.00025488i,-0.00074222-0.00092652i
-0.0012115-0.0027587i,-0.0020795-0.0037311i,-0.0028625-0.002033i,-0.0031274+9.0797e-05i,-0.0026491+0.00028781i,-0.00087783-0.0037675i,0.0016881-0.0094868i,0.0054477-0.012945i,0.0095408-0.01099i,0.010268-0.0055491i,0.0083586-0.0028566i,0.0060063-0.0029619i,0.00353-0.0026305i,0.0023364-0.00080819i,0.0019085+0.00043686i,0.0008799+0.0010506i,0.001052+0.0018137i,0.001729+0.0014557i,0.00034728-0.00024543i,-0.00052731-0.00059586i,-8.9598e-05+0.00049037i,1.1358e-05-2.7662e-06i,3.2817e-05-0.0007145i
-0.0017632-0.00019459i,-0.0018097-5.987e-05i,-0.0016968+0.0012258i,-0.0005055+0.0025149i,0.00017487+0.0028716i,-0.0020353+0.0017759i,-0.00806-0.0018315i,-0.013324-0.0069793i,-0.012761-0.010138i,-0.0072641-0.010292i,-0.0026841-0.0094306i,-0.00118-0.0081881i,-0.00016948-0.0061259i,0.00071077-0.0037638i,0.00075187-0.0022907i,0.0012932-0.001054i,0.0017316+0.00065111i,0.0013567+0.0015848i,0.00067775+0.0011547i,0.00043055+0.00075737i,0.00072872-4.5482e-05i,0.00090886-0.00068113i,0.0010324-0.00083363i
-0.00082731-0.0039784i,-0.00064777-0.0044451i,-0.0024073-0.0049529i,-0.0013134-0.0018552i,0.002883+0.0024095i,0.0046358+0.0064961i,0.00064785+0.010763i,-0.0050539+0.013538i,-0.0088208+0.011847i,-0.0096494+0.0054768i,-0.008256+0.00097409i,-0.0056719-9.7868e-05i,-0.0024821-0.0008604i,-0.00067933-0.0022508i,-0.00047779-0.0023257i,6.1659e-05-0.0012071i,0.0011824+0.00031453i,0.0016192+0.0021984i,0.0019163+0.0019659i,0.0024836+0.00078568i,0.0022871+0.0001448i,0.0017095-0.00011079i,0.0012787-0.00092697i
0.00056708+0.0019451i,0.0013173+0.0033027i,-0.00023211+0.0026611i,-0.0018457+0.0021296i,-0.00065457+0.0020559i,0.0033467+0.0016607i,0.0088776+0.0022541i,0.013352+0.0059331i,0.01367+0.0096114i,0.0088079+0.0099212i,0.0039931+0.0080746i,0.0029879+0.0064351i,0.002388+0.0045307i,0.00081677+0.0032834i,-0.00011373+0.0026824i,-0.00016291+0.0019273i,0.00049117+0.0014935i,0.0014071+0.0014377i,0.0014599+0.00087981i,0.00098375+0.00035241i,0.0010612-7.4164e-05i,0.00071911-0.00027883i,2.9771e-05-0.00038695i
0.00049879+0.0025953i,0.00052924+0.0013143i,0.0011373+0.00064821i,0.00023674+0.00012733i,-0.0022445-0.0006752i,-0.0036383-0.0032958i,-0.001463-0.0076491i,0.0046393-0.01275i,0.0099372-0.013874i,0.010316-0.0084893i,0.0087503-0.0030315i,0.0071611-0.0016992i,0.0038039-0.00085721i,0.0017076+0.0010629i,0.0020606+0.0020527i,0.0010732+0.0011504i,-7.9699e-05+0.00061259i,-0.00021619+0.0008139i,-0.00028126+1.5976e-05i,-0.00063533-0.00035065i,-0.00035927+0.00055048i,-0.00040453+0.00077418i,-0.00042302+0.00015051i
-0.0031107-0.0012429i,-0.0031342+0.00031638i,-0.0020629+0.002324i,-0.0004454+0.0053048i,0.00096919+0.0084175i,-0.0013793+0.0078742i,-0.0077766+0.0029402i,-0.012701-0.003555i,-0.012973-0.0079369i,-0.0091156-0.008106i,-0.0033831-0.0059455i,-0.00027363-0.0045404i,0.00078037-0.0026807i,0.0020172-0.00067623i,0.0024549-8.1242e-07i,0.002184+0.0008733i,0.0015618+0.0013448i,0.00052292+0.00077848i,-0.00029341+0.00058646i,-0.00061302+0.00065461i,-0.0007526+0.00073781i,-0.00076551+0.0013086i,-0.00020646+0.0021417i
0.0018144-0.00018206i,0.0018009-0.0005588i,0.00080776-0.00041338i,-0.00011825-0.0024099i,0.0013161-0.0032242i,0.003214+0.00048308i,0.0017692+0.0074335i,-0.0027197+0.014373i,-0.0068829+0.015874i,-0.0076934+0.010936i,-0.0064623+0.004986i,-0.0053074+0.0030759i,-0.0039306+0.0035354i,-0.003039+0.0026365i,-0.0025484+0.0014026i,-0.0017438+0.0010191i,-0.00056602+0.00093789i,-4.2916e-05+0.00079623i,0.00024698+0.00087925i,0.00050565+0.0007446i,4.0282e-05+0.0011197i,2.6965e-05+0.0012969i,-0.00042441+0.00070018i
0.0020809-0.00092833i,-0.00025723-0.0010386i,-0.0025578-0.00054386i,-0.0037599-0.0024004i,-0.0041204-0.0051773i,-0.0010029-0.0055681i,0.0052922-0.0028254i,0.011589+0.0027211i,0.014491+0.0063904i,0.010054+0.0058277i,0.0027802+0.0051961i,-0.00037101+0.0056158i,-0.0009904+0.0046045i,-0.0022976+0.0034275i,-0.0032134+0.0025802i,-0.0034722+0.0013863i,-0.0032411-9.7659e-05i,-0.0013377-0.001348i,0.00063113-0.0015181i,-2.7837e-05-0.00068867i,-0.0003942-0.0004498i,-5.7868e-05-0.0015445i,-0.00075237-0.0020574i
0.0025944+0.00042717i,0.00080726-0.00097336i,-0.0023511-0.0027933i,-0.00437-0.0009158i,-0.0063937+0.0015958i,-0.0079911-0.0012304i,-0.0061348-0.0072258i,-0.0017963-0.012106i,0.0026898-0.014232i,0.0045206-0.010262i,0.0040151-0.0038792i,0.0033935-0.0014841i,0.0015244-0.001598i,-0.00019806-0.0010627i,-5.8737e-05+0.00061514i,-0.0010508+0.001533i,-0.0014724+0.0013954i,-0.00063237+0.00045507i,-0.00069834-0.00061627i,-0.0010627-0.00083175i,-0.0011735-0.0013225i,-0.0013611-0.0013918i,-0.00084961-0.00096029i
-0.0024083+0.0010158i,-0.0026457+0.0004835i,-0.0017701+0.00012934i,0.00096232+0.001897i,0.0028374+0.0049739i,8.2235e-05+0.006993i,-0.0065186+0.0047396i,-0.013611-0.00013735i,-0.016726-0.0038412i,-0.013056-0.0054153i,-0.0073666-0.0051446i,-0.0046195-0.0049685i,-0.0042578-0.0048327i,-0.0031656-0.0040549i,-0.0020466-0.0025363i,-0.0012465-0.0017773i,5.3283e-05-0.0013873i,0.00042179-0.0009976i,-0.00030091-0.00053015i,-0.00025336+0.00022237i,-0.00079483+0.001134i,-0.0019508+0.00080824i,-0.0014614+9.9e-05i
-0.00084715-0.0029325i,-0.0018515-0.0042349i,-0.0038171-0.0048359i,-0.0026582-0.004806i,0.0011771-0.0045457i,0.004497-0.00093057i,0.0045689+0.0048241i,0.0012676+0.010852i,-0.0017907+0.013598i,-0.0022332+0.0093045i,-0.0026663+0.0028091i,-0.0043508-0.00020102i,-0.0042684-0.00051122i,-0.0022956-0.00030941i,-0.00097604-0.0017256i,0.000204-0.0031796i,0.00087118-0.0029482i,0.0017311-0.0024374i,0.0011223-0.0019669i,7.7108e-05-0.0013106i,0.00011954+0.00036768i,0.00066826+0.0011991i,0.0011918+0.00086572i
-0.00226-0.0016289i,-0.0024609-0.0014407i,-0.0036923-0.0011312i,-0.0045179-0.0010419i,-0.003897-0.0031095i,4.7558e-05-0.0078573i,0.0072862-0.010192i,0.013722-0.0075618i,0.015548-0.0034088i,0.012184-0.00098919i,0.0063478-0.00024068i,0.0032417+0.00054485i,0.0036636+0.001201i,0.0034692+0.00078566i,0.002573-6.6554e-05i,0.0010355-0.0011532i,0.00037889-0.0012567i,0.00062375-0.0011256i,0.0010305-0.0006755i,0.00056523+8.2298e-06i,0.0001788-0.00027987i,0.00055045-0.00054023i,0.00056026+5.9626e-05i
0.004197-0.00064773i,0.0034959-0.0012629i,0.0012967-0.00099757i,-0.0011484+0.0015559i,-0.0032497+0.0032311i,-0.006024+0.0010845i,-0.0071567-0.0062183i,-0.004546-0.01431i,-0.0016124-0.017607i,1.0427e-05-0.013579i,0.0012674-0.0073223i,0.003466-0.0046461i,0.0049407-0.0033621i,0.0043777-0.00072819i,0.0033365+0.00078631i,0.0021863+0.0013435i,0.0010794+0.002137i,0.0010751+0.0019627i,0.0012276+0.0012749i,0.00028028+0.00046903i,7.8672e-05-0.00065842i,0.00050087-0.0012827i,0.0007996-0.00058707i
0.00085997-0.0018205i,-0.0014649+0.00095964i,-0.0040581+0.00060012i,-0.0034826+0.0016101i,-0.0017211+0.0066191i,-0.0026833+0.012532i,-0.0069118+0.012747i,-0.011933+0.0085583i,-0.014385+0.004034i,-0.011096+0.0010242i,-0.0042521-0.0009914i,-0.00055664-0.0026559i,-0.00078705-0.0018776i,-0.0011941+0.00011405i,-0.00080072+0.0008326i,0.00082267+0.0012678i,0.0026436+0.0023821i,0.0033705+0.0030464i,0.0031641+0.0022425i,0.0014643+0.00066005i,-0.00032212+0.00011897i,-8.1858e-05-0.00040689i,0.00037026-0.000722i
-0.0075136+0.018567i,-0.0026874+0.018528i,0.0075845+0.021926i,0.016098+0.015895i,0.024167+0.0041597i,0.02453-0.0037873i,0.016116+0.0017893i,0.01077+0.013005i,0.0097806+0.018165i,0.010337+0.014892i,0.0077659+0.0065134i,0.0018284+0.0011251i,-0.0026077+0.00034924i,-0.0047467+0.00086714i,-0.0045129+0.00080802i,-0.0020785+0.0013746i,0.0011334+0.0013671i,0.0025851+0.00051364i,0.0028433+7.0631e-05i,0.0028829-0.00030632i,0.0019417-0.00035334i,0.00040882-0.00065469i,-0.00023008+0.00014636i
-0.0021778+0.00019776i,-0.0012667-0.00038878i,0.00021954-0.00014702i,-0.00071284-0.0012374i,-0.0022295-0.0044207i,0.00016177-0.0072231i,0.0076738-0.0076048i,0.015502-0.0085175i,0.018601-0.009832i,0.015081-0.0081956i,0.0082098-0.0042485i,0.00413+0.00030893i,0.0029327+0.0028705i,0.0015899+0.002864i,-0.00058327+0.0021807i,-0.0011731+0.0013284i,-0.0017337+0.00099405i,-0.0022467+0.0020204i,-0.00066101+0.0029724i,0.00032888+0.001859i,0.0005914+0.00044755i,0.001146+0.00063903i,0.00088532+0.0005523i
0.00092046-0.00029607i,1.156e-05-0.00097484i,-0.00091824-0.00063098i,-0.0029158+0.0015015i,-0.00678+0.0037204i,-0.011205+0.002327i,-0.012612-0.004969i,-0.012712-0.013045i,-0.013695-0.014658i,-0.012383-0.010685i,-0.0088166-0.0048798i,-0.0049907-0.002294i,-0.0029818-0.0028762i,-0.0024977-0.0026157i,-0.0024085-0.00084207i,-0.002955+0.0011354i,-0.0028754+0.0021635i,-0.0021882+0.0021938i,-0.0014527+0.001247i,-0.0010647-5.377e-05i,-0.0007822-0.0012862i,-0.00042423-0.0019936i,-0.00042792-0.0010897i
0.0040729+0.001659i,0.0038452-6.7943e-05i,0.0043874+0.00011061i,0.0060293+0.001264i,0.0081729+0.0048685i,0.0033661+0.0089069i,-0.0083544+0.01213i,-0.016709+0.015711i,-0.01737+0.018577i,-0.012645+0.01682i,-0.0073322+0.010872i,-0.0060249+0.0052298i,-0.0070028+0.0020592i,-0.0062702+0.00015842i,-0.0044442-0.00050074i,-0.0022319+0.00068186i,-0.00030444+0.0020038i,4.4014e-05+0.0020975i,-0.00072131+0.0014811i,-0.0012957+0.00063642i,-0.001326-0.0002623i,-0.0017076-0.00014596i,-0.0019655-0.00036146i
0.0032885+0.00060178i,0.0030452-0.00092566i,0.0021394-0.0025744i,0.0036222-0.0051319i,0.0067277-0.0065082i,0.0087007-0.0030073i,0.0091192+0.0069689i,0.01176+0.016597i,0.016464+0.018409i,0.016139+0.012681i,0.0099418+0.0062736i,0.0029942+0.0038129i,-0.0012674+0.0040107i,-0.0020426+0.0029602i,-0.00063491+0.00088032i,0.00010058-0.00050936i,8.2821e-05-0.0011951i,-0.00050339-0.001226i,-0.0011158-0.00039107i,-0.0010927+0.00043392i,-0.00065967+0.00055442i,-0.00031424+0.00055756i,-0.00041209+0.00049201i
0.0015424+0.002592i,-0.00093126+0.0019748i,-0.0044552+0.0003117i,-0.0090803-0.00065435i,-0.012266-0.0031697i,-0.0072889-0.0067156i,0.0039855-0.010355i,0.014204-0.01446i,0.017946-0.019531i,0.013447-0.020646i,0.0069953-0.015055i,0.0046676-0.0081685i,0.0043451-0.0043824i,0.0030969-0.0038926i,0.0012578-0.0038847i,-0.00043064-0.0029062i,-0.0015665-0.0017704i,-0.0020974-0.0017258i,-0.0019584-0.001815i,-0.00086931-0.00063334i,-7.801e-06+9.2291e-06i,0.0012949-0.00027315i,0.0022069-0.00043441i
-0.0027832+0.0018474i,-0.0038571+0.0038331i,-0.0024731+0.0054405i,-0.0023554+0.0076782i,-0.0042388+0.010006i,-0.0072416+0.0059495i,-0.010184-0.0062517i,-0.014839-0.018313i,-0.020884-0.021199i,-0.020866-0.01569i,-0.013692-0.0093119i,-0.0063331-0.0071686i,-0.0032981-0.0075007i,-0.0022296-0.0067613i,-0.00046306-0.0045578i,0.00014352-0.001978i,-0.00036974-0.00046304i,-0.00041974-0.0011685i,-0.00017386-0.0014162i,-0.00041019-0.00075638i,-2.0451e-05-0.00028431i,0.0013676+0.00024432i,0.00051763+0.00012357i
-0.0018212-0.0029863i,-0.0051054-0.004557i,-0.0043934-0.0052865i,0.0002757-0.0044335i,0.004559-0.00064892i,0.0032217+0.003585i,-0.0056718+0.0052357i,-0.016103+0.0094601i,-0.018827+0.017757i,-0.013503+0.019984i,-0.007712+0.014228i,-0.005264+0.0072479i,-0.0044543+0.0031185i,-0.0030131+0.0019826i,-0.0011468+0.0019693i,-0.00049502+0.0013084i,0.00014526-2.7122e-05i,0.00027337-0.0004779i,-0.00050046-0.00054906i,-0.00055733-0.00020714i,-0.00057263-9.3784e-05i,-0.00058647-0.00074778i,-0.00069081-0.00089674i
-0.0017403-0.0059931i,-0.0027722-0.0072067i,-0.0043428-0.0068092i,-0.0029938-0.0064338i,0.00055523-0.0077495i,0.0041775-0.0060519i,0.0052356+0.0035537i,0.0089486+0.015299i,0.017455+0.019019i,0.02123+0.014229i,0.016164+0.0090373i,0.010103+0.0069272i,0.0077228+0.0053544i,0.0066537+0.0033304i,0.0038486+0.0012306i,0.0019384-0.00087253i,0.0014023-0.0023916i,0.0016311-0.0030397i,0.0015736-0.0027157i,0.00079233-0.0017669i,0.00027937-0.00037706i,-0.00013508+0.00027725i,-0.00058483-6.5934e-06i
0.0039628-0.0030258i,0.0046521-0.0025975i,0.0013413-0.0012173i,-0.0042065-0.00058496i,-0.0098312-0.0024335i,-0.0095909-0.0041787i,0.0012365-0.0035477i,0.014398-0.0064271i,0.018177-0.016475i,0.012562-0.021663i,0.007828-0.015833i,0.0080445-0.007713i,0.0099668-0.0040814i,0.0090155-0.0036825i,0.0050997-0.0030373i,0.0024715-0.00234i,0.0021336-0.0018508i,0.0019103-0.0017489i,0.0012106-0.0020491i,0.00074428-0.0012455i,0.0010707-0.00026144i,0.0011279+0.0003157i,0.0011542+0.0015469i
