-0.0046395+0.00047259i,-0.0021171+0.0016247i,-0.00040361+0.0039409i,0.0007815+0.0044427i,0.0018782+0.0036377i,0.0010687+0.0021855i,-0.00020073+0.0016076i,-0.00034682+0.0015227i,0.00073271+0.00097805i,0.00080984+0.00059977i,0.00010883+5.3442e-05i,0.00020155-0.00091843i,0.00022096-0.0022397i,6.0796e-05-0.0026687i,-0.00060938-0.0014593i,-0.0010103-0.00043105i,-0.0010684-0.00059749i,-0.00092383-0.00087218i,-0.00023248-0.00042101i,0.0004189+0.0004836i,0.00057712+0.00041933i,0.00052444-0.00012965i,0.00083722-0.00035133i
-0.026794+0.011407i,-0.02238+0.028551i,0.033115+0.011112i,0.096545-0.092384i,0.097851-0.21452i,0.074364-0.24289i,0.061661-0.1803i,0.037982-0.092776i,0.031804-0.024436i,0.040014-0.0034565i,0.02148-0.0088806i,-0.0035541-0.0069426i,-0.0095209-0.0057855i,-0.01154-0.013274i,-0.022042-0.019583i,-0.035401-0.019292i,-0.039908-0.016991i,-0.026812-0.01754i,-0.0038361-0.019331i,0.012837-0.021264i,0.019901-0.01986i,0.020354-0.01043i,0.012985-0.00050131i
-0.0051664-0.035815i,-0.046934-0.076618i,-0.11097-0.087425i,-0.10754-0.033287i,-0.013388+0.050423i,0.049861+0.11215i,0.035326+0.12725i,-0.002453+0.094233i,-0.038277+0.054224i,-0.045683+0.043403i,-0.017946+0.045802i,0.0039457+0.037626i,0.00057552+0.029143i,-0.0072009+0.03058i,-0.0031613+0.037765i,0.0081786+0.043405i,0.011404+0.044766i,0.0018338+0.043367i,-0.0093644+0.0385i,-0.012125+0.032638i,-0.0076144+0.025573i,0.0017114+0.015595i,0.0099586+0.0070773i
0.041953+0.021288i,0.099042+0.037815i,0.13365+0.061418i,0.083764+0.10749i,-0.016665+0.13489i,-0.067292+0.092675i,-0.043568+0.019063i,0.011781-0.020385i,0.04875-0.031291i,0.038756-0.03198i,0.013563-0.025352i,0.007998-0.017342i,0.014263-0.013708i,0.020432-0.014249i,0.026391-0.019676i,0.032754-0.030862i,0.037892-0.03972i,0.03539-0.035094i,0.024345-0.021416i,0.014634-0.01086i,0.0057706-0.0069733i,-0.0050074-0.0065349i,-0.010118-0.0079942i
-0.037059+0.006513i,-0.060373+0.0020746i,-0.061309-0.069623i,-0.045493-0.20613i,-0.020451-0.28854i,0.019954-0.25755i,0.04467-0.18141i,0.022345-0.11048i,-0.0018484-0.053917i,-0.0013266-0.026603i,-0.0050311-0.016938i,-0.011979-0.0088366i,-0.01103-0.0084345i,-0.014039-0.013538i,-0.027265-0.015254i,-0.044744-0.0095955i,-0.054723-0.0046734i,-0.046711-0.0066376i,-0.027921-0.010062i,-0.013538-0.010318i,-0.0036487-0.0073752i,0.0034738-0.0042306i,0.0013491-0.00053616i
-0.0015466-0.024868i,-0.029764-0.0098928i,-0.050304+0.090327i,-0.012371+0.23408i,0.050965+0.30046i,0.060342+0.27558i,0.023319+0.22301i,-0.0073775+0.14931i,-0.033162+0.082203i,-0.034789+0.054189i,-0.0045165+0.032132i,0.0091902+0.008399i,0.0012996+0.010037i,0.0024393+0.024435i,0.015305+0.032654i,0.026502+0.035551i,0.025511+0.037792i,0.012558+0.035886i,-0.002708+0.024768i,-0.011721+0.0118i,-0.014808+0.004466i,-0.011763+0.0058978i,0.0003226+0.011413i
0.040177+0.0053271i,0.086011-0.03258i,0.1019-0.11004i,0.043497-0.16298i,-0.050882-0.14726i,-0.093994-0.11234i,-0.061824-0.10113i,-0.0053231-0.088132i,0.031437-0.069014i,0.027704-0.053741i,-0.00017561-0.032581i,-0.01206-0.012648i,-0.0036856-0.010747i,0.0014086-0.021644i,-0.0009434-0.031198i,0.0017414-0.037634i,0.013602-0.039335i,0.024445-0.034151i,0.024164-0.02753i,0.015906-0.022831i,0.0079173-0.018176i,0.0041997-0.014644i,0.0019836-0.015869i
-0.030407+0.033613i,-0.056799+0.076824i,-0.074597+0.095276i,-0.071678+0.046258i,-0.03905-0.03259i,-0.0030453-0.069155i,-3.2306e-05-0.051087i,-0.015546-0.011558i,-0.015747+0.010126i,-0.007487+0.011681i,-0.00085609+0.016393i,0.0026777+0.019816i,-0.00077822+0.014575i,-0.0084491+0.011096i,-0.019385+0.012959i,-0.03235+0.019097i,-0.038792+0.02147i,-0.028951+0.01646i,-0.010126+0.01304i,0.0024487+0.01533i,0.0096519+0.018682i,0.013364+0.014415i,0.0065596+0.0054563i
-0.0093328-0.031409i,-0.011553-0.040963i,0.022962+0.0045433i,0.097373+0.086912i,0.12442+0.13534i,0.060386+0.14582i,-0.01057+0.1508i,-0.033639+0.13179i,-0.035448+0.094842i,-0.02504+0.060242i,-0.0098962+0.022842i,-0.0056119+0.00057832i,-0.0049422+0.00402i,0.0033018+0.014445i,0.016453+0.020055i,0.027791+0.019993i,0.029727+0.0191i,0.018239+0.017689i,0.003716+0.011988i,-0.0034115+0.0036446i,-0.0069969-0.006208i,-0.011742-0.010333i,-0.010624-0.0050354i
0.034233-0.0024973i,0.045749-0.053733i,-0.0044373-0.14283i,-0.10607-0.20411i,-0.15241-0.18965i,-0.10388-0.1514i,-0.039056-0.13162i,-0.0041538-0.10308i,0.011414-0.07042i,0.0046722-0.054741i,-0.016985-0.033628i,-0.020392-0.0098405i,-0.0089572-0.0081098i,-0.0085045-0.018485i,-0.015355-0.024394i,-0.016836-0.026695i,-0.009992-0.027808i,6.102e-06-0.024994i,0.002976-0.018703i,0.0012707-0.011433i,0.0012565-0.0051743i,0.0040378-0.00014252i,0.0059593+0.00097706i
-0.00937+0.040611i,0.013029+0.10856i,0.074774+0.17899i,0.13242+0.19173i,0.13782+0.13507i,0.11462+0.06123i,0.081919+0.0054765i,0.040826-0.023434i,0.016524-0.022302i,0.017588-0.0037497i,0.029543+0.0052148i,0.029434-0.0010089i,0.014082-0.0016455i,0.004156+0.0066334i,0.0022168+0.012557i,-0.0041049+0.013978i,-0.014781+0.011745i,-0.017412+0.0065246i,-0.0086951+0.0022164i,0.00080148+0.001766i,0.0059497+0.0054019i,0.0091951+0.0086394i,0.0099964+0.010106i
-0.028459-0.033408i,-0.071487-0.061071i,-0.10132-0.080387i,-0.082671-0.085597i,-0.0512-0.061214i,-0.046096-0.00073776i,-0.037751+0.048261i,-0.022749+0.042738i,-0.024569+0.015621i,-0.02614+0.0038692i,-0.019612-0.0012587i,-0.016009-0.0043551i,-0.012171-0.0025168i,-0.0032808-0.00056069i,0.010105+0.00010287i,0.023046-0.0017506i,0.026332-0.0033341i,0.015504-0.0016371i,0.0017023-0.0012529i,-0.0036338-0.0068754i,-0.0049576-0.015486i,-0.0091502-0.01877i,-0.011348-0.014081i
0.028713-0.011146i,0.039907-0.034906i,-0.0043347-0.044698i,-0.067076-0.0074704i,-0.058838+0.027045i,0.00099176-0.00060233i,0.038389-0.038097i,0.055492-0.037915i,0.054598-0.030918i,0.026276-0.028066i,0.00057207-0.013147i,-0.0013121+0.0018304i,0.005228-0.00059675i,-6.3519e-05-0.010177i,-0.013135-0.014643i,-0.018454-0.013368i,-0.010869-0.010423i,0.0037796-0.0070826i,0.013559-0.0035595i,0.012671+0.0019349i,0.0088661+0.011599i,0.010054+0.018207i,0.0096413+0.013368i
0.0086016+0.035931i,0.054297+0.067417i,0.14135+0.064352i,0.18816+0.022502i,0.13205-0.00073842i,0.049316+0.0027771i,0.0042009-0.0015695i,-0.017359-0.0055943i,-0.0076354+0.0077422i,0.022357+0.01605i,0.034506+0.0030575i,0.021949-0.011479i,0.0062318-0.0066952i,0.0036143+0.0063006i,0.0040406+0.011729i,-0.0031308+0.012307i,-0.012169+0.012035i,-0.015644+0.0085861i,-0.015531+0.003679i,-0.016378+0.0016582i,-0.01409+0.0011626i,-0.0081369-0.0010422i,-0.0059453-0.0025956i
-0.039444-0.014448i,-0.10492-0.015331i,-0.17279-0.00037241i,-0.19029-0.0085448i,-0.16032-0.041555i,-0.12974-0.021874i,-0.10582+0.034403i,-0.088266+0.054199i,-0.082079+0.03902i,-0.070477+0.020598i,-0.051856+0.013883i,-0.033257+0.013705i,-0.018582+0.011594i,-0.0098945+0.0063416i,-0.0019322+0.0027479i,0.0080096+0.0024662i,0.01291+0.0060842i,0.0078846+0.011886i,0.001092+0.014906i,0.00024618+0.010565i,0.00092325-0.0021422i,-0.0026725-0.014452i,-0.0048082-0.015497i
0.038092-0.02248i,0.069333-0.054639i,0.087754-0.050913i,0.10769+0.02207i,0.13906+0.078934i,0.13984+0.03948i,0.11073-0.014758i,0.096737-0.020308i,0.081695-0.015857i,0.049244-0.012208i,0.02571-0.0048285i,0.01811-0.0010004i,0.014046-0.0029682i,0.0063187-0.007574i,-0.002203-0.0096538i,-0.0072642-0.0098574i,-0.0022925-0.012673i,0.011926-0.017503i,0.021171-0.020534i,0.020386-0.016644i,0.014422-0.003961i,0.010491+0.010999i,0.011305+0.015474i
0.0057451+0.038214i,0.032604+0.055375i,0.048951+0.0048686i,-0.0019961-0.088038i,-0.084442-0.10716i,-0.1014-0.056732i,-0.068098-0.032043i,-0.042575-0.031191i,-0.015027-0.016416i,0.012747-0.0046693i,0.018887-0.006891i,0.010161-0.010424i,0.003196-0.0072104i,0.0047083+0.0017578i,0.0099739+0.0077562i,0.0077786+0.0060632i,-0.0038968+0.00016852i,-0.015858-0.0053775i,-0.020762-0.006895i,-0.018802-0.0043413i,-0.011764-0.0017423i,-0.0054653-0.0016998i,-0.0054204-0.0019053i
-0.042417-0.0035067i,-0.091405+0.030461i,-0.10491+0.10109i,-0.053179+0.13273i,0.00057796+0.08664i,0.0099945+0.054636i,0.0013481+0.073931i,-0.014189+0.073427i,-0.039299+0.045822i,-0.053556+0.027975i,-0.047402+0.027307i,-0.029183+0.030974i,-0.012234+0.023878i,-0.006906+0.011739i,-0.0070017+0.0063775i,-0.00027718+0.0084446i,0.0069811+0.015058i,0.0089807+0.021654i,0.010818+0.023149i,0.015202+0.017049i,0.017374+0.0050061i,0.014056-0.0085534i,0.0081575-0.015093i
0.026626-0.03879i,0.043126-0.10444i,0.041856-0.14602i,0.05427-0.097535i,0.09532-0.013273i,0.11369+0.0028597i,0.095545-0.025126i,0.081789-0.026361i,0.081235-0.01668i,0.070736-0.019087i,0.044808-0.025207i,0.017703-0.025734i,0.001419-0.01688i,-0.0066058-0.009635i,-0.013175-0.0077418i,-0.014949-0.00643i,-0.0057975-0.0088317i,0.0066019-0.014176i,0.0089531-0.018198i,-0.001554-0.017745i,-0.016809-0.0082042i,-0.022+0.005394i,-0.016768+0.010435i
0.021541+0.040509i,0.054487+0.070624i,0.046077+0.051597i,-0.059196-0.01243i,-0.17256-0.047188i,-0.18738-0.038623i,-0.14382-0.038703i,-0.10662-0.047476i,-0.076006-0.038056i,-0.046233-0.017578i,-0.020933-0.0042296i,-0.0075286-0.006453i,-0.0066356-0.010855i,-0.0032218-0.0064535i,0.0052575-0.0013457i,0.0065878+0.00040004i,-0.0040294+0.00086952i,-0.017423+0.0024299i,-0.020005+0.0066241i,-0.012772+0.0094251i,-0.0034952+0.0073127i,0.0017874+0.0037522i,0.00011904+0.0051591i
-0.041176+0.00094865i,-0.071289+0.041598i,-0.025081+0.10422i,0.11004+0.11549i,0.19066+0.052901i,0.14125+0.0078616i,0.059355+0.022185i,0.0090214+0.030213i,-0.02943+0.019398i,-0.045895+0.019038i,-0.029077+0.024223i,-0.0046846+0.025895i,0.0084503+0.017769i,0.00828+0.0053915i,0.0032988-0.00014223i,0.0017815+0.0011857i,0.0030952+0.0079185i,0.0075008+0.013311i,0.011682+0.0090072i,0.014011+0.0001853i,0.017943-0.0055404i,0.022651-0.0090452i,0.025297-0.010456i
0.013316-0.044205i,-0.013818-0.11588i,-0.09474-0.16661i,-0.16513-0.12549i,-0.13347-0.039709i,-0.038181-0.01223i,0.024346-0.028679i,0.055482-0.020146i,0.079697-0.0078437i,0.074901-0.023372i,0.041289-0.037969i,0.012925-0.031888i,0.0042622-0.016386i,0.003659-0.0042754i,0.0022061-0.00024249i,0.00088574-0.0038353i,0.0043313-0.01351i,0.0074766-0.021769i,0.0017058-0.021342i,-0.010371-0.013643i,-0.020717-0.0043788i,-0.023945+0.0019405i,-0.020525+0.0020743i
0.035012+0.033959i,0.10297+0.059583i,0.16085+0.048498i,0.11725-0.0010982i,-0.0017743-0.028604i,-0.064717-0.017955i,-0.058769-0.018916i,-0.055914-0.032159i,-0.058639-0.024396i,-0.047238+0.0016926i,-0.029352+0.019524i,-0.016134+0.01764i,-0.010517+0.0090756i,-0.0045264+0.0055304i,0.004305+0.0053833i,0.0082897+0.0050919i,0.0037099+0.0056767i,-0.0023308+0.0077946i,0.001018+0.010261i,0.013383+0.010644i,0.022753+0.005588i,0.017806-0.0007942i,0.0040234-0.00090488i
-0.04176+0.012077i,-0.081907+0.0511i,-0.05828+0.094099i,0.058992+0.083567i,0.15603+0.029281i,0.13563+0.013016i,0.071957+0.047104i,0.035985+0.059289i,0.013993+0.03631i,0.0048855+0.013594i,0.0056087+0.0034159i,0.0039911+0.0053102i,0.0022613+0.0096865i,-0.002132+0.0071368i,-0.010742+0.0029665i,-0.014772+0.0057848i,-0.0088678+0.011169i,0.00077009+0.010168i,0.0044072+0.0022741i,0.00061046-0.0058386i,-0.002954-0.0070274i,0.00045891-0.0022036i,0.0076185-0.00077283i
0.00089285-0.042747i,-0.035489-0.096733i,-0.13727-0.11295i,-0.24205-0.03358i,-0.2317+0.067354i,-0.1194+0.08301i,-0.018962+0.048552i,0.045626+0.030598i,0.077684+0.014243i,0.06219-0.011958i,0.027689-0.027531i,0.0053657-0.030347i,-0.004855-0.027045i,-0.0070312-0.018752i,-0.0044024-0.011737i,0.00017543-0.010738i,0.0041469-0.015189i,0.0031189-0.017i,-0.0036212-0.01069i,-0.010944-0.0022926i,-0.015317+0.0023679i,-0.015219+0.0022102i,-0.011407+0.0016203i
0.042932+0.02389i,0.13036+0.028709i,0.23814-0.01327i,0.26619-0.093501i,0.16839-0.12894i,0.042457-0.097362i,-0.029651-0.074162i,-0.069332-0.069396i,-0.082937-0.039799i,-0.061305+0.0068246i,-0.025112+0.034242i,0.00064164+0.030034i,0.007863+0.011361i,0.0077388+0.00090634i,0.0085778-0.0010441i,0.0051053-0.0014561i,-0.0045188+0.0030834i,-0.0072759+0.00916i,0.0010578+0.0089947i,0.011786+0.0046499i,0.019499+0.00029652i,0.018473-0.0034535i,0.0090832-0.0042221i
-0.048169+0.023798i,-0.10613+0.083425i,-0.14162+0.1613i,-0.098761+0.17937i,-0.016366+0.11071i,0.015453+0.042598i,-0.0026173+0.033805i,-0.020135+0.046651i,-0.017135+0.036675i,-0.0055874+0.0062063i,-0.002608-0.012183i,-0.0022123-0.0035139i,0.004817+0.010287i,0.0051892+0.011898i,-0.003943+0.011112i,-0.0092292+0.012806i,-0.0068466+0.012753i,-0.0038527+0.0089984i,-0.0071825+0.0012181i,-0.016258-0.0034529i,-0.021482+0.001326i,-0.016488+0.0092872i,-0.0061817+0.010956i
0.0013312-0.048187i,-0.023313-0.11685i,-0.083369-0.15638i,-0.14241-0.094266i,-0.12739+0.0093249i,-0.042372+0.035014i,0.033937+0.00080541i,0.068677-0.022677i,0.061498-0.024018i,0.02809-0.014377i,0.0021147-0.0092141i,-0.011257-0.011756i,-0.01719-0.009285i,-0.012676-0.0031305i,-0.0015824-0.0020176i,0.01047-0.0069014i,0.01728-0.014739i,0.014988-0.016229i,0.010254-0.0094983i,0.0086719-0.004192i,0.0061288-0.0046233i,0.0025268-0.0052578i,-0.00082206-0.0030218i
0.042894+0.022588i,0.12747+0.024424i,0.23155-0.030968i,0.26213-0.13573i,0.17738-0.18571i,0.055273-0.14743i,-0.024214-0.10476i,-0.060245-0.088339i,-0.067857-0.058353i,-0.043777-0.014131i,-0.009763+0.0096489i,0.0071772+0.0089274i,0.0088913+0.0024439i,0.0076703-0.00033862i,0.0046833+1.9111e-05i,-0.0017383+0.0034873i,-0.0074149+0.009097i,-0.0045319+0.010021i,0.0050752+0.005281i,0.014181+0.001723i,0.018349-0.0012141i,0.016735-0.0062483i,0.011285-0.0086076i
-0.038235+0.036886i,-0.096968+0.11282i,-0.14968+0.23108i,-0.14479+0.30162i,-0.09356+0.25378i,-0.045284+0.17312i,-0.011753+0.15222i,0.021394+0.14807i,0.045298+0.09535i,0.036048+0.020541i,0.011397-0.015762i,0.00060197-0.013393i,0.0011021-0.0050928i,-0.00040876-0.0011527i,-0.0048624+0.0034026i,-0.0051972+0.007712i,-0.00056853+0.0081911i,0.0010892+0.0058512i,-0.0039094+0.0030105i,-0.011352+0.0010853i,-0.015749+0.0029419i,-0.014051+0.005201i,-0.0072399+0.002428i
-0.0058948-0.053307i,-0.027087-0.14377i,-0.065288-0.23842i,-0.082172-0.24051i,-0.042487-0.14516i,0.015725-0.064465i,0.049501-0.044058i,0.05805-0.034594i,0.046477-0.012844i,0.026228+0.0094686i,0.011784+0.018554i,0.0033038+0.011566i,-0.0035801+0.0018103i,-0.0041975-0.0028961i,0.0017715-0.0082963i,0.0079129-0.016889i,0.011253-0.021029i,0.011004-0.016911i,0.0096284-0.0091381i,0.010965-0.0049533i,0.010896-0.0059285i,0.0067999-0.0054149i,0.00030633-0.0011625i
0.043838+0.02185i,0.12325+0.04042i,0.20593+0.031311i,0.2036-0.024309i,0.099191-0.076379i,-0.021257-0.089341i,-0.098707-0.08897i,-0.13384-0.079484i,-0.11956-0.047196i,-0.067118-0.014923i,-0.024361-0.0013416i,-0.0068675+0.0042858i,0.0020038+0.0060295i,0.0054259+0.0021731i,-0.00095726+0.00036098i,-0.013954+0.0050292i,-0.023201+0.012308i,-0.02145+0.014145i,-0.013592+0.0081673i,-0.0077746+0.004059i,-0.0041313+0.0057324i,5.9256e-05+0.0079529i,0.0030725+0.0080019i
-0.037244+0.034327i,-0.089627+0.10313i,-0.13156+0.20813i,-0.11547+0.28008i,-0.05081+0.25777i,0.020306+0.18895i,0.068073+0.14352i,0.081191+0.105i,0.060998+0.05081i,0.023495+0.0046343i,-0.0054753-0.013728i,-0.015596-0.012338i,-0.016121-0.0048795i,-0.015543+0.0027143i,-0.011944+0.0079782i,-0.0027775+0.0083273i,0.0058143+0.0044056i,0.0056131+0.0024864i,-0.0012799+0.0024362i,-0.0091496+1.602e-05i,-0.012379-0.0026967i,-0.0094053-0.0047623i,-0.0041474-0.0066997i
-0.0096648-0.051679i,-0.035312-0.14368i,-0.070886-0.25971i,-0.075714-0.31224i,-0.029219-0.25987i,0.025886-0.17332i,0.057491-0.12705i,0.063957-0.1083i,0.045054-0.073566i,0.024255-0.024273i,0.01885+0.0021185i,0.016528-0.00068207i,0.0087379-0.0079392i,0.0042489-0.0079645i,0.0062271-0.0081885i,0.0082532-0.012432i,0.0097652-0.015485i,0.011973-0.01513i,0.014433-0.011665i,0.016962-0.0085558i,0.015718-0.0079943i,0.0084557-0.0079538i,-0.00011681-0.0064569i
0.046798+0.019215i,0.1283+0.052253i,0.20991+0.091087i,0.19791+0.10573i,0.076625+0.081695i,-0.054587+0.043657i,-0.12185+0.025957i,-0.12226+0.028767i,-0.077927+0.023102i,-0.031452+0.0022146i,-0.0089232-0.007556i,0.0025368-0.0027349i,0.010415-0.0018893i,0.0083157-0.0038781i,0.00067623+0.0021901i,-0.0074249+0.012905i,-0.011424+0.019321i,-0.0089567+0.017336i,-0.0065518+0.010846i,-0.0055594+0.0074792i,-0.0026015+0.0092776i,0.0027939+0.011077i,0.0061819+0.009091i
-0.035333+0.028873i,-0.095724+0.077686i,-0.15192+0.13004i,-0.13561+0.1476i,-0.038979+0.12393i,0.055929+0.0966i,0.090949+0.097371i,0.085329+0.10173i,0.064909+0.076794i,0.034189+0.038267i,0.0079119+0.015188i,-0.00183+0.0093902i,-0.0028821+0.010965i,-0.00099596+0.012056i,0.0042223+0.0098917i,0.011991+0.0052214i,0.018124+0.00050005i,0.016795-0.00033557i,0.0087025+0.0017134i,0.0011505+0.00098687i,-0.0011939-0.0027871i,-0.00017201-0.0054734i,0.0023035-0.0068052i
-0.0083563-0.045769i,-0.027608-0.12426i,-0.048498-0.21898i,-0.057356-0.26339i,-0.054042-0.23431i,-0.048833-0.18077i,-0.044383-0.15644i,-0.042011-0.13749i,-0.038487-0.085489i,-0.020755-0.026475i,-0.00043727-0.0013375i,0.0051981-0.0006634i,0.0040888-0.0030783i,0.006817-0.0076549i,0.007132-0.015285i,0.0015322-0.018929i,-0.0040964-0.015994i,-0.0034882-0.011065i,0.0014779-0.0079703i,0.0069618-0.0056193i,0.0079007-0.0018833i,0.0034344+0.0012962i,-0.0011683+0.0033974i
0.04601+0.01412i,0.1224+0.044107i,0.20019+0.098038i,0.19958+0.15405i,0.10399+0.17082i,0.0048157+0.13997i,-0.040393+0.090521i,-0.050917+0.048923i,-0.041451+0.016418i,-0.027827-0.0078697i,-0.0224-0.013659i,-0.019395-0.005773i,-0.015656+0.0010999i,-0.013089+0.0052905i,-0.011756+0.0093298i,-0.013176+0.011669i,-0.016219+0.01093i,-0.016184+0.0087864i,-0.01404+0.0062303i,-0.014203+0.0032273i,-0.012648+0.0018661i,-0.0065995+0.0020239i,-0.0018022+0.001846i
-0.036564+0.029257i,-0.097627+0.069306i,-0.16881+0.092145i,-0.16791+0.06139i,-0.061464+0.0085706i,0.062277+0.000386i,0.12613+0.03387i,0.13526+0.047395i,0.10046+0.028014i,0.048162+0.013208i,0.018001+0.0088602i,0.0077362+0.0023376i,0.00072111+0.00043247i,-0.0021466+0.004133i,0.0017827+0.004228i,0.008953-0.001697i,0.013838-0.0071144i,0.01245-0.0084846i,0.0079922-0.0073214i,0.004952-0.0051003i,0.0034603-0.0057716i,0.0022634-0.0082877i,0.00052504-0.0085748i
-0.0072208-0.039478i,-0.010238-0.10181i,-0.00058974-0.1699i,-0.0039852-0.18501i,-0.050928-0.13416i,-0.10513-0.08053i,-0.11352-0.062923i,-0.087459-0.055323i,-0.054174-0.031795i,-0.02086-0.0084921i,-0.0011614-0.0017918i,0.003139-0.003767i,0.0030428-0.0094407i,-0.0011217-0.015113i,-0.0084316-0.014935i,-0.013353-0.0097085i,-0.01159-0.0045638i,-0.0036917-0.0026287i,0.0032559-0.0023841i,0.0073229-0.0021875i,0.0080793-0.00032034i,0.005191+0.0026615i,0.0033594+0.005068i
0.038981+0.009143i,0.095361+0.032276i,0.14601+0.080667i,0.15024+0.13256i,0.11308+0.14247i,0.063213+0.10496i,0.0065551+0.066275i,-0.035571+0.05371i,-0.035483+0.041181i,-0.020885+0.014394i,-0.017059+0.00034675i,-0.01378+0.0053189i,-0.008559+0.011716i,-0.0057563+0.015121i,-0.0043589+0.017425i,-0.0033686+0.018341i,-0.002847+0.016466i,-0.0022945+0.013576i,-0.0037848+0.010273i,-0.0077443+0.0059442i,-0.0087127+0.0020119i,-0.0042934-0.00045349i,0.0013922-0.0022334i
-0.027516+0.026758i,-0.076884+0.058062i,-0.14012+0.06492i,-0.15126+0.01081i,-0.077906-0.071423i,0.0089614-0.10214i,0.05336-0.078139i,0.059556-0.053722i,0.037153-0.036597i,0.014587-0.01296i,0.01194-0.00023936i,0.013716-0.003367i,0.012193-0.0047046i,0.013476-0.0047794i,0.01594-0.0077946i,0.017793-0.0090654i,0.017442-0.0073688i,0.012285-0.0053938i,0.0083132-0.0036248i,0.0097034-0.0017472i,0.0099446-0.0013227i,0.0052238-0.0020151i,0.0005722-0.0012333i
-0.0080722-0.034686i,-0.0036101-0.088115i,0.020124-0.13844i,0.029344-0.12221i,-0.014487-0.038822i,-0.058939+0.015452i,-0.053713-0.009812i,-0.033536-0.0471i,-0.018968-0.044294i,-0.0044183-0.027986i,0.00073716-0.018861i,-0.00054547-0.011207i,-0.001927-0.0083064i,-0.0048052-0.0093858i,-0.0079535-0.0086955i,-0.010998-0.0072461i,-0.012399-0.006258i,-0.0096529-0.0056864i,-0.0057439-0.0045117i,-0.0037476-0.0031943i,-0.0032251-0.0013306i,-0.0024567+0.0015051i,-0.0015012+0.0038717i
0.03023+0.0082385i,0.063982+0.034009i,0.089216+0.084524i,0.096686+0.11868i,0.10478+0.09428i,0.10571+0.052824i,0.078535+0.054352i,0.055166+0.070275i,0.046076+0.048939i,0.024447+0.016859i,0.0014798+0.0099924i,-0.0054715+0.013421i,-0.0036749+0.014406i,0.00090374+0.016632i,0.0063724+0.017123i,0.0078194+0.012768i,0.0041243+0.0067821i,0.00028727+0.0030286i,-0.0024131+0.0018206i,-0.0054342+0.0013159i,-0.0052192-0.00067787i,-0.003058-0.0043366i,-0.0012732-0.0077415i
-0.017692+0.019851i,-0.051616+0.03823i,-0.097452+0.023661i,-0.1262-0.033506i,-0.12622-0.07347i,-0.10411-0.045127i,-0.058101+0.011125i,-0.014246+0.032251i,-0.00069064+0.028859i,0.0012276+0.027142i,0.0066438+0.017681i,0.0079264+0.0037202i,0.006116-0.0050074i,0.0039823-0.010328i,0.0019925-0.012243i,0.0037216-0.010831i,0.0087482-0.0072883i,0.010249-0.004146i,0.0092652-0.0034945i,0.01067-0.0030948i,0.012197-0.001299i,0.0098748+0.0018033i,0.0054733+0.0039416i
-0.0094345-0.026349i,-0.0064962-0.063541i,0.013442-0.09223i,0.03439-0.055595i,0.027371+0.030985i,0.0016104+0.057423i,-0.031835+0.0073017i,-0.063115-0.022399i,-0.058664-0.010326i,-0.032225-0.0056695i,-0.020992-0.0092752i,-0.018234-0.0054837i,-0.015374+0.00052642i,-0.016447+0.0041917i,-0.019159+0.0049095i,-0.021768+0.0038679i,-0.020723+0.0028375i,-0.013746+0.0026882i,-0.0078429+0.0027111i,-0.0065889+0.0013821i,-0.0078332+0.00046988i,-0.0059505+0.00058015i,-0.00065283-0.00023277i
0.022913+0.0058814i,0.047661+0.02851i,0.065227+0.072478i,0.074939+0.079249i,0.089343+0.0027886i,0.078671-0.073253i,0.036205-0.068478i,0.010869-0.036219i,0.0012366-0.027488i,-0.0085741-0.018672i,-0.0076054-0.0041259i,-0.0024535+0.0014573i,0.001087+0.0032818i,0.0071605+0.0045098i,0.012265+0.0037099i,0.011773+0.0032415i,0.0068948+0.0046414i,0.0024462+0.0061731i,0.0008195+0.0055536i,0.0005893+0.0041318i,0.0011211+0.0019571i,0.0020636-0.00091347i,0.00046072-0.0021417i
-0.011232+0.014349i,-0.033678+0.015474i,-0.071119-0.013527i,-0.11298-0.052694i,-0.13566-0.036755i,-0.1017+0.022592i,-0.020369+0.035187i,0.028086-0.0015517i,0.024352-0.018045i,0.017817-0.010281i,0.019086-0.0090996i,0.015487-0.013351i,0.0084017-0.015006i,0.00119-0.014511i,-0.0032589-0.010643i,-0.00083687-0.0064949i,0.0047723-0.005436i,0.0067458-0.0056907i,0.0055048-0.0055937i,0.0056123-0.0052257i,0.007162-0.0030436i,0.0062419+0.0014522i,0.0042927+0.0048175i
-0.0088843-0.016452i,-0.006574-0.030159i,0.021455-0.027033i,0.071389+0.010886i,0.11004+0.046494i,0.11497+0.030065i,0.080832-0.0085537i,0.039519-0.011441i,0.025637-0.0021739i,0.016862-0.0082108i,0.00071627-0.0053302i,-0.0056357+0.0063873i,-0.0030966+0.011416i,-0.0010676+0.012016i,-0.0030212+0.010418i,-0.0071595+0.0070498i,-0.0095825+0.0025126i,-0.0071924-0.00038535i,-0.0039457+0.00038458i,-0.0056345+0.0014365i,-0.0096109+0.00052522i,-0.0090161-0.0019917i,-0.0060464-0.0049671i
