0.0013488+4.486e-05i,0.0011784-0.0010555i,0.00031864-0.0018033i,-0.00042708-0.0017803i,-0.0012865-0.00027101i,-0.0024813+0.0013388i,-0.002438+0.0019491i,-0.00035697+0.0019273i,0.001641+0.0011769i,0.0012798-0.00010692i,0.00030846-0.00099559i,-0.00065377-0.0012824i,-0.0015405-0.0010806i,-0.0010975-1.0305e-05i,-0.00074757+0.0005849i,-0.0014194+0.00037501i,-0.0019204-7.6806e-05i,-0.0014668-1.617e-05i,-0.00043147+0.00020869i,-0.00017668-0.00014323i,-0.00085302-0.00062709i,-0.00088028-0.00082993i,-0.00045445-0.00084057i
-0.00069795+2.2072e-05i,-0.00072455+0.00033589i,-0.0004789+0.00013274i,0.00012074+0.0010868i,0.00034737+0.0017331i,0.00029276+0.001338i,0.00045003+0.00089133i,0.00023898+0.00052042i,-6.1e-05+0.00018646i,-0.00067232+0.00033797i,-0.0011026+0.00050921i,-0.00039671+3.8922e-05i,9.1757e-05-4.9868e-06i,-0.0004232-7.6945e-06i,-1.2017e-05-0.00015081i,0.00079383-0.00042005i,0.00090962-0.001039i,0.00040712-0.00094777i,-1.1419e-05-0.00053725i,0.00011082-0.00022796i,5.418e-05+0.00029545i,0.00019581+0.00024721i,0.00067302+4.8144e-05i
0.0022713-0.001194i,0.0020244-4.0681e-05i,0.0017973+0.00014905i,0.0013674-0.0002854i,0.00026697-0.001664i,-0.00031878-0.0022571i,-0.00055884-0.0016106i,-0.0008196-0.00063653i,-0.00059622-0.00018594i,-0.0002981+0.00012147i,-0.00078757+0.00040353i,-0.0017378+0.00077372i,-0.0017017+0.00080472i,-0.00067361+0.00097455i,-0.00036811+0.00070421i,-0.0013266+0.00071536i,-0.0019111+0.0013178i,-0.0020689+0.0013474i,-0.0014867+0.0010295i,-0.00041074+0.00037815i,0.00012421+0.00020749i,0.000495-0.00011814i,0.00030136-0.0007619i
-0.0019233+0.0013126i,-0.0014751+0.0015822i,-0.0014039+0.0033827i,-0.00089564+0.0039138i,-1.3253e-05+0.0026837i,0.00014294+0.0011358i,0.00022179+0.00036449i,0.0003179+0.00013291i,-0.00016422+0.00037384i,-0.0012799+0.00060773i,-0.00088175+0.00042585i,0.00061017+0.00078975i,0.00095839+0.00077016i,0.00056143+0.00026281i,-0.00033594-0.00024244i,-0.0011261-0.00038609i,-0.00086657-0.0003181i,-0.0001588-0.00095676i,0.00056848-0.0014622i,0.0006319-0.0010874i,0.00035832-0.00062061i,-0.00010726-0.0011258i,4.0066e-05-0.0015092i
-0.0028381+0.0017301i,-0.0020162+0.0021965i,-0.0018405+0.0031594i,-0.00014026+0.0027506i,0.0010567+0.0016432i,0.00080143+0.00052296i,-0.00012481-0.00022767i,-0.00033199+0.00034455i,-3.9965e-05+0.00091569i,0.00018223+0.00092491i,0.00094334+0.00048397i,0.0018676-0.00035247i,0.0016354-0.00061016i,0.001058-0.00077531i,2.611e-05-0.00013737i,-0.0006515+0.00061842i,-0.00087538+0.00095377i,-0.0010266+0.00097332i,-0.00081742+0.00019031i,0.0003735+2.5829e-05i,0.00060665+0.00049315i,-0.00071739+0.00034959i,-0.00070674-0.00039931i
0.00032259+0.003267i,0.00031708+0.0022157i,0.0010154+0.0029341i,0.00277+0.0031397i,0.0032257+0.0019754i,0.0023304+0.00010624i,0.00065576-0.00074126i,-0.0011187-0.00090034i,-0.00029147-0.00061191i,0.0012969-0.00018645i,0.0011683-4.67e-05i,0.0010208-0.00018167i,0.0011159-0.00050266i,0.00068706-0.00073936i,0.00021784-0.0010967i,-0.0001416-0.001531i,-0.00065301-0.0017995i,-0.00089386-0.0017378i,-0.0008616-0.0010045i,-0.00045073-0.00033852i,-4.1765e-05-9.8676e-05i,-0.00090234-0.00010316i,-0.0010025-0.00023171i
0.0032556-0.0021542i,0.0029828-0.0016771i,0.0023386-0.0010101i,0.0004466-0.0008154i,-0.0012916-0.0011808i,-0.0016856-0.00064496i,-0.001683+1.5431e-05i,-0.0014579+0.00039204i,-0.0015276+0.00076059i,-0.0017212+0.00071791i,-0.0016534+0.0005259i,-0.0014535+0.00037405i,-0.0010749+0.00042021i,-0.00084404+0.0002189i,-0.00057037-0.00027446i,0.0002444+1.2325e-05i,0.00011974+0.0013897i,-0.00057816+0.0020698i,-0.00017997+0.0012363i,-0.00053962-5.9641e-05i,-0.00053182-1.8864e-05i,-0.00012947+0.00019923i,-0.00017785-0.00015117i
-0.00073939+0.0011277i,-0.0015106+0.0015236i,-0.0010647+0.0021989i,4.2715e-05+0.0021152i,0.00082416+0.0012302i,0.00125-0.00017534i,0.0010804-0.00085555i,0.00063828-0.00061519i,5.2259e-05+0.0002831i,0.00022386+0.00081381i,0.0010079+0.00028816i,0.00069046-0.00049031i,0.00042346-0.001245i,-0.00046622-0.001266i,-0.0005815-0.0010263i,-8.7305e-05-0.0020208i,-0.00042499-0.0027518i,-0.00067043-0.0021994i,-0.0001954-0.0010614i,-0.00024022-0.00043747i,-0.00068864-0.00063453i,-0.00062529-0.00051084i,-3.0046e-05-0.00013779i
-0.00080504-0.0005132i,-0.00056421-0.00064308i,-7.5653e-05+0.00020215i,1.7673e-05+0.0010575i,-0.00011916+0.00066065i,-0.00031989+0.00013348i,-0.00030956+0.00038986i,2.5029e-05+0.00031812i,3.6128e-05+0.00039436i,-0.00064993+0.0014775i,-0.00054927+0.0015543i,-0.00027073+0.00067032i,-0.0011211+0.00032686i,-0.00070668-5.6842e-05i,-0.00025843-0.0004324i,-0.00088294+0.00029529i,-0.00097609+0.0015218i,-0.00081125+0.002102i,-5.5085e-05+0.00094344i,0.00084999-0.00048942i,0.00055651-0.00043089i,0.00063599-0.00045452i,0.001087-0.00040216i
0.0018458-0.00023628i,0.0029323+0.00091495i,0.0036724+0.0018088i,0.0028529+0.0012319i,0.0016239-9.1674e-05i,0.00039967-0.00057363i,-5.638e-05-0.00097752i,-0.00032587-0.00050618i,-0.00083535+0.0004055i,-0.00025524+0.00035946i,0.00014645+5.6598e-05i,1.4419e-05+2.8839e-05i,0.00046593+0.00038536i,0.00074847+0.00079607i,0.00088081+0.0003669i,-0.00019016-0.00042077i,-0.00080432-0.0018368i,-0.00092731-0.0019352i,-0.0018361-0.0012308i,-0.0015816-0.0012133i,-0.00054574-0.0015644i,0.00027729-0.0010381i,-0.00013027-0.00093463i
0.00099253+0.00092284i,0.00076606+0.00085105i,0.00073033+0.0019142i,0.001479+0.0027014i,0.0015917+0.0013562i,0.00061141-0.00024877i,-0.00028708-0.00035053i,-0.00031437+0.00016648i,-2.8937e-05+0.00074173i,-2.5552e-05+0.00085215i,0.00011447+0.00091634i,0.00022055+0.0011971i,-0.00052375+0.0010906i,-0.0010867+0.00070129i,-0.00074474+0.00027592i,-0.00041967+0.0005155i,-0.0003838+0.00088963i,-0.00036983+0.00092864i,-0.0001512+0.00039449i,0.00014818-0.0010712i,-7.8433e-05-0.0018514i,0.00066833-0.0013922i,0.00076717-0.00086801i
0.00059316-0.00036358i,0.0005245+0.00024142i,-0.00027489+0.0001197i,-0.00069138-4.1755e-05i,-0.0011542-0.00038388i,-0.0003027-0.0011192i,0.00025364-0.00080458i,0.00013449+5.3652e-05i,-2.8595e-05+0.00027957i,-0.00057173+4.9124e-05i,-6.728e-05-0.0003917i,0.00016416-0.00044281i,-0.00018252-0.00035514i,0.00032148-8.4208e-05i,0.00091814-7.3997e-05i,0.00032991-0.00046602i,-0.00077645-0.00096517i,-0.00178-0.00056986i,-0.0014964+0.00060485i,-0.0012499+0.00081109i,-0.0012335-0.00010458i,-0.00040773-9.0094e-05i,-3.9442e-05-0.00031743i
-0.0013986+0.00071355i,-0.0007504+0.0011415i,-7.6956e-05+0.0029992i,0.00090672+0.0027912i,0.0020643+0.00097932i,0.0010943-0.00051777i,-0.00013838-0.00084765i,-2.1444e-05-2.3312e-05i,9.1921e-05+0.00023366i,0.00020577+0.00079912i,0.00044103+0.0011949i,4.1186e-05-3.6351e-05i,-0.00022901-0.00091015i,6.1875e-05-0.00088506i,-0.00021142-0.00072309i,-0.00045011-0.00052176i,-1.7059e-05-0.00066191i,0.001174-5.499e-05i,0.0017422-7.6509e-05i,0.0013843-0.00039199i,0.0013669-0.000349i,0.0018794-0.00089702i,0.001614-0.00036859i
-0.0019057+0.0022579i,-0.00070174+0.0036427i,0.00040289+0.0052092i,0.0015963+0.0048907i,0.0025444+0.0034045i,0.0014286+0.00074255i,-0.00025274-0.0012734i,1.8158e-05-0.0009392i,-3.906e-05+0.00010911i,-0.00018625+0.00039359i,0.00078819-0.00033196i,0.0010746-0.0010227i,0.0010573-0.00089338i,0.0014274-0.00091456i,0.00071847-0.0014251i,-0.00083107-0.0017666i,-0.0016574-0.00069697i,-0.0017318+0.00046369i,-0.0017003+0.00083406i,-0.00092823+0.0010463i,-6.7895e-05+0.00079459i,-0.0002609+0.00029517i,-0.00023021+0.00014171i
0.001021+0.0003464i,0.00036078+0.00068192i,0.00076781+0.00029751i,0.0001961-6.0125e-06i,-0.00016756-0.00021489i,-0.00050833-0.00053258i,-0.00097227-0.00040087i,-0.00029391-0.00061794i,0.00081187-0.00074435i,0.00065482-0.00076133i,-0.00092606-0.0002797i,-0.0015259+0.00084998i,-0.0002059+0.0010534i,0.00016501+0.00052742i,-0.0007341+8.8083e-05i,-0.00084031+0.00076006i,-0.00024191+0.00066534i,0.00095032-0.0010353i,0.0011237-0.0018556i,0.00096922-0.0018587i,0.0010193-0.00139i,0.0003267-0.00083511i,0.00061053-0.00067482i
0.00052753-0.00031722i,-0.0003772-0.00048913i,-0.00079064-0.00052661i,-0.00065158+0.00012458i,-0.00034761-2.2991e-05i,-0.0004201-0.0015012i,-0.00045968-0.0013153i,0.00027238+4.2801e-05i,0.00041292+0.00022125i,-0.00016327+0.00019185i,-0.00012759+0.00036492i,0.00056631-0.00033675i,0.0012977-0.0011346i,0.001003-0.0010804i,-0.00010787-0.00042928i,-0.00093295-0.0003861i,-0.001906-0.00050599i,-0.0019795+2.695e-05i,-0.0012801-0.00021996i,-0.00023594-0.00029103i,0.00026753+0.00044766i,-0.00023716+7.002e-05i,4.9293e-05-0.00028266i
-0.00019835+0.0032783i,0.00079869+0.0033678i,0.0023828+0.0032336i,0.0031657+0.0021635i,0.0026239+0.00049159i,0.0015199-0.00039563i,0.00020375-0.00033524i,-0.00080989+0.00069188i,-0.00093765+0.001709i,-0.00016216+0.002031i,-4.197e-05+0.0015505i,-0.00079792+0.00061043i,-0.00072339-2.4317e-06i,-0.0004655-0.00014366i,0.00023329-0.0007065i,0.00053411-0.00040738i,0.00012368+0.00030803i,0.00038967-0.00012202i,0.00068926-0.001036i,-3.3041e-05-0.0018876i,-0.00044354-0.0022311i,-5.6707e-05-0.0016462i,0.00012276-0.0012517i
0.00021619-0.00090041i,-0.00014555-5.7558e-05i,-0.00031508+0.00097891i,-0.00091299+0.0018916i,-0.0012032+0.0012871i,-0.0016697+0.00029323i,-0.0018276+0.0001579i,-0.00085115+0.00050451i,0.00025553+0.0005425i,0.00090399+0.00041505i,0.00061157+0.00072865i,0.00082035+0.0011385i,0.0010545+0.00064675i,0.00072175-0.00057782i,0.0003925-0.0012399i,-0.00019607-0.00088629i,-0.0011852-0.00059721i,-0.0022555-0.00019424i,-0.0017125+0.00025552i,7.4763e-05+0.00049917i,0.00042143+0.00073259i,-0.00014104+0.00082152i,0.00011125+0.00069993i
0.0020712-0.00053978i,0.0025924-0.00075877i,0.0021112-0.0011937i,0.0014425-0.00034197i,0.0013896+0.00022041i,0.0014599-0.0011147i,0.0010139-0.0022127i,-2.5911e-05-0.0018831i,-0.00050117+1.3084e-05i,-0.00058796+0.0010337i,-0.00061016+0.00094312i,-0.00030323+0.00055217i,-0.00040966+0.00047376i,-0.0010022+0.00015974i,-0.00081855+6.8298e-06i,-0.00038452-9.825e-05i,5.5898e-06-2.084e-05i,-0.00011635-0.00024577i,-0.00056808-0.0012959i,-0.00069045-0.0009611i,-0.00068231+1.2076e-05i,-0.00073666+0.00016832i,-0.00078658-0.00029141i
0.00023335+0.0014657i,-0.00036614+0.00083353i,0.0004016+0.0014087i,0.0014834+0.0015061i,0.0014613-4.0992e-05i,0.00052369-0.00066756i,0.00021156+0.00029125i,0.00028485+0.0011409i,0.00066457+0.00070669i,0.00095568-0.00049496i,0.00025371-0.0011591i,-9.156e-05-0.00072144i,0.00027447-0.00056794i,0.00011629-0.00069158i,-0.0007121-0.00056706i,-0.0017415-0.0010819i,-0.0020226-0.000574i,-0.0012865+0.0007056i,-0.0003624+0.00088508i,0.00095443-0.00047527i,0.001342-0.0013014i,0.00084657-0.0015673i,0.00054904-0.0015137i
0.0008638-0.0015133i,-0.00039414-0.0011709i,-0.00061536-0.00058809i,-0.00022164-0.00015981i,0.00017494-0.00083312i,0.00016536-0.0021058i,0.00066281-0.0015788i,0.00047421+2.4603e-05i,-0.00011115+0.0004449i,-0.00050807+0.00099858i,-0.00025758+0.0011409i,0.00064096+0.00036642i,0.001243+5.8429e-05i,0.0012351-0.00045543i,0.00084147-0.00034434i,0.0004397+0.00035794i,0.00087478-0.000524i,0.0004975-0.0018776i,-0.00060863-0.0018358i,-0.00071534-0.0015119i,-0.00064467-0.0011489i,-0.00073729-0.00047001i,-0.0009404-0.00023307i
-0.0022346-0.0011272i,-0.001811-0.0010598i,-0.0018256+0.00092271i,-0.00078727+0.0030029i,0.00070934+0.0023457i,0.00098633+0.00080455i,-1.8316e-05-7.9119e-05i,-0.00057451+0.00068811i,-0.00065078+0.0018894i,-0.0002395+0.0018253i,0.0003662+0.0011066i,0.00031791+0.00016759i,0.00059945-0.00049376i,0.0010309-0.0012928i,0.00033524-0.0014733i,-0.00077727-0.00090704i,-0.00096938+0.00044088i,-0.00029805+0.0016095i,0.00073749+0.0019026i,0.0014347+0.001268i,0.0013929+0.00072873i,0.0010673+0.00042065i,0.00091069+0.00013776i
0.001331+0.00032817i,0.00056755-8.2605e-05i,-0.00079644+0.00025522i,-0.00061196-2.452e-05i,0.00030571-0.00019622i,0.00050856-0.00014969i,-0.0008602-0.00096684i,-0.0011936-0.00095346i,-6.7571e-06-0.00057357i,-0.00069507-0.00021831i,-0.001445-0.00032801i,-0.00098521+0.00011334i,-0.00055995+0.00093688i,-0.0001511-0.00071437i,0.00025813-0.0019721i,0.00014567-0.0017704i,0.00012858-0.00126i,-0.00062062-0.0011632i,-0.0013703-0.0014076i,-0.0016169-0.0014347i,-0.0010073-0.00087639i,-0.00044604+0.00038382i,-0.0007062+0.00070521i
3.6186e-05+0.0013059i,0.0002693+0.0014392i,0.0015981+0.0018881i,0.0026359+0.0016032i,0.0023913-0.00056235i,0.0016477-0.0020811i,0.0011009-0.0010871i,0.00092631-3.5686e-05i,0.0010843+0.00048733i,0.00047663+0.00065217i,-1.7799e-05+0.00050485i,0.00039704+8.2333e-06i,9.7026e-05+9.7608e-05i,-0.0011674-0.00018883i,-0.0017648-0.00077609i,-0.0022618-0.00059391i,-0.0019707+0.00022378i,-0.00014384+0.0010127i,0.0010688+0.00073208i,0.00085748-1.4616e-05i,0.00049454-0.00025203i,0.00062776-0.00063414i,0.00075096-0.0012557i
-0.0002504-0.0023229i,-0.00051783-0.0025611i,-0.0012099-0.0022419i,-0.0014391-0.0017831i,-0.00088948-0.0014136i,-7.6308e-05-0.00011748i,-0.00049079+0.00044468i,-0.0007197+0.00076669i,-0.0006705+0.0010943i,-0.00048756+0.001117i,0.0001038+0.0011118i,0.00067596+0.0010094i,0.00049651+0.00098313i,0.00020719+0.00078345i,0.00036097-0.00016392i,0.0008966-0.00053801i,0.00062683-0.0004677i,-0.00012354-0.00043638i,-0.00063199+0.00061935i,-0.00090751+0.0011016i,-0.00083221+0.0005114i,-0.00061538+0.00031889i,-0.00014185+0.00039467i
0.0029085-0.0028488i,0.0030273-0.0027621i,0.0017051-0.0031657i,0.00039972-0.0022892i,0.00031737-0.00030947i,0.00032055+0.001077i,0.0004243+0.0007593i,-0.000513+0.00068817i,-0.00083398+0.00065484i,-0.0008187+0.00070663i,-0.0010004+0.0012374i,-0.00050024+0.0018106i,-0.00013137+0.0024035i,9.3758e-05+0.0021427i,1.0477e-05+0.001462i,-0.00085125+0.0010586i,-0.0013812+0.00066592i,-0.0003332+0.00022048i,0.0013273-0.00015085i,0.0016281-0.0014827i,0.00094771-0.0020832i,-1.0274e-05-0.0019908i,-0.00031979-0.0014645i
0.00023593-0.0015093i,-0.00067465-0.0010395i,-0.0014265-0.00056218i,-0.00014677+0.00087771i,0.00061445+0.0019276i,0.00054607+0.00080177i,-0.00055398-0.00050301i,-0.00082451-0.00045973i,-0.00093364+0.00058516i,-0.001433+0.00038631i,-0.0008695-0.00048131i,-9.963e-05-0.00074459i,0.00082979+4.14e-05i,0.0023683+0.00016209i,0.0022174-0.00050877i,0.0016023-0.00058201i,0.00072462-0.0010742i,-0.0011902-0.0010516i,-0.0018501-0.00065731i,-0.0010846-0.00053428i,-0.0001248-0.00022061i,0.00017859+0.00053569i,9.3779e-05+0.00074862i
0.001566+0.0019069i,0.00080073+0.0021691i,0.0010771+0.002324i,0.0015705+0.0013258i,0.0012919-1.6539e-05i,-0.00032638-0.0002191i,-0.0013029-8.0944e-05i,-0.0013357-6.2167e-05i,-0.00082448+0.00018078i,2.0022e-06+0.00018212i,-5.4928e-05-0.00026008i,-2.3317e-05-0.00058239i,0.00089057-0.00013674i,0.001345+0.00015473i,0.00084476-0.00010094i,-0.00013509+0.00040174i,-0.0016259+0.00014979i,-0.0013807+6.5306e-05i,-0.00019047+0.0001084i,0.00013205-0.0010409i,0.00040032-0.0015423i,0.00090945-0.0010792i,0.00053107-0.00046389i
-0.0014239+0.0036106i,-0.00044331+0.0033939i,0.00071927+0.0030273i,0.0015363+0.0028929i,0.0018315+0.0010364i,0.001393-0.0010826i,0.00072742-0.0017486i,0.0001703-0.0015128i,0.00038886-0.00063961i,0.0010431-2.0405e-05i,0.0012892+0.00028245i,0.00089866-0.00026037i,0.00027992-0.00083991i,0.00016911-0.0014012i,0.0011485-0.0031063i,0.00097598-0.0033499i,-3.6966e-05-0.0018223i,-0.00082402-0.00043789i,-0.00068971+0.00074713i,-0.00022546+0.0015765i,-0.00023607+0.0010989i,0.00041588+0.00057096i,0.00084838+0.00055738i
0.00063068-0.00096062i,-9.5245e-05-0.00072022i,7.1898e-05-0.00083124i,8.9696e-05-0.00055892i,-7.6163e-05-0.00034434i,0.00010038-0.00093942i,-0.0004299-0.0015726i,-0.00030573-0.00076809i,0.0002224+0.00042512i,-0.00025084+0.0016377i,-0.0005439+0.0015203i,-0.00069063+0.0012789i,-0.00090199+0.0012557i,-0.0010261+5.5491e-05i,-0.001303-0.00047249i,-0.0016421-0.00011931i,-0.0010981+0.00033585i,-5.6728e-05+0.00075663i,0.00063471+0.00034506i,0.00055461-0.0011288i,-0.00085301-0.0016907i,-0.0012245-0.0010514i,-0.00050577-0.0010804i
0.00050589+7.488e-05i,0.00092269+0.00033662i,0.00012346+0.00075875i,-0.00035552+0.0017979i,5.2477e-05+0.0016427i,-0.00010335+0.00054544i,-0.00064162-0.00041686i,-0.00030013-3.2801e-05i,-0.00034225+0.00070013i,-0.0010768+0.00087536i,-0.0010414+0.001236i,-0.00059465+0.00089312i,-0.00070452+1.885e-05i,-0.00091879-0.00042654i,-0.001559-0.00080586i,-0.0019667-0.0015763i,-0.0016344-0.0018324i,-0.00077145-0.0014545i,0.00024785-0.00061i,0.00050874+0.00033533i,-8.4072e-05+0.00036679i,0.00020463-0.00014507i,0.00069159+9.3218e-05i
-0.0028496-0.00061778i,-0.0019778-0.00034282i,-0.0021057+0.0015485i,-0.0019997+0.0027507i,-0.0013933+0.0019335i,-0.0011091-8.7572e-05i,-0.00071974-0.00091282i,0.00033215-8.121e-06i,0.00026537+0.0015723i,4.7369e-05+0.0019099i,0.0008321+0.0010565i,0.00098039+0.0003676i,0.00097625-0.00015921i,0.00063145-0.00048834i,-0.00024024+0.00027949i,-0.00048046+0.0010783i,-0.00051377+0.00060377i,-9.4766e-05-0.00020223i,-0.000174-0.00096661i,-0.0013504-0.0010722i,-0.0015286-0.0014664i,-0.00023369-0.0010518i,0.00027362-0.00052066i
-5.4075e-05+0.0011782i,-0.0008698+0.0011644i,-0.00032518+0.0021533i,0.00087719+0.0017861i,0.0013755+0.00093122i,0.0013167-0.00024158i,0.0005148-0.00089459i,0.00056175-0.0005817i,0.00065212-0.00052905i,9.877e-05-0.00076824i,0.00025393+7.8196e-06i,0.00033854-4.6255e-05i,0.0005036+8.0468e-05i,0.0008305+0.0004499i,0.0011964-0.0003009i,0.0002456-0.0008802i,-0.00039063-0.0008751i,-0.0011166-0.0005595i,-0.0011072-2.6227e-05i,0.00030279-0.00010957i,0.000608-4.4894e-05i,0.0010074+0.00014688i,0.0015271-0.00010261i
0.0018152-0.00013817i,0.0014148+0.00046939i,0.0021939+0.00041778i,0.0020331+9.3632e-05i,0.00082545+0.00021892i,-0.00010968+0.0001678i,-0.0010302+5.1188e-06i,-0.00052995+0.0011065i,0.00026443+0.0015976i,-0.00045928+0.00060803i,-0.0013512-0.00025763i,-0.0013146-0.0003852i,-0.00028212-0.00035255i,-0.00016487+0.00010111i,-0.00042822+0.00064938i,0.0004467+0.0011361i,0.00068661+0.00078634i,2.7855e-07+8.2968e-05i,-0.0015369-0.00049542i,-0.0022037-0.00044193i,-0.0017901+6.6944e-05i,-0.0018305+0.00028444i,-0.0019108+0.00026305i
0.001389+0.0011213i,0.00017782+0.00063322i,0.00023499+0.00036301i,0.00088747+0.0010115i,0.00075714+0.00041352i,-0.00047735-0.0011121i,-0.0011969-0.0011559i,-0.00066531-0.00021264i,-0.0003098+0.00052i,-0.0008534+0.00025705i,-0.001245-3.0064e-05i,-0.0009945+0.00041236i,-0.00056296+0.0013437i,-0.00056678+0.00082586i,-0.00046621-0.0017491i,-0.0009185-0.0027117i,-0.00084234-0.0021773i,7.8361e-05-0.0010521i,0.00020419-0.00058268i,0.00077234-0.0013129i,0.0012015-0.00092965i,0.00044818-0.00071992i,-1.6167e-05-0.0013703i
-8.4421e-05-0.0022364i,-0.00091868-0.0019271i,-0.0018594-0.0018535i,-0.0015394-4.6129e-05i,-0.0015864+0.0013382i,-0.0015877+0.00071022i,-0.00071811+0.00022276i,-0.00058634+0.00065557i,-0.00078189+0.00041346i,-0.00073587-0.00031882i,-0.00024139+0.00050576i,0.0007958+0.0018016i,0.00074829+0.0017386i,0.00016756+0.0016433i,5.83e-05+0.0014058i,-9.6665e-05+0.00059673i,4.6143e-05+0.00018066i,-0.00060747-0.00094032i,-0.00099376-0.0011685i,-0.00056369-0.00011145i,-0.00035996+0.00068385i,-0.00018482+0.0014342i,-0.00018401+0.000769i
0.00065965+0.00081781i,0.00097246+0.00083273i,0.0010103+0.0012204i,0.00080454+0.0012515i,0.00016657+0.00089718i,-0.00015259-0.00049428i,0.00014628-0.0017101i,0.00025876-0.00057i,-0.00040654+0.001254i,-0.00012539+0.0011387i,0.00033733+0.00028589i,0.00030416-0.00043463i,-0.00015971-0.0011879i,-0.00047421-0.0011594i,-0.0012235-0.00072268i,-0.0024571-0.00096076i,-0.0019505-0.00060019i,-0.0014727+0.00044887i,-0.00084399+0.00030103i,0.00064319-0.00039714i,0.0010395-0.00083862i,0.00048971-0.00067051i,0.00042942-0.00048235i
0.001437+4.6925e-05i,0.0012604-0.00019852i,0.00099251-0.00051369i,0.00090517+7.1992e-05i,0.0021243+0.00020309i,0.0025563+4.2033e-05i,0.00034624+0.00056057i,-0.0008854+0.00097177i,-0.00091028+0.0011565i,-0.0015597+0.00092736i,-0.0013939-0.00022924i,-0.0008636-0.0010731i,-0.001106-0.0015769i,-0.0006552-0.0007521i,5.0198e-05+0.00050588i,0.00029156+0.00063146i,-3.5763e-06+0.00044814i,-0.0015118-0.00024965i,-0.0018587-0.00041056i,-0.0011437+0.00044696i,-0.0011478+0.00059256i,-0.00055567+0.00044079i,0.00038909+0.00026249i
3.8047e-06+0.0010774i,1.1339e-05+0.0011585i,0.00062775+0.001328i,0.0010941+0.001547i,0.0012365-0.00018261i,0.00031994-0.0017154i,-0.00079128-0.0014164i,-0.0014463-0.00052353i,-0.0019712-0.00013709i,-0.0012809-7.5986e-05i,-0.00065764+0.00025388i,-0.00041325-0.00036162i,-0.00041373-0.00088063i,-0.00080102-0.00080722i,-0.00043959-0.00086997i,-0.00027079-0.00082467i,-0.00051711-0.0012548i,-0.00066366-0.00044333i,-0.00055074+0.00024511i,0.00014625-8.7821e-05i,0.00023447-0.00038626i,-9.5566e-05-0.00041795i,-8.8631e-05-0.00084881i
-0.0014332-0.0013396i,-0.0010198-0.00080343i,-0.0012771+0.00053808i,-0.0029044+0.0010949i,-0.0023219+0.0010965i,0.00015667+0.0010105i,-2.2411e-05+0.00034052i,-0.00058357-0.000275i,-0.00015275+0.00057723i,-0.00031254+0.0015831i,-0.0009266+0.00093417i,-0.0006689+0.0003288i,-0.00036039+0.0003452i,4.9483e-05-0.00041171i,0.0017105-0.0011353i,0.0026497-0.00082497i,0.0013993+0.00029838i,-0.00028897+0.00097217i,-0.00059552+0.00023386i,-0.00051922+0.00026513i,-0.00083911+0.0011036i,-0.00026914+0.00078273i,-7.3303e-05+5.593e-05i
-0.00094558+0.00056893i,-0.0011641+0.00074403i,-0.00015307+0.001048i,0.0018683+0.00064741i,0.0023161-3.2302e-05i,0.001389-0.00045129i,0.00028328-0.0009405i,0.00031325-0.00059605i,0.00044591+0.00046838i,0.00041288+0.0017575i,0.00049714+0.0021638i,-0.00025956+0.0021258i,-8.3322e-05+0.0023184i,-0.00046557+0.0017652i,-0.0016082+0.00045931i,-0.0020434-0.00048278i,-0.0013238-0.00033776i,-0.00081138-0.0003193i,-0.00070743-0.001041i,-0.00060575-0.00092363i,-0.00085277-0.00017402i,-0.00077267-0.00026726i,-0.00071511-0.00072605i
0.0014404-0.00021348i,0.0018293+0.00032283i,0.002+0.00073406i,0.0021076+0.0013266i,0.0010631+0.0012099i,7.2954e-05-6.4154e-05i,-3.4666e-05-0.00079121i,-1.8052e-05-6.0048e-05i,-6.9684e-05+0.00027704i,3.1486e-05-0.00058375i,0.00023641-0.0001153i,0.00075191+0.0011198i,0.0012792+0.0011296i,0.0019899+0.00073668i,0.0014373+0.00016742i,-0.00042309+3.7927e-05i,-0.0015954+0.00033861i,-0.0014949+4.9174e-05i,-0.00021733+0.00022977i,0.00097126+0.00021403i,0.0012151+0.00022419i,0.0003672+0.00034227i,0.00028839-1.18e-05i
0.0023586+0.00078096i,0.0018695+0.0011972i,0.00030264+0.0015434i,-0.0012845+0.0019835i,-0.0006095+0.0010631i,-0.0004332-0.00071578i,-0.0018307-0.00077733i,-0.0024361+0.0001853i,-0.0020781+0.00031462i,-0.0013878-0.00030863i,-0.00072945-0.00047688i,-0.00029237+0.00028138i,0.00029623+0.00038208i,0.0003927-0.00025153i,-0.00021559-0.00012667i,-0.0011792+5.6269e-06i,-0.00077747+3.9068e-05i,0.00015811+8.3995e-05i,3.3675e-05-0.00035946i,0.0001188-0.0016303i,-0.00047623-0.0017899i,-0.00052469-0.00063472i,-0.00011744-0.00017301i
-0.0014629-0.0023952i,-0.0017633-0.0014338i,-0.0021504-0.0014906i,-0.00070825-0.0002307i,0.00090132+0.0013096i,0.0013769+0.0010209i,0.0006249-0.00055968i,-0.00043279-0.0011617i,-0.00083533-0.00062674i,-0.00098412-0.0004011i,-0.0013076-0.00027257i,-0.00069183-0.00041284i,0.0010828-0.0017125i,0.0020295-0.0028657i,0.0024189-0.0022094i,0.0024503-0.0009973i,0.0014752-0.0006077i,0.00029541+6.6186e-05i,0.00055229-0.00039499i,0.0012403-0.0009569i,0.0011501-0.00034747i,0.00084084-0.00021467i,0.00054931-6.2442e-05i
