-0.0022324+0.00038396i,-0.0022401-3.6098e-05i,-0.0035178+0.0010048i,-0.0031441+0.0017425i,-0.0021661+0.0016862i,-0.0012401+0.0011565i,-0.00076354+0.00087225i,2.6596e-06+0.00098935i,0.00041755+0.00051871i,0.00046716+0.00038948i,0.00087351-0.00035318i,0.00075428-0.0012862i,0.00085985-0.0009859i,1.4454e-05-0.00017869i,-0.00054421+0.00045681i,1.1994e-05+0.00012285i,3.8814e-05-0.00034894i,-0.00047804-0.00057785i,-0.00080074-0.0004807i,-0.00030109-0.00013377i,0.00062675+0.0004465i,0.00061072+0.0012381i,-0.00036344+0.0010609i
0.081883-0.1333i,0.25864-0.19833i,0.4778-0.13507i,0.49724-0.0049292i,0.26489+0.054319i,0.038422+0.06191i,-0.042385+0.042051i,-0.063263-0.0096945i,-0.081567-0.029878i,-0.069565-0.0048886i,-0.036264+0.017302i,-0.017556+0.029652i,-0.0070134+0.037111i,0.010068+0.035323i,0.023083+0.03399i,0.034067+0.033042i,0.040861+0.022273i,0.029965+0.00080651i,0.0094699-0.017054i,-0.0022678-0.018855i,-0.0020426-0.013955i,0.0030243-0.012293i,0.006391-0.009776i
0.034119+0.13168i,0.044832+0.18665i,0.0011853+0.079025i,-0.050489-0.13176i,-0.038139-0.21234i,0.019195-0.12654i,0.076739-0.011822i,0.10567+0.048058i,0.093547+0.042536i,0.051606+0.016604i,0.026271+0.0022028i,0.025676-0.011635i,0.02278-0.015939i,0.012987-0.015767i,-0.0033123-0.029667i,-0.021643-0.042522i,-0.02326-0.039634i,-0.0048565-0.024253i,0.012093-0.01003i,0.013671-0.0075665i,0.0051578-0.010262i,-0.0038397-0.0073575i,-0.0088129+0.0018937i
-0.034326-0.056177i,-0.084424-0.060558i,-0.13535+0.044943i,-0.091406+0.21625i,0.056357+0.26651i,0.16141+0.15283i,0.14205+0.010241i,0.069067-0.056766i,0.029333-0.061817i,0.0088423-0.059802i,-0.02232-0.047584i,-0.036872-0.022526i,-0.0306-0.0077873i,-0.018854+0.0054368i,0.0018569+0.012698i,0.013479-0.0028873i,0.00033631-0.022266i,-0.019407-0.026634i,-0.025581-0.01522i,-0.017869+0.0058239i,-0.0052739+0.023561i,0.0059496+0.023697i,0.0083866+0.0083021i
-0.078641-0.011147i,-0.11487-0.03476i,-0.075441-0.076461i,-0.036409-0.080848i,-0.10258-0.022166i,-0.17889+0.050142i,-0.17747+0.070396i,-0.14495+0.043285i,-0.1116+0.040556i,-0.055183+0.063844i,0.00074792+0.070418i,0.030706+0.063618i,0.04393+0.037711i,0.036698-0.0018229i,0.012726-0.014602i,-0.0007147+0.0044377i,-0.0014141+0.025566i,-0.0032408+0.030314i,-0.006267+0.017115i,-0.0069737-0.00063422i,-0.0060105-0.011765i,-0.0047847-0.013575i,-0.0015022-0.0079731i
0.15666-0.050924i,0.2725-0.099672i,0.26123-0.16765i,0.097311-0.23871i,-0.030667-0.24326i,-0.028762-0.16651i,0.02862-0.083628i,0.067332-0.040071i,0.058867-0.032408i,0.030552-0.033095i,0.012833-0.040054i,-0.0013524-0.048534i,-0.011491-0.03155i,-0.01186+0.0016155i,-0.009831+0.022688i,-0.0060278+0.027607i,0.0082456+0.021661i,0.023851+0.0078858i,0.022639-0.0043606i,0.007076-0.0076836i,-0.0089769-0.0017108i,-0.015359+0.0093283i,-0.01364+0.017094i
-0.16136+0.064933i,-0.33904+0.15975i,-0.40429+0.28122i,-0.20657+0.34096i,0.060958+0.25556i,0.14249+0.097946i,0.073344+0.016993i,0.021777+0.011943i,0.012104-0.0030934i,-0.015182-0.03185i,-0.045911-0.032583i,-0.052243-0.016442i,-0.04501-0.0057205i,-0.024719-0.0043576i,-0.00033016-0.014864i,0.0053395-0.024584i,-0.0052414-0.022351i,-0.013257-0.0079625i,-0.0092353+0.011381i,0.0050871+0.01923i,0.018169+0.010204i,0.01755-0.0066897i,0.0060528-0.017297i
0.11227+0.023026i,0.28268+0.035596i,0.38631+0.0084572i,0.24413-0.0098867i,-0.034139+0.060685i,-0.16454+0.16815i,-0.11385+0.17907i,-0.048498+0.11316i,-0.01969+0.063463i,0.010148+0.042679i,0.039117+0.027093i,0.048854+0.016726i,0.034922+0.0080518i,0.0010835+0.0031019i,-0.0236+0.014498i,-0.013847+0.027826i,0.0096311+0.025602i,0.021531+0.011662i,0.021635-0.0059273i,0.011767-0.019317i,-0.0031786-0.025551i,-0.011613-0.023201i,-0.0058176-0.015914i
-0.081924-0.11664i,-0.19645-0.24513i,-0.30835-0.35031i,-0.31697-0.35443i,-0.20124-0.2954i,-0.073038-0.24318i,-0.013117-0.18828i,-0.0075309-0.12408i,-0.013912-0.06446i,-0.014738-0.021603i,-0.018639-0.00030318i,-0.020658+0.010931i,-0.0039231+0.015859i,0.025478+0.0069375i,0.040615-0.012969i,0.027021-0.030383i,0.0047813-0.037697i,-0.0063997-0.036685i,-0.0096395-0.028042i,-0.0078768-0.011769i,-0.00092672+0.0078136i,0.009804+0.021391i,0.014305+0.020308i
0.049229+0.15758i,0.11191+0.37274i,0.21613+0.55188i,0.3306+0.48291i,0.35269+0.21306i,0.24911-0.0075176i,0.12435-0.070434i,0.067304-0.060352i,0.050218-0.052969i,0.027228-0.03973i,0.012142-0.01128i,0.0097957+0.003981i,0.00011486-0.0021468i,-0.016929-0.011705i,-0.029076-0.016978i,-0.031587-0.014014i,-0.028458-0.0010009i,-0.0213+0.014306i,-0.010877+0.021953i,-0.0021697+0.01818i,0.0045723+0.0051071i,0.0065532-0.010398i,0.00044636-0.015665i
0.024232-0.17283i,0.051529-0.43248i,0.025416-0.62279i,-0.080513-0.46599i,-0.13769-0.064547i,-0.065697+0.20225i,0.0030913+0.20693i,-0.002005+0.12596i,-0.010629+0.082373i,0.014728+0.041639i,0.035024-0.013535i,0.029283-0.044489i,0.017672-0.034462i,0.014917+0.0011395i,0.021424+0.03501i,0.027286+0.045528i,0.023417+0.038299i,0.01028+0.027139i,-0.0023893+0.020142i,-0.006041+0.018236i,-0.0068208+0.014179i,-0.0097206+0.0095023i,-0.0076446+0.0075485i
-0.088766+0.13841i,-0.21185+0.32791i,-0.30248+0.45989i,-0.26136+0.33548i,-0.16373+0.051426i,-0.10789-0.10209i,-0.052937-0.070946i,-0.0011418-0.0046505i,0.0037744+0.027357i,-0.015763+0.038714i,-0.032711+0.042715i,-0.033896+0.04532i,-0.013208+0.034214i,0.0057231+0.0024019i,0.0031247-0.025756i,-0.0078736-0.028489i,-0.00793-0.019033i,0.0026385-0.01022i,0.011435-0.0045783i,0.014367-0.0052057i,0.012925-0.0019737i,0.010697+0.011784i,0.012352+0.022384i
0.12531-0.041777i,0.31353-0.09201i,0.49007-0.13544i,0.47894-0.14236i,0.29138-0.11456i,0.10353-0.079358i,0.0068546-0.061491i,-0.018028-0.070162i,-0.023618-0.088087i,-0.032883-0.064918i,-0.019099-0.018228i,-0.001248-0.0035783i,-0.015561-0.0026263i,-0.03344+0.014779i,-0.027996+0.02705i,-0.011326+0.014914i,-0.00011665-0.0064415i,0.0038956-0.020313i,0.0031625-0.025135i,-0.0038695-0.023612i,-0.010279-0.021281i,-0.010119-0.023293i,-0.0095451-0.02439i
-0.15857-0.028074i,-0.39913-0.079295i,-0.61344-0.094162i,-0.55634+0.026557i,-0.25991+0.19946i,-0.017139+0.25699i,0.04208+0.21172i,0.024215+0.14932i,0.023114+0.093383i,0.030862+0.031787i,0.020734-0.015857i,0.007018-0.02893i,0.0062936-0.027775i,0.013705-0.03004i,0.019196-0.026503i,0.015033-0.012572i,0.0053921+0.0072423i,-0.0033244+0.019916i,-0.0075248+0.019762i,-0.0026606+0.017025i,0.0044829+0.012216i,0.00089357+0.0021545i,-0.0096008-0.0052176i
0.1572+0.07226i,0.38481+0.17677i,0.55216+0.2302i,0.42936+0.10929i,0.1017-0.076403i,-0.11645-0.14745i,-0.11248-0.1316i,-0.034438-0.091992i,0.0020035-0.04258i,0.0032798-0.00087173i,0.0021833+0.028227i,0.014816+0.043637i,0.025117+0.03376i,0.0083203+0.013952i,-0.018902+0.0049221i,-0.026795+0.0019096i,-0.01693-0.004153i,-0.006272-0.0095647i,-0.0025128-0.0087005i,-0.00090155-0.0039733i,0.0027894+0.0044658i,0.0086421+0.016708i,0.01416+0.024115i
-0.086063-0.096846i,-0.19619-0.2226i,-0.26036-0.30882i,-0.19183-0.2452i,-0.068155-0.12261i,-0.0049747-0.068088i,-0.020035-0.054799i,-0.054128-0.050867i,-0.065438-0.047781i,-0.050369-0.034519i,-0.031569-0.028495i,-0.032198-0.025982i,-0.028482-0.0060305i,-0.0012234+0.011159i,0.021005+0.0069574i,0.015438-0.0074935i,-0.0061311-0.013942i,-0.022475-0.0077969i,-0.025407-0.00010866i,-0.022382+0.0029476i,-0.016794-0.00024767i,-0.0081688-0.0089465i,-0.0013649-0.015275i
0.0057251+0.11263i,-0.012418+0.26137i,-0.032321+0.3765i,0.0053119+0.32244i,0.10504+0.17085i,0.18247+0.073099i,0.1801+0.046074i,0.12883+0.045304i,0.086854+0.035209i,0.052661+0.0058607i,0.012453-0.011168i,-0.010237-0.0087578i,-0.015784-0.010149i,-0.019719-0.014888i,-0.01589-0.0060797i,-0.00091873+0.017638i,0.014023+0.03818i,0.019913+0.041156i,0.017627+0.031832i,0.014419+0.021827i,0.0096082+0.010692i,-0.00062655+0.00050618i,-0.0096154-0.0050795i
0.047276-0.1186i,0.13839-0.29151i,0.18888-0.43499i,0.086426-0.37704i,-0.091456-0.16542i,-0.18539-0.011696i,-0.16488+0.027045i,-0.08951+0.028441i,-0.03368+0.02762i,-0.0080043+0.030531i,0.02095+0.032015i,0.048226+0.020202i,0.052679+0.0067497i,0.041504+0.0091474i,0.030711+0.013692i,0.022352-0.0022413i,0.013952-0.029363i,0.0077217-0.0462i,0.0057549-0.046351i,0.003971-0.036229i,0.00053111-0.016265i,0.0021297+0.0070929i,0.0075732+0.01812i
-0.073697+0.10909i,-0.16665+0.26782i,-0.21403+0.39617i,-0.11948+0.35131i,0.019395+0.16876i,0.069535+0.024754i,0.053553-0.013315i,0.012626-0.016824i,-0.02157-0.017322i,-0.027409-0.014938i,-0.031458-0.016084i,-0.041725-0.0084235i,-0.03764-0.00029358i,-0.027019-0.012993i,-0.027766-0.031983i,-0.032848-0.034117i,-0.032217-0.024046i,-0.026202-0.015155i,-0.02171-0.013489i,-0.023219-0.015361i,-0.021362-0.015374i,-0.014232-0.01557i,-0.0093313-0.013105i
0.054123-0.04994i,0.11684-0.12468i,0.14651-0.1909i,0.091168-0.20187i,0.037539-0.16126i,0.058036-0.1116i,0.071214-0.088473i,0.050107-0.073462i,0.032768-0.057743i,0.016181-0.042228i,0.0037789-0.022784i,-0.003233-0.012644i,-0.01601-0.0060843i,-0.021404+0.010999i,-0.0077444+0.028543i,0.016257+0.036959i,0.034432+0.037859i,0.037726+0.035102i,0.033117+0.033292i,0.029804+0.029176i,0.025188+0.01565i,0.013336+0.00093265i,0.0010283-0.0033363i
-0.062649-0.016808i,-0.13922-0.045492i,-0.16968-0.036322i,-0.0985+0.04326i,-0.027118+0.14135i,-0.028171+0.19541i,-0.025642+0.17751i,0.010515+0.11105i,0.025936+0.061138i,0.024159+0.036108i,0.025266+0.0078762i,0.026753-0.016632i,0.034126-0.026413i,0.041661-0.025353i,0.035193-0.022986i,0.012472-0.023555i,-0.0079582-0.023467i,-0.011548-0.018522i,-0.0041495-0.013185i,0.0034164-0.010492i,0.0037362-0.0052873i,0.0023041+0.0033088i,0.0065639+0.0071696i
0.094719+0.0557i,0.22728+0.1143i,0.30421+0.13777i,0.22138+0.078055i,0.07822-0.015259i,-4.3571e-05-0.087243i,-0.019381-0.10222i,-0.032477-0.061391i,-0.034845-0.023867i,-0.026409-0.010278i,-0.026231+0.0052518i,-0.026005+0.025752i,-0.025326+0.034165i,-0.036985+0.028316i,-0.04829+0.02256i,-0.046425+0.021244i,-0.038924+0.019396i,-0.031543+0.013531i,-0.027454+0.0077909i,-0.024372+0.0080824i,-0.015494+0.0082221i,-0.0057722+0.0038888i,-0.0028454-0.00075892i
-0.074333-0.018075i,-0.18488-0.039689i,-0.29034-0.063637i,-0.29799-0.060876i,-0.20003-0.033928i,-0.095567-0.0064169i,-0.053724+0.0224i,-0.046559+0.033318i,-0.035611+0.020158i,-0.015703+0.0095745i,0.0068667+0.0040326i,0.014176-0.00024512i,0.012181+0.0055129i,0.024103+0.012227i,0.043713+0.0089944i,0.053257+0.0018708i,0.047063+0.0027913i,0.031028+0.0092971i,0.020063+0.012042i,0.022235+0.0085378i,0.025124-0.001553i,0.018767-0.011556i,0.0086431-0.013716i
0.019599+0.016798i,0.063419+0.029625i,0.15924+0.032409i,0.25135+0.0078475i,0.24097+0.00036203i,0.16567+0.045636i,0.1246+0.062951i,0.11584+0.024569i,0.093255-0.0034047i,0.052724-0.0094666i,0.017867-0.01132i,0.0082788-0.018749i,0.0089096-0.04022i,-0.00062926-0.055021i,-0.014342-0.047876i,-0.022192-0.035085i,-0.021127-0.030574i,-0.012245-0.028365i,-0.0074283-0.024365i,-0.014033-0.018522i,-0.021887-0.0067994i,-0.020503+0.0051075i,-0.013683+0.007273i
0.0059673-0.042968i,-0.00043346-0.098513i,-0.059279-0.10037i,-0.14853-0.015696i,-0.19243+0.038228i,-0.17982-0.015837i,-0.14739-0.065843i,-0.10398-0.048801i,-0.06524-0.022236i,-0.038023-0.0042533i,-0.016366+0.011883i,-0.006199+0.025196i,-0.0056254+0.037173i,-0.010544+0.043366i,-0.016616+0.043367i,-0.015131+0.037324i,-0.010569+0.024934i,-0.0092062+0.012123i,-0.0099802+0.006326i,-0.0096143+0.0090529i,-0.0049989+0.013194i,0.0016773+0.015371i,0.0039527+0.017706i
-0.0081584+0.049211i,-0.0073426+0.1249i,0.0035061+0.15291i,0.0092682+0.076409i,0.010779-0.011799i,0.038479-0.016274i,0.060489+0.014552i,0.036653+0.025988i,0.010282+0.025141i,0.0074012+0.011131i,0.0038867-0.0097611i,-0.0033772-0.015545i,0.001511-0.0091345i,0.017639-0.013503i,0.030199-0.028464i,0.034254-0.032468i,0.033357-0.020701i,0.027024-0.0054164i,0.019548+0.0027907i,0.016692+0.0015125i,0.015271-0.0052511i,0.013792-0.01174i,0.015087-0.013406i
0.0022366-0.035445i,0.0070307-0.097562i,0.02416-0.17746i,0.062174-0.20332i,0.10504-0.14822i,0.10409-0.08106i,0.075914-0.05103i,0.065134-0.04828i,0.051934-0.050818i,0.016685-0.034855i,-0.0074031-0.0090274i,-0.010716-0.0061967i,-0.019622-0.013931i,-0.03014-0.0042543i,-0.029388+0.011103i,-0.027641+0.014185i,-0.026934+0.0046545i,-0.020022-0.0087836i,-0.013917-0.013181i,-0.013218-0.0070678i,-0.013683+0.00076027i,-0.015011+0.003424i,-0.016742-0.00080804i
-0.015537+0.015095i,-0.033651+0.071615i,-0.043786+0.19541i,-0.029632+0.30733i,-0.033288+0.29692i,-0.078129+0.19895i,-0.10844+0.12261i,-0.094068+0.086983i,-0.061311+0.064278i,-0.024523+0.039149i,0.001706+0.018283i,0.012705+0.018646i,0.021683+0.025501i,0.024894+0.027232i,0.019318+0.029044i,0.012276+0.029326i,0.0059048+0.027893i,-0.0011949+0.022757i,-0.0053827+0.012171i,-0.0042568-0.0014721i,-0.0046216-0.010172i,-0.0086312-0.0057279i,-0.0087235+0.0068542i
0.030141-0.0015715i,0.0693-0.050708i,0.062817-0.14827i,-0.016603-0.22491i,-0.062167-0.20372i,-0.0047151-0.12187i,0.040593-0.0607i,0.014189-0.017982i,-0.0040453+0.010441i,-0.001185+0.0083032i,-0.0073406-0.0013694i,-0.0090481-0.0023786i,-0.0032634-0.0093773i,-0.0020938-0.027571i,-0.0042866-0.04245i,-0.0020418-0.042951i,0.0058314-0.031744i,0.013941-0.015275i,0.016453-0.0041094i,0.01406-0.0030149i,0.012126-0.0035694i,0.011164-0.0027153i,0.0097255-0.0043112i
-0.038238+0.013912i,-0.080726+0.055887i,-0.079575+0.094738i,-0.0093864+0.078129i,0.047629+0.02762i,0.038956-0.0061085i,0.034393-0.030503i,0.044931-0.070949i,0.021326-0.084955i,-0.0046609-0.046759i,-0.0056222-0.012199i,-0.0088556-0.0060658i,-0.016622-0.0016181i,-0.013652+0.0089048i,-0.0058172+0.017736i,-0.0032648+0.018875i,-0.0079871+0.0092518i,-0.011255-0.0039668i,-0.0077131-0.0090735i,-0.0030426-0.0051512i,0.0017728-0.0018235i,0.0061183-0.0051961i,0.0046358-0.0085043i
0.020698-0.015585i,0.053703-0.024431i,0.09903-0.00463i,0.112+0.055223i,0.066757+0.11183i,0.016293+0.12292i,0.0013485+0.097784i,0.013123+0.069176i,0.026218+0.043296i,0.026754+0.0095474i,0.018836-0.013651i,0.012402-0.012447i,0.012163-0.0048259i,0.011916-0.0024028i,0.0094069-0.0010361i,0.010631+0.0020891i,0.014131+0.0080764i,0.012218+0.014799i,0.0074109+0.01723i,0.003521+0.013872i,-0.0015128+0.0074025i,-0.0053231+0.0020042i,-0.003565-0.00055205i
-0.0067665-0.015167i,-0.057432-0.056811i,-0.18061-0.10222i,-0.2913-0.10376i,-0.26376-0.084843i,-0.15614-0.075356i,-0.074095-0.035577i,-0.024849+0.017792i,0.00017933+0.028584i,0.00173+0.018648i,0.0019393+0.012401i,0.0035619+0.0017791i,-0.0033182-0.005135i,-0.013171-0.0070646i,-0.021385-0.011994i,-0.024916-0.013078i,-0.01838-0.0093686i,-0.0066454-0.007637i,0.0016672-0.0058722i,0.0088115-0.0012501i,0.014093+0.0043654i,0.01223+0.0073968i,0.0050193+0.0063827i
0.02685+0.031452i,0.11036+0.079658i,0.25337+0.088925i,0.33086+0.0073104i,0.2419-0.068506i,0.10231-0.056268i,0.026199-0.038888i,-0.015486-0.053072i,-0.03723-0.04521i,-0.026933-0.015567i,-0.0094962+0.0032396i,-0.0014321+0.0049379i,0.0016923+0.0024646i,0.010342+0.0087666i,0.022787+0.01621i,0.022107+0.013738i,0.0056331+0.0036698i,-0.012945-0.0057493i,-0.023807-0.0065416i,-0.026048-0.00071911i,-0.020919+0.0043668i,-0.0097146+0.0054609i,0.0014671+0.0059417i
-0.026794-0.017713i,-0.10015-0.037417i,-0.17798-0.015205i,-0.16103+0.056665i,-0.054613+0.090201i,0.011743+0.052879i,-0.0058723+0.024401i,-0.017384+0.033589i,0.0077527+0.023495i,0.01184-0.0089544i,-0.005555-0.013657i,-0.0048298+0.0017536i,0.0055465+0.004243i,0.0028877+0.00065713i,-0.0044604+0.0002523i,-0.004563-0.0011848i,0.0023476+0.0013354i,0.011314+0.0094174i,0.015584+0.012678i,0.012165+0.0089i,0.0043439+0.0034489i,-0.002085-0.00076503i,-0.0021819-0.0038235i
0.0055938+0.011402i,0.0046206+0.026557i,-0.019625+0.042591i,-0.060443+0.048716i,-0.072374+0.037804i,-0.041515+0.014735i,0.0045205+0.00022536i,0.025538-0.0017235i,0.014995+0.010428i,0.0072824+0.023271i,0.0073535+0.020716i,0.0015906+0.014686i,-0.0020192+0.0095056i,-0.0051009-0.00047043i,-0.010583-0.0058643i,-0.010685-0.0021024i,-0.0064024+0.001834i,-0.0028661-0.0007967i,-0.00084938-0.0087464i,0.00010116-0.01538i,-5.1676e-05-0.01547i,-0.0029278-0.0087108i,-0.0083883-0.00075835i
0.019347-0.018956i,0.077628-0.081166i,0.14852-0.18972i,0.15264-0.25708i,0.09382-0.19632i,0.06489-0.089977i,0.059687-0.063444i,0.023037-0.077982i,-0.014536-0.056054i,-0.019009-0.020939i,-0.0117-0.0082401i,-0.0095422-0.0052763i,-0.00606+0.0002904i,0.0059149+0.00094909i,0.018845-0.0059272i,0.019601-0.01289i,0.006811-0.013923i,-0.0079627-0.007263i,-0.013457+0.0013199i,-0.012465+0.0063325i,-0.010046+0.0083082i,-0.0027991+0.0057091i,0.0048024+0.0013775i
-0.023891+0.031497i,-0.071649+0.13395i,-0.10723+0.28874i,-0.068159+0.36014i,0.00027636+0.27037i,0.0096654+0.15134i,0.0087772+0.11248i,0.038231+0.087926i,0.045156+0.030954i,0.018251-0.0093457i,-0.0014452-0.013914i,-0.0034418-0.0083412i,-0.0029332-0.0028986i,-0.008594+0.0041192i,-0.015421+0.010802i,-0.013698+0.012535i,-0.001281+0.0085574i,0.01196+0.0030395i,0.0165-0.0018142i,0.014249-0.006845i,0.01181-0.011805i,0.008421-0.013903i,0.0045142-0.013347i
0.01765-0.033147i,0.024242-0.11088i,0.0059426-0.20443i,-0.050837-0.2143i,-0.09998-0.11621i,-0.090252-0.01054i,-0.051636+0.037124i,-0.017132+0.053309i,0.0065677+0.051207i,0.019687+0.030753i,0.024733+0.0093728i,0.0176-0.0053247i,0.0022671-0.0094143i,-0.006583-0.0054911i,-0.0045184-0.0020315i,0.0013798+0.00087587i,0.002625+0.0021029i,-0.0024857-0.00045518i,-0.0082089-0.002158i,-0.0072697+0.0016612i,-0.0028883+0.0071018i,-0.0038093+0.008691i,-0.006029+0.0081899i
-0.0036584+0.013893i,4.4183e-06+0.012206i,-0.00096091-0.0093455i,-0.0084344-0.038318i,-0.018689-0.05668i,-0.040446-0.069331i,-0.073897-0.074663i,-0.096542-0.057899i,-0.084405-0.029023i,-0.052631-0.0069983i,-0.030039+0.0014602i,-0.017087-0.0005368i,-0.0045903-0.0064333i,0.0062404-0.013082i,0.0092361-0.018472i,0.0015935-0.018407i,-0.0076711-0.012722i,-0.0094306-0.0061662i,-0.0049137-0.00095426i,0.0018985+0.0036716i,0.0069574+0.0063396i,0.0077686+0.0059737i,0.0046226+0.0047952i
0.011729+0.021203i,0.057497+0.089177i,0.14536+0.16932i,0.20374+0.16593i,0.17081+0.076748i,0.098358+0.0037693i,0.054271-0.017032i,0.031668-0.024998i,0.015785-0.032617i,0.0028955-0.031674i,-0.0057299-0.015097i,-0.00016491+0.0052089i,0.0075646+0.011442i,0.0045508+0.015928i,-0.00020443+0.025913i,0.0015763+0.026617i,0.0074592+0.01646i,0.013121+0.0065449i,0.014178+0.0008318i,0.0085849-0.0041539i,0.00072941-0.0078415i,-0.0018143-0.0062504i,0.001626-0.0011204i
-0.031167-0.028079i,-0.13029-0.086723i,-0.27593-0.13521i,-0.32408-0.10667i,-0.20601-0.034456i,-0.049921-0.0018406i,0.032649-0.008632i,0.060455-0.012529i,0.058357-0.0062241i,0.043171-0.0034717i,0.028615-0.0089733i,0.012688-0.0095914i,0.0027083-0.0012611i,0.00070615-0.00054077i,0.00071595-0.0093576i,0.0028465-0.012573i,0.0027269-0.0052757i,-0.00064029+0.0041857i,-0.0028643+0.0084997i,-0.00094926+0.009739i,0.0027924+0.011574i,0.0033416+0.0096545i,0.0019517+0.0031709i
0.037051+0.012901i,0.11803+0.014111i,0.21511-0.0042314i,0.2302-0.030229i,0.14439-0.028507i,0.056086-0.0036721i,0.019036+0.0038946i,-0.0047834-0.0015163i,-0.024448+0.0069975i,-0.021616+0.020037i,-0.012281+0.02342i,-0.0098697+0.017438i,-0.0089928+0.0055138i,-0.0091266-0.0059618i,-0.010093-0.011003i,-0.011983-0.0091924i,-0.01352-0.0060325i,-0.013101-0.0048068i,-0.013118-0.0038556i,-0.013831-0.0030237i,-0.013643-0.0044867i,-0.012295-0.0067687i,-0.011792-0.0059623i
-0.014396+0.00038131i,-0.01122+0.017318i,0.0087726+0.03529i,0.018274+0.033631i,0.0041421+0.022788i,0.0019449+0.034444i,0.017046+0.0635i,0.031168+0.063308i,0.02763+0.024574i,0.0059797-0.0045731i,5.9016e-05-0.006267i,0.011836-0.0043351i,0.014552-0.0025727i,0.013183+0.0072359i,0.015156+0.014871i,0.013087+0.012091i,0.0084131+0.0044848i,0.0060492-0.0016376i,0.0056481-0.0042023i,0.0032028-0.0028354i,0.00010282+0.0013703i,0.00031549+0.0048922i,0.0025666+0.0050963i
-0.020339+0.0028037i,-0.084175+0.039127i,-0.17373+0.11175i,-0.18676+0.16359i,-0.11201+0.14248i,-0.059792+0.090041i,-0.042024+0.055607i,-0.015286+0.030508i,0.0062924+0.010535i,0.014064-0.00075756i,0.0077275-0.010272i,-0.0056726-0.012144i,-0.0078999-0.0082164i,-0.0071389-0.0097254i,-0.0091845-0.013297i,-0.0056363-0.012958i,0.00082105-0.0096103i,0.0022869-0.0063295i,-0.00056634-0.0045718i,0.00085937-0.0036743i,0.006474-0.003192i,0.0073688-0.0024472i,0.0042617-0.0014392i
0.036359-0.026801i,0.094857-0.11134i,0.15219-0.24322i,0.13245-0.29198i,0.047665-0.19692i,-0.022286-0.098907i,-0.073848-0.068332i,-0.1029-0.030741i,-0.07772+0.013771i,-0.033955+0.021828i,-0.013145+0.019905i,-0.006489+0.020248i,-0.0062393+0.012543i,-0.0082346+0.007681i,-0.0055894+0.0085589i,-0.0036745+0.0095759i,-0.0071925+0.0073061i,-0.010321+0.003747i,-0.0082532+0.0027399i,-0.0069451+0.0030614i,-0.010668+0.0015226i,-0.012586+0.00042108i,-0.0090804+0.0024278i
-0.018227+0.042046i,-0.023313+0.11686i,-0.014854+0.20981i,0.00063522+0.22171i,0.0062129+0.1163i,0.013107+0.012287i,0.039357-0.022961i,0.053831-0.040173i,0.03067-0.050069i,0.00019261-0.03323i,-0.0065623-0.018791i,-0.0018939-0.01805i,0.0052881-0.011719i,0.016032-0.0026057i,0.020778+0.0027117i,0.018266+0.0068858i,0.016172+0.0098451i,0.01739+0.0074426i,0.017652-0.0021925i,0.015995-0.011215i,0.014843-0.012713i,0.014311-0.0088097i,0.011938-0.0069686i
-0.014016-0.021247i,-0.036393-0.024046i,-0.050609-0.016438i,-0.031269-0.014024i,0.01252-0.012305i,0.051574-0.0054387i,0.071198-0.016923i,0.059374-0.036619i,0.034873-0.028353i,0.024387-0.013077i,0.012414-0.0094431i,-0.0018481-0.00079212i,-0.0072117+0.0053898i,-0.013512+0.0008219i,-0.018156-0.0054977i,-0.013765-0.011237i,-0.0082071-0.013781i,-0.0074929-0.0078134i,-0.0088274+0.0034696i,-0.0069574+0.0094563i,-0.0035548+0.0069029i,-0.0042411+0.0034116i,-0.0058205+0.0028447i
0.0075724-0.028569i,-0.0098014-0.096852i,-0.065726-0.17663i,-0.10995-0.17244i,-0.092126-0.081424i,-0.05385-0.0097551i,-0.046409+0.034465i,-0.031017+0.074745i,-0.0041769+0.071669i,0.0010394+0.044038i,0.0075018+0.030745i,0.018615+0.018538i,0.013622+0.0057869i,0.0051379+0.0021746i,0.0016398+0.0027169i,-0.0037204+0.0038689i,-0.010606+0.006993i,-0.011808+0.0099909i,-0.0050064+0.0090996i,0.00019582+0.00889i,0.0011674+0.011844i,0.0022938+0.010416i,0.0030587+0.0067115i
0.025713+0.048779i,0.10241+0.12291i,0.21182+0.1871i,0.242+0.16823i,0.14627+0.090406i,0.049236+0.052635i,0.035435+0.045476i,0.030296+0.0085339i,-0.0042672-0.022983i,-0.024758-0.017147i,-0.02144-0.0078346i,-0.013875-0.010542i,-0.0057193-0.016179i,0.0010484-0.018554i,0.003884-0.014929i,0.0075403-0.0093737i,0.012892-0.0078067i,0.014036-0.011796i,0.0065716-0.016234i,-0.0018574-0.015568i,-0.0022023-0.012734i,0.0013625-0.011026i,0.0015155-0.010451i
-0.053626-0.015138i,-0.13328-0.023187i,-0.21183-0.022206i,-0.20815-0.013953i,-0.11747-0.0036609i,-0.041868-0.0031711i,-0.041729-0.013592i,-0.055582-0.010863i,-0.031253-0.001428i,-0.0066853-0.0096535i,-0.0067708-0.010495i,-0.0060431+0.0055529i,0.00044849+0.013413i,6.3845e-05+0.012497i,-0.0045577+0.0085681i,-0.0089395+0.00024394i,-0.011405-0.0056209i,-0.011848-0.0023769i,-0.0078354+0.0079411i,0.00034182+0.015443i,0.0024684+0.01531i,-0.0026316+0.014221i,-0.0058719+0.013979i
