-0.003941+0.0018189i,-0.0046477+0.0023261i,-0.003255+0.0031598i,-0.0015924+0.0025131i,-0.0010021+0.0020493i,-0.001268+0.0015902i,-0.0019112+0.0012814i,-0.00065859+0.0012081i,0.0011115+0.0010644i,0.0013826+0.00060523i,0.0017069-4.8375e-05i,0.0012013-4.0278e-05i,0.00014432-0.00098631i,4.1275e-05-0.0013306i,-0.00031567-0.0005882i,-0.00082683+0.00034265i,-0.00076318+0.00057542i,-2.1901e-05+0.00027403i,9.0622e-05+0.00044927i,-0.00013359+0.00029443i,-0.00057479-0.00020059i,-0.00043298-0.00044024i,0.0005384+0.00033044i
0.00026135+0.0016905i,0.00077943+0.0010764i,0.0026578+0.00090774i,0.002884-0.00011426i,0.00096004-0.00059169i,-0.00037638-3.4031e-05i,-3.2697e-05+0.00039508i,0.00072602+0.0016673i,-4.3738e-05+0.0022642i,-0.0015288+0.0019313i,-0.0018415+0.00071571i,-0.0014269-0.0010719i,0.00011027-0.002095i,0.0011128-0.0015213i,0.00036285-0.00078977i,-0.00045819+9.3119e-05i,0.00015503+0.00065069i,0.0010408+0.00014771i,0.0011023-0.00056468i,0.00082931-0.00067266i,0.00013341-0.00020744i,-0.00016005+9.2014e-05i,-0.00056954-0.00046509i
-0.00094778-0.00079682i,-0.0018809+0.00019521i,-0.0030958+0.00060908i,-0.0026186+0.00078381i,-0.00076978+0.0004092i,0.00062603+0.00020029i,0.0016104+0.0011472i,0.002571+0.0014602i,0.0026626+0.0013818i,0.0014214+0.0018513i,0.00068333+0.0019262i,0.001641+0.0007204i,0.0032525-0.00013317i,0.0024119+0.0004067i,0.0010447+0.00068572i,0.0014654+0.00049785i,0.00071828+0.0006728i,-0.0010487+1.1225e-06i,-0.00065757-0.00022523i,-0.00029925-0.00039559i,-0.00091083-0.001297i,-0.00098965-0.0012229i,-0.0010119-0.00053055i
-0.0016647+0.0003192i,-0.0014065-0.00065299i,0.00018437+0.00078867i,0.00070849+0.0008546i,3.367e-05-0.00018613i,-0.00038934-1.9833e-05i,0.00025635-0.00043545i,0.0014-0.0015789i,0.0023249-0.0015276i,0.0029831-0.00020935i,0.0035043+0.0014281i,0.0033546+0.0021808i,0.0026224+0.0011393i,0.0013931+0.00070243i,0.00046137+0.00090151i,0.00017323+0.0011157i,-0.00076432+0.00098629i,-0.0016876+0.00089949i,-0.0013093+0.0013594i,-0.0007136+0.0012646i,-0.000859+0.00065423i,-0.00094352+0.00017996i,-0.00056117+2.2209e-05i
0.0019312-0.004849i,0.0016714-0.0053961i,-0.00024436-0.0048695i,-0.0015084-0.0020376i,-0.0012193-0.00017343i,0.00026406+2.7087e-05i,0.0010227-0.00046632i,0.00051919-0.0019005i,0.0010426-0.0030663i,0.0018366-0.002454i,0.0016003-0.00053309i,0.00051586+0.00084463i,-0.00075759+0.0018172i,-0.00096804+0.0025182i,-0.00070475+0.0019791i,-0.00073962+0.00096437i,-0.0010726-1.4472e-05i,-0.00068987-0.0002521i,-0.00031627+0.00017637i,-0.00010167-0.00030394i,8.1152e-05-0.00053103i,-5.7718e-05-0.00019145i,-0.00043319-0.00034864i
0.0033647+6.9076e-05i,0.0028899+0.00082094i,0.0019949+0.0017603i,0.00016907+0.0013914i,-0.0019307+0.00021665i,-0.0030275-0.00042004i,-0.0026348-0.00066685i,-0.0020206-0.0015351i,-0.0018503-0.0024353i,-0.0019142-0.0021131i,-0.0011203-0.001399i,-0.0012267-0.00068253i,-0.002515+4.8522e-05i,-0.0022265-0.0001734i,-0.0011993-0.00045016i,-0.00028825-0.00095764i,0.00023449-0.0011642i,0.0004926-0.00071612i,0.001016-0.0011227i,0.00040484-0.0014506i,0.00044671-0.00086355i,0.0014106-0.00046633i,0.00060251-0.00021312i
-0.0016249+0.0022761i,-0.0012054+0.0043665i,-0.0010109+0.0038216i,-0.00023094+0.003354i,-0.00025538+0.0029112i,-0.00070606+0.0019829i,-0.00033456+0.0010065i,-0.00098952+0.00097923i,-0.0022639+0.0012934i,-0.0020308+0.00053475i,-0.0014888-0.001723i,-0.0020287-0.0031192i,-0.0019067-0.0029064i,-0.00048659-0.0023088i,-0.00052585-0.001886i,-0.0015471-0.0017884i,0.00022912-0.0010306i,0.0020589-0.001182i,0.001258-0.0014501i,0.00030678-0.0006707i,0.00015124-0.00046234i,0.00073071-0.00056011i,0.000614-0.00037659i
-0.0010646-0.001354i,-0.0013846-0.0011958i,-0.0020891-0.0012414i,-0.0023089-0.0010228i,-0.0012582-0.00011592i,-8.1562e-06+0.00096663i,0.00049377+0.0013931i,0.0009206+0.001528i,0.0012891+0.0022502i,0.00014932+0.0015609i,-0.0009675-0.00073701i,-0.00058303-0.0016714i,0.00077943-0.0019624i,0.0013598-0.0020269i,0.00077051-0.0010626i,0.00030898-0.00067316i,0.00056116-0.00076261i,0.0011917-0.00060809i,0.00087333-0.00060654i,0.0002514-0.00013725i,0.0003286+0.00043108i,0.00049699-0.00013896i,-0.00035893-0.00027857i
0.00026143-0.0027722i,-0.00021174-0.0028685i,0.00047531-0.0015357i,7.5317e-05-0.00013462i,-0.0013239-0.0011088i,-0.0012747-0.00048585i,0.00038891+0.00029427i,0.0025177-0.00019802i,0.0034682+0.00013755i,0.002228+0.00065713i,0.00085371+0.00013575i,0.0008142-0.00013371i,0.0020272+0.00025789i,0.0018707+0.00034831i,0.00085852+0.00096375i,0.00012837+0.0018495i,-0.00020567+0.0016132i,0.00013916+0.00098218i,-0.00020941+0.00052483i,-0.00059563+0.00071272i,-3.9263e-05+0.0010166i,-0.00027663+0.00022256i,-0.00015957-0.0011091i
0.0050467-0.0012292i,0.0050253-0.0022555i,0.0042655-0.0023507i,0.0018667-0.0030286i,-0.00059684-0.0028408i,-0.0012181-0.0011944i,0.00043776-0.00059234i,0.0014666-0.0010767i,0.0018094-0.0016367i,0.002023-0.0020635i,0.0017369-0.0011908i,0.0013518+0.0017083i,0.0010157+0.0033204i,0.00059712+0.0035881i,0.0002953+0.0039419i,-0.00027467+0.0037736i,-0.00078309+0.0021752i,-0.0006461+0.00094708i,-0.00051758+0.0011297i,-0.00011205+0.00082593i,3.1007e-05+0.00017979i,0.00040055-0.00023819i,0.00069356+3.7206e-05i
0.0010845+0.0020674i,0.00037795+0.003453i,-0.00010016+0.0020895i,-0.00057385+0.0001948i,-0.001641-7.5807e-05i,-0.0013573+0.00040264i,-0.00015483+0.00022767i,-0.00044787-0.0013247i,-0.00077693-0.0030443i,-0.0001105-0.0027349i,0.0004896+4.2114e-05i,0.00027143+0.0018631i,-0.0012393+0.0021229i,-0.0017658+0.0015397i,-0.00088771+0.00065393i,-0.00067723+0.00033884i,-0.0013624+0.00089922i,-0.0015211+0.0010269i,-0.00041484+0.00082612i,-0.00012956+0.00025962i,-0.00099388-0.00056106i,-0.0011196-0.00034179i,-0.00010267+0.00044914i
-0.0016477+0.0010736i,-0.0014645+0.0017232i,-0.00045374+0.0016494i,8.6525e-05+0.00082743i,-0.00057969+0.00041368i,-0.00069688+0.00046577i,-0.00050093-0.00039266i,-0.0011625-0.00079764i,-0.0021206-9.0331e-05i,-0.0022196+0.00038279i,-0.0013025+0.00046222i,-0.0012919-0.00018512i,-0.0025022-0.00084082i,-0.0021391-0.0011885i,-0.00079105-0.0022222i,0.00031865-0.0025072i,0.00079246-0.0017583i,0.00056684-0.001071i,0.0009546-0.00033915i,0.00042432-0.00015548i,-0.00030859-0.00077357i,2.6673e-05-0.0003566i,0.000286+0.00012237i
-0.0030511-0.00077586i,-0.0020951-0.00084439i,-0.00086262+0.0002343i,-0.00047078+0.00077298i,-0.00026772+0.00035988i,0.00069238+1.9829e-05i,0.00053145+0.00027038i,-0.00099045+0.0013019i,-0.0015921+0.0020862i,-0.0012645+0.0012255i,-0.00038319-0.001374i,-2.3299e-05-0.0032902i,-0.0005598-0.0033493i,-0.00045638-0.0028621i,-0.00043977-0.0027879i,-0.00090686-0.0025188i,-0.0006167-0.0017412i,5.0953e-05-0.00074135i,-0.00041859+3.7391e-05i,-0.00096061+0.00038994i,-0.0011457+0.00069235i,-0.00058638+0.00061213i,-0.00053397+0.00045154i
-0.00046786-0.0022219i,-0.0006755-0.0026638i,-0.0018212-0.0015969i,-0.0021812-0.00015182i,-0.001146+0.00058472i,-0.00020101-7.8745e-05i,6.1053e-06+3.2618e-05i,0.00039802+0.0014259i,0.0020662+0.0018214i,0.0029623+0.00062678i,0.0018607-0.00073934i,0.0005491-0.0014433i,0.00027133-0.0017591i,0.00034265-0.0021468i,-5.3716e-05-0.0019815i,-0.00056585-0.00062481i,-0.00010996+0.00083629i,0.00046163+0.00063242i,0.00021778+0.00016721i,-0.00021401-0.00029449i,-0.00047546-0.00072768i,-0.00078336-0.00054166i,-0.0014032-0.00098006i
-0.0025206-1.6794e-05i,-0.001692+0.0018493i,-0.0020182+0.00309i,-0.0022229+0.0025096i,-0.00049552+0.0018039i,0.0009742+0.0010401i,0.0017383+0.00025458i,0.0026801-0.0009993i,0.0031643-0.0021i,0.0028934-0.0016331i,0.0019751-5.6523e-05i,0.0014393+0.0011006i,0.0021998+0.0013205i,0.0024034+0.00078227i,0.00097511+0.00097844i,-6.9334e-05+0.0013178i,-0.0008012+0.0013314i,-0.0015101+0.0014505i,-0.00099782+0.001131i,6.2323e-05+0.00080403i,0.00037983+1.8904e-05i,0.00085293-0.0011185i,0.00089307-0.0014612i
3.8192e-05-8.6961e-05i,-0.00060357-8.6242e-05i,-0.0018819+0.00024282i,-0.0026463+0.00099484i,-0.0027996+0.0015323i,-0.0022486+0.00099312i,-0.0013824-0.00059287i,-0.00031962-0.0030122i,0.00037683-0.0044474i,0.00048474-0.0031271i,-0.00020618-0.0003593i,-8.7891e-06+0.0025681i,0.00037831+0.0043156i,-0.00012805+0.0037932i,-0.00022536+0.0028583i,0.00050612+0.0020942i,0.0001493+0.0016271i,-0.00051203+0.0012247i,-0.00079814+0.00074128i,-0.00044675+7.0406e-05i,0.0004285-0.00036801i,0.00080285-0.00018669i,0.00074767-0.00028408i
-0.0011491-7.4073e-05i,-0.00055546-0.00013654i,0.0012398+0.00087397i,0.0015851+0.0013699i,0.00043231+0.0010557i,7.5368e-05+0.00077666i,-0.000456-0.00012404i,-0.0019012-0.0015136i,-0.0031277-0.0018158i,-0.0031709-0.001297i,-0.0021983+0.00030357i,-0.0016394+0.0018404i,-0.0016431+0.002103i,-0.0016672+0.0021048i,-0.00018644+0.0022665i,0.00071912+0.0015223i,-0.00082984+0.00023773i,-0.0017925-0.000299i,-0.00093681+0.00022468i,-0.00042576+0.00084077i,-0.00038997+0.00018893i,9.9289e-05+7.7276e-05i,0.00065021+0.0010061i
0.0017195+0.0011899i,0.0024668+0.00050304i,0.0027561-0.0018991i,0.0018813-0.0030042i,0.0003294-0.0025267i,-0.00088192-0.0017515i,-0.0012907-0.00049581i,-0.0022335+0.00096609i,-0.0036178+0.0023979i,-0.003155+0.0029598i,-0.001722+0.0015495i,-0.00097049-0.00092125i,-0.00082889-0.0024352i,-0.00072569-0.0018424i,-0.00055008-0.0010867i,-0.00081291-0.00088567i,-0.00075979-0.00061571i,-5.0746e-05-0.00090834i,-9.9394e-05-0.0012984i,-8.3957e-05-0.00083412i,0.00012999-0.00024294i,-0.00023938+0.00054681i,-0.00030931+0.00098609i
0.0016637+0.001797i,0.002279+0.0032989i,0.0012449+0.0028973i,0.00075513+0.0011877i,0.00020332+0.00049944i,0.00018332+0.00047126i,0.00060427+0.00056347i,0.00068203+0.0023511i,0.00055405+0.0043645i,0.0010918+0.0045382i,0.0019403+0.0012873i,0.0021766-0.0026767i,0.0012535-0.0039722i,0.00072956-0.0033465i,0.00054375-0.0026951i,0.00011176-0.0021145i,-0.00024152-0.00092384i,-4.8604e-05-0.00013281i,0.00041791+0.00084352i,-6.2429e-05+0.0010697i,-0.00020334+0.00026691i,-0.00049318+8.4689e-05i,-0.00038582+0.00027007i
-0.00088736+0.0048545i,-0.0010812+0.0054993i,-0.00081264+0.0044275i,-0.00025983+0.0033162i,-0.0007444+0.00079323i,-0.00033997-0.0010418i,0.0015267-0.0012605i,0.0034565-0.00057319i,0.0049624+0.000432i,0.0057811-6.9361e-05i,0.0046917-0.0013189i,0.0025246-0.0015888i,0.0019624-0.0012015i,0.001399-0.0015517i,0.00061873-0.0016085i,9.2111e-05-0.00063907i,3.9481e-05+0.00052802i,5.7593e-05+0.0012774i,-0.00020988+0.0010422i,0.00032063+0.00018759i,0.0010685-0.00085998i,0.0010206-0.00096568i,0.00045814-0.0003594i
-0.0002353-0.0024329i,-0.00096419-0.0029681i,-0.0028517-0.0043496i,-0.0038329-0.0035988i,-0.0036197-0.0012459i,-0.0021301+0.00029065i,0.0008568-0.00024263i,0.0025717-0.0024312i,0.0032628-0.0045158i,0.0032107-0.0043653i,0.0011465-0.0020198i,0.00010306+0.00053587i,0.00073737+0.002842i,0.00050014+0.0027759i,-0.0003261+0.0017607i,-0.00075796+0.0021836i,-0.0010983+0.0023855i,-0.0014058+0.0016856i,-0.0017549+0.0011183i,-0.001292+0.00052318i,3.4188e-05+0.00018698i,0.00036641+0.00020498i,8.699e-05-7.5927e-05i
0.0013-0.00020821i,0.00179-0.00022828i,0.0034771-0.001251i,0.0026843-0.0019739i,0.00097971-0.0011296i,-0.00062125-0.00055508i,-0.0012159-0.0020569i,-0.0019459-0.0040516i,-0.0028844-0.005976i,-0.0028848-0.0058976i,-0.003574-0.0027582i,-0.0027097+0.0012297i,-0.0015984+0.0028423i,-0.0016959+0.0030167i,-0.001076+0.0037204i,-0.00053002+0.0029354i,-0.00028004+0.00097998i,-0.00056466+0.00011493i,-0.0006686+0.00048021i,0.00021186+0.00091946i,0.00028088+0.00023439i,-0.00018325-0.00051122i,0.00014996-9.52e-06i
0.0026354+0.00050369i,0.0038935-0.00014642i,0.0046613+0.00048993i,0.0034338-0.0001593i,0.0020493-1.1406e-05i,0.00067568-5.8409e-05i,-0.00061832-0.0015202i,-0.0021135-0.0019173i,-0.0043347-0.00082014i,-0.0056751+0.00061828i,-0.0048019+0.0016134i,-0.0026195+0.0018309i,-0.0014191+0.0016952i,-0.0010873+0.0012486i,4.8141e-05+0.00056812i,0.0012449+0.00021642i,0.00055177-0.00037118i,-0.00015797-0.0011781i,0.00073765-0.0015548i,0.0013772-0.0013969i,0.0010991-0.0011367i,0.00039611-0.00064162i,-5.5549e-06-0.00038321i
0.0026953+0.002524i,0.0040951+0.0026768i,0.004107+0.00076923i,0.0024563-0.0018149i,9.2914e-05-0.0031452i,-0.0018105-0.0029424i,-0.0023286-0.0011347i,-0.0026872+0.002185i,-0.0029366+0.0046675i,-0.0019755+0.0049551i,-0.0013383+0.0029505i,-0.001153-0.00035134i,-0.0011821-0.0021349i,-0.00070799-0.0023221i,0.00045586-0.0019724i,0.0010097-0.0021147i,0.0014228-0.0020597i,0.0015626-0.00094178i,0.00094193-0.00053489i,0.00066813-0.00072712i,0.00026028-0.00063534i,9.5569e-05-0.00045611i,-0.0001879+2.1517e-05i
-0.0005963+0.0052921i,-0.0017834+0.007439i,-0.00081518+0.0065734i,3.9843e-05+0.0024058i,-0.00013297-0.0006829i,-0.00031871-0.00060389i,-6.8608e-05+0.0014366i,0.0013391+0.0032707i,0.003853+0.0042577i,0.0057734+0.0035952i,0.0061633+0.00072464i,0.0049901-0.0024631i,0.0035478-0.0032353i,0.0019129-0.0026589i,0.00093097-0.0025601i,0.00059173-0.0022546i,0.00079251-0.00091796i,0.0011699+0.00089196i,0.0011617+0.0016639i,0.0008328+0.00068505i,0.00028404-9.7399e-06i,3.971e-06+0.00029884i,0.00018924+0.00018744i
0.00043943-0.0031077i,5.0684e-05-0.0028533i,8.9661e-05-0.00082238i,-0.00017221+0.00015983i,-0.00070844-9.4828e-05i,-0.0013037+0.00093914i,0.00077982+0.0012049i,0.004672+0.00022577i,0.0075389-0.0013634i,0.0073085-0.002555i,0.0048611-0.0023045i,0.0031001-0.0011212i,0.0028253-0.00010491i,0.001805-0.00028735i,0.0003667-0.0010427i,-0.00026661-0.00092154i,-0.00069274+0.00097491i,-0.00068509+0.0020716i,-0.00050917+0.0016358i,2.5373e-05+0.001232i,0.00069234+0.00083686i,0.0011908+0.00064227i,0.00058708+0.0002486i
0.00027347+0.001113i,0.00091625-0.00070679i,0.0022694-0.00087727i,0.0019244-0.00040065i,0.0018307-0.00054063i,0.0015863-0.00095917i,0.0016631-0.0018373i,0.0037679-0.0040312i,0.0043104-0.0066664i,0.0027538-0.0076708i,0.00030774-0.0046383i,-0.0014994-0.00047737i,-0.00059258+0.0020571i,-0.00017192+0.0024313i,-0.00078822+0.0024283i,-0.00059779+0.0032424i,-0.00044281+0.0023028i,-0.0011164+0.00072409i,-0.0012294+4.1721e-05i,-0.00088879+0.00057308i,-0.00017828+0.00092516i,-0.00013025+0.0004508i,7.7008e-05+0.0002375i
0.0019459-0.00015576i,0.0028771+0.0002139i,0.002109-0.00067878i,0.00040785-0.0002996i,0.00065876+0.00081229i,0.001735-0.00014074i,0.0012785-0.0031318i,-0.00099825-0.0047586i,-0.0039348-0.0051705i,-0.0058679-0.0041748i,-0.0056437-0.0021083i,-0.0042035+0.00014784i,-0.0035043+0.001007i,-0.0030357+0.0014633i,-0.0021358+0.0013115i,-0.0016157+0.0006432i,-0.0018638+0.00062644i,-0.001844+0.00012765i,-0.00040853-0.00055689i,0.00099836-0.00071226i,0.00086491-0.00029838i,0.0006716+0.00080119i,0.00030168+0.00089092i
-0.00056207+0.00067148i,-0.00042983+0.00082485i,-0.00033243-0.0010026i,-0.00018554-0.0015506i,-0.00094279-0.00061578i,-0.001869-0.00097748i,-0.0020232-0.0017073i,-0.0045584-0.00098517i,-0.0072695+0.00062096i,-0.0079714+0.0026791i,-0.0065583+0.0036457i,-0.0038279+0.0017461i,-0.0017666-0.0009639i,-0.0007681-0.00088752i,-0.00052824+0.00084802i,-0.00062259+0.001249i,-0.00041317-0.00032779i,0.00080606-0.0013132i,0.0016598-0.00083445i,0.0011912-0.00076612i,0.0003691-0.00086174i,-0.00045121-0.00047463i,-0.00040708-0.00029003i
-0.0011871+0.00070387i,-0.0019226+0.0013292i,-0.0010023+0.0015457i,-0.00051884-0.00039117i,-0.0010282-0.0020923i,-0.0018025-0.00037869i,-0.0021862+0.0015309i,-0.0013755+0.0040876i,-0.00060622+0.0070157i,0.00064631+0.0074864i,0.002101+0.0045987i,0.0031736-0.00018984i,0.0026895-0.0025475i,0.0014788-0.0023623i,0.00066995-0.0032761i,0.00039333-0.0036225i,0.00096406-0.0021011i,0.0026415-0.00096479i,0.0030068-0.0010421i,0.0016437-0.0011609i,0.00044917-0.00056205i,-0.00024313+0.00022737i,0.0001946+0.00019719i
-0.0011623-3.2062e-05i,-0.0008021+0.00047456i,-0.00046827+0.0012554i,-0.00092163+0.0029566i,-0.00067105+0.0030244i,0.00065321+0.0021844i,0.0020239+0.0031628i,0.0033286+0.004527i,0.0057568+0.0049577i,0.0079612+0.003988i,0.0077828+0.0013774i,0.0068031-0.00047304i,0.0057399-0.0016196i,0.0035236-0.0022463i,0.0020511-0.0021539i,0.0016805-0.0018827i,0.001504-0.00079492i,0.0014654+0.00080014i,0.00085661+0.0010788i,0.00023082+0.00085951i,-7.5792e-05+0.0010903i,-0.00076931+0.00032699i,-0.00057719-0.00027317i
0.0016348-0.0014175i,0.0019622-0.0026574i,0.00030775-0.0027178i,-0.00079621-0.0024414i,-0.0014084-0.0019406i,-0.0023113-0.0012627i,-0.00016166-0.0013752i,0.0038043-0.0016531i,0.006954-0.0031218i,0.0073498-0.0056073i,0.0052969-0.0047638i,0.0036447-0.0017094i,0.0021025+5.6105e-05i,0.0011092+0.00053773i,0.00025416-1.288e-05i,-0.00053764+0.00013796i,-0.00050995+0.00079122i,-0.0004514+0.00048671i,-0.0004819+0.00020454i,-0.001156+0.00031558i,-0.001244+0.00068744i,-0.00048868+0.0012087i,2.3922e-05+0.00057725i
9.1749e-05-0.00033589i,0.00060381-0.00052042i,3.7106e-05-7.3307e-06i,-0.00057117+0.00099378i,-0.00019551+0.0016774i,0.00056948+0.0012962i,0.0016951-0.0013875i,0.0024121-0.0043796i,0.0017541-0.0071959i,-0.00048592-0.0083612i,-0.0018708-0.005733i,-0.0018133-0.0007835i,-0.0015752+0.0025054i,-0.00096504+0.0026295i,-0.00072644+0.0021509i,-0.0010707+0.0017934i,-0.0015831+0.0004348i,-0.0026445-0.00066935i,-0.0028334-0.00036008i,-0.0015716+0.00080558i,-0.00064719+0.0015693i,-6.4493e-05+0.0015621i,0.00038744+0.0011489i
0.0016335+0.00049474i,0.0014744+0.00087709i,8.1638e-05+7.2381e-05i,-0.0012661-0.00030975i,-0.0025967+6.5603e-05i,-0.0029475+0.00037325i,-0.0019878-0.00067493i,-0.0026686-0.0026808i,-0.0056184-0.0047817i,-0.0079402-0.0047398i,-0.0081215-0.0020487i,-0.0071048-0.0002589i,-0.0049827+2.2974e-05i,-0.0028502+0.0012706i,-0.0016441+0.0024925i,-0.00087076+0.0018813i,-0.00095145-5.5115e-05i,-0.0011023-0.0010717i,-0.00068445-0.0010691i,-0.00028338-0.0012037i,-0.0004978-0.001008i,0.00031475-0.00055445i,0.00064667-0.00014156i
0.0013479-0.00098349i,0.0010844+0.00022837i,0.0013835-0.0010546i,0.0016326-0.0031725i,0.0011944-0.0027553i,0.001578-0.0013726i,0.0006075-0.002114i,-0.0025347-0.00097901i,-0.0055396+0.0023758i,-0.0064221+0.004468i,-0.0051749+0.003773i,-0.0035987+0.00106i,-0.0027825-0.0014263i,-0.002257-0.0013995i,-0.0011282+1.5249e-05i,1.6385e-05+0.00029582i,0.00097882-0.00061518i,0.001813-0.0006176i,0.0021833-0.0006569i,0.0025491-0.0018381i,0.0020501-0.0023828i,0.0010456-0.0018839i,0.00073416-0.0011187i
0.0017007+0.0024073i,0.0013753+0.002109i,0.0024414+0.0020259i,0.0028556+0.0012744i,0.00078191-0.0011211i,-0.00067973-0.002786i,-0.0002689-0.00095452i,-0.0002155+0.0027275i,-8.4578e-05+0.0062591i,0.0020396+0.0078736i,0.0039146+0.005367i,0.0036592+0.0014349i,0.002322-0.00083569i,0.00042467-0.002383i,0.00074858-0.0031009i,0.0019854-0.0020646i,0.0023537-0.00057573i,0.0023949+4.1711e-05i,0.0019907+0.00049643i,0.0012376+0.00014147i,0.00018554-0.00097136i,-0.00040768-0.00085459i,-8.5678e-05-0.00031454i
-0.0024781+0.0027603i,-0.0032937+0.0028095i,-0.0025786+0.0030253i,-0.0014061+0.002688i,-0.00087844+0.0016038i,-0.0011473+0.0017435i,-0.00062746+0.0022837i,0.0018189+0.0027464i,0.0064203+0.0030672i,0.010453+0.0015247i,0.01073+0.00023321i,0.0080635-2.0616e-05i,0.0044802-0.00064302i,0.0017012-0.0016115i,0.00052406-0.0020634i,0.00054167-0.00129i,0.00068089-0.00019974i,-4.01e-05+0.00092207i,-0.0010599+0.0011621i,-0.0010232+0.00079547i,-0.00038934+0.00046861i,5.489e-06+0.00022136i,0.00024214+0.00047957i
0.0026461-0.0030399i,0.0038233-0.0047634i,0.0030121-0.0050818i,0.00067013-0.0031372i,-0.00015533-0.00035139i,-0.00028045+0.00091037i,0.00076108+0.00012724i,0.0025469-0.0018083i,0.0050179-0.0040741i,0.0064721-0.0061168i,0.0051609-0.0060859i,0.0024379-0.0033147i,0.0013579-0.00038472i,0.001087+0.00044626i,-0.00033654+9.7112e-05i,-0.0015352-0.00020913i,-0.0021248+0.000216i,-0.0026194+0.00042534i,-0.0027493-4.6205e-05i,-0.001863+0.00022567i,-0.00064014+0.00072128i,-0.00052149+0.0005345i,-0.0012068-7.3296e-05i
0.00089775+0.0015743i,0.0010528+0.0030533i,0.0010695+0.0024854i,-0.00032052-0.00044362i,-0.0018595-0.0017971i,-0.0009472-0.00087025i,0.0015349-0.00072276i,0.0024576-0.0023835i,-8.7619e-05-0.0057494i,-0.003598-0.0080773i,-0.0047797-0.0062658i,-0.0040841-0.0018416i,-0.0031323+0.00086556i,-0.0018081+0.0010152i,-0.001186+0.0015288i,-0.0020299+0.0015366i,-0.0019797-0.000366i,-0.0016605-0.0024106i,-0.0017421-0.0025138i,-0.0015667-0.0013803i,-0.0016295-0.00077743i,-0.00077135-0.00037847i,-0.00051735-0.00014239i
-0.0017896+0.0015071i,-0.0008486+0.0011494i,0.00044139-0.00039169i,0.00078148-0.0012941i,-0.00018152-0.0010777i,1.278e-05-0.0012709i,0.00017598-0.0010992i,-0.0016712-0.000894i,-0.0053439-0.0008517i,-0.0083246-0.0005995i,-0.0083503+4.7019e-06i,-0.0063116+0.0002216i,-0.0037834-1.8452e-05i,-0.0012435+0.00066551i,-6.1333e-05+0.0019001i,-0.0001577+0.00159i,6.0435e-06-0.0004254i,0.0006482-0.0018107i,0.0013138-0.0022337i,0.0016541-0.0022885i,0.00093475-0.0013534i,-0.00021668-0.00080483i,-0.00028782-0.0010666i
-0.00092636-0.00063422i,-0.0014599+0.00049087i,-0.00073873+0.0017469i,0.0010762+0.00099827i,0.0007408-0.0008625i,-0.00047879-0.0011296i,-0.00088531-0.00095612i,-0.0015801-0.00052613i,-0.0031217+0.0032612i,-0.0038019+0.006806i,-0.002481+0.0060388i,-0.0007785+0.0027041i,-3.7213e-05+8.9514e-05i,0.00022881-0.00033145i,0.0011276+0.00043913i,0.0023451+0.0009214i,0.0026396+0.0010923i,0.0025449+0.00076474i,0.0030379+0.0001042i,0.0025512-0.00071108i,0.0017153-0.0016798i,0.001253-0.0017176i,0.0012446-0.00026859i
0.0027145+0.00085498i,0.00087133-0.00099726i,-0.00051886-0.0019706i,-0.00064304-0.0012197i,-0.00064353-0.00053697i,-0.0014029+0.00030105i,-0.0019342+0.00075085i,-0.00067904+0.001928i,0.0022123+0.0047574i,0.0056703+0.0060269i,0.0067702+0.0043457i,0.0055314+0.0012034i,0.0035459-0.00062732i,0.0014053-0.0006951i,0.00096302-0.00086186i,0.0013208-0.00048771i,0.0011916+0.001339i,0.00089436+0.0028904i,0.0010365+0.0022686i,0.0012605+0.0010426i,0.0010931+0.00021018i,0.0012817+0.00011905i,0.0015734+0.00067288i
0.0025317+0.0023033i,0.0036353+0.00022807i,0.0036414-0.0017377i,0.0017876-0.0023557i,0.00015977-0.00087928i,0.00049888+0.00013135i,0.002099+0.00030819i,0.0029647+0.00065733i,0.0056278-0.00031639i,0.0082962-0.0022013i,0.0075251-0.0022827i,0.0047088-0.00057558i,0.0013933+0.00030659i,-0.0009484-0.00042615i,-0.0013164-0.0009024i,-0.0012863-0.00045624i,-0.0019411+0.00083285i,-0.0021315+0.0021927i,-0.0012652+0.0016868i,-0.00092472+0.00067636i,-0.0013358+0.00070725i,-0.00077541+0.00093093i,0.00012416+0.0011911i
-0.0017257+0.00088683i,-0.00195+0.0014894i,-0.0011865+0.0019725i,-0.0011436+0.00064871i,-0.00099066-0.00079149i,8.8369e-05-0.00030554i,0.00084657+0.00034552i,0.0015827-0.0011687i,0.0030491-0.004463i,0.0028484-0.0074695i,0.00097178-0.007436i,-0.00090263-0.003408i,-0.0013632-0.00058924i,-0.00059659-0.00092423i,-0.0012124-0.0011589i,-0.0025698-0.0011849i,-0.0031139-0.0012341i,-0.0029932-0.00047561i,-0.0032406+0.00011134i,-0.0027238+0.0011217i,-0.0019742+0.0019181i,-0.0015819+0.0012751i,-0.0014946+0.00074669i
