-0.0066584+0.0013609i,-0.0046415+0.0022791i,-0.0048707+0.0036896i,-0.0035067+0.0048071i,-0.00097538+0.0035232i,0.00079091+0.0026011i,8.5395e-05+0.0022824i,-0.00098009+0.0018674i,-0.00052976+0.0020546i,0.00061213+0.0018163i,0.0017307+0.00051057i,0.0012899-0.00042912i,0.00047322-0.00071664i,-0.00093139-0.00109i,-0.0021294-0.00086258i,-0.0016028-0.00048306i,-0.0002579-0.00078448i,0.0011074-0.00076746i,0.0011356-0.00013422i,0.0010166+0.00014163i,0.00059197-1.955e-06i,-0.0002798-0.00027274i,0.00018475-0.00055976i
-0.030328-0.016923i,-0.073321-0.056189i,-0.11048-0.10041i,-0.11159-0.10807i,-0.082487-0.085409i,-0.048158-0.064865i,-0.025155-0.045777i,-0.012588-0.026961i,-0.0056575-0.014234i,-0.0032466-0.0088567i,-0.0005611-0.0065478i,0.0037255-0.0026339i,0.0065997+0.0025801i,0.0041791+0.0066385i,-0.002911+0.0076147i,-0.0075931+0.0071076i,-0.0064271+0.0064361i,-0.0017913+0.0077392i,0.0047752+0.010793i,0.0098521+0.010936i,0.0087173+0.0070261i,0.0039923+0.0015164i,0.00038206-0.0027074i
0.030134-0.017124i,0.084712-0.034547i,0.13972-0.038966i,0.1382-0.016241i,0.076441+0.021565i,0.014326+0.038892i,-0.0096923+0.026006i,-0.010873+0.0093991i,-0.0082013+0.002811i,-0.0051083-0.00012863i,-0.0032266-0.0042009i,-0.0017904-0.0068342i,-0.000113-0.0074923i,0.0022168-0.0047604i,0.0046391-7.8398e-05i,0.0059733+0.00087463i,0.0062333-0.0023513i,0.0069648-0.0083166i,0.0084351-0.015011i,0.010528-0.015268i,0.01134-0.007377i,0.010157+0.0007461i,0.0078889+0.0039634i
0.00061081+0.033182i,-0.014437+0.087077i,-0.038354+0.13404i,-0.038735+0.12206i,-0.0017743+0.064811i,0.031273+0.027914i,0.034359+0.023084i,0.026025+0.020534i,0.016071+0.01174i,0.0052527+0.0052831i,-0.0021319+0.0052066i,-0.0054529+0.0073561i,-0.0056844+0.0067311i,-0.0030082+0.0011544i,0.00059567-0.0055734i,0.0017438-0.0087725i,-0.0005431-0.0054183i,-0.0064462+0.0016212i,-0.014659+0.0066045i,-0.020478+0.0067362i,-0.018772+0.0029104i,-0.010727+8.4995e-05i,-0.0035554+0.00054309i
-0.029215-0.016576i,-0.065322-0.053933i,-0.095125-0.0992i,-0.092555-0.10955i,-0.068469-0.084195i,-0.039961-0.060248i,-0.01887-0.043425i,-0.0081023-0.026832i,-0.0010371-0.013647i,0.0025343-0.0063867i,0.0030608-0.0041501i,0.0020874-0.0039478i,-7.1961e-05-0.0011066i,-0.0029894+0.0051994i,-0.005768+0.0098412i,-0.0067077+0.01029i,-0.004216+0.0076505i,0.00042444+0.0067633i,0.0068565+0.0085413i,0.012147+0.008474i,0.011171+0.003432i,0.0050581-0.0023031i,0.00029669-0.0047598i
0.025188-0.01913i,0.073334-0.029285i,0.12383-0.023701i,0.12321+0.0035459i,0.06618+0.034256i,0.011215+0.041808i,-0.0075858+0.024574i,-0.0095771+0.00745i,-0.0077333+0.0021256i,-0.0033536+0.0015791i,-4.3059e-05-0.00147i,0.00077068-0.0065542i,-0.0014166-0.010055i,-0.0021705-0.0091868i,0.0012308-0.0040431i,0.0050359-0.0010819i,0.0060471-0.0030853i,0.0049978-0.0083132i,0.0050702-0.012223i,0.0061792-0.010022i,0.0059737-0.0032507i,0.0043088+0.0018554i,0.001982+0.002548i
0.00093119+0.033457i,-0.014479+0.078642i,-0.041786+0.11656i,-0.046742+0.10042i,-0.011882+0.047477i,0.022562+0.018922i,0.027254+0.020248i,0.017482+0.020226i,0.0084335+0.013814i,0.0032204+0.0096716i,0.0016461+0.0095644i,0.00045256+0.0092282i,-0.00098189+0.005967i,-0.0013566-0.0011198i,-9.2947e-05-0.0071756i,-0.00024706-0.0071022i,-0.0028166-0.0030327i,-0.005745+0.0021857i,-0.010569+0.0051376i,-0.016172+0.0035174i,-0.015999-0.00047746i,-0.01059-0.0016443i,-0.0051128-0.0008182i
-0.025278-0.011445i,-0.051615-0.047005i,-0.068947-0.092475i,-0.062372-0.10415i,-0.0454-0.077797i,-0.029752-0.052946i,-0.016098-0.037028i,-0.0061859-0.02215i,-0.0010919-0.011105i,0.0010479-0.0046578i,0.0020245-0.0026643i,0.0012352-0.0020822i,1.3374e-05+0.0010667i,-0.0019536+0.0051734i,-0.0056299+0.0075809i,-0.0072475+0.0088952i,-0.0046469+0.0075204i,0.0013289+0.00442i,0.0085902+0.0022774i,0.013062+0.00088843i,0.011611+6.4422e-05i,0.0070773-0.0011821i,0.0033217-0.0017911i
0.022188-0.013025i,0.06454-0.018763i,0.11083-0.0046936i,0.11067+0.025555i,0.061013+0.045115i,0.012402+0.040405i,-0.005394+0.021263i,-0.0068204+0.006211i,-0.0062433-3.4734e-06i,-0.0039591-0.0023286i,-0.00233-0.004879i,-0.0014935-0.0058226i,-0.00072974-0.0034932i,0.00023111-0.0011765i,0.0031355-0.001081i,0.0057839-0.0039521i,0.0057771-0.0071447i,0.0033586-0.009417i,0.00087387-0.010459i,0.00080309-0.0063937i,0.0016052+0.00087005i,0.0023026+0.0049959i,0.0025882+0.004712i
0.00055457+0.024348i,-0.018629+0.060328i,-0.050539+0.087782i,-0.059893+0.070003i,-0.025265+0.027571i,0.011305+0.010556i,0.019078+0.015338i,0.013322+0.015562i,0.0069371+0.0081186i,0.0016044+0.0025938i,-0.0014339+0.002366i,-0.0019825+0.0038606i,-0.00014874+0.0044972i,0.0019672+0.0017752i,0.0022019-0.0015845i,0.0005752-0.0034115i,-0.0012794-0.0018628i,-0.0030422+0.003573i,-0.0066704+0.0072268i,-0.010095+0.005639i,-0.0085546+0.0014214i,-0.0043905-0.00098111i,-0.0012747-0.00035706i
-0.020211-0.012461i,-0.040212-0.043259i,-0.049225-0.08389i,-0.03897-0.093061i,-0.028927-0.065189i,-0.020725-0.041655i,-0.0090602-0.030325i,-0.0014777-0.019129i,0.00094337-0.0098037i,0.0012966-0.0057741i,0.00026147-0.006129i,-0.0018495-0.0063108i,-0.0036753-0.0046009i,-0.0057217+0.0005466i,-0.0074151+0.0064697i,-0.0060669+0.0083047i,-0.0023418+0.0059429i,0.002059+0.0019384i,0.0076689-0.00028853i,0.010258-0.0005858i,0.0089207-0.0012468i,0.0054161-0.0023888i,0.00274-0.0027341i
0.020099-0.0087965i,0.054471-0.010616i,0.092312+0.0088154i,0.090689+0.037929i,0.049467+0.048895i,0.010956+0.039476i,-0.0031747+0.021983i,-0.0041599+0.0066349i,-0.0024087+0.00016014i,-0.00025405-0.00099981i,0.0014129-0.0022977i,0.0024439-0.0028791i,0.0030413-0.0028485i,0.0031931-0.0030337i,0.0039819-0.0033176i,0.0048065-0.0040795i,0.0043112-0.0055361i,0.0010268-0.0064333i,-0.0032354-0.0056605i,-0.0049828-0.0015572i,-0.0043516+0.0031979i,-0.0024625+0.0039289i,-0.00077902+0.0024177i
-0.00068462+0.021356i,-0.018064+0.049157i,-0.04823+0.066734i,-0.057545+0.04556i,-0.026284+0.010105i,0.0069036+0.00092724i,0.012582+0.010194i,0.0070719+0.013214i,0.0026715+0.0088094i,-0.0010228+0.0060085i,-0.0017535+0.0067912i,-0.0012337+0.0064345i,0.00026057+0.0035286i,0.0026341-0.00045248i,0.0019208-0.0029554i,-0.0017589-0.0016807i,-0.0039993+0.0012296i,-0.003344+0.0038426i,-0.0031463+0.0054267i,-0.0044342+0.0034468i,-0.0041463-0.0017567i,-0.0025813-0.0044804i,-0.0028115-0.0030892i
-0.012729-0.011115i,-0.02732-0.040896i,-0.030686-0.076858i,-0.020329-0.081388i,-0.016536-0.054695i,-0.017372-0.034189i,-0.0092017-0.023775i,-0.0010954-0.013402i,0.0015667-0.0051002i,0.0007085-0.00038481i,-0.0015215+1.292e-05i,-0.006122-0.00037381i,-0.010184+0.00098183i,-0.0099674+0.003173i,-0.0073258+0.0058454i,-0.0046445+0.0066709i,-0.0021227+0.0055411i,0.0013825+0.0026806i,0.0065894-0.0013751i,0.0092287-0.00465i,0.0073681-0.0056547i,0.0050032-0.0040592i,0.0030741-0.0017196i
0.014724-0.0073476i,0.04429-0.0036216i,0.074407+0.018141i,0.071184+0.043114i,0.038671+0.048148i,0.010183+0.035131i,-0.0019887+0.017778i,-0.0037993+0.0062049i,-0.0023693+0.0019394i,-0.00012597-0.00010214i,0.0027882-0.002965i,0.0044653-0.0047699i,0.003415-0.0030681i,0.0017673-0.0013022i,0.0027852-0.0024797i,0.0043556-0.004979i,0.0039259-0.0058757i,0.00072159-0.0042446i,-0.0029952-0.0017172i,-0.0051285+0.001162i,-0.0059841+0.0041724i,-0.0045861+0.0059627i,-0.0020983+0.0045921i
-0.0012775+0.013987i,-0.021299+0.03582i,-0.050236+0.04699i,-0.057641+0.027486i,-0.028675+0.00080836i,0.0012082-0.0025718i,0.0077818+0.0067323i,0.0046407+0.0093332i,0.001574+0.0056733i,0.00043321+0.0016772i,0.00084759+1.3936e-05i,0.0021015+0.00016263i,0.0029755-0.00089195i,0.0021486-0.0020661i,4.1062e-05-0.001898i,-0.0025301-0.0012773i,-0.0032693+0.00025685i,-0.001902+0.0028012i,-0.0010451+0.0036883i,-0.0003856+0.0021282i,0.00042754-0.00069748i,0.00028171-0.0018232i,-0.00062685-0.00089559i
-0.0091821-0.0090212i,-0.017295-0.03409i,-0.013879-0.062942i,-0.0029785-0.06356i,-0.0049575-0.03802i,-0.010171-0.021649i,-0.0042744-0.016824i,0.00191-0.010779i,0.003136-0.0054586i,0.0014362-0.003049i,-0.0015866-0.0028655i,-0.0038285-0.0017039i,-0.0051692+0.00074562i,-0.0059003+0.0024849i,-0.0051688+0.0043681i,-0.0019441+0.0052472i,0.00081165+0.0038431i,0.0015339+0.00074317i,0.0030977-0.0029025i,0.0044322-0.0043695i,0.0043477-0.0035274i,0.0042628-0.0018263i,0.0029546-0.00043073i
0.01456-0.0038012i,0.037781+2.667e-05i,0.059092+0.019268i,0.053984+0.039205i,0.027779+0.039414i,0.0075154+0.027269i,0.00029558+0.014499i,-0.00035524+0.0042842i,0.00076075-0.0021367i,0.00072478-0.0043181i,0.0013269-0.0034724i,0.0032356-0.00091395i,0.0053683+0.002237i,0.0059779+0.0024481i,0.0053077-0.00026461i,0.0053277-0.0024142i,0.0046831-0.0038784i,0.00175-0.0035574i,-0.0032516+0.00026196i,-0.007209+0.0048334i,-0.0076958+0.0070239i,-0.0056971+0.0061633i,-0.0035544+0.003414i
-0.002513+0.014474i,-0.016518+0.030068i,-0.040789+0.034734i,-0.046956+0.015018i,-0.021466-0.0067137i,0.0029958-0.0071337i,0.0066903+0.0018267i,0.0029551+0.0052985i,0.00085814+0.0039705i,-0.00027158+0.0016882i,-0.0018047+0.0016i,-0.0038112+0.0017437i,-0.0039153+0.0017661i,-0.0019677+0.0016412i,-0.0017818+0.0012129i,-0.0039759+0.00091112i,-0.0047614+0.00070309i,-0.00089036+0.0015921i,0.0032764+0.0016251i,0.0041777-0.0012943i,0.0045388-0.0041365i,0.0037745-0.0044442i,0.001525-0.0034876i
-0.011938-0.0069742i,-0.016961-0.025702i,-0.011025-0.046468i,-0.00024148-0.04379i,-0.0020431-0.022737i,-0.0066964-0.012222i,-0.0035857-0.01011i,-0.0004912-0.0051957i,-8.3527e-05+0.00044957i,-0.00019799+0.0021185i,-0.001992-0.00065282i,-0.0057863-0.0040284i,-0.010091-0.0033828i,-0.010352+0.00020782i,-0.0059747+0.0023606i,-0.0016254+0.0025369i,-0.00059204+0.00098867i,-0.00060821-0.0014152i,0.0012593-0.0040497i,0.0027991-0.005489i,0.0020311-0.0044702i,0.0017871-0.001931i,0.0020495-0.00059319i
0.0087893-0.0033475i,0.027376+0.0036737i,0.042354+0.023651i,0.036475+0.040742i,0.019381+0.038365i,0.0081948+0.026713i,0.0022627+0.014338i,-9.0573e-05+0.0054847i,0.00058374+0.0019924i,0.0019559+0.00033278i,0.0044329-0.0017661i,0.006306-0.0048593i,0.0058339-0.006535i,0.0030076-0.0052872i,0.0011065-0.004328i,0.0019983-0.0042388i,0.0020453-0.0035696i,-2.6029e-05-0.0015102i,-0.0026378+0.0021362i,-0.004496+0.0059296i,-0.0046635+0.0067626i,-0.0037466+0.0045745i,-0.0025939+0.0025065i
-0.0024118+0.012211i,-0.015614+0.021555i,-0.036418+0.020136i,-0.04156+0.0021431i,-0.020912-0.012532i,-0.0016474-0.0094815i,0.0033981-0.00057588i,0.0015577+0.0033117i,0.00012242+0.003786i,0.00095891+0.0034448i,0.0019513+0.0033469i,0.001603+0.0025255i,0.00042689-0.0008443i,-0.00035227-0.0032328i,-0.0010965-0.002646i,-0.0028064-0.00056149i,-0.0031331-0.00015593i,-0.00024172-0.00041145i,0.0033528-0.0010164i,0.0058775-0.0031456i,0.0061262-0.004715i,0.004152-0.0036444i,0.0023138-0.0018628i
-0.0051718-0.0063347i,-0.0077823-0.021432i,-0.00047938-0.03761i,0.0098473-0.033925i,0.0044503-0.015577i,-0.0048981-0.0068934i,-0.0023049-0.0055825i,0.0016758-0.0032068i,0.0015655-0.0005101i,0.00093582+0.00054229i,-0.00015086+0.00074725i,-0.00065906+0.0032744i,-0.00038969+0.0046024i,0.0010934+0.003338i,0.0022426+0.0026807i,0.0027652+0.0025321i,0.0022795+0.0026022i,-7.139e-05+0.0011845i,-0.0018096-0.0017343i,-0.0020267-0.002963i,-0.0016587-0.0019668i,-0.0002553-0.00092059i,0.00056586+0.00030904i
0.0084187-0.0026661i,0.020775+0.0028149i,0.030409+0.018309i,0.02463+0.03114i,0.012715+0.02731i,0.0048748+0.018288i,-0.00025748+0.010291i,-0.0014092+0.0025836i,-0.00038591-0.0019661i,-0.001571-0.0038897i,-0.0020585-0.003311i,-1.582e-05-0.00072071i,0.0027589+0.0020273i,0.0044978+0.0025507i,0.0038132+0.0011975i,0.0026562-0.00049861i,0.0022788-0.0012477i,0.0010322+0.00012489i,-0.0026225+0.0025279i,-0.0062461+0.0049299i,-0.0077137+0.0060056i,-0.0066161+0.004771i,-0.0037228+0.0019531i
-0.0013288+0.0047579i,-0.014912+0.012316i,-0.032332+0.0096516i,-0.035132-0.005347i,-0.019019-0.015129i,-0.0034702-0.0096193i,0.0016715-0.0009493i,0.0016766+0.0010371i,0.00084511-0.0015064i,-0.00067555-0.0039395i,-0.0022092-0.0034665i,-0.00414-0.00077717i,-0.0067034+0.0018233i,-0.0064191+0.0028684i,-0.0043752+0.0028287i,-0.0042542+0.0016159i,-0.0038541+0.00051928i,-0.00018573+8.9381e-05i,0.0044541-0.0012874i,0.0072048-0.0027164i,0.006542-0.0041465i,0.0045388-0.0050143i,0.0027314-0.0036239i
-0.003451-0.0019028i,-0.0029615-0.01386i,0.0058846-0.025911i,0.012885-0.021736i,0.005277-0.0072275i,-0.0043644-0.0035976i,-0.0029259-0.0049493i,0.00086819-0.0021778i,0.0010201+0.0004312i,0.00071189-0.00084986i,-0.00035599-0.0036654i,-0.0036813-0.0048347i,-0.0061313-0.0042044i,-0.005558-0.0010136i,-0.002669+0.0019367i,0.00053737+0.0018629i,0.00080665+0.00060863i,-0.001039-0.0010418i,-0.0024552-0.0020661i,-0.002577-0.0020184i,-0.0013152-0.0018064i,-0.00013008-0.00027428i,0.00044292+0.00088122i
0.0069314-0.00072053i,0.015906+0.0051179i,0.021534+0.019415i,0.014212+0.027425i,0.0053265+0.020875i,0.0030902+0.014355i,0.0017921+0.01023i,0.0010547+0.0052396i,0.0018856+0.001658i,0.0030261+0.00014859i,0.0044468-0.0018326i,0.005396-0.0051879i,0.0038297-0.0077378i,0.0010467-0.0067695i,-0.0011165-0.0036644i,-0.00081639-0.0020886i,0.00075424-0.0012469i,0.0010668+0.00069611i,0.00020991+0.003058i,-0.0015909+0.0054279i,-0.0031293+0.0064547i,-0.0028966+0.0043646i,-0.00192+0.0017619i
0.0036864+0.0052532i,-0.0056898+0.0068644i,-0.019055-0.00014464i,-0.022364-0.013989i,-0.01162-0.019026i,-0.0023223-0.011048i,0.00044159-0.0027889i,0.00037703+0.00018034i,-1.6584e-06+0.0010825i,0.00097318+0.0016735i,0.0016754+0.0030558i,0.002031+0.0037311i,0.0013113+0.002279i,-0.00058014+0.00036387i,-0.0022298-0.00031978i,-0.003126+5.171e-05i,-0.0031574-0.0003867i,-0.00085357-0.00091227i,0.0035641-0.001413i,0.0068879-0.0032861i,0.0064037-0.0040299i,0.0039017-0.003615i,0.0021901-0.0032717i
0.0088106-0.00098901i,0.010562-0.013839i,0.018611-0.026838i,0.018909-0.022197i,0.0053885-0.010339i,-0.0081829-0.0043837i,-0.0070127-0.00090288i,-7.0632e-05+0.00073834i,0.0023327-9.6947e-05i,0.00091002-0.0016778i,-0.0021134-0.00053051i,-0.0025682+0.0023704i,1.8169e-05+0.0051368i,0.0029318+0.0060827i,0.0045188+0.0046732i,0.0047346+0.0032174i,0.0032008+0.0017797i,-0.0010603-0.00017654i,-0.0048-0.0012834i,-0.00551-0.0010552i,-0.0046774-0.00026506i,-0.0024659+0.0012231i,-0.00074645+0.0012692i
0.0001094-0.00052876i,0.0061087+0.006665i,0.0084152+0.018926i,0.0058804+0.023597i,0.0051223+0.018115i,0.0063482+0.011874i,0.0038901+0.0061409i,0.00051786+0.001747i,-0.0007826+0.00042881i,-0.00084629+0.00042264i,-0.0012698-0.00026578i,-0.0026123+9.8004e-05i,-0.002975+0.0022416i,-0.001118+0.0021261i,-0.00030458+0.0010304i,-0.00041401+0.00061651i,0.00077091+0.00023711i,0.0014115+0.00087377i,-4.2948e-05+0.0021725i,-0.0024111+0.0041441i,-0.0039306+0.004441i,-0.0039228+0.0021319i,-0.0031056+0.00075629i
-0.0033588+0.0042683i,-0.010248+0.0060549i,-0.019625+0.0017533i,-0.019255-0.0071725i,-0.0085506-0.011023i,0.00078565-0.0082754i,0.0023568-0.0034299i,0.00081218-0.0011913i,0.00074612-0.0024358i,0.00081205-0.0033521i,-0.00034806-0.0022862i,-0.0030221-0.00075749i,-0.005176+0.0013123i,-0.0061486+0.0026175i,-0.0056656+0.0013966i,-0.0041718-0.00083975i,-0.0030211-0.0014625i,-0.0009201-0.0012387i,0.002667-0.0032936i,0.0049652-0.004845i,0.0046676-0.0046153i,0.0027306-0.0043431i,0.00090045-0.0030639i
-0.00051678-0.001039i,0.0014668-0.006926i,0.0088038-0.011525i,0.011825-0.0057531i,0.0036299+0.0035814i,-0.0037079+0.0045685i,-0.0032271+0.0012348i,-0.00074028-0.00046166i,0.00070943-0.0011485i,0.0010961-0.0025776i,-6.6302e-05-0.0039585i,-0.00041713-0.0047891i,-0.00037777-0.0042341i,-0.0010704-0.0020527i,-7.4125e-05+0.00046984i,0.0018481+0.0014252i,0.0021265+0.00060223i,-6.0019e-06-0.00059056i,-0.0030163-0.0019033i,-0.00491-0.002023i,-0.0043398-0.00036795i,-0.0022564+0.0010362i,-0.00063162+0.0014351i
0.0051019-0.0008862i,0.0077513+0.0018732i,0.0066817+0.0072938i,0.0028573+0.010637i,0.0015706+0.0077588i,0.002142+0.0060435i,0.0019446+0.0056259i,0.0019222+0.0029744i,0.001507+0.00044786i,0.0014625-0.0017911i,0.0016699-0.0036264i,0.0013041-0.0046261i,0.0008412-0.0046492i,0.00041843-0.0039331i,0.00022369-0.0022352i,-0.00010648+2.7682e-05i,0.00070529+0.00097704i,0.0015907+0.0020704i,0.0020209+0.0034229i,0.0020718+0.0043821i,0.0011712+0.0045335i,-0.00015427+0.0025074i,-0.00057048+0.00026131i
-0.0013065+0.0032715i,-0.0067523+0.0032509i,-0.013971-0.00092694i,-0.014065-0.0079962i,-0.0070239-0.0099961i,-0.0022243-0.0068221i,-0.00044288-0.0025319i,4.6831e-05+0.00064545i,-0.00061573+0.0020224i,4.8378e-05+0.002133i,0.0019569+0.0024901i,0.0029661+0.0031917i,0.0027263+0.0032519i,0.00053485+0.0015605i,-0.0019163-0.00038618i,-0.0025146-0.00083712i,-0.0022399-0.00039701i,-0.00089379-0.00076604i,0.0024689-0.0023797i,0.0054009-0.0032941i,0.0050731-0.0030989i,0.0028461-0.0027095i,0.0015596-0.0018559i
0.0009674-0.0029169i,0.0019598-0.0086887i,0.0067087-0.011542i,0.0082903-0.0042286i,0.0017721+0.0050041i,-0.0026823+0.005288i,-0.0014394+0.0016605i,-0.00039032+0.00054992i,-0.0010804+0.0013827i,-0.0014377+0.0020714i,-0.0016536+0.001624i,-0.0016081+0.00072243i,0.00072171+0.0021383i,0.003212+0.0031086i,0.0033521+0.0015697i,0.0027663+0.00066112i,0.0014747-5.2973e-05i,-0.0003465-0.0010216i,-0.0026764-0.0015753i,-0.0051245-0.0013857i,-0.0054579+0.00046813i,-0.0032708+0.0024453i,-0.0013039+0.0023821i
-0.00069818+0.0059802i,0.0036432+0.010015i,0.0058976+0.016386i,0.0049131+0.016267i,0.0062848+0.0095324i,0.0070584+0.0050744i,0.0046984+0.0037673i,0.0021672+0.0024401i,0.00040252+0.0010435i,-0.00049527-2.7157e-05i,-0.0018638-0.0017665i,-0.0036245-0.0026526i,-0.0048346-0.0011705i,-0.0039899+0.00042434i,-0.0025221+0.00024395i,-0.0021845-0.00027817i,-0.00069898+0.00040763i,0.00087539+0.0019649i,0.00046291+0.0030988i,-0.00028562+0.0037681i,-0.00066082+0.0033181i,-0.00084782+0.0016248i,-0.0013645+0.00054588i
-0.0016051+0.0012672i,-0.0051052+0.0011678i,-0.0098472-0.0021188i,-0.010407-0.0062444i,-0.0066453-0.0067205i,-0.0024854-0.0041157i,0.00035322-0.001375i,0.00091925-0.00093989i,0.00019831-0.0016448i,-0.00060674-0.0015942i,-0.00080121-0.0014477i,-0.001292-0.0013901i,-0.0033318-0.0012064i,-0.0043187-0.00072381i,-0.0030552-0.0010935i,-0.0027285-0.0016514i,-0.0032826-0.0021582i,-0.0027691-0.0021186i,-0.00062782-0.002592i,0.0033907-0.0030341i,0.0046608-0.0037085i,0.0033462-0.0045556i,0.0015125-0.0037154i
-0.00093518-0.0019485i,0.00010926-0.0050407i,0.0048499-0.0054106i,0.0070689+0.00025455i,0.0039882+0.0055594i,-5.8333e-05+0.0047661i,-0.0015597+0.0020648i,-0.00053966+0.00062906i,0.00040537-9.4225e-05i,-0.00029043-0.00096812i,-0.00030017-0.0013257i,0.00028896-0.0016801i,0.00045757-0.0017294i,0.00035339-0.00096887i,0.0013219-7.9947e-05i,0.003137+0.0011943i,0.0039157+0.0015163i,0.0017691-0.00088649i,-0.0012031-0.0026939i,-0.0028164-0.002711i,-0.0032819-0.0014911i,-0.0023749+0.00048786i,-0.0010908+0.0016498i
0.0040958-0.0011137i,0.0041784+0.0014085i,0.0017065+0.0048745i,-0.0016759+0.0044467i,-0.0015353+0.0020415i,0.00060618+0.0031253i,0.0010958+0.0034918i,0.001346+0.001865i,0.0014978-6.0346e-05i,0.00098954-0.0015528i,7.5897e-05-0.0020064i,0.00012843-0.0021394i,0.0010841-0.0011833i,0.0019565-4.5926e-05i,0.002016+0.00055437i,0.00073238+0.001198i,0.0005989+0.002104i,0.0022177+0.003373i,0.0030541+0.0042125i,0.0020033+0.0043008i,0.0016734+0.0034076i,0.0016395+0.0019113i,0.00059207+0.0008253i
-0.0019428+0.002045i,-0.0035563+0.0016987i,-0.0057725-0.00054166i,-0.0047688-0.004522i,-0.0022347-0.0060899i,-0.00067972-0.0047909i,0.00028951-0.0026112i,0.00084933-0.00010939i,0.00047646+0.0011803i,0.00057146+0.0014574i,0.0020049+0.0018178i,0.0034314+0.0021891i,0.0022231+0.001966i,-0.00064119+0.0013349i,-0.0018951+0.00045138i,-0.0031203-0.0010583i,-0.0039944-0.0020316i,-0.0028842-0.0016518i,2.6071e-05-0.00146i,0.0021487-0.0014488i,0.0021753-0.0020023i,0.0022616-0.0023986i,0.0021104-0.0021326i
-0.00048223-0.0010006i,0.0012482-0.0030434i,0.0049284-0.0029122i,0.0059884+0.0018771i,0.0023822+0.0057788i,-0.00039829+0.0051843i,-0.00019054+0.0037215i,0.00051724+0.0014486i,0.00083064-0.00019884i,-2.6856e-05+0.00011413i,-0.0021347+7.4907e-05i,-0.003113+0.00036037i,-0.0023637+0.0011775i,-0.0017531+0.0019046i,-0.00064182+0.0023979i,0.0010293+0.0015082i,0.0016242+0.00040073i,0.00024422-0.00015035i,-0.0019076-0.0014521i,-0.0029981-0.0019348i,-0.0022699-9.2207e-05i,-0.00090914+0.00097652i,-0.00034487+0.0010783i
0.00065792+0.0020547i,0.0022318+0.0043654i,0.0018515+0.0076999i,0.00033433+0.0066772i,0.0017814+0.001935i,0.0040358+0.00062605i,0.0032087+0.0013002i,0.0017437+0.0013212i,0.00049018+0.00068432i,-0.00069456+0.00016932i,-0.0015236-0.00074328i,-0.0024903-0.0024542i,-0.0028251-0.0037434i,-0.0017182-0.0029225i,-0.00046271-3.7918e-05i,-0.00044288+0.0014551i,-0.00035846+0.0015187i,-0.000162+0.00181i,0.00029435+0.0024425i,0.0005155+0.0024989i,-0.00013638+0.00091335i,-0.0013089-0.00021862i,-0.0016885-0.00068452i
-0.0029878+4.6588e-05i,-0.0040022+0.00074085i,-0.0060667-0.00062348i,-0.0062616-0.0031452i,-0.0038615-0.0025298i,-0.0011514-0.0018231i,0.00041197-0.0025186i,0.00094001-0.0020471i,0.0003738-0.0010388i,-0.00038003-0.00032505i,-0.00049326-0.00060181i,-0.00059192-0.0015026i,-0.0005411-0.0024707i,-0.00088534-0.0032886i,-0.0019607-0.0033793i,-0.0031407-0.0029974i,-0.0037822-0.0027179i,-0.0027854-0.0025641i,3.4653e-05-0.0017832i,0.0015146-0.00091978i,0.0012663-0.0020005i,0.0013477-0.0025128i,0.0013768-0.0021583i
-0.00064943-0.0032472i,-0.00051244-0.004176i,0.0016192-0.0033i,0.0031954+0.0018203i,0.001031+0.0060877i,-0.0010446+0.005375i,-0.00049125+0.0028111i,1.5994e-05+0.0011359i,-0.00062494+6.6313e-05i,-0.00088688-0.00011149i,-4.3035e-05+0.00064493i,0.00072739+0.0012751i,0.00087712+0.0018249i,0.0013541+0.002168i,0.0018411+0.0017364i,0.0025751+0.0014826i,0.0035416+0.0010265i,0.0035399-0.0004741i,0.0004084-0.0013725i,-0.0024414-0.0016236i,-0.0019897-0.00092591i,-0.00067274+0.00065631i,-0.00054885+0.0008077i
0.00039196+0.0010901i,0.0012784+0.0021442i,-0.00094188+0.0037115i,-0.002221+0.002937i,0.00028818+0.0015725i,0.0024062+0.0019264i,0.0018032+0.0016596i,0.0004464+0.0011013i,-0.00064417+0.000153i,-0.00076497-0.00080649i,-0.00018331-0.0015459i,9.3742e-05-0.0016207i,0.0003842-9.2249e-05i,0.0012184+0.0015941i,0.0016468+0.0021687i,0.00044571+0.0024656i,-8.4903e-05+0.0018489i,0.0010981+0.0011703i,0.0019323+0.0016746i,0.0019281+0.0023499i,0.0010573+0.0014963i,-0.00041574-6.1535e-05i,-0.0011619-0.00053982i
0.0011977-0.00033002i,-0.00082869-0.00067711i,-0.0031139-0.0032203i,-0.004177-0.004946i,-0.0040913-0.0033743i,-0.0037418-0.0013461i,-0.0012505-0.00033089i,0.00066445-7.3857e-05i,0.0012472+5.879e-05i,0.0015464-0.00016204i,0.0014094-0.00021522i,0.00026061+7.295e-05i,-0.0021491+0.00072699i,-0.0036171+0.0012518i,-0.0037427+0.0004049i,-0.0038081-0.0016102i,-0.0035177-0.0027111i,-0.0025049-0.0019231i,-0.00039387-0.00089184i,0.0014141-0.00043793i,0.0016134-0.0006427i,0.0013233-0.0011137i,0.0014778-0.00050457i
