0.00032965-1.7738e-05i,0.00092776-0.00096086i,0.00037628-0.0013194i,-0.0017006-0.0016969i,-0.002171-0.0011636i,-0.00076973+0.00083162i,-0.00014226+0.0016732i,-1.5759e-05+0.0013973i,0.00076706+0.0013876i,0.0012816+0.0011302i,0.00024006+7.9385e-05i,-0.00080094-0.0011888i,-0.0005462-0.001272i,2.6008e-05-0.000933i,0.00038971-0.0011424i,0.00027136+5.796e-06i,8.376e-05+0.00022623i,0.00035758-0.00057558i,0.00033831-0.00041858i,-0.00044306+0.00013545i,-0.0010272+1.9122e-05i,-0.00020155-6.9292e-05i,9.8295e-05-0.00023882i
-0.00097702-0.00078927i,-0.0014424-0.0020019i,-0.0013207-0.0017763i,-0.00079582-0.00025372i,9.1724e-05+0.00039783i,3.917e-05-0.00018821i,-0.00034319+0.00015746i,-0.00028632+0.00061836i,0.00021+0.00052201i,0.00068292+0.001089i,0.00032294+0.001248i,5.7324e-07+0.0007544i,0.0001676+0.00018794i,-0.00014812+1.0937e-06i,-0.00023015+0.00018988i,0.00094934-0.00032652i,0.0012001-0.00055075i,-6.2472e-05-0.00013778i,-0.00018444-0.00024992i,4.2728e-06-0.00037518i,0.00013592+0.00025934i,-0.00032586-8.1063e-05i,-0.0014513-0.00038129i
0.00049672-0.00031197i,0.00086051-0.00108i,3.855e-05-0.001505i,-0.00016162-0.0011469i,-9.1672e-05+0.00010435i,-0.00075025+0.0010544i,-0.00034621+0.00076744i,0.00046497+0.00065108i,0.00068561+0.00045536i,0.00054032+0.0004304i,0.00032751+0.00055965i,1.3217e-05+5.9743e-05i,-0.00041575+0.00025563i,-0.00066978+0.00056255i,-0.00092063+0.00043333i,-0.00033169-4.9596e-06i,0.00023958-0.00034192i,-0.00012479-0.00014342i,0.00035891+0.00015187i,0.001306+0.00013861i,0.0013278-0.00024825i,0.00022566+0.00020174i,-0.00090728+0.00054475i
-0.0012312+0.00020661i,-0.0013368+0.0014921i,-0.00018248+0.0019007i,0.0010415+0.00033495i,0.00061512-0.0014134i,0.00037164-0.00081704i,5.9645e-05-0.00019674i,7.8851e-05-0.00084341i,0.00066434-0.0011137i,0.00098439-0.00086885i,0.00063039-0.00093987i,0.00058577-0.00080678i,0.00085539+4.0079e-05i,0.00049931+0.0006032i,-0.00013361+0.00062299i,4.0992e-05-7.5118e-05i,0.00034098-0.0011723i,-4.8071e-05-0.0013839i,-0.00033876-0.00030485i,7.8109e-05+0.00055101i,0.00018988+0.00091551i,-0.00065402+0.00061374i,-0.00052656+0.00041761i
-0.00094707-0.0022328i,-0.0018492-0.0025274i,-0.0030315-0.0024056i,-0.0026136-0.0012936i,-0.00059851-0.0006283i,0.0013165-0.0013277i,0.00094545-0.00089732i,0.00021809-0.00042331i,0.00037143+1.054e-05i,-0.00031065-0.00077892i,-0.0005608-0.0017226i,-0.00020897-0.00074717i,-0.00027298-1.2013e-05i,5.8175e-05+5.0243e-05i,6.2485e-05+0.00013587i,-0.00021769-0.00021642i,0.00070364-0.00018666i,0.0011907+0.00048701i,0.00072345+0.00016564i,0.00035633-0.00026536i,0.00032359-0.00023288i,0.00038742-0.0002351i,-0.00026117-2.9585e-05i
0.0026946-0.0002159i,0.0035937-0.00014098i,0.003307-0.00068632i,0.0018548-0.00094537i,0.00068313-0.00041682i,0.00035781+0.0012653i,-0.00025049+0.002188i,-0.00018786+0.0014179i,-0.00012904+0.00093549i,-0.00075105+0.00015638i,-0.00094755-0.00077941i,-0.00099865+3.8934e-05i,-0.00077854+0.00029445i,0.00014281+0.00022184i,-0.00021763+0.0003555i,-0.00049907+5.5919e-05i,-0.00021624-0.00030357i,-0.00029343-0.00041349i,5.6521e-05-0.00011262i,0.00025238+0.00053097i,0.00020648+0.00047636i,-0.00014214-1.5508e-05i,-0.00025179-0.00033173i
-0.00068235-0.0013518i,-0.0015709-0.0012896i,-0.0017298-0.00013172i,-0.00099398+0.00036816i,-0.00026926-6.8749e-05i,0.00091136+8.3808e-05i,0.0016494+0.00050632i,0.0011972+0.0010891i,0.00013945+0.0015532i,-4.332e-05+0.0015124i,9.018e-05+0.0023922i,8.5858e-05+0.0018777i,0.00027398+0.00036063i,0.00070296+0.00051798i,0.00057014+0.00092504i,0.00042181+0.0003095i,0.00023311+0.00017178i,-0.00025958+0.00057121i,0.0001377+0.00065539i,0.00080278+0.00039273i,0.00048714-0.0003274i,0.00061654-6.7857e-05i,0.00064435+0.00093622i
0.0028249-0.00029852i,0.0031912-0.0013607i,0.0025938-0.0026549i,0.0015534-0.0031158i,0.0012537-0.0029282i,0.0013209-0.0011942i,0.0010801+0.0003375i,0.00074983+0.00099296i,0.00054644+0.00083414i,0.0007902+0.00044352i,0.0005663-0.00032702i,5.3635e-05-0.0001835i,0.00036961+0.00035053i,0.00047773+0.00057108i,-0.00085392+0.0003368i,-0.0017325-7.8444e-05i,-0.00065571-0.00021035i,0.00055297-6.464e-05i,0.00039838+0.00050527i,0.00034555+0.00044516i,0.00024181+0.00021049i,-0.00034185-5.0064e-05i,-0.00068215-0.00062375i
-0.0027579+0.0016159i,-0.0035169+0.0031204i,-0.0019704+0.0033785i,0.00089217+0.0016639i,0.0018169-0.00071439i,0.0011666-0.0022459i,0.00026681-0.0017723i,0.00072953-0.0003337i,0.0010657-0.00092172i,0.001054-0.0021291i,0.0014766-0.0013424i,0.001707-0.0005373i,0.0018145-0.0014362i,0.001482-0.001548i,0.00049942-0.00043581i,-9.049e-05+0.00015676i,-0.00080937-0.00019552i,-0.00094653-0.00057099i,-0.00010196-0.00030065i,9.7279e-05-9.4e-05i,-0.00027578-7.3674e-05i,-0.00045377-0.00034009i,-0.00074623-0.00046607i
0.00092157-0.0026316i,0.001717-0.0035612i,0.0017853-0.0040333i,0.00072869-0.0020116i,-0.00042928-5.7745e-05i,-0.00027327+0.00075162i,0.00055002+0.00043576i,-3.6179e-05-0.00061208i,-0.00046925-0.0013326i,-0.00025789-0.0016817i,-0.00036996-0.0014146i,-0.00055685-0.0014953i,0.00020383-0.0010233i,0.0010687+0.00047326i,0.00056236+0.0012274i,0.00046455+0.00050454i,0.00046106+0.00018928i,-0.00052037+0.00061513i,-0.00088546-0.00015964i,-0.00032823-0.00074429i,-0.00024815-0.0012221i,-0.00030919-0.0010833i,-0.00052743+0.00036221i
-0.00021237+0.0017871i,-0.00085823+0.0017225i,-0.00030376+0.0013791i,0.0010788-9.4774e-06i,0.0013693-0.00075299i,0.00086189-0.00032338i,0.00037016+0.00059065i,-5.3994e-05+0.0010446i,-0.00075679+0.0012946i,-0.0014912+0.001916i,-0.0016225+0.0020832i,-0.00096802+0.001852i,-0.00029901+0.0018147i,6.4444e-05+0.00074319i,0.00055104+0.00010576i,0.00016381+1.8772e-05i,0.00053059-0.00029388i,0.0011895+4.6718e-05i,0.0011148+3.2071e-05i,0.00069785+5.8524e-05i,9.0244e-05+8.0969e-05i,0.00026304-0.00042115i,0.00031755-0.00041136i
-0.00036903-0.00048917i,0.0010669-0.0011684i,0.0012474-0.00058524i,0.000938+0.00091478i,0.001821+0.00069645i,0.0020287-5.1312e-05i,0.00086553+7.8362e-05i,-9.7245e-05+0.00054828i,-0.00036946+0.00083077i,0.00065459+0.0011877i,0.00092042+0.00066431i,0.00025686+6.2676e-05i,-0.00010414+7.1471e-05i,-0.00022743-0.00059648i,-3.0794e-05-0.0008038i,0.00025409-0.00032608i,-0.00020496-0.0006407i,-0.00050468-0.00090264i,-0.00019552-0.00055125i,-0.00071618-0.00054037i,-0.00085601-0.00033541i,-0.00023259+0.00011157i,-0.00038517+0.00014864i
0.0019969-0.00064834i,0.0019037-0.00016784i,0.00097967-0.00070952i,-0.0003297-0.0008531i,-0.0011562-0.00064372i,-0.00056116-0.00012114i,-0.00037256+0.00041685i,-0.00048437-0.00019652i,0.00026356-0.00066123i,0.0012814-0.00056755i,0.0016193+0.00010889i,0.00082586+0.00055413i,-0.0003924+0.00098345i,-0.0010646+0.001697i,-0.0010115+0.0014639i,-0.00017152+0.00018239i,0.00037378-0.00028354i,0.00090954-0.00027096i,0.00069435-0.00080201i,0.00024903-0.00079742i,0.00046394-0.0001412i,0.00046946+0.00020539i,0.00050478+0.00026664i
0.00040442-0.00080188i,-0.0002516-0.001654i,-0.00077486-0.0022342i,-1.8808e-05-0.0017182i,0.00069184-0.0012346i,0.0003335-0.00026552i,5.5282e-05-0.00014308i,0.00068495-0.00028477i,0.00070327-0.0001856i,9.0764e-05-0.0004325i,-6.191e-05-0.0010608i,0.00031593-0.0012012i,0.00066579-0.0010356i,0.00078766-0.00026034i,0.00044825+0.00053735i,0.00060666+0.0011608i,0.00086878+0.0011021i,0.00054638-0.00014315i,0.0007174-0.00080632i,0.00097792-0.00075163i,0.00092884-0.00033089i,0.0002153+0.00013979i,-0.00032763+0.00066511i
-0.00060122-0.001204i,-0.0011465-0.00048997i,-0.00070558+0.00031019i,0.00091113+0.0013112i,0.0026304+0.0016453i,0.0029583+0.0011989i,0.0020961+0.00085201i,0.00072702+0.00012034i,0.00028143-0.00052325i,-0.0007387-0.00017511i,-0.001154-0.00063348i,-0.00033408-0.00078702i,3.3068e-06+0.00016021i,-9.387e-05+0.00037617i,0.00046576-7.6204e-06i,0.00076744+5.227e-05i,0.00027167+0.00039738i,0.00063837+0.00047729i,-5.173e-05+8.1002e-05i,-0.00044758-0.00055871i,-0.00018762-0.00076924i,-0.00018019-0.0010028i,0.00048779-0.00051326i
0.0035244+0.00074579i,0.0029123+0.00067265i,0.0015645-0.00029885i,-0.00033626-0.0020616i,-0.00076153-0.002774i,-0.00047861-0.0015219i,-0.00080558-0.00040911i,-0.0004154+0.00052439i,-0.00025694+0.0012906i,-0.0015259+0.0013642i,-0.0017117+0.00053711i,-0.00055606-4.7765e-05i,-0.00031115-0.00029326i,-0.0007348-0.00039331i,-0.0012864-4.636e-05i,-0.00096104+0.00050489i,-0.00051895+0.00075486i,7.8165e-05+0.00095062i,2.2205e-05+0.00098468i,-0.00027711+0.00034209i,-0.00011216-0.00017473i,0.00017277-0.00057618i,0.00062061-0.00067066i
-0.00088578-2.3733e-05i,-0.00027741+0.00026684i,0.00052692+0.00011055i,0.0011588-0.0014651i,0.00094063-0.0014026i,0.0012428+0.00046813i,0.0013881+0.00063958i,0.00034008+0.00068881i,-7.6607e-05+0.0011014i,0.00068727+0.0010559i,0.0014469+0.0011568i,0.00071615+0.00086893i,-0.00031793+7.2922e-05i,-0.00019621-0.00093163i,-0.00017528-0.00083203i,0.00011526-3.5846e-05i,-0.00014275-1.5273e-06i,-0.0012966+0.00062622i,-0.00108+0.00051756i,-0.0002675-7.9921e-05i,-0.00022262+2.8568e-05i,-0.00019599+9.1101e-05i,0.00024958-0.00018754i
-0.00060438+0.0015752i,-0.00078228+0.0015573i,0.00057319+0.00062133i,0.0023179-0.00058709i,0.0019161-0.00083988i,0.00055553-0.00024966i,0.00012249+0.0001699i,0.00012975+0.0005817i,0.00018841-0.00032521i,0.0014231-0.0013837i,0.0017767-0.00067226i,0.0010759-2.2123e-05i,0.00038277-0.00030452i,0.00013785+0.00030772i,-0.00025797+0.0006767i,-0.00032636+0.00032043i,-3.2687e-05-0.00030578i,-0.00047063-0.00058854i,-0.00056967-0.00035463i,-0.00025421-0.0005879i,1.0792e-05-0.00033854i,0.00028407+0.0003152i,0.00067185-0.00022884i
-0.0021724-0.001969i,-0.0025986-0.0029686i,-0.0029751-0.002031i,-0.0016792-1.4901e-05i,0.0007683+0.00084453i,0.0019471+0.00044145i,0.0012336-0.00054113i,-0.00012421-0.0013859i,-1.059e-05-0.00092766i,0.00079066-0.00038881i,0.001026-0.00038286i,0.00023332-0.00039029i,-0.00048378-0.00043195i,-0.00085313-0.00063875i,-0.00065811-0.00055682i,-0.0003268-0.00044871i,-0.00044429-0.00075643i,-0.00062898-0.0010454i,-0.00057261-0.00046648i,-0.00036515-0.00014899i,-0.00034723-0.00014802i,-0.00028906+0.00019795i,-8.8261e-05+0.00031395i
0.0020018+0.0010381i,0.0035181+0.00021717i,0.0038786-0.00097804i,0.0022898-0.0013062i,-0.0004175-0.00098106i,-0.00077452-0.00011771i,-0.00081482+0.00032117i,-0.0014597-8.218e-05i,-0.001637-0.0003395i,-0.0012103-0.00024871i,-0.00089275+0.00018975i,-0.0014108+0.00077515i,-0.0020356+0.00044063i,-0.0013135-0.00021931i,-0.0003277+4.7931e-05i,0.00024855+0.00045971i,0.00034479+0.00073977i,0.00019998-0.00018307i,0.00022798-0.0011099i,-0.00040747-0.00031104i,-0.0010415+0.00029077i,-0.00040619+8.2664e-05i,0.00017814-4.9269e-05i
-0.00026104+0.0020893i,-0.00047649+0.001841i,0.00014286+0.00090035i,0.0017401+0.00090412i,0.0027647+0.00026193i,0.0023525-0.0010282i,0.00073656-0.00050384i,-0.00023933+0.0011043i,-0.00078248+0.0019476i,-0.0015121+0.0022939i,-0.0014711+0.0020828i,-0.0010186+0.001105i,-0.00021217+4.9235e-05i,0.00077329-0.0015748i,0.0014238-0.0012089i,0.0010898+0.00016436i,0.00052662+1.0308e-06i,8.2779e-05+0.00016929i,-0.00054121-4.6721e-05i,-0.00051621-0.00041178i,-3.3134e-05+3.6309e-05i,0.00029327+0.00037572i,0.00016174+4.3907e-06i
-0.00094575-0.00014132i,-0.00011658-0.00097147i,-0.00065447-0.0013387i,-0.00089599-0.00050604i,0.00085549-8.8112e-05i,0.0015314-0.00047122i,0.001038-0.00049866i,0.00087008-4.5351e-05i,0.00093707+0.00026967i,0.0010317+0.0011176i,0.0014303+0.0016335i,0.0010556+0.00068201i,0.0001821-0.00043394i,-0.0001319-0.00034408i,2.0331e-05+0.0002384i,0.00063734+0.00077383i,0.00055231+0.00065509i,0.00089388+0.00013802i,0.0016069-0.00014994i,0.00088689-0.00035858i,-0.0001203-0.0010276i,0.00064116-0.0011559i,0.00087947-0.00045078i
-0.00049221-0.0010824i,-0.00058235-0.00090153i,-0.0011729-0.00056456i,-8.4109e-05-0.00096597i,0.0008963-0.00074971i,0.0009162-0.0001668i,0.00079982-0.00023113i,0.00080408-0.000861i,0.00057313-0.00043657i,0.00063339-8.7411e-05i,0.0015955+0.0001397i,0.0019162+0.00066968i,0.0011808+0.0010207i,0.00068457+0.001117i,0.00087572+0.00084105i,0.00036274+0.00097778i,-0.00029664+0.0013472i,0.0003384+0.0019275i,0.00094648+0.0012755i,0.0013776+0.00035799i,0.0013501+0.0008049i,0.0010138-0.00011894i,0.00092588-0.00034191i
-0.0015431-3.5993e-05i,-0.00083489-0.00090344i,-0.00067531-0.0012524i,0.00018182-0.00097201i,0.001445-0.0002448i,0.0014408-0.00083212i,0.0015457-0.0014245i,0.0010054-0.0012876i,-0.00028815-0.0013276i,0.00016278-0.0013616i,0.001068-0.0013715i,0.00051782-0.0011573i,0.00016407-0.00019675i,0.00073011+8.0247e-05i,0.0015863-0.0006879i,0.0017788-0.0006776i,0.00095251-0.00015829i,0.00059021+0.00020013i,0.00036854+0.00012409i,-0.00073621+0.0003338i,-0.00053975+0.00075015i,0.00029468+0.00060622i,0.00068424+0.00053496i
0.0016002-0.00071804i,0.0024125-0.00081227i,0.0018328-0.0004865i,0.00049953-0.0008832i,-0.00019844-0.00074731i,-0.00073664+0.00049901i,-0.00057331+0.0012629i,-0.00016159+0.0014195i,-0.0010861+0.0005221i,-0.0021366-0.00090764i,-0.0013669-0.0007696i,-0.0011453-0.00029235i,-0.00085319-0.00068122i,-0.00017998-0.00044958i,-0.00030491-0.00016034i,-4.0161e-05+0.00029837i,3.3669e-06+0.00068943i,1.7796e-05+0.00073758i,0.00012603+0.00032521i,-0.0001056+0.00055061i,-0.0003531+0.00082235i,-0.001136-8.4671e-05i,-0.00095541-0.0008543i
-0.00061655+2.2604e-05i,-0.00039621+7.8548e-05i,-0.00015581+0.00028082i,0.00042701-0.0010265i,0.00090247-0.0013521i,0.0010798-0.00072963i,0.000745-0.00010711i,-0.00048743+0.00042155i,-0.0012633+0.00031588i,-0.0014382+0.0012812i,-0.0015837+0.0021641i,-0.0011213+0.0015176i,-0.00087354+0.00065975i,-0.00070593+0.00060047i,-1.7452e-05+0.00026124i,0.00052877-8.649e-05i,0.00010557+2.611e-05i,-0.00082023+0.0001484i,-0.00096552-0.00046017i,-0.00056046-0.00090787i,0.00020786-0.0011059i,0.00048496-0.0012728i,0.00024211-0.0004845i
0.0021894+0.00011346i,0.0021216-0.00070424i,0.003372-0.0018295i,0.0026489-0.0016334i,0.0007205-0.0010833i,-0.00024387+0.00038685i,3.6503e-06+0.0014916i,0.0011602+0.0011256i,0.0009132+0.0011972i,0.00035811+0.0015017i,0.0010087+0.00078906i,0.0012802-0.00040366i,0.00073166-0.00011248i,-0.00068064+0.0011062i,-0.0010346+0.0011136i,-2.128e-05+0.00088944i,-0.0001158+0.00074701i,-0.00040204-0.00043008i,0.00039748-0.00060828i,0.00073064+0.00030065i,0.00019028+0.00034494i,8.6511e-05-8.4083e-05i,0.00021954-0.00018234i
-0.0016514+0.000862i,-0.0022677+0.0010439i,-0.0007779+0.00071692i,0.0011558-0.00075773i,0.0018049-0.0015871i,0.0013074-0.0016558i,0.00081484-0.0010631i,0.00083304-0.00041354i,0.0011683-0.00040457i,0.0014192+0.000149i,0.0017055+0.00024015i,0.0010421-4.3408e-06i,0.00035612-0.00014967i,0.0010667-0.0011515i,0.00079639-0.0012096i,0.00032609-0.00036359i,-0.00016972+0.00025369i,-0.00060357+0.00014153i,2.7138e-05-0.0002256i,-3.179e-05+8.6877e-05i,0.00025218+0.00014915i,0.00099541+0.0001452i,0.0010016+0.00081061i
0.00018564-0.0026027i,-0.00036768-0.0024814i,-0.00056427-0.0020442i,-0.0010644-0.00031758i,-0.00052483+0.0013892i,0.00041005+0.0016888i,0.00037821+0.0012102i,0.0010621+3.8677e-05i,0.0010094-0.0012171i,3.1255e-05-0.0018497i,-0.00050002-0.0018389i,-7.4196e-05-0.0011198i,0.00029403+1.0372e-05i,0.00036207+0.00045916i,0.00081024+0.00049798i,0.00021787+0.00085091i,-0.00025884+0.00066468i,0.000677-3.9147e-06i,0.0011478-0.00068884i,0.00072076-0.0011191i,0.00034605-0.00027713i,0.00027156+0.00017285i,0.00018082+0.00060951i
0.00096884+0.0010172i,0.00065189+0.00054158i,0.0016349+0.00019714i,0.0023598-0.00077305i,0.0020484-0.0012177i,0.0013152-0.0015026i,0.0011414-0.00095783i,0.00047584-5.6228e-05i,-0.0010102+0.00013159i,-0.0025259-0.00032854i,-0.0023171-0.0010824i,-0.00040259-0.00097834i,0.00015764-0.00093426i,-0.00094617-0.0010558i,-0.001769-0.00029121i,-0.00087304-8.2668e-05i,0.000332+0.00030275i,0.00086658+0.00047937i,0.00029586-0.00027456i,-0.0004816+4.697e-07i,-0.0008417+0.00064565i,-0.0008078+0.00034126i,5.8875e-05+0.00011997i
-0.00093716-0.0010421i,0.00019112-0.0016328i,-0.00020624-0.0022841i,-0.00045925-0.0021i,0.00022746-0.0013187i,0.00084733-0.00024116i,0.0012818+0.00016799i,0.0012561+0.00029625i,0.00019416+0.0011785i,-0.00084074+0.0014914i,-0.00081884+0.0012281i,-0.00053335+0.00073701i,0.0001635-3.5566e-05i,0.00046658-0.00046477i,-0.00028939-0.00021185i,-0.00052413+0.00010353i,-0.00039438+2.1918e-05i,-0.00038621+0.00033457i,-0.00039167+0.00026284i,-0.00019861+0.00043036i,0.00027666+0.00040102i,0.00013878+0.00026516i,-0.00041283+0.00021969i
-0.0011213-0.0016617i,-1.0726e-05-0.0011758i,0.00033429-0.00098623i,-0.00024527-9.3356e-05i,-0.0003329+0.0012639i,0.000311+0.0014181i,0.00033519+0.00062202i,0.00055612+0.00055428i,0.00097774+0.001922i,0.0013615+0.0026868i,0.0022043+0.0025692i,0.0022345+0.0021447i,0.0018878+0.0013098i,0.0016101+0.00065238i,0.0012418+0.00019324i,0.00028717+0.0004026i,-0.000519+0.00053263i,-0.00014791+0.00069804i,0.00026492+0.0012134i,0.00020722+0.0010229i,-1.0574e-05-0.00035321i,-0.00054491-0.0011876i,-0.0011991-0.00034431i
-0.0010642+0.00042691i,-0.0019003+0.0009526i,-0.0010956+0.0011586i,-0.00049103+0.00049154i,0.00046051-0.00065618i,0.0014558-0.00087024i,0.00072329-0.00078249i,0.00021854-0.00072873i,0.0012052-0.00052275i,0.0027894-0.00022434i,0.0023535-0.00042286i,0.00081059-0.0004325i,0.00060313-0.00046849i,9.8585e-05-0.00041736i,-0.00022998-0.00058194i,0.00047485-8.732e-05i,-0.00020897+5.5034e-06i,-0.000999-0.00026246i,-0.0010212-0.00022011i,-0.0010478+8.4435e-05i,-0.000285+4.7804e-05i,0.00018257-0.00078422i,0.00027663-0.00087257i
-0.00047777+0.00038184i,0.00036657-0.00052732i,0.0013316-0.0011237i,0.002132-0.00016753i,0.0024927+0.00057117i,0.0018076+0.00056594i,-4.3658e-05-0.00013329i,-0.00071487-0.00086531i,-0.0003061-0.00079242i,2.6672e-05-0.00075906i,-0.00013725-0.00065115i,-0.0003132-0.00042885i,-4.8529e-05-0.00047475i,7.4745e-06-0.00038615i,0.00021757-0.00031749i,-8.9863e-05-0.00034736i,4.8173e-05-0.00022126i,0.00023823-0.00065062i,0.00029015-0.0013336i,-0.00050799-0.00045569i,-0.00093234+9.4411e-05i,4.6114e-05-0.00049815i,0.00069418-0.0003593i
0.00094458-0.00087378i,0.00052548+0.00031649i,0.00025452+0.00031626i,0.00048087-3.238e-05i,0.00033701+0.00044419i,0.00025299+0.0017995i,-9.9493e-05+0.0021664i,-0.0013521+0.00090169i,-0.002034-0.00098213i,-0.0016294-0.00091163i,-0.00069178+3.7381e-05i,-0.00046926-6.7778e-05i,-0.00012496-0.00020332i,-0.00037528-1.1361e-05i,-0.00080113+0.00040592i,-0.00024964+3.5503e-05i,0.00024484-0.00077081i,0.00025615-0.0013046i,-0.00035122-0.0010929i,-0.00045792-0.00096057i,0.00030597-0.0010043i,0.0004654-0.00027507i,0.00054758+0.00041235i
0.002501+5.4479e-06i,0.002054-0.0011622i,0.00077896-0.0024657i,-0.00046923-0.0014366i,-0.0005786-0.00069927i,-3.9653e-05-0.00017558i,4.804e-05+0.00061451i,-0.00014001+0.0011986i,-0.00071227+0.0013243i,-0.001516+0.0012125i,-0.0016698+0.0014777i,-0.0012043+0.0010414i,1.1027e-05+0.0005057i,-1.209e-05+0.00032464i,-0.0006266+6.0408e-05i,-0.00016973-0.00017203i,6.5508e-05-0.00082041i,0.0004095-0.00076199i,0.00081209-0.00097011i,0.00047819-0.0012208i,-3.333e-05-0.00044541i,0.00046158-0.0004661i,0.0006437-0.00045744i
-0.00031444-0.00067829i,-0.0015374-0.0016733i,-0.0016769-0.0023709i,-0.001166-0.0018499i,6.5251e-05-0.00062142i,0.0016068-0.00069129i,0.001925-2.5918e-06i,0.0015091+0.001381i,0.0010292+0.0016586i,0.00080806+0.00070676i,0.00072472+0.0005728i,0.00014639+0.00069565i,-0.00092683-0.00010212i,-0.0014368-0.00015911i,-0.0008895+0.0010738i,-0.00055412+0.0019225i,-0.000207+0.0011649i,0.00028692+0.0010287i,0.0012904+0.00090878i,0.0011945+0.00021235i,0.00034257+0.00054211i,0.00014436+0.00040784i,-3.581e-05+0.0002134i
0.0016572-0.00019883i,0.0025058-0.00055654i,0.0031253-0.00085599i,0.002672+4.4554e-05i,0.0015875-7.8895e-05i,0.00075811-0.00039535i,-0.00016806-0.00026248i,0.0002093+0.00025379i,0.0013015+0.00062981i,0.0019968+0.00012461i,0.0012123-0.00035715i,-0.0002017-0.00020531i,-0.00035638+1.1114e-05i,-0.00014662-4.9779e-05i,-0.00030577-0.00020042i,-0.00056784+2.6467e-05i,-0.00034242+0.00043558i,0.00055255+0.00082871i,0.0014761+0.00064891i,0.0012715+0.0001942i,0.00064506+0.00014755i,0.00042353+0.00038973i,0.00019674+0.00083584i
-0.00010878-0.00032097i,-9.709e-05+0.00060393i,-0.0002825+0.00073472i,-0.00023555-0.0002926i,0.0005098-0.00023379i,0.00043733+9.3532e-05i,-0.00027237-0.00022269i,-0.00023016-0.00071119i,0.0006689-0.001163i,0.0014637-0.0016943i,0.00095098-0.0015445i,0.00052599-0.00048849i,-0.00013176-0.00048495i,-0.00059208-0.0010506i,-0.00052371-0.0012023i,-8.5906e-05-0.0014457i,0.00078005-0.00081278i,0.00067925+0.00041881i,0.00031313+0.00036598i,-5.9369e-05+0.00045465i,-0.00028636+0.00088697i,0.00023976+0.00065514i,0.00084159+0.00030973i
0.00029343-0.00040497i,0.00050403-0.00042946i,0.00060865+0.00075454i,0.002007+0.00041404i,0.0028905-0.0001787i,0.0018787+0.00025564i,0.00034547+0.00083645i,-0.00093864+0.0012286i,-0.0023603+0.00061756i,-0.0025097-0.00019271i,-0.0012196-0.0002706i,0.00010055-0.00012448i,-3.8285e-05+9.6133e-05i,-0.001026-0.00026214i,-0.00064815-0.0011098i,-0.00017026-0.00097298i,-0.00085228+0.00042999i,-0.0015954+0.00056966i,-0.0019342-0.00020003i,-0.00088461-0.00055277i,0.00042177-0.00097321i,-5.2386e-05-0.00041358i,-0.00011588+1.222e-05i
-0.0013056-0.0004479i,-0.0014263-0.00072959i,7.1208e-06-0.001349i,0.001472-0.00051378i,0.0017064+0.00013072i,0.00056088+0.00043147i,-0.0002996+0.00086516i,-0.0002824+0.0015762i,-0.0005303+0.0016679i,-0.0011671+0.0015646i,-0.0012387+0.0019839i,-0.00039442+0.0018266i,0.00026665+0.00064042i,0.00019476-0.00041692i,0.00025309-0.00027534i,0.0005178+0.0007982i,0.0001713+0.00081371i,-0.0010061+0.00044485i,-0.0015877+0.00037506i,-0.0011508-1.9312e-05i,-0.0010321-0.00016696i,-0.0017258-0.00048026i,-0.0013648-0.00016522i
-0.00034343+0.00050071i,-0.00089306-0.0010072i,0.00014406-0.0021781i,0.00096808-0.0021837i,0.00077421-0.0024438i,0.00059753-0.0015495i,-4.9133e-05+0.00018082i,-0.00025352+0.0013905i,3.6288e-05+0.0016117i,-1.3716e-05+0.001238i,0.00036124+0.0010503i,0.00098057+0.00070742i,0.00050607+4.1077e-05i,-0.00018786+0.00012072i,-0.00013985+0.0011855i,-0.00019223+0.0009532i,-0.0008499-1.8171e-05i,-0.0010509-0.0006346i,-0.00071167-0.0011431i,0.00043973-0.00083547i,0.0007314-0.00042156i,6.1314e-05-5.9507e-06i,-0.00026421+0.00025508i
0.00045086-0.0021029i,1.4884e-05-0.0018337i,5.5658e-07-0.0015338i,0.00063126-0.00088629i,0.00096128-0.00078492i,0.0013807-0.00090268i,0.0011566-7.8979e-05i,0.00088115-0.00028994i,0.0012026-0.0010488i,0.0011152-0.0014356i,0.00076059-0.0016939i,0.00060244-0.0014643i,0.00042181-0.0006169i,0.00056997+0.00020175i,0.0013225+0.00083552i,0.0014246+0.00067068i,0.0010056+8.4166e-05i,0.0010461-0.00021591i,0.0012765-8.9819e-05i,0.00093318-0.0003414i,0.00052138-0.0011717i,0.00011551-0.001499i,-7.505e-05-0.00082175i
0.00010749+0.00036967i,0.0013551+0.0013602i,0.0018047+0.00090878i,0.0023402+0.00099958i,0.0027976+0.00087168i,0.0020373+0.00056497i,0.00057553-0.00042052i,0.0010746-0.0016745i,0.001726-0.0018995i,0.0013018-0.0016053i,0.0011656-0.0010911i,0.0005538-0.0012522i,-0.00034255-0.0012492i,-2.8241e-06+6.8895e-05i,0.00036253+0.0006222i,0.00049597+5.4825e-05i,0.00079832-0.00021402i,0.0016758-0.00040678i,0.0021924-0.00062023i,0.0012843-0.00074157i,5.9717e-05-0.00079544i,0.00010556-0.00057366i,0.00062792-1.7411e-05i
