-0.0015099+8.274e-05i,-0.0018841+0.0014803i,-0.0022211+0.0030932i,-0.0017461+0.002808i,-0.0013107+0.0014123i,-0.001011+0.0014343i,-0.00068229+0.0019353i,-0.00045218+0.0011806i,-0.00014772+0.0007517i,0.00022232+0.00048921i,0.00046666-0.00037919i,0.0005182-0.00084546i,0.00028402-0.00074212i,-0.00021675-6.674e-05i,-0.00076786+0.00059441i,-0.0015337+0.00015595i,-0.0017255-0.00034892i,-0.0014026-0.0010093i,-0.00062271-0.0011525i,-0.00043187-0.00032992i,-0.00020381-0.00033956i,0.00079718-0.0006445i,0.00089066+3.2113e-05i
-0.0019886-0.00061006i,-0.0028496-0.0005829i,-0.0031299+8.4141e-05i,-0.0023769+0.00079392i,-0.0015362+0.00078829i,-0.0010091+0.00034143i,-0.00071354-0.00033245i,-0.0004272-0.00065065i,-0.00041076-0.00049534i,-0.0010849-0.00052106i,-0.0011575-0.00011758i,-0.0001332+0.00014712i,-9.1967e-05-0.00032027i,-0.00030539-0.0010306i,-0.00037172-0.00081256i,-0.00025639-0.0010994i,-0.00050658-0.00093352i,-8.1473e-05-0.00016842i,0.0013013-0.00030531i,0.0013381-0.00056904i,0.001484-0.00051443i,0.0011995+0.00051367i,0.00010452+0.00076218i
0.001049+0.0014502i,0.0012477+0.0023743i,0.0012481+0.0023882i,0.00068897+0.00080665i,0.0010806-0.0006737i,0.0016081-0.0010688i,0.00019386+8.0131e-05i,-0.00030111+0.00045356i,5.6143e-05-0.00033185i,-0.00010714+0.00020286i,-8.7198e-05+0.00022795i,-0.00014803-9.6274e-05i,0.00018586-0.00053699i,0.00029105-0.0011032i,-0.00031739-0.00048435i,-0.00056311+0.0008528i,5.6608e-05+0.00097072i,0.0005504+0.00066193i,0.0011749+0.00037674i,0.0015591-4.3903e-05i,0.0011847-0.00040026i,0.00095885-0.0005128i,0.00045055-0.00016811i
-0.00071078+0.00032559i,-0.00013022-0.00026787i,0.0008593-0.00041271i,0.0011503-0.00066212i,-0.00024414-0.0011637i,-0.0014116-0.0008211i,-0.001066+8.6917e-05i,-0.00062231+0.00019338i,-0.00019233-0.00052514i,-0.00027642-0.00091236i,-0.00090729-0.0005282i,-0.0010235-0.00043973i,-0.00041236-0.0011585i,9.5239e-05-0.0014559i,0.00018788-0.0012443i,-0.00045447+0.00021987i,-0.00047712+0.00059344i,0.00031721+0.00011008i,0.00019404+0.00054096i,0.00064353+0.00016892i,0.0010324-0.0010571i,0.00043938-0.0013086i,0.00025686-0.0012288i
0.00077137-0.00062911i,-0.00012151-0.00054015i,-0.00046568-0.00029427i,-0.00015626+0.00051013i,-0.0011284+0.00084793i,-0.0011116+0.00026917i,-0.00015713+5.225e-06i,-0.00017615-0.00052718i,-0.000279-0.00067768i,-0.00023398-0.00050619i,0.0001465-0.00053849i,0.00041913-0.0005026i,0.00048028-0.00015795i,0.00080669-0.00012727i,0.00040661-0.00071935i,-0.00010782-0.0011901i,0.00013386-0.00054402i,-0.00033038-0.00023508i,-2.0021e-05-0.00036039i,0.0011735-0.00064718i,0.0008067-0.00021028i,-0.00053444+0.00044021i,-0.0012448+1.6734e-05i
0.001077-0.00087367i,0.0010867-0.0012445i,0.0012869-0.0011761i,0.0010549-0.0009942i,0.0009117-0.00039705i,0.00062149-0.00040027i,1.486e-05-0.00030992i,-0.00013987+0.00024903i,0.00012187-0.00028461i,0.00038743-0.00092265i,0.00031664-0.00036987i,-0.00025476-1.5895e-05i,-0.00052798-0.00064294i,-0.00040095-0.0010304i,0.00054842-0.00055361i,0.00088647-0.00013773i,-7.0886e-05+3.325e-07i,-0.00097609-0.00022715i,-0.00071506-0.00051207i,0.0001958-0.00097844i,0.00093851-0.00089097i,0.0011146-0.00016659i,-0.00030796+7.8622e-06i
-0.00020598-0.001211i,-0.00079575-0.0020133i,-0.00077919-0.0025157i,-0.00075528-0.0016278i,-0.0012119+6.3325e-05i,-0.00082569+0.0010377i,-0.00034442+0.00021405i,-0.00056192-0.00056746i,-0.00049697-0.0010376i,-0.00034233-0.0010594i,-0.00015589-0.00073936i,0.00038357-0.00042383i,0.00063349-9.3139e-05i,0.00053982-0.00072098i,0.0005024-0.000981i,0.0004499-0.00053781i,0.0008636-0.00020895i,0.00078488+0.00073874i,6.0297e-05+0.00098383i,-7.2061e-05+0.00023102i,-8.4598e-05+1.6649e-05i,-0.00060459+0.00032354i,-0.00063797+0.00037369i
-0.00094024+0.00051959i,-0.0013894+0.0014429i,-0.0014521+0.0020864i,-0.0013397+0.00090912i,-0.00084409-0.0004903i,-0.00044799-0.0012843i,-0.00082859-0.0019299i,-0.00083524-0.0020901i,-0.00072866-0.0020266i,-0.00018121-0.0017521i,-0.00017762-0.0011712i,-0.00048726-0.00066132i,0.00033897-0.00036627i,0.00016209-0.00040997i,-0.00031532-0.00047842i,-0.00023504+0.00049474i,-0.00013535+0.00055636i,3.4202e-05+0.00014319i,0.00010159+0.00026348i,5.1083e-05+0.00015102i,0.0003853+2.2765e-05i,0.00055366-8.5767e-06i,0.00057808-0.00039771i
0.0004128-6.7185e-05i,-0.00099181-0.00023844i,-0.00029744-2.5457e-05i,-0.0012532+4.0317e-05i,-0.0019815-0.00038307i,-0.0011043+0.00034712i,-0.00027803+0.00042612i,-0.00048983-0.00016348i,-0.00075796-0.00087003i,-0.00062031-0.0013387i,-0.0008469-0.00086847i,-0.0005153-0.00089335i,5.5045e-05-0.0014124i,0.00031437-0.00076536i,0.00065626+0.00018241i,0.00067649+0.00091839i,1.2744e-05+0.00045369i,-0.00017469+0.00033079i,-0.00031733+0.00087643i,0.00018228+0.00093003i,0.00084638+0.00042503i,0.00078219-0.00046227i,-8.3968e-06-0.0009504i
-0.0010004-0.00018243i,0.00025175+0.00026409i,0.00060948+0.00031912i,0.00075258-0.00058525i,0.00050081-0.00063758i,0.00033041-0.00037263i,0.00018992-0.00044772i,-0.00072885-0.00080085i,-0.0011083-0.0007991i,-0.00033463-0.00082062i,-0.00020204-0.0010005i,0.00038892-0.0013328i,0.0013785-0.00055701i,0.00026584+0.00012666i,-0.001027-0.00025982i,-0.00056631-0.00077134i,5.6216e-05-0.00076493i,0.00031032-0.00028381i,0.00062706-4.7756e-05i,0.00082283+0.00029942i,0.0009801+0.00051818i,-0.00022945+0.000305i,-0.0011406-0.00012889i
-0.0013736-0.00010631i,-0.0011999+0.00013988i,-0.0002609+0.001435i,-5.2269e-05+0.001771i,-0.00020135+0.001329i,-0.00011726+0.00088324i,-0.0002315-0.00024261i,-0.00037513-0.00099546i,-0.00029703-0.0011744i,0.00012319-0.0013724i,-0.00011578-0.0003725i,-0.00095094+0.00071814i,-0.0010203-7.7054e-05i,-0.00045154-3.7072e-05i,0.0002481+0.00034069i,0.0007203-0.00027002i,0.00070715-0.0006374i,0.00075454-0.00032457i,0.00094948+8.6435e-05i,0.00087016+0.00022134i,0.0011614+0.00032518i,0.00071669+0.00024197i,-7.1896e-05+0.00012338i
-0.0016813+0.00029824i,-0.00063088+8.0324e-05i,0.00021223+0.00071981i,0.00048745+0.00062416i,0.00090035+3.5065e-05i,8.7646e-05-2.7915e-05i,-0.00077582-0.00015972i,-0.0007516-0.00025792i,-0.00029264-9.6131e-05i,0.00049926-0.00039792i,0.00044507-0.00080119i,-0.00066037-0.00035805i,-0.00086956-0.00036318i,-0.00056532-0.00098352i,-0.00012311-0.0008924i,0.00039962-0.00034911i,0.0001654-0.00021554i,-0.00015044+9.839e-05i,-0.00060417+0.00039828i,-0.00066847+0.00024965i,-0.00081443+0.00021218i,-0.00046373+0.00051284i,0.00047097+6.9438e-05i
-0.00030082+0.00024055i,0.00059437+0.0006556i,0.00060423+0.0012612i,-0.00016211+0.00073122i,0.00058857+0.00033047i,0.0011615+0.0007346i,-0.00037259+0.0009485i,-0.0007687+0.00066798i,0.00013351-0.00017991i,-0.00022915-0.0010425i,-0.00080347-0.00069156i,-0.00044601+0.00017924i,-8.1167e-05-0.00081158i,-9.7716e-06-0.0020616i,0.00010061-0.00080743i,0.00035509+0.00030849i,0.00059295+0.00021196i,0.00023938+0.00019322i,-0.00059306+0.00041932i,-0.00087463+0.00097694i,-0.00031845+0.00080323i,0.00025364-0.00017588i,-0.0002866-0.00024294i
0.00037749-0.00051792i,0.0010891-0.00099858i,-0.00015728-0.0016511i,-0.0015926-0.0016072i,-0.0018982-0.00071111i,-0.0011629+7.6515e-05i,-0.0007263-0.00035521i,-0.00098919-0.0011411i,-0.00069386-0.0015837i,-0.00036838-0.0013565i,-7.127e-05-0.00091843i,0.00050458-0.00044566i,0.00061322-0.00030879i,0.00076293-0.0010008i,0.00099109-0.0010759i,0.0012764-0.00051104i,0.0011407-8.9747e-05i,0.00055666-0.00026089i,0.00042847-0.00030339i,0.00071365+0.00076523i,0.0007073+0.0012025i,0.00070981+0.00018147i,-0.00019743-0.00077085i
0.0018545+0.0018378i,0.0010872+0.0017061i,0.00096596+0.00041729i,0.00066969+0.00052052i,-0.001036+0.00036347i,-0.0021499-5.0985e-05i,-0.0022432-0.00021924i,-0.0014975-0.0007908i,-0.00018552-0.000986i,-6.0568e-05-0.0010891i,-0.00021529-0.0012127i,-0.00054965-0.00096807i,-0.00084004-0.00056612i,-0.00014054-0.00083601i,0.00040173-0.0010028i,0.00095397-0.00095094i,0.0013115-0.00098001i,0.00075174-0.00043524i,-0.00021504+0.00013793i,-0.00021664+0.00056418i,0.00037623+0.00019766i,0.000491+8.792e-06i,-2.6051e-05+0.00035272i
0.00077748-0.0019341i,0.001182-0.0024745i,0.0012393-0.0028123i,0.00086315-0.0027412i,0.00018628-0.0016657i,1.3071e-05-0.00055385i,8.0401e-05-0.0010344i,0.00026561-0.0019184i,0.00043109-0.0014744i,4.6444e-05-0.0004123i,-0.00012002-0.00051144i,-0.00011721-0.00051794i,0.00015631-0.00052235i,0.00066835-0.00084733i,0.0007626-0.00054238i,0.00038878-0.00047369i,0.00024646-0.00044895i,0.00020816+0.00029533i,0.00065576+0.00070893i,0.00064533+0.00061589i,0.00010998+0.00062189i,-0.00055178-2.3934e-05i,-0.0012134-0.0003067i
-2.9336e-05-0.0019675i,-0.0012793-0.0018458i,-0.0030718-0.0018119i,-0.0030659-0.00091739i,-0.0021999-6.7171e-05i,-0.0020793+0.0011571i,-0.0011447+0.0013059i,-0.00021833+0.00024114i,-0.00041168-0.00069527i,8.9582e-05-0.0013814i,0.00063722-0.00039678i,0.0007027-0.0001884i,0.0010558-0.0003563i,0.00090315+3.6464e-05i,0.00071749-0.00064392i,0.00043168-0.0013244i,-7.9123e-05-0.0011793i,-1.8573e-05-0.00079348i,0.00028275-0.00034762i,0.0008867+0.00019466i,0.00064983+0.00019261i,-0.00021164+0.00010889i,-0.00036326-0.00017997i
0.00040291+0.0010708i,0.00090721+0.00056112i,0.0020278+0.00066431i,0.0023133+0.00033812i,0.0020269-0.00060454i,0.0010054-0.00097243i,-0.00028644-0.0005305i,-0.0001082+3.0063e-05i,-0.00021443-4.6114e-05i,-0.00020857-0.00087244i,0.00013646-0.0014323i,-3.1612e-05-0.0011707i,1.5245e-05-0.0015703i,-0.00033113-0.0016287i,-0.00071062-0.00094167i,-0.00039149-0.00062153i,0.00010173-0.00041364i,-0.00013113-0.00056033i,2.9129e-05-0.00054195i,6.7544e-05+0.0001593i,-0.00075551+0.00035706i,-0.00049567+0.0001148i,0.00018557+0.00045992i
0.00060814+0.00092847i,0.00057511+0.00095947i,3.7087e-05+0.00032279i,-0.0001695+1.8087e-05i,-6.5465e-05-0.00015678i,-0.0004823-0.00053302i,-0.00076033-0.00058093i,-0.00031785-0.00013152i,0.00018261-0.00060644i,-0.00034546-0.0010318i,-0.00021495-0.00056816i,0.00079544-0.00062544i,0.0005232-0.00057836i,-0.0002038-0.00028713i,-0.00035503+0.00020264i,-0.00028909+0.00021066i,-0.00018031-0.00042614i,-0.00014901-0.00053746i,0.00015906+0.00013575i,0.00021365+0.00028227i,4.529e-05+0.00015385i,-0.00014361+0.00034967i,-0.0001882+0.00017331i
-0.00065212+0.0017664i,-0.00036322+0.001922i,0.00028241+0.0014868i,-0.00032576+0.00016716i,-0.00090923-0.0010265i,-0.00069848-0.00067013i,-0.0005768+7.6221e-05i,-0.00091197-0.00081622i,-0.0010005-0.0014675i,-0.00074028-0.0017333i,-0.00034389-0.001951i,0.00029251-0.00065573i,-7.466e-05+0.0008778i,6.1918e-05+0.0004303i,0.00040991+0.00013857i,0.00019103-0.00022198i,0.00017306-0.00098421i,0.00017788-0.00036907i,5.5919e-05+0.00026913i,8.8909e-05+0.00046071i,-0.00044714+4.0429e-05i,-0.00043192-0.00047814i,0.00024577-5.7633e-05i
-0.00051815+0.00016358i,0.00015541-0.00033035i,0.00011301-0.00058262i,-0.00037431-0.00043912i,-0.00065187-0.0010567i,-0.00067876-0.0011503i,0.00013925-0.00089625i,0.00060694-0.00012548i,5.5376e-05+0.00035143i,-0.00036769+0.00033619i,-0.00079836-0.00037755i,-0.0008717-0.00085309i,2.3651e-05-0.0011436i,0.00071323-0.00086918i,0.00018155-0.0003377i,-5.8432e-05-0.00072562i,0.00049078-0.00082381i,0.00081585-3.4073e-05i,0.00090274-6.2578e-07i,0.00055675-5.2862e-05i,0.00017804+0.00032826i,0.00046087+9.7763e-05i,0.00036631-0.00033577i
0.00086035+0.0018577i,0.00072901+0.0013771i,0.0010898+0.00033121i,0.0011456-3.0072e-05i,0.00033674-0.00065461i,-0.00051393-0.00044021i,-0.00089614+0.00090937i,-0.00047075+0.00055257i,9.0493e-05-0.00076641i,0.00067618-0.00079728i,0.00049529-0.00013628i,0.00027557-6.1165e-06i,1.6874e-06-0.00037974i,-0.00021503-0.00098048i,0.00037306-0.0010252i,0.00091394-0.00084062i,0.00079779-0.00024356i,0.00039077+0.00065888i,0.00049122+0.00021624i,0.00051485-0.0006524i,5.8071e-05-0.00078309i,0.00046757-0.0011233i,0.0002682-0.0016191i
-0.0010438-0.00046428i,-0.0015172-0.00020376i,-0.0023848-0.00058904i,-0.0027581-0.00043167i,-0.0026256+0.00048099i,-0.002135+0.00054828i,-0.0016881-0.00020697i,-0.0012372-0.0012267i,-0.00072219-0.001871i,-0.00084467-0.0017278i,-0.0007436-0.0010744i,-0.00037575-0.00065255i,0.0002891-0.00042584i,0.0011962-0.00040767i,0.0012294-0.00022072i,0.00074921-6.3725e-05i,0.00044607+1.5486e-05i,-0.0003068+0.00022322i,-0.00017948+4.454e-05i,0.00018392+0.00016937i,-1.0227e-06+0.00059508i,2.1009e-06+0.00031909i,0.00051633-0.00035029i
0.0017072+1.7622e-05i,0.0016962-0.0002669i,0.0009717+0.0004082i,0.00027668-1.6767e-05i,-0.00029177-0.00056964i,-0.00013494-0.00060226i,-0.00033541-0.00046718i,-0.00077942-0.00024589i,-0.00062524-0.00025368i,-4.2945e-05-0.00053196i,-0.00027231-0.00078456i,-0.00082878+4.8436e-05i,0.0001577+0.00088804i,0.00035451+0.00045112i,-0.00036477-4.2457e-05i,-5.3989e-05+0.00046701i,-3.2554e-05+0.00071784i,0.00020715+0.00025582i,0.00029497+0.00015786i,0.00021032+4.8059e-05i,0.00014281-0.00025855i,0.00051352-0.00010506i,0.00014069+0.00051904i
-0.00051112+0.00056236i,-0.00097792-0.0004621i,-0.0008329-0.0011283i,0.00039863-0.00039454i,0.0014185+0.00071333i,0.0009402+0.0012177i,3.7433e-05-7.9325e-06i,-0.00026141-0.00086846i,0.00027894-0.00010007i,0.00048686+0.00013952i,0.00035538-8.2012e-05i,0.00068464+0.00022795i,0.00080504-3.667e-05i,0.00027575-0.00084433i,-0.00066563-0.00048774i,-0.00052467+0.00052398i,0.00010272-0.00020064i,2.975e-05-0.0010618i,0.00057688-0.00074844i,0.0010263-0.00020015i,0.00084786-0.00093525i,0.0012557-0.0012147i,0.00053354-0.00051221i
-0.00064082-0.00023097i,-0.0007289+0.00080414i,-0.00073208+0.0017605i,-1.5286e-05+0.00055572i,0.00017814-0.00089292i,-0.0006234-0.00080443i,-0.00086487-0.0010836i,-0.00029014-0.0015195i,-0.000488-0.0015255i,-0.0011044-0.0010858i,-0.00068264+0.00010968i,-0.00037951+0.0004254i,9.1229e-05-0.00027888i,0.00019535-0.0006471i,0.00014794-8.9012e-05i,-0.00011277-2.9531e-05i,-0.00036651-0.0005547i,-8.3823e-05+4.3263e-06i,0.00075143+0.00014096i,0.0011387-0.00096937i,0.0010749-0.0010886i,0.00073296-0.00049157i,0.00014158-0.00040538i
-0.0007583-0.0012855i,-0.0013541-0.00055419i,-0.0021718+0.00013748i,-0.0022703+0.00043327i,-0.0019582+0.0004992i,-0.00044607+0.00021047i,0.00041964-0.00044406i,-0.00084577-0.00019855i,-0.0008999-0.00074192i,0.00040432-0.0013365i,0.00023376-0.00053308i,0.00012089-0.00049731i,0.0010654-0.0014255i,0.0014075-0.0021285i,0.0013108-0.0016737i,0.0011706-0.00062631i,0.00079865-0.00084099i,0.00013107-0.0011753i,0.00016485-0.00089186i,0.0008569-0.00065931i,0.0016814-0.00026165i,0.001254-0.00038227i,-0.00025502-0.00048883i
-0.00086132+0.0024202i,-0.00023879+0.0032622i,0.00045968+0.0032645i,0.0011554+0.0016332i,0.0014413+0.0012158i,0.0017313+0.00098657i,0.00091664+0.00021552i,-0.00023389+0.00013862i,-0.00059544-5.4306e-05i,-6.2737e-05-0.0002927i,-0.00015286-0.00042877i,-2.383e-06-0.0012409i,0.00050279-0.0016784i,0.0008027-0.0014488i,0.00062679-0.0011197i,0.00021667-0.00012138i,3.2408e-05+0.000538i,2.9824e-05+0.00010135i,-4.1953e-05+0.00033452i,0.00054113+0.00035285i,0.0015918-1.1028e-05i,0.00059671+0.00012065i,-0.0011171+9.4705e-06i
-0.00017645-0.001711i,-0.0010761-0.0014035i,-0.0019214-0.0017077i,-0.0022287-0.00077047i,-0.0024506+8.1876e-05i,-0.0015703+0.00047361i,-0.00044678+0.00054599i,0.00021147-0.00011751i,0.0008836-0.00073172i,0.00039609-0.00077905i,-0.00048775-0.00019133i,-0.00010704+0.00065485i,0.00073882+0.00038683i,0.0010639-0.00052866i,0.00067975-0.0014872i,0.00079404-0.0015612i,0.00069687-0.00049594i,1.811e-05-4.9634e-05i,-0.00064195-0.00058398i,-5.7629e-05-0.00094591i,0.00068941-0.0010614i,0.00066242-0.00067799i,0.00021188+1.3574e-05i
6.6371e-05+0.0019274i,0.00018855+0.0027369i,-0.00039693+0.0031751i,-0.00018053+0.0017341i,0.00018881+7.3361e-06i,0.00010698-0.00035842i,-0.00043164+0.00028473i,-0.00027984+0.00066974i,0.00024002+0.00061676i,-0.00022343+0.00043893i,-0.0009504-3.7052e-05i,-0.00077835-0.00048703i,-0.0011584-0.00045744i,-0.00097254-0.00049436i,-0.00015503-0.00037937i,0.00053833-2.7144e-05i,-1.5064e-05-0.00022291i,-0.00084954-7.9001e-05i,-1.1916e-05+0.00061461i,0.00084101+0.00056397i,0.00061463+0.0006146i,-3.0965e-05+0.00059485i,-0.00041256+6.3481e-05i
0.0015293+0.00084574i,0.001711-0.00095352i,0.0024926-0.0016901i,0.0024735-0.0015924i,0.001653-0.0011303i,8.6273e-05-0.0012451i,-0.0011518-0.00070841i,-0.0012243-0.00041938i,-0.00039886-0.00021378i,-0.00016576-7.5673e-05i,-0.00022802-0.00017893i,-2.3349e-05-0.00071318i,-1.2214e-05-0.00083597i,8.7208e-05-4.5238e-05i,3.1946e-05+5.2939e-05i,0.00023281-2.3396e-05i,0.00089577+0.00026597i,0.00078196+0.00016359i,0.00096162+0.00042322i,0.0012644+0.0003282i,0.00075126-0.00039131i,-0.0003957-0.00059524i,-0.0010696-0.00027153i
0.00054125+0.00071751i,4.0702e-05+0.0010646i,-0.00047108+0.0011827i,-0.00065964+0.00031474i,-0.00055377-0.00024782i,-0.00019963-0.00038357i,-7.1467e-05-0.00058324i,0.00040505-0.00094235i,0.00075297-0.0007577i,0.00066312-0.00072615i,0.00024993-0.00072275i,0.00015576-6.4731e-05i,0.0003933-0.00025446i,0.00016931-0.00048693i,0.00027173-0.00016495i,7.9273e-05-0.00024448i,-2.7477e-05-0.00038469i,0.00041249-0.00026413i,-0.00029297+8.2259e-05i,-0.00095836+0.00047071i,-0.00075747-0.0003346i,0.00012571-7.8916e-05i,0.00071847+0.00057655i
0.0011325+0.0018654i,0.0011328+0.00044944i,0.0018516-0.00094685i,0.0021781-0.00098233i,0.0014055-0.00083004i,0.00014443-0.00088126i,-0.0004822-0.0011087i,-0.00028259-0.00062917i,1.4839e-05-0.00034387i,0.00052842-0.0012814i,0.0011737-0.0013782i,0.00099907-0.00033585i,0.00050618+0.00022903i,0.00055424-0.00017343i,0.0006264-0.00071052i,0.00047312-0.00038048i,0.0001506-0.0001481i,8.034e-05+0.00026642i,-5.551e-05+0.0008497i,0.00033035+0.00044029i,0.00020002+6.9182e-05i,-0.00035508+0.00015519i,-0.00024691-0.00025177i
0.00025262+0.0021433i,0.00070669+0.00070946i,0.0011617+0.001136i,0.0014285+0.00053636i,0.0014979-0.0019589i,0.00036742-0.0026503i,-0.00088126-0.00065603i,-0.00054602+0.0003082i,7.4247e-05-0.00061667i,0.00026528-0.0013086i,1.6565e-05-0.0017714i,-0.00014892-0.0021876i,-0.00059748-0.0016192i,-0.0012205-0.00064508i,-0.0010222-0.00031881i,-0.00036187-0.00033231i,0.00026604-0.00047638i,0.00063519-0.00076846i,0.00069012-0.00054872i,0.00080768+0.00018347i,0.00031516-0.00021045i,-0.00013311-0.0011823i,-0.00066846-0.00066178i
0.0012403+0.0013934i,0.0025584+0.001801i,0.0030511+0.0022094i,0.0025318+0.00097494i,0.0016042-0.00059434i,0.00038234-0.0016866i,-0.00057884-0.0017502i,-0.00050133-0.00044015i,-0.00019245-0.0006047i,-0.00015367-0.001428i,-0.00048788-0.0013008i,-0.00071149-0.00061151i,-2.9581e-05+0.00024044i,-7.4202e-07+0.00036769i,-0.00037411+0.00031251i,0.0003999+0.00047958i,0.00064066+0.0010666i,0.00039754+0.00096373i,0.00068269+0.00075145i,0.00069209+0.00046356i,0.00061933-0.00032758i,0.00092306-0.00095652i,0.00057846-0.00061627i
0.0004915+0.0010133i,-0.00053267+0.00076652i,-0.0002944+0.00076833i,0.00047361-0.00044307i,0.00026849-0.0011423i,-0.00074668-0.00098687i,-0.0011731-0.0008713i,-0.00034267-0.00084933i,0.00091672-0.0010511i,0.00067037-0.0012113i,-0.00061167-0.0014969i,-0.001315-0.0012857i,-0.0015591-0.0012524i,-0.00079467-0.0013792i,0.00061033-0.0013653i,0.00051796-0.000851i,-9.0677e-06-0.00053609i,0.00040446+0.00018145i,0.00063539+0.00086045i,0.00013817+0.00070045i,-5.4322e-05+0.00020826i,0.0004371-2.8523e-05i,0.00076086-0.00013188i
-0.0017733-0.00078154i,-0.0015722+0.00017881i,-0.0019239+0.000349i,-0.0019985+0.00014271i,-0.0004304+0.00060386i,0.00086632+0.00043681i,0.00059783+0.00031115i,-0.00045026-0.0004273i,-0.00082659-0.00081802i,-0.00055866-0.00027362i,-0.00019951-0.00039412i,-0.00018336-0.00084517i,-0.00025013-0.0011653i,-0.00011552-0.001193i,0.00022853-0.00075444i,0.0002635+9.3027e-05i,3.1109e-05+9.7116e-05i,0.00033653-1.3243e-05i,0.00087735+0.00041882i,0.00015701+0.00024101i,-0.00060334+2.2483e-05i,-0.00021776-0.00025725i,-0.00020783-0.0004777i
0.00039343+0.00015431i,0.0013858+0.00059863i,0.0022511+0.00054418i,0.0016597+0.0006795i,0.00017478+0.00065359i,-0.00088208+0.00076387i,-0.0012805-7.071e-05i,-0.001008-0.001134i,-0.0003945-0.0011273i,0.00015144-0.00059176i,0.00039089+0.00017892i,0.00032339+0.00095157i,0.00017983+0.00073841i,-0.00051638+0.00026942i,-0.0010005+0.00017309i,-0.00057741-0.00027119i,-0.00031301-4.184e-05i,-0.0006615+0.00058112i,-0.00071171+0.00060938i,-0.0003012+0.00050856i,-4.2476e-05-4.9705e-05i,5.0422e-05-0.00065405i,0.00016948+6.2341e-05i
-0.0001706-0.00099794i,-0.0015536-0.00020103i,-0.0020152+0.00038693i,-0.0011997+0.00020834i,-0.00078055-3.8909e-05i,-0.00052605-0.00052061i,-0.00020856-3.565e-05i,0.00029503+0.00011697i,0.00024628-0.00059933i,0.00011714-0.001136i,-0.00041296-0.00099664i,-0.0008939-0.00029104i,-0.00074028+0.0001522i,-0.0003017+9.0128e-05i,-0.00060823-0.00024729i,-0.00051703-0.00034834i,-5.9152e-05-0.00043774i,0.00029172-0.00085051i,0.0012462-0.00072067i,0.0012514+0.00017105i,0.00080194+6.4777e-05i,0.00027326-0.00053113i,-0.00087683-0.0015286i
0.0016597+0.00078817i,0.0021253-0.00038244i,0.0024479-0.0017663i,0.0025518-0.0013689i,0.0016708-0.0010805i,0.00035361-0.0011398i,-0.00014119-0.00093335i,-0.00016567-0.00057678i,0.00022702-0.00053873i,0.0001888-0.00035092i,9.2143e-05-0.00038559i,0.00038957+6.0977e-05i,0.00091413+0.00062791i,0.00061647+0.00061437i,1.7224e-05+0.00054684i,0.00027696+0.0001553i,0.00019915-0.00018693i,-0.00022864+0.00045603i,-0.00029239+0.00051822i,0.00052198-0.00027691i,0.0011187-0.00094709i,0.00054168-0.00095675i,-0.00052499-0.00042815i
0.00027882-0.0011576i,0.00032481-0.001568i,-0.00065775-0.0024574i,-0.0017427-0.0017846i,-0.0018947+7.1079e-05i,-0.0014425-6.8791e-05i,-0.00068623+3.8625e-05i,-0.00051718+0.00025621i,-0.00033825+0.00013628i,0.0002641-0.00057354i,-8.8367e-05-0.00071866i,8.8897e-05-0.00066366i,0.00040889-0.0014468i,2.67e-05-0.0017788i,0.00048724-0.00061773i,0.001084+0.00055893i,0.000926+0.00017249i,0.00058218-0.00045788i,0.00066193-0.0002731i,0.00077735-0.00056563i,0.00088326-0.00056371i,0.00049495-0.00053174i,-3.0669e-05+0.00047155i
-0.0014936+0.00063996i,-0.0014257+0.00051452i,-7.1538e-05+0.0014984i,0.00084072+0.0020201i,0.00057594+0.00068855i,3.2729e-05-0.00068408i,-0.0003613-0.00088655i,-0.00050827-0.00084587i,-6.4201e-06-0.0001662i,-0.00030262-0.00012266i,-0.0004081-0.00093819i,-2.7791e-05-0.0015094i,0.00038133-0.0019303i,0.00034429-0.0015748i,3.7807e-06-0.00052186i,0.00040192+0.00054027i,0.00089292+0.00013759i,0.00079796-0.0014873i,0.00071761-0.0018604i,0.00042314-0.0010182i,-0.00030329-1.7595e-05i,-0.00030372-0.0005026i,6.6158e-06-0.0011388i
-0.00031657+0.00091301i,0.0010486+0.00078651i,0.0013627+0.0011021i,0.0011482+0.00096347i,0.00037056-4.7431e-05i,-0.00023337-0.00055257i,-7.7323e-05-0.00040123i,-0.00039259-0.00031792i,-0.00036877-0.00019728i,0.00044836-0.00043008i,0.00047996-0.0009111i,-0.00010888-0.00032683i,0.00018055-0.00027195i,0.00059965-0.00064893i,0.00023094-0.00019267i,0.00025615-7.7431e-05i,-0.00012638-9.273e-05i,-0.00085421-0.00022806i,-8.7755e-05-9.2116e-06i,0.00092685+0.00053932i,0.00054723+0.00022534i,0.00018861-0.00054579i,0.00026279-0.000622i
