-0.00044476+0.0014194i,0.001126+0.00069357i,-8.5246e-05+1.9444e-05i,-0.00061325-0.00027917i,-0.0016733-0.00020762i,-0.0032577+0.00033942i,-0.0035584+0.0011148i,-0.0023406+0.00069717i,-5.9784e-05+1.9108e-05i,0.001572-0.00021152i,0.0015035-0.00050256i,0.0010328-0.00011494i,0.00064195+0.00045855i,-0.00021216+0.00057713i,-0.00040719+0.00082018i,0.00020853+0.00052013i,0.00012067+0.00012364i,-0.00014557+0.00079985i,-4.4945e-05+0.0014814i,-0.00042291+0.00058772i,-0.0011858-0.00020648i,-0.00075912-1.3936e-05i,6.2246e-05+0.00068409i
0.00095714+0.00010564i,0.0021238-6.9214e-05i,0.0027426+0.00035432i,0.0020137-0.0010719i,0.00052106-0.0027318i,-0.00041673-0.0021625i,-0.00037535-0.00060476i,-0.00079718-2.678e-05i,-0.00098552-0.00012819i,0.00024168-0.00055441i,0.00093733-0.00046752i,0.00035193+0.00011953i,-0.00033028+0.00023484i,-0.00040198-1.0799e-05i,0.00017211-0.00026282i,0.00079949-0.00012592i,0.00045968+0.00015072i,-0.00037233-0.00021015i,-0.00050178+8.3769e-05i,-0.00012253-0.00048504i,-1.7534e-05-0.0019289i,-0.00041719-0.0013148i,6.3838e-05-8.4879e-05i
-0.00042477+0.00083772i,0.00079482+0.0012104i,0.0017317+0.0010913i,0.0017148-0.00011902i,0.0011239-0.0007927i,0.00026519-0.0010707i,-0.00042813-0.00044934i,-0.00056249+1.4143e-05i,-0.00034588-0.00028263i,-0.00016491-0.00056533i,-0.0001455-0.00014334i,0.00090706+0.00014773i,0.0018505+3.3364e-05i,0.0015481-0.00040555i,0.00098746-0.0003924i,2.8266e-06-0.00018006i,-9.1196e-05-0.00065294i,0.00024452-0.00035832i,0.00016046+0.00032877i,0.00052225+0.00040054i,0.00060731+0.00019212i,-7.4045e-05+0.0011142i,-0.00081336+0.00085541i
-0.00015943+0.0024903i,0.00019286+0.0035319i,0.00063554+0.0040771i,0.0010729+0.002765i,0.00061521+0.00031787i,-0.0012073-0.0015069i,-0.001594-0.0010034i,-0.00073877-0.00024861i,0.00049699-0.00030634i,0.00081499+0.00010633i,-8.9442e-05+0.00038381i,-0.00071456+0.00049696i,-0.00049558+0.00028118i,0.00077233-2.0672e-05i,0.0013998+0.00011932i,0.00050799+0.00022524i,-0.00082408+3.7906e-07i,-0.0011682-6.6218e-05i,-0.0006653+0.00058696i,-0.0003852+0.0002429i,-5.4696e-05-0.00033769i,0.00026463-0.00022573i,-9.4467e-05-0.00022117i
0.00033078+7.3118e-05i,-0.00034001-0.00045661i,0.00013017-0.00089508i,0.00029269-0.00082636i,6.6349e-05-0.00087092i,-0.00087951-0.0012333i,-0.0011368-0.0010772i,-0.00041105+0.00022116i,-0.00032029+0.0011178i,-0.00055438+0.00056794i,-0.0006262-0.00032167i,-0.00063891-0.000544i,-0.00052821-0.00042149i,-4.6594e-06-0.00019908i,0.00038763+0.00010222i,0.00043512+0.00056403i,0.00018226+0.00067937i,0.00023058+0.00076617i,0.00034075+0.00063485i,-3.6436e-05-5.3826e-05i,-0.00014665-0.00075942i,-7.5641e-05-0.00073685i,0.0001742-0.000271i
0.001633+0.0018962i,0.0023573+0.00082481i,0.0034866+0.00044163i,0.0028279+0.0004049i,0.0015823-0.00081025i,0.00061282-0.0011768i,0.00021758-0.00098623i,0.00025895-0.00053233i,-0.00028372+0.00018246i,-0.00073226+0.00050136i,-0.00017976+0.0010262i,0.00069418+0.00082606i,0.00081757-6.283e-05i,7.7282e-05-0.00058065i,-0.00039254-0.00069565i,-0.00019336-0.00020543i,-0.00065134-0.0001117i,-0.0007459-0.00068352i,0.00039383-0.00045498i,0.00079688-0.00081496i,0.00059702-0.0014046i,0.00040757-0.0011177i,0.00034117-0.00054032i
-0.00053691+0.00039696i,-0.0002432+0.0012429i,-3.0276e-06+0.0018262i,0.00056698+0.0018583i,0.00060727+0.0010701i,0.00017601-0.00018683i,-0.00020908-0.00010291i,-0.0003092+0.0004555i,-0.00011695+0.00029741i,-0.00062945-0.0010405i,-0.00022875-0.0012981i,0.00085485+0.00039942i,0.00075571+0.00071668i,0.00050024-5.3037e-05i,3.6487e-05-0.00022768i,-0.00041655-0.00059833i,-0.00047712-0.0004884i,-0.000262-0.00025045i,0.00020652-0.00028028i,3.3756e-05-0.00046187i,-0.0006558-0.00050435i,-0.00013746-0.00061743i,0.00024631-0.0007331i
-9.7178e-05+0.0010962i,-0.00017835+0.00060901i,-0.0001543-0.00049171i,-6.0842e-05-0.0011479i,2.0565e-05-0.0015783i,-0.00080429-0.0012631i,-0.0017058-2.5083e-05i,-0.00086926+0.00076797i,0.00013698+0.00016633i,0.00023636-0.00069008i,0.00021354-0.00095268i,0.00029308-0.00034427i,0.00017364-0.00042461i,0.00028693-0.0004953i,0.00044899+0.00021717i,0.00036858+0.00040722i,-0.00026336+0.00025206i,-0.00055905-8.689e-05i,-0.00029385-0.00048227i,0.00021095-0.00067541i,0.0007325-0.0006714i,0.00063986-0.00068595i,0.00077544-0.0007005i
0.00014461-0.00014738i,0.00046722-0.00098821i,0.00035017-0.0016809i,0.00055904-0.00065833i,0.00060129+0.00016618i,0.00031092+0.00012387i,-0.00045044+0.00056466i,-0.0005599+0.00087686i,-0.00011937+0.0010258i,-0.00056424+0.00050903i,-0.00085212-0.00046221i,-0.000101-0.00074726i,0.00040185-0.00033063i,0.00038464-0.00087917i,0.00075514-0.00098994i,0.00059029-0.00035363i,-0.00018163-0.00076916i,-0.00080155-0.0011709i,-0.00066483-0.0012229i,0.00023839-0.00071753i,-0.00012664+0.00028916i,-0.00044456+0.00082816i,-0.00021257+0.00040576i
-0.0019692-0.00020172i,-0.00047771+0.00065675i,0.00035583+0.001732i,0.0002062+0.0021135i,-0.00068632+0.0014153i,-0.0016157-0.00048011i,-0.0017708-0.0020138i,-0.0012923-0.0015392i,-0.00037777-0.000663i,0.00028287-0.0004749i,0.00036672-0.00041368i,3.3854e-05-0.00015891i,1.1473e-05+9.7649e-05i,0.00023361+0.00019306i,0.00076204+1.5798e-05i,0.00046308-1.8895e-05i,0.00014038-3.8976e-05i,0.00021284-0.00051282i,5.5693e-05-0.00012621i,-0.0001315-2.69e-05i,0.00019026-0.0003667i,0.00071303+0.00052831i,0.00018236+0.00081304i
-0.00035721+0.00031166i,-0.0013127+0.0014822i,-0.0009708+0.0020782i,-0.00067165+0.0011682i,-0.00038267-0.0003115i,0.00028164-0.00040737i,0.00023738-0.00046505i,-0.00036223-0.0007231i,-0.00037769-0.00050341i,-0.00019877-0.00056389i,-3.9352e-06-0.00061148i,0.00037837-7.6453e-05i,3.2402e-05+0.00066958i,3.604e-06+0.00061077i,0.00062958+0.00041777i,3.899e-05-7.3698e-05i,-0.00057339-0.00076222i,-0.00038288-0.00047043i,6.685e-05+1.1266e-05i,0.00048994+6.3145e-05i,0.00047048-5.438e-05i,3.4786e-05-0.00029532i,-0.00038193+0.00012907i
0.00083927-0.00099296i,-3.5424e-05-0.0016044i,-0.00063584-0.0016701i,-0.00047219-0.00071839i,-0.00041377+0.00033446i,-0.0009824+0.00056513i,-0.00064332+0.00036677i,-0.00013583+0.0011988i,-0.00048958+0.00098157i,-0.00048166-0.00017259i,-0.00092192-0.00060361i,-0.0009327-0.00038378i,-7.8816e-05+0.0002894i,0.00023163+0.00069674i,-1.0954e-05+0.00065571i,-0.00066569+0.00083237i,-0.0012649+0.00039763i,-0.00092189-0.00050044i,-0.00047273-0.00057081i,-0.00011777-0.00043926i,-8.2494e-05+3.1174e-05i,-0.00070068+0.0004646i,-0.00060642-3.3712e-05i
0.00018443-0.0019919i,0.0019846-0.0016258i,0.0021293-0.0012962i,0.001285-0.0003459i,-0.00012638-4.257e-05i,-0.00087898-0.00036801i,-0.00053276-0.00038913i,-0.0003536-0.0003042i,-0.00070478-0.00056377i,-0.0010998-0.00052873i,-0.00057507-3.399e-06i,0.00041419+0.00075996i,0.0013718+0.0011866i,0.0012289+0.0012601i,0.00093657+0.00062218i,8.1161e-05+0.00018713i,-0.00045163+0.00028195i,-0.00020891+0.00013887i,-0.00030617-0.00061713i,0.00036954-0.00095982i,0.0011542-0.00029968i,0.00059775+0.00019225i,-0.00018831+0.00060582i
0.001978-0.00089797i,0.0028842+0.00027459i,0.0027557+0.00062066i,0.0013245-0.00019534i,0.00020313-0.00037978i,4.6153e-05+0.00021345i,-2.2028e-05+0.00070705i,-0.00093986-2.672e-05i,-0.0013411-0.00046929i,-0.00098575-0.00059181i,-0.00064092-0.0014077i,-7.1212e-05-0.00093946i,0.00019301-0.00054168i,0.00027649-0.0004869i,0.00045027+0.00056873i,6.3641e-05+0.00072968i,-0.00037562-0.00061645i,-0.00037762-0.001226i,-0.00040307-0.00062902i,9.0518e-05-0.00037594i,0.0010257-0.00020467i,0.0003071-0.00047062i,-0.00057968-0.0011475i
0.0013444-0.0011721i,0.00055279-0.00074267i,0.00031772-0.00083938i,0.00046229-0.0006477i,-0.00010853+3.3135e-05i,0.00022468-0.00074973i,0.00079168-0.00098662i,0.00045028-0.00020854i,0.00028565-0.0009634i,0.00038069-0.00075874i,-1.3312e-05-8.626e-05i,-0.0001785-2.8145e-05i,0.0006546+0.00040283i,0.00052134+0.00093644i,0.00046326+0.00064416i,0.00065462+0.0003417i,0.00084098+8.9532e-05i,0.00059914-0.00041866i,-0.00022498-0.00091709i,-0.00039758-0.0011507i,-0.00063653-0.0007168i,-0.00053568+1.4031e-05i,-0.00024847-0.00016401i
0.0031547-0.00029274i,0.0026886-0.00051952i,0.0025503-0.0013318i,0.0028465-0.0024831i,0.0014903-0.0027588i,-0.00063935-0.0016653i,-0.0015268-0.00011259i,-0.00071254+0.00012049i,3.4672e-05-0.00038949i,-0.00096902-0.00080505i,-0.0014333-0.00080965i,-0.0011935+7.3203e-05i,-0.0010656+0.00042875i,-0.00074531+0.00014406i,3.3708e-05+0.00010632i,0.0001003+0.00031976i,-0.00028413-7.6123e-05i,-0.00030216-4.3114e-05i,-0.00013888+0.0004109i,-0.0002747-9.7227e-05i,-2.5088e-05-0.00056727i,2.5426e-05-0.00027602i,-0.00017238+0.00011193i
-0.0015327+0.00098283i,-0.00098679+0.00057475i,-0.00095524+0.0016065i,-0.00081706+0.0023518i,-0.00057749+0.00089081i,-0.00066799-0.00070722i,-0.00090155-0.00086629i,-0.0011187-0.00039186i,-0.0013013-0.00083706i,-0.0012214-0.00065649i,-0.0010546+0.00094589i,-0.00061996+0.00098604i,1.9116e-05+0.00013172i,0.00064862-8.1021e-05i,0.0010195-0.00021114i,0.00050061-0.00038833i,-0.00051453-0.00043354i,-0.0008178-0.00050716i,-0.00065834-0.00026142i,-0.00033459-0.00014977i,0.00038289+0.00016853i,0.00059004+0.0004823i,0.00051695+0.00048048i
-0.0006088-0.0011329i,-0.0008596-0.0009208i,-0.0025826+0.00054805i,-0.0022674+0.001496i,-6.1804e-05+0.0017854i,0.00010814+0.00091898i,-0.0005587+0.00020466i,0.00010027-0.00034611i,0.00021626-0.00072223i,-0.00044672-0.00049056i,0.00020143-0.0004366i,0.00063701+0.00017935i,0.00033753+0.00064697i,0.00040211+0.00045559i,0.00063104-0.00010211i,0.0004772-0.00047732i,-7.9969e-05-0.0009448i,-0.00084221-2.5747e-05i,-0.0010217+0.001171i,-0.00047356+0.00043149i,-0.00041663-0.00072874i,-0.00030742+0.00042912i,0.00071293+0.0015305i
-0.00092826-0.0015258i,-0.0015402-0.0011124i,-0.00081696-0.00072955i,-0.00062364-0.0010533i,-8.5483e-05-0.000683i,-2.2088e-06-0.00022374i,-0.00047955-0.00010121i,-0.00086396-2.8074e-05i,-0.0015405+9.8338e-06i,-0.0010733+0.00022133i,0.00010102+9.9754e-05i,0.00032862+0.00055985i,0.00075111+0.00081245i,0.00092912+0.00070293i,3.8296e-06+0.00071899i,-5.5381e-05+0.00016931i,0.00018115-0.00053989i,0.00032922-0.0001048i,0.00048436+0.00037348i,2.4509e-05-0.00024004i,-7.1499e-05-4.6067e-05i,-0.00031552-0.00020727i,-0.00063862-0.00042731i
0.0011754-0.00021408i,0.00073759-0.00032494i,0.0016048-0.00029497i,0.0011805-0.00031083i,-0.00020248-0.00028777i,-0.001204-0.00028938i,-0.00073073+0.00015531i,-0.00059591+0.001413i,-0.0010301+0.0010992i,-0.00014738+0.00025548i,0.00052209+0.00030863i,0.00056374+0.00018465i,0.00030701+6.2569e-05i,0.00039824+0.0005621i,0.0004853+0.00082775i,0.0001962+0.00043459i,-3.0567e-05-0.00013981i,-0.00018591-0.00029314i,0.00019628-0.00041228i,0.00096781-0.00053123i,0.00086251-0.00014775i,0.00033139+0.00031639i,5.3631e-05-4.0429e-06i
-0.00088918-5.0577e-05i,-0.00037637+0.00091456i,0.00057822+0.0025462i,0.0018218+0.0024435i,0.0020352+0.00062898i,0.0009304-0.00037814i,-0.00021154-0.00060268i,-0.00040723-0.00046565i,-0.00038756+0.00016705i,-0.00043327+0.00029744i,-0.0001053+0.00054295i,-6.8194e-05+0.00057353i,-0.00010497-2.8199e-05i,0.00054248-0.00086507i,0.00099334-0.00050651i,0.00069014-1.3644e-05i,0.00035085-0.00048737i,0.00099518-0.00065505i,0.00093022-0.00099292i,0.00026636-0.0014948i,0.0001168-0.0011088i,-0.0002897-0.00030539i,-0.00031061+0.00025904i
8.4549e-06+0.00069194i,0.00018306+0.00024526i,-2.4778e-05+0.0011588i,-0.0004913+0.00045798i,-0.0003439-0.0010759i,-0.00058121-0.001766i,-0.0011377-0.0013143i,-0.0011095-0.00024694i,-0.0002015+0.00041004i,1.2276e-05+0.00037178i,-9.4844e-05+0.00077971i,2.4501e-05+0.00081615i,0.00074689-1.1421e-05i,0.0013818-3.0265e-05i,0.001316-0.00021116i,0.0004587-0.00070684i,-0.00048659-0.00041309i,-0.00062998+0.00048888i,0.00024484+0.00076645i,0.00059903+0.00030472i,0.00011693+4.0468e-05i,0.00018504-0.0001098i,0.00033331-0.00029779i
0.0019224-0.0012352i,0.00070475-0.00028758i,-0.00012448-0.0006504i,-0.0011451-0.0012007i,-0.0010794-0.0010948i,-0.0002395-0.00077466i,0.00089075-7.4866e-05i,0.00083123-0.0001575i,-0.00045708-0.0005445i,-0.00092162-0.00075475i,-0.00065599-0.00049583i,-7.4323e-05+0.00052141i,0.00068133+0.0006012i,0.00087713+0.00099629i,0.0003057+0.0011849i,-0.00059681+0.0002613i,-0.00042692-0.00021001i,-2.6027e-05-8.8502e-05i,3.3282e-05+0.00050192i,9.5672e-05+0.00054155i,-0.00047895+0.00057932i,-0.00041517+0.00060705i,-0.00012652+0.00013867i
0.00093241-0.0023947i,0.0026509-0.0010395i,0.00094488+0.0011749i,2.6053e-06+0.00063003i,-0.00037461-0.00019495i,-0.00069924-0.0010467i,-0.00094627-0.00087421i,-0.0012445-5.017e-05i,-0.0017071+0.00051847i,-0.0021564+0.00039865i,-0.0013087+0.00012247i,-7.6352e-06+0.00088274i,0.00028+0.0010425i,0.00036024+0.00018064i,0.00094497-0.00021074i,0.00072398-0.00023291i,0.00044102-0.00049636i,0.00033762-0.0007333i,-3.5518e-06-0.0005804i,-0.00036156+0.00042754i,0.00036957+0.00056745i,0.00095431+0.00022103i,0.00022286+3.5468e-05i
-0.0011404+0.0041649i,-0.0012548+0.0049259i,-0.00093903+0.0053469i,0.00049974+0.0040164i,0.0017675+0.0018154i,0.00067554+0.0001113i,-0.00068719-0.00042864i,-0.00061642-2.3597e-05i,-0.00040751+0.00058681i,-1.503e-05+0.00078042i,0.00067069+0.00051018i,0.0011254-5.0677e-05i,0.0014137-0.00075759i,0.0011172-0.00090837i,0.00017457-0.0011931i,0.000226-0.0011979i,-0.00013736+8.5245e-05i,-0.00081093+0.0003395i,-0.00094129-0.00058644i,-0.00057444-0.0013718i,-0.00024417-0.0013163i,-6.9585e-05-0.0010196i,0.00063061-0.00026975i
-0.00067828-0.0011709i,-0.0013419-0.00087713i,-0.00066112+0.00023152i,0.0002861+0.00097797i,-0.00015402+0.00048833i,-0.00055965-0.00019126i,-0.00065963-0.00070135i,-0.00092838-0.00037201i,-0.00054557+0.00044547i,0.00026323+0.00083194i,-0.00015169+0.00074115i,-0.0010637+0.00024101i,0.00012482+0.00027379i,0.0013101+0.00079695i,-2.2931e-07+0.00085024i,-0.00096022+0.00042781i,-0.00032553+2.0753e-05i,-3.8396e-05-0.00019952i,-0.0004102-0.00034074i,-0.00020681-0.00025186i,-7.838e-05+0.00018721i,0.00043307+0.00055189i,0.0007549+0.00098634i
0.00015569+0.00037567i,0.0011613+0.0010175i,0.0013668+0.0016628i,0.0013027+0.00059486i,0.0012953-0.00042775i,0.00053922-0.0007745i,-0.00026809-0.00095572i,-0.0006154-0.00036835i,-0.00017956-0.00018891i,0.00013994-0.00057934i,-0.00035171-0.00043854i,-0.00043599+0.00029784i,-0.00015623+0.00046754i,0.00011732-0.00021775i,-2.7557e-05-0.00069561i,-0.00030737-0.00051227i,-0.00025497-0.00044013i,0.00024128-0.00010462i,-0.00014156+0.00030532i,-0.00023352+0.00044537i,0.00021207+0.00047977i,5.4292e-05+0.00033708i,3.6651e-05+0.00028955i
0.0019776-0.00134i,0.0020003-0.00079687i,0.0021323-0.00042362i,0.00044491-6.655e-05i,-0.00076264+0.00015612i,-0.0010478-0.00050247i,-0.00071969-0.001267i,-0.00025826-0.0016933i,-0.00031443-0.0012049i,-0.00084295-0.00098726i,-0.00065331-0.00080026i,-0.00013503+0.00015188i,-0.00035115+0.0006791i,-0.00018172+0.00026008i,0.00017999-0.00021844i,0.00097507-0.00011979i,0.0012149-0.00030385i,0.0004787-0.00059498i,-0.00013091-0.00083134i,0.00044656-0.00048927i,0.00048354+9.1129e-05i,2.671e-05+0.0001404i,1.9227e-07+0.00080261i
-0.0025999-0.00048826i,-0.002227-0.00023753i,-0.0014736-0.00015497i,-0.0005982-0.00062559i,-0.00027562-0.00014904i,-0.000632-0.0002052i,-0.0015662-0.0010972i,-0.0021087-0.0014198i,-0.0018885-0.00070675i,-0.0012422-0.00039199i,-0.00031059-0.00010496i,-0.00021591+0.00011952i,-0.00043808+0.0004979i,-0.00036775+0.00027985i,0.00029249-0.00016356i,0.00051825-0.00077981i,0.0004037-0.001506i,0.00067168-0.0016595i,0.00077272-0.0012539i,0.00017583-0.00035196i,-0.00022082+0.0005645i,-0.00014598+0.00067446i,-0.00011703+0.00052776i
0.0011993+0.0010914i,0.0017696+0.00078833i,0.0019528+0.0004996i,0.0016908+0.00095379i,0.0016758+0.00025455i,0.0019054+2.2324e-05i,0.00085331+0.00077809i,-2.2546e-05+0.00047936i,-0.00019718-8.5314e-05i,-0.00033092-0.00065378i,-0.00037222-0.00087325i,-0.00024618-9.846e-05i,0.00076974-9.5181e-05i,0.00064886-0.00079823i,-0.00033239-0.00075594i,-0.00089006-0.00044583i,-0.0010432-0.00042379i,-0.00063102-0.00042049i,0.00032003-0.00055842i,0.0010161-0.00037172i,0.00020488+0.00044211i,-8.8133e-05+0.00055047i,-4.8403e-05+0.00015356i
-0.000157-0.00073982i,0.00082693+0.00021395i,0.0011585+0.00082591i,0.00053116+0.00053706i,-0.00040081-0.00036644i,-0.0010198-0.00063156i,-0.0011864-6.4254e-05i,-0.0013153-0.00067365i,-0.0010148-0.0017893i,-0.0010724-0.0016978i,-0.00099377-0.0003107i,-0.000528+0.00057036i,-0.0002827+0.00062105i,-0.00033678+0.00010165i,0.00012883-0.00059021i,0.00082619-0.00084025i,0.00059032-0.00041522i,-0.00011213-0.00037616i,-0.0001533-0.00093122i,0.0001606-0.00083826i,-0.00013342-0.00087685i,4.9776e-05-0.00030822i,0.00089421+0.00012867i
0.00073165+0.0027078i,0.00082527+0.003167i,0.0014472+0.0027704i,0.0021991+0.0014481i,0.001982-0.00033368i,0.00079133-0.001449i,-0.00023078-0.00092051i,-0.00037374-0.00066207i,-0.000122-0.00048772i,-0.0011355+0.00012225i,-0.0015252+0.00036522i,-0.00079182+0.00041819i,-0.00033721+0.00027998i,0.00023153-0.000147i,0.00048118-0.00025311i,0.00019036+0.00011385i,0.00021036+8.4128e-05i,-0.00018275+3.6988e-06i,-0.00043802-0.00061828i,0.00015973-0.00091526i,0.00046422-0.00060535i,0.0002913-2.9835e-05i,-0.00010842+0.00017039i
-0.00062489+0.00026412i,-0.00015313-0.00055634i,-0.0008444-0.00096283i,-0.0017854-0.00041009i,-0.0015351+0.00018767i,-0.0010433-0.00028615i,-0.00062942-0.00089215i,-0.00081351-0.00097243i,-0.00077441-0.00063697i,-0.00059041-0.00049258i,-0.00067845-0.00014007i,-0.00045652+0.00015465i,-0.00012804+2.396e-05i,-4.7526e-06-0.00040551i,0.00012679-0.00031723i,-1.0714e-05-0.00065942i,6.547e-05-0.0012519i,0.00036828-0.0010769i,-0.0004364-0.00036598i,-0.0009164+7.5938e-05i,-2.2501e-05+0.00011611i,0.0014817+0.00010754i,0.0013944+0.00047948i
-0.00081606-0.00017209i,0.00087551+0.0010635i,0.0012617+0.0020679i,0.00096166+0.0018477i,0.00060099+0.0002606i,-0.00034805-0.0016806i,-0.00040609-0.0011768i,-0.00016573+8.1042e-06i,-0.00010331+0.00015325i,-0.00054782+3.8828e-05i,-0.00031081-5.9077e-05i,0.00042206-0.0003744i,0.00030031-0.0006455i,0.00056194-0.00017623i,0.0011611+0.0012343i,0.00089298+0.0014748i,0.00051694+0.00028797i,0.00027759-3.5456e-05i,-0.0002671-6.247e-05i,-0.00049859-0.00024383i,8.6943e-05-0.00073246i,0.00047237-0.001072i,0.00054037-0.00074949i
-3.2768e-05+0.00080576i,-8.5433e-05+0.00092993i,0.00062187+0.0016563i,0.0010718+0.00098749i,0.00034284+0.00010468i,-0.00041469-0.00047956i,-0.00037347-0.00097516i,-0.00067569-0.00073315i,-0.0001848-0.00062999i,6.1452e-05-0.00029995i,0.00042255+0.00042926i,0.00050661+0.00099298i,0.00041194+0.0013656i,0.00093645+0.00090645i,0.0012002-0.00025182i,0.00088968-0.00067376i,0.00012334-0.00011078i,0.00010473+0.00010312i,0.00019463+5.4712e-05i,9.2924e-05+0.00039106i,0.00052031+0.00046102i,0.00095199+8.225e-05i,0.00086883-0.00037032i
-0.001154-0.00044755i,-0.00072167-0.0002429i,-0.00041382+0.001526i,0.00080604+0.0018381i,0.0014398+0.00023661i,0.00040835-0.00086856i,-0.00069101-0.00087157i,-0.00087916+3.6739e-06i,-0.0010907-0.00040277i,-8.9439e-05-0.0012326i,0.00063173-0.0013136i,0.00034024-0.00020883i,-0.00024395+0.0007571i,-2.9818e-05+0.0002105i,0.00080863-8.7707e-05i,0.0010978-3.9345e-05i,0.0010224-0.00023034i,0.00085842-0.00013086i,0.00072949-0.00018511i,0.00068357-0.00020998i,0.00063338+0.00050369i,0.00072307+0.00049932i,4.1745e-05+0.00010622i
0.0014406+0.0013366i,0.0014776+0.0011109i,0.0012608+0.0007555i,0.00045295+0.00088642i,-0.00023158+0.00022449i,-0.00073225-0.0012384i,-0.00063764-0.0014069i,-0.00021294-0.00016402i,0.00023711+0.00095455i,0.00031597+0.00060082i,-0.00028151+0.0002477i,-0.00032384+0.00053223i,-9.2884e-06+0.00035874i,-0.00044916+0.00011296i,-0.00069313+4.0174e-06i,-6.5309e-06+0.00018889i,0.00018104+0.0002437i,-0.00010271+7.8521e-05i,0.0005751-0.00015194i,0.00064146-6.3234e-05i,0.0001526-0.00041729i,0.00021665-0.00047503i,0.00023651+0.00010018i
0.00034126+0.0023094i,-8.6418e-05+0.0017184i,0.00040547+0.0021024i,0.0015319+0.0030315i,0.0017806+0.0017878i,0.00025792+0.00041889i,-0.00041736-0.00071306i,-0.00016368-0.0019665i,-0.00015874-0.0024835i,5.6681e-05-0.00242i,0.00043514-0.0012648i,0.00060937-1.1699e-05i,0.00065921+0.00031707i,0.0005884-5.7421e-05i,0.00020957-0.00023979i,0.00054455-0.00036747i,0.00089951-0.00019884i,-6.8588e-06+7.9893e-05i,-0.00044774-0.00014352i,5.7198e-05-0.00028246i,0.00040021-0.0003433i,0.00068691-0.00045554i,0.00081011-0.00012082i
8.9528e-05+0.0010259i,0.00086414+0.00088937i,0.00099396+0.0018748i,0.00083825+0.0023259i,0.00078946+0.0016332i,0.00038531+0.00048123i,0.00028197-0.00025249i,0.00053598-8.1458e-05i,0.00017973+0.00010385i,-0.00041399+0.00030055i,-0.00096468+0.00029397i,-0.0007768+0.00012789i,0.00047457-0.00040185i,0.0010959-0.00067997i,0.00092911-0.00011127i,0.0012736+0.00011739i,0.0017523+0.00037763i,0.0017628+0.00032955i,0.0016887+0.00053108i,0.0013914+0.00076052i,0.00021694+0.00048185i,-0.00069103+0.00014173i,-1.6407e-05+0.00011379i
-0.00069905+0.00019483i,-0.00062453+0.0003502i,-0.00058402-5.5934e-05i,-0.00067068-0.0002041i,-0.0002566-0.00091256i,-0.00032075-0.00092247i,-0.0011398-2.5223e-05i,-0.00079092-0.00026072i,-0.00023355-0.00044953i,-0.00047216-0.00018955i,-0.00068711-0.00013265i,0.00021499+1.6652e-05i,0.00068925+0.00036361i,0.00033692-8.0397e-06i,0.00031871-4.7718e-05i,0.00039764+0.00028923i,0.0001158+0.00015601i,0.00012837+9.6763e-05i,-9.7943e-05-0.0002477i,3.6867e-05-0.00056944i,0.00049202-0.00069315i,0.00082799+6.6077e-05i,0.0007759+0.00084657i
0.00091032-4.1181e-05i,0.00016611-0.0012572i,0.00096152-0.0016901i,0.0013905-0.0008051i,0.00012523-0.00027011i,-0.00070865-0.00057552i,-0.00042833-0.0003508i,-0.00033474+0.00038274i,-0.00078764+0.00015168i,-0.00049428-0.00085541i,0.00024986-0.0010189i,8.7186e-05-0.00057473i,0.00041508-0.00052717i,0.0011561-0.0002869i,0.00052755-0.00025533i,0.00049466-0.00037542i,0.0011667-0.0007394i,0.00046913-0.00083699i,-0.0007523-0.00045709i,-0.0013428-0.00033479i,-0.00053957-0.00043034i,-0.00025952-2.8133e-05i,-0.00049994+0.00039319i
-0.001147+0.00049403i,-0.0013015+0.00043845i,-7.7446e-05+0.0013812i,0.0010255+0.0022601i,0.00089927+0.0012636i,-0.00035853+6.718e-05i,-0.00073087-0.0002208i,-5.3043e-05-6.1095e-05i,0.00028657-0.00015459i,3.334e-05-4.7233e-07i,0.00016924-5.9831e-05i,0.00087608-0.00016775i,0.00070001+0.00050438i,0.00020539+0.00053723i,0.00018286+0.0003183i,0.0004422+0.00074005i,0.00064892+0.00056631i,2.4629e-05-0.00011235i,-0.00031933-0.00018431i,-0.00019978+1.0665e-05i,-0.00054639+0.00017117i,-7.1331e-05-0.00036153i,0.00067511-0.00091116i
0.0010077+0.0010716i,0.0019826+0.0019972i,0.0020489+0.0011008i,0.0010292-0.00025987i,0.00046689-0.0012302i,-2.7175e-05-0.0014365i,-0.00035555-0.00066129i,-0.00030298+2.8073e-05i,-0.00044721-0.00017008i,-0.00090773-0.00075476i,-0.00089512-0.00066308i,0.00013746-0.00084708i,0.0011872-0.00039786i,0.001357+0.0007124i,0.00096324+0.00025688i,0.000296-0.00076364i,0.00037874-0.00082427i,0.00056151-0.00044806i,0.00039679-0.00072818i,0.0002779-0.0011066i,2.24e-05-0.00025849i,-0.00026332+0.00023051i,-0.00033756+0.00016235i
