-0.0023909+0.00052385i,-0.00061866+0.0012033i,-0.00078274+0.0022053i,-0.0017509+0.002483i,-0.0020841+0.0020643i,-0.0015287+0.0015823i,-0.0011965+0.0014719i,-0.0010241+0.001514i,8.9692e-05+0.0018763i,0.001592+0.0019349i,0.0020404+0.0010156i,0.0013384-5.0026e-05i,0.00031111-0.00075431i,0.00033997-0.00068982i,0.00063713-8.2165e-05i,5.6088e-05-6.0119e-05i,-0.0006591+0.00066504i,-0.00097263+0.0012554i,-0.00087208+0.00081754i,-0.00053117+0.00021825i,4.2405e-05-0.00066839i,0.00044609-0.00085737i,8.1752e-05+0.0002339i
0.0004193+0.00074169i,0.00032241+0.00068102i,0.00080444+0.00054431i,0.0015078+8.2022e-05i,0.0017025-0.00018988i,0.0010473-0.00092716i,2.8674e-05-0.0010361i,-0.00012195-0.00043374i,6.5795e-05+0.0010787i,-0.00070792+0.0017154i,-0.00097339+0.0013338i,-0.00022066+0.0010441i,0.00021708+0.00084961i,0.00030062+0.00047578i,0.00011094-0.00030182i,-0.00017163-8.9558e-05i,-0.00036573+0.00041056i,0.00019542+0.00015013i,0.00084349-0.0001588i,0.00070652+8.4306e-05i,0.0003813+0.0016968i,0.00046893+0.0018501i,0.00047175+0.00023454i
0.00034392+0.00074307i,0.00050157+0.0013331i,0.0014056+0.0006029i,0.0014723-0.00036336i,0.00055894-0.00016817i,-0.0002517+0.00015269i,-0.00043576-0.00019323i,-0.00067166+0.00015207i,-0.00051986+0.001116i,0.00012549+0.00093122i,0.00022622+0.00024125i,-0.00013698-0.00015383i,-0.00068007-0.00028912i,-9.2177e-05+0.00054437i,0.00064602+0.0017259i,0.00039582+0.0013604i,0.00037836+0.00050565i,9.4613e-05-0.00029445i,-0.00054245-0.00025266i,-0.00068815-4.17e-05i,-2.7302e-05-0.00020087i,0.00017397-0.00040516i,-0.00034244-0.0012765i
0.0012189-0.001258i,0.00035771-0.0018074i,-0.00083165-0.0018585i,-0.00063484-0.0010375i,-0.00046408-0.00075117i,-0.00071197-0.00041866i,-0.00043585-0.00044565i,-0.00016241-0.00052171i,5.0922e-05+2.3559e-05i,-0.00035537-0.00015598i,-0.00077042-0.00060271i,-0.00017011-0.00051084i,-0.00040944-0.00071597i,-7.0196e-05-0.00055674i,0.0016362+0.00061907i,0.0013407+0.0010178i,0.00057558+0.00046409i,-0.00028553-0.00044952i,-0.00073263-0.00074623i,-0.00055697-0.00034665i,-0.00061256+0.00016274i,-0.00042241+0.00054584i,0.00045311+0.00023507i
0.00022511-0.00052238i,-0.00078004-0.0010706i,-0.00044959-0.0016048i,-3.7686e-06-0.0011724i,-0.0001225-0.00021384i,1.6684e-05+0.00031752i,8.621e-05+1.5067e-05i,-0.00073816+0.00020506i,-0.0013188+0.001274i,-0.0010201+0.00082977i,-0.00030168+0.00049785i,0.00013097-0.00029916i,0.00010542-0.00083435i,0.00013671-7.8874e-05i,0.00022236+0.00032632i,0.00027151+4.5973e-05i,0.00010649-0.00042349i,5.0545e-07-0.0001817i,-0.00016516-0.00042932i,-0.00014111-0.00034201i,-0.00038599+6.794e-05i,-0.00069413-1.1356e-05i,1.2867e-05-0.00043518i
0.0013319+0.00022707i,0.0013546+0.00051392i,0.0014611+0.0016824i,0.00016081+0.00088149i,-0.00027261-0.00080335i,-0.0004635-0.0011501i,-0.0010615-0.00108i,-0.00041114-0.00025391i,0.00021835+0.00075035i,-8.9552e-05+0.000738i,-0.00029533+3.9644e-05i,-0.0007897-0.00022066i,-0.0016812-0.00037057i,-0.0011696-0.00055571i,-4.6504e-05+5.7856e-05i,0.00068164+0.00047156i,0.00073283+0.00022459i,8.6666e-05-0.0006795i,5.1398e-06-0.0010021i,-0.00014776-0.00071401i,-0.00012504-0.00055628i,0.00044551-0.00046436i,0.00072857-0.00041084i
-0.0012893+0.00057561i,-0.00056513+8.5109e-05i,0.00099349+4.7056e-05i,0.0018711-0.00043846i,0.0014295-0.00067164i,0.00097979-0.0005783i,0.001173-0.00098486i,-0.00014543-0.001064i,-0.0011831-0.00043049i,-0.00030117+3.3903e-05i,0.00025746+9.7287e-05i,0.00047312+4.2693e-05i,0.00020351-0.00014144i,2.2017e-05-0.00038012i,0.00061621-0.00023972i,0.0011547-5.7299e-05i,0.0011635+0.0005859i,0.00042725+0.0011738i,0.00063799+0.00024895i,0.00094049+6.5892e-05i,0.00014422+0.00085787i,-0.00033309+0.00087367i,-0.00041867+6.1178e-05i
-0.0011711+0.00012687i,-0.00071545+0.00073834i,-0.00069254+3.9957e-05i,-0.00078175-1.6625e-05i,-0.00092162-5.9788e-05i,-0.00074214-0.001163i,-0.00049859-0.0014087i,-0.00023632-0.00086635i,-0.00042572-0.00022321i,-0.00029352+0.00047207i,0.00017877+0.00069169i,0.00027465-0.00015081i,-4.4314e-05-0.00079272i,-0.0010921-0.00045324i,-0.00070778+0.00034459i,0.00012712+0.00048316i,0.0001043+0.00041124i,0.00016041+0.00032831i,0.00049524+0.00069082i,-0.00030919+0.00070482i,-0.00056279+0.0012324i,-0.00047341+0.00077707i,-0.00026751-0.00014689i
0.00036919+0.0012752i,0.00018696+0.0012951i,0.00063463+0.0016291i,0.00022194+0.0011858i,0.00091307+0.00072136i,0.0011582+0.00053981i,-0.00034167-0.00019136i,-0.0010803-0.0005072i,-0.00073456+0.00021728i,-0.00039776+0.00064083i,-6.9874e-05+0.00086047i,0.0001956+0.00066271i,0.0003141+0.0002696i,-2.203e-05-1.491e-05i,-0.0008684-0.00046329i,-0.00059606-0.00062327i,0.00046973+7.0663e-05i,0.00081071+0.00090053i,0.00056638+0.00026073i,0.00064794-0.00015889i,0.00019927+8.0628e-05i,-0.0010137+0.00033213i,-0.001813+0.00059946i
-0.00064466+0.00041009i,8.5607e-06+3.5233e-05i,0.00038128+0.00037915i,0.00017231+0.00058174i,0.00040832+0.00083163i,0.00020565+0.00010218i,-0.0003046-0.00033605i,-0.00062029+0.00098106i,-0.0012176+0.0019554i,-0.0008617+0.0014985i,0.0001793+0.00047676i,0.0011272+0.00028222i,0.0014409+0.00021383i,0.00076526-0.00032689i,0.00056863-0.00070742i,0.00053784-0.00050731i,0.00015971+0.00016909i,-0.00010232+0.00048149i,0.00025538+0.0004032i,0.00094231+0.00035478i,0.0011458-0.00011763i,0.00097655-0.00089711i,0.00080424-0.00087176i
-0.00062648-7.327e-05i,-0.00098885-0.00035014i,-0.00068893-0.00060826i,-0.00064454-0.0005957i,-0.0009874-0.00078417i,-0.00082016-0.0018948i,4.575e-05-0.0019573i,-0.00025357-0.00013982i,-0.00049946+0.00076081i,-0.00015463+0.00041668i,-0.00068433+0.00023481i,-0.000531+4.5761e-05i,0.00017415-5.4076e-05i,0.00036074+0.00049006i,0.00061259+0.00098969i,0.00082999+3.5913e-05i,0.00082429-0.00020672i,0.00040387+0.00098594i,0.00048966+0.0011401i,0.00074743+0.00055303i,0.00077767-0.00039865i,0.00040367-0.00074396i,-0.00014243-0.00068353i
0.0010729-0.0012094i,-0.00030136+5.5703e-05i,-0.001585-0.001727i,-0.002036-0.0030525i,-0.0022016-0.0017508i,-0.0019129-0.00073896i,-0.00082275-0.00062436i,-0.00036421+0.00015797i,-0.0011006+0.00071167i,-0.0012926+0.0010243i,-0.0014745+0.00097546i,-0.00058378+0.00084422i,9.5769e-05+0.001054i,-0.00031974+0.00037759i,0.00033613-0.00026486i,0.00089612-0.00038071i,0.00047837+1.5301e-05i,2.6777e-05+0.0001791i,-0.00024746-0.00074987i,-0.00029297-0.00075592i,6.9261e-05-0.00042087i,0.0007235-0.00027555i,0.00047663-0.00090054i
0.00093824+0.00016368i,0.00025887+0.0001075i,-0.00081401+0.00025828i,-0.0010259+0.00025778i,-0.00069161-0.00062272i,-0.00078151-0.00099138i,-0.00053825-0.00048381i,-0.00025648-0.00026933i,0.00011646-0.00032508i,0.00018404+7.0847e-05i,-0.0002423+0.0007594i,-0.0004299+0.00068891i,0.00086661+0.00054146i,0.0014376+0.0003907i,0.00040585+0.00013789i,0.00035544+3.7375e-05i,0.0012357-0.00014635i,0.00072015-0.00021328i,0.00037666-0.00031202i,0.0009549+5.9696e-06i,0.00088475+0.00042813i,0.00078937-9.0008e-05i,0.00022143-0.00038176i
0.00055562+0.00058523i,0.0018953+0.00058155i,0.0034212+0.00032027i,0.0030861-0.0008109i,0.0016533-0.00086364i,0.0002437-0.0008001i,-0.0007052-0.001109i,-0.00033413-0.00094284i,0.00029668+0.00010933i,-0.00015684+0.0010326i,-0.00083168+0.0006637i,-0.0010201-0.00028877i,-0.0010644-0.00017869i,-0.0010093-0.00010441i,-0.00061532-0.0002712i,0.00031966-2.6476e-05i,0.00070338+0.00042247i,0.0001464+0.00016316i,4.4608e-05-0.00048552i,0.00058599-0.00071126i,0.00078013-0.00040154i,0.0010317-0.00011985i,0.0010646+0.00037572i
0.00072234-0.00087931i,0.00054198-0.00072876i,-0.0008336-0.00034292i,-0.0013691+5.4467e-05i,-0.0013466+7.2316e-05i,-0.0011518+3.8307e-05i,-0.00013998+1.925e-05i,0.00037185+0.00043667i,-0.00022416+0.0012292i,-0.00022569+0.00065998i,0.00022049+0.00047949i,0.00058361+0.0013188i,0.00026629+0.0012971i,-0.00044539+0.00065635i,-0.00071176+0.00033767i,2.497e-05+0.00032223i,0.00063336-0.00027986i,0.00067013-0.00097164i,0.00064669-0.00093178i,8.5365e-05-0.0007209i,8.4705e-05-0.00090055i,0.00030523+0.00013949i,0.00062335+0.00074206i
0.0014151+0.00030915i,0.00072221-0.00088819i,0.00098209-0.0013052i,0.00011724-0.0019023i,-0.0014607-0.0022172i,-0.0018392-0.0020458i,-0.0011659-0.001131i,-0.00093004-0.00034746i,-0.0011869-0.0001745i,-0.00060923+0.00039266i,-0.00018853+0.00086766i,0.00016546+5.2756e-05i,0.00035873-0.00043422i,0.00019993-0.00026159i,0.00025607-0.00012376i,0.00038424+0.00028211i,0.00014047+0.00020933i,-0.0001541-5.4874e-05i,0.00017898-5.7299e-05i,0.00023169-0.00035008i,-7.77e-05-0.00031195i,-0.00011997+0.00023537i,0.0005126+0.00038568i
0.00088081-0.00053247i,0.00060454-0.00072569i,5.0624e-05+0.00015033i,-0.00031104-0.00018641i,0.00016037-0.00092277i,0.00065329-0.00024515i,0.00058225+0.00024341i,-8.2208e-06+0.00014547i,-0.00072634+0.0004994i,-0.00058213+0.00011268i,-6.0841e-05-0.00043953i,0.00017204-0.00022109i,0.00017393+3.3973e-05i,0.00049208+0.00025783i,0.00066061+0.0007475i,0.0005603+0.0007629i,0.00076885+0.00045565i,0.00099437-0.00019588i,0.00048034-0.00048665i,0.00033661-3.4972e-05i,5.3237e-05+0.00018754i,-0.00037893+0.00031513i,-0.00021941+0.00077991i
0.00010266-0.00047424i,-0.00051644+0.00048323i,-0.0012119+0.00051396i,-0.0014589-0.00038775i,-0.0017292-0.00036169i,-0.001213+0.0001007i,-0.00057314+0.00014166i,-0.00094569+0.00026061i,-0.0012163+0.0008269i,-0.00045894+0.0014947i,2.5863e-05+0.00055285i,0.00039818-0.0004399i,0.00090496-0.00050656i,0.00068218-0.00083514i,-7.699e-05-0.00091835i,-0.00072485-0.00056471i,-0.00093103-0.00063337i,-0.00047796-5.9578e-05i,-0.00045754+0.00011877i,-0.00041329-0.00015091i,-0.00034404-0.00021859i,-0.00037343-0.00039389i,0.00020242-0.0003191i
-0.00018633-0.000276i,-0.00082646+0.00011365i,-0.00060459+0.00077855i,0.00048278+0.00024517i,0.00051055-0.00018096i,0.00017801-0.00093889i,-9.207e-05-0.00078204i,-0.00078395-0.00012509i,-0.00052624-0.00014032i,-0.00014762+0.00010153i,-0.00027324+0.00047157i,-6.7217e-05+0.00013193i,0.00041739-0.00023925i,0.00069366-0.00077906i,0.00061968-0.00063489i,-8.2753e-05-0.0005836i,-0.00026381-0.00010961i,0.00010828+0.00082264i,-0.00014136+0.00074889i,-0.00027878+0.00043313i,-0.00026876+8.5835e-05i,-0.00015665+0.00020085i,-2.3082e-05+0.00075725i
0.0009243-0.00013592i,0.00069942-0.00043801i,0.00038158-0.0006333i,3.7379e-05-0.00049418i,-0.00032717-0.00017962i,-0.00018571-6.4962e-06i,0.00027697-0.00046089i,0.00048635-0.00099041i,-0.00044676-0.00041459i,-0.0016038+0.00065187i,-0.0019919+0.0016064i,-0.0016003+0.0017526i,-0.00062297+0.00081782i,-1.7665e-05-0.00017245i,-1.1797e-05-0.00014996i,-0.00019839+0.00024715i,-0.0004759+7.9634e-05i,-0.0001099+0.00041804i,0.00059112+0.00049161i,0.00048261+0.00055125i,-0.00041723+0.00027359i,-0.00068412-0.00014832i,-0.00060672-0.00098911i
0.0007411+0.0018721i,0.0013852+0.0011395i,0.0020129+6.5914e-05i,0.00073096-0.0014707i,-0.00037051-0.0019316i,-0.00085821-0.00099322i,-0.00086342-0.0012944i,-0.00054258-0.0010752i,8.8592e-05+0.00047863i,0.00070955+0.0013136i,0.00063435+0.0006187i,6.5759e-05+0.00035275i,-0.00027757+0.0005319i,-0.00023827+0.00024814i,0.00031662+0.00057048i,8.8604e-05+0.00084842i,-0.00020996+0.00050332i,0.00016664+0.00070585i,0.00028619+0.00053455i,0.00029862+0.00054784i,0.00031279+0.00089439i,0.00039331+0.00066511i,0.00013297-0.00032013i
0.0012172+0.001625i,0.00055711+0.00095546i,0.00073782+0.00078258i,0.0016018+0.00020219i,0.0027795-0.00083546i,0.0024193-0.00092086i,0.0011507-0.0010914i,8.7063e-05-0.0009355i,-0.00059112+5.0909e-05i,-0.00042843+0.00056698i,-6.4635e-05+0.00035234i,0.00030757-0.00024144i,1.7754e-05-0.00068871i,6.0381e-05-0.00047196i,0.00054302-2.9937e-05i,0.00033782+0.0013763i,0.00027597+0.001673i,0.00023246+0.00088057i,-6.9189e-07+0.00069873i,0.00059435+0.00059405i,0.0010996+0.00028435i,0.00039149+0.00042885i,5.2227e-05+0.00090661i
-0.00052052+0.0003277i,0.00024322+0.0002466i,0.00095203+0.00045612i,-0.00033824-0.00045503i,-0.00064092-0.001378i,0.000527-0.00099241i,0.00044278+0.00018213i,-0.00039638+0.0003154i,-0.00094412+0.00073434i,-0.0011295+0.0015544i,-0.00066017+0.0014441i,-0.00029616+0.0010556i,-0.0002159+0.0011072i,4.5653e-05+0.00098642i,6.3538e-05+0.00099811i,0.00018224+0.00048037i,0.00042187+0.00015036i,0.00040405-0.00016372i,0.0003469-0.00035309i,0.00031463+0.00053837i,0.00021135+0.00041676i,-0.00010856-0.00037197i,-0.00035569-0.00030067i
-0.0022737-0.0013042i,-0.0015151-0.0009518i,-0.0016438+0.00021111i,-0.00070929+0.00025111i,0.00021573+0.00012493i,-8.8261e-05+2.584e-05i,-0.00040383-0.00067386i,-0.00041837-0.001157i,-0.00059355+0.00032426i,-6.2489e-05+0.0010639i,0.00070422+0.00015298i,0.0007394+9.1821e-05i,0.00077523+0.00013917i,0.00012635-0.00016929i,-0.0001514-0.00042186i,-1.7263e-05+0.00019478i,1.7972e-05+0.00050148i,0.00052047+0.00034205i,0.00097365-4.0085e-05i,0.00034355+0.00055456i,-7.7572e-05+0.0013864i,-0.00018572+0.0006883i,-0.00073647-0.00010609i
-0.00040756+0.00014978i,9.5586e-05+0.00030545i,0.0010845-0.00032809i,0.0016198-0.0013358i,0.00070131-0.001349i,-0.00014326-0.00093523i,-0.00010808-0.00086147i,-0.00017921-0.001064i,-3.8451e-05-0.00073164i,0.00032697+0.00052686i,-0.00010976+0.00097154i,-0.00065704+0.00034188i,-0.00028963-0.00050878i,0.00077687-0.00069498i,0.0011856-0.00055349i,0.00084272-0.0011336i,4.045e-05-0.00040016i,-0.00043088+0.00098018i,-8.3247e-05+0.0010578i,0.00013184+0.00017484i,-0.00012751-0.0004729i,5.6293e-05-8.124e-05i,0.00063084+0.0004419i
0.00046267+0.001065i,0.00082838+0.00067781i,0.0013841+0.00084813i,0.00090069+0.00082699i,0.00035557+0.0010232i,-0.0010406+0.0011573i,-0.0018063+0.00050238i,-0.0011543+0.00036949i,-3.2714e-05+0.00046607i,0.0010714+0.00026075i,0.0011897+0.00063807i,0.00056675+0.00051199i,-0.00039003+0.00030272i,-0.00060237+0.00062449i,-0.00029782+0.00066751i,-0.00037379+0.00015621i,-0.0011282-0.00050717i,-0.00099322+0.00036616i,-0.000337+0.00055778i,-0.000414-0.00030071i,-0.00034801+4.4218e-05i,5.233e-05+0.00039476i,0.00015278-4.8307e-05i
0.00030217+0.00060796i,9.2822e-05+2.0199e-05i,0.00061442+0.00028106i,0.00095794+0.00025036i,0.00051659-0.00055459i,-0.00012177-0.00099471i,-0.00023189-0.00092i,0.00024369-0.00085131i,0.00036251+7.5496e-05i,-0.00010312+0.00095361i,-0.00068979+0.00099509i,-0.00043174+0.00084427i,0.00047544+0.0006548i,0.00073976-4.0054e-06i,0.00012967-0.00051749i,-0.00086039-0.00057611i,-0.00080348-0.00045316i,-0.00055208-0.00024149i,-0.00098163-0.00050093i,-0.00078531-0.0014722i,-0.0010584-0.0015613i,-0.0010885-0.00093221i,-0.00020336-0.0010176i
-0.00014154-0.00034779i,-0.00035959-0.0010856i,0.00011244-0.0021286i,-0.00026736-0.0014564i,-0.00063129-0.00019653i,-0.00034504-6.509e-05i,9.7726e-05-0.00020693i,-0.00027583+0.000123i,-0.00061446-0.00015987i,0.00046545-0.0004634i,0.00083721+6.0352e-05i,0.00062708+0.00029318i,0.00035399+0.00033561i,-0.00020951+0.00028015i,0.00033129-0.00021646i,0.00093304-0.00084015i,0.00059079-0.0010194i,0.00074607-0.00029091i,0.00092264+0.00057148i,0.00062608+0.00086197i,0.00057592+0.00073073i,0.00031947+0.00059228i,-0.00027713+0.0010088i
0.0013167-0.0012966i,0.0015281-0.00095395i,0.0013868-0.0010631i,-0.00016555-0.0013191i,-0.0012613-0.0011261i,-0.0011869-0.00027434i,-0.0014842-0.0001762i,-0.00092265+0.00046341i,4.8624e-05+0.00062056i,0.00040674+0.00036111i,-0.00047223-0.00023756i,-9.9274e-05-0.00030228i,0.00067594+7.8661e-05i,0.0006199+5.6703e-05i,0.00034077-0.0003113i,0.00035569-0.00088967i,0.00033626-0.00028718i,6.4334e-05-0.0002253i,0.00011204-0.00063542i,-0.00015875-0.00076385i,-4.095e-05-0.00083455i,0.00021396-0.0004855i,0.00021773-0.00036386i
7.2399e-05-0.001326i,-0.00013477-0.00054779i,0.00010629-0.00030103i,-0.0002121-0.00078994i,-0.00067171-0.00031833i,-0.0013561+0.00035847i,-0.0010131+0.00082981i,-0.00049395+0.0010099i,0.00030186+0.00069992i,0.00078888+0.00023984i,5.2551e-05+0.00047761i,-0.0007877+0.00052349i,-0.0012451+0.00059222i,-0.0013171+0.00063967i,-0.00080198+0.00059951i,9.5851e-05+0.00032768i,0.00088969-6.3231e-05i,0.0006787-0.00022559i,0.00043992-0.00018632i,-3.8328e-06+0.00096202i,-0.00038097+0.0017384i,-0.00053028+0.00088603i,-9.4391e-05+1.6219e-05i
0.0010094-0.00091832i,0.00041512-0.00032553i,-0.00023784-0.00052166i,-0.00034269-0.00095267i,-0.0006204-0.00066184i,-0.0012856-0.00023435i,-0.00090357+6.3063e-06i,-0.0002799+0.00072317i,-0.00041616+0.0012858i,-0.00028452+0.0011447i,8.6308e-05+0.00082644i,0.00069187+0.00077168i,0.00034169+0.00060463i,-0.00056808+7.2978e-05i,-0.00026201-0.00037174i,7.3107e-06-0.00061587i,-0.0005407-0.0007249i,-0.0011478-3.7761e-05i,-0.001334+0.00055523i,-0.00085567-2.9445e-05i,-0.00054615-0.00016009i,-0.00022316+0.00023481i,0.00020396+0.00032609i
-0.00050051+0.00060723i,-0.00035323+0.00059279i,0.00032355+0.00096395i,0.00076452+0.00083693i,0.0010684+1.7943e-05i,0.00039225-0.00053041i,-0.00044326-0.00059971i,-0.00029138-0.00056447i,-7.0658e-05+0.00028463i,0.00030365+0.00076343i,0.00042304+0.00012641i,-0.0004162+0.00012283i,-0.0010413+0.00023739i,-0.00014509-0.00039739i,0.00078663-0.00081563i,0.00015458-0.000283i,-0.00038753-0.00018762i,-0.00075049+0.00046283i,-0.00093762+0.00044467i,-0.00071422-0.00023014i,-4.0059e-05+0.00043169i,0.0010723+0.00090608i,0.0012127+0.00070353i
-0.00066829-0.00031011i,-0.00061459-0.00024514i,-0.00026825-0.00056488i,-0.0004869-0.0010339i,-0.00080132-0.00088168i,-0.00026405-0.00057456i,-9.1696e-05-0.00050772i,0.00012906-0.00045895i,0.00018831+0.00010933i,-0.00017717+0.00071157i,0.00026008+0.0004649i,0.00069655-0.00039751i,0.00067704-0.00010476i,0.0008862+0.00095987i,0.00094143+0.0008466i,0.00081064+5.5062e-05i,0.00030503-0.00040548i,-7.8009e-05+4.7066e-05i,-0.00018093+0.00028217i,-0.00042957+1.9235e-05i,-0.00037852-9.8118e-05i,0.00050612-0.0001823i,0.00091624+0.00016691i
0.00096031-0.00010364i,0.00034007-0.00040882i,0.0017235-1.6224e-05i,0.0015072+0.00025869i,1.8971e-05-0.00038113i,-0.00040541-0.00094332i,-0.00066172-0.0010977i,-0.0009259-0.00074009i,-0.00040245-0.00013764i,0.00041998-0.00020088i,0.00078581-0.00069315i,0.0008067-0.00016581i,0.00081812+0.0010133i,1.0281e-05+0.0013356i,-0.00061022+0.0014759i,0.00036837+0.0011005i,0.00049767-9.0486e-05i,9.6998e-05-0.00012523i,8.9663e-05+0.00025417i,-7.5299e-05-1.2196e-05i,-1.6945e-05+0.00057452i,-5.4232e-05+0.0012099i,-4.9062e-06+0.00096818i
0.001779+0.00054545i,0.0018284-0.00094366i,0.0013812-0.0019889i,0.00037667-0.0021061i,-0.00055905-0.0017463i,-0.00094269-0.00096396i,-0.00086624-0.00047706i,-0.00062284+5.3377e-05i,-0.00013664+0.0010077i,0.00010026+0.0015637i,-0.00022878+0.0017241i,0.00048636+0.0014078i,0.00080724+0.00018133i,0.00014749-0.00058761i,-0.00019435+0.00011273i,-0.00050353+0.00028937i,-7.7016e-05-0.00055611i,0.00013125-0.001028i,-0.00054555-0.00123i,6.5721e-05-0.00081165i,0.00077528+0.00040604i,0.00044202+0.00056519i,0.00042113-2.0307e-05i
-0.00013122+0.0004404i,-0.00038011+0.00077124i,-0.00066321+0.00043794i,-0.0005297+0.00034877i,-0.00052782-0.00010848i,-0.00058909-0.00073792i,0.00013932+7.5705e-05i,0.00040172+0.00084595i,0.00028836+0.00094738i,0.00016582+0.00062865i,0.00029988+0.00032325i,0.00049644+0.00010193i,0.00045789+1.2037e-05i,0.00066945+0.0005194i,0.00079554+0.00055265i,0.00084053-0.00031507i,0.00026371-0.00068169i,-0.00026758-0.00017525i,-0.00030163+0.00043472i,-0.00080267+0.00044525i,-0.00037987-7.973e-05i,6.381e-05-0.00070633i,-0.00030608-0.00039225i
0.00071067-0.00076796i,0.00033866-0.00063507i,0.00033559-0.0015075i,0.00028112-0.002177i,-0.00054052-0.0017743i,-0.0012053-0.00089585i,-0.00058055-0.00036403i,0.0006045-0.00010045i,0.0009269+0.00026807i,0.00034768+0.00034004i,-5.9163e-05-0.00034837i,9.6831e-05-0.00049185i,0.00061695-0.00078652i,0.0005681-0.00055695i,7.8525e-05+0.00015167i,0.00018838-0.00063264i,-0.000171-0.00035953i,-0.00022944-0.0002423i,0.00025064-0.00019004i,0.00043298+0.00058277i,0.0002475+4.0439e-06i,-0.00011075-0.00022442i,-0.0003483+0.00028717i
0.00049481+0.0021027i,0.0017326+0.0014894i,0.0031295+0.00042791i,0.0015739-0.00014139i,0.00012861-0.00096087i,-0.00091072-0.0013481i,-0.001509-0.00015608i,-0.00093064+0.00075741i,-0.00040829+0.00094107i,-8.851e-05+0.00048438i,1.5757e-05+4.9098e-05i,-0.00035789+0.00027098i,-0.00053084-0.00012487i,-0.00041533-0.000566i,-0.00052408+1.7005e-05i,-0.00039856+0.00035546i,-0.00064858+0.00081999i,-0.00078676+0.00065661i,-6.3432e-05-0.0001346i,0.00022567-0.0008132i,-2.2274e-05-0.00044246i,-0.00017636+0.00064376i,-0.00075673+0.00053162i
7.523e-05+0.00091711i,-0.00066489+0.00097443i,0.0002162+0.00072827i,0.0010703-6.3065e-05i,0.00071422-0.000661i,0.00058433-0.00085427i,0.00049526-0.00080751i,-0.00015574-0.00075674i,-0.00028605-0.00033593i,-0.00031872+0.00015826i,-0.00036763+0.00043479i,-0.0001692-9.4712e-05i,-0.00041593-4.3573e-05i,1.094e-05+0.00099123i,0.00014418+0.00060676i,-0.00077231-0.00047575i,-0.0012991-0.00071923i,-0.00053357+0.00057111i,0.00033987+0.00069682i,0.00012627-0.00026782i,-0.000421-0.00021505i,-8.9866e-05+0.00030633i,0.00012336+0.00013307i
-0.00033413+0.00052249i,0.00013016-0.00063596i,-0.00015385-0.0013694i,-0.0010828-0.0016222i,-0.00081463-0.001779i,-0.00064545-0.0017708i,-0.0010037-0.0012014i,-0.00010956-0.00083093i,0.00087626-0.00051496i,0.00060367-0.00024544i,-0.00021131+1.5615e-05i,-0.00094919+0.0008092i,-0.00088434+0.0014427i,-0.00040021+0.00092391i,-0.0005186+0.00018483i,0.00038492+0.00031177i,0.00064602+0.00083974i,0.00013105+0.00081543i,-0.00014439-0.00026697i,-0.00044529-0.00056087i,-0.00012103-0.00022558i,0.00060666-0.00095624i,0.00041039-0.00055644i
0.000567-0.00044042i,-0.00021519-0.00050378i,-0.00037824-0.001206i,-0.00046444-0.0013449i,1.0611e-06-0.00051445i,0.00018066-0.00015799i,0.00015003-0.00034653i,0.00022048-9.5481e-05i,0.00057583+0.0001748i,0.0010598+0.0004042i,-0.00018394+0.00031139i,-0.0011186-3.1946e-05i,-0.00010027-0.00087863i,5.3069e-05-0.00082026i,-0.00069211+0.00016678i,-0.00043109+0.00045005i,0.00020545+0.00042377i,0.00030569+0.00027155i,0.00071949+0.00050694i,0.00098941+0.00038734i,0.0010412-0.00046613i,0.00039861-0.00057901i,-0.00025307+0.00021019i
0.00045764-0.0007071i,0.00037968+0.00021861i,0.0004619+0.00090209i,0.00025823+0.00092541i,-8.9003e-05+0.00074333i,0.0004109+0.00050164i,0.00058133+0.00068874i,-0.00028192+8.5058e-05i,-0.0005761-0.00012408i,-0.00013+0.0008023i,-0.00052082+0.00095473i,-0.00061792+0.00094256i,0.00017612+0.0004983i,0.00045012-0.00013357i,0.00054178-0.00015319i,0.00022687-0.00032759i,-0.00049298-0.000829i,-0.0010774-0.00070007i,-0.0012412-2.986e-05i,-0.00088892-0.00016704i,-0.00011992+2.5296e-05i,0.00037755+0.00075916i,0.00086661+0.0011978i
0.00067639+0.0011508i,0.00087158-1.1384e-05i,0.00086071-0.0010579i,0.00017458-0.0011668i,-0.0010992-0.0012784i,-0.00076164-0.0018345i,0.00055267-0.0012213i,0.00032232+6.378e-05i,0.00022905+0.0015258i,0.00055601+0.0015005i,2.9314e-05+0.00074427i,-0.00053324+0.00029271i,-0.00018316+0.00021719i,0.00031649+9.7855e-06i,0.00033507-0.00024882i,-0.00017939-0.00055453i,-0.00049174-0.00057385i,-0.00041947-0.00023162i,-0.00049393-0.00015466i,-0.00038414-0.00027338i,-0.0002539-0.00010347i,-0.00074734+0.00081341i,-8.103e-05+0.00085622i
