-0.0016433+0.00097756i,-0.0021012+0.00095086i,-0.0011478+0.0028755i,0.00034526+0.0019673i,0.00016849+0.00080193i,-0.00035822+0.00029813i,-0.00055127+0.00045342i,-0.00035218+0.0018003i,-2.2394e-05+0.0013611i,0.00022506+0.00093368i,0.00042461+0.00035068i,6.6528e-05-0.00024221i,-0.00037132+0.00014629i,-0.00077249-0.0003779i,-0.0011854-0.00049662i,-0.00092004-0.00040165i,-0.00093957+5.1793e-05i,-0.00075188-5.1807e-05i,-0.00026313-0.00027151i,4.2738e-05-0.00023181i,0.00028966-0.00012841i,0.00031494+0.00024124i,0.00049589+0.0001562i
-0.13381+0.059288i,-0.24381+0.09072i,-0.24345+0.1123i,-0.12121+0.11026i,-0.037507+0.070815i,-0.033204+0.050551i,-0.016698+0.075642i,0.017908+0.082622i,0.033783+0.06102i,0.03415+0.042825i,0.031147+0.0359i,0.031065+0.034882i,0.032442+0.024905i,0.02346+0.0094271i,0.0086845+0.0052636i,0.0024689+0.0083689i,0.00064324+0.010835i,-0.0036232+0.013515i,-0.0096377+0.015299i,-0.013764+0.013093i,-0.012773+0.0086138i,-0.01081+0.0053324i,-0.010981+0.0049211i
0.015021+0.013583i,0.095406+0.082878i,0.20073+0.19858i,0.25747+0.23181i,0.2343+0.11553i,0.16239-0.022968i,0.082478-0.07783i,0.021836-0.070835i,-0.005838-0.054135i,-0.020694-0.046667i,-0.03202-0.030723i,-0.031193-0.0052486i,-0.023355+0.012607i,-0.01576+0.015733i,-0.010058+0.0095511i,-0.0068412+0.0075514i,-0.00013249+0.014945i,0.011449+0.02135i,0.020644+0.017086i,0.021838+0.0056001i,0.017733-0.0059166i,0.012661-0.011859i,0.0078437-0.01069i
-0.019878-0.13377i,-0.095998-0.26986i,-0.26574-0.38145i,-0.38669-0.34265i,-0.29565-0.18092i,-0.14478-0.08395i,-0.10285-0.06482i,-0.091179-0.030622i,-0.057693-0.0022228i,-0.036867+0.0024646i,-0.02716+0.00036904i,-0.019904-0.010495i,-0.014946-0.016496i,-0.0050789-0.009974i,0.0024419-0.0020219i,-0.0006263-0.0020916i,-0.0051379-0.012856i,-0.0079699-0.022344i,-0.0091536-0.017494i,-0.0064416-0.0046545i,-0.0018377+0.0027997i,0.00256+0.0041378i,0.0037869+0.0051004i
0.079905+0.075826i,0.16026+0.17632i,0.29258+0.22347i,0.35892+0.15702i,0.2409+0.081694i,0.097905+0.092038i,0.077288+0.10682i,0.084388+0.065139i,0.056139+0.035978i,0.046129+0.035352i,0.046453+0.021855i,0.033388+0.0052309i,0.019004-0.0040338i,0.0071309-0.010436i,0.0016677-0.0099058i,0.0036195-0.0038882i,0.0039252+0.0012287i,0.0038653+0.0035597i,0.0082008+0.004061i,0.0089036+0.0024441i,0.00197+0.00087074i,-0.0025102-0.00030679i,-0.00074591-0.0037979i
0.017101+0.033617i,0.025684+0.021405i,0.033851-0.011266i,0.03221-0.04775i,0.010472-0.097336i,-0.0059844-0.13388i,-0.00070184-0.12783i,0.0051025-0.090615i,0.006298-0.058191i,-0.00020375-0.043745i,-0.011298-0.025729i,-0.008524+0.0010226i,0.0060213+0.016778i,0.011916+0.018801i,0.009086+0.01637i,0.011897+0.011175i,0.017041+0.0032957i,0.015166-0.005449i,0.0055279-0.014542i,-0.0022639-0.018081i,-0.0031034-0.013489i,-0.0049392-0.0067554i,-0.008198+2.9318e-05i
-0.12264+0.0049881i,-0.26092+0.018291i,-0.41531+0.084338i,-0.4568+0.16146i,-0.33075+0.14236i,-0.1942+0.051741i,-0.13288+0.0027083i,-0.082923+0.00015765i,-0.045699-0.0048903i,-0.042229-0.00026227i,-0.039999+0.012583i,-0.034065+0.011453i,-0.028594+0.0074315i,-0.015722+0.0052961i,-0.0041526-0.00094946i,-0.0073037-0.0043047i,-0.020272+0.001711i,-0.029865+0.012694i,-0.028101+0.018993i,-0.015395+0.015387i,-0.00065171+0.0068664i,0.0069653+0.00043988i,0.0062536-0.0005901i
0.053861-0.074208i,0.18586-0.15163i,0.35192-0.26498i,0.39069-0.31584i,0.26884-0.17358i,0.18258+0.044435i,0.17736+0.11737i,0.13116+0.077723i,0.071896+0.053272i,0.06155+0.036023i,0.058795+0.0017088i,0.038425-0.020547i,0.019608-0.022635i,0.0082227-0.019932i,-0.0011772-0.016863i,-0.0059202-0.010737i,0.00021948-0.0048765i,0.01391-0.0023693i,0.020902-0.0042985i,0.011003-0.0059224i,-0.0030592-0.00083652i,-0.007194+0.0020248i,-0.0079869-0.0047358i
0.055992-0.011133i,0.037889+0.033767i,-0.036367+0.12321i,-0.084482+0.19247i,-0.051107+0.15421i,-0.021725+0.056943i,-0.018784+0.0080927i,-0.00080313+0.0020672i,0.012147-0.014492i,-0.0010673-0.031656i,-0.01273-0.022554i,-0.0041611-0.0025213i,0.0054118+0.0092637i,0.0036269+0.017667i,0.0013063+0.019907i,0.0039772+0.0084549i,0.0059993-0.0057642i,0.0031716-0.012664i,0.00018084-0.0085047i,0.0025043-0.00074994i,0.0053734+0.0012234i,0.0055574+0.0029263i,0.0083766+0.0066504i
-0.00093382+0.098309i,-0.02506+0.18121i,-0.034704+0.24653i,-0.016339+0.24265i,-0.021113+0.14871i,-0.087299+0.040601i,-0.14197+0.011406i,-0.11816+0.011137i,-0.075775-0.00075534i,-0.054244+0.0097858i,-0.027613+0.029219i,-0.005023+0.024449i,-0.0035037+0.01223i,-0.004737+0.0088062i,-0.0011983+0.0084179i,-0.002952+0.010669i,-0.006451+0.016539i,-0.0069482+0.02183i,-0.0051747+0.020947i,-0.0013484+0.012674i,0.0013305+0.0015573i,0.0014661-0.0030207i,0.0031799-0.00053629i
-0.052197-0.024422i,-0.065597-0.15197i,-0.064302-0.36195i,-0.071339-0.47784i,-0.048612-0.35274i,0.04024-0.14262i,0.088259-0.040448i,0.052533+0.00046432i,0.027583+0.030897i,0.033564+0.021007i,0.022414-0.0071749i,-0.003316-0.016323i,-0.016616-0.015613i,-0.018862-0.018717i,-0.020494-0.016548i,-0.014978-0.0066448i,-0.0047219-0.0032789i,0.0014418-0.010667i,0.0014951-0.018144i,-0.0040677-0.014023i,-0.0060932-0.00087242i,-0.0060812+0.003538i,-0.012539+0.00054345i
-0.021851-0.026729i,0.010567+0.048284i,0.1021+0.21769i,0.19314+0.30774i,0.18775+0.19623i,0.10904+0.041448i,0.057299-0.018798i,0.04509-0.023381i,0.033311-0.022764i,0.010814-0.021067i,-0.0086442-0.010511i,-0.0050205+0.0068389i,0.01305+0.013121i,0.020976+0.009834i,0.017413+0.0066687i,0.0075526+0.00033943i,-0.0041683-0.0047513i,-0.011175-0.0029612i,-0.0075065+0.001435i,0.0017471-8.2697e-05i,0.0049316-0.0051825i,0.0046015-0.0061556i,0.0075694-0.006374i
0.055346-0.020832i,0.060465-0.03149i,0.021588-0.039025i,-0.030639-0.046143i,-0.085917-0.044752i,-0.1441-0.035722i,-0.15994-0.023595i,-0.12398-0.022076i,-0.081635-0.023083i,-0.046769-0.0049134i,-0.012539+0.0089099i,0.0044923+0.0032506i,0.0038171-0.00016765i,0.0072883+0.0041182i,0.016567+0.0042214i,0.02253+0.0033361i,0.024195+0.0087987i,0.022613+0.015276i,0.015641+0.015849i,0.0060122+0.0090412i,-0.00095768-0.00056406i,-0.0015673-0.0031996i,0.0026746-0.00023098i
0.020192+0.037226i,-0.038268+0.00019236i,-0.19173-0.076626i,-0.32153-0.091409i,-0.26966-0.028755i,-0.10683+0.017479i,0.001458+0.011572i,0.028972+0.0059428i,0.029626+0.017754i,0.027219+0.014405i,0.013342-0.0036186i,-0.007761-0.0092905i,-0.018827-0.0064057i,-0.024457-0.0096164i,-0.026729-0.011385i,-0.018401-0.011086i,-0.0089849-0.014763i,-0.0072938-0.019099i,-0.010226-0.015799i,-0.011399-0.0014507i,-0.0062132+0.011134i,-0.004348+0.013411i,-0.0092896+0.014631i
-0.026346+0.053224i,0.079008+0.094946i,0.30144+0.10105i,0.44996+0.054942i,0.38447+0.00092766i,0.24356-0.022591i,0.17317-0.03133i,0.13045-0.042058i,0.082218-0.038952i,0.043188-0.027869i,0.015637-0.011733i,0.01205+0.0040276i,0.021024+0.0037865i,0.019944-0.0019918i,0.0087003-0.0014919i,-0.004751+0.0028749i,-0.01277+0.0087855i,-0.01135+0.0093706i,-0.0029814+0.0021318i,0.0030848-0.0080555i,0.0013738-0.012273i,-0.002019-0.01061i,-0.003715-0.012321i
-0.068629-0.043202i,-0.1541-0.02815i,-0.23906+0.027947i,-0.25341+0.06483i,-0.19261+0.063964i,-0.1362+0.051743i,-0.11418+0.049454i,-0.087762+0.039006i,-0.064275+0.0093675i,-0.048673-0.0040137i,-0.021479-0.0027703i,-0.0079149-0.0094429i,-0.011363-0.0057971i,0.00033692+0.0038229i,0.014363-0.0010364i,0.014552-0.0092944i,0.013456-0.009312i,0.014134-0.0044383i,0.010838+0.0016438i,0.0033281+0.00346i,-0.0018486+0.0013266i,-0.0001037-0.0013292i,0.0062345-0.0047845i
0.041911-0.060028i,0.019589-0.082942i,-0.049908-0.033398i,-0.086327+0.07002i,-0.051313+0.12816i,-0.0061357+0.11582i,0.00039318+0.087211i,-0.004837+0.071013i,-0.0024526+0.062132i,0.00398+0.047208i,0.0046535+0.022251i,-0.005261+0.0081544i,-0.015591+0.0091668i,-0.022819+0.0144i,-0.02266+0.018353i,-0.01533+0.015027i,-0.011135+0.0058977i,-0.012513+6.3791e-05i,-0.011333+0.0021319i,-0.0028584+0.0080866i,0.0065055+0.0091378i,0.0085469+0.0087016i,0.0085763+0.013568i
0.077895+0.025878i,0.18011-0.036749i,0.28455-0.2067i,0.29858-0.3499i,0.21353-0.31972i,0.14316-0.20344i,0.11035-0.12986i,0.073788-0.079989i,0.052688-0.042192i,0.039232-0.029575i,0.021691-0.014428i,0.024626-0.0029794i,0.028451-0.011617i,0.01535-0.014853i,0.0043421-0.0021496i,0.0020576+0.012366i,0.0030358+0.019195i,0.0043518+0.015528i,0.0026469+0.0038787i,-0.0031297-0.0056913i,-0.0073312-0.0066413i,-0.0091512-0.0047439i,-0.015044-0.0042759i
-0.061157+0.094664i,-0.10561+0.22171i,-0.1378+0.37073i,-0.14276+0.39744i,-0.13413+0.24125i,-0.13717+0.081626i,-0.1233+0.032023i,-0.083292+0.013456i,-0.067089-0.012212i,-0.061696-0.0095963i,-0.034395+0.0025511i,-0.012237+0.0051162i,0.0011746+0.0095932i,0.01418+0.0038808i,0.014336-0.010854i,0.0077048-0.014988i,0.0051344-0.011612i,0.00627-0.0081991i,0.008044-0.0032407i,0.00668+0.0010144i,0.00354+0.00069063i,0.0010423-0.004122i,-0.00108-0.0091745i
-0.071536-0.059512i,-0.11974-0.096243i,-0.12684-0.096054i,-0.070322-0.050413i,-0.009816+0.0052089i,-0.0037384+0.051705i,-0.0094069+0.071661i,-0.0068017+0.060306i,0.0026422+0.054212i,0.019109+0.044695i,0.013968+0.019675i,-0.0069192+0.009239i,-0.013845+0.012231i,-0.010154+0.01195i,-0.0043338+0.0085027i,-0.0023938+0.00076798i,-0.0062284-0.0054728i,-0.010358-0.004876i,-0.007685-0.00015247i,0.002182+0.0015572i,0.0084802-0.00082121i,0.010465-0.00059645i,0.014552-0.0010505i
0.055644-0.092053i,0.068097-0.20499i,0.0060319-0.34252i,-0.093113-0.37254i,-0.093104-0.24326i,0.0065281-0.13262i,0.067181-0.10899i,0.070519-0.084325i,0.073471-0.062771i,0.054514-0.059103i,0.021078-0.037974i,0.0094974-0.018744i,0.0042191-0.018961i,-0.002223-0.013418i,-0.00084428-0.0012159i,0.0038133+0.0046639i,0.0064263+0.006176i,0.0057494+0.0042297i,-0.00029766-7.4001e-05i,-0.0084317-0.001015i,-0.0093611+0.0026958i,-0.0065363+0.0067806i,-0.0070741+0.0097825i
0.080549+0.092368i,0.18678+0.2136i,0.31+0.34946i,0.33588+0.37634i,0.19546+0.25359i,0.025302+0.10873i,-0.039144+0.03282i,-0.041505-0.0083563i,-0.059241-0.022207i,-0.064246-0.0007815i,-0.03557+0.011167i,-0.010479+0.0050005i,0.0033872+0.00096612i,0.0078163-0.0059075i,-4.1423e-05-0.0097853i,-0.0050467-0.0042174i,-0.0024274-0.00060309i,0.0018205-0.0014636i,0.0050433-0.0032921i,0.0036655-0.0044895i,-0.0016251-0.0032927i,-0.0070019-0.0017594i,-0.010998-0.0013286i
-0.084287+0.058647i,-0.1658+0.083547i,-0.21455+0.054221i,-0.1835-0.015319i,-0.10508-0.027792i,-0.039164+0.038075i,-0.0066334+0.085377i,-0.0018828+0.090621i,0.006404+0.08634i,0.022903+0.059075i,0.015349+0.025256i,-0.0044045+0.020258i,-0.011827+0.02739i,-0.009491+0.022862i,-0.0040763+0.009042i,-0.0035303-0.0019015i,-0.0080619-0.0034312i,-0.0090911+0.0013155i,-0.0046908+0.0041045i,0.00014041+0.0012765i,0.0024019-0.001722i,0.0051506-0.0029567i,0.0080948-0.0067006i
-0.0732-0.079996i,-0.15756-0.14817i,-0.24555-0.1582i,-0.23767-0.087137i,-0.10072-0.038495i,0.031746-0.06338i,0.061866-0.076498i,0.062453-0.053513i,0.064044-0.056736i,0.033394-0.064258i,0.0067821-0.039798i,0.0024244-0.022437i,-0.0062101-0.018737i,-0.010505-0.0088366i,-0.0053773-0.0012789i,-0.0017384-0.00017284i,0.0010354-0.0010278i,0.0030684-0.0025248i,0.0014185-0.00078661i,-0.0010395+0.0046274i,0.0015396+0.0066135i,0.0048669+0.0041593i,0.005577+0.0045834i
0.10239-0.062926i,0.25068-0.10412i,0.41177-0.11944i,0.44638-0.10968i,0.28121-0.09583i,0.059095-0.06053i,-0.048505-0.030135i,-0.077733-0.026681i,-0.092306-0.006743i,-0.065365+0.025941i,-0.019013+0.022935i,0.0027263-0.0012443i,0.01141-0.01386i,0.013566-0.01147i,0.0078143-9.246e-05i,0.0044455+0.0079377i,0.0036209+0.0071413i,0.0025907+0.0031649i,0.0039163-0.0010109i,0.0028342-0.0033515i,-0.0021673-0.0016831i,-0.0063344+0.002309i,-0.0065768+0.0054559i
0.040991+0.085566i,0.019419+0.16367i,-0.090366+0.18759i,-0.2298+0.14928i,-0.24666+0.12787i,-0.14249+0.13819i,-0.046432+0.12895i,-0.0053363+0.10968i,0.024836+0.09466i,0.041681+0.057603i,0.027842+0.022045i,0.014748+0.020239i,0.017458+0.028461i,0.017097+0.02251i,0.0099694+0.0090425i,0.0034912-0.00031521i,-0.0012487-0.0016075i,-0.0035347+0.001857i,-0.0023852+0.003249i,-9.7125e-05-0.00031607i,0.00061224-0.0040697i,0.00072345-0.0064562i,-0.0012373-0.0095884i
-0.076613+0.045169i,-0.14984+0.085364i,-0.16744+0.11805i,-0.083511+0.11501i,0.027229+0.049501i,0.075532-0.047372i,0.075657-0.084183i,0.077702-0.084929i,0.058224-0.10078i,0.0106-0.082531i,-0.010995-0.032533i,-0.011465-0.0060276i,-0.018213-0.0016653i,-0.019366-0.0010164i,-0.012722-0.0026698i,-0.0082709-0.003304i,-0.007564-0.0029841i,-0.0084193-0.003015i,-0.0069131-0.00064016i,-0.0014125+0.0019814i,0.0037107-0.00037352i,0.0034961-0.0045978i,0.0019027-0.0052284i
-0.027557-0.085049i,-0.0059634-0.19615i,0.073188-0.32145i,0.1238-0.37502i,0.060958-0.298i,-0.039126-0.15913i,-0.083869-0.073419i,-0.096784-0.038023i,-0.0919-0.0018139i,-0.053453+0.018406i,-0.020854+0.0090598i,-0.015982-0.0059038i,-0.015541-0.016478i,-0.0071949-0.0173i,0.0045985-0.0069853i,0.011637+0.0018441i,0.011988+0.0032441i,0.0091176+0.00090499i,0.0041634-0.0023392i,-0.0019533-0.0016587i,-0.0059787+0.0040181i,-0.0054696+0.010226i,-0.0035079+0.011846i
0.068667-0.010323i,0.096478+0.032421i,0.050987+0.15538i,-0.046082+0.29601i,-0.068345+0.34004i,-0.0044819+0.27247i,0.037623+0.17629i,0.051325+0.11804i,0.069019+0.080869i,0.059499+0.034661i,0.023865+0.0055519i,0.010701+0.0018108i,0.020424+0.00095851i,0.020934-0.0024235i,0.010175-0.0076738i,0.0016025-0.01235i,-0.00055104-0.012111i,0.0016466-0.0068696i,0.0039499-0.0022119i,0.0038659-0.0010865i,0.0025386-0.0015293i,0.0016475-0.0012981i,0.00066566-7.2572e-05i
0.023329+0.063845i,0.040455+0.106i,0.070986+0.10324i,0.12673+0.023859i,0.15191-0.083846i,0.11767-0.13819i,0.081733-0.1293i,0.057963-0.11736i,0.014979-0.10913i,-0.018973-0.06677i,-0.012826-0.019146i,0.00016531+0.0027537i,-0.003199+0.014391i,-0.012563+0.021221i,-0.018141+0.019445i,-0.018316+0.014911i,-0.015957+0.010928i,-0.012206+0.007761i,-0.0069837+0.0047333i,-0.0022364+0.00033755i,-0.001014-0.0049688i,-0.0027828-0.0086207i,-0.0022549-0.0081166i
-0.066542+0.017823i,-0.11879-0.022075i,-0.1631-0.13163i,-0.19764-0.23686i,-0.21885-0.22936i,-0.20199-0.129i,-0.15865-0.041733i,-0.12936+0.012058i,-0.096215+0.04546i,-0.04612+0.038932i,-0.015353+0.0099307i,-0.014512-0.0037273i,-0.018396-0.0027314i,-0.010793-0.0033613i,0.0025418-0.0017926i,0.011887+0.0038569i,0.016157+0.0058841i,0.013093+0.0020305i,0.0053211-0.0013049i,0.0015839+0.0016468i,0.0025664+0.0067275i,0.0051471+0.0073129i,0.0057427+0.0042542i
-0.017174-0.045226i,0.0036799-0.025652i,0.063413+0.099173i,0.13776+0.2731i,0.17962+0.33095i,0.16633+0.24728i,0.1202+0.15186i,0.099988+0.098352i,0.10216+0.054551i,0.075055+0.016036i,0.030783+0.00025851i,0.0085832-0.0041661i,0.0083235-0.013566i,0.010167-0.020001i,0.0033029-0.019312i,-0.0071694-0.016222i,-0.010415-0.013267i,-0.0066102-0.01009i,-0.00054602-0.0064643i,0.0027832-0.0043018i,0.0028523-0.0035245i,0.0027547-0.0030407i,0.0020046-0.0033545i
0.041433-0.02811i,0.060728-0.053805i,0.048916-0.1001i,0.024065-0.17011i,0.016675-0.21109i,0.017942-0.1848i,0.024291-0.14058i,0.015059-0.12372i,-0.015141-0.097015i,-0.018985-0.043342i,0.0062611-0.0087015i,0.021385-0.001435i,0.022166+0.0071404i,0.017799+0.018479i,0.010638+0.020623i,0.0029597+0.016503i,-0.0030128+0.014417i,-0.0042467+0.014063i,-0.0027422+0.010138i,-0.0033469+0.0030436i,-0.0071854-0.0020672i,-0.010577-0.0023669i,-0.0092362-0.00021419i
0.012557+0.041573i,-0.0068479+0.059128i,-0.090798+0.036001i,-0.21905+0.0081782i,-0.29145+0.027924i,-0.25384+0.064433i,-0.16789+0.078908i,-0.10301+0.083894i,-0.061376+0.079994i,-0.032095+0.052915i,-0.017506+0.024041i,-0.01315+0.014539i,-0.012143+0.012805i,-0.00887+0.005594i,0.0017478-0.0025196i,0.01323-0.0076309i,0.01543-0.008542i,0.0096633-0.0062181i,0.0038879-0.0014435i,0.0028408+0.0048468i,0.00487+0.0076158i,0.0052252+0.0058914i,0.0026745+0.0042394i
-0.025755+0.018154i,-0.00052734+0.044098i,0.12456+0.085248i,0.29597+0.12075i,0.35338+0.118i,0.26759+0.084458i,0.16164+0.05704i,0.11679+0.030986i,0.095273-0.0054605i,0.05191-0.020584i,0.010399-0.0036598i,-0.0058243+0.0096307i,-0.011062+0.0016233i,-0.015589-0.0097995i,-0.01929-0.010824i,-0.020895-0.0061179i,-0.018317-0.003585i,-0.011823-0.0037869i,-0.0047606-0.0059936i,-0.0011086-0.0079175i,-0.00012225-0.0068794i,0.00055723-0.0061059i,0.0014841-0.0063115i
-0.031077-0.03561i,-0.073884-0.062744i,-0.13547-0.083206i,-0.17335-0.11881i,-0.14163-0.16409i,-0.071504-0.17406i,-0.033566-0.15257i,-0.044281-0.1205i,-0.054919-0.077329i,-0.033203-0.039253i,-0.0064127-0.02606i,0.0044428-0.025403i,0.010638-0.018418i,0.016062-0.0058511i,0.014238+0.0034294i,0.0069262+0.0080271i,0.0019042+0.010087i,0.00078668+0.0090725i,-0.00106+0.006133i,-0.0052989+0.0038141i,-0.0093261+0.0035273i,-0.0087991+0.0040101i,-0.0049144+0.0028897i
0.034645-0.017344i,0.043254-0.025764i,-0.0060655-0.00084101i,-0.099633+0.082523i,-0.15463+0.17112i,-0.13376+0.17809i,-0.084503+0.13398i,-0.046307+0.11115i,-0.022864+0.095375i,-0.012449+0.060828i,-0.0099237+0.026182i,-0.0083603+0.011367i,-0.0050518+0.011055i,-0.00068902+0.0083801i,0.0046791+0.00015005i,0.0095959-0.0074836i,0.010178-0.0091369i,0.0066238-0.0048098i,0.0050679+5.6217e-05i,0.006799+0.0025933i,0.0076802+0.0021491i,0.0064877+0.0010369i,0.0049284+0.0020152i
0.033311+0.029822i,0.092881+0.032223i,0.2029-0.021402i,0.30361-0.11272i,0.30021-0.14569i,0.20288-0.090612i,0.11598-0.028144i,0.083218-0.016482i,0.060125-0.029153i,0.027761-0.021313i,0.009505+0.0016554i,0.0050459+0.013118i,-0.0018539+0.01215i,-0.010438+0.0091102i,-0.013317+0.0099435i,-0.0097065+0.011157i,-0.00614+0.0069646i,-0.0054495+0.0011212i,-0.0047199-0.0044682i,-0.0028501-0.0077638i,-0.00035459-0.0071354i,-0.00068398-0.0064543i,-0.003244-0.0055611i
-0.044737+0.026244i,-0.098626+0.0716i,-0.15981+0.12008i,-0.20406+0.10513i,-0.20198+0.0050102i,-0.15318-0.08451i,-0.10757-0.10209i,-0.091838-0.077552i,-0.071-0.045582i,-0.034898-0.027836i,-0.014142-0.024226i,-0.011931-0.022047i,-0.0074764-0.017182i,0.0032133-0.011209i,0.0063147-0.0056814i,0.001556+7.9812e-06i,-0.0009299+0.0044927i,-0.00065366+0.0049382i,-0.00070199+0.0041325i,-0.0023725+0.0047486i,-0.0032206+0.0057799i,-0.0010275+0.0053832i,0.0003256+0.0024423i
-0.018691-0.040677i,-0.045686-0.067077i,-0.071615-0.034679i,-0.058655+0.079172i,-0.014661+0.18233i,0.013506+0.18208i,0.025059+0.12544i,0.035267+0.087847i,0.035623+0.067088i,0.024232+0.041383i,0.010973+0.017489i,0.0037053+0.0069905i,0.003643+0.0045599i,0.0047648+0.0010812i,0.0038399-0.0067008i,0.0024784-0.013303i,0.0024393-0.014063i,0.0037334-0.009176i,0.0065535-0.0036638i,0.0083408-0.0014472i,0.007066-0.0018202i,0.00603-0.0023232i,0.0071744-0.00092683i
0.042613-0.022073i,0.091591-0.080908i,0.12875-0.18622i,0.12852-0.27562i,0.10941-0.25301i,0.091446-0.13423i,0.076668-0.045384i,0.062228-0.035218i,0.041189-0.042402i,0.022461-0.024712i,0.019235-0.0022751i,0.022706+0.0046517i,0.016356+0.0045543i,0.0035438+0.007816i,-0.00099278+0.010922i,0.0016871+0.0074211i,0.0013236+0.00097808i,-0.0019867-0.0020066i,-0.0052822-0.0027743i,-0.0062082-0.0032129i,-0.0061723-0.0031993i,-0.0074046-0.0022703i,-0.0072421-0.00039272i
0.01727+0.049164i,0.040003+0.12471i,0.047062+0.20012i,-0.00045835+0.2086i,-0.082387+0.12846i,-0.12543+0.02696i,-0.1188-0.017908i,-0.099933-0.014639i,-0.07273-0.010151i,-0.043842-0.013983i,-0.026314-0.012153i,-0.017538-0.0048254i,-0.01074-0.002709i,-0.0036467-0.006169i,-0.00047661-0.0039587i,-0.00082304+0.0047865i,-0.00079082+0.01042i,-0.0011201+0.0093808i,-0.002053+0.006728i,-0.0013576+0.006758i,-0.000421+0.0069719i,-0.0010677+0.0047691i,-0.0034504+0.00085785i
-0.053457+0.015354i,-0.1045+0.035614i,-0.11135+0.069957i,-0.029865+0.101i,0.068671+0.10731i,0.090016+0.075357i,0.066548+0.037389i,0.056784+0.027794i,0.047983+0.030047i,0.027487+0.021605i,0.0079869+0.0094603i,-0.0025763+0.0047247i,-0.0030988+0.0028883i,-0.00087513-0.00042505i,-0.0029915-0.0029019i,-0.0056694-0.0034923i,-0.0030722-0.0033002i,0.0026776-0.0027977i,0.0061884-0.0031052i,0.0068882-0.0035356i,0.0062353-0.0033213i,0.0049863-0.0036077i,0.0046685-0.0045245i
-0.0079833-0.054282i,-0.033609-0.12922i,-0.081543-0.2153i,-0.11831-0.2529i,-0.088694-0.20964i,-0.0061597-0.11821i,0.043647-0.054307i,0.039167-0.039952i,0.019932-0.030132i,0.013389-0.011376i,0.014428-0.0034315i,0.011912-0.0054114i,0.0076383-0.002055i,0.0057414+0.0071467i,0.0060085+0.0083027i,0.0048702+0.0016646i,0.00062306-0.0013343i,-0.0034393-9.7753e-05i,-0.0048954+0.0010343i,-0.0052175-7.0517e-05i,-0.0047275-0.0012994i,-0.0030719+0.00081423i,-0.00045151+0.0039853i
0.052427-0.002368i,0.12655+0.0080843i,0.19119+0.038106i,0.16445+0.078229i,0.043806+0.094956i,-0.059232+0.075882i,-0.08581+0.055735i,-0.075952+0.048024i,-0.059618+0.033825i,-0.039213+0.016041i,-0.021634+0.0070753i,-0.011098+0.0055037i,-0.0060006+0.0041133i,-0.0043327-4.2573e-05i,-0.0012736-0.0018485i,0.0039361+0.0021414i,0.0066727+0.006639i,0.0045576+0.0079127i,0.001429+0.0066627i,-0.00042416+0.0049677i,-0.00032448+0.0037924i,3.6125e-07+0.0027085i,-0.0010411+0.0023857i
-0.0013139+0.046723i,-0.0060723+0.10544i,0.0061386+0.14642i,0.048228+0.11633i,0.079769+0.044716i,0.057762+0.0010216i,0.028535-0.011492i,0.031521-0.0098028i,0.035064-0.0026606i,0.021711+0.0015864i,0.0060849+0.0049059i,-0.000865+0.0082954i,-0.00079368+0.0078529i,-0.00019219+0.0026183i,-0.002785-0.00034375i,-0.0055318-0.00068049i,-0.0040639-0.0032577i,-0.00053664-0.0065794i,0.0012255-0.0078314i,0.001293-0.0070161i,0.00077039-0.0055626i,-2.7571e-05-0.005487i,-2.3392e-05-0.006886i
-0.044658-0.0040301i,-0.11828-0.020243i,-0.2036-0.039204i,-0.2307-0.047457i,-0.16034-0.055282i,-0.047882-0.060334i,0.017135-0.054364i,0.021242-0.049892i,0.013736-0.041493i,0.014213-0.026288i,0.01362-0.015866i,0.0085146-0.011329i,0.0048078-0.0055768i,0.0054236+0.00017604i,0.0050767-0.00061303i,0.0010211-0.0053461i,-0.003211-0.0061082i,-0.0049217-0.0029438i,-0.0048594-0.00053285i,-0.0034431+0.00035917i,-0.0023739+0.0018881i,-0.0010281+0.0029214i,0.0020744+0.0016357i
0.011761-0.041281i,0.049332-0.097036i,0.10022-0.13409i,0.11723-0.093416i,0.075767+0.0021435i,0.017521+0.064347i,-0.0098863+0.076122i,-0.015871+0.067057i,-0.020447+0.042953i,-0.02033+0.01961i,-0.013316+0.0082974i,-0.0070703+0.0014721i,-0.0069969-0.0028612i,-0.0094048-0.0025274i,-0.0066713-0.00067189i,-0.00074875+4.5498e-05i,0.0025274+0.0011552i,0.0028962+0.0032208i,0.0010411+0.0050469i,0.00034252+0.0050343i,0.0010229+0.0033802i,0.00085734+0.0024754i,-0.00043031+0.004402i
0.032635+0.022458i,0.082325+0.05202i,0.12458+0.071983i,0.11858+0.04372i,0.073024-0.0021489i,0.018185-0.012935i,-0.011818-0.0062908i,-0.002151-0.0067263i,0.012883-0.0067178i,0.010048-0.001174i,0.0036944+0.0047701i,0.00468+0.0062552i,0.0055546+0.0033714i,0.0026429+0.00082774i,0.00027063+0.0030482i,-3.6729e-05+0.007013i,0.00055929+0.0063946i,0.00061034+0.0016521i,0.00042413-0.0024361i,0.00053783-0.0039233i,0.00050961-0.0039458i,-0.00079104-0.0033572i,-0.0027625-0.001951i
