-0.0011693-0.00047738i,-0.0014123-0.0004916i,-0.0019354-1.734e-05i,-0.0020633-0.00010262i,-0.0012455-0.00016267i,-0.00034185+0.0011189i,0.00036585+0.0018158i,0.0017516+0.0016163i,0.0021385+0.00027301i,0.0013857-0.00037329i,-0.00033335-0.00040883i,-0.0012652-0.00056719i,-0.0002333-0.00018688i,0.0004959+0.00093287i,-0.00053942+0.00031625i,-0.00025663-0.00082528i,0.00048389-0.00040927i,0.00083037+0.0001042i,0.00073819+0.00045413i,0.0001791+0.001251i,-0.00018065+0.00094993i,9.7683e-05-0.00025774i,0.00051032-0.00083376i
0.00079523+0.00031891i,0.00054313+0.0012949i,-6.0537e-05+0.0016579i,-0.00061298+0.00019i,-0.00074734-0.00074549i,-0.00010267+5.605e-05i,0.00030328+0.00028684i,-0.00039235-0.00070192i,-0.0012445-0.0015886i,-0.0010484-0.0012708i,-0.00081566-0.00028435i,-0.00053654+0.00099372i,-2.1203e-05+0.0017762i,0.00071412+0.0019293i,0.00092978+0.0013744i,0.00080931+0.00017431i,0.0006253+1.1941e-05i,-0.00023117+0.0007326i,-0.0002367+0.001469i,0.00036353+0.0011119i,3.1408e-05+9.9515e-05i,-0.00083501-0.00050104i,-0.00066093-0.00025943i
0.00068308-0.00025332i,0.00082478-0.00068648i,0.000777+1.44e-05i,-0.00021638+0.0007668i,-0.00091161-0.00029713i,8.9698e-05-0.00083738i,0.0007129-0.00049205i,0.00035327-0.00032774i,-5.939e-06-0.00071363i,-0.00063456-0.0011816i,-0.00085551-0.00098011i,-0.00065312-7.8097e-05i,-0.00078245+0.00050214i,-0.00072485-0.0002107i,-0.00051038-0.00088331i,-0.00037994-0.00080829i,-0.00047177-0.00099298i,-0.00046977-0.00079886i,0.00021439-0.00037368i,0.00056875+0.00015664i,5.9408e-05+3.9942e-05i,-9.8291e-05-0.00035727i,0.0008019+0.00019966i
7.2897e-05-0.00058445i,-0.00021828-0.00064635i,0.00012173-0.00087826i,0.001495-0.00073892i,0.0016565-0.00041176i,0.0012922-2.9957e-05i,0.0015803+0.00016529i,0.0014206+0.0004873i,0.00056453+3.8719e-05i,0.0001709-0.00089594i,-0.00050243-0.00059271i,0.00011721-0.00016679i,0.00056633-0.0002757i,-0.00016417-7.5826e-05i,-0.00016667+0.00032754i,0.00020818+0.00041401i,-6.1494e-05-0.00020661i,-0.00020226-0.00053108i,-0.00046559-0.00013065i,-0.00035594+0.00052769i,6.2808e-05+0.00024455i,0.00040771-0.00026539i,-0.00018023-0.00045331i
0.0034776-0.00057002i,0.0035451-0.0016322i,0.0021446-0.0013301i,-0.00078792-0.00061467i,-0.0016137-0.00030847i,-0.00043374+0.00021992i,-0.00016927+0.00026583i,-0.00020825-0.00018411i,-0.00015313-0.0010733i,-0.00018305-0.0012028i,0.00018236-0.001009i,0.00055786+0.00023839i,-0.0002865+0.0016294i,-0.0011161+0.0014994i,-0.0013557+0.00035755i,-0.0003382-0.00024673i,0.00095049+0.0004381i,0.00045118+0.00050777i,-0.00038795+0.00027615i,-0.00073935+0.00014251i,1.4747e-05-0.0001875i,0.00059797-0.00043645i,-0.00015751-0.00087935i
-0.00013091+0.00014739i,0.0011916+0.00030998i,0.0017071-3.846e-05i,0.0015797+0.00072341i,0.0017531+0.001553i,0.0017287+0.0013882i,0.0019448+0.00053127i,0.0016523-5.6747e-05i,0.00058723+0.00011803i,-0.00021263+0.00073588i,-0.00091766+0.00091313i,-0.0011295+0.00073956i,-0.00075632+0.00054833i,-0.00042072+0.0002402i,4.471e-05-6.1174e-06i,0.00015459-0.00084092i,-0.00046765-0.00084845i,-0.0013112-0.00017758i,-0.001688-0.00060341i,-0.00065758+4.2967e-05i,5.1985e-06+0.00026968i,-2.8591e-05-0.00047204i,0.00052399-0.00058867i
-0.00071946+0.0015024i,-0.0005947+0.0014752i,-0.00011801+0.00097147i,0.00065354+8.804e-05i,0.00060994-0.0002936i,0.00074732-0.00083824i,0.00077568-0.00064549i,0.00035666+0.00015775i,-0.00014825+0.00026991i,-1.8077e-05+0.00087407i,-4.2778e-05+0.00098895i,-8.6615e-05+0.00020124i,9.9655e-05-0.0003517i,0.00064364-0.00087499i,0.00077441-0.00091954i,0.00026783-0.00057937i,-1.7404e-05-0.00053513i,0.00034224-0.00023627i,0.00057065+0.00030463i,-7.3852e-05+0.00058269i,-0.00043632+0.00050767i,-0.00054648+0.00032631i,-0.00042492-0.00020743i
-0.00012412+0.00011849i,-0.00054896+0.00022543i,-0.0013616+0.0014919i,-0.00093717+0.0018557i,-0.00020711+0.0013205i,0.0006452+0.000607i,0.0010681+0.00039244i,0.00070218+8.0177e-05i,-1.6577e-05+0.00010247i,-0.00067651+0.00071879i,-0.00065368+0.0003919i,-4.1435e-05-0.00031102i,0.00034118-0.00028404i,0.00038993+0.00039227i,-7.6917e-05+0.00012803i,0.00024871-3.7151e-05i,0.00077524+0.0011622i,0.00087805+0.0014616i,0.0012329+0.00018515i,0.0016196-0.00078159i,0.00098762-0.00029505i,0.00016919+0.00016307i,-0.00052356-1.1876e-05i
0.0012181-9.2783e-05i,0.0011644-0.00087818i,0.0014968-0.0015541i,0.0022258-0.0012798i,0.0017084-0.0011636i,0.0014681-0.00032911i,0.00054912+0.00070777i,-6.4968e-05+0.00041799i,0.00023387-0.00024607i,0.00040854-0.00070823i,0.00021653+7.1492e-05i,8.5468e-05+0.00018437i,-1.3674e-05+5.8895e-05i,-0.00078268+0.0003365i,-0.00059879+0.00091193i,0.00058628+0.0014304i,0.0005627+0.00068114i,-0.00018537-1.5193e-05i,0.00048497+0.00012713i,0.001217-0.000211i,0.0009555-8.8579e-05i,0.0003584+0.00019619i,-0.00016961-0.00020995i
-0.00052575+2.8571e-05i,-0.0011216+0.00063248i,-0.0017067+0.00095531i,-0.001889+0.0011481i,-0.00082631+0.0010227i,-8.4543e-05+9.968e-05i,0.00024848-0.00035131i,0.00026134-0.00027277i,-0.00039021+6.6252e-05i,-0.00066611+0.00021983i,-0.0008397-0.00018934i,-0.0007068-0.00055636i,-0.0005112+0.00038238i,-0.00057832+0.00020669i,-0.00070716-0.00054898i,-0.0010376-0.00021993i,-0.00042846-0.00057775i,0.00042359-0.00030389i,0.0004187+5.9959e-05i,0.00018621-0.00060035i,0.00015283-0.0013784i,-0.00015724-0.00065865i,-0.00036302-0.0003707i
-0.0015205+0.0028097i,0.001463+0.0033649i,0.001993+0.0036378i,0.0016912+0.0022614i,0.001517+0.00038057i,0.0014506-0.00013125i,0.00087108-0.00051496i,-0.00010369-0.0012946i,2.7079e-05-0.0012762i,0.00094679-0.0014444i,0.0012569-0.0010153i,0.0011417-0.00014697i,0.0006232+0.00013637i,0.00033027-0.00040194i,0.00012107-0.0017275i,-0.00035478-0.0012634i,-0.00053166+0.00047851i,-6.0138e-05+0.00072329i,0.00012365-0.00023069i,-0.00033261-0.00049721i,-0.00032696-0.00031531i,0.00028683-0.00012985i,0.00049158+0.00053763i
-0.0015716+0.00026934i,-0.0035287+0.00010712i,-0.0032903-0.00031355i,-0.00081456+5.7423e-06i,0.00027125+0.00033311i,1.4719e-05+0.00038232i,5.8378e-05+0.00067459i,0.00040034-0.00055565i,-0.00022781-0.00082105i,-0.00062083-0.00010089i,-0.00033909-1.9809e-05i,0.00029808+0.00014273i,0.00058124+0.00082689i,0.00090467+0.0012856i,0.0010915+0.00035668i,0.00078144-0.00053384i,0.0011401-0.00027331i,0.0013027-0.00019923i,0.00080762-0.0002077i,0.00016092-0.00028191i,0.00041341-0.00075256i,9.1018e-05-0.00080267i,-0.00063535-0.00055621i
-0.00085632-0.0011438i,-0.0012722-0.00067609i,-0.0024661+0.00030468i,-0.0012245+0.0017311i,-0.00036846+0.0016964i,-2.3036e-05+0.0012713i,0.00091419+0.00051751i,0.0008014-0.0003104i,0.0002627+2.8379e-05i,-0.00042082+0.00055111i,-0.0012986+0.00022265i,-0.00096978-6.6959e-05i,-0.00036056+8.6249e-06i,0.00019423-0.00076923i,0.00023217-0.00095188i,-0.0002742-0.00079268i,-5.3056e-05-0.00052683i,0.00022615-0.00013673i,0.00048638-0.00023588i,0.00044041-0.00081851i,-0.00021738-0.00063247i,-0.0004729-0.00057527i,-0.00010216-0.00023808i
0.0019708-0.00037444i,0.0014889-0.00070722i,0.0010063-0.0016306i,0.0012683-0.00059599i,0.00065726+0.0006629i,9.6792e-05+0.00062911i,0.00068961+0.00058695i,0.0010182+0.00079637i,0.00013963+0.00034248i,-0.00062451+5.1801e-05i,-0.00038431+0.00018961i,0.0004201+0.00036126i,0.00073545+0.0001101i,0.00042512+9.8011e-05i,-0.00025786+0.00096463i,-0.00077282+0.00097346i,-0.00073832+0.00017235i,-0.00090913-0.00020939i,-0.00045795-0.00040112i,0.00033609-0.00017706i,0.0007808-6.5213e-05i,0.00051609-3.4972e-05i,4.9121e-05+2.209e-05i
-0.00021514-0.00021974i,-0.0010694+0.00059372i,-0.002232+0.0010084i,-0.0030721+0.0006371i,-0.0022666+0.00033601i,0.00016069+0.00079192i,0.0015238+0.0007708i,0.0011993+0.00021292i,0.00015352+7.9829e-05i,-0.00029359+0.00012943i,5.8379e-05-0.0005912i,0.00020775-0.00072493i,0.00066264+0.00011917i,0.00096517+0.00056738i,0.00071324-9.5801e-06i,0.00026559-0.00024579i,-7.4387e-05-0.00048407i,-6.5564e-05-3.3644e-05i,0.00052371-3.3132e-06i,0.00055805+0.00015941i,-4.4544e-05+0.0012563i,-0.00057245+0.00030257i,-0.00036144-0.00060971i
-8.8792e-06+0.00048726i,0.00053002+0.0012217i,0.0013569+0.00065392i,0.0014876+9.0581e-05i,0.0016021+0.00012512i,0.0011386-0.00034425i,0.0001298-0.00054608i,-2.2865e-05-0.0012777i,-0.00024797-0.0013373i,-0.00035915-0.0005166i,-0.00066017-0.00018835i,-0.00076597-0.0004769i,0.00063053-0.00073527i,0.00088756-0.00055655i,0.00023933-4.0449e-05i,-0.00015445-0.00033488i,-0.00074848-0.00042892i,-0.00043768-0.00015155i,5.4184e-05+3.6058e-05i,0.0001449-0.00011726i,-0.00011924+3.5991e-05i,-0.00066281+0.00033842i,-0.00037974+0.00036668i
5.7885e-05+0.0015136i,0.00046353+0.0016922i,0.0011018+0.0013601i,0.0015241+0.0008091i,0.0020601-0.00043976i,0.0015882-0.0014838i,0.00033359-0.00054079i,0.00017931+0.00020427i,-0.00028896+0.00059226i,-0.00063777+0.00058439i,-3.6488e-06-9.4561e-05i,6.8619e-05-0.00099326i,8.4805e-05-0.0007547i,0.00014701-0.00080304i,-0.00014096-0.0013116i,-0.00057721-0.0014654i,-0.00061449-0.00036124i,-0.00050146+0.00090103i,0.00013027+0.0011416i,0.00092297+0.0014137i,0.00083627+0.00086315i,0.00064555+3.8778e-05i,0.00021715-9.1792e-05i
0.0012382-0.00053535i,0.0015499-0.0026046i,0.00094605-0.0025832i,-0.0004082-0.0015258i,-0.00070812-0.00082688i,0.0003442-0.00027341i,0.0002679-0.00039339i,-0.00011181-0.0005571i,-0.00040235-0.00022593i,-0.0007218-0.00056732i,-0.00067786-0.00040435i,-0.00060538+0.00012483i,-0.0002445+0.00057722i,0.00027995+0.00023192i,0.0004474-0.00039746i,-0.00016957-1.5068e-05i,-0.00033139-0.00014581i,-2.7062e-05-0.00025504i,-0.0002237-7.5236e-05i,0.0001589+0.00024621i,0.00090205+0.00045775i,0.00062626-0.00023219i,0.00071202-0.00042327i
0.00072585-0.0010811i,0.0012273-0.0010809i,0.00061485-0.00094849i,-0.00020616+0.00011352i,0.00013952+0.00059341i,0.00031799+0.00098951i,0.00051418+0.00066389i,0.00090524-0.00060965i,0.00011132-0.00057691i,-0.00037969+0.00023146i,-0.00038408+7.5365e-05i,0.00030282+0.00036475i,0.001296+0.00071166i,0.00054728+0.00098992i,-0.00036451+0.00075204i,0.00012217-0.0004742i,0.00086188-0.00087633i,0.00076088-0.00032873i,0.00019915+0.00026363i,-3.3804e-05+0.00013232i,-0.00011113-3.7167e-05i,-0.00030225+0.00074209i,-0.00079775+0.00083702i
0.00052725+0.00012457i,0.0010357+0.0015809i,0.0007395+0.0018473i,-0.00011233+0.00096866i,-0.00092209-0.00029218i,-0.00052769-0.00031586i,0.0004603-0.00022098i,0.00029961-0.00097723i,-0.00022442-0.00089174i,0.00014132-0.00034321i,0.00059824-0.00017844i,-0.00036279-6.5719e-05i,-0.0012819+9.2811e-05i,-0.00055426-0.000215i,0.00014385-0.0008814i,-0.00047478-0.00063597i,-0.00053287-0.00036835i,0.00030214-0.00031105i,9.3294e-05+5.1475e-05i,-0.00025506+0.00075944i,0.00014142+0.00039797i,0.00015264-0.00021189i,0.00013446-0.0005143i
0.0020693+0.0013947i,0.001569+0.00094894i,0.0011145-7.0104e-05i,0.0014174-0.00060855i,0.0013753-0.00055482i,0.00099248-0.00016226i,0.00067546-7.8908e-05i,0.00056413+8.8016e-05i,0.00066782-0.00022445i,0.0004613-0.00071681i,0.00013859-0.00082297i,0.00093858-0.00073571i,0.0018882-0.00014975i,0.00085525-0.00052249i,-0.00037107-0.00051842i,-0.00052011+0.00073564i,-0.0003956+0.00070594i,0.00016252-0.00035316i,0.00038951-6.7577e-05i,6.531e-05-2.3081e-05i,-8.4112e-05-6.7806e-06i,1.6953e-05+0.00052814i,-0.00015135+0.00042768i
-0.0023284+0.0022425i,-0.0029934+0.0027276i,-0.0019513+0.0030225i,0.00027349+0.0027556i,0.00092437+0.0012142i,0.00022243-0.0001258i,0.00062653-0.00028602i,0.00084003-0.00016474i,0.0001614-0.00025184i,-0.00046922-0.00024735i,-0.00074449-0.00088033i,-0.00089727-0.0010355i,-0.00041433-0.0011999i,-0.00017796-0.0016614i,-0.00011829-0.00088881i,0.00019356+3.2079e-05i,-0.00022468+0.00049453i,-5.394e-05+0.00095222i,0.00074544+0.0010833i,0.00048116+0.0012718i,0.00025041+0.00061412i,0.00059839-0.00036321i,0.0012402-0.00031613i
-0.00039225-0.0014277i,-0.00040479-0.0018924i,-0.0012077-0.0023737i,-0.0021328-0.0017353i,-0.0010164-0.0012577i,0.0014349-0.00056662i,0.0020159-0.00028062i,0.0012219-0.001014i,0.0002054-0.0007951i,4.3892e-05-0.00071627i,0.00013925-0.00038244i,-0.0001404+0.0003574i,-0.00021601-5.6197e-05i,-0.00092894-0.00055251i,-0.00098133-6.7701e-05i,-0.0005082+0.00033158i,-0.0011461+0.00021566i,-0.00091946+5.6759e-05i,7.9215e-05-0.00094542i,0.00067476-0.0012419i,0.00077691-0.00046804i,0.00091459+0.00015532i,0.0007083+0.00031891i
-0.00018658-0.00095038i,0.00043978+0.00052675i,0.0015539+0.0013303i,0.0023379+0.0010052i,0.001842+0.00097085i,0.0012896+0.0013979i,0.0017414+0.00034463i,0.0017579-0.0004229i,0.00035352+9.9684e-05i,-0.00090936-0.00032559i,-0.0011468-0.00062675i,-0.00073369+7.949e-05i,-0.00013149+0.00080218i,0.00020008+0.00054361i,0.0003348+4.2096e-06i,0.00032963+0.00021362i,0.00014994+0.00075813i,-7.3895e-05+0.00076591i,-3.6453e-05+0.00065306i,-9.7625e-05+0.00042881i,-0.00030058+0.00024478i,-0.00038625-0.00044331i,0.00036279-0.00012208i
0.0026104-0.00069469i,0.00095506-0.00078546i,-0.00074489+0.00046994i,-0.00086343+9.6508e-05i,5.5717e-05+0.00012676i,0.00046867+0.00059676i,0.0014414+0.00025714i,0.00182+0.0001487i,0.0010809-1.4069e-05i,0.00083649+0.00022404i,0.00043505+0.00045432i,-0.0002967-5.4066e-05i,-0.00077661+0.00043104i,-0.00076558+0.00055881i,-0.00072503+0.00027088i,-0.00067382+0.00098219i,-0.00049275+0.00032446i,-0.00019662-0.00056459i,-0.00047982-0.00049352i,-6.479e-05-0.00014623i,0.00046432+8.9734e-05i,-0.0006346-9.4945e-05i,-0.0012497-0.00013239i
0.00035867+0.0012354i,0.00045885+0.0010595i,0.0012783-0.0009408i,0.0011966-0.0023704i,0.0010385-0.0016737i,0.00086947-0.00020306i,-2.9954e-05-5.7256e-05i,-0.00070545-0.00041019i,-0.0009844-0.00067242i,-0.00079649-0.0007582i,-0.00050786-0.00038448i,-0.00052615+1.4484e-06i,-0.00016533-0.0003098i,0.0003666-0.00081007i,-2.3277e-05-0.00056222i,-0.00059006-0.00061287i,1.6794e-05-0.00065535i,0.00084073-0.00070325i,0.00088525-0.00044286i,0.00069679+0.00022202i,0.0010595-0.0001556i,0.0013893-0.00074558i,0.00072828-0.00076332i
-0.0042603+0.0002905i,-0.0033703+0.0010791i,-0.0015495+0.0024284i,8.7358e-06+0.0026721i,0.00065278+0.0027394i,0.0011801+0.0023224i,0.001717+0.0012979i,0.0018277+0.000276i,0.00038535-0.00049923i,-0.00071903-0.00060799i,-0.00079928-3.61e-05i,-0.0013204-0.00015136i,-0.00069841-0.00052037i,0.00023778+7.5775e-05i,8.6577e-05+0.00012961i,-0.00072838-0.00035385i,-0.00040978-0.00047232i,0.00035643-0.00020878i,0.00038783-0.00027085i,3.6737e-05+0.00010157i,-0.00010131+0.00037358i,0.00011579-0.00017207i,0.00045199-0.00033078i
-0.00022357-0.0021394i,-0.0013071-0.0021707i,-0.00278-0.0013872i,-0.002346-0.0011646i,-0.0011487-0.00063947i,5.9948e-05-0.00042579i,0.00073702-0.00046437i,0.00043045-0.00042206i,-3.5325e-05-0.0002938i,0.00010488+5.9719e-05i,0.00021133-2.897e-05i,0.00015538+0.00019725i,0.00074422+0.00073127i,0.0011035+3.7179e-05i,0.00075807-0.0005777i,0.00057364-0.00018733i,-6.5088e-05-0.00024215i,3.7221e-05-0.00070282i,0.00041841-0.0010466i,0.00065782-0.00083873i,0.0003951-0.00022364i,-0.00043117-0.00050773i,-0.00043141-0.00098674i
-0.0023202+4.1372e-06i,-0.0019645+0.0017919i,-0.00057711+0.002091i,-0.00027702+0.0017796i,-3.9615e-06+0.0018663i,0.0011835+0.0011943i,0.0014456+9.8394e-05i,0.00049094-0.00015573i,-8.3205e-05-0.00045414i,0.00025345-0.00038098i,0.00078752+0.00050502i,0.00062045+0.00046244i,8.3319e-05-0.00062742i,2.4809e-05-0.0007566i,0.00054084-0.00025338i,0.00048745+0.00010512i,0.00039314+6.9714e-05i,0.00053603-0.0008102i,0.00058336-0.00091379i,0.00037378-0.00091169i,-0.00024288-0.00073131i,-5.6899e-05+0.00016394i,0.00057364+0.0001198i
0.00025205-0.0011941i,-9.5756e-05-0.00093588i,9.3091e-05-0.00050437i,0.00052415-0.00035821i,0.00075451+0.00064899i,0.00055973+0.00072872i,0.00062193+0.00073631i,0.00030191+0.00038577i,-4.8998e-05-0.00055906i,-8.1099e-05-0.00060142i,4.4676e-05-0.0012017i,1.6477e-05-0.00051591i,0.00030337+0.000534i,0.00049004+0.00073307i,-0.00051758+0.0013067i,-0.00050143+0.00066018i,0.00015046-0.00033204i,-0.00023424+0.0002345i,-0.00047705+0.00042312i,-0.00013911-2.2655e-05i,1.7992e-05+0.00059391i,0.0001433+0.00086952i,0.00028939+0.00020235i
0.0015553+0.00067946i,0.0027523+0.00032694i,0.0012094-0.0014722i,-0.00015015-0.0018256i,-0.00046512-0.00081136i,-0.0003011-0.00027785i,0.00030677-6.1847e-05i,0.0013653-9.8945e-05i,0.0010876-0.00030735i,9.003e-06-0.00035091i,-0.00072327+0.00031869i,-0.0010207+0.00099312i,-0.00098013+0.0011061i,-0.0011144+0.00093968i,-0.0010414+0.00018123i,-0.00052353+0.00010637i,-0.00036971+0.000503i,-0.00082682-0.00031812i,-0.00029903+0.00037545i,0.00032915+0.00091611i,0.0008754+0.00045673i,0.0010425+0.00048521i,0.00024876+0.00042349i
0.0010446-0.00050147i,0.00079676-0.00029259i,0.0012495+0.00016477i,0.0020898+0.0011954i,0.0014522+0.0021154i,0.00067821+0.0020596i,0.00071655+0.0009029i,0.00056118-0.00053042i,-0.00036458-0.0010401i,-0.00066386-0.0004078i,-0.001013+0.00030807i,-0.00087716+0.00042221i,-9.0562e-05+0.00061178i,0.00041478+0.00012374i,0.00053227+0.00032887i,0.00030234+0.0013379i,-0.00021598+0.00052564i,0.0001756-0.00052943i,0.00035351-0.00085032i,-3.3955e-05-0.00064781i,-0.00026534+0.00031512i,1.7622e-05+0.00049737i,-0.00014407-0.00012286i
-0.0028966-0.000204i,-0.0037919+0.0001997i,-0.0031387+0.00073552i,-0.0018693+0.00058083i,-0.00034529+0.00021072i,0.00090916+0.00031335i,0.00099889+0.00031437i,0.00055706-9.2508e-05i,-0.00058366+0.00032081i,-0.00070221+0.0002427i,-0.00057307-0.0004352i,-0.00025277-0.0001954i,-0.00013988-0.00016129i,-0.00027482-0.00036199i,0.00025378-0.00039904i,0.00078651+1.4651e-05i,5.4177e-05+0.00040353i,-0.00047402+0.00020206i,-0.0003717-0.00017992i,6.7654e-05-0.00014269i,0.00015861+0.00048055i,0.00050524+0.00048337i,0.00056512+0.00012433i
-1.0818e-06+0.00078329i,0.00092447+0.00044819i,0.0012101+0.0013543i,0.00051819+0.0011055i,0.00080913+0.00030546i,0.0013381-0.00040704i,0.00096134-0.00047534i,-0.00010889-0.0002962i,-0.00021437+0.00037585i,0.00020022+0.00023069i,6.1548e-05-0.0014117i,-0.00024845-0.0017128i,-0.00043488-0.0011165i,8.7246e-05-0.00078963i,0.00074583-0.00051124i,0.00052232-0.00058795i,3.7594e-05-0.00036026i,-6.3262e-05-0.00027678i,0.00020391+3.9511e-05i,0.00019959+0.0004148i,-0.00023925+0.00064889i,-0.00037596+0.001041i,-0.00062836+0.001i
-0.0015564+0.00076901i,-0.0015974+0.00047193i,-0.00060044+0.00031436i,0.00042202-0.00041252i,8.9365e-05-0.00019047i,-9.2802e-05+0.0007988i,-3.216e-05+0.00073743i,-0.00044799+0.00019199i,-0.0007646+0.00022248i,-0.00061339+0.0002792i,-9.9622e-05+0.00054588i,-0.00031301+0.00012857i,-0.00040245-0.00039237i,0.00023825-0.00069019i,-0.00017783-0.00020414i,-2.682e-05+0.00010069i,0.00037345+2.0878e-05i,0.00014779+0.00080878i,0.00033531+0.00086213i,5.6099e-05+0.0003939i,-0.00037052+0.00027097i,-0.00073353+0.00041953i,-0.00061069+0.00047407i
0.0023707-0.0012444i,0.0021427-0.00081515i,-0.00021055-0.0011535i,-0.0023878-0.00069652i,-0.0024541-5.9636e-05i,-0.00069772+0.0006074i,0.00074654+0.0016264i,0.00068938+0.0010255i,0.00094843+0.00027898i,0.00038043-0.00024614i,-0.00054925-0.0005535i,-0.00010493+0.00017969i,0.00063934+0.00079465i,-0.00048561+0.00063847i,-0.0015777+0.00099892i,-0.0007245+0.0011907i,2.5105e-05+0.0010161i,0.00019034+0.00038098i,0.00041063+0.00036113i,0.00020656+0.00060387i,0.00030981+0.00023729i,0.00068405+0.00050074i,0.0004154+0.00058597i
-0.0013091+0.0020036i,-0.00095218+0.0022175i,-0.0002232+0.0016349i,0.0009641+0.0006352i,0.0017109+0.00017206i,0.001827+0.00057219i,0.0014814+0.00052763i,0.00057891-0.0006819i,-0.00016189-0.00094032i,-0.00095219-0.00021812i,-0.00089837-2.3958e-05i,-0.00095876-0.0003186i,-0.0012738-0.001277i,-0.00038863-0.0012314i,0.00024498-0.00060597i,-8.1106e-06-0.00024627i,-0.00021081+0.00013828i,-1.3224e-05+0.00079084i,2.4929e-05+0.0006713i,-0.0008074-3.9708e-05i,-0.00044191+0.00045949i,0.00044697+0.00068152i,2.246e-05+9.0169e-05i
7.8179e-05-0.00031306i,0.00035318+7.6214e-05i,0.00013746+0.00014572i,3.8257e-05+0.0004586i,0.00027385+0.00061291i,0.00029672+0.00012541i,0.00038132-0.00012003i,-8.8941e-05-1.5467e-05i,-0.00086172+0.00020386i,-0.00045782-0.00016886i,0.00010818-0.00045323i,1.1714e-05-0.00052031i,-0.00029426-0.00048614i,3.5536e-05-0.00037689i,0.00077445-0.00029285i,0.00068681+0.00010254i,-0.00017803+0.00016128i,-0.00049594-0.00026685i,-0.00034404-0.00041459i,-0.00056094+0.00028188i,-0.0004619+0.00080314i,5.5087e-05+0.00099641i,0.00026811+0.0012261i
0.0025061+0.0006753i,0.0017205+0.00090736i,0.00050981+7.1584e-05i,-0.00052683+3.7267e-05i,-0.0013149+0.0004509i,-0.00075745-4.7491e-05i,0.00040366-0.00045406i,0.00071155-0.00023297i,7.5072e-05+1.8084e-05i,-0.00016591-8.3017e-05i,6.3643e-05-8.5881e-06i,-0.00018928+0.0003657i,-0.00064224+0.00021576i,-0.00053887+0.00022062i,-0.00075317+0.00032704i,-0.00069784+0.00044075i,-0.00067921+0.00076844i,-0.00060637-0.00024666i,-0.00055527-0.00015935i,-0.00053889+6.3872e-05i,-0.00010773-0.00072743i,0.00078917-0.00058144i,0.00068136-0.00018898i
-0.0010468+0.00018311i,-0.00080642+1.8035e-05i,-3.9181e-05-0.00037782i,0.00049197-0.0016521i,0.00025946-0.00073191i,-0.00023495+0.00030945i,-0.00031842+0.00021867i,0.00037644-7.6949e-05i,0.001017-0.00086543i,0.00049392-0.0012258i,7.5676e-05-0.000578i,4.2895e-05-5.007e-05i,-0.00072217-0.00021472i,-0.0013002-0.00010887i,-0.0011346-5.7404e-05i,-0.00066435+0.00031056i,-0.0003068+0.00061246i,0.00033671+0.00080153i,0.0003945+0.00044168i,7.3035e-05-0.00012445i,0.00059922-0.00037905i,0.00061571-0.00010959i,0.00014578-1.1944e-05i
0.002594+0.0021124i,0.0026542+0.0018898i,0.0014905+0.0011772i,0.00095128+0.00080454i,0.0007925-0.00029868i,0.00042918-0.00030708i,0.00050795+0.00058435i,0.00082275+0.00026474i,0.0006065-0.00030393i,0.00020291-0.00018213i,-0.00056217-0.00011166i,-0.000575+4.6444e-05i,-1.6224e-05-6.2898e-05i,-0.00062241-0.00052924i,-0.00088905-0.0010561i,-0.00051608-0.00024048i,-0.00018836+0.00030671i,0.00016614-0.00040281i,0.00054394-0.00036123i,0.00045437+0.0002607i,0.00063725+0.00011474i,0.00061794-2.1718e-05i,0.00026073-0.00026076i
-0.0050229-0.00066205i,-0.0055247+0.0005409i,-0.0039831+0.0013316i,-0.0021734+0.0011549i,-0.0010651+0.00025528i,0.00029802-0.0014824i,0.00067631-0.0020775i,0.00073866-0.0013584i,0.00026854-0.00038028i,-0.00030327-3.2281e-05i,-1.0282e-06-0.00032007i,0.00035256-0.00065187i,0.0010592-0.00018408i,0.0016318+0.00015258i,0.0013741+0.00025072i,0.0007733+0.00056909i,0.0001387+0.00023618i,-0.00035441-0.00016358i,-0.00021763-0.00015496i,-0.00048967-0.0007075i,-0.00022667-0.00087428i,0.00066884-8.5474e-05i,0.0006568+0.00058944i
0.0048392-0.0019294i,0.0058909-0.0019925i,0.0040938-0.0019748i,0.0018717-0.0023806i,0.0011171-0.0015678i,0.0011217-0.00045879i,0.0012505+0.00013332i,0.00057075+0.00030033i,-0.00042286+0.00050013i,-0.00095621+0.00021789i,-0.0008084+5.6216e-06i,-0.00027704+0.0002781i,0.00027835+4.8129e-05i,0.00077363-0.00058852i,0.00037045-0.00043529i,0.00027413-0.0001323i,0.0008969+0.00030966i,0.00048266+0.00014419i,-0.00053143-6.5897e-05i,-0.00031821-0.00022254i,0.00048544-0.00046921i,-4.3319e-05-0.00018428i,-0.00046074+0.00025577i
