-0.00087211+0.00060633i,-0.0011246-0.00034264i,-0.0015711-0.0012092i,-0.0011533-0.0010179i,-0.00094835+0.00073338i,-0.00086786+0.0019359i,-0.00013005+0.0018111i,0.00045189+0.00062278i,0.00092986-0.00032821i,0.0011838-0.00020911i,0.0004436-1.2101e-05i,-0.00014979-0.00043569i,-0.00076313-0.00033465i,-0.0008455+0.00055351i,-0.00064212+0.00048997i,-0.00087505-4.3948e-05i,-0.00064687-0.00012695i,-0.0002193-0.00053123i,0.00015111-0.00087601i,-1.5718e-05-0.00053469i,-8.7257e-05+0.00032298i,8.4731e-05+0.00045962i,-3.5105e-05+0.00041557i
-0.00094911-0.00036287i,-0.00088803-0.00052187i,-0.00037086-0.0011705i,-0.00038034-0.00093267i,0.0004406+0.0015941i,0.0015256+0.002049i,0.0017306+0.00043533i,0.0016334+1.9159e-05i,0.00069016+0.00018997i,-7.4203e-05-0.00023557i,-0.0011429-0.00026716i,-0.0014026+0.00015477i,-0.0014184+0.00090339i,-0.001508+0.0015314i,-0.00069313+0.0014282i,-0.0002924+0.00055637i,-0.00015115-0.00042875i,-0.00085937-0.00098671i,-0.0012099-0.00057387i,-0.00071701-0.00015984i,-0.00028804-0.00039788i,-0.00018292-0.00077034i,-0.00061739-0.00063314i
-2.4105e-05+0.0043793i,0.00036173+0.0044114i,0.0019893+0.0050246i,0.0018599+0.0039219i,-0.0012952+0.0030758i,-0.0020656+0.002434i,1.4061e-05+0.001328i,0.0011369+0.00043616i,0.00055246+0.00089833i,-0.0001589+0.0015273i,-0.0005358+0.001381i,-0.00049738+0.00067171i,0.00016586+0.0001894i,0.0004461+0.00020571i,-9.5814e-05-9.3065e-05i,-0.00045288-0.00050136i,-0.00036197-0.001177i,0.00020946-0.001516i,-0.00017178-0.0015065i,-0.0011256-0.0016386i,-0.001091-0.0007962i,-0.00087005+0.00030865i,-0.00055694-0.00033282i
-0.0019248-0.0013222i,-0.0023392-0.00099982i,-0.0033165-0.0014256i,-0.0026621-0.00048386i,-0.00048185-0.00053151i,0.00024361-0.00041786i,0.0015264+0.0006579i,0.0024911+0.0012133i,0.0019246+0.0010534i,0.0015041+0.00099952i,0.0015069+0.0017017i,0.0016838+0.002418i,0.0012325+0.0019033i,0.00044946+0.0010783i,-0.00034764+0.00053165i,-0.00065592+0.00026364i,-0.00046288+0.00027711i,-0.00037339+0.0010113i,-0.00064007+0.0016083i,-0.00077632+0.001428i,-0.00066138+0.0012968i,-0.00037765+0.00097408i,0.00043853+0.00054853i
-0.0016933-0.00090742i,-0.0013454-0.0013665i,-0.0012867-0.001369i,-0.002099-0.00073183i,-0.0026096+0.0024793i,-0.0010659+0.0031292i,0.0010294+0.0013375i,0.0021899+0.00049135i,0.0022284-0.00033625i,0.0015531+0.00047937i,0.0015624+0.00082773i,0.00084232+1.186e-05i,-0.00061214-0.00078472i,-0.00097637-0.0013832i,-0.00078807-0.0018053i,-0.00093918-0.0023918i,-0.00062123-0.0020784i,-0.00016396-0.0011446i,-0.00040026-0.0011993i,-0.00061438-0.0010795i,-0.0012708+0.00028064i,-0.00073807+0.00071389i,-0.00015666+0.00056359i
-0.00079327-0.0019589i,6.5151e-05-0.0020551i,0.00094559-8.4571e-05i,0.0009958+0.00078861i,-0.0002437+0.00016829i,-0.00011311+0.0012731i,0.00087866+0.0013512i,0.002225+0.00032964i,0.0023745-8.117e-05i,0.0018404-0.00082712i,0.0014914-0.0021798i,0.00076573-0.0025914i,0.00028455-0.0013428i,-0.00045517-0.0008934i,-0.00077747-0.00094462i,-0.00024692-0.00085245i,0.00027203-0.0013805i,0.00036764-0.0014132i,0.00039743-0.00066255i,0.00070376+3.6904e-05i,0.0012788-0.00023096i,0.001617-0.0010877i,0.0013941-0.00046494i
0.00044041-0.00066443i,0.00034549-0.00034535i,-0.0010871+0.0014091i,-0.0014171+0.0033502i,-3.7415e-05+0.0039614i,-0.0010232+0.0038676i,-3.6454e-05+0.0027269i,0.0014842+0.00078084i,0.00069781-0.00078293i,-0.00019445-0.002491i,-0.00029454-0.0024554i,-0.00021724-0.0012745i,-0.00026627-0.00067413i,0.00059458+0.00018816i,0.00086803+0.0001286i,0.0002475-0.00066401i,5.3581e-05-0.0007277i,0.00017691-0.00082302i,-0.00035936-0.00070869i,-0.0010596-0.00057763i,-0.00078543+0.00014312i,-0.00012129+0.00079815i,0.00063461+3.2665e-05i
-0.0026485+0.0016495i,-0.0028118+0.00042226i,-0.002843-0.00020885i,-0.0036383-0.001127i,-0.0036404+0.00012599i,-0.00069634+0.00011425i,0.0012188-0.00087744i,0.0012183-0.001026i,0.00081075-0.0017136i,-0.0010103-0.0016317i,-0.0020801-0.00080556i,-0.0016975-0.00043695i,-0.00036956-7.2629e-05i,0.0015222+0.00065561i,0.0014705+0.00084097i,0.00035629+0.00041641i,-0.00075965+7.5993e-05i,-0.0017556+0.00091775i,-0.001825+0.0017756i,-0.00090663+0.0011413i,0.00029049-9.8677e-05i,0.00084101+0.00037953i,0.0012256+0.0010692i
-0.0014667-0.0015041i,-0.001071-0.0015011i,0.00040346-0.00068268i,0.0022759+0.00021681i,0.0011043+0.0011299i,-0.0010078+0.0022943i,-0.0007383+0.0020701i,0.00096399+0.0013737i,4.7665e-05+0.0013004i,-0.0016374+0.00084292i,-0.0023168+0.0012965i,-0.0026222+0.0014494i,-0.002486-9.1989e-05i,-0.002317-0.0012033i,-0.0018606-0.0011206i,-0.0017609-0.00075708i,-0.0014455-0.00091261i,-0.0013091-0.0011367i,-0.0015307-0.001582i,-0.0013507-0.00070148i,-0.00099243+0.00068637i,-0.00074985+0.00092725i,-0.00042581+0.00051181i
0.00047461-0.00081865i,-8.1943e-05-0.0006575i,-0.0013804+0.00010828i,-0.0025705-5.089e-05i,-0.0001369-0.00029501i,0.00096577+0.0010756i,0.00038457+0.002452i,0.0016213+0.0017396i,0.0018464+0.00086144i,0.00039558+0.0020878i,-0.0001579+0.0032893i,0.0003889+0.0017364i,0.00025794-0.00052775i,0.00039334-0.0018038i,0.00041209-0.0020614i,9.8194e-05-0.0018873i,-0.00023507-0.0012118i,-0.0001314-0.00011271i,-0.00015904+0.00048089i,-0.00038181+0.00022134i,-0.00060668-0.00082515i,-0.00056107-0.00077177i,-2.0395e-05+0.00011117i
-0.0036491-0.00057009i,-0.0032823+0.00077718i,-0.0024885+0.0026843i,-0.0019141+0.0043304i,-0.0023106+0.0065701i,-0.00028769+0.0059716i,0.0021518+0.0028917i,0.0022801+0.00099713i,0.0025189+0.00047619i,0.0026203+0.0018869i,0.0027486+0.0026765i,0.0030234+0.0015906i,0.001158+0.00078331i,-0.00030284+0.00019281i,0.00013106-0.00024999i,0.00014426-0.00052579i,-3.5005e-05-0.0011815i,-0.00017375-0.0020083i,-0.0011488-0.0018534i,-0.0017408-0.0010859i,-0.0010315+0.00092122i,-0.00088035+0.0021204i,-0.00069928+0.0018039i
-0.0026435-0.000103i,-0.0029229-9.2757e-05i,-0.0029385+1.4399e-05i,-0.0028041-0.00032891i,-0.0033421-0.00082293i,-0.001172-3.3114e-05i,0.0013999+0.00059812i,0.0028316-4.6177e-06i,0.0034277-0.00071261i,0.0034288-0.00091276i,0.0037475-0.00042126i,0.0034916+0.00015465i,0.0019976+0.00057173i,0.00085568+0.00090269i,0.00034448+0.00087811i,0.0001877-7.018e-05i,0.00037407-0.00091484i,0.00034961-0.00018495i,0.00029577+0.00038139i,0.00079039+0.00010033i,0.0009524-0.00016536i,0.00044668+5.3073e-05i,0.00053613-0.00052409i
0.0014209-0.00089727i,0.0023111-0.0013264i,0.0013204-0.0017562i,-0.0002891+3.5873e-05i,0.00071847+0.0024485i,0.00051919+0.0038163i,0.00029693+0.0032299i,0.0013101+0.00099383i,0.0014555-0.0010458i,0.0014593-0.0022765i,0.00034751-0.0021731i,4.9533e-06-0.0015547i,0.00016548-0.00075035i,-5.5749e-05-0.00023766i,-0.00012985-0.00011755i,-0.00099788+3.7253e-05i,-0.0014783+0.00012335i,-0.0017881-0.00095704i,-0.0016425-0.0013287i,-0.00028692+0.00021171i,0.00055582+0.00072321i,0.00010786+0.00059958i,-0.00027864+0.00047193i
0.0011364+0.0014569i,0.00051665+0.00059739i,0.00018919-0.00016789i,-7.653e-05-0.0014271i,-0.0027646-0.001905i,-0.0022782-0.0016685i,0.001189-0.001618i,0.001477-0.0016621i,0.00079801-0.0016586i,0.00040908-0.0023647i,-0.00043624-0.0035295i,-0.0016039-0.003843i,-0.0013829-0.0025714i,0.00025351-0.0016667i,0.00083722-0.0010116i,-0.00048352-0.00072411i,-0.00094398-0.00058158i,0.00012968+2.7526e-05i,0.0010902+0.00057863i,0.0014451+0.00016992i,0.0008449-0.00053206i,0.00029438-0.0007044i,0.00060608-0.00085287i
5.2035e-05+0.00034497i,0.00014132-5.1614e-06i,0.00036666+0.0012814i,0.0022754+0.0038532i,0.0032899+0.0056195i,0.0011305+0.0050371i,-0.00040195+0.0026217i,0.00036504+0.00099452i,-0.00012195-0.0004199i,-0.0015595-0.0012582i,-0.0025276-0.0012285i,-0.0019757-0.00073844i,-0.0017659-0.00039556i,-0.0024704-0.00067167i,-0.0017068+0.00017108i,-0.00083359+0.00066914i,-0.00082771-2.841e-05i,-0.00075047-0.00040801i,-0.00068088-0.00052884i,-0.00065817-0.00076037i,-0.00056327+0.00031242i,5.2904e-05+0.0010335i,0.00036643+0.0013814i
0.0025397+0.0020169i,0.0018216+0.0014634i,-0.00021744-0.000408i,-0.0029555-0.0024245i,-0.0036831-0.0038054i,-0.0028036-0.0045222i,-0.0010245-0.002448i,0.00069256-0.0012124i,0.00057792-0.00052018i,-0.00011782+0.0014721i,-0.0012312+0.0025985i,-0.0015728+0.0026803i,-0.0013395+0.0014508i,-0.0019735-0.00016177i,-0.0020764-0.0010851i,-0.0016721-0.0014537i,-0.0012239-0.00080751i,-0.00084725-0.00010761i,-0.00070348+0.00022489i,-0.0012634-7.2715e-05i,-0.0021186-0.0012333i,-0.0022393-0.0012052i,-0.00097387-0.00096482i
-0.00050517-0.0039258i,-0.00049427-0.0040716i,-0.0010786-0.0040748i,-0.00035981-0.0027274i,7.478e-06+0.00073953i,0.0018537+0.0056471i,0.0034228+0.0055564i,0.0027503+0.002236i,0.0017544+0.0017396i,0.00073471+0.0035332i,0.00039916+0.0047234i,0.0002387+0.0043271i,-0.00045968+0.0036554i,-0.00087141+0.0023881i,-0.00042388+0.0014629i,0.00050138+0.00090001i,0.00092144-0.00043603i,-0.00031574-0.0013977i,-0.0017587-0.0010656i,-0.0017059-0.00035108i,-0.00035109+0.00023402i,-0.00052398+0.0012198i,-0.0014633+0.0017292i
-0.0011079-0.0017884i,-0.00039515-0.0020292i,-0.00048621-0.00018288i,-0.0025752+0.0018031i,-0.0058087+0.0013268i,-0.0059178-0.0011214i,-0.0028048-0.0021219i,-0.00047087+0.00028198i,0.0010011+0.00074553i,0.001736+0.00074507i,0.0017033+0.0008763i,0.00076138+0.00038958i,7.4838e-05-0.000391i,0.00091482-0.00044512i,0.0014003+0.00011358i,0.00061589-0.00032954i,-0.0003659-0.00094759i,0.00053926-0.00044841i,0.0015778+0.00035658i,0.001341+0.00089157i,-0.00011849+0.00081914i,-0.00071758+4.0623e-05i,0.00034775-6.9197e-05i
-0.0024924-0.0043699i,-0.003505-0.0042407i,-0.0040099-0.0048997i,-0.002577-0.002415i,0.0029501+0.0024196i,0.0050817+0.0054035i,0.0032879+0.0053108i,0.0044347+0.0021353i,0.0046586-0.00063075i,0.0030206-0.0020154i,0.0023322-0.0033546i,0.0021461-0.0031035i,0.0016075-0.0010675i,0.0010601+0.00014886i,0.0005281+8.1986e-05i,7.049e-05+0.00020689i,0.00011185-0.00028107i,0.00013838-0.00055068i,0.00038323+0.00049848i,0.00088251+0.001197i,0.0011459+0.00067439i,0.0016079+0.00013706i,0.0023133+0.00070246i
-7.6255e-05-0.003286i,-0.0016084-0.0024671i,-0.003047-0.0029604i,-0.0045298-0.0029036i,-0.0084172-0.00090067i,-0.007609+0.00045622i,-0.00095703+0.00010377i,0.0018754-0.0018739i,0.001434-0.0033632i,0.00073262-0.0036406i,-9.2892e-05-0.0036897i,-0.00062815-0.0032077i,-0.0011368-0.0021773i,-0.001288-0.0015746i,-0.0015602-0.0013238i,-0.0020432-0.00085571i,-0.0016824-0.00028958i,-0.00062189-0.00048289i,-0.00068027-0.00041355i,-0.0011355+0.00057977i,-0.00096988+0.00051237i,-0.00083436-0.00022544i,-0.00050061-0.00085244i
-0.0017327-0.0018313i,-0.00093393-0.0026059i,-0.00029819-0.0024049i,0.0028261-0.00068711i,0.006064+0.0011294i,0.007595+0.0027898i,0.0053976+0.0018025i,0.0030503+0.00097065i,0.0027686+0.00020973i,0.00036991-0.0006972i,-0.002573-0.00099638i,-0.0030823-0.00011465i,-0.0019752+0.00052086i,-0.0015432-0.00089843i,-0.0017827-0.0021013i,-0.00086336-0.0019667i,-5.7061e-06-0.0015235i,-0.00080245-0.00086812i,-0.0022629-0.00099939i,-0.0011147-0.0011861i,0.00034278-0.00059033i,9.4931e-06+9.1205e-05i,-0.00048535+0.0003972i
-0.0032173+0.0069545i,-0.0016552+0.0082514i,-0.00039586+0.010407i,-0.0029555+0.0091094i,-0.0052431+0.0072187i,-0.0066004+0.0023573i,-0.0047985+5.0855e-05i,-0.0010401+0.0003997i,-0.00053087+0.0002401i,-0.0016547+0.0017207i,-0.0029321+0.0022949i,-0.0022556+0.00096993i,-0.00081204+9.0382e-05i,-0.0016358+7.4342e-05i,-0.0024544+0.00013287i,-0.0016808+0.00024519i,-0.00059515+7.5771e-06i,0.00050739-0.00076021i,0.0010829-0.0004908i,0.0004971+0.00014417i,-0.0007478-0.00058395i,-0.0014382-0.00094888i,-0.0014267+0.00025109i
0.00041582-0.0027527i,-0.00037267-0.0032014i,-0.00019209-0.0037549i,0.0015811-0.0052224i,0.0040761-0.0053473i,0.0070857-0.00078614i,0.0059307+0.0037947i,0.0029114+0.0024604i,0.00082331+0.0017051i,-0.0011635+0.0030285i,-0.0017189+0.0038751i,-0.0011911+0.0035797i,-0.00051868+0.0022732i,0.00018724+0.0025236i,0.00012913+0.0028866i,-8.6652e-05+0.0014041i,0.00038929-0.0014639i,0.00029945-0.0022531i,-0.00081083-0.00099411i,-0.0011458+4.0238e-05i,-0.00080394-2.4048e-05i,-0.00040731-0.00073157i,-7.1354e-05-8.303e-05i
0.0014899-0.00097747i,0.00066751-0.0019299i,0.000563-0.0016693i,-0.0016976+0.0022625i,-0.008812+0.0058563i,-0.010871+0.0043058i,-0.005769-1.4098e-05i,-0.0023657+0.00067572i,-0.0006438+0.0015279i,0.00034472+0.0013032i,0.0015221+0.0015017i,0.0023718+0.00057064i,0.00068535-0.00068041i,-0.0010775-0.00051686i,-0.0013359-0.00026232i,-0.0015874-0.000774i,-0.0018464-0.00078874i,-0.0015667-0.00032936i,-0.00058887+0.00030193i,0.00036402+0.00062943i,-0.00097483+0.0012664i,-0.0018928+0.0021156i,-0.00092403+0.0020141i
-0.0012193+0.0036761i,-0.00066344+0.002788i,0.00051518+0.0013975i,0.003373-0.0024582i,0.011538-0.0050136i,0.014753-0.0036219i,0.010611+0.00058405i,0.0083524+0.0010325i,0.0075619-0.0002165i,0.0067517-0.00016521i,0.0057989-0.00053831i,0.0047847-0.0020993i,0.0030621-0.002336i,0.00080755-0.0017416i,-0.00039816-0.0019688i,-0.0004872-0.0025619i,-0.0013854-0.0031615i,-0.002809-0.0029625i,-0.0025731-0.0018446i,-0.00090819-0.0010504i,0.00074343-0.00089294i,0.0015904-0.00028596i,0.0027311+0.00036953i
0.0031252+0.00048039i,0.0026217+0.0014334i,0.0039259+0.0035509i,0.00060556+0.0059642i,-0.0080461+0.0086212i,-0.01247+0.0086503i,-0.006364+0.0056861i,0.00077773+0.0031411i,0.0025359+0.002137i,0.0028889+0.00066973i,0.0027917-0.0013179i,0.00041124-0.0016722i,-0.0020168-0.0010468i,-0.0021399-0.00020475i,-0.0014219-0.00040625i,-0.0016321+9.8158e-05i,-0.00099917+0.0011962i,0.00044912+0.0012379i,0.0011499+0.00056483i,0.00093817-0.00023522i,0.00025131+0.00028754i,-0.00021216+0.0010468i,-0.0001585-0.00011601i
-0.00054915+0.00017738i,-0.0017349-0.0004222i,-0.0041231-0.0019903i,-0.0033484-0.0063136i,0.001789-0.012131i,0.0097559-0.011009i,0.010925-0.0071609i,0.0045607-0.0047053i,0.0021297-0.0033167i,0.00075158-0.0035124i,-0.0022527-0.0031785i,-0.0037732-0.0014147i,-0.0034786-0.00028741i,-0.0018253-0.00031475i,-0.00073641+0.00050269i,-0.0010554+0.0011879i,-0.0013753-9.6082e-05i,-0.0018834-0.001117i,-0.0018107-0.00044773i,-0.0010366+0.00044812i,-0.0011902+3.7246e-05i,-0.0012841-0.00099024i,-7.9756e-05-0.00025285i
-0.0018241-0.0037661i,-0.00076077-0.0033867i,-0.0011858-0.0032706i,-0.0021881+0.0026003i,-0.0034251+0.014211i,-0.0095021+0.014637i,-0.010336+0.0064551i,-0.0031039+0.002484i,-0.0020185-4.4628e-05i,-0.0054728-0.0022895i,-0.0055345-0.0019026i,-0.0025284-0.00044942i,-0.00019083+0.00051925i,-0.0003939+0.00018163i,-0.0014838+0.00058695i,-0.001484+0.00073584i,0.00059922-0.0003427i,0.0017911-0.00029361i,0.0015702+0.00011739i,0.0014656+0.00027418i,6.5358e-05+2.0652e-05i,-0.0025984-0.00062421i,-0.0035527-0.00098873i
0.0028339-0.00084209i,0.0029616-0.0017806i,0.0048147-0.0040816i,0.0045659-0.0091964i,0.0024682-0.016066i,0.0040555-0.015229i,0.0051195-0.006769i,0.0031738-0.0040588i,0.0010283-0.0045137i,-0.00075663-0.0025154i,-0.00056144-0.00021939i,0.00046113+0.00085507i,0.0011969+0.0002223i,0.0013996-0.00078439i,0.00062746-0.0007114i,0.00033023-0.00089397i,-0.00032425-0.0023101i,-0.0014362-0.0024293i,-0.0016659-0.0020169i,-0.002179-0.0021034i,-0.0021848-0.0020204i,-0.0012557-0.0020081i,-1.6821e-05-0.00077203i
-0.00052761+0.0013794i,0.00096774+0.0017068i,0.0016583+0.0068264i,0.0016688+0.014835i,-0.0025232+0.021019i,-0.0064975+0.022512i,-0.0038862+0.013497i,-0.0011297+0.0067999i,0.001287+0.0066427i,0.0029454+0.0062722i,0.0035666+0.004628i,0.0036237+0.0026968i,0.0018785+0.0013267i,9.1587e-05+0.00043317i,-0.00068039-7.9827e-05i,-0.0004977-0.0002208i,-0.00010468+0.00011319i,-0.00045946+0.00039611i,-0.00068191-0.00063408i,0.00050939-0.00079365i,0.0010676+0.00036218i,0.00076924+0.001724i,0.00054792+0.0022657i
0.00058767-0.0025627i,-0.0011413-0.0028556i,-0.0061401-0.0081132i,-0.01133-0.014303i,-0.0058695-0.017507i,0.0032106-0.018655i,0.0043719-0.010062i,0.003745+3.5662e-05i,0.0029877+0.00095981i,0.0017778+0.0015733i,0.00053813+0.0030763i,-0.00042723+0.0021839i,-0.0010005+0.00063106i,-0.0013021-0.00041216i,-0.001169-0.0004971i,-0.0026555-0.00059734i,-0.0037038-8.5931e-05i,-0.0038194+0.00038645i,-0.0038531+0.00053146i,-0.0026187+0.00086276i,-0.0014078+0.00066018i,-0.00047781+0.0010097i,0.0009808+0.001413i
0.00029618-0.0005255i,0.0013472-0.0013403i,0.0062344-0.00020137i,0.011217+0.0053421i,0.0081651+0.016486i,0.0012093+0.023888i,0.00019139+0.017641i,0.0051561+0.0068077i,0.0049933+0.0022726i,0.0014437+0.00078954i,0.00059151-0.001608i,-0.00059606-0.0029593i,-0.0019597-0.0020137i,-0.0014665-0.00069295i,-0.0019451-0.0006318i,-0.0018914-0.00071807i,-0.00044131-0.00074351i,0.0012026-0.00026555i,0.0016507+0.00046822i,0.0010678+0.00091596i,0.00035816+0.00094854i,-0.00052299+0.00089256i,-0.0010696+0.00017259i
0.00041703-0.0009762i,0.00080569-0.00019315i,-0.0025232+0.00089283i,-0.0070886-0.0035267i,-0.010209-0.017313i,-0.0026681-0.023799i,0.0067659-0.017592i,0.0036856-0.011677i,0.00034521-0.0095432i,0.00045525-0.0080909i,7.8733e-05-0.0061136i,-0.00058753-0.0043524i,-0.00094921-0.0030625i,-0.00032003-0.001286i,-4.1526e-05+0.00041955i,-0.00069742+0.00097013i,-0.00096163-3.3396e-05i,-0.0017304-3.4959e-05i,-0.0030644+0.0008231i,-0.0026095+0.0010245i,-0.00095597+0.00013118i,-0.00054438-0.0013135i,-0.00029587-0.0020465i
0.0016317+0.00084375i,0.0025217+0.0023035i,0.0036199+0.0018465i,0.0057245+0.0071624i,0.010968+0.022902i,0.0085369+0.026819i,0.0003785+0.014765i,0.0020891+0.0044589i,0.0049322-0.0011063i,0.0023546-0.0032993i,-0.00080062-0.002855i,-0.001089-0.0011222i,-0.00045078+0.0011209i,-0.0011425+0.0019527i,-0.00089633+0.0017032i,0.00068311+0.0017778i,0.0010023+0.00063053i,-4.6778e-05-0.0012588i,-0.00065724-0.0018431i,-0.0006017-0.0013079i,-0.00016785-0.00080247i,-0.00036763-0.00053335i,-0.00080144+0.00033088i
-0.00048087-0.00045393i,-0.0011599-0.0017172i,-0.0047833-0.0039362i,-0.011431-0.010769i,-0.019285-0.022254i,-0.017778-0.025737i,-0.0095137-0.015804i,-0.0056218-0.0064272i,-0.0051182-0.0026854i,-0.0044627-5.6228e-05i,-0.0026337+0.0021314i,-0.0016602+0.002104i,-0.00067633-3.2621e-05i,-0.00030226-0.0011702i,-0.00088201-0.0012469i,-0.0013132-0.0015115i,-0.0023122-0.0013708i,-0.0032814-0.00016802i,-0.0028547+0.00055297i,-0.0017269+0.00041069i,-0.0011098+0.0013022i,-0.00078921+0.0011588i,0.0010335+0.00026995i
0.0015431-0.0037345i,0.0027366-0.0053529i,0.0060271-0.0049311i,0.012122+0.0027671i,0.017387+0.015978i,0.017196+0.029209i,0.012594+0.02534i,0.0075016+0.010718i,0.0043374+0.0063238i,0.0005199+0.0066791i,-0.0031686+0.0047774i,-0.00252+0.0021591i,-2.4626e-05-0.00018046i,0.00085767-0.00068838i,-9.9715e-05-0.00046883i,-0.00073173-0.0012412i,-0.00011891-0.0021197i,0.00039396-0.0019494i,0.00073704-0.00094528i,0.00086411-0.00058385i,0.00029736-0.00080402i,-0.0011231-0.00025774i,-0.001994+0.0027659i
0.0009566-0.0010395i,0.0016107+0.00058093i,-0.0031454-0.0010555i,-0.016191-0.0049119i,-0.027703-0.00867i,-0.024976-0.018606i,-0.013391-0.016506i,-0.0052967-0.0012689i,-0.0036105+0.0021244i,-0.0038531+0.00019079i,-0.0032092+0.00096084i,-0.00079198+0.0013163i,-3.1187e-05+0.00090954i,-0.001488-0.00055399i,-0.0016648-0.00099128i,-0.00079948-0.00026959i,-0.0002173+0.00051372i,-0.00023729+0.00049566i,-0.00033856+0.00031589i,-0.000519+0.00090002i,-0.00019079+0.00034114i,0.00074052-0.00062465i,0.00172-0.00068119i
0.0006415+0.0015834i,0.00028116+0.00092084i,0.004731+0.00248i,0.017278+0.0047176i,0.03188+0.0088893i,0.033292+0.019212i,0.02284+0.019209i,0.015975+0.0054148i,0.01279-0.0029023i,0.0092639-0.0037769i,0.0063273-0.0040976i,0.0026088-0.0043103i,-0.00072615-0.0023522i,-0.00027445+0.00044059i,0.00074348+0.0015512i,0.00082629+0.00060097i,0.0010875+0.00011483i,0.00050451-2.3981e-05i,0.00031171-0.00051308i,0.00096208-0.00051918i,0.00095892+2.3086e-06i,-0.00041658+0.00033014i,-0.0011277+0.0010509i
0.0034365-0.00043106i,0.0030647-0.0011436i,-0.0036425-0.0019289i,-0.017822-0.0035554i,-0.034189-0.01082i,-0.036045-0.016824i,-0.018327-0.01346i,-0.0054566-0.0059446i,-0.0016694-0.0017885i,0.0018824-0.0012353i,0.0036989-0.0011878i,0.0012539-0.00051454i,-0.0011757+0.0006608i,-0.0014557+0.001025i,-0.0019214+0.00073864i,-0.0020379+0.0013799i,-0.0022879+0.00072003i,-0.0018216+0.00035815i,-0.0014884+0.00079991i,-0.0014003+0.0012734i,-0.00042187+0.0015442i,0.0014749+0.00067762i,0.0027641-0.0018278i
0.0020422-0.0034133i,0.0025469-0.0031181i,0.0069994-0.0087744i,0.017213-0.0093364i,0.031945+0.0046314i,0.038071+0.012114i,0.025114+0.0037005i,0.012109-0.0029069i,0.0085477-0.0040245i,0.0047883-0.0038151i,-0.00052936-0.0025768i,-0.0024325-0.00043023i,-0.00067938+0.00072087i,0.0015589+0.00019582i,0.0014047-0.00043737i,-9.4366e-05-0.0019893i,-0.0012607-0.0030339i,-0.0012427-0.0022608i,-0.0017677-0.0018058i,-0.0017522-0.0014412i,-0.0010547-0.00049956i,-0.0021569+0.0010462i,-0.0022431+0.0030981i
0.0022812-0.001648i,0.0022414-0.0010234i,-0.0019544+0.0029501i,-0.016051+0.0069495i,-0.03963+0.00052419i,-0.051146-0.0067577i,-0.035563-0.0023829i,-0.014665+0.0049919i,-0.0089032+0.0052368i,-0.0099565+0.0020569i,-0.0081859+0.0015068i,-0.0038191+0.0011984i,-0.00073361-0.00065138i,-0.00072553-0.001551i,-0.0012193-0.0008738i,-0.00087678-0.00063774i,-0.0006798-0.0012313i,-0.00050881-0.0016309i,-0.00034396-0.00064399i,-0.00022196-0.00016374i,0.00015043-0.00056836i,0.00048974-0.0018119i,-3.8405e-05-0.0025614i
0.00013293+0.0024264i,0.0008596+0.0021946i,0.003368+0.00034454i,0.015166-0.0043721i,0.036216-0.0086172i,0.047155-0.00090479i,0.032345+0.0057473i,0.010644-0.00031985i,0.0022088-0.0049003i,-0.0006295-0.0046302i,-0.0031854-0.0036364i,-0.0029937-0.0018056i,-0.0019406-0.00093097i,-0.0010764-0.0011179i,-0.00036731-0.00069571i,-0.0012288-0.00050393i,-0.0018564-0.0011927i,-0.0009368-0.00063521i,-0.00012618+0.0005109i,9.9256e-05-0.00019966i,-0.00016408-0.0010652i,-0.00099724+0.00051697i,-0.00075484+0.00378i
-0.0016195-6.9628e-05i,-0.0023719+0.00077979i,-0.0069154+9.7274e-05i,-0.020782+0.0055624i,-0.041087+0.019941i,-0.047889+0.019702i,-0.031675+0.010174i,-0.011575+0.0094618i,-0.0018014+0.0086344i,0.0019776+0.0070185i,0.0039826+0.0061289i,0.0035486+0.0024425i,0.0011399-0.00075848i,-0.00099977-0.0012503i,-0.0016255-0.00041754i,-0.00027842-0.00057732i,0.001175-0.0012579i,0.001317-0.0011243i,2.5967e-05-0.00074711i,-0.0001894+0.00046838i,0.00085501+0.00099073i,0.0010303-0.00049184i,0.0015936-0.003155i
0.0025353-0.0022162i,0.0021992-0.0056296i,0.007996-0.0099223i,0.022997-0.016526i,0.043171-0.025644i,0.049696-0.022896i,0.034428-0.011711i,0.017683-0.0079924i,0.010979-0.0066824i,0.0081714-0.0025542i,0.0043724+0.0014492i,0.0021316+0.0019353i,0.0013248+0.00087536i,0.0012303+0.0007899i,0.001154-0.00051191i,-0.00022037-0.0014819i,-0.0017066-0.00016852i,-0.0025347+0.00076981i,-0.0025127+3.3665e-05i,-0.0022635-0.00084158i,-0.002197+0.00072027i,-0.0015756+0.0041123i,0.00037565+0.0054824i
