-0.00020833+0.00041403i,0.00034017-0.0010238i,-0.001166-0.00086402i,-0.0028607-0.00025042i,-0.0026025-0.00053057i,-0.0015124-0.00024005i,-0.0011147+0.00061073i,-0.0001699+0.00051207i,0.00060522+0.00013515i,0.00034184-0.0005426i,9.4067e-05-0.0014924i,-7.7564e-05-0.0018733i,-0.00060487-0.0015002i,-0.0012047-0.0009572i,-0.00078024-0.00077219i,-0.00082082-0.00063985i,-0.0010093-0.00080609i,-0.00059446-0.00065756i,8.3481e-05+7.4266e-05i,0.0002434+0.00023304i,0.00025128+2.9759e-05i,-9.8796e-06-0.00048304i,-0.00038555-0.0010504i
-0.03801-0.00071903i,-0.085063+0.043353i,-0.069568+0.17216i,0.046012+0.31976i,0.10925+0.33633i,0.029048+0.23371i,-0.073948+0.16056i,-0.087858+0.11535i,-0.054615+0.050899i,-0.025523+0.013237i,-0.0022037+0.01024i,0.008851+0.010914i,0.0089197+0.0062444i,0.00038793-0.0058593i,-0.015268-0.01797i,-0.024125-0.0203i,-0.020493-0.015902i,-0.010708-0.010811i,0.00045569-0.009761i,0.0075597-0.012409i,0.0072184-0.013818i,0.0045951-0.015203i,0.0035847-0.017193i
0.0053783-0.062179i,-0.011093-0.16951i,-0.063584-0.3112i,-0.14943-0.39737i,-0.18054-0.36835i,-0.085946-0.26228i,0.037732-0.16251i,0.080806-0.087423i,0.066105-0.028053i,0.04132-0.0063658i,0.01361-0.012971i,-0.0075341-0.01446i,-0.015597-0.0041434i,-0.014105+0.0090135i,-0.0055719+0.015827i,-0.00039742+0.014439i,-0.0035564+0.0097935i,-0.0092928+0.0039242i,-0.013639+2.9905e-05i,-0.012935-0.0013691i,-0.0053038-0.0019177i,0.0020827-0.00074837i,0.0045579+0.0013247i
0.044115+0.010961i,0.10112+0.044842i,0.13396+0.095687i,0.10495+0.13502i,0.064254+0.1338i,0.019746+0.078336i,-0.052442+0.0031271i,-0.094851-0.028655i,-0.079296-0.01603i,-0.048846+0.0032186i,-0.023509+0.014566i,-0.0069182+0.011665i,-0.0012125+0.00018856i,0.0050916-0.0090444i,0.012706-0.014218i,0.015569-0.015174i,0.014574-0.01172i,0.013727-0.0055775i,0.015233+0.0026707i,0.015442+0.011423i,0.012397+0.016105i,0.0083901+0.016595i,0.0057934+0.015756i
-0.0071608+0.032738i,0.011795+0.085665i,0.10384+0.12013i,0.23649+0.078365i,0.25819+0.023377i,0.15568+0.039748i,0.081941+0.083666i,0.05135+0.071718i,0.016243+0.025821i,0.0033682+0.00011376i,0.011269-0.0089433i,0.013251-0.010427i,0.0078045-0.0075427i,-0.0053467-0.0023636i,-0.019854+0.0057708i,-0.024443+0.0094067i,-0.019234+0.0049506i,-0.012077-0.0030716i,-0.01172-0.010594i,-0.017395-0.014301i,-0.022777-0.012812i,-0.024042-0.010755i,-0.021142-0.0098319i
-0.041113-0.015956i,-0.15372-0.031508i,-0.34229-0.015375i,-0.492+0.05272i,-0.45084+0.080958i,-0.24948+0.0061952i,-0.070176-0.087196i,0.011349-0.10349i,0.036886-0.065116i,0.02824-0.033783i,0.002004-0.015288i,-0.011934-0.0023733i,-0.0075007+0.004613i,0.0047593+0.0064775i,0.01328+0.0026181i,0.013605+0.00094765i,0.0097746+0.0054486i,0.005945+0.010285i,0.0049078+0.012296i,0.0078506+0.0075672i,0.013231-0.0017182i,0.01671-0.0068311i,0.015138-0.0067054i
0.033475-0.042016i,0.096306-0.10631i,0.19915-0.1714i,0.27941-0.19087i,0.25767-0.15081i,0.13313-0.069183i,0.0062076+0.0167i,-0.038126+0.052146i,-0.030836+0.045369i,-0.013331+0.039684i,0.0046722+0.030889i,0.0092343+0.013858i,0.0035073+0.0012664i,-0.0013318-0.0075108i,-0.0032713-0.014539i,-0.0022103-0.016794i,0.0007872-0.015616i,0.0049173-0.013661i,0.0088864-0.012891i,0.010831-0.010335i,0.0089615-0.0041877i,0.0060906+0.00029404i,0.0048007+0.00030885i
0.026953+0.014408i,0.068683+0.037915i,0.10434+0.025004i,0.085561-0.042645i,0.03496-0.068227i,0.032255-0.01055i,0.072348+0.031941i,0.070404+0.02869i,0.025569+0.017293i,-0.0037187+0.001921i,-0.0097148-0.011824i,-0.0063806-0.013763i,-0.0010952-0.0076369i,0.001399+0.0034376i,0.0024234+0.015841i,0.00066362+0.020769i,-0.0041471+0.016907i,-0.0088998+0.012721i,-0.013339+0.01345i,-0.015717+0.016818i,-0.015401+0.018512i,-0.015853+0.016374i,-0.015258+0.012418i
-0.023602+0.027929i,-0.074666+0.11562i,-0.12959+0.27918i,-0.12501+0.42598i,-0.072766+0.39244i,-0.047398+0.18328i,-0.05929+0.0060241i,-0.052035-0.045273i,-0.019669-0.042073i,-0.0066007-0.026692i,-0.0078491-0.0036476i,-0.0065077+0.009421i,-0.0029026+0.0096667i,0.0010971+0.0041777i,0.0015238-0.0043296i,0.0013155-0.0072357i,0.0053635-0.0027635i,0.010164+0.0010664i,0.013647-0.0010868i,0.014571-0.010888i,0.011895-0.024058i,0.0099602-0.030061i,0.0091982-0.025153i
-0.021698-0.043247i,-0.056373-0.13964i,-0.090738-0.29764i,-0.1025-0.42304i,-0.096467-0.38533i,-0.080159-0.18957i,-0.047889-0.0077304i,-0.019087+0.049408i,-0.0066584+0.039786i,0.0080975+0.025219i,0.01876+0.0066766i,0.013759-0.006462i,0.0027438-0.0071755i,-0.0067626-0.0030117i,-0.012687-0.0013143i,-0.01448-0.0038903i,-0.014759-0.0069452i,-0.014621-0.0085916i,-0.014992-0.0073871i,-0.012694-0.00036433i,-0.0056275+0.0088106i,0.0001995+0.011706i,0.0010181+0.0080777i
0.033469-0.016146i,0.081874-0.024382i,0.11149-0.0023783i,0.082246+0.056298i,0.045526+0.094203i,0.056451+0.065545i,0.070679+0.0031003i,0.0515-0.020807i,0.019752-0.0073405i,-0.0066942-6.6216e-05i,-0.018056-0.00075594i,-0.01399-0.0026372i,-0.0066208-0.0046772i,0.0013856-0.0031193i,0.011495+0.00078314i,0.01446+0.0038689i,0.0094553+0.007069i,0.0061349+0.011606i,0.0069561+0.014165i,0.0097976+0.015168i,0.011366+0.014982i,0.0096084+0.014997i,0.0059857+0.014747i
0.01712+0.023995i,0.054265+0.08828i,0.13706+0.16954i,0.23017+0.18867i,0.22283+0.1124i,0.089306+0.013217i,-0.032437-0.024698i,-0.056757-0.021959i,-0.033914-0.023405i,-0.01322-0.016775i,0.0018266-0.0027612i,0.010443+0.005247i,0.012041+0.0057483i,0.0077988+0.00055897i,-0.00016442-0.0036114i,-0.0032665-0.0055642i,-4.6327e-05-0.0097158i,0.0019793-0.013763i,-0.0020613-0.01756i,-0.012448-0.022116i,-0.02319-0.024806i,-0.025467-0.024832i,-0.020565-0.021633i
-0.037427+0.0010741i,-0.13204-0.0092727i,-0.28921-0.044936i,-0.42189-0.08068i,-0.39954-0.054969i,-0.22028+0.025583i,-0.04922+0.069244i,0.010769+0.05619i,0.016858+0.034368i,0.020696+0.012933i,0.01335-0.0047443i,0.0013101-0.0084851i,-0.003196-0.0035577i,-0.0037102+0.0032293i,-0.0037662+0.0087094i,-0.0048607+0.010642i,-0.00653+0.010588i,-0.0077754+0.010882i,-0.0059462+0.01297i,0.0040006+0.01619i,0.015878+0.01716i,0.018836+0.014583i,0.013242+0.010112i
0.009863-0.028133i,0.042736-0.069329i,0.12149-0.088725i,0.21447-0.051391i,0.23864-0.015175i,0.16825-0.040749i,0.074611-0.069198i,0.026166-0.049463i,0.010714-0.014692i,-0.00101+0.0089037i,-0.0056058+0.019263i,-0.0060084+0.016561i,-0.0063866+0.0099639i,-0.0032105+0.0028033i,0.00071405-0.0046767i,0.0036364-0.0060946i,0.0071098-0.002373i,0.011172-0.00069527i,0.015215-0.0037999i,0.015039-0.0089649i,0.010544-0.011652i,0.0081594-0.010006i,0.0087357-0.0065017i
0.025624-0.00091947i,0.064813-1.4654e-05i,0.10916-0.017681i,0.10397-0.072307i,0.02896-0.11069i,-0.062861-0.071057i,-0.097532-0.0048372i,-0.077559+0.017912i,-0.052494+0.009911i,-0.030112+0.0035459i,-0.0081242-0.00077005i,0.0042796-0.0046412i,0.0064359-0.0056025i,0.0026816-0.0036715i,-0.0032319+0.00038709i,-0.0072633+0.00077217i,-0.010156-0.0036403i,-0.014017-0.0062917i,-0.019332-0.0033051i,-0.025802+0.0045223i,-0.028737+0.010677i,-0.026455+0.0090529i,-0.021595+0.0041524i
-0.0095914+0.018704i,-0.049781+0.075814i,-0.13006+0.18065i,-0.19339+0.28304i,-0.14913+0.29508i,-0.015017+0.20083i,0.067034+0.084072i,0.051259+0.020771i,0.019966+0.0020542i,0.0050065-0.0057175i,-0.0060162-0.0050368i,-0.011672-7.769e-05i,-0.010184+0.0033101i,-0.0034152+0.0059405i,0.0029624+0.0044267i,0.0040537+0.0036562i,0.004006+0.0069902i,0.0063328+0.0098751i,0.011926+0.0081998i,0.022965+0.00037649i,0.031864-0.0079052i,0.030337-0.010469i,0.02226-0.0081672i
-0.013379-0.024169i,-0.021133-0.074622i,0.0093925-0.16775i,0.084329-0.25948i,0.11428-0.2745i,0.049571-0.21153i,-0.01494-0.13349i,-0.021291-0.080694i,-0.010917-0.044712i,-0.0036813-0.013589i,0.0035622+0.0023963i,0.0055369+0.004773i,0.0029125+0.0032561i,-0.0022768+0.0008927i,-0.0064383-0.0016403i,-0.0057339-0.0035538i,-0.0007775-0.0051841i,0.0033455-0.0084268i,0.00014769-0.012015i,-0.0094367-0.011403i,-0.0162-0.0058104i,-0.01392-0.0015919i,-0.0073678-0.0019976i
0.012868-0.0095925i,0.025734-0.014536i,0.016781-0.0042579i,-0.045361+0.029418i,-0.1166+0.071308i,-0.1167+0.10275i,-0.06226+0.10169i,-0.019826+0.066019i,-0.0074695+0.028975i,-0.0065828+0.0080575i,-0.0071523-0.0042929i,-0.0058748-0.010377i,-0.0049895-0.010455i,-0.0048394-0.0079358i,-0.0026141-0.0025892i,-0.0024911+0.0016218i,-0.0064321+0.0048763i,-0.0093014+0.0095586i,-0.0074353+0.016103i,-0.0020342+0.02437i,0.0013994+0.027225i,2.0661e-06+0.023111i,-0.0018445+0.018098i
0.0081846+0.011234i,0.026416+0.047527i,0.061764+0.11806i,0.12037+0.17427i,0.17829+0.14287i,0.18159+0.034503i,0.12865-0.039456i,0.071736-0.035806i,0.038176-0.019276i,0.017302-0.015198i,0.00569-0.0070881i,0.0012835+0.0027011i,0.00058086+0.0060078i,0.0037132+0.0025252i,0.0050179-0.0028254i,0.0051292-0.0056805i,0.0072398-0.0056598i,0.0093455-0.0059333i,0.0097708-0.012013i,0.0075786-0.025072i,0.0043641-0.03382i,0.0027033-0.029368i,0.0019379-0.019629i
-0.013426-0.0069356i,-0.052244-0.029766i,-0.11694-0.1007i,-0.17856-0.1951i,-0.20055-0.21114i,-0.17857-0.11951i,-0.12641-0.031285i,-0.070325-0.0057254i,-0.029132+0.00029515i,-0.0020719+0.0045577i,0.0090567+4.3949e-05i,0.0081237-0.0044513i,0.0040806-0.0031845i,0.0013426+0.0012579i,-0.00069145+0.0056356i,-0.0022141+0.0061362i,-0.0031727+0.0020037i,-0.0059967-0.0024889i,-0.011123-0.00050165i,-0.014633+0.01008i,-0.012247+0.018677i,-0.0072919+0.016315i,-0.0043949+0.0084577i
0.0069997-0.012927i,0.02309-0.013469i,0.0553+0.026451i,0.082745+0.1186i,0.077601+0.19163i,0.067568+0.18051i,0.063362+0.12169i,0.045688+0.070023i,0.024202+0.039081i,0.010129+0.023474i,0.0018654+0.013577i,-0.0035827+0.0038731i,-0.0069437-0.0020921i,-0.0069569-0.0027793i,-0.0038147-0.0013355i,-0.0018734+0.0022466i,-0.0017188+0.007775i,0.0017832+0.011863i,0.010325+0.010746i,0.019941+0.0052944i,0.021229-0.00036094i,0.013291-0.0013847i,0.0062995+0.00099376i
0.0092912-0.001206i,0.021904+0.0021059i,0.047318-0.0058602i,0.078888-0.054877i,0.086894-0.13496i,0.046514-0.17521i,-0.0019803-0.13857i,-0.016826-0.071304i,-0.015377-0.027055i,-0.013855-0.0061018i,-0.0051626+0.0029953i,0.005217+0.0043924i,0.007049+0.0028639i,0.0043222-0.00025204i,-0.00064036-0.003664i,-0.0046706-0.0061264i,-0.0037292-0.0082547i,-0.0016389-0.010393i,-0.0061548-0.013316i,-0.017519-0.016573i,-0.023758-0.017495i,-0.019465-0.01576i,-0.01253-0.011835i
-0.0040112+0.0021612i,-0.035482+0.0094628i,-0.10799+0.021382i,-0.19687+0.041316i,-0.22006+0.075825i,-0.15684+0.10634i,-0.086318+0.096057i,-0.052962+0.056103i,-0.032841+0.026783i,-0.014687+0.011915i,-0.0060207+0.003332i,-0.003316-0.00089635i,6.4087e-06-0.0022295i,0.0040222-0.00061223i,0.0075531+0.0013307i,0.0079745+0.0012872i,0.0026257+0.00054666i,-0.003571+0.002791i,-0.0024822+0.010108i,0.0085212+0.018923i,0.019303+0.020293i,0.01866+0.012488i,0.011232+0.0039027i
0.0043494-0.0117i,0.024285-0.026341i,0.089733-0.041334i,0.18724-0.032445i,0.23516-0.0031571i,0.1925+0.0027549i,0.12061-0.014063i,0.06459-0.021878i,0.025453-0.019035i,0.0052416-0.011367i,-0.00068801-0.0024963i,-0.0018678+0.002695i,-0.0030574+0.0042168i,-0.0040738+0.004272i,-0.0038854+0.0032091i,-0.0018438+0.003179i,0.0035574+0.0034649i,0.010413+0.00129i,0.012291-0.0059301i,0.008496-0.015382i,0.0034188-0.017739i,0.0015525-0.010412i,0.0024681-0.0029091i
0.004561-0.0025998i,0.0012977+0.004219i,-0.021958+0.010065i,-0.081566-0.014498i,-0.14573-0.06677i,-0.16234-0.086552i,-0.12531-0.058671i,-0.069948-0.027648i,-0.03277-0.011959i,-0.01633-0.0042075i,-0.0065517-0.0023993i,0.0010041-0.0020372i,0.0047316-0.00028756i,0.0029949-0.00037342i,-0.0022181-3.2389e-05i,-0.0050309+0.00088975i,-0.0062634-0.00079895i,-0.0094595-0.0030696i,-0.014929+0.00067832i,-0.020135+0.010843i,-0.019747+0.015966i,-0.01362+0.0098595i,-0.006686+0.0033781i
-0.0032658+0.0033155i,-0.014867+0.018544i,-0.034994+0.059273i,-0.035785+0.1187i,0.00062387+0.15766i,0.045963+0.14017i,0.05347+0.090105i,0.029672+0.049402i,0.014736+0.022681i,0.010395+0.0050284i,0.0037728-0.00081184i,-0.0039385+0.0003513i,-0.0072326+0.0018091i,-0.0031034+0.00051412i,0.0025094-0.0031456i,0.0035744-0.0039478i,0.0013645+0.00076629i,0.0010706+0.006963i,0.0084878+0.0076665i,0.020436+0.0005879i,0.024969-0.0069854i,0.018362-0.0078564i,0.0098216-0.0046255i
-0.00021796-0.010782i,-0.001031-0.041973i,0.016598-0.1067i,0.05619-0.17947i,0.083579-0.19779i,0.064003-0.15433i,0.027857-0.10389i,0.0068026-0.066997i,-0.0019366-0.035309i,-0.0015017-0.013694i,0.0015276-0.0055036i,0.00017762-0.0032188i,-0.0030242+0.00074595i,-0.0037896+0.0045013i,-0.002457+0.0057037i,-0.0011003+0.0045722i,0.0005495+0.00015608i,0.0017325-0.0071728i,-0.0038929-0.012421i,-0.015205-0.011356i,-0.019862-0.0047803i,-0.012961+0.0010636i,-0.0046594+0.0020695i
0.0085964-0.0053827i,0.020667+0.0098924i,0.020004+0.057088i,-0.0278+0.11898i,-0.10584+0.14281i,-0.13206+0.11829i,-0.088911+0.07903i,-0.037999+0.042054i,-0.012464+0.019404i,-0.0025641+0.012364i,0.0016612+0.0062294i,0.0024951-0.00094863i,0.00036095-0.0052711i,-0.0021079-0.0048827i,-0.0033677-0.0014324i,-0.0036076+0.0013998i,-0.004462+0.0021933i,-0.0060187+0.0038749i,-0.0034962+0.01033i,0.0042923+0.017278i,0.0079621+0.015985i,0.0030296+0.0081617i,-0.0009492+0.0035138i
-5.5644e-05+0.0010942i,-0.0041241+0.014263i,-0.0013537+0.031555i,0.03443+0.031334i,0.094061+0.0066106i,0.11841-0.019183i,0.092855-0.023415i,0.05551-0.013557i,0.027075-0.0081687i,0.0088641-0.0057822i,0.002042-0.00090295i,0.0017602+0.0027117i,2.8292e-05+0.0027655i,-0.0015927-0.00058597i,-0.0018637-0.0052511i,-0.0017404-0.0060144i,0.00083296-0.0018938i,0.0058503+0.00040368i,0.0095414-0.0066803i,0.0077976-0.01977i,0.00305-0.025276i,0.00060389-0.01923i,-0.00041023-0.010684i
-0.0069265-0.0047755i,-0.030963-0.022587i,-0.072962-0.064582i,-0.11058-0.11443i,-0.11438-0.12946i,-0.090424-0.09534i,-0.063841-0.049583i,-0.040964-0.02088i,-0.022335-0.0059542i,-0.010278+0.00075518i,-0.0053409+0.0011397i,-0.0032952-0.0009522i,-0.0013804-0.0011141i,3.932e-05+0.001035i,0.0016107+0.0029151i,0.0016003+0.0017255i,-0.0015217-0.0018706i,-0.0065005-0.0043541i,-0.011437+0.00057771i,-0.013247+0.012872i,-0.008687+0.018961i,-0.0014869+0.012299i,0.0016856+0.004302i
0.0087049-0.010729i,0.033664-0.016175i,0.082201+0.0059402i,0.11861+0.071767i,0.097701+0.14071i,0.051189+0.14403i,0.030061+0.094838i,0.024152+0.049712i,0.016024+0.022677i,0.0097888+0.0078866i,0.0066131+0.00035993i,0.0038994-0.0030771i,0.0014051-0.0045097i,0.00025555-0.0041542i,0.0013277-0.0019556i,0.0027315+0.00040371i,0.0024725+0.0021248i,0.0035183+0.0046548i,0.010578+0.0049382i,0.018726-0.00023655i,0.018303-0.0047355i,0.010763-0.0027298i,0.0048579-0.00062706i
0.0080017+0.00015532i,0.008429+0.014455i,0.00030771+0.025879i,-0.0094578-0.0040365i,-0.0052513-0.067997i,0.0046112-0.095751i,0.0043606-0.068968i,0.00091524-0.033024i,-0.00037421-0.01336i,-0.0016107-0.0050913i,0.00020109-0.0017315i,0.0032659+0.00022735i,0.0044408+0.001826i,0.0026572+0.00068007i,-0.0011513-0.0012682i,-0.0019984-0.00078674i,0.00073859-0.00061779i,0.0019401-0.0041748i,-0.0034759-0.009318i,-0.014867-0.010572i,-0.01967-0.0084431i,-0.013332-0.0059182i,-0.0066959-0.003436i
-0.006395+0.0020377i,-0.030833+0.0089969i,-0.077237+0.018268i,-0.11825+0.028697i,-0.12012+0.036485i,-0.088188+0.038704i,-0.056398+0.037308i,-0.037742+0.032602i,-0.021519+0.024805i,-0.0077802+0.015484i,-0.002131+0.0090897i,-0.0015276+0.0064923i,-0.0019229+0.0062034i,8.181e-05+0.0060249i,0.0021315+0.0051893i,0.00057627+0.0047428i,-0.0038681+0.0054171i,-0.006865+0.0085124i,-0.0025481+0.01393i,0.0085763+0.018512i,0.014813+0.016766i,0.011234+0.0086442i,0.0061179+0.0023993i
-0.0025863-0.012075i,0.0062064-0.039436i,0.045188-0.072623i,0.10925-0.077653i,0.14472-0.035774i,0.1165+0.0042262i,0.06296+0.0040128i,0.023801-0.0071785i,0.0032968-0.0063509i,-0.0022881-0.0027307i,-0.00043349-0.0022274i,-4.2979e-05-0.002694i,-0.0025488-0.0026228i,-0.0036744-0.0021301i,-0.003358-0.001524i,-0.003103-0.0016484i,-0.0017852-0.0019609i,0.0015934-0.0033429i,0.0029347-0.010608i,3.5794e-05-0.018619i,-0.0031395-0.017627i,-0.0026076-0.010296i,0.00053646-0.0058662i
0.010399-0.0040499i,0.02299+0.0058149i,0.023734+0.030047i,-0.013825+0.039306i,-0.068645+0.0067266i,-0.083017-0.028201i,-0.059238-0.030718i,-0.036828-0.022202i,-0.024142-0.014141i,-0.014134-0.0040542i,-0.005793+0.00093814i,-9.8806e-05+0.00093061i,0.0018602+0.00062419i,0.00022783+0.00055692i,-0.0019028+0.0012528i,-0.0012182+0.00089092i,-5.7306e-05-0.0029155i,-0.0035064-0.0047394i,-0.01031+0.00066842i,-0.014197+0.01046i,-0.012404+0.0132i,-0.0089338+0.0081176i,-0.0062747+0.0053263i
0.0028876+0.0067006i,-0.005653+0.025066i,-0.022515+0.053632i,-0.029979+0.075604i,-0.017087+0.076722i,-0.0011367+0.059883i,0.0077182+0.037061i,0.010917+0.018882i,0.0086563+0.0065876i,0.003966+0.0014654i,0.00077565+0.0025526i,2.7527e-07+0.0056667i,0.0026369+0.006517i,0.0057893+0.0038281i,0.0062409+0.000426i,0.0047273+0.00044845i,0.0032979+0.0032026i,0.0061975+0.0050405i,0.013874+0.001984i,0.019955-0.0049015i,0.01886-0.0091079i,0.012892-0.0082604i,0.0070569-0.0060777i
-0.0077331-0.0059603i,-0.025296-0.025603i,-0.039592-0.069868i,-0.024075-0.11625i,0.015691-0.12032i,0.033842-0.08267i,0.01947-0.049085i,0.0043235-0.033182i,-0.00081669-0.021274i,-0.0032501-0.01174i,-0.0053758-0.006479i,-0.0081025-0.0034772i,-0.0094804-0.00043948i,-0.0082536+0.0012531i,-0.0065998+0.0014594i,-0.005844+0.0014918i,-0.0051009+0.0012748i,-0.0052964-0.0015567i,-0.0099384-0.0050445i,-0.016274-0.003776i,-0.016096-0.00062812i,-0.0092972-0.00047669i,-0.00448-0.0018711i
0.0055568-0.011267i,0.022997-0.017188i,0.04496-0.0023055i,0.039814+0.038604i,-0.007834+0.066635i,-0.042455+0.053032i,-0.031779+0.028339i,-0.012939+0.015088i,-0.0043305+0.0073107i,0.00081062+0.0024685i,0.0030482-0.00035557i,0.0015213-0.0027491i,-0.00089224-0.0033295i,-0.00091416-0.0014102i,-2.0874e-06-0.00040767i,0.00012919-0.0023593i,-0.00057657-0.0030812i,-0.0008631+0.0009197i,0.0035411+0.0084316i,0.010749+0.013601i,0.011908+0.012048i,0.0078526+0.0084516i,0.0051259+0.0069591i
0.0084921+0.00070751i,0.013807+0.014002i,0.017141+0.036947i,0.020054+0.043499i,0.029433+0.025619i,0.03359+0.0089581i,0.02779+0.00088242i,0.022237-0.0021182i,0.015726-0.0018314i,0.0092602-0.0015007i,0.0063451-0.0015754i,0.0041575-0.0022521i,0.0027837-0.0038799i,0.0026629-0.0047129i,0.0022806-0.0045573i,0.0018557-0.0025269i,0.0032424-0.00048582i,0.0046658-0.0021071i,0.0026122-0.0092464i,-0.001782-0.017124i,-0.0030571-0.018131i,-0.0018864-0.01359i,-0.0021546-0.0086568i
-0.0036114-0.0009615i,-0.023624+0.0031411i,-0.063005-0.0047437i,-0.090291-0.030651i,-0.076448-0.052632i,-0.042668-0.046411i,-0.02324-0.022341i,-0.017957-0.0058649i,-0.01297+0.0010269i,-0.0073275+0.0045792i,-0.0046151+0.0044771i,-0.0044498+0.003258i,-0.0051626+0.0045057i,-0.0038757+0.0062778i,-0.0016605+0.006074i,-0.0024407+0.0047741i,-0.0043376+0.0039383i,-0.0061197+0.0050339i,-0.0077321+0.0098506i,-0.0063094+0.015766i,-0.0033403+0.016183i,-0.0026187+0.010301i,-0.0033418+0.0051678i
-0.0013977-0.0096942i,0.0023527-0.024768i,0.023146-0.037138i,0.05289-0.019522i,0.054569+0.024576i,0.028738+0.043918i,0.013255+0.029698i,0.009326+0.016451i,0.0036336+0.010862i,0.00058618+0.0061451i,0.0018576+0.0012066i,0.0027852-0.0029478i,0.0012533-0.0047547i,-0.00037574-0.0043994i,-0.0010496-0.0036927i,-0.0023904-0.0039827i,-0.0033991-0.0038114i,-0.0005771-0.0027083i,0.0060559-0.0037295i,0.010409-0.0071765i,0.01012-0.008034i,0.0091824-0.00483i,0.0091109-0.0029796i
0.0075811-0.0043339i,0.017072-0.0020443i,0.02757+0.0089972i,0.023333+0.011864i,0.0097034-0.0056813i,0.0051816-0.018839i,0.003761-0.015094i,0.0010588-0.011005i,-0.001494-0.0085841i,-0.0030024-0.0045492i,-0.001548-0.0015646i,0.0017197-0.0013322i,0.0019254-0.0020914i,-0.001633-0.0016361i,-0.0025932-3.4143e-05i,0.0001728+0.00052964i,0.0019133-0.00037817i,-0.00060348-0.0020995i,-0.0079932-0.0022909i,-0.014528-0.00059846i,-0.014727+0.00056008i,-0.011488-0.00094271i,-0.0091338-0.00115i
0.0046948+0.0057553i,-0.0017524+0.017514i,-0.023249+0.035603i,-0.049948+0.043431i,-0.057747+0.028436i,-0.04351+0.011607i,-0.024221+0.010893i,-0.013467+0.014311i,-0.0078201+0.0095197i,-0.0038122+0.0036385i,-0.0024034+0.0031759i,-0.00047891+0.0054614i,0.003931+0.0067027i,0.006775+0.0048842i,0.0064476+0.0019101i,0.0046632+0.0012338i,0.0037687+0.0027064i,0.0053032+0.004359i,0.0093967+0.0051295i,0.014342+0.0049361i,0.014072+0.0042722i,0.0091307+0.0040808i,0.0050956+0.0035454i
-0.0013055-0.0053718i,-0.011332-0.015794i,-0.015306-0.038153i,0.0045689-0.051902i,0.032424-0.033922i,0.032562-0.0051633i,0.014604+0.002695i,0.0053899-0.00069721i,0.0032209-0.0011326i,0.0017054-0.0023078i,4.8442e-05-0.0039074i,-0.0013519-0.0027113i,-0.0023315-0.00088308i,-0.0035385+2.3245e-05i,-0.0045749-1.1916e-06i,-0.0052669+0.00025358i,-0.0054892+0.00064085i,-0.0039712-0.0017653i,-0.0038255-0.0065424i,-0.0055638-0.010457i,-0.0041609-0.010975i,-9.8284e-05-0.010394i,0.0018408-0.009903i
0.0022056-0.0077915i,0.0086313-0.012167i,0.019294-0.010548i,0.017952-0.00039775i,-0.0022673+0.0039259i,-0.016922-0.0026649i,-0.018031-0.005016i,-0.016257-0.0039139i,-0.010556-0.0019899i,-0.0030515+0.00089113i,0.00074415+0.00026834i,0.0014819-0.0010425i,0.0012135+0.00076551i,0.00024445+0.0031866i,-0.00045167+0.0028877i,0.00041604+0.0013774i,0.0002564+0.00076576i,-0.00093825+0.0032419i,0.00035525+0.0094735i,0.0023453+0.014281i,0.001038+0.013258i,-0.0011646+0.0094929i,-0.00096157+0.0071537i
0.0042419-0.0031162i,0.011124+0.0070257i,0.013818+0.029042i,0.0066191+0.04636i,-0.004455+0.04239i,-0.0085732+0.02481i,-0.0046807+0.010212i,-0.0015373+0.0047348i,-0.0012155+0.005016i,0.0011508+0.0051713i,0.0035969+0.003849i,0.0033493+0.0023953i,0.0026471-0.00036281i,0.0019825-0.0043702i,0.00062636-0.0062954i,-0.001245-0.0045998i,-0.0014492-0.0019141i,0.0012776-0.0019265i,0.0036449-0.0060894i,0.0043675-0.00997i,0.0046434-0.0095497i,0.0055864-0.0055986i,0.0050607-0.0024241i
-0.0012232+0.00076314i,-0.013356+0.001883i,-0.032873-0.004445i,-0.038742-0.023888i,-0.019104-0.036654i,-0.0013703-0.028018i,-0.0015914-0.01687i,-0.0040779-0.013374i,-0.0044413-0.0082093i,-0.0043652-0.0013886i,-0.0030622+0.0015718i,-0.0034024+0.0016195i,-0.0049806+0.0033573i,-0.0035855+0.0047041i,-0.0015518+0.0049294i,-0.0011132+0.0040128i,-0.0016762+0.0031357i,-0.0036165+0.0026193i,-0.0067538+0.0045923i,-0.0082262+0.0078508i,-0.0073557+0.0065092i,-0.0067832+0.0018574i,-0.006036-0.00096443i
4.5334e-05-0.0054897i,-0.00055798-0.013078i,0.005273-0.018656i,0.011869-0.010545i,0.0042368+0.0055382i,-0.0077101+0.0092608i,-0.0068755+0.0032532i,-0.0034175+0.00012679i,-0.0037666-0.00067866i,-0.0037347+0.00096419i,-0.0018052+0.0025363i,0.00024555+0.0010329i,0.0014678-0.0012633i,0.0029624-0.0014142i,0.003923-0.0010158i,0.0030091-0.0018747i,0.0024672-0.0018446i,0.0043367-0.00087604i,0.008622-0.00091799i,0.012019-0.00204i,0.010431-0.0015863i,0.007087+0.00069853i,0.0053118+0.0017113i
