0.0020595-0.0010935i,0.0013602-0.0013615i,0.00034072-0.0032038i,-0.00080662-0.0037606i,-0.0017493-0.0025007i,-0.0023792+0.00022086i,-0.0011607+0.0016137i,0.00048917+0.002257i,0.0012167+0.0019907i,0.0016431+0.00065014i,0.0013175-0.00035366i,-2.8403e-05-0.00040316i,-0.00042993-5.6776e-06i,-0.00018862+0.00070897i,0.00016853+0.00086948i,0.00041536+0.00054441i,0.00040991-0.00013525i,0.00030289-0.00080733i,0.00063471-0.0004309i,0.00049165+0.0001228i,-0.00017098+0.00050194i,-0.00044804+0.00047427i,-0.0010021-2.565e-05i
-0.0023469+0.012135i,-0.0043579+0.016895i,-0.0060946+0.019751i,-0.0055879+0.017869i,-0.0044901+0.011876i,-0.0033089+0.0057485i,-0.0019551+0.0014708i,-0.00079787-1.433e-05i,-0.00030304-0.00070599i,0.00030414-0.0017382i,0.00012375-0.0018936i,-0.001259-0.001739i,-0.0016183-0.0015426i,-0.0013888-0.00053412i,-0.00095187-0.00045059i,-0.00074433-0.00011116i,-0.00071516+0.00095204i,0.00050875+0.00057523i,6.6297e-05-0.00048774i,-0.0015721-0.0009684i,-0.0012533-0.0010154i,-0.0004588-0.00040708i,-0.00037937+0.00032413i
0.010773+0.0067661i,0.015085+0.011359i,0.015929+0.014186i,0.012736+0.012859i,0.0074309+0.0082684i,0.0027838+0.004736i,0.0015268+0.002922i,0.0013387+0.0019i,0.00069715+0.0010943i,-4.497e-05-9.1997e-05i,-0.0016853-0.00051095i,-0.0023385+0.00056675i,-0.0012441+0.0012149i,-9.757e-05+0.001509i,-0.00032016+0.0015273i,-0.00048258+0.00082722i,-0.0001791+0.00022721i,-0.00030731+0.00014874i,-3.0643e-05+0.00044106i,6.9551e-06-1.9263e-05i,-0.00039151-0.00025421i,0.00066922-0.00022001i,0.00097115-0.00042589i
0.010339-0.0062087i,0.014856-0.010846i,0.01819-0.013141i,0.017409-0.011069i,0.012334-0.0060971i,0.0062798-0.0019843i,0.0025794+0.00036919i,0.0016694+0.0010918i,0.00080996+0.00065575i,-2.2751e-05+0.00079988i,-0.00055607+0.0017141i,-0.0002262+0.0019049i,0.00023297+0.0014633i,0.00027407+0.0008247i,0.00080216+0.00095355i,0.0006141+0.0010026i,7.0254e-05+0.00067045i,-0.00023195+0.00045082i,-0.00053347-0.00021904i,-0.0003897+0.00028007i,-4.902e-05+0.001018i,-0.00045512+0.0002852i,-0.00038749-0.00014127i
-0.001272-0.015002i,-0.0029818-0.018471i,-0.0057976-0.018191i,-0.0055817-0.015518i,-0.002121-0.010653i,-3.3245e-05-0.0051693i,9.4001e-05-0.0018156i,0.00047321-0.00098656i,-0.00035981+7.9434e-05i,-0.0006978+0.0014069i,0.00038666+0.0014813i,0.00082393+0.00089622i,0.00084705-0.00025947i,0.00076209-0.0017152i,0.00045854-0.0016791i,0.00043554-0.00052838i,0.00037172-4.8947e-05i,-0.00068632+0.00036055i,-0.00059537+0.0009324i,0.00040181+0.00073876i,0.00093278-0.00017816i,0.00067421-0.00087632i,-0.00013777-0.0013738i
-0.013486-0.0076268i,-0.018119-0.0084472i,-0.020692-0.0070807i,-0.0185-0.0053927i,-0.012203-0.0040273i,-0.0055441-0.0029322i,-0.0020706-0.0028085i,-0.00097168-0.0024995i,-0.00092671-0.00056456i,-0.00036217+0.0010449i,0.00059258+0.00097016i,0.00064128-0.00012526i,0.00066768-0.00048199i,9.8461e-05+0.00018401i,-0.0006393+0.00016553i,-0.00023306+0.00018468i,0.0002391+0.0007102i,0.00069341+0.00043414i,0.0011682-0.00064827i,0.0011719-0.001377i,-0.0001624-0.00067688i,-0.0014141-0.00012478i,-0.0016021-0.00079124i
-0.01486+0.0090436i,-0.017414+0.015085i,-0.016776+0.019043i,-0.012962+0.017459i,-0.0086897+0.011799i,-0.0055106+0.0056063i,-0.0031874+0.002379i,-0.0013245+0.00095788i,-0.00064397-0.0002844i,-0.00063928-0.00093824i,0.00018267-0.0012206i,0.00082127-0.0016173i,0.00056423-0.0019491i,0.00053124-0.001011i,2.1254e-05-0.00022396i,-0.00021841-0.00037095i,0.00028795+0.00063129i,0.00020782+0.00088791i,4.4263e-05+0.00017166i,-0.00030224+0.0002084i,-0.0005858+0.00036863i,-0.00099588+0.0008551i,-0.00080617+0.0009786i
0.0011225+0.011182i,0.005798+0.016294i,0.01005+0.018587i,0.010711+0.016344i,0.0069179+0.011499i,0.0024481+0.0061609i,-0.00023497+0.0025224i,-0.00083232+0.001308i,-0.00033725+0.0010279i,8.687e-05-8.1422e-05i,-7.5611e-06-0.00092092i,-0.00063067-0.00049468i,-0.00040059-0.00018344i,7.8137e-05+0.00056832i,-1.6307e-06+0.00035197i,-0.00024062-0.00050706i,-0.00031411-0.0003807i,-0.00044366-0.00018044i,-0.0001007-0.0004187i,-0.0004197-0.0007666i,-0.0011572-0.00042265i,-0.0010593+0.00074188i,-0.00057537+0.00070373i
0.012227+0.0031359i,0.017692-0.00060096i,0.019174-0.0049686i,0.016558-0.0060948i,0.012326-0.002903i,0.0073139+0.00059312i,0.0034576+0.00095772i,0.0021557+0.0010883i,0.0015134+0.00074689i,0.00072425+5.6013e-05i,0.00023765+0.00020743i,-7.6719e-05+0.00072456i,0.00019053+0.0012556i,7.6903e-05+0.0013617i,-0.00020226+0.00042389i,-8.1361e-06-0.00038086i,-0.00032028-0.00053784i,-0.00034862-0.00058119i,-0.00035319-0.00049347i,-0.00074664-0.00038395i,-0.00015833-0.00059388i,0.0010947-0.00051993i,0.0013098+0.00011776i
0.0075514-0.0098933i,0.0077463-0.014615i,0.0050931-0.016487i,0.0038168-0.014581i,0.0040898-0.010353i,0.0047764-0.0061962i,0.0044702-0.0026119i,0.0028886-0.00095245i,0.0016544-0.00083143i,0.0010176-0.00061429i,0.00019903-7.7229e-05i,8.1381e-05+0.0011778i,0.00015287+0.0014874i,-0.000224+0.00064021i,-0.00073716+1.8312e-05i,-0.00034978+3.157e-05i,0.00019502-0.00016693i,0.00018846-0.00083468i,0.00046269-0.00011449i,0.00081537+0.0012665i,0.00077286+0.00106i,0.00078983-0.00033082i,0.00056679-0.0010121i
-0.0043896-0.015033i,-0.01162-0.0186i,-0.017761-0.016141i,-0.019012-0.011665i,-0.013543-0.0085998i,-0.0057833-0.0064936i,-0.001753-0.004336i,-0.00028722-0.0030531i,0.00029145-0.0025426i,0.00023349-0.00083621i,0.00058958+0.00061959i,0.00095346+0.00021174i,0.001113-0.00079585i,0.0010188-0.00087439i,0.0011321+0.00022512i,0.0011521+0.00019627i,0.00045494-0.00038539i,-0.0003866-0.00032137i,-0.00017006+0.00014601i,0.00087362+0.00011219i,0.0013431+0.00018445i,0.00068178+0.00077615i,0.00026065+0.00039968i
-0.013241-0.003114i,-0.017752+0.0027737i,-0.017521+0.01087i,-0.014135+0.013948i,-0.011211+0.00847i,-0.007913+0.0019093i,-0.0040705-0.00016651i,-0.0021384-0.00071827i,-0.0015309-0.0017657i,-0.0007618-0.0011564i,-0.00032288-0.00083331i,6.5418e-05-0.0018i,0.00020929-0.0017745i,-0.00052078-0.00087053i,-0.00071978-0.00029581i,-0.00019325+0.00025822i,1.6053e-05+0.00066403i,0.00037302+0.00069865i,0.00051502-1.7239e-06i,0.00029972-0.00093206i,-0.00034854-0.00075512i,-0.00067801-0.00094399i,-0.00062439-0.00081436i
-0.0078353+0.0091399i,-0.0047211+0.01415i,0.0024026+0.017447i,0.0074022+0.016172i,0.004995+0.012031i,-0.00028796+0.0069633i,-0.0023762+0.0035165i,-0.0018286+0.0015149i,-0.00064106+0.0007439i,0.00021421+0.00044473i,0.00048143-0.00050435i,-0.00025376-0.00077712i,-0.0010812+0.00020833i,-0.00070278+0.00079271i,-6.4989e-05+0.00018952i,0.00030192-0.00035879i,0.00037603-0.00018402i,0.00038271-0.00039488i,0.00015841-0.00074437i,-0.0011628-0.00021703i,-0.0016231+0.00037097i,-0.00069338+0.00058147i,-0.00048603+0.0010311i
0.0029418+0.009666i,0.011252+0.0095486i,0.016735+0.0055416i,0.016962+0.0012503i,0.012207+0.0020876i,0.0059153+0.0042773i,0.0018783+0.0032478i,0.00033682+0.0016677i,-0.00067247+0.0015014i,-0.00072976+0.0011584i,0.00014502+0.00058478i,-0.00013196+0.00066166i,-0.0010051+0.00088137i,-0.0003213+0.00079977i,0.00072085+8.1427e-05i,0.00034731-0.00052116i,0.0010136-0.00054531i,0.0013578-0.0011667i,3.0126e-05-0.0013325i,-0.0010614-0.0006889i,-0.00078694-0.0002152i,-0.00046187+0.00049958i,-0.00044909+0.00080814i
0.011135-0.002206i,0.01368-0.0092865i,0.012948-0.017167i,0.0090032-0.018609i,0.005377-0.012698i,0.0036932-0.0043695i,0.0031098+0.00073366i,0.0027155+0.0020527i,0.0029979+0.0013058i,0.0024447+0.00054076i,0.00055573+0.0007471i,-0.00010734+0.0014906i,0.00048054+0.0012258i,0.0013543+0.00079484i,0.00087811+0.00042312i,0.00045658-0.00027075i,0.00015062-0.0016166i,-0.00087898-0.0023758i,-0.00089956-0.0014623i,0.00040565-0.00021316i,0.0013948+0.00041997i,0.00074421+0.00033264i,-0.00039836-0.00031679i
0.0054208-0.0096922i,-0.00049142-0.01464i,-0.0087961-0.015743i,-0.013245-0.012907i,-0.0091214-0.0098624i,-0.0016823-0.0070548i,0.0016759-0.0034154i,0.0024453-0.00087055i,0.0021087-0.00025013i,0.0010733-0.00051871i,0.0006462-8.1315e-05i,0.001236+0.00056384i,0.0018049+0.00053827i,0.00097922+7.5769e-05i,-3.8158e-05+0.00013112i,-0.00029048+0.00020341i,-0.00071745-6.229e-05i,-0.0013639-0.00015771i,-0.0010602-2.3044e-05i,0.00039335+0.00022613i,0.0013691+4.9652e-05i,0.00032918+0.00047681i,-0.00070934+0.00011739i
-0.0039651-0.0088019i,-0.012123-0.0059585i,-0.017993+0.00080257i,-0.01795+0.0051677i,-0.012576+0.0021035i,-0.0062133-0.0022647i,-0.0028325-0.0029018i,-0.0012064-0.0028424i,0.00027225-0.002909i,0.00052709-0.0026176i,-0.00022721-0.0013025i,-0.00073468-0.0013841i,-0.0010546-0.0017632i,-4.531e-05-0.0011336i,0.00065993-0.0004416i,-0.00013469+7.0796e-05i,-0.00080576+0.00027905i,-0.0011229+0.00035329i,-0.00042454+0.00012915i,0.0001291+0.00024213i,0.00044673-0.00065463i,0.00046657-0.00082586i,-0.001083+0.00036158i
-0.0083407-0.00096421i,-0.0091189+0.0089635i,-0.0055993+0.016922i,-0.0011589+0.01719i,-0.0013983+0.011267i,-0.0038825+0.0058644i,-0.0028073+0.0020324i,-0.0016796-0.00050894i,-0.0016866-0.0017636i,-0.0015943-0.0018832i,-0.00093374-0.0012997i,-0.00023219-0.0015131i,-0.00035032-0.0011084i,-0.00047774-0.00057459i,-0.00038695-0.00024258i,0.00035306+0.00063117i,0.001372+0.0011693i,0.0013532+0.0011015i,0.00026141+0.00061935i,-0.00039597-0.00036546i,-0.00060995-0.00071354i,-0.0012477-6.0634e-05i,-0.0014672+0.0010689i
-0.0039918+0.0072037i,0.0036593+0.011189i,0.013383+0.011914i,0.01761+0.0081446i,0.013014+0.0052315i,0.0049757+0.0039548i,0.00019742+0.0023331i,-0.0013813+0.0019988i,-0.0015639+0.002744i,-0.00093621+0.0029592i,-0.00039001+0.0017826i,-0.00042183+0.00073182i,0.00021903+0.0011156i,0.00069324+0.0010988i,-0.00021486-8.6492e-05i,-0.00070196+0.0001009i,-0.00025763+0.00025976i,0.00045075-0.00045233i,0.00075053-0.000873i,0.00046736-0.00073865i,-7.0736e-05-0.00061134i,0.0002863-3.9338e-05i,0.00074809+0.0006894i
0.0016432+0.0080223i,0.009828+0.0010832i,0.014646-0.0081602i,0.013167-0.013622i,0.009179-0.011158i,0.0055649-0.0045495i,0.0020995+0.0003147i,1.1448e-05+0.0022191i,0.00021056+0.0032671i,0.00029666+0.0027076i,0.00018238+0.0010849i,-0.00013341+0.00033863i,-0.00025582-0.00027895i,0.00024704-0.00056318i,-3.5518e-05-9.5939e-05i,-0.001232-7.3685e-05i,-0.00098618-0.0011232i,-0.00032685-0.0015114i,0.00020717-0.0012713i,0.00060699-0.00047198i,0.00061531+0.00030959i,0.000541-1.2269e-05i,0.00022521-0.0015151i
0.0072518-0.00077943i,0.0049097-0.0086624i,-0.0032127-0.016258i,-0.0090092-0.016587i,-0.0067202-0.011185i,-0.0012636-0.004883i,0.0017469-0.0010744i,0.0028312+0.00039136i,0.0030042+0.00093845i,0.0024258+0.00083794i,0.001154+0.00024484i,0.00070272-6.9262e-05i,0.00096191+0.00087574i,0.000636+0.0013164i,-7.933e-05+0.00014787i,-0.0010123-0.0013191i,-0.00072976-0.0011626i,-0.00023055-0.00025187i,3.0039e-05+0.0002334i,0.00081493+0.00053743i,0.00088529+0.00059269i,9.5544e-05-0.00079669i,-0.00063771-0.0015469i
0.0013815-0.0074103i,-0.0079258-0.0093209i,-0.01683-0.0053894i,-0.018112+0.002319i,-0.011516+0.0037156i,-0.0042668+0.00017605i,-3.5249e-06-0.0005514i,0.0024373-0.0012552i,0.0036716-0.0028411i,0.0029657-0.0022914i,0.0016296-0.00041105i,0.0009022-0.00018601i,0.0011878-0.0010266i,0.0010872-0.00034512i,0.00078654+6.6706e-05i,0.0003225-4.9393e-05i,-0.0010154+0.00035347i,-0.0015161+0.00050132i,-0.0015864+0.00042308i,-0.00095745+0.00065094i,-7.3407e-05+0.00048397i,0.00011961+0.00033722i,-0.0007672+0.00015007i
-0.0033233-0.0071185i,-0.0098808+0.00076596i,-0.0099621+0.010702i,-0.0048348+0.014331i,-0.0020041+0.010755i,-0.0019284+0.0043086i,-0.00098143+0.00023283i,-0.00030574-0.0020574i,-0.00087314-0.0035976i,-0.00099464-0.0025874i,-0.00088304-0.00089806i,-0.0010781-0.00080343i,-0.00034242-0.0017393i,0.00084036-0.0014287i,0.0011012-0.00039759i,0.00065227-2.5519e-05i,-0.00020073+0.00016028i,-0.00060861+0.00052085i,0.00016384+0.00070421i,0.00034665+0.0010836i,-0.0006331+0.00071289i,-0.0012491+0.00026908i,-0.0010424+0.00061078i
-0.0058835-0.00081815i,-0.0015217+0.0087008i,0.008397+0.013828i,0.015934+0.010431i,0.01289+0.0043662i,0.0046658+0.00041657i,0.00020461-0.0014503i,-0.0013694-0.0010221i,-0.0021977-0.00017811i,-0.0023461-3.9516e-05i,-0.0010718-1.9726e-05i,-0.00016097+0.00013606i,-5.9886e-05-0.00012999i,6.1412e-05-0.00047899i,3.2755e-05-0.00042402i,8.5793e-05-0.00030741i,-7.9335e-05-0.00013319i,0.00069637-0.00036531i,0.00077547-0.00033457i,0.00017724-0.00016967i,-3.8934e-05-0.00012482i,-2.2812e-05-0.00034456i,0.00036654-8.3126e-06i
-0.0032644+0.0035384i,0.0049171+0.0044193i,0.010937-0.0010414i,0.010953-0.0083923i,0.0072475-0.0093912i,0.003504-0.004758i,0.00015746-0.00084789i,-0.0024345+0.0018318i,-0.0022281+0.002947i,-0.0010192+0.0021478i,-8.4139e-05+0.00024687i,0.0001006-0.00089617i,-0.00025733-0.00076342i,-0.00010804-0.00042389i,-0.00014676-0.0010136i,-3.3166e-05-0.00046944i,-1.3178e-05+0.00034798i,-2.3641e-05+6.6031e-05i,-0.00011434-0.00024241i,7.3101e-05-0.00022539i,0.00058763+0.00020394i,0.00026889+0.00068596i,0.00062757+0.0002051i
0.0030922+0.0045174i,0.0077853-0.0041621i,0.0058778-0.012593i,-0.0022252-0.015083i,-0.0062466-0.010249i,-0.0037613-0.0039333i,-0.00054135+0.0010315i,0.0010914+0.0035i,0.0012352+0.0024655i,0.00080759+0.00033952i,0.00068593-0.0003955i,0.00052136+0.00024178i,0.00033153+0.0010702i,6.247e-05+0.00089063i,4.2472e-05-0.00014113i,-0.00049335-0.00072665i,-0.00082884-0.00012153i,-6.872e-05+0.00088299i,8.9582e-05+0.00017177i,7.1895e-05-0.0010008i,0.00081613-0.0011001i,0.0015861-0.0010288i,0.0012794-0.00058868i
0.0048329+0.0004419i,-0.0012518-0.0064116i,-0.010481-0.0064307i,-0.014614+0.00043427i,-0.011457+0.0048235i,-0.0053447+0.0043091i,-0.00054234+0.0029823i,0.0023615+0.0016104i,0.0028843+0.00060974i,0.0012537-0.00021439i,9.2583e-05-0.001049i,0.00019195-0.00086988i,0.00085545-0.00013375i,0.00085157+6.814e-05i,0.0004367+0.00023733i,0.00067876+0.00037993i,-0.00020256+0.00024791i,-0.0012366+0.00011176i,-0.00039486-0.00016775i,0.00046084-0.00039138i,0.00044533-0.00040015i,0.0005003-0.00046335i,-0.00016084-0.00074955i
0.001285-0.0030614i,-0.0080196-0.00034727i,-0.012463+0.0077681i,-0.0071198+0.014965i,-0.00057172+0.013909i,0.0017151+0.0066947i,0.0026836+0.0015174i,0.0034448-0.0012044i,0.0021895-0.0018515i,8.5511e-05-0.00080545i,-0.00018281+2.7352e-05i,0.00062712-0.00010889i,0.00030612-0.00065187i,-0.00056562-0.00090086i,-0.00038369-0.00074918i,0.00023682-0.00010588i,0.00025404+0.0015374i,-0.00025763+0.0021158i,-0.00027308+0.00059095i,-0.00025787-4.2121e-05i,-0.00018825+0.00025389i,0.00074364+0.00039038i,0.00070048+0.00039322i
0.0017334-0.0035925i,4.361e-05+0.0045105i,0.005415+0.011249i,0.012079+0.0096795i,0.01288+0.0028829i,0.0070988-0.00015144i,0.0023396-0.00068328i,6.781e-05-0.0017379i,-0.0017948-0.0018833i,-0.0014981-0.00053669i,7.2781e-05+0.00024421i,0.00052785+0.00054815i,-0.00042361+0.00028279i,-0.00082385-6.6804e-05i,-0.00053486+0.00025178i,-9.6879e-05+0.00069251i,0.00071219+0.00070805i,0.00080439+0.00033071i,0.00023698-0.00032121i,-5.2206e-05-0.00092519i,-7.866e-05-0.00070534i,-0.00028698+6.7678e-05i,-0.00020227+0.00057747i
-0.0019038-0.0032505i,0.0029106+0.0035157i,0.0093842+0.00083366i,0.010583-0.0093857i,0.0062816-0.013137i,0.0021702-0.0087688i,-0.00040259-0.0036772i,-0.0017831-5.2526e-05i,-0.0019353+0.0011242i,-0.0011034+0.00083133i,5.8644e-06+0.00055053i,0.00063214+0.00074753i,0.00068351+0.0008395i,0.00062157+0.0013612i,0.00081639+0.0016262i,0.000768+0.00056242i,0.0007532-0.00032011i,4.3586e-05-0.00062119i,-0.00024915-0.00030089i,0.00012835+6.5432e-05i,0.00011901-0.00029257i,-0.00012056-0.001036i,0.00022517-0.00062284i
-0.0014121-0.00019363i,0.0061131-0.00014317i,0.0057289-0.0064939i,-0.0034637-0.011914i,-0.0097332-0.010848i,-0.0076527-0.0057738i,-0.0038391-0.00081855i,-0.0019806+0.0026934i,-0.00096395+0.0029767i,-0.00072286+0.0013408i,-0.00055693-0.00014316i,7.4292e-05-0.00049939i,8.8179e-05-0.00017638i,0.00036806+6.2088e-05i,-6.7446e-05+0.00051867i,-0.00092307+2.8742e-05i,-0.00015235-0.0017135i,0.00058645-0.0015452i,0.00060696+0.00020496i,0.00032156+0.00091774i,-0.00018424+0.00068283i,-0.00012867-0.00014034i,6.4827e-05-0.0002204i
1.0007e-05+0.0011928i,0.002313-0.0068438i,-0.0033559-0.009986i,-0.010933-0.0034053i,-0.012545+0.003907i,-0.0077021+0.0044942i,-0.002418+0.0040776i,0.00084738+0.0036165i,0.0020048+0.0016946i,0.001275-0.00043408i,0.00054516-0.0010958i,0.00047722-0.00063803i,0.0010628-0.00019514i,0.0011118-0.0005254i,0.00073159-0.0010235i,0.00015716-0.00081622i,-0.00048097-0.00052851i,-0.00057224-7.2219e-05i,0.00034023+0.00029322i,0.0012548-8.9783e-05i,0.00041051-0.00086591i,-0.0005875-0.00078747i,-0.00033969+0.00036393i
-0.00054057+0.00035336i,-0.0048476-0.0042877i,-0.0083548+1.7923e-05i,-0.00551+0.011407i,0.00017035+0.015737i,0.0021823+0.010729i,0.0026265+0.0049243i,0.0031696+0.00090499i,0.0018559-0.0011025i,-2.6771e-05-0.00048415i,-0.00020826+0.0003135i,0.00028373+0.00034116i,0.00061989-0.00048563i,0.00069427-0.0013875i,0.00024225-0.0015279i,-0.00067307-0.00096515i,-0.0014826-0.00019401i,-0.0012028+0.00038664i,0.00031085+0.00086684i,0.00076481+0.00077336i,-0.00055794+0.00014016i,-0.0011593-3.4843e-05i,-0.0013+0.00051068i
0.0041455+0.0013983i,-0.0025155+0.0028566i,0.00051253+0.0063282i,0.010161+0.007021i,0.013747+0.0039049i,0.0093552+0.0012993i,0.0054491-0.00088043i,0.0026641-0.0027057i,0.00041053-0.0027924i,-0.00025253-0.00098026i,-0.00088238+0.00056327i,-0.00083383+0.00018445i,-0.00099628-0.00047349i,-0.002027-0.00027129i,-0.0023346+0.00085731i,-0.0012489+0.0018388i,-0.00037717+0.0017232i,-0.00012063+0.0013204i,-5.9085e-05+0.0010807i,-0.00080456+0.001285i,-0.0010379+0.0011227i,-0.00064932+0.00064973i,-0.00075893+2.7602e-05i
0.002625-0.0014822i,0.00016846+0.0032217i,0.0045284+0.0013273i,0.0092292-0.0079261i,0.0093632-0.013806i,0.0061285-0.010799i,0.0016351-0.0058166i,-0.0013163-0.0028312i,-0.0017505-0.00064317i,7.4233e-05+0.0005331i,0.00089197+0.00053796i,0.0012495+0.00047594i,0.00057899+0.00099882i,-0.00081493+0.0010173i,-0.0010618+0.0010568i,-0.00099636+0.0014473i,-3.1244e-06+0.001075i,0.00072063-0.00067175i,0.0008793-0.001567i,0.0011018-0.0004559i,0.0014308-6.8273e-05i,0.0013764+4.5748e-06i,-0.00041113+0.00061168i
0.0019894-0.0036778i,0.0031516+0.001283i,0.0019669-0.0016316i,-0.0039638-0.008094i,-0.0099403-0.01047i,-0.0090668-0.0073647i,-0.0047141-0.0029898i,-0.0016141+0.00081115i,-0.00066745+0.0023018i,0.00015197+0.0011437i,0.00055969-0.0002704i,0.00093282-0.00057215i,0.0011802-0.00020397i,0.00086912+0.0010427i,0.00093015+0.0020188i,0.0010113+0.0012261i,9.4805e-05-7.1009e-05i,-0.00022752-0.00098912i,0.00015508-0.00087847i,0.00051507-0.00072618i,0.00073275-0.0013852i,0.001172-0.0007051i,0.0015671+0.00036136i
-0.0019187-0.0066224i,0.0016581-0.0061879i,-0.0035002-0.0067638i,-0.013412-0.0016528i,-0.017257+0.0044101i,-0.012319+0.0043139i,-0.0057133+0.0036017i,-0.00060243+0.0040957i,0.0015444+0.002485i,0.00071965+0.00050226i,0.00020138-0.00033019i,0.001521-0.00098116i,0.0028913-0.0012938i,0.0029098-0.00096697i,0.0020921-0.00094473i,0.0013312-0.0013086i,0.00069293-0.001204i,-0.0004893-0.00032788i,-0.00026091+0.00012656i,9.5708e-05-0.00034329i,-0.0005893-0.00086922i,-2.1259e-05-0.00089327i,0.00029766-0.0006055i
-0.0061043-0.0033974i,-0.0042475-0.0060562i,-0.0054466-0.00079115i,-0.0043848+0.010628i,-0.001694+0.016184i,2.2822e-05+0.012577i,0.0018146+0.0065351i,0.0035496+0.0017199i,0.002431-0.0014482i,0.00035186-0.001485i,-0.00021208-0.0008875i,0.00071466-0.000762i,0.0010851-0.00090634i,0.00095271-0.0021633i,0.00057874-0.0027842i,-0.00014166-0.0018718i,-0.00047618-0.00029444i,-0.0011675+0.00076769i,-0.00082434+0.00022861i,-0.00037582-0.00079724i,-0.0015967-0.00058272i,-0.0020831-0.00059525i,-0.0011559-0.0015269i
-0.0035055+0.0045201i,-0.0040196+0.0017657i,0.00082753+0.0037177i,0.010497+0.0057782i,0.015099+0.0046618i,0.010363+0.0028219i,0.0059556+0.0018155i,0.0037244-0.0009164i,0.0013726-0.0025053i,0.00013223-0.00076452i,-0.00047094+0.00060363i,-0.0014591+0.00047714i,-0.0020513-0.00018369i,-0.0021206-0.0017824i,-0.0020545-0.0017933i,-0.0017335+0.00036456i,-0.00091569+0.0011931i,-0.00045101+0.00061049i,-0.00063077+0.00022422i,-0.00027857-0.00050116i,0.00015647-0.00080524i,-0.00031653-0.00047026i,-0.00011412-0.00025223i
-0.00183+0.0027452i,-0.0049422+0.00068134i,-0.00068626-0.00055279i,0.0063558-0.007337i,0.0087273-0.011657i,0.0067619-0.0085709i,0.0027501-0.0052839i,-0.0010216-0.0030836i,-0.0021582+5.5702e-05i,-0.00052653+0.0015636i,0.00065092+0.0010476i,-0.00016865+0.0008534i,-0.0013726+0.0011873i,-0.0023071+0.0010974i,-0.0022905+0.0010494i,-0.0015647+0.0021141i,-0.001221+0.0018842i,-0.00048753+0.00072106i,5.8005e-05+0.00037741i,-0.00014784+0.00052942i,6.6137e-05+0.00080707i,-0.00021812+0.00043708i,-0.00064429+0.0004222i
0.0048424+0.004171i,0.0030485+0.0043857i,0.0015094-0.00052382i,-0.0031349-0.0086511i,-0.0071401-0.012295i,-0.0055858-0.0089828i,-0.0034902-0.0049328i,-0.0027897-0.0020809i,-0.0011442+0.0011291i,0.00012653+0.0022508i,-8.8056e-05+0.0010988i,8.1241e-05+4.3848e-05i,0.0013483+0.00099254i,0.00094847+0.0026922i,0.00064739+0.0029979i,0.0011663+0.0019782i,0.0016614+0.0011243i,0.0015504+0.00047578i,0.00054847+0.00043778i,0.00039027+0.00014375i,0.00035453-0.00075443i,-0.00043481-0.00079393i,-0.00053832-0.00047739i
0.0050414-0.0035988i,0.0044828-0.00015337i,-0.00050306-0.00024804i,-0.010063+0.0025031i,-0.014526+0.0059424i,-0.010822+0.0045208i,-0.0059239+0.0021929i,-0.0024801+0.0031903i,0.00090612+0.0025518i,0.0019524-0.00027534i,0.0014079-0.0010371i,0.0011642-0.00019583i,0.0017247+0.00019152i,0.0032343+0.00024818i,0.0041088-0.00041171i,0.0037237-9.7941e-05i,0.0019444+0.00028234i,0.0003935-0.00016176i,7.7537e-05-0.00078236i,0.0001141-0.00085523i,0.00065175-0.000699i,0.001028-0.00047923i,0.00076292-0.00023734i
0.00050801-0.0092963i,0.0014835-0.0064324i,-0.0019717-0.0022099i,-0.0028454+0.0071821i,-0.00039698+0.013967i,0.00087727+0.010703i,0.00019466+0.0050417i,0.0013804+0.0021586i,0.0022244+8.3212e-05i,0.00094223-0.0008035i,0.00054419-0.00089013i,0.0013179-0.00075718i,0.0019262-0.00076329i,0.0019903-0.0011423i,0.0016243-0.0025015i,0.0005814-0.0026948i,-0.00067638-0.0014123i,-0.0010493-0.00026798i,-0.0011584+9.5123e-05i,-0.0013249-0.00021164i,-0.0011537-0.00028552i,-0.00057456+2.9092e-05i,0.00021055+3.3992e-05i
-0.0093707-0.0054689i,-0.0062004-0.0045868i,-0.0031048+0.00046284i,0.0061757+0.0054912i,0.013204+0.0052225i,0.010421+0.0029957i,0.0052036+0.0023904i,0.0028024-7.0485e-05i,0.0009085-0.0023551i,-0.00021832-0.0018843i,-7.951e-05-0.0011164i,3.9494e-05-0.0012875i,-0.00065708-0.0019051i,-0.0014258-0.0022233i,-0.0026626-0.0023965i,-0.0034044-0.0023508i,-0.0022296-0.0017281i,-0.0006849-0.00094076i,7.8396e-05-0.00036108i,-0.00015026-0.00062453i,-0.00045738-0.0012416i,0.00015782-0.00090597i,0.0006147-0.00061423i
-0.008478+0.0050244i,-0.0062193+0.0025708i,-0.0011425+0.0014085i,0.0045897-0.0064781i,0.0055118-0.013241i,0.0026516-0.0098408i,0.00094029-0.0045037i,0.00016099-0.0035602i,-0.0014425-0.001274i,-0.0015613+0.00047041i,-0.00077888-0.00036015i,-0.00084751-0.00107i,-0.0013903-0.00090381i,-0.0023851+0.0005379i,-0.0027317+0.0013501i,-0.0026974+0.00091313i,-0.0023397+0.00041353i,-0.0014579+0.00069736i,-0.00048505+0.0013585i,-2.7132e-05+0.0012665i,-0.00027131+0.00091664i,-0.00012311+0.00089923i,0.00057938+0.0011606i
