0.0020595-0.0010935i,0.0013602-0.0013615i,0.00034072-0.0032038i,-0.00080662-0.0037606i,-0.0017493-0.0025007i,-0.0023792+0.00022086i,-0.0011607+0.0016137i,0.00048917+0.002257i,0.0012167+0.0019907i,0.0016431+0.00065014i,0.0013175-0.00035366i,-2.8403e-05-0.00040316i,-0.00042993-5.6776e-06i,-0.00018862+0.00070897i,0.00016853+0.00086948i,0.00041536+0.00054441i,0.00040991-0.00013525i,0.00030289-0.00080733i,0.00063471-0.0004309i,0.00049165+0.0001228i,-0.00017098+0.00050194i,-0.00044804+0.00047427i,-0.0010021-2.565e-05i
8.7088e-05-0.00048999i,0.00035551+0.00052978i,0.00045206+0.00089837i,-0.00072697-9.6081e-05i,-0.0013858-0.001572i,-0.0013155-0.00087626i,-0.00037999-0.00030572i,0.00017279-0.0007338i,0.00037581-0.0008816i,0.00084195-0.00033637i,0.0005393-0.00056073i,-0.00019124-0.00021849i,4.5273e-05+0.00075706i,0.00023902+0.00051447i,6.9467e-05-0.00012237i,0.00055195-2.3778e-05i,0.0011816-5.9142e-05i,0.0012613-0.00019553i,0.00031362+0.00022376i,0.00013701+0.00065757i,0.00041036+0.00043345i,0.00014403+0.00019005i,0.00026145+0.00027754i
-0.00020925-0.001795i,-0.00036327-0.0023974i,0.00094409-0.0024815i,0.00055149-0.001211i,4.0844e-06-0.00013831i,-0.00010084-0.00014112i,0.00019695+0.00010317i,0.00077103+0.00010094i,0.00062671-0.00068168i,0.00076338-0.0010038i,0.0010387-0.0012465i,0.0012552-0.0010209i,0.0017363-0.00015406i,0.0015253-0.00050519i,0.00061447-0.0006057i,-0.00044639-0.00034853i,-0.00010513-0.00064518i,0.0004473-0.00041696i,3.1269e-05+0.00012228i,-0.0009271-0.00015843i,-0.00076171-0.00064559i,-1.3429e-05-0.00067847i,0.00020962-0.00097517i
-0.0029671-0.00080952i,-0.0026806+0.00013697i,-0.0020409+0.0016675i,-0.0018735+0.0022052i,-0.00081442+0.00099721i,0.00019421+0.00022096i,-0.00010546+0.00022061i,-0.00077652-0.00022362i,-0.0010467-0.0005229i,-0.00025275-0.00037277i,-0.00010003+4.1575e-05i,-0.00083287-6.1516e-05i,-0.00079732-0.00031357i,-0.00065022-0.00032242i,-0.00052883+0.00024005i,0.000452+0.00043846i,0.001038-0.00018558i,0.00079288-0.00018697i,3.382e-05-8.4609e-05i,-9.2435e-05+5.576e-05i,-7.837e-05+0.00028588i,-7.9623e-05-0.00060326i,0.00010307-0.00078275i
0.0023622-0.002141i,0.0013373-0.0019283i,0.00026426-0.0017433i,-0.00049814-0.00028372i,-0.00086953+0.0009351i,0.00021982+0.00092448i,0.0005165+0.00087127i,-0.00045513+0.00028279i,-0.00083728-0.00058283i,-0.00096406-0.00035903i,-0.0011304-0.00038468i,-0.00023675-0.00058682i,0.0003527+3.254e-05i,-0.00023097+0.00066536i,0.00029889+0.00071597i,0.000845+0.00023505i,0.00053661+0.00014903i,1.3374e-06+0.00019802i,-3.2679e-06-0.00031088i,0.00037899-0.00029348i,0.00011592+0.00025823i,-0.00018539+0.00051172i,-0.00023071+0.00066626i
0.00020361-0.001823i,-0.00096981-0.0021886i,-0.0027798-0.002016i,-0.0026868-0.0021537i,-0.0021031-0.0013502i,-0.0012891-0.00042415i,-0.00028392+0.000288i,-7.6161e-05+0.0014719i,-8.048e-05+0.0015221i,-0.00053072+0.00052828i,-0.00096109+0.00045829i,-0.00085777+0.00083407i,-0.00052472+0.00014664i,0.00058779+0.00067832i,0.0011145+0.0016091i,0.00022904+0.00087503i,-0.00038866-0.000301i,-0.0003722-0.00064062i,0.00016829-0.00021216i,0.0003253-0.00048034i,3.1007e-05-0.00047748i,-0.00052644+0.00010636i,-0.00078939+7.8379e-06i
0.00090033-0.00095926i,0.00057503-0.0014569i,-0.00030706-0.0017395i,-0.00078656-0.0011731i,-0.0010747-0.00035241i,-0.00043956+0.00039188i,0.00055424+0.00079551i,0.00081176+4.1375e-05i,0.00029225-0.00041558i,-0.0001573+0.00034862i,-0.00060334+0.00098455i,-0.00065749+0.00039574i,0.00037918+0.00060849i,0.00068645+0.00048892i,0.00050375-0.00044619i,0.00030178+0.00010524i,-0.00046752+0.00018666i,-0.00077442-0.00044693i,0.00047368-0.00079923i,0.00088881-0.00084532i,0.00026462-0.00098035i,0.00015505-0.00088224i,6.3291e-05-0.00038463i
-7.5317e-05-0.00084703i,-3.8548e-05-0.00051578i,-0.00011124-0.00076255i,0.00028573-0.001416i,0.0002009-0.0016199i,-0.00041484-0.00099845i,0.00034242-0.00036344i,0.0014117+0.00016335i,0.0016221+0.00075805i,0.0013187+0.0007948i,0.000652+0.00034904i,0.00016697+0.0002381i,6.9652e-05-0.00038345i,0.00014049-0.00082351i,0.0001593-0.00060734i,0.00059745+6.526e-05i,0.0013863+0.00023782i,0.0012632-0.00013354i,0.00046956-5.6756e-05i,-0.00016763+0.00079288i,-0.00029176+0.001153i,-0.00053356+0.00033756i,0.00014972+0.00011471i
0.0015178-0.0013473i,0.001463-0.0021205i,0.00090098-0.0020833i,-2.459e-05-0.00095054i,-0.00050546-0.00073838i,-0.00053496-0.00027593i,0.0002105-0.0002937i,0.00013699-0.00084439i,-0.00014951-0.0012606i,0.00069724-0.0019097i,0.00070979-0.0015131i,0.00038358-0.00044557i,0.00011347-0.0004964i,-0.00014103-0.00091865i,-0.00015092-0.00068845i,-1.0272e-05-0.00094147i,-2.3242e-05-0.00057106i,-0.00039776-0.00031891i,-0.00044989-1.6478e-05i,0.00019185+0.00036561i,0.00053296+0.0006433i,0.00035938+0.00084841i,-0.0002707+3.3051e-05i
-0.00084352-0.0010142i,-0.0014885-0.0010183i,-0.0017966-0.00079547i,-0.0010454-0.00039622i,-0.00041753+0.00020686i,6.3965e-05+0.00085904i,5.2406e-06-3.95e-05i,-1.014e-05-0.0010925i,-0.0002118-0.0014693i,-0.00050186-0.001776i,-0.00025226-0.0012094i,0.00016623-0.00017562i,0.00013103+0.00025151i,-0.00033264+0.0010896i,-0.00025549+0.00098059i,0.00073597+0.00071839i,0.00027111+0.00095526i,-0.00010054+0.0012497i,0.00046602+0.0011134i,-0.00011889+0.00013434i,-0.00043896+5.2283e-05i,-0.00065886+0.00061329i,-0.00069117-0.00023632i
-0.0014159-3.3134e-05i,-0.0005729-0.00033809i,-0.00056411+0.00021991i,-0.0012068+0.00054072i,-0.00092657+0.00017084i,-0.00034604-0.00030967i,0.00015768+0.00032982i,-0.00086293+0.00099913i,-0.0024427+0.00054355i,-0.0019549+0.00024354i,-0.0006872+0.00034081i,-0.00032612+0.000113i,-0.00014714-0.00037452i,-0.00038464-0.00057103i,-0.00059003-8.5798e-05i,-0.0012182+0.00021757i,-0.0013187+0.00030351i,-0.00074498+0.00029289i,0.00015286+0.00052989i,0.00059457+0.00047054i,0.00013114-1.9071e-05i,0.00037114-0.00036877i,0.00018277-0.00056417i
-0.0018038+0.00060173i,-0.0019773+0.00077644i,-0.0011621+0.0011194i,-0.00013828+0.0018033i,5.0807e-05+0.0019264i,-7.3159e-05+0.0012186i,0.00025297+0.0010033i,4.0884e-05+0.00075456i,0.00013436+0.00069931i,0.00010424+0.00089693i,-0.00028932+0.00055388i,4.8559e-05+0.00011478i,0.00024255-0.00014888i,-0.00028094-0.00081748i,-0.00024488-0.0010339i,-0.00055806-0.00072573i,-0.00082901-0.0001981i,-0.00047197+4.7124e-05i,-0.00017821-0.00018414i,-0.00033559-0.00020807i,-0.00046649+0.00038778i,-0.00034773+7.0655e-05i,-0.00025044-2.0116e-05i
-0.00049667-0.0010767i,-0.0012767-0.00088974i,-0.00079543-0.0002813i,0.00028327+0.00028315i,0.00085025+0.00030108i,0.00070599+0.00054006i,0.000432+0.00079524i,0.00045951+0.00067085i,0.00050995+0.0013096i,0.00039267+0.0018705i,0.00022847+0.0013486i,0.00030563+0.0010371i,0.00029493+0.00042566i,-1.1044e-05+1.8476e-05i,0.00048845+5.5158e-05i,0.00080581+0.00056462i,0.00056261+0.00074381i,0.00059624+0.00070466i,7.8197e-05+0.0003104i,-0.00043778-0.00010465i,-0.00094709-0.00012068i,-0.00062681-7.7886e-05i,5.7581e-05-0.00032186i
-0.0013233-0.0011047i,-0.00080128-0.0013253i,-0.00054284-0.0006792i,-0.00048533+0.00056072i,0.00089272+8.2358e-05i,0.0012254-0.00065418i,0.00028138+0.00011289i,0.00037813-0.00018705i,0.0008523-0.00056656i,0.001033-0.00018895i,0.0012108-0.0005195i,0.00083289-3.8446e-06i,0.00042452+0.00023667i,0.00015053-0.00071521i,3.4183e-05-0.00094493i,2.4859e-05-0.00069769i,-0.00013582+2.8271e-05i,5.6166e-05+0.0007976i,0.00012682+0.00093685i,0.0007248+0.00044275i,0.00090179-1.5571e-06i,0.00031937+0.00022673i,0.00010215+0.0005173i
0.00033218-0.0019318i,-0.00070453-0.0020329i,-0.0012002-0.0021215i,-0.00086222-0.0018085i,-0.0010601-0.0013721i,-0.0012823-0.00061161i,-0.00068139+5.8372e-05i,3.5163e-05+3.9191e-05i,-4.4746e-05-0.00031624i,-0.00072696-0.0010047i,-0.00011932-0.00095763i,0.0004557-0.00020777i,0.00074928+0.00014447i,0.0011144+0.00041909i,0.00072452+0.00032788i,-9.1885e-05+0.00069887i,-0.00043781+0.00029495i,-0.00026258-0.00043271i,0.00036723-0.00043751i,0.00023701-8.3111e-05i,-1.1799e-06+0.00064819i,8.1754e-06+0.00064402i,-0.0010599-0.00014703i
0.0013347-0.00060051i,0.0018708+0.00014522i,0.0028214+0.00041051i,0.0023296-0.00073029i,0.0005922-0.0014719i,-0.00078553-0.00080428i,-0.00035624+0.00034999i,-5.2823e-05+0.00038222i,-0.00096992-0.00041395i,-0.0015145-0.00077741i,-0.00093454-0.00066991i,-0.00040372-0.00047231i,-0.00061762+6.8257e-05i,-7.4693e-05+0.00071488i,0.00013437+0.00078513i,-0.00034181+0.00021304i,-3.5678e-05-0.00018443i,0.00068397-4.8788e-05i,0.00038062+0.00028653i,-0.0001066+0.00036395i,-0.00061827+1.0085e-05i,-0.00026859-0.00021745i,0.00075336+0.00042237i
-0.0018711+0.0014294i,-0.0022844+0.0016164i,-0.0023589+0.0020562i,-0.0011506+0.0011775i,0.00064871+0.00045154i,0.00071159-0.00070339i,-0.00014112-0.00019904i,-0.00021406+0.001084i,9.9653e-05+0.0010927i,5.5254e-05+0.00041089i,-0.0004184+3.5472e-05i,-0.00053334-0.00013073i,-0.00031957-0.00090347i,-0.00019586-0.0014006i,-0.0001722-0.0010752i,-7.4637e-05-0.00038738i,0.00024186-0.00035075i,0.00063024+0.00014307i,0.00056953+0.00059527i,-0.00017923+0.00012686i,-0.00042672-0.00048378i,-0.00051705-0.00036784i,-0.00035805+3.6829e-05i
-0.0013711+6.7428e-05i,-0.0017096-2.0812e-05i,-0.0016072+0.0015685i,-0.0002976+0.0026539i,0.00036674+0.0017922i,0.00065273+0.00068031i,0.00036318+0.00017468i,0.00054328+3.948e-05i,0.00040749+0.00042822i,-0.00031626+0.00065642i,-0.00094068+0.00067653i,-0.0010527+1.9962e-05i,-0.00079937-0.00097408i,-0.00038139-0.00088368i,0.00060857-0.0010724i,0.00090845-0.00070795i,0.00061382+6.7509e-05i,-4.3676e-05-0.00014321i,-0.00057981-0.00044808i,-0.00045647-0.00032667i,1.7206e-05+0.00025539i,-0.00019735+0.00071481i,-0.00091813+0.00027361i
-0.0019338+0.0001948i,-0.0020941-0.00018249i,-0.0016198+0.00052192i,-0.00065057+0.00089095i,8.39e-06+0.00013189i,-0.00014137-0.0003828i,-0.00044062+0.00014369i,-0.00022983+0.00076391i,0.00062707+0.00041704i,0.0010768-0.00020423i,0.0016024-0.00017823i,0.0014429-0.00031215i,1.5317e-05-0.00013994i,-0.00066282-0.00058826i,-0.00051775-0.00086872i,-0.00017646-0.00026883i,0.00014346+0.00014292i,0.00019692+0.00050257i,-8.2918e-05+0.00043229i,-0.00031398-3.7925e-05i,-0.000254-0.00015276i,-0.00024823+0.00017794i,-0.00034004+0.0001558i
-0.00055937-0.00035643i,-0.0009374+0.00069946i,0.00057433+0.0013504i,0.0012843+0.00010875i,0.00035225-0.0015359i,-0.0011518-0.001058i,-0.00062343-0.00026923i,0.0006252+0.0005323i,0.0012674+0.00065014i,0.0013162-0.00064942i,0.00039913-0.0009795i,-0.00014206-0.00026295i,0.00039967+9.1274e-05i,0.00029989+2.9876e-05i,-7.3149e-05-0.00038237i,-0.00063654-0.00046871i,-0.00082662-0.0006615i,0.00021198-0.0010109i,0.00090464-0.00099069i,0.00098557-0.00061043i,-0.00015231+6.2469e-05i,-0.0011089+0.00012738i,-0.00033092+4.2578e-05i
0.0028648-0.00024542i,0.002654-0.0008529i,0.0014361-0.0018333i,0.0010244-0.0016077i,-0.00055908-0.00067452i,-0.0015664-0.00028983i,-0.00010339+0.00022537i,0.0008407+0.00065305i,0.00049646-0.00040264i,0.00020632-0.0015426i,-0.00031859-0.00084088i,-0.00070228-0.00010752i,-0.00023813-0.00016545i,-0.00020178-8.288e-05i,-0.00028984+0.00051465i,-3.4113e-05+0.0003269i,0.00063024-6.5297e-05i,0.00055226-0.00010433i,0.00030761-0.00049067i,3.6979e-05-0.00081316i,-8.6479e-05-0.00063306i,0.00046421+5.7715e-05i,0.00054311-1.9165e-05i
-0.00064798+0.00034018i,-0.00041473-0.00028724i,-0.00019903-0.00040724i,0.0001779-0.00049395i,-0.00024712+0.0006772i,-9.122e-05+0.000859i,0.00036957+0.00013794i,0.00028936-5.1528e-05i,0.00017548-0.00076937i,-0.00033358-0.00091609i,-0.00031999+8.4811e-05i,0.00049951+0.00043576i,0.00063672+0.00089236i,0.00049486+0.00095556i,0.00049786+0.00058326i,0.00056366+0.00051723i,0.00070822+0.00032193i,0.00047356+0.00011944i,-0.000219+4.4931e-05i,-0.00016008-0.00062158i,-2.4146e-05-0.00075023i,-0.00013724-0.00033241i,0.00023886-6.5196e-05i
0.0016039+0.001542i,0.00063664+0.0006618i,-0.00041578-0.0013396i,-0.00027618-0.0018322i,0.00025358-0.0015205i,-0.00042032-0.0016019i,0.00033752-0.00094359i,0.00083733+0.00043854i,-0.00023564+0.0012495i,-0.00080037+0.00079263i,-0.0010141+0.00069186i,-0.001214+0.0003568i,-0.00073806+0.00032101i,-0.00040019+0.00064641i,-0.00034684+0.00021345i,-1.9117e-05+9.4578e-06i,0.00030899-0.00046602i,-9.4811e-05-0.00045623i,-1.5777e-05-0.00073123i,-0.00015339-0.00046464i,-0.00027763+0.00028964i,-0.00014486-0.0004117i,-4.9339e-05-0.00093441i
-0.00040588-0.00088076i,0.00033774-0.0017546i,-7.525e-05-0.0012931i,-0.00083887-0.00073078i,-0.0011328-7.3062e-05i,-0.00013959+0.00068672i,0.00085456+0.00096961i,0.00047523+0.0010864i,-0.00040656+0.0011988i,-0.00085762+0.0010196i,-0.00036212+0.00059151i,-0.00024008+0.00065591i,-8.1478e-05+0.00046061i,0.00057927-0.00045943i,0.00072965-0.00093708i,0.00068787-0.00031495i,0.00054558+0.00068894i,-0.0001269+0.00052969i,-0.00047546+8.5246e-05i,-4.7659e-05-0.00022275i,7.1699e-05-0.00024747i,-0.0002873+0.00016307i,-0.00096913+0.0010989i
0.0019832-0.00089103i,0.0010558-0.00063648i,7.7284e-05-0.0016699i,-0.0012182-0.001607i,-0.0014901-0.0007072i,-0.0012863-0.0002837i,-0.00066433-0.00049694i,-0.00022151-0.0007988i,0.00072924-0.00048714i,0.0017495-0.00029213i,0.0011367+0.00015788i,-9.5073e-05+0.00089021i,-7.5194e-05+0.0012274i,-0.00015982+0.00070011i,-0.00076574+0.0002589i,-0.00059602+6.3439e-05i,-0.00043461-0.00042354i,-0.00074508-0.00047692i,-0.0003656-0.00023514i,-7.3861e-05+0.00032544i,-6.096e-05+0.0011304i,0.00010179+0.00044293i,0.00017749+3.7605e-06i
0.00069069-0.00037607i,0.00080256-5.4536e-06i,0.00032492-0.00068875i,-0.00030288-0.0017813i,-0.0002328-0.0013127i,-0.00029049-0.0008561i,-0.00019136-0.0005387i,3.2447e-05-0.00047415i,-0.0004715-0.0003481i,0.00011133-0.00018484i,0.00030954-0.00047242i,-0.00027067-0.00037903i,5.2544e-08-0.00026721i,0.00021614-0.00038309i,1.9142e-05-0.00047594i,-6.0951e-05+0.00015148i,0.00022099+0.00076122i,0.00062995+0.00045234i,0.00060361-0.00059633i,2.4955e-06-0.00062919i,-0.0001945-7.7488e-05i,-0.00015246-6.651e-06i,-0.00031269-0.00015588i
-0.002063+0.00042692i,-0.0016498+0.00073632i,-0.0011021+0.0012254i,0.00040323+0.00021852i,0.0015192-0.0003051i,0.0012878+0.00088629i,3.513e-05+0.0019089i,-0.00081312+0.0013561i,-0.00063219-8.1612e-05i,-0.00010233-0.000867i,0.0002687-0.0010475i,0.00057135-9.2048e-05i,0.001016+0.00092418i,0.0012393+0.00017216i,0.00059672-0.00033026i,0.00030112-8.1938e-05i,0.00042363-0.00038988i,0.0003351-0.0003679i,-0.00028504+7.2509e-05i,-0.00019217-0.00019162i,0.00031307-0.00048716i,-0.00038055-0.00027865i,-0.0009145-0.00042121i
0.00090483+0.00070734i,0.0014171+0.001148i,0.0016055+0.0013915i,0.0011364+0.00063408i,0.00059782+5.6838e-05i,0.00015366-0.00012167i,1.9311e-05+0.00042611i,0.0003702+0.0010283i,0.00044708+0.00070656i,8.0676e-05-4.2999e-05i,0.00016982-0.000491i,0.00013396-0.00071934i,5.4662e-05-0.00047374i,0.00010131-0.0004767i,-0.00013715-0.00039691i,-0.00036202+0.00043751i,0.00012468+0.0002782i,0.00052395-0.00026823i,0.00034635-0.00070149i,0.00023874-0.00035044i,-0.00017678+0.00049296i,-0.00029299+0.0002477i,-0.00056138-0.0006744i
-0.00023856-0.00031329i,0.0002514-0.0006983i,-0.00066778-0.00064101i,-0.0004019-0.00010844i,0.00090798+0.00055137i,0.0010056+0.00034762i,0.001006+0.00087094i,0.0011992+0.0014129i,0.00087915+0.00026339i,-7.9179e-05-0.00076529i,2.173e-05-0.00074241i,0.00071646-0.00046513i,0.0012812-0.00080954i,0.00084979+3.5693e-05i,0.00024149+0.00046022i,0.00063987-0.00015425i,0.00075543+0.0002576i,0.00053527+0.00066051i,0.0003343-3.7056e-05i,0.00035023-0.00039997i,0.00010917-0.00066047i,-0.00038623-0.001155i,-0.0002008-0.00034568i
-0.00040649-0.0037745i,-0.00020626-0.0034103i,-0.00032467-0.0022826i,-0.0015656-0.0010281i,-0.0015697-0.00014946i,-0.0006318+0.00011527i,0.0007222-0.00095943i,0.0010891-0.0019192i,0.00050409-0.0014661i,0.00049061-0.00038579i,0.00070143+0.00082517i,0.0006609+0.001217i,0.0011651+0.00026706i,0.0014403-0.00045156i,0.00091058+1.5376e-05i,0.00064753+0.0002225i,0.00010134+8.591e-05i,-0.00029752-0.00055733i,-5.157e-05-0.00089208i,-0.00041938-0.00075319i,-0.00032358-0.0004202i,-3.8065e-05+0.00024652i,-4.0593e-05+0.00039871i
-0.00055961-0.00032393i,-0.00039453+0.00021634i,0.00015917+0.00038898i,0.0011257+0.00013045i,0.0010851-9.7485e-05i,0.00047672-0.00044399i,0.00054603-0.00035888i,0.00052782-0.00031217i,0.00055425-0.00055298i,0.00064174-0.00057984i,0.00082138-0.0011315i,0.0002823-0.0011815i,-0.00057127-0.0004758i,-0.0004447+0.00029115i,-0.00014959+0.00042388i,-0.00018481+9.3914e-05i,0.00035946+0.00030863i,0.0012139+1.7185e-05i,0.0013202-0.0010343i,0.00080928-0.0011285i,0.00029569-0.00047442i,-0.00032317-8.1324e-05i,-0.00063801+0.00025717i
0.0016179+9.7476e-05i,-0.00033358+0.00087294i,-0.00043223-8.9238e-05i,-6.0958e-05-0.0015734i,-0.00019871-0.0018787i,-0.00076188-0.0009962i,-0.00098591-6.3848e-05i,-0.00072134-0.00022271i,-0.00017384-0.00059023i,-3.0874e-05-0.00058231i,-0.00082775-0.00078655i,-0.0010851-0.00046728i,-0.00035112+0.00028622i,-0.00060502-2.0108e-05i,-0.0011936-0.00020269i,-0.00080242-0.00020063i,0.0001455-0.00056814i,0.00053756-0.00043221i,0.00041598-0.00059296i,0.00064008-0.00022569i,3.6978e-05-4.4654e-05i,-0.00054205-0.00023448i,-0.00033176-0.00011624i
-0.00037908-0.0018566i,-0.0014664-0.0018726i,-0.0011811-0.00082319i,-0.0013488-1.2136e-05i,-0.0014923-0.00010485i,-0.0012301-0.00033558i,-0.001258-0.00010539i,-0.0015733-0.0004915i,-0.001136-0.00063724i,-0.0010071+0.00055973i,-0.0015539+0.00082735i,-0.0016265+0.00051858i,-0.0012219-0.00012474i,-0.00030371-0.00050399i,-8.5939e-05+0.00043879i,-0.000216+0.0013294i,0.00026947+0.00069431i,-0.00024172-0.00038871i,-0.0010614-0.0014097i,-0.00073722-0.0012012i,-0.00020485-0.00042525i,-0.00011547-0.00071631i,0.0004794-0.00093314i
0.00156-0.0026538i,0.0010436-0.0019006i,0.00044915-0.0023484i,-2.8766e-05-0.0014895i,-0.00075927+0.00010877i,-0.0014053+0.0013349i,-0.00095536+0.0018896i,-0.00075231+0.0011265i,-0.00079737+0.00059i,-0.00097843+0.001111i,-0.0010209+0.00034639i,-0.00069601-0.00035708i,4.3458e-05+0.00016003i,0.00085178+0.0013015i,0.00043361+0.0012548i,0.00028607-0.00047808i,0.00068082-0.0014377i,0.0001604-0.0010738i,-0.00042918-0.00038427i,-4.6471e-05-0.00069172i,-0.00025621-0.0011415i,-0.0005708-0.00048379i,-0.00057037-0.00021895i
-0.00068442-0.0013224i,-0.00048882-0.00185i,-2.3663e-06-0.001408i,-7.0133e-05-0.00038957i,0.00060811-0.00026231i,0.0011547-0.00039331i,0.0012867+0.00054781i,0.0016708+0.0010895i,0.0018581+0.00071659i,0.0011389+0.0011476i,0.00074219+0.0009376i,0.001301-5.772e-05i,0.00034319+0.00016119i,-0.00067124+0.00068368i,-0.00038503+0.00024369i,4.7106e-05+0.00013571i,-0.00038198+0.0002999i,0.00070323+0.00014527i,0.0014113+0.00019749i,0.00020951+0.00044326i,-0.00031646+0.00014567i,0.00014803+0.00024587i,0.00021124+4.1404e-06i
0.0021378-0.00086936i,0.0021034+0.00067685i,0.0012068+0.00016252i,0.0017247-0.00042481i,0.0017059-0.00015495i,0.0011502-8.0879e-05i,0.0011591-0.00021674i,0.0012334-0.00053974i,0.00099046+0.00025775i,0.00037414+0.00042017i,0.0005026-0.00020266i,0.00033197-3.0288e-05i,0.0004158-0.00047993i,0.0010222-0.00050146i,0.00050549+4.1479e-05i,0.00053309+0.00051088i,0.00080029+0.00042177i,0.00091008+0.00025065i,0.00098178+0.00043502i,0.00067198-1.3179e-05i,0.00042747-2.4683e-05i,-2.3447e-05-0.00022414i,-0.00010171-0.00015909i
-0.00073699-0.002766i,-0.00071727-0.0024844i,-0.0022795-0.0024408i,-0.0035188-0.0017459i,-0.0023022+1.1445e-05i,-4.2848e-05+0.00076125i,0.0012366-0.0003583i,0.0012338-0.0013866i,7.9216e-05-0.0013091i,-0.00061521-0.00028876i,-0.00043434-9.6559e-05i,-0.0003086-0.00079085i,-5.2674e-05-0.0012105i,0.0003232-0.00061287i,7.1201e-05-0.00014455i,6.5693e-05-0.00055164i,0.00060975-0.00013212i,0.00060883-0.00053206i,0.00015219-0.00063948i,-0.00017095+1.4168e-05i,-0.00061068-0.00022534i,-0.00068572-0.00011503i,-0.00077957+0.00018411i
-0.0022851-0.00049483i,-0.00237-0.00045473i,-0.0034629-0.00045288i,-0.0028394+0.0015887i,-0.002079+0.0025147i,-0.0010854+0.00085687i,-0.00022847+8.6343e-06i,-2.4518e-05+0.00024033i,-0.00013878+0.00016803i,-0.00067131+0.00035633i,-0.00056448+0.00028253i,-0.00066457-0.00036718i,-0.0010566-0.00034671i,-0.00040071-0.00030848i,7.5479e-05-0.00039811i,0.00044512+2.26e-05i,-0.00021507+0.00042708i,-0.00057264-0.00011705i,-0.00023036-0.00049074i,0.0006543-0.00012973i,0.001033-0.00016463i,0.00057036-0.0004786i,-5.5344e-05-0.00063133i
-0.001003-0.0018118i,-0.00074775-0.00081906i,-0.00010227+0.00084443i,0.00032093+0.0011434i,-0.00050307+0.00075848i,-0.0012671+0.00061267i,-0.0011226+0.0011967i,-0.001349+0.0012215i,-0.001713+0.00016436i,-0.0012739-0.00045119i,-0.00047127-0.00056761i,-0.00036595-0.00077836i,-0.00045325-0.00033988i,-0.00065254+0.00022376i,-0.00035599+1.4927e-05i,9.3612e-05+2.3956e-05i,0.00036895+0.00050813i,0.0001123+0.000499i,4.7642e-05+0.00044863i,0.00027055-4.1274e-05i,0.00043777-0.00037269i,0.00048507-0.00024396i,0.00045743-0.00054099i
0.0010087-0.0025639i,8.6707e-05-0.0024781i,-0.00047117-0.003202i,-0.00023753-0.0027359i,-0.0002369-0.0010598i,-0.00011071+0.00068218i,0.00049883+0.0020215i,0.0010707+0.0025608i,0.00065317+0.0013704i,0.00034659-0.00065298i,-4.8089e-06-0.0010479i,-0.0010477-0.00054931i,-0.00070858+0.00073813i,-0.00019934+0.00094253i,3.5814e-05+0.00020261i,0.00013286+0.00023842i,0.00069913+0.00027534i,0.0012046-0.00021865i,0.00094535-0.00013125i,-8.5302e-05-0.00013559i,-0.00043532-3.63e-05i,-0.00037491+0.0002598i,-0.00058168-0.00032171i
6.9044e-05+0.00018096i,0.00087274+8.078e-05i,0.0017937+0.00052962i,0.001615+0.0010893i,0.00027327+0.00048938i,-0.00057867+0.00038534i,-5.3362e-05+0.0015383i,0.00060851+0.0016296i,0.00079305+0.00074121i,0.0011197-0.00028505i,0.0014708-0.0008666i,0.0017033-0.00067461i,0.0015688+0.00039262i,0.00093013+0.00080459i,1.8355e-05+0.00044545i,-0.00014556+0.00017681i,0.00097554-0.00048909i,0.0010166-0.00015744i,-0.00029571+0.00010275i,-0.00093935-0.00052334i,-0.00095296-0.00093123i,-0.00076735-0.00044118i,-0.00026348-6.0256e-05i
-0.00071313-0.0006803i,-0.00027212-0.00010986i,0.00035466-0.00094806i,-0.00026169-0.0028243i,-0.00038025-0.0025727i,0.00060119-0.0014202i,0.0011956-0.00047819i,0.0015473-0.00053808i,0.0016554-0.00078344i,0.0010795-0.00035801i,0.00074432+3.6748e-05i,0.00043021-9.0854e-05i,0.0005664-0.00052623i,0.00012631-0.00063608i,-0.00024468-0.00058419i,0.00041406-0.00017026i,0.00059883+0.00092553i,0.00024774+0.0011809i,9.1666e-05+0.00067724i,-0.00012115+0.00048359i,-0.00041775+2.4477e-05i,-0.00024639-0.00035416i,-0.0001631-0.00086144i
-0.0015867-0.00042303i,-0.00065775-0.00035464i,-0.00050028+0.00066174i,-0.00074441+0.0026602i,-0.00051887+0.0019756i,0.00055254+0.00018719i,0.00086801-0.0012869i,0.00051652-0.0016428i,-8.2128e-05-0.0011257i,-0.00021036-0.00032795i,-0.00019411-0.00051773i,-0.00050522-0.00095251i,-0.00076015-0.000798i,-0.001058-0.00014306i,-0.00091398-9.4625e-05i,-3.438e-05-0.00076585i,0.00036098-0.00060889i,1.5983e-05-0.00028765i,0.00045636-0.00049222i,0.0010208-0.0008027i,0.00087405+7.3194e-06i,0.00011929+0.001042i,-0.00061139+0.00091896i
