-0.0011893+0.0014734i,-0.00039054+0.00031505i,-0.0013378-0.00051103i,-0.0024851+0.00038786i,-0.0019882+0.0013144i,-0.0005238-9.4583e-05i,0.00030623-0.00073544i,0.00054067+6.3853e-05i,0.0004278+0.00089542i,0.00057541+0.00081533i,0.0006286-0.00012259i,0.00073287-0.0007702i,0.00076786-0.00054768i,0.0011126-0.0001303i,0.0013755-0.00017639i,0.00072661-0.00028423i,-0.00020348-0.00035758i,-0.00056222-0.00020745i,-0.00082352-0.00051046i,-0.00022333-0.00097977i,0.00034394-0.00034779i,0.00013675-4.2525e-05i,-0.00026607-0.00030782i
-0.10466+0.035953i,-0.15717+0.25669i,-0.092395+0.57595i,0.046508+0.69225i,0.078111+0.49577i,0.0028099+0.23871i,-0.03911+0.085919i,-0.049073+0.0053074i,-0.064588-0.018982i,-0.065965-0.0095218i,-0.057253-0.019003i,-0.057704-0.035681i,-0.06293-0.029875i,-0.064149-0.010676i,-0.052593+0.0087697i,-0.031121+0.015269i,-0.017375+0.001541i,-0.017169-0.018255i,-0.018786-0.027865i,-0.017087-0.028i,-0.017545-0.026689i,-0.020593-0.028168i,-0.018693-0.032165i
0.25026-0.28314i,0.34309-0.68931i,0.20423-1.0277i,-0.025248-0.93665i,-0.070996-0.51159i,-0.0022432-0.15625i,0.016981+0.051259i,0.030876+0.16066i,0.067225+0.16248i,0.1002+0.1063i,0.11344+0.054987i,0.090113+0.030935i,0.052934+0.029921i,0.030677+0.033888i,0.027493+0.026027i,0.028457+0.0082592i,0.024795+0.0036386i,0.026056+0.0093451i,0.022649+0.0053367i,0.005346-0.00079906i,-0.0085083+0.00078265i,-0.0093313+0.007047i,-0.0069271+0.020631i
0.057326+0.29544i,0.16982+0.5726i,0.28834+0.66221i,0.25435+0.43748i,0.10188+0.16295i,0.030056+0.017032i,0.022073-0.099241i,-0.027319-0.15951i,-0.083003-0.11884i,-0.095021-0.044047i,-0.054468-0.00091444i,0.0084893-0.0184i,0.035804-0.060943i,0.025549-0.079606i,0.0036982-0.065487i,-0.012237-0.031762i,-0.014549-0.014551i,-0.018121-0.020471i,-0.022844-0.014422i,-0.014405+0.0020396i,-0.0019311+0.0027009i,0.0018053-0.01261i,0.0025847-0.034196i
-0.17936+0.00042899i,-0.41397-0.0015598i,-0.57634+0.099746i,-0.42712+0.24296i,-0.14849+0.15622i,-0.10771-0.065876i,-0.19984-0.060411i,-0.14799+0.078599i,-0.02176+0.086106i,0.010364+0.015534i,-0.02526+0.0069276i,-0.048175+0.051792i,-0.044249+0.084653i,-0.032676+0.083396i,-0.018558+0.06093i,-0.0088403+0.037528i,-0.0061098+0.035621i,0.0037074+0.048285i,0.019961+0.040093i,0.029075+0.013679i,0.028072+0.0013204i,0.024282+0.005231i,0.016129+0.011914i
-0.10437-0.090264i,-0.033819-0.15104i,0.17831-0.24937i,0.26718-0.34966i,0.16212-0.25631i,0.16358-0.011772i,0.2705+0.051779i,0.23718-0.056482i,0.096832-0.094417i,0.019018-0.053569i,0.013755-0.027761i,0.030947-0.033837i,0.044589-0.051773i,0.042455-0.052047i,0.032653-0.035618i,0.024981-0.02801i,0.017836-0.039706i,0.0075707-0.05923i,-0.0080122-0.062232i,-0.023837-0.044069i,-0.028243-0.024318i,-0.022691-0.014537i,-0.014463-0.0106i
0.083505-0.10399i,0.029922-0.18648i,-0.16525-0.17773i,-0.30115-0.079941i,-0.2604-0.025539i,-0.21878-0.027446i,-0.21862+0.017603i,-0.14872+0.080684i,-0.034137+0.077487i,0.040013+0.038189i,0.055644+0.0051715i,0.025977-0.0078436i,-0.012071+0.0072896i,-0.026931+0.020706i,-0.025311+0.015239i,-0.023433+0.010274i,-0.022696+0.023853i,-0.017643+0.051505i,-0.0017418+0.066361i,0.016733+0.055722i,0.024319+0.039229i,0.025371+0.031077i,0.02811+0.02371i
0.11731+0.10897i,0.29328+0.24587i,0.49771+0.32098i,0.52371+0.25369i,0.31568+0.1499i,0.10551+0.099871i,0.036388+0.042358i,-0.0089411-0.034212i,-0.075817-0.035385i,-0.092662+0.015034i,-0.063165+0.038721i,-0.02923+0.039122i,-0.0056451+0.029275i,0.0037147+0.011616i,0.0077643+0.0029936i,0.018305+0.003899i,0.029684-0.0059276i,0.02976-0.033136i,0.016634-0.054667i,0.0052264-0.053754i,0.0015224-0.043838i,-0.0033793-0.034871i,-0.0089596-0.022096i
-0.078954+0.089165i,-0.27545+0.03596i,-0.53174-0.12941i,-0.61374-0.25373i,-0.45375-0.25731i,-0.25157-0.21573i,-0.15149-0.13137i,-0.064306-0.020297i,0.036386+0.015706i,0.075731-0.0063557i,0.061473-0.011709i,0.032905-0.012756i,0.0073338-0.024028i,-0.0072055-0.025029i,-0.015376-0.016496i,-0.023774-0.01414i,-0.032463-0.0061612i,-0.03359+0.020589i,-0.027006+0.046718i,-0.020515+0.053346i,-0.015447+0.047004i,-0.0087486+0.034724i,-0.0014529+0.017189i
-0.04274-0.069873i,0.056478-0.10767i,0.2369-0.070335i,0.32752+0.0062034i,0.31693+0.038541i,0.30508+0.015879i,0.25002-0.06944i,0.12006-0.13059i,0.016696-0.10075i,-0.016848-0.051483i,-0.022695-0.027814i,-0.011921-0.01406i,0.012371-0.010727i,0.022669-0.013273i,0.014719-0.0072977i,0.0084439+0.0042316i,0.011853+0.0066526i,0.020229-0.0050187i,0.028605-0.019731i,0.030629-0.025515i,0.028374-0.022757i,0.02393-0.021093i,0.011772-0.020995i
-0.035641+0.029723i,-0.10867+0.14884i,-0.14176+0.32886i,-0.027886+0.38334i,0.061593+0.24223i,-0.069037+0.090761i,-0.20093+0.11075i,-0.13665+0.18518i,-0.010334+0.16333i,0.043675+0.091036i,0.037098+0.041556i,0.014363+0.030474i,-0.0014264+0.040146i,-0.0073723+0.034501i,-0.0094537+0.0054877i,-0.014186-0.018381i,-0.023993-0.015925i,-0.035835+0.0037847i,-0.041994+0.017537i,-0.039248+0.015213i,-0.034946+0.0092667i,-0.031145+0.013104i,-0.018888+0.021243i
0.11688-0.18081i,0.19641-0.3798i,0.16824-0.50443i,0.038649-0.40674i,-0.00059203-0.1697i,0.1124-0.0088746i,0.19179-0.027922i,0.1253-0.10625i,0.013396-0.10379i,-0.024591-0.056525i,-0.010734-0.041469i,-0.0086611-0.044492i,-0.015549-0.033763i,-0.011072-0.011076i,0.0040922+0.010032i,0.015691+0.015425i,0.022585-0.00069933i,0.030079-0.026635i,0.032003-0.039784i,0.024766-0.0303i,0.015237-0.016266i,0.0085597-0.010566i,0.0029693-0.0025965i
0.0028767+0.22956i,-0.0067628+0.41939i,-0.0017194+0.46042i,0.026758+0.30792i,0.0040374+0.10898i,-0.094721-0.013693i,-0.16054-0.017015i,-0.12321+0.028615i,-0.05785+0.037197i,-0.035498+0.04039i,-0.020011+0.055655i,-0.0022907+0.040164i,-0.0048523+0.0037501i,-0.015337-0.025653i,-0.020891-0.035335i,-0.018361-0.026248i,-0.018411-0.0079273i,-0.025781+0.015344i,-0.02805+0.030071i,-0.021969+0.024885i,-0.014957+0.0096116i,-0.010622-0.003662i,-0.0069607-0.015845i
-0.028309-0.062936i,0.047149-0.13551i,0.23289-0.19372i,0.33539-0.19299i,0.25711-0.1125i,0.17291-0.014376i,0.15892+0.013806i,0.13672-0.0034641i,0.087185-0.016965i,0.036693-0.019446i,0.010531-0.0040174i,0.02547+0.01573i,0.048531+0.02823i,0.050695+0.03836i,0.033024+0.039011i,0.014983+0.032515i,0.021657+0.01976i,0.037857-0.0043619i,0.035157-0.021168i,0.019277-0.017069i,0.010045-0.0029878i,0.01163+0.0090152i,0.014652+0.013349i
-0.18984+0.041237i,-0.46382+0.095675i,-0.72832+0.17704i,-0.72999+0.22175i,-0.47544+0.18159i,-0.22125+0.10264i,-0.089952+0.057741i,-0.03572+0.047641i,-0.0024685+0.038699i,0.017026+0.0063705i,0.0064891-0.027629i,-0.020501-0.033252i,-0.03769-0.028534i,-0.035654-0.030571i,-0.018463-0.033972i,-0.0096962-0.035355i,-0.023603-0.026241i,-0.043309-0.005964i,-0.045179+0.010904i,-0.026888+0.015128i,-0.011155+0.011144i,-0.0076663+0.006236i,-0.0041137+0.0022194i
0.21379-0.21512i,0.42823-0.43829i,0.50195-0.55013i,0.34055-0.42345i,0.14966-0.1964i,0.06916-0.062045i,0.02218-0.050593i,-0.042605-0.055562i,-0.069552-0.0097354i,-0.025872+0.034433i,0.020268+0.02663i,0.022613+0.0075385i,0.0063487+0.0098267i,-0.0082772+0.025007i,-0.0095736+0.034813i,0.0027849+0.028371i,0.018019+0.020101i,0.036511+0.015285i,0.047528+0.0059925i,0.040651-0.0042439i,0.026264-0.010583i,0.01253-0.01381i,-0.002987-0.014184i
-0.01745+0.23053i,-0.037691+0.45721i,-0.02043+0.52208i,0.0029018+0.32248i,-0.086742+0.098138i,-0.2361+0.039906i,-0.24923+0.091013i,-0.12471+0.10476i,-0.028483+0.040073i,-0.021353-0.0015789i,-0.013841+0.012448i,0.022412+0.0099436i,0.042949-0.017707i,0.040958-0.037317i,0.028241-0.038704i,0.018267-0.02613i,0.0068421-0.017804i,-0.017329-0.013471i,-0.037284-0.0037585i,-0.034846+0.0024282i,-0.019675+0.00072425i,-0.0080088-0.0016996i,0.0010873+0.0019035i
0.010612-0.021591i,0.0039269-0.039189i,-0.026248-0.013872i,-0.062709+0.034945i,-0.027814+0.0072866i,0.072971-0.098077i,0.10892-0.18855i,0.057036-0.19742i,0.0042273-0.13793i,-0.016775-0.087208i,-0.039646-0.059095i,-0.058781-0.015471i,-0.04933+0.023654i,-0.029412+0.027567i,-0.018735+0.015434i,-0.016858+0.0060609i,-0.010291+0.0021303i,0.010136-0.0024613i,0.025531-0.011527i,0.020158-0.013662i,0.010004-0.0066058i,0.0060219-0.0020633i,0.0012489-0.0031343i
-0.18154-0.038551i,-0.35891-0.066629i,-0.38622-0.059898i,-0.18382-0.043661i,0.012705-0.072815i,0.028701-0.086648i,-0.033657-0.028006i,-0.052394+0.0437i,-0.0072793+0.07144i,0.047995+0.047191i,0.058535+0.014785i,0.043279+0.0094586i,0.030711+0.013139i,0.021708+0.014239i,0.017407+0.010977i,0.012868+0.0052705i,0.0070784+0.0055351i,0.0026043+0.0078136i,-0.00046048+0.0068069i,-0.0017346+0.0027541i,-0.007239-0.0015814i,-0.013711-0.0015316i,-0.012316-0.00027146i
0.23659-0.082852i,0.53712-0.20644i,0.69672-0.3277i,0.5162-0.3136i,0.23321-0.11682i,0.12256+0.093677i,0.1459+0.13664i,0.14862+0.051566i,0.071641-0.014092i,0.004579+0.0060497i,0.0061624+0.01783i,0.0078923-0.022329i,-0.0085342-0.045842i,-0.015829-0.044237i,-0.023913-0.033574i,-0.02185-0.018624i,-0.0081641-0.013542i,-0.0017028-0.0090793i,-0.0014314+0.0015324i,-0.0027857+0.0069765i,-0.0010463+0.0062663i,0.0069644+0.0034231i,0.018467-0.0021821i
-0.15283+0.079649i,-0.36179+0.23273i,-0.49379+0.40125i,-0.36792+0.41918i,-0.15213+0.2324i,-0.085231+0.018609i,-0.11904-0.039786i,-0.10722+0.005253i,-0.05109+0.024197i,-0.028017+0.01173i,-0.025505+0.028742i,-0.0022461+0.060704i,0.014714+0.064201i,0.0090465+0.048809i,0.0040695+0.032818i,0.00074538+0.022405i,-0.0098636+0.016793i,-0.023216+0.0099696i,-0.028651+0.0040787i,-0.021382+0.0018485i,-0.010232+0.0012358i,-0.0043728+0.0025511i,-0.0027568+0.008413i
0.10614+0.03857i,0.22107+0.039661i,0.31602-0.047094i,0.2817-0.18606i,0.16047-0.23962i,0.08302-0.19503i,0.066046-0.1397i,0.070358-0.084504i,0.079796-0.051091i,0.06167-0.050879i,0.028492-0.04374i,0.0071812-0.037212i,-0.005782-0.031593i,0.0022709-0.015292i,0.015379-0.012791i,0.012191-0.016536i,0.016514-0.008956i,0.033845-0.0065162i,0.041951-0.011669i,0.033995-0.011618i,0.020297-0.007859i,0.0074565-0.0068579i,-0.0097893-0.0080895i
-0.10633-0.129i,-0.28334-0.32692i,-0.45587-0.42631i,-0.42895-0.25227i,-0.19474+0.0056362i,0.018479+0.095437i,0.070441+0.051117i,0.021391+0.010623i,-0.016975+0.035754i,0.011056+0.061522i,0.029321+0.027494i,0.0012116-0.0063483i,-0.019543-0.011263i,-0.028074-0.0056868i,-0.023217+0.008862i,-0.0070941+0.010147i,-0.008868-0.0017869i,-0.022956+0.0016108i,-0.025921+0.015542i,-0.015157+0.01949i,-0.004865+0.012125i,-0.00088599+0.0036116i,0.0056928-0.0036834i
0.096248+0.18516i,0.30005+0.45477i,0.49466+0.65974i,0.44972+0.56014i,0.18634+0.30661i,-0.011244+0.18082i,-0.02954+0.13348i,-0.0059125+0.069943i,-0.021488+0.021305i,-0.049611+0.0096698i,-0.041461+0.022514i,0.0049333+0.027352i,0.037536+0.01612i,0.037828+0.0058615i,0.025922-0.002954i,0.014176-0.0048016i,0.011143+0.0038905i,0.016709+0.0082546i,0.01682+0.00094676i,0.0087647-0.0073768i,0.0036461-0.0088302i,0.0039995-0.0067032i,0.0047197-0.0035117i
-0.092968-0.17514i,-0.23565-0.39066i,-0.38958-0.56155i,-0.42756-0.50413i,-0.33754-0.30575i,-0.24852-0.1717i,-0.21438-0.094195i,-0.16425-0.030653i,-0.093118-0.010486i,-0.043657-0.016738i,-0.014584-0.019044i,-0.0066871-0.009388i,-0.003588+0.0073979i,0.0044991+0.0057443i,0.00092156-0.0040891i,-0.0044959-0.0042279i,-0.0041057-0.010291i,-0.011219-0.024565i,-0.018487-0.030779i,-0.015395-0.023977i,-0.0099197-0.012643i,-0.0080765+0.00026086i,-0.0091442+0.016395i
0.0088186+0.082482i,-0.011784+0.2717i,0.0039595+0.47392i,0.099617+0.46871i,0.16561+0.25776i,0.12474+0.072331i,0.086568+0.012166i,0.085579-0.0040853i,0.079548-0.020907i,0.058083-0.032051i,0.013968-0.022226i,-0.022939+0.0078501i,-0.032222+0.022065i,-0.029851+0.022249i,-0.015637+0.02217i,-0.0032957+0.015298i,-0.0006164+0.017687i,0.012045+0.030695i,0.029567+0.033912i,0.032966+0.023946i,0.024836+0.010751i,0.016945-0.002106i,0.010856-0.020908i
0.16515-0.091108i,0.35814-0.30934i,0.46979-0.54183i,0.35848-0.51146i,0.20157-0.24723i,0.17688-0.058439i,0.16034-0.024713i,0.08696-0.016264i,0.021623+0.012403i,-0.001107+0.043008i,0.018462+0.040099i,0.036754-0.0045431i,0.027757-0.035069i,0.015115-0.028367i,0.0056463-0.012136i,-0.000509-0.0038682i,-0.0014535-0.0086644i,-0.007821-0.019381i,-0.019506-0.017841i,-0.023998-0.0040256i,-0.019822+0.0054263i,-0.014636+0.0052103i,-0.0088584+0.0060949i
-0.18371+0.1813i,-0.39049+0.41074i,-0.51723+0.57884i,-0.42781+0.48188i,-0.2691+0.22738i,-0.20515+0.095878i,-0.1462+0.10476i,-0.043337+0.092792i,0.012055+0.033625i,0.006554-0.0076676i,-0.0041913-0.013396i,-0.0040406-0.0032854i,-0.0014074+0.0020255i,-0.0037202-0.0082553i,-0.010585-0.018739i,-0.01081-0.013552i,-0.0077595-0.0013315i,-0.0075073+0.011819i,-0.0071675+0.017081i,-0.0076782+0.0093352i,-0.007006+0.0029455i,-0.0010297+0.0058472i,0.012746+0.011379i
0.025028-0.12661i,0.13974-0.25756i,0.30493-0.37191i,0.33783-0.38545i,0.19443-0.26803i,0.062259-0.12389i,-0.0037697-0.067443i,-0.046113-0.053962i,-0.043681-0.034126i,-0.018972-0.019026i,-0.0084008-0.0027216i,-0.0019546+0.0099456i,0.00079907+0.013812i,0.005718+0.021472i,0.016559+0.020349i,0.017216+0.0070954i,0.013906-0.0040028i,0.018916-0.016535i,0.021985-0.029356i,0.016978-0.030419i,0.0089108-0.022301i,-0.0013477-0.016342i,-0.01916-0.012997i
-0.038642-0.10255i,-0.19518-0.15158i,-0.39849-0.081852i,-0.39869+0.070114i,-0.18343+0.085124i,-0.021824-0.054011i,-0.0044213-0.11823i,-0.0076507-0.055725i,0.018899+0.0074023i,0.03765+0.015358i,0.028929-0.0036887i,0.0044622-0.01573i,-0.013007-0.016046i,-0.017114-0.011755i,-0.012774-0.0047749i,-0.0099299+0.00072504i,-0.017211+0.0072961i,-0.027492+0.019857i,-0.024582+0.03223i,-0.0080669+0.033758i,0.0039139+0.024613i,0.0048643+0.014895i,0.0089128+0.0087788i
0.19532+0.13275i,0.42133+0.2329i,0.53426+0.23727i,0.38938+0.13809i,0.15403+0.066049i,0.02581+0.065004i,-0.012597+0.037486i,-0.042379-0.0086983i,-0.056545-0.009018i,-0.037791+0.0057369i,-0.010442+0.0047432i,0.016172-0.0013965i,0.035385-0.0091704i,0.02661-0.01385i,0.0035369-0.003948i,-0.0031244+0.0076174i,0.0060705+0.0056577i,0.017885-0.004352i,0.021631-0.012456i,0.012169-0.010977i,0.004542-0.0031767i,0.0067274-0.0033563i,0.0068443-0.011317i
-0.16045+0.048656i,-0.31186+0.041264i,-0.39234-0.014349i,-0.31183-0.039794i,-0.15174+0.01008i,-0.034007+0.075054i,0.028306+0.10575i,0.049429+0.086479i,0.033919+0.042536i,0.014218+0.017653i,0.010552+0.020059i,0.012571+0.032535i,0.015948+0.036166i,0.018271+0.019597i,0.013538-0.0052969i,0.0031086-0.019044i,-0.0073277-0.020261i,-0.018299-0.016759i,-0.027212-0.012251i,-0.02519-0.0092058i,-0.017831-0.0087598i,-0.012964-0.0058436i,-0.0076557+0.0052942i
-0.076994-0.040522i,-0.068318+0.0041347i,0.070413+0.096954i,0.21935+0.10912i,0.19063+0.0018351i,0.063305-0.10443i,0.001048-0.13699i,-0.0024932-0.12033i,-0.0077152-0.076225i,-0.016866-0.023717i,-0.017858+0.007533i,-0.014833+0.014201i,-0.010618+0.012842i,0.0011225+0.012033i,0.013053+0.0098528i,0.017099+0.011152i,0.019098+0.01547i,0.026071+0.017061i,0.03456+0.011731i,0.03289+0.0011503i,0.022625-0.0036679i,0.014922-0.00068069i,0.0096339-0.0025153i
0.085149-0.16663i,0.094781-0.316i,-0.0062033-0.36961i,-0.14494-0.26133i,-0.16537-0.10702i,-0.11286-0.016419i,-0.097264+0.041626i,-0.072376+0.086551i,-0.017405+0.082614i,0.017754+0.039784i,0.012899-0.00028287i,-0.011577-0.023351i,-0.03141-0.028648i,-0.035827-0.019939i,-0.026698-0.0094155i,-0.015892-0.0091605i,-0.014829-0.016064i,-0.023409-0.019433i,-0.030346-0.013923i,-0.024871-0.0032171i,-0.01251+0.0022042i,-0.0062735+0.00079036i,-0.0044564+0.0019211i
0.098371+0.1323i,0.16119+0.22254i,0.17988+0.22295i,0.1639+0.12325i,0.15391+0.050205i,0.18641+0.032111i,0.2142-0.023688i,0.151-0.096502i,0.044181-0.099516i,-0.011592-0.052435i,-0.0089993-0.014519i,0.014714-0.00020964i,0.029635-0.00016117i,0.026452-0.0033699i,0.01296-0.0029956i,0.0012084+0.001939i,0.0010843+0.0076647i,0.0091681+0.010968i,0.012274+0.013308i,0.0050451+0.012587i,-0.0041197+0.0089775i,-0.0066728+0.0064617i,-0.0038997+0.0014389i
-0.072191+0.095717i,-0.10226+0.11895i,-0.11103+0.075515i,-0.097741+0.013786i,-0.089142-0.021329i,-0.11573-0.037402i,-0.14455-0.025788i,-0.12168+0.016658i,-0.060131+0.043912i,-0.012341+0.044883i,0.010606+0.03159i,0.012109+0.013557i,0.0012784+0.0052365i,-0.0033324+0.0019798i,-0.00036755-0.0065339i,0.0025731-0.012813i,0.0049652-0.011548i,0.0031191-0.012311i,-0.0041018-0.016662i,-0.0096816-0.015213i,-0.0083318-0.0084688i,-0.0031735-0.0052224i,0.0013856-0.0017074i
-0.1368-0.060112i,-0.21406-0.053804i,-0.19132+0.043944i,-0.092461+0.16414i,-0.030559+0.1843i,-0.024654+0.15113i,0.0040157+0.14558i,0.06392+0.1063i,0.077258+0.019968i,0.032217-0.036442i,-0.014541-0.033654i,-0.027894-0.0022812i,-0.01791+0.01662i,-0.0083608+0.020586i,-0.0025503+0.020197i,0.00084677+0.017528i,0.0010888+0.019369i,0.0037727+0.025502i,0.009996+0.028071i,0.017098+0.019176i,0.016048+0.0058157i,0.0055893+0.00065529i,-0.0022856+0.00088061i
0.071916-0.1178i,0.10685-0.20026i,0.075282-0.25552i,0.013912-0.26243i,0.02773-0.21007i,0.085011-0.17839i,0.053093-0.19251i,-0.048782-0.15366i,-0.088146-0.055526i,-0.049696+0.004514i,-0.0059074+0.0082224i,0.013888-0.010059i,0.014509-0.028179i,0.0061213-0.030396i,-0.00023286-0.019816i,-0.0024895-0.010905i,-0.0065897-0.01244i,-0.0089374-0.021756i,-0.0072328-0.02716i,-0.0067497-0.019667i,-0.0071755-0.0053893i,-0.0061905+0.0038058i,-0.0085728+0.0046177i
0.12595+0.050131i,0.20808+0.10024i,0.2573+0.13501i,0.23647+0.12235i,0.12643+0.077401i,0.0069016+0.060029i,-0.0078379+0.078988i,0.054221+0.067952i,0.086049+0.024992i,0.073745+0.0013188i,0.049283-0.0060269i,0.021625-0.0027464i,0.00903+0.011668i,0.0071067+0.013788i,0.0013101+0.0045287i,-0.00094686-0.00018923i,0.00089793+0.00088859i,-0.0013708+0.0077922i,-0.0059706+0.015813i,-0.0046916+0.016297i,0.0023461+0.0071191i,0.0073524-0.0056121i,0.010907-0.014546i
-0.046498+0.12374i,-0.092536+0.15662i,-0.11069+0.090103i,-0.096629-0.0030946i,-0.076907+0.0018103i,-0.034049+0.071711i,0.027659+0.089968i,0.049121+0.039904i,0.010787-0.010018i,-0.032845-0.014778i,-0.039932+0.0056825i,-0.020383+0.017588i,-0.003574+0.014747i,0.001529+0.0090243i,0.0044608+0.0069649i,0.0089735+0.0050404i,0.012871+0.00017689i,0.017461-0.0049905i,0.01924-0.012909i,0.011772-0.020038i,0.0014528-0.01632i,-0.001128-0.0071512i,-0.00066241+0.00022288i
-0.11582-0.03629i,-0.19062-0.039383i,-0.2241+0.029656i,-0.20013+0.098389i,-0.13692+0.043404i,-0.097075-0.049844i,-0.11304-0.049629i,-0.11292+0.032787i,-0.052578+0.08942i,0.0044518+0.066788i,0.014221+0.020672i,-0.0021384-0.0047244i,-0.019213-0.0070158i,-0.020922+0.0013768i,-0.013201+0.0013441i,-0.011703-0.0011517i,-0.01708+0.0026311i,-0.024793+0.006195i,-0.028355+0.008294i,-0.020539+0.010033i,-0.0053928+0.0079765i,0.0055459+0.0028262i,0.0087385+0.003132i
0.016282-0.12794i,0.050401-0.24043i,0.087238-0.32305i,0.095598-0.31955i,0.048399-0.2165i,-0.015521-0.094628i,-0.024441-0.046406i,-0.0072619-0.061411i,0.0054217-0.069569i,0.020856-0.054351i,0.023709-0.039064i,0.016071-0.025171i,0.016172-0.01287i,0.017864-0.0073482i,0.0128-0.0044893i,0.0078448-0.0024004i,0.010095-0.002289i,0.019837-0.0010709i,0.028512+0.0038906i,0.026235+0.0055078i,0.011823+0.00038379i,-0.0054133-0.0031399i,-0.015072-0.006397i
0.12245+0.038012i,0.16578+0.123i,0.10596+0.24144i,0.015796+0.3167i,0.017618+0.27956i,0.058714+0.16247i,0.055314+0.075512i,0.029129+0.042914i,-0.0018451+0.027133i,-0.025027+0.030723i,-0.014696+0.041021i,0.0044009+0.028766i,0.0010567+0.0087001i,-0.010835+0.00091706i,-0.011028-0.0018327i,-0.0050494-0.0076995i,-0.0043077-0.012195i,-0.0072072-0.013887i,-0.012191-0.015337i,-0.01703-0.011574i,-0.012593-0.002406i,0.00076211+0.0050857i,0.012752+0.0090496i
-0.0010321+0.098799i,0.020412+0.1191i,0.087294+0.041539i,0.1466-0.068282i,0.12681-0.12528i,0.050061-0.13349i,-0.016354-0.090492i,-0.022139-0.020939i,0.0091486+0.013339i,0.020088+0.01125i,0.014056+0.0049153i,0.0093035+0.0019103i,0.0050335+0.0036769i,0.0049792+0.0041107i,0.0041425+0.0019078i,0.0019867+0.0096183i,0.0038593+0.022099i,0.0030196+0.029336i,0.002627+0.030405i,0.0050242+0.022773i,0.0030116+0.010654i,-0.0012937+0.0028364i,-0.003314-0.0015532i
-0.12736+0.015308i,-0.23464+0.026768i,-0.2989+0.014251i,-0.29169-0.02511i,-0.22962-0.039707i,-0.15303-0.022136i,-0.10466-0.031173i,-0.093319-0.051891i,-0.076825-0.04686i,-0.044438-0.039608i,-0.029469-0.033046i,-0.022758-0.017583i,-0.011812-0.012985i,-0.0080736-0.016781i,-0.0072072-0.014584i,-0.0048712-0.013725i,-0.0043129-0.016246i,-0.0018028-0.020163i,0.0044056-0.025968i,0.0065503-0.025038i,0.0022533-0.013534i,-0.00010953+0.00037151i,-0.0028439+0.0063881i
0.003232-0.12763i,0.064602-0.1901i,0.21242-0.14462i,0.34736-0.047159i,0.33394-0.0089194i,0.24843-0.00087925i,0.19751-0.0012844i,0.14009-0.021971i,0.059967-0.020673i,0.013443+0.010894i,0.010251+0.029052i,0.015489+0.022094i,0.012255+0.013631i,0.0089686+0.017277i,0.010784+0.019793i,0.0067396+0.012116i,-0.0030952+0.0041104i,-0.01+0.0031388i,-0.015676+0.0088879i,-0.015861+0.013977i,-0.006329+0.0082023i,0.002388-0.0062245i,0.0064119-0.016296i
0.08896-0.021059i,0.062987-0.050948i,-0.11239-0.077759i,-0.28497-0.083907i,-0.26871-0.081618i,-0.16291-0.085939i,-0.094197-0.059328i,-0.033247-0.0028637i,0.020832+0.020304i,0.035807+0.0061081i,0.023163-0.0098448i,0.0056958-0.01088i,0.00033722-0.0046863i,0.00056437-0.0063376i,-0.0022438-0.0071646i,0.00088864-0.0028006i,0.0075736-0.0025101i,0.010384-0.0026491i,0.014811-8.6703e-05i,0.017281+0.00070684i,0.0117+0.00076575i,0.0025352+0.0036324i,-0.0037854+0.0094582i
0.059608+0.11281i,0.13168+0.18904i,0.18507+0.22032i,0.15954+0.22279i,0.080796+0.22484i,0.018262+0.20582i,-0.012653+0.15198i,-0.024259+0.088321i,-0.025528+0.038778i,-0.029455+0.0080921i,-0.031864+0.0031074i,-0.017026+0.0097024i,-0.0011416+0.0051485i,-0.0010734-0.0018529i,-0.0040961-0.0033336i,-0.0057037-0.0035279i,-0.0086616-0.0020859i,-0.010986-0.0053046i,-0.01481-0.013218i,-0.01532-0.015667i,-0.0086798-0.011206i,0.00018435-0.00527i,0.0045561-0.00063627i
-0.12057+0.035983i,-0.19417+0.019388i,-0.18172-0.085439i,-0.097096-0.20388i,-0.010975-0.20483i,0.072592-0.13244i,0.11855-0.11117i,0.066377-0.10962i,0.0015264-0.060452i,0.003335-0.0058756i,0.028385+0.0084119i,0.031142+0.0004018i,0.020372+0.0013493i,0.019448+0.0032991i,0.018715-0.0018444i,0.010335-0.0011117i,0.0055093+0.0041548i,0.0066264+0.0081989i,0.0089516+0.013551i,0.0081518+0.014431i,0.0014172+0.0059062i,-0.0078206-0.0033142i,-0.010857-0.0068085i
-0.046694-0.085603i,-0.074737-0.054455i,-0.066107+0.13009i,-0.02707+0.30765i,-0.026908+0.26518i,-0.097082+0.1204i,-0.12789+0.076897i,-0.05027+0.072327i,0.024158+0.02027i,0.023068-0.023537i,-0.003959-0.025806i,-0.014433-0.0098201i,-0.010531-0.0011123i,-0.010694+0.00039171i,-0.008899+0.0029566i,0.0009904-0.00035242i,0.0066914-0.0052835i,0.0076833-0.0049955i,0.0073386-0.0074135i,0.0053681-0.012245i,0.0053732-0.0092606i,0.0091443-0.0010062i,0.013966+0.0042854i
