-0.0058058-0.00011051i,-0.0048197+0.00057535i,-0.0050969+0.0020446i,-0.0036398+0.0028497i,-0.00088141+0.0025355i,-0.0003534+0.0016737i,-0.00052393+0.00038314i,-7.1739e-05+0.0001463i,-0.00065822+0.00045492i,-0.00051152+0.0013087i,-0.00043277+0.0016709i,0.00034736+0.00093632i,0.00067901-9.7591e-05i,-0.00054211-0.0013546i,-0.00118-0.0018367i,-0.00078051-0.0014888i,-0.0012651-0.00035935i,-0.0015965+4.2472e-05i,-0.00078549-0.00062998i,8.8534e-05-0.00096159i,0.00052989-0.00068764i,0.00025906-0.00060539i,-0.00063983-0.00012659i
0.0016956-0.00096268i,0.00046237-0.0017196i,-0.00061948-0.003133i,-0.00063317-0.0028912i,-0.0011457-0.0014334i,-0.0012812-0.00074456i,-0.00060643-0.00012401i,0.00016251+0.00044553i,0.00054274+0.00082719i,-4.2566e-05+0.0013332i,-0.00045161+0.0013429i,-0.00012067+0.0013733i,-7.0149e-05+0.0011495i,0.00025632+0.00075894i,0.00050163+0.00044562i,0.00017826-0.00015325i,-0.00013372-0.0003151i,-0.00018049-0.00031818i,-0.00012541-0.00054097i,-7.1307e-05-0.00026626i,0.00065829+0.00063608i,0.0010482+0.00043817i,0.00074575-0.00057249i
-0.0015584+0.0014677i,5.3524e-06+0.001158i,0.002395+7.9328e-05i,0.0027712-0.00057211i,0.0018718-0.00068654i,0.0013848-0.0011258i,0.00087333-0.00065702i,0.0008012+0.00067623i,0.00039796+0.0016936i,-0.0011664+0.0017421i,-0.0013304+0.00097556i,-0.0005845-0.00018193i,5.6153e-05-0.0003122i,0.00022066+0.00057371i,-0.00020919+0.00050732i,-0.00077286-0.00010845i,-0.001004+0.00046725i,-0.00017051+0.0007966i,0.00043083+0.00060167i,0.00045259+0.00014925i,0.00057599-0.00021942i,0.0005349+0.00018819i,9.7051e-05+0.00038903i
-0.00013491+0.0011536i,0.00039286+0.0010311i,0.00084705+0.0020679i,0.0014712+0.00066915i,0.0016186-0.0010847i,-0.00011505-0.0004552i,-0.00087398+0.000196i,0.00023333+6.4997e-05i,0.00028781+0.00017441i,-0.00032009+0.00045091i,-7.6629e-05+0.00037361i,-0.00017826+0.00037222i,-0.00011652-4.8427e-06i,-0.00023216-0.00076386i,-0.00057007-0.00078868i,-0.00036959-0.00035362i,0.00019977-0.00015273i,0.0003067+0.00015507i,0.00037802-0.00011196i,0.00061912-0.00057454i,0.00013982-0.000327i,-0.00056903-0.00024321i,-0.00086295-0.00043872i
-0.00087727-0.00016896i,-0.0010569-0.00079801i,-0.0013041-0.00078249i,-0.0015517+0.00014412i,-0.001229+0.00029349i,0.0002275-0.00033363i,0.00049179-0.0010672i,-3.6555e-05-0.00066212i,-0.00036699-0.00049532i,0.0005653-0.00088642i,0.00065259+0.00043841i,-0.00042227+0.00054981i,-0.00096274-0.00068858i,-0.0011553-0.0007597i,-0.00087826-0.00012837i,0.00029286+0.00058323i,0.00091453+0.00039471i,0.0011482+7.1999e-05i,0.00092582-0.00025511i,0.00069411+3.1657e-05i,0.00041791-0.00057421i,0.00044928-0.0011101i,0.00018618-0.00035539i
0.0002981+0.00060891i,0.00038218-0.001012i,0.00083755-0.0022313i,0.0013682-0.0022449i,0.0014448-0.0023678i,0.00046223-0.0015691i,-0.00064797-0.00037277i,-0.00058324+0.0011969i,-4.4008e-06+0.0018617i,-0.00079127+0.0018121i,-0.0013371+0.0014319i,-0.00056958+0.00082771i,-0.00021164+0.00056259i,-0.00021094+0.00062554i,0.00019499+0.0010006i,0.00073543+0.00080721i,0.00057244-0.00020225i,0.00060021-0.00075606i,0.00059235-0.00060084i,0.00056397-0.001284i,0.00071434-0.001792i,0.0010276-0.00090615i,0.0016874-0.00025488i
-0.0005978-0.00075905i,-0.00061019-0.00046146i,-0.00078943+2.0021e-05i,-0.00012065+9.2939e-05i,0.0014532+0.00065673i,0.001476+0.00045808i,0.00054906-0.00034112i,-0.00048011-0.00048409i,-0.0014257-8.9049e-05i,-0.0019175+0.00059098i,-0.0019545+0.00045813i,-0.0017916-8.5709e-05i,-0.00036505-0.00039123i,0.00065333+0.00047392i,0.00020097+0.00078667i,-0.00060972-0.00022548i,-0.0006984-0.00051858i,-0.00055191-0.00041704i,-4.3933e-05-0.0003186i,0.00050713+0.00020149i,0.00026064-0.00024856i,0.00063525-0.00051506i,0.00085594+5.1341e-05i
1.9518e-05-0.0015802i,0.00072337-0.00095013i,0.00077983-0.00075434i,-1.9118e-05-0.0010444i,-0.00069605-0.0008744i,-0.00083459+1.6225e-05i,-0.00083424+0.0013106i,-0.00049458+0.0007386i,-0.0013237-0.0004072i,-0.0024891-0.0008736i,-0.0019061-0.00074307i,0.00015786+0.00018892i,0.00135+0.0010609i,0.0013722+0.0010232i,0.0010494+0.00046624i,0.00076432-0.00067296i,0.00036572-0.0010451i,1.2503e-05-0.00044906i,-0.00029439-0.00026558i,6.2534e-05-0.00086133i,0.00035335-0.00049451i,0.00012867+0.00047562i,0.00018123+8.8377e-05i
-0.0013767+0.00080181i,-0.00024643+0.0011091i,0.0015453+0.0011484i,0.0021871+0.00040576i,0.0015728-0.0010873i,0.001395-0.0017692i,0.00052281-0.0010985i,0.00013662-0.00011144i,0.00018052+0.00083726i,-4.9153e-06+0.00074575i,0.00016525+0.00014324i,0.00018107-0.00065928i,0.00030832-0.00086058i,0.0007533-0.00089364i,0.00072101-0.00091247i,0.00051746-0.00059509i,0.00014355+0.00058351i,0.00021996+0.0010604i,0.0010183+0.00051271i,0.00087687+1.4094e-05i,-7.6011e-05-0.00041866i,-0.00010242-0.00057909i,0.0003411-0.0005333i
0.00023622+3.9929e-05i,0.00042431-1.7078e-05i,0.0008403+0.00080951i,-0.00051309+0.00022462i,-0.0010669-0.0010008i,-0.00095521-0.00023859i,-0.0015072+0.0014i,-0.0010862+0.0021526i,-0.00046283+0.0013472i,-0.00074327+0.00013262i,-0.00067238+0.00040246i,-0.00080212+0.00048341i,-0.001337-0.00022615i,-0.00056699-0.00056221i,-0.00025504-0.00060743i,-0.00054052+4.2499e-05i,-0.00090101+0.00093819i,-0.00061771+0.00044955i,0.00014339-0.00082876i,0.0010864-0.00089124i,0.001303-0.00072494i,0.00064285-0.0012251i,0.00059483-0.0017445i
-0.0020024-0.0012816i,-0.00053878-0.00014193i,0.00029536+0.00058593i,0.00080252-0.00066081i,0.00055076-0.0010948i,0.00016657-0.00079784i,0.00010177-0.00092103i,9.5395e-05+5.8237e-05i,-0.00091687+0.0011247i,-0.0020297+0.0013074i,-0.0020823+0.0012599i,-0.0011216+0.0010561i,-0.00035297+0.00021718i,-0.00029916-0.00050791i,-0.00089655-0.00010768i,-0.00092782+0.00010743i,-0.00019655-0.00017957i,0.00038133-0.00024911i,0.00054559+0.00033936i,-5.6884e-05+0.00047722i,-5.2252e-06-0.00018095i,0.00065212-0.00080617i,0.00033972-0.0011243i
0.0021588-0.0016941i,0.00098779-0.00062402i,0.00079274-8.047e-05i,0.00089594-0.00081903i,-8.4522e-05-0.00078136i,-0.0010363-0.00050794i,-0.00090216-0.00021901i,-0.00079568+0.00022743i,-0.00091395+0.00074392i,-0.0011688+0.00081648i,-0.0010741+8.4835e-05i,-0.00025511+0.00052928i,0.00048247+0.0016101i,0.00080204+0.001167i,0.00079524+0.00039926i,0.00051459+0.00014062i,0.00030979+0.00020081i,-0.0002486+0.00012261i,-0.00069319+0.00035814i,-0.00022381-0.00019891i,0.00054137-0.00074424i,0.0014317+0.00027797i,0.001098+0.00085594i
-0.00042313-0.0027754i,-0.0011233-0.0026758i,-0.0011357-0.0026632i,-0.0019746-0.0014313i,-0.0026549+7.9036e-06i,-0.0011197-0.00022802i,-0.00011696-2.9699e-05i,0.0004584+0.00050671i,0.00075399-3.296e-05i,0.00016288-0.00078386i,-0.00068819-0.00076i,-0.00072361-0.00034628i,-0.00011374+1.3418e-05i,0.0002154+0.00045318i,0.00079202+0.00044097i,0.00128-6.7076e-05i,0.00050802+6.4965e-05i,-0.00052167+0.00023859i,-0.00058355+2.0696e-05i,7.3165e-05-0.00036322i,0.00069977-0.00010817i,0.00058591+0.00073513i,-8.3814e-05+0.0012899i
-0.00018743-0.00024468i,0.00069862-0.00016898i,0.00082696-0.0010317i,0.00019547-0.0008726i,-7.1733e-06-0.00051266i,0.00062686-4.152e-05i,0.0007637+0.0005176i,0.00073841+0.00068431i,0.00061331+0.00079789i,0.00045122+0.00085827i,-0.00010125+0.00061783i,-0.00033795-0.00023142i,6.0162e-05-0.00071269i,6.2274e-05-0.00068377i,0.00069677-0.00067638i,0.00077521-0.00054004i,0.00042298-0.00014798i,0.00044363+0.00021124i,0.00049096+0.0006629i,8.7369e-05+0.0010024i,-0.00035591+0.00030299i,-0.00017906-0.00072988i,-8.2484e-05-0.0012936i
0.00072388-0.00020988i,0.001554+1.1042e-05i,0.0013743-0.00032423i,0.00023924-0.001475i,1.3606e-05-0.0018806i,-0.0004652-0.00054046i,-0.00093108+0.00028437i,-0.00092329+0.0004946i,-0.00057142+0.0011055i,-3.7711e-05+0.0017641i,0.00027779+0.0019303i,0.00069213+0.0012776i,0.00018999+0.00028455i,-0.00027992-0.00077764i,-0.00052611-0.0012082i,-0.0011949-0.00043909i,-0.00085731-0.00021001i,0.00019718+4.7075e-06i,0.00052264+0.00064461i,0.00010995-0.00051012i,-0.00064303-0.0019074i,0.00039022-0.0015624i,0.0015605-0.00039282i
0.0010327-0.00018649i,0.0015814-0.00090725i,0.0014817-0.0021309i,0.0023532-0.0029572i,0.0012677-0.0030071i,-0.0010518-0.0025332i,-0.0014962-0.0014186i,-0.0011623-0.00080593i,-0.00092223-0.00089768i,-0.0012637-0.00080205i,-0.0021349+9.3179e-05i,-0.0016967+0.00083855i,-0.000223+0.00092431i,0.00028115+0.00043524i,0.00051914-0.00017228i,0.00042001+1.5332e-05i,5.0003e-05+0.00014075i,6.0486e-05+0.00049237i,0.0005335+0.0010287i,0.00067779+0.00084894i,0.001097-0.00048998i,0.0011943-0.00068204i,0.00014894+0.00036955i
-0.0022169-0.00027488i,-0.0018439+0.00062987i,-0.0010129+0.00023356i,-0.00071768-0.00071758i,-0.000565-0.00050303i,-0.0003185+0.00016644i,-0.00064459+0.00064541i,-0.0011792-0.00010833i,-0.0012185-0.00088388i,-0.0017818-0.0012732i,-0.0026948-0.0013238i,-0.0019498-0.0008766i,-0.00066912-0.00024882i,-0.00016714-0.00059375i,0.00025487-0.0014402i,0.00065347-0.00092793i,0.00072598+0.00030477i,-9.1352e-05+0.00013245i,-0.00031478-0.00083116i,0.00050223-0.00077398i,0.00076792-0.00012928i,2.4798e-05+0.00053743i,-0.001168+0.00046114i
0.00031371-0.0010355i,0.0004348-0.0004058i,-0.0011358+0.00020159i,-0.001038+0.00053712i,0.00026662+6.1828e-06i,0.00096232+8.9008e-05i,0.00085268+0.00016066i,0.00068612+0.00021805i,0.00085268+0.00069042i,0.00076851-3.3092e-05i,0.0003318-0.00028449i,5.2899e-05-0.00046053i,-0.00033093-0.00067416i,0.00016986-0.00068768i,0.00063266-0.00042215i,-3.5008e-05+0.00016715i,-1.189e-06+0.00030168i,-0.0004247+9.8394e-05i,-0.00020736-0.00073065i,0.0014458-0.0012368i,0.0017865-0.0012319i,0.00078239-0.0010384i,-7.402e-05-0.00065524i
-0.0022876-0.00039928i,-0.0016921+0.00030685i,-0.002454-8.5553e-05i,-0.0015479-0.00053646i,0.00041753-0.00017428i,0.00060266+5.7602e-05i,0.00034781+0.0006296i,-0.00048652+0.001905i,-0.00096442+0.0029285i,-0.00096216+0.0032061i,-0.00047166+0.002611i,0.0010248+0.0011584i,0.001202-0.000111i,0.00045691+0.00036241i,0.00053562+0.00094191i,0.00018924+0.00037105i,-0.00019049+0.00037528i,-0.00025555-0.00015343i,0.00012529-0.0011488i,0.00039794-0.0015151i,0.00051559-0.0010474i,0.0013269-0.00052882i,0.0018727-0.00062867i
-0.0013732-0.00073302i,-0.0018411-2.7607e-05i,-0.0020499+0.00061935i,-0.001372+0.00090663i,-0.00027691+0.00078697i,-0.00026091+0.00087087i,-0.0010585+0.00084826i,-0.0010041+0.00082018i,-0.0012997+0.00079695i,-0.0024012+0.00085541i,-0.002652+0.0014681i,-0.0017432+0.001715i,0.00011992+0.00083249i,0.00043098-0.00014974i,-0.00017601-0.00040269i,0.00015996-0.00052558i,0.00069927+0.00021788i,0.0006347+0.0009814i,0.00043998+0.00051898i,-3.4361e-05-3.88e-05i,9.9738e-05-1.7455e-05i,0.00078902+0.00010904i,0.00047668-0.00052064i
-0.002831-0.00023789i,-0.0016184-0.00056314i,0.00046381-0.00057491i,0.0014017-0.00038954i,0.0011901-0.0006773i,7.9205e-05-0.00064567i,-0.00050361-0.00092758i,-1.6456e-05-0.0013452i,-0.00042094-0.0014742i,-0.001114-0.0014611i,-0.0017837-0.00025224i,-0.0021961-0.00011815i,-0.0012727-0.00087001i,-0.00020943-0.00025768i,-0.00011076+0.00010919i,-0.00027667-0.00025588i,0.00021224-0.00060675i,0.00057425+0.00013285i,0.00027782+0.00040258i,-0.00066227-0.0001598i,-0.0007259-0.00046982i,0.00052989-0.00020954i,0.00060727+0.0008434i
0.00036066+0.0023247i,0.0020531+0.0027066i,0.0015606+0.0020771i,0.0011973+0.00027328i,0.0011408-0.0012326i,0.00027177-0.0014545i,0.00049988-0.0011272i,0.0010039-0.00054179i,0.0012979-0.00052751i,0.0013217-0.0006322i,0.00027421-0.001249i,-0.00041915-0.0013441i,-0.00058729-0.00048473i,-0.00097881+9.1034e-05i,-0.0010358-0.00031892i,-0.00070809-0.00028796i,-0.00077549+0.00016528i,-0.0011665+0.0004807i,-0.0013078+0.00059906i,-2.8041e-05+0.0002246i,0.00064389+0.00024009i,8.6914e-06+2.5463e-05i,-0.00041385-3.1617e-05i
0.00017883+0.00074541i,3.5827e-05+0.00025547i,0.00060911-0.00040118i,0.0014051-0.0016387i,0.0018156-0.0023124i,0.0015044-0.00082996i,0.00047547+0.0009124i,0.00043013+0.0017222i,0.00083548+0.0022372i,0.00017837+0.0017445i,-0.00020843+0.00039778i,0.00040409-0.0010328i,0.00077042-0.0012037i,0.00091335-0.00072612i,0.00088768-0.00055672i,0.00089904-0.00031622i,0.00074744-0.00039846i,0.00022592-0.00087237i,0.00034199-0.0011518i,0.0012501-0.00044372i,0.0008279-0.00036489i,0.00032365-0.00066822i,0.00050118-0.00061805i
-0.0018396+0.00024531i,-0.0016138-4.0564e-05i,-0.0012505+9.9353e-05i,-0.00061198-7.76e-05i,0.00041085-0.00054846i,-1.5338e-05-0.00045957i,-0.0012317+0.00060321i,-0.001944+0.0021519i,-0.0024914+0.0024321i,-0.0025518+0.0014425i,-0.0018238+0.0011522i,-0.00067159+4.6023e-06i,0.00070056-0.00087949i,0.0011602+0.00012903i,0.00060789+0.00096892i,-0.00014745+0.00041477i,-0.00025782-0.00059429i,0.00045182-0.0011726i,0.00074321-0.00054062i,0.00094562-0.00042474i,0.00096447-0.00089069i,0.00048229-0.00038352i,-0.00023489+0.00026927i
-0.0032423-0.0009666i,-0.0027061-0.00046192i,-0.0019695-0.00043997i,-0.00076326-0.00041343i,-0.00015952-0.00052693i,0.00026605-0.00079678i,7.9129e-05-0.0006709i,-0.00094678-0.0010842i,-0.0023932-0.0017338i,-0.003978-0.0014981i,-0.0032836-0.00051042i,-0.0019465+0.00065506i,-0.0022348+0.00088763i,-0.0022161+0.00034317i,-0.0015308+0.00028939i,-0.00073959+0.000835i,0.00011284+0.0018334i,0.00045902+0.0021578i,0.00025838+0.00087791i,-4.6394e-05-0.0004609i,-0.00012258-0.00099267i,-1.1937e-05-0.00051907i,0.00010782+0.00079287i
8.2658e-05+9.8206e-05i,-0.00021078+0.00093032i,0.00093778+0.00042559i,0.001156-0.00056528i,0.00011399-0.00087667i,-0.00091209-0.00033291i,-0.00071188-0.00064911i,0.00037485-0.001697i,0.00072029-0.0018392i,0.00025347-0.0017032i,-0.00080433-0.00078216i,-0.0021276+0.00017196i,-0.0029021-0.00036968i,-0.0026684-0.0010102i,-0.0017103-0.00082871i,-0.00090232-0.00031232i,-0.00041221+0.00032849i,-0.00047072+0.0014261i,-0.00076689+0.0012652i,-0.00088335-0.00036286i,-0.0015737-0.0010901i,-0.0014666-0.00027388i,-0.0010527+0.0003184i
0.00088308+0.0014014i,0.00072595+0.0013563i,0.0014251-0.00022821i,0.001354-0.0010511i,0.00051317-0.0011926i,-9.4555e-05-0.0007713i,0.0003776-0.00056366i,0.00074626+0.00025455i,0.00099528+0.0014038i,0.00097936+0.0012096i,-0.0001484+0.00047854i,-0.0014399-0.00037275i,-0.0013042-0.0018237i,0.0003986-0.0019812i,0.0016109-0.0010648i,0.0017058-0.00030885i,0.0005976-0.0005692i,-0.00033228-0.00058471i,-0.00040065-0.00053232i,0.00019751-0.0014321i,0.00038022-0.0017551i,0.00019826-0.00082235i,0.00021001-0.00033298i
-0.00073996+0.00063277i,-0.00014594+0.00030495i,0.00064025+0.0003938i,0.00038874-0.00011857i,0.0003834-0.00061442i,0.00055863-0.00038968i,0.00014811+0.0012893i,-0.00055801+0.0029881i,-0.0014547+0.0034626i,-0.0015505+0.0034616i,-0.00075476+0.0028528i,0.0010334+0.0015279i,0.0029785+0.0014356i,0.0027206+0.0017429i,0.0018264+0.0015201i,0.0012477+0.00059193i,0.00076258-0.00096628i,0.00055956-0.001126i,0.0011726-0.00072901i,0.0016978-0.00092595i,0.0016289-0.0012582i,0.00083004-0.0014497i,0.0010634-0.00088162i
-4.8345e-05-5.1986e-05i,0.00075642+0.00022699i,0.0017702-0.00011138i,0.0017114-0.0016457i,0.00067596-0.0025573i,-0.00049483-0.0021388i,-0.0018094-0.00074994i,-0.0023481-0.00044067i,-0.0027355-0.0003652i,-0.0031252+8.5703e-05i,-0.0016842+0.00099997i,6.342e-05+0.0024828i,0.00011778+0.0033461i,-0.00071584+0.003242i,-0.0018142+0.0021523i,-0.0012117+0.00073999i,0.0001541+0.00029204i,0.00096383-7.8822e-05i,0.0023945+0.00057265i,0.0032074+0.001248i,0.0023979+0.00055796i,0.00059531+5.5905e-05i,-0.00018181+0.00030206i
0.00025923+0.001245i,0.00031457+0.0010092i,0.0002162+0.0012908i,0.0011844+0.001825i,0.0021242+0.00099586i,0.0014053+0.00020903i,0.00012657-0.0012154i,-0.00018106-0.0029029i,0.00033859-0.0029217i,-0.00058725-0.001608i,-0.0016318-0.0003012i,-0.0016329+0.00020636i,-0.0023127-0.00070345i,-0.0022197-0.001707i,-0.0013656-0.0022164i,-0.00090556-0.0016924i,-0.00029396-0.00030973i,0.00051929+0.00050672i,0.00027406+0.00073952i,0.00021405+0.00052461i,0.00056501+0.00042505i,-0.00038133+0.00027317i,-0.0011988+0.00013704i
-0.0012676-0.0011194i,-0.0014459+0.00013241i,-0.0012456+0.00057088i,-0.0006133+0.00061464i,-0.0009979+0.0005682i,-0.00082073-0.00047031i,0.00030524-0.0010122i,0.001319-4.4371e-06i,0.0014841+0.00025028i,0.00095531-0.00037503i,-1.3994e-05-0.0010235i,-0.00051768-0.0016065i,0.00040545-0.0028275i,0.00084956-0.00329i,0.00039755-0.0024703i,0.00057505-0.0010801i,7.007e-05+5.7753e-05i,-0.0009274+0.00024844i,-0.001155+2.7375e-05i,-0.0010821+5.9314e-05i,-0.00098461-0.0001754i,-0.00059565-0.00065061i,-0.0011371-0.0011752i
0.00016096-0.0010748i,-0.00032791-0.0027663i,-0.00045031-0.0031821i,7.9638e-05-0.0031675i,0.00076466-0.0032282i,0.00050675-0.0020699i,0.00024859+0.00080916i,0.00062882+0.0032246i,7.8699e-05+0.004413i,-0.0011336+0.0038009i,-0.0011527+0.0015226i,-0.00014191-0.00070704i,0.0018284-0.00044452i,0.0033526+0.00097863i,0.0033322+0.0022732i,0.001641+0.0029914i,0.00042142+0.0020045i,0.00015591+0.00014003i,0.00016051-0.0010399i,-0.00018037-0.001428i,-0.0010717-0.0012425i,-0.00053648-0.0012494i,0.0010404-0.0013916i
-9.4204e-06+5.3558e-05i,0.00081635+0.00042039i,0.00017599+0.0010534i,-0.00035125-2.8078e-05i,0.00086397-0.0013337i,0.0013091-0.00062394i,-0.00065975+0.0016554i,-0.0028643+0.0031612i,-0.0037392+0.001921i,-0.0033487+0.0019947i,-0.0029732+0.0025639i,-0.0018157+0.0019056i,-0.00076249+0.0020725i,-0.00081659+0.002904i,-0.0015821+0.0024984i,-0.0013645+0.000895i,-0.00049385+0.00012461i,0.00018168-0.00028397i,0.0012249-0.00033711i,0.0022067-0.00040798i,0.0018226-0.00079339i,0.0011338-0.00072569i,0.00054939-0.0001769i
0.0011765-0.0028602i,0.00027193-0.0025214i,0.0004768-0.0022334i,0.00039023-0.0016973i,-0.00049908-0.00073487i,-0.00094068-0.00013056i,-0.0015915+0.00030206i,-0.0020901-0.0013835i,-0.0019932-0.0036207i,-0.0020459-0.0026485i,-0.0024429+0.00095779i,-0.0025953+0.0025697i,-0.0026043+0.0024185i,-0.0023335+0.0013264i,-0.0014144-0.00032123i,-0.00081773-0.0013842i,-0.00020127-0.0010643i,0.00017217+8.1794e-05i,0.0007143+0.00042592i,0.001045-7.7169e-05i,0.00058813+0.00034458i,-0.00023982+0.0010342i,-0.0010526+0.0015426i
0.0001689+0.0022183i,-0.00010744+0.00131i,0.00063795+0.001047i,0.0012821+0.00049434i,0.00092071-0.00044544i,0.00010144-0.0010336i,-0.00081933-0.00118i,0.00077604-0.0015335i,0.0022839-0.0014959i,0.0015189-0.00054714i,-0.0004007+0.0001811i,-0.0013895-0.0002646i,-0.00064959-0.0017169i,0.00089683-0.0030437i,0.0019854-0.0028563i,0.0013468-0.0014615i,0.00049365-0.00043741i,0.00010148+0.00010766i,-0.00025647+0.00055188i,-0.00016445+0.00027232i,-0.00025468+7.6496e-05i,-0.00031842+9.4361e-05i,-5.3535e-05-0.00066945i
-0.00038678-0.0014415i,-0.00041544-0.0011708i,-0.00061419-0.00093988i,-0.0013452-0.00095854i,-0.0015057-0.001698i,-0.00015904-0.001634i,0.0013946-0.00076285i,0.0025437+0.00076727i,0.0026977+0.00174i,0.0014524+0.0013952i,0.0013539+8.5658e-05i,0.0025117-1.4301e-05i,0.0033717+0.00016632i,0.0038735-2.6257e-05i,0.0028896-7.2956e-05i,0.0011784-0.00036877i,0.00016833-0.0007821i,-0.00030781-0.00053022i,-0.00047383-0.00055896i,-0.00072457-0.0011275i,-0.0010803-0.00090553i,-0.00088875-0.0002012i,-0.0001268+5.1723e-05i
0.0017405-0.00065382i,0.002845-0.0017994i,0.0038326-0.0019454i,0.0033228-0.0012713i,0.0024174-0.0016198i,0.0012869-0.00097071i,0.00037424+0.0019751i,-0.0010543+0.0035075i,-0.0023149+0.0033754i,-0.0021119+0.0026915i,-0.0013327+0.0018415i,0.00016854+0.0011847i,0.00091204+0.0018946i,0.00052084+0.0025532i,-0.00049818+0.0015841i,-0.00027437+0.00056131i,0.00046868+0.00060689i,0.00064098-7.8635e-05i,0.0013453-0.00015226i,0.0016688+4.9409e-05i,0.0011803-0.00071112i,0.00064392-0.00094523i,0.00084318-0.00067936i
-0.0013347-0.0014771i,-0.0028843-0.00095368i,-0.0035686-0.00041741i,-0.0032084-0.0011798i,-0.0022273-0.0009015i,-0.0005089+0.00076737i,-0.00096446+0.00059078i,-0.0025019-0.00050048i,-0.0034859-0.0006922i,-0.0039162+2.9787e-05i,-0.0026859+0.00064862i,-0.0016782+0.00019979i,-0.0020771-0.00030722i,-0.0027303-0.00012806i,-0.002104-0.00056846i,-0.0012128-0.00047065i,-0.00059541+2.6927e-06i,0.00057196+0.00020446i,0.0010871-4.4184e-05i,0.001201-0.00038293i,0.00079751-0.00056013i,0.0001158-0.00090459i,-9.6825e-05-0.00057373i
-0.0014342-0.00013316i,-0.00076926+8.0372e-05i,-0.00043523-0.00037778i,0.0001895+9.1712e-05i,0.00051805+9.8272e-05i,-0.00080365-0.00039174i,-0.0012945-0.001186i,-0.00069977-0.0033858i,-0.0006062-0.0043864i,-0.0017642-0.002926i,-0.0028345-0.0016084i,-0.0015873-0.0011749i,-0.00058514-0.0015741i,-0.00067799-0.0022198i,0.00019548-0.0023595i,0.00045745-0.0017142i,0.00017439-0.00070286i,0.00020338+0.00018521i,-2.4513e-05+0.00070353i,2.2279e-06+8.1319e-05i,4.4248e-05-0.00072267i,0.00012678-0.00054565i,-8.0604e-05-0.0002782i
-0.00031908-0.00056445i,0.000368-0.0016098i,0.00017914-0.0017414i,-0.00038223-0.0010049i,0.00040507-0.00055689i,0.00084633-0.0017083i,0.001563-0.0021607i,0.0038356-0.0011808i,0.004117+0.00062936i,0.0014591+0.00072164i,-0.00092143-0.00083679i,-0.0010274-0.00095382i,-7.3946e-05-0.00068483i,0.00092134-0.0010215i,0.0015776-0.00088553i,0.0014662-0.00028043i,0.0010642+0.00017024i,0.00034618-0.00040076i,0.001012-0.00067551i,0.0014342+0.00029896i,0.00030317+0.00088209i,-4.7105e-05+0.00068012i,-0.00027068+7.4326e-05i
0.0024914+0.0015498i,0.002817+0.0024773i,0.0038483+0.0029305i,0.0035003+2.6749e-05i,0.0031758-0.0034126i,0.0024481-0.003339i,0.0026687-0.00021681i,0.0029331+0.0037274i,0.0015217+0.0053669i,0.00073602+0.0045191i,0.00081123+0.0033869i,0.00051386+0.0028584i,-0.00011584+0.0029196i,0.00032128+0.0032116i,0.0011191+0.0021824i,0.00085325+0.00045008i,0.00039573-0.00038841i,-5.9109e-05-0.00047437i,0.00047438-0.000414i,0.0021895-0.00039853i,0.0016896-0.00026425i,-0.00039039-0.00052298i,0.00016178-0.00098848i
-0.0013782+7.0046e-05i,-0.0029192-0.00017119i,-0.0040927-0.0009897i,-0.0028904-0.0026272i,-0.00077426-0.0034264i,0.00079138-0.00081189i,0.00012154+0.0021903i,-0.0024394+0.0035066i,-0.0040738+0.0030448i,-0.0035823+0.0017705i,-0.0018736+0.0014593i,-0.0010998+0.0015869i,-0.0012505+0.00094544i,-0.0011542+0.00061439i,-0.0011313+0.000198i,-0.0018496-0.0001832i,-0.0015374-0.00022487i,6.574e-05-0.00055572i,0.00050432-0.00048485i,0.00024371+0.00024669i,-0.00085432+0.00030127i,-0.00069604-0.00063989i,0.00046403-0.00018104i
0.0021204-0.002303i,0.00060821-0.0031338i,0.00066396-0.0038205i,0.0017906-0.0026288i,3.4825e-05+0.00012288i,-0.0020757+0.0024572i,-0.0043017+0.0027172i,-0.0052501-5.3349e-05i,-0.0042679-0.0023183i,-0.0033972-0.002213i,-0.0023354-0.0017043i,-0.00088564-0.0015066i,-0.00039216-0.0013829i,-0.00076667-0.0012826i,-0.00028569-0.00091089i,0.00046547-0.00040562i,0.0004442+6.3401e-05i,0.00031497+8.9924e-05i,0.00011537-0.0004674i,-0.00011358-0.0012149i,-0.00016023-0.0006825i,0.00041864-0.00036111i,-3.0936e-05-0.00014003i
-0.0005559-0.00071983i,-0.00013224-0.0011517i,-0.00017508-0.001299i,-0.00027156+0.0002529i,-0.0015785+0.0011146i,-0.002447-0.00067398i,-0.0014352-0.00344i,0.00099158-0.0047111i,0.0027901-0.0033686i,0.0015797-0.002459i,0.00081894-0.0027713i,0.001928-0.002181i,0.0023991-0.0010714i,0.0013838-0.0007379i,0.0010058-0.00017136i,0.00079915+0.00058005i,3.1568e-05+0.00073966i,-0.00055239+0.00074551i,-0.00086989+0.00018088i,-0.00091934-0.00060325i,-0.00060135-0.00086419i,-0.00011183+1.7552e-05i,-0.00055827+0.00069664i
