-0.0010185+1.7023e-05i,-0.00076303+0.00014016i,-0.0026476+0.0004333i,-0.0022985+0.00020033i,-0.001795+0.0002333i,-0.0018206+0.0010855i,-0.0015653+0.0011496i,-0.00088186+0.00046004i,0.00040366+0.0003694i,0.0013361+0.00051109i,0.0016393+0.00062138i,0.0015833+0.00041009i,0.00094749+0.00041021i,0.00080935-0.00017852i,0.00067578-0.00012476i,-0.00049544+0.00051319i,-0.00088034+0.00054063i,-0.00022892+0.0003402i,1.4654e-05+0.00033467i,0.0001999-4.1103e-05i,0.0002261-0.00032391i,-0.00058041+0.00021108i,-0.00051525+0.0002743i
-0.001284-0.0011213i,-0.0015887-0.00025047i,-0.00091178+8.7249e-05i,-0.00046498+0.00035992i,-0.00052393+0.00042461i,-0.0010581+7.8688e-06i,-0.00037811-6.64e-05i,0.00033933-0.001139i,0.00066171-0.0015228i,0.00078899-8.6739e-05i,0.00058873+0.00060734i,0.00042043+0.00021726i,0.00045164+0.00022137i,0.00076202+0.00051868i,0.00030283+0.00052256i,-0.00043419+0.00082868i,-0.00070898-7.0779e-05i,0.00017052-0.00067885i,0.00069132+0.00042664i,-7.031e-05+0.001276i,-7.0707e-05+0.00074729i,0.00027584+3.9331e-05i,-0.00024814+0.00024412i
-0.00036049+0.00038776i,-0.000429+0.00074427i,-0.000926+0.0019197i,-6.4859e-05+0.0017709i,0.00088217+0.00049253i,0.00036158-0.00020126i,-0.0008316-0.00023711i,-0.0012912-0.00042107i,-0.0011028-0.00034819i,-0.00059176-0.0005066i,0.00038742-0.00033831i,0.00055072+0.00025896i,-6.458e-05+0.00036723i,0.00063184+0.00030655i,0.0011256+0.00021867i,-5.4565e-05-0.00012362i,-0.00078921-0.00017172i,-0.00071776+0.000425i,-0.00090448+0.00072094i,-0.00091347+0.0005815i,9.2558e-05+0.00020276i,0.00075629+0.00039148i,-9.6717e-05+0.00066453i
-0.0013844-0.00032805i,-0.001826-0.00042691i,-0.0019271+0.00017951i,-0.0010178+0.0013626i,0.00010376+0.00066722i,0.00095302-0.00049002i,0.00114-0.0012814i,0.00053452-0.00037229i,-0.00070407+1.2073e-05i,-0.0012368-0.00011119i,-0.00068451+0.0002103i,0.00071294+0.00064703i,0.0016107+0.0006305i,0.0011668+0.00017852i,0.00061349-4.005e-05i,0.00011801+6.82e-06i,-0.00088223+0.00050034i,-0.0010534+0.00040202i,-0.00033931-0.00025925i,-0.0001048-0.00055725i,-0.00027179-0.00011826i,-0.00049618+0.00011383i,6.275e-05-0.0002741i
-0.00088993-0.0028055i,-0.0013596-0.002189i,-0.0026294-0.0010515i,-0.0027204+0.00068323i,-0.00083103+0.00086025i,0.00043958-0.00063831i,0.00085216-0.00078731i,0.00051979-0.00046414i,5.2092e-05-0.00053161i,-0.00036877-6.9055e-05i,-0.00071115+0.0010633i,-0.00028576+0.0011731i,0.00033555+0.00045574i,0.0010304+1.9357e-05i,0.0009367-0.00030489i,0.00041786-0.0004576i,0.00084032-0.00048021i,0.00029935-0.00047316i,-0.00070086-0.00029466i,-0.00061401-0.00057149i,-0.00013541-0.00024156i,-0.00032123+0.0002595i,-0.00020154+0.00042429i
-0.00087844-8.5914e-05i,-0.00057989+0.00082139i,-0.00087222+0.0002615i,-0.00083158+0.00060742i,-7.8995e-05+0.0008619i,0.0015021+0.00040032i,0.0022615+0.00064793i,0.0016149+0.00041038i,0.00081427+9.8709e-05i,1.0475e-05+0.00055464i,0.00018864+0.0007635i,0.00067123+0.00016258i,0.00023098+5.5055e-05i,-0.00044211+0.00046402i,-0.00054982+2.6581e-05i,-0.00079756-0.00068376i,5.6542e-05-0.00063026i,0.00085498-9.1824e-05i,0.00029911-0.00047575i,4.01e-05-0.0012247i,-3.5595e-05-0.0013634i,-0.00014245-0.00096553i,0.00020211-0.00057344i
-0.001152+0.00043236i,-0.0012026+0.0010238i,-0.0015824+0.0015998i,-0.00119+0.0012303i,-8.5169e-06+0.0012978i,0.001176+5.2863e-05i,0.001421-0.0017553i,0.00081529-0.0013816i,-0.0002847-0.00010637i,-0.00040896+0.00078586i,0.0001115+0.001788i,0.00096312+0.0012492i,0.0013334-0.00024769i,0.00055098-0.00060537i,0.00041659-0.0003257i,-4.5074e-05-0.00064455i,-0.00046849-0.00086493i,-0.00049357+5.4717e-05i,0.00010382+0.00096255i,0.00026438+0.00080559i,-6.6101e-05+0.00049201i,-8.2341e-05+0.00059952i,-0.00027397+0.00011794i
-0.00082095-4.0216e-05i,-0.0006428+3.3883e-05i,-0.0003774+0.00087253i,0.00085669+0.0011687i,0.0014133-0.00048472i,0.0014084-0.0012626i,0.0013882-0.00021465i,0.00044582+0.00017764i,0.00057051+0.00059635i,0.0013474+0.00086347i,0.0010448+0.00054936i,0.00036435-0.00016664i,0.00022207-0.00022046i,-0.00028158+0.00032679i,-0.00087014-0.00021269i,-0.0011258+0.00013517i,-0.0008325+0.0010017i,-0.00062952+0.00056888i,-0.00041246-0.00012154i,-5.0837e-05-0.00071564i,0.00022789-0.00032799i,0.0003655+0.00028464i,0.00038857+0.00025995i
-0.0011835+0.0018173i,-0.0012962+0.0013384i,-0.00053238+0.0017503i,-0.00035104+0.0021959i,0.00049523+0.0009417i,0.00034247-0.0002749i,-0.00072634-0.00040592i,-0.0006311+0.00012549i,-0.00023298-0.00043084i,3.601e-06-0.0016635i,0.00057633-0.0014325i,0.00062484-0.00046301i,0.00047147+0.00017635i,0.00049718-0.00060998i,-4.4139e-05-0.0011871i,-0.00019401-0.00046652i,-0.00012369-0.00034507i,-0.00026886-0.00022723i,0.00016732-0.00017549i,7.1757e-05+4.5561e-05i,-0.00039245+0.00024043i,0.00021317-0.00018198i,0.00089497-0.00019553i
0.00060211-0.001523i,0.00027197-0.0011004i,-0.00075404-0.00032212i,-0.00044718-0.00023573i,0.00068224+4.04e-05i,2.0773e-05-2.1548e-05i,-0.00087002+0.00023898i,-0.00077855+0.0003869i,-0.00034058-0.00016763i,0.00024762-0.00014662i,0.00108-0.00030246i,0.00081215-0.00052642i,0.00034503-0.00062213i,0.00038335-0.00026409i,-0.00044371-7.2354e-05i,-0.00057686-0.00039231i,-0.00027755-0.00036059i,0.00010453-0.00061345i,0.00094198-0.00034485i,0.0011385+0.00056131i,0.00084283+0.00070022i,0.00054321+7.1113e-06i,0.00048928-0.00095287i
-0.00066053-0.0021402i,-0.0003391-0.0012572i,-0.00014611-0.0010516i,-0.00085767-0.0010438i,-0.00018404-0.00092948i,0.00086876-0.00077183i,0.0015685-0.00050787i,0.001535-0.00029006i,0.00089551-9.0063e-05i,0.00045344+0.00040204i,-1.9328e-05+0.00023332i,-0.00010512-0.00012289i,8.4004e-05+0.00085473i,-4.385e-05+0.00089967i,-0.00083295+2.4561e-05i,-0.00097368-0.00023236i,-0.00049296-0.00039098i,-0.00025504+8.0634e-05i,0.00029602+0.00091039i,0.00057152+0.00089967i,0.00010598+1.3974e-05i,-0.00025742-0.00091946i,-2.6989e-05-0.00099652i
-0.00011558+0.00052894i,-0.00071609+0.0010304i,-0.0015107+0.00092916i,-0.0013257-0.0004394i,-0.00020944-0.0016723i,0.00070068-0.0014485i,0.0013755-0.0010354i,0.0011888-0.00093288i,0.00097014-0.0013738i,0.0013495-0.001092i,0.00093244-0.00052898i,0.00036417-0.00018287i,0.00026499-0.00035531i,0.00023905-0.00032914i,-0.00056468-0.0003978i,-0.00072661-0.0002326i,-0.00096616+0.00033307i,-0.0009686-0.00014095i,-0.00052549-0.00018836i,-0.00064559+5.7156e-05i,-0.00061104-0.00053068i,0.00020745-0.00080751i,0.0010348-0.00073048i
-0.00096966+0.0016128i,-0.0014642+0.00092531i,-0.0019495+8.7387e-05i,-0.00065429+0.00021642i,0.0008751+0.00095668i,0.0010481+0.00042862i,-0.00015128-0.00040287i,-0.00030445-0.00043263i,0.00072409-0.00075279i,0.0010738+7.3027e-05i,0.0015091+0.00067171i,0.0014875+5.4106e-05i,0.00074614+0.00022159i,0.00068654-9.8513e-05i,-0.00026426-0.00071919i,-0.00091883-0.00033821i,-0.00090617-0.00019155i,-0.001088-0.00020374i,-0.0006628+0.00040938i,-0.00034201+0.00048567i,-0.00027938-0.0004415i,4.1614e-05-0.00037218i,0.00028856+0.00017559i
-0.00084953-0.0003362i,-0.00075073-0.00063112i,-0.00030234+0.00017499i,-3.8995e-05+0.0010779i,0.00058155+0.00044463i,0.00051865-6.5913e-05i,0.0001583-0.00026753i,0.00072777-0.00071013i,0.0014529-0.00089824i,0.00090037-0.00025689i,0.00025789+9.837e-05i,0.0011066-0.00055985i,0.0020659-0.00056623i,0.0017876-0.00053123i,0.00036159-0.00065995i,-0.00031231-0.0004229i,0.00028559+0.00052466i,0.00045295+0.0013066i,-9.4602e-05+0.0010115i,-0.00086729+0.00044131i,-0.00109+0.00020135i,-0.00086813-0.00016868i,4.8068e-05-0.00098482i
0.00046886-0.00084243i,0.00053096+0.00025437i,0.0010022+0.0014559i,0.0008552+0.0015544i,0.0011902+0.00045011i,0.0010785-0.00085905i,0.00049344-0.0011972i,0.0004313-0.00067498i,0.00045953-0.00019963i,-0.000566+0.00011506i,-0.00085954+0.00031686i,-0.0005692+0.00060789i,-0.00069067-0.00021122i,-0.00048165-0.00081086i,-0.00092344-0.00040058i,-0.0010748-0.0003351i,-0.00040688+0.0004887i,-0.0007342+0.0010143i,-0.0010871+0.00037232i,-0.0012225-6.9226e-05i,-0.00054926-0.00029148i,-0.00021593+9.6179e-05i,-0.0010009+0.00041631i
0.00057513-0.00060737i,-0.00015664+3.8726e-05i,-0.0015901+0.00030511i,-0.0015038+0.00028737i,-0.0004459+0.00043575i,5.2465e-05+0.00023346i,0.00050052-0.0002348i,0.0013648-0.00048476i,0.0010475-0.00040157i,0.00058824+0.00061138i,0.00068604+0.0012564i,0.00043381+0.00033698i,0.00021987+7.9242e-05i,-0.00081375+0.00028653i,-0.0012866+3.5777e-05i,-0.00041857-0.00059816i,-0.00049939-0.00043711i,-0.0012127+0.00036096i,-0.0010565+2.7988e-05i,-0.00053813-0.00088316i,1.35e-05-0.00096153i,0.00047599-3.9552e-05i,-6.5099e-05-8.1814e-05i
0.0029204+0.0014868i,0.0023187+0.00064255i,0.0017349-0.00072926i,0.0014859-0.0025524i,0.0015467-0.0028658i,0.0013648-0.0024006i,0.00019837-0.0011274i,-0.00075373+0.0001335i,0.00034686+0.00069703i,0.0012643+0.00072314i,0.00013123+0.00030426i,-0.00027097+0.00052505i,0.00076189+0.00089155i,0.00090005+0.00039162i,0.00030701+0.00040812i,-0.00060878+0.00069961i,-0.0014797+0.001218i,-0.0018659+0.0014488i,-0.00094216+0.0004188i,-0.0002187-0.00073083i,0.00031966-0.00048489i,0.00085143+0.00049062i,0.0010126+9.054e-05i
-0.000768-0.0004563i,-0.0012444-9.6491e-05i,-0.00065328+0.0012154i,0.00041354+0.0017157i,0.0011059+0.001575i,0.00097683+0.00060378i,0.0006795-0.00063097i,0.00077329-0.0013361i,0.001079-0.00052183i,0.00033451+0.00059452i,0.00044029+0.00080309i,0.0010607+0.00054714i,0.00090664-0.0003009i,0.00055107-0.00083209i,-0.000573-0.00023665i,-0.0012308+0.00057598i,-0.0011053+0.00041269i,-0.0012989+0.00046129i,-0.0008856+0.00075959i,0.00024233+6.2548e-05i,0.00022761-9.1621e-05i,-0.00023261+0.00073895i,-0.00029624+0.00067576i
-0.00040525-0.0016793i,-0.00030311-0.0014097i,-0.0019577-0.0004646i,-0.0030193+0.00026524i,-0.0015076+0.00051671i,-0.00021213-0.00013745i,0.00032305-0.00082304i,0.00046481-0.00080884i,0.00075538-0.00039873i,0.00088293+0.00094844i,0.00068209+0.0013835i,0.0010403+0.0010747i,0.001356+0.00041632i,0.0014398-0.00014953i,0.00108-0.00047689i,0.00061623-0.00022532i,-0.0002919+0.0010968i,-0.00076021+0.0012161i,-0.00032229-5.4063e-05i,-0.00034419-0.00052537i,-0.00071244-0.00019418i,0.0004592-0.00034128i,0.0012711-6.3258e-05i
-0.00025989+0.00067227i,-0.00083096+0.0015675i,-0.00060127+0.0027758i,0.00029735+0.0020114i,0.0014244-0.00025709i,0.0016445-0.0017092i,0.00090709-0.0011902i,0.0011306-0.00017774i,0.0013298-0.00010522i,0.00084439+0.00046178i,0.00074781+0.00032728i,0.0012305-0.00017639i,0.001342-0.00045396i,0.00065797-0.00061965i,0.00012301-0.00022406i,0.00019044+0.00017141i,7.1391e-05+0.00036821i,-0.00015629+0.00090897i,-0.00017186+0.0011639i,-0.00031766-7.7554e-05i,-0.00033987-0.0010359i,-1.3437e-05-0.00044238i,-0.0005159+0.00048137i
0.00078557-0.00023935i,-0.00091446-0.00015408i,-0.0011085+0.00022563i,-0.0011223+0.00035754i,-0.0010792-2.9987e-05i,-0.00054237-0.00035446i,-0.00015892-0.00042218i,0.00024789-0.00022578i,8.0357e-05+0.00059292i,-1.4732e-05+0.0014775i,0.00069313+0.0015158i,0.0008226+0.00048245i,-0.00034573+0.00045258i,0.0001118+0.00033951i,0.00067461-0.00048i,0.00016724-0.00077457i,-0.00017953-0.00028239i,-2.5905e-05+0.00024745i,0.00048626+0.0002163i,0.00065814+1.1855e-05i,-0.00021217+6.8192e-05i,-0.00077411+0.00044482i,-0.00041653+0.00075024i
-0.00027561-0.0016174i,-0.0008891-0.0021678i,-0.0011263-0.0023943i,-0.00066724-0.0017631i,-3.751e-05-0.001207i,9.3692e-05-0.00093603i,-0.0002602-0.0009986i,-0.00077264-0.0010637i,-0.00095065-0.00083789i,-0.00057973+0.00016909i,-0.00074657+0.00097418i,-0.00081368+0.00065286i,-0.00011953-0.00011981i,-0.0001818-0.00010801i,-0.0006235+0.00055325i,-0.0007773+0.00051474i,-0.00087831+0.00024346i,-0.00073434+0.00038588i,-0.00032774+0.00016473i,-4.5887e-05+0.0001671i,-0.00022719+0.00079143i,-0.0001848+5.6931e-05i,-4.0225e-05-0.00048104i
-6.3713e-05+0.00033598i,0.00054155+0.00032113i,0.00010996+0.00044733i,-0.00064606+0.00024449i,-9.8675e-05-0.00058853i,0.0008684-0.0015651i,0.001063-0.0021426i,0.00020188-0.001602i,3.882e-05-0.0005385i,0.00058535+0.00020501i,0.0003781+0.00018579i,0.00033871-8.2051e-05i,0.00041388-0.0004074i,5.0393e-05-0.0003718i,0.0002664+0.00028227i,0.00028945+0.00033688i,0.00014472-5.5194e-05i,0.00026672-0.00011727i,0.00063078-0.00022695i,0.00085088-0.00028424i,0.00053751-0.00028032i,0.00014825+8.625e-05i,0.00011239+5.4311e-05i
-0.00051089+0.00048795i,0.00055992+8.8391e-05i,0.00029847+0.00023832i,0.0013142-0.00012035i,0.0019353-0.00037402i,0.0007513-0.00096672i,0.00010753-0.0010359i,6.6655e-05-0.00026915i,-0.00045755+9.0763e-05i,-0.0003683+0.0009542i,0.0012384+0.0012458i,0.0024054+0.00042689i,0.0023285+0.00072031i,0.0011196+0.00012443i,-0.00024854-0.00060833i,-0.00050717-0.00022714i,-0.00050916+9.8377e-05i,-0.0005895+0.00025814i,-0.00038513+5.0501e-05i,-0.00050269-0.00038488i,-0.00050245-0.00022321i,0.00035679+0.00038418i,0.00039426+0.00075318i
-0.0005894-0.00025272i,-0.0014535+0.00060986i,-0.001976+0.00036048i,-0.0014369+0.00072531i,-0.0015497+0.001525i,-0.0006133+0.00082833i,0.00070129+2.2461e-05i,0.00091511-0.00026999i,0.00063217-0.00056334i,0.00019048-0.00013317i,0.00065598+0.00038915i,0.0017511+0.00038606i,0.001353+0.0004587i,0.00049946+0.00065217i,0.00030128+0.00054045i,-0.00028545+0.00085237i,-0.0013161+0.00094385i,-0.0014026+0.00079848i,-0.00035094+7.7986e-05i,0.00030798-0.0006419i,9.5601e-05-0.0010044i,0.00038271-0.00058855i,0.00047212+4.356e-05i
-0.0019652+4.5825e-05i,-0.0022924-0.00024741i,-0.0028695+0.00039049i,-0.0018622+0.00042012i,-0.00032187-0.00016972i,0.00075279-0.0010204i,0.001686-0.00047885i,0.0020183+0.00015145i,0.0017299-0.00041987i,0.00069491-0.00016558i,0.00022242+0.00070823i,0.00081244+0.0011896i,0.0011616+0.00098572i,0.00038166+0.00021465i,-0.00040402-0.00021807i,-0.00086+9.3132e-05i,-0.0010801+0.00064812i,-0.00073542+0.0012459i,-0.00044857+0.0010626i,0.00017657+0.00041586i,0.00038079+0.00046243i,-0.00025129+0.0010347i,-0.00046531+0.00095614i
0.00071732-0.00098061i,0.00047379-0.00063777i,-0.00049617-0.001243i,-0.00079904-0.0010033i,-6.1515e-05-0.00039123i,0.00071843-0.00054796i,0.00042467-0.0005861i,0.00024182-0.00067453i,0.00073707-0.00070797i,0.00037345-0.00066888i,-0.00044896-0.00043671i,-0.00034731+5.746e-05i,0.00027442+0.00016069i,0.00022299-4.5425e-05i,-4.9243e-05-0.00050569i,0.00018015+9.5197e-05i,-2.6899e-05+0.00039861i,-0.0007527+0.00031298i,-0.00080331+0.00066069i,-0.00087573+0.00056888i,-0.00062069+0.00043675i,-0.00025797+2.8184e-05i,0.00031444-0.00021797i
0.00023578+0.00064446i,0.0012418+0.00075774i,0.0032212+0.0015358i,0.0039189+0.00043412i,0.0031387-0.00091301i,0.0016985-0.0013056i,0.00027932-0.00093416i,0.00041676+0.00025353i,0.00045473+0.00075538i,0.00077611+0.00014604i,0.0011647-0.00025399i,0.00078861-0.00015471i,0.0004855-0.00050094i,2.8852e-05-0.001008i,-0.00023827-0.00060554i,-0.00067771-0.00047571i,-0.0010439-0.00048578i,-0.00081097+0.00031134i,-0.00024393+0.00077005i,-0.00050651+0.00054525i,-0.00026656+0.00014241i,0.00045737-0.00061965i,0.00042192-0.00039845i
-0.00073883+0.0010072i,-0.00060799+0.0012831i,-0.0010317+0.0012059i,-0.00057389+0.0009736i,0.0008646+0.00018267i,0.0011518-0.00031756i,0.00067263-0.00080676i,0.0011756-0.0011053i,0.0013265-0.00067304i,0.0007806+0.00019952i,0.00086656+0.00065019i,0.0014782+7.9117e-05i,0.00097088+1.5621e-05i,0.00033873-0.0002864i,-0.00015171-0.00088936i,-0.00069711-0.00090349i,-0.00038842-0.00032811i,0.00038354+4.3348e-05i,0.00036708-0.00022276i,-0.00040312-0.00084654i,-0.00030037-0.0012189i,0.00047675-0.00040121i,0.00062432+0.00033619i
0.0010844-0.0009459i,-0.00012519+0.00034019i,-0.00014647+0.00055367i,0.00075+0.0001227i,0.00089064+0.00019547i,0.00074953+0.0009959i,0.00021964+0.0012658i,-9.136e-06+0.00058367i,0.0005582+0.00029421i,-0.00050761+0.00046501i,-0.0013248+0.0010384i,-0.0010698+0.0018667i,-0.00032867+0.0014378i,0.00042469+0.00065496i,0.00016478-0.00011737i,-0.00063771-3.6181e-06i,-0.00080548+0.00099461i,-0.0011998+0.0010714i,-0.0013592+0.00097355i,-0.0010257+0.00063123i,-0.00045482-0.00049895i,0.00020735-0.00042873i,-8.8044e-05+0.00013317i
-0.00044958+0.0044502i,-0.00094679+0.0036744i,0.00082916+0.0034358i,0.0024006+0.0019032i,0.002695+0.00037984i,0.0024055-0.0010468i,0.0014097-0.0016674i,0.00053011-0.00091525i,0.00039289-0.00079413i,0.0012323-0.00064984i,0.0013828+0.00061365i,0.00091081+0.00069408i,0.00067278-0.00083735i,3.0758e-05-0.0012508i,-0.0011233-0.00024595i,-0.001261+0.00027681i,-0.001398+6.4255e-05i,-0.0010999-0.00037095i,-0.00057053-0.00025104i,9.5855e-05-2.7308e-05i,0.00096956+0.00019188i,0.00064642+0.00037972i,0.00034686+0.0006861i
-0.00073878-0.00073403i,-0.00062911+0.00054221i,0.000156+0.0006134i,1.964e-05+0.0008386i,-0.00076981+0.0014871i,-0.00052026+0.00048116i,-8.5366e-06-0.00030341i,0.00055762-0.00063433i,0.00091803-0.0008329i,0.00048499+0.00040115i,0.00020009+0.00095015i,0.00018899+0.00067585i,0.00095694+0.00078998i,0.0010916-0.00029956i,0.00044266-0.00086814i,-0.00054482-0.00040366i,-0.0010149-0.00043097i,-0.0004501+0.00044981i,0.00010157+0.0012815i,-0.00063359+0.001038i,-0.0010355+0.00071065i,-0.00021321+0.00089559i,1.182e-05+0.00078757i
0.00054056-0.00046432i,0.00045679-0.00028095i,-0.00053337-0.00065514i,-0.00011434-0.00072257i,0.00080608-0.0012251i,-0.00013407-0.0013559i,-0.00031099-0.00069961i,5.5525e-05-0.00039639i,-0.00036222-0.00080463i,-0.00036911-0.0011123i,-0.00015189-0.00052601i,1.6678e-05+0.00041838i,-4.3665e-05+0.00042579i,-0.00028801+5.4448e-05i,-0.00037516-8.2281e-05i,-0.00054058+0.00044712i,-0.0011081+0.0011589i,-0.00070006+0.0010787i,0.00018561+0.00072498i,5.3922e-05+0.00074929i,-0.00046565+0.00031934i,-0.00049401-0.00047768i,-9.7893e-05-0.00075089i
-0.001568+0.00050301i,-0.0014273-0.00010351i,-0.002552+0.0017292i,-0.0020323+0.0023293i,-0.0002402+0.00010709i,0.0015698-0.0021567i,0.00086059-0.0019077i,0.00011589-0.00029629i,0.00051352+0.0004009i,0.0008354+0.00076558i,0.00044848+0.00082039i,0.00058799+3.8893e-05i,0.0017888-1.4121e-05i,0.00075639-0.00047519i,-0.00032275-0.0012755i,-0.00015806-0.00024469i,-0.00024432+0.00031058i,-0.00052267-0.00030193i,-7.7524e-05-8.8414e-05i,0.00039721+0.00012448i,0.00038894+0.00017315i,0.000669+0.00013984i,0.00074914-1.7302e-05i
-0.00056218-0.00015195i,0.00022211-0.00046513i,-9.4419e-05-0.001053i,-0.00050705+1.3614e-05i,-0.00042401+0.001296i,-0.00010386+0.00079232i,0.00033389-2.4217e-05i,-0.00024927-0.00056808i,-0.00017492-0.00019873i,0.00088732+0.0005634i,0.00098726+0.00080874i,0.00044243+0.00078706i,7.5039e-05+0.00074951i,-0.00047551+0.00044183i,-0.00077345+0.00045539i,-0.00073102+0.00079303i,-0.00051355+0.00050787i,-0.0011487+0.00017946i,-0.0012493+2.3468e-05i,-0.00072262-0.00029196i,-0.00079521-0.00032261i,-0.00085214+0.00058664i,-0.00075316+0.0005156i
0.0014584+0.00079156i,0.00041633+0.00091504i,0.00094116+0.0014478i,0.0013274+0.00085416i,0.0016105-0.0007775i,0.0015154-0.0024149i,0.0012837-0.0013371i,0.0011169-0.00038956i,0.0011465-0.00084476i,0.00061525-0.0003172i,-0.00024255+0.00027639i,-0.00065343-0.00015671i,0.0003377-0.0006804i,0.00078467-0.0012503i,0.00036603-0.0015092i,-0.00017278-0.001035i,-0.00082324-0.00076692i,-0.00064913-0.00077036i,-0.00052588+6.0417e-05i,-0.00053573+0.00014401i,-3.6926e-05-0.00013643i,0.00064996-0.00027718i,0.00052103-0.00047114i
-0.0010747-0.0009098i,-0.00098291-6.7405e-05i,-0.0016847+0.00048497i,-0.0016377+0.00013725i,-0.00098244-0.00044014i,-3.0662e-05-0.00025158i,0.0011097-0.0004622i,0.0010196-0.00067464i,0.00026667-0.00024767i,-0.00013936+0.00082844i,3.0513e-05+0.00075179i,0.00033358+9.6853e-05i,0.00070654+0.00038423i,0.00033649+0.0008215i,-0.00050394+0.00047469i,-0.00020672-0.00039884i,0.00021719-0.00023944i,-0.0006094+1.4371e-05i,-0.0010133-7.4665e-05i,-0.00048887+0.00020416i,0.00062518+0.00048287i,0.00024977-5.9046e-06i,-0.00060224-0.00064442i
-0.00019465+0.0010191i,9.8788e-05+0.0020078i,0.0011596+0.0014455i,0.0020297+0.0010299i,0.0018619+0.00061097i,0.00023566-0.00040401i,-0.0011107-0.0011557i,-0.00027003-0.0013813i,0.00050092-0.001167i,0.00098566-0.00020744i,0.0011334+0.00031885i,0.00067321+0.00013659i,0.00061448+0.00032964i,-5.8633e-05+9.155e-05i,-0.00094595-0.00069815i,-0.0010455-0.00039678i,-0.0014437+0.00023919i,-0.0015691+0.00036545i,-0.0011955+6.3751e-05i,-0.00079924-0.00037525i,-0.00048972-0.00010551i,-0.00039817-0.00017087i,-0.00038635-0.00061749i
2.1378e-05-0.0017902i,-0.00060894-0.0019806i,-0.00082585-0.0018392i,-0.00063389-0.0012134i,-0.00072241-0.001541i,0.00034359-0.0019426i,0.00072124-0.0011669i,0.00045795-0.00086599i,0.00045504-0.00077246i,0.00030875+0.00047842i,0.00043785+0.0012891i,0.00049625+0.0011197i,0.00045033+0.00061506i,0.00039237+9.6949e-05i,0.00054397-0.00047879i,-0.00029152-0.00052716i,-0.0011434-0.00041801i,-0.001164-9.7599e-05i,-0.00051968-0.00022557i,0.00032944-9.8294e-05i,0.00072474-0.00010693i,0.0002423-0.00038519i,-2.3658e-05+0.00027344i
-0.0015026-0.00053688i,-0.002491-0.00091201i,-0.0034352+4.0754e-05i,-0.0022112+0.00088813i,-0.00027811+0.00094483i,0.00044068+0.00088569i,0.00069241+0.00040722i,0.0010753+0.00021609i,0.00020686+8.5481e-06i,-0.00060143+9.6027e-05i,-0.00017045+0.00052478i,0.0008132+0.00041741i,0.0010168-0.00019429i,0.00032126-0.00091305i,-0.0002508-0.0011108i,-0.00038344-0.00060332i,-0.00043546+0.00046681i,1.1044e-05+0.00098789i,0.00010842+0.00061539i,0.00015899-0.00010646i,0.00057712-0.0005479i,0.001136-0.00045578i,0.0010114-0.00034598i
-0.00018877+0.00064818i,-0.00065841-0.00017736i,-0.0011437+0.000233i,-0.0002256+0.0012858i,0.0010737+0.0004949i,0.0018551-0.00094908i,0.0018894-0.0010603i,0.0012802-0.00037424i,0.00063062-0.0001616i,-0.00010286-9.4614e-05i,-4.6653e-05+0.00029211i,0.00036892+2.4375e-05i,0.00095948-0.00054072i,0.00090835-0.00063263i,9.6328e-05-0.0012714i,-0.00039795-0.0018351i,-0.00056134-0.0009419i,-0.00073948-0.00049666i,-0.00092077-0.00026894i,-0.0005402+0.00061961i,-7.772e-05+0.00071343i,0.00040252+0.00016708i,0.00057759-0.00010936i
0.00065877+0.00032099i,0.00087624+4.5762e-05i,0.00051073+0.00038492i,0.00069251+0.00090165i,0.00054266+0.00099594i,0.00045947+0.00038624i,0.00021004+8.6684e-05i,-0.00031037-0.0003337i,-5.0865e-05-0.0010314i,0.00015594-0.00054607i,0.0003626+0.00012625i,0.00049909+0.00050979i,0.00016738-5.9146e-05i,-0.00022023-0.00045801i,-0.00038709-0.00057731i,-0.00018987-0.00036531i,0.00050121+0.00040727i,-0.00022773+0.00045261i,-0.00068297+0.00022727i,-0.00081318+0.0002682i,-0.00083431+0.00072332i,2.9145e-05+0.00067883i,0.00036918-0.00035212i
0.0011993+0.0031681i,0.00080227+0.0023288i,0.0016577+0.0017295i,0.0025784+0.0013056i,0.0025828-0.00032828i,0.0019295-0.0014763i,0.00037402-0.00071316i,0.00023295+0.00027447i,0.0006194+0.00033707i,0.00073035-0.00019847i,0.00036646-0.000308i,0.00017031+0.00035961i,0.00061944-2.0608e-05i,0.00021663-0.00046307i,-0.00058543-0.0002148i,-0.00041594-0.00041003i,-0.00042459-0.0004616i,-0.0012794+0.00056582i,-0.0011485+0.0012776i,-0.00051626+0.00041833i,-0.00054723-0.00044214i,-0.00075336-0.00027908i,-0.00096704-7.4855e-05i
0.0007776-0.0020817i,-0.00053222-0.0028515i,-0.002118-0.0033622i,-0.002086-0.0027045i,-0.001936-0.0017253i,-0.00099875-0.00040163i,-0.00021951+0.00028585i,-0.00013105+0.00066724i,0.00021716-0.00016467i,0.0003527-0.00035867i,0.0006733+0.00030548i,0.0010254+0.0002173i,0.0014178+0.00049399i,0.0016089+0.0009286i,0.00082055+0.00053464i,-3.8532e-05+0.00034445i,-0.00038655+7.9076e-05i,-7.8543e-05+0.00026771i,-0.00077223+0.00025999i,-0.0013677-0.00047835i,-0.00069068-0.00057463i,0.00022017-0.00032507i,0.00060555-0.00015038i
