0.0002872+0.00099787i,0.00053174+0.0016065i,0.00042049-8.6418e-05i,-0.00061946-0.00067965i,-0.0014772+0.00039099i,-0.0016128+0.0010326i,-0.00035339+0.0015077i,0.00095312+0.0010828i,0.0010601+8.215e-05i,0.00097195-0.00019599i,0.00075711-0.00014759i,0.0001941-0.00030222i,-1.5159e-05-0.00047525i,0.00011428-0.00052502i,9.9757e-05-0.00036478i,2.3297e-05-0.00072202i,-0.0002162-0.0010166i,-0.00084754-0.00071717i,-0.000844-0.00024625i,-0.00024039+1.1303e-06i,-9.1859e-05+0.00043846i,-0.00068236+7.0875e-06i,-0.00048545-0.0004278i
-0.00091423+0.0012931i,-0.00082219+0.0021959i,0.00052877+0.0017044i,0.00073452+0.0012893i,0.00084621+0.00061179i,0.00031623-0.00064803i,0.0007109-0.0013233i,0.00086636-0.0014189i,0.00070612-0.0019204i,0.00090105-0.0018308i,0.0004085-0.0012577i,9.1457e-05-0.0005272i,-0.00054189+0.00080032i,-0.00070037+0.0012514i,0.0001437+0.00046231i,0.00027671-0.00039282i,0.00035054-0.00062792i,0.00012104-0.00053796i,0.00039947-0.00042455i,0.00061137+0.0001539i,0.00074484+0.0001359i,0.00086155+0.00036345i,0.00033198+0.00076223i
-0.00094575-0.0013347i,-0.00095889-0.00051379i,-0.00038967+0.00053391i,0.00049026+0.00057769i,0.00052956+0.00031754i,5.1876e-05+0.00041412i,-0.00051458+4.2594e-05i,-0.00029913-0.00087062i,0.00010722-0.0017866i,-0.00081089-0.0011564i,-0.0015551-0.0002305i,-0.00064758+6.7715e-05i,0.00061769+0.0004378i,0.00086859+0.00090293i,0.00021757+0.00079413i,-0.00012486-0.00057006i,-0.00024445-0.00096348i,0.00057034+9.6122e-05i,0.0011539-3.6478e-06i,0.00076118+0.00019462i,2.8001e-05+0.00040697i,-0.00077863+0.00056451i,-0.0011166+0.0010424i
-0.00057354-0.0027879i,6.3821e-05-0.0021824i,0.00086796-0.0011057i,0.00081843-0.00029395i,0.00076782+0.00034214i,0.0016837+0.0010184i,0.0019138+0.00082584i,0.0012517-0.00037499i,-4.0044e-05-0.00097929i,-0.0010104-0.00058002i,-0.00090411+0.00041284i,-0.00034108+0.00077367i,0.00069556+0.00065358i,0.0010315-5.7124e-05i,0.00086975-0.00096603i,0.00022885-0.0008674i,-0.00015111-0.00058437i,-5.9732e-05-0.00041464i,-8.5567e-05-0.00064009i,-0.00048897-0.0007678i,-0.0010679-0.00021355i,-0.0003952-0.00040688i,0.00034947-0.00042152i
-0.0015422-5.5836e-05i,-0.0017181+9.1602e-05i,-0.0018635+0.00052841i,-0.00094788+0.0012286i,-0.00057233+0.0021023i,0.00014722+0.0032414i,0.00082505+0.003385i,0.00015965+0.0017134i,-0.00014667+0.00015279i,0.00044264+0.00021117i,0.00078264+0.00079713i,0.00078801+0.0011368i,0.00071439+0.00076811i,0.00051145+0.00013314i,-3.7159e-05-4.8337e-05i,2.4281e-05+6.0328e-05i,0.00032108+0.00016115i,3.9656e-05-4.1327e-05i,0.00034892+0.00026734i,0.00019423+0.0010933i,-0.00058014+0.00094954i,-0.00069172+0.00063039i,-0.00034328+0.00091842i
-0.0034358-0.001107i,-0.0027996-0.00089319i,-0.0012857-0.00092466i,0.00018576-0.00099075i,0.00059169-0.0014116i,0.00099378-0.00066279i,0.00067099+0.00070413i,0.00077985+0.00098688i,0.0012103+0.00067737i,0.00063117+6.6289e-07i,0.00052587-0.00034317i,0.0010817-0.00045871i,0.0012238-0.00031048i,0.0012051-0.00034602i,0.0006292-0.00031081i,0.00014323+4.8005e-05i,1.1324e-05-0.00036755i,0.00053748-0.00051938i,0.00056105-0.0004434i,-0.00054133-0.00018902i,-0.00068834+0.00083942i,0.00032464+0.0011156i,0.00072734+0.00047311i
-0.0031847+0.00059535i,-0.0026707+0.00098972i,-0.0015884+0.0021508i,-0.0003315+0.0012105i,0.0010592+0.00051645i,0.0010009+0.00051908i,0.0010649+7.9352e-05i,0.0013327+0.00015006i,0.00026392+0.00021054i,-0.00049776-4.4875e-05i,-9.1063e-05-0.00040715i,0.00063399-0.00067874i,0.00077717-0.00025559i,4.5282e-05+1.6766e-05i,-0.00047753+4.7741e-05i,0.00023825+0.00033941i,0.0007002+0.00056076i,0.00016986+0.00073253i,0.00019093+0.0007855i,0.00046524+0.00065135i,-1.6526e-06+0.00068466i,-0.00061817+0.00092458i,-0.0003385+0.00045951i
0.0019291-0.0010514i,0.001721-3.8315e-05i,0.00050786+0.00016308i,0.000302-0.0005759i,0.00070346-0.00090988i,0.00074311-0.00011871i,0.0012503+1.9288e-06i,0.0012949-0.00035305i,0.001307-0.00022291i,0.00083495+0.00018133i,-0.0002791-0.00022777i,-0.00052018-0.00016726i,-0.00039453-0.00026462i,-0.00037019-0.0013563i,-9.6698e-05-0.0013397i,0.00042786-0.00076029i,0.00025911-0.0005322i,0.00026345+0.00022504i,0.00029308+0.0010458i,7.2524e-05+0.00082046i,-0.00035025+0.00021168i,-0.00083979-0.00032454i,-0.0011679-0.00020844i
0.0011738-0.00066226i,0.0013173+0.00020261i,0.00068132-0.000166i,1.3904e-05-0.00074555i,-0.0001626-0.0010953i,-0.0008679-0.0011421i,-0.00035584-0.00086105i,0.0010388-0.00045599i,0.00158-0.00041915i,0.00021055-0.00024022i,-0.0014804+0.00014232i,-0.0013355+0.00018546i,-3.5363e-05-0.00037027i,0.00048465-0.00090461i,0.00016198-0.001436i,0.00028221-0.0012769i,-2.0124e-05-0.00043303i,-0.00055145-0.0005239i,-0.00074146-0.00023093i,-0.00043257+0.00032786i,-0.00054023+0.00033617i,-0.00033429+0.00016633i,0.00010349+0.00025206i
-0.00028687-0.001588i,-0.00059226-0.0017068i,-0.00032836-0.0021739i,-0.00017163-0.0016592i,-0.00039934-0.00096311i,-0.00049437-0.00029834i,-0.00012122+0.00051975i,0.00026994+0.00057222i,0.00041008-0.00073498i,0.00012474-0.00089738i,-7.1589e-05+0.00098589i,0.00068948+0.0013542i,0.0012977+0.00017366i,0.0011063-0.00049962i,0.0001982-0.00025281i,-0.00063232+0.00043696i,-0.00090975+9.2576e-05i,-0.00079211-0.00041597i,-0.00065482-7.7943e-06i,-0.00043015+2.8912e-06i,-9.4111e-06+3.9113e-05i,0.00014715+0.0004302i,-0.00039645+0.0009308i
-0.0015147-0.00059825i,-0.0014474+0.0003372i,-0.0010219+0.0014529i,-0.00048664+0.0018444i,0.00042917+0.0011806i,0.00069607+0.0011799i,0.00070255+0.00092886i,0.001686-0.00024309i,0.001326-0.0015128i,0.00015447-0.0010584i,-0.00016928+0.00089733i,0.000964+0.0019455i,0.001577+0.00095807i,0.000733+1.7745e-05i,5.5488e-06+0.0002649i,-0.00075814+0.00025422i,-0.0003933+1.9628e-05i,0.00011742-0.00034818i,-5.3471e-05-0.00061198i,0.00074766-0.00055816i,0.00046889+0.00030258i,1.2659e-06+0.00068212i,-4.0318e-06+0.00060749i
-0.0019582+0.0029234i,-0.0025408+0.0028591i,-0.0012547+0.0023755i,0.00048535+0.0012245i,0.0011135-3.2559e-05i,0.00049601-0.0011242i,0.00092024-0.0010744i,0.0014943-0.000614i,0.0005053-0.00067073i,0.00020145+0.00027828i,0.00058299+0.00039944i,0.0007606-0.0010313i,0.00097291-0.001374i,0.00064544-0.000518i,0.00034777+0.00047536i,-0.00018782+0.0011827i,-0.00059929+0.00083682i,-0.0006847+0.00076112i,-0.00040981+0.0007222i,4.636e-05+0.000482i,4.3875e-05+0.00032963i,0.00030788+2.4155e-05i,0.00078315+4.207e-05i
-0.0018872+0.0011725i,-0.00011487+0.00076845i,0.0020189+0.0015453i,0.0031068+0.0010851i,0.0026832-0.00037949i,0.0013338-0.00080879i,0.00044494-0.0010824i,0.00066721-0.0015851i,0.00017112-0.001023i,-0.0004655-0.00019374i,-0.00073818+0.00030981i,-0.00074429+0.00027805i,-0.00014961+0.0001326i,0.0006895-0.00033361i,0.00051651-0.00049165i,-0.00012659-0.00019341i,-0.00053989-0.00016213i,-0.00048762+3.2437e-05i,6.3795e-05+0.00028783i,0.00092816+1.511e-05i,0.00036726+0.0001418i,-0.00074335+0.00019627i,-0.0012677-0.00054579i
-0.0011755-0.0016506i,-0.00045281-0.0013321i,0.00053292-0.0014277i,0.00039137-0.00090275i,0.00053009+0.00046049i,0.0006049+0.00089945i,5.4059e-05-0.0006292i,0.00028668-0.0013163i,0.00079029-0.00074721i,0.00055278+0.00010063i,-2.5717e-05+0.00012766i,-0.00031776-2.9263e-05i,2.036e-05-0.00013826i,0.00013893-0.00028889i,7.1562e-05-0.0003891i,-0.00035668-0.00070068i,-0.00018704-0.0010193i,0.00026749-0.00068772i,0.00053296-0.00047833i,0.00042865-0.00024789i,-0.00030593+0.00021909i,-0.00069789-0.00037845i,-0.0011121-0.0011069i
-0.0020331-6.0415e-05i,-0.002904-0.00078644i,-0.0021424-0.00039891i,-0.00016084-2.947e-05i,0.00056307-0.00030971i,0.00038577-0.00076041i,0.00024202-0.00016029i,9.2355e-05+0.00044133i,0.00070999+0.00052944i,0.0010216+0.00070187i,-1.6554e-05+0.0011694i,-0.00080953+0.0013129i,-0.00069959+0.00062541i,-0.00060676-0.00052547i,-0.00021712-0.00084807i,-0.00025269-0.00050393i,0.0002988-0.00041505i,0.00047066-0.00054249i,2.9676e-05+9.8453e-05i,0.00018665+0.00029672i,-3.6597e-05-7.7602e-05i,-0.00039594-0.00057824i,-0.00039484-0.00052928i
-0.0031596+0.00023537i,-0.0027046+0.0011315i,-0.0011238+0.0019884i,0.00013571+0.0011274i,0.00090797+0.00047393i,0.00056532+0.00079064i,2.4452e-05+0.00048625i,0.0004521-0.00013858i,0.00055889-0.0003992i,0.00043777-6.0106e-05i,0.0004093+0.00016422i,0.00070046+0.00034006i,5.0558e-05+0.0009581i,-0.00047232+0.00064601i,-0.00013883+0.00036394i,-0.00076621-1.6916e-05i,-0.00081577+0.00027807i,-0.00040029+0.00031992i,-0.00055052-0.0007383i,-0.0011567-0.0013061i,-0.0017475-0.001044i,-0.0019123-8.9651e-05i,-0.0010899+0.00054345i
-0.0016025+0.0007504i,-0.0009076+0.0017658i,1.4074e-05+0.0032298i,0.0010346+0.0029438i,0.0020162+0.0018821i,0.0013873+0.0012063i,0.001318+0.0011824i,0.0023206+0.00063386i,0.0026264+0.00069281i,0.0014631+0.00038074i,0.00060651-0.00042072i,0.000592-0.00056022i,0.00013471-0.00020863i,-0.00070767+0.00070012i,-0.0008154+0.00093491i,-0.00011435+0.00054644i,0.0001293+0.00018426i,-3.3113e-05+0.00054679i,5.9201e-05+0.00071783i,0.00041775+0.0010078i,0.00040297+0.00097188i,-0.00012594+0.0005173i,-0.00075171+0.00061189i
-0.0018597+0.0013046i,-0.0021704+0.0022683i,-0.00040314+0.0012008i,0.0019582+0.00023683i,0.0026121-0.00095009i,0.0024393-0.0014435i,0.0019765-0.0007846i,0.0013779-0.00052637i,0.0013746-0.00071794i,0.00067608-0.0009584i,-7.3209e-05-0.0007744i,0.0006224-0.00016148i,0.001029-0.00034933i,0.00055285-0.0005185i,0.000444-0.00037294i,0.00015858-0.00097997i,-0.00017265-0.00093949i,9.1259e-05-0.00026074i,8.6786e-06+7.4928e-05i,5.0439e-05-8.1358e-05i,0.00078563-6.1526e-05i,0.00082836-3.0639e-05i,-0.00037224-0.00018487i
-0.00089625-0.0012169i,0.00034683-0.00060347i,0.0012653+0.00076476i,0.000845+0.00022015i,0.0005917-0.000673i,0.001502-0.00036963i,0.0019585-0.00061883i,0.0017121-0.001622i,0.00086562-0.0020788i,-0.00019928-0.0010623i,-0.00069366-0.0005444i,-0.0005139-0.0010434i,-0.00026002-0.0013598i,-0.00043969-0.0010638i,-0.00061053-0.00045995i,-0.00045575+0.00021827i,-0.00013459+0.0009932i,-0.00016543+0.00062603i,0.00025332-1.8474e-05i,0.00042333+0.00022929i,4.281e-05+0.0003302i,-0.00017283+0.00031546i,-0.00058599+0.00053129i
-0.00068344-0.00030183i,-0.0016062+0.00037089i,-0.0019758+0.0005811i,-0.0014113-0.00026904i,-0.0010717-0.00025292i,-0.0012173-0.0003482i,-0.00062684-0.0011087i,0.00039601-0.0017753i,0.00065867-0.001628i,0.00043922-0.0014864i,0.00050326-0.0013622i,0.00042615-4.8222e-05i,0.00020343-0.0002621i,0.0007165-0.0011333i,0.00069103-0.0007689i,0.00018175-0.00032198i,-0.00035899-0.00024337i,-0.00042132-0.00029099i,-0.00037992+0.00020139i,-0.00017339+0.00021456i,-0.00011593-7.7291e-05i,-0.00073034+0.00017773i,-0.00087686+0.00044149i
0.00069067+0.00060268i,0.00102+0.0012552i,0.0017115+0.0016658i,0.0015162+0.0010231i,0.00062081-0.00057484i,-0.0004913-0.00077984i,-0.0012864-0.00010444i,-0.0011221-4.1399e-05i,5.0573e-05-0.00060141i,0.00041589-0.00030064i,-0.00050944+0.0011711i,-0.00049211+0.0019865i,0.00046518+0.0016843i,0.00070863+0.00097626i,0.00031033+0.00021041i,-0.00039909-6.572e-05i,-0.00047297-0.00016957i,-0.00044987-0.00067623i,-0.00083262-0.00038886i,-0.00033642+0.00094159i,-1.7457e-05+0.001132i,-0.00053417+0.00019787i,-0.00032659+7.5819e-05i
0.00050895+0.0022459i,-0.00046972+0.00068868i,0.00018636-0.00017061i,0.0014397-8.2122e-05i,0.0016479-0.00040636i,0.00037098-0.00056763i,-7.7602e-05+0.00049954i,0.00052974+0.00083688i,0.00037644+0.00061125i,0.00031336+0.00059785i,0.00039406+0.00090397i,0.00046896+0.0011449i,0.00087522+0.0010448i,0.0012143+0.0012099i,0.00054673+0.00149i,-3.267e-05+0.0013705i,-0.00018937+0.00025883i,-0.00017817-0.00059734i,0.00034275-0.00016403i,-7.3133e-05+0.00036942i,-0.00012458+0.00062712i,-0.00029684+0.00096954i,-0.00071865+0.00088993i
-0.0019147+0.0025555i,-0.00044066+0.0028747i,0.001496+0.0024307i,0.0017526+0.00058941i,0.00076855-0.0010307i,0.00043834-0.0012197i,0.0011503-0.00019979i,0.0017869+0.00061702i,0.0022228+0.0010585i,0.0021014+0.00064039i,0.00099181-0.00029345i,0.00063663-0.00087952i,0.0010347-0.00069619i,0.0010351+0.0001534i,0.00047028+0.00042506i,0.00063649+0.00093285i,0.00056448+0.0011591i,-9.5287e-05+0.00070146i,-8.7685e-05+0.00057977i,0.00061165+0.00032828i,0.0012998+0.00011752i,0.00080861+0.00035751i,-0.00022258+0.00038283i
-0.0015021+0.00027555i,-0.0027672-0.00048779i,-0.0016193-0.0010422i,0.00023822-0.0011541i,1.617e-05-0.0012235i,-0.00041001-0.00074667i,0.00041812+0.0004516i,0.0011203+0.00046361i,0.0016094-0.00021706i,0.0014597-0.0011462i,0.0011206-0.0014579i,0.00060568-0.00064126i,-0.00028996-0.00079308i,-0.00076917-0.00069577i,-0.00050751-0.00022853i,0.0002807+0.0006284i,0.00067082+0.00081428i,0.0011218+5.6027e-05i,0.001105-0.00034303i,0.00045508-0.00027392i,0.00054289+0.0001799i,0.00032508-0.0001383i,-2.7348e-05-0.00076198i
-0.002169+0.00015167i,-0.0026993+7.4116e-05i,-0.0012466+0.00012684i,4.0152e-05-0.00066786i,0.00074819-0.00082758i,0.0013182-0.00094628i,0.001623-0.00027121i,0.0013134+0.00022502i,0.0015326-0.00092654i,0.0013776-0.0016568i,0.00032399-0.0017431i,-0.00056137-0.0012292i,-0.00032785-0.00066827i,-0.0005817-0.00036326i,-0.00070498-0.00013164i,-0.00028016+0.00031751i,-0.0001767+0.00036017i,0.00062216+0.00054822i,0.00066423+0.00093581i,0.00042294+0.0012019i,0.00030381+0.00023794i,-0.00039496-0.00083123i,-0.0010537+4.7999e-06i
-0.00034946+0.00023152i,-0.0007279+0.0012782i,0.00039814+0.0020328i,0.0017726+0.00046754i,0.0015106-0.00032019i,0.00080434+0.00015062i,0.0013356+9.5546e-05i,0.0026311-0.00091191i,0.0016924-0.0017745i,-0.00060981-0.0013702i,-0.0011155-0.0004353i,-0.00079926+0.00054623i,-0.00045918+0.00051934i,-2.3603e-05-9.4713e-05i,-4.2068e-05+0.00052025i,-0.00074359+0.00046698i,-0.00045661-0.00033068i,0.00054905-0.00064869i,6.6686e-05-0.00042353i,-0.00012027-0.00063077i,-0.0001066-0.0014666i,-0.00033877-0.0015806i,-0.00027234-0.00053765i
-0.00075334+0.0014126i,-0.00080249+0.0012798i,-3.2307e-05+0.0015969i,0.0012828+0.0018545i,0.0013766+0.0012644i,0.00023787-0.00064891i,-0.00023856-0.0018345i,0.0005708-0.0013839i,0.00013874-0.0009805i,-0.0013182-7.7524e-05i,-0.0015464+0.0011046i,-0.0010713+0.0017223i,-0.0010373+0.0017681i,-0.00038053+0.00089462i,0.00041956-0.00031539i,5.3626e-05-0.00037471i,-0.00045876+3.2345e-05i,-0.00051138+2.4109e-05i,-0.0003323+9.4799e-05i,-0.00091032-0.00031092i,-0.00053923-0.00047933i,8.7894e-05+9.8408e-05i,-0.00032166+0.0001176i
-0.003278+0.00072718i,-0.0024377-0.00030154i,0.00025649-0.00068726i,0.0025668-0.0018881i,0.0031711-0.0025039i,0.0019212-0.0021352i,0.00032554-0.0013934i,-0.00055752-0.0010131i,-0.00026183-3.6347e-05i,0.00061702+0.0015196i,0.0013804+0.0028376i,0.0018613+0.0025438i,0.0017867+0.0014109i,0.0010003+0.00038611i,-5.3942e-05-9.0528e-05i,-0.0010621-0.00057245i,-0.0014979-0.00080176i,-0.001315-0.00011944i,-0.0012969+0.0003491i,-0.00042496+0.00032991i,-6.1603e-05+0.00029635i,-0.00034591+0.00042993i,-0.00029918-2.6029e-06i
-0.0015268-0.00026845i,-0.0012687+0.00056957i,7.9688e-05+0.0013383i,0.0017336+0.00065174i,0.0019041-0.00029887i,0.00046856-0.00087982i,-0.00059523-0.0013448i,-0.00016168-0.00083323i,0.00017481+5.6806e-05i,0.00062037+0.00055301i,0.0020219+0.00069097i,0.0024241+0.00033161i,0.0012541-0.00029763i,-0.00031483-0.00048701i,-0.00051233+0.00016923i,-8.5534e-05+0.00071251i,-0.00030249+0.00038077i,-0.00085575-0.00062808i,-0.00080868-0.00054069i,8.989e-05+0.00052003i,0.00046051+0.00054405i,-8.1979e-05+0.00071445i,-0.00085953+0.00042573i
-0.0027777+0.00075925i,-0.0034761+0.00036146i,-0.0032248+0.00056707i,-0.0019338+0.0012097i,-0.00075439+0.00029466i,-0.00057533-0.00058826i,-0.00087533-0.0001704i,-0.00040264+0.0007422i,0.00066186+0.00044644i,0.0011025-0.0012134i,0.00069455-0.0023869i,0.00018848-0.0021082i,-0.00026638-0.0020599i,-0.00029809-0.0017565i,-3.604e-05-0.00060921i,0.00018238+0.00033124i,4.8238e-05+0.00072749i,-0.00050775+0.00047663i,-0.0010997+9.7596e-05i,-0.00085729-0.00012288i,-0.00028246-0.00031962i,-0.00047526-0.00018918i,-0.00073213-0.00017459i
-0.0019344-0.0008403i,-0.00041933-0.00019651i,0.001563+0.0013142i,0.0019929+0.0016812i,0.0016822+0.00070999i,0.00090772+0.00043561i,0.00012128+0.0011898i,0.00035973+0.0013927i,0.00014551+0.00098131i,-0.00076056-0.0006394i,-0.001078-0.0021672i,-0.0011973-0.0017239i,-0.00075574-0.0016944i,-0.00060332-0.0015496i,-0.00079172-0.00033151i,2.1168e-05+0.0002694i,0.00039028+0.00038881i,0.00045142+0.00039434i,0.00088441+0.00030671i,0.00076289+0.00031019i,0.00075932-0.00026464i,0.0005836-0.00010894i,-0.00011195+0.00029712i
0.00031623+0.00090436i,-7.4392e-05+0.0015394i,0.0015869+0.001181i,0.0026013+0.0011042i,0.001594+0.0014424i,4.5605e-05+0.0018154i,0.00066832+0.0021491i,0.0024089+0.0017676i,0.0017197+0.00066991i,-0.00081429-0.00016169i,-0.0022808+6.4318e-05i,-0.0017974+0.00036549i,-0.00079056+0.00058855i,-0.00036057+3.6778e-05i,0.00025565-0.0012441i,-0.00011426-0.0013213i,-0.00038816+0.00010101i,-0.00041797+0.00072529i,-0.00016314+0.001184i,0.00028809+0.0017096i,0.00021822+0.0012006i,-0.00038961-0.00030939i,-0.00058387-0.00090156i
-0.00034085+6.8098e-05i,-0.0010414+0.00044448i,-0.001057+0.00051121i,-0.00011975-0.00062061i,0.001085-0.0014811i,0.001105-0.001642i,0.0017582-0.0005346i,0.0027745-0.00030995i,0.0016462-5.2084e-05i,-8.1529e-05+0.0014429i,-0.00092983+0.0031607i,-0.0011446+0.0026971i,-0.0005957+0.0017275i,-0.00055827+0.001451i,-0.00072426+0.0009888i,-0.00044435+0.00053731i,-0.00057423+0.00040732i,-0.00061883+7.1964e-05i,-0.00091997-0.00058736i,-0.00088649-0.00077615i,-0.00084907+4.8792e-05i,-0.0019139+0.00067462i,-0.001846+0.00089923i
0.00044262+0.0012535i,0.00085395+0.00096111i,0.00083622+0.00045311i,-0.00018015-4.8077e-05i,-0.00060281-0.00014003i,-5.9283e-05-0.00075478i,0.00075476-0.0018465i,0.0018194-0.0023367i,0.0017048-0.001799i,0.0020143-0.00030228i,0.0026786+0.0013843i,0.0020063+0.0016491i,0.00082089+0.00090528i,0.00010027+0.00030262i,-0.00034397-9.8065e-05i,-0.00051751+0.00077111i,-8.1879e-05+0.00097565i,-0.00041071+0.00033429i,-0.0005792-2.4229e-05i,-0.0001363+0.00028882i,-0.00050219+4.4378e-05i,-0.00076947+0.00014972i,-0.00041726+0.0011624i
-0.0032135+0.00092687i,-0.0035815+0.00025327i,-0.0016493+0.00036085i,0.00016516-0.00051912i,0.00012875-0.0018748i,-0.0006101-0.0018303i,-0.00012055-0.001748i,5.6197e-05-0.0023307i,-0.00036487-0.0024076i,0.0009445-0.0020568i,0.0021677-0.0018477i,0.0022311-0.00077244i,0.0020654+0.00021431i,0.002229+0.00048568i,0.0015378+0.00099693i,0.00065237+0.0011154i,0.0001267+0.00076513i,-0.00022115+0.00028597i,-0.00013617-0.00029449i,0.00028407+0.00080538i,-0.00023447+0.0012663i,-0.0010951+0.00071498i,-0.0011387+0.00040666i
-0.00035566+0.0012261i,-0.00036319+0.0024063i,0.0013465+0.0031617i,0.0026917+0.0021435i,0.0019184+0.00017212i,0.00013561-0.00060903i,-0.0013393-0.00044373i,-0.0018255-0.00015732i,-0.0011575-0.00032703i,-0.00063282-0.0012319i,-0.00039946-0.002117i,9.6786e-05-0.0019576i,0.00076415-0.0010568i,0.0012954+0.00039094i,0.00089149+0.0011088i,0.00080933+0.0012315i,0.00093708+0.00058269i,0.00060929+0.00041996i,0.0001266+0.00018375i,-0.00024849-0.00037708i,-0.00047511-0.00013492i,-0.00094923-6.7949e-05i,-0.00071572-0.00071238i
0.0012535-0.00057618i,0.0006736-0.0015701i,0.00016475-0.0029743i,-0.00042336-0.0026859i,-0.0018333-0.0010889i,-0.0026386+0.00051046i,-0.0024353+0.0018254i,-0.0021526+0.0020961i,-0.0020977+0.0016169i,-0.002155+0.00072029i,-0.0024155+3.3105e-05i,-0.0017709-0.00047436i,-0.00021293-0.00115i,0.00017738-0.0014441i,-0.00059211-0.0010781i,-0.0003289-0.00094732i,0.00043712-0.00062874i,0.00030485-0.00025548i,0.00015167-0.00038201i,-0.00012182-0.00064046i,-0.00038731-0.00088929i,-0.0003087-0.00085998i,-3.6282e-05-0.0001429i
0.0023831-0.00024458i,0.0010243+0.00091321i,0.0011813+0.00052492i,0.0020232-3.7609e-05i,0.0012004-0.00065257i,-0.00018138+0.00066378i,0.00049897+0.0021789i,0.0019955+0.0015916i,0.0023526+0.00086695i,0.0010996+0.0007i,6.6199e-05-0.00023753i,0.00029693+5.1557e-05i,0.00027242+0.00021341i,7.0146e-05-0.00060597i,-0.00018559-0.00075767i,-0.0010202-0.0011072i,-0.0014637-0.0010457i,-0.0014486-0.00070105i,-0.00072305-7.5778e-05i,0.00027344+3.4553e-05i,0.00022036-0.00019653i,-8.4678e-05-0.0001435i,-7.0705e-05+0.00030719i
-0.0018824+0.0026737i,-0.0024767+0.0026569i,-0.0015623+0.0025917i,-0.00026517+0.0022934i,0.00023104+0.0013148i,0.00054926+0.00051482i,0.001641+0.00080319i,0.0033539+0.0010992i,0.0040218-0.00031561i,0.0026897-0.00072425i,0.0015676+0.00077932i,0.00040823+0.0010398i,-0.0012131+0.00030109i,-0.0013542-0.0003693i,-0.0004883-0.00058663i,-0.00066885-0.00071748i,-0.000779-0.00077309i,-0.0012245-0.00041884i,-0.0018189-0.00034271i,-0.0011277-0.00011155i,-0.00026505+0.00052168i,0.00020908+0.00066879i,-0.00054238+0.00047019i
-0.0013515-0.00060194i,-9.6678e-05-0.0018538i,0.0028517-0.002078i,0.0041595-0.0018101i,0.0029623-0.0020947i,0.0016131-0.0020522i,0.0013132-0.0021382i,0.0021138-0.0028804i,0.0024968-0.0036157i,0.0017278-0.0028189i,0.0011541-0.0015512i,0.00064545-0.00029588i,-0.00063015+0.00059758i,-0.0017834+0.0015167i,-0.0018315+0.0013658i,-0.0013708+0.00049717i,-0.00079173+0.0003188i,-0.001229+0.00083318i,-0.00077167+0.0014394i,0.00013573+0.0013729i,-0.00049796+0.00088241i,-0.00038878+9.7227e-05i,0.00027479-0.00037422i
-0.00089454-0.00045861i,-0.00096758+0.0016486i,-0.0010562+0.0027676i,0.00029382+0.0015432i,0.0016173-0.00051601i,0.00064525-0.00077283i,-8.0401e-05-0.00062925i,-0.00056284-0.0016517i,-0.0019057-0.0022577i,-0.0026134-0.0017039i,-0.0020796-0.00080759i,-0.0012555-0.00023453i,-0.00017569+0.00078578i,0.0010502+0.0017506i,0.0012445+0.0017814i,0.0013667+0.0011908i,0.00093964+0.00066091i,0.00041101+3.809e-05i,0.00021202+0.00043389i,-0.00054206+0.0010777i,-0.00080936+0.00046772i,-5.5355e-05+0.00045337i,0.00016675+0.00044743i
0.0013982+5.1402e-05i,0.00096482-0.00014463i,0.002005-0.0011576i,0.001689-0.0026629i,0.0011325-0.0029959i,0.00087058-0.0016463i,-0.00067416-0.00034212i,-0.001903+0.00014108i,-0.0018465+0.00075373i,-0.0017978+0.00098437i,-0.0018147+0.00085648i,-0.001385+0.00052896i,0.00018947+0.00053479i,0.0012543+0.00029103i,0.0017558-0.00019876i,0.0016854+0.00011738i,0.00049331+0.00045311i,-0.00014993+0.00032893i,-0.00059195+0.00038534i,-0.00086965-2.2868e-05i,-0.00098306-0.00076931i,-0.0008363-7.8117e-05i,-0.0006931+0.00098894i
0.00039771+0.00047786i,-0.00046454+0.001358i,-3.2344e-05+0.0012436i,0.00024982+0.0013084i,-0.0006356+0.00047882i,-0.0012223-0.00039677i,-0.00093535-0.00011535i,-0.00025081+0.00024524i,-0.00017349+0.0011594i,-5.5239e-07+0.0021795i,0.0005904+0.0022517i,0.0016603+0.0011584i,0.0017743-0.0007179i,0.0013315-0.0022733i,0.0014264-0.0019695i,0.00055361-0.0016195i,-0.00040691-0.0014342i,-0.00048408-0.00042237i,0.00032042+0.00026311i,0.00046896+0.00031151i,-0.0003931+0.00012266i,-0.00041293-0.00015435i,-0.00072332+0.00056999i
-0.00077349-0.00040225i,-0.0011886-0.00010534i,-0.0004564+0.00026826i,-0.00022709+0.00051872i,-0.0010433+7.1652e-06i,-0.002043+0.00017525i,-0.0016824+0.0014564i,0.00047059+0.0018552i,0.0027663+0.0007216i,0.0042018-0.00054769i,0.0034098-0.00046319i,0.0018847-0.00017632i,0.0014584-0.00058981i,0.00090629-0.00093928i,-0.00054749-0.00018413i,-0.0014718+0.0003579i,-0.0013675+0.00036025i,-0.0012111-0.0001167i,-0.0011683-0.00052758i,-0.0009107-0.00043535i,-0.00035825-0.00041872i,-0.00095609+0.00061475i,-0.0013229+0.0013115i
