0.0002872+0.00099787i,0.00053174+0.0016065i,0.00042049-8.6418e-05i,-0.00061946-0.00067965i,-0.0014772+0.00039099i,-0.0016128+0.0010326i,-0.00035339+0.0015077i,0.00095312+0.0010828i,0.0010601+8.215e-05i,0.00097195-0.00019599i,0.00075711-0.00014759i,0.0001941-0.00030222i,-1.5159e-05-0.00047525i,0.00011428-0.00052502i,9.9757e-05-0.00036478i,2.3297e-05-0.00072202i,-0.0002162-0.0010166i,-0.00084754-0.00071717i,-0.000844-0.00024625i,-0.00024039+1.1303e-06i,-9.1859e-05+0.00043846i,-0.00068236+7.0875e-06i,-0.00048545-0.0004278i
-0.00087176+0.00027793i,-0.0003025+0.0014108i,-0.00035312+0.0016876i,-0.00083937+0.00073194i,-0.00073763+0.00044048i,-0.0007914+0.00050276i,-0.00063595+1.8451e-05i,-9.5654e-05-0.00028415i,0.0010954-0.00066088i,0.0017867-0.00074987i,0.0014537-0.00030137i,0.0010529-6.3565e-05i,0.00055364-8.6599e-05i,0.00066224-3.5924e-05i,0.00077423+0.00040987i,0.00049339+0.000424i,0.00070143+8.364e-05i,0.00077232+0.0010144i,0.00070701+0.0012411i,0.00035791+0.00048468i,-2.233e-05+9.0904e-05i,-1.4977e-05-3.986e-05i,7.862e-05-5.8074e-05i
-0.0010983+0.0018545i,-0.00046932+0.0011749i,0.00019755-0.00034879i,0.00046061-0.00057472i,0.00097832-0.00035754i,0.0010998-0.0014552i,0.00016855-0.0016223i,-0.00012265-0.00082927i,7.8211e-05-0.00073235i,0.00025324-0.00067825i,0.00015048-0.0010543i,-0.00037779-0.001086i,8.9437e-05-0.00032808i,0.00060019-0.00019291i,0.00027156-0.00011775i,8.0756e-05+0.00027716i,0.0003651+0.00026368i,0.00034878+0.00045336i,0.00031533+0.0012115i,0.00043071+0.00079358i,1.8869e-05-0.00016959i,-0.00060886+0.00030036i,-0.00010007+0.0003336i
-0.00087704-0.00044884i,-0.00062097+0.00017761i,0.00077352+0.0011637i,0.00058746+0.00026396i,0.00015446-0.0011327i,-0.00013509-0.00097511i,-6.9591e-05-0.00055684i,0.00058577-0.00042329i,0.00038294-0.00056025i,-0.00027055-0.00074356i,-0.00038616-0.00052294i,-2.2144e-05-0.00029579i,-0.00016554+0.00031278i,-0.00072598+0.0010959i,-0.00060352+0.00067754i,-1.6766e-05+0.00029979i,0.00052773-0.00017687i,0.0011404-0.0010426i,0.0013746-0.00071543i,0.00095209-0.00024577i,0.00144-7.2492e-05i,0.0015165-0.00027453i,0.00027727-0.00061215i
-0.0015076+0.0012661i,-0.00067321+0.0013974i,0.00050705+0.00028816i,0.0012181-0.0002889i,0.001452-0.00029684i,0.0014159-0.0010018i,0.0014585-0.0007625i,0.001083-0.00038427i,8.7148e-05-0.0010797i,-0.00012307-0.00082105i,0.00057753+0.00011437i,0.0002876+0.00026033i,-0.00035828-7.7598e-05i,-0.00065185-0.00018944i,-0.0010257+0.00019087i,-0.00074228+0.001463i,0.00025878+0.0015852i,1.6543e-05+0.00068572i,-0.0009174-0.0001452i,-0.00021194-0.0006263i,0.00036807+5.1658e-05i,-0.00046695+0.00022328i,-0.00086358-0.00028081i
-0.00060567-0.00050458i,-0.00087007-0.00084139i,-0.0021975-0.00026254i,-0.001699+7.9423e-06i,4.4255e-05+0.00034697i,0.00050588+0.00098857i,-2.7711e-05+0.00035525i,-0.00049527-0.00081525i,1.3023e-05-0.00032594i,0.00067316+0.00030202i,0.00074038+0.00022539i,0.00059089-3.1879e-05i,0.00091059+3.9538e-05i,0.00087974-0.0001476i,0.00038301-0.00039877i,5.3122e-05-0.00058558i,0.00047835-0.00094344i,0.00075258-0.00029477i,0.0009574+0.00061454i,0.00068195+0.00015484i,0.00026611-0.00032758i,0.00040906+0.00040655i,0.00029142+0.00011352i
-0.0016252+0.0014038i,-0.00079027+0.0012567i,0.00053025+0.0017063i,0.0012847+0.00062207i,0.0016878-0.00099085i,0.0013991-0.0010155i,0.00066243-0.0003811i,0.00052895-0.00072037i,0.00062806-0.0013818i,0.00072739-0.00090453i,0.00086625+1.639e-05i,0.00026203-5.1754e-05i,-0.00043327+0.00011724i,5.4424e-05+0.00018231i,0.00061654+0.00023014i,0.00072186+0.00061463i,0.00053221+0.00095847i,-0.00011595+0.00046092i,-0.00033698+7.2497e-06i,-9.7005e-05+0.00010054i,0.00047424+0.00027224i,0.00062126+0.00021806i,0.00020531+0.00017031i
0.00035322-0.0008516i,0.0012912+0.00027556i,0.00077976+0.00135i,-0.00023423+0.0012832i,-0.0010346-0.00012473i,-0.00062033-0.00016251i,0.00041052-0.00025615i,0.0005712-0.0011253i,0.0004731-0.0010182i,0.00016084-6.6646e-05i,0.00014145-9.5766e-06i,0.0007321+0.00016933i,0.0008563+0.00030923i,0.0005525-4.2719e-05i,-0.00070975-0.00026139i,-0.0012154-0.0005219i,-0.00038516-0.00069989i,0.00027367-0.00053765i,0.00068573-5.4202e-05i,0.0004866+0.00033847i,0.00026675-3.8063e-05i,0.00030599-0.00029274i,-0.00027653+0.00013829i
-0.00068043-0.00015685i,-0.00069611+0.00027024i,-0.00075564+0.00028396i,-0.00063664+0.0010125i,-0.00088606+0.00076888i,-0.00010161-0.00015808i,0.00065302-0.00020335i,0.00021829-0.00058796i,-5.5931e-05-0.00062209i,-4.864e-05+4.2521e-05i,-0.0004736+0.00041832i,-0.00037284-0.00013792i,0.00083095-0.00046221i,0.0011611-0.00019457i,0.00064052-0.00015055i,0.00032794+0.00012538i,-7.3516e-05+0.00077428i,9.3351e-05+0.00041111i,0.00010398-0.00020427i,-0.00066379-0.00041122i,-0.00080207-0.00021856i,0.00014132+0.00012509i,0.00046414+0.00031541i
-0.0012019+0.0013366i,-0.0014862+0.0019715i,-0.0014712+0.0020515i,-0.0012577+0.0020217i,-0.00017215+0.0013191i,0.0012459+0.00050081i,0.00092533+6.3787e-05i,-0.00024971-0.0014122i,-0.00070367-0.0021222i,-0.00092361-0.0010766i,-0.00056775-0.00027014i,-0.00031132-0.00025772i,-0.00039547-0.00063818i,0.00026297-0.00072615i,0.00069421-0.00094026i,0.00013955-0.00011619i,-7.1769e-05+0.00062611i,-0.00017821-0.00021536i,-0.0002212-0.00064156i,-1.0086e-05-0.00014911i,-0.00041775+0.00018897i,-0.00012718-2.6552e-05i,0.00041672-0.00041345i
-0.00046379-0.0006667i,-0.00017003-0.0014049i,0.00019175-0.00086955i,0.00018002-0.00043593i,-0.00025444-0.00083791i,0.00021941-0.0011971i,0.00092704-0.00092954i,0.00072958-0.00069064i,0.00083763-0.00028674i,0.0011825+0.00022574i,0.00043145-9.9725e-05i,-0.00018343-0.00050558i,4.2007e-05-0.00037503i,0.00045502+3.0938e-05i,0.00037972+0.00022655i,-0.00027183+3.2085e-05i,-0.00045402-7.0552e-05i,8.0995e-05-0.00031439i,7.0444e-05-0.00074854i,-0.00043536-0.00041058i,-0.00059647+0.00025942i,-5.8606e-05+0.00035078i,0.0003087+0.00033684i
-0.00068505+0.0001139i,-0.00021667+0.0010202i,-0.00014467+0.0013728i,-0.00051806+0.0011849i,-0.000374+0.00082331i,0.00050948+0.00034126i,0.00031247-0.00057091i,0.00016916-0.00083901i,0.00016777-0.00065295i,-0.00040305+6.3616e-05i,-0.00032447+0.00091504i,0.00034057+0.00071721i,4.4846e-05-0.00011369i,-8.9635e-05-0.00037948i,9.3528e-05+3.151e-05i,-0.00045645+0.00031688i,-0.00033283+0.00057294i,-6.7689e-05+0.00055631i,0.00018042+0.00064206i,9.1214e-05+0.00018349i,0.00055841-0.00072244i,0.0013062-0.00022102i,0.0010994-0.00084309i
0.00085462+0.00035708i,0.00073392+0.00023752i,0.00031017-0.00022382i,-0.00096537-0.0010546i,-0.0015378-0.00048172i,-0.00072509+0.00039088i,0.000626+0.0012528i,0.0012402+0.001226i,0.00039787+0.00015462i,-0.00048896-0.00037745i,-0.00055133-0.0002169i,-0.00024135+0.00013463i,0.00032137+0.00033022i,0.00066123+6.8981e-05i,0.00062429-0.00035521i,0.00024898-0.00030449i,-0.00010772+0.00021839i,-0.00050341+0.00057137i,-0.00061506+0.00016643i,-0.00034169+0.00012243i,0.00021077+6.1836e-06i,0.00070432-5.7353e-05i,-4.774e-05-0.00018881i
-0.001+0.0016779i,-0.00074432+0.0010394i,4.863e-05+0.00016139i,0.00052414-0.00089563i,0.00013041-0.0015508i,-0.00063698-0.00058656i,9.286e-05+0.0001991i,0.00080701-0.00020938i,0.00035641+0.00014449i,0.00012062+0.0003888i,0.00026798+0.00036365i,0.00048077-4.7573e-06i,0.00019963-0.00070889i,6.745e-05-0.00019954i,0.00064958-0.00034649i,3.7095e-05-0.0016615i,-0.00056127-0.0012602i,-7.9931e-05-0.00043057i,0.00077114+0.00044871i,0.00041844+0.0003326i,-5.8714e-05-0.00045582i,-5.3006e-05-0.00048275i,0.00061814-0.00014808i
0.00018788-0.00026197i,1.483e-05-3.9428e-05i,0.00016267-4.5329e-05i,0.0001028-0.0006457i,-0.00062233-0.0014414i,-0.00092144-0.0013082i,-0.00046724-0.00018843i,0.00018384-0.00020804i,0.00066268-6.0131e-05i,0.00017247+0.00057569i,6.0643e-05+0.00061061i,5.8217e-05+0.00069692i,-9.2781e-05+0.00039559i,-0.00017371+5.6965e-05i,-8.7313e-05-3.8014e-05i,-0.00049361+0.00019943i,-0.0006481-0.00024644i,2.7677e-05-0.00090611i,0.00057218-0.00035152i,0.00039359+0.00042668i,6.8733e-05+0.00077098i,0.0003067+0.00059763i,0.00042492+0.00054412i
-0.00054087+0.00016047i,-0.0012487-2.9486e-05i,-0.0016562-0.00083462i,-0.0010202-0.0013818i,-0.0010084-0.00048221i,-0.00047735+0.00086788i,0.00038756+0.00080321i,0.00053188-0.00030763i,0.00080963-0.00090559i,0.00074281+0.0002603i,0.00052384+0.00061807i,0.0007276-0.00019113i,0.00035421+3.1566e-05i,-0.0001815-8.9415e-05i,0.00021548-0.00012649i,-7.1789e-05+0.00096957i,-0.00049885+0.00080042i,-0.00082154+0.00064172i,-0.00021233+0.00041594i,0.0005635-0.00036521i,8.6215e-05+3.277e-05i,-0.00056731+0.00066799i,-0.00047916+0.00053196i
-0.00053222+0.00096427i,0.00067402+0.00066087i,0.0018578+0.00085723i,0.0016345+0.0011749i,0.00099818+0.0010186i,0.00022139+0.00012397i,0.00077812-0.00056304i,0.0012711-0.00095816i,-0.00032729-0.00089288i,-0.0010201+5.885e-05i,0.00036127+0.00038878i,0.0012117-5.88e-05i,0.00099506-0.00084047i,8.2395e-06-0.0012071i,-0.00069741-0.00098746i,-0.00024287-0.00042066i,0.0004599-0.00030516i,0.00054914-0.00084884i,0.00076857-0.00053194i,0.00018662+0.0002794i,-0.00052562+0.00051101i,-0.00013203+0.00067066i,3.754e-05+0.00047454i
0.00032167+0.0004153i,0.00034196+0.00108i,0.00069241+0.00032068i,0.00071052-0.00057095i,0.00062388-2.2397e-05i,0.0005455+0.0008066i,0.00031155+0.00060258i,0.0005125-0.0002363i,0.00035396-0.0010347i,0.00055039-0.0010344i,0.00041231+0.00012899i,0.00026704+5.9758e-05i,-0.0001419-0.00039482i,-0.00047579+8.0264e-05i,-0.00063365-9.5927e-05i,-0.0011302-0.00097461i,-0.00093179-0.0011936i,-0.00047287-0.00018846i,0.00038008+0.00065813i,0.00091495+0.00052372i,0.0011146-0.00018331i,0.0012945-0.00021653i,0.0010274+0.00055658i
0.00059128-0.00086196i,0.00065149-0.0014404i,0.001244-0.0019183i,0.0011227-0.0020856i,-0.00019263-0.0015959i,-0.00043427-0.0001614i,2.1806e-05+4.8433e-05i,0.0002749-0.00091038i,0.0009622-0.0014688i,0.00092704-0.0012114i,0.00020372-0.00018038i,0.00022894+0.00089892i,0.0004167+0.00091218i,-1.1068e-05+0.00045706i,-0.00060913+9.9127e-05i,-0.00039705-0.00066351i,0.00066707-0.00025513i,0.0012608-0.00029926i,0.00072727-0.00071514i,0.00039527-0.00035471i,0.00033433+8.9769e-05i,0.00015868+0.00067753i,0.0002487+0.00070029i
-0.002238+0.00056732i,-0.0026355+0.001265i,-0.0023388+0.00061414i,-0.0020038+0.00045502i,-0.0016681+0.00060628i,2.2e-05+0.00023491i,0.001515+0.000173i,0.0015263+5.3532e-05i,0.00078087-0.00035196i,0.00019604-0.00037033i,0.00053208-0.0005023i,0.00067879-0.00035203i,-0.00029468+0.00011866i,-0.00067181-0.00014897i,-0.00048329-0.00055892i,2.4636e-05-0.00035161i,0.00055982+0.00070295i,0.00036061+0.0010021i,-7.6424e-05+0.0001818i,-4.5793e-06+0.00027325i,-0.00032291+0.00035399i,-0.00047949+0.00055465i,0.00035554+0.0009981i
-9.4287e-05-0.0016411i,0.00087881-0.0021414i,0.00177-0.0013687i,0.0015875-0.0013554i,0.001084-0.0015422i,0.00035048-0.00092687i,-0.00026952+0.00029811i,-0.00020078+0.00070341i,-0.00040777+0.00032538i,0.00029994-5.8096e-05i,0.00097981-2.686e-05i,0.0011329+0.00024275i,0.0012335-0.00045587i,0.00093282-6.8502e-05i,0.00062951+0.0012549i,0.00055497+0.0013164i,0.00035478+0.00028618i,0.00018358-0.00031597i,0.00085922-0.00061246i,0.00080147-0.00041433i,0.00032717-0.00030516i,1.2739e-05-0.00075176i,-0.00013446-0.00052736i
-0.0016682+0.0017081i,-0.0018698+0.0028411i,-0.0013363+0.0025762i,-8.1441e-05+0.0013858i,0.00016728+0.00060903i,0.00034707+6.4408e-05i,0.00093092-1.369e-05i,0.0010757+6.7386e-05i,0.00047081-0.00025621i,0.00031478-0.00048526i,0.00055833-0.00047989i,0.0007034-0.00049468i,0.00020746-0.00048311i,-0.00040948+3.8701e-05i,-0.00034297-3.5822e-05i,3.7908e-05+5.302e-06i,-0.00088419+0.0005431i,-0.0010622+0.00021911i,8.8009e-05+0.00042806i,0.00016597+0.000394i,-9.8456e-05-9.8012e-05i,0.00043255-0.00041656i,0.00066656-0.0010604i
0.00030825-0.00051544i,0.00052675-0.0016413i,-0.00023699-0.0011228i,-0.0012047-0.00020253i,-0.00010021-0.00013033i,0.0015118+0.00075662i,0.0011157+0.00088197i,0.00013368-0.00010889i,-0.00079896-0.00093165i,-0.00043873-0.00057395i,0.00031426+0.00015173i,-8.0796e-05-2.382e-05i,-0.00038697-0.00021549i,-0.00035186+0.00012943i,-0.0002066+3.8522e-05i,-0.00016202+0.00065886i,-4.5033e-05+0.00088981i,0.00034742-6.8434e-05i,6.0221e-05-0.00024478i,0.00012005+1.4189e-05i,0.00037223-0.00010336i,-0.00011448+1.9727e-05i,-0.0003268+4.3685e-05i
-0.00059873-0.0005324i,-0.00030143-0.00084334i,0.00074401+6.0847e-05i,0.0015245+2.6503e-05i,0.0012823+3.0388e-05i,0.0017421+0.0007118i,0.0020659+0.00015752i,0.0015509-0.00088878i,0.0011149-0.0011215i,0.0011962-0.00083778i,0.0013818-0.0006603i,0.0011508-0.00085343i,-1.4888e-05-0.00098649i,-0.00061359-0.00068096i,-0.00044219+0.00018295i,-0.00078725+0.00080318i,-0.00072143+0.00086473i,7.3988e-05+0.00042877i,0.00065205+4.8962e-05i,0.00059818-6.0675e-05i,0.00044083-0.00054489i,0.00046911-0.00095993i,-0.00040506-0.00080653i
0.00018235+0.00053817i,-0.00015501+0.00085974i,-0.0003384+0.00094156i,-3.7776e-05+0.00074775i,-0.00029499+9.191e-05i,0.00015742+0.00017247i,0.00054922-9.9832e-06i,0.00013756-0.0012297i,-0.0004544-0.0011911i,-0.00023127-0.0008032i,-0.00014757-0.00053375i,0.00034928-0.00030125i,0.00070835-0.00029634i,0.00019273+4.4986e-05i,-0.00034947+0.00026341i,-4.0063e-05+8.0822e-05i,-0.00017204-0.00061899i,-0.00036691-0.0010191i,-0.000157-7.4238e-05i,-3.8861e-05+0.00068202i,-2.1489e-05+0.00033868i,-0.00066554-1.294e-05i,-0.00036934+0.00042304i
-0.0012069-0.001808i,-0.00092493-0.0011135i,-0.00092033+0.00016744i,-0.0004774-0.00045206i,-0.00044551-0.001294i,-0.00066676-0.0010497i,0.00042477-0.00086253i,0.00074309-0.00095966i,0.00054242-0.00081085i,0.00034947-0.00015444i,0.00062941+2.1787e-05i,0.00028726-0.00029126i,0.0001631-5.8447e-05i,0.00068438-1.4461e-05i,0.00071127-0.00071423i,0.0004368-0.00078617i,0.00051873-0.00026905i,0.0012364+0.00016854i,0.00021095+0.00058392i,-0.00076213+0.00071275i,-0.00036556+0.00024028i,-6.1572e-05-0.00047348i,0.00030564-0.00095462i
-0.00059231+0.0012205i,-0.00040068+0.0012797i,0.00049675+0.0010069i,0.00089415+0.00015664i,0.0004708+0.00065057i,0.0011264+0.00091619i,0.0016396+0.00052563i,0.00064068+0.00032468i,-0.00060918+0.00035389i,-0.0013598+0.00028053i,-0.0011069+3.9663e-05i,-7.4317e-05-0.00033989i,0.0010918-0.00025728i,0.0013544-0.00055794i,0.00051843-0.00096462i,-0.0001015-0.00027848i,-0.00012149+0.0004311i,-0.000337-0.00022457i,-0.00033586-0.00069353i,0.00043747+0.00015761i,0.00036934+0.0011538i,-0.00031888+0.00088354i,-0.00042335+0.00020933i
-1.9284e-05-0.00085841i,-0.00034466-0.00016032i,-0.00025993-0.00021787i,-0.00050854-0.00054542i,-0.00078878-0.00046179i,-7.7213e-05+0.00016553i,0.00084466-0.00010085i,0.0012613-0.001132i,0.00079488-0.0014736i,-0.0003845-0.00092845i,-0.00065481-0.00089659i,0.00011758-9.1185e-05i,0.00050904+0.0003675i,0.00016738+5.9365e-06i,7.3285e-05-0.00053201i,0.00016526-0.00046275i,6.267e-06-0.00026108i,-0.00057237-0.00070794i,-0.00069965-0.00055613i,-0.00046563+6.5386e-05i,0.0001153-0.00052216i,0.00017718-0.00061023i,-0.00043347+0.00037513i
-0.00033767-0.00040315i,0.00015774-0.0001944i,0.00077169-0.00038589i,0.00060852-0.00086397i,-0.00046092-0.00098857i,-0.0010521-0.00059328i,-0.00020227+2.4457e-05i,0.00013118-0.00060717i,-2.0639e-06-0.00086896i,1.1799e-05+0.00013369i,-1.2177e-05+0.00051037i,0.00021231+0.00051744i,0.00015074+0.00032401i,-0.00045547-0.00076754i,-0.00061493-0.0013207i,-0.00036669-0.00035249i,-0.0004266+0.00045225i,-0.00066077+0.0008712i,-0.0013698+0.00046845i,-0.00090262+0.0001311i,0.00049688-0.00031159i,0.00038674-3.7691e-05i,-0.00040411+0.00092829i
0.001286-0.00074233i,0.0010153+0.00034028i,0.00058829+0.00044407i,0.00017624-0.00019674i,-0.00036551-0.0013136i,-5.1482e-05-0.0011472i,0.00056867-0.00072371i,0.00063669-0.00069697i,0.0001488-0.00083814i,0.00045323-0.0010785i,0.00048678-0.00068083i,-0.00026037+0.00011865i,0.00049431+0.00037279i,0.00079586+0.00013465i,6.3125e-05-0.00021924i,0.00072782-0.00087886i,0.0011549-0.00090356i,0.00035952+0.00011757i,0.00029734+0.00056844i,0.0011508+0.00060725i,0.00077463+0.00035393i,-1.2349e-05+0.00014066i,0.00031823+3.7835e-05i
-0.00053074+0.00070763i,0.00070468-4.5594e-05i,-0.00013735-6.3891e-05i,-0.00061023+0.00033204i,-0.00086611+0.00042181i,-0.00077245+0.00096295i,-0.00058403+0.00051588i,-0.00057974-0.00034017i,-0.00018028+9.0805e-05i,-0.00022584+0.00066383i,-0.00056941+0.00075132i,-0.00010074+0.00029562i,0.00086558-0.00046537i,0.00040739-0.00099535i,-0.000263-0.00090064i,-0.0005869+0.00011494i,-0.00069091+1.6815e-05i,-0.00062392-0.00042449i,-0.00032743+8.0963e-08i,0.000454+0.00046166i,0.00041399+0.0012435i,-3.157e-05+0.00089153i,0.00045892-0.00051642i
-0.0014887+0.0016911i,-0.0004687+0.0011205i,0.0012353+0.00076876i,0.0018478+0.00061143i,0.001553+0.00062844i,0.00097939-2.5171e-05i,0.00036359-0.00080986i,5.3531e-05-0.00074201i,6.3583e-07-0.00046552i,0.00019171-0.0007234i,-6.4869e-05-0.00057092i,-0.00020884-0.00018705i,-0.00048134-0.000226i,1.7751e-05-0.0003674i,0.00033688-0.00037796i,-0.00033868-0.00021329i,-0.00018664-0.00021744i,0.0002055-9.6283e-05i,0.0001698-0.00030505i,-9.4442e-05-0.00062946i,0.00054112-0.00045059i,0.0010803-0.00041603i,0.00040733-0.0008499i
-0.0010145-0.00071143i,-0.0016004-0.00020694i,-0.0011933+4.7049e-05i,4.782e-05-5.8404e-05i,0.00013501-0.00034753i,-0.0003788-0.00061988i,-3.6541e-06-0.00033703i,0.00071767+0.0002061i,0.00096797-0.00016791i,0.00029605-0.0002373i,-0.00081912-0.00041316i,-0.0010608-0.0007314i,2.2743e-05-0.00048518i,0.00056738-0.00058549i,0.00012092-0.00059246i,-0.00038584-1.0122e-05i,-0.00020919+0.00027752i,5.4798e-05-0.00020163i,0.00027687-0.00030244i,-0.00032771+0.00030604i,-0.00046613+0.00015292i,0.0003834-0.00049526i,0.0002356-0.00029841i
0.00010538-0.0016226i,0.001547-0.0015405i,0.00063753-0.00069109i,-0.00057288-0.00034615i,-7.807e-05-4.338e-05i,6.7566e-05+0.00035767i,4.2771e-05-0.00013269i,0.00057335-0.00041571i,0.0004789+0.00030985i,-0.00034315+0.00035717i,-0.0012324+0.00045731i,-0.00081344+0.0005345i,0.00065945+6.374e-05i,0.0003981-0.00032391i,-0.00048505+0.00010548i,-0.00035335+0.00064004i,-0.00010541+0.0010186i,0.00026603+0.00064744i,0.00015281+0.00017394i,0.000137+0.00040384i,-8.1546e-05+0.0012496i,-0.00046906+0.001265i,0.00027907+0.0002543i
-0.0035357-0.00099252i,-0.0034476+0.00052749i,-0.0033639+0.00072381i,-0.0015103+0.00064409i,0.00031637+0.00060654i,0.0015856+6.3985e-05i,0.0011461-0.00060743i,0.00012745-0.00051371i,-0.00034037-0.00044139i,-0.00068586-0.00018457i,-3.9495e-05+0.00016539i,0.00078755-0.00016131i,0.00060365-0.0006696i,0.00032579-0.00069502i,3.2728e-05-0.00071665i,-4.9083e-05-0.00083067i,0.00018073+0.0001801i,0.00037186+0.00088511i,-0.00011506+0.00044367i,-0.0003596+2.6559e-06i,-1.7313e-05-0.00016468i,0.00031163+0.00051824i,1.4063e-05+0.0013128i
0.00070877+0.00064908i,0.00072146+0.00082809i,0.0016195+0.00028743i,0.0013748+0.00063028i,0.00052346+0.001265i,9.5581e-05+0.0011038i,0.00016099+0.00016633i,0.00067296-0.00037558i,0.00062064-0.00051115i,-3.5792e-06-0.00065225i,-0.00044388-0.00033051i,6.0419e-05+0.00037427i,0.00070207+0.00037439i,0.00015657-0.00046764i,-0.00067395-0.00068366i,-0.0003424-0.00054471i,0.00086672-0.00060363i,0.00061453-0.00020678i,-0.00029912+0.00062457i,-0.00022582+0.00034911i,0.00017808+0.00020904i,0.00050269+0.00060466i,0.00032394+0.00066887i
-0.0014119+0.0011381i,-0.0015804+0.0018362i,-0.00028158+0.0010606i,0.0013642-6.5642e-05i,0.0006905+0.00024097i,-0.00063591+0.0010071i,0.00069353+0.0015372i,0.0018148+0.00077518i,0.0012724-0.00066882i,0.00086579-0.00085235i,0.00040979+8.3695e-05i,0.00063722+0.00018861i,0.00038136-0.00020794i,-7.6173e-05+0.00022168i,-9.3413e-05+0.00067221i,0.00024785+0.00056569i,1.1539e-05-0.00040022i,0.00013735-0.00077234i,0.00061507-0.00062649i,0.00068609-0.00038131i,0.0001296+0.00022116i,-0.00033204+0.00025995i,-0.00027963+0.0003577i
0.00057021+0.0014145i,0.00079603-7.9061e-05i,0.0015052-0.001942i,0.00082334-0.0018576i,-9.0625e-05-0.00084581i,-0.0002319+4.0473e-05i,0.00085208+0.00034925i,0.0016492-0.00030126i,0.0006703-0.0010459i,1.2442e-05-0.00083168i,-0.00010518-0.00082784i,-0.00025209-0.00035551i,-5.8744e-05+0.0003999i,0.00066171+4.258e-06i,0.00083876-0.0010402i,0.00052752-0.00099341i,-0.00086546-0.00038288i,-0.0014216-0.0003245i,-0.00089965-0.00060848i,-0.00038864+8.5195e-05i,-0.00052959+0.0010522i,-0.00062425+0.0010815i,-9.7151e-05+0.00036246i
-2.445e-05-0.00052599i,8.504e-05+0.00086254i,-0.00036287+0.000369i,-0.0005175-0.00010163i,-0.00030671+0.00083493i,-0.00023775+0.0011318i,0.00050288+0.00026695i,0.00077768-0.00089716i,0.00052651-0.00080048i,-0.00020939+0.00035169i,-0.00088095+0.00060995i,8.3661e-05+0.00058661i,0.00029452-0.00047595i,8.6246e-05-0.0020036i,0.00050004-0.0017424i,0.00085211-0.00090183i,0.0010042-0.00043375i,0.00045358-0.00052682i,-1.24e-05-0.00086212i,-0.00012743-0.00072766i,6.0866e-06-0.00049531i,0.00047294-0.00091642i,0.00076056-0.00067516i
-0.00098065+0.00168i,-0.0012882+0.00279i,-3.709e-05+0.00078206i,0.00089669-0.00078642i,0.00087178-0.00060314i,-4.602e-05-0.00065268i,-0.00044652-0.00083797i,-0.00028245-0.0009398i,-0.00064284-0.00062075i,-0.00098632-0.00018175i,-0.00049957-0.00025095i,-0.00017239-7.859e-05i,0.00034971-0.00057589i,0.00055146-0.00081022i,-0.00031952-0.00045988i,-0.00059326-0.00042453i,-0.00047532-3.5983e-06i,-0.00025148+1.4182e-05i,-0.00013306+0.00016441i,-0.00030524+0.00069064i,-0.00095447+0.00054101i,-0.00084741+0.00017002i,-0.00063129+0.00014113i
-0.00016072-0.0010204i,-0.0002575+0.00011591i,-0.0015606-0.00014738i,-0.0012647-0.00079582i,-0.0006792-0.00077347i,0.00036314+0.00042853i,0.0018898+5.7354e-05i,0.001252-0.00035658i,0.00029289+1.028e-05i,0.00029066+0.00053748i,0.00048006+0.00052231i,9.6569e-05+0.00017883i,-0.00063334-0.00065549i,-0.00020408-0.0012616i,0.00024016-0.00019818i,-0.00032885+0.00054729i,-0.00014185+0.0005019i,0.0010909+0.00023878i,0.0011345-0.00016167i,0.00039541-6.9229e-05i,0.00042805+0.00020569i,0.0012551-0.00027774i,0.001334-0.00058832i
-0.00017667+0.0015616i,-0.0003027+0.0009895i,0.00083154-0.00082622i,0.0013504-0.0010962i,0.00075943-0.0003856i,-0.00025172+0.00024571i,-0.00015229+0.0003744i,0.00092012-0.00059907i,0.0013706-0.00095643i,0.0018075-0.00093611i,0.0020012-0.00041605i,0.0011863+9.7745e-05i,-0.0002506-0.00041833i,-0.00066603-5.959e-05i,-0.00024382+0.00013911i,0.00015307-6.5003e-05i,-1.1059e-05+0.00054084i,-0.00054254+0.00088767i,-0.00058582-0.00011667i,-0.0002893-0.00045764i,-0.00013401+0.00017468i,-0.00059764+0.00069881i,-0.00046263+0.00078608i
-0.00042566+0.00096207i,-0.00032638+0.00067161i,0.00047862+0.0003001i,0.0012297-1.3755e-05i,0.00080327-0.00045556i,0.00018854-0.00047204i,0.00081464-0.0008365i,0.001197-0.0012181i,0.00028684-0.0010792i,-0.0002286-0.00074877i,0.00026322+4.6347e-05i,8.1588e-05-5.7243e-05i,0.00039465-0.00068032i,0.00043346-0.00032242i,-0.00015616-0.00032492i,-0.00022605-0.00056255i,-1.456e-05-0.00041239i,-0.00011332+0.00013592i,-0.00020105+0.00025343i,3.0188e-05-0.00018216i,-0.00023711+0.0006693i,0.00016136+0.00085321i,0.0013074+0.00059836i
