-0.00064857+0.0008573i,0.0005036+1.197e-05i,-0.0010483-5.0216e-05i,-0.0012025+0.00087593i,-0.00069578+0.0025057i,-0.00044298+0.0021713i,2.2723e-05+0.00075275i,0.00089304+0.00047889i,0.00163+0.00081988i,0.0013893+0.00042854i,0.001351+1.6263e-05i,0.0014188-0.00024306i,0.00037519-0.00063313i,-0.00030661-0.00037919i,-0.00054211+0.0001022i,-0.00044792+0.00097948i,0.00034599+0.0013319i,0.00040318+0.00052118i,0.00040927+0.00011985i,0.00033111+7.9652e-05i,2.9148e-05+0.00017579i,-4.7525e-05+8.7338e-05i,-0.00032705-0.00071277i
-0.057931+0.031693i,-0.07799+0.066522i,-0.0088441+0.087808i,0.13983+0.057092i,0.21855-0.030731i,0.16344-0.10483i,0.082568-0.10412i,0.046028-0.071684i,0.020167-0.049437i,-0.010563-0.030074i,-0.029479-0.0094866i,-0.031397+0.0064287i,-0.023428+0.011444i,-0.019077+0.0056298i,-0.019515+0.00026476i,-0.016511-5.1202e-05i,-0.0097832+0.00033875i,-0.0041398+0.00019842i,-0.0034192-0.00046567i,-0.0055831-0.00044572i,-0.0051787-0.00054734i,-0.0024872-0.0016176i,-0.0011944-0.0030694i
-0.016066-0.072725i,-0.053556-0.15088i,-0.13882-0.20936i,-0.24986-0.19916i,-0.30612-0.11407i,-0.26988-0.004263i,-0.18484+0.055967i,-0.10446+0.052317i,-0.050654+0.031014i,-0.015905+0.017028i,0.0055881+0.0021344i,0.013899-0.010806i,0.015943-0.013178i,0.01787-0.0078599i,0.017321-0.0017658i,0.013707+0.00046259i,0.0094192-0.00081719i,0.006148-0.00075927i,0.0068329+0.0024173i,0.0095527+0.0039868i,0.0085183+0.0023651i,0.003487+0.00068793i,-0.00029254+0.0016928i
0.074383+0.024141i,0.15081+0.065061i,0.21318+0.12552i,0.23533+0.17891i,0.23831+0.17859i,0.23051+0.10321i,0.17757+0.023108i,0.099516+0.0028325i,0.051411+0.003595i,0.028327-0.0080286i,0.011759-0.015957i,-0.00025466-0.012945i,-0.0081659-0.0062314i,-0.0087182-0.003603i,-0.0060389-0.0059906i,-0.0059479-0.005982i,-0.005486-0.0033863i,-0.0034891-0.0031825i,-0.0016794-0.0059876i,-0.0013733-0.0076525i,-0.00093661-0.0055786i,0.0007434-0.0023893i,0.0015872-0.0003584i
-0.045337+0.046679i,-0.085782+0.068505i,-0.084686+0.028401i,-0.043303-0.086354i,-0.044608-0.18208i,-0.096544-0.17042i,-0.10377-0.10204i,-0.060744-0.06137i,-0.035126-0.039446i,-0.029756-0.010265i,-0.020789+0.013315i,-0.0099753+0.021154i,-0.0034158+0.018896i,-0.0043734+0.013636i,-0.0089478+0.0096892i,-0.010161+0.0075i,-0.0075718+0.0053346i,-0.0036543+0.0045087i,-0.0012162+0.0070974i,-0.00066374+0.010042i,-0.0011317+0.0091646i,-0.002321+0.0052899i,-0.0031981+0.0012286i
-0.033354-0.058644i,-0.079284-0.10551i,-0.15104-0.090328i,-0.21209+0.017738i,-0.19125+0.12887i,-0.10157+0.16514i,-0.031543+0.13937i,-0.0069771+0.093708i,0.0064965+0.051563i,0.018186+0.017918i,0.018894-0.0031378i,0.011813-0.013917i,0.0061963-0.016492i,0.0075941-0.013834i,0.01237-0.011072i,0.013496-0.0093489i,0.0096687-0.0080417i,0.0060719-0.0049642i,0.0065224-0.0016635i,0.0078474-0.0012846i,0.0070211-0.0023294i,0.0042749-0.0017364i,0.0029761+0.00080711i
0.073245-0.006229i,0.16861-0.0069029i,0.27608-0.01619i,0.34237-0.04733i,0.32604-0.091368i,0.23174-0.13575i,0.12449-0.13712i,0.058744-0.086499i,0.02803-0.041174i,0.0086827-0.02177i,-0.0024401-0.0089948i,-0.0048927+0.0010229i,-0.0053157+0.0053708i,-0.0061974+0.004748i,-0.0062996+0.0024506i,-0.0056297+0.0011678i,-0.0048781+0.00038752i,-0.00644-0.0010284i,-0.0099091-0.0026808i,-0.012003-0.003166i,-0.010001-0.0028972i,-0.0053814-0.0030379i,-0.0025874-0.0035821i
-0.028041+0.062843i,-0.086285+0.11515i,-0.16478+0.12017i,-0.23439+0.059868i,-0.26256+0.014513i,-0.2269+0.033607i,-0.15099+0.050567i,-0.084522+0.028265i,-0.044719+0.014457i,-0.018773+0.019026i,-0.0025774+0.018786i,0.0061587+0.012771i,0.0091092+0.0072028i,0.0056045+0.0069722i,0.0021905+0.010677i,0.002109+0.010881i,0.0031785+0.0077092i,0.0050065+0.0058695i,0.0071337+0.0053844i,0.0081527+0.0051645i,0.0065775+0.0049154i,0.0023031+0.0044691i,-0.0015724+0.0031283i
-0.043654-0.046039i,-0.072225-0.088393i,-0.06708-0.070886i,-0.0076139+0.030078i,0.071993+0.10868i,0.12201+0.091016i,0.11396+0.047748i,0.073593+0.032942i,0.044552+0.018289i,0.02804-0.0052452i,0.011428-0.019986i,-0.0020499-0.019529i,-0.0059609-0.012273i,-0.0026108-0.0087451i,0.0012368-0.010099i,0.0029889-0.011268i,0.002477-0.0098837i,0.00074712-0.0076128i,0.00048164-0.0068107i,0.00053288-0.0071235i,0.0004599-0.0069535i,0.0013064-0.0049992i,0.0026709-0.0025798i
0.062105-0.028203i,0.13622-0.064819i,0.19413-0.12415i,0.18655-0.20124i,0.11925-0.23906i,0.030756-0.20288i,-0.022752-0.13805i,-0.028746-0.08064i,-0.023377-0.035542i,-0.018508-0.0051943i,-0.0091257+0.00835i,-0.0023358+0.011033i,-0.0014141+0.010521i,-0.0029853+0.010515i,-0.0052917+0.010149i,-0.0063575+0.00894i,-0.0067374+0.0084434i,-0.0067501+0.0072727i,-0.0071128+0.006034i,-0.0076103+0.0062495i,-0.0069751+0.0060323i,-0.005702+0.0039258i,-0.0043596+0.0020198i
-0.0035734+0.066481i,-0.037468+0.15443i,-0.10178+0.23934i,-0.16576+0.27863i,-0.17304+0.26899i,-0.10856+0.23104i,-0.038234+0.1669i,-0.013734+0.088643i,-0.0096548+0.039949i,-0.0010191+0.02357i,0.0048921+0.014651i,0.0047556+0.0058491i,0.0027722+0.00022682i,0.0015211-0.000215i,0.0026622+0.0016556i,0.0044052+0.0013174i,0.0053666-0.0014735i,0.0069624-0.0034293i,0.0094668-0.0034492i,0.010956-0.0030657i,0.0097725-0.0013895i,0.0061155+0.0013975i,0.0033019+0.0027259i
-0.053385-0.035191i,-0.089985-0.092041i,-0.065931-0.14593i,0.034756-0.15181i,0.11918-0.12656i,0.11696-0.11122i,0.076457-0.084244i,0.05101-0.045246i,0.027905-0.02993i,0.0015277-0.027852i,-0.01251-0.019299i,-0.013624-0.0086214i,-0.0084025-0.0039701i,-0.0038728-0.0072062i,-0.0042563-0.011575i,-0.0055995-0.011567i,-0.0054212-0.0080421i,-0.0051411-0.0037879i,-0.005179-0.0016198i,-0.004418-0.0021176i,-0.0036944-0.0048533i,-0.0027718-0.0061847i,-0.00067998-0.0051111i
0.044549-0.037211i,0.09442-0.071934i,0.10116-0.10058i,0.021672-0.121i,-0.076441-0.1122i,-0.11751-0.062736i,-0.10569-0.019076i,-0.069518-0.0046591i,-0.034241+0.0012909i,-0.010785+0.0068943i,0.0022441+0.0078523i,0.007177+0.0058067i,0.0073077+0.0049402i,0.0060943+0.0060709i,0.0053511+0.008443i,0.0051945+0.010349i,0.0053419+0.01054i,0.0051874+0.0089894i,0.0043628+0.0070482i,0.0026449+0.0064736i,-0.00010609+0.0058157i,-0.0025445+0.0042642i,-0.0040057+0.0043721i
0.017859+0.059012i,0.02507+0.14462i,0.028611+0.2412i,0.044154+0.29325i,0.063325+0.26767i,0.076055+0.18455i,0.072059+0.1015i,0.048613+0.049599i,0.031458+0.018849i,0.024311-0.00023226i,0.015124-0.0076617i,0.0068774-0.0071554i,0.0019818-0.0029857i,0.0010911+0.00044149i,0.0029581+7.269e-05i,0.0018482-0.0029116i,-0.00059247-0.0061851i,-0.00043031-0.0072801i,0.0016226-0.0075133i,0.002977-0.0067556i,0.0048332-0.0030642i,0.005695-0.0010472i,0.0042934-0.0020333i
-0.058858-0.015813i,-0.12313-0.069776i,-0.15511-0.15937i,-0.11625-0.23854i,-0.057296-0.2579i,-0.042848-0.2107i,-0.042727-0.13421i,-0.021975-0.068556i,-0.0083438-0.030179i,-0.0095297-0.012926i,-0.0098399-0.003268i,-0.0076623+0.0018396i,-0.0076444+0.0018142i,-0.010065-0.0010208i,-0.011521-0.002537i,-0.010017-0.0017058i,-0.0088297+0.00039202i,-0.0078943+0.0035155i,-0.0063977+0.0066303i,-0.0053888+0.0063806i,-0.0056577+0.0030033i,-0.0055088-0.00079603i,-0.0041262-0.0029171i
0.032025-0.042957i,0.082572-0.070559i,0.10784-0.053041i,0.056838+0.012737i,-0.01304+0.06919i,-0.028845+0.082387i,-0.021439+0.065222i,-0.02151+0.043023i,-0.010613+0.03152i,0.0061321+0.023928i,0.011643+0.011949i,0.0083315+0.002696i,0.0046152+0.001084i,0.0044045+0.002974i,0.007013+0.0045506i,0.0082379+0.0037076i,0.0081545+0.0014288i,0.0072095-0.0015581i,0.0048887-0.0034353i,0.0026645-0.0023352i,0.0016595-0.00020711i,0.0013698+0.003034i,0.0015795+0.0056389i
0.032132+0.040774i,0.055487+0.10231i,0.083596+0.15021i,0.1255+0.14116i,0.15357+0.093565i,0.13502+0.035704i,0.094351-0.0061607i,0.052884-0.016543i,0.018696-0.013032i,0.001265-0.0087681i,-0.0037968-0.0053024i,-0.0039983-0.0043429i,-0.0013759-0.0048409i,0.0012197-0.0049361i,0.0015757-0.0049234i,-0.00091403-0.0055504i,-0.0040317-0.0062683i,-0.0046546-0.0059542i,-0.0037062-0.0055087i,-0.0026913-0.0055037i,-0.00049801-0.0054681i,0.0025172-0.0055606i,0.0028146-0.0053622i
-0.056337+0.0055791i,-0.13591-0.017275i,-0.21651-0.072956i,-0.24686-0.12599i,-0.21885-0.13344i,-0.16094-0.088626i,-0.10086-0.03934i,-0.052449-0.019448i,-0.029011-0.009737i,-0.021312+0.0016549i,-0.012505+0.0079179i,-0.0036339+0.0082332i,0.00014872+0.0057115i,-0.0013842+0.003831i,-0.0040788+0.0039108i,-0.0025015+0.00453i,0.0017917+0.0057086i,0.0046736+0.0066992i,0.0065996+0.0061763i,0.005814+0.0041216i,0.00015009+0.0020285i,-0.0049496+0.001602i,-0.0058828+0.0018807i
0.017238-0.04893i,0.068741-0.090387i,0.13893-0.078321i,0.16828+0.0036184i,0.13933+0.078442i,0.099453+0.088213i,0.065961+0.062102i,0.036012+0.035074i,0.021542+0.012709i,0.016965-0.0014637i,0.011328-0.0055897i,0.00657-0.0029535i,0.0060681+0.0021639i,0.0089116+0.0035992i,0.0099463+0.00071746i,0.0077213-0.0014896i,0.0041769-0.002943i,0.0010265-0.0043878i,-0.00019484-0.0049681i,0.00096997-0.0035069i,0.0023768+2.1679e-05i,0.0024632+0.0026045i,0.0016848+0.0029799i
0.034971+0.028114i,0.057683+0.074514i,0.059835+0.098687i,0.051436+0.049647i,0.044304-0.022408i,0.024486-0.050013i,0.0084552-0.044385i,0.007011-0.030626i,0.0030374-0.019183i,-0.0033782-0.011904i,-0.0059226-0.0065787i,-0.0085116-0.0039935i,-0.011152-0.0023982i,-0.010749-0.00093875i,-0.0097189-5.494e-05i,-0.0098317+0.00063343i,-0.0098286+0.0012764i,-0.00778+0.0029424i,-0.003751+0.0053484i,-0.00066882+0.0047296i,0.00080469+0.00059936i,-0.00011513-0.0038119i,-0.0022367-0.0057158i
-0.041792+0.021216i,-0.10831+0.028035i,-0.18305+0.021143i,-0.21902+0.021548i,-0.20199+0.031357i,-0.14477+0.036952i,-0.08092+0.038968i,-0.035116+0.031039i,-0.0082834+0.019632i,0.0031673+0.012988i,0.0062967+0.0077368i,0.0055604+0.0028437i,0.0017765+0.0018605i,-0.0020008+0.0046991i,-0.0019068+0.0054509i,0.0016572+0.0035452i,0.0049408+0.0014526i,0.0051794+1.4694e-05i,0.0042069-0.00076322i,0.0029506-0.00098863i,-0.00036471+0.00015162i,-0.0026739+0.0016554i,-0.0014346+0.0023649i
0.0025009-0.044763i,0.03728-0.10424i,0.11347-0.14336i,0.18049-0.12214i,0.18512-0.068495i,0.13342-0.035581i,0.071963-0.022114i,0.032318-0.0077346i,0.016968-0.0029252i,0.011734-0.00698i,0.0066925-0.0082927i,0.003395-0.0075479i,0.0032719-0.007402i,0.0049469-0.0087729i,0.005243-0.0096073i,0.0029711-0.0073519i,-0.00020852-0.0050855i,-0.0037858-0.0046337i,-0.0063484-0.0039911i,-0.0053342-0.0024362i,-0.0011479-0.001317i,0.0032048-0.00098528i,0.004456-0.00077084i
0.037306+0.014847i,0.060564+0.05722i,0.045575+0.098597i,-0.009902+0.079968i,-0.050926+0.017081i,-0.055282-0.017378i,-0.044717-0.020418i,-0.031938-0.015171i,-0.021328-0.003009i,-0.014346+0.0063452i,-0.0085046+0.0080861i,-0.0048316+0.0066246i,-0.0046942+0.0046588i,-0.0043394+0.0046626i,-0.0033868+0.0054658i,-0.0034132+0.0039136i,-0.0026673+0.0017248i,0.0006805+0.0011465i,0.0049925+0.0012i,0.006551+0.00091484i,0.0039873+0.00020013i,-2.6782e-05-0.00040553i,-0.002693-5.3104e-05i
-0.027056+0.025675i,-0.07385+0.040701i,-0.11395+0.047501i,-0.10564+0.060506i,-0.068017+0.075822i,-0.033244+0.064762i,-0.0089154+0.038795i,0.00079208+0.019647i,0.0039761+0.0088111i,0.0062436+0.0044826i,0.0064167+0.0038222i,0.0064658+0.0028683i,0.0078602+0.0012525i,0.00781+0.0012351i,0.0073995+0.00057651i,0.0074827-0.00057288i,0.0057373-0.0019787i,0.0038834-0.0028935i,0.0027458-0.0024338i,-0.0003505-0.0018702i,-0.0032108-0.00043141i,-0.0024113+0.0020411i,-0.0001734+0.003138i
-0.014242-0.036079i,-0.0014109-0.094346i,0.039987-0.15483i,0.082549-0.17533i,0.096399-0.14876i,0.076289-0.10286i,0.04175-0.063442i,0.016696-0.035143i,0.0035176-0.019064i,-0.0031732-0.011499i,-0.0058322-0.0053516i,-0.0051068-0.001769i,-0.0038973-0.0024408i,-0.005191-0.0043663i,-0.0059496-0.004399i,-0.0048801-0.0022344i,-0.0049085+0.00080859i,-0.005044+0.0036671i,-0.0040433+0.005685i,-0.0012653+0.0057869i,0.0012886+0.0033125i,0.0011762-0.00058048i,-0.0017316-0.0026974i
0.035692+0.0071468i,0.069867+0.044451i,0.07337+0.10429i,0.022237+0.1347i,-0.034815+0.11015i,-0.046524+0.06829i,-0.028039+0.037214i,-0.011282+0.016895i,-0.0029012+0.0095177i,0.00055686+0.0083665i,9.7961e-05+0.0049664i,-0.0030048+0.0039938i,-0.0047585+0.007167i,-0.0042114+0.0094775i,-0.0022923+0.0087017i,-0.0020271+0.0051113i,-0.002066+0.0017934i,0.00054803+6.5359e-05i,0.0037826-0.0023654i,0.0051962-0.0042041i,0.0035177-0.0041519i,-0.00061094-0.0023774i,-0.0026099-0.00080967i
-0.016416+0.023511i,-0.054135+0.03825i,-0.082858+0.031233i,-0.057184+0.013913i,-0.0074147+0.014085i,0.01582+0.017892i,0.021156+0.014008i,0.020491+0.0075051i,0.01441-0.00063739i,0.0092087-0.0059367i,0.006905-0.0084841i,0.00504-0.010102i,0.0037689-0.010219i,0.0025281-0.0085726i,0.001495-0.0054608i,0.0024915-0.0025573i,0.0035737-0.0017079i,0.0014728-0.0015024i,-0.0018358-0.00075955i,-0.0038452+0.00067182i,-0.0033513+0.001608i,-0.00069067+0.00076001i,0.0012617-0.00031868i
-0.016782-0.024189i,-0.022035-0.070147i,-0.013448-0.1193i,-0.0065144-0.13675i,-0.0087535-0.12134i,-0.011153-0.082099i,-0.0141-0.038442i,-0.012252-0.013025i,-0.0083022-0.0034311i,-0.0062362-0.00065802i,-0.0028314+0.00044747i,-0.00059562+0.0017343i,-0.001166+0.002201i,-0.0022303+0.00128i,-0.0025443+0.00058204i,-0.002302+0.00041278i,-0.0023997+0.00031267i,-0.0015132+0.0012934i,0.0009917+0.0025611i,0.003639+0.0019241i,0.0044071+0.00043846i,0.003153-0.0008482i,0.0014691-0.00024299i
0.029739-0.0037733i,0.072952+0.018525i,0.10427+0.069727i,0.088749+0.11435i,0.043299+0.11616i,0.008647+0.082317i,-0.0022925+0.045301i,-0.0010771+0.022082i,0.0038619+0.010381i,0.006169+0.0054368i,0.0053116+0.0032574i,0.0045012+0.0035337i,0.0048435+0.0049929i,0.0055178+0.0050788i,0.004506+0.0034002i,0.0014378+0.0013065i,-0.0011922-0.00047947i,-0.001192-0.002712i,0.0003323-0.0054251i,0.00033039-0.0061525i,-0.0016127-0.0035511i,-0.0012151+0.00048081i,0.001463+0.0024486i
-0.0098563+0.022438i,-0.042762+0.043441i,-0.080965+0.036643i,-0.076398-0.004624i,-0.0337-0.034621i,-0.0063003-0.033378i,-0.0020235-0.022055i,-0.0012743-0.010992i,-0.00054187-0.0053184i,-0.0007869-0.0041539i,-0.0023759-0.0037309i,-0.004095-0.0049821i,-0.0058097-0.0056755i,-0.006228-0.00463i,-0.0042402-0.0045577i,-0.0011875-0.0050511i,0.0014123-0.004047i,0.001581+0.00018608i,-0.0010312+0.0054248i,-0.0024297+0.0073829i,-0.0019665+0.0067807i,-0.0018279+0.0047331i,-0.0011527+0.002448i
-0.019115-0.017448i,-0.032297-0.051991i,-0.032669-0.082499i,-0.031001-0.074898i,-0.036327-0.049565i,-0.031605-0.032253i,-0.022169-0.015775i,-0.01562-0.0019247i,-0.0078008+0.0051055i,-0.0017126+0.0069079i,0.00044505+0.0065665i,0.0007064+0.005579i,0.00017139+0.0041222i,0.00019751+0.0030962i,0.00098836+0.0027686i,0.00067014+0.0030348i,-0.00040385+0.0039444i,-3.5754e-05+0.0028552i,0.0023059-0.00016399i,0.0040219-0.0017822i,0.0036192-0.0029109i,0.00094196-0.00267i,-0.0021243-0.00092904i
0.024009-0.010244i,0.064066-0.0075099i,0.10733+0.016871i,0.11725+0.043786i,0.093367+0.051698i,0.057735+0.038103i,0.028495+0.015031i,0.012363+0.0011905i,0.0064727-0.00038756i,0.0038981-0.00015524i,0.0023256-0.0020088i,0.0028343-0.0019121i,0.0030076-0.0014706i,0.0017939-0.0019837i,0.00027502-0.0012001i,-0.00041214+0.00010192i,-0.0005824-0.00028442i,-0.001587-0.0017699i,-0.0034769-0.0022495i,-0.004927-0.0019757i,-0.0057633-0.0020659i,-0.0040515-0.0014021i,-0.00078833-0.00092078i
-0.00097381+0.022204i,-0.024397+0.04951i,-0.066618+0.055679i,-0.08883+0.021374i,-0.069178-0.017577i,-0.036166-0.026012i,-0.013956-0.017277i,-0.0055341-0.011298i,-0.0067171-0.0062892i,-0.0077464-0.0020601i,-0.0058962-0.00068476i,-0.0054915+0.00031608i,-0.0063853+0.0016507i,-0.0058603+0.0019334i,-0.0040333+0.0016704i,-0.0022004-0.00086975i,-5.2367e-05-0.0027202i,0.0027465-0.00033851i,0.0043849+0.0033854i,0.0046256+0.0045101i,0.0046761+0.0032937i,0.0029304+0.0021433i,0.00045334+0.0015347i
-0.018322-0.011044i,-0.033618-0.036564i,-0.031407-0.060003i,-0.012831-0.046492i,-0.0063682-0.011755i,-0.006062+0.0041692i,-0.0010242+0.0061001i,0.0021049+0.0041409i,0.0020777+0.00091101i,0.0018863+0.001206i,0.0027332+0.0022881i,0.0040193+0.0019698i,0.0055458+0.0014694i,0.0060514+0.00066173i,0.0048466-0.00029348i,0.0028607+0.0012846i,0.0011586+0.0029454i,-0.00012548+0.00042762i,-0.0005475-0.0049352i,-0.00023485-0.0089024i,0.00039334-0.0089867i,0.00069057-0.00588i,0.00020952-0.0019939i
0.014219-0.013272i,0.043013-0.019981i,0.073767-0.013679i,0.081281-0.0040161i,0.068604-0.0010788i,0.045629+0.0034101i,0.021838+0.0036033i,0.010166-0.0016997i,0.0057401-0.0064681i,0.0013381-0.0074272i,-0.001651-0.0056304i,-0.0023311-0.0032734i,-0.0025861-0.00044615i,-0.0033408+0.0013576i,-0.0029361+0.0012148i,-0.0020158-0.00043802i,-0.0020429-0.0027547i,-0.0021341-0.0023607i,-0.0020931+0.0012184i,-0.0018453+0.0031918i,-0.0024653+0.0040837i,-0.0019571+0.0033431i,0.00032587+0.00073427i
0.0065419+0.014742i,-0.0020784+0.041635i,-0.031991+0.062572i,-0.06175+0.053474i,-0.06581+0.026254i,-0.047727+0.0073371i,-0.02432+0.0043216i,-0.0080713+0.006586i,-0.00017942+0.0041341i,0.0018415-0.0011205i,0.00050069-0.0026032i,-0.0024714-0.0010946i,-0.0045411+0.0012067i,-0.0033084+0.0029579i,-0.0016343+0.0021131i,-0.00050452-0.00021027i,0.0010719-0.0015618i,0.0029814-0.0017194i,0.0057624-0.00081979i,0.0067332+0.00097583i,0.0057859+0.0017177i,0.0038111+0.002423i,0.0012677+0.0036854i
-0.019603-0.0032296i,-0.037133-0.019918i,-0.036889-0.045917i,-0.0089508-0.049759i,0.011774-0.023901i,0.0094542-0.0032684i,0.0017788+0.0026079i,0.00013515+0.0047533i,0.00372+0.0044397i,0.0073462+0.0024508i,0.0079837+4.8838e-05i,0.006862-0.002529i,0.0045004-0.0062156i,0.0017924-0.007636i,0.0007656-0.0056936i,0.00076985-0.0014642i,0.00069312+0.002819i,-0.0018802+0.0032252i,-0.0058176+0.0012773i,-0.0061761-0.00056499i,-0.0048656-0.0021535i,-0.0039441-0.0028452i,-0.0031069-0.0018828i
0.0095693-0.013795i,0.028423-0.025739i,0.048036-0.02396i,0.045408-0.016639i,0.029445-0.019798i,0.015044-0.019434i,0.0015315-0.01143i,-0.0050738-0.0050729i,-0.0048875+0.00030142i,-0.0025931+0.0035171i,-0.00092726+0.0040377i,-0.0006856+0.0031921i,-0.00043049+0.0027413i,-0.00011133+0.0032118i,3.6154e-05+0.0022911i,-0.00096911+0.00022833i,-0.0022789-0.0003426i,-0.00055993+0.0016882i,0.0028219+0.0039642i,0.0029013+0.0045908i,0.0006233+0.0042636i,-0.00092845+0.0031655i,-0.0010096+0.0015786i
0.0098015+0.010491i,0.011762+0.033127i,-0.00037492+0.056631i,-0.0191+0.059936i,-0.028571+0.043617i,-0.025279+0.020648i,-0.013969+0.0051678i,-0.0060747+0.0011398i,-0.003493+0.0028256i,-0.0016819+0.0052565i,0.00013852+0.0056988i,0.00048678+0.00477i,0.00071692+0.0042064i,0.0012603+0.002856i,0.0013243+0.00055401i,0.0014116-0.00036193i,0.00069042-0.00065379i,-0.00038937-0.0019535i,-0.00055634-0.0038565i,0.0010007-0.004939i,0.0023222-0.0044967i,0.0027088-0.0022516i,0.002546+0.00074901i
-0.011224+0.0010179i,-0.030004-0.01137i,-0.039507-0.037823i,-0.022591-0.053844i,0.0025294-0.040907i,0.012934-0.018998i,0.010539-0.0078197i,0.0050492-0.0057906i,9.9447e-05-0.004627i,-0.0024026-0.0011977i,-0.0024068+0.00060201i,-0.0020065-0.00059874i,-0.0013781-0.0021092i,-0.00044386-0.001723i,0.000898-0.0007124i,0.0020339-0.00051383i,0.00047986-0.00023754i,-0.0028809+0.0013157i,-0.0054383+0.0038647i,-0.0062775+0.0038843i,-0.005439+0.0012348i,-0.0045054-0.00096436i,-0.003614-0.0013966i
0.002325-0.0090254i,0.01505-0.019368i,0.032316-0.016611i,0.032959-0.0027606i,0.016959+0.0013601i,0.0067391-0.0012058i,0.003935-0.0013594i,0.0013809-0.0024303i,-0.0019167-0.00308i,-0.0039694-0.0016324i,-0.0034986+0.00040752i,-0.0022686+0.0019722i,-0.00024837+0.0029849i,0.0014947+0.0034344i,0.002993+0.0032379i,0.0027697+0.0016876i,0.0016068-0.000249i,0.0041086-0.0021021i,0.0084718-0.0037118i,0.0083811-0.0027884i,0.0055113+0.00017691i,0.003069+0.0015426i,0.0011396+0.00029665i
0.0092709+0.0042132i,0.014649+0.016868i,0.011996+0.035464i,0.0043938+0.040177i,-0.00029487+0.031593i,-0.0051338+0.020511i,-0.0044124+0.01072i,0.0017329+0.0044795i,0.0039442-0.00078404i,0.0016595-0.0051968i,-0.0004784-0.0060909i,-0.0012316-0.0037086i,-0.001948-0.00025002i,-0.0030873+0.00079811i,-0.003396+0.00050681i,-0.0019618+0.0015762i,-0.00017795+0.00090943i,-0.00099985-0.0010932i,-0.0031351-0.0015136i,-0.0029133-0.0016177i,-0.0013978-0.0024444i,-0.0012846-0.0019768i,-0.00046061-0.00029314i
-0.0071158+0.0052426i,-0.022656+0.0023034i,-0.036636-0.013745i,-0.032873-0.031102i,-0.016701-0.032466i,-0.0059783-0.01965i,-0.003099-0.0047361i,-0.0004026+0.0016783i,0.0030006+0.00028703i,0.0042672-0.0036209i,0.0033427-0.0050293i,-0.00012313-0.0044454i,-0.0033526-0.0040903i,-0.0028171-0.0025373i,-0.0013488-0.0013153i,-0.00098119+0.00013625i,-9.0455e-06+0.0024052i,0.0010312+0.0047206i,0.0016622+0.0060107i,0.00096778+0.0050086i,-0.0010652+0.0035336i,-0.0025095+0.0011558i,-0.0028634-0.00047829i
-0.00078346-0.0090046i,0.0074168-0.020426i,0.023073-0.023066i,0.027268-0.0099454i,0.012907+0.00063799i,-0.00079422-0.00043665i,-0.0048304-0.001226i,-0.0028434+0.0023194i,0.0017303+0.0043663i,0.0045065+0.002777i,0.0045662+0.0013012i,0.003734+0.0013979i,0.0034425+0.00097049i,0.002926-0.00060272i,0.001522-0.0020748i,0.00067446-0.0010384i,0.00016376-0.0014661i,0.00038322-0.0042165i,0.0012445-0.0058502i,0.0020952-0.0043741i,0.0030102-0.0025159i,0.0028253-0.0016515i,0.0014489-0.00092245i
0.0082269+0.0028323i,0.013371+0.012671i,0.013088+0.024491i,0.0079291+0.024509i,0.0057106+0.014604i,0.0033476+0.0066172i,2.066e-05+0.0014212i,-0.001149+0.00089655i,-0.00040849+0.0033254i,0.00073398+0.0031834i,0.0012362+0.0012249i,0.00063007+0.00083869i,-0.00065427+0.0016872i,-0.0023814+0.0031506i,-0.0021335+0.0035237i,-0.0014617+0.0011049i,-0.0027921-0.00020993i,-0.0039843+0.0033218i,-0.0032553+0.0075259i,-0.0015312+0.0063852i,-0.00073961+0.0020666i,-0.00058389+0.00040887i,0.00054316+0.0013715i
-0.0031181+0.0028261i,-0.014804+0.0033408i,-0.029222-0.0046794i,-0.030799-0.015203i,-0.02024-0.020626i,-0.0074064-0.020091i,-0.0015281-0.013383i,-0.0035329-0.0062708i,-0.0050544-0.0010705i,-0.0025523+0.0013508i,0.00052411+0.00099662i,0.0005853+0.00053943i,-0.00023806+0.00083996i,9.026e-05+0.00014924i,0.00093493-0.0015949i,0.0017255-0.0021485i,0.0020101-0.0013115i,0.0021652-0.0012303i,0.0028497-0.0017972i,0.0022965-0.0012422i,0.00079217+5.749e-05i,-0.00074185+0.00060757i,-0.0018884+0.00081189i
-0.0011728-0.0081486i,0.0031534-0.018626i,0.015575-0.02459i,0.023748-0.014891i,0.017964+0.00084119i,0.0087878+0.007018i,0.0039802+0.0032638i,0.0016505-0.0013775i,7.0492e-05-0.0019288i,-0.00028508+0.0011885i,0.00075219+0.003734i,0.0022877+0.0026277i,0.002944+0.00083663i,0.0027607+0.00042259i,0.0017572+0.00050459i,0.0012025+0.00013781i,0.00075945-0.0018391i,-0.0011701-0.0042225i,-0.0035256-0.0048073i,-0.0035413-0.0040422i,-0.0013969-0.0022833i,8.7378e-05-0.0006349i,-0.00036363-0.00019839i
