-0.0012317+0.0020751i,-0.00032044+0.0017222i,-0.0011332+0.00082264i,-0.00096915+0.00061071i,-0.0011767+0.0015206i,-0.0013465+0.001739i,-0.00093305+0.0019905i,0.00040465+0.0015282i,0.0013272+0.0010307i,0.00087816+0.00090033i,0.00021366+0.0006928i,0.0002158+0.00038527i,0.00043316-0.00018003i,0.00094758-0.00048336i,0.00085198-0.0005103i,0.00039101-0.00029491i,0.00015106+0.00038811i,0.00022429+0.00047557i,0.00060922+0.00041554i,0.00048972+0.0005707i,0.00050513+0.00032656i,3.3251e-07-0.00055498i,-0.00080161-0.00055327i
0.0020809+0.0011999i,0.0026541+0.0014539i,0.0024056+0.0012188i,0.0023234+0.00035345i,0.0034596+0.00010534i,0.0060703-0.00050944i,0.0067914-0.0034088i,0.0058133-0.0057831i,0.0052728-0.0044569i,0.0051662-0.0007518i,0.0052442+0.0024292i,0.0052026+0.0036412i,0.0033577+0.0028284i,0.00053371+0.0020214i,-0.0019208+0.0039295i,-0.0025597+0.0057245i,-0.00067783+0.0044433i,0.00099439+0.002019i,-8.5012e-05+0.00074172i,-0.001503+7.3462e-05i,-0.0020461-0.00082259i,-0.0015841-0.0021133i,-0.00083799-0.0032401i
-0.0027308-0.00098385i,-0.0042308-0.0012212i,-0.0019156-0.00022518i,0.0014815-0.0010535i,0.0033113-0.0035351i,0.00088585-0.0050795i,-0.0034815-0.0053005i,-0.0062553-0.0029633i,-0.0046308-0.0010082i,0.00066688-0.0018999i,0.0045262-0.003755i,0.0050809-0.0046383i,0.0036103-0.002774i,0.0023582+0.00089887i,0.0027569+0.0035844i,0.0043273+0.003786i,0.0049234+0.0024349i,0.0024933+0.0012156i,-0.00063615+0.00098316i,-0.0019063+0.0005851i,-0.0025646+0.00010175i,-0.0028436+0.00028385i,-0.0028713+0.0004102i
0.0027024-0.0011183i,0.0034411-0.0040821i,0.0029433-0.0058874i,0.00085566-0.0065853i,-0.0011197-0.0072103i,-0.0046705-0.0072459i,-0.0080612-0.0031312i,-0.0071033+0.0024399i,-0.0053426+0.0030398i,-0.0040754-0.0016984i,-0.0032434-0.0064346i,-0.00295-0.0069893i,-0.0013672-0.0046281i,0.0014705-0.0018972i,0.0037203-0.0014383i,0.0033952-0.0024291i,0.001891-0.0019028i,0.0013964-0.0010899i,0.0012656-0.00055091i,0.00096639-0.00024048i,0.00058395+0.00090288i,0.00025321+0.0021075i,-0.00030932+0.0028683i
0.0014509+0.00087612i,4.6978e-05+0.0014923i,-0.0029303+0.0010163i,-0.0062657-0.00012704i,-0.00898+0.00048829i,-0.010078+0.0031389i,-0.0073919+0.0050116i,-0.0018967+0.0036563i,0.00077946+0.00089116i,-0.0016368+2.866e-05i,-0.0051889+0.00096381i,-0.0057169+0.0021122i,-0.0034962+0.0021048i,-0.00076705+0.0011017i,0.00010296-0.00015115i,-0.0011231-0.00096054i,-0.0016699-0.0012696i,-5.4837e-05-0.001078i,0.0014873-0.0011367i,0.0023496-0.0014148i,0.0028548-0.000587i,0.0026376-0.00013325i,0.0026525+0.00044296i
-0.0014689+8.2559e-05i,-9.1455e-05-0.00032393i,-0.0026415+0.00030251i,-0.0060115+0.0039108i,-0.0047406+0.0080058i,-0.00078301+0.008532i,0.0029234+0.0052643i,0.0049494-0.00034785i,0.0037636-0.0029225i,0.0016966+0.00088197i,0.00065277+0.0060925i,0.00099063+0.0078952i,0.0015501+0.0052589i,-0.000132+0.0020975i,-0.0029028+0.0019155i,-0.0034598+0.002974i,-0.0019801+0.0026365i,-0.00094619+0.00043075i,-0.00075903-0.00025318i,-0.00075903+0.00068047i,3.3334e-05-0.00013611i,0.0008996-0.0012333i,0.001411-0.0022137i
-0.0012548-0.00058464i,-0.0011939-1.862e-05i,0.0016613+0.0021107i,0.0054192+0.0055272i,0.0077443+0.0074252i,0.0096565+0.0065678i,0.0079407+0.0018912i,0.002313-0.0019387i,-0.00077183-0.0016233i,0.00069216+0.00026333i,0.0043656+0.0014207i,0.0062678+0.0020096i,0.0042763+0.0018539i,0.0018253+0.0018811i,0.0013496+0.002957i,0.0019488+0.0036315i,0.002321+0.0026731i,0.0022336+0.0012166i,0.0014516+0.0006657i,-0.0011356-0.00028389i,-0.0028794-0.0017336i,-0.0030908-0.0022346i,-0.0033341-0.0016831i
0.0009243-0.0039289i,0.00051087-0.0044618i,0.00050338-0.0058585i,0.0039317-0.0065148i,0.007486-0.006604i,0.005953-0.0069065i,0.0013449-0.0045018i,-0.0025626+0.00084754i,-0.0025684+0.004473i,0.00055697+0.0025761i,0.0019886-0.001721i,0.00055081-0.0040933i,-0.0013831-0.0031532i,-0.0012165-0.00077881i,0.0010489+0.0010278i,0.0027603+0.0010898i,0.00221+0.00088909i,0.00049359+0.001181i,-0.00031836+0.0013438i,-0.0016024+0.0014386i,-0.0027813+0.0010189i,-0.0025549+0.0010613i,-0.0013051+0.0023442i
-5.746e-05-0.0015494i,5.8854e-05-0.0012854i,-0.0015306-0.0034577i,-0.0028082-0.0070522i,-0.0032079-0.0093663i,-0.0032686-0.0081751i,-0.0032282-0.0037976i,-0.0012011+0.00029587i,0.001055+0.0011301i,-0.00012578-0.0011488i,-0.0040364-0.0035073i,-0.006232-0.0036058i,-0.0049676-0.0018165i,-0.0020066-0.00042154i,9.6869e-06-0.00086471i,0.0005673-0.0021424i,0.0009883-0.0011056i,0.0010087+0.00043946i,0.00055237+0.00015003i,0.00089521+8.2756e-05i,0.00095928+8.1014e-05i,0.0007006+0.00039191i,0.0014552+0.0010077i
-0.00034553+0.00018534i,-0.0019141-0.00025692i,-0.0067277-0.00074023i,-0.012777-0.0026859i,-0.016508-0.0049936i,-0.014609-0.0045867i,-0.0073373-0.0028712i,-3.4138e-05-0.0038156i,0.0031884-0.0052833i,0.0022601-0.0039829i,-2.8477e-05-0.00078494i,-0.0004596+0.0023798i,0.00041312+0.0037079i,0.0017054+0.0011737i,0.0013157-0.0014097i,-0.0003116-0.00072022i,-0.00074025-4.8103e-05i,2.9839e-05-0.0009519i,0.00085502-0.0011394i,0.0015308-0.00062489i,0.0022038-0.00027461i,0.0030689-0.00024296i,0.0031871-0.0014495i
-0.0014244-0.00060517i,-0.00064428+0.00041771i,0.00010617+0.0029419i,-0.0021072+0.0082506i,-0.0050237+0.011762i,-0.0052456+0.009111i,-0.0033945+0.0026653i,-0.0023104-0.0024647i,-0.0029465-0.003572i,-0.0026651-0.0016025i,0.0006328+0.0015184i,0.0045541+0.0027363i,0.0054346+0.00049108i,0.0034379-0.0013394i,0.0015233+0.00037192i,0.0011824+0.0030096i,0.00075616+0.0026854i,0.00017593+0.00069992i,6.1993e-05-0.00021853i,0.00019067-0.00037339i,0.0002956-0.00079034i,4.3173e-05-0.0014271i,2.9335e-05-0.0015229i
-0.00089948+0.00012453i,0.0017157-8.8628e-05i,0.0039203+0.00101i,0.0086543+0.0033092i,0.011364+0.0058641i,0.0067527+0.0063464i,0.0012592+0.0054283i,-0.0023634+0.0051046i,-0.0040856+0.0047704i,-0.0024306+0.0039311i,0.00091436+0.0015806i,0.0032497-0.0018375i,0.0023728-0.003748i,2.3307e-05-0.0025423i,-0.00049394-0.00013537i,0.00072906+0.00046185i,0.0010572+0.00015856i,-0.00018795+0.00028255i,-0.0011382+0.00019933i,-0.0015972-0.00011636i,-0.0018612-0.00089956i,-0.0023653-0.00062443i,-0.0025237+0.00038793i
-0.00056633-0.0011593i,-0.00094934-0.0036291i,-0.00089785-0.0060909i,0.0033983-0.0077322i,0.010083-0.0055068i,0.010714-0.001599i,0.0056446+0.0025999i,0.0022404+0.0061812i,0.0017925+0.0066567i,0.0014143+0.0042507i,-0.0006567+0.00053949i,-0.0033699-0.0014431i,-0.0043047-0.00063358i,-0.0038574+0.0011783i,-0.0021354+0.00092882i,-0.00032371-0.00020727i,0.00033533+0.00088498i,0.00043361+0.0022054i,7.3194e-05+0.0012141i,-0.0011228+0.00062444i,-0.0029346+0.00053226i,-0.0034631+0.00066804i,-0.0021213+0.0009984i
0.00013369+0.001669i,-0.00077582+0.0025693i,-0.0051853+0.0024243i,-0.0088348-0.0014597i,-0.0063635-0.0068434i,-0.00085014-0.0069432i,0.0020662-0.0040716i,0.0033634-0.0035875i,0.0036084-0.0036237i,0.0024719-0.0021844i,-0.00038445+0.00010068i,-0.0037521+0.0026387i,-0.0043407+0.0046231i,-0.002462+0.0043283i,-0.0010241+0.0025296i,-0.0011188+0.0020991i,-0.00084541+0.002149i,0.00051606+0.0014394i,0.0014498+0.0010129i,0.0010856+0.00063118i,0.0015935+0.00068695i,0.0020388+0.0011258i,0.0010355+0.00051751i
-0.0008666-0.0015561i,-0.0013278-0.00081081i,-0.0032835+0.0016229i,-0.0077224+0.0050966i,-0.011025+0.0049204i,-0.0072659-0.00099047i,-0.0014595-0.0062701i,-0.00013257-0.0074373i,-0.0008748-0.005811i,-0.00066767-0.0029908i,0.00043768+1.1355e-06i,0.0015308+0.0022012i,0.0033866+0.0024506i,0.0053361+0.0010422i,0.0055549+0.0010132i,0.0040871+0.0014798i,0.0027948-1.0211e-05i,0.0020473-0.0015565i,0.0015124-0.00088933i,0.0016535+0.00043596i,0.0018933-0.00031161i,0.00124-0.0011995i,0.00094158-0.0011913i
-0.001085+0.00078153i,-5.8017e-05+0.00065255i,0.0027162+0.0023518i,0.0060562+0.0067464i,0.0051375+0.0079882i,0.00031121+0.0019449i,-0.0035999-0.002755i,-0.0041042-0.00057604i,-0.0022608+0.0022046i,0.00018007+0.0010866i,0.0033979-0.0008999i,0.0060509-0.0026918i,0.0054365-0.004523i,0.0030748-0.0046314i,0.0019723-0.002519i,0.0018103-0.00042612i,0.00094904+0.00020003i,8.5045e-05+0.00033387i,-0.000541+0.00034392i,-0.00071725-0.00038752i,-0.00046723-0.00066918i,-0.00092248-0.00044942i,-0.00057548+5.3658e-05i
-9.0895e-05-0.0030396i,-0.00042966-0.0045751i,0.00063438-0.0055757i,0.005669-0.0055578i,0.0098902-0.0034087i,0.0052932-0.00050489i,-0.0020823+0.0021526i,-0.002745+0.0045377i,-0.00046636+0.0034969i,-9.6162e-05+0.00052031i,-0.00037544-0.0027451i,-0.00084506-0.0059663i,-0.0027399-0.006844i,-0.0044666-0.0051443i,-0.0043853-0.0023546i,-0.0023429-5.095e-06i,-0.00062825+0.00044734i,7.6226e-05+0.0006495i,-0.00036282+0.00078367i,-0.0018194+0.0012318i,-0.0020055+0.0020799i,-0.0013721+0.0023918i,-0.0005889+0.0014657i
-0.00022886+0.0012788i,-0.0016896+0.00083024i,-0.0057651-0.0013686i,-0.0083866-0.0063675i,-0.0079932-0.008328i,-0.0056055-0.0021564i,-0.0027142+0.0044344i,-0.00077637+0.0033613i,-0.0015753-0.00070217i,-0.0034709-0.002015i,-0.0038307-0.00023906i,-0.004168+0.0013117i,-0.0046203+0.001886i,-0.0034546+0.0027296i,-0.0025598+0.0038957i,-0.0011556+0.0034828i,0.00086533+0.0018573i,0.0012042+0.00096388i,0.00027475+0.0010324i,-0.00069277+0.0017507i,-0.00075256+0.0011328i,0.00050918-0.00010725i,0.00099924+0.00049128i
-0.0046441-0.00029603i,-0.0051534+0.0015104i,-0.011436+0.0079538i,-0.017781+0.014425i,-0.018351+0.017865i,-0.0087692+0.014963i,0.00028454+0.0068018i,0.00073791-0.00090733i,-0.0027387-0.0031146i,-0.0022444+0.00013039i,0.00033648+0.0036804i,0.0018273+0.005367i,0.0023852+0.0048034i,0.0019673+0.0025368i,0.0019681+0.0011843i,0.0029812+0.0008234i,0.0027005+0.00082407i,0.0013637+0.0014579i,0.001198+0.0014447i,0.001368+1.3895e-05i,0.00041939-0.0019271i,-0.00041842-0.0027301i,-4.3156e-05-0.0014285i
0.0072633-0.0033099i,0.0081329-0.0037879i,0.013246-0.012021i,0.010666-0.0065455i,0.0049542+0.0012616i,0.0015597+0.0024866i,0.0036197+0.00081956i,0.0037886+0.00016639i,0.003508+0.0021332i,0.0036318+0.0021119i,0.0024269+0.0016931i,0.0032795+0.0049576i,0.0061194+0.0069712i,0.0074751+0.0055431i,0.0075123+0.0029423i,0.006516+0.00048763i,0.0028759-0.00057531i,-0.0005362-0.00039644i,-0.0013523+0.0005008i,-0.00054337+0.00078629i,-0.00031144-0.0003077i,-0.00033886-0.0006124i,0.00048865-0.00083138i
0.002737-0.002937i,0.0018944-0.0047964i,0.0050511-0.0075072i,0.014771-0.010901i,0.021798-0.013885i,0.014704-0.014357i,0.0046061-0.0094599i,0.001764-0.00050396i,0.0043268+0.0043866i,0.0052972+0.0024242i,0.0040534-0.0013258i,0.0022479-0.0024523i,-2.5307e-05-0.0011575i,-0.0010413+0.00019923i,-0.0014505+0.0015645i,-0.001486+0.0026668i,-0.0010872+0.0023159i,-0.00018196+0.0016598i,0.00011976+0.0013594i,-0.00019797+0.00070345i,0.00023802+0.0015583i,0.0014527+0.0030214i,0.0018737+0.0024847i
0.004747-0.00059158i,0.0042255-0.0032732i,0.0026966-0.01089i,0.00011806-0.022242i,-0.0026107-0.0312i,-0.006768-0.02459i,-0.0081271-0.0092579i,-0.003802-0.0028526i,0.00069701-0.0056545i,-2.7641e-06-0.00864i,-0.0042615-0.0069648i,-0.0076095-0.0040919i,-0.0075238-0.0021697i,-0.0051758+0.00031934i,-0.002556+0.002409i,-0.00044578+0.002838i,0.0018201+0.0018548i,0.003341+0.00016952i,0.0020535-0.001426i,0.00037873-0.0012214i,0.0014317-0.00040163i,0.0031398-9.3063e-05i,0.0019462+0.00057031i
0.0030931+0.0013837i,-0.00078181+0.0010765i,-0.0090342-0.0021395i,-0.022383-0.0050681i,-0.031902-0.0047263i,-0.028486+0.00084204i,-0.016016+0.0052663i,-0.0079398+0.0013924i,-0.0081998-0.0049918i,-0.0095333-0.0054202i,-0.0086881-0.0017867i,-0.0062463+0.00095005i,-0.0034371+0.0012545i,-0.00092478+0.00015799i,0.00149-1.5818e-05i,0.0026393+0.00045338i,0.0021721-0.00033727i,0.0014608-0.00095952i,0.0014898-1.0531e-05i,0.0009716+5.1026e-05i,0.00021355-0.0016085i,5.2379e-05-0.0028586i,-0.00041511-0.0019387i
-0.00054878+0.00090289i,0.002119+0.0011114i,0.0052945+0.0065291i,0.0016824+0.018413i,-0.0065492+0.028615i,-0.0091465+0.026762i,-0.0052477+0.014977i,-0.0037921+0.005113i,-0.0045524+0.0027184i,-0.0025771+0.0046294i,0.0012186+0.0058396i,0.003324+0.0045101i,0.0029849+0.001635i,0.0014043-0.00074657i,0.00068689-0.00145i,2.6236e-05-0.00088203i,-0.0010527-2.2936e-06i,-0.0015676-0.00049246i,-0.0018232-0.00031686i,-0.0015321+0.00086227i,-0.0019724+0.0010236i,-0.0025936+0.00025873i,-0.0020781-0.00039058i
0.00074511-0.0043682i,0.00082023-0.0043294i,0.0039814-0.002638i,0.013449+0.0042732i,0.022175+0.012346i,0.021199+0.013726i,0.01363+0.0078126i,0.0078554+0.0052347i,0.0070424+0.0072188i,0.0087005+0.0063168i,0.0085914+0.0024311i,0.0067124-0.00025877i,0.0040431-0.00046271i,0.0023268+0.00031185i,0.0013477+0.0009419i,-0.00034175+0.0013972i,-0.0018842+0.0020178i,-0.0022477+0.002381i,-0.001885+0.002118i,-0.00086968+0.0023286i,0.00068001+0.0031117i,0.0013771+0.0031642i,0.001317+0.0016996i
0.0024646+0.00073259i,0.002279-0.00051299i,0.0025484-0.0067481i,0.0066056-0.017029i,0.015296-0.023754i,0.018952-0.020223i,0.01377-0.011209i,0.0090698-0.0039616i,0.0073634-0.0016148i,0.0050945-0.0034613i,0.0017784-0.0042885i,-0.0015436-0.0023417i,-0.0018578+0.0014272i,0.00021418+0.0050122i,0.00088591+0.0066396i,0.00063349+0.0059965i,0.0012199+0.0037425i,0.0022202+0.001954i,0.002371+0.00058954i,0.0022753-0.00088054i,0.00212-0.0017085i,0.0015828-0.0021484i,0.0011491-0.001699i
0.00029427+0.00045885i,-0.0012155+0.0020675i,-0.0063373-0.0013602i,-0.013422-0.011112i,-0.017391-0.02127i,-0.013945-0.021211i,-0.0078286-0.012308i,-0.0050636-0.006649i,-0.0051656-0.0057625i,-0.0070354-0.0033861i,-0.0087188-0.00012196i,-0.0069129+0.0027098i,-0.002775+0.0039472i,0.0010278+0.0023351i,0.0024408+0.00043191i,0.0035451+0.00021291i,0.0047992-0.00098825i,0.0045334-0.0023558i,0.0024432-0.0031593i,0.00011578-0.0035903i,-0.0016765-0.0027304i,-0.0020679-0.0013548i,-0.0012035-0.00014057i
-0.0012852-0.0021691i,-6.0628e-05-0.0033463i,-0.00097945-0.00086223i,-0.0076258+0.0073709i,-0.017588+0.014102i,-0.020463+0.011442i,-0.014837+0.0042085i,-0.0092912-0.00011893i,-0.006926-0.00099211i,-0.0046311+0.0016314i,-0.0022191+0.0043969i,0.00035945+0.0034928i,0.0016936+0.00074063i,0.00085295-0.002234i,-9.2474e-05-0.0043624i,-0.00015536-0.0045331i,-5.2031e-05-0.0030347i,-0.00036164-0.0016085i,-0.0015731-0.00058773i,-0.0025387+0.00078801i,-0.0024513+0.0020584i,-0.0023792+0.0025362i,-0.001212+0.0020903i
-0.0006581-0.0016287i,-0.0029232-0.0029241i,-0.0026581-0.0019207i,0.0026824+0.0046708i,0.0075381+0.013589i,0.0037477+0.015522i,-0.00093694+0.0094222i,-0.00028019+0.0044926i,0.004057+0.0015807i,0.0071551-0.000622i,0.0072919-0.0017066i,0.0053536-0.0030623i,0.00082474-0.0040201i,-0.0035074-0.0032452i,-0.0046445-0.0022329i,-0.0047858-0.0010568i,-0.0048384+0.0012638i,-0.003872+0.002768i,-0.0026512+0.0032634i,-0.00042508+0.0036037i,0.0020531+0.0040937i,0.0029813+0.0031708i,0.0026748+0.00046344i
0.0032099-0.0012864i,0.0011-0.0028171i,-0.00036971-0.0044594i,0.0020099-0.0070527i,0.0068386-0.0094417i,0.006973-0.0079417i,0.0022859-0.001988i,0.00077921+0.0018179i,0.0016558+0.00036761i,0.0013428-0.0022069i,0.00032137-0.0039069i,-0.0010505-0.0047826i,-0.0019558-0.0027836i,-0.0012453+0.0009034i,-0.00038721+0.0032774i,-0.00011963+0.0046311i,0.00027392+0.0041641i,-1.5908e-05+0.0024979i,-0.00052019+0.0020205i,0.00086613+0.0017115i,0.002562-0.00091868i,0.0023684-0.0032176i,0.00065195-0.0029874i
0.0014833+0.0018918i,0.0024377+0.0024278i,0.00032889+0.0012273i,-0.00596-0.0052578i,-0.01169-0.012549i,-0.010065-0.011442i,-0.0027632-0.0036308i,-4.4976e-05+0.001687i,-0.003613+0.0032942i,-0.0075418+0.0034124i,-0.0078696+0.0017261i,-0.0056184+0.0016439i,-0.002221+0.0037383i,0.0018116+0.0046308i,0.0039381+0.0043893i,0.0039204+0.0039462i,0.0025867+0.0014316i,0.00056904-0.0011763i,0.0001534-0.0021149i,-0.00056672-0.0040914i,-0.002671-0.0057234i,-0.0037466-0.0047101i,-0.0039154-0.0020932i
0.0019511-0.001293i,0.0024135-0.0014453i,0.0021294-0.0021001i,-0.002989+0.0027089i,-0.0078274+0.011397i,-0.0046906+0.015188i,0.0025537+0.0082546i,0.0032941+0.0016502i,0.00064561+0.0030257i,0.00017438+0.00657i,-0.00021247+0.0080969i,0.001076+0.0072418i,0.0033407+0.0038064i,0.0036457+9.0062e-05i,0.0030053-0.0010714i,0.002611-0.0010332i,0.0026212-0.0015553i,0.002845-0.0017579i,0.0018035-0.002027i,-0.0010969-0.0019701i,-0.0030718+0.00053178i,-0.0035231+0.003207i,-0.0023673+0.0039028i
0.00036967-0.0025533i,-0.0010638-0.0051179i,0.0015091-0.0077286i,0.010329-0.0041553i,0.020475+0.0054766i,0.020294+0.0077538i,0.010048+0.0012896i,0.002616-0.0035832i,0.003772-0.0047912i,0.0064062-0.0050436i,0.0066035-0.003021i,0.0060702-0.00042325i,0.0041437-0.00024312i,0.0002534-0.00039639i,-0.0023058+0.00040994i,-0.0025997-0.00027106i,-0.0013271-0.00021119i,-5.2275e-05+0.0015417i,0.00021282+0.002719i,0.00018977+0.0031293i,0.0023052+0.0033033i,0.0049207+0.0036421i,0.0049833+0.0024004i
0.0014424+0.00041935i,0.0006538-0.001423i,0.00033629-0.0028654i,0.0034294-0.007497i,0.0079133-0.016736i,0.0054326-0.020692i,-0.0035769-0.014261i,-0.0062266-0.0067994i,-0.0018271-0.0068878i,0.00063451-0.010479i,0.0011156-0.0093405i,0.00096495-0.0050735i,-0.00065558-0.0016497i,-0.0014356+0.0015096i,-0.0019066+0.0026227i,-0.0020252+0.0028924i,-0.0008327+0.0042325i,-0.00030314+0.0045006i,-2.7691e-06+0.0039118i,0.0013006+0.0024702i,0.0030451+0.00062792i,0.0036792-0.0021442i,0.0028469-0.0045541i
-0.0009018+0.0012718i,0.00081011+0.0019907i,-0.0032797+0.0049467i,-0.012852+0.0021894i,-0.022481-0.0092692i,-0.025152-0.015503i,-0.018676-0.0074077i,-0.0099224+0.0027729i,-0.0065811+0.0042939i,-0.0080165+0.0021473i,-0.0088336+0.00078027i,-0.0078718+0.00049338i,-0.0046365+0.0017584i,0.0003235+0.00245i,0.0031922+0.0020615i,0.0025235+0.002784i,0.0012398+0.0032973i,3.0131e-05+0.0025458i,-0.0013709+0.00095284i,-0.0026872-0.00063178i,-0.0037807-0.0014116i,-0.0044792-0.00146i,-0.0041834-0.0010824i
0.0016772+0.001476i,0.0046102+0.0020299i,0.0058761+0.0023733i,-0.0004333+0.0052319i,-0.011661+0.012501i,-0.016428+0.015195i,-0.0081403+0.011489i,0.00049964+0.0079646i,0.00059003+0.0088349i,-0.0014265+0.010766i,-0.003523+0.008944i,-0.0046926+0.0057841i,-0.0031261+0.0026737i,-0.0016618-0.00033296i,-0.0004761-0.00077773i,0.00096491+0.00016786i,0.0013481-0.00017993i,0.00037085-0.0014727i,-0.0011079-0.0017083i,-0.0020183-0.0012728i,-0.0028196+0.00041766i,-0.003508+0.0026512i,-0.0029253+0.0053854i
-0.0020402-0.0022567i,-0.0021285-0.0059043i,-0.00084084-0.008984i,0.0044824-0.0058213i,0.011529+0.0068027i,0.015744+0.017391i,0.014104+0.011391i,0.0097577+1.6702e-05i,0.0079447-0.002981i,0.0086867-0.00072992i,0.0077923+0.001614i,0.0046942+0.00073338i,0.00049363-0.0023479i,-0.0031185-0.0019615i,-0.0031962+9.15e-05i,-0.00069375+0.00072248i,0.00010145-2.4335e-05i,-0.00058247-0.0017534i,0.00024393-0.0019146i,0.0020724-0.00018566i,0.0035057+0.0012114i,0.0044524+0.0017532i,0.0051707+0.0020918i
0.000429-0.0010605i,-0.00288-0.0042497i,-0.0071595-0.0089798i,-0.0051117-0.011728i,0.0066664-0.012308i,0.015418-0.0080815i,0.010195-0.0046531i,0.0015039-0.006274i,1.0222e-06-0.010281i,0.0019558-0.012177i,0.0031746-0.0089999i,0.0031351-0.0058891i,0.0012473-0.0033268i,-0.00016557+0.0014546i,0.00027972+0.0042073i,0.00085339+0.003812i,0.00097943+0.002191i,0.0010725+0.0010218i,0.0017601+0.0012365i,0.0020291+0.00092639i,0.0023216-0.0014323i,0.001976-0.0038159i,0.0018097-0.0060484i
-6.0394e-06+0.0012267i,0.00037493+0.0050104i,-0.00093873+0.010035i,-0.0058506+0.012752i,-0.0090462+0.0057597i,-0.010045-0.0058896i,-0.010646-0.0075949i,-0.0097189-0.00068732i,-0.0072634+0.0029216i,-0.0060732+0.00067469i,-0.0050955-0.0022001i,-0.0025994-0.0023567i,0.00092777+0.00015207i,0.0040312+0.0013908i,0.0040897+0.00017729i,0.0027303+0.00050137i,0.002005+0.002026i,0.00077183+0.0017153i,0.00027302+0.00059804i,-0.00068016+0.00047912i,-0.0032266+4.2668e-07i,-0.0045134-0.0011217i,-0.0049629-0.0021961i
0.0010628+3.6825e-05i,0.0033438+0.0013354i,0.0090974+0.0054938i,0.011729+0.011146i,0.0027667+0.0123i,-0.0088268+0.0056387i,-0.010801+0.0013211i,-0.0051727+0.0052168i,-0.0011351+0.010141i,-0.0017122+0.010548i,-0.0035642+0.0079532i,-0.002742+0.00555i,0.00071132+0.0033277i,0.0029432-0.00067292i,0.002705-0.0026413i,0.0022772-0.00070571i,0.0018757+0.0010299i,0.00075548+0.0012958i,-0.00028896+0.0012305i,-0.0010373+0.0011277i,-0.0016769+0.0026987i,-0.0012865+0.0051216i,-0.00097062+0.0065301i
0.00020311-0.001655i,0.0019823-0.0060455i,0.0045058-0.011868i,0.008999-0.017422i,0.012386-0.017466i,0.0095067-0.0096515i,0.0052032-0.0031296i,0.0060059-0.0019995i,0.0075824-0.0020023i,0.0074533-0.000145i,0.0050864+0.0027938i,0.0020458+0.0042119i,0.00011398+0.0023477i,-0.0025147-0.00061562i,-0.0035253-0.0015532i,-0.0019882-0.0011452i,-0.00083659-0.00097525i,-0.00054952-0.00063533i,0.00028644-0.00071705i,0.0016648-0.00048347i,0.0031526-0.00024101i,0.0046798+0.00059887i,0.0059669+0.0024501i
-0.0035896-0.00067819i,-0.0071165-0.0036901i,-0.014633-0.012012i,-0.021505-0.022962i,-0.016732-0.029165i,-0.0061829-0.02173i,-2.7416e-05-0.010523i,0.00018008-0.0086169i,-0.0013575-0.010399i,1.5496e-05-0.0093364i,0.0025606-0.0062319i,0.0015027-0.0038691i,-0.0023578-0.0013943i,-0.0044848+0.0017698i,-0.0029971+0.0029461i,-0.0019524+0.0018742i,-0.0018691+0.0009545i,-0.00026495+0.00019944i,0.0011034-0.0012544i,0.0009935-0.0017909i,0.00013398-0.002356i,-0.00074372-0.0042753i,-0.00044617-0.0043646i
-0.0022515+0.0025534i,-0.0060205+0.0071677i,-0.01009+0.012081i,-0.017236+0.01634i,-0.024761+0.018547i,-0.021005+0.014625i,-0.011235+0.0093016i,-0.0075605+0.0052348i,-0.0083064+0.0013964i,-0.0068151-0.002412i,-0.0040642-0.005476i,-0.003224-0.0045966i,-0.0032258-0.00049837i,-0.0013608+0.0032539i,0.00049618+0.0047534i,0.00067146+0.0040047i,0.00036915+0.0035146i,-0.00011615+0.0024921i,-0.00080367+0.0016043i,-0.0021638+0.001445i,-0.0032658+0.00063294i,-0.0035909-7.7285e-05i,-0.0033111-0.0014666i
0.0030394-0.0025374i,0.00594-0.0010421i,0.01094+0.010057i,0.018332+0.030683i,0.017375+0.045527i,0.0080853+0.039309i,0.0023687+0.021569i,0.0023877+0.013023i,0.0036248+0.011955i,0.0022531+0.0092277i,-0.00039979+0.0049804i,-0.0008142+0.0012977i,0.001632-0.0012012i,0.0034164-0.0021386i,0.0031085-0.0021799i,0.001756-0.00060919i,0.0010331+0.0013505i,0.0011451+0.0027814i,0.0011599+0.0035512i,0.00089464+0.0038604i,0.00098916+0.0043517i,0.0010234+0.0041773i,-0.00053567+0.0033641i
0.0038009+0.00080708i,0.0074931-0.0036383i,0.013786-0.0089323i,0.02418-0.01271i,0.03574-0.012652i,0.031532-0.0090407i,0.016201-0.005629i,0.0085462-0.0021849i,0.0077684-0.00023512i,0.0054765+0.00074896i,0.0029455+0.0026806i,0.0028992+0.0025958i,0.0030532-0.00014567i,0.0013097-0.0018003i,-0.00041014-0.0012118i,-0.00013399-8.9526e-05i,0.00092968-4.5316e-05i,0.0011864-2.1884e-05i,0.00067331-0.00044522i,0.0012066-0.0012356i,0.0026221-0.0015873i,0.0029343-0.0013964i,0.0026717-0.00076538i
