-0.0012317+0.0020751i,-0.00032044+0.0017222i,-0.0011332+0.00082264i,-0.00096915+0.00061071i,-0.0011767+0.0015206i,-0.0013465+0.001739i,-0.00093305+0.0019905i,0.00040465+0.0015282i,0.0013272+0.0010307i,0.00087816+0.00090033i,0.00021366+0.0006928i,0.0002158+0.00038527i,0.00043316-0.00018003i,0.00094758-0.00048336i,0.00085198-0.0005103i,0.00039101-0.00029491i,0.00015106+0.00038811i,0.00022429+0.00047557i,0.00060922+0.00041554i,0.00048972+0.0005707i,0.00050513+0.00032656i,3.3251e-07-0.00055498i,-0.00080161-0.00055327i
0.00087062-0.000939i,0.0011091-0.00054546i,-0.00042043+0.0004818i,-0.0005503+0.0014164i,-0.0005549+0.0021951i,-0.0007569+0.0020915i,0.00039775+0.00086906i,0.0015932+0.00081934i,0.0018127+0.001861i,0.0015864+0.0018289i,0.001091+0.0015594i,0.0002018+0.0022499i,0.00011672+0.001914i,0.0013296+0.00074289i,0.0007796+0.00011382i,-0.00034377+6.64e-05i,-0.00026721+0.00092219i,-0.00048941+0.0016651i,-0.00072812+0.00095973i,0.00015922-0.00042855i,0.001237+0.00018663i,0.0016119+0.001712i,0.0013158+0.001871i
0.00040666+0.00043285i,3.4108e-05+0.00061794i,-0.00050791-0.00087038i,-0.00087106-0.0024373i,0.00038801-0.00233i,0.0011244-0.0010224i,0.00070994-0.00013958i,0.0011573-0.00067989i,0.0026072-0.0016318i,0.0032036-0.0019593i,0.0023815-0.001823i,0.001183-0.0016433i,0.00084143-0.0018189i,0.0014497-0.00077128i,0.0010157+0.00063336i,-0.00030075+0.0013668i,-0.00038692+0.0018174i,-0.00063895+0.001735i,-0.0012623+0.00016945i,-0.00035955-0.00027271i,0.0006003-0.00061883i,0.00094665-0.001094i,0.0011339-0.00075328i
-0.0007445-0.0017106i,-0.0022425-0.001542i,-0.0029512-0.00077186i,-0.002651-0.00069244i,-0.0018159-0.00081417i,-0.0013548-0.00020258i,-0.001979-0.00042933i,-0.0023479-0.0016703i,-0.00095578-0.0031888i,0.00020257-0.0039445i,0.00049089-0.0030198i,0.00070585-0.0013982i,0.00060505-0.00035992i,0.00023085-0.00048224i,0.00052255+8.4849e-05i,0.0011282+0.0011759i,0.0014104+0.0015214i,0.0012667+0.00078119i,0.00051948+0.00059109i,-0.00086668+0.00034583i,-0.002016-0.00093196i,-0.0023021-0.00084509i,-0.0012421-0.00063059i
-0.00037833-0.0018225i,-0.0013572-0.002173i,-0.0027431-0.00028874i,-0.0019953+0.00025185i,-0.00097408+8.3288e-05i,-0.0016553-0.00034901i,-0.0021084-0.00079813i,-0.0021061+0.00015934i,-0.0032453+4.2828e-05i,-0.0028682-0.0011992i,-0.0010162-0.0012239i,-0.00021618-0.00060097i,-0.00012672-0.00065675i,-0.00023316-0.00066691i,0.00010062+0.00016691i,0.0010658+0.00036958i,0.0014063-0.00018441i,0.00099315-0.00052127i,0.00056937-0.00010241i,0.00033985+0.00034433i,-0.00031189+0.00095259i,-0.0013912+0.0011738i,-0.0017209+0.00071273i
0.0017316-0.0012273i,0.00095676-0.0014876i,-0.0012342-0.0022208i,-0.0029478-0.0011411i,-0.0036873+0.0013054i,-0.0026726+0.0031443i,-0.00062275+0.0030951i,7.7123e-05+0.0024686i,-0.00051759+0.0026358i,-0.0017041+0.002249i,-0.002182+0.0019845i,-0.0014972+0.0017473i,-0.0009137+0.0012799i,0.00010339+0.0013932i,0.0013345+0.0013254i,0.00098098+0.00047111i,0.0004411-0.00092901i,0.00041406-0.0012781i,0.00030399-0.00051431i,0.00023431+0.00051813i,0.00069966+0.00031081i,0.00099983-0.00027884i,0.0010054+0.00024655i
-0.0012712-0.00062641i,-0.0014683-0.00057524i,-0.0016414-0.00088937i,-0.0019252-0.0016586i,-0.00039203-0.00089046i,0.0013254-0.00020381i,0.0015227+1.0485e-05i,0.0021467+0.00029823i,0.0018025+0.0011018i,0.0004434+0.0023231i,-0.00056469+0.0028777i,-0.0006784+0.0026656i,0.00044542+0.0021327i,0.0015122+0.0014047i,0.0013075+0.0012114i,0.00082923+0.001878i,0.00079003+0.0026046i,0.00079702+0.002692i,0.00012301+0.0014778i,-0.00011253-0.00019703i,0.00097994-0.0012858i,0.0022581-0.0015845i,0.0025067-0.0012271i
-0.00051633-0.0013353i,-0.00080173-0.0030758i,-0.00098728-0.0031083i,-0.00083562-0.002242i,-0.00039513-0.0020639i,0.00020461-0.00046524i,0.0005976+0.00026878i,0.0008575-0.00064074i,0.00076133-0.0011991i,0.0010097-0.0008665i,0.0016724-0.00042019i,0.0015872+0.00011376i,0.00071426-0.0002207i,0.00034014-0.00057908i,0.00088197-0.0001295i,0.00047307+0.0010781i,-0.00010594+0.0018315i,0.00018757+0.00112i,-0.00022825+0.0003036i,-0.00082971+3.8677e-05i,-0.00099235-0.0002463i,-0.0012216-0.00097461i,-0.00058001-0.0013094i
0.0023387-0.00086063i,0.00251-0.0012427i,0.001766-0.0013406i,-0.00062321-0.0012473i,-0.001713-0.0018604i,-0.00063309-0.0031205i,-0.0001487-0.0032216i,-0.00049666-0.0026304i,-0.0010608-0.0030637i,0.00013352-0.0033891i,0.0018434-0.0027687i,0.0018125-0.0014844i,0.0014604-0.00069864i,0.00094306-0.00031438i,0.00075194+0.00045576i,0.0010798+0.0010249i,0.0011498+0.00074119i,0.00081189+0.00053267i,-0.00016386+0.0002542i,-0.00038941+0.00077795i,-0.00071993+0.0013866i,-0.00075798+0.0012334i,-0.00072782+0.0012011i
-0.00072052+0.0026843i,0.00010428+0.0019346i,0.0010186+0.0003614i,0.0014304-6.3337e-06i,0.00085427+0.00048002i,-0.00028338+0.00077074i,-0.0021738-0.00028685i,-0.0032922-0.0015105i,-0.0027528-0.0015161i,-0.0019695-0.0013329i,-0.0012855-0.0016895i,-0.00023607-0.0021111i,0.00074089-0.0015467i,-0.00016415+0.00027567i,-0.00013185+0.0010819i,0.00086348+0.00019555i,0.0013208+0.00013127i,0.00076636+0.00045346i,0.00026874+0.00038037i,0.00035468+0.00038089i,0.00070972+0.00052528i,0.00071135+0.00090667i,-6.7533e-05+0.001251i
-0.002615-0.00029266i,-0.0023098-0.00018078i,-0.0016356+0.00018114i,-0.0011128+0.0010419i,-0.001077+0.001678i,-0.0018957+0.0023669i,-0.0024553+0.0028336i,-0.0019186+0.001886i,-0.00090227+0.0016651i,-0.00075445+0.0018612i,-0.00198+0.0018255i,-0.0019256+0.0022658i,-0.00067172+0.0016699i,0.00054601+0.00037739i,0.0010881-0.00017532i,0.000609+0.00016015i,-0.00016838+0.00059139i,-0.00022804+0.0006149i,0.0001753+0.00028515i,0.00062195-0.0005236i,0.0016047-0.0009864i,0.0021762-0.0010551i,0.0016198-0.0010803i
0.0016179-0.0041056i,0.0008427-0.0039468i,-0.0011301-0.0040572i,-0.0031299-0.0035193i,-0.001982-0.0016317i,7.0797e-06+0.00025169i,0.0011437+0.0024149i,0.0015556+0.0036593i,0.0021409+0.0023337i,0.00176+0.0011055i,0.0004372+0.001152i,-0.00034604+0.001489i,0.00021842+0.0013527i,0.001365+0.00027743i,0.00081257-5.6838e-06i,0.00017751+0.0010414i,0.00029399+0.0013203i,0.00022176+0.0014113i,0.00059954+0.00076726i,0.0011238-0.00019344i,0.0010734-0.00027232i,0.00040353-0.0011042i,-0.00058202-0.0012031i
0.004518+0.0021548i,0.0034934+0.0015079i,0.0028791-0.00083715i,0.0025805-0.0025444i,0.0011952-0.0028999i,2.0972e-05-0.0021121i,0.00070822-0.00086874i,0.0016251-4.3688e-05i,0.0014866-0.00078556i,0.00081705-0.0014251i,0.00032535+0.00037999i,0.00068092+0.0025223i,0.00062707+0.0023495i,-0.00071446+0.0011068i,-0.0013828+0.0014361i,-0.00063476+0.0017319i,0.00025255+0.00055992i,0.00049839-0.00044455i,6.2654e-05-0.00034201i,-0.00078104-0.00021161i,-0.0018406-0.00013557i,-0.0025312-0.00020179i,-0.001876-0.00054215i
-0.0011986+0.0010913i,8.7135e-05+0.00043513i,-0.00080438+0.00087487i,-0.0018906+0.00064345i,-0.001335+6.3153e-05i,-0.00020214-0.00070389i,-0.00034467-0.0021305i,-0.00040175-0.0030713i,-0.00022815-0.0022217i,0.0003535-0.0010212i,0.0013314-0.00068498i,0.0014675-0.00070149i,0.00035447-0.0004289i,-0.00047132+0.0013613i,-0.0003832+0.0022709i,0.0012316+0.00098933i,0.0016184-2.4921e-05i,0.00035795+0.00020401i,-0.00049455+9.9384e-05i,-0.00034923-0.00057546i,1.3783e-05+0.00023209i,-2.5985e-05+0.0013775i,0.00062929+0.0013416i
-0.0011896+0.00022344i,0.00025569-0.00054089i,0.0013558-0.0015111i,0.00082876-0.0013408i,0.00059948-0.0005972i,-0.001111-0.0017607i,-0.0031915-0.0031324i,-0.0034882-0.0024592i,-0.0017386-0.00094278i,0.00011344-0.00040266i,0.00022312-0.0013508i,-0.00051005-0.0016468i,-0.00024978-0.00026113i,0.0005204+0.00095791i,0.0018354+0.0017105i,0.0026027+0.0018947i,0.0020697+0.0016337i,0.00074305+0.00097816i,-4.8231e-05+0.00072844i,0.00085493+0.00083845i,0.0016514+0.00027032i,0.0010759-0.00012643i,0.00070418-8.2905e-05i
0.00049966-0.0022259i,-6.9501e-05-0.0014973i,0.00015519-1.2044e-06i,0.00031995+0.00058228i,0.00036348-0.00010673i,0.00035089-0.00022485i,-0.0017966+0.0010571i,-0.0030541+0.0024359i,-0.0011495+0.0032041i,-9.0081e-05+0.0025004i,-0.00091817+0.00093538i,-0.0010673+1.0973e-05i,-0.00036726-0.00093501i,0.00054218-0.0017634i,0.00084707-0.0015691i,-0.00021776-0.00076467i,-0.00037111+8.5525e-05i,0.00097719+0.0010294i,0.0011813+0.0014762i,0.00095786+0.00071961i,0.00067569-0.00013892i,-1.2745e-05-0.00065603i,-0.00034149-0.00084652i
0.0027333+0.000539i,0.0017894-0.00023232i,-0.00078385-0.0014752i,-0.0022706-0.002116i,-0.0024362-0.0019755i,-0.0019484+0.0005519i,-0.0018162+0.0040218i,-0.0010587+0.0056348i,0.00026324+0.0041386i,-4.7444e-05+0.001723i,-0.0010624+0.00067003i,-0.0015261+0.0013077i,-0.001095+0.00073347i,-0.00015294-0.00080513i,0.00015278-0.0011151i,-1.9734e-05-0.000149i,0.00018164+0.00056681i,0.00041886+0.00040521i,7.2085e-05-0.00038307i,-0.00055541-0.00098015i,-0.00078255-0.00033888i,-0.00096735+0.000287i,-0.00069682-2.6637e-06i
-0.00076366+0.0015871i,-0.00020888+0.001745i,0.00039445+0.00057942i,0.00049523-0.00016797i,-0.00011387-5.4196e-05i,0.00026268+0.001092i,0.0018267+0.0026411i,0.0031121+0.0027721i,0.0023771+0.00067947i,0.0010978-0.00092723i,5.2741e-05-0.00029053i,0.00012351+0.0009173i,0.00060789+0.0011117i,0.00016293+0.00083966i,-0.00014132+0.0010927i,8.7464e-05+0.0011721i,-0.00020142+0.00080285i,-0.00057756-0.00048082i,-0.0001876-0.0017339i,-7.0231e-05-0.0016418i,0.00024527-0.00055657i,-3.9278e-06+0.00060624i,-0.00078271+0.00061795i
-0.00234-0.0010751i,-0.002363-0.0017072i,-0.0025562-0.0011456i,-0.0024558+0.00061406i,-0.0013594+0.0012996i,0.0002599-5.2876e-05i,0.0014475-0.0025134i,0.0022809-0.0046837i,0.0014863-0.0045093i,0.00058036-0.0023423i,0.00070368-0.00062065i,0.0011193+0.00023423i,0.0010326+0.00054902i,0.00025628+0.0011725i,-3.0737e-06+0.0017038i,6.0206e-05+0.0013194i,-2.8816e-05+0.00034452i,-0.00044265-0.00074919i,-0.0010311-0.00117i,-0.00098732-0.0012573i,-0.00019202-0.00099087i,0.00032661-0.00023272i,0.00048981+0.00018339i
0.0011017-0.00069388i,0.0013328-0.002319i,0.0016265-0.0014982i,0.0017171-0.0014035i,0.0022984-0.0019927i,0.00091023-0.00354i,-0.0014915-0.0054619i,-0.0024895-0.0053307i,-0.0014496-0.0038943i,0.00026247-0.00194i,0.00038456-0.0018844i,-3.0745e-05-0.002347i,0.00015449-0.0010053i,0.0014271+9.6514e-05i,0.0027109+0.0007153i,0.0024548+0.00093922i,0.0014256+0.0010717i,0.00047778+0.0015183i,-0.00066671+0.0018453i,-0.0011052+0.0012751i,-0.00068992+7.1911e-05i,-0.00036489-0.00072303i,-0.00066391-0.0016737i
0.00060613+4.5881e-05i,-0.00026497+0.00044717i,-0.0028465-6.0024e-06i,-0.0039663-0.00081915i,-0.003923-0.0019631i,-0.003994-0.0019997i,-0.005187-0.0011384i,-0.0056682+0.0010022i,-0.0032125+0.0025697i,-0.00089353+0.0024541i,-0.00028474+0.0013519i,0.00022393+7.2102e-05i,0.00094138-0.00033617i,0.0010945-0.00088291i,0.00059928-0.0016586i,-8.8687e-05-0.00093689i,-0.00046587+0.00044067i,3.6169e-05+0.00061421i,0.00046298+0.0007659i,0.00047968+0.00078578i,-0.00017316+0.00094977i,-0.0013684+0.00065134i,-0.0014004-6.7214e-05i
-0.0014594-8.6401e-05i,-0.0012657-0.00097339i,-0.0017332-0.0023516i,-0.0036863-0.0023574i,-0.0044923-0.00060365i,-0.0040933+0.001222i,-0.0033116+0.0038728i,-0.0019874+0.0064677i,-0.0014824+0.0059989i,-0.0014006+0.0035177i,-0.0014578+0.0023445i,-0.001438+0.0017514i,-0.00051294+0.00089898i,0.0002439-0.00042097i,-0.00028688-0.0010533i,-0.0011271-6.098e-05i,-0.00038651+0.0004243i,0.00068952-0.00041099i,0.00033564-0.0010675i,0.00061801-0.00044776i,0.00095397+0.00077106i,0.00022319+0.0012702i,-0.00020189+0.0013077i
-0.00021261+3.2593e-05i,-0.0002046+3.5318e-05i,0.0002873+0.00037418i,-0.00016821+0.00088832i,-0.00068501+0.0022704i,-0.00036596+0.003526i,0.0010106+0.0044087i,0.0034134+0.0039977i,0.0047134+0.0015767i,0.0039598+2.7709e-05i,0.0024009+0.0011915i,0.0010638+0.0026294i,0.00010402+0.0031674i,-0.001175+0.0028512i,-0.0013365+0.0024732i,-0.00032906+0.0025179i,0.00012956+0.0021164i,-0.00064915+0.00059873i,-0.00070078-0.0010359i,3.6551e-05-0.0023113i,0.00027042-0.0016416i,0.00018018+1.7134e-05i,0.00063451+0.00024262i
-0.0011923-0.0018872i,-0.002019-0.0023747i,-0.002748-0.0017704i,-0.0016099-0.00015856i,0.0015086+0.001253i,0.0040543+0.00041394i,0.0043889-0.0021742i,0.0037274-0.005359i,0.0025208-0.0066605i,0.0017869-0.0048489i,0.0019625-0.0024671i,0.0020492-0.00097988i,0.0015478-0.00018031i,0.00083994+0.00088431i,0.0005395+0.0015623i,0.0014019+0.0013046i,0.0021066+0.00056056i,0.0012393+3.0042e-05i,-0.00023138-0.00061003i,-0.00068183-0.0006367i,-0.00082283-0.0008375i,-0.00062732-0.0021348i,-1.4307e-05-0.0021152i
0.0019376-0.0004392i,0.0021813-3.7105e-05i,0.0010762-0.0009348i,-6.9515e-05-0.0020546i,0.00079135-0.0026264i,0.0014122-0.0039837i,-0.00011799-0.0058329i,-0.0020473-0.0064292i,-0.0030574-0.0057497i,-0.0029267-0.0043228i,-0.0019516-0.0026224i,-0.00079572-0.0021938i,0.00095263-0.0024745i,0.00252-0.0023468i,0.0025024-0.0018108i,0.0023798-0.0010101i,0.0016677-0.00063188i,0.00037968+0.0002387i,-0.00080411+0.0015299i,-0.00076383+0.0015999i,0.00019301+0.0013127i,-9.4506e-05+0.00031783i,-0.0009393-0.00044759i
-0.0022666-0.00010181i,-0.0025293+0.00020527i,-0.0037098+0.00078083i,-0.0037622+0.00035313i,-0.0036877-0.0017326i,-0.0046832-0.0042144i,-0.0065178-0.0027087i,-0.0073632+0.0019307i,-0.0059892+0.0044523i,-0.0037123+0.0046912i,-0.0033845+0.0028208i,-0.0032884-0.00051115i,-0.0017376-0.0026354i,-5.9816e-05-0.0031319i,-0.00033954-0.0026637i,-0.0011316-0.001576i,-0.00044419+2.3302e-05i,0.00049856+0.00043244i,0.0005643+9.6924e-05i,0.00053296+0.00090267i,0.00079001+0.0017331i,5.1097e-06+0.0015871i,-0.00057202+0.0010469i
-0.00063466-0.00064353i,-0.00043372-0.00092503i,-0.00081501-0.0012171i,-0.0024011-5.3853e-05i,-0.0034495+0.0016294i,-0.004285+0.0031262i,-0.0039698+0.0055807i,-0.0016488+0.007988i,0.00034749+0.0084655i,0.00074046+0.0073946i,-4.9557e-05+0.0054807i,-0.0012172+0.0037477i,-0.0014774+0.002529i,-0.00063736+0.0012703i,-0.00034973+0.0010567i,-0.0011517+0.0012871i,-0.00088372+0.00050339i,0.0005304-0.0002665i,0.0011503-0.00054647i,0.00089877-0.00012867i,0.00050763+2.6781e-05i,0.0003581-1.0257e-05i,0.0010134+0.00075899i
0.00025837+0.0019578i,-0.00055926+0.0025572i,0.00087109+0.0031031i,0.0024627+0.0027879i,0.0028665+0.0023229i,0.0016551+0.0034298i,0.0015102+0.005676i,0.0040003+0.0049723i,0.0058666+0.0012602i,0.005662-0.0015016i,0.0051751-0.0011889i,0.0034729+0.0009964i,0.0010931+0.0025301i,-0.00062453+0.0031505i,-0.0010079+0.0035758i,0.000253+0.0038699i,0.0017094+0.0029095i,0.0014961+0.00090423i,0.00037444-0.00029411i,-0.00055458-0.00082225i,-0.00066505-0.0015784i,-0.00011451-0.0018486i,-5.7238e-05-0.0018852i
-0.00050312-0.0028325i,-0.00070071-0.0031862i,-0.0013083-0.0038632i,-2.813e-05-0.003352i,0.0027638-0.001723i,0.0053142-0.00055619i,0.0060528-0.0016545i,0.0058368-0.0054352i,0.0046699-0.0089052i,0.0023691-0.0086621i,0.0014056-0.0061353i,0.0022523-0.0037808i,0.0024106-0.00037572i,0.0015511+0.0020813i,0.0014974+0.0019907i,0.0019511+0.0015928i,0.0019409+0.0013276i,0.0019321+0.00087326i,0.0009322+0.0007179i,-0.00034898+0.0012125i,-0.00037431+0.0012231i,-0.0010148+0.00026338i,-0.002012-0.00041042i
0.00094904-0.00073475i,0.00051326-0.0019872i,-0.00084135-0.0022983i,-0.0014983-0.0028826i,-0.0025075-0.0039926i,-0.0021475-0.0058553i,-0.00081136-0.0067564i,-0.0017655-0.0059261i,-0.0041531-0.0042798i,-0.005195-0.0028407i,-0.0034439-0.0022807i,-0.0014259-0.002345i,-0.00020922-0.0027851i,0.0015653-0.002992i,0.0011886-0.0022904i,-0.00064121-0.00085368i,-0.00039089-0.001008i,0.00051924-0.0015071i,0.00082512-0.00034234i,0.0015995+0.0014222i,0.0013655+0.0020584i,0.00080164+0.0017367i,0.000485+0.0015881i
0.00089341+0.0006259i,0.00016389-0.0004234i,-0.0003966-0.00091969i,-0.0017725-0.00072858i,-0.0042564-0.001788i,-0.0060873-0.002481i,-0.0071591-0.0010393i,-0.0072275+0.0022101i,-0.0055489+0.0059328i,-0.003441+0.0066263i,-0.0027371+0.0042235i,-0.0026594+0.0021807i,-0.0016247+0.0011189i,-0.00060223-0.00048206i,-0.00055653-0.0010725i,-0.0012445-0.00065474i,-0.00072061-0.00015556i,0.00025619-0.00027349i,0.00070807-0.00075517i,0.0011678-0.00066369i,0.001404-0.00042562i,0.0019361+0.0002348i,0.0028471+0.001154i
-0.0014526+0.00056615i,-0.0014829+0.00032146i,-0.0010412+0.0013263i,0.00023273+0.0026119i,0.0007751+0.0044145i,-0.0012603+0.0053247i,-0.003692+0.0050834i,-0.0029096+0.0067202i,0.00045364+0.0078104i,0.0023672+0.006405i,0.0023194+0.0052933i,0.0010172+0.0044493i,-0.0003088+0.0029898i,-0.00082113+0.0018725i,-0.0013135+0.0019561i,-0.0011086+0.002082i,-0.00066845+0.001562i,-0.00072789+0.00062439i,-0.00072563-0.00019318i,-0.00077282-0.00083949i,-0.00093729-0.0014339i,-0.00050242-0.0021711i,0.0004777-0.0022634i
0.0002717-0.0019721i,0.00076467-0.0023126i,-4.3453e-05-0.0034463i,0.00076055-0.0036127i,0.0019986-0.0019298i,0.0029128+0.0012873i,0.0031535+0.0028064i,0.003768+0.0020533i,0.004928-0.0007239i,0.0048646-0.0031498i,0.0041983-0.0028918i,0.004045-0.00087721i,0.0033977+0.0013027i,0.0031266+0.0025411i,0.0032637+0.0024078i,0.0033231+0.0016151i,0.0024685+0.0012363i,0.0011712+0.00068537i,0.00025022-0.00037813i,-0.0012917-0.0010373i,-0.001138-0.0002832i,-0.00076806-0.00031746i,-0.0016435-0.0013924i
9.8692e-05+0.00023107i,-0.0004186+0.00030113i,-0.0017185-0.00056578i,-0.002786-0.0015424i,-0.0018977-0.0026638i,0.0016997-0.0030715i,0.0042568-0.003028i,0.0045895-0.0056498i,0.0024996-0.0084759i,-0.00054825-0.0078557i,-0.0012185-0.0065202i,0.00017775-0.0051698i,0.00083787-0.0029639i,0.0012041-0.00070324i,0.0011185-0.00015433i,0.00085635-0.0006279i,0.0007804-0.00035381i,0.00025671-8.258e-05i,0.00017657+0.0011481i,0.0010665+0.002269i,0.0012923+0.0015345i,0.00021105+0.00065111i,-0.00077566+0.0010108i
0.00027269-0.0012385i,-0.001498-0.0018599i,-0.0025754-0.0026912i,-0.0041042-0.0023397i,-0.0057472-0.0021501i,-0.0052006-0.0035898i,-0.0018013-0.0052663i,-0.00066076-0.0062108i,-0.002843-0.0041627i,-0.0043878-0.0005603i,-0.0042765+0.0011102i,-0.003341+0.00059792i,-0.00095946-0.00071086i,0.00086431-0.00134i,0.00018324-0.001115i,-0.00064185-0.00044495i,-4.9508e-05-0.00010394i,0.00093845-0.00013281i,0.00094517+9.0375e-05i,0.0011502+0.00047122i,0.0014784+0.0004313i,0.0017097+0.00063824i,0.0025784+0.0013068i
-0.00011806-0.0001837i,-0.0002563+0.00025496i,0.0010172+0.0014449i,-0.00031235+0.0030102i,-0.0037519+0.0034041i,-0.0063419+0.0025608i,-0.0070763+0.00049983i,-0.0067121+0.00063719i,-0.0042663+0.0044512i,-0.00048833+0.0077212i,0.0016652+0.0068295i,0.0014373+0.0052109i,-0.00012498+0.0034462i,-0.0012239+0.0010394i,-0.0015165+0.00079562i,-0.0014307+0.0020695i,-0.0012108+0.0021866i,-0.00083033+0.00069234i,-0.00042751-0.00044136i,-0.00024714-0.00068611i,-0.00025921-0.00030608i,0.0003155-0.00062595i,0.0018684-0.0012315i
-0.00084283-1.6022e-06i,-0.00047303-0.0014872i,-0.00010225-0.0020024i,0.0019251+0.00023934i,0.0040064+0.0037418i,0.0018756+0.0059693i,-0.0029532+0.0058573i,-0.0052177+0.0055053i,-0.0020085+0.0055448i,0.0025652+0.0034516i,0.0041132+0.0013092i,0.0041016+0.0016737i,0.0015586+0.0024419i,-0.00054727+0.0025088i,0.00013963+0.0027653i,0.0010897+0.0028378i,0.0010453+0.0020367i,-8.6397e-06+0.00075689i,-0.0014313+5.9826e-05i,-0.0023029-0.00044966i,-0.0023015-0.0012135i,-0.0016786-0.0009353i,-0.00080994-0.0015311i
0.000199-0.00043851i,0.00074157-0.0010739i,-0.00043496-0.0025133i,0.00027895-0.0042374i,0.0040011-0.0047517i,0.0059016-0.0026106i,0.0033616+0.0013978i,0.00186+0.0033997i,0.0020784+0.0005943i,0.0009259-0.0032826i,-0.00047916-0.0048147i,-0.00068013-0.004656i,-0.0002498-0.0029916i,0.00061164-0.00047245i,0.0014409+2.5933e-05i,0.001993-0.0006995i,0.0019313+0.00012579i,0.00097593+0.00098976i,0.0001386+0.00087325i,6.96e-05+0.00049352i,0.0003407+0.00055756i,-0.00024049+0.00062949i,-0.0011622+0.00017214i
-0.0011068+0.0012571i,-0.0018901+0.0017105i,-0.003449+0.0020924i,-0.0042587+7.6836e-05i,-0.0018181-0.0037382i,0.0029081-0.0060434i,0.0063568-0.0044849i,0.0070769-0.0024872i,0.0037683-0.0019684i,-0.0015196-0.0015166i,-0.0044679-0.001769i,-0.0047078-0.0023704i,-0.0032999-0.0022871i,-0.001505-0.0019994i,-0.00047853-0.0017345i,-0.000476-0.0021471i,-0.00041236-0.0022205i,-0.00019457-0.00084423i,0.00044417+0.00045791i,0.0012198+0.00088214i,0.0017548+0.0011438i,0.0021949+0.0015602i,0.002133+0.0022642i
-0.0006366-0.0013725i,0.00054097-0.001375i,-0.00096634-0.00076667i,-0.0036844-1.0776e-05i,-0.0046281+0.00040055i,-0.0037098-0.0012651i,-0.00043732-0.0049777i,0.0023924-0.0071164i,0.0023051-0.0042913i,0.0020009+0.00093875i,0.0021874+0.003929i,0.0009142+0.0036267i,0.00021581+0.0015972i,-0.00022736+3.8365e-05i,-0.0022362+0.00098842i,-0.0026925+0.0029407i,-0.0010779+0.002352i,-1.3388e-05+0.0012138i,9.0161e-05+0.00046825i,-0.00014182-0.00065032i,-0.0003887-0.001623i,0.00031563-0.0019297i,0.0017052-0.0016716i
0.00073847+0.0019026i,0.0017633+0.002165i,0.0029565+0.0020488i,0.0021007+0.0029245i,0.00013501+0.004379i,-0.0020619+0.0022069i,-0.0047197-0.0018723i,-0.0056894-0.0028698i,-0.0031367-0.00025298i,0.0018044+0.0012511i,0.0050618+0.0012275i,0.0061029+0.0011754i,0.0044207+0.0015133i,0.0013746+0.0025384i,0.0011734+0.0039838i,0.0020588+0.0047202i,0.002309+0.0031028i,0.0019296+0.0011704i,-2.9285e-05+0.00070783i,-0.0019927-8.8906e-05i,-0.0026498-0.00054632i,-0.0025425-0.00036589i,-0.0018726-0.00069059i
-0.0030743-0.0011023i,-0.0035455-0.0032004i,-0.0029038-0.0022372i,-0.00053172+0.0001612i,0.0018073+0.0018673i,-0.0012295+0.0024127i,-0.0071328+0.0029195i,-0.0096575+0.0042343i,-0.0076842+0.0031076i,-0.0038245-0.0010539i,-0.00063298-0.0039826i,0.0013754-0.0045542i,0.0017267-0.002444i,0.0017878+0.0010721i,0.003287+0.0019576i,0.0047499+0.00092751i,0.0039913+0.00047628i,0.0019107+0.00072931i,0.00012585+0.00098971i,-0.0012251+0.00055304i,-0.0017293+0.00053455i,-0.0018342+0.0013806i,-0.0022034+0.0010487i
0.0015227-0.0003676i,0.0030835-0.0019249i,0.002262-0.0024253i,0.0019076-0.0034972i,0.0021047-0.0030567i,0.00092924-0.00033073i,-0.0011706+0.0032778i,-0.0016211+0.0056704i,-0.0009016+0.0043083i,-0.0031886+0.00054549i,-0.0061347-0.0010324i,-0.0064589-0.00042114i,-0.0038911-3.3007e-05i,-0.0003807-0.0005483i,0.0013857-0.002501i,0.0010777-0.004025i,0.00044163-0.0025097i,0.00055774-0.00070371i,0.00082751-3.5513e-05i,0.0014878+0.0010056i,0.0018346+0.0021434i,0.0019655+0.0021441i,0.0017349+0.0021991i
-0.00082141-0.00039179i,-0.0018419+0.00040416i,-0.0044904+0.0016623i,-0.0073731+0.004021i,-0.0059658+0.0048249i,-0.00028508+0.0037987i,0.0050642+0.0025881i,0.0075974+0.00051107i,0.0063619+7.9218e-05i,0.0022741+0.0026665i,-0.0015811+0.0056333i,-0.0039702+0.0052243i,-0.0038461+0.0021588i,-0.0024104-0.00041563i,-0.0032559-0.00070287i,-0.0048023+0.00043088i,-0.0039636+0.00057117i,-0.0011263-0.00038121i,0.0010913-0.00093255i,0.0017302-0.0010612i,0.0022238-0.0012911i,0.0027185-0.0017959i,0.0024577-0.0017202i
