-0.00098959+0.00013789i,-0.0010465+3.1076e-05i,-0.0017747-0.000761i,-0.00095525-0.001323i,-0.00075886-0.00066522i,-0.0018694+0.00029908i,-0.0017515+0.00056928i,-0.0011116+0.00091771i,-0.00055337+0.0008227i,-2.9574e-05+0.00032366i,0.00020377+0.00020062i,0.00061509-3.0457e-06i,0.0002795-0.00023599i,-0.0006264-0.00031015i,-0.00060846-0.00082605i,0.00023401-0.00037867i,0.00062546+9.8276e-06i,0.00031272-0.00070708i,-9.275e-05-0.00052391i,-0.00042088-0.00052688i,3.9147e-05-0.0010895i,0.00014462-0.00086262i,-0.00044315-0.00044211i
0.000337+0.001808i,0.00095104+0.0010477i,0.0017056+3.3499e-05i,0.0015691-0.00076998i,0.0019421-0.0012126i,0.0019724-0.0012021i,0.0012157-0.00095969i,0.0011076-0.00060304i,0.00071362-0.00042483i,0.00034016-0.0004533i,0.00038277-0.00084999i,0.00051197-0.0012034i,0.00037155-0.001149i,0.00013347-0.00037224i,0.00049967+0.00033237i,0.00022225+0.00032561i,-0.00068995-9.1397e-05i,-0.00075086-0.00038711i,1.5812e-05-0.00064193i,0.0008132-0.00098003i,0.0012779-0.0003101i,0.00096439+0.00059849i,0.00043538+0.0002522i
-0.001141+0.0012678i,-5.1769e-05+0.00058828i,0.00074735-0.00012021i,0.0015581-0.00071748i,0.0019245-0.0010112i,0.0013531-0.00085983i,0.00042625-0.00092742i,-0.00020003-0.0014592i,-0.0006668-0.0014983i,-0.00013253-0.00086504i,0.00068389-0.00087076i,0.00038751-0.0018668i,-0.00029334-0.0025081i,-0.00050761-0.0010128i,-0.00011516+0.0002363i,0.00077887-0.00043092i,0.0015092-0.00052629i,0.00075108+0.00054736i,-0.00022982+0.00083797i,-0.00011149+0.00050478i,0.00023418+0.0010967i,0.00036517+0.0013339i,0.00085005+0.0010508i
0.00039721-0.00051284i,0.00085527-0.0014426i,0.0015821-0.0015296i,0.0020301-0.00071049i,0.0023792-0.0010336i,0.0011517-0.0009964i,2.5299e-06-0.00027111i,-0.00014399-0.00014345i,-0.00052388-0.00054746i,-0.00086693-0.001253i,-0.0010491-0.00061569i,-0.0012561-0.00014758i,-0.00093581-0.00057889i,-0.0011152+0.00010082i,-0.0014677-0.00042114i,-0.0014529-0.0012937i,-0.0010392-0.00053808i,5.2196e-06+0.00021974i,0.0010487-0.00015397i,0.00096713-0.00049152i,0.00027923+0.00032279i,-0.00056937+0.00096837i,-0.00057318+0.00058383i
0.001274+0.00088062i,0.0021556+0.00093479i,0.0026818-0.00017137i,0.0034645-0.0017812i,0.0028981-0.0028531i,0.0011998-0.0026001i,0.00039339-0.00078608i,-6.7524e-05+0.00053156i,-0.00084973+0.00016682i,-0.0015905+0.00011839i,-0.0019384+0.00057931i,-0.0025964+0.00098907i,-0.0021618+0.0014678i,-0.0012721+0.0012131i,-0.00018697+0.00088259i,0.00048995+0.00077085i,0.00040281+0.0005599i,0.00030618-0.00032372i,0.00012752-0.001076i,4.2123e-05-0.00083863i,-0.00014911-0.00087641i,0.00035874-0.00082324i,0.00043229-0.00046285i
-0.0012215-0.00062997i,-0.0014131-0.00052963i,-0.00073693-0.00030058i,-0.00040969+0.00014604i,-0.00024465+0.00055938i,0.00081673+0.00085693i,0.0010391+0.0010333i,-0.00064745+0.0010855i,-0.0015738+0.0012333i,-0.0016107+0.00085647i,-0.0010102+0.0004347i,-0.00058744+0.001062i,-0.00035078+0.0017386i,0.00039537+0.0017431i,0.00068567+0.00062016i,0.0013606-0.00018262i,0.00075742-0.00022078i,-0.0011257-0.00044536i,-0.00097705-0.00030253i,-0.00028235-0.0003513i,-0.00032103-0.0010327i,-0.00045149-0.0010959i,-0.00038757-0.00045124i
-0.00026155+0.0012323i,-0.00050109-6.5558e-05i,-0.00033008-0.00065473i,0.0013693-0.001038i,0.0023205-0.0012345i,0.0021108-0.00060154i,0.0013968+2.5819e-05i,0.00062151+0.00065183i,2.9126e-05+0.00074814i,8.8828e-05+0.00014705i,0.00055361-0.00065168i,0.00067247-0.00038305i,0.00057168+0.00028296i,0.0012726+0.00025398i,0.0015811-0.00035787i,0.0012144-0.00086602i,0.0011738-0.00041942i,0.00078342-0.00013085i,0.00017429-0.00051866i,8.841e-05-0.0002492i,-9.5286e-05-0.00011507i,-0.00016018-0.0003305i,8.306e-05-0.00018215i
-0.0010165-0.00035715i,-6.0611e-05+0.00023213i,0.00020386+0.00093498i,0.0011364+0.00028298i,0.0024225-0.0006163i,0.0025046-0.0012635i,0.0020368-0.0014754i,0.0018595-0.0012048i,0.0022164-0.0011308i,0.0013416-0.00089338i,0.00065308-0.00091613i,0.00072764-0.0010583i,0.00082787-0.00071667i,0.00051485-0.00084811i,-0.00055067-0.0010387i,-0.00084291-0.0012384i,-0.00041571-0.0019616i,-0.00029886-0.0012758i,-0.00024244+0.00020911i,0.00034107-4.8274e-05i,0.00050485-0.00021723i,0.00059989+0.00033608i,0.00030047+0.00032969i
0.0010244-0.0019077i,-0.00021967-0.0017161i,-0.00034544-0.0023995i,0.00060837-0.0012759i,0.00062423-0.00049392i,0.00025356-0.00081948i,0.00098075-0.001379i,0.00099736-0.0020812i,7.8912e-05-0.0017779i,-0.00048358-0.0015031i,-0.00054861-0.0019755i,-9.1565e-05-0.0016342i,-8.6854e-05-0.00058409i,-0.00064426-4.2885e-05i,-0.0014758-8.9524e-05i,-0.0013998-0.00060694i,-0.00033138-0.0012261i,0.00029725-0.00095546i,6.4102e-06+0.00015606i,-0.00032536+0.00048064i,0.00025834+0.00057974i,0.00059973-0.00011259i,0.00026616-0.00092463i
-0.00011357+0.0015831i,0.00060646+0.0016131i,0.0020686+0.0010425i,0.0025936-0.00064596i,0.0025146-0.0026889i,0.001274-0.0031053i,0.00016101-0.0016633i,-0.00075878-0.00049159i,-0.0023527-0.00056165i,-0.0027849-0.0005059i,-0.0024229-0.00014023i,-0.0018202-0.00038071i,-0.0010456-0.00041668i,-0.00069442+0.00020381i,-0.00045361+0.00038484i,0.00019817+0.00065319i,0.00017506+5.1325e-05i,-0.00029795+0.00023645i,-9.9871e-05+0.00079778i,6.6033e-05+0.0008838i,-0.00054044+0.00086046i,-0.00019387+0.00046505i,0.00052813-0.00033101i
-0.0010528-0.00014589i,-0.00048533-0.00036041i,0.00021155-0.00021487i,-4.3747e-05+0.00023287i,0.00062173-0.00042028i,0.0015502+0.00015537i,0.00041695+0.00013711i,-0.00076108-0.00028794i,-0.00053407-8.1477e-05i,-0.0011789+0.00019749i,-0.0012834+0.00050117i,-0.00049865+0.00044688i,-5.0283e-05+0.00049603i,-0.00016441+0.0010732i,-0.00029532+0.0011654i,0.00031868+0.00048007i,0.00064831-0.00033646i,0.00053122-0.00073123i,0.00072876-0.00059223i,0.00038745-0.00049524i,0.00051762-0.00053901i,0.0014156-0.00085358i,0.0011044-0.00039593i
-0.0003434+0.0014847i,0.0011327+0.0017013i,0.0032004+0.001388i,0.0036065+0.00078509i,0.0036651+0.00033257i,0.0032876-0.0002537i,0.0018298+0.00015161i,0.00065791+0.0015779i,0.00032268+0.002063i,0.00046754+0.0010055i,0.00037862+0.00084582i,0.0004597+0.00059291i,0.00034-0.00029396i,0.00022845-0.0008902i,0.00084229-0.0011617i,0.0011416-0.0015561i,0.00093287-0.0014222i,0.00052167-0.00074356i,0.00024879-0.00039508i,0.00056507-6.4622e-05i,0.00082033+0.00032956i,0.00084045+0.00054725i,0.0012977+0.00046901i
-4.5062e-05-0.0001999i,0.00037643-0.00027732i,0.0012677-0.00031005i,0.0013597+0.00019006i,0.0017109+0.00087217i,0.0021495+0.00020906i,0.0025141-0.00015915i,0.0021082+0.00043196i,0.00066936+0.00028592i,-0.00049196+0.00015773i,-0.00049923+7.8106e-05i,0.00056553+0.00030735i,0.00094274+0.00029704i,0.0010564-0.00061529i,0.00067493-0.0009427i,0.00038117-0.0011185i,0.00071968-0.001117i,0.00012693-0.0010663i,-9.1358e-05-0.0010374i,0.00030876-0.00098028i,0.00063665-0.00067585i,0.00099719-0.00030038i,0.0011407+0.00029981i
0.0017806+0.00071963i,0.00092131+0.0013132i,0.00025504+9.1887e-06i,0.00045459-0.0017134i,0.0012693-0.0012602i,0.001295-0.00031244i,0.0015571-0.00022328i,0.0018597-0.00034594i,0.0010444-0.0012052i,0.00020213-0.0012114i,-0.00038504-0.00072041i,-8.0384e-05-0.00090295i,-9.8764e-05-0.00090823i,-0.00039804-4.0318e-05i,-0.00075218+0.0013501i,-0.0012811+0.0013481i,-0.0012828+0.00059112i,-0.00080322+0.0001731i,0.00011033+0.00017912i,-0.00025063+0.00099631i,-0.00080268+0.0014261i,-8.5193e-05+0.0008233i,0.00064051+0.00011467i
-0.0011691-0.0016073i,-0.0019728-0.0013506i,-0.0021757-0.0010507i,-0.00090238-0.00097929i,0.00061532-0.0014135i,0.0011436+0.00011497i,0.00062374+0.00014149i,-0.00053952-0.0019994i,-0.0015753-0.0027128i,-0.0017083-0.0014469i,-0.001423-0.00032539i,-0.00061608-0.0003114i,0.00018845+0.00025218i,-0.00046683+0.0019207i,-0.00062547+0.0023973i,0.00022088+0.00086767i,0.0005654-0.00058387i,3.3257e-05-0.00050065i,-0.0002866-2.766e-05i,-0.00036977+2.3815e-05i,-0.00065681+0.00062628i,-0.00072237+0.0011954i,-0.00043124+0.00052582i
0.0020841+0.00045589i,0.0011036+0.00044177i,0.00039306+0.00024777i,-1.9055e-05-0.00041884i,0.00017623-0.0013926i,0.00069581-0.0012431i,-0.00024619-0.00012681i,-0.00199+0.00020201i,-0.0025184-0.00016866i,-0.0020804-3.5969e-05i,-0.0017575+1.9877e-05i,-0.0012477-0.00030266i,-0.00030198-0.00013919i,0.00060721+0.00083862i,0.0014638+0.00084027i,0.0013211-8.2779e-05i,0.0011627-0.00051175i,0.0015461-0.00025176i,0.0016422-0.0001389i,0.0011225-0.0002512i,6.6413e-05-2.3721e-05i,-0.00015467+0.00024268i,3.53e-05+0.00070782i
0.00037247+0.00041879i,0.0013905+0.0017545i,0.0015057+0.0019626i,0.0023954+0.0018912i,0.0027732+0.00092689i,0.0026027-0.00011328i,0.0017502+0.0011115i,0.00091372+0.0022637i,-7.2403e-05+0.0016004i,-0.00085205+0.0014235i,-9.3778e-05+0.0012542i,0.00034573+0.0013999i,0.00034683+0.00081493i,0.0012663-0.00057865i,0.0015625-0.0012618i,0.0010494-0.0016775i,0.0006773-0.0011099i,0.00042537-3.6095e-05i,0.00043441+0.00040316i,-0.00014566+0.00043947i,-0.00053803+0.00021i,-0.00063093+0.00028443i,-0.00016814+0.00045506i
-0.0009108+0.0013407i,-0.0012037+0.0013712i,-0.0003478+0.00097671i,0.0018819+0.00082511i,0.0033055+0.00081204i,0.0032343+0.0006981i,0.0026325+0.00084974i,0.0023009+0.0016143i,0.0020797+0.0012819i,0.0015365-0.00028728i,0.00097267-0.0006647i,0.00043751+0.00022279i,-5.6294e-05-0.00011722i,-0.00013654-0.0007384i,2.5183e-05-0.00060062i,6.7519e-05-0.00067496i,-4.536e-05-0.00096644i,0.00032233-0.00089988i,0.00014635-0.00027039i,0.00027013-2.4512e-06i,0.00047436-0.00046201i,0.00062628-0.00082272i,0.0011539-0.00071581i
0.00067585+0.00026312i,-0.00017283-0.00064283i,0.0011251-0.0013373i,0.0026495-0.001325i,0.0023182-0.0011173i,0.0014123-0.00084141i,0.0013065-0.0002872i,0.0014399-0.00051711i,0.001345-0.0020216i,0.00021671-0.0029692i,-0.00070716-0.0025099i,-0.00023091-0.0018337i,-0.00031439-0.00065529i,-0.0010212+0.00057157i,-0.0010925+0.0014373i,-0.00015759+0.0018459i,0.0010273+0.0021414i,0.0012836+0.0013266i,0.00077511-0.00022693i,8.798e-05-0.00098045i,0.0002652-6.0951e-05i,0.00052422+0.00040999i,-0.00011398-0.00033235i
-0.0010809-0.00098373i,-0.00015614+0.00045153i,-0.0001545+0.0018087i,0.0013116+0.0019974i,0.0029113+0.00082847i,0.0023758-0.00076607i,0.0013426-0.0017431i,0.001138-0.0024247i,-4.8754e-05-0.0027744i,-0.0010268-0.0013136i,-0.0001745+0.00010393i,0.00063443+1.8208e-05i,0.00062359+0.00021617i,0.00063797+0.0016875i,0.00078627+0.0016962i,0.0015979+0.00025534i,0.0018372+0.00014759i,0.001057+0.00026771i,0.00052572-0.00019604i,0.00072732-0.00043505i,0.00075397+0.00076779i,0.000307+0.0014193i,0.00048565+0.0010336i
0.0020729-0.0011818i,0.0023548-0.002024i,0.0013337-0.0021514i,0.0016576-0.0013617i,0.0022635-0.00087855i,0.0016882-0.00033605i,0.00065286+0.00038011i,-0.00051419+6.1655e-05i,-0.0014591-0.00086321i,-0.0020363-0.00055614i,-0.0018776+0.00037717i,-0.00066866+0.0015055i,0.00012401+0.0020968i,0.00062987+0.0019881i,0.0012497+0.0014298i,0.00074369+0.00028431i,-0.000437-0.00035713i,-0.00072028+0.00013368i,-4.8723e-05+0.00068388i,0.0010889+0.00082699i,0.0012853+0.00094631i,0.00056399+0.00045923i,0.00047703+0.0004368i
-0.002168-0.0011012i,-0.0014654+0.00050676i,-0.001362+0.0011667i,-0.00072122+0.0015328i,0.00011336+0.0016013i,0.0011134+0.0006984i,0.0009529+0.00062503i,-0.00088976+0.00092055i,-0.0016688+0.00030216i,-0.00083802+0.00031327i,-0.00049845+0.0009508i,-0.00045676+0.0014251i,0.00020281+0.00089384i,0.00016729-0.00028015i,-2.4647e-05-0.00032099i,-0.0005778+0.00014311i,-0.00021084-0.00020715i,0.00072189-0.00075749i,0.00072129-0.0005823i,0.00042402-0.00024149i,-1.9282e-05-0.00042494i,0.00025162-0.00021594i,0.0011953+0.00012247i
-0.0010314+0.00089752i,-0.0010962+0.00096452i,-6.7555e-05+0.0019165i,0.0014462+0.0018703i,0.0024427+0.0012557i,0.0031231+0.00042809i,0.0021501+0.00017912i,0.0011828+0.00075151i,0.00034857+0.00149i,-0.00044507+0.00071354i,-0.00022667-0.00028016i,0.00038776-7.7537e-05i,0.00056985-0.00019723i,0.00024419-0.0014876i,-0.00048551-0.0020191i,-0.00077952-0.0014626i,-0.00023863-0.00073374i,5.2695e-05-0.00032566i,0.00012801-4.9284e-05i,0.00021506+0.00057974i,0.00053307+0.00016101i,0.0008628-0.00067281i,8.4869e-05-0.00056086i
0.00021774-0.00039855i,-0.00015453-0.00091416i,-1.6771e-05-0.00089635i,-0.00022633-0.00070426i,0.00030891-0.0013536i,0.0017773-0.00084416i,0.002717-0.00011041i,0.0026821-0.00015081i,0.0025039-0.00051488i,0.0018067-0.0015238i,0.00079876-0.002055i,0.00058474-0.001354i,0.0013238-0.00083326i,0.0012023-4.6426e-05i,-4.5164e-05-0.00047635i,-0.00041485-0.00053038i,0.00022676+8.7113e-05i,0.00055535-0.00046566i,0.0010728-0.00091322i,0.00098286-0.0008872i,0.00023856-0.00026127i,-0.00050863+0.00030504i,-0.00071318-0.00013478i
-0.0016409+0.0010449i,-0.00040404+0.00039247i,-0.00050101+0.00017475i,0.0007796+0.00019128i,0.0033025-7.012e-05i,0.0028304-0.0011327i,0.001125-0.0019291i,0.00089857-0.0018538i,0.00013429-0.00097647i,-0.00067558-0.00058359i,0.00016225-0.0006675i,0.00074924-0.00094692i,0.0002647-0.001774i,8.4403e-05-0.0016427i,0.00019597-0.00059716i,0.00017547-8.5741e-05i,0.0006759-0.00019768i,0.00025338-0.00045095i,0.00015279-0.00032426i,0.00076915-0.00010383i,0.0011267+0.00021554i,0.0004276+0.00033794i,-0.00082186-0.00058243i
-0.0014437+0.0025907i,0.00031844+0.0025261i,0.00062268+0.0023134i,0.0022112+0.0023603i,0.0040477+0.001361i,0.0034695+2.0319e-05i,0.0011279+0.00063103i,-0.0011089-7.707e-05i,-0.0022652-0.0016731i,-0.0019959-0.0012776i,-0.0010809-0.00030069i,-0.00034914-0.00033267i,-0.00046185+2.6266e-05i,-0.00042736+0.00030922i,0.0013198-0.00013617i,0.0023366-0.00025017i,0.0009908-0.00017767i,0.00049171-0.00017358i,0.0011282-0.00067022i,0.00068909-0.00040498i,0.00054529+0.00012126i,0.00057282+7.2149e-05i,0.00034543+0.00012757i
-0.001113+0.001111i,-0.0003299-0.00011963i,-1.2154e-05-0.00086463i,0.0013183-5.3279e-05i,0.002558+0.00077736i,0.0024282+0.00073326i,0.0014811+0.00056491i,-0.00078739+0.00074838i,-0.0019682+0.00086528i,-0.0019065+0.00089613i,-0.0017357+0.00061298i,-0.0010038+0.00090649i,-0.00026099+0.00087436i,-0.00035061+0.00022784i,-0.00036263-0.00057012i,-0.00021791-0.0010743i,-0.00050969-0.0010406i,-0.00071369-0.00056732i,-0.00091694-0.00022028i,-0.00066025-0.00041244i,-0.00014163+0.00033777i,-0.00017822+0.0013083i,0.00063523+0.00067943i
0.0029957+0.0013452i,0.0036948-0.00075589i,0.0042787-0.0022057i,0.0033488-0.0027795i,0.0026692-0.0036864i,0.0007577-0.0031478i,-0.00027328-0.00076316i,0.0004333+0.0012206i,0.0007851+0.0023408i,0.00064235+0.0019693i,0.00079687+0.0020939i,0.00086899+0.0025096i,0.00034255+0.0016084i,9.0183e-05+0.0012385i,-1.7985e-05+0.0010326i,0.00036205+0.00015022i,0.00025543+0.00043874i,0.00019671+0.00080877i,0.00072816+0.00067164i,0.00071197+0.00046313i,0.00062694+0.00013049i,0.00097684-0.00073659i,0.00025278-0.0011099i
0.0011225+0.00035544i,0.0023783-0.00032108i,0.0030881-0.0017939i,0.0020757-0.0018911i,0.00045561-0.0018293i,0.0002104-0.0016715i,0.0010274-0.0013448i,0.0022104-0.0010446i,0.0022463+9.9037e-05i,0.0018496+0.00022161i,0.0010651+0.00012558i,0.00082422+0.00066971i,0.0014575+0.00062961i,0.001138-0.00012379i,0.00082102+0.00010305i,0.00040455+0.00036897i,0.0010102+0.00021682i,0.0018537-0.00052563i,0.0017008-0.0004406i,0.00040055+0.00024001i,-0.00051759-6.9801e-05i,0.00027608-0.00031734i,0.00058334-0.00025004i
0.00070231-0.0021428i,0.00056891-0.003038i,0.0016976-0.0041294i,0.0018674-0.0040427i,0.00082152-0.0021862i,0.0007071-0.0003809i,0.00078627-0.00056729i,-0.00058965-0.0024845i,-0.0010103-0.0033638i,-0.00034297-0.0027088i,0.00045515-0.0014335i,0.00074816-0.00016366i,0.00053075+1.7886e-05i,0.00062119-8.8887e-05i,0.00099766-0.00027675i,0.0012461-0.0010965i,0.00096932-0.0015633i,0.0009906-0.00095651i,0.00079218-0.00045074i,0.0004928-0.00040299i,0.00048361-2.6656e-06i,-0.00026072+0.00021939i,-0.0011142-5.5827e-05i
-0.0028496-0.0001133i,-0.002197+0.00060348i,-0.00098955+0.0017151i,-5.0499e-05+0.0018075i,0.00078469+0.00042835i,0.0016936-0.0010928i,0.0010817-0.0007959i,-0.0013793-0.00091467i,-0.0023468-0.0013107i,-0.0012165-0.00096326i,-0.0011055-0.00029746i,-0.0016107+0.00044983i,-0.00080441+9.4323e-05i,-9.7595e-05-0.00076108i,0.00013835-0.0014056i,0.00030143-0.0017851i,-2.3305e-05-0.0014749i,-0.00060794-0.00049072i,-0.00035774-6.3313e-05i,3.5182e-05-0.0005892i,0.00037627-0.00038111i,0.00075076+0.00046308i,0.00056373+0.00074177i
-0.00087986-0.00022824i,-0.00029371-0.00030503i,0.00065854+0.00015639i,0.0012928+0.0011796i,0.0013428+0.0020889i,0.0015263+0.0019409i,0.00051099+0.0015753i,-0.0014373+0.0015619i,-0.0022151+0.00068576i,-0.0023514-0.00022607i,-0.0019084-9.8557e-05i,-0.00085252+0.00065538i,-0.00035924+0.00037375i,-0.0013266-0.00036771i,-0.0018467+8.5859e-05i,-0.001559+0.00058793i,-0.0013337+0.00063082i,-0.00085651+0.00055918i,-0.00037387-0.00048857i,-3.0147e-05-0.00050785i,0.00031341+0.00044305i,0.00024174+0.000162i,-1.8752e-05-0.00027225i
-0.00026072+0.0014452i,0.00071706+0.00075335i,0.0015248+0.0012808i,0.0024103+0.0012597i,0.0034652+0.00014524i,0.0028156+0.0006711i,0.0016527+0.0019479i,0.00099864+0.0023566i,5.2943e-05+0.0027134i,-0.00062476+0.0025949i,-0.00073614+0.0019559i,-0.00044431+0.0012929i,-0.00046708+0.00071002i,-0.00045281+0.0010654i,-0.00035943+0.0014471i,-2.7195e-05+0.0015849i,0.0014736+0.0014457i,0.0016804+0.00088789i,0.00062199+0.00091214i,-1.5426e-05+0.00040375i,-0.0005927-6.2867e-06i,-0.00012263+0.00018081i,0.00051819+0.00027632i
-0.00099363-0.0019093i,0.00061635-0.0017037i,0.0013195-0.0016944i,0.00099243-0.00060387i,0.0017954+9.1136e-05i,0.0032918-0.0002465i,0.003273-0.001209i,0.0027068-0.0015981i,0.0016751-0.00070294i,0.00052487+3.4542e-05i,0.00041814+0.00015404i,0.0011012+0.00027308i,0.0011013+0.00032752i,0.00076984+7.3122e-05i,0.001461-0.0002081i,0.001595-0.00055624i,0.00080825-0.00079146i,0.00048387-0.00030624i,0.00064848-0.00012268i,0.00075078-8.0328e-05i,0.00023823+0.00034423i,0.00022734+0.00034639i,-0.00035296+5.0518e-05i
0.0012987-0.0016271i,0.0013908-0.0021845i,0.0012755-0.0025291i,0.0012881-0.0024023i,0.00081901-0.001708i,0.00044192-0.00061201i,0.00032551-0.0017933i,0.00035384-0.0026589i,0.0006788-0.0018836i,0.00057265-0.00085086i,0.00012553-0.00044465i,0.00054924-0.00022484i,0.0011732+0.00015753i,0.0015037-1.7612e-05i,0.0018346-0.00061527i,0.0019643-0.0010717i,0.0019279-0.0013423i,0.001064-0.0011094i,-0.00010714-0.0013017i,-0.00056097-0.0012959i,-0.00089315-0.0010209i,-0.0010287-0.0011809i,-0.0010475-0.00040666i
-0.00062016+0.00089923i,0.0013634+0.0001815i,0.00074975-0.00013974i,-0.00012468-1.3688e-05i,0.00015278-0.00071184i,8.1315e-05-0.0015102i,-0.0013178-0.0015599i,-0.0027343-0.0018333i,-0.002327-0.0023409i,-0.0012728-0.0023637i,-0.0010717-0.0018988i,-0.0010986-0.00096988i,-7.9535e-05-0.00061523i,0.00042392-0.0010364i,-8.7278e-05-0.0018877i,-0.0006493-0.0019005i,-0.00015685-0.0012024i,0.00012334-0.00065322i,-0.0001607-0.00045322i,-0.00043223-0.00099714i,-0.00023719-0.0014028i,2.9838e-05-0.00070252i,-0.0006715-0.00047357i
-0.0021178+0.0018398i,-0.00053723+0.0016559i,4.7085e-05+0.0010415i,0.0012194+0.00050323i,0.0021004-0.00011906i,0.0014152+0.00055881i,-0.00057639+0.0015685i,-0.0026985+0.0015783i,-0.0038639+0.00094424i,-0.0033035+0.00014518i,-0.0017964-5.2034e-05i,-0.00033832-4.4193e-05i,-3.5535e-05-8.3089e-05i,-0.0002631+0.0003092i,-0.00054694+0.00035931i,-0.00083123+0.00022489i,-0.00060763+0.00047056i,0.0004806-1.2445e-05i,0.0010833-1.5285e-05i,0.00092431+0.00012401i,0.00070593-0.00042036i,0.00069905-0.00022033i,0.0006879-0.00017248i
-0.001016+0.001953i,0.00038778+0.0018112i,0.0029172+0.0014216i,0.0046561+0.00092646i,0.0044669+0.0006358i,0.0033412+0.00084098i,0.0025318+0.0020245i,0.00094806+0.0029637i,-0.0017284+0.0024266i,-0.0027827+0.0016812i,-0.002112+0.0010378i,-0.001034+0.0009306i,-0.00072202+0.0010627i,-0.0011854+0.0012463i,-0.0014254+0.0012764i,-0.0011648+0.0008883i,-0.00087684+0.00082132i,-0.00084618+0.00084095i,-0.00039997+0.00034682i,0.00029187+0.00030702i,-0.00012302+0.00063218i,-0.00049827+0.00057856i,4.9347e-06+0.00046859i
0.00053034-0.00076781i,0.0011764-0.0027654i,0.00043724-0.0035988i,0.00094466-0.002354i,0.0024663-0.00072655i,0.003309-0.00096179i,0.0031403-0.00057028i,0.0022132+0.0005433i,0.00095617+0.0017223i,-0.00028029+0.0027294i,0.00025198+0.0020554i,0.0005514+0.0010862i,-7.6999e-05+0.00067356i,0.00035318+0.0010548i,0.00084316+0.0014611i,0.00051106+0.00077527i,5.132e-05-1.2356e-05i,-7.8988e-05-3.7495e-05i,0.00039764+0.00016482i,0.0013479-0.00039408i,0.0011777+4.0422e-05i,0.00047232+0.00091799i,0.00011027+0.00035965i
0.00097287+0.00023871i,0.001341+0.00083538i,0.0011859+0.00085068i,0.0015062-0.00027195i,0.00090442-0.00096427i,0.001132-0.0006987i,0.0016541-0.0011664i,0.0020681-0.0022823i,0.0023024-0.0022895i,0.0022221-0.0014207i,0.0020461-0.00014938i,0.0015914+0.00043197i,0.0014475+0.00023557i,0.001099+4.8873e-05i,0.00015204-0.0010659i,0.00015423-0.0020921i,0.0010709-0.0015991i,0.0013267-0.00063689i,0.00081063+0.00058477i,0.00012685+0.00070862i,-0.00042987+0.00058801i,-0.00062711+0.00082911i,-0.00064718-0.00020771i
-0.0019761-0.0012593i,-0.0017435-0.0012752i,-0.00051833-0.0015303i,0.00025356-0.00053238i,-2.9949e-05+0.00029743i,0.0002606-0.00063601i,-0.00011508-0.0015883i,-0.00096007-0.002935i,-0.0012449-0.0036117i,-0.0008879-0.002954i,-6.441e-05-0.0016914i,0.0002686-0.00073199i,0.00060541-0.0013107i,0.001341-0.0016465i,0.0011746-0.0018206i,0.00069866-0.001347i,0.00041207-0.00054111i,-6.5623e-05+0.00030702i,-0.00061188+0.0004682i,-0.0010172-7.3117e-05i,-0.00029182+7.6862e-05i,0.00025966-0.00036255i,0.000268-0.0012661i
-0.00080815-0.00062398i,-0.0011185-0.0012355i,-0.0016698-0.0015544i,-0.00084671-0.00085702i,0.0011424-7.5862e-05i,0.0021474+0.0013826i,0.00075983+0.0015795i,-0.0018585-0.00012219i,-0.0031764-0.0017583i,-0.0031779-0.0020707i,-0.0028069-0.00106i,-0.0022375-0.0005762i,-0.0011792-0.00065425i,-0.00039771-0.00073582i,-0.00098717-0.0015168i,-0.00089375-0.0012756i,-0.00040596-0.0003627i,-0.00061063+0.00020092i,-0.00013839+0.00083028i,-0.00046497+0.001252i,-0.00055901+0.00076891i,0.00028133+0.00016228i,0.0010194-6.0437e-05i
0.00022276-0.00077445i,0.0013821-0.001088i,0.0021859-0.00036644i,0.0015987+7.4169e-05i,0.0013197+0.00041558i,0.0022552+0.000563i,0.0018563+0.00073873i,9.0969e-05+0.0011996i,-0.0013374+0.0011252i,-0.0023085+0.001863i,-0.0019926+0.0025961i,-0.00097252+0.0016771i,-0.0006339+0.00068694i,-0.00061592+0.00036561i,-0.00041657-0.0004113i,-0.00032164-0.00059596i,-0.00040206-0.00063272i,-0.00040321-0.00088857i,0.00031861-0.0007035i,0.0014555-0.00028577i,0.0014961+0.00012773i,0.0012292+0.0002836i,0.00069908+0.00047412i
-0.00073604+0.002607i,0.000645+0.0024098i,0.00098731+0.0025537i,0.0017594+0.0024717i,0.002972+0.00050987i,0.0032761-0.0018143i,0.0031467-0.0019625i,0.0031943-0.00035785i,0.0019411+0.00076499i,0.00077256+0.0015328i,0.0005078+0.0020055i,0.00023886+0.0014698i,-0.00037239+0.0011228i,-0.00022462+0.00065413i,9.3926e-05+0.00052008i,-0.00071753+0.00070515i,-0.00081855-9.4954e-06i,-0.00014483-0.00022166i,0.00063907+0.00086658i,0.00099832+0.00099197i,0.0010969+0.00058315i,0.00063307+0.00011126i,0.00036378-0.00026994i
