-0.00044028+0.0006089i,-6.9932e-05+0.00048374i,-0.0012776+0.00090097i,-0.0016298+0.0010513i,-0.00076779+0.00039485i,-0.0010756+0.00021797i,-0.0010129+0.00074707i,0.00068992+0.0010082i,0.0016503+0.00011683i,0.0017694-0.00045996i,0.00145+7.787e-05i,0.00038799+0.00053692i,-0.0012124-4.682e-05i,-0.0013261-0.00066358i,-0.00079379-0.00080866i,-0.0010643-0.00050929i,-0.00079955-0.00037024i,-0.00096565-0.00069012i,-0.0006008-0.0004931i,-0.00036192-9.2284e-05i,-0.00057385+5.0903e-05i,-0.00079657+0.00031434i,-0.00089581+6.928e-05i
0.00099918-0.0014213i,0.00069439-0.0026784i,0.00072453-0.0024367i,0.00032715-0.0020915i,-0.00017047-0.0017428i,-0.00057612-0.0009492i,0.00015907-0.000743i,0.0012375-0.0013189i,0.00097342-0.0014334i,0.00019281-0.0010588i,-0.0008493-0.00059143i,-0.0015809-0.00024803i,-0.001063-0.00026058i,-0.00033578-0.00050126i,0.00019815+0.00010937i,-3.9085e-06+0.000917i,-0.0005306+0.0011877i,-0.00042885+0.00086038i,-0.00028883-0.00016357i,-0.00013999-0.00027204i,-2.5314e-05+0.00040634i,-0.00043057+0.00070818i,-0.0002261+0.00041562i
0.00019245+0.00075838i,0.00027571+0.0012248i,0.0014955+0.0017375i,0.0013574+0.0015397i,0.00078525+0.00064984i,7.8628e-05+0.00034618i,-0.00063245+0.00025239i,-0.00043259-0.00022004i,-9.6137e-05-0.00042836i,7.1051e-05-0.00080886i,-0.00045697-0.00071736i,-0.0010363-0.00034592i,-0.0010568-0.00059685i,-0.00086608-0.00018526i,-0.00074424+0.0003039i,-0.00056366-0.00024494i,-0.0001164-0.00049223i,-0.00062456-5.9583e-05i,-0.0011787+0.00034891i,-0.00056111+0.00020061i,-2.3001e-05-0.00020515i,4.5762e-05-0.00034764i,-0.00031273-0.0003751i
-0.00039991+0.00014103i,-0.0017995+0.0013211i,-0.0017487+0.002563i,-0.0007407+0.0020808i,-5.0043e-05+0.00050087i,-4.7864e-06-0.00015246i,0.00028251-8.6798e-05i,0.00067248-4.507e-05i,0.00046185-0.00056141i,-0.00060628-0.00095227i,-0.00092406-0.00055353i,-0.00062381+0.00028601i,-0.00081417-0.00019713i,-0.00059997-0.00081257i,0.00057372-0.00039543i,0.00047508+0.00024407i,-0.00022673+0.00074654i,-0.00014599+0.0005262i,-7.2505e-06+0.00057047i,-0.00061249+0.00054245i,-0.00090906-0.00032685i,-0.00034365-0.00039196i,-0.00039558-0.00028723i
0.00056711+0.00064971i,-0.00026486+2.0857e-05i,-0.0004803-0.00015712i,-0.0003096+6.9255e-05i,-0.00030152-4.2669e-05i,-0.00033469-0.0011178i,-0.00043972-0.0014522i,-0.00059015-0.00027046i,-0.00027347+8.8568e-05i,9.1022e-05-4.2598e-05i,-9.9025e-06-0.00024435i,-1.0239e-05-0.00084095i,-0.000284-0.0012834i,-0.00047925-0.0010059i,-0.00053469+0.00033114i,-0.00016883+0.00086773i,8.756e-05+0.00050307i,-0.00029813+0.0008189i,0.00011401+0.0010676i,0.00038162+0.00092131i,-0.00023158+0.0001981i,-0.00094115-0.00067421i,-0.00087554-2.3208e-05i
0.0030003+0.000187i,0.0012136-0.0015243i,0.00058442-0.0031062i,0.00097784-0.0031259i,0.00076323-0.0021724i,-0.00012073-0.0012107i,-0.00075411-0.0006014i,-0.00085368-0.00072059i,-0.00061821-0.00097605i,-0.00054047-0.0011794i,-0.00012703-0.0010994i,-5.6275e-05-0.00055547i,-0.00077558-0.00033382i,-0.0012244+0.00039935i,-0.0012639+0.0006481i,-0.0010066+0.00011418i,-0.00095968+0.00029134i,-0.0011214+0.00026083i,-0.00073186+5.5066e-05i,-0.00041062-2.3373e-05i,-0.00088094-0.00040101i,-0.00090716+0.00014963i,-0.00050885+0.00080189i
-0.0018063+0.00029544i,-0.00026153+0.00044827i,0.00023604+0.00080435i,0.00032992+0.0012515i,0.0011606+0.00024998i,0.0010418-0.00080118i,0.00016073-0.00033219i,0.00032617+9.1701e-05i,0.00029981+0.0003102i,-0.00038588-5.6525e-05i,0.00020017+0.00015424i,0.00068869+0.00015567i,0.00025594-0.0006185i,0.00023704-0.0010855i,-8.7084e-05-0.00086022i,-0.00061419+3.434e-05i,-0.00036101+0.00062114i,-0.00066791+0.0012733i,-0.0011026+0.0010223i,-0.00024701+4.8141e-05i,5.046e-05+3.6127e-05i,0.00018338+0.00054529i,0.00068883+0.00029922i
-0.00092266-0.00025935i,-0.00048042+0.0011014i,-0.00044567+0.0016664i,2.6497e-05+0.001338i,0.00051987+0.00083381i,0.00094363+0.00032216i,0.00073122+0.00031249i,-1.7473e-05+0.00022732i,-0.00053381-0.00033815i,-0.00065035-0.0002543i,-0.00076156-0.00028373i,-0.00044114-0.0003494i,-0.00031416-0.00043068i,-0.00053567-0.0005627i,-0.00046053-0.00010462i,-0.00051152+0.00060126i,-0.00062002+0.00080596i,-0.00029984+0.0005621i,0.00019629+0.00065567i,0.00038588+0.00026075i,-2.547e-05+0.0004271i,8.3681e-05+0.0009392i,0.00026403+0.00095514i
0.00015982-0.001097i,0.00021127-0.00050126i,-0.00077276-0.00030045i,-0.0015514-0.00052231i,-0.0013773-0.00018741i,-0.0015226-0.00022879i,-0.0009848-0.000299i,-4.314e-05+3.4129e-05i,1.5243e-05-0.00044805i,-0.00056706-0.0004703i,-0.0010316-8.0205e-05i,-0.00068017+6.5904e-05i,-0.00065861-0.00043686i,-0.0011801-0.0012901i,-0.001371-0.0006708i,-0.00091647+0.00056741i,-0.00099625+0.00039379i,-0.000821+0.00016322i,5.213e-05+0.00030166i,4.2815e-05-0.00026011i,0.00029422-0.0001942i,0.00056182+0.00072656i,0.00065829+0.0012848i
0.00037392+0.0016811i,0.00032036+0.0013484i,0.0010191+0.00016676i,0.0013539-0.00037952i,0.00117-0.0011251i,-5.0892e-06-0.0009531i,-0.00071719-0.00055187i,-0.00047104-0.00082793i,-0.0002198-0.00087651i,-0.00079966-0.00034327i,-0.00077301-0.00062624i,-0.00025476-0.0013205i,-0.0001925-0.00098781i,-0.00063109-0.00092005i,-0.0015773-0.00084494i,-0.002091+0.00033131i,-0.0014802+0.00044324i,-0.00037605+8.297e-05i,0.00013528-0.00011171i,-0.00016617-0.00051494i,-3.2086e-05-0.0003216i,0.00014083+0.00020325i,-9.1182e-06+0.00057202i
0.0024914+0.00022121i,0.0030963-0.00066958i,0.0038531-0.00086378i,0.0027127-0.00035791i,0.0012363-0.00035359i,0.00081691-0.00074879i,0.00023648-0.001i,-0.00044851-0.0008266i,-0.0011128-0.0002432i,-0.0011245+6.5841e-06i,-0.00058625+0.00028403i,-0.00043267-0.00017408i,-0.00038079-0.0011964i,-0.00060033-0.0013611i,-0.00082887-0.00027397i,-0.0012511+0.00066989i,-0.001413+0.00056218i,-0.00071697+0.00037008i,0.000137+0.00024285i,0.0003384+0.00018422i,-0.00052059-0.00023808i,-0.0010317-0.00051884i,-0.00093729-0.00015956i
-0.00065112+0.00091051i,0.00025256+0.00043173i,0.00011869+0.00057435i,0.0001908+0.00067311i,0.00087075+0.0010893i,0.00031365+0.00086512i,0.00039923+0.00045484i,-6.4666e-05-0.00010008i,-0.0012036-0.0010327i,-0.00038837-0.0010309i,0.00037795-5.941e-05i,-8.4296e-05-0.00028718i,-0.00059276-0.0012341i,-0.00086731-0.001013i,-0.0010834-0.00030707i,-0.0010926-0.00041478i,-0.00084905+9.5486e-05i,-0.00041564+0.00027725i,0.00048222-2.1966e-05i,0.00095961-4.6527e-05i,0.00047253-9.5532e-05i,-0.00013713-0.00030277i,-0.00015985-0.00077274i
-0.0011692+0.00031589i,-0.0014783+0.00080816i,-0.001373+0.0015769i,0.00046034+0.001863i,0.0013144+0.00028596i,0.00059534-0.0016226i,0.00046427-0.0016639i,0.00040416-0.00082351i,-1.8329e-05-0.0011516i,-9.6032e-05-0.0017715i,-7.3573e-05-0.0012386i,0.00026973-0.00053864i,0.00075392-0.00047107i,0.00020099-0.00058039i,-0.00028036-0.00018407i,0.00019752+6.8596e-05i,-0.00039363+0.00014978i,-0.0004769+0.00029652i,-0.00017547-8.2689e-05i,-0.0007065-0.00034464i,-0.00067555-0.00012016i,-0.00032612+0.00025773i,-0.00028912-3.1935e-05i
0.0026213+0.00042693i,0.002631-0.00027244i,0.0023711-0.0005839i,0.0020889-0.00089301i,0.0018486-0.001559i,0.0019626-0.0017084i,0.0014107-0.00093736i,-5.0372e-05-0.00017476i,-0.00010081-0.0003628i,-0.00036141-0.00026997i,-0.00054888-0.0001203i,-0.00024918-9.6986e-05i,-0.00065002+0.00018223i,-0.00060599+2.6441e-05i,-0.00052375-0.00025425i,-0.00073865-5.8205e-05i,-0.0011003+0.00065293i,-0.0016308+0.00064291i,-0.0010491+0.00049545i,-9.109e-05+0.00049116i,-0.00020541+0.00018018i,-0.00047588+5.3513e-05i,-0.00027595-0.00055174i
-0.00029131-0.0012686i,0.00049144-0.00099861i,0.00048612+0.00053582i,0.00030907+0.0010655i,-0.00035347+0.001263i,-0.00049011+0.00089356i,-0.00078024+0.00019589i,-0.0012412-0.00012961i,-0.00092129-9.8309e-05i,-0.00060916+3.2475e-05i,0.00011724-2.7637e-05i,0.00048139+0.00028519i,0.00020945-5.9129e-05i,-0.00011137-0.00037173i,-0.00024-0.00080218i,-0.00073477-0.00071565i,-0.0011288+0.00070647i,-0.00055755+0.0015105i,6.0255e-05+0.0014966i,0.00028389+0.00081502i,2.7706e-05-0.00028025i,-0.00074528-0.00041063i,-0.00048357-8.4876e-05i
-0.00025628+0.0008374i,-0.00042407+0.00145i,8.2007e-05+0.0014533i,0.0011393+0.00048616i,0.0014236-0.0010623i,5.8625e-05-0.0013214i,-0.00057955-0.0012121i,-0.00037654-0.00069167i,-0.000718-7.2398e-05i,-0.00040854-0.00043508i,0.00020023-0.00036467i,0.00027908-0.00082434i,0.0002677-0.00071938i,-0.00022685-7.2517e-05i,-0.00066434+0.00026265i,-0.0010922+0.00091691i,-0.0012804+0.0010238i,-0.00020762+0.00051267i,0.00064414+0.00024334i,-0.00031149-0.00029084i,-0.00059799-0.00077458i,0.00030386+0.00018671i,0.00086922+0.00076206i
-0.00048516+0.0014033i,8.0428e-06+0.001269i,0.00072792+0.0013833i,0.0006719+0.0018595i,0.0014582+0.0016698i,0.0011421+0.00044985i,-0.00021766-0.00050739i,0.0001598-0.00021425i,-0.00042162-0.00015152i,-0.00092684-0.00060833i,-0.00020766-0.00076055i,0.00071203-0.00039863i,0.0013436-0.00038503i,0.00040042-9.3849e-05i,-0.00069419-4.5078e-05i,-0.00053163-6.2658e-05i,-0.0010846+0.00028434i,-0.0011878+0.00040895i,-0.00045749+0.00039615i,-0.0001873+0.00036388i,-0.00022735+0.00058404i,-0.00013339+0.0002599i,-0.0002858-0.00045429i
-0.0014268-0.00091529i,-0.00088826-0.0023009i,-0.00051444-0.0016988i,-0.00026238-0.00075911i,0.00037936-0.0015374i,0.00022528-0.0016458i,-0.00036581-0.00055588i,-0.0003437+5.994e-05i,-0.00022383-0.00059963i,-0.00032237-0.001006i,-0.0014994-0.0011381i,-0.0015235-0.00087034i,-0.00093418-9.7074e-05i,-0.0015993-0.00064488i,-0.0010967-0.00098005i,-0.00016566-0.00030463i,-0.00054254+0.00048395i,-0.00065344+0.00066382i,-5.3017e-06+0.00077481i,-0.00019046+0.00061258i,-0.00012473+8.4079e-05i,1.1875e-05+0.00016693i,-0.00061474-0.00029613i
-0.00016474-0.0016668i,-1.5047e-05-0.0011893i,-0.0011916-0.00082337i,-0.0015338-0.000565i,-0.00049928+0.0002024i,-0.00017166+0.00059036i,-0.00078673+0.00018508i,-0.0010119-0.00016237i,-0.00051456-0.00071297i,-0.00087909-0.00063879i,-0.00092101-0.00019595i,-0.0001526+0.0002666i,0.0004042+0.00051813i,0.00041085+0.00034636i,-0.00030296+0.00024969i,-0.00088432-0.00015375i,-0.00055093-0.00040457i,1.5679e-05-3.4317e-05i,0.00033329-0.00013858i,0.00042084-9.3309e-05i,-0.00013534-0.00011794i,8.5716e-05-0.00024733i,0.00058122+0.00018256i
-0.00068506-0.00169i,-0.0011274-0.0022644i,-0.0018816-0.0021076i,-0.0017875-0.00032361i,-0.0010318+0.00058572i,-0.00017428-0.00020844i,0.00028491-0.00046895i,-0.00028835+0.00072153i,-0.00050786+0.00081492i,0.00018294-0.00049892i,0.00077618-0.00041755i,0.0010759+0.00015327i,0.00064523-0.00040227i,-9.8253e-05-0.00064374i,-0.0005731+0.00015815i,-0.00062419+0.00098999i,-0.00049486+0.00096663i,-0.0006104+0.00068342i,-5.1293e-05+0.00032537i,0.00086854+0.00017585i,0.00082597+0.00022558i,0.00061557-0.00012342i,0.0010645-0.00033878i
-0.0022821+0.00020325i,-0.002108+0.00072419i,-0.0014442+0.0016245i,-0.00038919+0.00090299i,-0.00037732+0.0010028i,-0.00021613+0.00056975i,-0.00013194-0.00061895i,-0.00034988-0.0013908i,-0.00057262-0.0012522i,-0.00048254-0.00051388i,0.00032457-2.0436e-05i,0.0010189+0.00014359i,0.000536+0.00015392i,-0.00074299-0.00024497i,-0.00069113-0.00090102i,-0.00046578-0.00039279i,-0.0015693+0.00010107i,-0.0020073+0.0010779i,-0.0014273+0.0017836i,-0.00098753+0.00090023i,-7.7998e-05+0.00064249i,0.00071946+0.00010206i,0.00091598-0.00023798i
0.001709-0.0014685i,0.0020489-0.0019448i,5.7412e-05-0.0025531i,-0.00034256-0.0018076i,-6.9214e-05-0.0014798i,-8.5923e-05-0.0017107i,4.066e-05-0.0014194i,0.00024443-0.0009321i,0.00061316-0.0011599i,0.00037794-0.0011127i,-0.00015898-0.00046645i,-0.00063848+4.8311e-06i,-0.00064506-3.6843e-05i,0.00026731+0.00032516i,-7.9668e-05+0.00088761i,-0.00045713+0.00095521i,-0.00040557+0.00071969i,-0.00082471+0.0004093i,-0.00096293+0.0004769i,-0.00073383+0.00013072i,-0.00044603-0.00072566i,-0.00024805-0.00047329i,-0.00023464+0.00028479i
-0.0019994+0.0010954i,-0.0016037+0.00061201i,-0.00054627+0.0015276i,0.00068341+0.0010399i,0.0014778+0.00016703i,0.0008982-0.00037838i,-0.00031194-0.00012466i,-0.00090463+9.2005e-05i,-4.0181e-06-0.00032645i,0.00059322+0.00029942i,0.00018451+0.00039605i,0.00011702-0.0010677i,0.00031481-0.0019784i,-0.00055176-0.0017439i,-0.0014291-0.0012035i,-0.0013697-0.00044972i,-0.0012564+0.0002642i,-0.0013816-9.1071e-06i,-0.00083266-3.9888e-05i,-0.0003229-0.00014437i,0.00048657+2.5276e-06i,0.0014049-4.2143e-05i,0.0015601-0.00012242i
-0.0043986+0.00038895i,-0.0038099+0.0016391i,-0.0041941+0.0030829i,-0.0028082+0.0024678i,-0.00043484+0.0018606i,0.00027635+0.0011997i,-9.8977e-05-5.7129e-05i,-0.00019604-0.0013956i,-0.00023046-0.0010822i,0.00035222+0.00056261i,0.00051352+0.0006657i,0.00030308-0.00067642i,0.00019476-0.0017821i,-0.00074437-0.0015345i,-0.001142-0.0015639i,-0.00082973-0.0013968i,-0.00027358-0.0006916i,-0.00039213-0.00017341i,-0.00098194+0.00017505i,-0.00052342+0.00050267i,1.289e-05+0.00061956i,-2.3476e-05+0.0012405i,2.4177e-05+0.0012348i
-0.00023923+0.0005218i,-7.0451e-05+0.00079124i,0.00092556+0.00039126i,0.0014129-0.00029988i,0.0011116-0.001314i,0.00046122-0.0012489i,0.00031075-0.00051303i,0.0010676-0.00013941i,0.00094996-0.00035324i,0.00013235-0.0011806i,0.000182-0.00051283i,0.00049181+0.00041512i,7.8897e-10+0.00015891i,-0.00061331-0.0004206i,-0.00069555+4.9826e-05i,-0.00072162+0.00052448i,-0.00039866+0.00028278i,0.00036363+0.00037745i,0.00078769+0.00015707i,0.00025168-0.00010051i,-9.7075e-05+0.00040981i,-0.00028106+0.00086902i,-0.00075075+0.00027227i
0.0046468+0.0014288i,0.0046412+0.0007546i,0.0040836-0.0009513i,0.0030561-0.0021003i,0.0022785-0.0028724i,0.0012949-0.0026218i,-0.00086935-0.00058296i,-0.0017913+0.0005051i,-0.0012576-0.00040935i,-0.00021906-0.0011561i,0.00085155-0.00087979i,0.00046927-0.0010121i,-0.00018505-0.0010783i,-0.00089074-0.00048834i,-0.0012601-6.111e-05i,-0.0010834+4.6483e-05i,-0.00077361+0.00025014i,-0.00029116+0.0011571i,-0.00023052+0.001366i,-0.00043656+0.00071243i,-0.00064929+0.0002882i,-0.00062799+6.8373e-05i,-0.00017915-0.00047522i
0.001466-0.0016459i,0.0022458-0.0014412i,0.002574-0.0012761i,0.0016112-0.0012077i,0.00079307-0.0012129i,0.00042359-0.0004512i,0.00010568+6.129e-06i,0.00068838-0.00053977i,0.00023646-0.00070262i,-0.00066856-0.00047946i,-0.00049598-0.00065093i,-0.00022642-0.00037809i,-0.00061394-0.00014314i,-0.00074168-0.0002963i,-0.00080229-0.00031829i,-0.00087558-0.0002558i,-0.00052566-0.00038903i,0.0001399-0.00041117i,0.00037545+1.4335e-05i,1.1226e-05+0.00037248i,-0.00069146+0.0002133i,-0.0005383+0.0003829i,-0.00099443+4.1641e-05i
0.0010676-0.0025629i,0.0010945-0.0014916i,-0.00030432-0.00081034i,-0.00070248-0.00045647i,-0.00019721-0.00045817i,0.00022405-0.00051081i,0.00053977-0.00029023i,0.00070222-0.00040312i,0.00023025-0.00050561i,-0.00034064-0.00034974i,-0.00024727+0.00071845i,-0.00047138+0.0015461i,-0.00028839+0.00094731i,0.00022459+0.00025494i,0.00049271-0.00024072i,-0.00029714+7.3839e-05i,-0.00064897+0.00048093i,-0.00036911-6.8346e-05i,-0.00070702+0.00015096i,-0.00041523+0.00059821i,2.046e-05+0.0011527i,-0.00010556+0.0015361i,-0.00029009+0.0012727i
0.00034276-0.0015578i,-0.00053049-0.00092505i,-0.00015073+2.8809e-05i,-8.2757e-05-0.00037166i,0.00014279-6.7969e-05i,0.0006248+6.3849e-05i,0.00062841-0.00063832i,0.00016946-0.00040213i,-7.2468e-05+8.7762e-05i,0.00036017-0.00027417i,-5.3853e-05-3.4504e-05i,-0.00039283+0.00040734i,0.00057791+0.00023644i,0.00012688-0.00031396i,-0.0012569-0.00055135i,-0.0014199+0.00017481i,-0.00072268+0.00053077i,-0.00026709+0.00011988i,7.3783e-05+0.00046388i,-0.00014752+0.00064118i,-6.6342e-05+0.00021939i,0.00038801+0.0001196i,0.00021592+0.00017533i
0.0033059+0.00055314i,0.0022508+0.00018535i,0.0006375-0.0010052i,0.0006024-0.0023986i,0.0011407-0.0031152i,-0.00011715-0.0024953i,-0.00048916-0.0013466i,0.00012553-0.0003073i,0.0002442-0.00033864i,-5.0594e-05-0.00095543i,-0.0003227-0.00081533i,-0.00053759+4.2929e-06i,-0.0011877+0.00030313i,-0.00073511-0.00023273i,-0.00015527+0.00028394i,-0.0003537+0.0010331i,-0.00060868+0.0011346i,-0.00051035+0.00086458i,-0.00054662-7.4978e-05i,-0.00095957-8.8748e-05i,-0.00018616+0.00062198i,0.00033648+0.00029868i,0.00021354-0.00020534i
0.0006199+0.00068834i,0.0015315+0.00029165i,0.0023965+0.00042426i,0.0023471+0.00033354i,0.0020299-0.00015495i,0.00124-0.00034966i,0.00059422-0.00040535i,0.00067829-0.0011948i,8.3237e-05-0.0016974i,-0.00058672-0.0014007i,-0.00052241-0.00059264i,-0.0004577-0.00011959i,-0.00017565-0.00060754i,-0.00023005-0.00080565i,-0.00052723-0.00022758i,-0.0005366+0.00010293i,-3.7993e-05+0.00066479i,-0.00055121+6.8806e-05i,-0.00086903-0.00038809i,-0.00063903-0.00023787i,-0.00047006+2.5735e-05i,-0.00014629-0.00022756i,6.8606e-05-0.00013564i
-0.00057154-0.00079323i,-0.00070542-0.00025485i,-0.00088155+0.00048082i,-0.00099722+0.00070867i,-0.00061053+0.001156i,-0.00083226+0.00044534i,-0.0011221+0.00016848i,-0.00046238+5.4006e-05i,-0.00024104-0.0015481i,-0.00031544-0.0018149i,-0.00038591-0.0010133i,-0.00030418-0.00068923i,-0.00039784-0.00028898i,-0.00066599-0.00025768i,-0.00087377+0.00017376i,-0.00076682+6.8771e-05i,-0.00040585-0.00055147i,-0.00059412+1.2523e-05i,-0.00069484-3.2747e-06i,0.00027082-0.00056584i,0.00074756+0.00015113i,0.00024924+0.0010453i,-0.0002454+0.00051531i
0.00027807+0.00074866i,-0.00031948+0.00066758i,-0.00076996+0.0010653i,0.00024682+0.0009719i,0.00074243+0.00026669i,0.00061478-0.00041072i,0.00036588-0.00084427i,0.00029216-0.00069902i,0.00033476-0.00090015i,-3.9643e-05-0.0007246i,-0.00025265-0.00057764i,-0.00017976-0.00032619i,-0.00052291-0.00074327i,-0.00085922-0.0014823i,-0.0014195-0.0012351i,-0.001355-0.00086908i,-0.00086627+0.00012804i,-0.0011966+0.00021577i,-0.00081456-0.00021524i,-0.00033247-9.0049e-05i,-0.00024494-0.00035427i,-0.00027013+5.7812e-05i,-0.00019566+0.00060872i
5.2737e-05-0.00085648i,0.00039787-0.00058856i,-0.00037071-0.00025187i,-0.00059645-0.00032918i,-4.5032e-06-0.00060852i,0.00012046-0.0011163i,-0.00041063-0.0011875i,-0.00078976-0.001008i,-0.00098668-0.0011748i,-0.00044109-0.00035545i,-0.00028765+0.00082329i,-0.0002637+0.00027401i,-0.00087064-0.00039092i,-0.0014537-0.00081516i,-0.0012032-0.00078364i,-0.00086745+0.00032613i,-0.0010294+0.00033182i,-0.001148+1.5556e-06i,-0.00043634+0.00067296i,0.0002085+0.0010642i,0.00029744+0.0013375i,-0.00043276+0.0010038i,-0.00071896+0.00035393i
0.0028897-0.0023465i,0.0025371-0.0021791i,0.00044401-0.0022772i,-0.0012678-0.0026979i,-0.0010403-0.0020636i,-0.0008153-0.0014751i,9.0919e-05-0.0012342i,0.0010246-0.0010372i,0.00050072-0.0016027i,-0.0011672-0.0018186i,-0.0014824-0.0014666i,-0.00042531-0.0013771i,-0.00052719-0.0003574i,-0.0013661+0.00013355i,-0.0016866-0.00030858i,-0.00073216+3.6814e-05i,0.00032393+0.00082072i,-1.268e-05+0.00091805i,-0.0007999-6.4873e-05i,-0.00073056-0.00016649i,-0.00022369+6.7941e-05i,-0.00044394-0.00018413i,-0.00070942-0.00017211i
0.0018215+0.0026732i,0.0022944+0.0019563i,0.0037909+0.00067925i,0.0037985+0.00017667i,0.0032691-0.00010477i,0.0016828-0.0010104i,3.1058e-05-0.00056095i,-3.3333e-05+0.0001334i,9.2806e-05+0.00012927i,0.00023693-0.00061898i,0.00059299-0.0011492i,0.00024015-0.00072713i,-0.00044557-0.0012096i,-0.00048301-0.0016592i,-0.00062359-0.00075703i,-0.0011469-1.5706e-05i,-0.001968-1.3179e-05i,-0.0018775-0.00030862i,-0.0010097-0.00073125i,-0.00044695-0.00097549i,0.00055379-0.00025797i,0.00045798-4.553e-05i,-4.694e-05-0.00090571i
0.0013846-0.00063091i,0.0018772-0.0015314i,0.0016642-0.0020633i,0.0013631-0.0023168i,0.00099049-0.0020552i,-3.739e-06-0.00054943i,-9.0769e-05+0.00041619i,0.0002496+0.00066165i,0.00059762+0.00034699i,0.00035381-0.00028484i,-0.00061375-0.00017216i,-0.00095722-0.00038542i,-0.00093895-0.00042072i,-0.00060779+0.00029147i,-0.00084556+0.00047436i,-0.0013735-4.6009e-05i,-0.00010419-0.00058602i,0.00045557-0.00046652i,0.00024829-0.00061913i,0.00060417-0.00085211i,0.00068838-0.00095879i,0.00030641-0.0010867i,-0.00020384-0.00060629i
0.0008711-0.0031992i,0.00091972-0.003276i,-0.00023097-0.0040947i,-0.0012007-0.0030429i,-0.00077064-0.001628i,0.00022866-0.00034654i,0.00025375+0.00022359i,0.00018468-1.8254e-05i,0.00041134-0.00092037i,0.0004508-0.0013946i,-0.00020617+1.6231e-05i,-0.00080521+0.00086528i,-0.00023572+0.00071954i,-0.00074345+0.00035015i,-0.00082335+0.00042886i,-0.0005004+0.001188i,-0.00067078+0.001147i,-0.0011777+0.00026785i,-0.0009802-0.00076992i,-0.0001235-0.00069444i,0.00032985+0.00044018i,0.00046119+0.00099893i,9.6592e-05+0.0005169i
-1.2518e-05+0.0020056i,0.0015293+0.001685i,0.0023825+0.002462i,0.0022342+0.0017554i,0.0018492+0.00021507i,0.00078681-0.00052827i,-0.00064905-0.00031651i,-0.00087638-0.00026584i,-0.00017893-0.0010825i,-0.00014872-0.0014302i,0.00067687-0.0011635i,0.00095717-0.00085209i,1.244e-05-0.0010716i,-0.00077007-0.00084637i,-0.00085144-0.00053581i,-8.9061e-05-0.0003081i,-0.00022517+0.00027573i,-0.0010242+0.00017947i,-0.00075578+0.00012159i,-0.00048573+0.00063263i,-0.0002001+0.00087281i,-0.00035253+0.00083738i,0.00027359+0.00066683i
0.0017537+0.0028547i,0.0011182+0.002744i,0.0012339+0.00093282i,0.00051516-0.0013289i,-0.00029003-0.0021754i,-0.00029399-0.0016144i,-7.5808e-05-0.00077928i,-0.00015423-0.00075293i,-0.00022419-0.0012339i,-0.00027305-0.0015675i,-5.4403e-06-0.0012899i,-0.00016441-0.0010524i,-0.00070317-0.0015049i,-0.0014047-0.0014158i,-0.0019922-0.00032716i,-0.0019808+0.00072721i,-0.0015577+0.0010779i,-0.00077521+6.7308e-05i,-0.00019098-0.00075213i,0.00016884-0.0011054i,0.00013402-0.0014176i,-0.00047233-0.00084219i,-0.00019328-0.00037361i
-0.00087499+0.0008438i,-0.00081706+0.00062107i,-0.0013989+0.00057511i,-0.0010932+0.00065436i,-5.4802e-05+0.00045507i,-3.6532e-05+4.4759e-05i,0.00042065-0.00032912i,0.00097675-0.00076807i,0.00022893-0.0010299i,-0.00037225-0.0009185i,-0.00016277-0.00027752i,0.00050697-2.3931e-05i,0.00022514-0.00059268i,0.00028389-0.00069219i,0.00063215-0.00017241i,-0.000419-0.00027145i,-0.0011342-0.00058885i,-0.00087863-0.00010556i,-0.00031032+0.00028256i,0.00072356+0.00058813i,0.00079013+0.00085054i,0.00074223+0.00052311i,0.0009891+0.00057745i
0.00020158+0.00084646i,0.0018588-0.0002548i,0.0030072-0.00046614i,0.0026355+0.00013823i,0.0016863-0.00022747i,0.00022671-0.0014575i,-0.00020314-0.0010088i,0.00070299+0.00048325i,0.00083315+0.00050519i,5.1471e-06-0.0014176i,-3.213e-05-0.0018513i,0.00061159-0.00081612i,0.00045484-0.00063078i,-0.00058844-0.00046719i,-0.00096643-7.5159e-05i,-0.00079368+0.00041543i,-0.00090256+0.00092821i,-0.00080118+0.00088114i,-0.00080993+0.0009494i,-0.0010084+0.00059457i,-0.00039742-0.00019563i,8.3941e-06+8.0662e-05i,-0.00057039+0.00023236i
-0.0017156+0.0010891i,-0.0010378+0.0024904i,-0.00055228+0.0037593i,0.00053373+0.0032457i,0.0019836+0.0014404i,0.0023941+0.00025444i,0.00096143-0.00072971i,-0.0003683-0.0010605i,-0.0004577-0.0013258i,-0.00015497-0.0011523i,-0.00018473-9.4497e-05i,-0.00014011+0.00010304i,-6.3383e-05-0.0010154i,-0.00045395-0.0015239i,-0.00082374-0.0011361i,-0.00077268-0.00094815i,1.1489e-05-2.4063e-05i,8.9843e-05+0.00083924i,-0.00056663+0.0006507i,-0.00020253+0.00048053i,0.00026341+0.00053303i,0.00065413+0.00033892i,0.00086402+0.00023348i
