-0.0005322-0.00050621i,-0.0004167-0.0010116i,-0.0014835-0.0010857i,-0.0015501-0.00064749i,-0.00078505-1.2524e-05i,0.00015062+0.0012428i,0.00060562+0.0015481i,0.00083687+0.0015908i,0.00084315+0.00098385i,0.0003325-0.00030314i,0.00035452-0.0011332i,0.00054239-0.0011902i,0.00020038-0.00023068i,0.00056267+0.00022461i,0.00093162+3.0451e-05i,-0.00012008+0.00023933i,-0.00054175-0.00012797i,0.00017809-0.00050016i,0.00068706-0.00060423i,0.00088238-0.00098713i,0.0012302-0.0012704i,0.00077279-0.0017192i,6.9093e-05-0.001361i
-0.0015344+0.0010182i,-0.0011751+0.00040529i,-0.0016523-0.00051883i,-0.0013649-0.0014893i,0.0007106-0.0019282i,0.0011647-0.0018032i,0.00023266-0.001571i,-0.001177-0.001048i,-0.0026098+0.00035528i,-0.0023291+0.0019936i,-0.00079788+0.00057915i,-0.00047684-0.0015488i,-0.00050572-0.003278i,-0.00060251-0.0045283i,-0.00063669-0.0045113i,-0.00092973-0.0045865i,-0.0014133-0.0044917i,-0.0010473-0.0027747i,-0.00045281-0.0008901i,-4.3861e-06+0.00086804i,0.00015275+0.0022928i,-0.00059715+0.0025793i,-0.0016151+0.0021397i
0.0002336-0.00084091i,-0.0016124-0.00076255i,-0.0019575-0.00091534i,0.00057431+0.00017776i,0.0023296+0.0013146i,0.0020167-0.00021191i,0.00079206-0.0023i,-0.00016515-0.0022085i,-0.001394-0.00022693i,-0.00088172+0.00046182i,0.00051857-0.00026093i,0.0011312-0.00034643i,0.002664+0.00045805i,0.003617+0.0011849i,0.003793+0.0013504i,0.0046228+0.0015593i,0.0044685+0.0027266i,0.0032487+0.0028731i,0.0014781+0.0016692i,-0.00049068+0.0011196i,-0.0011955+0.00056519i,-0.00049455+0.00015705i,-0.0001349+1.34e-05i
-0.0012953+0.00011292i,-0.00098815+0.00069858i,0.00064154+0.0024277i,0.0017294+0.0034336i,0.0017205+0.0015777i,0.002005-0.00055145i,0.0017426-0.0014081i,0.00050475-0.0022323i,-0.00090391-0.0024937i,-0.0011058-0.0014931i,-6.5856e-05-6.6529e-05i,0.00065391+0.00040354i,0.00099388+0.0014164i,0.00043275+0.0028551i,-0.00097321+0.0027549i,-0.0013204+0.0019566i,-0.00071498+0.0010115i,4.479e-05-0.0014498i,2.7802e-05-0.0021699i,-0.0011418-0.0010225i,-0.0011865-0.00081444i,-0.00068993-0.0016386i,-0.00045238-0.0021563i
-0.002659-0.0018453i,-0.0035199-0.0015472i,-0.0029985-0.00098131i,-0.0017382-0.0011156i,-0.00065171-0.0015481i,0.00075885-0.0021629i,0.001235-0.0023973i,0.00073089-0.0025383i,-0.00047069-0.0021241i,-0.0014929-0.00027582i,-2.0385e-05+0.00069794i,0.0014023-0.00042561i,-0.00014133-0.00086582i,-0.0017463-0.00084231i,-0.0020647-0.0015282i,-0.002922-0.0015655i,-0.0033049-0.00013421i,-0.0025662+0.0012881i,-0.00084226+0.001864i,0.0012375+0.0014912i,0.0016071+0.00093622i,0.0008015+0.0016822i,0.00032215+0.0022672i
4.9552e-05-0.00033369i,0.0018171-0.00025059i,0.0031476-0.0013462i,0.0033638-0.0020154i,0.0029077-0.00095487i,0.0014243-0.0010307i,0.001645-0.0036261i,0.0021229-0.0048934i,0.0012705-0.0032001i,0.0016334-0.0013497i,0.0025438-0.00075815i,0.0026966-0.0010331i,0.0028157-0.0019388i,0.0035172-0.0021283i,0.0041768-0.0026086i,0.0048449-0.0029941i,0.0050347-0.003003i,0.0039423-0.0029457i,0.0025007-0.0014695i,0.0011493+0.00047061i,-0.00031133+0.0010816i,-0.0009441+0.00077956i,-0.0002649-5.9101e-05i
-0.00016825+0.00056467i,-0.0014294+0.0011857i,-0.0011664+0.0021834i,0.00019702+0.0034291i,0.00094894+0.0021009i,0.0012884-0.00058219i,0.0015198-0.001067i,0.0016462-0.0009998i,0.0019042-0.0011768i,0.0027825-0.00050459i,0.0033231+0.00049143i,0.0034621+0.0013473i,0.0027246+0.0016743i,0.0025482+0.0023709i,0.0035556+0.0032074i,0.0027642+0.0029423i,-0.00060006+0.0018636i,-0.0024889+0.00080803i,-0.0023326+0.00015i,-0.0019709-0.00098167i,-0.0011775-0.0020368i,-0.001025-0.0016863i,-0.0014079-0.0013979i
-0.00065266-0.0023135i,0.0010173-0.0026886i,0.0016307-0.0032592i,0.00025202-0.0019017i,9.0564e-05-4.4101e-05i,0.0024366+0.00041139i,0.0031802+0.00033998i,0.0022961+0.00061161i,0.0012392+0.0013533i,0.00070832+0.002746i,0.00072062+0.0033187i,0.00059841+0.0025027i,0.00015086+0.0012737i,-0.00087924+0.001787i,-0.0025339+0.0036016i,-0.002415+0.0038326i,-0.00088412+0.0028989i,0.00096374+0.0016493i,0.0021405-0.00054065i,0.0017138-0.0019414i,0.0012478-0.0015806i,0.00097489-0.00015426i,0.00033036+0.001019i
-0.0034283+0.0014368i,-0.0029934+0.0034374i,-0.0017093+0.006286i,0.0010121+0.0049156i,0.0031048+0.0019652i,0.0025071+7.1978e-05i,0.0012853-0.0011974i,0.00036587-0.00094959i,-0.0009016+0.0008543i,-0.00097482+0.0025359i,0.00014661+0.0022893i,0.00099785+0.00038513i,0.00045281-0.0016805i,-0.0015393-0.0030721i,-0.0023474-0.0037073i,-0.0026842-0.0040922i,-0.0027045-0.0044366i,-0.0019484-0.0033684i,-0.00029699-0.0013298i,0.0011568+0.00069984i,0.0011412+0.0014591i,0.00051989+0.00083497i,0.00037158+0.0001183i
-0.0028999-0.00087245i,-0.0022628-0.0019837i,-0.0025281-0.001022i,-0.0015446+0.00034634i,0.00087948+0.00045016i,0.0015572-0.0013776i,3.9139e-05-0.0027065i,-0.00034034-0.0015993i,-0.00012186+6.7644e-05i,-0.00018842+0.00072964i,-0.00024891+0.0006316i,0.00032931+0.00067618i,0.0018102+7.6585e-05i,0.0032413-0.0020673i,0.0041229-0.0023475i,0.0032339-0.00079791i,0.0017168+0.00063052i,0.00076761+0.0014729i,0.00085597+0.0014079i,0.0012136+0.00057708i,0.00051432+0.00026255i,-0.00041186-9.3397e-05i,-6.0704e-05-0.0013021i
-0.001207-0.00025916i,-0.00050073+0.00078615i,0.0018733+0.0019696i,0.0046143+0.0014006i,0.0049064-0.00095269i,0.0035567-0.0015864i,0.0024254-0.0010966i,0.00059573-0.0017892i,-0.0010313-0.0020948i,-0.00089172-0.0011623i,-0.00040419-0.00077233i,0.00089857-0.00065605i,0.0018226+0.0011706i,0.0016099+0.0033713i,0.0018583+0.0041474i,0.0027477+0.0028453i,0.0032378+0.0010974i,0.0021728-0.00013641i,0.00018602-0.0015294i,-9.825e-05-0.002088i,0.001018-0.0012012i,0.0016099+3.0018e-05i,0.0013066+0.00076215i
-0.0010903+0.00096643i,-0.0021133-0.00025834i,-0.001936+0.00037334i,-0.00076095+0.0012745i,0.0012361+0.00066245i,0.0018001-0.0013332i,0.0017647-0.0022005i,0.0011726-0.0022691i,0.00087227-0.0011197i,0.00126+0.00061755i,0.00091082+0.00046262i,0.00058512-0.00058193i,-0.00038914+0.00016952i,-0.0014351+0.0016177i,-0.0026967+0.0017466i,-0.0035188+0.00094122i,-0.0028315+0.00065161i,-0.0010096+0.0011362i,0.00045107+0.0013072i,0.00048456+0.00039878i,0.00025662+2.2599e-05i,6.4131e-05+0.00045969i,-0.00011438+0.00029848i
0.0014366+0.00091174i,0.0020127+0.00066699i,0.0033602-0.00053508i,0.0032804-0.0020198i,0.0021166-0.002314i,0.0011257-0.0034964i,-9.5715e-05-0.0040465i,-0.0009311-0.0030687i,-0.00059648-0.0026416i,0.00083636-0.0019655i,0.0020982-0.0013611i,0.0018687-0.0014721i,0.00091703-0.0016671i,0.00015977-0.002341i,-0.00062063-0.0035675i,5.277e-06-0.0039016i,0.0018752-0.001855i,0.0028234-0.00056208i,0.0021811-0.00066526i,0.00051203-5.3592e-05i,-0.00015799+0.00021121i,-0.00042744+0.00011937i,-0.0012615+0.00014458i
-0.0025453+2.342e-05i,-0.0028423+0.00094858i,-0.0027496+0.003451i,0.00011349+0.0037738i,0.0028542+0.0015635i,0.002946-0.0012489i,0.0020394-0.0018325i,0.0017419-0.00068562i,0.0016559+4.3981e-05i,0.00112+0.00046822i,0.0018577+0.00068628i,0.0025296+0.00053543i,0.0023482+0.0003065i,0.0022865+0.00051127i,0.0029313+0.00037451i,0.0037359-0.00050619i,0.0028041-0.00044062i,-0.00036358+0.0003425i,-0.0017901+0.0012152i,-0.0011088+0.001214i,0.00023482+8.2866e-05i,0.0010285-0.00049287i,0.001287+0.00019041i
0.001633-0.0013045i,0.001831-0.0017561i,0.0020945-0.0025379i,0.0014611-0.0027468i,0.00022345-0.0029188i,0.00057035-0.0027811i,0.0016773-0.0025693i,0.001908-0.0025706i,0.0014033-0.0013293i,0.00095767+0.00019551i,0.00074678+0.00048665i,0.00030148+0.0011533i,-0.0006025+0.0021424i,-0.00042961+0.0026536i,0.00048237+0.003809i,0.0011456+0.0047291i,0.0018107+0.0042498i,0.0025477+0.002748i,0.0022983+0.00074408i,0.0010307-0.00078234i,5.5821e-05-0.00042576i,-0.00058051+0.00056931i,-0.00071416+0.00057035i
-0.00095869-0.0011004i,-0.0021513-0.00047775i,-0.0028625+0.0012395i,-0.0018638+0.0011942i,0.00018022-8.2105e-06i,0.0015917-0.00017244i,0.0017933-0.00044747i,0.00079531-0.00018722i,0.00042188+0.0010477i,0.00045983+0.001457i,0.00046876+0.0011824i,0.00055396+0.00062037i,0.00038065+0.00013483i,-0.0010066-0.0003191i,-0.0024402-0.00045522i,-0.0025535-0.00074826i,-0.0016224-0.00082812i,-0.00019384-0.00083647i,0.00054961-0.00050609i,0.00024125+9.3195e-05i,-0.00052915-0.00030802i,-0.00086264-1.8309e-05i,-0.00061961+0.00027582i
0.00054357+0.00089658i,0.00013005+0.000813i,0.0010166+0.00028203i,0.001636+2.8197e-05i,0.00083855+0.00073733i,0.00024563+0.00020217i,0.00027734-0.0010537i,-3.5767e-06-0.00053211i,-0.0011059+0.00092633i,-0.00093401+0.0016733i,0.00036641+0.0016585i,0.00029466+0.00070591i,0.00051289-0.00021539i,0.0012723-0.001801i,0.00056053-0.0030566i,-0.0005434-0.0027606i,-0.0012024-0.0015614i,-0.0015643+0.00079251i,-0.00096459+0.001917i,-0.00011187+0.0010775i,0.0001507-0.00047325i,0.00041726-0.00078779i,-0.00017662-0.00079905i
-0.00082446+0.00037609i,-0.0013029+0.0010862i,-0.00076737+0.0021841i,0.001485+0.0012751i,0.004234-0.00093834i,0.0046641-0.00062319i,0.0036716+0.00021794i,0.0019725-0.00048228i,-0.00069232-0.00036773i,-0.0012649+0.00042659i,-0.00012317+0.00048958i,0.00011215-0.00018451i,0.00014273-0.00049172i,0.0018652-0.0001671i,0.0037866-4.9186e-05i,0.0034982+0.00076068i,0.0024131+0.00078648i,0.0014355+0.00019817i,0.00045274+5.6329e-05i,0.00058076-0.00010689i,0.00075592-0.00020946i,0.00071037-0.00050758i,0.00097609+0.00013895i
-0.0002132+7.7164e-05i,-0.0006426-0.0025818i,-0.0012922-0.0037769i,-0.00018474-0.0029221i,0.0014782-0.0017289i,0.0022515-0.0015334i,0.0016391-0.0021682i,0.00021341-0.0022965i,-0.00011121-0.0017344i,0.00020075-0.00087078i,0.0001212-0.00062873i,0.00042396-0.00070576i,0.00043576-0.00032498i,0.00029625+0.00075972i,0.00052301+0.0023304i,-0.00038996+0.0025431i,-0.0016366+0.002281i,-0.0015005+0.0015593i,8.7936e-06+0.0010053i,0.00098446+0.00060825i,0.0012476+0.00041201i,0.0010697+0.00071621i,0.0007146+0.00078051i
0.002707+0.0021989i,0.0031047+0.0018382i,0.0036577+0.0018632i,0.0023123+0.00055416i,-4.7242e-05-0.0010627i,-0.0015074-0.0014924i,-0.0012167-0.0010305i,-0.00028844-0.00076145i,0.00064278-0.0011471i,0.0012013-0.001147i,0.0021101-0.00016632i,0.0022392-0.00023042i,0.00075147-0.0012868i,-0.001286-0.0016987i,-0.0019898-0.0015191i,-0.0012942-0.0017847i,-0.00037314-0.00152i,-3.1964e-05-0.00052438i,0.00058058-0.00025787i,0.00018088+0.00012146i,-0.00097754+0.00017568i,-0.0015628-0.00039848i,-0.0014489-0.00028334i
-0.0005579-0.00057654i,-0.0012659-0.0009801i,-0.0015306-0.00019262i,-0.00031433+0.00095347i,0.00091481+0.00030122i,0.00020943-0.0020942i,-0.00033773-0.0028153i,0.00020338-0.0020668i,0.0005522-0.00056058i,0.0016992+0.00052518i,0.0024727+0.00091285i,0.0027665+0.0015985i,0.0025276+0.0011938i,0.0016336-0.0010351i,0.001206-0.0023152i,0.0017196-0.0023427i,0.0017352-0.0015529i,0.00039802-0.00043669i,-0.00036946+0.00020976i,-0.00044174+0.00040807i,0.00026838+0.00015291i,0.00096322-0.00085024i,0.0013456-0.00087649i
-0.0024914-0.0014616i,-0.0024514-0.00052909i,-0.0023016+0.00051567i,-0.00083132+0.00079558i,3.1948e-05+0.0011641i,0.0007303-3.9325e-05i,0.00096733-0.0023794i,0.0011006-0.0027293i,0.0011291-0.00048496i,0.00091978+0.0011863i,0.0013135+0.0013879i,0.0017453+0.0013979i,0.00091124+0.0016108i,-0.00034143+0.0014313i,0.00031127+0.0014149i,0.0018205+0.0018724i,0.0025123+0.0012276i,0.0020743+0.0010346i,0.0011573+0.0015406i,0.00061551+0.0014689i,0.00098238+0.0015238i,0.0013723+0.0015872i,0.0010679+0.0010765i
-0.002827+0.0039443i,-0.0022951+0.0026419i,-0.00091824+0.0038781i,0.0014198+0.0042668i,0.0039093+0.0016072i,0.0043071-0.0013746i,0.0033051-0.00050546i,0.0015935+0.00091637i,0.00066405+0.00084092i,0.0010607+0.0010991i,0.0015076+0.00066389i,0.0012285-3.7225e-05i,0.0003555+0.00021898i,-0.0001203+0.00029819i,-0.00060911+0.0013259i,-0.0011768+0.0021729i,-0.00034273+0.00078502i,0.00075949-0.00034917i,0.00079857-0.00021337i,0.00045672+0.00037934i,-0.0005609+0.00062745i,-0.0017074+0.00049695i,-0.0020078+0.0010315i
-0.0025125+0.0018053i,-0.00042678+0.0019144i,0.0013987+0.0033135i,0.0045068+0.0030939i,0.0071767+0.00097424i,0.006843-0.00090705i,0.0049573-0.0014516i,0.0036698-0.001957i,0.0014778-0.0006853i,0.00039573+0.0016923i,0.0014313+0.0017862i,0.0013933+0.00077586i,0.00032502-0.00028898i,0.00032062-0.00028833i,0.00014246-0.00079215i,-0.00048063-0.0017689i,-0.00033064-0.0013776i,0.00022045-0.00039112i,0.0007741+0.00025886i,0.00086948+6.373e-05i,0.0012267-0.0005146i,0.00072388-0.0013773i,-0.0001499-0.0022533i
-0.028971+0.014788i,-0.018895+0.013044i,-0.0064515+0.023515i,0.0091533+0.022135i,0.018196+0.012717i,0.017292+0.00087417i,0.0077874-0.0034885i,0.0015559+0.00018851i,-2.483e-05+0.0045389i,0.0027818+0.0072874i,0.00735+0.0052941i,0.0087903-0.00060687i,0.0073356-0.0036918i,0.0056139-0.0019463i,0.0058386+0.00036547i,0.0062805+6.1216e-05i,0.0037862-0.00084956i,0.00094123-0.00081086i,-0.0001573-0.0014085i,0.00015958-0.0021347i,0.0015582-0.001472i,0.0025662-0.001034i,0.0027069-0.0013372i
0.0070299-0.0049586i,0.0055249-0.0050215i,0.0032981-0.0073677i,-0.0010422-0.0062881i,-0.0038228-0.0035615i,-0.0037405-0.0012914i,-0.00057739-0.0009943i,0.00042338-0.0013741i,-0.00050586-0.0014386i,-0.0020809-0.00085392i,-0.0026124+0.00033329i,-0.0011472+0.0014235i,0.00012761+0.0015923i,4.3312e-05+0.0015144i,0.00012558+0.0016283i,0.00062197+0.0022747i,0.0010906+0.0028883i,0.0013783+0.0023183i,0.0010502+0.0016196i,9.1732e-05+0.0014452i,-6.0573e-05+0.0013811i,0.00067241+0.0017645i,0.00085552+0.0023551i
0.0033663-0.003736i,0.00084573-0.0037438i,-0.0011575-0.003078i,-0.0014841-0.00033728i,-0.00062244-0.00051115i,0.00042115-0.0012143i,0.0016023-0.0015495i,0.0023271-0.0023802i,0.0017523-0.0025368i,0.00053792-0.0010621i,0.00014555+0.00049139i,0.00043558+0.00065647i,-3.8339e-05+0.00034425i,-0.0015695+0.00066365i,-0.0019232+0.00055257i,-0.0015175-0.00036736i,-0.0015766-4.4851e-05i,-0.0009143+0.000176i,-0.00042434-0.00029344i,-0.00043758-0.00023593i,-0.00029976-0.0002544i,-7.2727e-05-6.2302e-05i,-0.00014277+0.00019163i
0.004384-0.0032224i,0.0023842-0.0041151i,-3.1193e-05-0.0068406i,-0.002236-0.0069532i,-0.0021123-0.0045002i,-0.00053351-0.0024855i,0.00071392-0.0023658i,0.00077406-0.0022721i,0.00064485-0.0018561i,0.0012644-0.0018068i,0.0016331-0.0010657i,0.00086222+0.00034566i,0.00046523+0.00083824i,-0.0001758+0.00051798i,-0.00092145-0.00063172i,-0.00021369-0.0019662i,0.00026963-0.0021151i,0.00031714-0.00091382i,0.00076972+0.00029942i,0.00039876+0.00052756i,-0.00017546-0.00029141i,-0.00084029-0.00082351i,-0.00091879-0.00077887i
0.00081399-0.0024858i,-0.00025931-0.0013395i,-0.00099872+0.00017507i,-0.0011254-3.7301e-05i,-0.0012645-0.001522i,-0.0011056-0.001131i,9.2281e-05-0.00080855i,0.00055083-0.0015615i,0.00040665-0.0015145i,0.0012799-0.0006286i,0.0021137+0.00046718i,0.0015325+0.0010289i,0.00073102+0.00046257i,0.0005408-0.0013103i,0.0013933-0.0012933i,0.0022412+0.00036069i,0.0022997+0.00024188i,0.0019404-0.00046679i,0.0012406-0.00028332i,0.0013245-0.0004517i,0.0019943-0.0010196i,0.0020806-0.00038997i,0.0016647+0.00019032i
0.0019892-0.0034074i,6.6727e-05-0.0025099i,-0.0032179-0.0032697i,-0.0047186-0.0013981i,-0.0035812+0.001328i,-0.0017226+0.00043992i,0.00019176-0.0013828i,0.0014276-0.0012666i,0.001994-0.00022275i,0.0016443+0.0010866i,0.00055215+0.0022781i,0.00071247+0.0022964i,0.0011742+0.0021918i,0.00099076+0.002313i,0.0006727+0.0024288i,-0.00019857+0.0027707i,-0.00081157+0.0025499i,-0.0010313+0.0021042i,-0.00090674+0.00071332i,-0.00032425-0.00030717i,0.00020115+0.00018306i,0.00034871+0.0012218i,-0.00043039+0.00070583i
2.7585e-05-0.00012901i,-7.3248e-05-0.00049784i,0.00122-0.0006025i,0.0020339-7.2974e-05i,0.0010072-0.001614i,0.0012515-0.0035135i,0.0029245-0.0034707i,0.0032937-0.0022333i,0.0023329+2.3587e-05i,0.0011109+0.0011427i,0.001275+0.00083968i,0.00093885+0.00052984i,-0.00089959+0.00061172i,-0.0012278+0.00054245i,-0.00056602-9.3583e-05i,-0.0004943-0.00080536i,-0.00044026-0.001357i,0.00018387-0.00037323i,0.0008189+0.00026373i,0.00037807+0.0001402i,-0.0004938+0.0006323i,-0.0011791+0.00033054i,-0.0012304-0.00037561i
0.00039085-0.0009718i,-0.00052556-0.0006539i,-0.0018557-0.00049245i,-0.003172-0.00070345i,-0.0029979-0.00088193i,-0.001644-0.00031702i,-0.00077361-9.7948e-05i,-0.00080322-0.00027343i,-0.00046616+8.088e-05i,-4.9686e-06+0.00098295i,-9.6837e-05+0.00077342i,-0.00021604+0.00022728i,-0.00010444+0.00052874i,-0.00012132+0.00044467i,0.00022777-0.00052575i,0.00073342-0.0012881i,0.00088712-0.0015938i,0.00073385-0.0017062i,0.00091853-0.0014767i,0.0012955-0.0012143i,0.00027715+2.6901e-05i,-0.0002979+0.00026215i,0.00023114-0.00051871i
0.0027173-1.0883e-05i,0.0017277-0.00059825i,0.001531-0.00060594i,0.0018816+0.00011259i,0.0022305+0.0005054i,0.0019185-0.00027103i,0.001958-0.0010248i,0.0016519-0.0014815i,-0.0001598-0.0015829i,-0.0015637-0.00059651i,-0.00091424+0.00011912i,-0.0001788-0.00018525i,0.00047854-0.0010375i,0.00048919-0.00072137i,-7.2139e-06+0.00023684i,0.0010891+0.0015636i,0.001651+0.0017233i,0.0014557+0.00025565i,0.0012483-0.00020062i,0.00089843+0.00055885i,0.0013096+0.0012105i,0.0011747+0.00048954i,0.00067852+0.00016577i
-0.0023404+0.0004058i,-0.0018251-0.00046738i,-0.0020579-0.00048891i,-0.0019803+0.00027534i,-0.00046235-0.00021651i,0.0016088-0.0024344i,0.0020896-0.0032372i,0.0010756-0.0026753i,-0.00062874-0.0012537i,-0.0012667+0.00069435i,-0.00017313+0.0014428i,0.00050445+0.001097i,0.00095255+0.00094514i,0.0012916+0.00060508i,0.00071879+0.00063087i,-0.00020099+0.0011829i,-0.0010345+0.0012303i,-0.00057433+0.0011475i,0.00066278+0.00086662i,0.00069115+0.0008701i,0.00037404+0.00090399i,0.00010127+0.00075309i,-0.00018172+0.0007739i
0.0013712-0.0042153i,0.00014803-0.0035711i,0.00015597-0.0045902i,-0.00019533-0.0044574i,-0.0011632-0.0024126i,-0.0014365+0.00010112i,-0.0010311-0.0003683i,-0.00082736-0.0023051i,-0.00098168-0.0021442i,-0.00094154-0.0013272i,-0.0010011-0.0011278i,-0.00088328-0.0012741i,-9.7562e-05-0.00033939i,-0.0006938+0.00032598i,-0.0018192-0.00018349i,-0.0020448-0.00064037i,-0.0019105+0.00033331i,-0.0016678+0.0014796i,-0.0012255+0.00079283i,-0.0012116+0.00049774i,-0.00066871+0.00059203i,0.00016264+1.7645e-05i,-0.00047221-5.9985e-05i
0.0027214-0.00025425i,0.0012403+0.0014298i,4.36e-05+0.0034967i,-0.00060283+0.0036176i,0.00046886+0.0016623i,0.0010316-0.00019936i,0.00095738-7.5541e-05i,0.0015814+9.1832e-05i,0.0017338-0.00073386i,0.0013875-0.0010968i,0.0013098-0.0011966i,0.0014402-0.0011506i,0.0015854-0.00049474i,0.0020321-0.00078561i,0.0012787-0.001608i,0.00086851-0.0017222i,0.0012059-0.001495i,0.00096393-0.000959i,0.0011576-0.00014575i,0.001558-0.00061336i,0.0009704-0.00078903i,0.00029734-0.00046432i,-0.00019995-0.00041516i
0.0027303-0.0034749i,0.0011572-0.0058861i,0.00018449-0.0078598i,0.00079955-0.0060732i,0.0011885-0.0033264i,0.00075173-0.002213i,0.00084561-0.0026513i,0.001328-0.00266i,0.0018147-0.00088543i,0.0020852+0.00076411i,0.0018524+0.00093655i,0.0016394+0.0010395i,0.001473+0.0016234i,0.0011387+0.0014815i,0.00016471+0.00099667i,-0.00040588+0.00093857i,-6.6378e-05+0.0019021i,-0.00097853+0.00211i,-0.0015524+0.0010101i,-0.00087249+0.00021363i,-0.00087225-0.00013313i,-0.00070872+0.00011369i,0.00010195+8.6293e-05i
0.0022577+0.0012906i,0.00088699+0.0016759i,4.7654e-05+0.0018287i,-0.0012254+0.0013235i,-0.0017709+0.00031078i,7.0144e-05-0.0014027i,0.0021472-0.0012867i,0.0020984-3.6861e-05i,0.0012886+0.00038223i,0.00099362+0.00074917i,0.0004261+0.0015316i,0.00037827+0.0017938i,0.00031439+0.0015217i,-0.00058045+0.0014102i,-0.0009519+0.0010482i,-0.00041653+0.00054814i,0.00020359+0.00044557i,0.00069833+0.00141i,0.00043416+0.0019483i,0.00040246+0.0012534i,0.0002977+0.00059275i,2.2642e-05+0.00087689i,-0.00018952+0.00077479i
-0.0029631-0.003377i,-0.0027449-0.0031537i,-0.002631-0.0018109i,-0.001103+0.00099779i,0.0011418+0.0017228i,0.0011996-0.00025471i,0.00086153-0.0023612i,0.00016218-0.0018273i,-0.0012192+0.00052269i,-0.00079783+0.0020967i,0.00051142+0.0024731i,0.00077848+0.0022386i,0.00084954+0.0011603i,0.00059351+0.00085165i,-0.00035346+0.00013097i,-0.00044336-0.001225i,-0.00032877-0.001618i,-0.0003347-0.0013836i,-9.5395e-05-0.0017567i,-0.00015353-0.0017801i,0.00025339-0.00054764i,0.00039092+0.00033987i,0.00031317+0.00074555i
-0.00027834+0.00036829i,8.2623e-05+0.0021041i,0.00056097+0.0022495i,0.00095117+0.00062724i,0.0013677-0.00044134i,0.00099596-0.00026036i,0.0010368-2.4017e-05i,0.00073721-0.00031369i,4.3531e-05+3.4929e-05i,0.00010508+0.00082251i,-0.00037057+0.00092705i,-0.00091355+0.00030087i,-0.00041745+0.001046i,0.00065461+0.0015882i,0.0017488+0.00072728i,0.001604+0.00010485i,0.0012033+0.00018827i,0.00073358+0.00096657i,0.00095571+0.0015953i,0.0010956+0.0011768i,6.6052e-05+0.00042217i,-0.00030377-0.00024451i,-2.5721e-05-0.00032919i
0.0018334-0.003519i,0.00029042-0.0048266i,-0.0017835-0.0048304i,-0.002989-0.0031251i,-0.0019545-0.0017112i,9.0692e-06-0.0010612i,0.00093696-0.00039471i,0.00065732+0.00042291i,-0.00025349+0.00036035i,-0.00085999+0.00056651i,-0.00076428+0.00098517i,-6.1597e-05+0.00082368i,0.00049257-0.00013642i,0.0011682-0.0010774i,0.00084905-0.00024345i,0.00012823+0.00063697i,0.00017393+0.000952i,0.0010697+0.0012763i,0.0016073+0.00036628i,0.0010896-0.00055275i,0.0011635-0.00088799i,0.0013378-0.0011931i,0.00070348-0.0013431i
-0.00050966+0.00074291i,-0.00083542+0.0034826i,-0.00029554+0.0047358i,0.0011484+0.0033132i,0.0023763+0.0011768i,0.0018735-0.00055104i,0.00096362-0.0016408i,0.00022147-0.0014111i,-0.0010023-0.00051581i,-0.0016847+0.00072999i,-0.0014896+0.0015034i,-0.0014246+0.0012651i,-0.00084878+0.00095686i,-0.00021697+0.001044i,-0.00019009+0.00058115i,-0.00071286+0.00023717i,-0.0012306+0.00075039i,-0.0014096+0.00059987i,7.4632e-05+0.00018587i,0.00086813+0.00050693i,0.00036641-0.00013808i,-3.6362e-05-0.00062567i,-0.00059953-0.0001012i
-0.0026779-0.0031198i,-0.0036523-0.0043586i,-0.0033357-0.0052141i,-0.0022524-0.0034198i,-0.0016549-0.00072655i,0.00010459-0.0002982i,0.0004796-0.0012603i,-0.0007884-0.0016559i,-0.0010495-0.0017383i,-0.00095273-0.0017396i,-0.00010902-0.0010234i,-0.0002755+9.2989e-06i,-0.00077572-0.00010681i,-6.5472e-05-0.00069457i,0.00056689-2.7861e-05i,0.00084916+0.00029103i,0.0011435-0.0001768i,0.0011162-0.00041158i,0.00099769-9.4123e-05i,0.0019841-0.00010126i,0.0018509-3.0686e-05i,0.0010464+0.00024598i,0.00098664+0.00043499i
-0.00075355-0.00081834i,-0.0017978+0.00086364i,-0.0028304+0.0021443i,-0.0020365+0.0028255i,-0.0012205+0.002236i,-0.00028901+0.0013937i,0.0013009+0.00079076i,0.0019101-0.00074709i,0.0013366-0.0018341i,0.00026688-0.0016079i,0.00021699-0.0011021i,0.0012136-0.0014733i,0.0012542-0.0016179i,0.00086722-0.0011222i,0.00076454-0.00062806i,0.00090392-7.9301e-06i,0.00058469+0.00082022i,0.00045669+0.00066097i,0.00074253-0.0007486i,0.00066185-0.0012536i,2.9376e-06-0.00075978i,-0.00028465-0.00041395i,0.00023729-0.00035441i
0.00022962-0.0048867i,0.0012174-0.0047767i,0.0014789-0.0039415i,0.0010067-0.0023155i,0.0011227-0.00071821i,0.0024018+0.00011356i,0.0034592-0.0012043i,0.0032199-0.0023723i,0.0020007-0.0019785i,0.0014015-0.00027647i,0.0025846+0.00095366i,0.0033169+0.00091501i,0.0024556+0.0010522i,0.0010957+0.0015321i,0.00039364+0.0010902i,0.0011649+0.00081953i,0.0010245+0.00081875i,-0.00067612+0.00075973i,-0.00074865+0.00081125i,3.217e-05+0.00063713i,4.4225e-05+1.5196e-05i,0.00021608-0.00094432i,0.0006582-0.00040292i
