-0.001184-2.4415e-05i,0.0013287+0.0012838i,0.0019747+0.0020505i,0.0019556+0.0017238i,0.0015098+0.0018926i,0.0014602+0.0021842i,0.0018356+0.00096988i,0.0018605-0.0004501i,0.0014568-0.0012889i,0.0010767-0.0015164i,0.0017555-0.00079967i,0.0015604-0.0010334i,0.00053087-0.0012358i,0.00026462-0.00044131i,0.00010454-0.00010864i,-0.00037637-8.9266e-05i,-0.00050168+0.00018994i,-0.00033439+0.00025241i,-3.2366e-05-0.00011454i,4.8522e-05-0.0001136i,0.00046679-0.00025568i,-1.4507e-05-0.00042634i,-0.00057638-0.00043715i
0.0025127-0.001921i,0.0022187+0.0021209i,0.0018798+0.0032303i,0.0022071+0.0027666i,0.0017026+0.0027147i,0.0002901+0.0024632i,-0.00057963+0.0019306i,-0.0010092+0.0015522i,-0.0013884+0.0007408i,-0.0015799+0.00031427i,-0.00098434+0.00094837i,4.8109e-05+0.0012209i,0.00020995-0.00010873i,0.00032825-0.0019774i,-4.0974e-05-0.0021887i,1.6693e-05-0.0013643i,0.00051631-0.0012009i,0.00062875-0.00067665i,0.0011012-0.00053416i,0.00071098-0.00068812i,0.00018842+5.104e-05i,0.00022433+0.00014146i,-0.00070104+9.492e-05i
-0.0016495+0.0012568i,0.0010354+0.0016273i,0.0018007+0.0022921i,0.00055762+0.0016788i,-0.00028478+0.00094429i,-0.00025248+0.0015388i,0.000254+0.0017579i,0.00099227+0.0003168i,0.00073649-0.00047803i,-0.00022489-0.00036523i,-0.00018197-0.00042212i,5.725e-05-0.00068536i,-0.00069967-0.0010823i,-0.00090661-0.0015773i,-0.00036853-0.0016115i,0.00013597-0.0010907i,0.00093252-0.00021199i,0.00046888+0.00023643i,0.0001657+0.00046413i,0.00071537+0.00030533i,0.00052992-0.0005456i,-6.1341e-05-0.00062341i,-5.5616e-05+2.226e-05i
-0.0045075+0.0017072i,-0.0019936+0.0018032i,0.00045377+0.0029446i,0.00058957+0.0024803i,0.00082949+0.0020001i,0.0022141+0.0015976i,0.0025744-0.00024588i,0.0018124-0.0017909i,0.00099994-0.0028559i,0.00018556-0.0021005i,0.00067537-0.00027266i,0.001236+4.6245e-05i,-0.00012631-1.1898e-05i,-0.0010847+0.00030834i,-0.0010204+0.00025321i,0.00023741-5.719e-05i,0.00094316-4.7474e-05i,0.00048137-0.00038168i,0.00014635-0.0015482i,-0.00029686-0.0012848i,-0.00027049-1.3461e-05i,6.2314e-05+0.00061164i,0.00015202+0.00092636i
0.0036392+0.0050079i,0.0031691+0.0035819i,0.0036993+0.0018126i,0.0034629+0.0011234i,0.0020836+0.0012076i,0.0016686+9.6486e-05i,0.0015069-0.0014133i,-0.00077167-0.0027644i,-0.0023198-0.0029745i,-0.0018847-0.0015771i,-0.00058108-0.00037894i,0.00056259-0.00031212i,0.00097659-0.00087578i,0.00065488-0.00050792i,0.00024443+0.00073347i,0.00034686+0.0014127i,0.00021147+0.00089525i,-0.00036613+6.0012e-05i,-0.00044095-0.00046497i,-5.6453e-05-0.00086546i,-0.00032948-0.00069981i,-0.00068874-0.00021924i,-0.00032258+0.00020252i
0.0024355+0.0034546i,0.0011031+0.0044425i,0.002119+0.0033901i,0.003019+0.0026634i,0.0019829+0.0017799i,0.0010587-0.00011563i,-0.00038905-0.0013046i,-0.0017072-0.0011708i,-0.0025556-0.00015617i,-0.0015113+0.00071041i,6.762e-05+0.0012685i,8.1701e-06+0.00065585i,-0.00050837+0.00025225i,-0.00033025+2.4096e-05i,-8.9695e-05-0.00010499i,-0.00031439-0.00018371i,0.00020184-0.00034014i,0.0012919-0.00012122i,0.0010901+0.0002693i,0.00029615-0.00024031i,-0.00038053-0.00056918i,-0.00031704+0.00033775i,0.00014706+0.00081937i
0.0026309-0.0011398i,0.0035876+0.0018311i,0.0045596+0.0031873i,0.0046314+0.0036139i,0.0020694+0.0032653i,0.00023778+0.0019189i,-0.00097082+0.00073972i,-0.0014429+0.00071209i,-0.00083903+0.0010105i,-0.00081237+0.00067587i,5.013e-05+0.00051354i,0.0007379-2.613e-05i,0.00012832-0.00067071i,-0.00015652-0.00074343i,-0.00039155-0.00077906i,-0.00024014-0.00070477i,0.00059925-0.00030438i,0.00047836-0.00045531i,0.0001114-0.00066005i,0.00013524-0.00040651i,8.5566e-05+0.00027574i,0.0001537+0.00043902i,3.4936e-05+4.001e-06i
-0.00039039-0.0020677i,0.0014976-0.00053309i,0.0023739+0.0017999i,0.001924+0.0020141i,0.0018729+0.0014697i,0.0014841+0.0014883i,0.00058562+0.00095944i,0.00073241+0.00022984i,0.00085054-7.7751e-05i,0.00011924-0.0003485i,-0.00018388-0.0012623i,-6.0369e-05-0.0013885i,7.2305e-05-0.0008302i,-0.00019155-0.00062873i,-0.00082453-0.0004859i,-0.00067433-9.3692e-05i,0.0007491+3.639e-05i,0.0015553-0.00054478i,0.0015765-0.00060461i,0.00066346-0.00047124i,-9.0529e-05-0.00057619i,0.00041335-0.00063005i,3.5017e-05-0.00055274i
-0.0026259+0.0032902i,-0.00031715+0.0020182i,0.0010769+0.0017628i,0.001226+0.00044711i,0.0018607-0.00010925i,0.0021432+0.00087275i,0.002645+0.00037118i,0.0022296-0.00096399i,0.00036576-0.0017394i,-0.00064669-0.0014509i,8.3472e-05-0.00047256i,0.0010328-4.5437e-05i,0.0004209+9.0199e-05i,-0.0001546+0.0003713i,0.00013593+0.00027625i,0.00074678-7.2985e-05i,0.00050724+1.4288e-05i,4.8645e-05+0.00055339i,5.6516e-05+0.00063237i,-4.3252e-05+0.00064432i,-9.7771e-05+0.00045279i,-0.00027055-4.0935e-05i,-0.00025561-0.00025153i
0.0010413+0.0041331i,-0.00027826+0.0020807i,0.0011345+0.0008401i,0.0018833+0.00053553i,0.00093881+0.0005145i,0.00055842+0.00015051i,0.0003424-0.0020534i,-0.00059732-0.0040882i,-0.0013955-0.003044i,-0.0014591-0.00116i,-0.0010779-0.00017335i,-7.1242e-05+0.00040857i,0.0012353+0.00026061i,0.0012439-0.00016989i,0.0008897-0.00032452i,0.0012431-0.00020913i,0.0010612-0.00012451i,0.00033711+0.0003271i,-0.00034878-3.9069e-05i,-0.0006387-0.00015508i,-0.00033447+0.00011001i,-1.7541e-05-0.00019711i,-0.00036887-0.00010996i
0.0052301+0.0018558i,0.0028449+0.003102i,0.0018047+0.0034721i,0.0015183+0.0033436i,0.00083282+0.00241i,-1.8574e-05+0.00080783i,-0.00031491-0.0008084i,-0.00074359-0.0013723i,-0.0012437-0.00086056i,-0.001504+0.00026227i,-0.001034+0.0003715i,-0.00055121+0.00022395i,-0.0001871+0.0003518i,0.00062303-0.00057403i,0.0012201-0.00052704i,0.0010861+0.00011186i,0.0003811-0.00050366i,-0.00027827-0.0002362i,-0.00012607+0.00024209i,-0.00033267-9.6089e-05i,-0.0001298-0.0001446i,-9.8111e-05+0.00026212i,-0.00014307+0.00018097i
0.006167-0.0024199i,0.006109+0.0016127i,0.0048778+0.0024025i,0.0037312+0.0010754i,0.0017629+0.0011972i,-0.0011352+0.0015346i,-0.0024761+0.0010685i,-0.0023613+0.00052572i,-0.002064+0.00062816i,-0.0015094+0.0010415i,-0.00091389+0.0013961i,-0.000632+0.0016218i,0.00034833+0.0007792i,0.00077076-0.00096866i,0.000101-0.0010498i,-0.00020495-0.00018316i,0.0004022-4.9789e-05i,0.0011337+0.0001079i,0.0010379+0.00072485i,0.00059778+0.00042207i,0.00041946-0.00030123i,0.00041179-0.00061638i,0.00031342-0.00034447i
-0.0040516-0.0038865i,-0.00040932-0.0019876i,0.0017604+2.7389e-05i,0.0018145+0.00089897i,0.00075832+0.0017897i,0.00037657+0.0029402i,0.00056074+0.0022332i,0.0011849+0.00076927i,0.00095787+0.00011444i,0.00017958+9.3075e-05i,-0.0001613+0.00031787i,-0.00021447+0.00033907i,-0.00018474-4.5719e-05i,-0.00059691-0.00033396i,-0.00072176+0.00017141i,-4.488e-05+0.00022008i,-4.4994e-05-0.00029598i,-0.00077734-0.00023077i,-0.00057253-0.0004381i,0.00035723-0.00026755i,0.00025503-0.00022722i,-0.00019404-0.00025315i,-0.00025423-0.00024835i
-0.0040746-0.00059914i,-0.0012782-0.002514i,0.0017164-0.0012171i,0.0006049-0.00016843i,3.3814e-05-4.6827e-05i,0.001323+0.00069786i,0.0022735-0.00044067i,0.0024771-0.0024354i,0.001293-0.0030872i,0.00044729-0.0029835i,0.00040337-0.0016955i,0.00027264-0.00038876i,0.0002008-0.0002712i,3.7089e-05+9.2202e-05i,4.2133e-05+0.0014668i,0.0001527+0.0017932i,-1.6042e-05+0.00038564i,5.4299e-05-0.00067186i,0.00059618-0.00064414i,0.00017005-0.00067982i,-0.00020391-0.00032949i,6.3813e-05-0.00031104i,-0.00016477-0.00055701i
0.0010782+0.0053218i,-0.0015578+0.0046653i,-0.0005989+0.003725i,-2.9147e-05+0.0022948i,-0.00048046+0.0008487i,0.00078155+0.00010103i,0.0014176-0.0014728i,-0.00033125-0.0035073i,-0.0015415-0.0042797i,-0.0014162-0.0027609i,-0.00054401-0.00088599i,0.00024847-0.00028032i,0.00062518+9.6551e-05i,0.0013819-0.0002403i,0.0018281-0.00020288i,0.0012006+0.00046779i,0.00024604-0.00030551i,-8.1764e-05-0.001034i,-0.00056928-0.00099045i,-0.0012881-0.00083725i,-0.000949-0.00015779i,-0.00071039+0.00038361i,-0.00086608-0.00029704i
0.0054536+0.0032527i,0.0025092+0.0049251i,0.00063536+0.0046164i,0.0010445+0.0034853i,0.0013368+0.0028995i,0.00076448+0.0005524i,-0.0012634-0.001741i,-0.0026402-0.0020118i,-0.003224-0.00085228i,-0.0028929+0.00092075i,-0.00091244+0.001317i,0.00019123+0.00016714i,8.0853e-05-0.00074331i,-4.3475e-05-0.000873i,7.3108e-05-0.00070558i,0.00046546-0.00026237i,0.00039223+0.00017096i,0.00019395+8.68e-05i,0.00037237+3.5248e-05i,0.00054757+5.5814e-06i,0.00016963+0.00077782i,0.00011038+0.0007853i,0.00039069-0.00028609i
0.0037371-0.0042783i,0.0032436+0.0010828i,0.0027999+0.0035021i,0.0019501+0.0036642i,0.00065008+0.0029478i,-0.00046526+0.0022284i,-0.0020622+0.0019351i,-0.0026275+0.0021388i,-0.0015777+0.0021212i,-0.00048716+0.0016065i,-0.00033734+0.00083629i,-0.0002696+0.00058009i,0.00077473-4.082e-05i,0.00045222-0.00046872i,-0.00091348-0.00068762i,-0.00056334-0.00071988i,6.1635e-06+0.00010733i,-7.3723e-05+0.0011617i,0.00024209+0.00095818i,0.00047759-0.00010006i,0.00025746-0.0007914i,0.00011649-0.00067332i,-0.00020903-0.00076239i
0.00049364-0.0030066i,0.0035337-0.0018637i,0.0048591-0.00057249i,0.0042349+0.00053929i,0.0024252+0.0018134i,0.00026473+0.0021533i,0.00023285+0.0024152i,0.00048823+0.0019094i,0.0004944+0.0010933i,0.0011471+5.6991e-05i,0.00073626-0.00065715i,0.00074108-0.00046517i,0.00096992-0.00026666i,-0.00024316-0.00017779i,-0.0009827+8.2934e-05i,-0.00052578+0.00071287i,-0.00029551+0.0011584i,-0.00019604+0.00075962i,0.00036627+0.00030394i,0.00055772-0.00030818i,0.00037687-0.00041986i,0.00029425+0.00037997i,3.4624e-05+0.00038157i
-0.0051529+0.0016585i,-0.0027995-0.00028159i,-0.00013315-9.6008e-05i,0.0014639-0.000142i,0.002186+0.00019897i,0.002179+0.00086101i,0.0027395+8.6376e-05i,0.0026771-0.0016203i,0.0011371-0.0023235i,-0.00024005-0.0012644i,-0.00020567+3.5685e-06i,-9.0265e-05+0.00038557i,-5.409e-05-6.1528e-05i,0.00061027-0.00027213i,0.00018991+0.00035453i,0.00020671+0.0009153i,0.0012974+0.001184i,0.0013952+0.00051408i,0.0013789-0.00038926i,0.0008984-0.00066346i,-0.00029238-0.0003367i,-0.0012045-4.3979e-05i,-0.00078958+0.00028293i
0.0018462+0.0093179i,-0.00010839+0.0059758i,0.00083911+0.0016955i,0.0014471-0.00033242i,0.00059976-0.00079533i,0.001052-0.001163i,0.0017675-0.0022884i,0.00057938-0.0030361i,-0.0011075-0.0028721i,-0.001989-0.0015446i,-0.0012717-0.00056169i,-0.00013005-4.8296e-06i,0.00045424-0.00023358i,0.0012432-0.00067028i,0.0015724-0.00045773i,0.0014362-0.00024898i,0.00051869-0.00034511i,0.00030358-0.00082485i,0.0003396-0.001055i,-0.00028962-0.0011687i,-0.00035759-0.00042388i,-0.00020543+5.2933e-05i,-0.00062261-0.00036909i
0.0081611+0.0048397i,0.0040754+0.0064567i,0.0019127+0.0035383i,0.00085358+0.0021839i,-0.0006319+0.0011651i,-0.0012615-0.00075278i,-0.00091402-0.002204i,-0.0012059-0.0024424i,-0.0013423-0.0011669i,-0.0013502+0.00018471i,-0.00095027+0.00045385i,0.00029447+0.00044755i,0.00089666-0.00036214i,0.00078746-0.0014718i,0.00024715-0.0011014i,-0.00030355-0.00056378i,-0.00048043-7.6736e-05i,-0.0002231+0.00048972i,-0.00013658+0.00024724i,-0.00072144-6.2116e-05i,-0.0011891-0.00044701i,-0.00099343-0.00040115i,-0.0007943-0.00030097i
0.0045063-0.007823i,0.0052808-0.002436i,0.0033192+0.0014364i,0.0021111+0.0023247i,0.00086283+0.00152i,-0.0010172+0.0010047i,-0.0014618+0.0015892i,-0.0010667+0.0017483i,-0.00080643+0.0011145i,-0.00051463+0.0014709i,-0.000205+0.0017673i,-0.00030301+0.00063643i,-0.00015823+0.00075818i,-0.00078434+0.0014613i,-0.0014902+0.00052234i,-0.001-0.0003616i,-0.00032089-0.00076877i,0.00061888-0.00042746i,0.00075284+0.00038483i,-0.00033444+0.00039317i,-0.00079028-2.793e-05i,-0.00033652-0.00062969i,-0.00021387-0.0011707i
-0.004537-0.0055691i,0.0016438-0.0024658i,0.0045895+0.001936i,0.0041922+0.0024485i,0.0026131+0.001686i,0.0020932+0.0025943i,0.0019143+0.0029566i,0.0012158+0.0016401i,0.00043438+0.00081985i,0.00037779+0.001146i,-4.6139e-05+0.0019562i,-0.00041494+0.001624i,0.00010265+0.00032447i,3.1947e-05-0.00055884i,-0.00033161+1.5109e-05i,0.00068815+0.00043406i,0.00090259+0.00043681i,0.00020291+0.00052357i,3.3209e-05+5.9819e-05i,-0.00030078-0.0006436i,-0.00010274-0.00034669i,0.00029311+0.00044943i,-0.00021317+0.00012525i
-0.0060388+0.0059449i,-0.0037913+0.0027896i,-0.00031591+0.00065968i,0.001188+0.0015649i,0.00079989+0.0022605i,0.0016608+0.0020765i,0.0030532+0.00098827i,0.0020272-0.00094791i,0.00046702-0.001889i,0.00028375-0.0020557i,-8.7012e-05-0.0012727i,0.00070263-0.00063099i,0.0011145-0.0010312i,0.00015596-0.00011661i,-0.00039937+0.00071211i,-0.00039763+0.00024259i,0.00046522-1.0214e-05i,0.00091267+0.00017515i,0.0007865+0.0005111i,0.00057511+0.000145i,0.00079643+0.00027265i,0.00096027+0.00096959i,4.9894e-05-0.00012006i
0.00077512+0.0096805i,-0.0015706+0.0065372i,-0.00063422+0.0025619i,0.00025178+0.00041854i,0.00058413-0.00032954i,0.0012721-0.0016077i,0.0014742-0.0034551i,0.00046084-0.0037858i,-0.00084823-0.0028582i,-0.0013868-0.0014135i,-0.00064079+0.00016446i,0.00034652+0.00066743i,0.00047371+0.00074828i,8.3558e-05+0.00048485i,1.135e-05-7.8898e-05i,0.00057565-2.7484e-05i,0.00055902+0.00052402i,-4.3786e-05+0.00029394i,-8.5144e-05-0.0002662i,-0.00029102-0.00023123i,-0.00072015+0.00018201i,-0.0005599+3.8882e-05i,-0.00085867-0.00050177i
0.0076547+0.0025444i,0.0030704+0.0052897i,-8.2393e-05+0.0041676i,-0.00044266+0.0020442i,-0.0006997+0.0011206i,-0.00026571-0.00058632i,-0.00068197-0.002436i,-0.0021732-0.0029387i,-0.0026671-0.002187i,-0.0025549-0.00060785i,-0.0018115+0.00062914i,-9.3081e-05+0.0010856i,0.00061458+0.00040318i,0.00058531-0.00055706i,0.00046002-0.00094003i,0.00029226-0.00044677i,-0.00047912+0.00027078i,-0.00053767+0.00045425i,-4.6108e-05+4.1959e-05i,0.00049494-0.00036181i,0.00025366-0.00056913i,-0.00028186-0.00032005i,-0.00019026-0.00010125i
0.0043967-0.008663i,0.0053132-0.0019678i,0.0031688+0.0031051i,0.0017539+0.0039097i,0.0008954+0.0046442i,-0.00053701+0.0039704i,-0.002075+0.0015767i,-0.0014156+0.00077514i,-0.00057804+0.0011333i,-0.00013514+0.0014757i,0.00065604+0.0015254i,0.00087769+2.7927e-05i,0.00062052-0.0012299i,-0.0003144-0.00035213i,-0.00071482+0.00017262i,6.3138e-05-0.00052326i,0.00035598-0.00078881i,0.00051033-0.00020366i,-7.391e-05+0.00043206i,-2.8141e-05+0.0013361i,-0.00012683+0.0010561i,-0.00042728-2.068e-05i,-0.00010373+7.6323e-06i
-0.0046535-0.0073713i,-4.473e-06-0.0038105i,0.0025443+0.00070507i,0.0032682+0.003502i,0.0024479+0.0044168i,0.00033813+0.0043153i,-6.3679e-05+0.0038848i,0.00067288+0.0019644i,0.00037356-0.00017651i,-0.00022071-0.00058182i,-7.0239e-05-0.00035452i,0.00025038-2.4711e-05i,0.00023678-0.00037886i,-0.00021761-0.00016525i,-0.00070751+0.00035055i,-0.00014895+0.00019784i,0.0003557-0.0002798i,0.000255-0.00052093i,0.00053238-0.00020392i,0.0004579+0.00038004i,9.4795e-06+0.00035983i,0.00016574-2.5714e-05i,0.00080677-0.00057007i
-0.0094714+0.0065222i,-0.0059479+0.0020019i,-0.00014402+0.001024i,0.0032202+0.0011887i,0.004109+0.0020223i,0.0040035+0.00226i,0.0036843+0.00070284i,0.0024616-0.00079427i,0.0011361-0.0012325i,0.00040373-0.0013164i,-0.00019069-0.00062557i,-0.00054408+0.00027868i,-0.00096927-0.00030435i,-0.00048914-0.0010502i,0.00034248-0.00072218i,-4.3208e-05-0.00025628i,-0.0004213-1.6701e-05i,-0.00010705-0.00012526i,0.0007691-0.00057863i,0.0011458-0.00096145i,0.00096337-0.00016381i,8.0815e-05+0.00013201i,-0.00027036-0.00023245i
0.00074065+0.010478i,-0.003195+0.0078472i,-0.0030604+0.0030674i,-0.00083998-0.00017665i,0.00050675-0.00069467i,0.002003-0.0011122i,0.0028222-0.0024429i,0.00069977-0.0032557i,-0.0014755-0.0029918i,-0.001673-0.0018227i,-0.0013035-0.00032082i,-0.00063302+0.00047124i,0.00016422+0.00044797i,0.00031339+0.00027362i,-7.0397e-06+0.00087618i,0.00026253+0.00096148i,0.00029475+5.1988e-06i,0.00054782-9.5292e-05i,0.00016343+0.00017437i,-0.0008911+0.00018777i,-0.00080295-5.0108e-06i,-0.00090489-0.00084111i,-0.00074621-0.0012939i
0.013063+0.0060832i,0.010521+0.007175i,0.0051844+0.0045769i,0.0012068+0.0023125i,0.00049033+0.0011498i,0.00052832-0.0010761i,-0.0016257-0.0032152i,-0.0034923-0.0034301i,-0.0029056-0.0016091i,-0.0017905+0.00068741i,-0.0010383+0.00061731i,-0.00013326-0.00037791i,0.00024207-0.00035144i,0.00011167-0.00026481i,-2.6755e-05-0.00050791i,0.0001369-0.00030779i,-0.00033337-0.00038001i,-0.00077328-0.0003726i,-0.00045685+0.0003204i,-0.00021825+0.00010707i,-0.00010184-0.00048217i,0.00021025-0.00039577i,0.00038563-0.0001927i
0.0057766-0.0097203i,0.006154-0.0040946i,0.004003+0.0011456i,0.00075567+0.0020773i,-0.00086648+0.0011203i,-0.001373-0.00016238i,-0.0017571-0.00047815i,-0.0012522-1.56e-05i,-0.00018975+0.00066974i,-0.00031129+0.0011547i,-0.0010421+0.00083125i,-0.0012735+0.0003719i,-0.00032227-7.2622e-05i,0.00019141+0.00052727i,-0.00024585+0.00061811i,-0.0004098-0.00032064i,-0.00048015-0.00019026i,-0.00025874+0.00032654i,0.00026546+0.00050158i,0.00049216+0.00068315i,1.669e-05-6.7133e-05i,0.00031317-0.00046221i,0.00041406-4.3492e-05i
-0.0075282-0.010499i,-0.0017347-0.0081844i,0.0025138-0.0022873i,0.0021819+0.0021302i,-0.00035224+0.0036843i,-0.0016326+0.0038798i,-0.00058198+0.0034664i,0.00050097+0.00242i,0.00088141+0.00096901i,0.00041633+0.00079708i,0.00010117+0.00082569i,9.4485e-05+0.00037883i,0.00057595+0.00027548i,0.00070019-4.804e-05i,0.00010503-5.731e-05i,0.00014457-1.0538e-05i,0.00076402-9.1884e-05i,0.0010138-0.00053106i,0.0012043-0.00045966i,0.0010155-9.1005e-05i,0.00026799+0.00025068i,-6.7385e-05+0.00035044i,-0.00022448-8.0021e-05i
-0.0092703+0.0058119i,-0.0082598+0.0023858i,-0.0026138+0.00070239i,0.0025867+0.0014851i,0.0027986+0.0026806i,0.0016902+0.0031225i,0.0023851+0.0021296i,0.002214-0.00041995i,0.00060901-0.0024684i,-0.0010677-0.0020792i,-0.0012893-0.00079361i,5.6462e-05+0.00076193i,0.0006734+0.00069695i,-0.00014492-0.0004143i,-0.00055126-0.0001437i,-0.00014537+0.0012534i,0.00012852+0.0016499i,0.00011062+0.00013956i,-0.0005477-0.0009763i,-0.00090773-0.0010616i,-0.00071116-0.0004535i,-0.00064032-0.00042551i,-0.00088938-0.00057687i
0.0019306+0.012925i,-0.00015973+0.009931i,0.00014931+0.0045342i,0.0015132+0.00060847i,0.0018185-0.00109i,0.002479-0.0016029i,0.0025302-0.0023829i,0.00078561-0.0032602i,-0.0011016-0.0030618i,-0.0017557-0.0012946i,-0.0016601+0.00052349i,-0.00097823+0.00081325i,-0.00020287+0.00038058i,-6.5582e-05+0.00036555i,4.2137e-05+0.00054853i,0.00048027+0.00032283i,0.00046495-1.8344e-05i,0.00021585-0.00088988i,-0.00039619-0.0010379i,-0.00061153-0.00019858i,-0.00031199-2.8645e-05i,8.4647e-05+8.9842e-05i,-9.1465e-05+0.0002341i
0.014902+0.0034785i,0.010601+0.0063436i,0.005631+0.0051053i,0.0013664+0.0014059i,-0.00022664-0.0008774i,-0.00024702-0.0020489i,-0.00070558-0.0033443i,-0.0014072-0.0025737i,-0.0018271-0.0013284i,-0.0022315-0.00033921i,-0.0020674+0.00047576i,-0.001202+0.00046527i,-0.00022721+0.00046367i,9.3264e-05-0.00037795i,-0.00011403-0.0005708i,-5.5884e-05+0.00027737i,7.3982e-05+0.0002352i,-0.00016032-0.00011306i,-0.00062328+0.0002846i,-0.00034532+0.00094685i,-0.00023018+0.001392i,-0.0003753+0.00076792i,-0.00046286-0.00018947i
0.0058617-0.0097058i,0.0083165-0.0047236i,0.005915+0.00098045i,0.0014627+0.0029427i,-0.00013791+0.0020132i,-0.0007993+0.00064488i,-0.0021296-0.0001996i,-0.0018158+0.00035201i,-0.00077249+0.00051552i,-0.00077285+0.00036086i,-0.00011916+0.00060386i,0.00079018+0.00020107i,0.0014758+0.00028485i,0.0010153+0.00022323i,-0.00031186+0.00019702i,-0.0009636+0.00022554i,-0.0008935-0.0008636i,-0.00036914-0.00028236i,-4.9872e-05+0.0012273i,-0.00040541+0.00097068i,-0.00014597+0.00070855i,-0.00033492+0.0012539i,-0.00068869+0.00054322i
-0.012986-0.0099888i,-0.0083918-0.0075216i,-0.0028517-0.0010562i,0.00043199+0.0039246i,0.0011623+0.0053563i,0.00067983+0.0044269i,9.2484e-06+0.0025825i,0.00038203+0.0011083i,0.0011096+2.8945e-05i,0.00072449-0.00010585i,0.00036469+0.00029027i,0.00017193+3.0829e-05i,0.00018085+0.00017661i,0.00020605+0.00029116i,0.00030214+0.00013821i,-0.00014336-0.00012112i,-0.00057639+1.4445e-05i,-0.00024328+0.00028368i,0.00039169+0.00045563i,0.00097124+0.00065097i,0.00046374+0.00050829i,5.7236e-05+0.00021978i,0.00023381-8.2333e-06i
-0.01192+0.0073904i,-0.010725+0.004355i,-0.0049298+0.0032056i,0.00086375+0.0041086i,0.0032603+0.0049778i,0.0033527+0.0047351i,0.0027095+0.003054i,0.0020451+0.00019367i,0.00098818-0.0017347i,-0.00059938-0.00084202i,-0.0010219-0.00058603i,-0.00019967-0.00072506i,0.000194-0.00035611i,0.00020887-0.00026402i,0.00018925+0.00016521i,-0.00016954+0.00033495i,-0.00013413-0.00058254i,-0.00035421-0.00058341i,-0.00040435-0.00021966i,0.00071159-0.00037379i,0.00078664-0.00047527i,0.00019197-0.00025801i,-0.00063716-4.0378e-05i
0.0027903+0.019106i,0.00062937+0.017583i,-0.00077833+0.010358i,0.00098295+0.0041137i,0.0027319+0.0014123i,0.0030128+0.00057755i,0.0031965-0.00024407i,0.0017436-0.0013163i,-0.00069246-0.0018969i,-0.0020072-0.001479i,-0.0017449-0.0005693i,-0.00036402-0.00013306i,0.00037594-0.00065034i,0.00051596-0.0011425i,0.0004401-0.000332i,0.0003307+0.00042909i,0.00061399-0.00021946i,0.00067975-0.0012733i,0.0003006-0.0011737i,-0.00031107-0.00039138i,-0.00089738-0.00041201i,-0.001108-0.00048864i,-0.00062791-0.000516i
0.016652+0.0044569i,0.014525+0.0073475i,0.0083+0.0053831i,0.003087+0.0001951i,0.00083511-0.0023017i,7.4282e-06-0.0026375i,-0.00063484-0.0030171i,-0.00095726-0.002938i,-0.0014843-0.0015934i,-0.0016187-0.00030361i,-0.00087332+0.00037567i,-0.00042173+0.00044455i,-0.00033276-0.00024655i,0.00027985-0.00054045i,-7.7752e-05-0.00016786i,2.4947e-05+0.00081764i,0.00047383+0.00065638i,-0.00018871-0.00026187i,-0.00051454+0.00036593i,-0.00061131+0.0013391i,-0.0010685+0.0013543i,-0.00079707+0.00042156i,0.00021051-0.00046276i
0.0068311-0.016079i,0.0090856-0.010678i,0.0070628-0.0038406i,0.0021146-0.00036042i,-0.0011981+0.00025578i,-0.0021714-0.00035412i,-0.002146-0.00069853i,-0.0019385-0.00064927i,-0.0011966-0.00046557i,-0.00057291-0.00056479i,7.7922e-05+0.00025919i,0.00051437+0.001212i,0.00026545+0.00078359i,4.6248e-05-0.00013887i,-0.00044629-2.5193e-05i,-0.00036158+7.7824e-05i,0.00023451+0.00011555i,0.00062755+0.00030366i,0.0011833+0.00055174i,0.0009856+0.00019793i,0.00064216+0.00036238i,0.00051306+0.00086891i,0.00017455+0.00072165i
-0.011918-0.010294i,-0.0071711-0.0094986i,-0.0028785-0.0044447i,-0.0011399+0.0013367i,-0.00016887+0.0042923i,0.00081229+0.0046596i,0.00080084+0.0034701i,0.00096872+0.0014357i,0.00039479-0.00011682i,-0.0008356+0.00011317i,-0.00018802+0.00080207i,0.0013981+0.00047023i,0.0020021+0.00037037i,0.0015491+0.00047484i,0.0010528+0.00036856i,0.0003792-0.00013901i,-0.00046145-0.00076461i,-0.00010046-0.0002285i,0.00037836+0.00028195i,0.00056863+5.1262e-06i,0.00114-0.00018433i,0.00087839+0.00011754i,0.00017978+0.00011104i
-0.014521+0.012767i,-0.014165+0.0092118i,-0.0080718+0.0047918i,-0.0011055+0.003784i,0.0015239+0.004147i,0.0023982+0.0044095i,0.0030872+0.0031911i,0.0019257+0.00010714i,0.00063321-0.0015561i,0.00030101-0.0016378i,0.00049884-0.00149i,0.00055-0.0010955i,0.0012456-0.00051621i,0.0017471-0.00048425i,0.0003633-0.00025683i,-0.00076221-0.00039313i,-0.0008074-0.00098575i,0.00019874-0.001474i,0.00035501-0.0012407i,-0.00096246-0.00039335i,-0.0010787-0.00041143i,-0.00032187-0.00068534i,-0.00018383+0.00010993i
