-0.0042225-8.0237e-05i,-0.0023852+0.00043451i,-0.0011405+0.0023453i,-0.00037799+0.0029515i,0.00013205+0.0027681i,-2.9683e-05+0.002554i,-0.00068371+0.0022361i,-0.00037698+0.0023018i,0.00048199+0.0027503i,0.00070062+0.0022834i,0.00078684+0.0011621i,0.00071012-4.811e-05i,6.7296e-05-0.0011666i,-0.0007446-0.00082521i,-0.00045671-0.00058518i,-0.00029524-0.00095315i,-0.00029918-0.00089203i,-0.00021497-0.00069918i,0.00040625-0.00032741i,0.00064548-0.00011759i,-0.00034209-1.7366e-05i,-0.00091683+3.7605e-05i,-0.00071709+0.00040362i
0.0016048-0.00094385i,0.00012839-0.0017789i,-0.0012127-0.0015533i,-0.0014748-0.00014106i,-0.0010752+0.00040773i,-0.00092122+0.00028648i,-0.0010508-0.00025808i,-0.00054376+0.00036253i,-2.4546e-07+0.0012576i,-1.5356e-06+0.0011986i,-9.9837e-05+0.00089943i,0.00014121+0.00068363i,7.421e-05+0.00041116i,-0.0004979-2.4894e-05i,-0.00026175-0.00072689i,0.00051884-0.0009993i,0.00037134-0.00085767i,-0.00032551-0.00023707i,-0.00045159+7.3249e-05i,-0.00078454-0.00025422i,-0.00062373-0.00037271i,0.00014229-0.00038822i,0.00053119-0.00015658i
-0.00020694-0.00088035i,-0.000118-0.0010856i,0.00062251-0.00095991i,2.045e-05-0.0006896i,-0.00034925+0.00087272i,0.00016489+0.0014265i,-5.9367e-06+0.0011513i,-0.00049751+0.00081789i,-0.00052986+0.0011283i,-0.00070806+0.0012855i,-0.00059459+0.0010496i,-6.0982e-05+0.0010482i,-0.00032995+0.0014667i,-0.00049771+0.0014054i,0.0008051+0.00049217i,0.00057958-0.00032067i,-0.00067985-0.0010529i,-0.00038565-0.0018331i,0.00010918-0.0023286i,4.1871e-05-0.0020181i,-0.00019107-0.00099383i,-0.00047811-0.00024367i,-0.00040369+5.3301e-05i
-0.0016396-0.00091361i,-0.0013478-0.0010423i,-0.0012142+0.00018864i,-0.00052134+0.0016258i,8.1609e-05+0.0022529i,0.00026668+0.0017694i,0.00028934+0.00050151i,-0.00025241+0.00019106i,-0.0022087+0.0010552i,-0.0028895+0.0016858i,-0.0016273+0.00094829i,-0.00067997-0.00043381i,-0.00016302-0.0005812i,9.7134e-05+1.3124e-05i,0.00021509+0.00010081i,0.00035416+0.00010354i,0.00071778-9.2755e-05i,0.0014036+4.8105e-05i,0.00061502-8.7191e-06i,-0.00010882-0.0005857i,-0.0010446-0.0006388i,-0.0019212-0.00078864i,-0.0020852-0.00053947i
0.0023863+0.00065483i,0.0024714-0.00023666i,0.0024323-0.00090555i,0.0012191-0.001288i,0.00053954-0.0013987i,-7.3089e-05-0.0013919i,-0.00052768-0.00050292i,-0.00097449+0.00089461i,-0.00053213+0.0019961i,-0.00030308+0.002028i,-0.00069419+0.0016556i,-0.00059756+0.0013843i,9.3908e-07+0.00078497i,0.001548+0.00059018i,0.0019626+0.00082758i,0.00034609+0.00078732i,-0.00027918+0.00050974i,0.00055429+0.00035743i,0.00036378+3.7548e-05i,-0.0001418-0.0004412i,0.00013817-0.00071477i,-0.00030393-0.00082452i,-5.7011e-05-0.00064046i
0.00010361+0.00019399i,-0.00023703-0.00040824i,0.00015496-0.000295i,0.0010286-0.00011099i,0.0012385-0.00048826i,-0.00033547-0.00053172i,-0.0015977-5.4429e-05i,-0.0018615+0.00060521i,-0.0013816+0.00094053i,-0.00053841+0.0012434i,-0.00013214+0.0011977i,-0.00061961+0.00021635i,-0.0011384+0.0001599i,-0.0011927-8.1317e-05i,-0.0001886-0.00059074i,0.00053345-0.00095464i,0.00046804-0.0014466i,8.0718e-05-0.0014141i,-0.00084263-0.00084092i,-0.00091777-0.00021254i,-0.00047096+0.00040823i,-0.00021808+0.00093707i,2.0507e-05+0.0013483i
2.2057e-05+0.0017083i,0.00069067+0.0019031i,0.0011531+0.0021127i,0.0011284+0.0016536i,0.0013428+0.001044i,0.0023453+0.00015209i,0.0016141-0.00097712i,-0.00059567-0.00031515i,-0.00081786+0.0011863i,-0.00035925+0.0016819i,-2.1087e-05+0.0013232i,-0.00015918+0.00078905i,-9.5225e-05+0.0004062i,-9.3851e-05-0.00038093i,-0.00022248-0.00077255i,0.00035252-0.00053836i,0.00074779-0.00035327i,0.00022323-0.00065638i,-0.00061801-0.00065921i,-0.0011925-0.00017323i,-0.0010251+0.00028839i,-0.0010057+0.00085248i,-0.0011853+0.0011749i
-0.0011441+0.0011411i,0.00056543+0.0012915i,0.001246+0.0023291i,0.00080132+0.0028617i,0.0013947+0.0027889i,0.0017308+0.0017947i,0.00011746+0.00059809i,-0.0012038+0.00030353i,-0.0012209+0.00071943i,-0.00072692+0.0012193i,-0.0010087+0.00079622i,-0.0011539-6.4174e-05i,-0.00020785-0.00017227i,7.989e-05-0.00029776i,-6.9082e-05-0.00014273i,-0.00047697+0.00038396i,-0.00073369+0.00012997i,-0.00037906-0.0011074i,-0.00039871-0.0018453i,0.00038396-0.0022385i,0.0011985-0.0019603i,0.0011334-0.00099986i,0.0005817-0.0005517i
-0.0016042+0.0017011i,0.00039434+0.0027629i,0.001676+0.0033301i,0.0019179+0.0028672i,0.0023048+0.0018118i,0.0025772+0.00045591i,0.00085126-0.00036437i,-0.0012617+0.00039353i,-0.0013066+0.0018884i,-0.00043935+0.0020784i,-9.0769e-05+0.0012726i,-0.00015359+0.00036711i,-0.00041675+0.00032421i,-0.00094783+0.00081629i,-0.00075387+0.0003234i,2.6011e-05+0.00020828i,0.00027947+0.00015057i,0.00041436+0.00015566i,0.0001626-0.00026812i,-0.00014382-0.001097i,-4.0366e-05-0.00095363i,0.00071645-0.00084924i,0.0010937-0.00066219i
-0.00053893+0.00064061i,-0.0014697+0.0006856i,-0.0011649+0.0010389i,0.00027808+0.0019637i,0.00053314+0.00093993i,4.6302e-05-0.00055591i,-0.0006889-0.00072419i,-0.0014246-0.00021063i,-0.00057101+0.0011743i,0.00026132+0.0016004i,-0.00020248+0.00055315i,-0.00028996+0.00034899i,-0.00027997+0.00080768i,-0.000323+0.0010444i,-0.00056377+0.00068333i,-0.00068426+1.4451e-05i,-0.00045931-0.00010077i,-2.6152e-05-0.00045125i,0.00038585-0.00013541i,-0.00013764-8.8268e-05i,-0.0006734-0.00066051i,-0.00048222-0.00030568i,-1.5643e-05+0.00059198i
0.0019022+0.00074312i,0.0020574-0.00086609i,0.0017495-0.0023894i,0.0010459-0.0019495i,-0.00014304-0.0017259i,-0.00064412-0.00157i,-0.00034626-5.6596e-05i,3.1477e-05+0.0010162i,0.00019153+0.0016486i,-0.00066774+0.0014787i,-0.00062804+0.0011821i,-5.8223e-05+0.0011701i,-0.00016807+0.00086054i,0.00010481+0.0010452i,0.00071593+0.00096149i,0.00054332+0.00073535i,0.0002105+0.00051975i,0.00058108+0.00023966i,0.00058588-0.00038859i,0.00012994-0.0020338i,-0.00012248-0.0018873i,7.7062e-05-0.00054955i,0.00047709-0.00033045i
-0.0010884-0.0007507i,-0.0013231-8.5102e-05i,-0.0017342+0.00080873i,-0.0018783+0.0025649i,-0.0015238+0.0035154i,-0.00063582+0.0022433i,-0.00026468+0.00081102i,-0.00078953-0.00021252i,-0.0015809-6.1259e-05i,-0.0011614+0.00135i,-0.00063572+0.0019262i,-0.00028351+0.0012428i,-3.1012e-05+0.0012134i,3.9332e-05+0.001451i,0.00056834+0.00043553i,0.00049764-0.00050571i,0.00054094-0.00083032i,0.00068143-0.0010491i,0.00030171-0.00096751i,-0.00062551-0.0006087i,-0.00089223-0.00046186i,-0.00036124-0.00011315i,-3.2107e-05+0.00057288i
0.0002203+0.0018385i,0.00053831+0.00069406i,-0.00019556+0.00097642i,0.00015353+0.0020229i,0.0020095+0.0027453i,0.0017745+0.0014114i,-0.00030812-0.00028128i,-0.00164-0.00039601i,-0.0013523+0.00017054i,7.7652e-06+0.0010347i,0.00074078+0.0015624i,0.00075961+0.0011474i,0.00012712+0.00066513i,-0.00032906+0.00027822i,0.00039817+1.6374e-05i,0.00095785-0.00022908i,0.0007259+0.00014303i,0.00016893+6.3186e-05i,-0.00014372-0.00035164i,-0.00056232-0.00031288i,-0.00068416-0.00028264i,0.00022013-0.00055689i,0.00045954+0.00023328i
-0.0011492+0.00084922i,-0.00032044+0.00055718i,0.00029935+0.0017859i,0.0013591+0.0029039i,0.0019443+0.0031991i,0.0013773+0.0014518i,0.0002437-0.00033829i,-0.00082691+0.00016826i,-0.00075972+0.0016656i,7.2311e-05+0.0015679i,0.00026727+0.00015369i,9.4875e-05-0.00077151i,0.00014973-0.00109i,4.4105e-05-0.00093912i,-0.00011223+2.6111e-05i,-0.00012379+1.1106e-05i,0.00046133-0.0004926i,0.00077709-0.00020273i,0.00028296-0.0004054i,-0.00022407-0.00093971i,0.00051425-0.00057421i,0.0011343-3.8969e-05i,1.7974e-05+2.6564e-05i
0.0019553+0.001663i,0.0026571+0.0016973i,0.0028673+0.0010192i,0.0018872+0.00080717i,0.00063379+0.00058632i,-0.00063482-0.00023025i,-0.0012282-0.00067322i,-0.00066581+0.00037648i,0.00034972+0.0012302i,-5.6116e-05+0.0010766i,-0.00062085+0.00058577i,-0.00064273+0.00028528i,2.7437e-05-6.5098e-05i,0.00012248-0.0002074i,-0.00084819-0.00062064i,-0.00066917-0.0010062i,0.00055615-0.0005266i,0.00026945-0.00014826i,-0.00027593-0.0001848i,9.5491e-05+5.2823e-06i,-0.00020965+4.1393e-05i,-0.00045943-0.00019372i,1.1541e-05-6.2152e-05i
0.0017557+6.7313e-05i,0.0016058+0.00035482i,0.0012654+0.00052258i,0.0010892+0.00060189i,0.0010416-0.00010836i,0.0012955-0.0011078i,0.00048496-0.00066554i,-0.0009546+0.0011092i,-0.0012635+0.0022952i,-3.0094e-05+0.002225i,0.00063126+0.0012377i,0.00023251-5.5766e-05i,0.00049498-0.00039879i,0.00047832+0.00043568i,-0.00013961+0.0011464i,-0.00017011+0.00050743i,0.00067121-0.00050158i,0.0005566-0.00037251i,-9.9674e-05-0.00033816i,-0.00028977-0.00064794i,-0.00095268-0.0010951i,-0.00092293-0.0012929i,0.00025455-0.0016462i
0.0012916+0.00050145i,0.0017463-0.00017566i,0.0016398-0.00063042i,0.000461-0.0011644i,-0.00051666-0.00081727i,-0.00067489-0.00090807i,-0.00078992-0.0011447i,-0.0015394-0.00012446i,-0.001185+0.0013523i,-0.00051296+0.0022303i,-0.00037033+0.0021144i,-0.00040707+0.00049112i,-0.00071189-0.00024539i,-0.00078603+0.00026681i,-0.00031946+0.00022037i,-0.00030331+0.00027137i,-0.00048566+0.00027463i,0.00026768+3.3399e-05i,0.00099875-4.8263e-05i,0.0008426-0.00025699i,0.00058008-0.00086696i,0.00037772-0.00061385i,-7.9862e-06+0.00054489i
-0.0011261-0.0010645i,-0.0017344+3.6555e-05i,-0.0019889+0.0013145i,-0.0015479+0.0028148i,-0.00059327+0.003628i,-2.0872e-05+0.0025606i,-0.0011132+0.00063727i,-0.001985-0.00033533i,-0.0025401+0.0013118i,-0.0016808+0.0026509i,-0.00063248+0.0021176i,-0.00088436+0.0015941i,-0.0013827+0.0012183i,-0.00043741+0.00051833i,0.00026762-0.00049028i,-0.0001353-0.00055453i,-0.00053613+0.0002451i,-0.00052372+4.3317e-05i,-0.00017764-0.00062093i,-0.00039739-0.00077466i,-0.00030658-0.00052695i,-0.00049265-0.00032607i,-0.00065475-9.6567e-05i
-0.0015884-0.001943i,-0.0015359-0.00068913i,-0.0021105-0.00029875i,-0.0017416+0.00038822i,-0.00057953+0.0017329i,0.0010687+0.0016072i,0.0013843-0.0002353i,0.0001984-0.00099547i,-0.00055591+0.00035465i,-0.0005382+0.0011878i,-0.00074212+0.0011668i,-0.00069132+0.001042i,-0.00036085+0.00040608i,6.5565e-05+0.00027428i,0.00032729+2.2521e-05i,0.00078945-0.00021936i,0.0007423-0.00027188i,0.00024281-0.00078326i,-6.8698e-05-0.00069373i,-0.00033295+0.00022955i,-0.00087282+0.00034838i,-0.0010041+0.00068024i,-0.00087972+0.0013536i
0.0019832+0.0021883i,0.0019868+0.0019465i,0.0029685+0.00078461i,0.0022879+5.0969e-05i,0.0015923+0.0010512i,0.0018867+0.0011878i,0.00081019+0.0005276i,-0.00041791+0.00071611i,-4.0138e-06+0.0012821i,0.00064517+0.0012285i,8.434e-05+0.00099105i,-0.0011194+0.00020644i,-0.001031+9.1672e-05i,0.00027815+0.0011393i,0.00062738+0.0015475i,0.00039996+0.00098466i,0.0011041+0.00027996i,0.00076693-0.00077516i,-0.00091148-0.0016739i,-0.0014428-0.0014911i,-0.001435-0.00069699i,-0.0014563+0.00010804i,-0.00074209-0.00016672i
-0.0014646+0.00053743i,-0.00060082+0.00066876i,-0.00028119+0.0020043i,5.1008e-05+0.0020515i,0.0015631+0.00070622i,0.0018807+6.4459e-06i,0.0001471-7.57e-05i,-0.001332+0.00031625i,-0.00099047+0.00069528i,-0.00020479+0.00091977i,-0.00058874+0.00084738i,-0.0011627+0.0010867i,-0.001659+0.00086165i,-0.0010654+0.00042045i,0.00041109-0.00019195i,0.00075119-0.00088837i,-3.1909e-05-0.00069853i,-0.00023573-0.00051369i,0.00020895-0.0012109i,0.00053369-0.0018497i,-9.3017e-05-0.0014448i,-0.00057043-0.00095678i,-0.0004282-0.0011926i
-0.00076875+0.0020053i,0.0002638+0.0012701i,0.00085755+0.001591i,0.00093291+0.0013495i,0.0014701+0.00049899i,0.00085288+0.00071579i,-0.00051606+0.00063261i,-0.0011099+0.00084974i,-0.0010858+0.00174i,-0.0010184+0.0022133i,-0.0010815+0.001144i,-0.00096394-5.9831e-05i,-0.00041274-0.00033083i,0.00029895-0.0002679i,0.00030242-0.00056993i,0.00021668-0.00026698i,-0.00037966+4.2997e-06i,-0.00039217-0.0010275i,0.00021887-0.0015415i,0.0004044-0.0012331i,0.00060524-0.0014981i,0.00062583-0.0018167i,0.00050318-0.0004846i
-0.0036098-0.00017811i,-0.0030419+0.00037645i,-0.0026071+0.00055764i,-0.0021461+0.0019462i,-0.00055895+0.0030764i,0.0005512+0.002126i,0.00027063+0.00041025i,-0.0007115-0.00022916i,-0.0009394+0.00079718i,-0.00091313+0.0019481i,-0.00094032+0.0017528i,-0.00060115+0.00032336i,-0.00038521-0.000877i,-0.0008248-0.0010062i,-0.00095196-0.00087377i,-0.00067766-0.00082899i,-0.00093351-0.00095731i,-0.00017105-0.0014092i,0.0013195-0.0011523i,0.0019625-0.00073261i,0.00065623-0.00082103i,-0.00088138-0.00099331i,-0.00076222-0.00018456i
0.00041431+0.0010206i,0.00015281+0.00074098i,0.00049716+0.0013114i,0.00045092+0.0011807i,0.00044274+0.00056921i,0.00059081-0.00074778i,0.00056932-0.0014887i,9.1826e-05+0.00073281i,-5.0625e-05+0.001992i,0.00049243+0.0015321i,0.00016475+0.0010574i,-0.0009754+0.00075643i,-0.00076443+0.00037437i,0.00064515+0.00015271i,0.0012349+0.00022884i,0.001165-0.00023207i,0.00059823-0.00010255i,0.00014422+0.00045955i,-0.00039943+0.00029238i,-0.00076866-0.00032511i,-0.00057208-0.00020634i,-0.00043834-6.0417e-05i,-0.00046549-0.00030226i
-0.00063932+0.00066178i,-0.0012646+0.0010393i,-0.0011828+0.0012155i,0.00011682+0.0022089i,0.00076997+0.0024434i,0.0010112+0.0017104i,0.0010193+0.0011715i,0.00043416+0.00097313i,-0.00051087+0.0014134i,-0.0010901+0.0015924i,-0.00111+0.00072009i,-0.0011552+0.00013571i,-0.0011036+0.0010649i,-0.00043191+0.0018001i,2.4372e-05+0.00080503i,-0.00042622-0.00031756i,-0.00061578-0.00090616i,0.00010655-0.00068031i,0.00034711-0.00042409i,-0.00029352-0.00089342i,-0.00031085-0.00069556i,0.00048178-0.00021902i,0.00056923+0.00015331i
0.0012146+0.0020762i,0.0015634+0.0014529i,0.0011958+0.0015606i,0.0014908+0.0017905i,0.0017733+0.0015059i,0.001367+0.00067014i,0.0004044+0.00087808i,-0.00085132+0.00097495i,-0.00062742+0.0011347i,0.00018987+0.0017797i,-8.9029e-05+0.0019506i,-1.7299e-05+0.0010477i,4.8476e-05+0.00062935i,-0.00088034+0.0014606i,-0.0010106+0.0017467i,-2.5552e-06+0.001003i,0.00054663+8.985e-05i,0.00044213-0.00063939i,5.5032e-05-0.0010641i,-0.0008535-0.0012629i,-0.00191-0.0012588i,-0.0013119+5.8195e-05i,-0.00033438+0.00069865i
-0.0015281+0.00013134i,-0.0016917+0.00050839i,-0.0010625+0.00085623i,-0.00024425+0.00084031i,-7.5999e-05+0.0012627i,-0.00082912+0.0017602i,-0.0016522+0.00016998i,-0.0010548-0.0012634i,-0.00098746+0.00028286i,-0.0017493+0.0015855i,-0.001892+0.00098702i,-0.0010146+0.00093063i,-0.00023239+0.00043788i,1.4834e-06+0.00040074i,0.00040855+0.00039121i,0.00038754-0.0003009i,0.00015528-0.0015545i,0.00050177-0.0019657i,0.00072914-0.001464i,0.00021562-0.0020484i,-0.00024404-0.0018609i,-0.00056595-0.00036729i,0.00056242+0.0004489i
-2.5685e-05-0.0020834i,-0.00091795-0.00068885i,-0.0020777+0.00044943i,-0.0025956+0.00036603i,-0.0013021+0.00073362i,2.1014e-05+0.00049477i,-6.5006e-05-0.00028618i,9.9436e-06-0.0010525i,-0.0001275-0.00076363i,-0.00099284+0.00034162i,-0.00102+0.0011334i,-0.00012038+0.0012907i,0.00068263+0.00053574i,0.0012851-9.9373e-05i,0.0014663-0.00061483i,0.0010183-0.0011624i,0.00046138-0.0010759i,-0.00016867-0.00054866i,0.0003627-0.00015132i,0.00095683-0.0003221i,-4.235e-05-0.00018955i,-0.00058229-0.00036636i,0.00011562-0.0006944i
0.00050075+0.0010529i,-0.00011881-0.00046251i,0.00091666-0.00019583i,0.001154+0.00039283i,0.00037071-0.00032042i,0.00044959-0.00071945i,0.00071735+0.00034099i,0.00079783+0.0012289i,0.00097078+0.0019179i,0.00027015+0.0017316i,-0.00016287+0.00058554i,-0.00019768+0.00030938i,-0.00060173+0.00072786i,-0.00058528+0.00059889i,-0.00010487-0.00044792i,0.00039632-0.00080562i,0.0011753-0.00020611i,0.0013596-0.00013056i,0.00035304-0.0008379i,-0.00011313-0.0011092i,9.101e-05-0.00097966i,-2.9401e-05-0.00079319i,-2.2405e-05-0.00081716i
-0.00036413+0.00055646i,-0.00045406+0.00049014i,-0.0017999+0.00051578i,-0.0019072+0.000865i,-0.00037393+0.0016676i,0.00063019+0.0014742i,0.00088206+0.0016322i,0.0002299+0.002045i,-0.00040323+0.0022615i,-0.0011133+0.0021245i,-0.0017884+0.00099984i,-0.0013419-0.00011883i,-0.00023316-6.8692e-05i,-1.1172e-05+0.0011908i,-0.00044442+0.0014883i,-0.00015419+0.00018298i,-6.8983e-05-0.00086183i,-0.0004533-0.001215i,-0.00060353-0.00043276i,-0.00067877+0.00048838i,-0.00077731+2.0002e-05i,-0.0011835-0.00070192i,-0.00066706-0.00044099i
-8.4427e-05+0.0015171i,0.00015689+0.0011802i,0.00098983+0.0007664i,0.00048753+0.00018319i,0.00050495+0.00065193i,0.00125+0.0010265i,-0.00039856+0.00080997i,-0.002961+0.00070433i,-0.003162+0.001996i,-0.0020747+0.0026659i,-0.0013631+0.0021393i,-0.0007072+0.00069985i,-0.0012669-0.00034834i,-0.0018277+0.00023948i,-0.0012229+0.0010055i,-0.00057893+0.00047699i,0.00024632-0.00096577i,0.00073209-0.00089608i,0.00025421-9.302e-05i,0.00017797-0.00047848i,0.00023834-0.00072947i,-0.00036467-0.0004581i,-0.00024359-0.00027419i
-0.00021039+0.00050388i,0.00055213-0.00019082i,0.00073+0.0010594i,0.00072874+0.001829i,0.00046579+0.0018572i,-0.0017879+0.00060572i,-0.0025319-0.0022011i,-0.0014216-0.0025387i,-0.00069938-0.00047041i,-0.00075856+0.0011291i,-0.00090753+0.0011421i,-0.00041081+0.00060947i,2.5373e-06+0.00061764i,0.0003915+0.00099044i,0.00078171+0.00055771i,0.00035452-4.2409e-05i,0.00052949-0.0001827i,0.0015062-0.0009021i,0.001707-0.0019463i,0.0010424-0.0021718i,-0.00012454-0.00094529i,-0.00031294-0.00029786i,0.00047067+0.00016023i
-0.00024805+0.00222i,0.00092741+0.0014807i,0.0027747+0.0015435i,0.0027207+0.0025666i,0.0015341+0.0018275i,0.0013309-0.00021797i,0.0014458-0.0014002i,0.0014795-0.00086959i,0.0012956+0.00044928i,0.00092269+0.0013206i,0.00018014+0.0012529i,-0.00047831+0.00061506i,-0.00020974-0.00015132i,-7.0289e-05-0.00042131i,0.00022683+2.8865e-05i,0.00066254+0.00032593i,0.00077566-0.00037149i,0.0010501-0.000919i,0.00089042-0.0010699i,-1.5669e-05-0.00079663i,-0.0010898-0.00079632i,-0.0011611-0.00083835i,-0.0004078-0.00062882i
-0.0022256+0.0018656i,-0.0016468+0.0030883i,-0.0017278+0.0037145i,-0.00085231+0.0039157i,0.0012982+0.0024628i,0.0021289+0.0003692i,0.0013501-0.00010314i,0.00074582+0.001256i,-7.7051e-05+0.003015i,-0.00067738+0.0028336i,-3.2949e-05+0.0014927i,0.00078596+0.0010368i,0.00048732+0.0011398i,0.00021579+0.0004748i,-3.3551e-05-0.00010409i,-0.00050394-3.7531e-05i,-1.9548e-05-0.00026498i,0.00058058+3.4142e-05i,0.00057731+0.00022104i,0.00090678-0.00046398i,0.00071547-0.00039187i,-0.00053165-0.00016737i,-0.00088855-0.00053171i
0.0010351+0.00020696i,0.0010508-0.00033621i,0.0015909-0.00034179i,0.0013806+0.00020856i,0.00093058+0.00081835i,0.00010018+0.001755i,-0.0012613+0.0025575i,-0.0024087+0.0030227i,-0.0018599+0.0026467i,-0.00058797+0.0018921i,4.9219e-05+0.0013167i,-0.00033023+0.0011745i,-0.00063977+0.00085446i,-0.00025808+0.00050612i,-0.00027582+0.00058206i,-0.00038166+0.00070096i,-0.00034479+0.000542i,-0.00085264-0.00024817i,-0.0014554-0.00022916i,-0.0011059+1.5958e-05i,-0.0007575-0.00021695i,-0.00016849-0.00064783i,-9.3315e-05-0.00044082i
0.00064702+0.0013618i,4.8415e-05+0.0016639i,0.00058869+0.0013722i,0.0012548+0.0010529i,0.0012357+0.00085588i,-4.5202e-05+0.00070964i,-0.0024207+9.2899e-05i,-0.0034511-0.00028701i,-0.0024084+0.00048768i,-0.002183+0.0010874i,-0.0019963+0.001007i,-0.0015385+0.00043828i,-0.0021359+6.0032e-05i,-0.0019137-0.00027741i,-0.00093473-0.00068506i,-0.00083159-0.00084928i,-0.00085117-0.0012745i,-0.00047615-0.0018282i,-0.00031155-0.0020024i,-0.00011026-0.0015749i,0.00062291-0.0007708i,0.00090246-0.00049096i,0.0010785-0.00010142i
0.00026506-0.0013404i,4.6115e-05-0.0008986i,0.0015276+0.0003268i,0.0020736+0.0014859i,-9.6186e-06+0.0021637i,-0.0014919+0.00056721i,-0.0016568-0.0019522i,-0.0011771-0.002497i,-0.00031518-0.0015318i,-3.7426e-05-0.00078998i,-0.00080261+0.00024778i,-0.0012858+0.00042266i,-0.0012934-0.00014214i,-0.0004481+2.9335e-05i,0.00027952+0.00056839i,0.00040284-0.00040332i,0.00057051-0.0011108i,0.00088206-0.0009155i,0.0013287-0.0011402i,0.00074927-0.0015573i,-0.0009436-0.00064329i,-0.0017527+0.00026795i,-0.0012107+9.3416e-05i
-0.0022771-0.00042318i,-0.0032982+0.001415i,-0.0048547+0.0020277i,-0.0035435+0.0029023i,0.0003447+0.0030062i,0.0024131+0.00085664i,0.0020895-0.0014606i,0.0018052-0.0010644i,0.0010143+0.0011477i,0.00025461+0.0023368i,-0.00037894+0.0020056i,-0.00051957+0.00093646i,0.00024168+0.00037904i,0.00058861+0.001003i,0.00060024+0.00095191i,0.00079176-0.00011193i,0.0002813-0.00068891i,0.0001172-0.00066171i,0.00060262-0.0010229i,0.00038504-0.0016119i,-0.0010268-0.0020492i,-0.00134-0.0017131i,-0.00038189-0.00061611i
0.00036474-0.0020067i,0.00081408-0.0011619i,0.0014965-0.00025547i,0.00082813-4.6779e-05i,0.00096167-0.00039056i,0.0024889+0.00017794i,0.0025786+0.0020249i,0.001165+0.0030748i,-3.6023e-05+0.0030626i,-0.00068987+0.00229i,-0.00092695+0.0016143i,-0.0010399+0.0017213i,-0.0003154+0.0016563i,0.00071242+0.0009461i,0.00066734+0.00034596i,0.00073716-5.6566e-05i,0.00073994-0.00019645i,0.00044881-0.00024034i,0.00045958-0.00055152i,9.5141e-05-0.0011721i,0.00012937-0.0012765i,2.8712e-05-0.001038i,-0.0005401-0.00038381i
0.00084361+9.1966e-05i,0.0012209-0.00024153i,0.00078447+0.00019218i,-0.00022661+0.0013436i,-0.00094553+0.0020984i,-0.00070709+0.0028828i,-0.001437+0.0038252i,-0.0029599+0.0037373i,-0.0025845+0.0027389i,-0.0012212+0.0023672i,-0.00069531+0.0024145i,-0.00036379+0.0016108i,0.00012545+0.0011769i,-1.81e-05+0.00056662i,-0.00061329-0.00055403i,-0.00081878-0.0010265i,-0.00069087-0.0004819i,-5.436e-05-7.076e-05i,0.00089374-0.00057299i,0.00067308-0.00073144i,0.00033987-9.3956e-05i,0.00020626+0.00032781i,0.00042841-3.027e-05i
-0.0022973+0.0011767i,-0.0020107+0.0021029i,-0.0019086+0.0029124i,-0.00087073+0.0039628i,-9.6849e-05+0.0036408i,-0.0013088+0.0012509i,-0.0032699-0.0011246i,-0.0039089-0.0018389i,-0.0031597-0.0013207i,-0.00099649-6.3812e-05i,-0.00018869+0.0010939i,-0.00053882+0.00097157i,-0.00052098-0.00033521i,-0.00023226-0.0014017i,0.00080611-0.0017116i,0.00068745-0.0014455i,-0.00041772-0.00096587i,-0.00034535-0.00091051i,8.4691e-09-0.00076951i,-0.00037631-0.00052554i,-0.00067581-0.00033234i,0.0003547-0.00029015i,0.00093573+2.7591e-06i
-0.00018992-0.0021585i,-0.00097636-0.0015462i,-0.0015422-0.00030136i,-0.0014593+0.0018978i,-0.00048827+0.0030557i,0.00033559+0.0013538i,0.00060883-0.0024425i,0.0010455-0.004562i,0.0011732-0.0028076i,0.00046752-0.00054872i,-6.0712e-06+0.00010934i,-0.0002166+0.00037556i,-0.00073711-0.00035384i,-0.00017411-0.000913i,0.001097-0.00071677i,0.0010045-0.00025932i,0.00049796+0.00020689i,0.0011464+3.79e-05i,0.00074443-0.00025718i,-0.00027889-0.00031909i,-0.0011665-0.00011318i,-0.0015537+0.00031944i,-0.00057892+0.0006682i
-0.000824-0.0001555i,-0.00031915+0.00049651i,0.0001189+0.0015091i,-0.00031291+0.0011828i,-0.00012418+0.0014168i,0.0014298+0.0016362i,0.003062+0.00053749i,0.0026705+0.0014985i,0.0011596+0.0032501i,-0.00025892+0.0028259i,-0.00089336+0.0012393i,-0.0006271-4.1663e-05i,-0.00069777+0.00019519i,-0.00088525+0.0004479i,-0.0010652-0.00019686i,-0.0011559-0.00026659i,-0.00036856+0.00011731i,0.00089169-0.00010811i,0.0016964-0.00058985i,0.0010431-0.00061845i,-0.00046198-0.000325i,-0.00097476-0.00021747i,-0.00068406-6.4387e-05i
0.0015924+0.0019165i,0.0027763+0.002144i,0.0029128+0.0022406i,0.002311+0.0016759i,0.0030037+0.0006574i,0.0036788+0.0015389i,0.0021191+0.0036763i,-0.00031742+0.0050077i,-0.00087265+0.0052549i,-7.877e-05+0.0038683i,-0.00010434+0.0021634i,-0.00023652+0.0016509i,-0.0001176+0.0012672i,-0.00045602+0.0013631i,-0.00085325+0.0016141i,-0.00017011+0.001327i,0.00056058+0.0012432i,6.6108e-05+0.00025268i,-0.00025685-0.001394i,0.0006997-0.0011349i,0.00080446-0.0003119i,-2.1734e-05+5.151e-05i,-0.00049082+0.00034913i
