-0.00157-0.00065033i,-0.00028614-0.00022783i,0.00020006+0.0010778i,0.0010962+0.001854i,0.0016382+0.0017552i,0.00092843+0.0016744i,0.00043355+0.0015051i,0.0002714+0.001053i,0.00045896+0.0011059i,-5.517e-05+0.00099591i,-0.00023197-0.0001749i,-0.00046246-0.00084939i,-0.0011559-2.6648e-05i,-0.00096299+0.00023737i,-0.00042237-0.00023946i,0.00026824-5.5821e-07i,0.00049536+0.00021138i,-0.00013631+0.00019489i,-0.00047461+0.00027729i,-0.0001981+0.00070329i,-0.0005209+0.00055009i,-0.0004528-0.00025193i,-0.00020929-0.00054327i
-0.031222+0.10178i,-0.041526+0.12106i,-0.060319+0.092361i,-0.03927+0.037424i,-0.0067773+0.0036632i,-0.0035218+0.0012155i,-0.013441+0.0064384i,-0.014511+0.0041478i,-0.0098373-0.0024197i,-0.0063349-0.0062521i,-0.0046409-0.0061762i,-0.0035797-0.0054382i,-0.0023999-0.0037275i,-0.0022016-0.00077468i,-0.0020742+0.0026021i,-0.00039797+0.0068691i,0.0020201+0.0083186i,0.0023926+0.0064031i,0.0010496+0.0020662i,-0.00074412-0.0030789i,-0.0027647-0.0055514i,-0.0027668-0.0049968i,0.000392-0.0038952i
-0.095964-0.038227i,-0.098102-0.086019i,-0.068764-0.12046i,-0.03485-0.08271i,-0.023437-0.03269i,-0.019467-0.02094i,-0.014143-0.018514i,-0.0083633-0.007358i,-0.0031202-0.00056077i,-0.0016141-0.00010925i,-0.0012367+0.0016892i,0.0013553+0.0048177i,0.0022793+0.0065859i,-0.0010159+0.0064446i,-0.0037702+0.0051497i,-0.0035826+0.0027852i,-0.001903+0.00073202i,0.00063426-0.00047209i,0.0023098-0.0011678i,0.0016671-0.0012023i,0.0014092-0.00022724i,0.00288+0.0017032i,0.0030107+0.0037545i
0.0084819-0.057091i,0.058254-0.026518i,0.085696+0.0061274i,0.062646+0.017248i,0.038315+0.0083454i,0.028226-0.0026459i,0.017835-0.009887i,0.0097086-0.0077111i,0.010166-0.00084652i,0.01285+0.001327i,0.009103-0.00039358i,0.0030678-0.0012932i,-0.00015957-0.0045384i,-0.0011727-0.008544i,-0.0021509-0.0081579i,-0.0036856-0.0049772i,-0.0046574-0.0020588i,-0.0049457+0.00032937i,-0.0026946+0.0029033i,0.0014585+0.0041061i,0.0023822+0.0030285i,-0.00019812+0.0020712i,-0.0023714+0.0022396i
0.02777-0.013263i,0.012153+0.038096i,0.0020507+0.054555i,-0.0048603+0.026507i,-0.0010495+0.0057037i,0.0071402+0.0078707i,0.0083081+0.0079991i,0.00066088+0.0026211i,-0.0075749+0.0011453i,-0.0096056-2.5777e-05i,-0.0085923-0.0017964i,-0.0079481-0.0022257i,-0.0058884-0.001798i,-0.0019761-0.00072488i,0.0014638-0.00076216i,0.0042796-0.00048923i,0.0043081+0.00055174i,0.0015801+0.0014784i,-0.0013644+0.00092681i,-0.0027456-0.0013669i,-0.0030136-0.0026171i,-0.0030198-0.0023179i,-0.002412-0.002734i
0.0054501-0.01147i,-0.05394-0.03484i,-0.063764-0.047575i,-0.032127-0.031831i,-0.014876-0.003622i,-0.013038+0.0057584i,-0.0044703+0.0023037i,0.0021775-0.0011827i,0.0012564-0.0010988i,0.00033424+0.00048784i,0.0029825-0.0010567i,0.0060026-0.002684i,0.0064365-0.00090283i,0.0056694+0.0015123i,0.0039828+0.0013377i,0.0012826-0.00074447i,0.00020535-0.0028251i,0.00028096-0.0041885i,0.00056513-0.0035695i,0.0019161-0.001311i,0.0045168-0.00031313i,0.0060388-0.0011017i,0.0047486-0.00082814i
0.061985+0.0034368i,0.086202-0.028744i,0.093741-0.018566i,0.06746-0.0047085i,0.033852-0.0086277i,0.015844-0.0091485i,0.0078805-0.004594i,0.0068539-0.0040021i,0.0089616-0.0075477i,0.009235-0.0084084i,0.0072494-0.0056937i,0.0040328-0.0022013i,0.00047302+0.00022888i,-0.0015387-0.0007988i,-0.001739-0.001218i,-0.00016132-0.00056378i,0.0021351-0.00043711i,0.0020798-0.00054483i,0.0012578-0.00029205i,0.0014319+0.00031111i,0.0012328+0.0020289i,3.9915e-05+0.0035423i,-0.00035269+0.0031812i
0.014788+0.073127i,0.031178+0.080733i,0.013843+0.077869i,-0.0049738+0.049022i,-0.0072958+0.019087i,-0.0039597+0.0098203i,-0.0034519+0.011461i,-0.002892+0.011334i,-0.0010129+0.0087442i,-0.00017628+0.0055231i,-0.00051412+0.0046373i,-0.0016916+0.0048755i,-0.0020528+0.0042554i,-0.00093082+0.0034097i,0.0008368+0.0031846i,0.0041024+0.0032703i,0.0071592+0.0032858i,0.0074647+0.0033333i,0.0048917+0.0022311i,-0.00050073+0.00067981i,-0.0043605+0.00018089i,-0.0035138+0.001022i,-0.0019937+0.00034112i
-0.086339+0.050014i,-0.10601+0.052273i,-0.10885+0.027123i,-0.063014+0.0077509i,-0.019965+0.0044608i,-0.011974+0.00085305i,-0.01251-0.0034177i,-0.0075281-0.0019742i,-0.001177+0.0020907i,0.0018472+0.002981i,0.0020019+0.00056712i,0.0022881-0.003617i,0.001359-0.0055106i,-0.0003638-0.003824i,-0.0021511-0.0010796i,-0.004356+0.0022494i,-0.004259+0.0038238i,-0.0016579+0.0025002i,0.00030243-0.00023721i,0.0017009-0.002311i,0.0025489-0.0039716i,0.0027889-0.0048841i,0.0032489-0.0027145i
-0.053727-0.070961i,-0.021407-0.096221i,0.017126-0.10263i,0.024816-0.068181i,0.014513-0.038717i,0.0078095-0.028445i,0.0023651-0.01943i,-0.001475-0.010423i,0.00049765-0.006152i,0.0029746-0.0051209i,0.0020535-0.004042i,0.00038954-0.0016144i,-0.00087683-0.0010148i,-0.0025386-0.0022829i,-0.0031653-0.0016608i,-0.0034676-0.00061548i,-0.0038327+0.00042668i,-0.003501+0.0029371i,-0.0016089+0.0041885i,0.00054801+0.002801i,0.00073336+0.0023571i,-0.00047173+0.0038693i,-0.0014587+0.0045475i
0.034258-0.056246i,0.062478-0.022086i,0.068301+0.0021182i,0.039224+0.011058i,0.018856+0.012869i,0.017617+0.0091751i,0.015719+0.0027327i,0.008917+0.0013713i,0.0036717+0.0052338i,0.0014752+0.0070135i,0.0010541+0.0053125i,0.0014761+0.0041453i,0.0025877+0.0030014i,0.0040149+0.00073998i,0.0038138-0.0019494i,0.0029179-0.0043249i,0.0019291-0.0039294i,0.00055886-0.0019385i,-0.0005133+0.00030341i,-0.0013529+0.0022826i,-0.0013293+0.0020588i,-0.0012999+0.00089392i,-0.001885+0.00014541i
0.041691+0.0047091i,0.0095412+0.049778i,-0.0082721+0.064473i,-0.0074492+0.037565i,-0.00056345+0.018136i,0.0020248+0.014764i,0.0021959+0.0070371i,-3.0694e-05-0.00085513i,-0.0030614-0.0011456i,-0.0041135+0.0010467i,-0.0039532-0.00063274i,-0.0036303-0.0038182i,-0.0028945-0.0039371i,-0.00015795-0.0020078i,0.002376+0.00080722i,0.0034362+0.0022219i,0.0015802+5.5632e-05i,-0.0023154-0.0035612i,-0.004306-0.0050996i,-0.0025896-0.0041002i,-0.0013395-0.0046409i,-0.0015633-0.0067612i,-6.2399e-05-0.0056345i
0.013968+0.0080682i,-0.025621-0.01874i,-0.025533-0.030647i,-0.0097705-0.026004i,-0.011163-0.016375i,-0.010435-0.0079596i,-0.0034508-0.0017671i,-0.0010157-0.0023374i,-0.0024471-0.0071941i,-0.0030056-0.0087457i,-0.00075732-0.0053277i,0.0016475-0.0023699i,0.0017726-0.00031981i,0.00053085+0.0028014i,-0.00081457+0.0037909i,-0.00061445+0.0024119i,0.0014747+0.00089392i,0.0034746-8.2208e-06i,0.0036255-0.00016378i,0.0023756+0.00045416i,0.0024499+0.0026195i,0.0028172+0.0047299i,0.0029303+0.0037777i
0.028965+0.032688i,0.035972+0.0018885i,0.032339+0.0047408i,0.024841+0.011281i,0.016914+0.0044833i,0.0075392+0.00075306i,0.0032743+0.0027343i,0.0060389+0.0019149i,0.0094889-0.001472i,0.0082105-0.0033089i,0.0050611-0.0023108i,0.0033551+0.00013392i,0.0021928+0.0012737i,0.00033946+0.00047887i,-0.0014306+0.00034767i,-0.00083331+0.00025832i,0.0015646-0.00023108i,0.0039103-0.0013797i,0.0038332-0.0024517i,0.0018763-0.0017292i,0.00098194-0.00049533i,0.00086208-0.00027439i,0.00035333-0.00039008i
-0.016898+0.054204i,0.007269+0.046753i,0.00023052+0.03873i,-0.0042858+0.023115i,0.0012277+0.0056974i,-0.0015793+0.00067132i,-0.0068042+0.0021886i,-0.0044071+0.0038371i,0.0032816+0.0058325i,0.0088165+0.0058193i,0.0058085+0.004018i,-0.00042142+0.0017902i,-0.0024214+0.00066189i,-0.002233-0.00021755i,-0.0013275-0.001218i,0.0010869+0.0010679i,0.0014268+0.0036032i,-0.00033776+0.0040657i,-0.00090689+0.0032112i,-0.0015096+0.00018981i,-0.0043166-0.0016442i,-0.0058215-0.0014157i,-0.0031518+4.9013e-05i
-0.072341+0.0051099i,-0.059436-1.9072e-05i,-0.045882-0.021524i,-0.027378-0.01936i,-0.013076-0.0075233i,-0.0068068-0.007579i,-0.0055037-0.007591i,-0.0054075-0.0016808i,-0.0046507+0.0031536i,-0.0024018+0.0034888i,0.00035167+0.0017831i,0.0027409-0.00085796i,0.0029415-0.0028914i,0.0012064-0.0029789i,-0.00042724-0.0017446i,-0.0017966-0.00054168i,-0.0014047+0.0011397i,0.00078602+0.0030902i,0.0029669+0.0033008i,0.0045482+0.002497i,0.0055582+0.0031347i,0.0052559+0.0036351i,0.0029635+0.0027852i
-0.030393-0.062161i,-0.0058679-0.0414i,0.021075-0.029592i,0.021741-0.015831i,0.017024-0.0045071i,0.01699-0.0037491i,0.010645-0.0079203i,0.0020502-0.0075769i,-0.0029073-0.003173i,-0.0046099+0.00063638i,-0.0038988+0.0019634i,-0.0010502+0.0014797i,0.0025315-0.00030796i,0.0037883-0.0019174i,0.0027965-0.0022586i,0.0010523-0.0025794i,-0.00076118-0.0030192i,-0.0016817-0.0036301i,-0.0016214-0.0029167i,-0.00083934-0.0013933i,5.4981e-05-0.0017363i,-0.00075144-0.0027042i,-0.0028436-0.0020099i
0.041479-0.049547i,0.038686-0.0098543i,0.039624+0.012475i,0.022438+0.0071143i,0.0068792+0.0014306i,0.0043013+0.0039099i,0.005026+0.0031i,0.002674-0.00089441i,0.0012752-0.0013386i,0.001152-0.00036294i,-0.00023265+0.00063239i,-0.00029811+0.0032475i,0.0016457+0.0051193i,0.002435+0.0040752i,0.0028759+0.0010989i,0.0039126-0.001179i,0.0025704-0.0010677i,-0.00019828+0.00017036i,-0.002547+0.001214i,-0.0036217+0.0017836i,-0.0036752+0.0026161i,-0.0028149+0.0024176i,-0.00046011-0.00054162i
0.069435+0.0023855i,0.010109+0.0012221i,-0.014575-0.0010713i,-0.010046-0.0084653i,-0.0091208-0.013117i,-0.01611-0.0077599i,-0.010111+0.001948i,8.9544e-05+0.0032911i,0.0039718-0.0015159i,0.0024746-0.0072426i,-0.0018887-0.0089247i,-0.0036616-0.0060166i,-0.0036647-0.00076815i,-0.0023334+0.0034994i,0.00017142+0.0057671i,0.002341+0.0054584i,0.0038425+0.0018584i,0.0051524-0.0028018i,0.0055966-0.0050769i,0.0048689-0.0040429i,0.005273-0.0027152i,0.005374-0.0018041i,0.0042647-0.0011668i
0.034796+0.028669i,0.020186-0.015578i,0.014027-0.023516i,0.016909-0.014764i,0.013334-0.010314i,0.0067418-0.0070282i,0.0014972-0.0029444i,0.0011993-0.00094431i,0.0030904-0.0014179i,0.0024213-0.0011073i,0.00021879-0.00072159i,-0.00021775-0.0017513i,-0.00064416-0.0025722i,-0.0030785-0.0013733i,-0.0035474+0.0014927i,-0.001136+0.0028523i,0.00088942+0.0014527i,0.00058698-4.4078e-05i,-0.00054306-0.00040425i,-0.00097184-0.00026947i,-0.0017893+0.00037737i,-0.0029106+0.000597i,-0.0023694+0.00055262i
0.0027538+0.057586i,0.034482+0.029221i,0.033273+0.016888i,0.018885+0.014242i,0.0094446+0.0095126i,0.0033566+0.0038015i,-0.00076326+0.0018174i,0.00031369+0.0031445i,0.0057546+0.0015713i,0.0086815-0.0032653i,0.0071374-0.0043016i,0.005269-0.0016782i,0.0026594-0.00089276i,-0.00050453-0.0015441i,-0.0026394-0.0017864i,-0.0038763-0.0013312i,-0.0029246+0.00068942i,-0.0011693+0.0035092i,0.0011824+0.0039425i,0.0022219+0.003066i,0.0015719+0.0030778i,0.0007749+0.0033226i,-0.00028642+0.0018037i
-0.059374+0.051771i,-0.030041+0.065466i,-0.025219+0.050516i,-0.020872+0.028339i,-0.0094388+0.01421i,-0.004899+0.0037774i,-0.0046626-0.0019733i,-0.0042384+0.00072606i,-0.0023247+0.0053014i,-0.00033044+0.0045291i,0.00095875-0.00019024i,0.00022572-0.0030612i,7.0887e-05-0.0026683i,0.00077158-0.0021783i,0.00035054-0.0024239i,-1.2675e-07-0.0016607i,0.00022447-0.0014889i,0.00040698-0.0021803i,0.00054898-0.0026622i,0.0013442-0.0032697i,0.0019075-0.0040072i,0.0008534-0.0043757i,-0.00084939-0.0033158i
-0.082652-0.038368i,-0.067433-0.022136i,-0.039103-0.02711i,-0.017262-0.026534i,-0.006709-0.018679i,-5.2034e-05-0.012226i,9.5624e-05-0.0082959i,-0.0043693-0.0044761i,-0.00626+0.0012229i,-0.0028035+0.0062625i,0.0021208+0.0079569i,0.0039588+0.0053018i,0.0034246+0.0016855i,0.003056+0.00065048i,0.0029975-2.2229e-05i,0.0021844-0.0011659i,0.00047855-0.0015733i,-0.0013092-0.00039466i,-0.0020464+0.00070789i,-0.00087484+0.0015717i,-0.00074631+0.0024117i,-0.0019667+0.0020921i,-0.0016878+0.0012142i
-0.0085602-0.094135i,-0.014263-0.069155i,0.0043411-0.042958i,0.013198-0.022436i,0.0089577-0.0069412i,0.0072636+0.0006384i,0.0079391-0.0016405i,0.004897-0.0056553i,-0.00063868-0.0070291i,-0.0032942-0.0064276i,-0.0024825-0.0031443i,-0.00054921+9.1136e-05i,0.00085818+0.00075545i,0.00052799+0.00065853i,-0.00082983+0.00034507i,-0.0014025+0.00026403i,-0.0005458+0.00034745i,0.0011486+0.00055662i,0.0011804+0.00056454i,0.00016887+0.00050206i,0.00053772+0.0012286i,0.0020175+0.00087929i,0.0012627-0.0013738i
0.077202-0.04234i,0.053571-0.021033i,0.034587+0.0063842i,0.021357+0.012665i,0.01273+0.0097825i,0.0068191+0.0079296i,0.0045382+0.0043999i,0.0046082-6.0244e-05i,0.0023375-0.0028679i,-0.0014773-0.0020062i,-0.0036572+0.00043711i,-0.0041981+0.0011575i,-0.003255+0.00070921i,-0.0012513+0.0009993i,0.0013916+0.0017029i,0.002607+0.0014289i,0.0022912-0.00057457i,0.0004491-0.002793i,-0.0015367-0.0032859i,-0.0025612-0.0031984i,-0.0024454-0.00316i,-0.0015113-0.0022364i,-0.00012718-0.00043948i
0.071693+0.036474i,0.041119+0.016402i,0.012973+0.0067178i,0.0023795+0.0026539i,-0.0015437-0.0010522i,-0.0035597-0.0009898i,-0.0019853+0.0030788i,0.0018779+0.0037465i,0.0062659+2.5252e-05i,0.0071668-0.0027725i,0.0045205-0.0016315i,0.0022676-0.00043183i,0.00046372-0.00035847i,-0.0015152-0.00033912i,-0.0019427+0.0012748i,-0.00068602+0.0023812i,0.0010025+0.0015637i,0.0016579+0.00052155i,0.0021602-7.0177e-05i,0.0030073+0.00047495i,0.0020773+0.0015567i,0.00029683+0.0019764i,0.00019288+0.0012643i
0.0047391+0.089377i,0.010989+0.052362i,0.0085306+0.023393i,0.0086443+0.0087063i,0.00826+0.0014421i,0.0048715-0.001616i,0.00086827-0.0015348i,-0.0011274+0.00054719i,-5.1891e-05+0.00063448i,0.00012822-0.0026347i,-0.00088331-0.0047666i,-0.00092951-0.0038325i,-0.00091524-0.0022075i,-0.0019088-0.0010954i,-0.0034377+0.00040578i,-0.0031184+0.0028715i,-0.00075607+0.003377i,0.0012473+0.0016982i,0.0020113+0.00012783i,0.0021385-0.00056898i,0.0024554-0.0012624i,0.0019502-0.00095966i,5.0666e-05-9.072e-05i
-0.069687+0.053434i,-0.034037+0.042436i,-0.012141+0.028742i,-0.0037832+0.018245i,0.00037777+0.0095876i,0.00083056+0.0024377i,-0.001669-0.0016407i,-0.0027026-0.00027646i,-7.3072e-05+0.0029914i,0.0027155+0.0033815i,0.0031533+0.0016324i,0.0027142+0.00038218i,0.0027175-0.00029988i,0.0021387-0.0012828i,0.00097296-0.003143i,-0.00022025-0.0033848i,-0.00073906-0.0016992i,-0.0013104-0.00053453i,-0.0018556+0.00026861i,-0.0018696+0.00073792i,-0.0023063-0.00026875i,-0.001583-0.00080632i,0.00050554-0.00018639i
-0.091118-0.029392i,-0.068057-0.010821i,-0.044378-0.0058897i,-0.025216-0.0034305i,-0.012516-0.0015083i,-0.004498-0.0027497i,-0.00014163-0.004108i,0.00018813-0.0038891i,0.00075201-0.0017716i,0.0045041+0.00020893i,0.0070498+7.0474e-05i,0.0055103-0.00072913i,0.0031282-0.00048962i,0.0018784-0.00045942i,0.00074671-0.0011338i,0.00024642-0.0012571i,0.0007441-0.00039741i,0.00077575+0.00046794i,0.00090281+0.00035112i,0.001285+0.0013357i,0.0016905+0.0028686i,0.0010003+0.0019036i,-0.00024655+9.6608e-05i
-0.017105-0.09778i,-0.013528-0.072657i,-0.0024873-0.048623i,0.0030706-0.028401i,0.0041271-0.015227i,0.0041258-0.0082708i,0.0035036-0.0055022i,0.00072659-0.0036446i,-0.0033847-0.00088389i,-0.0047756+0.0020608i,-0.003711+0.0028808i,-0.0027321+0.0023711i,-0.0018139+0.0019044i,-0.00078769+0.0013049i,0.00085081+0.0012597i,0.0025022+0.0018075i,0.0026923+0.0014923i,0.0014463+0.00045115i,4.3291e-05-0.00013572i,-0.00079636-0.00093265i,-0.00057522-0.0017888i,-0.00074019-0.0011911i,-0.0013949-0.00044709i
0.074749-0.059328i,0.062611-0.036719i,0.048964-0.015416i,0.02887-0.0060861i,0.013845-0.0012418i,0.0080481+0.0018717i,0.0054052+0.0018547i,0.0041434+0.00093712i,0.0024684+0.00032128i,0.0010162+0.0015768i,0.0012072+0.0029621i,0.00092854+0.001809i,-1.5566e-05-0.0005142i,-0.00027708-0.0016696i,-0.00063269-0.0014449i,-0.00065978-0.00047616i,-0.00088392-6.7736e-05i,-0.0016565+5.5122e-05i,-0.0026282+0.0010081i,-0.0033722+0.0013188i,-0.002707-0.00010152i,-0.00027701-0.0011433i,0.001432-0.0021921i
0.087226+0.041633i,0.055361+0.041947i,0.026375+0.035861i,0.010129+0.018689i,0.0030162+0.0069599i,2.9523e-05+0.0041994i,0.00024306+0.0034751i,0.0019594+0.0019325i,0.0027851-0.0023067i,0.0015066-0.0058129i,-0.00024814-0.0049374i,-0.00073466-0.0027441i,3.4129e-05-0.0015688i,5.4364e-05-0.0011749i,-0.00090997-0.00085937i,-0.0017859+7.985e-05i,-0.0017382-0.00016823i,-0.00036287-0.0011572i,0.0012818-0.0013357i,0.0021623-0.0010996i,0.0020581-0.00036734i,0.0018148+0.00025871i,0.0011175+0.00075914i
0.0053944+0.087627i,-0.015847+0.056258i,-0.019388+0.027553i,-0.0072058+0.0077877i,-0.00037483-0.0013597i,2.8807e-05-0.00093044i,-0.00095258+0.0015769i,-0.0016101+0.0031479i,-0.0012046+0.0040072i,-0.0017786+0.0016881i,-0.0016695+3.9829e-05i,0.00013389+0.00095857i,0.001188+0.0014526i,0.0010181+0.0014838i,0.0010592+0.001103i,0.0012449+8.1975e-05i,0.00076155-0.00041363i,0.00074608-0.0008115i,0.0016923-0.001677i,0.0016876-0.0014312i,0.00094297-0.00063573i,0.00084688+0.00068728i,0.0011033+0.0018311i
-0.066584+0.043107i,-0.044025+0.0080705i,-0.021263-0.0076302i,-0.0040209-0.0045756i,0.0026781-0.0013278i,0.00083531-0.00060856i,-0.0026753-0.0012895i,-0.0024982-0.00086359i,0.00089549+0.001195i,0.0035209+0.0011114i,0.0029733-0.00062058i,0.00067327-0.0015962i,-0.00036992-0.002422i,-0.00095664-0.0032469i,-0.0017052-0.0029471i,-0.0012961-0.00062714i,-0.00087689+0.0011713i,-0.00046159+0.0011488i,-0.00010796+0.00075338i,-0.00022212+0.0011951i,-0.00057226+0.0012535i,-0.0015067-0.00018575i,-0.0020671-0.00093815i
-0.071562-0.022682i,-0.02908-0.017826i,-0.0048354-0.0073702i,-0.00018059+0.0011569i,0.00055963+0.0020627i,0.00012449-0.0019963i,-0.00086974-0.005748i,-0.0015521-0.0057188i,-0.0019017-0.0037065i,-0.00043945-0.0025808i,0.00064096-0.0025984i,0.00083114-0.0018834i,0.0017478-0.0010483i,0.0019361-0.0012458i,0.00069534-0.001216i,0.00039324+0.00012826i,0.0018655+0.0010022i,0.0024509+0.0010233i,0.0016578+0.00020418i,0.0011972-0.0010439i,0.0016921-0.00055125i,0.0010683+0.00083703i,-0.0011067+0.0013394i
-0.01894-0.069419i,-0.0026155-0.035037i,0.0018993-0.016129i,-0.0015238-0.0089032i,-0.0014373-0.0049155i,0.0018313-0.003919i,0.0040774-0.0040735i,0.0033127-0.0024448i,0.0012479-3.1737e-05i,0.0007405+0.0021811i,0.0014459+0.0034143i,0.001966+0.0028924i,0.001774+0.0015514i,0.0015934+0.0012675i,0.0026578+0.0020441i,0.0030234+0.0018168i,0.0029623+0.0018649i,0.0032372+0.0016961i,0.0034199+0.00020269i,0.0024911-0.00031934i,0.00063114-0.00058551i,5.8825e-05-0.00080388i,0.00052487-6.2464e-05i
0.049191-0.052451i,0.032583-0.02183i,0.020304-0.0079746i,0.011627-0.0057035i,0.0070768-0.0040234i,0.0071181-0.0013174i,0.0066973+0.00059521i,0.0057029+0.00034724i,0.0048174-0.0007822i,0.0033876-0.00052069i,0.00090789+0.00035869i,-0.0018056+0.00075384i,-0.0032282+0.00060142i,-0.0032338+0.00086016i,-0.0027857+0.0024109i,-0.0020276+0.0030296i,-0.0016677+0.0030517i,-0.0017258+0.0031738i,-0.0015553+0.0026208i,-0.0010452+0.0019978i,-0.00084396+0.00084325i,-0.0014003-0.0013325i,-0.0022416-0.0028294i
0.062814+0.01242i,0.027926+0.01973i,0.011921+0.018682i,0.0073014+0.010456i,0.0037256+0.0063436i,0.0016048+0.0062675i,0.00021857+0.0051471i,-0.00038923+0.0036467i,-0.0005528+0.0014695i,-0.002059+0.00022417i,-0.0020351-0.00086575i,4.8255e-05-0.0028336i,0.0010158-0.0037237i,0.00027811-0.0029249i,-0.00095884-0.0015462i,-0.0023949-6.9935e-05i,-0.0028034+3.1425e-05i,-0.0020473-0.00026067i,-0.001409-0.00012978i,-0.00045241-0.00098305i,0.001382-0.0016771i,0.0027395-0.0011354i,0.0037962+0.00017876i
0.022751+0.058076i,0.00096229+0.031131i,-0.0070234+0.014056i,-0.0043777+0.0046752i,-0.0030507+0.00086408i,-0.0033492+0.00082995i,-0.0031911+0.0015207i,-0.0023774+0.0019533i,0.00036229+0.002126i,0.001905+0.0013339i,0.0021233-0.00019691i,0.0030395-0.001073i,0.0035158-0.001343i,0.0030472-0.001534i,0.0022491-0.0029274i,0.00067312-0.0045258i,-0.00096585-0.0048935i,-0.0011089-0.0044782i,-0.0015445-0.004023i,-0.0010301-0.0033807i,7.9281e-05-0.0017223i,0.00066139-0.00023984i,0.001408+0.0002327i
-0.03806+0.042707i,-0.02754+0.0056482i,-0.013819-0.0079692i,-0.0016992-0.0064778i,0.0018544-0.0055153i,0.00037735-0.0051364i,-0.0013634-0.0038314i,-0.0012153-0.0011249i,0.00026253-0.00029936i,0.0015396-0.0020807i,0.0014489-0.0015993i,0.00067808+0.00070763i,0.00032566+0.0021386i,-0.00016052+0.0026472i,5.0164e-05+0.0019004i,0.0012352+0.00040116i,0.0018488-0.00096167i,0.00099714-0.00091457i,0.00029365-0.00011132i,0.00018128+0.00064322i,-4.6186e-05+0.0019904i,-0.001296+0.0026692i,-0.0026894+0.002218i
-0.053403+0.0013097i,-0.010761-0.0047717i,0.0082717-0.0033546i,0.009529+0.001228i,0.0074561+0.0013262i,0.0045891-0.0019698i,0.0011413-0.0034798i,-0.001375-0.0016805i,-0.0022712+0.0014766i,-0.0015401+0.0026353i,-0.00031305+0.00096914i,-0.00044549-0.0012495i,-0.00063071-0.0014433i,-0.00095203-0.00079727i,-0.00021199+0.00037605i,0.001718+0.0021592i,0.0031563+0.0019686i,0.0038618-0.0001282i,0.0041699-0.0014311i,0.0024418-0.0011065i,0.00012342-0.00062712i,0.00070569-0.00061093i,0.0017767-0.00035677i
-0.031114-0.039059i,-0.0064506-0.01007i,0.00091333+0.005379i,0.00042908+0.0074293i,0.0011881+0.0038467i,0.0026522-0.00024461i,0.0035461-0.0022284i,0.0025241-0.0018335i,0.0015602-0.0002348i,0.0020431+0.00080511i,0.0013818+0.0010723i,0.0002603+0.00099228i,0.00056109-0.0003669i,0.0010593-0.0019801i,0.00096652-0.0011916i,0.00065976+0.0010806i,0.00053631+0.0017685i,0.00061555+0.0016842i,0.00063429+0.0010336i,0.00069089-2.9339e-05i,-0.00064843-0.00011985i,-0.0019765-0.00046436i,-0.0013162-0.0012336i
0.012587-0.042335i,0.002833-0.0075763i,-0.002616+0.0028212i,-0.0016568-0.00026989i,0.0012782-0.0023432i,0.0037923-0.0016002i,0.0044203-0.00052936i,0.0030753-0.0013757i,0.0015172-0.0021409i,0.00081516-0.0013954i,0.0011175-0.00046319i,0.0012888+0.00077488i,0.0011619+0.0020093i,0.0013391+0.0026583i,0.00048812+0.002887i,-0.00045481+0.0029878i,9.8958e-06+0.0041528i,0.0012694+0.0054967i,0.0022559+0.0055067i,0.0028976+0.0030967i,0.0028305+0.0010293i,0.0016628+0.0017345i,-0.00038621+0.0023402i
0.042459-0.021999i,0.013394-0.012138i,0.0038965-0.0084748i,0.0042434-0.0060902i,0.0030313-0.001962i,0.0024658+0.0021346i,0.0016897+0.0031109i,0.0017524+0.0022856i,0.0024025+0.0013206i,0.00096544+0.00011383i,-0.0016472-0.00082295i,-0.0037084-0.0021531i,-0.0048011-0.003022i,-0.004128-0.0023778i,-0.0023812-0.00098498i,-0.0025374+0.00036149i,-0.0030761+0.00033106i,-0.0035636-0.00076206i,-0.0039022-0.0012397i,-0.0023392-0.0011442i,-0.0011512-0.0017996i,-0.00067197-0.0032243i,0.00073672-0.003583i
0.037861+0.025448i,0.015057+0.0084826i,0.0067458+0.0028372i,0.0035166+0.0020212i,0.00022731+0.0018095i,-0.0015958+0.0014443i,-0.0016155+0.00080585i,0.00021049+0.00085213i,0.0026088+8.9713e-05i,0.0033736-0.0012526i,0.0029698-0.0019856i,0.0021125-0.002662i,0.0014299-0.0035185i,0.00076965-0.0037525i,-0.00074283-0.003233i,-0.0022784-0.0027314i,-0.0034115-0.0026579i,-0.0044588-0.0021584i,-0.0046267-0.0010554i,-0.0034355+0.00035333i,-0.0015153+0.0011627i,-0.00044736+0.0009862i,-3.9993e-06+8.3557e-05i
0.00072814+0.053793i,0.0023373+0.023276i,0.0018387+0.007088i,0.0016457+0.00065875i,0.0025796-0.0031877i,0.0016199-0.0048902i,-0.00028185-0.003717i,-0.00088256-0.0019016i,-0.0010052-0.00099652i,2.5242e-05-0.0017316i,0.0022729-0.0022546i,0.0049452-0.001589i,0.0052283-0.00014621i,0.0034145+0.0013327i,0.0026777+0.0012243i,0.0026138-4.2668e-05i,0.0023369-0.0012349i,0.0026162-0.0019697i,0.0029111-0.0025687i,0.0030113-0.0023032i,0.0034292-0.0010996i,0.0036662+0.0012184i,0.0033733+0.0025896i
