-0.00066193-0.00054885i,-9.822e-05-0.00069527i,-0.00099989-0.00090596i,-0.00065374-0.0010924i,-0.00022306-0.0012015i,-0.00013844-0.00083606i,0.00039076-0.00062867i,0.0009232-0.00052147i,0.0011559-0.00047814i,0.00071452-0.00061591i,0.0004833-0.00056575i,0.0008333-0.00019636i,0.000519-0.00013099i,-1.3321e-07+0.00014888i,-0.00035638+0.00044786i,-0.00038702+0.00061709i,-0.00027121+0.00019709i,-0.00022643-0.00041546i,0.00010403-0.00024691i,-0.00014268-0.00021548i,-0.00054156-0.00065196i,-0.00087091-0.00030087i,-0.00071008+0.00011408i
0.0016507-0.0012182i,0.0006606-0.00094049i,-6.6079e-05-0.0012585i,0.00015517-0.0015408i,0.0010136-0.0011987i,0.0017157-0.0012789i,0.001255-0.0012093i,0.00017232-0.0015307i,1.1369e-05-0.0013898i,0.00020565-0.00074755i,0.00024024-0.00038969i,-0.00022742+1.8672e-06i,-0.00056116+0.00036588i,-0.00050993+0.00040976i,-0.00021201+0.00013671i,-0.00028715-5.8178e-06i,-0.00065048-9.9604e-05i,-0.00077386-0.00031733i,-0.0012189+0.00027169i,-0.00018373+0.00091086i,-0.00027603+0.001213i,-0.0012021+0.0007767i,-0.00067914-0.00037723i
-7.3457e-05-0.00033592i,-0.00032751-0.00022574i,-0.00075099+0.00049731i,-8.9726e-05+0.0010218i,0.00091053+0.00096798i,0.0015588+0.00037819i,0.0018197-0.00015105i,0.0018779-0.00045838i,0.00085889-0.00082782i,-0.00010961-0.00039633i,-7.8089e-05+0.00042777i,-0.00022671+0.00078377i,-0.00050406+0.00049121i,-0.00056961+3.6799e-05i,-9.5058e-05+0.0001672i,2.5867e-05-3.3882e-05i,0.00034516-0.00032464i,0.00069161-0.00015857i,0.00032482-0.00036464i,-0.00015732-0.0007373i,-4.2581e-05-0.00043812i,-8.2309e-05-0.00018097i,-0.00068195+0.00041406i
5.5187e-05-0.00096972i,0.0016062-0.0016058i,0.0011288-0.0018708i,0.00050791-0.0017625i,0.00090772-0.0015716i,0.0010761-0.0014276i,0.00029598-0.0015205i,8.515e-05-0.0019826i,9.0378e-05-0.0020596i,-0.00024952-0.0011914i,9.7138e-05-0.00031041i,0.00068894-5.6472e-06i,0.00049119+0.00014689i,-0.00037318+0.00035671i,-0.00022286+0.00040647i,-8.8304e-06-0.00010615i,-0.00019145+0.00019407i,-0.00043395+0.0013967i,-0.00068312+0.0018134i,-0.00070539+0.0010458i,-0.00067653+9.5363e-05i,0.00020705-0.00051806i,0.00018307-0.0011252i
0.0010341-0.00037024i,0.00041525-0.0010479i,-0.00032674-0.00090028i,0.00028219-0.00016509i,0.00099593+0.00036125i,0.0018159-0.00042938i,0.0012709-0.001058i,0.0002605-0.0015688i,0.00067819-0.0013328i,0.00084042-0.00022288i,0.00016011-0.00022487i,-0.00071852-0.00035401i,-0.00053905+0.0002361i,-3.6701e-05+0.001054i,-0.00016497+0.00098008i,-0.00013404-0.00012664i,0.00036176+0.00029926i,0.00040966+0.0010771i,-0.00012336+0.00036393i,-0.00086769-8.884e-05i,-0.00037329-0.00024584i,0.0004494-0.00039474i,5.7174e-05+0.00017352i
-0.0020559+0.0003716i,-0.0023492-0.00022773i,-0.0013896-0.00050242i,0.00033109-1.7091e-06i,0.0019249+0.00055992i,0.0018545-0.00029682i,0.00080114-0.001512i,-6.7108e-05-0.0018244i,-0.0003511-0.0018663i,-0.00011214-0.0018633i,0.00035321-0.0016644i,0.00033108-0.0014494i,-4.1398e-05-0.001489i,0.00021187-0.00055082i,0.00034904-6.6651e-05i,0.00032801-0.00055753i,0.00060238+5.2894e-05i,0.00064926+0.00051761i,0.00074201+0.00040238i,0.00043637+0.00040836i,0.00027739+0.00050638i,4.6106e-05+0.0008332i,-0.00067582+0.00080512i
0.00022507-0.00052117i,0.00069652-0.0021795i,0.0013987-0.0019291i,0.001665-0.0013909i,0.0021875-0.002195i,0.0022138-0.0027958i,0.0012814-0.0023346i,2.0377e-05-0.0014882i,-0.00037299-0.0013702i,-8.6312e-05-0.00118i,-0.00041975-0.00023216i,-0.00062123+2.5211e-05i,-0.00072985+0.00020309i,-0.00078005+0.00080598i,-0.00020056+0.0009745i,0.00027218+0.00061255i,9.5807e-05+0.0001433i,-0.00032854+0.00017284i,-0.00055131+0.00036969i,-0.00054301-3.327e-05i,8.6982e-05+0.00043026i,0.00050426+0.0011724i,0.00057034+0.00097112i
0.00052758+0.00058203i,0.0011234-0.0002267i,0.0015162+0.00020564i,0.0019486-3.9191e-05i,0.00233-0.001105i,0.0012498-0.0014586i,0.00026985-0.00077616i,-0.00049451-0.00066654i,-0.00055416-0.00096424i,-0.00059569-0.00078082i,-0.00083468-0.00034099i,-0.00063937-7.062e-05i,-0.00030223-5.6098e-05i,2.238e-06+0.00056022i,0.00030101+0.00060713i,0.001212+0.00039622i,0.00029372+0.00045689i,-0.00083567+0.00050957i,-0.00012249-9.9537e-05i,0.00056467-0.00035215i,0.0011866+0.00018484i,0.0009269+0.00047548i,0.00064055-0.00063691i
0.0006442+1.3147e-05i,-0.00035074+3.7677e-05i,-0.00089718-0.00025431i,-0.0010864-0.00024142i,-0.0011659+5.7856e-05i,-0.00068476+0.00022257i,0.00012201-0.00025936i,0.0001207-0.00068023i,-0.00068571-0.0014025i,-0.00047039-0.001075i,0.00018458-0.00025212i,0.0003846-0.00046753i,0.00011104-0.0011392i,0.00028469-0.0012709i,0.00036549-0.00052286i,-0.0004465+0.00020929i,-0.0010197+0.00061985i,-0.0006486+0.0005165i,-0.00042371+0.00088482i,-0.00018852+0.0011605i,0.00016275+0.00048447i,0.00014744+0.0005943i,-9.6807e-05+0.0006971i
1.0714e-05-0.00097963i,0.00027953-0.0023716i,0.00035497-0.0022332i,0.00054408-0.0011856i,0.00090294-0.00039113i,0.0012453+0.00039648i,0.00039924+0.00053838i,-0.00031244+0.00011031i,-1.9388e-05-0.00027028i,-0.00020967-0.00026244i,0.00052787-0.00011072i,0.00085929-6.3121e-06i,0.00058609+0.00040415i,0.00027131+0.00033893i,-0.000357+0.00023256i,-0.00051243+0.00023561i,-0.00042328+1.6112e-05i,0.00022738-5.3283e-05i,0.00085681+4.2853e-05i,0.00070547+5.0951e-05i,0.00062265-1.7492e-05i,0.00093328+6.7554e-05i,0.0005369+0.00013129i
0.0010626+0.0001811i,0.00061879-0.00019639i,-2.4204e-06+0.00028832i,0.00089449+0.00089914i,0.0012761+0.00064361i,0.00057008-0.00064921i,0.0014844-0.00144i,0.0013583-0.0010556i,0.00046813-0.0010242i,0.00020861-0.00095382i,0.00033003-0.000314i,0.00012046+0.00079835i,-0.00068173+0.0011297i,-0.00044508+0.00053169i,5.8648e-05+0.00015035i,0.00053765+0.00051242i,6.4328e-05+0.00078185i,-0.00083782+0.00043545i,-0.00088623+0.0003142i,-0.00016639+0.00043119i,0.00065253-0.00032872i,8.9982e-05+7.5873e-05i,-0.00041319+0.00090516i
0.0010946-5.1099e-05i,0.0018875-0.0010331i,0.00065796-0.0011182i,0.00018947-0.00063299i,0.0009264-0.00073344i,0.00083499-0.00087019i,0.00039225-0.0015504i,-4.0035e-05-0.0020416i,-0.00024838-0.0016546i,-0.00012857-0.00060644i,-0.00024974+0.00012712i,-9.4843e-06+0.00024758i,7.3007e-05+6.8766e-05i,0.00037043-0.00021265i,0.00060387+0.00049262i,-0.00014156+0.0012551i,-0.00049448+0.0010495i,-0.0003079+0.00038593i,0.00032684-0.00015418i,0.00038389+7.5961e-06i,-0.00049501+0.000636i,-0.00064216+0.00077122i,-0.00021695+0.00040618i
0.00075351-0.00095706i,-3.4228e-05-0.0012555i,0.00015151-0.00045924i,0.00040151+0.00020329i,0.0010124+0.0010896i,0.0014959+0.0008943i,0.0012036-0.00031418i,0.00043286-0.0014638i,0.00015389-0.0020556i,-0.00052401-0.0010933i,-0.001169-0.00023979i,-0.00047927-0.00052362i,-0.00010496-0.00042035i,0.00018234+0.00013575i,0.00022435+0.00061203i,0.00016465+0.00049402i,0.0003061+0.00026069i,0.00012181+0.00041026i,-0.00032348+0.00065357i,-1.2685e-05+0.00070793i,0.000272+0.00090193i,0.00022612+0.00063617i,0.00039114+0.00028918i
0.0003497-0.00064751i,0.00016745-0.0011724i,0.0010258-0.0010682i,0.001088-0.0012376i,0.0011878-0.0016834i,0.0014008-0.0019606i,0.0011255-0.001629i,0.00088607-0.0012921i,-0.00025699-0.00090803i,-0.0014285-0.00050908i,-0.00070839-0.00065465i,-0.00034306-0.0005362i,-0.00067006-0.00025071i,-0.00025465+6.1256e-05i,-1.1122e-05-1.9353e-05i,0.00023853-0.00042531i,0.00043882-0.00056155i,0.00019045-0.00015136i,-0.00034284+0.00065729i,-0.00026863+0.00060334i,0.00046025-0.00023368i,0.00025676-0.00022209i,-0.00029108+5.6933e-05i
0.0010824-8.8042e-05i,0.00094565-0.00077234i,0.0013203-0.00092247i,0.0021001-0.0008279i,0.0029584-0.00049088i,0.0022911-0.00089951i,8.0663e-05-0.00071542i,-0.00074758-0.00045229i,-7.5988e-05-0.00071233i,-0.00016449-0.0010289i,-0.0006451-0.00038255i,-0.00059853+1.3206e-05i,-0.0003158+0.00052278i,-9.8907e-05+0.001324i,0.00010152+0.0013279i,-0.00011775+0.00046197i,-0.00030646-0.00031615i,-0.00084841-0.00058405i,-0.0011097-0.00059308i,-0.00077571+2.7691e-05i,-0.000576+0.00020721i,-0.0006797-0.00040809i,-0.0003978-0.0006869i
0.0017408+0.00083028i,0.0025097+0.0011158i,0.0018548+0.00055831i,0.0014771-0.00015522i,0.0010883-0.00095115i,0.00026066-0.0010906i,0.00038065-0.0012422i,0.00065665-0.0015633i,0.00047924-0.0013533i,0.00036772-0.0011546i,0.00049742-0.00016209i,0.00021579+0.00054836i,-0.00049482+0.00059046i,-0.0007896+0.0010877i,-0.00057456+0.00027115i,-0.0003158+9.4032e-05i,-0.00031684+0.0010859i,-0.00038353+0.0011107i,0.00043403+0.0005309i,0.00052062+0.00019776i,-0.00041224+0.00016893i,0.00020505+0.00019519i,0.00062998+0.00085717i
0.00063873-0.00068806i,-0.00068926-0.0012373i,-0.00049906-0.0017121i,-0.00021737-0.00092194i,-0.00018966-0.00048994i,0.00023581-0.001242i,0.00070961-0.0014106i,0.00013272-0.0013764i,-0.00019891-0.0015182i,0.00071645-0.00095087i,4.6491e-05+1.1704e-06i,-0.0012706-0.00028017i,-0.00047883-0.00036818i,0.00011429+0.00017352i,0.00012154+0.0003024i,0.00016501+0.001011i,0.00026266+0.0017415i,3.9124e-05+0.0010088i,0.00013202+0.0001811i,0.00010428+0.00026474i,-0.00027929+6.5166e-05i,-0.00067172-0.00020686i,-0.0005026-0.00012937i
0.00049788-0.0017269i,0.00065287-0.0020487i,0.00047128-0.0018865i,0.00028283-0.001114i,0.0012985-0.0012985i,0.0018123-0.0013854i,0.0010363-0.001711i,0.00064447-0.0013726i,0.00064027-0.00034984i,0.00060441-0.00032691i,-0.00041292-0.00060365i,-0.0010982-0.00049133i,-7.0944e-05-0.00050719i,0.00066391-0.00059157i,-5.8299e-06-0.00043121i,-0.00036519+0.00027327i,-0.00031666+0.00085731i,-0.00071952+0.0011704i,-0.00060372+0.0011012i,0.00037767+0.00016079i,0.0012707-0.00017486i,0.00095798+7.7933e-05i,0.00033352-0.00010624i
0.00069247-0.001655i,0.0011695-0.0011336i,0.001435+0.00029054i,0.0012935+0.00033566i,0.00096121-3.9768e-05i,0.00069528-0.000287i,3.3015e-05-0.00042897i,-0.00045858-0.0010819i,-0.0010487-0.0015885i,-0.0014397-0.0016077i,-0.000339-0.00061096i,3.3445e-05+6.2307e-05i,-0.00068-0.0001618i,-0.00054159+0.00047975i,-0.0004235+0.00060417i,-0.00073648+0.00063615i,-0.00087113+0.00067645i,-0.00013747+0.0004545i,0.00034026+0.00039608i,0.00023514+1.4976e-05i,0.00051032+0.00062913i,0.00058467+0.00084073i,-0.00058784+0.0001749i
-0.00058764-1.9279e-05i,0.00028515+0.00063543i,-0.0002112+0.0014953i,-0.00014553+0.0013037i,0.001785+0.001128i,0.0024483+0.00031993i,0.0014222-0.0007243i,0.00049838-0.00103i,8.1782e-05-0.0013376i,0.00030619-0.0010601i,0.0007845-0.00036321i,0.00036954-0.00028544i,-0.00043639-0.00016702i,-0.00011472+0.00037515i,0.00055923+0.0009778i,0.00048103+0.00035297i,6.1724e-05+0.00015189i,-0.00063603+0.00081731i,-0.0008023+0.0010399i,-0.00056582+0.00029249i,-0.00037861-0.00036517i,-0.00040563-0.00015079i,-0.0002094-0.00045042i
