-0.00030659+0.00019225i,-0.00012585-0.00034367i,-0.0016427+3.3927e-05i,-0.00227-0.000472i,-0.0025838-0.00043146i,-0.0022294+0.0014406i,-0.00097939+0.0029662i,0.00046302+0.0029142i,0.001853+0.0025001i,0.0026452+0.0014914i,0.0015331+4.9918e-05i,0.00053195-0.00034063i,0.00090376-0.00044408i,0.00047323-0.0004382i,7.0941e-05-0.00023204i,0.00076826-0.00024489i,0.00083573-0.000385i,0.00048155-3.3882e-05i,0.00017898+0.00015027i,0.00059704-0.00014271i,0.0013114+9.7457e-05i,0.00064318+0.0008815i,0.00010905+0.00077972i
-0.062025+0.015774i,-0.15868+0.010008i,-0.25477-0.0061041i,-0.25043+0.031015i,-0.1249+0.10785i,0.011988+0.10981i,0.034326+0.049311i,-0.022712+0.020151i,-0.046316+0.0096191i,-0.037764-0.021492i,-0.043939-0.04117i,-0.05823-0.027707i,-0.052569+0.0014752i,-0.011332+0.019017i,0.036365+0.0073947i,0.049183-0.0090445i,0.042152+0.0032594i,0.038143+0.0283i,0.032225+0.034713i,0.022398+0.021529i,0.014653+0.0069943i,0.015217-0.0022625i,0.018854-0.0096358i
-0.026937-0.094744i,-0.063185-0.2496i,-0.10992-0.39673i,-0.13797-0.35732i,-0.11144-0.14781i,-0.066556+0.02176i,-0.042864+0.068833i,-0.0039903+0.065742i,0.035864+0.05052i,0.039106+0.029499i,0.03938+0.018043i,0.055504+0.0083963i,0.056092-0.0059388i,0.029978-0.0085115i,0.0079387+0.011821i,0.017445+0.031869i,0.037985+0.018371i,0.038894-0.018502i,0.014324-0.038095i,-0.010075-0.023209i,-0.007394-0.00092355i,0.0075939+0.001199i,0.010339-0.0077923i
0.089222+0.04855i,0.238+0.17833i,0.41393+0.32925i,0.462+0.28682i,0.31884+0.034708i,0.13857-0.14745i,0.073176-0.15562i,0.06793-0.11183i,0.040394-0.060602i,0.018798-0.0012801i,0.01102+0.02668i,-0.00016179+0.024843i,-0.0073885+0.012724i,-0.020777-0.0060162i,-0.046526-0.024492i,-0.069246-0.038632i,-0.078496-0.043192i,-0.069802-0.033064i,-0.041694-0.012818i,-0.01479-0.0015467i,-0.014296-0.0038333i,-0.031476-0.0014038i,-0.037889+0.008846i
-0.039237+0.032891i,-0.13623+0.045831i,-0.26841+0.026705i,-0.31842+0.023015i,-0.22457+0.080831i,-0.074598+0.1356i,-0.0046864+0.11399i,-0.026111+0.055238i,-0.035384+0.0051472i,-0.024015-0.038959i,-0.032747-0.062281i,-0.050221-0.056401i,-0.050606-0.027349i,-0.014863+0.0055242i,0.032369+0.014236i,0.046797+0.0098964i,0.030333+0.022148i,0.011276+0.040993i,0.0041144+0.037696i,0.005406+0.016288i,0.0082923+0.0015013i,0.015393-0.0002348i,0.023092+0.00068834i
-0.056757-0.049623i,-0.13465-0.14295i,-0.20926-0.23044i,-0.21688-0.19447i,-0.16355-0.068913i,-0.13601-0.0005288i,-0.12524+0.024813i,-0.06409+0.055115i,-0.004945+0.061548i,0.01219+0.056271i,0.035048+0.059616i,0.070201+0.050846i,0.079063+0.021994i,0.048776-0.00087152i,0.013438+0.01138i,0.011254+0.039513i,0.031963+0.04198i,0.042586+0.016174i,0.028202-0.010498i,0.0061021-0.017766i,0.0025822-0.011229i,0.011445-0.008686i,0.012177-0.010702i
0.084111+0.0033525i,0.25122+0.050285i,0.46505+0.12762i,0.54284+0.12513i,0.43326+0.011572i,0.29807-0.086577i,0.21976-0.11649i,0.14082-0.10646i,0.062678-0.056602i,0.029602-0.0014301i,0.014569+0.016707i,-0.0087034+0.016416i,-0.023057+0.011968i,-0.02872-0.0058411i,-0.036135-0.032659i,-0.042512-0.058421i,-0.041274-0.072717i,-0.030659-0.065046i,-0.016235-0.033898i,-0.004871-0.0034349i,-0.0067868+0.0040662i,-0.020882+0.00035853i,-0.028918-0.0019166i
-0.020938+0.038254i,-0.098662+0.069543i,-0.23948+0.06157i,-0.33922+0.02062i,-0.31163+0.027349i,-0.21717+0.084631i,-0.14191+0.10874i,-0.088745+0.072763i,-0.045452+0.0089529i,-0.035717-0.046853i,-0.053374-0.065623i,-0.05981-0.057623i,-0.045208-0.03386i,-0.011362-0.0034929i,0.023312+0.0075817i,0.027638+0.0059409i,0.0054572+0.011614i,-0.019285+0.01884i,-0.024124+0.017209i,-0.01124+0.0070068i,0.00036146+0.0021746i,0.007604+0.0091744i,0.013413+0.015351i
-0.057308-0.011128i,-0.14247-0.044152i,-0.21872-0.064641i,-0.19987-0.028029i,-0.11619+0.0019032i,-0.080035-0.029324i,-0.081019-0.038596i,-0.051242+0.0092105i,-0.013995+0.038647i,-0.00042094+0.044718i,0.019521+0.058864i,0.05263+0.063776i,0.067165+0.042605i,0.045878+0.016898i,0.011688+0.021457i,0.00082414+0.048004i,0.011933+0.061274i,0.02478+0.050654i,0.02467+0.023005i,0.012203-0.0034233i,0.0041552-0.012169i,0.0042734-0.011151i,0.0048172-0.007239i
0.057844-0.03667i,0.19083-0.056697i,0.38243-0.044816i,0.47789-0.0080303i,0.42051+0.01693i,0.34293+0.020199i,0.28747-0.018154i,0.18832-0.066544i,0.088035-0.050088i,0.052002-0.015049i,0.032891-0.022369i,-0.010193-0.031119i,-0.041243-0.018011i,-0.039522-0.012014i,-0.023506-0.030405i,-0.0091385-0.059022i,0.0054546-0.072926i,0.017488-0.062773i,0.015347-0.034407i,0.0035457-0.0038467i,-0.0048707+0.0084367i,-0.009836+0.0010801i,-0.013636-0.010742i
0.0014787+0.027882i,-0.042937+0.059873i,-0.16148+0.052956i,-0.29667-0.019771i,-0.35708-0.067798i,-0.3452-0.02884i,-0.28703+0.04317i,-0.17646+0.071144i,-0.071198+0.029889i,-0.034269-0.024868i,-0.038188-0.048726i,-0.03709-0.051445i,-0.026443-0.036256i,-0.0088329-0.011007i,0.0076553+0.002715i,0.0049807+0.0024794i,-0.017264-0.002725i,-0.037117-0.0089258i,-0.036753-0.00902i,-0.021162-0.0057632i,-0.0075236-0.0019716i,-0.00093087+0.0061513i,0.0025674+0.013861i
-0.045554+0.020045i,-0.11423+0.039622i,-0.17094+0.064389i,-0.1331+0.093446i,-0.026463+0.081218i,0.054572-2.4384e-05i,0.059551-0.057124i,0.024086-0.032028i,0.0061897+0.012488i,0.0081152+0.042497i,0.028552+0.073933i,0.060341+0.083568i,0.069315+0.05394i,0.042479+0.022884i,0.0032793+0.026182i,-0.016967+0.051278i,-0.01677+0.067053i,-0.0091103+0.064101i,0.0013303+0.041014i,0.0093202+0.0111i,0.011438-0.0064923i,0.0090264-0.011507i,0.0040786-0.0085931i
0.01625-0.042302i,0.095062-0.092194i,0.23616-0.10927i,0.34154-0.053515i,0.33437+0.031586i,0.27435+0.089684i,0.23302+0.062822i,0.17431-0.015838i,0.089128-0.031815i,0.047286-0.0045507i,0.033187-0.013714i,0.0010772-0.034731i,-0.027412-0.030199i,-0.025665-0.021116i,-0.0016474-0.029516i,0.022584-0.047398i,0.041191-0.05096i,0.047976-0.036895i,0.032104-0.016811i,0.0072936+0.0016119i,-0.0058642+0.010933i,-0.0055156+0.007804i,-0.00086152-0.0048416i
0.020864+0.010128i,0.0060973+0.021085i,-0.087791-0.00047518i,-0.23814-0.080725i,-0.3334-0.15171i,-0.36445-0.13756i,-0.33894-0.041748i,-0.22905+0.041279i,-0.1089+0.033505i,-0.064652-0.0086057i,-0.061601-0.02034i,-0.042924-0.014976i,-0.014957-0.0097837i,0.0018264-0.0064831i,0.0034623-0.0038074i,-0.0066281-0.0037093i,-0.01981-0.016883i,-0.028312-0.034705i,-0.027646-0.034934i,-0.020556-0.020646i,-0.013558-0.0067131i,-0.0090698+0.0046367i,-0.0063216+0.013198i
-0.02284+0.034066i,-0.058957+0.085365i,-0.087318+0.1439i,-0.0425+0.18109i,0.070895+0.16236i,0.18545+0.067863i,0.19736-0.027461i,0.11176-0.043816i,0.042702-0.016916i,0.016162+0.0021313i,0.0091249+0.030485i,0.023048+0.061551i,0.038953+0.056622i,0.027542+0.032308i,-0.0010293+0.026737i,-0.02192+0.037509i,-0.031928+0.048209i,-0.031419+0.048902i,-0.014271+0.03385i,0.0083042+0.010879i,0.016925-0.008088i,0.010957-0.015982i,0.0030385-0.0097853i
-0.017031-0.0315i,0.010194-0.075714i,0.1006-0.1032i,0.19279-0.067528i,0.17433+0.021569i,0.10368+0.10273i,0.096699+0.09969i,0.11099+0.031098i,0.081624-0.0061249i,0.0527-0.0038246i,0.039333-0.026234i,0.0042077-0.05783i,-0.031507-0.049166i,-0.025715-0.023183i,0.0061631-0.018318i,0.03243-0.026899i,0.046893-0.02337i,0.047425-0.0065035i,0.030902+0.0055465i,0.0073009+0.0072313i,-0.007164+0.0082663i,-0.0054929+0.0088883i,0.00030987+0.00024712i
0.015512-0.015208i,0.0067751-0.035246i,-0.065321-0.065854i,-0.18685-0.12493i,-0.26259-0.1933i,-0.28347-0.18875i,-0.27819-0.093316i,-0.21648+0.0016862i,-0.11668+0.023562i,-0.055331+0.005022i,-0.038556-0.00065142i,-0.025575+0.00051099i,-0.0073236-0.0025924i,0.00099159-0.0057372i,-0.0040175-0.0081925i,-0.011499-0.0094108i,-0.012495-0.019739i,-0.0081467-0.035964i,-0.0079191-0.03826i,-0.011614-0.023662i,-0.0099018-0.0066522i,-0.006568+0.0041269i,-0.0075108+0.010316i
0.013932+0.037462i,0.017394+0.095208i,0.01235+0.15983i,0.038054+0.20587i,0.13436+0.20425i,0.23574+0.12217i,0.23546+0.01366i,0.14336-0.035782i,0.062364-0.024846i,0.031581-0.010631i,0.022474+0.0058559i,0.023592+0.031248i,0.02457+0.034739i,0.011787+0.019561i,-0.0054328+0.013174i,-0.016934+0.014386i,-0.027528+0.014323i,-0.032065+0.012253i,-0.017494+0.010807i,0.0076201+0.0059405i,0.021378-0.0064876i,0.017336-0.017947i,0.0079747-0.019107i
-0.023486-0.0041005i,-0.026529-0.025286i,0.029591-0.05605i,0.096196-0.067625i,0.052118-0.030211i,-0.045768+0.038499i,-0.038444+0.077123i,0.039537+0.057541i,0.058855+0.029632i,0.039616+0.028547i,0.035126+0.0084318i,0.022215-0.03345i,-0.0029518-0.044129i,-0.0079986-0.024435i,0.0088248-0.010846i,0.023147-0.0065284i,0.026471+0.0051943i,0.020197+0.021073i,0.0097624+0.023571i,-0.0030561+0.013731i,-0.014954+0.0097718i,-0.014742+0.013038i,-0.0070019+0.0085259i
-0.0046394-0.031474i,-0.027852-0.069729i,-0.093653-0.10231i,-0.16514-0.11853i,-0.16063-0.13538i,-0.12076-0.13811i,-0.13159-0.095817i,-0.14337-0.032192i,-0.10361-0.00080457i,-0.063429+0.0056995i,-0.047762+0.021113i,-0.027826+0.034912i,-0.00022849+0.026907i,0.00977+0.0058538i,-0.00028844-0.0058078i,-0.0087521-0.0045895i,-0.0035506-0.0068111i,0.0093014-0.016386i,0.0078537-0.022363i,-0.0043744-0.016575i,-0.0071688-0.0043756i,-0.0037283+0.005488i,-0.0016803+0.012561i
0.031161+0.01927i,0.067034+0.062227i,0.087806+0.12065i,0.088947+0.16833i,0.10929+0.1794i,0.16044+0.12667i,0.17004+0.032676i,0.11033-0.025099i,0.051328-0.034192i,0.021895-0.038872i,0.003187-0.032126i,-0.0039615+0.00010202i,0.00031338+0.020136i,0.0027685+0.015268i,0.0018412+0.0070563i,-0.00023983-0.0025249i,-0.0061641-0.014032i,-0.011519-0.019978i,-0.0064585-0.014198i,0.007446-0.0049013i,0.017504-0.0083862i,0.017167-0.01954i,0.013742-0.022918i
-0.015435+0.018542i,-0.02299+0.024637i,0.0097195-0.00298i,0.046556-0.060915i,-0.009969-0.088391i,-0.10631-0.042899i,-0.090853+0.032271i,0.0011686+0.061949i,0.043723+0.050363i,0.035738+0.036258i,0.029848+0.0090697i,0.018333-0.027447i,-0.0022714-0.034268i,-0.0074716-0.013468i,-0.0012332+0.0027731i,-0.00017345+0.0085903i,-0.0082393+0.015457i,-0.019182+0.024572i,-0.019591+0.025858i,-0.014832+0.015576i,-0.019243+0.0092706i,-0.022932+0.01285i,-0.01866+0.011118i
-0.027377-0.031226i,-0.076192-0.066482i,-0.13823-0.080297i,-0.14872-0.05066i,-0.06001-0.021173i,0.032025-0.024156i,0.013407-0.038476i,-0.047851-0.039782i,-0.058113-0.026195i,-0.040035-0.0050983i,-0.032193+0.021075i,-0.021258+0.033866i,-0.0038297+0.022703i,0.0013371+0.0030738i,-0.006903-0.0075242i,-0.010594-0.0013889i,0.00012631+0.0088359i,0.015432+0.0080792i,0.016918-0.0036901i,0.0071769-0.011108i,0.0035918-0.0049323i,0.0039831+0.0046916i,0.0018181+0.011524i
0.038315-0.0021933i,0.090064+0.0077911i,0.11675+0.040702i,0.084177+0.083277i,0.035503+0.099212i,0.015606+0.069264i,0.023472+0.0164i,0.03191-0.015901i,0.025346-0.024905i,0.018824-0.0374i,0.012536-0.046313i,0.0018581-0.029539i,-0.0028736-0.0064001i,0.00031415+0.00087247i,0.010245-0.0021593i,0.021358-0.014587i,0.025286-0.032003i,0.021979-0.040961i,0.015189-0.031871i,0.01203-0.014177i,0.014768-0.0099245i,0.016518-0.018173i,0.015737-0.022756i
0.005243+0.0296i,0.010566+0.052455i,0.035527+0.02638i,0.050996-0.054039i,0.0068278-0.10905i,-0.05239-0.089619i,-0.045751-0.013473i,0.0051041+0.052664i,0.033768+0.066898i,0.032934+0.052613i,0.031583+0.02548i,0.028065-0.0079227i,0.014219-0.020086i,0.002187-0.0083286i,-0.0064764+0.003429i,-0.017942+0.0087177i,-0.032676+0.011401i,-0.042894+0.014183i,-0.036096+0.018108i,-0.021261+0.017162i,-0.01845+0.013593i,-0.023053+0.012431i,-0.023808+0.0087001i
-0.042679-0.012921i,-0.10806-0.025228i,-0.16555-0.013493i,-0.13714+0.037639i,-0.014686+0.092438i,0.094771+0.097737i,0.090107+0.039904i,0.01861-0.022757i,-0.023693-0.034786i,-0.033998-0.0035097i,-0.035232+0.033346i,-0.02151+0.04644i,-0.0023532+0.031298i,0.0014054+0.0067525i,-0.0068798-0.0057194i,-0.011919+0.0019432i,-0.0071007+0.020669i,0.0045462+0.02914i,0.010243+0.015154i,0.0079901-0.0018264i,0.0076277-0.0036164i,0.0086862+0.0026822i,0.0067598+0.0083235i
0.027903-0.031266i,0.071077-0.05587i,0.095462-0.055348i,0.04749-0.031524i,-0.059864-0.030249i,-0.13552-0.039942i,-0.11918-0.034284i,-0.054095-0.024096i,-0.014018-0.025028i,-0.00046119-0.038741i,0.0048527-0.046727i,-0.0010146-0.03229i,-0.0063136-0.009325i,0.0022591+0.0024505i,0.020132+0.0041391i,0.038224-0.0057443i,0.049753-0.024066i,0.048401-0.03477i,0.031613-0.029075i,0.011504-0.016187i,0.0037078-0.010392i,0.0083015-0.013162i,0.015132-0.015252i
0.017955+0.027599i,0.045508+0.052857i,0.069752+0.043272i,0.083536-0.014485i,0.095403-0.067557i,0.096542-0.077237i,0.07884-0.037329i,0.052754+0.022535i,0.041377+0.049746i,0.038773+0.0397i,0.030645+0.019984i,0.022069+0.0028408i,0.013218-0.0046469i,0.0015768-0.0021362i,-0.011849-0.0006035i,-0.026767-0.0021502i,-0.041851-0.0059466i,-0.051856-0.0066192i,-0.043589+0.0040752i,-0.023164+0.012993i,-0.015887+0.011885i,-0.020478+0.0095104i,-0.021858+0.0069095i
-0.041337+0.015902i,-0.1065+0.036458i,-0.15706+0.068905i,-0.12719+0.11272i,-0.029026+0.16315i,0.047386+0.177i,0.057915+0.11568i,0.028915+0.020965i,-0.0066644-0.019022i,-0.032414+0.0014518i,-0.041416+0.028204i,-0.030547+0.034369i,-0.013481+0.021006i,-0.0095086+0.0012077i,-0.015781-0.0094837i,-0.022988-0.003452i,-0.025082+0.01696i,-0.016814+0.030427i,-0.0030677+0.018576i,0.007073-0.0010008i,0.013011-0.0060822i,0.013628-0.00014119i,0.0085247+0.0045596i
0.010705-0.041967i,0.029191-0.09201i,0.037962-0.12614i,-0.013512-0.12499i,-0.12408-0.12819i,-0.20371-0.13922i,-0.18809-0.10321i,-0.10311-0.040364i,-0.031139-0.018795i,7.0627e-05-0.033299i,0.0089824-0.04698i,0.0014672-0.04151i,-0.0052982-0.020284i,0.0057806+4.495e-05i,0.027413+0.011563i,0.04966+0.0096321i,0.064738-0.0019926i,0.063009-0.012883i,0.040546-0.016715i,0.013325-0.012497i,0.00088533-0.0080456i,0.0017626-0.0094488i,0.0066192-0.00894i
0.032184+0.015901i,0.07531+0.030378i,0.11735+0.026577i,0.14453-0.0034135i,0.17873-0.022847i,0.22356-0.019252i,0.20159-0.015071i,0.11046+0.0029426i,0.055824+0.024954i,0.048486+0.024012i,0.040788+0.013191i,0.026483+0.0041835i,0.015459-0.0020447i,0.0065101-0.0057994i,-0.0060581-0.011325i,-0.019312-0.016487i,-0.027723-0.023537i,-0.031188-0.026412i,-0.026272-0.011861i,-0.015137+0.00624i,-0.010001+0.011146i,-0.012858+0.0083613i,-0.015769+0.0043011i
-0.027218+0.030424i,-0.076606+0.07587i,-0.11948+0.13264i,-0.10587+0.16299i,-0.064398+0.1628i,-0.064727+0.16907i,-0.054538+0.14141i,-0.016135+0.059674i,-0.016518+0.0081051i,-0.042032+0.013918i,-0.046747+0.02947i,-0.025957+0.02826i,-0.0071739+0.014648i,-0.0090419+0.0014675i,-0.020733-0.0061747i,-0.033187-0.0040243i,-0.043268+0.010956i,-0.039843+0.023099i,-0.019899+0.016178i,4.9e-05+0.0012012i,0.0091274-0.00367i,0.012225-0.00073607i,0.010004+6.9398e-05i
-0.010605-0.039124i,-0.02169-0.097048i,-0.042371-0.15088i,-0.085976-0.15661i,-0.13733-0.15127i,-0.16589-0.17554i,-0.1527-0.14531i,-0.095663-0.057701i,-0.031118-0.016214i,0.0022473-0.025699i,0.0096944-0.037261i,0.0057052-0.031891i,-0.00057422-0.012637i,0.0047918+0.0074202i,0.023467+0.023936i,0.044721+0.030895i,0.059278+0.026946i,0.056297+0.017124i,0.033913+0.0045137i,0.0098056-0.0026356i,-0.0011654-0.0034616i,-0.0013102-0.0039812i,0.0016501-0.0035727i
0.036636-0.0021282i,0.089989-0.0043712i,0.14387-0.013004i,0.17664-0.014312i,0.22355+0.019268i,0.28398+0.044219i,0.25771+0.015183i,0.14673-0.014414i,0.069826-0.0056353i,0.055541+0.0082616i,0.04696+0.012834i,0.027382+0.012234i,0.014147+0.0046773i,0.0083459-0.0087542i,0.00088233-0.021795i,-0.00502-0.029822i,-0.0051804-0.036289i,-0.0041046-0.03612i,-0.0056116-0.02065i,-0.0068231-0.0030553i,-0.0078493+0.0032218i,-0.010649+0.003773i,-0.010519+0.0035434i
-0.012085+0.042163i,-0.037943+0.10697i,-0.056437+0.16741i,-0.070888+0.15674i,-0.12788+0.1097i,-0.18972+0.11072i,-0.15921+0.11675i,-0.077503+0.0729i,-0.045711+0.029626i,-0.054957+0.024165i,-0.052317+0.028187i,-0.030121+0.024131i,-0.011788+0.01237i,-0.01256+0.00039043i,-0.025844-0.0088739i,-0.042429-0.013684i,-0.056735-0.0090649i,-0.055109-0.0012341i,-0.03331+4.7493e-05i,-0.011401-0.0024491i,0.0010261-0.0018351i,0.0091154-9.3788e-06i,0.011402-0.0014593i
-0.028669-0.029174i,-0.072422-0.081405i,-0.11781-0.12017i,-0.12055-0.10919i,-0.081847-0.11842i,-0.054836-0.15636i,-0.055503-0.13043i,-0.043311-0.05377i,-0.0097019-0.014955i,0.0059567-0.023755i,0.0023696-0.033517i,-0.0024343-0.028812i,-0.0035284-0.012805i,0.004234+0.010119i,0.021043+0.031695i,0.037588+0.044202i,0.045392+0.046481i,0.039203+0.038224i,0.022592+0.020578i,0.008959+0.0054339i,0.0025863-0.00081619i,-0.0010905-0.0030676i,-0.0041447-0.0017618i
0.035979-0.021809i,0.091918-0.047115i,0.1388-0.072445i,0.1553-0.047251i,0.19889+0.038591i,0.25139+0.084449i,0.23011+0.037913i,0.14669-0.017067i,0.07923-0.021291i,0.058786-6.5546e-06i,0.048089+0.012522i,0.027784+0.010864i,0.014044+0.0026958i,0.01127-0.012176i,0.010416-0.027097i,0.012436-0.033148i,0.020282-0.035915i,0.024591-0.03414i,0.017185-0.021699i,0.0055402-0.0078663i,-0.0031674-0.0034627i,-0.0098455-0.0022473i,-0.012629+0.0013153i
0.0026655+0.044894i,0.0081543+0.11522i,0.011674+0.1651i,-0.028227+0.11627i,-0.15089+0.02898i,-0.25629+0.020296i,-0.22732+0.062282i,-0.13063+0.065308i,-0.076093+0.040481i,-0.062019+0.025456i,-0.046643+0.018761i,-0.024462+0.014885i,-0.011087+0.0086926i,-0.01428+0.00038929i,-0.02737-0.0080871i,-0.045784-0.017921i,-0.060638-0.023471i,-0.056647-0.020705i,-0.035602-0.013349i,-0.01579-0.0053487i,-0.0038073+0.0009607i,0.0054971+0.0035199i,0.012499+0.00085685i
-0.043196-0.0064282i,-0.11293-0.030053i,-0.17082-0.037505i,-0.13056-0.0083207i,-0.0021862-0.0052094i,0.087944-0.065311i,0.066747-0.090177i,0.02068-0.043331i,0.015099-0.012314i,0.012479-0.024106i,0.00069725-0.034001i,-0.0034409-0.027115i,-0.0035052-0.0116i,0.00069485+0.0095386i,0.012047+0.031611i,0.023238+0.046823i,0.024658+0.052874i,0.015328+0.04677i,0.0055494+0.027873i,0.004726+0.010393i,0.0069023+0.002354i,0.0041257-0.0026363i,-0.0020484-0.0040785i
0.026296-0.034554i,0.071888-0.0864i,0.11297-0.13106i,0.11211-0.10856i,0.09847-0.013223i,0.11846+0.071249i,0.13759+0.053972i,0.11139-0.0087132i,0.070111-0.020069i,0.053217+0.0068602i,0.046156+0.020427i,0.030058+0.012395i,0.018255-0.0027563i,0.016368-0.018237i,0.017959-0.028982i,0.025381-0.030442i,0.03774-0.025247i,0.04251-0.017651i,0.030909-0.011027i,0.012015-0.0079637i,-0.001614-0.007745i,-0.0097416-0.0063997i,-0.012225-0.0013494i
0.025763+0.032513i,0.061104+0.092874i,0.081403+0.131i,0.027307+0.07195i,-0.10698-0.040245i,-0.22898-0.067384i,-0.2299-0.0031473i,-0.14903+0.039875i,-0.085288+0.033504i,-0.053792+0.016396i,-0.03435+0.009351i,-0.01801+0.012004i,-0.0083695+0.013408i,-0.011662+0.0077903i,-0.025576-0.002931i,-0.042796-0.018146i,-0.052238-0.032272i,-0.046787-0.034823i,-0.03026-0.023483i,-0.015459-0.0093646i,-0.0073974+0.00095963i,0.00076315+0.0072134i,0.01043+0.0061307i
-0.044542+0.011552i,-0.11928+0.024258i,-0.17887+0.054435i,-0.11332+0.10428i,0.068208+0.12161i,0.19629+0.051444i,0.1668-0.022321i,0.081636-0.025445i,0.039906-0.013999i,0.016747-0.023995i,-0.0025513-0.029518i,-0.0067064-0.020754i,-0.0062079-0.0055764i,-0.0036774+0.011753i,0.0051024+0.027719i,0.01141+0.040371i,0.0058884+0.046605i,-0.0055656+0.040039i,-0.0085828+0.024818i,-0.0011114+0.012717i,0.0068239+0.0058768i,0.0076127+0.0019803i,0.00083045-0.0013198i
0.0056567-0.039666i,0.026653-0.1106i,0.043336-0.17935i,0.018177-0.17385i,-0.034452-0.081614i,-0.046538+0.017723i,0.0028577+0.037633i,0.048373+0.0019004i,0.044562-0.0048644i,0.033042+0.022604i,0.033737+0.031092i,0.025876+0.013577i,0.017855-0.0055416i,0.017644-0.019494i,0.020749-0.02606i,0.029082-0.021799i,0.040528-0.010319i,0.044025+0.0010946i,0.032503+0.0038101i,0.014823-0.0013916i,0.00023724-0.0086222i,-0.010034-0.011808i,-0.014586-0.0075051i
0.033947+0.020615i,0.089288+0.061479i,0.13257+0.085479i,0.091131+0.031214i,-0.031226-0.064787i,-0.12751-0.10091i,-0.1474-0.053584i,-0.12085+0.0056653i,-0.073411+0.018569i,-0.036428+0.0050351i,-0.023313+0.0017728i,-0.017739+0.010048i,-0.012654+0.014379i,-0.014124+0.010696i,-0.024139-0.00095832i,-0.036485-0.019237i,-0.040094-0.036965i,-0.030724-0.041921i,-0.018344-0.030631i,-0.011978-0.01467i,-0.0090359-0.0025614i,-0.0024803+0.0061328i,0.0083617+0.0076221i
-0.034947+0.026248i,-0.099029+0.071107i,-0.14747+0.14018i,-0.070914+0.20285i,0.11212+0.20713i,0.22832+0.14072i,0.19884+0.050302i,0.11324-0.0041453i,0.052429-0.018377i,0.014819-0.026439i,-0.0058474-0.028494i,-0.0083368-0.019518i,-0.006334-0.007352i,-0.0054585+0.0056043i,5.4831e-05+0.018332i,0.0034111+0.028391i,-0.0050573+0.031469i,-0.017649+0.023656i,-0.018463+0.012252i,-0.0083027+0.0069392i,0.0029032+0.0058288i,0.0080209+0.0031553i,0.0042146-0.00076084i
-0.010807-0.041269i,-0.01956-0.1193i,-0.037832-0.2091i,-0.090719-0.2292i,-0.16472-0.15636i,-0.19043-0.057591i,-0.12032+0.002738i,-0.02651+0.015187i,0.0057027+0.018548i,0.0090349+0.031574i,0.018608+0.02772i,0.022926+0.0069131i,0.021374-0.010871i,0.020412-0.020996i,0.020926-0.021722i,0.026046-0.01205i,0.035226+0.003706i,0.036745+0.01583i,0.026206+0.015445i,0.013104+0.0060643i,0.002903-0.0044474i,-0.0058818-0.011052i,-0.011685-0.0093i
0.039165+0.0025326i,0.10501+0.018536i,0.16495+0.029437i,0.14956+0.00071257i,0.073981-0.060218i,0.013432-0.092076i,-0.033376-0.064155i,-0.061843-0.015025i,-0.03837+0.0032154i,-0.007174-0.0059432i,-0.0071014-0.0049544i,-0.013006+0.0095185i,-0.010288+0.017209i,-0.0093416+0.012889i,-0.016827+0.00071358i,-0.026065-0.015354i,-0.024249-0.030801i,-0.012626-0.035891i,-0.0031229-0.026934i,-0.0014586-0.015142i,-0.0047279-0.0061025i,-0.0042675+0.0027419i,0.0036001+0.0064044i
-0.021231+0.03516i,-0.063443+0.10174i,-0.093317+0.19211i,-0.030944+0.25576i,0.1096+0.25756i,0.193+0.1903i,0.17318+0.083493i,0.11505+0.0022411i,0.056307-0.026155i,0.015401-0.024983i,0.00058663-0.016478i,-0.002124-0.0076997i,-0.0046825+0.00051299i,-0.0050075+0.0079421i,0.00066028+0.01496i,0.0036913+0.01937i,-0.0075878+0.017315i,-0.021528+0.0091332i,-0.021963+0.0027042i,-0.012952+0.0036349i,-0.0027027+0.0075163i,0.0058386+0.0078533i,0.0054036+0.0038956i
-0.026771-0.034733i,-0.066821-0.10487i,-0.11936-0.19935i,-0.18502-0.24793i,-0.2643-0.2113i,-0.28091-0.12042i,-0.19117-0.030094i,-0.085277+0.019555i,-0.037656+0.036515i,-0.018711+0.040999i,0.0031518+0.026084i,0.016221+0.0033283i,0.019837-0.011037i,0.019494-0.016742i,0.017208-0.01421i,0.018793-0.0043302i,0.022095+0.011067i,0.020606+0.023604i,0.01487+0.021875i,0.0093364+0.012146i,0.0052059+0.0019003i,-0.00010205-0.0078926i,-0.005544-0.0096808i
0.038503-0.01279i,0.10549-0.021408i,0.17539-0.022214i,0.1958-0.017835i,0.182-0.031383i,0.15089-0.05402i,0.073629-0.049862i,0.0039818-0.019153i,0.0043694-0.003182i,0.017957-0.0098656i,0.0010061-0.0059009i,-0.016152+0.0076326i,-0.017419+0.015097i,-0.014535+0.012735i,-0.017077+0.002074i,-0.020558-0.011605i,-0.012746-0.023813i,0.00062457-0.02781i,0.0064641-0.02227i,0.0040837-0.016651i,-0.0014473-0.012714i,-0.0038127-0.0048791i,0.00082763+0.0013748i
