-0.0013102+0.000607i,-0.0015078+0.00074542i,-0.0039218-0.00064524i,-0.0060382-0.0028359i,-0.0054251-0.002156i,-0.0023887+0.00077731i,8.9689e-05+0.001968i,0.0010067+0.0015862i,0.0013531+0.00091071i,0.0012225+7.4385e-07i,8.8641e-05-0.00036061i,-0.00045932-0.00055727i,0.00024095-0.00061669i,0.00029502-0.00051341i,-0.00052389-0.00060269i,-0.00087074-5.533e-05i,-0.00049006-0.00027728i,-0.00029838-0.00062145i,0.00029625-0.0009613i,0.00072464-0.0011115i,-0.00041842-0.00034185i,-0.00058042-0.00027042i,0.0002582-0.00023627i
0.003355-0.011619i,0.0040963-0.0066326i,0.0016188-0.0028437i,-0.00063387-0.0011873i,-0.0021139-0.00047876i,-0.0023816+0.00031467i,-0.0021536+0.0012893i,-0.0015388+0.0016773i,-0.00028629+0.0013576i,0.00039828+0.00061141i,0.00027248+0.0001267i,0.00015567+8.2749e-05i,0.00089011+0.00012746i,0.00081356+0.000328i,-0.00014384+0.00037067i,0.00013956-1.5506e-05i,0.0011299-0.00010229i,0.0011817+3.879e-05i,0.00022208+0.00072373i,-0.0006473+0.0012291i,-0.00028708+0.0013358i,0.00043717+0.0010482i,0.00039569-7.4107e-05i
0.00846-0.005505i,0.0043223-0.00044157i,0.0013664+0.0004776i,-0.00086527+0.00013214i,-0.0017834+0.00055017i,-0.0021944+0.001431i,-0.0027115+0.0017263i,-0.0023883+0.0015613i,-0.001124+0.001308i,-0.00023083+0.00051298i,0.0003657+0.00054747i,0.0012804+0.00059714i,0.0017538+0.000402i,0.00083745+0.00034747i,0.00046779-0.00026041i,0.00029184-0.0004586i,0.00028657-3.2068e-05i,0.00017902+4.4043e-05i,-0.00017694-0.00034015i,-2.9164e-05-0.00012929i,-2.279e-05+0.00046755i,0.0002139+8.4826e-05i,0.000437-0.00017963i
0.0089735-0.002194i,0.0034723-0.0011123i,-0.0011171+0.00058831i,-0.0021275+0.00091592i,-0.0010813+1.6302e-05i,-0.0013817+0.00022918i,-0.0020295+0.00046938i,-0.0019406+0.00056915i,-0.0015135+0.00082811i,-0.00096899+0.00072356i,-7.981e-05+0.00043797i,0.00060358+0.00019461i,0.00032547+0.00024253i,0.00025684+0.00014383i,0.00049027-0.00038964i,0.00087572-0.00067135i,0.00060148-0.00084017i,1.8136e-05-8.7843e-05i,-0.00032463-1.5884e-05i,-0.0006945-0.00035672i,-0.00084829+0.00013059i,-0.00082908+0.00081223i,-0.00074746+0.00087548i
0.0081752+0.0038275i,0.001211+0.0015557i,-0.0025067-0.00094066i,-0.0037596-0.0015667i,-0.0031793-0.00049666i,-0.00236+0.00044852i,-0.0014318-3.5594e-05i,-0.0016418-0.00077384i,-0.0028431-0.00095376i,-0.0025588-0.00081129i,-0.0014701+0.00014701i,-0.00096881+0.00095098i,4.3848e-05+0.0009722i,0.0008984+0.0009176i,0.00036408+0.00049095i,-0.00056389+0.00030645i,-0.00024338+1.7065e-05i,0.00049546-0.00015487i,0.00086235-1.0138e-05i,0.00016429-0.00086758i,-0.00061971-0.0012293i,2.7087e-05-0.0013298i,0.00029802-0.0010988i
0.0012735+0.0069898i,-0.0021702+0.0031833i,-0.0034807+0.0021736i,-0.002175+0.003308i,-0.00093193+0.0033328i,-0.00058105+0.0012923i,-0.0012296-0.0009234i,-0.0019814-0.001135i,-0.0025702-0.00049216i,-0.0026339-0.00042413i,-0.0013741+0.00036179i,-0.00022514+0.0011444i,1.5097e-05+0.0009517i,9.2729e-05+0.00068042i,-9.4971e-05+0.00056717i,7.8068e-05+0.00034691i,0.00093575-0.00065336i,0.0010121-0.00090451i,0.00013707-0.00028217i,-0.00038533+0.00048005i,-0.0010919+0.00037763i,-0.0013796-0.00029494i,-0.00095363-0.00042303i
-0.0021837+0.0089452i,-0.003244+0.0044992i,-0.0039559+0.0017485i,-0.0038747+0.00060012i,-0.0029115+0.0015123i,-0.0019014+0.00031347i,-0.0017827-0.0014535i,-0.0020387-0.001917i,-0.001671-0.0017818i,-0.0015405-0.0010182i,-0.0011373-0.0011607i,-0.0011921-0.00096599i,-0.0016748-0.00023899i,-0.0017519-0.0001666i,-0.001639+0.00029449i,-0.0016897+5.8782e-05i,-0.00080569-0.0002112i,-0.00013305+0.00047674i,8.9337e-05+0.00031002i,0.00020466-0.0005953i,-0.00052665-0.00075783i,-0.00060764-0.00059786i,0.00052521-0.00064677i
-0.0057924+0.0039877i,-0.0047511+0.00011111i,-0.0051772-0.00091413i,-0.0056756-9.8243e-06i,-0.0046177+0.0012257i,-0.0019175+0.0009945i,-0.00023076-0.00066095i,-0.00053836-0.0017319i,-0.0013333-0.0018451i,-0.001334-0.0011489i,-0.00072359+0.00011656i,-0.00051534+0.00089464i,-0.00052072+0.0016191i,-6.7732e-05+0.0016067i,0.00026401+0.00062587i,-0.0001961-9.3867e-05i,-0.00060636-0.00046719i,-0.0008384-3.3518e-05i,-0.00069232+0.00014428i,0.00020904-0.00049494i,-0.00018004-0.00034336i,-0.0013181+0.00034155i,-0.00075879-2.9589e-06i
-0.0065916+0.0024449i,-0.0035084-0.0011649i,-0.0027965-0.0025709i,-0.0040758-0.0013241i,-0.0032859+0.0008757i,-0.00096813+0.00072249i,0.00034666+4.9729e-05i,-0.00034246-0.00025349i,-0.0011713-0.00062231i,-0.00099468-0.00070728i,-7.3437e-05-0.00064244i,-0.0001459+2.9561e-05i,-0.00081203-0.0003756i,-0.00041283-0.0011766i,-0.00018716-0.00091783i,-0.00057622-0.00043992i,-0.00043205-2.9159e-05i,-0.00017259-2.3775e-05i,0.00019028+0.00029016i,-0.00053913+0.001045i,-0.00028919+0.00028469i,0.00031811-0.00029006i,0.00041319-0.00022797i
-0.007407-0.0056912i,-0.0047498-0.0042777i,-0.005286-0.0025317i,-0.0067705-0.00085782i,-0.0065503+0.001076i,-0.0034225+0.0013989i,-0.00041993+0.00072208i,0.00078236-0.00017551i,0.0014493-0.00099747i,0.00090025-0.00097495i,0.00033071-0.00095316i,-0.00048288-0.0013093i,-0.00095959-0.0014737i,-0.00046297-0.0014062i,0.00028011-0.0009403i,8.5845e-05-0.00051165i,-0.00078399-0.00072674i,-0.00070337-0.00047593i,0.00042469-0.00032465i,0.00068576-0.00053943i,4.1632e-05-0.00022554i,-0.0001207+2.0751e-06i,0.00017782-0.00011663i
-0.0047315-0.0047889i,-0.0026125-0.00084792i,-0.0021199-0.00040384i,-0.0040744-0.00070556i,-0.0040005+0.00067683i,-0.00076062+0.001237i,0.0014463+0.00057571i,0.0015968+0.00053538i,0.00080431-5.574e-05i,6.8869e-06-0.0009357i,-2.9828e-05-0.00093459i,-0.00026603-0.0012723i,-0.00038655-0.0019513i,0.00020476-0.0018169i,0.00019651-0.00090086i,-5.5295e-05-0.00047641i,-0.00041902-0.00047828i,-5.9701e-05-0.00031962i,0.00018086-0.00018419i,-0.00039842-0.00037677i,-0.0004974-0.00038682i,-0.00010543-0.00042923i,-0.0001366-0.00036502i
0.0028508-0.0088182i,0.0013313-0.0073667i,-6.1629e-05-0.0062992i,-0.002559-0.0049623i,-0.0034682-0.0032187i,-0.0020378-0.00057546i,-0.00034319+0.00025922i,0.0012591-0.00029508i,0.0019069-7.1673e-05i,0.0017655-0.00023013i,0.00085075-0.0009056i,0.00037187-0.00078627i,-2.7909e-05-0.00043137i,-0.00036712+0.00044652i,0.00036889+0.0014642i,0.0012512+0.0010577i,0.00081233+0.00032418i,0.00045338-0.00013773i,-0.00029779-0.00093347i,-0.0012963-0.00083994i,-0.00091503+6.1651e-05i,-0.00053579+0.00021983i,-0.00047025-0.00014543i
0.0051805-0.0041088i,0.0029689-0.0030613i,0.00024326-0.00355i,-0.0025941-0.002524i,-0.0025811-0.00034102i,-0.0026476+0.00095452i,-0.0021737+0.00071911i,0.00012488+0.00061279i,0.0010046+0.00084536i,0.00053495+0.00077626i,6.8481e-05+0.00066795i,0.00078318+9.1863e-05i,0.0013832+0.0001126i,0.001546+0.00018601i,0.0018731-0.00032825i,0.0013566-0.00017219i,0.0003138+0.00026367i,-0.00030554-0.00012104i,-0.00012727-0.00031379i,0.00044225-0.00022492i,-4.4944e-05+4.8811e-05i,-0.0010113+0.00010417i,-0.0012328-0.00015093i
0.0094958-0.0006755i,0.0056534-0.0014757i,0.0027104-0.0032686i,0.00077134-0.0039738i,-0.0005187-0.0028158i,-0.0015162-0.00076576i,-0.0016655+0.00025611i,-0.00043818+0.00029503i,0.00097043+0.00033276i,0.0012408+0.00072484i,0.00088355+0.0007808i,0.0015586+0.0010832i,0.0013806+0.0013573i,0.00089676+0.00077689i,0.0014114-0.00026552i,0.00081767-0.00019249i,0.00037658+7.2453e-05i,0.00014312+5.1498e-05i,0.00028423+0.00051444i,-4.1123e-05+0.00088992i,-0.00025266+0.00098916i,-2.4176e-05+0.00075921i,-0.00023368-0.00043243i
0.0061255+0.0036637i,0.0010706+0.002939i,-0.00045075+0.00062878i,-0.00070504-0.0013253i,-0.00079048-0.0013299i,-0.0016589-0.00045949i,-0.0022591+0.00044687i,-0.0012206+0.00088652i,-0.00053017+0.001067i,-0.00072377+0.00088631i,-0.0006102+0.00095414i,-2.2466e-05+0.00065103i,0.0004883+0.00083642i,0.00080367+0.0012227i,0.0012268+0.0010917i,0.00099184+0.0011588i,0.0004645+0.00047876i,-6.2624e-06-0.00016494i,-0.00059973-0.0006349i,-0.00028687-0.00091925i,0.00012038-0.00082091i,-0.00030805-0.00096385i,-0.00073401-0.00093665i
0.0022905+0.0070372i,0.00084664+0.0040597i,0.00090129+0.0020498i,0.0009922+0.0014192i,0.0016517+0.0014962i,0.00074064+0.00078731i,-0.0012701-7.6477e-05i,-0.0012643+0.00020566i,-0.00060551+0.00043629i,-0.00068826+0.00066496i,-0.00035385+0.00095544i,-0.00012219+0.0012492i,-0.00041559+0.0012057i,-0.00062805+0.0011176i,-0.00095572+0.0010867i,-0.00052474+0.00045538i,0.00064415+0.00018283i,0.00063023+0.00023357i,0.00032674+0.00041789i,0.00019795+0.0011679i,0.00022728+0.00087398i,0.00045077+0.0005812i,0.00050182+0.0004601i
-0.001995+0.0039846i,-0.0016225+0.0019409i,-0.00094624+0.0019989i,-0.00076697+0.0016658i,-0.00070229+0.0011496i,-0.00073484+0.00038836i,-0.0012142-0.00062897i,-0.002201-0.00031433i,-0.0021875-0.00018961i,-0.0017108-0.00043721i,-0.0016252+0.00021857i,-0.0015963+0.00048269i,-0.0011633+0.0002421i,-0.00014179+0.00015961i,0.00024841+0.00059322i,0.00074149+0.00065852i,0.0010181-0.0005251i,0.00064722-0.0016072i,0.00042116-0.00059578i,0.00042396-2.6914e-07i,0.00038207-0.0005078i,0.00063319-0.00065151i,0.00072811-0.0006979i
-0.0021726+0.0031718i,-0.00025125-0.0002953i,-9.0663e-05+0.00021366i,-0.0016556+0.0012499i,-0.001372+0.0014673i,-0.00066227+0.00074382i,-0.00067057-0.00021295i,-0.0011959-0.00075192i,-0.0017833-0.00074434i,-0.0016788-0.00077429i,-0.0011274-0.00059652i,-0.00073574+0.00038028i,-0.0011854+0.00094845i,-0.00095139+0.00035809i,-0.00025133-0.00021148i,-0.00034321+0.00013356i,-0.00016617-0.00025078i,-2.4439e-05-0.00078667i,-0.00029695-0.00072645i,4.6164e-05-0.00057086i,0.00062408-0.00062667i,0.00027952-0.00040695i,-0.00057017-4.5461e-05i
-0.0038624+0.00075771i,-0.0019865-0.00054597i,-0.0020344+0.00021901i,-0.0026177+0.0019666i,-0.0016666+0.0029334i,-0.00036399+0.0018134i,-0.0001645-0.00037855i,9.4996e-05-0.0016739i,-0.00020848-0.0020916i,-0.00096816-0.0018019i,-0.0011276-0.00081474i,-0.0010211-0.00024612i,-0.00044717+0.00014947i,-0.00019531-0.00035335i,-0.00047335-0.0012021i,-9.6894e-05-0.00084588i,3.3913e-05+9.3358e-06i,-0.00015426+8.7698e-05i,-0.00010027-0.00028232i,0.0003741-0.00057591i,0.0004278-0.00024283i,0.00056696+4.1356e-06i,0.00062422+1.1741e-05i
-0.0019125-0.0026369i,-0.0012513-0.0017228i,-0.0035325-0.00063236i,-0.0060677+0.0012468i,-0.0056172+0.0024883i,-0.0022062+0.0018994i,0.00084183+0.00093132i,0.00088051-0.00012471i,0.00034936-0.0017018i,8.5e-05-0.0026677i,-0.0004063-0.0023266i,-0.00035752-0.0017294i,-0.00036832-0.0011668i,-0.00066217-0.00075504i,-0.00035764-0.00072268i,0.00021216-0.00079543i,0.00092184-0.001115i,0.0010409-0.00091679i,0.00068085-0.00061059i,0.00082887-0.0012374i,0.00034871-0.00074698i,-1.7397e-05+0.00078378i,-9.3288e-05+0.0010304i
-0.0029155-0.0036222i,-0.0033367-0.00062626i,-0.0046862+0.00036152i,-0.0055479+0.0007145i,-0.0055669+0.0016902i,-0.0022344+0.001674i,0.00085163+0.00022507i,0.0011517-0.00077455i,0.00060898-0.0011014i,8.1386e-05-0.00046994i,-0.00027258-4.2268e-05i,-7.8041e-05-0.0013401i,4.1559e-05-0.0017107i,0.0004097-0.00099215i,0.0004015-7.9314e-05i,2.6124e-05-4.0422e-05i,0.00028321-0.00084294i,-0.00028216-0.00095159i,-0.00055358-0.00029693i,-0.00058781-0.00012558i,-0.00081235-0.00048571i,-0.0002086-0.00064429i,0.00042611-0.00056657i
0.0030557-0.0025571i,0.0028953-0.0026017i,0.0003388-0.0028649i,-0.0022982-0.0026267i,-0.0031012-0.0015523i,-0.0019001-0.0003724i,-0.00053786+0.0005281i,0.00022223+0.00079483i,-0.00013069+0.00039301i,8.8729e-05-0.00036857i,0.00091614-0.0009973i,0.00097023-0.0016449i,0.00029546-0.0011264i,0.00019357-0.00012383i,0.00074629+0.00013177i,0.00053514-8.0886e-05i,0.00097115-6.9932e-05i,0.0011311+0.00064218i,0.00062424+0.00097473i,0.00019737+0.00016368i,-0.00016152+0.00038999i,0.0001671+0.00064905i,0.00039995+0.00017545i
0.0031291-0.0040232i,-0.00053267-0.0031176i,-0.0031681-0.0034183i,-0.0054893-0.0029724i,-0.0055481-0.0010405i,-0.0033458+0.0013575i,-0.0014499+0.0021313i,0.00014713+0.00097925i,0.0010497+0.00019992i,0.00032906+0.00037361i,-0.00011488+0.00029917i,3.0048e-05+0.00016564i,3.5423e-05-0.00025202i,0.00073638-0.00044207i,0.0012587+0.00034191i,0.00092843+3.776e-05i,0.00055606-0.00056805i,0.00036075+0.00046591i,-0.00020611+0.0010218i,-0.00064046+3.5112e-05i,-0.00070987-0.00064454i,-0.0015817-0.00029198i,-0.0011395-4.4113e-05i
0.0064422-0.0015444i,0.0036241-0.0026114i,0.0012746-0.0041784i,-0.0008371-0.0043661i,-0.0027015-0.0030873i,-0.0028444-0.00058186i,-0.0010834+0.00048879i,0.00038446-0.00017725i,0.00065144-0.00044877i,-0.00014608-0.00038101i,-0.00064027-0.00047389i,-2.8447e-05+0.00041735i,0.00018601+0.0010913i,6.4935e-05+0.00048194i,0.00078257+0.0001071i,0.00091536+0.00016526i,0.00047678-0.00013803i,0.00067894-0.00020786i,0.00066061+5.9863e-05i,0.00057915-0.00025725i,0.00043071-0.00088154i,-0.00016544-0.00080636i,-0.00028126-9.0434e-05i
0.0035758+0.00058037i,5.7626e-05-0.00026185i,-0.0011523-0.0024071i,-0.0022381-0.0036612i,-0.0024137-0.0029193i,-0.0015227-0.00086868i,-0.0015671-0.00014706i,-0.0012781-0.00045662i,-0.00055051-0.00029603i,-0.00038798-0.00047991i,-0.00087164-7.4816e-05i,-0.00050381+0.00071643i,0.00033851+0.0010991i,0.00047715+0.0013541i,0.00019924+0.0012926i,0.00013682+0.00082242i,-6.817e-05+0.00043801i,-8.0139e-05+0.00029611i,-0.00015784+0.00020845i,-0.00052198+3.0485e-06i,-0.00054145-0.00013663i,-0.00032323-0.00033592i,-0.00053534+6.6086e-05i
0.0021652+0.0048512i,0.0019455+0.0027072i,0.0020065+0.0011146i,0.0014388+0.00014367i,8.1438e-05+0.00028059i,-0.0012246+0.0001174i,-0.0017369-0.00018321i,-0.0015386+0.00018929i,-0.00073005+0.00037989i,-0.00034569-0.00039309i,-0.00019872-0.0001751i,0.00044871+0.0015207i,0.00046775+0.0015455i,-0.00018344+0.0006515i,0.00022218+0.0010321i,0.00021949+0.0012844i,0.00049059+0.00031044i,0.00046326-0.00054211i,-0.00071222-0.00030575i,-0.0007599+0.00060985i,-0.00032683+0.00050894i,0.00045208-7.7331e-05i,0.00072004-0.00038287i
-0.0019513+0.00083094i,-0.0020067-0.0030424i,-0.0017425-0.0029359i,-0.0019263-0.0010107i,-0.0021086-0.00068252i,-0.0019353-0.00082774i,-0.0010997-0.00096776i,0.00021349-0.0014395i,0.00024834-0.0011122i,-0.00075199-0.0002952i,-0.00039154+0.00037599i,0.00028443+0.0010174i,0.00018756+0.0016452i,-0.00047313+0.0014613i,0.00018455+0.0010203i,0.001315+0.0012885i,0.00078437+0.00086397i,-0.00022114+0.00064014i,5.9511e-05+0.00026984i,0.00035833-7.9774e-05i,7.8367e-05+2.1639e-06i,-0.0002358+6.4443e-05i,-5.1468e-05+0.00049555i
-0.0027914-0.00092104i,-0.0022201-0.0013398i,-0.0012759-0.00082713i,-0.0018082-8.7985e-05i,-0.0019251+0.00013499i,-0.00034031-4.8195e-05i,-0.00038113-0.0005664i,-0.0010755-0.00042675i,-0.00050472+0.00028246i,-0.00016851+0.00040264i,-0.00017266-0.00026137i,-0.00053311-0.00029361i,-0.00089851+0.00047153i,-0.00042118+0.0002204i,-0.00022328-0.00026816i,9.0122e-05-1.0174e-06i,0.00048619+0.00063531i,0.00013622+0.00041339i,-0.00016693-0.00054984i,-0.00038083-0.00017487i,-0.00056067+0.00045i,-0.00040322+0.00010422i,0.0001385+0.00051677i
0.001121-0.00091035i,0.0025657-0.0015117i,0.0015268-0.00077573i,-9.8894e-05-0.00037053i,-0.00090113-0.00032536i,-0.00066852-0.00031829i,-5.2246e-05+0.0005442i,-3.899e-06+0.00065147i,-0.00032277-0.00066486i,-0.00013299-0.001729i,-0.0004733-0.00079372i,-0.0008358+0.00055578i,4.9854e-05+0.001012i,0.00065354+0.00064635i,0.0009735+0.00021648i,0.0011711+0.00010925i,0.00030473-0.00092193i,0.00042565-0.0015938i,0.0012105-0.00066031i,0.00080221+0.00030233i,-0.0002785+0.00041262i,-0.00065537+0.00011314i,-0.00069391+3.1525e-05i
-0.00076401-0.004792i,-0.00047255-0.0030569i,-0.0014873-0.0011914i,-0.0026734+0.0014119i,-0.002861+0.0028733i,-0.0018+0.0020357i,-0.00040223+0.0010251i,0.00018234+0.0010689i,0.00038953+0.0013397i,-0.00017353+0.00078529i,-0.00063809+0.00040552i,-0.0004982+0.00041642i,-0.00090544+0.00023461i,-0.00084877-0.00046715i,0.00039501-0.00065952i,0.00073229-0.00036731i,0.00048215-7.8468e-05i,0.00079974-0.00012058i,0.0002442-0.00061539i,-0.0004571-0.00071698i,-0.00035761-0.00018337i,4.7444e-05+0.00067988i,-0.00019797+0.00021718i
-0.00094991-0.003234i,-0.0011464-0.00039843i,-0.0033069+0.00034709i,-0.0053952+0.0023004i,-0.0046991+0.0038372i,-0.0022703+0.0032262i,-0.0010085+0.0017637i,-0.00038133+0.00073999i,-0.00035026+0.00021421i,-0.00069413+0.00042397i,-0.00026487+0.00038651i,-2.2798e-05+2.0426e-05i,-0.00056714-0.00043492i,-0.0011158-0.00087871i,8.7082e-05-0.00089948i,0.0011201-0.0016853i,0.00094965-0.0013924i,0.00011506-0.00045312i,-0.00012981-0.0010002i,-0.00031063-0.00099692i,1.8474e-06-0.00023615i,0.00078708+0.00023685i,0.00054163-2.0182e-05i
0.00062668-0.0032637i,-0.00055064-0.0022264i,-0.0035671-0.0021451i,-0.0054193-0.001466i,-0.0043001+0.00026902i,-0.0019404+0.0013984i,-0.0013498+0.0018648i,-0.001103+0.0018037i,-0.00044639+0.00074183i,-0.00063291+0.00019228i,-0.00038517+0.00050934i,0.00013471+0.00050815i,0.00022911+9.1547e-05i,-0.00033008-0.00015806i,-0.00021538-0.00032832i,0.00033145-0.00034494i,0.00048591+0.00019209i,0.00016911+0.0005147i,0.00016977+0.00038835i,0.00026158+0.00046644i,-8.2419e-05+0.00073185i,5.1529e-05+0.00042903i,-7.5174e-05+0.00010338i
0.0019163-0.0027161i,-0.00085204-0.0012914i,-0.0039852-0.0025545i,-0.0056374-0.0023522i,-0.0056257-0.00030785i,-0.0045823+0.0018346i,-0.0025397+0.0018111i,-0.0012514+0.00020182i,-0.00129-0.00083505i,-0.0018004-0.00057059i,-0.0014471+0.00042433i,1.0861e-05+0.00097427i,0.0010495+0.00065002i,0.00080577-0.00037668i,0.00031309-0.00054599i,0.00059513-0.00015668i,0.00073703+0.00016342i,-0.00030829+0.00084343i,-0.00051873+0.00021129i,0.00061197-0.00042071i,0.00029695-0.00021539i,-0.00035599-0.00076329i,-4.279e-05-0.00098968i
0.00093821-0.0016416i,-0.0015451-0.0024214i,-0.0036274-0.0025785i,-0.0045378-0.002461i,-0.003199-0.0010719i,-0.0021464-0.00029341i,-0.0025666-0.00071442i,-0.0025-0.00095181i,-0.0015127-0.001294i,-0.0010854-0.0016187i,-0.00061754-0.0010918i,0.00046943-0.00021898i,0.00089886+0.00025945i,0.00085825+9.5153e-05i,0.0010153+8.4613e-05i,0.00068252+0.00030378i,0.00050912+0.00051883i,0.00085428+0.00097991i,0.00052357+0.0012426i,-0.00013609+0.00046852i,-0.00018959-0.0001002i,0.00021842-0.00050483i,0.0007916-0.00061831i
0.0036027+0.0023604i,0.0013171-0.00020797i,-0.0017073-0.0023425i,-0.0037541-0.0027552i,-0.0033939-0.0013455i,-0.0020997-0.00085127i,-0.0019089-0.0010678i,-0.0018046-0.00092443i,7.3207e-06-0.00045422i,0.0006146-0.00011888i,-2.2154e-05-0.00041809i,0.00020888-0.0002553i,0.00026923-5.2022e-05i,0.00024872-0.00034978i,0.00017434+0.00027213i,0.00021787+0.00048294i,0.00041643+0.00058561i,-0.00020684-5.8948e-06i,-0.00089532-0.00052244i,-0.00074081-4.3843e-05i,-4.162e-05+0.00034884i,0.00047641+0.00010045i,0.00017767+0.00022712i
0.00022621-0.0017763i,-0.0012011-0.0033383i,-0.0017718-0.0042311i,-0.0025749-0.0039217i,-0.0027032-0.00277i,-0.0016449-0.0018884i,-0.00065363-0.0016831i,-8.7812e-05-0.0019232i,0.0007695-0.0017688i,0.0011099-0.0011941i,0.00085693-0.00014573i,0.00068226+7.0688e-05i,0.00092716+0.00023138i,0.00065868+0.00075104i,-0.00048665+0.00063771i,-0.00075004+0.0005469i,-0.00019477+0.00020402i,-0.00039654-6.9601e-06i,-0.00072548-4.2197e-05i,-0.00011915-0.00030681i,-0.00027513-0.0001291i,-0.00092987-0.00034207i,-0.00044197+0.00016346i
0.0015401+0.003176i,0.0012475+9.8759e-05i,0.00029326-0.0030431i,-0.0010816-0.0036755i,-0.0023787-0.0021402i,-0.0016764-0.00090252i,-0.00014181-0.0014193i,-5.6869e-05-0.001762i,-0.00032169-0.0011609i,-0.00036777-0.00040447i,-0.00087689-2.0811e-05i,-0.0010238+0.00032146i,-0.0003069+0.00070055i,0.00012281+0.00062932i,0.00014962+0.00076136i,0.00075304+0.00083882i,0.00059975+0.00056215i,-0.00031679-0.00017922i,-0.00034412-0.0002347i,-0.00026393+0.00042381i,-0.00021108+7.5612e-05i,-0.0001136-2.9279e-05i,-0.00073185+0.0003967i
-0.0024233+0.00094393i,-0.001312-0.00052544i,-0.00096953-0.00033742i,-0.00068448-6.5167e-06i,-0.00011694+0.00060055i,0.0011597+0.00039079i,0.0016975-0.00076669i,0.0011822-0.00080089i,0.0013981-0.00053156i,0.00085496-0.00043725i,-0.00044938-0.00058204i,-0.00076591-0.00064985i,-0.00066837-0.00032332i,-0.00066228+0.00037589i,-0.00031408+0.0006672i,0.00038233+0.00032395i,0.00020716-0.00059798i,-0.00037305-0.0011465i,-0.0002155-0.00050507i,-0.00021406-0.0002224i,-0.00016582+8.0337e-05i,0.00041456+0.00024392i,0.00076491+0.00023718i
-0.0032254+0.0018909i,-0.0011857+0.0014311i,-0.00011146+0.00088013i,-0.0010208+0.00011563i,-0.0012948+0.00033963i,0.0004119+0.0013344i,0.001681+0.0013252i,0.0020656+0.00095927i,0.0014377+0.00077566i,0.0002067+0.00048924i,-0.00075956+0.00015737i,-0.00139-0.00039761i,-0.00099689-0.00019357i,-0.00065497-0.00050486i,-0.00036038-0.00087689i,-0.00014653-0.00032201i,-0.00037355-0.00055617i,-0.00036261-0.0010034i,0.00013038-0.0011564i,0.00015766-0.00085192i,-0.00026204-0.00048631i,-7.7375e-05-0.00059432i,0.00021987+0.00023133i
-0.0013006-0.002643i,0.00019587-0.0034909i,-0.00022795-0.0024353i,-0.00059777-0.0010787i,-0.00063117+0.00024733i,0.00034626+0.0014008i,0.00097182+0.0015107i,0.0011602+0.0020949i,0.0013906+0.0021395i,0.00093245+0.0011011i,0.00034408-0.00062498i,0.00010322-0.0010851i,-0.00014642-0.00069244i,-0.00088554-0.0010818i,-0.0012737-0.0011788i,-0.00076801-0.0011069i,-0.00031033-0.00095991i,-0.00046053-0.00053482i,-0.00014928-0.0006399i,0.0003278-0.00069098i,0.0004393-0.00033908i,0.0010312-5.6116e-05i,0.00089184-0.00018059i
-0.0015995-0.0035947i,-0.00061276-0.0018982i,-0.0013247-0.00063211i,-0.0024866-0.00090226i,-0.0024995-0.00014793i,-0.0015802+0.001381i,-0.00063677+0.0017621i,0.00015905+0.0019496i,-0.00032088+0.00071495i,-0.00081293-0.00095472i,-0.00014676-0.0010459i,0.00010617-0.00062717i,-0.00072582-0.00079742i,-0.00010627-0.00037735i,0.00043416-0.00024063i,0.00027894-0.00099714i,0.00040033-0.00068995i,0.00016671+9.9294e-05i,-0.00028144-0.00013675i,-0.00036522-0.00061051i,0.0003235-0.00075421i,0.00053224-0.00091476i,-0.00046472-0.00062143i
0.0011099-0.0040329i,0.00064645-0.0021786i,-0.0010858-0.0011355i,-0.002349+0.00029579i,-0.0022394+0.001972i,-0.0022348+0.0029932i,-0.0017704+0.0023084i,-0.00088972+0.00097696i,-0.001087+0.00016438i,-0.00057077-0.00015895i,0.00027012-0.0001174i,-0.00013818-0.00010219i,-0.00063064-0.00057193i,-5.0698e-05-0.0011762i,0.00044449-0.00098669i,0.00041496-0.0004252i,0.00021362-0.00060374i,0.00030715-0.0005697i,0.00066653-0.00035043i,0.00070517+0.00070876i,0.00030537+0.0010812i,3.056e-06+0.0001054i,-0.00015531-0.00048201i
0.0016863+0.0011436i,0.00013376+0.0023004i,-0.00093078+0.0018743i,-0.00058463+0.00080179i,-0.0015463+0.00035296i,-0.0022832+0.00060849i,-0.003098+0.00086996i,-0.0032969+0.0013534i,-0.001729+0.00097815i,-0.00069294-0.0003561i,-0.00023678-0.00065532i,0.00090551+2.6472e-05i,0.0017122-0.00013918i,0.001179-0.0009734i,0.00065281-0.00162i,0.001137-0.001212i,0.0012991+3.4926e-05i,0.0013229+6.9731e-05i,0.00090214+9.3008e-05i,-0.0003666+0.00042925i,-0.00065371+8.0729e-05i,-0.00087073-0.0004661i,-0.00067782-0.00070167i
0.0019165+0.0032051i,0.00085931+0.0013444i,-0.00044505+0.00013948i,-0.0015367-0.00016163i,-0.0010695-7.8937e-05i,-0.0015974-0.00039832i,-0.0028574-0.0011454i,-0.0023235-0.001115i,-0.0013286-0.00055272i,-8.1273e-05-0.00019269i,-0.00026821-0.00043258i,-0.00043273-0.00093086i,0.0010249-0.0010511i,0.0010367-0.00055772i,0.00028984-0.00060746i,0.0003982-0.00066101i,0.00044263-0.00042236i,-2.9599e-06+0.000337i,-0.00020357+0.00076496i,-0.00051855+0.00046847i,-0.00045188+0.00026099i,0.00010264+0.00010257i,-0.00028596-0.00047564i
