-0.0054491+0.00038318i,-0.0046932+0.0036773i,-0.0036071+0.0056988i,-0.0010823+0.0059584i,0.00077807+0.0049823i,0.001122+0.0037727i,0.00045012+0.0031376i,5.2072e-05+0.0030457i,-7.1805e-05+0.002694i,0.00010458+0.0013463i,0.0010277-1.7287e-05i,0.0020107-0.00037922i,0.00086526-0.00042916i,-0.00015309-0.00040269i,-0.00052784+0.00032068i,-0.00086263+0.00035911i,-0.00067084+0.00014336i,-0.00029952-4.8641e-05i,0.00024292-0.00064583i,0.00055946-0.000331i,3.9093e-06-0.00020076i,-0.00068363-0.0003906i,-0.00045699-0.0011207i
0.00099726-0.0022679i,-0.00044932-0.0020152i,-0.00056587-0.0031766i,-0.0014348-0.0015847i,-0.0021465+0.00040913i,-0.0014176+0.0015528i,-0.00025291+0.0018651i,0.00096859+0.0011044i,0.00083442+0.00076691i,0.00030233+0.00045989i,0.0002621+0.00094741i,0.00020114+0.0011727i,3.3484e-05+0.00046699i,0.0001647+0.00011058i,1.6991e-06-0.00075328i,-6.1827e-05-0.0014988i,5.7738e-05-0.00080295i,-0.00010707-0.00048157i,0.00060956-0.00090252i,0.0015379-0.00058775i,0.0013593+0.00033697i,0.00024273+0.00083647i,-4.6793e-05+0.00079757i
-0.0002242+5.5751e-05i,-0.00099028-0.00041362i,2.5772e-05-0.00021218i,0.000486+0.00071135i,-0.00011475+0.0014904i,1.125e-05+0.001327i,-4.4605e-05+0.0014794i,-0.0007953+0.0011015i,-0.00040863-0.00037567i,0.00086291-7.944e-05i,0.00072537+0.00062709i,-0.00070022+5.6485e-06i,-0.00094565-0.0003474i,-0.0009852+0.0004358i,-0.0010886+0.0012932i,0.00012745+0.0011435i,0.0002335+3.296e-05i,-0.00048642-0.00073125i,-0.0005611-0.0013758i,-0.00034991-0.0009126i,2.7017e-05+0.00039957i,0.00025045+0.00064021i,-0.0001904+0.00024353i
-0.0014604+0.00039834i,-0.0014794+0.00082818i,-0.0013464+0.0015129i,-0.00089037+0.0020006i,-0.00026653+0.0018472i,0.00043189+0.0011493i,0.00084993+0.00078498i,0.00058794+0.0013948i,-2.1813e-05+0.0014151i,-5.6614e-05+0.00062675i,0.0007603-1.6267e-05i,0.0016175+0.00014386i,0.0010466+0.00045971i,-0.0005656+0.00030549i,-0.0010964+0.00022781i,-0.00044894+0.00096658i,0.00019008+0.00064366i,0.00025691-0.00039046i,-2.5142e-05-0.00085199i,-1.8859e-05-0.00058478i,0.00036336+0.00019167i,0.00075475+0.00058428i,0.00039083+0.00017315i
2.6281e-05+0.00014374i,0.0010248+0.00075997i,0.0019434+0.0010466i,0.0021138+0.00078694i,0.0020494+0.00087199i,0.0012968+0.00087019i,7.5331e-05+0.0004845i,-0.00028826+0.00051945i,-1.6836e-05+0.00035205i,0.00075425+3.8153e-05i,0.000988-0.00019518i,5.3884e-05-0.00068211i,-0.00048335-0.00024782i,-0.00047768+0.00096246i,-0.00020135+0.0015198i,0.0005477+0.0022924i,0.00062643+0.0022261i,0.00058623+0.00080237i,0.0001162-9.8502e-05i,6.7129e-05+0.0003612i,0.00037958+0.0007335i,0.00014021+0.00070894i,-0.00022863+0.00027038i
-0.0018789-0.00045025i,-0.0035124+0.00042846i,-0.0042355+0.00064925i,-0.0040358+0.0015564i,-0.0029649+0.0031066i,-0.00082012+0.003258i,-0.00034083+0.0017971i,-0.00037582-0.00013273i,-0.00024261-0.001133i,-0.0010829-0.00041365i,-0.0012079+0.00032297i,-0.00095794+0.00029524i,-0.00055788+0.00039236i,0.00011233-0.00038025i,-0.00023547-0.00028897i,0.00031479+0.00035093i,0.00095327-0.0005981i,0.0012748-0.00074462i,0.0011983-1.8082e-07i,0.00058344+0.0003973i,-0.00047046+0.00069874i,-0.00018604+0.00050958i,0.00054736+0.00051719i
-0.0014199-0.0011733i,-0.0021912-0.00050502i,-0.0011519+0.00022275i,0.00012341+0.00029755i,0.00069494+0.00063469i,0.00064099+0.0020817i,1.3076e-05+0.0016478i,-7.3193e-05+0.00024101i,-5.78e-05-0.00030621i,-0.00044428+0.00023631i,-0.00098578+0.00057449i,-0.00087858+0.0011294i,-0.00051955+0.0014218i,-0.00043486+0.00036184i,-0.00015767-0.0005422i,0.00041099-0.00091894i,-1.2451e-05-0.00099575i,-0.00055764-0.00062971i,0.00021388-0.00039976i,0.0010318-5.5568e-05i,0.00072127+0.00033625i,0.0004348+0.0001043i,0.00021311+0.00028606i
0.00065209+0.00042988i,-0.00087096-0.00090932i,-0.00062528-0.0012543i,0.00012995-0.00041118i,-0.00027124+0.00047387i,-0.00038936+0.00020968i,9.0726e-05-0.00035621i,0.00058233-0.00059556i,0.00048215-0.00017967i,2.6802e-05+0.00057493i,-0.00059539+0.00076417i,-0.00053717+0.00067446i,-3.1577e-05+0.0012137i,-0.00012366+0.00097028i,-0.00018947+0.00059821i,0.00036752+8.96e-05i,0.0001493-0.0012008i,-0.00014054-0.00067927i,0.00067047-3.1736e-05i,0.00034027+0.00052722i,-0.00055728+0.0010288i,-0.00084166-0.00028152i,-0.0011465-0.00070644i
-0.00071744+0.0020148i,0.0013379+0.0027721i,0.0027038+0.0027027i,0.0017375+0.0020599i,0.00037233+0.0008354i,6.9912e-05+0.00032778i,0.00015786+0.0008381i,1.7501e-05+0.0006817i,-0.0001057+0.000418i,0.00042501+0.00090615i,0.00072182+0.0013188i,0.00046625+0.0011786i,0.00013381+0.00069972i,-0.00021424+0.00037162i,-0.0006168+2.3632e-05i,-0.00049695-0.00011654i,0.00068228+0.00013035i,0.0012589+0.00024516i,0.00059655-0.00021018i,0.00013291-0.00099539i,-5.5906e-05-0.001399i,-0.00044175-0.00085246i,-0.00031814+0.00027284i
0.00094468+0.0010749i,-0.00047009+0.00057091i,-0.0015187+0.00085918i,-0.0013484+0.002262i,-0.0010522+0.001341i,-0.00037581-0.00013013i,4.7916e-05-0.00024244i,-2.7632e-05-0.00081981i,-0.00045415-0.00046798i,-0.00065519+0.00018132i,0.00038919+0.00020598i,0.00088563+0.00022697i,0.00033745-5.7015e-05i,-0.00031824+0.0003887i,-0.00099946+0.00089212i,-0.0014635+0.0013434i,-0.0011979+0.0015584i,-0.0002646+0.00021154i,0.00033918-0.00081886i,3.47e-05-0.00028783i,-0.00047765+7.8584e-05i,-0.00060777-0.00061007i,-0.00049454-0.00015217i
0.00054715-0.0014446i,0.00013267-0.0024472i,0.00052379-0.0029483i,-0.00058175-0.0018778i,-0.0017293+0.00032196i,-0.0012863+0.0012189i,-0.00084158+0.0004082i,-0.00059576-0.00019292i,-0.00095468-6.8394e-05i,-0.00080179-0.00035615i,-0.00039463-0.00070922i,-0.00031786-0.00098441i,-0.00017617-0.00052492i,-0.00028812+0.00028196i,0.00072472+0.00042233i,0.0015192+0.0010314i,0.0016173+0.0010607i,0.0013634+1.97e-05i,0.00049566-0.00021442i,0.00031184+0.00015422i,0.00090488+0.00015775i,0.00070326-0.00038891i,0.00027671-0.00033174i
-0.00089282-0.00015584i,0.00034099+0.00065659i,2.5826e-05+0.0018929i,0.00028059+0.0022296i,0.0008055+0.0014881i,0.0013261+0.00031749i,0.00041248-0.00051342i,-0.00043012-0.00066634i,-0.00054593-0.00047778i,-0.00086075+0.00043751i,-0.0010852+0.00052496i,-0.0013784+1.3063e-05i,-0.00090351-0.00011854i,-0.00032536-6.9153e-05i,0.00012102+0.00045605i,0.00045439+0.00060587i,-0.00015346+0.00032441i,-1.6847e-05-0.00021572i,0.00065157-0.00047447i,0.00033254+0.00033663i,0.00015026+0.00028395i,9.7244e-05+0.00018663i,-0.00029761+0.00032472i
-0.00049456-0.00097963i,-0.00090456-0.0011211i,-0.0014604-0.00086541i,-0.0011186+0.00052525i,5.5657e-05+0.0017178i,0.00048097+0.0015323i,0.00021875+0.00092411i,0.00043145+2.4606e-05i,0.00058977-0.00047361i,-0.00035803-0.00023197i,-0.0010403+0.00023723i,-0.0010602+0.00072563i,-0.00077349+0.001289i,-0.00028197+0.00085128i,0.00040483-6.2097e-05i,0.0010645-0.00055304i,0.00072822-0.00014642i,0.0001056-0.0001907i,0.00031848-0.00015944i,0.00094178+0.00020568i,0.00036215+0.00064208i,-0.00076072+0.00079231i,-0.00015912+0.00092326i
-0.00030472-0.00013744i,-0.00078794-0.00071688i,-0.00089625-0.00045424i,-0.0015822+0.0010861i,-0.0015291+0.0011675i,-0.00032826+0.00028167i,0.0002613+0.00023182i,0.00041352+4.9595e-05i,0.00039834-0.00024896i,-0.00025102-0.00049006i,-0.00085958+0.00055924i,-0.00050126+0.0013078i,-0.00063498+0.0009087i,-0.0010759+0.00034856i,-0.00086824+0.00029173i,-0.00056661+0.00014586i,2.6109e-07+0.00046197i,0.00044402+3.4583e-05i,0.00026147-0.00070457i,-2.1663e-05-0.00031284i,-0.0003898+0.00043213i,0.00014332-1.6839e-07i,0.00084137-0.00037832i
0.0019081-0.0014829i,0.0026559-0.0026476i,0.0028456-0.0026164i,0.0010338-0.0015292i,-0.00062231-0.0010744i,-0.00057362-0.00014483i,-0.00058091+0.0011527i,-0.00067093+0.00093591i,-0.00038377-5.6789e-05i,-0.00015118+3.0084e-05i,-0.000115+0.00045056i,0.00015791+0.00068757i,0.00015761+0.0016456i,-0.00020992+0.0020583i,-0.00035836+0.0010461i,-0.00025754+9.794e-05i,-0.00017395+0.00024956i,0.00059014+0.00030178i,0.00099975+0.0001259i,0.00055997+0.00051718i,0.00034218+0.00012145i,-0.00017912-0.00010279i,-0.00023035-0.00016451i
-0.00076696-7.2202e-05i,-0.0014261+9.7213e-05i,-0.0024944+0.00017462i,-0.0030445+0.0011554i,-0.0026322+0.0023196i,-0.0016226+0.0028922i,-0.00019783+0.0019759i,0.00043868+0.00062944i,3.3751e-05-0.00015101i,0.00023075-1.2581e-05i,0.0013028+0.00033687i,0.00095445+9.9139e-05i,0.00020129-0.00035238i,0.00051812+0.00021856i,-5.3619e-05+0.0004371i,-0.00075024-0.00024367i,-0.00023676-0.00038355i,2.3999e-06+8.4353e-05i,0.00016163-0.00026942i,0.00040628-0.00058134i,8.6102e-05-0.00080252i,-0.00020978-0.00089184i,0.00030464-0.00027218i
-0.00066868+6.7401e-05i,-0.00023592+0.00053364i,-0.00039694-0.0012419i,0.0002895-0.0015501i,0.00023225+0.00039753i,2.4543e-06+0.0001503i,0.00044278+7.4784e-05i,3.1438e-05+0.00055188i,0.00010404-0.00012391i,0.00071282-0.00043453i,0.00079818-0.00025795i,0.00020365-0.00024034i,-0.00062857+0.00012273i,-0.00040342+0.00066197i,0.00038702+0.00070314i,0.00015045+0.0013633i,-0.00025848+0.0012759i,-0.00048019+0.00021997i,0.00023792-0.00019869i,0.00072964-0.00015253i,0.00054997+0.00025204i,0.00064479+0.00065852i,0.00078678+0.00024308i
-0.00025739+0.0011275i,-0.00019615+0.0012622i,-0.00036216+0.0022379i,0.00046484+0.002411i,0.001568+0.0021064i,0.0012332+0.00089855i,0.0004749-0.00040062i,-0.00022875-0.00013274i,-0.0011525+0.00040283i,-0.00083094-0.00010098i,-3.4335e-05-0.00053637i,-0.0009485-0.00018196i,-0.0016535-6.2898e-05i,-0.00080352+6.8285e-05i,-0.00010931-0.00022895i,0.00025248-0.0010907i,0.00039133-0.00063153i,0.00037265+0.0010104i,-0.00041657+0.0012686i,-0.00056937+0.00081237i,9.2816e-05+0.001086i,0.0001304+0.00047969i,8.5952e-05-0.00017338i
0.00031802-0.00069962i,0.00021538-0.0016417i,-0.00046034-0.0029784i,-0.0023131-0.0019346i,-0.002388-0.0010666i,-0.00051131-0.0010835i,0.00013494-0.00071104i,-8.1692e-05+0.00011149i,1.3534e-05-0.00026592i,9.9017e-05-0.00059622i,-0.00023232-0.00032808i,-0.00063061-0.00043074i,-0.00085008-0.00053364i,-0.0003979-0.00018619i,-0.0001195+0.00047641i,0.00050114+0.00041222i,0.0018516+0.00050111i,0.001912+0.00040735i,0.0013452-1.9884e-05i,0.00070016+0.00014857i,0.0002316-0.00016367i,0.00049171-0.00044667i,-6.4786e-05+1.3268e-05i
0.0014764-0.00095176i,0.0019677+0.00015246i,0.0027803+0.0010297i,0.0020314+0.0014968i,0.00030802+0.00172i,0.00053041+0.0015394i,0.0014584+0.00098773i,0.00098766+0.0007549i,-0.00040964+0.00084296i,-0.00086105+0.00056525i,-0.00037989+0.00067424i,4.6765e-05+0.00096838i,0.0001089+0.0013861i,0.00034661+0.0012434i,-0.00046368+0.00093765i,-0.0015699+0.00068581i,-0.00077114+9.6444e-05i,-0.00024658-9.2464e-05i,0.00015291-0.00059244i,0.00052769-0.00088038i,0.00020341-0.00088613i,0.00021984-0.00081149i,0.00041717-0.00069338i
-0.0012871+0.0016597i,-0.00039187+0.00052634i,0.0007585+0.00013831i,0.00087658-0.00040689i,0.00054657-0.0013234i,-0.00032632-0.00044568i,-0.0010641-0.00029563i,-0.00068825+8.2718e-05i,-0.00037083+0.00084609i,-0.00047452+3.0726e-05i,-0.00041072+0.00081511i,-0.00022425+0.0022895i,-0.00044214+0.0021819i,-0.00072429+0.0012508i,-0.00047853+0.00049834i,-2.152e-05+0.0008074i,-0.00018949+0.00028361i,-0.0002568-0.00092379i,-0.00012647-0.0012612i,0.00011455-0.00057213i,0.00042301-0.00060672i,-9.0849e-05-0.0011968i,-0.0006347-0.00062161i
6.1441e-05-0.00059662i,0.00062618+0.0006865i,0.00032023+0.0019231i,-0.00060804+0.0021037i,-0.0013355+0.0017603i,-0.0012031+0.0014183i,-0.00068836+0.00057673i,-8.3522e-05+0.00052643i,-0.00015507+0.00056821i,-0.00050474-0.000144i,-0.00026014+0.00013876i,0.00022171+0.0011623i,0.00080426+0.0018822i,0.00038093+0.0015009i,-0.00036275+0.00037491i,-0.00012744-0.00055529i,0.00015356-0.00075082i,1.9847e-05-0.00085422i,-5.8453e-05-0.0011918i,1.0147e-05-0.0005562i,-0.00041+0.00033822i,-0.00081668+0.0002192i,-0.00086005-0.00019622i
0.0010461+0.00042634i,0.00059125-0.00069439i,0.00082813-0.0013935i,0.00044368-0.001608i,-0.00022533-0.0012994i,-0.00035943-0.0008397i,-0.00036381-0.00026889i,2.6504e-05-0.00048843i,0.00063682-0.00051293i,0.0011902+3.5674e-05i,0.0012276-0.0001744i,0.0013098-0.00059572i,0.0010652-0.00014434i,0.00038937+0.00035851i,-0.00023997+0.00062488i,0.00021536+0.00075075i,0.00013865+0.00076852i,8.8401e-05+0.00086628i,0.00015722+0.00086146i,3.9065e-05+0.00056462i,-0.00039704+0.00040363i,-0.00058012+0.00055915i,-0.00020057-0.00034862i
-0.00081181-0.00013876i,-0.0021506+0.0011659i,-0.0029095+0.0013304i,-0.0026737+0.001928i,-0.0023028+0.0025158i,-0.0018924+0.0021235i,-0.00076774+0.00094822i,0.0003244+0.00039752i,0.00034582+0.0011126i,-0.00025837+0.0009383i,-0.00062159+5.5512e-05i,-0.00079224-0.00063313i,-0.00022422-0.00088624i,0.00082305-0.00078222i,0.0010288-0.00018765i,0.00079375+0.00066371i,0.00055359+0.00057666i,0.0004161+0.001165i,0.00021332+0.0015423i,-0.00011382+0.00087826i,-7.4693e-05+0.00050851i,-0.00016912+0.00039655i,9.2222e-05+0.00038998i
-0.00052908-0.0010408i,-0.00075592-0.00097217i,-0.00094176-2.9385e-05i,-0.0015875+0.0008864i,-0.0018409+0.0014409i,-0.0005369+0.00094176i,0.00083364+0.00026722i,0.00018031+0.00025138i,-0.00051577+0.00030024i,-0.00015511-0.00011197i,-0.00040954-0.00043728i,-0.00046473-0.00050043i,0.00042609-0.00016731i,0.00038906+0.00050067i,-0.00016849+0.00053885i,-0.0004748+0.00012444i,-0.00018701+0.0001457i,-0.00011829+0.00034841i,-0.00044218-0.0001474i,-0.00022503+2.2512e-05i,-0.00020678+0.00024273i,-0.00015063+5.6634e-05i,0.00025447-7.6851e-05i
0.0015337-0.00033155i,0.0009905+0.00010759i,8.9425e-05-0.0004154i,-0.0004011+0.00038812i,-0.0010804+0.0012355i,-0.00088213+0.001277i,0.00033622+0.00085199i,-0.00011514+0.00038352i,-0.0010626-0.00065237i,-0.0016793-0.00086164i,-0.001679-0.0003775i,-0.0013806+0.00015108i,-0.0015022+0.00089699i,-0.0010195+0.0014289i,-0.00058215+0.00089881i,-0.00067009+0.00014372i,8.003e-05-0.00033617i,0.00057705-0.00052346i,4.3679e-05-0.0010352i,-0.00047407-0.001587i,-0.0012216-0.00088131i,-0.0015422-0.00042342i,-0.00078291-0.00096799i
-0.0012427+0.00061665i,-5.7308e-05+0.00077402i,0.00047912+0.0012959i,0.00034804+0.0010773i,0.00046047+0.00077941i,0.00019188-3.7328e-05i,0.00011619-0.00020262i,0.00030241+0.00031071i,0.00014671-0.00012393i,0.00026915+0.00071942i,0.00012235+0.0022712i,-0.00053534+0.0020133i,-0.00078913+0.0014916i,-0.00077826+0.000956i,-0.0005284+0.00062278i,-0.00041085+0.0004471i,0.00018318+0.00018435i,0.0010701+0.00035827i,0.0010822+0.00054223i,0.00052505+0.0001632i,0.0001146+0.00040373i,-0.00075045+0.00060277i,-0.00020088-7.2155e-05i
0.001594+0.0012549i,0.00086202+0.00018984i,0.00035058-0.0010285i,0.00043293-0.00148i,0.00057607-0.001184i,0.00049309-0.00049474i,0.00070565+0.00043977i,0.00070168+0.00058049i,0.00085269-0.00023961i,0.00023933-0.00038028i,-0.0002637+0.00060091i,-0.00022582+0.001697i,-0.00033848+0.0020932i,-3.0003e-05+0.0012189i,0.00024814+0.00059952i,4.8457e-05+0.00032639i,0.00041374+0.00014009i,0.00087408+0.00053637i,0.00050517+0.00086921i,0.00038775+0.0005422i,0.0011601+0.00024202i,0.0015282+0.00010284i,0.0007941-0.00032375i
0.0013608-0.00014698i,0.0014417-0.0010409i,0.0011521-0.0015646i,0.00046802-0.00075288i,-0.00062561+0.00054387i,-0.001189+0.00072705i,0.00017434+0.00026471i,0.0004249+0.00050125i,-0.00042228+0.00032805i,-0.0004051+0.00091466i,0.00028265+0.0016289i,0.001275+0.0015998i,0.0015404+0.0014903i,0.00096806+0.0022662i,0.0008733+0.0027125i,0.00050974+0.0014808i,-0.00045078+0.00089538i,-0.00061453+0.00011474i,-0.00013364-0.00086877i,0.00022885-0.00018011i,0.00037516+0.00050432i,0.00018516+0.0008535i,1.7875e-05+0.0012407i
-0.0019555+0.0014453i,-0.002764+0.0027368i,-0.0022213+0.0027286i,-0.0013189+0.0018618i,-0.00081914+0.00092282i,-0.00048057-0.00039687i,-0.00021036-0.00097157i,-5.1392e-05-0.00057407i,-0.0004078-0.00030643i,-5.7354e-05+1.6843e-05i,0.0006395-6.8849e-05i,0.00022262-0.00054806i,3.8121e-05-0.00087619i,-0.00038185-0.00059444i,-0.0007823-0.00052761i,-0.00037792-0.00065543i,0.00035535+0.00010315i,0.0006866-0.00012544i,0.00074338-0.00061202i,0.00064986-0.00079988i,-3.5285e-05-0.0007199i,-0.00077057+0.00014091i,-0.0012169+0.00070229i
-0.00047495+0.0001225i,0.0003474-0.00014676i,0.00073121-0.0011327i,0.00019702-0.00073997i,1.1112e-06+0.00014659i,-0.0002565+0.00011606i,-0.00016246+4.1816e-05i,0.00033312+0.00051418i,-8.8026e-05+0.0004027i,-0.0003963-0.00061268i,-0.0001006-0.0010019i,-0.00037106-0.00037355i,-0.00066935-0.00069626i,-0.00034119-0.0015582i,-0.00072557-0.00092058i,-0.001454-0.00025235i,-0.00056749-0.00020133i,0.0010278+9.583e-05i,0.0012164-5.399e-05i,0.0011035-7.3669e-05i,0.00079786+2.8987e-05i,7.174e-06-0.00044591i,-0.0008184-0.00064343i
-0.0013497+0.0014655i,-0.0014162+0.0020456i,-0.001371+0.0028555i,-0.0010449+0.002307i,-0.00017473+0.0022289i,0.00050247+0.0025034i,0.00037426+0.0017007i,-0.00063832+0.00051414i,-0.0009494-8.4344e-05i,-4.2312e-05+0.00038257i,0.00024359+0.00044533i,-0.00018794+0.00025822i,-0.0010092+0.00052468i,-0.00098207+0.00041412i,-0.00055835-6.1239e-05i,-0.00044036-0.00027447i,0.00029879-0.00056195i,0.00089165-0.00055283i,0.00043759-0.00016121i,2.4043e-05+0.000163i,0.00044469-0.00032597i,0.00085466-0.0013979i,0.00094175-0.001928i
0.0011075-0.0018243i,0.00065635-0.0019884i,0.00073092-0.0014564i,-0.00057237-0.00019718i,-0.0012886+0.00036449i,-0.00043236+0.00068825i,-0.00022145+0.0011402i,-0.00087651+0.001423i,-0.0011781+0.00085594i,-0.00046483+0.00066246i,-0.00016263+0.00077984i,-0.00028665+0.001091i,-0.00049237+0.0018595i,0.00015017+0.0014483i,0.0010183+0.00066715i,0.00041228+0.00012837i,-0.0001979+0.00011998i,-0.00014141+0.00041489i,-2.2125e-05-4.6783e-05i,4.2099e-05-0.00041603i,0.00025468+0.00051267i,0.00065419+0.00054329i,0.0011753-0.00011929i
-0.00056913-0.00092688i,-0.0016905-0.0013428i,-0.0015964-0.00041742i,-0.0017404+0.0010735i,-0.0012987+0.0013028i,-0.00020523+0.0015178i,0.0002797+0.0015083i,-0.00014296+0.00045475i,-0.0004911+7.1332e-05i,-0.00076155+0.0007463i,-0.0011711+0.0014281i,-0.00089046+0.0013349i,2.6304e-05+0.0010668i,0.00011623+0.0010617i,-0.00029414+0.0012614i,0.00015372+0.00064843i,0.00072516-0.0001212i,0.00042497+0.00045857i,-0.00042361+0.00087991i,-0.00018336+0.00038258i,-0.00011247+4.9336e-05i,4.4986e-05-1.668e-05i,8.9346e-05+0.0011424i
0.0019281-0.0012184i,0.0015629-0.0020375i,0.00067813-0.0022887i,-6.4801e-05-0.0020771i,-0.00014797-0.00099494i,-0.00041614+0.00017069i,-0.00024239+0.0001379i,-0.00014218-0.00012388i,-0.00015328-0.00089859i,-0.00059725-0.00094666i,-0.0010287+0.00035965i,-0.00043357+0.0010175i,0.00043051+0.0011076i,0.0006857+0.0010362i,0.00040533+0.0011317i,0.00011781+0.0010607i,-0.00023184+0.00014192i,7.8831e-05-0.00013661i,0.00048353-0.0010521i,-0.0002358-0.0010272i,-0.00059664+0.00019886i,-0.00056322-0.00022321i,-0.00042753-0.00053475i
-0.0013725-0.0010967i,-0.0018023-9.5752e-05i,-0.0027889+0.0010498i,-0.0036828+0.002024i,-0.0031777+0.002805i,-0.00043969+0.0019845i,0.0012079-0.00057695i,0.00040831-0.0016773i,-0.0005717-0.00054927i,-0.00046577+0.00021873i,-4.5439e-05-4.7737e-05i,0.00066277-0.00095945i,0.00091546-0.0014978i,0.0013183-0.00092165i,0.0012974-6.3532e-05i,-0.00023712+0.00029317i,-0.00064269+0.00012242i,-4.9235e-06-0.00037833i,-2.5209e-05-0.00056558i,-0.00065145-0.00015116i,-0.00047982+0.00016962i,-0.00032322-1.7519e-05i,-4.6529e-05-0.00047812i
0.0019016-0.0008908i,0.0011739-0.0015701i,-0.0010518-0.0019003i,-0.0024995-0.0010134i,-0.0028691+0.00042449i,-0.0022571+0.0012902i,-0.0010581+0.0011651i,0.00015926-6.0367e-05i,0.0010748-0.00061027i,0.00076969-0.00085819i,-7.8917e-05-0.00078722i,5.4082e-05-0.00073077i,0.00040338-0.00094717i,0.00011423+0.00016382i,0.00020367+0.00036232i,0.00040796+0.00019882i,6.8492e-05+0.00080202i,0.00020652+0.00068834i,0.00065974+0.00018312i,0.00060441-0.00023455i,0.00018827-0.00079487i,5.6206e-06-0.0013227i,0.00035741-0.0010626i
-0.00070479-0.00083549i,-0.00093188-0.0010355i,-0.00086361-0.0016276i,-0.00087053-0.00086917i,-0.0010933+0.00086511i,-0.00074014+0.0010331i,-0.00046456+0.00065245i,-0.00052112+0.0006174i,-0.00026362+0.00026255i,-0.00032414+4.8134e-05i,-0.00044328+0.00064258i,-0.00045326+0.0010805i,-0.00070681+0.00079892i,-0.00067017+0.00059268i,-3.064e-05+0.00056717i,-4.2604e-05+0.00044258i,-0.0005972+0.000406i,-0.0013988+8.6318e-05i,-0.0014508-0.00025598i,-0.00020609+0.00031388i,0.00056045+0.00030279i,0.00080382+6.1483e-06i,0.0016968+0.00028992i
0.00021626+0.0013076i,0.00022652+0.0019659i,-3.4944e-05+0.0020804i,-0.00082934+0.0012346i,0.00013685+0.00079232i,0.00096321+0.00072962i,0.001051-4.6561e-05i,0.0002652-0.00024658i,-0.00076512-4.5321e-05i,-0.0011113-1.6931e-05i,-0.0009178+2.8288e-06i,-0.00074526-3.746e-05i,-0.0012371+0.00047999i,-0.0010261+0.0012674i,-0.00055924+0.0011342i,-2.9115e-05+0.00011458i,2.6629e-05-0.00098103i,-0.00039126-0.0011795i,-0.00018885-0.00040905i,0.00070048+0.00037877i,0.00087644+0.00049867i,-0.0003018+0.00024251i,-0.00062589+0.00012338i
-0.0012468-0.0014339i,-0.0017424-0.00028685i,-0.0022707+0.0010029i,-0.0029544+0.0020792i,-0.0024311+0.0016754i,-0.00093225+0.00063961i,-0.00044886+0.00053044i,-0.00031106+0.00062914i,1.058e-06+0.00033236i,0.00063376+0.00016867i,0.00071242+0.00022445i,6.9453e-05+0.00078625i,3.578e-05+0.00075942i,0.00027771+0.00072407i,0.0003003+0.0011105i,0.00053443+0.0010641i,0.001103+0.00084217i,0.0010024+0.00086089i,0.00074248+0.001101i,0.00066259+0.0011781i,0.00080554+0.00066031i,0.00050321+0.00029333i,-0.00020584+0.00027547i
-0.0011507+0.00025094i,-0.0014882-0.00029488i,-0.0013658-0.00085305i,-0.0014784+0.0004573i,-0.0011137+0.0020829i,0.00020041+0.0016925i,0.0012535+0.00092331i,0.00048656+0.00051286i,-0.00052315-0.00056882i,-0.00030007-0.00011767i,0.00072432+0.00093133i,0.0014787+0.00085519i,0.0018351+0.00082763i,0.0020143-1.6719e-05i,0.0015333-0.00056291i,0.00054982-2.8212e-05i,-0.00020541+0.00028905i,8.4477e-06+0.00029752i,0.00033352+0.00030137i,0.00030991+0.00028554i,8.9916e-05+0.00054475i,-0.00078353+0.00024066i,-0.00054526-0.00057351i
-0.0010022-0.0016415i,0.00010575-0.00083448i,0.00036621+0.0003332i,0.00011198+0.00083231i,0.00060621+0.0010413i,0.001152+0.0013812i,0.00063074+0.00038098i,-0.00013672-0.00036767i,-0.00048525-9.1275e-05i,-0.00059095+5.0786e-05i,-0.00030493-0.0001024i,0.00040884-0.00012367i,0.00086542-0.00056582i,0.000901-0.00083124i,0.00060291-0.00043348i,-0.00020762+7.07e-05i,-0.00091155+0.00055472i,-0.00080222+4.3299e-05i,-0.00035828-0.00014782i,0.00025848+0.00025705i,0.00045558-0.00046892i,0.0004616-0.00047222i,0.00088715+0.00034025i
0.0012743-0.0014104i,0.00040696-4.8786e-05i,-0.0013173+0.00014674i,-0.0024876-3.3659e-06i,-0.002898+0.00054449i,-0.0016374+0.0014462i,-0.00050799+0.00094682i,-0.00047892+0.00051098i,-0.00047716+7.2378e-05i,-0.00047759-0.00034716i,-0.0013858+0.00012956i,-0.0014766+0.00060646i,-0.001206+0.0011618i,-0.0013558+0.00059807i,-0.00070073-0.00073753i,0.00027955-0.00087231i,0.00056821-0.00017257i,0.00095867+0.0002059i,0.00032977+0.00056771i,6.7111e-06+0.00087599i,0.00077049+0.00081394i,0.00066759+0.00031512i,0.00022799+0.00019614i
