0.001665+0.00073357i,0.0020799+0.00012705i,0.0010581-0.00079585i,-6.5368e-05-0.00086965i,-0.00038328+0.00010791i,-0.00082328+0.0023314i,-0.00092595+0.0028246i,0.00041973+0.0020401i,0.0019249+0.0015266i,0.0019288+0.00071968i,0.00057728-0.00033254i,-0.00068121-0.0010037i,-0.00079786-0.00066312i,-0.00068007-0.00053308i,-0.00062257-0.00076677i,-0.00048988-0.0004992i,-0.00035233+0.00010605i,-0.00047784+0.00024551i,-0.00013477+0.00078666i,7.9279e-05+0.00086364i,0.00011244+9.7005e-05i,9.2204e-05-0.00048424i,0.00017053-0.00068899i
0.071921+0.15376i,0.11912+0.36989i,0.22144+0.55463i,0.40475+0.49822i,0.47361+0.18926i,0.3152-0.086203i,0.14077-0.17341i,0.070661-0.19556i,0.013966-0.19579i,-0.018703-0.14178i,-0.0014688-0.096621i,0.0079223-0.073881i,-0.0070975-0.045956i,-0.037592-0.011573i,-0.076708+0.032739i,-0.11156+0.075393i,-0.12844+0.085144i,-0.11172+0.059786i,-0.059343+0.030401i,0.002528+0.017642i,0.044043+0.020437i,0.052275+0.026116i,0.034023+0.024656i
-0.18408-0.23902i,-0.26684-0.42799i,-0.20391-0.54983i,-0.14521-0.47346i,-0.1775-0.22525i,-0.1324-0.036111i,-0.044655-0.026535i,-0.028538-0.047616i,-0.003019-0.029561i,0.030275-0.031496i,0.018856-0.02407i,0.0052616-0.010842i,-0.0037484-0.025321i,-0.022667-0.038727i,-0.029998-0.044028i,-0.030934-0.041177i,-0.031392-0.011464i,-0.02265+0.017082i,-0.021058+0.0086678i,-0.038825-0.010865i,-0.053116-0.0079636i,-0.035729+0.0071755i,0.0015962+0.012732i
-0.053622-0.1061i,-0.24635-0.014467i,-0.4637+0.21552i,-0.49645+0.27837i,-0.32062+0.068903i,-0.13407-0.084624i,-0.016197-0.047517i,0.057847+0.011255i,0.069458+0.03877i,0.04729+0.057165i,0.030554+0.057759i,0.028859+0.048114i,0.044723+0.029254i,0.061211-0.0057232i,0.055761-0.045802i,0.03924-0.082005i,0.037892-0.11071i,0.045804-0.10933i,0.044106-0.075789i,0.028654-0.044453i,-0.00042446-0.033949i,-0.033836-0.032947i,-0.052537-0.025975i
0.13608-0.51466i,0.16071-0.83412i,0.17564-0.82588i,0.2451-0.54133i,0.24127-0.27727i,0.090722-0.07435i,0.007268+0.084473i,0.013024+0.12557i,-0.0077523+0.098952i,-0.011307+0.078045i,0.012262+0.044473i,0.024583+0.0082696i,0.022025-0.013415i,0.008735-0.006929i,0.0074081+0.027246i,0.010838+0.047456i,-0.0059969+0.036447i,-0.021956+0.015322i,-0.0094553+0.0011116i,0.016005-0.0094954i,0.025553-0.019324i,0.017855-0.024959i,0.0042449-0.026311i
0.50361+0.0096911i,0.74719-0.059335i,0.61068-0.17697i,0.25609-0.17563i,0.10265-0.052536i,0.14939-0.015113i,0.16342-0.057003i,0.11677-0.094717i,0.05664-0.12709i,-0.0031237-0.11397i,-0.031485-0.071354i,-0.043477-0.030416i,-0.039397+0.019662i,-0.021887+0.041531i,-0.029805+0.028875i,-0.042059+0.032162i,-0.016858+0.052214i,0.022555+0.048538i,0.031631+0.026014i,0.014544+0.021926i,0.0052326+0.030031i,0.010076+0.023549i,0.011398+0.011383i
0.18818+0.18594i,0.27851+0.31946i,0.20445+0.35493i,-0.0050964+0.30119i,-0.13327+0.21494i,-0.12983+0.086731i,-0.14396-0.0086187i,-0.14111+0.015039i,-0.051938+0.05363i,0.014525+0.022338i,0.012404+0.0026588i,0.008325+0.014715i,0.016858+0.0088926i,0.015303-0.020066i,0.0011803-0.058549i,-0.020848-0.093278i,-0.034139-0.10045i,-0.021687-0.068766i,-0.0039025-0.028396i,-0.0076478-0.011088i,-0.025473-0.0091977i,-0.031362-0.0046409i,-0.014007-0.0023009i
-0.097769+0.46085i,-0.067049+0.76677i,0.15001+0.67319i,0.32962+0.16733i,0.21609-0.18778i,0.015184-0.13979i,-0.034465-0.0069965i,-0.020995+0.005696i,-0.029528-0.0064812i,-0.035069+0.008632i,-0.01588+0.013432i,0.0088605-0.0096823i,0.0054504-0.023882i,0.0060464-0.0023588i,0.040491+0.019672i,0.071739+0.020236i,0.068101+0.01869i,0.049195+0.023855i,0.044479+0.015409i,0.044832-0.014903i,0.032195-0.041644i,0.0085647-0.045128i,-0.014819-0.034982i
-0.35678-0.26949i,-0.70029-0.52814i,-0.85275-0.58831i,-0.62834-0.35349i,-0.24283-0.1053i,-0.0070163-0.017495i,0.048003+0.001664i,0.031314+0.011256i,-0.0078658+0.017959i,-0.018893+0.031878i,-0.0045895+0.044657i,0.0049955+0.053661i,0.012725+0.046669i,0.0085942+0.027583i,0.0028458+0.023142i,0.014924+0.02437i,0.026673+0.016285i,0.013828+0.010288i,-0.012076+0.011377i,-0.020384+0.012655i,-0.0068609+0.0040049i,0.0087068-0.010465i,0.015554-0.011972i
0.097154-0.02505i,0.25331+0.025647i,0.39362+0.17166i,0.39547+0.25107i,0.27089+0.099855i,0.11001-0.10855i,-0.0010029-0.16358i,-0.0060758-0.12254i,0.023325-0.10897i,0.014934-0.10323i,0.0047389-0.067702i,0.0077977-0.029073i,0.0012631-0.0066298i,-0.0199-0.0012755i,-0.054453+0.0026047i,-0.079294+0.014542i,-0.072838+0.017361i,-0.042802+0.01602i,-0.010684+0.025159i,0.0059505+0.033868i,0.0044348+0.034979i,0.00091905+0.027786i,0.0059869+0.0077487i
0.17768-0.18054i,0.3201-0.38576i,0.31835-0.60776i,0.12526-0.68675i,-0.046582-0.50868i,-0.075867-0.23644i,-0.070419-0.072441i,-0.079932+0.025425i,-0.043744+0.076996i,-0.0057661+0.041102i,-0.026795-0.012072i,-0.058272-0.02551i,-0.055195-0.015373i,-0.01747-0.009576i,0.023458-0.030008i,0.031795-0.048978i,0.018753-0.036379i,0.0059788-0.016392i,-0.0010212-0.01754i,-0.0071958-0.032837i,-0.013148-0.040657i,-0.012854-0.0289i,-0.010186-0.0063745i
-0.061327+0.34171i,-0.12965+0.72542i,-0.10313+0.94611i,0.095878+0.77808i,0.30004+0.40368i,0.34078+0.1038i,0.26668-0.062809i,0.14663-0.12985i,0.052679-0.11079i,0.023767-0.059262i,0.024919-0.025072i,0.022174-0.010646i,0.0093836-0.0039992i,-0.00080337+0.009047i,0.0088682+0.025814i,0.032193+0.026065i,0.048676+0.0096819i,0.045686-0.0073265i,0.025565-0.011069i,0.014838-0.0049266i,0.023275-0.0079662i,0.026203-0.022082i,0.018361-0.02792i
-0.12968-0.20564i,-0.2306-0.36845i,-0.21459-0.36678i,-0.096809-0.1553i,-0.030706+0.025223i,-0.032069+0.058909i,-0.024403+0.03935i,-0.012927+0.021789i,-0.0095129+0.022606i,0.0076011+0.023824i,0.018474+0.0147i,0.018565+0.0088581i,0.022433-0.0029298i,0.014046-0.010273i,-0.0044655+0.0042262i,-0.019999+0.017494i,-0.031157+0.011155i,-0.031459-0.00033041i,-0.019586-0.0036002i,-0.0050134-0.00040683i,-0.0012238+0.0033604i,-0.0084262+0.0040978i,-0.013469+0.002438i
-0.094935-0.055281i,-0.16672-0.09068i,-0.2207-0.14033i,-0.25638-0.171i,-0.20223-0.11008i,-0.047479+0.0083917i,0.08898+0.067494i,0.13616+0.033845i,0.11047-0.011427i,0.059732-0.01478i,0.017826-0.0015881i,-0.012484+0.0059007i,-0.020561+0.011853i,-0.013484+0.0012585i,-0.023103-0.018442i,-0.032581-0.014275i,-0.011554+0.0076102i,0.020069+0.015408i,0.03097+0.0030997i,0.011919-0.0062999i,-0.0097019-0.001934i,-0.0087491+0.002086i,-0.00036087-0.0014659i
0.17937-0.22789i,0.31573-0.34403i,0.37935-0.3156i,0.35895-0.23919i,0.3142-0.2314i,0.2013-0.23684i,0.042271-0.16595i,-0.048732-0.061044i,-0.067573+0.0046081i,-0.051109+0.023178i,-0.022312+0.016248i,-0.001588+0.0094029i,0.012385+0.01602i,0.031238+0.026905i,0.056546+0.022085i,0.070453-0.0038032i,0.057943-0.02199i,0.02868-0.013486i,0.0043569+0.00068067i,0.00057397-0.0019166i,0.0097356-0.02144i,0.010737-0.036515i,0.0057425-0.032596i
0.020594+0.13636i,0.031438+0.32429i,0.13435+0.4726i,0.3289+0.47112i,0.39268+0.39149i,0.26784+0.30096i,0.10802+0.1955i,0.01807+0.10102i,-0.0028325+0.029021i,-0.0069132-0.011469i,0.0054967-0.018122i,0.024547-0.031746i,0.0027193-0.040648i,-0.029675-0.0091022i,-0.031818+0.029964i,-0.02206+0.046427i,-0.017197+0.044911i,-0.0040218+0.034945i,0.015065+0.022365i,0.02283+0.010415i,0.021949+0.0097285i,0.022419+0.016422i,0.019408+0.012443i
0.13714-0.10296i,0.09021-0.26806i,-0.18379-0.34275i,-0.48555-0.14961i,-0.48589+0.12329i,-0.22721+0.19727i,-0.020675+0.097251i,0.034916+0.014918i,0.037445+0.0056697i,0.041869+0.014399i,0.025964+0.022003i,-0.0029045+0.037984i,-0.017721+0.037787i,-0.034736+0.017859i,-0.057302+0.0089355i,-0.062006+0.012304i,-0.0521+0.013628i,-0.043366+0.0085295i,-0.040121-0.0029219i,-0.038574-0.0066533i,-0.028316+0.0048242i,-0.0086848+0.014618i,0.0080704+0.017476i
-0.092134+0.16107i,-0.12836+0.30266i,-0.035762+0.33474i,0.072999+0.14543i,0.014047-0.10326i,-0.099295-0.17102i,-0.097875-0.12564i,-0.053997-0.099507i,-0.036164-0.069698i,-0.021553-0.039298i,-0.016037-0.028149i,-0.010564-0.019736i,0.0033671-0.021652i,0.0081151-0.034835i,0.0017973-0.048999i,-0.0029094-0.052526i,0.0081471-0.037224i,0.026473-0.008977i,0.0372+0.013538i,0.035487+0.0080685i,0.013154-0.016375i,-0.014308-0.028132i,-0.022992-0.02546i
0.11683-0.072738i,0.28264-0.22408i,0.38246-0.41247i,0.33039-0.4847i,0.2285-0.37103i,0.1352-0.18644i,0.06091-0.035734i,0.027312+0.046566i,0.0041012+0.054063i,-0.023735+0.036722i,-0.037392+0.011327i,-0.047411-0.012473i,-0.037876-0.0047909i,0.0023688+0.0067591i,0.040388+0.0042792i,0.057017-0.0014541i,0.049253-0.013608i,0.023185-0.032136i,0.0038852-0.046128i,0.0029237-0.046724i,0.0084446-0.036605i,0.0081933-0.022285i,0.00084648-0.0096001i
-0.24154+0.0088926i,-0.49178+0.18319i,-0.59162+0.50768i,-0.34137+0.7417i,0.051597+0.6491i,0.24251+0.35224i,0.22402+0.10907i,0.14979-0.015112i,0.099616-0.057409i,0.067621-0.059413i,0.03915-0.03381i,0.029323-0.0035863i,0.018159+0.0034946i,-0.010952+0.010458i,-0.035008+0.03506i,-0.037931+0.060942i,-0.025933+0.071018i,-0.017201+0.05964i,-0.020114+0.043772i,-0.016208+0.040825i,0.0031232+0.035729i,0.01857+0.016482i,0.021796-0.0024083i
0.24965-0.10398i,0.48467-0.24896i,0.53728-0.44656i,0.22956-0.50004i,-0.15109-0.27814i,-0.25745-0.027916i,-0.19501+0.032342i,-0.15265+0.020167i,-0.11294+0.036669i,-0.054626+0.039245i,-0.012436+0.01805i,0.002667-0.0027648i,-0.0019073-0.012313i,-0.011331-0.011308i,-0.016095-0.011386i,-0.01726-0.016418i,-0.0096716-0.020042i,0.0082171-0.019902i,0.02414-0.019425i,0.023955-0.02172i,0.0068756-0.022855i,-0.011086-0.017241i,-0.016424-0.0065495i
-0.072558-0.023217i,-0.23669-0.042553i,-0.35682-0.032146i,-0.28361-0.019654i,-0.14039-0.0314i,-0.066461+0.0030722i,0.0033667+0.062397i,0.063069+0.036951i,0.043146+0.00019713i,0.013764+0.012324i,0.0082883+0.009301i,-0.0020693-0.0016098i,0.00050447-0.0095874i,0.0072247-0.035209i,-0.0054986-0.057887i,-0.024496-0.056278i,-0.033333-0.033169i,-0.023669-0.0092631i,-0.0055643-0.0022589i,0.0036644-0.0045673i,0.010875-0.0064717i,0.017171-0.0072015i,0.016262-0.0059683i
0.15771+0.23214i,0.39251+0.43185i,0.6162+0.48686i,0.6348+0.28513i,0.44956-0.0045914i,0.22534-0.16971i,0.080163-0.17497i,0.023619-0.1163i,0.0055304-0.088389i,-0.0068711-0.0711i,0.0039122-0.038853i,0.022703-0.019918i,0.019197-0.0005881i,0.020342+0.03417i,0.04266+0.061692i,0.063062+0.068956i,0.063239+0.06093i,0.042697+0.044399i,0.01843+0.02876i,0.012657+0.019506i,0.022268+0.0096576i,0.0233-0.0056635i,0.011287-0.016804i
-0.23956-0.11771i,-0.50255-0.24963i,-0.67973-0.26843i,-0.59452-0.063593i,-0.3126+0.17869i,-0.078975+0.24217i,-0.0047716+0.18675i,0.018689+0.126i,0.043615+0.06758i,0.037744+0.023697i,0.016626+0.0086337i,0.0033891+0.0054192i,-0.0023071+0.002551i,-0.0082575-0.0051665i,-0.025083-0.018601i,-0.045894-0.025976i,-0.047298-0.023689i,-0.027856-0.019319i,-0.014715-0.015909i,-0.019743-0.0075975i,-0.028278+0.0084704i,-0.020771+0.017877i,-0.0022358+0.015237i
-0.012734+0.015459i,0.026612+0.099763i,0.11216+0.14304i,0.1395+0.039102i,0.061524-0.055692i,0.01465-0.018891i,0.038528+0.0091204i,0.02691-0.00083439i,0.0016378+0.01707i,0.0044044+0.028212i,-0.0029958+0.022685i,-0.01692+0.021146i,-0.030828+0.012901i,-0.055121+0.0081151i,-0.075364+0.017799i,-0.07943+0.027282i,-0.070703+0.02863i,-0.049661+0.019901i,-0.02065-0.00081845i,-0.0032599-0.019421i,0.0019621-0.022319i,0.0096017-0.015257i,0.015309-0.011345i
0.1108-0.25629i,0.18395-0.45115i,0.19964-0.47253i,0.13284-0.2676i,0.0022841-0.083397i,-0.1339-0.035666i,-0.14947-0.029702i,-0.061305-0.047764i,-0.019837-0.074043i,-0.027857-0.064804i,-0.025647-0.049919i,-0.018793-0.043006i,-0.0026884-0.031295i,0.028615-0.03389i,0.057065-0.054314i,0.068674-0.067358i,0.063002-0.055924i,0.049458-0.026919i,0.039317-0.0049277i,0.033748-0.0033126i,0.02819-0.0088947i,0.020727-0.0064688i,0.013396+0.0013629i
0.0633+0.17686i,0.044399+0.36467i,-0.031802+0.46i,-0.064529+0.35558i,-0.008332+0.15583i,0.05279+0.0053145i,0.050328-0.028653i,0.013+0.0050411i,0.0033754+0.019134i,0.012979+0.0047583i,0.016514-0.0052057i,0.01616-0.0097354i,0.0069237-0.017694i,-0.014301-0.019156i,-0.032701-0.005972i,-0.03923+0.0038718i,-0.037581-0.0059443i,-0.02699-0.018662i,-0.008241-0.012283i,0.0087718+0.0036216i,0.012668+0.013728i,0.0056619+0.014973i,-8.2283e-05+0.0093024i
0.043113+0.019934i,0.085019-0.026971i,0.071553-0.10269i,-0.025884-0.13972i,-0.084031-0.12409i,-0.028145-0.08062i,0.041246-0.036702i,0.082987+0.0022966i,0.10863+0.016791i,0.099637+0.0094359i,0.074924+0.0062476i,0.051796+0.0048882i,0.031335+0.0042561i,0.026436+0.010865i,0.030819+0.020685i,0.024968+0.029719i,0.013845+0.03916i,0.0077972+0.037083i,-0.0014525+0.017315i,-0.018103-0.001615i,-0.027263-0.0074867i,-0.021956-0.0073647i,-0.014139-0.0076647i
-0.18954+0.030088i,-0.31176+0.037815i,-0.24655+0.00083333i,-0.0073632-0.060105i,0.14021-0.04455i,0.11065+0.048394i,0.042008+0.075944i,-0.029005+0.024117i,-0.0862+0.012664i,-0.077891+0.040031i,-0.040638+0.043005i,-0.014323+0.025873i,0.0012404+0.0047004i,-0.0015621-0.022013i,-0.019471-0.050943i,-0.026623-0.069023i,-0.012167-0.065947i,0.0066612-0.040515i,0.018837-0.010448i,0.029646+0.00030005i,0.033959-0.0076683i,0.028934-0.013582i,0.024145-0.0076091i
0.060425-0.1307i,0.11897-0.14407i,0.11327-0.0025293i,0.034403+0.18509i,-0.029382+0.20446i,-0.074625+0.091738i,-0.080025+0.046776i,-0.020509+0.062818i,0.027977+0.037583i,0.023445+0.0030976i,0.012574-0.004168i,0.014179-0.0054054i,0.014463-0.00077752i,0.019802+0.014606i,0.029562+0.025356i,0.025466+0.025227i,0.0050677+0.021358i,-0.0071035+0.015056i,0.0040039+0.0035842i,0.017574-0.0063177i,0.018139-0.0030984i,0.015486+0.0096172i,0.015928+0.016182i
0.048275-0.088385i,0.026032-0.16809i,-0.06351-0.2293i,-0.17456-0.20949i,-0.21906-0.1315i,-0.16117-0.071428i,-0.074168-0.044708i,-0.023486-0.044659i,-0.0058467-0.048515i,-0.0054788-0.038017i,-0.0079907-0.019282i,-0.0016303-0.0016445i,0.0060244+0.0032472i,0.0070874-0.0057811i,0.013001-0.010608i,0.02756-0.003952i,0.037914+0.0042334i,0.029962+0.007065i,0.0036167+0.015167i,-0.017527+0.035431i,-0.019544+0.049322i,-0.015946+0.043692i,-0.015493+0.029148i
0.13696+0.11096i,0.21797+0.17867i,0.20325+0.11154i,0.12496-0.093906i,0.1117-0.23565i,0.12844-0.22916i,0.075803-0.15287i,0.016816-0.057598i,0.017095+0.0097109i,0.031697+0.025488i,0.027057+0.02875i,0.018137+0.031315i,0.013456+0.024501i,0.004438+0.020722i,-0.012592+0.022041i,-0.029132+0.013553i,-0.032957-0.0014929i,-0.018465-0.0028607i,0.0046394+0.001186i,0.01401-0.011925i,0.003144-0.03068i,-0.0079067-0.034882i,-0.0077075-0.02831i
-0.066921+0.06851i,-0.057941+0.1136i,0.11772+0.12069i,0.3325+0.099943i,0.33309+0.085603i,0.1717+0.085552i,0.057569+0.072961i,0.015909+0.030481i,-0.022454-0.0023175i,-0.052953-0.0014593i,-0.059118+0.0055233i,-0.051024+0.0083689i,-0.031999+0.010521i,-0.0094342+0.00099274i,0.0014224-0.012752i,0.00072274-0.011264i,-0.0047081+0.00025478i,-0.013509+0.0010855i,-0.023323-0.010657i,-0.025493-0.015538i,-0.01731-0.010823i,-0.0076161-0.0076189i,-0.003847-0.0091758i
-0.13+0.0073052i,-0.28177+0.065209i,-0.40159+0.19171i,-0.379+0.32517i,-0.22242+0.35722i,-0.041703+0.25107i,0.047105+0.10596i,0.05421+0.033277i,0.054581+0.010161i,0.042075-0.011114i,0.010836-0.015005i,-0.0064604-0.00031663i,-0.0094206+0.014174i,-0.0092354+0.024199i,-0.0001778+0.02111i,0.01311+0.0034611i,0.017045-0.011198i,0.010128-0.0073469i,0.0079494+0.0091305i,0.019899+0.020795i,0.028884+0.021568i,0.024474+0.022753i,0.019553+0.027497i
0.00042672-0.18905i,0.0035713-0.33705i,-0.020584-0.38214i,-0.10411-0.33245i,-0.19889-0.28828i,-0.2176-0.21925i,-0.16602-0.13122i,-0.11022-0.068552i,-0.064683-0.036823i,-0.02393-0.035005i,-0.0022699-0.043484i,0.0012868-0.043933i,-0.0024102-0.04034i,-0.0034373-0.033954i,0.0010425-0.023223i,0.00093946-0.013323i,-0.0011714-0.012264i,0.006168-0.021483i,0.01277-0.0332i,-0.00085548-0.038887i,-0.025519-0.03342i,-0.037436-0.022384i,-0.029618-0.013342i
0.12334-0.032527i,0.19339-0.090963i,0.18901-0.18724i,0.16085-0.25435i,0.17167-0.20405i,0.16094-0.075161i,0.12304+0.025038i,0.087569+0.065089i,0.057321+0.07875i,0.048153+0.074349i,0.040259+0.04799i,0.018745+0.025824i,0.0032226+0.015875i,-0.0065986+0.011302i,-0.01392+0.013542i,-0.011209+0.015736i,-0.0048131+0.015143i,-0.0041479+0.017093i,-0.0039852+0.02122i,0.0028014+0.019333i,0.010481+0.0081275i,0.0088531-0.00096911i,-0.00044236+0.00037478i
0.10241+0.11104i,0.22577+0.23958i,0.36034+0.34827i,0.43114+0.35307i,0.40163+0.22879i,0.29044+0.053495i,0.16552-0.059692i,0.078735-0.10348i,0.022782-0.1065i,-0.0062862-0.072608i,-0.0015305-0.03458i,0.013139-0.016616i,0.024071-0.0067195i,0.035888-0.005186i,0.036832-0.015447i,0.027562-0.024325i,0.024291-0.022274i,0.02643-0.012351i,0.028356-0.0038287i,0.032748-0.0043733i,0.039795-0.011908i,0.04112-0.018483i,0.034442-0.018927i
-0.12956+0.087672i,-0.27586+0.14783i,-0.42045+0.15461i,-0.48901+0.17363i,-0.43616+0.25236i,-0.29023+0.29552i,-0.16019+0.24691i,-0.096564+0.17774i,-0.054457+0.12514i,-0.02758+0.070263i,-0.024621+0.031823i,-0.029255+0.015439i,-0.035062+0.011744i,-0.039132+0.016107i,-0.036178+0.018665i,-0.027737+0.014106i,-0.020177+0.0018693i,-0.017258-0.012909i,-0.018574-0.016084i,-0.021105-0.0010864i,-0.022316+0.01878i,-0.024509+0.026994i,-0.024736+0.021395i
-0.093439-0.093918i,-0.15011-0.14521i,-0.13529-0.17185i,-0.078497-0.20981i,-0.05295-0.22357i,-0.034872-0.14579i,0.025385-0.056875i,0.06878-0.040676i,0.061888-0.044653i,0.045969-0.034994i,0.030388-0.0227i,0.015964-0.0050154i,0.010709+0.0063744i,0.013279+0.011576i,0.023477+0.015164i,0.034982+0.016033i,0.040456+0.01885i,0.039507+0.020808i,0.033841+0.014969i,0.023029+0.0033786i,0.0078665-0.0067016i,-0.0015731-0.0081568i,-0.0025312+6.4102e-05i
0.051314-0.16018i,0.087861-0.30073i,0.13538-0.37202i,0.16215-0.33636i,0.095347-0.25993i,-0.043255-0.19896i,-0.13695-0.13201i,-0.13303-0.06821i,-0.097373-0.029694i,-0.060144-0.0029155i,-0.02736+0.00061756i,-0.017093-0.016345i,-0.018623-0.029084i,-0.023824-0.033893i,-0.030541-0.032236i,-0.026021-0.026369i,-0.0091835-0.022735i,0.0079787-0.017604i,0.017064-0.0096699i,0.018134-0.0072143i,0.014895-0.013384i,0.0083194-0.022174i,-0.00058284-0.023992i
0.16231+0.035889i,0.26729+0.12448i,0.2835+0.2732i,0.2451+0.37676i,0.23152+0.3187i,0.19883+0.17115i,0.12287+0.087533i,0.081554+0.064023i,0.069795+0.028762i,0.0417+0.002719i,0.019639+0.0042733i,0.010183+0.010324i,0.0034971+0.02011i,0.0074446+0.03181i,0.015045+0.036809i,0.012586+0.040871i,0.0016676+0.045604i,-0.0083313+0.043246i,-0.0093324+0.035085i,-0.002867+0.029074i,0.0057297+0.027873i,0.011958+0.025756i,0.010172+0.018638i
0.0047969+0.11331i,-0.010733+0.15231i,-0.089448+0.053184i,-0.217-0.084809i,-0.25666-0.089068i,-0.14817-0.034807i,-0.033687-0.044483i,-0.0064294-0.046615i,0.001305-0.010201i,0.014278+0.0038784i,0.014814-0.0024619i,0.015775-0.01143i,0.01183-0.021748i,0.00099357-0.02874i,-0.0033333-0.030568i,0.0021373-0.027246i,0.0145-0.017403i,0.02238-0.008818i,0.014262-0.0047135i,-0.0027462+0.0014399i,-0.014252+0.0076002i,-0.01407+0.0073082i,-0.0067724+0.00096973i
-0.12961+0.0548i,-0.21508+0.11055i,-0.17038+0.13494i,-0.013468+0.062859i,0.049085-0.032583i,-0.016392-0.03871i,-0.059215-0.0048477i,-0.053739-0.0051467i,-0.038828-0.011081i,-0.014087-0.0046212i,0.0018825-0.0013583i,-0.0033436+0.0017446i,-0.014534+0.0046143i,-0.024805+0.009916i,-0.030394+0.018804i,-0.030756+0.021666i,-0.028713+0.016724i,-0.01874+0.0091962i,-0.0027648-0.00077393i,0.0067713-0.016741i,0.0049046-0.032075i,-0.0014341-0.034389i,-0.0041876-0.026064i
-0.058713-0.14357i,-0.073177-0.25839i,-0.01387-0.26284i,0.092445-0.16312i,0.12728-0.11428i,0.073336-0.11358i,0.032059-0.070576i,0.023763-0.015794i,0.0078377+0.013322i,-0.0018424+0.030113i,0.0073289+0.026245i,0.015829+0.0069509i,0.021684-0.0083843i,0.025495-0.021751i,0.02408-0.028345i,0.023542-0.017947i,0.023363+0.0034161i,0.020548+0.020812i,0.018406+0.02202i,0.0179+0.012909i,0.018747+0.0053379i,0.019705+0.0015037i,0.01569+0.0012464i
0.1015-0.081951i,0.12773-0.10021i,0.022214-0.013652i,-0.10075+0.14851i,-0.042273+0.19818i,0.083022+0.072819i,0.10359-0.046068i,0.087964-0.069967i,0.080315-0.060337i,0.047959-0.039625i,0.019106-0.012218i,0.012383-0.0022725i,0.0053646-0.004205i,-0.0056898-0.0027833i,-0.016159+0.0015177i,-0.023384+0.0027637i,-0.023596-0.0016362i,-0.018204-0.002587i,-0.0089713+0.0076464i,0.0045348+0.022603i,0.016844+0.030162i,0.021489+0.026852i,0.019034+0.018623i
0.12942+0.061005i,0.24504+0.065589i,0.29287-0.068603i,0.18408-0.24994i,0.027637-0.23386i,-0.015898-0.069677i,-0.010963+0.023051i,-0.053323+0.043366i,-0.086646+0.057067i,-0.074357+0.05404i,-0.045787+0.041244i,-0.017942+0.033115i,0.0026921+0.025998i,0.016185+0.018098i,0.019657+0.012648i,0.011208+0.013714i,-0.0010649+0.017947i,-0.0074618+0.017505i,-0.010865+0.0093051i,-0.020924-0.0012949i,-0.032874-0.0049536i,-0.034236-0.002018i,-0.026035+0.0004564i
-0.067836+0.13148i,-0.12008+0.26457i,-0.082005+0.34444i,0.051651+0.29749i,0.12534+0.19312i,0.10548+0.1395i,0.10399+0.11617i,0.11983+0.073028i,0.10051+0.029128i,0.058642+0.0051976i,0.01889+0.0014192i,-0.0039768+0.010768i,-0.0080707+0.01215i,-0.010473+0.00061513i,-0.018916-0.011748i,-0.023175-0.019354i,-0.014892-0.018153i,-0.0026931-0.009458i,0.0030071-0.0024917i,0.0063321+0.0010606i,0.011592+0.0025805i,0.012596+0.0023295i,0.0097867+0.0024582i
-0.12738-0.039081i,-0.21305-0.041124i,-0.18951+0.030861i,-0.064282+0.10854i,0.0020965+0.06495i,-0.040329-0.045282i,-0.0853-0.092758i,-0.083906-0.10242i,-0.076138-0.10276i,-0.067175-0.072342i,-0.046672-0.040983i,-0.031058-0.028395i,-0.0249-0.014937i,-0.012573-0.00027306i,0.0039509+0.002738i,0.0096478+0.00027023i,0.0018101+0.00016519i,-0.0070634+0.0041344i,-0.0010064+0.0087654i,0.013896+0.0026034i,0.020063-0.0094273i,0.016979-0.013864i,0.010223-0.011542i
-0.016054-0.15288i,-0.094445-0.28694i,-0.26787-0.31049i,-0.39975-0.15498i,-0.31093+0.030407i,-0.1077+0.10437i,-0.0079361+0.12231i,0.02352+0.15025i,0.059173+0.13955i,0.062598+0.078443i,0.035913+0.026444i,0.013627+0.0042552i,0.0028988-0.0052294i,-0.0004175-0.011169i,0.0014779-0.013959i,0.0045449-0.012608i,0.0038646-0.0067246i,-0.00029858-0.0013153i,-0.0086513+0.0018616i,-0.019385+0.013151i,-0.025003+0.02948i,-0.022262+0.033942i,-0.018532+0.027459i
0.167-0.031598i,0.3533-0.089299i,0.48227-0.19675i,0.43404-0.30902i,0.27509-0.30622i,0.15507-0.18823i,0.11117-0.10896i,0.074606-0.097513i,0.030356-0.084863i,0.0037725-0.06145i,0.0016366-0.037828i,0.015051-0.022687i,0.017561-0.018691i,0.0068492-0.0085853i,-0.00077249+0.0078077i,-0.0042608+0.014907i,-0.0057865+0.0084963i,-0.0076476-0.0016541i,-0.0092883-0.0044602i,-0.0056983-0.0056636i,-0.0027528-0.011953i,-0.003525-0.015705i,-0.0014619-0.014402i
0.045278+0.13097i,0.084143+0.26212i,0.11609+0.33502i,0.12014+0.29644i,0.059548+0.21992i,-0.05068+0.15592i,-0.12676+0.10969i,-0.1396+0.087251i,-0.10424+0.077023i,-0.044091+0.056109i,-0.012328+0.027358i,-0.017004+0.01367i,-0.014714+0.01322i,-0.0018691+0.0063784i,0.0020813-0.0071326i,0.00066319-0.016016i,0.00030756-0.013649i,0.0029114-0.0064208i,0.0061462-0.0081968i,0.0029495-0.016765i,-0.0036665-0.020743i,-0.0072119-0.019265i,-0.0074258-0.015022i
