-0.00058894+0.00064711i,-0.00093717-0.00063822i,-0.003421-0.0019525i,-0.0033214-0.0015318i,-0.0014097+0.00042008i,-0.0010009+0.00066699i,-0.0012232+0.00067369i,-0.00054793+0.00082231i,0.00094593+0.00055364i,0.0019477+9.6367e-05i,0.0015369-0.0004627i,0.00079903-0.00040802i,0.00043862-0.00032677i,0.00029486-0.00010914i,0.00024865-0.00011315i,0.00016263-0.00027494i,9.6964e-05-0.00020248i,0.00024159-0.00012868i,0.0004054-0.00078451i,0.00043425-0.0012412i,0.00034266+6.6168e-05i,0.00036398+0.00088085i,-1.2433e-05+0.00027897i
0.0715+0.015196i,0.090017+0.10898i,0.06933+0.27902i,0.059545+0.37802i,0.052367+0.30467i,-0.015285+0.17999i,-0.070443+0.1269i,-0.045814+0.095776i,-0.016681+0.041317i,-0.013064+0.010667i,-0.0025704+0.0091366i,0.0036876+0.0060234i,-0.0042347+0.0035984i,-0.008315+0.012913i,-0.0024642+0.028124i,-3.2668e-05+0.035781i,-0.0055431+0.030652i,-0.0059596+0.017976i,0.0025027+0.0097586i,0.012803+0.010889i,0.0206+0.011728i,0.018891+0.0056687i,0.0096258+0.00053732i
-0.005717+0.038218i,0.012553+0.0036378i,0.031065-0.099906i,0.00032111-0.15833i,-0.048543-0.10411i,-0.022025-0.013279i,0.040673+0.01408i,0.045632-0.0086491i,0.020096-0.012288i,0.011671-0.001871i,0.01061-0.0014652i,0.0086847-0.0051499i,0.010929-0.0083524i,0.016606-0.011174i,0.025693-0.010704i,0.033699-0.0063221i,0.029685-0.00058822i,0.014872+0.002526i,0.0012854+0.0019524i,-0.0034712-0.00037381i,-0.0045114-0.0037239i,-0.006234-0.004576i,-0.0036981-0.0026492i
-0.065749-0.062017i,-0.10933-0.097955i,-0.1125-0.12134i,-0.057576-0.12505i,0.015227-0.10057i,0.051519-0.067904i,0.045346-0.047572i,0.028316-0.020633i,0.027507+0.0065245i,0.02546+0.0053131i,0.0055109-0.00094685i,-0.0068678+0.010337i,-0.0036165+0.018335i,-0.0053765+0.010065i,-0.017539-0.0088792i,-0.023707-0.025311i,-0.015692-0.02801i,-0.0071004-0.021016i,-0.0052061-0.014149i,-0.0071643-0.013499i,-0.0087208-0.012954i,-0.006339-0.0050072i,-0.0037632+0.00056974i
0.077471+0.020134i,0.11109+0.098115i,0.084698+0.23059i,0.036112+0.31281i,0.001748+0.24852i,-0.044286+0.11806i,-0.076572+0.053076i,-0.050832+0.03341i,-0.024117-0.00088221i,-0.028676-0.016227i,-0.020166-0.0053185i,-0.001159-0.0041303i,0.003565-0.0098728i,0.0015297-0.0047158i,-0.000164+0.010291i,-0.0050302+0.022492i,-0.009014+0.021685i,-0.0056568+0.015909i,0.0017551+0.018579i,0.0084412+0.027531i,0.012099+0.030307i,0.010935+0.022233i,0.0059314+0.012217i
-0.033448+0.019734i,-0.032269-0.042006i,-2.497e-05-0.19457i,0.002083-0.29907i,-0.030713-0.22045i,-0.0077525-0.060678i,0.046714+0.0069775i,0.043917-0.0097351i,0.0096554-0.011556i,0.0033556+0.010461i,0.0076624+0.013754i,0.00084255+0.0051773i,-0.0038306+0.0028496i,0.0024696-0.0017446i,0.012148-0.0098136i,0.016717-0.0125i,0.013269-0.0096803i,0.0036106-0.0075495i,-0.0043561-0.0097588i,-0.0064345-0.015138i,-0.0062308-0.020097i,-0.005419-0.019394i,-0.0020783-0.012873i
-0.039106-0.045206i,-0.080275-0.029102i,-0.096522+0.061677i,-0.03281+0.14331i,0.076313+0.12264i,0.12498+0.041469i,0.09014-0.016284i,0.033812-0.021477i,0.012518-0.00368i,0.013907-0.0032158i,0.0051512-0.0069013i,-0.0043707+0.0016188i,-0.0077238+0.0086607i,-0.012453+0.0056932i,-0.017834-0.0032262i,-0.018157-0.011357i,-0.011062-0.012611i,-0.0017548-0.0088319i,0.0050171-0.007393i,0.0091186-0.0093616i,0.0086374-0.0081189i,0.0039478-0.0019954i,-0.0012543+0.0011492i
0.079477+0.024348i,0.13194+0.047824i,0.11758+0.060011i,0.036028+0.044613i,-0.035966-0.01828i,-0.079695-0.09364i,-0.099467-0.092197i,-0.072788-0.036982i,-0.037177-0.0099166i,-0.028783-0.0017604i,-0.016373+0.0093213i,0.0051925+0.0068085i,0.012986-0.0047027i,0.0087738-0.0028298i,0.0014268+0.01403i,-0.0048627+0.026708i,-0.008408+0.02313i,-0.0076758+0.014792i,-0.0051669+0.01344i,-0.0062687+0.018275i,-0.0075068+0.021695i,-0.0045844+0.017205i,-0.00087191+0.011203i
-0.06274+0.019658i,-0.086217-0.0154i,-0.046573-0.11524i,-0.0017322-0.19672i,-0.031025-0.14769i,-0.054445-0.01268i,-0.015892+0.061632i,0.014647+0.054348i,0.01436+0.042647i,0.019045+0.04126i,0.021402+0.026889i,0.010527+0.013544i,0.0064163+0.011009i,0.012723+0.0024903i,0.017971-0.011026i,0.019541-0.014386i,0.015911-0.0089762i,0.0081805-0.0066149i,0.0018831-0.011207i,0.00026599-0.01937i,0.0024574-0.02296i,0.0053556-0.019175i,0.0070643-0.012283i
-0.0090583-0.041663i,-0.036553-0.014958i,-0.083663+0.10858i,-0.078994+0.23587i,0.00099162+0.23706i,0.0621+0.14141i,0.056876+0.051837i,0.028603+0.010454i,0.019885-0.0067633i,0.021473-0.027752i,0.0098273-0.031861i,-0.00081045-0.012384i,-0.0028017+0.0010287i,-0.0073604+0.0017171i,-0.011306-0.0025162i,-0.010397-0.0064553i,-0.0056074-0.0045453i,-0.0020775-0.00042491i,-0.0017407+0.0032886i,0.00099917+0.0068411i,0.0022332+0.0077815i,-0.0021772+0.0078117i,-0.0070461+0.0068347i
0.065165+0.029149i,0.12906+0.016407i,0.15233-0.057308i,0.10293-0.14126i,0.035204-0.17496i,-0.0055097-0.1709i,-0.027767-0.12767i,-0.02356-0.066099i,-0.012463-0.037296i,-0.024419-0.022793i,-0.026083-0.001657i,-0.0071019+0.0044336i,0.0019486-0.00060812i,-0.00050226+0.0041529i,-0.0026958+0.016257i,-0.0029906+0.02002i,-0.0029374+0.011267i,-0.003711+0.0028649i,-0.0076417+0.0022893i,-0.013958+0.0032608i,-0.014947+0.001711i,-0.0084014-0.00012209i,-0.00071703-0.00058878i
-0.079508+0.014457i,-0.13262+0.020815i,-0.12422+0.013857i,-0.07191+0.0031414i,-0.064118+0.025567i,-0.081789+0.079629i,-0.047165+0.097476i,0.0039532+0.057409i,0.013707+0.0269i,0.010529+0.027725i,0.012891+0.020564i,0.0092589+0.0038451i,0.0058063-0.0043423i,0.010125-0.0083077i,0.016888-0.013179i,0.019716-0.01406i,0.016699-0.0087343i,0.012576-0.0033757i,0.012246-0.0033787i,0.014432-0.0052886i,0.015148-0.0055134i,0.012356-0.0055287i,0.0075575-0.0058674i
0.033029-0.043118i,0.037059-0.043823i,0.0021933+0.028266i,-0.029322+0.12248i,-0.00010063+0.14883i,0.052374+0.10519i,0.05693+0.034716i,0.019812-0.014713i,-0.0013569-0.026571i,0.0039756-0.028714i,0.0053222-0.02581i,-0.00020202-0.014037i,-0.0024662-0.0079514i,-0.0067695-0.011073i,-0.013513-0.01498i,-0.01596-0.015064i,-0.012017-0.011346i,-0.0077434-0.0059544i,-0.0055673+0.0032145i,-0.0020948+0.013149i,-0.0014332+0.014946i,-0.0066514+0.01175i,-0.010289+0.0096332i
0.037818+0.042512i,0.087857+0.031449i,0.13143-0.051553i,0.1376-0.14274i,0.1215-0.17023i,0.096195-0.1545i,0.040354-0.10804i,-0.015724-0.038883i,-0.034201+0.0027332i,-0.036879+0.014713i,-0.027738+0.023438i,-0.011075+0.023704i,-0.0041965+0.022516i,-0.0030075+0.024969i,-0.004367+0.023633i,-0.0072157+0.017401i,-0.0085545+0.0069007i,-0.008668-0.0011289i,-0.0063724-0.0052558i,-0.0046366-0.012115i,-0.0036363-0.016886i,0.00087757-0.012393i,0.0063846-0.0049329i
-0.07749-0.0076766i,-0.1489+0.013487i,-0.17736+0.056243i,-0.14846+0.076375i,-0.1314+0.053542i,-0.13434+0.037517i,-0.092172+0.048368i,-0.025525+0.049658i,0.0030335+0.04196i,0.010996+0.038541i,0.014606+0.024923i,0.0066879+0.0081495i,0.0028817+0.0010695i,0.010532-0.0020029i,0.018136-0.0026892i,0.018171-0.00033667i,0.01196+0.0037616i,0.0066549+0.0060054i,0.0064002+0.0045311i,0.0065362+0.0036352i,0.0046109+0.0050903i,0.00026901+0.0047659i,-0.003927+0.0015881i
0.055792-0.038548i,0.099874-0.058394i,0.09601-0.047364i,0.049508-0.0042403i,0.024057+0.038184i,0.033237+0.047999i,0.038743+0.016039i,0.027646-0.01675i,0.02453-0.022644i,0.027673-0.024821i,0.014815-0.026181i,0.001565-0.016656i,-0.0016581-0.014267i,-0.0073393-0.022319i,-0.013155-0.024668i,-0.01239-0.018907i,-0.006639-0.011395i,-0.003539-0.0065362i,-0.0061642-0.0033215i,-0.0066522+0.0013388i,-0.0036341+0.0044338i,-0.0027948+0.0040813i,-0.0025746+0.0046488i
-0.0071303+0.043932i,0.00077254+0.054843i,0.021583+0.0084942i,0.044283-0.043771i,0.064169-0.046975i,0.076138-0.039539i,0.046193-0.028925i,0.0045165-0.00033547i,-0.0040665+0.011936i,-0.0094484+0.0051002i,-0.013029+0.00806i,-0.0040763+0.014956i,-0.00030914+0.018869i,-0.0040954+0.023199i,-0.0083991+0.024074i,-0.009165+0.019519i,-0.0070774+0.011603i,-0.0045602+0.0044526i,0.00030639-0.0010355i,0.0050213-0.0092473i,0.0073485-0.016075i,0.010882-0.014752i,0.013398-0.0098279i
-0.053712-0.020994i,-0.10649-0.010189i,-0.13179+0.04065i,-0.10867+0.058262i,-0.09156-0.0008021i,-0.10147-0.039465i,-0.065846-0.012692i,0.00075539+0.0029187i,0.02134-0.0047559i,0.016102+0.0017719i,0.019123+0.0096445i,0.020925+0.0076286i,0.022497+0.0043194i,0.027053+0.0046401i,0.029401+0.007011i,0.026133+0.0069539i,0.017449+0.0059827i,0.0083341+0.0062882i,-0.00040492+0.0069856i,-0.0083796+0.0086296i,-0.013426+0.0098148i,-0.015041+0.0077563i,-0.012776+0.0038662i
0.062641-0.014116i,0.12436-0.036956i,0.14199-0.056949i,0.08876-0.039296i,0.027982+0.022962i,0.011765+0.056541i,0.013014+0.017499i,0.0056497-0.03037i,0.00036062-0.038648i,0.0011586-0.028863i,-0.0023981-0.019451i,-0.0067375-0.012478i,-0.0090883-0.014493i,-0.012368-0.021492i,-0.011918-0.026056i,-0.0071707-0.024465i,-0.00042654-0.019292i,0.0017505-0.015402i,-0.00070384-0.009975i,0.0012735-0.0029917i,0.0058473+0.0022329i,0.0061074+0.0051876i,0.0033901+0.006775i
-0.032801+0.04337i,-0.064866+0.062726i,-0.07598+0.05013i,-0.047817+0.032892i,0.0078466+0.038542i,0.046167+0.035264i,0.020112+0.017551i,-0.028318+0.015451i,-0.040409+0.015256i,-0.03446+0.0060028i,-0.027988+0.0041374i,-0.018699+0.0035507i,-0.014802+0.0028723i,-0.016296+0.0076581i,-0.018778+0.011931i,-0.019909+0.011938i,-0.01601+0.0063754i,-0.0090042+0.00093193i,0.00079091-0.00020374i,0.0092597-0.0036718i,0.01114-0.0084044i,0.0093427-0.0086093i,0.006854-0.0079533i
-0.017097-0.031072i,-0.030469-0.033072i,-0.023361+0.0032761i,0.015512+0.0094564i,0.03909-0.05796i,0.012716-0.097996i,0.00079092-0.0498i,0.016559-0.0008368i,0.010806+0.0094562i,0.0032934+0.013183i,0.013807+0.010317i,0.020866+0.0036662i,0.026135+0.002807i,0.032843+0.0027075i,0.032696+0.0013293i,0.026245+6.5104e-05i,0.01538+0.00022034i,0.0039348+0.0017082i,-0.007308+0.0019906i,-0.017111+0.0025923i,-0.020953+0.0029937i,-0.01991+0.0017795i,-0.014917+0.00088818i
0.050688+0.0021824i,0.095174-0.01442i,0.097527-0.054411i,0.01944-0.065284i,-0.072356-0.011673i,-0.078175+0.034631i,-0.033973+0.012648i,-0.013963-0.013676i,-0.0057536+0.00037832i,0.0035167+0.0099528i,0.0023146+0.0022894i,-0.0033096-0.0034842i,-0.0064965-0.0068332i,-0.0078936-0.012171i,-0.0079247-0.017758i,-0.0071871-0.018193i,-0.0052217-0.013175i,-0.00065328-0.0071325i,0.0042215-0.0015394i,0.0097759+0.0044786i,0.014871+0.0089805i,0.015574+0.010273i,0.01271+0.0084101i
-0.04545+0.026492i,-0.089993+0.046594i,-0.10674+0.064734i,-0.062272+0.078032i,0.0091202+0.080989i,0.03741+0.068494i,0.011655+0.047482i,-0.01106+0.034108i,-0.0051765+0.025428i,-0.00082067+0.016496i,-0.0088922+0.015564i,-0.015068+0.016975i,-0.018913+0.015641i,-0.023103+0.018082i,-0.024315+0.021713i,-0.02226+0.019678i,-0.017998+0.011753i,-0.011157+0.0047368i,-0.0018709+0.00029831i,0.0065172-0.004884i,0.0083631-0.010445i,0.0063612-0.012049i,0.0029034-0.009216i
0.0078044-0.035194i,0.023845-0.042096i,0.045492-0.013557i,0.08248+0.00045929i,0.10975-0.049874i,0.084885-0.087578i,0.05233-0.047309i,0.048224-0.0044964i,0.038493-0.0064772i,0.021338-0.0086667i,0.015446-0.00077281i,0.014952+0.0062705i,0.019224+0.0097083i,0.023527+0.0077269i,0.023879+0.0063916i,0.022955+0.0071627i,0.018345+0.0068339i,0.008766+0.0044936i,-0.0030945-0.00091317i,-0.012538-0.0060463i,-0.017341-0.0072058i,-0.016753-0.0042385i,-0.011573+0.00061588i
0.022858+0.016394i,0.044213+0.0036961i,0.025567-0.059961i,-0.070027-0.1093i,-0.16794-0.067823i,-0.1516-0.016529i,-0.068492-0.030011i,-0.023208-0.044915i,-0.0095992-0.024372i,-0.00010495-0.010853i,0.001158-0.013974i,0.00068572-0.01699i,0.0011677-0.018027i,-6.0626e-05-0.018161i,-0.0030433-0.018808i,-0.0055271-0.016846i,-0.0024281-0.010978i,0.0031453-0.0049392i,0.0058474+0.0021691i,0.0076086+0.011271i,0.0084344+0.017291i,0.007038+0.015681i,0.0058118+0.0081696i
-0.036781+0.0090529i,-0.077056+0.034473i,-0.07609+0.091808i,-0.0071976+0.1464i,0.064108+0.15128i,0.060401+0.11597i,0.0083081+0.070559i,-0.017146+0.031623i,-0.010024+0.0039171i,-0.0041206-0.0059053i,-0.0043794+0.002271i,-0.003296+0.0095143i,-0.0020394+0.010093i,-0.00097992+0.011141i,-0.0022199+0.010837i,-0.0044916+0.0070388i,-0.0051781+0.0019023i,-0.0047987-0.0015403i,-0.0033898-0.0036405i,-0.00012057-0.0065615i,0.0025994-0.010616i,0.0017948-0.012603i,-0.00053146-0.0093587i
0.020655-0.022651i,0.047472-0.039842i,0.064347-0.039045i,0.080564-0.039764i,0.10276-0.070266i,0.096833-0.078311i,0.063718-0.032994i,0.033477-6.3158e-05i,0.010502-0.0036005i,-0.00085765-0.0046093i,0.004533+0.0036797i,0.011696+0.0079812i,0.014555+0.0078703i,0.015194+0.0057176i,0.016607+0.0040475i,0.018945+0.0035011i,0.014114+0.002605i,0.0040558+0.0014328i,-0.004487-0.001999i,-0.0086431-0.0066411i,-0.0098075-0.0074014i,-0.0090231-0.0038575i,-0.0048393+0.0012566i
0.0042571+0.019106i,0.012298+0.01144i,-0.0036344-0.053277i,-0.081085-0.12744i,-0.16751-0.12395i,-0.14997-0.077559i,-0.063439-0.060089i,-0.024142-0.042501i,-0.02541-0.0047476i,-0.021731+0.010653i,-0.015655-0.00025359i,-0.011267-0.011273i,-0.0086293-0.015906i,-0.0085237-0.016099i,-0.011482-0.014298i,-0.013847-0.013566i,-0.0092986-0.012178i,-0.0020382-0.0070109i,0.0021228+0.0036878i,0.0031143+0.015054i,0.0038067+0.019945i,0.0040129+0.016278i,0.0032438+0.0069693i
-0.029313-0.00017983i,-0.063622+0.03102i,-0.068581+0.12092i,-0.0071754+0.22166i,0.06242+0.24035i,0.047597+0.17107i,-0.011662+0.09227i,-0.021687+0.046038i,-0.0002802+0.021177i,0.0038699+0.011806i,-0.0030157+0.012319i,-0.0075379+0.012166i,-0.0074719+0.010613i,-0.0033209+0.0076389i,-0.000278+0.0048804i,-0.0010776+0.0037751i,-0.0028234+0.001209i,-0.0039753-0.0020709i,-0.0016515-0.005467i,0.0040123-0.009105i,0.0084968-0.010969i,0.0069814-0.0093163i,0.00092095-0.005014i
0.02298-0.014355i,0.051598-0.047181i,0.068781-0.09311i,0.069051-0.13463i,0.073134-0.14339i,0.078919-0.098904i,0.063014-0.033665i,0.03864-0.00073549i,0.023023+0.00082149i,0.016842+0.0012153i,0.015737+0.0052413i,0.011701+0.0072232i,0.0048474+0.0065133i,0.00026625+0.003133i,-0.00082688+0.00044794i,0.00054887+0.0019374i,0.00073127+0.0052351i,-0.00070224+0.0059526i,-8.0698e-05+0.0026251i,0.00027793-0.0019706i,-0.0027068-0.0033995i,-0.0049017-0.0014829i,-0.0027654+0.0024505i
-0.007315+0.022481i,-0.0047046+0.030877i,-0.0069372+0.0027475i,-0.044164-0.053064i,-0.10034-0.081515i,-0.094726-0.073001i,-0.030579-0.059849i,0.0018306-0.040464i,-0.0021754-0.012136i,-0.0040911-0.0011849i,-0.0037172-0.0045547i,-0.0015104-0.0055381i,0.0023881-0.0044331i,0.0027213-0.0013465i,-0.00010396-0.00072476i,-0.0018977-0.0039741i,-3.5818e-05-0.0055348i,0.0021145-0.0041903i,-0.00010414+0.0004613i,-0.0051649+0.006965i,-0.0072598+0.010067i,-0.0045188+0.007526i,-0.00017251+0.0017994i
-0.018717-0.0047311i,-0.051533+0.020875i,-0.080261+0.10713i,-0.058758+0.21747i,-0.0062388+0.25037i,-0.0069364+0.1761i,-0.042945+0.083289i,-0.036494+0.033585i,-0.0029617+0.0099578i,0.009132+0.00020812i,0.0038764+0.002901i,0.0013476+0.0073758i,0.0049276+0.0088671i,0.0095005+0.0068016i,0.011122+0.0062551i,0.0093301+0.0080328i,0.0038359+0.0055807i,-0.0023616+0.0010782i,-0.0032582-0.0027823i,0.0028524-0.0054983i,0.011069-0.0075028i,0.011876-0.0067197i,0.0049987-0.0024017i
0.028343-0.0081212i,0.067822-0.050524i,0.11323-0.13145i,0.12803-0.2099i,0.11369-0.20996i,0.098812-0.11904i,0.072343-0.028429i,0.031685-0.0025171i,0.0049955-0.0071986i,0.0024429-0.0062412i,0.0073919-0.0013285i,0.0074633+0.00088109i,0.0036441-0.00040769i,-0.0022568-0.0038178i,-0.0074834-0.00491i,-0.0076152-0.002602i,-0.0046279+0.0012064i,-0.0014854+0.003347i,0.0012795+0.0040588i,0.0017854+0.0016952i,-0.0010382-0.0019908i,-0.0023536-0.0015454i,3.0178e-05+0.0010276i
-0.012708+0.021774i,-0.025106+0.050642i,-0.041189+0.076i,-0.062633+0.065731i,-0.080274+0.018527i,-0.062357-0.028459i,-0.01676-0.042987i,0.0012044-0.028787i,-0.011334-0.012643i,-0.018753-0.0076519i,-0.0137-0.0067169i,-0.005041-0.0031574i,0.0025269+0.00080481i,0.007073+0.0037738i,0.0078996+0.0024143i,0.0067133-0.0031546i,0.007817-0.0071855i,0.0081435-0.0076207i,0.0021607-0.0060675i,-0.0067871-0.0038848i,-0.011895-0.00031927i,-0.010591+0.0022699i,-0.0051268+0.0014976i
-0.0092197-0.011636i,-0.036665-0.014281i,-0.07794+0.021589i,-0.091734+0.098244i,-0.065867+0.14507i,-0.055866+0.10656i,-0.064034+0.039395i,-0.041647+0.01289i,-0.0076958+0.011251i,-1.6288e-05+0.010573i,-0.0052101+0.0088919i,-0.0065506+0.003434i,-0.0042301-0.0031753i,0.00047749-0.006876i,0.0044888-0.0056261i,0.0045908-0.0022338i,0.0010221-0.0015438i,-0.0042938-0.0013094i,-0.0055542-0.0001797i,0.0010465+0.002519i,0.0084146+0.004808i,0.0077888+0.0037742i,0.0031804+0.0015809i
0.025447-0.0048257i,0.074764-0.029642i,0.14946-0.09478i,0.1944-0.16811i,0.17275-0.16843i,0.12339-0.079542i,0.078526+0.0022916i,0.038198+0.017181i,0.011254+0.0078376i,0.0045621+0.0056677i,0.0051748+0.0043884i,0.0023743+0.0014497i,-0.0024313-0.0033139i,-0.0082445-0.0070389i,-0.012499-0.0076457i,-0.011127-0.0057906i,-0.0053191-0.0021997i,0.0011201+0.0023898i,0.0061989+0.0051209i,0.0071678+0.0023259i,0.0032837-0.0031798i,-0.00072683-0.0041937i,-0.0019881-0.0018024i
-0.018928+0.01579i,-0.057994+0.052131i,-0.11338+0.10276i,-0.14908+0.12167i,-0.13483+0.071963i,-0.077704+0.0004609i,-0.018466-0.027335i,0.0038026-0.017667i,0.0014121-0.0062413i,-2.6213e-05-0.0055767i,0.0021931-0.0063807i,0.0047042-0.00092936i,0.007031+0.0081995i,0.0083805+0.014726i,0.008157+0.013862i,0.0066001+0.0079532i,0.0046642+0.0019884i,0.003517-0.0033218i,0.0011372-0.008651i,-0.0048583-0.011737i,-0.0090713-0.0080915i,-0.0065668-0.00152i,-0.0017278+0.0019991i
-0.0014765-0.017978i,-0.0048608-0.046355i,-0.01776-0.062683i,-0.030791-0.032151i,-0.035103+0.018946i,-0.044718+0.024896i,-0.052433-0.0030018i,-0.033706-0.010473i,-0.0058854+0.00087722i,0.0045505+0.0094181i,0.0014233+0.012097i,-0.0020758+0.008164i,-0.0027925+0.00096649i,-0.0025167-0.0056187i,-0.0038976-0.0077445i,-0.0067176-0.0057832i,-0.0095946-0.0045343i,-0.012979-0.0034223i,-0.01277+0.0019144i,-0.0049618+0.011463i,0.0039787+0.0167i,0.00649+0.011344i,0.0054462+0.0035212i
0.021424+0.010273i,0.066788+0.018534i,0.14023+0.0065135i,0.19213-0.028635i,0.17564-0.037297i,0.11795+0.0056853i,0.064078+0.0422i,0.02691+0.030043i,0.0086776+0.005457i,0.004909-0.00071846i,0.0037238+0.0027773i,0.00097273+0.00563i,-0.00051316+0.0040882i,-0.0024012-0.00077747i,-0.004048-0.0046979i,-0.0021248-0.0054468i,0.00099793-0.0017512i,0.0040483+0.003356i,0.0077288+0.0048546i,0.010228-0.00064993i,0.0088657-0.0083724i,0.0030075-0.0081954i,-0.0022178-0.0039164i
-0.024353+0.0070781i,-0.081697+0.024921i,-0.1657+0.04954i,-0.21543+0.055805i,-0.17633+0.021509i,-0.082738-0.026671i,-0.013821-0.042023i,0.0057715-0.025008i,0.0039068-0.01174i,0.00029513-0.012071i,-0.0014023-0.010843i,0.0015081-0.004913i,0.0060159+0.0028815i,0.0093127+0.010451i,0.011257+0.014012i,0.010816+0.012055i,0.0083507+0.0061336i,0.0061836-0.0016876i,0.0030642-0.011521i,-0.0036982-0.018283i,-0.0088825-0.015881i,-0.0071985-0.0078133i,-0.0022439-0.00031042i
0.013755-0.020485i,0.041238-0.054415i,0.078116-0.084248i,0.088559-0.07378i,0.051562-0.034612i,-0.0040656-0.015366i,-0.031303-0.019821i,-0.023688-0.016288i,-0.012569-0.0037641i,-0.010876+0.0039675i,-0.0090788+0.0055012i,-0.0038665+0.0019953i,-0.00011826-0.0059443i,0.00026136-0.012115i,-0.0021332-0.012655i,-0.0052063-0.0095637i,-0.0057937-0.0071545i,-0.0078961-0.0040721i,-0.0128+0.0045659i,-0.011764+0.016498i,-0.005702+0.021281i,-0.00089413+0.01406i,0.0019637+0.0048584i
0.0096039+0.016998i,0.027662+0.047876i,0.055573+0.07813i,0.079738+0.078726i,0.079824+0.062544i,0.052033+0.065108i,0.019915+0.067721i,0.0021519+0.043164i,-0.0024521+0.014986i,-0.00025786+0.0041649i,0.0016231+0.0034289i,0.00052163+0.0051211i,-0.00061305+0.0055351i,-0.0010541+0.0039976i,-0.00013186+0.0014213i,0.0025858-6.3787e-05i,0.0035964+0.002123i,0.0051003+0.0071764i,0.010332+0.0097936i,0.016975+0.0042413i,0.017726-0.0047163i,0.0088492-0.0068456i,-0.00064784-0.0030276i
-0.021734-0.0046546i,-0.070642-0.018763i,-0.14081-0.043634i,-0.17913-0.064371i,-0.13697-0.07244i,-0.047415-0.072202i,0.010955-0.056352i,0.017836-0.025557i,0.01132-0.0038983i,0.008216-0.00040824i,0.005058-0.0014983i,0.0018742-0.0016747i,-6.9598e-05-0.0015829i,0.00059441-0.00093172i,0.0017761+0.0015234i,0.0019683+0.0025691i,0.0018605-0.0011981i,0.0019025-0.0076698i,0.00033103-0.014657i,-0.004124-0.019933i,-0.0073637-0.017047i,-0.005579-0.0075099i,-0.00094676+7.0038e-05i
0.020618-0.010928i,0.066113-0.020628i,0.13049-0.017878i,0.15237+0.002308i,0.093135+0.017033i,0.012694+0.0084108i,-0.020095-0.0077916i,-0.014763-0.010217i,-0.0071263-0.0011664i,-0.0060052+0.0074347i,-0.0057288+0.0089662i,-0.0032123+0.0039631i,-0.00023451-0.0017397i,-8.3986e-05-0.0071768i,-0.0030563-0.011551i,-0.0048959-0.011871i,-0.0043373-0.0095467i,-0.006732-0.0068712i,-0.013278+0.0011955i,-0.017068+0.014086i,-0.013604+0.019232i,-0.006453+0.01224i,0.00010551+0.0037423i
-0.0048906+0.020094i,-0.021862+0.049429i,-0.045285+0.077764i,-0.047889+0.081114i,-0.023277+0.070765i,-0.0083271+0.069246i,-0.011155+0.061265i,-0.0086558+0.035718i,-0.00095538+0.012685i,0.0036504+0.0044785i,0.0040446+0.0037435i,0.0032684+0.0041554i,0.0032361+0.0069642i,0.0028025+0.0101i,0.0026072+0.010527i,0.0019021+0.0086881i,-2.7235e-06+0.0082318i,0.0019228+0.0099971i,0.011518+0.009858i,0.022597+0.0037857i,0.024145-0.0032416i,0.013863-0.0037204i,0.002803-0.0021278i
-0.010494-0.011221i,-0.030591-0.045079i,-0.053579-0.09453i,-0.058014-0.12367i,-0.024986-0.11202i,0.025728-0.083628i,0.047542-0.053241i,0.036582-0.024013i,0.020303-0.0079185i,0.009159-0.0050258i,0.0027344-0.003148i,0.00016134-1.7335e-05i,-0.0016202+0.00027124i,-0.0027851-0.0010121i,-0.0022176-0.0010812i,-0.0032449-0.0012716i,-0.0030665-0.002247i,-2.4672e-05-0.0066875i,-0.0005651-0.015425i,-0.0065781-0.021124i,-0.0099933-0.017887i,-0.0066499-0.0091687i,-0.0023284-0.0020324i
0.022108+0.00093285i,0.06001+0.020817i,0.10652+0.059004i,0.1091+0.089956i,0.048906+0.074691i,-0.014705+0.027307i,-0.031395-0.006933i,-0.019085-0.01726i,-0.008674-0.015392i,-0.00637-0.0092342i,-0.0051719-0.0043243i,-0.0032542-0.0016159i,-0.0012053-0.00090688i,-0.0010602-0.0020746i,-0.0016035-0.004076i,0.00033558-0.0049384i,0.0017024-0.004496i,-0.0034571-0.0029103i,-0.012961+0.0030756i,-0.018349+0.013256i,-0.015867+0.017125i,-0.0097471+0.010763i,-0.0040784+0.0044921i
-0.015544+0.0078535i,-0.051626+0.014781i,-0.094913+0.010299i,-0.10145-0.001472i,-0.064353+0.0053464i,-0.032171+0.029932i,-0.023211+0.037981i,-0.01977+0.024074i,-0.011486+0.011021i,-0.00049187+0.0050266i,0.0045562+0.00082841i,0.0042884-0.00089216i,0.004462+0.00028326i,0.0061167+0.003718i,0.0058076+0.0085426i,0.0031404+0.010505i,0.0014312+0.0098691i,0.0028957+0.011337i,0.011568+0.014097i,0.02396+0.010743i,0.025822+0.0040458i,0.014992+0.0011439i,0.0044501+1.3972e-05i
