-8.3335e-05-0.00013441i,0.00067904-0.00052256i,-0.00026439-0.0001759i,-0.00056529-0.0010033i,-0.0010557-0.0014196i,-0.0018665-0.00024725i,-0.0016229+0.001466i,-8.4572e-05+0.0019664i,0.0010508+0.0011413i,0.0012066+0.0006748i,0.00077123+0.00049486i,-0.0002185+2.359e-05i,-1.5412e-05-4.509e-05i,0.00046032-0.00026065i,0.00018167-0.00084649i,-0.00021709-0.00086283i,-0.00068865-0.00020253i,-0.00066228+0.0007467i,-0.00044113+0.0012561i,9.2285e-05+0.00026467i,0.00010262-0.0009863i,-8.9039e-05-0.0004619i,-0.00019701-0.00034084i
-0.016044-0.017203i,-0.027189-0.071575i,-0.043532-0.17349i,-0.094916-0.26395i,-0.16856-0.24899i,-0.17072-0.14349i,-0.074593-0.062817i,0.018142-0.034126i,0.044887-0.006905i,0.041547+0.017587i,0.031124+0.013346i,0.012729-0.0068953i,-0.0076125-0.020175i,-0.021489-0.012175i,-0.019131+0.0088522i,-0.0030697+0.020825i,0.011522+0.015867i,0.013724+0.0025972i,0.0071517-0.003502i,0.0048176+0.0011997i,0.008202+0.0039853i,0.0066775+0.0011566i,0.00077095-1.4386e-05i
0.014488-0.0053517i,0.033992+0.013042i,0.039949+0.062637i,0.031032+0.11074i,0.041184+0.094695i,0.067852+0.029219i,0.064087-0.014701i,0.037463-0.026271i,0.023493-0.034726i,0.014922-0.034814i,0.0064788-0.011884i,0.0045808+0.011796i,0.01018+0.016872i,0.018498+0.0070432i,0.017871-0.0088687i,0.004531-0.019677i,-0.010362-0.017402i,-0.015097-0.0055276i,-0.0087913+0.0042938i,-0.0020054+0.0021491i,-0.0035568-0.0066552i,-0.0060574-0.0096322i,-0.0025379-0.0060135i
0.0015014+0.020776i,0.0067235+0.050946i,0.039802+0.09145i,0.11219+0.11152i,0.15308+0.1005i,0.088471+0.070444i,-0.022464+0.043482i,-0.083176+0.027476i,-0.087701+0.013451i,-0.066274+0.0018065i,-0.038614-0.0090225i,-0.016794-0.012764i,-0.0047739-0.0086221i,-0.0042411-0.0074108i,-0.010302-0.0090693i,-0.013634-0.0090938i,-0.011436-0.0048313i,-0.0054353-5.1466e-06i,-0.00094164-0.00046399i,-0.001002-0.0010749i,-0.0013336+0.0032268i,3.2059e-05+0.0069533i,-0.00060204+0.0030654i
-0.025295-0.0095897i,-0.061786-0.051776i,-0.13254-0.13334i,-0.22541-0.20253i,-0.27019-0.18567i,-0.19532-0.095453i,-0.051413-0.019576i,0.042623+0.017531i,0.063932+0.040458i,0.054444+0.041274i,0.035552+0.022397i,0.016216+0.0016729i,-0.00062667-0.010158i,-0.010351-0.0026532i,-0.0055933+0.017124i,0.007718+0.027907i,0.016591+0.022294i,0.014033+0.0097403i,0.0047482+0.0028924i,0.00076579+0.0037608i,0.0033221+0.0053826i,0.0037935+0.0043427i,0.00032467+0.0041866i
0.014502-0.0089688i,0.049738+0.0038239i,0.10731+0.059883i,0.16433+0.13346i,0.19256+0.14346i,0.17503+0.072722i,0.11894-0.0010326i,0.069506-0.039193i,0.04335-0.059036i,0.023823-0.053331i,0.011036-0.021536i,0.0072424+0.0056409i,0.011853+0.011271i,0.019553+0.00063124i,0.016837-0.014974i,0.0042503-0.02409i,-0.0069525-0.02163i,-0.0083281-0.009991i,-0.0020777-5.7598e-05i,0.00076357-0.00076469i,-0.0025705-0.0063349i,-0.0044285-0.0072815i,-0.00013605-0.0046671i
0.0070373+0.014712i,0.014337+0.033764i,0.031846+0.041417i,0.057595+0.0092788i,0.04599-0.03158i,-0.031935-0.033692i,-0.11242-0.017356i,-0.14073-0.012312i,-0.12314-0.0074504i,-0.083243-0.0029117i,-0.046487-0.008971i,-0.022481-0.012129i,-0.010167-0.0067736i,-0.01126-0.0040439i,-0.017265-0.0035005i,-0.018977-0.001581i,-0.015649+7.3843e-06i,-0.0099617-0.00096921i,-0.0037807-0.0041013i,-0.00078715-0.0045105i,-0.0016561+0.00027993i,-0.0024947+0.0036157i,-0.0039121-0.00036607i
-0.020089+0.00044619i,-0.069283-0.018019i,-0.16094-0.057645i,-0.25823-0.076697i,-0.26474-0.046193i,-0.14116+0.0034178i,0.0068789+0.044054i,0.080229+0.073926i,0.087139+0.082137i,0.064391+0.059852i,0.035383+0.028831i,0.015009+0.0069262i,0.0033714-0.0029105i,-0.00022146+0.0035136i,0.0060938+0.018419i,0.015419+0.028627i,0.019126+0.028261i,0.013503+0.018715i,0.0033696+0.011669i,0.00032693+0.0093828i,0.0035989+0.0066333i,0.0040673+0.0044111i,0.001117+0.0069133i
0.01207-0.012941i,0.058116-0.018611i,0.15304+0.0056986i,0.25741+0.056315i,0.28789+0.074494i,0.22061+0.036461i,0.12766-0.017897i,0.073896-0.05978i,0.046491-0.079961i,0.024167-0.062168i,0.011904-0.023363i,0.0070155+0.0012821i,0.0080613+0.003715i,0.011989-0.0075672i,0.0095219-0.021954i,0.0014137-0.031231i,-0.0048012-0.029178i,-0.004277-0.016699i,0.00094054-0.0048817i,0.0027905-0.0031177i,-0.00024028-0.0075012i,-0.0012621-0.0085523i,0.0019189-0.005653i
0.011309+0.0065931i,0.013066+0.021717i,-0.00090652+0.01639i,-0.04008-0.036779i,-0.096864-0.089523i,-0.15314-0.083992i,-0.18127-0.05321i,-0.1756-0.033467i,-0.14056-0.012245i,-0.087925-0.00015866i,-0.047229-0.0061961i,-0.025262-0.010212i,-0.016755-0.0056485i,-0.020022-1.6709e-05i,-0.024188+0.0024333i,-0.023898+0.0015702i,-0.019771-0.0011522i,-0.012899-0.0037696i,-0.0063656-0.0069408i,-0.0030736-0.0070001i,-0.0034568-0.0011738i,-0.0051892+0.0011974i,-0.0071809-0.0032589i
-0.014615+0.0083637i,-0.058161+0.010966i,-0.13669+0.021245i,-0.19695+0.055219i,-0.15639+0.091506i,-0.023104+0.097579i,0.088062+0.09763i,0.11851+0.11124i,0.10294+0.10166i,0.068547+0.060752i,0.034054+0.025298i,0.014857+0.0064477i,0.0067407-0.00056626i,0.0067642+0.0043674i,0.013296+0.016078i,0.019231+0.027105i,0.019364+0.030643i,0.012118+0.025162i,0.003525+0.018288i,0.0014368+0.012833i,0.0039463+0.0074174i,0.0054754+0.004354i,0.0045352+0.0070742i
0.0080517-0.017232i,0.04857-0.042205i,0.14759-0.069361i,0.25739-0.07541i,0.27338-0.057167i,0.17652-0.042638i,0.078551-0.052455i,0.045489-0.083069i,0.032405-0.097773i,0.018213-0.068895i,0.01227-0.026686i,0.0088653-0.0054695i,0.0079712-0.0036798i,0.0088995-0.011945i,0.0058576-0.02373i,0.0012504-0.032858i,-0.0012477-0.032981i,-7.9574e-05-0.022267i,0.0030105-0.010616i,0.0017979-0.0061436i,-0.0026522-0.0072023i,-0.0025455-0.0075937i,0.0016996-0.0055866i
0.0091433+0.0065314i,0.010404+0.02555i,-0.024257+0.036163i,-0.10835+0.0031531i,-0.19009-0.049433i,-0.21226-0.064947i,-0.19348-0.054755i,-0.1729-0.03706i,-0.13595-0.0079919i,-0.081788+0.0044198i,-0.042604-0.0039057i,-0.023051-0.0053282i,-0.01564+0.00041627i,-0.018573+0.0061618i,-0.023609+0.0099594i,-0.025675+0.0090847i,-0.023673+0.0044464i,-0.016928-0.0015805i,-0.0097044-0.0050612i,-0.0050922-0.0028277i,-0.0031085+0.0029049i,-0.0041194+0.0051067i,-0.0066461+0.00020121i
-0.01386+0.010084i,-0.04636+0.027417i,-0.09064+0.065759i,-0.087831+0.12487i,-0.0040976+0.16001i,0.10312+0.14133i,0.15248+0.12239i,0.14199+0.1228i,0.10751+0.099045i,0.063017+0.053687i,0.028564+0.023152i,0.014144+0.0086221i,0.01146+0.0019634i,0.014769+0.0036359i,0.01942+0.012835i,0.022885+0.02547i,0.021551+0.033269i,0.013415+0.030898i,0.0048773+0.021582i,0.0034368+0.012763i,0.0067284+0.0061088i,0.0084276+0.002523i,0.0072605+0.0044443i
0.0023132-0.017255i,0.026938-0.059821i,0.094829-0.12991i,0.16744-0.18331i,0.16047-0.17216i,0.070387-0.11618i,0.0052051-0.083858i,0.0082539-0.095076i,0.016657-0.09907i,0.012814-0.062851i,0.012656-0.023097i,0.0099367-0.0078983i,0.0042602-0.0095704i,0.0017804-0.017782i,0.00078878-0.027577i,0.00013954-0.036726i,0.0011649-0.038532i,0.0024297-0.028163i,0.0016766-0.014304i,-0.0012264-0.0076881i,-0.004145-0.0080832i,-0.0036907-0.0084207i,-0.0011446-0.0065978i
0.0094183+0.0051074i,0.015537+0.028538i,-0.014545+0.065639i,-0.10717+0.077828i,-0.19513+0.045599i,-0.19401-0.00019061i,-0.15288-0.029461i,-0.13687-0.024156i,-0.11019+0.0037053i,-0.063903+0.010175i,-0.033839+0.001014i,-0.020572+0.00069475i,-0.01567+0.0055811i,-0.018468+0.011353i,-0.022611+0.015008i,-0.02595+0.01386i,-0.024793+0.0086701i,-0.016093+0.00080352i,-0.0062219-0.0048449i,-0.0019729-0.002322i,-0.0026754+0.0054011i,-0.0047166+0.0096095i,-0.0058373+0.005172i
-0.0094042+0.0086801i,-0.028876+0.031759i,-0.042067+0.075607i,0.010747+0.12611i,0.11972+0.14339i,0.18514+0.12135i,0.17292+0.11054i,0.13548+0.11162i,0.09482+0.082122i,0.050674+0.040975i,0.021347+0.018384i,0.013043+0.0068632i,0.014448+0.00049662i,0.01722+0.00031043i,0.020473+0.0070214i,0.023642+0.019147i,0.021332+0.028744i,0.011948+0.028372i,0.0040631+0.020734i,0.0037644+0.010437i,0.0074907+0.00062643i,0.0085358-0.0030584i,0.0065568+0.00024439i
-0.0071089-0.011759i,-0.0045354-0.060261i,0.013837-0.15147i,0.025641-0.23274i,-0.0076233-0.22473i,-0.061944-0.14338i,-0.065495-0.086347i,-0.022574-0.084272i,0.0047187-0.081725i,0.01066-0.048833i,0.014295-0.018735i,0.012085-0.010281i,0.0041126-0.013109i,-0.0021541-0.020474i,-0.0047243-0.029226i,-0.0051619-0.038003i,-0.0024654-0.040112i,0.0010576-0.029223i,0.0009057-0.014216i,-0.0023002-0.0057855i,-0.0054389-0.0037956i,-0.005607-0.0043154i,-0.0027603-0.0044053i
0.0098439+0.0024725i,0.027783+0.026679i,0.024828+0.082893i,-0.034765+0.13665i,-0.10248+0.12695i,-0.10151+0.056771i,-0.079362-0.010129i,-0.088821-0.020478i,-0.080933+0.005315i,-0.047716+0.010391i,-0.028134+0.0012428i,-0.019338+0.0045475i,-0.012958+0.012446i,-0.012565+0.017583i,-0.016723+0.020652i,-0.023128+0.020203i,-0.024729+0.014714i,-0.016109+0.0043499i,-0.0051073-0.003216i,-0.00035248-0.0022448i,-0.00094042+0.0052751i,-0.0038035+0.010673i,-0.006023+0.0070112i
-0.0041547+0.011444i,-0.01365+0.034688i,-0.0055326+0.065587i,0.067756+0.079691i,0.17106+0.070482i,0.19671+0.063344i,0.14865+0.079959i,0.10425+0.088359i,0.068578+0.059762i,0.032154+0.027322i,0.012665+0.012227i,0.0086069+0.0037744i,0.011578-0.0014129i,0.01684-0.0031438i,0.021316+0.001958i,0.025591+0.013648i,0.023386+0.023347i,0.012943+0.024626i,0.0035872+0.017312i,0.0024112+0.0064977i,0.0061211-0.0035593i,0.0078238-0.0081155i,0.0065736-0.0055981i
-0.013154-0.011451i,-0.032427-0.052614i,-0.063897-0.13319i,-0.10838-0.20267i,-0.15497-0.19303i,-0.16442-0.11664i,-0.10993-0.061243i,-0.036602-0.058083i,0.0012701-0.056938i,0.01096-0.033288i,0.01298-0.014776i,0.0088364-0.013131i,-0.00030848-0.017001i,-0.0066192-0.020237i,-0.0085247-0.026614i,-0.0086414-0.036051i,-0.0057409-0.037664i,-0.0018366-0.02673i,-0.0015895-0.011848i,-0.0041368-0.0028468i,-0.0059011-0.00059445i,-0.0044726-0.0012478i,-0.0020916-0.0014413i
0.011845-0.00027828i,0.043112+0.015017i,0.076073+0.066517i,0.067389+0.13914i,0.029944+0.15796i,0.020404+0.083491i,0.005169-0.0074699i,-0.038789-0.027124i,-0.051874-0.0014216i,-0.032036+0.0038724i,-0.020344-0.0007269i,-0.015004+0.0068451i,-0.008877+0.015118i,-0.0071154+0.020248i,-0.01054+0.023954i,-0.017274+0.024433i,-0.020085+0.018824i,-0.012744+0.0070962i,-0.0023755-0.0028421i,0.0016006-0.0020617i,-0.00036274+0.0063485i,-0.0025326+0.011531i,-0.0030995+0.0079521i
-0.0020906+0.010845i,-0.0064948+0.031977i,0.0052902+0.050376i,0.067788+0.028066i,0.14219-0.016103i,0.138-0.0084328i,0.084977+0.044845i,0.057691+0.066843i,0.03984+0.042865i,0.017751+0.018351i,0.0099328+0.0078919i,0.011795-0.00036887i,0.014217-0.0060725i,0.015261-0.0065764i,0.017578-0.0021691i,0.023806+0.0064819i,0.022856+0.015145i,0.011765+0.01861i,0.0034717+0.014892i,0.0036438+0.0050798i,0.0062739-0.0060228i,0.0067356-0.011888i,0.0053842-0.0083193i
-0.012557-0.008651i,-0.045265-0.035063i,-0.10968-0.088369i,-0.19032-0.12379i,-0.23723-0.09841i,-0.20403-0.045453i,-0.10958-0.019471i,-0.025538-0.026446i,0.011505-0.03296i,0.019092-0.021596i,0.015797-0.011109i,0.0071318-0.011695i,-0.0031096-0.014919i,-0.0098606-0.017397i,-0.012025-0.022152i,-0.011992-0.030286i,-0.0086564-0.033048i,-0.0032044-0.023905i,-0.00063197-0.010061i,-0.0021967-7.5222e-05i,-0.0051344+0.0032768i,-0.0052248+0.0018855i,-0.0031018+0.00028696i
0.007835-0.0086134i,0.044698-0.0080201i,0.10637+0.024357i,0.15114+0.089283i,0.14935+0.11931i,0.12279+0.062023i,0.06632-0.022773i,-0.0063766-0.042366i,-0.035208-0.013993i,-0.025081-0.0031876i,-0.01761-0.00016827i,-0.013528+0.011583i,-0.0052037+0.018889i,-0.00016939+0.020816i,-0.0028721+0.021988i,-0.010165+0.022654i,-0.014027+0.018469i,-0.0093281+0.0069564i,-0.0024615-0.0036755i,-0.00030256-0.0030062i,-0.0021737+0.0060831i,-0.0041759+0.012065i,-0.0041165+0.0087711i
0.0015395+0.0096305i,0.00038455+0.03151i,0.0049727+0.041949i,0.03233-0.0031074i,0.063628-0.067416i,0.043999-0.053353i,0.0077734+0.021601i,0.0091486+0.054041i,0.012584+0.033411i,0.0031073+0.015665i,0.0034206+0.0075312i,0.0098015-0.00075545i,0.013303-0.0060593i,0.012829-0.0089387i,0.012732-0.0065727i,0.017708+0.00041224i,0.017972+0.0085072i,0.0094497+0.013949i,0.0017298+0.012425i,0.0011796+0.0034188i,0.004223-0.0082144i,0.0059345-0.01412i,0.0051147-0.010286i
-0.012643-0.0020593i,-0.050626-0.013929i,-0.12425-0.032959i,-0.20525-0.027458i,-0.23806+0.010207i,-0.18026+0.03544i,-0.074098+0.025357i,0.00012615+0.0027453i,0.025306-0.010368i,0.02489-0.011273i,0.015284-0.0087905i,0.003633-0.010285i,-0.0072937-0.012817i,-0.012348-0.013226i,-0.013062-0.015662i,-0.013657-0.021585i,-0.0097778-0.023596i,-0.002835-0.01638i,-4.8511e-06-0.0061434i,-0.0019661+0.00041311i,-0.0042913+0.0031198i,-0.004513+0.0024553i,-0.0022325+0.00020991i
0.0054196-0.014391i,0.040787-0.028736i,0.11185-0.031185i,0.18754+0.0025727i,0.21616+0.036906i,0.18042+0.0075117i,0.091611-0.05464i,0.0030305-0.062875i,-0.030355-0.027288i,-0.02398-0.0090757i,-0.017484-0.0017322i,-0.011526+0.010297i,-0.0011525+0.01778i,0.0043456+0.018693i,0.0026117+0.018384i,-0.0026551+0.019218i,-0.0073989+0.014941i,-0.0072738+0.0044145i,-0.0034251-0.0030261i,-0.0012757-0.0015644i,-0.0020203+0.0058083i,-0.0030717+0.011218i,-0.0034293+0.0095697i
0.0027503+0.011076i,0.0061562+0.033407i,0.0047415+0.047318i,-0.0055512+0.0003238i,-0.027254-0.074728i,-0.054619-0.063152i,-0.05514+0.017339i,-0.023378+0.051546i,-0.0036281+0.031597i,-0.0030746+0.015124i,0.0029585+0.0065339i,0.01012-0.0031871i,0.010996-0.009296i,0.009212-0.010534i,0.0087264-0.0069488i,0.012669-0.00094406i,0.013729+0.0056732i,0.008242+0.010982i,0.003351+0.010714i,0.0030772+0.0029566i,0.005265-0.0086468i,0.0056847-0.013959i,0.004233-0.010128i
-0.011492+0.0041631i,-0.04626+0.0053186i,-0.11247+0.014962i,-0.17305+0.054376i,-0.17397+0.10336i,-0.10696+0.10205i,-0.020286+0.058386i,0.028914+0.020199i,0.037331-0.00054361i,0.028986-0.0089526i,0.015396-0.0093433i,0.0026644-0.0095773i,-0.0067531-0.0091767i,-0.010933-0.0083073i,-0.011903-0.011181i,-0.01294-0.015421i,-0.0099943-0.017057i,-0.0028044-0.01252i,0.00088044-0.0045319i,-0.0008328+0.001691i,-0.0037061+0.0047161i,-0.0037499+0.0034923i,-0.0013288+6.5834e-05i
0.004397-0.0129i,0.030392-0.041631i,0.095963-0.076603i,0.17746-0.08627i,0.21467-0.065867i,0.17678-0.064581i,0.081659-0.090852i,-0.004789-0.081002i,-0.032286-0.037454i,-0.0238-0.012386i,-0.015765-0.0010645i,-0.0095102+0.01059i,-0.00056981+0.015147i,0.0046729+0.013775i,0.0040038+0.012733i,-0.00087402+0.012914i,-0.0058937+0.0096516i,-0.0063142+0.0016176i,-0.0039699-0.0036717i,-0.0020078-0.001771i,-0.0012639+0.0048649i,-0.0017874+0.010903i,-0.0036459+0.0097009i
0.0068299+0.0074445i,0.017082+0.029154i,0.013059+0.049697i,-0.026668+0.020088i,-0.087543-0.046613i,-0.12317-0.042045i,-0.096571+0.030233i,-0.038935+0.057112i,-0.0086788+0.033802i,-0.0038438+0.017033i,0.0034769+0.0071199i,0.010047-0.0037728i,0.0091843-0.0093396i,0.0049938-0.0091209i,0.0033454-0.0058199i,0.0080289-0.001024i,0.0095272+0.0041299i,0.0054481+0.0075905i,0.0034023+0.0067974i,0.0036701+0.00033201i,0.0035677-0.0092069i,0.0028639-0.014363i,0.0024359-0.010795i
-0.011255+0.0072724i,-0.040465+0.019591i,-0.088754+0.048828i,-0.11382+0.1051i,-0.08209+0.15815i,-0.013818+0.14156i,0.04089+0.075338i,0.054314+0.026994i,0.044347+0.0035805i,0.029189-0.0068104i,0.012883-0.0072473i,5.0498e-06-0.0060669i,-0.0072877-0.0057875i,-0.0087392-0.0051849i,-0.0090939-0.0070253i,-0.010935-0.0097783i,-0.0080246-0.0097692i,-0.0021783-0.0061698i,1.8448e-05-0.0013275i,-0.0010752+0.0023152i,-0.0030906+0.0043201i,-0.0033774+0.0034851i,-0.0016948+4.9091e-05i
-0.0024119-0.010269i,0.010354-0.045258i,0.053391-0.10332i,0.11605-0.14751i,0.15358-0.14764i,0.12571-0.12876i,0.044414-0.11676i,-0.022946-0.087646i,-0.037542-0.04031i,-0.0243-0.011587i,-0.015088+7.0429e-05i,-0.0087603+0.0081589i,-0.00056847+0.010642i,0.0032106+0.0089588i,0.0025618+0.0071673i,-0.00032667+0.0068032i,-0.0043163+0.0048074i,-0.0059089+2.3333e-05i,-0.0043873-0.0030952i,-0.0016997-0.0013966i,0.00016822+0.0037055i,-0.00027671+0.0073745i,-0.0021928+0.0076439i
0.0061476+0.0045864i,0.02232+0.024546i,0.026885+0.053428i,-0.019485+0.047817i,-0.10453+0.0037877i,-0.14564-0.0010748i,-0.10377+0.046792i,-0.035933+0.062384i,-0.0043654+0.035549i,0.00027088+0.016058i,0.0063086+0.0043605i,0.010516-0.0068056i,0.0083146-0.011976i,0.0046459-0.0098519i,0.0028686-0.0046645i,0.0048971-0.00075053i,0.0055956+0.002973i,0.0039841+0.004882i,0.0027519+0.0034408i,0.0019278-0.0014035i,0.0021992-0.0089073i,0.00237-0.01301i,0.0018113-0.010197i
-0.0094914+0.0073707i,-0.030605+0.025519i,-0.062209+0.064502i,-0.056094+0.12408i,0.0076508+0.1692i,0.071403+0.14618i,0.088837+0.075336i,0.070218+0.023602i,0.046228-4.7326e-05i,0.027326-0.0094509i,0.010852-0.0077397i,8.2255e-06-0.0032018i,-0.0039203-0.0012908i,-0.00366-0.0018683i,-0.0036752-0.0040595i,-0.0052241-0.0062753i,-0.0043964-0.0056566i,-0.0015813-0.0019573i,-0.0007794+0.0019562i,-0.0021847+0.0043602i,-0.0040657+0.00547i,-0.0038709+0.0048831i,-0.00050497+0.0016984i
-0.0075043-0.011747i,-0.0094686-0.045007i,0.003474-0.11301i,0.03205-0.1793i,0.054266-0.19447i,0.041983-0.16751i,-0.0065324-0.13261i,-0.043882-0.087209i,-0.043474-0.036848i,-0.026236-0.0081177i,-0.014194+0.0028743i,-0.0069947+0.0089585i,2.3896e-05+0.0094144i,0.0025296+0.006894i,0.00072049+0.0043131i,-0.0016314+0.0030518i,-0.003462+0.0015353i,-0.0045289-0.001561i,-0.0041723-0.0024027i,-0.0016716-0.00067039i,0.00037875+0.0023038i,0.00070052+0.0049333i,-0.001026+0.0059432i
0.0092812+0.001022i,0.032364+0.014517i,0.051125+0.044326i,0.014241+0.062445i,-0.077683+0.045726i,-0.12852+0.041092i,-0.088306+0.066036i,-0.024944+0.064824i,0.0018146+0.034561i,0.0044523+0.013969i,0.0086454+0.0016202i,0.0099817-0.0077793i,0.005127-0.010682i,0.00099297-0.0079288i,0.0003183-0.0022729i,0.0029998+0.001985i,0.003811+0.0041398i,0.0025486+0.0039464i,0.0019394+0.0015086i,0.00070742-0.0028177i,0.00066457-0.0078187i,0.0011994-0.010588i,0.00064399-0.0085023i
-0.0048899+0.0070272i,-0.019538+0.029139i,-0.035885+0.069314i,-0.0077239+0.12i,0.072986+0.15315i,0.12853+0.12927i,0.11413+0.064982i,0.071015+0.017067i,0.040091-0.0035827i,0.021101-0.010307i,0.0062604-0.0069559i,-0.0015413-0.0019797i,-0.0039301-0.00026594i,-0.0030509-0.0011144i,-0.0018438-0.0032872i,-0.0020405-0.0044148i,-0.0015167-0.0038416i,-0.00052062-0.00060224i,0.00025608+0.0038562i,-0.00028932+0.0068785i,-0.0018415+0.0079488i,-0.0015538+0.0063105i,0.00032269+0.0024676i
-0.0092969-0.0037322i,-0.020726-0.034038i,-0.034401-0.098937i,-0.042786-0.17198i,-0.042658-0.20344i,-0.042362-0.18155i,-0.052486-0.13386i,-0.058162-0.078833i,-0.044587-0.029277i,-0.023413-0.0031013i,-0.010762+0.0055874i,-0.005281+0.0082443i,-0.0011039+0.0059229i,-0.00021478+0.0028943i,-0.0021263+0.0012931i,-0.0040051+0.00043383i,-0.0058767-0.0012052i,-0.0060755-0.0031188i,-0.0037575-0.0030089i,-0.00026101-0.0021415i,0.0016351-0.00087518i,0.0015626+0.0012504i,-0.0004964+0.0029906i
0.0078261+0.001127i,0.034277+0.0074751i,0.067547+0.031145i,0.05451+0.061224i,-0.023265+0.072507i,-0.080389+0.073194i,-0.056262+0.078047i,-0.0074467+0.062162i,0.010441+0.029826i,0.0095039+0.00981i,0.010709-0.0013305i,0.010953-0.0097479i,0.0061682-0.011407i,0.001554-0.0070824i,-0.00011793-0.0011678i,2.5857e-05+0.0024515i,0.00048183+0.0034694i,-6.4844e-05+0.0034531i,-0.00033491+0.0012122i,-0.0005127-0.0025083i,-0.0010525-0.0060106i,-0.00072932-0.0085169i,-0.00053101-0.0081542i
-0.0025496+0.0093378i,-0.010049+0.032109i,-0.0153+0.071301i,0.022327+0.10749i,0.10719+0.11883i,0.15542+0.094797i,0.12193+0.0456i,0.064113+0.0084359i,0.030165-0.0068002i,0.013914-0.011148i,0.0021947-0.0066615i,-0.0029521-0.0001254i,-0.001396+0.0014005i,0.0010833-0.0018399i,0.001162-0.0049199i,0.00085139-0.0055384i,0.0017472-0.0029332i,0.0027183+0.0014551i,0.002838+0.0048579i,0.0010775+0.0074112i,-0.0010712+0.0091127i,-0.00041071+0.0089234i,0.0018491+0.0057322i
-0.010538-0.0029084i,-0.031333-0.025267i,-0.066723-0.078754i,-0.10622-0.14327i,-0.12666-0.17711i,-0.11545-0.16568i,-0.091035-0.12153i,-0.066661-0.066351i,-0.041606-0.021233i,-0.020252+0.00067297i,-0.0073541+0.0070406i,-0.0018994+0.0085466i,-0.00048528+0.0069142i,-0.0017675+0.0047486i,-0.0038415+0.0028448i,-0.0051811+0.00090253i,-0.0063623-0.001111i,-0.0062433-0.0037642i,-0.0039201-0.0046933i,-0.00052889-0.0047619i,0.0014227-0.0049568i,0.0014868-0.0037202i,-0.0012424-0.0015125i
0.0062894-0.0067972i,0.033502-0.0083184i,0.076082+0.0046039i,0.090067+0.037162i,0.037616+0.071049i,-0.019269+0.088233i,-0.015914+0.084595i,0.011364+0.056735i,0.018021+0.022423i,0.011999+0.0042235i,0.0095599-0.004587i,0.0081958-0.010125i,0.0049495-0.010087i,0.0029204-0.0057751i,0.0015098+0.0001797i,0.00090674+0.0037063i,0.00014142+0.0045219i,-0.0019326+0.0037443i,-0.0030828+0.0010618i,-0.0030849-0.0016865i,-0.0032603-0.0028589i,-0.0021705-0.0033605i,-0.00081301-0.0038361i
0.0032254+0.0044401i,-8.1968e-05+0.025873i,-0.0013039+0.061657i,0.030359+0.087235i,0.10513+0.083115i,0.14758+0.058457i,0.10991+0.025436i,0.051306+0.001977i,0.020163-0.0075117i,0.007014-0.0095845i,-0.0024156-0.0044029i,-0.0052672+0.00072489i,-0.0024736+0.00093632i,0.00047979-0.0023959i,0.0023021-0.0064581i,0.0035194-0.0066572i,0.0050298-0.0032957i,0.006497+0.0013639i,0.0064253+0.0050784i,0.0041387+0.0067159i,0.0004883+0.0084466i,-0.00049801+0.0092558i,0.0025327+0.0074816i
-0.00783-0.0044431i,-0.032221-0.018343i,-0.08247-0.055368i,-0.14368-0.10413i,-0.18197-0.13526i,-0.16605-0.13498i,-0.11276-0.10201i,-0.065232-0.052056i,-0.03452-0.012609i,-0.015253+0.0025737i,-0.0049642+0.0057605i,-0.00081066+0.0077591i,-0.00062576+0.0076336i,-0.0025228+0.0062992i,-0.0049434+0.00373i,-0.0072491+0.0011187i,-0.0078785-0.0014887i,-0.0059251-0.004413i,-0.0036944-0.0055675i,-0.0023881-0.005591i,-0.00086967-0.007177i,-0.0012231-0.0084902i,-0.0030459-0.0066433i
0.0048141-0.0085809i,0.02838-0.018733i,0.075274-0.020451i,0.11395+0.0043786i,0.094395+0.051383i,0.04094+0.084853i,0.017865+0.081645i,0.021174+0.048971i,0.018473+0.015774i,0.010848+0.00027213i,0.0070126-0.0059938i,0.0051005-0.0094717i,0.0030329-0.0095033i,0.0018688-0.0059439i,0.0018035+0.00016712i,0.0014927+0.0040747i,9.2474e-05+0.0052386i,-0.0019948+0.0047337i,-0.0031943+0.002646i,-0.0027541+0.0012809i,-0.0011975+0.00044904i,-0.00081108+0.00036483i,-0.0013357+0.00023324i
0.0017307+0.0061704i,0.0031355+0.027133i,0.0063431+0.063654i,0.030159+0.082531i,0.086281+0.06223i,0.12084+0.030587i,0.088526+0.0085462i,0.036273-0.0016551i,0.010593-0.0050098i,0.0026757-0.0051066i,-0.0023397-0.001086i,-0.0030426+0.0014656i,-0.00027932-4.4038e-06i,0.0017589-0.0041824i,0.0019575-0.0083877i,0.0034467-0.0086735i,0.0056608-0.0047191i,0.0069577+0.00036889i,0.0068658+0.003605i,0.0056376+0.0050214i,0.0029986+0.0071535i,0.0023147+0.0087575i,0.0053838+0.0070464i
