-0.00025386-0.00087067i,-0.00018512-0.0013675i,-0.0012762-0.0014834i,-0.002546-0.00029588i,-0.0027443+0.00089129i,-0.0023219+0.001657i,-0.00095006+0.0025103i,0.00065054+0.0021391i,0.00058475+0.00065237i,0.00027933-0.00012154i,0.00013098-0.00054765i,4.3974e-05-0.0014435i,7.7883e-05-0.0015876i,0.00048155-0.00073553i,0.00092537-4.652e-06i,0.00041997+0.00012271i,-0.00014682+0.00033129i,-7.2471e-05+0.00034684i,-5.0266e-06-0.00010166i,-0.00058937-0.00080846i,-0.00075495-0.00080593i,-4.9613e-05-0.00026121i,-0.0002881+0.00069511i
-0.0031676+0.0050156i,-0.0016332+0.0048129i,0.002016+0.0058862i,0.0042334+0.0040022i,0.00461+0.00031318i,0.0022637-0.0023311i,-0.0002455-0.0012597i,-0.00085056+0.00044932i,-0.00029057+0.00099209i,0.0012293+0.00031321i,0.0017778-0.0014675i,0.00079943-0.0028315i,-5.7709e-05-0.0032071i,-0.00016436-0.0037528i,-0.00058933-0.0034206i,-0.0012061-0.0018142i,-0.00068925-0.0001671i,-0.0010046+0.00045535i,-0.0013291+0.00042852i,-0.0009225+0.00046048i,-0.00022553+0.00093723i,0.00060054+0.00023953i,0.00093524-0.0004271i
0.0035576-0.0070355i,0.00078937-0.0078691i,-0.003843-0.0088047i,-0.0058798-0.0055853i,-0.0059767-0.00041831i,-0.0038842+0.0034961i,-0.0010123+0.0034959i,0.00074+0.0019968i,0.0012926-0.00010789i,-0.00045363-0.00069547i,-0.0020313+0.0011974i,-0.0011671+0.002091i,0.00034736+0.002662i,0.00092347+0.0038028i,0.00085617+0.003872i,0.0005191+0.0027943i,0.00041215+0.00084732i,0.00064121-0.00014437i,0.0011776-0.0002659i,0.0010555-0.0012568i,0.0005956-0.0017866i,3.2829e-05-0.0013755i,-0.00054575-0.000337i
0.0011346+0.00016644i,0.0017395-0.00061972i,0.00095895-0.0022295i,-0.00063073-0.0014676i,-0.0016998+7.8599e-05i,-0.0029977+0.00076398i,-0.002603+5.9942e-05i,-0.00082429-0.00048734i,-0.00018873-0.00061785i,-6.7631e-05-0.00073134i,0.00045602+5.4264e-05i,0.00057564+0.0009653i,0.00028813+0.001494i,0.00017702+0.001429i,0.00038483+0.00059832i,0.00076803-0.00040201i,0.0010238-0.00071918i,0.0010274+0.00015734i,0.00028315+0.00083828i,-0.00031012+0.00061466i,6.1476e-05+0.0005615i,0.00026946+0.00067378i,-0.00023519+0.00041704i
0.00083895-0.0013569i,-0.00046165-0.001353i,-0.0010963-0.0015303i,-0.0011341-0.00069484i,-0.0017515-0.00059915i,-0.0019687-0.00052394i,-0.0019072+0.00041015i,-0.0010742+0.0018628i,-0.00024459+0.0017209i,-0.00044134+0.00033605i,3.3263e-05-1.5496e-05i,4.6725e-05+0.00035351i,-0.00037972+0.0006102i,-0.00051142+0.00097167i,-1.7231e-05+0.001311i,0.00050738+0.0013971i,0.00021973+0.00073887i,0.00038259+0.00011499i,0.0011425-0.00019446i,0.00088403+2.1618e-05i,0.00021023+0.00033395i,-0.00018466+0.00047255i,-0.00023272+0.00037411i
0.0017657-0.00058596i,0.0018058-0.0020331i,0.0017892-0.0021346i,0.0008704-0.0023618i,-0.0010457-0.0020413i,-0.0013902-1.1619e-05i,-0.00085853+0.0018209i,-0.0011089+0.0020074i,1.0621e-05+0.00138i,0.0011977+0.00043221i,0.00059252-0.00033021i,0.00048263-0.00057338i,0.00054985+0.00017262i,-0.00011323+0.00041721i,0.00011102+0.00038222i,0.0003735+0.00054408i,-0.00012991+0.00028051i,-0.00031233-0.00036807i,0.00011322-2.3627e-06i,6.5806e-05+0.00055302i,5.3238e-05+0.00020521i,-2.1925e-05-0.00039414i,-0.00034581-0.00028014i
-0.00037584-0.0013825i,-0.0010292-0.0016552i,-0.0010929-0.0019986i,-0.00093751-0.0014238i,-0.001181-0.00031966i,-0.0020534-0.00019471i,-0.0017502-0.00032649i,-0.0010537-0.0003058i,0.00015412-0.00057918i,0.0013457-0.00071621i,0.00095144-0.00014071i,2.7679e-05+0.00015701i,-0.00041384+0.00011082i,-0.00048017-0.00022959i,-5.9051e-05-0.00054616i,0.00077733-0.00062391i,0.00083248-0.00019635i,0.00033637-0.00010014i,8.1082e-05-5.811e-07i,-0.00059229+0.00075681i,-0.0011305+0.00046402i,-0.0012563+0.0003807i,-0.0010774+0.00047182i
0.0010313+0.00061853i,0.0012805+0.00087835i,0.0029532+0.00057454i,0.0032177+0.00062803i,0.0012571+0.0010607i,-0.00070532+0.00064575i,-0.0018997-0.0001008i,-0.0018408+0.00054897i,-0.00097289+0.00037698i,-0.00014856-0.0010149i,0.00048931-0.00093781i,0.00080269-0.00012162i,0.00052268-0.00048961i,0.00036202-0.00044046i,-1.4939e-05-0.00076757i,-0.00060978-0.0013992i,-0.00040055-0.00091944i,0.00015271-0.00079864i,2.0706e-05-0.0011674i,-0.00032566-0.0010988i,6.9181e-05-0.0010007i,0.00081562-0.0011194i,0.00051688-0.0010557i
0.00036802+0.00024621i,-0.0013521+0.00044195i,-0.0019999-0.00041932i,-0.00088556-0.00089343i,-0.00019786-0.0010549i,-0.0011908-0.0010369i,-0.0015338-0.00072396i,-0.0015692+9.6442e-05i,-0.00132+0.0001436i,-0.00045258-0.0005113i,0.00018644-0.0010306i,0.00051091-0.00062652i,-0.00061038-0.00010698i,-0.00074919-0.00022605i,-0.00035229-4.7663e-05i,-0.00083957-0.00026753i,-0.0010076-0.00038149i,-0.00059107+7.663e-05i,-0.00027063+0.0005257i,-0.00030878+0.00068322i,-0.00016741-8.0233e-05i,-0.00050505-0.00032884i,-2.4429e-05-3.0986e-05i
0.00046841-0.00033816i,0.0010702-0.00081149i,0.0015571-0.00049904i,0.001506+4.5623e-05i,0.00075541-7.4683e-05i,-0.00034539+0.00045257i,-0.0017874+0.00097105i,-0.0027674+0.0010868i,-0.0015357+0.0011649i,-8.998e-05+0.00032744i,0.00067506-0.0004315i,0.00070795-0.00031957i,0.00019953+0.00020026i,-0.00036417-7.8369e-05i,0.00011887-1.8448e-05i,0.00010343-2.0725e-05i,-0.00014099-0.00064549i,0.00050763-0.00077804i,0.0014178-0.00051508i,0.00072817-6.2688e-05i,-0.0008378+0.0005103i,-0.00097632+0.00059743i,-0.00094803+0.00036201i
-0.00038039-0.0020202i,-0.0013334-0.0025086i,-0.0023916-0.0020571i,-0.0018045-0.0005209i,-0.0011422+0.00056923i,-0.00086683+0.00079632i,-0.00068302+0.00069498i,-4.201e-05+0.00012431i,0.0011037-0.00014768i,0.0015866+0.0008902i,0.00093432+0.0011972i,-0.00013457+0.00033632i,-0.00019836-0.000249i,0.00016287+2.2233e-05i,0.0011033+0.00015424i,0.0014909+3.0873e-05i,0.00083031-0.0004269i,2.2664e-05-0.00063742i,-0.00074268-0.00035991i,-0.0011837-0.00026159i,-0.00096092+3.5835e-05i,0.00011024+0.00082203i,0.00074026+0.00043786i
0.00070539-0.00034183i,0.0016954-0.00018281i,0.0023328-0.00061204i,0.0010182-0.00047965i,-0.00144+6.1341e-05i,-0.0027013+0.00087883i,-0.0018285+0.00074252i,-0.00041376+0.00044964i,0.00092031+0.00067872i,0.00164+0.00058995i,0.0013489+0.0007023i,-1.5252e-05+0.00055606i,-0.00075456+0.00043069i,-0.0005195+0.00097199i,-5.9857e-05+0.00046394i,0.00081758-0.00045387i,0.0012604-3.1247e-05i,0.0012251+0.00076049i,0.0010707+0.0017228i,0.00040451+0.0016368i,0.00040924+0.00068375i,0.0011097+0.00064641i,0.0012586+0.00053407i
0.0018291-0.00010708i,0.0011932-0.00079569i,0.00028464-0.0017281i,-0.00067117-0.0020925i,-0.0019405-0.0017501i,-0.0030445-0.00070986i,-0.0033987+0.00048559i,-0.0012702+0.0010397i,0.00036979+1.7772e-05i,-0.0004644-0.0011814i,-0.00036567-0.0013071i,0.00062311-0.00089045i,0.00045877+7.3759e-05i,-3.913e-06+0.00077646i,-0.00015717+0.00083087i,-0.00017986+0.00074521i,-4.5511e-05+0.00063962i,-0.00019592+0.00049362i,-0.00078938+0.0012019i,-0.00048135+0.0014656i,0.00031755+0.00039399i,0.00024816-0.00031842i,0.00020403-0.00058149i
0.00087991+0.001391i,0.00065335+0.0015057i,0.0011415+0.0020573i,0.00056133+0.0017584i,-0.00017483+0.00014568i,-0.0011909-0.00017019i,-0.00098892+0.00072771i,-0.00051606+0.00078493i,-0.00057167-0.00029526i,-0.00030133-0.00092179i,-0.00024328-0.000908i,-0.00022103-0.001009i,0.00019102-0.00060596i,0.00022142+8.1129e-05i,-0.00049774+5.8328e-05i,-0.0011903+0.00020699i,-0.00067101+0.00057763i,-0.00032546+0.00081727i,-0.00022887+0.0007792i,-0.00028702+0.0010197i,-0.00073363+0.0016757i,-0.0010062+0.0012853i,-0.00056139+0.00071277i
-0.001406-0.00057733i,-0.00076714-0.0021369i,-0.00043821-0.002268i,-0.00036182-0.0015258i,0.00015399-0.0012916i,-0.00038165-0.0014841i,-0.0015961-0.0010941i,-0.0014055+0.00013012i,-0.00046236+0.00073445i,0.00027247+0.00026717i,0.00049658-0.00048599i,0.00051487-0.00099154i,0.00050161-0.0003672i,-0.00034586-0.0005399i,-0.0011393-0.0014945i,-0.00092809-0.00063441i,-0.00024922+8.7379e-05i,8.9605e-06+0.0003445i,-0.00022797+0.00038991i,-0.00039187+0.00071331i,-0.00033098+0.0010911i,0.00029812+0.00081406i,0.00065045+0.00063099i
0.0010053-0.0017087i,0.0017911-0.000203i,0.0016179+0.0010353i,0.00051392+0.0003843i,-0.0013733-0.00051524i,-0.0022878+0.00010424i,-0.0021894+0.00067816i,-0.0019079+0.00068996i,-0.0018337-0.00018005i,-0.0010232-0.00027657i,0.00084911+0.00031466i,0.0014165+0.00085486i,0.0010212+0.00073405i,0.00049644-9.0295e-05i,-0.00013737-0.0004718i,-0.0002644-0.0011149i,-0.00032796-0.00096578i,0.00021065+2.429e-05i,0.00033136-0.0001971i,-0.00031557-0.0006216i,-0.00035809-0.00097508i,0.00013438-0.0010685i,0.00054825-0.00018732i
-0.0010379-0.00010294i,-0.0017434-0.00041032i,-0.0021391-0.00021747i,-0.0014026-6.8758e-05i,-0.00089915+0.00026738i,-0.0016178-8.3077e-05i,-0.0022248+0.00076981i,-0.0019712+0.0021655i,-0.00069691+0.0022612i,-0.00015413+0.0018852i,0.00031153+0.0012184i,0.00047477+0.00040276i,0.00011378-0.00054039i,8.7636e-05-0.0010723i,0.00010282-0.00092849i,-0.0005078-0.00029064i,-1.3607e-05+0.00044993i,0.00099743+0.00051001i,0.0002291+3.6254e-05i,-0.00024889+0.00038371i,0.00040914+0.00018123i,0.00078266-0.00012714i,5.0426e-05+1.2613e-05i
0.0013465+0.00018566i,0.0022844-0.00036517i,0.0028916-0.0011532i,0.001966-0.001216i,0.0011344-0.00047755i,-0.00054134+0.00014368i,-0.0013265+0.0011255i,-0.00010102+0.001235i,0.0010848-0.00021583i,0.0013657-0.00089234i,0.00078685-0.00048649i,0.00039717+0.00023867i,-0.00011972+0.00066799i,-0.0009428-4.6632e-05i,-0.0012544-0.00056299i,-0.00074455-0.00031146i,8.2666e-05-0.00035131i,0.00059297-0.00024454i,-6.4889e-05+0.00093142i,7.57e-05+0.00078218i,0.0010602-0.00054292i,0.0009487-0.00070374i,0.00038276+0.00010559i
0.00065599-0.00074844i,0.0011878-0.0016833i,0.00019261-0.0018738i,-0.0016144-0.0018198i,-0.0022933-0.0014982i,-0.001935-0.0010494i,-0.0021263-0.00089722i,-0.0018554-0.00090551i,-0.00043266-0.00073188i,0.00082502-0.00086076i,0.0017609-0.00092568i,0.0015001-0.00013376i,0.00015332+0.0001393i,-0.00053806+8.2824e-05i,-0.00050947+0.00027655i,-6.5817e-05+0.0004064i,0.00056509+0.00041488i,-0.00069133+0.00023103i,-0.001061-0.00041457i,8.9535e-05-0.00045649i,4.8312e-05-0.0002553i,-0.00057618+0.00022249i,-0.00088388+0.00016718i
0.00039266-0.00077327i,0.00041386+0.0011024i,0.00077406+0.0013498i,0.0015763+0.0010189i,0.00033969+0.001147i,-0.0010328+0.0013459i,-0.0012062+0.0016391i,-0.00050305+0.0011539i,-0.00029384+0.00091282i,-0.00025489+5.0859e-05i,0.00040636-0.00082392i,0.00038663+0.00027052i,0.00011369+0.00085547i,-9.281e-05+0.00031905i,-0.0010267+0.00010598i,-0.0015054-0.00017756i,-0.000997-0.00028975i,-0.00047783-0.0001374i,-0.00045495-0.00048767i,0.00015744-0.0005917i,0.00031316-0.00065241i,9.9797e-05-0.00074643i,0.00085439-0.00066677i
-0.00046077-0.00051373i,0.00090966-0.00096986i,0.0012702-0.0014483i,0.0008319-0.0028i,-0.00022432-0.0025432i,-0.0015778-0.0009514i,-0.0023488+0.00050034i,-0.0014587+0.00041278i,7.6467e-05+0.00024246i,0.00060464+0.00020787i,-0.00017003-0.00027784i,-0.00059534-0.0010986i,-5.8644e-05-0.0010278i,0.00018305+0.00022846i,-0.00021463+0.00064307i,-0.00045093+0.00047686i,-0.00026157+0.00062489i,-0.00063482+0.00018931i,-0.00086859+0.00019541i,0.00011853+0.0010948i,-5.6599e-05+0.0014939i,-0.0008971+0.00090352i,6.166e-05-9.9229e-05i
-0.0029647+2.7734e-05i,-0.0032443+0.0010203i,-0.0036818+0.0016308i,-0.0024208+0.0021932i,-0.0010381+0.0011232i,-0.00014724-0.00031409i,-0.00090757-0.0002349i,-0.0014525+0.00016136i,-0.0012226+0.00039302i,-0.00085254+0.00081703i,9.8343e-05+0.00085131i,0.0011845+0.00041123i,0.0014711+0.00018902i,0.00083487+3.2956e-05i,0.00066426-0.00019175i,0.00047808-0.00030098i,-0.00032183-0.00043351i,-0.00017136-0.00019048i,0.00030878-0.0002238i,-0.00034286-0.00030104i,-0.00079178+9.1369e-05i,-0.00099894+0.00051988i,-0.00089756+0.00041939i
0.0008565-0.00021792i,0.0016839-0.0014074i,0.0019643-0.0024871i,0.00047327-0.002059i,-0.0010469-0.0011933i,-0.0010285-0.00025955i,-0.0012313+0.00039554i,-0.0010608+0.00040266i,0.0001619+0.00050834i,0.00041214+0.00067225i,0.00038355+0.0006491i,0.00025991+0.00060581i,-1.6739e-05+0.00091727i,-0.00020125+0.00074679i,-1.4722e-05+4.369e-05i,0.00047604-0.00083798i,0.00063658-0.00098671i,9.8015e-05-0.00015961i,0.00032557+0.00044334i,0.00036133+0.00056194i,-0.00015039+9.0967e-05i,-0.00016133-0.00076996i,4.2393e-05-0.00026205i
-1.6141e-05-0.00032404i,0.0006833+0.00012399i,0.00020127-0.00017394i,-0.00037122-0.00070558i,-0.0015965-0.00045455i,-0.0025212+0.00085631i,-0.0024992+0.001793i,-0.0021584+0.0012707i,-0.0015581+0.00061856i,-7.3049e-05+0.00040974i,0.0009501+0.00051373i,0.0010512+0.00049043i,0.00091559+0.00016811i,0.0011947+0.00021378i,0.0014132+3.3039e-06i,0.0003352-0.00013785i,3.2299e-05-0.00040363i,0.00032947-0.00061529i,-0.00079841-3.3729e-05i,-0.00014982+0.00045247i,0.001045+0.00086877i,1.3148e-05+0.00094935i,-0.00099579+0.0010053i
0.00044635-0.00060084i,0.00033276+0.0003666i,0.00027397+0.00023503i,-0.00013772-0.00113i,-0.00087733-0.0013716i,-0.0011862-0.00075i,-0.0011237-0.00027487i,-0.00034817+5.7328e-05i,0.00031127+0.00013801i,0.0010528+0.00035846i,0.0022173-0.00028692i,0.002168-0.0006328i,0.001023-0.00066821i,0.00092751-0.00075001i,-0.00012083-0.00022995i,-0.0012307+0.00015378i,-0.00029932+0.00017174i,0.00042022-0.00041311i,0.00055947-0.00057372i,-8.8006e-05-0.00043318i,-0.00032147-0.00037044i,0.00020146+0.00024269i,-0.00027665+0.00018612i
0.0015943-0.0018855i,0.0010965-0.0014484i,0.0011656-0.0014052i,0.00035384-0.0019664i,-0.00046864-0.0016505i,-0.0013701-0.00072361i,-0.0020565-0.00038982i,-0.0015273-0.00030667i,-0.0006407-0.00082465i,-9.3109e-05-0.0014578i,0.00014509-0.00098171i,0.00047284-0.00063847i,0.00076098-0.0001498i,0.00028357+0.00070686i,-0.000128+0.0011387i,-0.00012599+0.00080327i,-4.3784e-05+0.00023501i,0.00011878-0.00035963i,-0.00049239-0.00061702i,-0.0014272-0.00061322i,-0.0009433-0.0004289i,-0.00017192+3.3079e-05i,1.2574e-05-0.00013847i
0.00094011+0.00033279i,0.00068593+0.00026i,0.0013107-0.00077386i,0.0017023-0.0017235i,-7.6745e-06-0.0015299i,-0.00239-0.00050053i,-0.0024864+0.00026638i,-0.00096715+0.00047147i,-0.00058989+0.00075928i,-0.00086345+0.00064949i,-0.00036534-6.6807e-05i,-6.772e-05-0.00048134i,-0.00063748+9.8724e-05i,-0.0006251+0.00045822i,0.00029812+0.00038746i,0.00032866+0.00093505i,-0.0006096+0.00096683i,-0.00076039+0.00017577i,-0.00021887-0.00053887i,0.00018723-0.0009046i,0.00035175-0.0007375i,0.00039448-0.00015809i,0.00022522+0.00020659i
0.0004327-0.0011498i,-0.00024061-0.0013423i,0.00016296-0.0010752i,-0.00066069-0.0003667i,-0.0019808-0.00023387i,-0.0020976+4.186e-06i,-0.0020316+0.0010527i,-0.0020277+0.0018675i,-0.0018669+0.0014243i,-0.001637+0.00033774i,-0.00077232+0.00030471i,-0.00015404+0.00093436i,-0.00028635+0.0011417i,2.2687e-05+0.00082499i,0.00041689+0.0010477i,1.6423e-05+0.0012818i,-0.0004348+0.00042531i,-0.00013761+1.0077e-05i,-3.6929e-05+0.00073991i,-0.0001901+0.00097878i,-0.00014668+0.0003111i,0.00029695-0.00016821i,0.0001229-0.00027032i
-0.0024013+0.00079067i,-0.0021197+0.0020813i,-0.0014487+0.0026402i,-0.00013841+0.0014075i,0.00010686+0.00060099i,-0.0011839-0.00028097i,-0.0020603-0.00071575i,-0.0015505+0.00015809i,-0.00071505+0.0017093i,0.00013908+0.001944i,0.0010038+0.00071418i,0.0013378-0.00026189i,0.00132-0.0003192i,0.00031959-0.00082416i,-0.00089284-0.002034i,-0.00050782-0.0023991i,0.00042259-0.0014757i,0.00077349-0.00049745i,3.1471e-05-0.00020565i,-0.00077844+0.00033707i,-0.0016106+0.0012611i,-0.0013924+0.0013022i,-0.00017267-0.00030481i
0.0012296+0.00056717i,0.00098784-3.3273e-05i,0.00043221+1.5268e-05i,-0.00022069-0.00087823i,-0.0010458-0.00054757i,-0.0017881+0.00053617i,-0.0020213+0.0006764i,-0.0015125+0.00053836i,-3.092e-05+0.00097784i,0.00093582+0.0013551i,0.0013538+0.00048295i,0.00077675-0.00089832i,0.00010903-0.00092781i,0.00018178-0.00026466i,0.00017328-0.00016001i,3.3392e-05-0.00055069i,-0.00024758-0.00090511i,-2.7755e-05-0.0002632i,0.00053795+0.00025667i,0.00030847+0.00034719i,-8.6301e-05+0.0002186i,-0.00059294+0.00048652i,-9.1324e-06+0.00011323i
-0.00085057-0.00056503i,-1.1841e-05-0.00056263i,-4.7715e-05+0.00072635i,0.00011677+0.00088856i,-0.000469+4.1166e-05i,-0.0013685-0.00020841i,-0.0015034+0.00021286i,-0.00075257+0.0001345i,0.00017935-0.00031904i,0.000795-0.00096945i,0.00091745-0.0010748i,0.00048934-0.00048997i,0.0004831-0.00042305i,0.00066941-0.00057431i,0.00025679-0.00046234i,-2.1361e-05-0.00028181i,3.7549e-05+2.1185e-06i,6.8078e-05+0.00028353i,-0.00021225-8.8328e-05i,-5.8499e-05-0.00086147i,0.00010833-0.00069375i,-0.00018086-0.00073895i,8.2951e-05-0.00017078i
0.00072483+0.00049129i,0.00069652-0.0003931i,0.00092918-0.0014422i,0.00076417-0.00063377i,-0.0004748+4.6973e-06i,-0.0014517+0.00080226i,-0.0020995+0.0014181i,-0.0016968+0.0006151i,-0.0004639-8.7966e-05i,-0.00054463-0.00027148i,-0.00074506-0.0005971i,-0.00061786-0.00084106i,-0.00022353-0.00068901i,-0.00044902-3.1543e-05i,-0.0010247+0.00095444i,-0.00073446+0.0011397i,-7.9242e-05+0.0010058i,0.00019217+0.0010319i,0.00021099+0.00062797i,0.0004478+0.00020117i,-0.00018762-0.00040446i,-0.00079958-0.00073144i,-2.984e-05-0.00058073i
0.0008805-0.0018101i,0.00093476-0.0024612i,0.00071959-0.002562i,-0.00053747-0.002494i,-0.001466-0.0021895i,-0.0020846-0.00093571i,-0.0014834-0.00024398i,-0.00061848+4.1126e-06i,-0.00040661+0.00020101i,-0.00045579-0.00068973i,-0.00061799-0.00038421i,-0.00028125+0.0007351i,0.00019752+0.00068876i,0.00048842+0.0010113i,-1.3521e-05+0.0011219i,-0.00081047+0.000123i,-0.00067425-0.00011162i,-0.00042015+0.00037555i,-0.00059956+0.00065877i,-0.00053806+0.00080616i,-0.00039845+0.00016882i,-0.00030717-0.00010854i,-0.00037842+0.00062825i
0.0019825+0.0011967i,0.0013694+0.00080109i,0.001519+0.00067206i,0.00094821-0.00093538i,-0.0011121-0.0023992i,-0.0031997-0.0019786i,-0.0038877+0.00015958i,-0.0026912+0.0017303i,-0.0012461+0.0008834i,-0.00054583+0.00020027i,8.5092e-05+5.3538e-05i,0.00046447-0.00059374i,0.00023794-0.0010672i,9.0077e-05-0.0011871i,-0.00029513-0.0010819i,-0.00037176-0.000348i,-0.00023751-0.00027996i,0.00052566-0.00041536i,0.00062446+0.00028129i,0.00010234+0.0010283i,-0.00065906+0.00030082i,-0.00080767-0.00039493i,-0.00055111-0.0007688i
-0.00058731+4.3501e-05i,-0.00011661+0.00086844i,-0.00026004+0.0015313i,0.0002056+0.002011i,0.00054055+0.0018009i,-0.00042158+0.0010465i,-0.0015824+0.00064064i,-0.0012077+0.00096009i,-0.00057031+0.0011189i,-0.00032725+0.0011015i,-0.00011612+0.00088583i,0.00066975+5.0612e-05i,0.00069167+0.00021214i,0.00033733+0.00026827i,0.00077747-0.000748i,0.00039137-0.00050312i,-8.9232e-07+0.00040069i,-9.0915e-05-3.2357e-05i,5.6706e-05-0.00015318i,0.00034387+3.5407e-05i,0.00019976+0.00044125i,0.00014505+0.00090154i,-9.3273e-05+0.00056529i
0.0019705-0.00037862i,0.0013517-0.00095756i,0.0011241-0.0022586i,0.00010363-0.0026501i,-0.00070813-0.0014452i,-0.0011231+5.9015e-05i,-0.0012122+0.0013237i,-0.00032938+0.002006i,0.0014002+0.0019546i,0.0021196+0.0017358i,0.0012802+0.0010198i,0.00049009+0.00045625i,0.00015221+0.00054308i,0.00031496+0.00058911i,-0.00026053+0.00026612i,-0.00056213+0.00018183i,-0.00098199+0.00042724i,-0.00079983+0.00018902i,-0.00022285+2.7864e-05i,-0.00035851+0.00028805i,-0.00011417+0.00091456i,0.00076259+0.00055503i,0.00034296-0.00026495i
0.00033864-0.0007392i,0.0013005+2.9033e-05i,0.00047722-7.0712e-05i,-0.00039004-0.00045291i,-0.00096658-0.00012698i,-0.0015586+0.00080675i,-0.0011395+0.00044554i,-2.7852e-05-0.00015479i,0.00089811-0.00020472i,0.0015763-0.0003258i,0.0014332-0.00084797i,0.0010755-0.0013104i,0.001136+0.00031221i,0.0005566+0.0021004i,-0.0009995+0.0017484i,-0.0015094+0.00072864i,-0.00071003+0.00011593i,-0.00077656+0.0005458i,-0.0013308+0.00051169i,-0.00039576-0.00042935i,0.00035204-0.0006909i,0.00051149-0.00074659i,0.00089811-0.0002475i
-0.00046757+0.00058044i,-0.0010327+0.0005889i,-0.0012634+0.00021926i,-0.00078729-0.00049539i,-0.0005371-0.00072692i,-0.0014269-7.3765e-05i,-0.0023763+0.00033314i,-0.0012129-0.00011589i,0.0001167-0.0017461i,0.0003898-0.0028403i,0.00041349-0.0021238i,0.00036049-0.0012521i,0.00086929-0.0008071i,0.0012574+3.1982e-05i,0.00041376+0.00099521i,-0.00043288+0.0002891i,-0.00067616-0.00058964i,1.6947e-05-0.0002306i,0.0010063+0.00093012i,0.0008287+0.0011395i,0.00051605-2.1151e-05i,0.00052092-0.00046517i,0.00037539-5.2026e-05i
-0.00025884+0.0012439i,5.725e-05+0.0013276i,0.0004764+0.00068646i,0.00046277+0.00025198i,-0.00065322+8.2717e-05i,-0.0024301-0.00042118i,-0.0040691-0.00024295i,-0.0043494-0.00023667i,-0.0030396-0.0011341i,-0.0019299-0.0016303i,-0.00068811-0.00063075i,0.00016137+0.00013408i,-0.00020238-0.00013023i,-0.00075522-0.00012592i,-0.00033657+4.3657e-05i,-1.4862e-07-4.6964e-05i,0.00028878-0.00024255i,0.00053877-0.00015021i,0.00023442+0.00056351i,0.0002456+0.00063149i,0.00074645+0.00026699i,0.0016155+0.00041403i,0.001304+0.00050209i
0.00029791-0.0002036i,0.00082137-0.00086587i,0.0013673-0.0018889i,0.00095343-0.0024981i,-0.00041293-0.0020445i,-0.0013829-0.00049952i,-0.0012929+0.00044231i,-0.0017095+0.00085968i,-0.0018224+0.00059467i,-0.00055484-0.00025618i,8.8369e-06-0.00025717i,-0.00016028+0.00032905i,-0.0003202-6.7491e-05i,-0.00031974-0.0010434i,-1.4659e-05-0.00085828i,-8.8032e-05-2.3206e-05i,-1.1899e-05+5.1089e-05i,6.5481e-06+0.00039682i,-8.2482e-05+0.00038841i,2.6965e-05+8.0379e-05i,0.00015889+8.8397e-05i,0.00022592+0.00050295i,-0.00016142+0.00068972i
-0.00014456+0.00033531i,-0.0022267+0.0011021i,-0.0022109+0.0017896i,-0.0012177+0.00049654i,-0.0010922-0.00061633i,-0.0008121+8.4855e-05i,-0.00087791+0.00090665i,-0.00086345+0.001746i,-0.00065269+0.002116i,-0.00077472+0.0018374i,-0.00031547+0.0012869i,0.0002209+0.00058097i,0.00064586-0.00027087i,0.0012593-0.0004431i,0.00057576-0.00029301i,-0.00062111-0.00049137i,-0.00030199-0.00022853i,-0.00014317+8.277e-05i,-0.00062768-0.00028617i,-0.00048609-0.00030397i,-0.00014986+0.00049284i,-0.00044269+0.00060069i,-0.00021629+8.8876e-05i
0.00099928+0.0013525i,0.0013154+0.00066603i,0.0021755+0.00013652i,0.0018599-0.00024715i,0.00088109-0.00049583i,-0.00097672-0.00049751i,-0.0024921+0.00010792i,-0.0019663+0.001642i,-0.0001874+0.0025197i,0.0011689+0.0019573i,0.0011924+0.0012427i,0.00079421+0.00027937i,-0.00013201-0.00091063i,-0.00045272-0.0016631i,-0.00061045-0.0014721i,-0.00091407-0.00027746i,-0.00079938+0.0011305i,-0.0010023+0.00042723i,-0.0010372-0.00051723i,-0.00036347+0.00012925i,-3.9552e-06+0.00018465i,-0.00066005+0.00018783i,-0.0010785+7.8275e-05i
-0.00027605+0.00019076i,-0.001397+0.0003192i,-0.0012082-0.00043619i,-0.00076675-0.001083i,-0.0010192-0.0010889i,-0.0014486-3.4684e-05i,-0.0013073+0.00013847i,-0.0003531-0.00028751i,0.0013804-3.9791e-05i,0.0024956+0.00015793i,0.0016813+0.00033472i,0.00097818+0.00053953i,0.0012437+0.00079097i,0.00092253+0.00018843i,0.00036208-0.00046129i,0.00032334-0.0003283i,0.00012296+0.00027445i,-0.00035849+0.00065993i,-8.7405e-06+0.00050616i,2.4805e-05+0.00032817i,-0.00018106+0.00031653i,0.00047422+0.0006232i,0.00075046+0.00045114i
