-0.0023738+0.0010363i,-0.0017312+0.0013989i,-0.0025903+0.0020639i,-0.0018417+0.0022221i,-0.0008161+0.0023444i,-0.00073051+0.0016255i,-0.00046686+0.00099177i,0.00055269+0.00039808i,0.000775-0.00097772i,0.00078928-0.0014503i,0.0013875-0.00059156i,0.0011489+0.00018091i,0.00031339+0.00029063i,0.00062786+0.00072739i,0.00092215+0.0011874i,0.00016869+0.00027327i,0.00013361-9.7456e-05i,-2.1063e-05-0.00014692i,-7.9518e-06+0.00011643i,0.00020402+0.00037i,0.00014119-4.2672e-05i,-5.8868e-05-0.00061974i,0.00014518-0.00051715i
-0.00031246-0.00017678i,0.00019413-0.00037992i,-0.00035368-0.0001694i,-0.00089275-0.00040269i,-0.00050477-0.00031843i,0.0001286+0.00055897i,0.00062712+0.00026963i,0.00061475-0.0011359i,-0.00015475-0.001372i,-0.00079975-0.00066234i,-0.00044085-0.00052675i,0.00045323-0.00070377i,0.00054034-0.00010572i,-0.00037909+0.00028056i,-0.0002594-0.00012218i,0.00071032-0.00014138i,0.0010312+0.00053762i,0.00078915+0.0009287i,0.00051895+0.00063017i,0.00014322+0.0002082i,9.2334e-05-0.00012938i,-0.00022934-3.2765e-06i,-0.00097453-0.00052573i
-0.000312+0.00045066i,-0.00078106+0.001164i,-0.00091604+0.00084523i,-0.0011487+0.00063906i,-0.0016112+0.00026807i,-0.00096471+0.00084741i,-0.00030307+0.0014572i,-0.00051529+0.00069856i,-0.0011947-0.00063344i,-0.0007902-0.001196i,-4.5207e-05-0.00040432i,0.0001067+0.00036128i,0.00029706+0.00051604i,0.00015912+0.00035333i,-0.0009017-0.00010417i,-0.0010488-0.00036336i,-0.00039248+0.0008258i,-1.8817e-05+0.0018533i,0.00013698+0.0011031i,-0.00054913+0.00017279i,-0.00036274-0.00084569i,0.00014944-0.0011526i,4.0373e-05-0.00021105i
4.1171e-05-0.00054661i,-0.00052611-0.00011975i,3.4898e-06-0.00082986i,0.00048157-0.00091723i,-0.00054099+0.00054177i,-0.0014458+0.00098902i,-0.001371+0.00010888i,-0.00077425-0.00081122i,-0.0002315-0.0013639i,-0.00068039-0.0015153i,-0.0014192-0.0010974i,-0.0016816-0.00058183i,-0.00063618-0.0003738i,0.00055311-0.00065305i,0.00031155-0.0014685i,-0.00049877-0.0013248i,-0.00026158-0.00050265i,0.00059601+0.00035618i,0.00010671+0.00070914i,-0.0003676+0.00052311i,0.00018599+0.00077418i,0.00052135+0.0004756i,0.00030748-1.6264e-05i
-4.5011e-05+0.0015956i,-0.0010508+0.0021937i,-0.0010694+0.0022046i,-0.00019405+0.001202i,8.025e-05+0.00072043i,-0.00015123+0.0011147i,0.00020751+0.00081261i,1.5304e-05-4.382e-06i,-0.00061055-0.00051829i,-5.2649e-05-0.0012721i,-0.00014874-0.0010034i,7.5532e-05-9.3816e-05i,0.00035432-0.00020446i,6.4811e-05-0.00098181i,9.0997e-05-0.000968i,0.0008227-4.9114e-05i,0.00088498+0.0010729i,0.00015142+0.0011668i,0.00075811+0.00070147i,0.00092541+0.00037383i,0.00054058+1.8389e-05i,0.00051235-2.4351e-06i,0.00060445+0.00042449i
-0.0007638-0.00041995i,-0.00035256-0.00030874i,-0.0010231-2.9779e-05i,-0.0010488+0.00023486i,0.00020288+0.0011673i,0.00028753+0.0013341i,-0.00064039+0.00034865i,-0.00081897-0.00069106i,-0.00039229-0.0016623i,0.00022452-0.0011212i,0.0011198-0.00052624i,0.00074485-0.0007893i,-0.00035289-0.00013645i,-0.00060061+5.9297e-05i,8.069e-05-0.00091625i,0.0010525-0.0016417i,0.00087049-0.00164i,-0.00030133-0.0013254i,-0.00065109-0.00059395i,-0.0003363+0.00037841i,-0.00014842+0.0010042i,0.00037074+0.00054865i,0.00080576-0.00026537i
-0.0004022+0.0022324i,-0.00024995+0.00095961i,0.00036098+0.0010081i,0.00080124+0.0011847i,0.0004539+0.0015083i,8.7046e-06+0.00093029i,-0.00031272+0.00045307i,-0.00033469+0.00033003i,4.1721e-05-0.00024666i,-4.3623e-05-0.00034904i,-0.00075732-0.00056325i,-0.00094299-0.0011707i,-0.00037172-0.0015046i,-0.00056377-0.00071942i,-0.00038152-0.00022834i,0.00016317-9.9456e-05i,3.5372e-06-0.00026286i,0.00038677-0.00051943i,0.00088302-0.0004358i,0.00042426-0.00059354i,0.00015843-0.00080769i,0.00047624-0.0005403i,0.00040276-0.00031515i
-0.00051621-0.00093613i,-0.0006385-0.00083231i,-0.00098841-0.00025975i,-0.0013748+0.00044224i,-0.00096967+0.00076034i,-0.0001926+0.00016952i,-0.00028327+9.892e-06i,-0.00082003-8.8044e-05i,-0.0011415-0.00028141i,-0.0011737-0.00079753i,-0.0010026-0.00077609i,-0.00068096-4.0074e-05i,-0.000473+0.00072072i,7.1299e-05+0.00090035i,0.00016318+0.00046327i,0.00016595+0.00015704i,0.00050165+0.00025885i,0.00033402+0.00073889i,0.00024446+0.00059129i,0.00030122+0.00010083i,0.00096961+0.00030421i,0.00038946+0.00021724i,-0.00085619+0.00054803i
0.0021072+0.0007712i,0.00061491+0.0011046i,0.0013836+0.00096762i,0.0017759-0.00023268i,0.0014218-0.0013855i,0.00039126-0.00064617i,-0.0009605-0.00080923i,-0.00039221-0.00082597i,0.00016028-0.0012014i,-0.00025901-0.0024239i,-0.00034747-0.0026242i,-0.00031514-0.0019024i,-0.00030492-0.00057397i,-0.00011535+0.00036162i,-0.0006675+0.00060604i,-0.0011361+0.00092073i,-0.00071336+0.00045672i,8.2552e-05-6.9066e-05i,0.00035095-9.7953e-05i,0.00017347-0.00015082i,0.00081598+5.6112e-05i,0.0013904-7.9473e-05i,0.00059052+0.00025608i
-0.001329+0.00085579i,-0.00080073+0.00096094i,-0.00041401+0.0017776i,-0.00037162+0.0024879i,0.00094825+0.0023339i,0.0010897+0.0013592i,0.00042167+0.00063965i,0.00015583-0.00014027i,-0.00041208-0.0011065i,-0.00077227-0.00089068i,-0.0007192-0.00072882i,-0.00049387-0.0012456i,-0.00047016-0.0007418i,-0.00014139+0.00026681i,-0.00010544+0.00032564i,-0.0003405-1.9652e-05i,-1.4579e-05+3.3146e-05i,0.00018677+0.00024884i,0.00033153+0.00021066i,0.00055429+0.00021988i,0.00016443+0.0007472i,-0.0004245+0.00078092i,-9.7199e-05+2.4248e-05i
-0.0015183-0.00039899i,-0.001217-0.0008083i,-0.001233+7.5549e-05i,-0.0017773+0.0007332i,-0.0015746+0.0012162i,-0.0010659+0.0008957i,-0.00067338-6.3182e-05i,-0.00052529-0.00046778i,-0.0014171-0.00051066i,-0.00097955-0.0010268i,-8.7599e-05-0.0010583i,-4.3951e-05-0.00088557i,0.00039979-0.00066965i,0.0007802-0.00022588i,0.0005141-1.6198e-05i,0.00060922+0.00026797i,0.0011622+0.00017143i,0.0010391+0.0002822i,9.703e-05-2.5368e-05i,-8.0363e-05-0.00036329i,0.00030959+9.5268e-05i,0.00056101-4.5456e-05i,0.00020601-0.00018965i
0.0012347+0.00044241i,0.0014383+0.00077123i,0.0013061+0.0016179i,0.00077679+0.00074839i,0.00074091+0.00013492i,0.00043327-0.00022306i,-0.00018633-0.00063574i,-0.00079893-0.00028479i,-0.0011493-0.0001618i,-0.0010382-0.00089477i,-0.00028236-0.0011365i,-7.4671e-05-0.0006549i,-0.00068751-0.00038156i,-0.00087652-0.00022133i,-1.4876e-05-0.00073664i,0.00042755-0.00064762i,-0.00031379+0.00026343i,-0.00069573+0.00063354i,-0.00026163+0.00041662i,0.00013219+0.00083488i,2.0168e-05+0.0008473i,-6.5618e-06-0.00017723i,0.00023943-0.00036641i
0.00045583-0.00055336i,-0.0011615-0.00027088i,-0.0020227-0.00020251i,-0.0015302-0.00020151i,-0.00080131-0.00065803i,-0.00097746-5.9052e-05i,-0.0015512+0.00017992i,-0.00089682-0.00053106i,-3.0959e-05-0.0010499i,-0.00032146-0.00036104i,-0.00072821+1.7173e-05i,-0.00053013+0.00016143i,-0.00032516+0.00061931i,-0.00081436+0.00014667i,-0.0012879-0.00059408i,-0.00044298-0.00034188i,-0.00018903-0.00013892i,-0.00052908-0.00033504i,-0.00011797-0.00013473i,0.00020065+0.00034876i,0.00031738+0.00045664i,0.00039032+0.00022387i,0.00063355+3.166e-05i
-0.00011403-0.00038736i,0.00039259-0.00010472i,0.00053319-0.00031419i,1.8107e-05-3.0558e-05i,-0.0002073-5.4977e-05i,-0.00043124+0.00016434i,-0.00039337+0.00011119i,-0.00034925-0.00026565i,-0.00057978-0.00093396i,-0.00028122-0.0017372i,0.00066618-0.0013871i,0.00061339-0.00096625i,0.00018531-0.00058696i,-0.00013513+0.00030811i,-0.00046236-3.655e-05i,-0.0005635-0.0004978i,-0.00087138+0.00047978i,-0.00061982+0.0012671i,-0.00035519+0.0011716i,-0.00059112+0.0011103i,-0.00088654+0.00019947i,-0.0010919-0.00059091i,-0.00066448-0.00031131i
-0.00034309-0.0007245i,-0.00035491+0.00022348i,0.00019737+0.00027274i,5.8857e-05+0.00078772i,-0.00016602+0.0011663i,-0.00042812+0.00033525i,-0.00031602-0.00052605i,-1.0515e-05-0.00065234i,0.00050783-0.00059008i,0.00038374-0.00056049i,-0.00043668-0.00010926i,-0.00091876+4.0749e-05i,-0.00083869-0.00086194i,-0.00037682-0.0011073i,0.00010125-0.00098356i,0.00064829-0.0010377i,0.00017705-0.0011501i,-0.0010163-0.0010916i,-0.0010912-0.00073013i,-0.00070799-0.00027863i,0.00013503-0.00030377i,0.00025572-0.00044047i,-0.00052021+0.00018715i
-0.00083852-0.0011236i,-0.00047762-0.0015415i,-0.00014167-0.0022356i,-0.00020216-0.0014425i,-0.00055612-0.0003306i,-0.00090717+0.0001007i,7.2831e-05+9.0462e-07i,0.00043856-0.00057346i,0.00040221-0.0009129i,-9.4371e-06-0.0011094i,0.0003905-0.00095116i,0.00072608-8.7166e-05i,-0.00010214-0.00024103i,-0.00087019-0.00069123i,-0.00092204-0.001025i,3.4733e-05-0.0017726i,0.0010893-0.0017145i,0.0013076-0.00058793i,0.00037469-5.2045e-05i,-1.522e-05-0.0002861i,0.00043108+7.6138e-05i,0.00096448-0.00019556i,0.0011113-0.00051426i
-0.0020865-0.00088361i,-0.002851+0.00099659i,-0.0032406+0.001724i,-0.0017425+0.0014105i,-0.00030322+0.00030204i,-0.00035698+9.2255e-05i,5.4973e-05+0.00055425i,-0.00030701+0.00021984i,-0.00083796-0.00074294i,-0.00089392-0.00075534i,-0.00074407+0.00057685i,-4.0231e-05+0.0012152i,0.00018647+0.00055796i,0.00022495-0.0008344i,0.00047233-0.001504i,0.00047681-0.0013988i,-7.4e-05-0.00069484i,-0.00020755+0.00010585i,0.00061288+0.00011156i,0.0013647+0.00016714i,0.0012417+0.00068612i,-1.6204e-05+0.0011673i,-0.00024315+0.00068236i
-0.00041624+0.0016732i,-0.00047465+0.00091737i,-1.5724e-06+0.00073752i,0.0013411+0.0006582i,0.0020929-3.6526e-05i,0.0011866-0.0005465i,0.00016526-0.00020425i,-0.0003029+0.00024839i,-0.00077703+0.00024791i,-0.001022-0.00032382i,-0.00075713-0.0013481i,-6.9664e-05-0.0016166i,0.00088142-0.00088646i,0.00070447-0.00046848i,-0.00042528-0.00042283i,-0.00090102-0.00060278i,-0.00059234-0.00045167i,0.00066468-0.00013837i,0.00074482+0.00019437i,0.00020469+0.00046589i,0.00080086+0.00011362i,0.00077289-0.00048507i,0.00050088-0.00052639i
-0.0011379-0.0014546i,-0.0010976-0.00099117i,-0.0019968+0.00045199i,-0.0014865+0.0016928i,-0.00068703+0.001533i,-0.00044374+0.0012392i,0.0001193-2.9865e-05i,-0.00017243-0.0014421i,-0.00046434-0.0015149i,-0.00059253-0.0014761i,-0.00072951-0.001022i,7.2455e-05-0.00028242i,0.0012322+9.9148e-05i,0.00076209+0.00073746i,0.00015386+0.00025629i,0.00077944-0.00042911i,0.0010573+0.00014492i,0.00066681+9.4003e-05i,0.00037483-0.0007871i,0.00022598-0.00086798i,-0.0002653+0.00016098i,-0.00045273+0.0014279i,0.00010267+0.00089997i
-0.0011469-0.00014435i,-0.001295+0.00017242i,-0.00090909+0.00033776i,-0.0002416+0.00029402i,0.00020664-2.4391e-06i,-2.2117e-05+2.9888e-06i,-0.00021083-6.194e-05i,0.00060722-0.00026045i,0.00037628-0.00076213i,-0.00012198-0.00078674i,0.00022535-0.0010249i,-5.3191e-05-0.00081244i,-0.00039331+1.3041e-05i,-0.00090532-0.00013055i,-0.001336-0.00016285i,-0.0006543+0.00032028i,2.1174e-05+0.00057356i,0.00033866-0.00014269i,-0.00019994-0.00068525i,-0.00090958-0.00056361i,-0.00051032-0.00049951i,0.00016342-0.00048806i,-5.4648e-05-0.00088413i
-0.00053835+0.0013306i,0.00038629+0.0013263i,0.00083871+0.0023618i,0.00058475+0.0017822i,0.00035369+0.00060569i,-8.1773e-05-3.7858e-05i,-0.0007236-0.00036894i,-0.00069128-0.00045198i,-5.3765e-05-0.00042744i,0.00061269-6.1078e-06i,0.00042435+0.00015742i,-6.5213e-05-0.00088099i,-0.00029491-0.00063977i,-0.00055634+8.9085e-06i,-0.0004609-0.00016578i,-6.2563e-05+0.00025648i,0.00041325+0.00024291i,0.00055919+0.00058921i,0.00012242+0.001263i,-6.9814e-05+0.00095361i,0.000575+5.8907e-05i,0.0012467+0.00025107i,0.0016019+0.00081325i
-0.0024875+0.00056477i,-0.0013697+0.0010003i,-0.00096863+0.0031107i,-0.00069088+0.0033344i,-0.00012322+0.001915i,0.00072583+0.00037737i,0.00082048-0.00046987i,-0.0002652-0.0013466i,-0.0010345-0.0020415i,-0.00077291-0.0014694i,0.00055163-0.00077071i,0.0010653-0.00093516i,0.00029256-0.00064651i,-0.00053267-0.00047344i,-0.00059217-0.00043183i,0.00017817-0.0010004i,0.00070034-0.0010672i,0.00085737-0.00029462i,0.00066723+1.5195e-05i,0.00019884+0.0002376i,0.0002936+0.00034883i,0.0006055+0.00045949i,0.00068157+6.4362e-05i
-0.0003891-0.00096086i,-0.0012608-0.0008342i,-0.0016433-0.00042398i,-0.0019053-0.00032279i,-0.0022592-1.2357e-05i,-0.0020438+0.00051218i,-0.00091115+0.00040376i,0.0005225-0.00082403i,-0.00013073-0.00091421i,-0.00095175-0.00042431i,-0.00025318+5.2857e-05i,0.00014494-0.00014574i,-0.00055494-0.00083425i,-0.00068299-0.0011156i,4.6809e-05-0.0011966i,0.00044192-0.00090616i,-0.00019319-4.7419e-05i,-0.00052334+0.0004275i,-0.00032269+4.2298e-06i,-0.00010055-0.00080343i,-0.00042268-0.0003464i,-0.000618+0.00054764i,-0.00024556+0.00025397i
-0.0048321-0.001332i,-0.0040261-6.3509e-05i,-0.0032024+0.0016853i,-0.0026272+0.0021685i,-0.0010136+0.0027238i,0.00083921+0.0018782i,0.0013073+0.00021072i,0.00081063-8.7203e-05i,0.00046922-0.00021827i,0.00034992+0.0010389i,0.00057903+0.0014143i,0.0011626-0.00046276i,0.00066272-0.00072155i,0.00014933-0.00036556i,0.00021275-0.00079824i,-0.00010763-0.0012473i,0.00029109-0.00079774i,0.00055068-0.00025212i,0.0002471-2.8425e-05i,2.308e-05-4.7858e-05i,0.0010039-0.00023192i,0.0012643-0.00017363i,0.0006042-0.00063394i
0.00020906-0.00086664i,-0.00061409-0.0014258i,-0.00037997-0.0015632i,-0.00061-0.0010743i,-0.00088467-0.00023288i,-0.000602+0.00061816i,-0.00069997+0.00044646i,-0.00010087-0.00058418i,0.00032544-0.0011054i,0.00015601-0.00080972i,-0.00062662-0.00035989i,-0.00075993+8.9562e-05i,-0.00063753+0.00015345i,-2.9067e-05-0.00055584i,0.00060552-0.00027909i,-0.00045818+0.00068478i,-0.0011302+0.00085877i,-0.00084954+0.00055724i,-0.0005542+4.5306e-05i,-0.0001078-8.5565e-05i,5.3165e-05-8.63e-05i,0.00010296-3.8026e-05i,-0.00021448-0.00023305i
0.0033119+0.00045596i,0.0030558-0.00080159i,0.0032086-0.001268i,0.0026559-0.00061381i,0.0011558-0.00056157i,-0.00036267-0.00071066i,-0.0014774-0.0008833i,-0.0012197-0.0012855i,-0.000782-0.0019104i,-0.00039939-0.0018703i,-0.00057828-0.0012332i,-0.0012049-0.00065596i,-0.0011108-8.8453e-05i,-0.0007189+0.00010435i,-0.00060538-0.00021433i,-0.00040035-0.00019421i,0.00023889-0.00034643i,7.3921e-05-0.00035665i,-0.00024055+0.00021384i,-0.00081459+8.8117e-05i,-0.0016973-0.00017548i,-0.0015226+0.00019295i,-0.00029864+0.00024075i
0.0020883+0.00024113i,0.0012767+4.9927e-05i,0.00063979-0.0005519i,-0.00084341-0.0013826i,-0.0015337-0.0012875i,-0.00073027-2.9382e-05i,2.5046e-05+0.00064662i,8.3708e-05-0.0004506i,-2.432e-05-0.001617i,-0.00059474-0.0012294i,-0.0013163-0.00051818i,-0.0007667-0.00064581i,5.7552e-05-0.0012796i,0.00023946-0.0012361i,-0.00032055-0.00026287i,-0.00018836+0.00028583i,0.00020046+0.00015098i,0.00026405+0.00013506i,0.00062392-9.9536e-05i,-6.1969e-05-0.00031273i,-0.00042417+0.00022283i,3.1754e-05+0.00027947i,6.3557e-05-9.5736e-05i
0.00042315+0.0018479i,0.00064019+0.0012333i,0.0011602+0.0002899i,0.0019432+0.00035622i,0.00085335+0.00089651i,-0.0006186+0.00087238i,-0.00074029-0.00026892i,-0.0005648-0.0010801i,-0.00080848-0.00067047i,-0.00064975-0.00045357i,-0.00085296-0.00077109i,-0.00075399-0.0010493i,-1.1839e-05-0.00062194i,-2.3876e-06-0.00020874i,-0.00030006-0.00023936i,-0.0001291-0.00012942i,3.6094e-05+0.00055821i,0.00039561+0.00157i,0.0004242+0.00077057i,-0.00012592-2.0345e-05i,-0.00016989-1.5421e-05i,-0.00033147-8.1716e-05i,4.2033e-05-0.00017056i
0.00039296+0.00099651i,0.00013972+0.00091414i,0.00083945+0.001369i,0.00013136+0.0016967i,-0.00010947+0.00060699i,-0.0004038-0.0004698i,-0.00047254-0.00032237i,0.00048355-0.00014924i,0.00064015-0.00076607i,0.00061182-0.00131i,-6.9812e-05-0.00079923i,-0.0006334-0.00048023i,-9.5248e-05-0.00049409i,2.9882e-05-8.1955e-05i,-0.00050068+0.0005394i,-0.00070193-0.00033239i,-1.9474e-05-0.0012079i,0.00037687-0.00075326i,0.0007838-0.00051953i,0.00097104-0.0008981i,0.00025448-0.00088449i,0.0002505-0.00050036i,0.0006041-0.00036791i
0.0011896-0.00012628i,0.0011984-0.00097922i,0.00065375-0.0017308i,0.00011512-0.00085989i,-0.00019252-0.00034235i,0.00029889-0.00046751i,0.00051065+0.00021431i,-0.00030052+0.00023174i,-0.00067704-0.0010548i,-0.00018108-0.0017114i,-0.00045683-0.00082751i,-0.00089727-0.00024835i,-0.00076769-0.00029136i,-0.00033581+2.5893e-05i,-0.00030039+0.00035573i,-0.00064595-0.00018947i,-0.00041261-0.0012369i,-0.00083852-0.0010485i,-0.00099625-0.00047989i,5.1248e-05-0.0005106i,0.00067378-0.00079468i,0.00042725-0.00076025i,0.00022124-0.00021322i
-0.00036269+0.00047605i,0.001197+0.00044519i,0.0017829+0.0001376i,0.0010326+0.00073454i,-0.0002982+0.00095755i,-0.00093392+0.00038071i,-0.0013108-9.9041e-05i,-0.00060996-0.00072975i,4.6369e-05-0.0010062i,3.8642e-05-0.00083473i,0.00033009-4.2344e-05i,-7.6183e-05+0.00015832i,-0.001259-0.00059843i,-0.0013209-0.00069166i,-0.0011217-0.00034155i,-0.00054776+0.00013989i,-3.7164e-05+0.00016601i,0.00010168+0.00022957i,0.0002034+0.00047842i,-2.2693e-05+4.9452e-05i,-0.00063777-8.4512e-05i,-0.00077164-0.00085928i,-5.561e-05-0.0010218i
-2.2867e-05+0.0017599i,-0.0004997+0.0026343i,-0.0010782+0.0035468i,0.00022698+0.0027327i,0.0006128+0.00082561i,0.00012247-0.00079144i,-0.00018668-0.0010323i,-0.00011635-0.0012772i,0.00017971-0.0015999i,0.00059517-0.0015919i,0.00072335-0.00073684i,0.00061333-0.00044195i,0.00094017-0.00078787i,0.00030289-0.0011147i,-0.00020312-0.001014i,-0.00041276-0.00025111i,-0.00091375+0.0001222i,-0.00099951+1.4994e-05i,-0.00013146+0.00021086i,0.00042207+4.667e-05i,0.00034907-0.00047926i,0.00062639-0.0011372i,0.0006098-0.00062867i
-0.0016789+0.0012152i,-0.0022409+0.001516i,-0.0014931+0.0016968i,-0.0011132+0.0021544i,-0.0006173+0.0022213i,0.00021592+0.0017033i,0.00043638+0.00037062i,-0.00034928-0.00085224i,-0.001365-0.0012182i,-0.00065429-0.00094947i,0.00025766-0.00093617i,0.00055506-0.00075155i,0.00029235-0.00038855i,-0.00010729-0.000572i,-0.0002092-0.001052i,0.0002453-0.0012002i,0.00060399-0.00070851i,7.8652e-05+0.00031404i,-0.00025514+0.00091825i,-2.471e-05+0.00065587i,-0.00021578+0.00024829i,-0.00015347+0.00043258i,-0.00027674+0.00081674i
0.00097363+0.00038203i,0.0010701+0.00055698i,0.001987+1.0379e-05i,0.0019353-0.00023075i,0.00055875-0.00029486i,-0.00012803-0.00054129i,-0.00029466-0.00028151i,-0.00024139-0.00018421i,-0.00054212-0.0014257i,-1.4611e-06-0.0016711i,0.00083853-0.000198i,0.00052066-4.6694e-05i,-0.00026333-0.00053402i,-0.00092732-0.00059514i,-0.0011102-0.00044901i,-0.0012225-0.0001636i,-0.00082896-0.00083091i,0.00026278-0.00089637i,0.0012044-0.00019185i,0.0010217-4.0796e-05i,0.00080797-0.00016553i,4.1941e-05-5.1204e-05i,-0.00069526+0.00016781i
0.00091291+0.0014072i,-0.00059013+0.0017502i,-0.0014089+0.0018948i,-0.0014163+0.0019311i,-0.0012694+0.0016114i,-0.00029749+0.00099838i,0.00028576-0.00010914i,4.3556e-05-0.0010795i,-0.00052558-0.0016592i,-0.00082797-0.0017292i,-0.00043871-0.0011898i,0.00011154-0.0012869i,-0.00041392-0.0011131i,-0.0014433-0.00043367i,-0.0015308-0.00019891i,-0.0011109-1.0998e-05i,-0.00082254-0.00046395i,-0.00011091-0.00083965i,0.00026322+0.00030961i,-3.6812e-05+0.0012127i,-6.4137e-05+0.00014439i,-0.00019362-0.00091266i,-0.00028131-0.00071359i
-9.2579e-05+0.00014997i,-0.00028619-0.00026693i,-0.000523-7.8424e-05i,-0.00055025+0.00013745i,-0.00027039-0.00015952i,0.00037541+0.00017125i,-0.00024857+0.00023465i,-0.00095541-0.00053225i,-0.00087358-0.00083594i,-0.0009344-0.00037518i,-0.00073528-0.0003821i,-0.00036243-0.00029432i,-8.4762e-05+0.00030459i,0.00021124+4.3702e-05i,0.00047632-0.00031696i,0.00080251-0.00030644i,0.00062972-0.00075819i,0.00065258-0.00090474i,0.00081275-0.0009075i,0.0001949-0.00052306i,-0.00013231+7.9793e-05i,0.00029706+0.00016361i,0.00058053-0.000109i
-0.0021238-0.00019806i,-0.0019863+9.9733e-05i,-0.0017291+0.0004849i,-0.0014315+0.00057466i,-0.0010164+0.00017548i,-0.00067691-7.0956e-06i,-0.00077572-0.00027323i,-0.00065269-0.00094195i,-0.0002285-0.0015821i,-0.00053264-0.0013655i,-0.0013022-0.0010249i,-0.0010661-0.00072369i,-0.00039817-0.00031246i,-0.00048632-0.00042675i,-0.0004116-5.8673e-06i,0.00013458+0.00024244i,0.00089494-0.00031476i,0.0012589-0.00045008i,0.00087826+0.00015076i,0.00043191+0.00011488i,-0.00012002+0.00043069i,-0.00020446+0.0011282i,0.00016525-0.00014258i
-0.0016439+0.00010142i,-0.0020208-0.00086942i,-0.0020752+0.00018626i,-0.001574+0.0029452i,-0.00076994+0.0030564i,0.0012807+0.0012025i,0.0022632+0.00098792i,0.0017785+0.0014393i,0.00013411-3.1129e-05i,-0.00014345-0.00073219i,4.4172e-05-0.00049691i,-0.00026122-0.00015547i,0.0004498+0.00050081i,0.00038599+0.00092324i,-5.9539e-05+0.00084979i,0.00028966+0.00043778i,0.00049443+3.7283e-05i,0.00057715-0.00077258i,0.0005-0.00026128i,-2.765e-05+0.0002609i,-4.8475e-05+0.00011413i,0.00012753+0.00052004i,0.00022028+0.00012017i
0.0022368+0.00028331i,0.0013483+0.00021657i,-5.7405e-05+0.00029751i,0.00018841+0.00028676i,0.00015071+0.0002717i,-0.00044068-0.00025042i,0.00022736-0.00088643i,0.00042479-0.0012115i,-0.00029964-0.0018882i,-0.00043191-0.0024741i,-0.00024348-0.0012567i,-0.00056115+0.00037624i,-0.00052615+0.00015971i,-0.00048754-0.00050153i,-0.00026171-0.00096629i,0.00067985-0.00092264i,0.0012304-0.00039611i,0.0013264+6.9672e-05i,0.0010979+0.00024627i,0.0006005-0.00018089i,-0.000236-0.00059897i,-0.0002699-0.00040104i,0.00045258-0.0009742i
-0.00063784-0.00023185i,0.00063449+4.2556e-06i,0.00030191+0.00098569i,0.00051242+0.00069542i,0.00063248-0.00026465i,0.00021615+0.00011406i,-0.00018468+0.00028327i,0.00012952-0.00053523i,0.0001847-0.00093793i,0.00024502-0.00090385i,1.126e-05-0.0007834i,-0.00057341-0.0010757i,-0.00052637-0.00093077i,-0.00054741-0.0005966i,-0.00039632-8.4248e-05i,-0.00053315+0.00028043i,-0.0010823-0.00032799i,-0.00087417-0.00082741i,7.6634e-05-0.00027476i,0.00077138+0.00020999i,0.0010357-1.416e-05i,0.00027866-0.00014403i,4.6534e-05+0.00032823i
0.00065443-0.00024754i,-0.00074573+0.00068957i,-0.0014526+0.00075996i,-0.0017515+0.00049589i,-0.0012422+0.00050365i,-0.00040576+0.00028162i,0.00048585+0.00027237i,0.00076269-0.00045307i,0.00058885-0.0010394i,0.00043245-0.0014824i,0.00093481-0.0014574i,0.00071331-0.000506i,-0.00016539+1.935e-05i,1.6146e-05+0.0005325i,-0.00059659+0.00047861i,-0.0008846+0.00025259i,-7.4115e-05+0.00036446i,0.0001351+0.00019713i,0.00038389-0.00054224i,0.00086414-0.00028096i,0.0008278+0.00063177i,-0.00042088+0.00038734i,-0.00065239-0.00064878i
0.001762-0.0017935i,0.0018429-0.0016818i,1.3729e-05-0.002053i,-0.00082178-0.0020053i,-0.00076088-0.0010807i,-0.00086769-0.00046422i,-0.0011421-0.00047874i,-0.00067614-0.00065825i,-0.00015995-0.0012465i,-7.1212e-05-0.0017294i,1.991e-05-0.0012038i,0.00032124-0.00077849i,0.00044126-0.0005735i,0.00091343-0.00033505i,0.00094339-0.00028574i,0.00069014-0.00023367i,0.00051797-0.00036029i,0.0002043-0.00047691i,6.0795e-05-6.3928e-05i,0.00019728+4.8394e-05i,0.00072047-0.00056149i,0.00023591-0.00044556i,-0.00068608-0.00028505i
0.00017517+0.0002535i,0.00085652+2.2481e-05i,0.0011673+0.00048918i,0.00012142+0.00025995i,-0.00087821-0.00032725i,-0.00080104-0.00044842i,-0.00027575-0.00016115i,-0.00032845-0.0003934i,-0.00050469-0.0013316i,3.4789e-05-0.0018718i,0.00086998-0.0016294i,0.00093397-0.00040904i,0.00043124+0.0003353i,-4.1251e-05+0.00034411i,-0.00016646+0.000377i,-0.00048029+0.00059167i,-0.00080995+0.00094451i,-0.00075961+8.3762e-05i,-2.0538e-05-0.00030893i,0.0009557+0.00050763i,0.00092372+8.8556e-05i,0.00057583-0.00015975i,0.00033647+0.0007879i
