0.0016295-0.00060595i,0.0013721-0.0023641i,-0.00039981-0.0021859i,-0.001773-0.0016935i,-0.0021808-7.6302e-05i,-0.00175+0.0015708i,-0.0011065+0.0017485i,-0.00016405+0.0013042i,0.0012961+0.00020332i,0.0013486-0.00041283i,0.00027526-0.00079446i,4.6408e-05-0.0010062i,-0.00010956-0.00050078i,-0.00015301+0.00027096i,-6.0371e-05+0.00059157i,-0.00039687+0.00033797i,0.00038793+0.00042182i,0.000818+0.00081257i,-8.5023e-05+0.00043725i,-0.00050293-4.347e-05i,-0.00053602-0.00016878i,-0.00049833-0.00011994i,-0.00051734+0.00034868i
-0.00062456+0.0013838i,0.0004941+0.0012189i,0.00075081-0.0002639i,0.00011348-0.0013753i,-0.00043937-0.0010496i,-0.00028121-0.00141i,-0.00065112-0.0018738i,-0.0014944-0.0010134i,-0.0010681+0.00039827i,-0.00017813+0.001093i,0.00047855+0.00068923i,0.0012111-6.2273e-05i,0.00083506-3.1527e-05i,0.0001169+0.00044623i,-0.00074864+0.00058451i,-0.0010871+0.00056257i,-0.00076219+0.00036193i,-0.00072032-2.4017e-05i,-0.0013071-6.5354e-05i,-0.0011549-6.1964e-05i,0.00030118-0.00028863i,0.00085209-0.00017511i,0.00066714-0.00011938i
-0.00055025+0.00131i,0.00032857+0.0014355i,0.00066511+0.0013372i,-0.00086528-0.00031276i,-0.001611-0.00078211i,-0.0014219-1.2928e-05i,-0.0018007-0.00047229i,-0.0016409-0.00052959i,-0.00037507-0.00015675i,2.3324e-05-0.00037081i,-0.00060687-0.0006701i,-0.00089567-0.00035262i,-0.0005242+0.00049443i,2.9491e-05+0.00097577i,5.7751e-05+0.00050462i,-0.00030294+0.00033022i,-9.4048e-06+0.00041625i,-0.00014222+0.00010351i,-0.0005829-3.9245e-05i,1.7331e-05+0.00061192i,0.0006416+0.00059185i,0.00065662+0.00029496i,0.00030242-0.00016513i
-0.0014827+0.00014708i,-0.0015584+0.00022857i,-0.0012061-0.00034151i,-0.00096023+8.9409e-05i,-0.00087137+0.00032585i,-0.00051349-0.00028649i,-0.00080426-0.001073i,-0.00075013-0.0011633i,0.00019601-0.00092287i,0.00060789-0.00066593i,0.00030894+0.0002144i,-4.6365e-05+0.00082022i,3.6581e-05+0.00045461i,0.00053231+0.00046417i,0.00051659+0.00057409i,0.00086443-5.759e-05i,0.00088238+0.00022455i,-0.00030036+0.00099737i,-0.0011264+0.0010097i,-0.0014406+0.00044946i,-0.00091008-4.9822e-05i,-0.00026236+0.00042068i,-1.8523e-06+0.00083018i
-0.0023536-0.00050857i,-0.0023197-0.00049634i,-0.0019564-0.00096916i,-0.0010574-0.0016166i,9.0678e-06-0.0020899i,0.00029994-0.0019883i,-0.00032001-0.0014364i,-0.00085602-0.00085205i,-0.00052335+6.7212e-05i,0.00013275+0.00027199i,7.1366e-05-0.00080957i,-2.1264e-06-0.0011674i,-0.00015548-0.00040593i,-0.00040108-0.00015487i,-5.2499e-05-0.00068662i,0.00024313+5.447e-05i,-0.00042833+0.00047918i,-0.0013633-0.00023011i,-0.0017489-0.00050276i,-0.0009131-0.00057805i,0.00027261-0.00036622i,0.00065895-0.00060005i,0.00084611-0.00069722i
-0.00077034-0.00051229i,-0.00087614+0.00031193i,-0.00052389+0.001187i,-0.00023497+0.00084425i,0.00012222-0.00042201i,0.00040643-0.00048832i,0.00025561-0.00022898i,-0.00031783+0.00012172i,-1.7114e-05+0.00019161i,0.00081366+0.00037283i,0.00023982+0.0007195i,-0.00047574-0.00012596i,0.00016487-0.0008515i,0.00045865-0.00059428i,-4.5989e-05-0.00076048i,6.8014e-05-0.00027648i,0.00036751+0.00042993i,0.00051584+7.8227e-05i,0.00035206-0.00018074i,-0.00037812+0.00062461i,-0.00034913+0.0008353i,-0.00012405+0.00026524i,-9.1307e-05+8.4874e-05i
-0.00056286-0.00028844i,0.00028027+4.6364e-05i,-0.00038308+0.0013035i,-0.0014484+0.0011786i,-0.00083517-0.00016826i,-7.599e-05-0.002122i,-0.00011767-0.0026414i,-0.0013123-0.001477i,-0.0010075-0.00017702i,0.0004034+0.00048149i,0.00070678+0.00089298i,0.00067348+0.00079199i,0.00068791+0.00055384i,-0.00013013+0.00043936i,-0.00058275-0.0001219i,0.00068085-0.00062464i,0.00078914-0.00050707i,0.00050644-6.8246e-05i,0.00092824+3.5655e-05i,0.0007141+0.00014871i,7.715e-05+1.907e-05i,-0.00021738-3.273e-05i,-0.00031577+0.00063534i
0.0028806-7.1969e-05i,0.0018259-0.0004264i,0.0010319+6.8782e-05i,-0.00028136+0.00033577i,-0.0011245-0.00089198i,-0.00091489-0.0018554i,-0.0011728-0.0016949i,-0.00079846-0.00096677i,0.00024327-0.00048142i,-6.2127e-05-0.00035597i,-0.00089991-0.00024625i,-0.00079646+3.8032e-05i,-0.00069431+0.00061001i,-0.00072217+0.00084761i,-0.00014764+0.0011056i,-0.00015532+0.0013147i,0.00039871+0.0010243i,0.00069206+0.00062851i,6.9299e-05+0.00043727i,-7.9247e-05+0.00081887i,9.3179e-05+0.0011485i,0.00081324+0.0011167i,0.00033461+0.0010273i
0.001939+0.0014824i,0.0024801+0.00015735i,0.0012079-0.00064517i,1.5764e-05-0.00088914i,0.00026297-0.0012687i,0.0002972-0.0011648i,-0.0014127-0.00092383i,-0.002129-0.0003088i,-0.00091153+0.00028794i,0.00011289+0.00038413i,0.0002134+0.00027023i,-0.00014805+7.0182e-05i,-0.00047046+0.00039479i,-0.0014929+5.6758e-05i,-0.0016709-0.00045886i,-0.0013743+0.0002633i,-0.0011926+0.00026297i,0.00019863-0.00047509i,0.00067123-0.00075398i,0.00033429-0.00057771i,0.00033775-5.0902e-06i,-0.00034747+0.0004686i,-0.00042533+0.00046156i
0.00105+0.0021631i,0.0012253+0.00052386i,-0.0002917-0.001219i,-0.0011795-0.0014717i,-0.00078205-0.001102i,-0.00083218-0.00082408i,-0.0010857-0.00025375i,-0.0012583+0.00041897i,-0.00059162+0.0010634i,-0.00018915+0.0012733i,-0.00045521+0.00023415i,-0.00050231-0.00019181i,-0.0007841+0.00026592i,-0.0014575+0.00017206i,-0.0007665+0.00049819i,0.00028332+0.00077728i,-0.00036425-4.9635e-05i,-0.00097541+0.0001445i,-0.00084621+0.00071741i,-0.0011814-0.00011915i,-0.00088404-0.0003518i,-0.00016785+0.00037703i,-0.00035328+0.00049163i
-0.0017634-0.00016501i,-0.00097236+0.00029209i,-0.0014482-0.00012538i,-0.001445-0.00033008i,-0.00075392-0.00018908i,-0.00020592-0.0011135i,0.00035334-0.0013356i,-1.8769e-05+0.00021356i,-0.00030842+0.0011679i,3.9894e-05+0.0018521i,-0.00031474+0.0027725i,-0.00083448+0.0019345i,-0.00065455+0.00018026i,-0.00017736-0.00032364i,0.00020294+0.00041814i,0.00055738+0.00098776i,0.00083945+0.00045111i,0.00039333-6.6789e-05i,-0.0003492-0.00027382i,-0.00042677-0.00052124i,-0.00070194-0.00087628i,-0.00080383-0.00080548i,0.00071296-0.00060043i
0.0016522-2.3179e-05i,0.0016924-0.00017414i,0.0022583-0.00098238i,0.00046795-0.0013595i,-0.0016235-0.0016584i,-0.0017156-0.0018776i,-0.00081347-0.0012274i,0.000713-0.0010371i,0.00091009-0.00088857i,0.00012117-0.00067773i,9.4404e-05-0.0011813i,-0.00015902-0.00081997i,-0.00024722+0.00033608i,-0.00021339+0.0011022i,-0.0007354+0.0012139i,-0.0015626+0.00051982i,-0.0010675+7.6348e-05i,-2.8043e-05+0.00048019i,-3.6625e-05+0.00061135i,-0.00061484-0.00010579i,2.5291e-05-0.00067761i,0.0010339-0.00090141i,0.00037103-0.001096i
-0.00025128-5.1315e-05i,-0.00035673-0.00075212i,-0.00016645-0.0013339i,1.7128e-06-0.00098209i,-0.00037929-0.00073426i,-0.00054643-0.00055976i,-0.00063229-0.0010123i,-0.0010784-0.0016848i,-7.437e-07-0.0016773i,0.001227-0.0017718i,0.0007032-0.0014254i,0.00046521-0.00043336i,0.00019067+0.00061424i,-0.00073489+0.001136i,-0.0014072+0.00040859i,-0.0005474+2.9018e-05i,0.00046059+0.00064451i,0.00029683+0.00040618i,-6.6223e-05+0.0001377i,-0.00047592+0.00031217i,-1.8686e-05-0.00026296i,0.00025986-6.707e-05i,9.1721e-05+0.00058309i
-0.0003253+0.00070007i,-0.00032356+0.0016821i,-0.00027546+0.0026355i,0.00098156+0.0012686i,0.00085483-0.00048441i,-0.0007295-0.0017509i,-0.00152-0.0020704i,-0.0015452-0.0013046i,-0.00094572-0.00044263i,-0.00034257-0.00038567i,-0.00092714-0.00049151i,-0.0017197-6.2617e-05i,-0.0021168-0.00036899i,-0.0018323-0.00081764i,-0.0010466-0.00086682i,-0.00087115-0.00072071i,-0.00050577-0.00026788i,0.00020244-0.00030824i,0.00064152+0.00061319i,-0.00012523+0.0011481i,-0.0002265+0.00017646i,0.0003254+0.00020973i,0.00022017+0.00054975i
0.0021634-1.3913e-05i,0.001461-0.0001592i,0.0010894-0.00050881i,0.00016369-0.0021889i,-0.001439-0.0027443i,-0.0019909-0.001763i,-0.0020431-0.00080821i,-0.0017727+5.2374e-05i,-0.00067832+0.00067569i,-0.00098605+0.00097705i,-0.0017922+0.00076628i,-0.0015001+0.00065348i,-0.00052685-2.4805e-05i,-0.00031397-0.00044669i,-0.00099201-0.00039475i,-0.0006916-0.00020042i,-0.00030917-0.00018133i,-0.00075327-0.00073411i,-0.00037002-0.0009308i,0.00057573-0.00015752i,0.00072938+0.00040821i,0.00018284-3.9978e-05i,-0.00041136-0.000534i
0.0034526+0.0019054i,0.003891+0.001312i,0.0025713+0.00075073i,0.00022346+5.7357e-05i,-0.0012727-0.00020416i,-0.0017795+0.00038184i,-0.0014681+0.00060488i,-0.00048352+0.0011551i,0.00069772+0.0016428i,0.00036452+0.0016076i,-0.00056338+0.0015794i,-0.00098809+0.0011164i,-0.00078236+0.00026694i,-0.00078848+0.0002641i,-0.0010415+0.0010325i,-0.00055946+0.0008025i,-9.4553e-05-4.5516e-05i,0.00039764-0.00032446i,0.00089695-3.2196e-05i,0.0013332-0.00043883i,0.0013942-0.0010484i,0.00055811-0.0011584i,-5.3816e-05-0.00090143i
8.3615e-05+0.0027951i,0.00047828+0.0016214i,0.0010249+0.00014379i,0.00091878-0.00092058i,0.00012486-0.0020351i,-0.0011706-0.0035771i,-0.0015361-0.0032897i,-0.0010229-0.0018453i,0.00066487-0.0011632i,0.0013746-0.0010414i,0.00087545-0.0011971i,0.00083496-0.0005901i,0.00070123-0.00086577i,-7.6965e-05-0.0011874i,-0.00089504-2.0634e-05i,-0.0014563-7.4063e-05i,-0.00029461-0.0013128i,0.0010225-0.0014797i,-8.5332e-06-0.0006754i,-0.00040411-0.00018178i,0.00040709+6.9037e-05i,0.00085308-3.2294e-05i,0.00056801+8.8374e-05i
-0.0017072+0.0033775i,-0.0017624+0.0026533i,-0.0016048+0.001152i,-0.00048438-0.0005637i,-0.00043732-0.0012061i,-0.0010312-0.0016945i,-0.0011413-0.0015499i,-0.0010957-0.0015124i,-0.00030133-0.0016573i,0.00028839-0.0019171i,-0.00040982-0.0021385i,-0.00087616-0.0025193i,-0.00059793-0.00255i,-0.00080332-0.0018649i,-0.00083783-0.0011501i,-0.00026583-0.00048175i,0.00050513-6.1729e-05i,-0.00017085-9.9934e-05i,-0.00059262-6.4586e-05i,8.7124e-06+0.00043155i,0.0003049+0.00044601i,0.0011615+0.00014511i,0.0013781+0.0003166i
-0.0021419-0.00049209i,-0.0027414-0.000521i,-0.002359-0.0013719i,-0.0015768-0.0007101i,-0.00099876-0.00014109i,-0.00080375+0.00089646i,-0.00077505+0.00086568i,-0.00089496-0.00012875i,-0.0011992-0.00040123i,-0.0014545+2.3513e-05i,-0.001024+0.0011413i,-0.00043991+0.0014189i,0.00065423+0.00091867i,0.001335+0.0015558i,0.00047582+0.0022182i,3.0458e-05+0.00081824i,0.00033547+0.00045915i,0.00031085+0.00068124i,0.00011041+0.00043325i,0.00032801-0.00038259i,0.00099724-0.0013814i,0.00032435-0.00076419i,-0.0001301-0.00024963i
3.4637e-06-0.0017679i,-0.00017565-0.0018259i,-0.00028797-0.0019424i,-0.00082121-0.00083285i,-0.0014359-0.00026226i,-0.0011015-0.0006968i,-0.00044859-0.00066177i,-0.00058432+0.00038678i,-0.00087444+0.0016297i,-0.00089143+0.0023166i,-0.00051331+0.0018142i,0.00031541+0.0013401i,0.00081551+0.0014299i,0.00070537+0.0020763i,-0.00011468+0.0016459i,5.9076e-05+0.00042443i,0.00076012+0.00049558i,0.001125+0.00071177i,0.00091803+0.0003916i,0.00054365-0.00029296i,0.00067934-0.00039222i,0.00058568-0.00026761i,7.1579e-05-0.0002764i
0.00050687-0.0018332i,2.7957e-05-0.0020046i,-0.00068835-0.0012384i,-0.0015462-0.0011142i,-0.0012105-0.00043237i,-0.00077972-0.00086442i,-0.00065665-0.0016656i,2.9022e-05-0.00071424i,0.00099804+0.00044683i,0.0019791+0.00033217i,0.0018894+0.00044012i,0.0014182+0.0006842i,0.0014154+8.201e-05i,0.0002043-0.00034023i,-0.00024149+4.182e-05i,0.00050351-0.00030179i,0.00050079-0.00090952i,-0.00018008-0.0011234i,-5.832e-05-0.00093223i,0.00028315-0.00016679i,0.00014352+0.0006432i,0.00047529+0.00054703i,0.00064139-0.0006668i
0.0001167-0.0011518i,0.0011149-0.00067866i,0.00074882+0.00018518i,0.00040668-0.00045698i,0.0010518-0.0012333i,-1.6126e-05-0.0016233i,-0.0011402-0.0017602i,-0.00055207-0.0014109i,-5.2081e-06-0.0012023i,0.00021617-0.0015168i,4.0826e-05-0.0018778i,-0.00028578-0.0016218i,-0.00085446-0.0018616i,-0.00060438-0.001719i,0.00023717-0.0004426i,-0.00023967+0.0001008i,-0.00077068+0.0001065i,-0.00058422+0.00026909i,-0.00013572-1.4857e-05i,5.2244e-05-0.00054578i,-0.00031532-0.00074631i,0.00010898-0.00017301i,0.00042663+3.315e-05i
-0.00015258-0.000223i,-7.0361e-05+0.00034629i,-0.00039018+0.00089509i,0.00020077+0.00033674i,0.00039373-0.00053139i,2.9314e-05-0.0014679i,-0.00018542-0.0022878i,-0.00054066-0.0020656i,-0.00065143-0.00093003i,-0.00094055-0.0010025i,-0.0012487-0.0011472i,-0.0010678-0.0004752i,-0.0002683-0.00054095i,0.00029687-0.00082646i,3.3522e-05-4.9913e-05i,0.00026287+0.0011387i,0.00028493+0.0020006i,-0.0011185+0.0016088i,-0.0014831+0.00062775i,-0.00064028+0.00020002i,7.8292e-05+0.00021933i,0.00063943+0.00074126i,0.00056915+0.00039007i
0.0037091+0.001261i,0.002616+0.00068976i,0.0017055-0.0006062i,0.00081128-0.0012632i,-0.00044953-0.0015336i,-0.0006075-0.0019054i,-0.00087776-0.0016084i,-0.0012608-0.00046361i,-0.0012555+0.00062745i,-0.0010833+0.0014749i,-0.00078056+0.0010328i,-0.00015535+0.0013162i,-0.00014345+0.0016687i,-9.0846e-06+0.0012247i,8.8e-05+0.0012874i,0.00041696+0.0011974i,0.0011467+0.0012848i,0.0010128+0.00064501i,0.00044086+0.0002921i,-0.00035537+0.00049323i,-0.00072594+0.00045591i,-0.00041672+0.00052117i,-8.2522e-05+0.00083484i
0.0019231-0.00058232i,-0.00032879-0.00049257i,-0.0010374-0.0015587i,-0.0014483-0.0009475i,-0.0011084-0.00026633i,0.00026324-0.00095578i,0.00038445-0.00040967i,-0.00025987+0.00047478i,0.000259+0.0009831i,0.00062964+0.0021698i,0.00024577+0.0026415i,0.0002522+0.0023476i,0.00080921+0.002076i,0.00036281+0.0023142i,-0.00103+0.0014732i,-0.00080515+0.00063566i,7.0497e-05+7.7063e-05i,6.6961e-05-0.00021523i,0.00046737-0.00014819i,0.0013607-0.00049711i,0.0012796-0.00039318i,0.00061748+0.00066956i,-0.0002409+0.00098439i
-0.0012588+0.0019641i,-0.00090185+0.00090474i,-0.00028552+0.00047988i,6.5285e-05-0.00020783i,2.3617e-05-0.00077382i,-9.8876e-05-0.0018158i,-0.00068528-0.0023514i,-0.00054523-0.0012456i,0.0007557-0.00019228i,0.0016062-0.00018564i,0.0016004-0.00056522i,0.0011968-0.00077226i,0.00070777-0.00091314i,-0.00085266-0.00030136i,-0.0019146-7.6608e-05i,-0.0014306+0.00016902i,-0.0012163+0.00042886i,-0.0007113-0.00068069i,-0.00018669-0.00099839i,-0.00052383-0.00038516i,-0.00013692+1.9752e-05i,0.00053231+0.00022704i,0.00041326-0.00033469i
-0.00010453-0.00013493i,-0.000201-0.0012802i,-0.00072554-0.0012075i,-0.0015409-0.00095766i,-0.0015337-0.00062373i,-0.0011788-0.000674i,-5.815e-05-0.0016159i,0.00037814-0.001837i,0.00031118-0.0017557i,-0.00012052-0.0022209i,-0.0012797-0.0022087i,-0.0010721-0.00089122i,7.2716e-05+0.00032329i,0.00025348+0.00083666i,-0.00046486+0.0017189i,-0.0010694+0.0014217i,-0.00097734+0.00088422i,-0.00068054+0.00069737i,-0.00054+3.7354e-05i,-0.00029352+0.00022994i,-0.00057614+0.00050335i,-0.00085163-0.00016369i,-0.00051337-0.00021521i
-0.00053939-0.00056069i,0.00010152+0.00010202i,0.0013816+0.00049748i,0.00079137+0.00063054i,0.00017553+4.5444e-05i,0.00020539-0.0010323i,-0.0010503-0.0015877i,-0.0019521-0.00092297i,-0.0019392-0.0004585i,-0.0022012-9.2681e-05i,-0.0019808+0.00057337i,-0.00083146+0.0013121i,-6.1089e-05+0.0015684i,4.8208e-05+0.0014761i,-2.1692e-05+0.001427i,-3.3502e-05+0.0011239i,0.00092142+0.00064109i,0.0013719+0.00052339i,0.00082353+0.00076522i,0.00024231+0.0010444i,-4.7745e-05+0.00061671i,-0.0002975-5.9545e-05i,-0.00099028-0.00038349i
-0.00085825-0.00028064i,-0.00085827-0.00017111i,-0.0024685-0.0009i,-0.0037948-0.0017365i,-0.002125-0.0020053i,-4.0631e-05-0.0014884i,0.00030748-0.00072512i,-0.00078614+0.00042384i,-0.0020504+0.0016065i,-0.001848+0.0016956i,-0.0004944+0.0011777i,0.00030982+0.00074906i,-0.00018464+0.00062917i,-0.00073277+0.00065915i,-0.00017105-9.9064e-05i,0.00042853-0.00087589i,0.00016384-0.00044207i,-0.00022182-0.00038554i,0.00038285-0.00024343i,0.0011285+0.00054707i,0.00080945+0.00063435i,1.6862e-06-0.00036863i,-0.00023124-0.00036116i
-0.0008972+0.00058256i,-0.00028686+0.00091108i,0.00042537+0.00060099i,0.00057399+0.00046353i,-0.00054838+0.00011943i,-0.001058-0.0011045i,-0.00022784-0.0017587i,0.00012614-0.00066272i,7.7962e-05+0.00069851i,0.00012354+0.0013491i,1.9602e-05+0.0019562i,6.7371e-05+0.0015451i,-0.00065676+0.00071183i,-0.0016071-0.00011235i,-0.0018971-0.0011126i,-0.0019962-0.0013504i,-0.002214-0.00077006i,-0.0011992-0.00032014i,-7.515e-05+4.3822e-05i,0.00059642-0.00071819i,0.00058815-0.0007854i,-0.00065471+0.00014879i,-0.00072099-3.1231e-06i
-0.0022141-0.00067457i,-0.0027744+0.0005687i,-0.0029196+0.00066092i,-0.0016712-0.00038032i,1.2876e-05-0.00058895i,0.00027569-0.0015075i,-0.00034922-0.0024294i,0.00016943-0.0021201i,0.0011821-0.0015243i,0.00064776-0.00054608i,-0.0012642-0.00020499i,-0.0014297-7.6883e-05i,-0.00089389+9.8626e-05i,-0.0010437+0.00043122i,-0.00081094+0.00040871i,-0.00047373+0.00079308i,0.00015555+0.001472i,0.00023448+0.0011998i,0.00019565+0.0007238i,0.00062124+0.00046788i,0.00055422+0.00025408i,3.8083e-05+1.9302e-05i,2.3598e-05-0.00027409i
-0.00013383+0.00029246i,-5.5314e-05+0.00021532i,7.2715e-05-2.8282e-05i,-0.00041149-0.00076123i,-0.00064235-0.0017958i,-0.0014538-0.0021693i,-0.0020945-0.0018256i,-0.0011522-0.0012354i,-0.00015409-0.0012723i,-0.00028028-0.001912i,-0.00050759-0.0013055i,-0.00049914-0.0001123i,-0.00087865+0.00039136i,-0.0010261-0.00059677i,-0.00062995-0.00079205i,-0.00033932-5.6502e-05i,0.00015399-0.00015596i,0.00091824-0.00080231i,0.0015485-0.0006958i,0.00086868+0.00078968i,-0.00033249+0.0010467i,-0.00030582+7.5154e-05i,-0.00015944-0.00027101i
0.00099225-0.0010443i,-0.00027388-0.0021592i,-0.0011326-0.0028811i,-0.0022188-0.0021552i,-0.002388-0.001611i,-0.0021301-0.0011721i,-0.0016552-0.00057733i,-0.0014575-0.0012997i,-0.0021768-0.0020298i,-0.0015799-0.002133i,-0.0010344-0.001117i,-0.00099862-3.35e-05i,-0.00089741+0.00013018i,-0.0010369+0.00027002i,-0.00072387-5.8896e-05i,-0.00072913-0.00098321i,-0.00022098-0.0015263i,-7.0864e-05-0.00104i,0.00022878+0.00013677i,0.00088023-3.8448e-05i,0.00096183-0.00072918i,0.00069709-0.00064428i,8.6846e-05-0.00048934i
-0.0010006+0.00088061i,-0.00074133+0.00058826i,-0.00014494+0.00052897i,-0.00021278+0.00084145i,-2.3811e-05+0.00070497i,0.00026688-0.00038393i,-0.0010176-0.0015633i,-0.0019668-0.0013665i,-0.0019052-4.3593e-05i,-0.0016536+0.00058773i,-0.0012575+0.00088967i,-0.00070558+0.00095131i,-0.00040365+0.00029896i,-0.00055372-0.0010814i,-0.0010904-0.0017034i,-0.0023017-0.0010053i,-0.002206-0.0004662i,-0.00094736-6.1533e-05i,-0.00033105+0.00052623i,-0.00012222+0.0010611i,-0.00012747+0.0014257i,-0.00014558+0.0011749i,0.00036207+0.00046165i
0.0013283+0.0017092i,0.001388+0.0017477i,0.0023372+0.00045363i,0.0015026-0.00067526i,-0.00025663-0.00058841i,-0.00084038-0.00061996i,-0.00071096-0.00034847i,0.00018801-1.1764e-05i,0.00095681+0.0005838i,0.0017101+0.0014373i,0.0024148+0.0016009i,0.0018044+0.00092131i,0.00083911+0.00012206i,-0.00032164-0.00055582i,-0.0013507-0.00090167i,-0.00081029-9.5199e-06i,0.00029513+0.0011387i,0.00043861+0.0018491i,0.00037046+0.0012276i,0.00017281+0.00018206i,0.00015451+0.00039209i,0.00051574+0.00029592i,0.00061642+4.7888e-05i
-0.00014237+0.00088198i,-0.00016363+0.0016181i,-0.00095713+0.0011886i,-0.00063206-9.5665e-05i,-0.0004393-0.00037873i,-0.00040733-0.00033692i,0.0004946-0.00081372i,0.00087036-0.00082819i,0.0010182-0.00045454i,0.001091-0.00024043i,0.00010497+4.0954e-05i,-0.00019628-0.00034372i,0.00052305-0.00011133i,0.0004409+0.00090281i,0.00077029+0.0013478i,0.0021942+0.0013384i,0.0020517+0.0009105i,0.0012356-0.00067159i,0.00089985-0.0020419i,0.0010589-0.0010633i,0.0012833-0.00044443i,0.00071917-0.00045956i,0.00025833-3.3959e-05i
-0.0014179-0.0010496i,-0.0017623-0.0019762i,-0.0010514-0.0025831i,-0.0013507-0.0031603i,-0.0018857-0.0033453i,-0.0017783-0.0021123i,-0.0013282-0.0015792i,-0.0012302-0.0021052i,-0.0010709-0.0021258i,-8.693e-06-0.0016276i,9.4932e-05-0.00093685i,-0.00069424-2.8792e-05i,-0.00014693+6.4268e-05i,0.00013151-0.00055222i,6.8776e-05-0.00090886i,0.00090962-0.0015176i,0.00027369-0.00174i,-0.00025874-0.0011474i,0.00044911-0.00054036i,0.00047444+0.00095752i,0.00095869+0.0015141i,0.0012536+0.00054557i,0.00036511+6.1034e-05i
-0.00059381-0.0012352i,-0.0013303-0.0012379i,-0.0018781-0.00090798i,-0.0028414-0.00065555i,-0.0020559-0.00057283i,-0.0007262-0.00098787i,-0.0009842-0.0011464i,-0.0022249-0.0011822i,-0.0026531-0.0010846i,-0.0016766-0.00074602i,-0.0012827-0.0010774i,-0.00093335-0.0010451i,0.00013592-0.00090046i,0.00055555-0.00073771i,0.00011686-0.00058481i,-0.00054167+0.00018004i,-0.00085619+0.00080985i,-0.00055793+0.0013218i,-0.00079922+0.0021555i,-0.001014+0.0017975i,-0.00030096+0.00089052i,0.00071127+0.00093275i,0.00066336+0.00038372i
-0.00099274-0.0023587i,-0.00058869-0.0028298i,-0.0011671-0.0012635i,-0.00087536+0.00062874i,-0.00055514+0.00092102i,-0.00052563-0.00015081i,-0.00039376-0.00064304i,-0.0009107-0.00052211i,-0.0011059+0.00030087i,-0.0010865+0.0015862i,-0.00058313+0.0015909i,0.0003477+0.00080838i,0.00065551+0.00076296i,0.00026192+0.00087695i,0.00067007+0.00071035i,0.00036245+0.0014042i,-0.00021582+0.0017686i,0.00060156+0.0014007i,0.0011315+0.0011772i,0.00092436+0.0010767i,0.00026102+0.00069746i,0.00019183+5.8051e-05i,0.00074046-0.00023586i
0.0011777+0.00033763i,0.0021258+0.00047209i,0.0021579+0.00022504i,0.002173-0.0011309i,0.0022694-0.002557i,0.00082004-0.0033853i,-0.00031826-0.0027715i,0.00016357-0.00048407i,0.001827+0.0016058i,0.003138+0.0022189i,0.0029475+0.0020272i,0.0022921+0.0013647i,0.00095537+0.00013219i,0.00023792-0.0011458i,0.00064953-0.0017435i,0.0015994-0.0018355i,0.0013069-0.0016022i,0.0004366-0.0012117i,6.4341e-05-0.0011705i,-0.00043719-0.00062852i,-0.0008736+0.00020276i,-0.00043915+0.00063252i,0.00058028+0.0001663i
0.0036463+0.000497i,0.0021715-2.4726e-05i,0.00096397-0.0014657i,-0.00011074-0.0018619i,-0.0017513-0.0015755i,-0.0020562-0.0022561i,-0.0013451-0.0028776i,-0.00039816-0.0024153i,0.00045823-0.0016902i,0.00134-0.0017943i,0.0013982-0.0012303i,0.00080091+0.00032864i,0.00081734+0.00060783i,0.00082472+0.00055486i,0.0005183+0.00021756i,0.0010884-0.00068542i,0.00062127-0.0017345i,-0.00056491-0.002522i,-0.00080719-0.00097588i,-0.0012209+0.00031382i,-0.00092805+0.00060514i,-0.00050008+0.00060099i,-0.00035319-6.5297e-05i
0.00027753+0.002221i,0.00067751+0.0015604i,0.00035461+0.00077973i,-0.00048034+0.00029383i,-0.00040879-0.00053994i,0.0003911-0.0015337i,7.8942e-05-0.0022389i,-0.00096644-0.0025516i,-0.0014616-0.002747i,-0.0007849-0.0023647i,-0.00089705-0.00046512i,-0.0012611+0.0011761i,-0.00058062+0.00094812i,-0.00075053+0.00076022i,-0.00079736+0.00096081i,-0.00091745+0.00058678i,-0.0023643+0.00037422i,-0.0022554+0.0006664i,-0.0013065+0.00067722i,-0.00060392+0.00063489i,0.00017556+0.00058771i,0.00094003+0.0009341i,0.00097551+0.0012314i
0.00032116+0.005443i,0.00081483+0.0035332i,0.0022662+0.0015865i,0.002391-0.00011799i,0.0015388-0.0021716i,0.0010259-0.0028455i,8.4398e-05-0.0017326i,-0.00091424-0.00083351i,-0.0013658+8.7346e-06i,-0.0021218+0.00070622i,-0.0025505+0.00063032i,-0.0015207+0.0012307i,-0.00028275+0.00075497i,-0.00063086-0.0010887i,-0.0010651-0.0012447i,-0.00057388+0.00022159i,-0.00072146+0.0011714i,-0.000942+0.00099367i,-9.4263e-05+0.00079819i,0.00057543+0.00083623i,-4.7921e-05+0.0008864i,-0.00044678+0.00035326i,-0.00037979+0.00025254i
