-0.00033248-0.0006829i,0.00070517-0.00092633i,-0.00048155-0.00044195i,-0.00090634+0.00051199i,-0.0011003+0.00079766i,-0.0022334+7.0101e-05i,-0.0024488+0.00041789i,-0.0013232+0.00094862i,0.00057214+0.00050488i,0.0013087+0.00072173i,0.00059098+0.00098112i,-3.4374e-05+0.00010216i,-0.00014749-0.00099574i,-0.00013248-0.0015214i,-0.00043933-0.00087744i,-0.00092196-3.706e-05i,-0.00028163+0.00013535i,9.3933e-05+0.00083332i,-0.00022676+0.0011473i,-5.0863e-05+0.00037003i,0.00046892+0.00031682i,-0.00011472+0.00035197i,-0.00060261+0.0001569i
0.0011643-0.0033522i,0.00038285-0.0013124i,-0.0012178+0.00065627i,-8.3574e-05+0.0030343i,0.0042024+0.0043188i,0.0059295+0.0023509i,0.0027188-0.0020475i,-0.0016146-0.0061748i,-0.0047462-0.0076598i,-0.0066739-0.0071182i,-0.0064667-0.0051388i,-0.0042764-0.0030718i,-0.0025161-0.0016808i,-0.0020819-0.00081186i,-0.0017413-0.00080757i,-0.0008864-0.00095011i,0.00048213-0.0005635i,0.0015925-0.00041543i,0.0016752-0.0010579i,-6.0332e-06-0.00055386i,-0.0014443+0.0008756i,-0.00093406+0.0015584i,0.00010186+0.00050636i
0.0011108-0.0021419i,0.00019651-0.00019633i,8.3607e-05+0.0013411i,0.0010703+0.0035875i,0.00010562+0.0040334i,-0.0019342+0.00010411i,-0.0034099-0.0042687i,-0.0043056-0.0040052i,-0.0042377+0.00011605i,-0.0035298+0.0034225i,-0.0018546+0.0041145i,-0.0011031+0.0035339i,-0.001398+0.0022487i,0.00036936+0.00089864i,0.001998-4.0527e-05i,0.0012878-0.00053548i,0.00088713-0.00065721i,0.0018588-0.0003898i,0.0031742+0.00010434i,0.0028222-0.00011627i,0.00057392-0.00076803i,-0.00084722-0.00026277i,-0.00044692+0.00024171i
0.0026499-0.0035713i,0.0014961-0.0034765i,-0.00068649-0.0030425i,-0.0026419+0.00069748i,-0.0036464+0.0052207i,-0.0020505+0.0066951i,0.0010624+0.0034681i,0.0030448+0.00081614i,0.0054431+0.0013029i,0.0076371+0.00093756i,0.0075729+0.00097353i,0.0057799+0.0018393i,0.0041453+0.0018544i,0.0029634+0.0010628i,0.0024244-0.00017235i,0.0014361-0.00091845i,0.00028148+4.6492e-05i,0.00052501+0.00062869i,0.0011734+0.00027969i,0.00089459-0.00011907i,-0.00040457-0.00092356i,-0.0014379-0.0005185i,-0.0016458+0.00028112i
0.0078462-0.0087842i,0.0025256-0.0071607i,-0.0034026-0.0076968i,-0.0074828-0.0036673i,-0.0075457+0.0014323i,-0.003896+0.0031841i,0.0011657-0.0003482i,0.0043766-0.0044968i,0.0052182-0.0072025i,0.0037794-0.0084409i,0.0014759-0.0060633i,0.0010898-0.0026502i,0.0012427-0.00044678i,-0.00019058+0.001085i,-0.00060481+0.0015707i,0.00047524+0.0020053i,0.00085071+0.0020474i,0.00030415+0.0017863i,0.00033431+0.00189i,0.00014275+0.00093659i,-0.0011042-0.001311i,-0.0019367-0.0019864i,-0.0015141-0.00023154i
-0.023606+0.021554i,-0.010657+0.019324i,0.0030774+0.026597i,0.014063+0.021364i,0.020106+0.0084932i,0.017427-0.0046408i,0.0082295-0.0064526i,0.0030305-0.0016803i,0.00059977+0.001975i,0.0015313+0.0032553i,0.005008-0.00012381i,0.0064578-0.0043821i,0.0043495-0.0051184i,0.0033256-0.0015375i,0.0056226+0.0019406i,0.005486+0.0019638i,0.0021978+0.0011559i,-3.9894e-05+0.0016248i,0.00014372+0.0018662i,0.0012641+0.00062463i,0.0024079-0.0013903i,0.0023206-0.0029686i,0.0023128-0.0024471i
-0.0052688+0.0069661i,-0.0023954+0.0062908i,0.0012679+0.0059243i,0.0011769+0.0013011i,-0.0020192-0.0029543i,-0.0036246-0.0039586i,-0.0034528-0.0019672i,-0.003002+0.0020988i,-0.0016883+0.0072688i,0.0004559+0.0094951i,0.001849+0.0081575i,0.0010101+0.0046986i,-0.00017606+0.002001i,-0.00023601+0.0018954i,4.8238e-05+0.0024695i,0.00076701+0.0015376i,0.00035745+3.4377e-05i,-0.001066-7.7553e-05i,-0.0013121+0.00060802i,0.00035368-5.6706e-05i,0.0015332-0.00035702i,0.0020126-0.00025028i,0.0014265-0.00010608i
-0.0033208+0.0033653i,-0.0017538+0.0028962i,-0.0015609+0.0037664i,-0.0028079+0.0014634i,-0.0043597-0.0011967i,-0.0058931-0.00028335i,-0.0059971+0.0030868i,-0.0018253+0.0061785i,0.0041941+0.0064533i,0.0081131+0.003499i,0.0073183+0.00086788i,0.0042469+0.00022528i,0.0025462-0.00071565i,0.001088-0.0013249i,-0.00066925-0.00051338i,-0.00090406+0.0010019i,-0.00060423+0.00056137i,-0.0010867-0.0013348i,-0.0014581-0.0019727i,-0.00079816-0.00052568i,0.00011275+0.00043667i,0.00076452+0.00046013i,0.00076814+0.00032578i
-0.0028493+0.0026274i,-0.0035375+0.0025305i,-0.0023069+7.6056e-05i,0.00098531-0.0045844i,0.0034008-0.0070974i,0.0034128-0.0054233i,0.00064994-0.0011628i,-0.00072819+0.001572i,0.00040137-0.00013132i,5.345e-05-0.0033523i,-0.00046538-0.0046779i,0.00018921-0.0045142i,-0.00024198-0.003893i,-0.0015947-0.0033284i,-0.002728-0.0018732i,-0.0017608-0.00043536i,0.00025471-0.00097687i,2.1489e-05-0.0026496i,-0.0011739-0.0022225i,-0.00033288-0.00017299i,0.00062943+0.00087119i,0.00053852+0.0012233i,-0.0001961+0.0012318i
-0.0009449-0.0013217i,-0.0010841-0.0044851i,-0.00019459-0.0068071i,0.0020268-0.0090548i,0.0021831-0.011694i,0.00082249-0.010658i,-0.00082221-0.0051428i,-0.0030106-0.00081508i,-0.0061788+0.00081706i,-0.0082855+0.0017621i,-0.0078897+0.0024916i,-0.0054803+0.0014674i,-0.0026565-0.00093132i,-0.0010404-0.0015326i,-0.00095844-0.0012872i,-0.00057854-0.0013751i,0.00038561-0.0015861i,0.00136-0.0017577i,0.0018556-0.001472i,0.00093246-0.00080507i,0.000217+0.0007245i,0.00082971+0.0015975i,0.00057711+0.0013864i
-0.001777+0.0024576i,0.00061579+0.0016312i,0.0034714-0.00036714i,0.0046098-0.0042774i,0.0025494-0.0070183i,-0.0025816-0.0067842i,-0.0065544-0.0049698i,-0.0066721-0.00073857i,-0.0043765+0.00463i,-0.0013451+0.0072871i,0.00031754+0.0065893i,-0.00026472+0.004138i,0.00026752+0.0021333i,0.0026778-0.00014221i,0.0034554-0.0026062i,0.0016921-0.0024727i,0.00060515-0.0012306i,0.001598-0.0011394i,0.0017046-0.0015329i,-0.00044346-0.00097274i,-0.0024924+0.0006136i,-0.0016873+0.0015462i,-0.00014664+0.00089068i
0.00028262+0.00042651i,0.0019065+0.00091965i,0.0068727-0.00017112i,0.01274-0.0021125i,0.012703-0.0023192i,0.0067735-0.0014609i,0.00028803-0.00055828i,-0.0020126-0.00080324i,8.9228e-05-0.00097245i,0.003999-0.0015914i,0.0049997-0.0028933i,0.0026429-0.0032538i,0.0016138-0.0028679i,0.0022747-0.0026094i,0.0030322-0.002661i,0.0031233-0.0021603i,0.0027906-0.0013534i,0.0026258-0.00071638i,0.0019647-0.00031412i,0.00035996-0.00050862i,-0.0013107-0.00018894i,-0.00149+0.00087456i,-0.00043741+0.0017386i
-0.00038001+0.0012239i,-4.8804e-05+0.00097947i,0.0034993-0.00049111i,0.0092354-0.0024984i,0.014257-0.0044997i,0.014293-0.0063731i,0.0078276-0.0066091i,0.0016238-0.0059774i,-0.00069263-0.0068061i,-0.0013965-0.0083815i,-0.0022776-0.0073155i,-0.0021061-0.0036164i,-0.00072328-0.00032068i,0.0011843+0.0007677i,0.0026957+0.00034096i,0.0034834+0.0001795i,0.0024999+0.00075061i,0.0010083+0.0014897i,0.00017347+0.0019091i,-0.00014383+0.0013987i,-0.00067959+0.00034119i,-0.0019477-0.00045551i,-0.0022641-0.00049545i
0.00014324+0.0005321i,0.0019516+0.00088376i,0.0061576+0.0022744i,0.010678+0.001831i,0.010752-0.00153i,0.0081079-0.0075296i,0.0030781-0.0097558i,-0.0013787-0.0073482i,-0.0036664-0.0041223i,-0.0054357-0.0019591i,-0.0048367-0.00034823i,-0.0033074+0.0016126i,-0.0016471+0.0027426i,0.00057401+0.0029951i,0.0022817+0.0029967i,0.0027478+0.0020854i,0.0019331+0.0015446i,-5.5485e-05+0.0016316i,-0.00089826+0.0008621i,0.00056748-0.00070022i,0.0010538-0.0017432i,-5.8967e-05-0.00090567i,-0.0013953+0.00046533i
-0.0012793-0.00061124i,3.6334e-05+0.0018829i,0.0029939+0.0065664i,0.0064209+0.010041i,0.0075192+0.0078309i,0.004588+0.0023328i,0.0014815-0.001285i,0.00098599-0.00093468i,0.0017274+0.0019774i,0.0034109+0.0041545i,0.0031818+0.0029015i,0.0017985+0.0015626i,0.0014036+0.0023588i,0.0024518+0.0030127i,0.0028622+0.0034798i,0.0023586+0.0032171i,0.00096072+0.0021163i,-0.0012017+0.0017017i,-0.0018718+0.00072114i,-0.0010064-0.0010178i,-0.00028259-0.0019357i,0.00011801-0.0014246i,0.00018577+0.0001956i
-0.0008726+0.0011597i,-7.2628e-05+0.0019424i,0.0032028+0.0036769i,0.0075085+0.0072771i,0.011548+0.0095817i,0.013466+0.0070897i,0.010751+0.0011214i,0.0073513-0.0021139i,0.0069465-0.0016487i,0.0078207-0.002056i,0.0061346-0.0041827i,0.0024843-0.0044621i,0.00021861-0.0021092i,-0.00077338+0.00083828i,-0.0011016+0.0035921i,-0.00053327+0.0037568i,8.0283e-05+0.0024603i,-0.0007206+0.00088998i,-0.0012785-0.00047878i,2.3361e-05-0.00021441i,0.0014988+0.00019244i,0.0011892-0.0010449i,0.00049301-0.0015866i
0.00077043+0.0026987i,-0.00043928+0.0045779i,-0.0013383+0.0080263i,0.0006483+0.01048i,0.0067943+0.0078607i,0.011496+0.0020397i,0.0099119-0.0011704i,0.0062053-0.0011929i,0.0042304-0.0025772i,0.0022921-0.0057722i,0.00025788-0.0070769i,-0.0010747-0.0053436i,-0.0026153-0.0023968i,-0.0038187-0.00024709i,-0.0037611+0.0016043i,-0.0027062+0.002308i,-0.0011521+0.0011147i,-1.2629e-05-0.00087034i,0.00052464-0.0010016i,0.0011184-0.00011977i,0.0023395-0.00019103i,0.0024141-0.001175i,0.0002294-0.0019014i
9.3262e-05-0.0030836i,-4.3054e-05-0.0017839i,-0.0027789+0.0003533i,-0.0053438+0.004172i,-0.0054284+0.0059678i,-0.0027341+0.0042179i,0.00070107+0.0027221i,0.0016886+0.0021847i,-0.00033044+0.0019083i,-0.0031339+0.0024762i,-0.0026179+0.0027328i,-0.00090854+0.002462i,-0.0019762+0.0024309i,-0.0040307+0.0020376i,-0.0049309+0.00099305i,-0.0042168+0.00030294i,-0.0017244-6.1561e-05i,0.00054069-0.0014525i,0.0017863-0.0027592i,0.0021493-0.001762i,0.0023121-0.00019598i,0.0025924+0.00050072i,0.0019629+0.00067007i
-0.00027904+0.0018483i,-0.0016639+0.0027116i,-0.005849+0.0055358i,-0.0086066+0.0084009i,-0.0063547+0.012233i,-0.0024642+0.01402i,-0.00019281+0.010512i,0.0008841+0.0067538i,0.001788+0.0061103i,0.0034607+0.0051979i,0.004701+0.0028723i,0.0042811+0.00085193i,0.0024212-0.00055981i,5.4794e-05-0.0021624i,-0.0022189-0.0030609i,-0.0034678-0.0020361i,-0.0019248+0.00029757i,0.001058+0.001294i,0.0022407+0.00060478i,0.0017295+0.0012213i,0.0013131+0.0022108i,0.001671+0.0014434i,0.0017491-2.0566e-05i
0.0006831-0.0042698i,-0.0016189-0.005212i,-0.0050659-0.0060128i,-0.0063712-0.0026108i,-0.0014781+0.0032446i,0.004987+0.0065605i,0.0048786+0.0052363i,0.0011704+0.0031287i,0.00091127+0.0019414i,0.0031435-0.00028412i,0.0037743-0.0020124i,0.0026195-0.0027646i,0.0008485-0.0048397i,-0.0008508-0.0064028i,-0.00095387-0.0047433i,-0.00044556-0.0025464i,0.00024923-0.00035904i,0.0019398+0.00096455i,0.0027+0.00096725i,0.0012138+0.001373i,-0.00016675+0.0016733i,0.00016557+0.0016287i,0.0011638+0.00181i
-0.0029937-0.00071035i,-0.0028809+6.5224e-05i,-0.0050749+0.00016892i,-0.0070494-0.0016623i,-0.006585-0.0039365i,-0.0053077-0.0034805i,-0.0050468-0.0005836i,-0.0053873+0.0018065i,-0.0037905+0.0013875i,-0.0013928-0.00079589i,-0.0006888-0.0014959i,0.00030903-0.0015765i,0.0010894-0.0022626i,0.0022719-0.0025579i,0.0036413-0.0034418i,0.0020167-0.00432i,0.00035514-0.0031493i,0.0012544-0.00028096i,0.002397+0.0012092i,0.0017802+0.00057983i,0.0004633+0.00025492i,0.00073275+0.00059581i,0.00099029+0.0013995i
0.001051-0.0014427i,0.00025881-0.0041704i,-0.0017129-0.0092723i,-0.0070709-0.012193i,-0.013434-0.0087435i,-0.016056-0.0025162i,-0.013303+0.00076272i,-0.0076514+0.0026912i,-0.0028021+0.0037461i,-0.0008475+0.00303i,-0.00086512+0.0017288i,0.00034039+0.0013539i,0.0028196+0.00022623i,0.0047192-0.00088933i,0.0046641-0.0011484i,0.002274-0.0017566i,-0.00089961-0.0016854i,-0.0023056+0.00042642i,-0.0022032+0.0019158i,-0.0018347+0.001667i,-0.0013095+0.0012975i,-0.0015653+0.0010799i,-0.00090307+0.00038301i
-0.0010635+0.0010889i,-0.00072504+0.0012086i,0.0014153-0.0012195i,0.0027354-0.0038343i,-0.00030734-0.0011845i,-0.0045828+0.0032437i,-0.005284+0.0033531i,-0.0031213+7.2344e-05i,-0.0011464-0.0019772i,0.0013531-0.0012063i,0.0039071+0.00064054i,0.0054848+0.0021188i,0.0057891+0.0020259i,0.0059165+0.0019005i,0.0050375+0.0032018i,0.0023693+0.0023108i,0.00016362+0.000733i,-0.0015165+0.0015262i,-0.002446+0.0019777i,-0.0017768+0.0010784i,-0.001468+0.0004849i,-0.0017407+0.00073121i,-0.0015286+0.0010791i
-0.002459+0.00033281i,-0.00044217-0.0033572i,0.0040434-0.0094252i,0.0087374-0.013791i,0.010318-0.014395i,0.008078-0.011959i,0.0029446-0.0098633i,-0.0024444-0.0090698i,-0.0035638-0.0068011i,-0.0023362-0.0048148i,-0.001048-0.0036269i,0.0016781-0.0023941i,0.0030262+0.00011772i,0.0020259+0.00366i,0.0016696+0.0051151i,0.0022151+0.0032596i,0.0016057+0.00018446i,-0.00068-0.00044504i,-0.0021728-3.7562e-05i,-0.00168+6.3003e-05i,-0.00063792+0.00024831i,-0.00070161+0.00023347i,-0.0007969+0.00089683i
-0.0013192-0.0012577i,0.00060602-0.0008313i,0.0044483-0.001923i,0.0070871-0.0069933i,0.0035185-0.014544i,-0.0029128-0.018229i,-0.0059222-0.014617i,-0.0049975-0.0068562i,-0.0028267-0.0013248i,-0.00042572+0.00061139i,0.00056068+0.0014829i,-0.00011656+0.0028618i,-0.0014175+0.0041809i,-0.00298+0.005924i,-0.0032303+0.0063649i,-0.0015217+0.0032726i,-0.00014833-0.0010094i,-0.0010341-0.0032446i,-0.0017865-0.0024935i,-0.0014439-0.0010906i,-0.0012564-0.00078401i,-0.001728-0.00057812i,-0.0017452+9.5602e-05i
-0.00024783-0.0015932i,0.0022001-0.0024501i,0.007476-0.0028202i,0.011226-0.0027574i,0.0067032-0.0034128i,-0.0016074-0.0043867i,-0.0029447-0.0039833i,0.0011831-0.002509i,0.0039771-0.00014037i,0.0046173+0.002042i,0.0033618+0.002703i,0.0012783+0.0036817i,-0.00063082+0.004805i,-0.0038598+0.0041917i,-0.0057746+0.0017452i,-0.0034044+0.00012885i,-0.00014048-0.0017832i,0.00055053-0.0036877i,-0.00044832-0.0030517i,-0.0011024-0.00099061i,-0.0011962-0.00062885i,-0.0014099-0.0014129i,-0.0011096-0.0010021i
0.0013088+0.0002069i,0.0045111+0.0015113i,0.010767+0.0042469i,0.017757+0.0056727i,0.019628+0.0036677i,0.016181+0.0010981i,0.01208-0.0014227i,0.010585-0.0043021i,0.0093103-0.0052777i,0.0065567-0.004234i,0.0038849-0.0021992i,0.00064431-0.00034896i,-0.0018436+0.00067948i,-0.0031766-0.00060152i,-0.0039629-0.0020918i,-0.0023941-0.00090212i,0.00082576+0.00076077i,0.0027895+0.00011097i,0.0025499-0.00065271i,0.001857-0.00012981i,0.0009577-3.6256e-05i,0.00017122-0.0009477i,-0.0003895-0.0015953i
0.0024389+0.00089448i,0.0043525+0.0016751i,0.009214+0.0049935i,0.016677+0.0059523i,0.021853-0.0011283i,0.020536-0.0089703i,0.014525-0.009245i,0.0078949-0.0066896i,0.0027549-0.0053811i,-0.0017178-0.0046126i,-0.0032897-0.0022421i,-0.0032663-0.001173i,-0.0045146-0.0029508i,-0.0056699-0.0055942i,-0.0044616-0.0071078i,-0.0012358-0.0046547i,0.002132-0.0013409i,0.0037804-0.0011182i,0.0027196-0.0017841i,0.00076113-0.0017913i,0.0005722-0.00117i,0.00070111-0.000381i,-0.00017628-0.00016005i
-0.0012853+0.0027769i,0.00070862+0.0065652i,0.0043071+0.012577i,0.0074518+0.012699i,0.0061756+0.0030843i,0.0029376-0.0069512i,0.00052458-0.0061006i,-0.0012219+0.0018234i,-0.0017449+0.0061594i,-0.001945+0.0052538i,-0.0022203+0.0023075i,-0.0022291-0.0011246i,-0.0014335-0.0041593i,0.00083666-0.0065941i,0.0029232-0.0072134i,0.0029791-0.0040767i,0.0019025-0.0015782i,0.0010839-0.00032376i,0.00046737+0.00045974i,-0.00064463-0.00042659i,-0.00014051-0.0016317i,0.0018668-0.00090911i,0.0026356+0.00010998i
-0.0022733+0.0027132i,-0.0024032+0.0059621i,-0.0027191+0.013882i,-0.0011301+0.02008i,0.0017995+0.019434i,0.0012784+0.015186i,-0.0015406+0.013083i,-0.000137+0.014386i,0.0044821+0.013353i,0.0061866+0.008395i,0.0037176+0.0028201i,0.0022388-0.00027794i,0.0033314-0.00175i,0.006453-0.0028952i,0.0081717-0.0027982i,0.005808-0.0018167i,0.0030275+0.0010916i,0.0018819+0.0039132i,0.001364+0.0037511i,0.00090699+0.0022414i,0.00037639+0.00086812i,0.00017886+0.00039257i,0.00048448+0.00043414i
-0.0022906+0.0020432i,-0.0043696+0.0041036i,-0.0058236+0.010476i,-0.0020239+0.015903i,0.0089464+0.017505i,0.015439+0.01635i,0.011142+0.012963i,0.0061476+0.0079311i,0.0066375+0.0025654i,0.0070269-0.0018775i,0.0045156-0.0045512i,0.0028054-0.0043064i,0.0046474-0.0023605i,0.0086587-0.00021397i,0.0092996+0.0010663i,0.0055374+0.0014608i,0.0020191+0.0022873i,0.0011829+0.0026567i,0.0014725+0.0019371i,0.001686+0.0010335i,0.0010443+0.00038531i,8.9574e-05+0.0003567i,-0.00054234+0.00095941i
-0.00040422+0.0015772i,-0.0017202+0.00068667i,-0.0056555+0.0019705i,-0.0067528+0.0031123i,-0.00011597+0.00040321i,0.0077472-0.0050269i,0.0042053-0.0067704i,-0.0043693-0.0040502i,-0.0064437-0.0022659i,-0.004858-0.0031588i,-0.0032315-0.0033005i,-0.00029369-0.0021078i,0.0029238+0.0012649i,0.0051908+0.0062671i,0.0058976+0.0082464i,0.0039876+0.004862i,0.0014539+0.00093875i,-0.00012499-0.00030844i,-0.00043896-0.001042i,-0.00034639-0.0016269i,-0.00052717-0.00076755i,-0.00081726-0.00019502i,-5.585e-05-0.00048567i
-0.00054515+0.0016578i,-0.0034695+0.0032736i,-0.0095119+0.0044441i,-0.016079+0.004107i,-0.019888+0.0020415i,-0.019747-0.0021695i,-0.018724-0.0036526i,-0.017286-0.0006811i,-0.012969+0.0031458i,-0.0068328+0.0045348i,-0.0020799+0.0040934i,-8.1557e-05+0.0044857i,-0.00051582+0.0066876i,-0.0020627+0.010165i,-0.0030066+0.010742i,-0.0020073+0.0072627i,-0.0026817+0.0031472i,-0.0043059+0.00077957i,-0.0033364+0.00062194i,-0.0010842+0.00070505i,-5.721e-05-0.00015327i,-0.0006089-7.0724e-05i,-0.00040673+0.001306i
-0.00028896+0.0014464i,-0.0024951-0.00034328i,-0.0071693-0.0036289i,-0.012398-0.0023204i,-0.012997+0.0077278i,-0.010675+0.015176i,-0.010552+0.010844i,-0.0093817+0.0050006i,-0.0043078+0.0049588i,0.0021475+0.0040518i,0.004306+0.0019784i,0.0015673+0.0020878i,-0.0031288+0.0048666i,-0.0080437+0.0078924i,-0.0094836+0.0083627i,-0.0066883+0.0065978i,-0.0038536+0.0032278i,-0.0025711+0.00018964i,-0.0012263-0.0011076i,-0.00042401-0.0014372i,-0.00081563-0.0022216i,-0.0012649-0.0029518i,-0.0016306-0.0017776i
-0.0043709+0.00053442i,-0.0074536-0.0024472i,-0.0090374-0.0067234i,-0.0066784-0.010353i,0.0025489-0.008657i,0.012019-0.0045507i,0.011161-0.0056718i,0.0040691-0.0083602i,0.0019099-0.0071319i,0.0037508-0.0054351i,0.0022032-0.0038118i,-0.0014115-0.0013785i,-0.0044841+0.00035693i,-0.0081269+0.00047875i,-0.0096969-1.9154e-05i,-0.0064254+8.15e-05i,-0.0014138-0.0014368i,0.0012769-0.0039176i,0.0019464-0.0034877i,0.0019615-0.0011358i,0.0014802-0.0012272i,0.0012977-0.0018321i,0.0011213-0.001553i
0.0019317-0.0020361i,0.0023574-0.0073655i,0.002354-0.016081i,-0.0021443-0.025232i,-0.0060213-0.029229i,-0.001973-0.027992i,0.0023865-0.025265i,0.00019993-0.019583i,-0.0037572-0.012144i,-0.0047711-0.006827i,-0.0043941-0.003644i,-0.0053775-0.002393i,-0.0082396-0.0036825i,-0.011084-0.0072692i,-0.011146-0.0090698i,-0.0071989-0.0056458i,-0.0019346-0.0019955i,0.00044696-0.0019586i,0.0003707-0.0024326i,-0.00016797-0.0016266i,-3.5703e-05-0.0004171i,0.00062582+6.8367e-05i,7.9528e-06-0.00016894i
0.00032483-0.0021843i,0.0024346-0.0062044i,0.0042454-0.013992i,0.001261-0.019276i,-0.0080203-0.015978i,-0.015064-0.0099761i,-0.011673-0.0088096i,-0.0051998-0.0090084i,-0.0028425-0.0049189i,-0.0011068+0.00019424i,-0.00033063+0.00067638i,-0.0018986-0.0027968i,-0.0033815-0.0077175i,-0.0035342-0.013359i,-0.003065-0.015269i,-0.0033432-0.010289i,-0.0016518-0.003538i,0.001283+0.00012785i,0.0014753+0.0013815i,0.00059425+0.00083313i,0.0017859-0.00011598i,0.0024309-0.00066358i,0.0013045-0.00015313i
0.0016628+0.0040546i,0.0074394+0.0019065i,0.016192-0.0025107i,0.020529-0.0064294i,0.01735-0.00097121i,0.013225+0.011462i,0.012544+0.013713i,0.011855+0.0049493i,0.0087455-0.0008831i,0.006765-0.00096176i,0.0055245-0.0016863i,0.0042175-0.0046868i,0.0049078-0.0070913i,0.0076171-0.0090294i,0.0088587-0.0099073i,0.0055787-0.0076262i,0.0025623-0.0029112i,0.0027835+0.00090902i,0.0026663+0.0010188i,0.0020612-0.0003939i,0.0022442-0.00074642i,0.0027372-0.00072008i,0.0025214-0.0010983i
0.00073233-0.0015058i,0.005899-0.0015892i,0.014411-0.0047954i,0.023283-0.01153i,0.030479-0.015923i,0.033836-0.010601i,0.031463-0.0031998i,0.022976-0.0031199i,0.01201-0.0061471i,0.0051901-0.0066512i,0.0039025-0.0053629i,0.0050684-0.0049332i,0.007735-0.0045524i,0.011048-0.0037982i,0.012586-0.0032156i,0.0098124-0.0025835i,0.0052714-0.00088145i,0.0014417-0.00019748i,-0.0002105-0.0011061i,-0.0002645-0.00036771i,-0.00063267+0.0015293i,-0.00036938+0.003156i,0.00078693+0.0031322i
-0.0016313+0.0035295i,0.0035179+0.0055575i,0.01275+0.0071516i,0.019098-0.00046616i,0.015295-0.014104i,0.0037492-0.019498i,0.00035771-0.0121i,0.0035461-0.0021202i,0.0026389+0.00071721i,-3.353e-05-0.00065493i,0.00023072-0.0016857i,0.0033622-0.0012175i,0.007302+0.00065384i,0.010082+0.0032955i,0.011413+0.0047137i,0.0084241+0.0023702i,0.0019906-0.00017577i,-0.0020827+0.00065584i,-0.0018794+0.00092822i,-0.00075591+0.00069233i,-0.00088906+0.0019422i,-0.00095047+0.0027239i,-0.00073608+0.0012666i
0.0014967+0.0020045i,0.0056141+0.0037134i,0.01248+0.010399i,0.017044+0.01547i,0.009917+0.017429i,-0.0073507+0.019639i,-0.014106+0.021148i,-0.0043995+0.018169i,0.004018+0.011706i,0.0043272+0.0070531i,0.0039139+0.0050832i,0.0049181+0.0040416i,0.0047173+0.0061142i,0.0037311+0.01109i,0.0042578+0.012115i,0.0044814+0.0072387i,0.0021984+0.0028239i,-0.00028519+0.0014901i,5.4145e-05+0.0010545i,0.00048508+0.0012532i,0.00038515+0.001156i,0.00068807+0.0011127i,0.00074498+0.0012729i
-0.00012385-0.0013805i,0.00023537+0.0051292i,0.0039168+0.012867i,0.01256+0.020067i,0.020618+0.025569i,0.01809+0.028926i,0.0084221+0.027032i,0.0052616+0.017465i,0.0066231+0.0061516i,0.0055808+0.00018511i,0.00319+0.00072016i,0.001799+0.0033477i,-0.001233+0.0052332i,-0.0049112+0.0087066i,-0.0042881+0.011359i,-0.001465+0.0088429i,0.00036376+0.0041032i,0.0010179+0.00018728i,0.0019555-0.0017707i,0.0025499-0.00083703i,0.00044325+0.00028637i,-0.0018264+0.00085372i,-0.0015187+0.0022364i
0.001171+0.0048234i,0.00095553+0.0082912i,0.0030661+0.013631i,0.010702+0.013919i,0.01889+0.0027621i,0.01776-0.010538i,0.0062588-0.012098i,-0.0028345-0.0051813i,-0.0040251-0.0026127i,-0.0030335-0.0039458i,-0.0020967-0.0025422i,-0.0012771+0.00014085i,-0.0027232+0.00047789i,-0.0075378+3.6935e-05i,-0.0092198+0.0022415i,-0.0052231+0.0037097i,-0.00073702+0.00072165i,0.0010772-0.0030142i,0.0015536-0.003444i,0.00084939-0.0027466i,-0.0014772-0.0029946i,-0.0032359-0.0023471i,-0.0025676-0.00032763i
-0.0011618-0.00033616i,-0.0060096+0.0032502i,-0.012486+0.0091734i,-0.015359+0.012891i,-0.01916+0.0052644i,-0.027246-0.010376i,-0.031069-0.015848i,-0.024129-0.0055682i,-0.013072+0.0028513i,-0.0060915+0.0029115i,-0.0031654+0.0017534i,-0.0023433+0.0013682i,-0.0028924-0.00078922i,-0.0062984-0.0034475i,-0.0095885-0.0028665i,-0.0073486-0.00048547i,-0.0017682-0.00036695i,0.0015584-0.00080742i,0.0013415-0.00037804i,0.00017938+0.00020649i,0.00041606+0.0010819i,0.00099754+0.00063572i,0.001016+0.0003132i
-0.003925-2.2915e-05i,-0.0063902+0.0013396i,-0.011327+0.0073834i,-0.012826+0.018661i,-0.011303+0.028223i,-0.013068+0.024628i,-0.014953+0.013137i,-0.010627+0.0059086i,-0.0021337+0.0044463i,0.0030855+0.0027346i,0.002497-0.00067693i,0.00033496-0.002444i,-0.00028221-0.0046325i,-0.0013758-0.0090317i,-0.0034304-0.0092934i,-0.0039759-0.0049366i,-0.0017974-0.00011761i,0.00066576+0.0025067i,0.00076557+0.0032372i,0.00049134+0.0027609i,0.0011877+0.001237i,0.00058219-0.00037195i,-0.00025749-0.00086097i
