0.0023603+0.00020516i,0.0024871-0.0015475i,0.0016996-0.001781i,4.9086e-06-0.00092663i,-0.001197+0.00051876i,-0.0009441+0.0023581i,-0.00060862+0.0029217i,-0.00079698+0.0018891i,-2.9442e-05+0.0015069i,0.0012088+0.0010789i,0.00054595+0.00029708i,-0.00013136+7.7856e-05i,-0.00013438+0.00018836i,-0.00028682+0.0013167i,-6.6226e-06+0.0015417i,0.00034269+0.00046419i,0.00028055-0.00018658i,0.00063066-1.8989e-05i,0.00097349-5.3748e-05i,0.00074966+0.0001384i,0.00044123+0.00014507i,0.00013672+2.7659e-05i,3.8297e-05-6.3083e-05i
0.043698-0.066549i,0.098791-0.13551i,0.13732-0.22071i,0.10567-0.22032i,0.044056-0.087709i,0.035863+0.049495i,0.056849+0.071505i,0.056076+0.02574i,0.043737-0.0076999i,0.038793-0.025278i,0.034609-0.030265i,0.032031-0.019i,0.031851-0.0058276i,0.027743+0.0051529i,0.023042+0.014751i,0.018166+0.012707i,0.011061-0.00019904i,0.0026759-0.011653i,-0.0077044-0.011394i,-0.014702+0.00025036i,-0.010265+0.0094337i,-0.00097534+0.0065989i,-0.0010448-0.00062712i
-0.021581+0.050028i,-0.08774+0.11322i,-0.10692+0.17758i,-0.028854+0.19118i,0.059891+0.14242i,0.084626+0.087672i,0.0633+0.060291i,0.019132+0.04088i,-0.030249+0.029872i,-0.054909+0.027372i,-0.047651+0.025702i,-0.030037+0.017352i,-0.027313+0.0073516i,-0.032144+0.0034024i,-0.024541+0.0025631i,-0.008611+0.00020088i,-0.0019809-0.0024083i,-0.0033752-0.0014079i,0.0028762+0.00038042i,0.013999-0.001823i,0.015522-0.004537i,0.0082067-0.0021512i,0.0051508+0.0042674i
0.022988+0.02187i,0.067046+0.0037611i,0.096312-0.0034938i,0.051639-0.0074273i,-0.044234-0.040482i,-0.11224-0.078441i,-0.11547-0.074487i,-0.061734-0.036318i,0.002484-0.0082581i,0.036192+0.0020071i,0.033383+0.0053239i,0.014813+0.0050457i,0.0098038-0.00017131i,0.011214-0.011811i,0.0010808-0.019132i,-0.009666-0.011071i,-0.0064125+0.0020578i,0.0061318+0.0070845i,0.010876+0.0011217i,0.0020371-0.0074685i,-0.0084772-0.0079047i,-0.011563-0.002884i,-0.0095538-0.0024386i
-0.079132-0.027247i,-0.14375-0.072702i,-0.21457-0.10991i,-0.22202-0.097526i,-0.14011-0.047259i,-0.045192-0.0041716i,0.0037979+0.0012122i,0.014086-0.024055i,0.0050795-0.048398i,-0.0051266-0.050081i,-0.0032517-0.036479i,0.0062542-0.023903i,0.012285-0.014614i,0.018171-0.0024091i,0.024712+0.0064559i,0.02062+0.0057757i,0.0049746+0.00068951i,-0.011285-0.00084807i,-0.01853+0.0071033i,-0.013131+0.017234i,-0.0034179+0.017652i,6.4084e-05+0.010405i,-0.0016903+0.0065482i
0.052818-0.018727i,0.14911+0.019043i,0.25893+0.049911i,0.30359+0.024079i,0.27203-0.013999i,0.22459-0.010361i,0.17444+0.0090324i,0.097117+0.03094i,0.022862+0.059556i,-0.010277+0.068478i,-0.011057+0.046579i,-0.0068092+0.022736i,-0.0085796+0.020659i,-0.012273+0.026598i,-0.011385+0.021239i,-0.0042982+0.0089126i,0.0033749+0.0035558i,0.0082086+0.0062966i,0.013318+0.0042158i,0.018258-0.0047343i,0.01653-0.0083431i,0.012251-0.0047842i,0.011853-0.0026969i
0.023152-0.0090058i,-0.028409-0.026583i,-0.10929-0.030132i,-0.14669-0.003086i,-0.13932+0.0026274i,-0.15294-0.026975i,-0.15404-0.022895i,-0.08629+0.0051612i,0.0042885-0.0014033i,0.046977-0.024365i,0.036986-0.022357i,0.01296-0.0043097i,-0.0024776-0.0014269i,-0.016376-0.011777i,-0.027305-0.012614i,-0.025865-0.0047678i,-0.014638-0.0041667i,-0.0028253-0.013458i,-0.0014485-0.020234i,-0.0098211-0.017397i,-0.013375-0.007785i,-0.0087164+0.00015085i,-0.0046991+0.0029062i
-0.0013997+0.081678i,-0.010932+0.12891i,-0.034009+0.14885i,-0.065004+0.14062i,-0.074036+0.12981i,-0.052404+0.11747i,-0.021055+0.075552i,-0.018567+0.0088086i,-0.038456-0.031229i,-0.041702-0.029676i,-0.0227-0.017068i,-0.0043143-0.011005i,0.0052396-0.0076528i,0.015774-0.0074622i,0.023208-0.0095526i,0.018879-0.0059766i,0.0072298+0.0036169i,-0.0054356+0.014412i,-0.0099232+0.023306i,-0.0032919+0.025618i,0.0036634+0.017044i,0.0032202+0.0057718i,-0.00055913+0.00077499i
-0.053998-0.04121i,-0.023839-0.12703i,0.041925-0.24937i,0.081105-0.29605i,0.11057-0.22413i,0.16077-0.15546i,0.15582-0.12097i,0.096342-0.055706i,0.050906+0.020433i,0.023468+0.05481i,0.0029902+0.046588i,-0.0077155+0.026099i,-0.0062126+0.015454i,0.0013924+0.012885i,0.0044883+0.0099888i,0.0045428+0.00124i,0.0068048-0.0075794i,0.012281-0.0097984i,0.016018-0.011312i,0.014073-0.014617i,0.0088719-0.01495i,0.0037515-0.011247i,0.00050439-0.0077904i
-0.024136-0.023998i,-0.042355+0.072516i,-0.025809+0.21537i,0.0074138+0.2446i,-0.028245+0.14314i,-0.11056+0.071014i,-0.121+0.076406i,-0.046299+0.062424i,0.014753+0.00041772i,0.019175-0.042947i,0.0066067-0.034722i,0.0025248-0.011172i,-0.0054795-0.0014149i,-0.018656+0.0042408i,-0.024191+0.0087244i,-0.021918+0.0099597i,-0.019493+0.0090004i,-0.019957+0.0019298i,-0.024073-0.0044603i,-0.026638-0.0015009i,-0.020602+0.0043971i,-0.0072617+0.0068273i,0.0047403+0.0053919i
0.081744-0.043352i,0.088208-0.081291i,0.063683-0.089284i,0.034434-0.039699i,0.021794+0.047175i,0.037664+0.10659i,0.037708+0.079542i,-0.0099789+0.023186i,-0.052071+0.007368i,-0.046822+0.0037877i,-0.024775-0.012153i,-0.011543-0.023629i,-0.0023397-0.02599i,0.006139-0.02713i,0.011496-0.025389i,0.014968-0.016913i,0.017379-0.0049288i,0.018829+0.0083436i,0.020813+0.019636i,0.02034+0.020851i,0.013682+0.012418i,0.0038554+0.0050561i,-0.0022107+0.0037485i
-0.0025297+0.06977i,-0.065949+0.032974i,-0.17008-0.03232i,-0.18579-0.068451i,-0.074458-0.11119i,0.017618-0.17168i,0.01743-0.159i,0.00744-0.064791i,0.027944+0.018351i,0.044127+0.049618i,0.03736+0.044674i,0.02019+0.029174i,0.0098093+0.018082i,0.0070676+0.012891i,0.0086537+0.0083552i,0.0057714-0.00035044i,-0.0023025-0.0098901i,-0.0053132-0.016163i,-0.0039776-0.022745i,-0.003129-0.026925i,-0.0023836-0.021501i,-0.0027268-0.0094584i,-0.003077-0.0003366i
-0.025241+0.055738i,0.099411+0.077201i,0.26508+0.063919i,0.27263+0.022555i,0.09993+0.0091284i,-0.047892+0.054641i,-0.0471+0.082113i,0.0064479+0.037999i,0.017166-0.02243i,0.0021268-0.038756i,-0.0020258-0.021802i,0.0026687-0.0070972i,0.0019512+0.0011453i,-0.0034378+0.010629i,-0.0081466+0.016683i,-0.0096072+0.020458i,-0.0079771+0.023139i,-0.0095606+0.021279i,-0.016065+0.019185i,-0.018298+0.019071i,-0.012015+0.0156i,-0.002154+0.0069766i,0.0027313-0.0036839i
-0.089354-0.075045i,-0.16374-0.063206i,-0.22384-0.01937i,-0.2053+0.031763i,-0.08558+0.08134i,0.029504+0.084996i,0.034356+0.041264i,-0.029573+0.019098i,-0.061636+0.027287i,-0.054449+0.017804i,-0.045268-0.0037042i,-0.035376-0.011847i,-0.023169-0.013769i,-0.016709-0.018237i,-0.010303-0.017451i,-0.00013581-0.014765i,0.0074538-0.01537i,0.014844-0.013803i,0.023636-0.0080249i,0.026041-0.003863i,0.019133-0.0015256i,0.0080625+0.003112i,0.001405+0.0085024i
0.075216-0.047031i,0.061534-0.014173i,0.025521+0.060263i,0.030168+0.06748i,0.038837-0.037003i,-0.0014352-0.12657i,-0.027105-0.098344i,0.0024666-0.025173i,0.041119+0.012719i,0.056851+0.017883i,0.050359+0.011723i,0.036917+0.0060753i,0.029427+0.0012822i,0.024268-0.0016519i,0.016168-0.0042501i,0.002719-0.0057593i,-0.010269-0.0027987i,-0.016211-0.001303i,-0.018943-0.0057713i,-0.018047-0.010792i,-0.011547-0.009767i,-0.0032508-0.0050867i,0.0028117-0.0017096i
0.081452+0.032366i,0.12207-0.078576i,0.11639-0.24979i,0.042824-0.27813i,-0.042667-0.11337i,-0.05333+0.03398i,-0.012355+0.039369i,0.0041357-0.026849i,-0.013385-0.066944i,-0.021879-0.0543i,-0.0086385-0.026011i,0.001299-0.0089033i,0.0021731+0.002006i,0.0011614+0.0093146i,-0.0022624+0.014483i,0.00063077+0.019234i,0.0075323+0.017281i,0.0091988+0.013981i,0.006599+0.016964i,0.0041002+0.019209i,0.0026416+0.013363i,0.00049238+0.0022559i,-0.0046324-0.0049875i
-0.078188+0.13161i,-0.075113+0.25134i,-0.031933+0.35163i,0.020834+0.35053i,0.082152+0.2395i,0.11068+0.10693i,0.053695+0.041562i,-0.01696+0.048537i,-0.039769+0.062542i,-0.043577+0.052737i,-0.042286+0.038571i,-0.031239+0.027669i,-0.021377+0.016756i,-0.016879+0.0056802i,-0.010788-0.004086i,-0.0063807-0.012459i,-0.0073616-0.017711i,-0.0057904-0.020681i,0.0019115-0.023293i,0.0081714-0.021304i,0.0069388-0.012865i,0.0038965-0.0012845i,0.006002+0.0063364i
-0.0954-0.094576i,-0.10712-0.11324i,-0.041296-0.11644i,0.019957-0.16605i,-0.019876-0.21494i,-0.069444-0.17267i,-0.027311-0.091255i,0.045373-0.043773i,0.081975-0.023761i,0.079567-0.017061i,0.053021-0.017897i,0.026321-0.020519i,0.011108-0.024559i,0.0043275-0.024663i,0.00035328-0.020606i,-0.0039779-0.011508i,-0.004468+0.0015008i,-0.0037175+0.0099579i,-0.0075832+0.011568i,-0.011916+0.0079282i,-0.01091+0.0026534i,-0.0059527-0.00079741i,-0.0023945-0.0026856i
0.046876-0.11688i,-0.041274-0.17882i,-0.20724-0.16156i,-0.27108-0.044446i,-0.17865+0.079609i,-0.071869+0.10956i,-0.034003+0.053385i,-0.046113-0.015428i,-0.064928-0.043969i,-0.053087-0.039203i,-0.025146-0.030457i,-0.0069715-0.018857i,0.0048605-0.0026902i,0.012701+0.0101i,0.01522+0.017382i,0.016869+0.015506i,0.015841+0.0064135i,0.014522+0.00045391i,0.016182+0.0010285i,0.014778+0.0036803i,0.0087634+0.0041949i,0.00093037+0.0021898i,-0.0054007+0.0021781i
0.16618+0.083746i,0.31582+0.093494i,0.42845+0.074449i,0.4297+0.057391i,0.3344+0.017147i,0.20334-0.021108i,0.085226+0.0076279i,0.029175+0.067351i,0.01797+0.089754i,0.008402+0.076614i,0.0051183+0.056194i,0.0081937+0.0364i,0.0088742+0.019729i,0.0068973+0.0071917i,0.0030312-0.0034143i,-0.0036977-0.0071591i,-0.01011-0.0044123i,-0.013888-0.0022023i,-0.013678-0.0050059i,-0.0081533-0.0081998i,-0.0015336-0.0045577i,0.0037642+0.0013325i,0.0070328-0.00010741i
-0.11377+0.12962i,-0.16357+0.1686i,-0.20172+0.086465i,-0.26248-0.048754i,-0.28727-0.092696i,-0.20409-0.070183i,-0.0741-0.07798i,0.010754-0.098137i,0.045955-0.09323i,0.048569-0.071765i,0.029329-0.045367i,0.0051005-0.024032i,-0.013779-0.010299i,-0.020617-0.0027917i,-0.017992-2.0707e-05i,-0.01165+0.0032343i,-0.0017253+0.0047042i,0.0058666+0.0060979i,0.007552+0.010282i,0.0051795+0.010029i,0.0019741+0.0045902i,9.9824e-05+0.0010515i,-0.00049783+0.0021676i
-0.13917-0.070938i,-0.21064-0.015068i,-0.17897+0.13831i,-0.047145+0.2465i,0.064039+0.22797i,0.072901+0.15571i,0.019367+0.087444i,-0.045456+0.041257i,-0.086714+0.026094i,-0.080135+0.020142i,-0.051584+0.011209i,-0.024225+0.0065418i,0.0006465+0.0032579i,0.017231+0.0016137i,0.02358+0.00331i,0.019747+0.0028192i,0.0091189+0.00122i,0.001957-0.0014262i,0.00215-0.0048587i,0.0042533-0.0039488i,0.002931-0.001384i,-0.0015751+0.0010078i,-0.0040121+0.0047286i
0.10442-0.18776i,0.13782-0.34904i,0.13815-0.45573i,0.13621-0.43866i,0.12007-0.33632i,0.079726-0.19829i,0.062128-0.050819i,0.078761+0.038868i,0.080434+0.055835i,0.055895+0.048423i,0.035551+0.034259i,0.025538+0.015375i,0.014211+0.0018256i,4.6469e-05-0.0043777i,-0.010225-0.0053936i,-0.012552-0.002875i,-0.0095674+0.00088012i,-0.0085177+0.0054709i,-0.0097833+0.0080321i,-0.0083116+0.0049586i,-0.0023475+0.00054616i,0.0035738-0.0029259i,0.003057-0.0070279i
0.15283+0.13372i,0.2033+0.2129i,0.10075+0.25852i,-0.095577+0.27867i,-0.18571+0.24554i,-0.14429+0.12488i,-0.092628-0.011648i,-0.061114-0.08399i,-0.03242-0.10303i,-0.016114-0.088881i,-0.01042-0.05472i,-0.010286-0.020086i,-0.0098307+0.0080522i,-0.0068438+0.021749i,-0.0054941+0.020524i,-0.0043892+0.014064i,-0.003249+0.0060719i,0.00015427-0.00080156i,0.0047713-0.0020779i,0.0035001-0.00038167i,-0.00081846-0.00049772i,-0.0010476-0.0012443i,0.0031276-0.0011323i
-0.10164+0.15191i,-0.077681+0.2252i,0.070384+0.18478i,0.22073+0.055868i,0.24129-0.017352i,0.17131+0.0041167i,0.08784+0.040501i,0.018133+0.065575i,-0.016647+0.078892i,-0.019155+0.062879i,-0.011194+0.03835i,-0.0028076+0.020538i,0.0013184+0.00075256i,0.0048156-0.014159i,0.0098241-0.017157i,0.0097631-0.012642i,0.0062345-0.0057859i,0.001903-0.0030506i,-0.0035227-0.0038802i,-0.0045855-0.0034695i,-0.0030641+0.00025239i,-0.0049242+0.0056618i,-0.0056974+0.0079425i
-0.19049-0.12357i,-0.34703-0.17871i,-0.43533-0.18367i,-0.39364-0.172i,-0.27498-0.15288i,-0.13542-0.092596i,0.0044318-0.026277i,0.091584-0.011319i,0.10211-0.01705i,0.073507-0.010007i,0.03948-0.0061051i,0.01332-0.010348i,-0.0039113-0.010249i,-0.014428-0.0029571i,-0.017038+0.003292i,-0.014462+0.0034031i,-0.010013+0.00036291i,-0.0050794+0.0016625i,-0.00057409+0.0069624i,0.0011959+0.0080856i,0.0020095+0.0038708i,0.0014681-0.00088044i,-0.0029417-0.0011124i
0.1485-0.16111i,0.24711-0.21234i,0.28369-0.1005i,0.2525+0.11416i,0.17072+0.20769i,0.043103+0.13522i,-0.072986+0.046108i,-0.11247+0.0019408i,-0.0966-0.023729i,-0.069212-0.033565i,-0.045966-0.024778i,-0.025375-0.0071338i,-0.0026319+0.0046366i,0.013254+0.007541i,0.015334+0.0070195i,0.010589+0.0048367i,0.0054068+0.0025789i,0.0022831-0.00080588i,0.0019512-0.0064255i,0.0021566-0.0076619i,0.00026971-0.0042121i,0.00049373-0.0026583i,0.0032049-0.005672i
0.14623+0.12121i,0.21204+0.12483i,0.17027-0.020095i,0.061291-0.19798i,0.018049-0.22549i,0.043403-0.13506i,0.049887-0.041744i,0.039981+0.031231i,0.04113+0.062852i,0.035286+0.044873i,0.023575+0.017828i,0.015097+0.0026996i,0.0032888-0.0055226i,-0.0048744-0.011623i,-0.0038166-0.015675i,-0.00068014-0.014842i,0.0012723-0.0099184i,0.00069421-0.0046704i,-0.0025785-0.00035349i,-0.003168+0.00081017i,-0.00057422+0.001416i,0.0022765+0.0055061i,0.0043974+0.0076394i
-0.1447+0.17789i,-0.2152+0.31938i,-0.21296+0.39716i,-0.17149+0.35519i,-0.13413+0.23665i,-0.063576+0.10638i,0.01678-0.0055553i,0.041124-0.067252i,0.033335-0.065035i,0.030711-0.034865i,0.024424-0.014646i,0.0094362-0.0065295i,-0.00084706+0.0013393i,-0.0020001+0.008764i,-0.001185+0.011302i,-0.0030764+0.0096261i,-0.0056786+0.0073369i,-0.003015+0.0049968i,0.0038263+0.0020628i,0.0063619+0.00042567i,0.0038725-0.0017803i,0.00069302-0.0036569i,-0.00030897-5.3102e-05i
-0.14922-0.17183i,-0.19589-0.28671i,-0.094218-0.30852i,0.096356-0.23232i,0.16418-0.12812i,0.06531-0.02441i,-0.041061+0.05845i,-0.076733+0.084285i,-0.073614+0.066991i,-0.053292+0.04353i,-0.029433+0.028722i,-0.008515+0.018709i,0.0067543+0.0047294i,0.010753-0.0065321i,0.010711-0.0076907i,0.010228-0.0046163i,0.0079837-0.0019674i,0.0036001-0.0023338i,-0.0026297-0.0045819i,-0.0057477-0.0042413i,-0.0051605-0.0026527i,-0.0051318-0.0030988i,-0.0076229-0.0058247i
0.14329-0.1339i,0.16945-0.18961i,0.025556-0.15814i,-0.17734-0.076238i,-0.21572-0.041934i,-0.11393-0.050662i,-0.021384-0.041615i,0.030355-0.016154i,0.045724-0.0028094i,0.027877-0.00033652i,0.01016-0.0033406i,0.0028085-0.0074709i,-0.0030567-0.0042953i,-0.0082107+6.0904e-05i,-0.0088348-0.00020229i,-0.0062753-0.0014708i,-0.0061968-0.0017782i,-0.0060213+0.0011792i,-0.0028557+0.0060038i,-0.0013431+0.0064994i,0.00010801+0.0045809i,0.0042494+0.0035002i,0.0073321+0.0039208i
0.15674+0.15629i,0.28196+0.24406i,0.35872+0.23678i,0.33706+0.1722i,0.2385+0.11913i,0.13248+0.040211i,0.045542-0.050565i,-0.020812-0.080527i,-0.036185-0.056958i,-0.013344-0.032092i,0.0018806-0.020852i,0.0010138-0.011884i,0.0010972-0.0029546i,0.0048866+0.0015439i,0.0055223+0.0045712i,0.0036+0.0085472i,0.0018517+0.010028i,0.0023807+0.006061i,0.0048065-0.0013381i,0.0059541-0.0053671i,0.003451-0.0037387i,9.9372e-05-0.00049333i,0.0023651+0.0014984i
-0.17913+0.12549i,-0.30658+0.1656i,-0.32468+0.080435i,-0.22794-0.077983i,-0.12528-0.13063i,-0.052567-0.033492i,0.0077279+0.067364i,0.030927+0.087484i,0.016607+0.065064i,0.0032163+0.039165i,0.0043667+0.023786i,0.0084959+0.012836i,0.0055566+0.0015873i,0.0016152-0.0032869i,0.0018463-0.0044058i,0.001167-0.005578i,-0.0005513-0.0069187i,-0.0021052-0.0063871i,-0.004917-0.0020244i,-0.0059313+0.0010192i,-0.0041763+0.002132i,-0.0040659+0.0027779i,-0.0072378+0.0033933i
-0.11304-0.1547i,-0.16037-0.20115i,-0.14457-0.069087i,-0.095357+0.14485i,-0.065907+0.19939i,-0.051117+0.10543i,-0.02616+0.017326i,0.0031794-0.029323i,0.010019-0.038878i,-0.00095233-0.017448i,-0.0082344+0.00073979i,-0.0088073+0.0044264i,-0.0048241+0.0050134i,-0.00238+0.005072i,-0.0033874+0.0032225i,-0.0036739+0.00089452i,-0.0017336+0.00094213i,0.0015645+0.0028986i,0.0050292+0.0041656i,0.0061179+0.004219i,0.0062084+0.0010744i,0.0068644-0.003763i,0.0058473-0.0062239i
0.1598-0.13001i,0.25805-0.23588i,0.26058-0.31674i,0.19738-0.32529i,0.1466-0.25256i,0.07526-0.16506i,-0.016485-0.092456i,-0.05716-0.027936i,-0.04045-0.00079928i,-0.017398-0.006591i,-0.011869-0.009029i,-0.0095523-0.0038589i,-0.0041945-0.0035579i,-0.00056625-0.005398i,0.0027626-0.0044224i,0.0047822-0.0022393i,0.0035085-0.0012854i,0.00064446-0.0028682i,-0.0026122-0.0069018i,-0.0046708-0.0091502i,-0.0047143-0.0064002i,-0.0025814-0.0017737i,0.00066392-0.0011405i
0.10388+0.17711i,0.13077+0.30578i,0.058101+0.3224i,-0.074835+0.22239i,-0.12867+0.1246i,-0.048417+0.075338i,0.050986+0.036976i,0.077227+0.0079525i,0.052954-0.0016344i,0.02465-0.0050615i,0.01392-0.0071255i,0.011021-0.0075554i,0.0039763-0.0061708i,-0.00016208-0.0047256i,-0.0010557-0.0049958i,-0.003101-0.0043884i,-0.0051889-0.0034363i,-0.0061492-0.00081773i,-0.0040122+0.0036739i,-0.0012177+0.005652i,7.2759e-05+0.0049872i,-0.0002353+0.0053703i,-0.0012875+0.0083258i
-0.15812+0.083825i,-0.21753+0.1191i,-0.10597+0.12221i,0.099614+0.11596i,0.16902+0.10678i,0.095656+0.081496i,0.019039+0.04017i,-0.018893-0.00018884i,-0.024377-0.009463i,-0.0085227+0.0036492i,0.0033209+0.0086438i,0.0063181+0.0057581i,0.0095732+0.0037798i,0.0095899+0.0028905i,0.0047364+0.0033782i,0.0020364+0.0034779i,0.0037665+0.0016503i,0.006956-3.6068e-05i,0.0083337-0.0015911i,0.0077102-0.0025215i,0.0042398-0.0040844i,-0.00061945-0.0048493i,-0.0034838-0.0040834i
-0.098177-0.15492i,-0.17739-0.26107i,-0.25275-0.28265i,-0.28068-0.24093i,-0.22838-0.20135i,-0.15245-0.13246i,-0.092673-0.034785i,-0.036538+0.024419i,-0.00030077+0.023106i,0.0053629+0.0033034i,-0.00018459+0.00034118i,-0.0018691+0.0067521i,-0.0019048+0.0082069i,-0.0017438+0.006329i,0.00023299+0.0034884i,0.0020113+0.0012265i,0.00082795+0.0018704i,-0.0034676+0.00275i,-0.0082381+0.0017789i,-0.0096864+0.0012257i,-0.0068434+0.0019432i,-0.001803+0.0018784i,0.00090148-0.00021258i
0.17018-0.072899i,0.2966-0.085809i,0.31624-0.023288i,0.21425+0.088198i,0.1088+0.13932i,0.066448+0.074809i,0.04901-0.018717i,0.02704-0.052589i,0.0066466-0.036655i,-0.007019-0.015389i,-0.011292-0.0099368i,-0.01019-0.0092189i,-0.0074824-0.00327i,-0.0051331-0.00098503i,-0.0038032-0.0027689i,-0.0020411-0.0013078i,-0.0023012+0.00078382i,-0.0026204+0.0020214i,0.0011097+0.0028311i,0.0045051+0.0028423i,0.0043522+0.0017266i,0.0045444+0.0010545i,0.0066635+0.0027704i
0.055239+0.15072i,0.075713+0.21919i,0.091304+0.13534i,0.12158-0.04454i,0.13848-0.11739i,0.11222-0.062531i,0.059897-0.00099976i,0.01318+0.023688i,-0.0014152+0.02814i,0.0075918+0.018944i,0.010958+0.0059356i,0.0065281-0.0023519i,0.0031753-0.0062459i,0.0025071-0.0050114i,0.0019285-9.345e-05i,0.0012311+0.0012442i,0.0013812-0.0029705i,0.0013663-0.0076875i,0.00097635-0.0092218i,0.00080603-0.0076147i,-0.00044722-0.004343i,-0.0036523-0.00020631i,-0.0060787+0.0023285i
-0.15086+0.064399i,-0.2609+0.11627i,-0.30058+0.17803i,-0.27991+0.21044i,-0.24402+0.16309i,-0.17057+0.094364i,-0.067187+0.057082i,0.0075699+0.023982i,0.022346-0.0060316i,0.0086634-0.014891i,0.005443-0.008879i,0.008206-0.0016469i,0.0071036+0.0031675i,0.0063206+0.0049048i,0.005938+0.0029951i,0.0038301+0.0022247i,0.0017107+0.0048688i,0.0010223+0.0071124i,0.00035519+0.0084114i,0.0004924+0.0082765i,0.001141+0.0048613i,0.00032214-7.9352e-05i,-0.0013932-0.0034048i
-0.042876-0.15591i,-0.034195-0.27676i,0.026471-0.29888i,0.10941-0.19596i,0.1447-0.078617i,0.089999-0.036172i,0.0078159-0.035275i,-0.027813-0.023615i,-0.023533-0.0024184i,-0.012043+0.013412i,-0.0073479+0.015862i,-0.0062562+0.011842i,-0.0052512+0.0077095i,-0.0071036+0.0048093i,-0.0094374+0.0026304i,-0.0083657+0.0007181i,-0.0059716-1.726e-05i,-0.003682+0.00056191i,-0.0012434-0.00037438i,0.00066807-0.0024271i,0.0014582-0.0037809i,0.0024962-0.0035788i,0.0040284-0.0030674i
0.1357-0.031695i,0.2053-0.035396i,0.14718-0.05596i,0.002952-0.11208i,-0.056046-0.14566i,-0.011693-0.1138i,0.030251-0.050752i,0.038148+0.00060853i,0.036378+0.015056i,0.027859+0.0040015i,0.012608-0.0028747i,0.0005284-0.0021212i,-0.0055704-0.0028518i,-0.0055873-0.0037933i,-0.00074943-0.0023454i,0.0014389-0.00208i,-0.0015786-0.0035556i,-0.0051644-0.0052406i,-0.0069647-0.0053975i,-0.0063226-0.0041213i,-0.0036229-0.0012593i,-0.00015958+0.0033008i,0.0014342+0.0076513i
0.031976+0.1332i,0.055083+0.24123i,0.092598+0.29507i,0.11435+0.28974i,0.071891+0.25468i,0.020261+0.17797i,0.0078111+0.079319i,0.0013168+0.0076417i,-0.013709-0.017199i,-0.020892-0.015031i,-0.013897-0.012039i,-0.0041814-0.011617i,0.0012026-0.010059i,0.0035457-0.0091951i,0.0034877-0.0075886i,0.003228-0.0037521i,0.0049798-0.00043902i,0.007456+0.00060779i,0.0080347+0.0016905i,0.0066065+0.0028992i,0.0033196+0.0028067i,-0.0016282+0.0015853i,-0.0047915+0.00093234i
-0.13667+0.016731i,-0.24291-0.010646i,-0.2591-0.07103i,-0.15728-0.12888i,-0.040638-0.1354i,-0.0055225-0.075628i,-0.024224-0.0044522i,-0.029303+0.031245i,-0.012362+0.036195i,0.00518+0.026806i,0.010105+0.015984i,0.0083714+0.008374i,0.0065985+0.0038147i,0.0033751+0.0043845i,-0.00041759+0.0059047i,-0.0028986+0.0049743i,-0.0036937+0.0037761i,-0.0021913+0.003002i,-0.0012493+0.0019034i,-0.0012658+0.0016743i,-0.0019724+0.0015719i,-0.0028598-0.00031816i,-0.002265-0.0033604i
-0.010671-0.12255i,0.0017857-0.18774i,-0.013409-0.1534i,-0.07984-0.048811i,-0.12559-0.0050246i,-0.092971-0.031756i,-0.031777-0.046338i,0.0076685-0.033838i,0.01891-0.023377i,0.012481-0.016483i,0.0049493-0.0058897i,0.0014695+0.0029067i,-0.00022354+0.0045463i,0.0011358+0.0011753i,0.0049239-0.0033527i,0.0044973-0.0059522i,-0.00060697-0.0042791i,-0.0038507-4.0936e-05i,-0.0031942+0.0031007i,-0.001275+0.0026704i,0.0014094+0.0016048i,0.004351+0.00146i,0.0076576+0.0023463i
0.11657-0.01109i,0.21154-0.0094247i,0.26389-0.019305i,0.26227-0.025992i,0.21924+0.0086604i,0.13932+0.036327i,0.052311+0.021104i,-0.010499+0.0063412i,-0.035918+0.011986i,-0.032367+0.0185i,-0.022412+0.013351i,-0.01556+0.0040298i,-0.0094029-0.0027509i,-0.0052313-0.0055521i,-0.0029846-0.0042064i,0.0003436-0.002647i,0.0032993-0.0043057i,0.0037327-0.0066286i,0.0041348-0.006789i,0.0051847-0.0050195i,0.0039598-0.0017242i,0.00095796+0.0024761i,-0.0013666+0.0055047i
-0.0020872+0.11364i,-0.045285+0.19995i,-0.10366+0.20664i,-0.13596+0.11096i,-0.11515+0.0072768i,-0.056658-0.013558i,-0.0068229+0.013934i,0.016236+0.024378i,0.021414+0.016297i,0.017976+0.0036442i,0.012667-0.0067421i,0.0089708-0.0089531i,0.0068377-0.0048728i,0.0064309+0.00044765i,0.0062796+0.0053503i,0.0053694+0.0081409i,0.0039678+0.0075311i,0.0015585+0.0050897i,0.00068964+0.0032522i,0.00033475+0.0019821i,-0.00093305+0.00059161i,-0.00281-0.00044677i,-0.0043882-0.0012335i
-0.10285-0.010927i,-0.15978-0.034956i,-0.14284-0.027115i,-0.073461+0.038383i,-0.045356+0.083675i,-0.055688+0.052205i,-0.050288-0.00172i,-0.03066-0.032296i,-0.017128-0.038706i,-0.0098627-0.028955i,-0.0020098-0.01583i,0.002391-0.0060045i,0.0021524-0.0005218i,0.00047179-0.00092906i,-0.0025585-0.004489i,-0.0054052-0.0042834i,-0.0058176-2.9287e-05i,-0.0025962+0.0028971i,0.00036084+0.0035192i,-0.00012791+0.0020967i,-0.0022301-0.0013339i,-0.0020876-0.0041533i,0.00014737-0.0052884i
