-0.0030849-0.00039319i,-0.0028007+0.0013138i,-0.0031572+0.0023121i,-0.0026353+0.0023934i,-0.00046298+0.0024182i,0.00042377+0.0023939i,9.4292e-05+0.0016738i,0.00091493+0.00098372i,0.00155+0.0014944i,0.0018496+0.00167i,0.0017317+0.00036501i,0.001111-0.0011663i,0.00015752-0.0014151i,-0.00028531-0.00079207i,-0.00024876-0.00016944i,-2.6143e-05+0.00051075i,0.00054672+0.0007502i,0.00056412+0.00045573i,0.00075597+6.295e-05i,0.0011004-0.00017817i,0.0011572-0.00023689i,0.00063116-0.00039573i,-3.2486e-05-0.00022777i
-0.0018452-0.00014967i,-0.0021948+0.00060502i,-0.0020774+0.0019182i,-0.0020113+0.001738i,-0.0011364+0.00041398i,0.0010145+0.00028499i,0.0022669+3.1154e-06i,0.0017753-0.00063709i,0.00054354-0.00054753i,-0.00038505-0.00036028i,-0.0004835-0.00020039i,0.00011902+0.00026331i,0.00069652-2.8031e-05i,-6.6768e-05-0.00029528i,-0.0010139+0.00030157i,-0.00071273+0.00089208i,0.00030469+0.0013994i,0.00093041+0.0008726i,0.00056375-6.413e-05i,0.00044156+0.00021811i,7.2486e-05+0.0006885i,0.00013782+0.00020247i,0.00089042-0.00049566i
-0.00024863-9.8766e-05i,-0.00052719+0.00034735i,0.00058893-0.00046467i,0.0010117-0.00039275i,0.0010191+0.0005666i,0.0015379+6.2381e-05i,0.0022598-0.00072016i,0.0016275-0.00090054i,0.00054713-0.00062496i,0.00021884-0.00020307i,0.00017479-0.00063896i,0.0002671-0.0010653i,-5.6759e-05-0.00087485i,-0.00037746-0.00032551i,-0.0005655+0.00046168i,-0.00075301+0.00013609i,-0.00033882-0.00061393i,0.00025072+0.00028246i,0.00051089+0.00076184i,0.00070509+0.00034567i,0.0003552-0.00035539i,0.00051965-0.00040797i,0.0010852+0.00040413i
0.0011025-0.00062948i,0.00080256-0.00044135i,-0.00087452-0.00044103i,-0.0024192-0.0012418i,-0.0024355-0.0015729i,-0.0016284-0.00033135i,-0.0005717+0.000336i,-6.9372e-05-0.00014996i,0.0011361+9.4957e-05i,0.0012772+4.6103e-05i,0.00042774-0.0004316i,9.4515e-05-0.00028261i,0.0002966-0.00013425i,0.00057184+0.00015674i,0.00019239+0.00086641i,-0.00028169+0.0011025i,-0.00040909+0.00099964i,0.00016585+0.00065596i,0.0012421+0.00060685i,0.0016933+0.0011257i,0.00073682+0.00086055i,-0.00025653-0.00035533i,-0.0010026-0.00011257i
0.00018177+0.0018121i,0.00013336+0.0016469i,0.0015738+0.00059928i,0.0021356-0.00040898i,0.0013012-0.000549i,-0.00016079-0.00016274i,-0.00029718-2.6406e-05i,0.00043855-0.00072756i,0.00070425-0.0012454i,0.00070893-0.0012375i,0.00043639-0.00074951i,0.0001666-0.0002883i,6.8901e-05-0.00018113i,0.00018978+0.00031703i,0.00031826+0.0013255i,-5.5472e-05+0.0015363i,-0.00030463+0.0013853i,-0.00034161+0.0012946i,-0.00030573+0.0010124i,-7.8888e-05+0.00046945i,0.00015405-0.000208i,-0.00015437-0.00036886i,-2.945e-05+7.0016e-05i
0.00024554-0.00096676i,-0.00082757-0.0015227i,-0.0018117-0.0021607i,-0.0013359-0.0014536i,-0.001096-9.818e-05i,-0.00096532+0.000166i,0.00036422-1.0749e-05i,0.0011513+0.00013912i,0.00045856-0.00023001i,1.52e-05-0.00051606i,-7.0623e-05-0.00022922i,-0.00066561-0.00015852i,-0.00068625-0.00033841i,-4.6651e-05-8.9125e-05i,0.00057246+0.00044666i,-0.00039517+0.00079992i,-0.001113+0.00094065i,-0.00053565+0.00069825i,-0.00074711+0.00042487i,-0.00093654+0.00066752i,-0.0002046+0.00032625i,-0.00018452-0.00010651i,1.297e-05+8.4881e-05i
0.00078652-0.0006352i,0.0027365-0.00087398i,0.0018482+0.00063419i,2.8887e-05+0.0010728i,-0.00069502+0.00026154i,-0.00037373-0.00066739i,0.00078617-0.0016229i,0.0011391-0.0014638i,0.00079614-0.0010588i,6.6472e-06-0.00089003i,-0.00021621-0.0001744i,-9.9983e-05+0.00021212i,0.00017821+0.00018564i,-5.7651e-05+0.00019814i,-0.00075363-0.00036779i,-0.00011909-0.00082031i,0.00023718+0.00040962i,-0.00073965+0.00079076i,-0.00086222+0.00030129i,-0.00052085+0.00089912i,-0.00082273+0.0011008i,-0.00084986+0.00012874i,0.00033916-0.00033364i
-2.4009e-05-0.00085121i,-0.0012653-0.00041576i,-0.0020507-0.00095481i,-0.0012785-0.00033346i,-0.00056002+0.00077456i,-0.00070791+0.001008i,0.00013291+9.6116e-05i,0.00081192-0.00091662i,0.00020771-0.0017401i,-0.00029584-0.0010789i,-0.00043934+0.0001903i,-0.00012126+0.00054003i,-0.0002682+0.00071551i,-0.00062518+0.00055363i,-0.000199+0.00056414i,0.00035827+0.00056154i,0.0004538+0.00064938i,0.00047272+0.00033793i,0.00058176+0.00010368i,-0.00015928+0.00050815i,-6.5221e-05+0.00076864i,0.00038846+0.0003636i,0.00034686+0.00025036i
-0.00097924+0.00093818i,-0.00047497-0.00050202i,0.00034004+0.00028104i,0.0015938+0.00084807i,0.0018415+0.00044681i,0.0011147-4.4649e-05i,0.0010887-0.00074101i,0.0010068-0.0015376i,0.00047935-0.0013965i,4.9112e-05-0.00028154i,-0.00049265-0.00043246i,-0.00037824-0.00028146i,0.00026427+0.00024376i,0.00031122-8.5431e-05i,-0.0002946-0.00094308i,-0.00010812-0.0010116i,0.00034982+0.00026154i,0.00037211+0.00071827i,0.00037277+0.00021117i,0.00075564+0.00016544i,0.00024921+3.696e-05i,-0.00078321-0.00044618i,0.00028523-0.00067802i
0.0013636-0.00086725i,0.0014081-0.0020287i,0.00095935-0.002933i,-0.00037443-0.0024549i,-0.00089088-0.0017683i,-9.5842e-05-0.001505i,0.0013532-0.00039914i,0.0020144+0.00041944i,0.00079957-0.0003736i,-0.0002361-0.00097585i,3.024e-05-0.00044484i,0.0001687+9.3606e-05i,0.0003114-0.00020837i,0.00048248-0.00052062i,0.00014501-0.00065816i,-0.00013207-0.00066922i,-0.00030566-9.3e-05i,-4.4233e-05+0.00044396i,0.00031551+0.0005809i,0.00016229+0.0015554i,-4.8313e-05+0.002208i,0.00012502+0.0016755i,9.3184e-05+0.0014692i
-0.00023079+1.6633e-05i,0.0003103+0.0010087i,-0.00026356+0.0018391i,-0.00085429+0.0016779i,-0.000767+0.0014081i,-5.6582e-05+0.0011771i,0.00069654+0.00027615i,0.0006872-0.0003605i,-0.0001322+2.148e-05i,-0.00088946+0.00022487i,-0.00065058+0.00012851i,-3.3532e-05-9.882e-05i,6.919e-05-0.00027956i,-0.0001322-6.6068e-05i,-0.00036842+0.00021906i,-1.8261e-05+0.00043139i,0.00028353+0.00087227i,-0.00014559+0.0011567i,-0.00064414+0.0014i,-0.00041324+0.0012581i,0.00040519+0.00047305i,0.0001751+0.0001019i,-0.00082936+0.00067291i
0.0014189-0.0010793i,0.00092007-0.0019528i,0.0016479-0.001832i,0.0015371-0.0011164i,0.0011142-0.00040124i,-0.00031057+0.00052025i,-0.00060369+9.1505e-05i,0.00059316-8.7951e-05i,0.00073657+0.00040178i,0.00065912+0.00017609i,0.0014076-0.0002654i,0.0013852+0.0002334i,0.00082448+0.0010427i,0.00017813+0.0012023i,-8.6252e-05+0.00098995i,5.2474e-05+0.00078984i,-6.1137e-05+0.0010314i,-0.00022359+0.0013253i,-0.00076422+0.00090981i,-0.00027965+0.00027398i,0.0002851+0.00030754i,0.0001878-0.00018856i,0.0006979-0.00058763i
0.00053931+0.00055935i,0.00052085+0.00072884i,0.00062212+0.00072392i,0.00057632-0.00019867i,0.00077162-0.00091802i,0.00052552-0.00026591i,0.00043885-1.4173e-05i,0.0012879-0.00052484i,0.00073837-0.00074875i,-2.5605e-05-0.00062505i,-0.00016317-0.00078279i,-0.000616-0.00068499i,-0.00078565-0.00041748i,-0.00092884+6.4373e-05i,-0.00062375+0.00049157i,-0.00045539+0.00022199i,-0.00054795+0.00018941i,-0.00069776+0.00029838i,-0.0010003+0.00059517i,-0.00077811+0.00077503i,-0.00050969+0.00039948i,-0.00021668+0.00061355i,0.00066571+0.00078075i
0.00072518+0.00011809i,0.0012857+9.8403e-05i,0.0013497+0.00026649i,0.0012234+0.00052679i,0.0014552-0.00037064i,0.0017734-0.0006499i,0.00097964-5.232e-06i,-8.2279e-05+0.00010853i,-0.00052243+1.2424e-05i,-0.00063208+0.0004025i,-0.00076433+0.00032338i,-0.00079624-0.00044206i,-0.00071813-0.0010725i,-0.0008128-0.00093766i,-0.0006746+0.00018494i,0.00010129+0.00075187i,0.00028903+9.4575e-05i,0.00021626-0.00079364i,-0.00014743-0.00046867i,-0.00062782+0.00052407i,-0.00042599+0.00048476i,-2.8707e-05+0.000325i,0.00042175-0.00021051i
0.0024183+0.0001856i,0.0019919-0.00034731i,0.0010897-0.001664i,-0.00019116-0.0023424i,5.1315e-05-0.002232i,0.00079292-0.0013676i,0.0011074-0.00067612i,0.0013999-0.00050546i,0.0012116-0.00063053i,0.00058697-0.00076423i,-0.00019421-0.00057345i,-0.00054627+0.00018864i,-0.00012161+0.00045863i,0.00074135-0.00016742i,0.00056716-0.00051633i,-0.00062101+9.641e-05i,-0.00056588+0.00038939i,-0.00032254-6.9148e-05i,-0.00015677-0.00019803i,0.00014088+0.00011753i,0.00027215-0.00025161i,0.00063638-0.00076905i,0.00052256-0.00052509i
0.00063088+0.00026036i,0.0010559-0.0003576i,0.0019506-0.0011233i,0.0012769-0.0015388i,0.00041778-0.0021093i,0.00059689-0.0022038i,0.00058858-0.0014851i,0.0004885-0.0013072i,0.00074091-0.0010874i,0.00030818-0.00090716i,-0.00053284-0.00019523i,-0.00078285+8.6682e-06i,-0.00031787-0.00043791i,-5.244e-05+0.00038903i,-6.7306e-05+0.00096691i,0.0005346+0.0011558i,0.00075727+0.00083409i,0.0007779+6.8939e-05i,0.00093213+0.00098004i,-0.00023217+0.0010065i,-0.00093555+0.00028859i,-0.00057401+0.00050792i,-5.8519e-05+0.00063325i
-0.0007768-0.00096176i,-0.0018603+0.00018338i,-0.0023147+0.0008705i,-0.0015042+0.0013543i,-0.00080806+0.00077379i,-1.6924e-05+0.00018466i,0.001143+7.6564e-05i,0.00098401-0.00010299i,0.00034192-0.00043221i,0.00012412-0.00027053i,-0.00019055+0.00045282i,3.9665e-05+0.00047342i,0.00050449+0.00011631i,-0.0002642+0.00057546i,-0.00055058+0.0011128i,3.0159e-05+0.00079245i,0.00016102+0.00062818i,-0.00067719+5.9287e-06i,-0.0010473-0.00054476i,-0.00080871+0.00026522i,-0.00037682+0.0012747i,0.0005957+0.00091689i,0.00065271+0.0001127i
-0.00065171-0.00058575i,-8.6188e-05-0.00030705i,-0.0013104+9.4697e-05i,-0.0015227+0.0010384i,-1.1632e-05+0.0017988i,0.0010754+0.0015753i,0.0012598+0.0011054i,0.000148+5.1298e-05i,-0.00069577-0.00087806i,-0.00015634-0.00077702i,0.00059752-0.00093079i,0.0010007-0.00067383i,0.0012067+0.00033834i,0.0006035+0.00047541i,2.1439e-05+0.00031562i,-0.00029866+0.00068701i,-6.2914e-05-5.1027e-06i,0.00047082+0.00012917i,0.00033123+0.00053295i,1.9972e-05+0.00047844i,-5.4278e-05+0.00085846i,-0.00051478+0.0012725i,-0.00058857+0.00090349i
0.00019724-0.0013047i,0.00036098-0.0017685i,-1.9063e-05-0.0022758i,-0.0010263-0.0014726i,-0.001524-0.00017947i,-0.0015979+0.00040835i,-0.00041842+2.8672e-05i,0.0014195-0.0005767i,0.0011016-0.00099037i,0.00030928-0.00072638i,0.000456+3.427e-05i,0.00015393+0.00014303i,-0.00052402+7.8e-05i,-0.00061027+0.00037171i,0.00023833-0.00040183i,0.00046513-0.00073884i,-0.00025435-5.0396e-05i,-0.00044567-0.00029249i,0.0006379+0.00014134i,0.00051335+0.0005769i,-9.9685e-05-0.00023781i,7.3345e-07-0.00080666i,-0.00032305-0.00042899i
-0.00053881+0.00033464i,-0.00041563+0.0017543i,-0.00059909+0.0023401i,2.5101e-05+0.0017102i,0.00058646+0.0011823i,0.001055+1.4838e-05i,0.00093081-0.00094568i,0.00065482-0.00049692i,0.00029794+0.00037182i,-4.8489e-05+0.00060626i,4.2091e-05+0.00027755i,0.00049381-0.00023464i,0.00069069-0.00085385i,0.00028564-0.00064759i,-0.00058801+0.00037737i,-0.0012203+0.0012133i,-0.00076419+0.001652i,2.669e-05+0.00064476i,0.00060984+0.00011133i,0.00046234+0.0012919i,0.00011092+0.0017985i,-1.283e-05+0.00017058i,0.0007919-0.0009976i
-0.00060048-0.0011273i,-0.00047028-0.001892i,-0.00023064-0.0019846i,-1.3826e-05-0.0013263i,-9.0175e-05-0.00010543i,0.001058+0.00022198i,0.0017635-0.0008916i,0.0019376-0.0011319i,0.0013516-0.00030686i,8.5161e-05-1.2893e-06i,-0.00055717-4.942e-05i,-0.00027305+1.455e-06i,0.00051445+8.9791e-05i,0.0008662-0.00012888i,0.00079113-0.00045599i,0.00037641-0.00029324i,0.00056238-0.00024798i,-0.00014511-0.00041941i,-0.00086266-0.00041349i,-0.00038801-0.00022539i,0.00048259+0.00022703i,0.00071417+0.00036791i,0.00012716+0.0002123i
0.0015611+0.0015817i,0.0021704+0.0013862i,0.0010101+0.0012013i,0.0008256+0.00035179i,0.0013462-1.2689e-05i,0.00083924+0.00015288i,0.00020257-0.0001916i,7.2271e-05-0.00036136i,0.00016859-0.0001697i,0.00031194-0.00033365i,0.00026655+0.00020047i,-0.000167+0.0005008i,-0.00064956-0.00047825i,-0.0015004-0.0010109i,-0.001513-0.00047778i,-0.00062537+0.00063597i,-8.7959e-05+0.00036154i,-0.00020183-0.00071935i,0.00011351-0.000798i,0.00010198+4.2149e-05i,-0.00051279+0.00046867i,0.00017084+2.1444e-05i,0.00033453+1.3604e-06i
0.00013618-0.00030007i,-0.0010405-0.00048111i,-0.00069434-0.00025819i,-0.0001803-0.0009154i,0.0003813-0.0015047i,0.00098532-0.0014017i,0.00045298-0.00056863i,0.00023289+0.00025285i,0.00033581+0.00022923i,0.00025066-0.00014778i,-2.9326e-05+0.00020937i,-0.00017109+6.568e-05i,-0.00032772-0.00035493i,-0.00038329-0.00024556i,-0.00071234-9.8237e-05i,-0.0013413-0.00038448i,-0.00058517+0.00012938i,0.00025668+0.00066159i,-0.00021736+0.00043827i,-0.00026321+0.00043782i,-1.9441e-05+0.00083319i,-0.00049501+0.0010395i,-0.00063166+0.0010547i
0.0014034+0.001339i,0.0015262+0.0019555i,0.0013156+0.0018656i,0.0020123-8.0613e-05i,0.0022463-0.0014182i,0.00047754-0.0011871i,-0.00047746-0.00065339i,-0.00015131-0.00014763i,0.00067373-0.00019383i,0.0013359-0.00062301i,0.00048451-0.00076119i,-0.00099861-0.0012552i,-0.0019676-0.00092517i,-0.0018411-0.00019725i,-0.0010615+0.00023951i,-0.00028021+0.00075835i,0.00074341+0.00093217i,0.00065791+0.00043327i,-8.5122e-05-8.0764e-06i,-0.00049945+0.00045873i,-0.0010514+0.00086087i,-6.27e-05+0.00066612i,0.0010647+0.00038715i
0.0011368-0.0009096i,0.001163-0.00081725i,0.00081949-0.0010174i,4.4791e-05-0.00097897i,-0.00034336+6.5003e-05i,0.00082801+0.00057211i,0.0021281+0.00011125i,0.0016407-0.00061578i,-1.3382e-05-0.00086214i,-0.00077716-0.00069145i,-0.00028231-0.00028868i,0.00011755-2.4386e-05i,0.00047598-0.00050969i,0.00069045-0.0002761i,0.00064371+0.00021365i,0.0011896+0.00042073i,0.00073152+0.00014042i,-0.00029902+0.0003468i,-0.00018639+0.00071686i,-8.7906e-05+0.00027464i,-0.00045001+0.00042941i,-0.00071788+0.00035163i,-0.00035381+0.000274i
-0.0010554+0.00092407i,-0.0019548+0.0011476i,-0.0021951+0.00046183i,-0.0010487+0.00031094i,0.00093553+0.00040665i,0.0013334-0.00013806i,0.00042656+7.3147e-05i,0.00038038+0.00014234i,0.00063641+0.00012805i,-0.00021616+8.5535e-05i,-0.00035641-0.00043955i,0.0001641-0.00081083i,0.00052435-0.00029905i,0.00078151+3.7222e-05i,0.00022147+0.00043919i,0.00015904+0.00076318i,0.0002526+0.00036856i,-0.00062473+5.9653e-05i,-0.00092787+7.9773e-05i,-0.00060612+0.00019637i,-0.00054644+0.00061849i,3.0543e-07+0.00075983i,0.00051599-0.0001106i
0.0026571-0.00059277i,0.001564-0.002819i,0.0010751-0.0037228i,5.0354e-05-0.0028044i,-0.0012328-0.0021526i,-0.0011472-0.0011221i,-5.5893e-07-0.00023406i,0.0013089-0.00053628i,0.0011029-0.00043884i,0.00082774-6.1452e-05i,0.0014501-0.00026541i,0.0012626-1.488e-05i,0.00060861+0.00017763i,0.00022287+0.0005345i,0.00018508+0.00043657i,0.0002014+0.00050654i,-1.938e-05+0.0005532i,-0.00012498+0.00017979i,0.00035739+0.00050122i,0.00066093+0.00074863i,0.00059655+0.00041789i,-0.00040397+0.00018009i,-0.001001+0.00019072i
0.00088081+0.00017345i,0.00036768-0.00043895i,0.0009346-0.0009573i,0.0010225-0.0011118i,0.00067424-0.0011818i,-0.0005944-0.0012695i,-0.0011402-0.0011247i,2.4813e-05-0.0010289i,0.00052829-0.0004584i,-4.8928e-05-2.7889e-05i,0.00043823-0.00021752i,0.000635+0.00036923i,0.00026187+0.00098855i,0.00043006+0.00095286i,0.00099149+0.00053313i,0.00084533+0.00040804i,0.00020875+0.00022739i,-5.6471e-07-0.0003724i,0.00028718-0.0007161i,0.00052786-0.00034803i,0.00030746+0.00026084i,0.00011733+0.00020164i,0.00011599-0.00063119i
-0.00081137+0.0018043i,0.00019202+0.0021262i,0.0012373+0.0020088i,0.0017245+0.0014036i,0.0015488+0.00026434i,0.0010175-0.0010076i,0.001154-0.0012641i,0.0013211-0.0010913i,0.0010791-0.00079701i,0.00030594-0.00067997i,-0.00034578-0.00081002i,-0.00069191-0.00059727i,-0.00042996-0.00068056i,-8.4802e-05-0.00097479i,-9.9394e-05+0.0005488i,0.00028267+0.0013552i,3.8276e-05+0.00085568i,-0.00059401+7.6263e-05i,-0.00034833-9.6886e-05i,-0.00015536+0.00078612i,0.00011554+0.0012628i,0.00031255+0.00058462i,0.00021028+0.00044602i
0.0012189+0.00014788i,0.001736-0.0001627i,0.0015789-0.00021691i,0.0016884-0.00066424i,0.001626-0.0011582i,0.00071622-0.0013118i,0.0012372-0.001031i,0.0016617-0.00046148i,0.00081995+6.6661e-05i,0.00057024+0.000171i,0.00087108+0.00039671i,0.00058779+0.00070719i,0.00016252+0.00047442i,-0.00053611+0.00039068i,-0.00077633+0.0001914i,-0.00063358-0.00058829i,-0.00087434-0.00082822i,-0.0011426-0.00053599i,-0.0010934-0.00018209i,-0.00024056+0.00040271i,0.00033304+0.00035377i,0.00032122-0.00024553i,-0.00014085-0.00016051i
-0.00024179-0.00016346i,-0.0017229+0.00058972i,-0.0024022+0.00094482i,-0.0024902+0.00070494i,-0.0019457+0.00043845i,0.00012354+0.00057371i,0.0017301+0.00042004i,0.0012004-0.0002869i,-0.00044042-0.00084707i,-0.00083724-0.00046985i,-0.00057531-0.00017702i,-0.00048755-0.00060086i,0.00023257-0.0013449i,0.00082385-0.0013119i,0.0012032-0.00046636i,0.00094152+0.00019494i,0.00069548+0.00041698i,0.0012052+0.00057461i,0.00074726+0.00038617i,0.00019118+0.00053064i,0.00043976+0.0005944i,0.00066924+0.00053311i,0.00080059+0.00030341i
0.0010261+0.0002467i,0.00044358-0.0014838i,-0.0011384-0.002223i,-0.0012423-0.0019302i,0.00053443-0.00092725i,0.0012668+0.00056686i,0.0012447+0.00029188i,0.001406-0.0012512i,0.00070257-0.0020088i,4.605e-05-0.0016618i,-0.00010788-0.00082521i,0.00032301-0.00019355i,-0.00010893+0.00089045i,-0.00064001+0.00086251i,-4.4172e-05+0.00085815i,0.00040812+0.0009408i,0.00083754+0.00029709i,0.00084513+0.00032766i,0.00076489+0.00058912i,0.0005637+0.00080945i,0.00056201+0.00042397i,-0.00016687+0.0002741i,-0.00075383+0.00072285i
-0.00023225+9.3946e-06i,0.0014406+0.0012231i,0.0021866+0.0013464i,0.0014333+0.0006352i,0.0012848+0.0004771i,0.0012943+0.00030268i,0.00098643-0.00021481i,0.0006633-0.00058416i,-0.00021747-0.00054482i,-0.00046945-0.00079484i,-0.00050554-0.00089601i,0.00050494-0.0005131i,0.00069241-0.00055977i,0.00089549-0.0011938i,0.0013153-0.0008706i,0.00051134+0.00029213i,0.00022687+0.00047757i,0.00041903-0.00065632i,0.00084401-0.00060975i,0.00010562+0.00064623i,-0.00082008+0.00078306i,-7.3496e-05+0.00057307i,0.00059912+0.00064992i
-0.00085221-0.00019992i,-0.00077729+1.1884e-05i,-0.00076918-0.00017193i,-9.8826e-06-0.00025994i,0.00039333+0.00065673i,0.00033174+0.00023001i,0.00092519-0.0013559i,0.001331-0.0017004i,-5.1124e-05-0.00076098i,-0.0010499-0.00085442i,-0.00068174-0.0010432i,-0.00040966-0.0010525i,0.0001577-0.000596i,0.00017859+8.4019e-05i,-0.00070564+0.00039857i,-0.00070955+0.00038561i,-0.00063402+4.5291e-05i,-0.0013665-0.00055286i,-0.0009482-0.001303i,-0.00013467-0.00088475i,0.00015876-0.00013349i,0.00036103+0.00039223i,0.00070071+0.00049704i
4.356e-05-0.0008358i,0.00019997-0.0013748i,-0.00098072-0.0015688i,-0.0014397-0.00042262i,-0.00089719+3.1567e-05i,-0.0003437+4.991e-05i,-0.00014706+0.00024511i,0.0002759-0.00067469i,0.00059624-0.00091218i,0.00035936-5.7823e-05i,0.0004707-0.00015972i,0.00010487-0.00042038i,-0.00032432+0.00020704i,-0.000261+0.00061409i,-0.00053717+1.6551e-05i,-0.00029686-0.00045979i,-8.0593e-06-2.2528e-05i,-0.00017036-5.0078e-05i,-9.0979e-05-0.00013009i,-8.1225e-06+5.7662e-05i,2.2426e-05+0.0002362i,0.00014013+0.00098463i,0.00025321+0.0010807i
0.00061505-8.5602e-05i,0.0012254-0.00057096i,0.0014164-0.0012739i,0.0004008-0.0012689i,-0.00051794-0.00056946i,-0.00044953-0.00033535i,-0.00012331-0.00045951i,0.00033263-7.814e-06i,0.00029587-0.00030938i,-0.0003457-0.00027479i,-0.00042844+0.00056654i,-0.00011055+0.00040168i,-6.716e-05+9.883e-05i,-0.00025089-0.00066219i,0.00052016-0.00046762i,0.00055521+0.00064906i,-0.00035047+0.00083453i,-0.0003521+0.00056117i,-8.9688e-06-4.469e-05i,9.825e-05-8.0089e-05i,2.5588e-05-0.0002115i,0.00026577-5.4651e-05i,0.00023701+0.00022388i
-0.00010955+0.00037539i,0.00040395+0.00022526i,0.00050147-5.5525e-05i,0.00095921-0.00054436i,0.0012859-0.00078609i,0.0018527-0.00016951i,0.0022199-0.00033915i,0.0012351-0.0011862i,0.00096641-0.0010582i,0.0014128-0.00016925i,0.00093461-0.00032956i,-0.0003654-0.0010042i,-0.00063201-0.0007296i,0.00013248-0.00019705i,0.00011551+0.00031557i,-0.00049064+0.00088243i,-0.00073984+0.0011178i,-0.00071122+0.00069108i,0.00011616+0.00072823i,0.00050756+0.00075885i,7.8733e-05+0.00030035i,-0.00035988-7.7406e-05i,-0.00027505+0.00010953i
-0.00062848+0.00043921i,-0.001135+0.00013969i,-0.0010735-0.00050097i,8.5435e-05-0.0010753i,0.0014107-0.00028429i,0.00094308-0.00020495i,0.00034385-0.00089532i,0.00078567-0.00065874i,0.00031267-0.00087479i,-0.00033602-0.0016544i,-0.00020728-0.001643i,-4.6028e-05-0.001034i,-0.00031401-2.3153e-05i,-0.00039155+0.00034398i,0.00049786+0.00049984i,0.00050468+0.00058641i,-0.00082234+0.00032159i,-0.00086606+3.1765e-05i,-3.2533e-05+0.00036331i,9.5138e-05+0.00036643i,-0.00051037+0.00026962i,-0.0011171+0.00060727i,-0.0011086+0.00052842i
0.00045638-0.0032067i,-0.00068964-0.0026996i,-0.0018946-0.0023197i,-0.0019565-0.0018639i,-0.001544-0.00024048i,-0.0011259+0.0015093i,0.00014279+0.00085726i,0.0018606-0.00050413i,0.0011503-0.00095494i,-0.00048753-0.00024541i,-0.00097848+0.00073582i,-0.00037754+0.00061879i,0.00076673+0.00027795i,0.0005374+0.00057845i,-0.00026221+0.00052483i,-0.00029503+0.00015401i,0.00026821+0.00035235i,0.00084056+0.00047228i,0.00028964-7.2775e-05i,0.00012176-0.00023929i,0.0002045+0.0002655i,-0.00018574+0.00066603i,-0.00023334+0.00051028i
0.00065849+0.0012662i,0.00017654+0.0019521i,0.00068207+0.001274i,0.00095506-0.00034463i,0.0013061-0.0016363i,0.001025-0.0015475i,0.00082044-0.0011182i,0.00081195-0.00047249i,0.00019873-0.00078161i,-0.00047078-0.00074228i,-0.00053397-8.2552e-05i,2.6895e-05+0.00048802i,-9.3793e-05-1.1694e-05i,-0.0011098-0.000369i,-0.001485+0.00019341i,-0.00093021+8.8799e-05i,-0.00042741+6.2299e-05i,-0.00010505-0.00073954i,0.00064659-0.0010774i,0.00081242-0.00036076i,0.00066609-0.00010545i,-0.00015461+5.7379e-05i,-0.00035311-0.00022464i
-0.0014481+0.00065122i,-0.00060628-6.3284e-06i,6.8269e-05-0.0005157i,0.0010476-0.00048501i,0.0015147-0.00026158i,0.0014063-0.00073391i,0.0012784-0.0009198i,0.0013793-0.00013871i,0.0010243-9.0539e-05i,0.00052318-0.00049838i,0.00029996-0.00055415i,-8.2318e-05-0.00063491i,-0.00014984-0.00059852i,-9.024e-05-0.00085779i,-0.00056804-0.00047731i,-0.00018678+0.00037443i,0.00043861+0.0014979i,-0.00026746+0.00133i,-0.00065377+0.00052123i,0.0006043+0.00043306i,0.00078624+0.00056307i,-0.00052162+7.985e-06i,-0.00094054-0.0007462i
-0.00048986+0.0015606i,0.00096129+0.0023381i,0.0010756+0.0030155i,0.00089531+0.0024896i,0.0017101+0.0010318i,0.0016408-8.7074e-05i,0.0012687-0.00028681i,0.0014852-9.1804e-05i,0.00057696+8.0833e-05i,-0.0001823+0.0003642i,0.00044235-0.00017741i,0.0012269-0.00032147i,0.00080937-0.00027551i,0.00018847-0.00086371i,0.00026508-0.00077308i,0.00070239+0.00025213i,0.00090098+0.00080864i,0.00074055+0.0012062i,8.9599e-05+0.0010148i,7.0798e-05+0.00039596i,0.00039136+0.00014075i,-0.00043001-0.00040624i,-0.00049657-0.00053271i
-0.0011259-0.00086653i,-0.0015406-0.00087431i,-0.0020529-0.00078892i,-0.0019333-0.00022969i,-0.00083444+0.00019358i,0.00096874+0.00017641i,0.0018498-0.00021102i,0.0011595-0.00020183i,0.00039761-5.1888e-05i,-3.5775e-05-0.00021645i,-0.00041264-9.802e-06i,-0.00036699+0.00019853i,-0.0004103-0.00023453i,-0.00030678-0.00068655i,-6.0803e-05-0.00070382i,-0.00014429-2.5187e-05i,-0.00035877+6.9564e-05i,0.00010051+0.00033979i,0.00086168+0.00035248i,0.00022869-0.0001468i,-0.00051725+0.00054926i,-0.0002213+0.0012188i,0.0003031+0.00049669i
-0.00081033-0.00055762i,-0.0008103-0.0014676i,-0.00072588-0.0010344i,-0.00043885+0.00043858i,-0.00011745+0.00079407i,-2.5363e-05+0.00036269i,0.00072537-7.0196e-05i,0.0012765-0.00071087i,0.00080112-0.001507i,0.000826-0.0012144i,0.0010672-0.00025751i,0.00035919+0.00011322i,-0.00026051+0.00028527i,-0.00041348-0.00020287i,-0.00021787-0.00021638i,0.0005158+0.00011233i,0.0004463+0.00033381i,0.00021115+0.0007829i,9.9375e-05+0.00079979i,-0.00034949+0.00093692i,-0.00037051+0.00074594i,0.00033315-0.00011567i,0.00035991-0.00080581i
