-0.0012541+0.00064764i,-0.0005798-0.00046715i,-0.00066035-0.00092991i,-0.0013247+0.00023688i,-0.0016126+0.0014233i,-0.0010332+0.0016594i,-0.00082423+0.0021473i,-0.00075119+0.0022566i,0.00014228+0.0017477i,0.0011687+0.00093166i,0.0014688+0.00030796i,0.0011915+0.00019993i,0.00087264+6.3563e-05i,0.0002681-0.00012604i,1.5612e-05-0.00023143i,0.00034831-0.00013668i,0.00019832+0.00031472i,-0.00024854+0.00078584i,-0.00032603+0.00077223i,-0.00042433+0.00018815i,-0.00036791+0.00025006i,-0.00019417+0.00066337i,-0.00012766+0.0011685i
0.0019524-0.00069322i,0.001427-0.00021148i,0.00045323-0.00013077i,0.00024014+0.00012235i,-0.00018981+0.00072757i,-0.0006261+0.00068478i,-0.00081184+0.00078791i,-0.001293+0.0010849i,-0.0010946+0.00069002i,2.8251e-05+0.00035699i,0.00068255-4.835e-05i,0.00018491-0.00032737i,-0.0004688+6.5871e-05i,-8.0789e-05+0.00063733i,6.45e-05+0.00071214i,0.00038852+0.00026301i,0.00077594+0.00016196i,0.00065506+0.00043499i,0.00016497+0.00049391i,-0.00039069+0.00064763i,-0.00065014+0.00057934i,-0.00049015-0.00016005i,-8.6306e-05-0.00074175i
5.7348e-05+0.0011395i,0.00056585+0.0013762i,0.0011546+0.0012756i,0.001684+0.0012702i,0.0015825+0.0014836i,0.000546+0.0012428i,-0.00024422+0.00064616i,-0.00010216+0.00025153i,-0.00016341+0.00046879i,-0.00079669+0.00053682i,-0.00052703+0.00081656i,0.00035964+0.00079437i,0.001019+0.00029064i,0.00114+0.00027906i,0.00088149+0.00052077i,0.0011463+0.00077635i,0.0004115+0.00017283i,-0.00091549-0.00055418i,-0.00074333-0.00030983i,-0.00035222+0.00013068i,0.00032781+8.8382e-06i,0.00056697-0.00053668i,0.0002961-0.00030599i
-0.0016119+0.0009071i,-0.002006+0.00076195i,-0.001648+4.4655e-05i,-0.0017757-0.0014i,-0.001337-0.0015958i,-0.00084345-0.00083345i,-0.00083663-0.00033547i,-0.00071294+0.00024717i,-0.00025839-0.00028592i,0.00055582-0.00070817i,0.00061858+8.0907e-05i,-0.00040815+0.00032317i,-0.00084102+0.00013127i,-0.00071839+0.0005281i,-0.00095795+0.0010659i,-0.00049066+0.00098333i,-0.00060503+0.0010479i,-0.00058746+0.0012095i,0.00063776+0.00093497i,0.00068562+8.0079e-05i,7.025e-05-0.00048692i,0.00024537+1.7439e-05i,2.3072e-05+0.00036192i
-0.00065317-0.0010445i,-0.00025007-0.00058813i,-0.00080162-0.00032311i,-0.0019756+0.00077508i,-0.0018088+0.0015539i,-0.00059005+0.0013359i,-0.0004111+0.00088893i,-0.00058298+0.00044812i,-0.00073229+0.00061484i,-0.00086959+0.00041079i,-0.00057075+9.8618e-05i,6.7296e-05-5.6041e-05i,0.00078432+1.2083e-05i,0.00053273-0.00014453i,-0.0001619+5.7132e-06i,-0.00077224+0.00042555i,-0.00040948+0.00040474i,0.00053168+9.5145e-05i,0.00044172-3.3413e-05i,7.8621e-06+0.00010396i,8.156e-06-0.00017377i,-9.0332e-06-0.0010129i,-0.00035986-0.0014943i
-0.0013272-0.001121i,-0.00061653+0.0004147i,0.00036863+0.0023139i,0.00076137+0.0020399i,0.00082806+0.0017343i,0.00068447+0.0017185i,-0.00041777+0.00045966i,-0.0011849-7.0388e-05i,-0.00095146+0.00020926i,-4.5955e-05+0.00069397i,0.0010219+0.00071911i,0.00098671+0.00037438i,0.0006473+0.00042671i,0.00081992+0.00042167i,0.0013064+0.00042327i,0.0008819+0.00039664i,0.00026917+0.00029681i,-0.00026364-0.00018381i,2.6372e-05-0.00059039i,0.00091452-0.00043624i,9.6002e-05-4.3397e-05i,-0.0001693+5.8204e-05i,0.00065566+0.00047779i
-0.0025361+0.00017353i,-0.0017422+0.0010181i,-0.00082388+0.0017891i,-0.00059242+0.001496i,-0.00036123+0.00085015i,0.00034377+2.4492e-05i,0.00095929-0.00042626i,0.00078736-0.00042518i,-0.00015963-0.00027092i,-0.00076503-0.00013034i,-0.00078347-0.00017342i,-0.000143-0.00026259i,0.00065381-0.0005066i,0.00078292-0.00098941i,0.00067078-0.0007162i,0.00010845-0.00025462i,-0.00019504-0.00047405i,-0.00036999-0.00068685i,-0.0014338-0.00014783i,-0.0013605+0.00016899i,-0.00047219-6.82e-05i,-0.0005099-0.00050871i,-0.00029974-0.0005241i
-0.00021537+0.0015536i,-0.00022076+0.0014219i,0.00027387+0.00078774i,5.7443e-05+0.00083921i,-0.00095118+0.00027502i,-0.0017905+0.00029911i,-0.0016496+0.00057167i,-0.0011191+0.00046408i,-0.00085973+0.0010008i,-0.00095697+0.00055143i,-0.00037362-0.00070074i,-3.2232e-06-0.00097368i,0.00040844-0.00027011i,0.000563+0.00051436i,0.00038434+0.0010358i,-0.00046654+0.00082447i,-0.00081788-0.00011291i,-2.7172e-05-8.7832e-05i,0.00021793-0.00016161i,-0.00054901-0.00052614i,-0.0011215-0.00011998i,-0.0012025+0.00023315i,-0.00055429+8.3646e-05i
-0.00054147-0.0014149i,-0.0013862-0.00068834i,-0.0015265-0.00074661i,-0.00091442+0.00059622i,-0.0010043+0.0013943i,-0.0014139+0.0012639i,-0.0012358+0.00034424i,-0.00053642-0.00024645i,0.00026782+0.00044068i,-1.7163e-05+0.00050171i,-0.00032338-6.4954e-05i,0.00034474+0.00029104i,0.0011221+0.00070043i,0.0014554+0.00086678i,0.00095174+0.00057091i,0.00066865-0.00063342i,0.0008771-0.0010661i,9.8562e-05-0.000495i,-0.00097218-0.00053098i,-0.0011869-0.0011444i,-0.00054019-0.0010563i,-0.00018675-0.00020065i,-0.00040989+0.00032858i
0.00023681-0.00061418i,0.0012053-0.00067239i,0.00078602+0.00084256i,0.00062624+0.0022488i,0.0007348+0.0018951i,0.00021596+0.001087i,-0.00086528+0.00093257i,-0.001876+0.00083742i,-0.001255+0.00097403i,0.00011893+0.0012913i,0.00066109+0.0014228i,0.00090362+0.00068394i,0.0005846-0.00056139i,0.00010996-0.00039761i,-7.7973e-05-0.00021275i,0.0001564-0.00076338i,0.00039225-0.00046385i,0.00044374+0.00050794i,0.0003414+0.00077317i,0.00036469-3.3519e-05i,0.0003228-0.0006623i,0.00051464-0.00071773i,0.0010196-1.0488e-05i
0.00017993+2.7372e-05i,0.00078829-0.00017306i,0.0014832-0.00075022i,0.0015413-0.00067553i,0.00065777-0.00044159i,-0.00076914+3.882e-05i,-0.00091569+0.001194i,-0.00035194+0.00089588i,-0.0003752-1.6353e-05i,-0.00022719+0.00061432i,-2.3715e-05+0.00020161i,0.00017703-0.00082481i,0.00037168-0.00067873i,0.00026167+0.00025512i,-0.00026839+0.00034225i,-0.00040475+7.4851e-05i,-0.00011721+0.00083468i,0.00026607+0.00082093i,0.00022985-0.00038694i,0.00012985-0.00020577i,0.00062834+0.0001926i,0.00010535-0.00086792i,-0.00026946-0.0011522i
2.5114e-06+0.001237i,0.00080052+0.0019427i,0.00037134+0.0025217i,-0.00029515+0.0011579i,-0.001146-0.00051279i,-0.002293-0.0012647i,-0.002266-0.0013597i,-0.0017093-0.00082205i,-0.00092894+0.00026217i,-0.00024271+0.00020511i,0.00016587-0.00026375i,-3.5473e-06-0.00023941i,-0.00012288-0.00045441i,4.63e-05-0.00064357i,0.00075133-0.0004168i,0.00079115+0.00051194i,0.00017818+0.00061187i,0.00031976-0.00038539i,0.00012585-0.00066841i,0.0006373-0.00057638i,0.00098309+0.00017866i,-0.00016447+0.00085659i,-0.00088448+0.00053578i
4.6213e-05+0.0012752i,-8.4755e-05+0.001498i,-1.7953e-05+0.00094513i,0.00054879+0.00084229i,0.00057832+0.00077587i,-0.00023891+0.00028855i,-0.0014908-0.0002704i,-0.0012015+0.00014417i,-0.00037692+0.00081177i,-0.00030346+0.00033553i,-0.00017327-0.00013516i,0.00013793-6.5878e-05i,0.00075837+0.00042494i,0.0012584+0.00097128i,0.0014785+0.00077568i,0.00083151-4.3348e-05i,0.00073265-0.00021427i,0.0010066-0.0002318i,0.00052696-4.442e-06i,-0.00031197-4.7768e-06i,-0.00077204-0.00016804i,-0.00029655-0.00022673i,-0.00026697-7.7378e-05i
-0.00088939-0.00026981i,-0.00024201-3.1727e-05i,0.00056965+0.00081671i,0.0012944+0.0008902i,0.0011936-0.00019386i,8.0575e-05-0.00070723i,-0.00048661-0.00015711i,-0.00049176+0.00035402i,-0.00017977-1.2971e-05i,0.00054548+0.00011002i,0.00051596+0.00071185i,-0.00013349+0.00078937i,0.0002374+0.00077538i,0.00039737+0.00062378i,-0.00041017-0.00031093i,-0.0003055-0.00096329i,-0.00011079+7.5651e-05i,-0.00039546+0.00011356i,-0.00054513-0.0005805i,-0.00063316-0.00096913i,-0.00032734-0.00027076i,-9.3173e-05+0.0004568i,0.00011828+5.6729e-05i
0.001099+0.0019963i,0.0018749+0.00069084i,0.0025878-0.00058227i,0.0029957-0.0014548i,0.00197-0.0013659i,0.00045665-0.00084992i,-0.00087428-0.00076378i,-0.0012904-6.2353e-05i,-0.00081843+0.0002551i,0.0002446-0.00032316i,0.00055553-0.00022746i,-0.00027488+0.0001369i,-0.00053686-0.00023373i,-0.0010152-0.00075701i,-0.00094021-0.00047631i,0.00036943+0.00052824i,0.0011204+0.00037849i,0.00069995-0.00058538i,6.2974e-05-0.00089103i,-0.00034414-0.00061681i,-8.3197e-05+0.00040394i,0.00049174+0.00093975i,-0.00025521+0.00040202i
0.00022648-0.00017464i,-0.00034645+0.00090561i,-0.00062033+0.001495i,-0.0016024+0.0017292i,-0.0026051+0.0013195i,-0.0019113+0.0012177i,-0.00091687+0.001441i,9.9982e-05+0.0012165i,0.00058627+0.0013667i,9.3612e-05+0.0014074i,-0.00017306+0.0011146i,-2.1731e-05+0.00066172i,-0.00030657+0.00063214i,-0.00021896+0.001268i,3.2292e-06+0.0019131i,-0.00013661+0.001299i,-0.00044011+0.00055515i,-0.00083291+0.00046958i,-2.0005e-06+0.00010922i,0.00059348-0.00052678i,0.00028428-0.00099906i,-0.0001132-0.00058639i,-0.00027882-0.00012393i
0.0005515+0.00092534i,-0.00022589+0.0002892i,-0.00033471-0.00013964i,0.00037868-0.00016338i,1.4586e-05+0.00033425i,-0.00099458+0.00059514i,-0.0012818+0.0004505i,-0.0006821+8.6583e-05i,-0.00034683+0.0003678i,-0.00021769+0.00045105i,0.00024068+0.00014251i,0.0002217+0.00018146i,1.3684e-05+0.00028892i,-0.00017758+0.00051384i,-0.00037397+0.00055738i,-0.00047521-0.000181i,-0.00040753-0.00066307i,-0.00020689-0.00035683i,-0.00013577+5.2508e-05i,0.00051815+0.0001077i,0.0013998+0.00045151i,0.0014256+1.3225e-05i,0.00091027-0.00053612i
-0.0020059-0.00030409i,-0.00088084+0.00011702i,0.000243+0.00075185i,0.0011467+0.00067098i,0.0015141+0.00061758i,0.0008175+0.00027216i,-0.00035697-0.00018615i,-0.0007706-0.00030366i,-0.00059417-0.00030769i,-0.00018866-0.00022639i,0.00044644+7.7726e-05i,0.00089699+0.00041085i,0.00078613-2.6804e-05i,0.00051829-0.001052i,0.00057226-0.0013388i,0.00088548-0.00063159i,0.0012796-0.00023217i,0.00043515-0.0009245i,-1.5356e-05-0.0013005i,-0.00021655-0.0005626i,-0.00044065-5.633e-05i,-0.00046864+0.00037429i,-0.00046988+0.00071509i
0.0011281-0.00078868i,0.00043039-0.00067719i,0.00016958-0.0011152i,-0.00046373-0.00085358i,-0.0010167-0.00045673i,-0.0010441-0.0001599i,-0.00031303+0.00040538i,-0.00025464+0.00099599i,-0.00034391+0.0011604i,0.0004196+0.00081819i,0.00080367+0.0003241i,0.00082128+0.00032278i,5.0036e-06+0.00074204i,-0.00059668+0.00052785i,0.00013647+0.00035715i,0.00065132+0.00014076i,0.00069076+0.00010423i,0.00028314+0.00050577i,-0.0003449-0.00018411i,0.00036234-0.00031352i,0.00054339-0.00022056i,9.1781e-05-0.00045661i,0.00042341-0.00032761i
0.0014348+0.00059827i,5.6068e-05-0.00015745i,-0.0012506-0.00035402i,-0.0016342-0.00016537i,-0.001809+0.00030665i,-0.001704+0.0010103i,-0.00077834+0.00089383i,-0.00015946+0.00066824i,3.8398e-05+0.00053077i,0.00035398-4.1391e-05i,0.00027492-0.00019275i,4.1546e-05+2.6043e-05i,-0.00015034+0.00019054i,-0.00025672+0.00038389i,-0.00024042+0.00058188i,-0.00024203+0.00051989i,-0.0005051+0.00055865i,-0.00088169+0.0011309i,-0.00022217+0.00093665i,0.00062372+0.00044453i,1.4153e-05+0.0002896i,-0.00055042+0.0003348i,-0.00069907-0.00036898i
-0.00036744-0.00016217i,0.00049385+0.0010785i,0.00032148+0.0015784i,0.00059796+0.0019051i,0.00107+0.0017416i,0.00066175+0.0013389i,-0.00038005+0.00039743i,-0.00091023-0.0004727i,-0.00075717-0.00015335i,-0.00053291+0.00056453i,-0.00021415+0.00057054i,0.00023823-0.00017871i,0.00032951-0.0010616i,0.00061442-0.0010737i,0.00088816-0.00060137i,0.00078236-0.00027489i,0.00063137-9.8086e-05i,0.00038854+0.0001628i,0.00021694+1.6977e-05i,-0.00027944+9.1341e-05i,-0.00058337+0.00047259i,-0.00032343+0.00069485i,-0.00071541+0.00081145i
-6.2653e-05-0.00077124i,0.00049717-0.00044234i,0.00083994-9.6443e-05i,0.00078379+0.00053296i,0.00028588+0.00088389i,-0.0003337+0.0004409i,-0.00038759+6.5356e-05i,-0.00021266+0.00047455i,-0.00041345-0.00044244i,-0.00061809-0.00069017i,-0.000518-0.0001418i,-0.00022654-5.7054e-05i,2.9095e-05+0.00015697i,-1.3185e-05+0.00066174i,4.8065e-05+0.00022483i,0.00066162-0.00028786i,0.0005385-0.00044045i,-0.00027371-0.00022665i,-0.00029917+0.00010583i,-0.0001428+0.00026151i,0.00068269-0.00024415i,0.0013201-0.00049744i,0.0001589-0.00015272i
-0.00017773+4.3879e-05i,0.00099676+2.6802e-05i,0.00099234-0.00056886i,-0.00017196-0.00062022i,-0.0010626-0.00049955i,-0.0012434-0.00022601i,-0.00091729-0.00022506i,-0.00075207-1.3837e-05i,-0.00063252+1.256e-05i,0.00064983-0.00094674i,0.0013388-0.0007696i,0.00072877-0.00012846i,0.00017539-0.00044835i,-0.0001941-0.00020704i,9.3663e-05+0.00081895i,0.00038318+0.0010917i,0.00023791+0.00087861i,-0.00031598+0.0012323i,-7.7611e-05+0.001246i,0.00061677+0.00024791i,0.00026564-0.00068928i,-0.00016792-0.00085229i,-0.00045389-0.00055873i
-0.00015533+0.0021479i,-0.00029758+0.0024058i,0.00018798+0.0021653i,-0.00051836+0.0014127i,-0.0008038+0.00026119i,-0.0013728-0.00084251i,-0.0018771-0.00073982i,-0.0013102+0.00029904i,-0.0011609+0.0012095i,-0.00058681+0.00088151i,-0.00012692-4.578e-05i,0.00030971-0.00053953i,0.00040381-0.00084137i,0.00063645-0.00010266i,0.00070629-0.00029595i,-0.00014482-0.00066i,3.4268e-05-0.00013576i,0.00028825+0.0004072i,-0.00015928+0.00037653i,0.0001613-0.00014728i,0.00031425-0.00076159i,-0.00010824-0.00023869i,-0.0002629+0.00033226i
-0.0015447+0.0021183i,-0.0008629+0.0026158i,0.0015542+0.0034712i,0.0021848+0.0027554i,0.0013089+0.0016283i,6.2704e-05+0.00013328i,-0.00096476-0.001304i,-0.0011877-0.00059577i,-0.0013631+0.00038021i,-0.00081487+0.0003294i,-0.00011561+7.8447e-05i,8.7791e-05-0.00022305i,0.00013603-0.00089308i,9.9487e-05-0.0011706i,0.00033775-0.00035024i,0.00027389-6.0689e-05i,-0.00080495-0.00043892i,-0.0016354-0.00020568i,-0.0012086+0.00020853i,-8.4537e-05+0.00042373i,0.00069224+0.00060623i,0.0003257+0.00023166i,-0.00040737+0.00032081i
0.0010433-0.0013526i,0.00087524-0.00085817i,0.00036118-9.8212e-05i,4.5001e-05-0.0005417i,0.00014004-0.0010894i,3.9854e-05-0.00076114i,-0.00052847-0.00037271i,-0.001188+0.00043333i,-0.00086999-4.8428e-05i,9.1091e-05-0.00071519i,-0.00010828-0.0005978i,-0.00042528-0.00054841i,-2.8107e-05+0.00015982i,0.00056176+0.00049001i,-0.00018606+0.00037674i,-0.00043573+0.00062902i,0.00050212+0.00041898i,0.0011201-1.0458e-05i,0.00027176+0.00010496i,-0.00044504+0.00040584i,9.6185e-05+0.00075185i,0.00034785+0.00043489i,-0.00013747-0.00051026i
0.0010817-0.00093542i,0.0004987-0.00068712i,-0.00093953-6.637e-05i,-0.0013605+3.2346e-05i,-0.00032351-0.00069851i,0.00042055-0.00020711i,0.00027697+0.0009032i,-0.00035113+0.00095395i,-0.0013324+0.00084784i,-0.0010633+0.00031107i,-4.816e-05+0.00066838i,0.00028146+0.0012446i,-0.00046106+0.0013967i,-0.00047245+0.0011815i,0.00023132+0.00065984i,0.00031805+0.00077717i,0.00017198+0.00050137i,-0.0001995+0.00051329i,-0.00068882+0.00045158i,-5.2894e-05-0.00058606i,0.00037361-0.00032117i,0.00034106+0.00050111i,0.00014313+0.00071737i
-0.0016367+0.0018996i,-0.00078848+0.0029326i,8.0371e-05+0.0029971i,0.00057317+0.0028394i,0.0010345+0.0023561i,0.00059682+0.00073349i,-0.00022681-0.0004162i,-0.00064902+0.00028645i,-0.00102+0.00099257i,-0.00093245+0.00075548i,0.00024501+0.00053605i,0.00067113+0.00021655i,0.00057356+8.6587e-05i,0.00070074-0.000213i,0.00056489-0.00012289i,0.0005373+0.0002253i,0.00088031+8.1999e-05i,0.00074147-0.00021161i,1.9134e-05+0.00026076i,-0.00052211+0.00031363i,-0.0010356+0.00047962i,-0.00076621+0.00042983i,0.00019673-0.00033929i
-5.2144e-05-0.00079757i,-0.00016747-0.00013444i,-0.00034925+0.00029459i,-0.00022509+0.0007956i,-2.6665e-05+0.00041378i,0.00034571+0.00021043i,2.6861e-05+0.0006259i,-0.00093386+0.00072741i,-0.00093271+0.00099957i,0.00016624+0.00054648i,0.0003627+0.0004807i,4.3515e-05+0.00080177i,2.4502e-05+0.00058395i,0.00022282+0.0003976i,0.00052662+0.0009313i,0.0001387+0.00097599i,-0.00012421+0.00021429i,-0.00042565-4.7089e-05i,-0.00014286-0.00011338i,-0.00013998-0.00015392i,-0.00023963-3.4178e-05i,0.00040591+0.00023443i,0.00019718-1.2202e-05i
-0.0012152+0.0026066i,-0.00033841+0.0016046i,0.0011793+0.00090715i,0.0010689+0.0006736i,0.00085885+6.5061e-05i,-0.00024077-0.00071572i,-0.001413-0.00061368i,-0.0011213-0.0001739i,-4.8449e-05+2.9118e-05i,0.00072471-8.0066e-05i,0.00063234-0.00041572i,0.00013099-0.0005645i,-0.00038306-0.00054581i,-0.00093593-0.00012527i,-0.00087801+1.1796e-05i,-0.00058086-0.00031082i,-4.1525e-05-0.0003964i,0.0005301-0.0003949i,0.00033073-0.00079306i,0.00025382-0.00097571i,0.00025303-0.00073203i,0.00023208-0.00044408i,0.00070884-0.00046014i
0.00014739+0.00040087i,0.00019436+0.00015295i,0.00032147+0.00064199i,0.00029999+0.0011865i,0.0006245+0.00057288i,-0.00052364+0.00094455i,-0.0019721+0.0015672i,-0.0020692+0.0014821i,-0.00089188+0.0012663i,-4.5906e-05+0.00071879i,-1.7676e-05+1.6898e-05i,0.00015078-7.6493e-05i,-0.00028669-0.00012922i,-0.00040407-0.0002627i,0.00045668-1.3383e-07i,0.00060218+0.00034032i,0.00047254-0.0001448i,0.00047367-0.00010601i,-0.00014181+0.00048846i,-0.00059049+0.00013111i,-0.00036597-0.001024i,0.00035895-0.00078626i,0.00028862-0.00026565i
-0.00059603+0.00074842i,-0.00060101+0.0017628i,-0.00095855+0.002252i,-0.00043679+0.0016269i,-8.7659e-05+0.00079053i,-0.00053031+0.00057767i,-0.00069524+0.00061748i,-0.0013234+0.00055743i,-0.00082707+0.00095933i,0.00022168+0.00099992i,0.00038825+0.0010758i,-0.00014268+0.00046949i,-0.00010807-0.00053441i,0.00028596-0.00081577i,0.00048441-0.00045485i,0.00032281-0.00013285i,0.00066696+0.00050502i,0.00084724+0.00096888i,0.00059639+0.0010654i,-6.9617e-05+0.00076948i,-0.00072236+7.6404e-05i,-0.00028561+8.4627e-06i,0.00038929+9.7691e-05i
0.0021274-0.00075628i,0.0020737-0.0019353i,0.002379-0.0012885i,0.0012579-0.00072687i,-0.00053711-2.3128e-05i,-0.0013149+0.00078654i,-0.00067899+0.0011107i,-0.00071463+0.00087775i,-0.00085203+0.0005825i,-0.00039102+0.00040098i,-0.00064734+0.00052505i,-0.0015577+0.00045876i,-0.0016127+7.6473e-05i,-0.0014448+0.0005771i,-0.0012321+0.0011433i,-0.0011274+0.00079902i,-0.00077151+0.0004046i,-7.0925e-06+0.00075295i,0.00035298+0.00082895i,3.3201e-05+0.0007062i,-0.00016101+0.00090042i,0.00041279+0.00051064i,0.00030286+0.00064241i
-0.00028185-0.0032738i,-0.00028605-0.0021874i,-0.0015167-0.0014932i,-0.0013282-3.5486e-05i,-0.00066728+0.0015756i,-2.4668e-05+0.00052413i,8.7506e-05-0.00095106i,-0.00039473-0.00070476i,-0.00060315+0.0001037i,-0.00020117+0.00014945i,0.00073125+0.00025972i,0.00089776+0.00088093i,0.00076636+0.00081999i,0.001182+0.00065733i,0.0016196+0.0010389i,0.00075385+0.00031335i,-0.00057922-0.0007149i,-0.0009346-0.00075396i,-0.00017187-0.00038531i,0.00048581+0.00084039i,0.00020205+0.0016042i,0.00026307+0.00084142i,0.00062101+0.00061842i
-0.00035933-0.00082937i,0.00052552+0.00093422i,0.00070392+0.0012983i,0.000601+0.00065177i,0.00023543+0.0016288i,-0.00082696+0.0020371i,-0.0012852+0.00074952i,-0.00077877-0.00032742i,-0.0005514+0.00031969i,-0.00065302+0.00067793i,-0.00089657+0.00020765i,-0.00090678-3.3542e-05i,6.3759e-05-0.00040352i,0.0013484-0.00023781i,0.00088794+0.0001407i,-0.0002689-5.245e-05i,-0.00033189-0.00059256i,0.0001258-0.0011876i,-6.9642e-05-0.00069115i,-0.00037064-0.00027442i,0.00015985-0.00025811i,0.00043947+0.00053613i,-1.2991e-05+0.00014007i
-0.00014505+0.0020892i,-0.00035465+0.0020615i,2.3886e-05+0.0022002i,0.00060419+0.0012993i,-0.00033406+0.00063105i,-0.0018826-0.00010157i,-0.0020336-0.00018407i,-0.001322+0.00025787i,-0.00097807+0.00032236i,-0.0003758-0.00017819i,0.00042349-0.00073861i,0.00042103-0.00045912i,0.00013527-0.00058652i,0.0001933-0.0011305i,0.00019943-0.00064032i,-4.1356e-05-0.00046777i,0.00054094-0.00045129i,0.00062263-0.0001514i,0.00031597+0.00029656i,-2.0373e-05+0.00034089i,-0.000818-0.00011453i,-0.00025375-0.00038594i,0.00073889-0.00022055i
-0.00023629-0.00051428i,-0.0011067-0.00011944i,-0.0005137-0.00025184i,2.1762e-05+0.00029618i,-0.00040275+0.0010286i,-0.00026598+0.00057636i,0.00010144-0.00050125i,0.00023596-0.00099648i,0.00027395-0.00062349i,0.00040585+0.00055398i,-2.2933e-05+0.0013346i,0.00014633+0.0010895i,0.00057335+0.00070587i,0.00037577+0.00071475i,0.00069326+0.0010689i,0.00085312+0.00011133i,0.0005375-0.00073838i,-3.0627e-05-0.000231i,-0.00030885+0.00014337i,-0.00045655+0.00029218i,-0.00053202+9.6926e-06i,-0.00034237-0.00042791i,-0.00022379-0.00035239i
0.00035766-0.00086475i,1.3409e-05-0.00078183i,-0.00063672-2.6617e-06i,-0.00038551-0.00056064i,0.00031182-0.0004256i,-1.8054e-05-0.00016491i,-0.001355-4.7221e-05i,-0.0014961+0.00053612i,-0.0010979+0.00033196i,-0.00092585+0.00035077i,1.161e-05+0.00028652i,0.00014683+0.00030712i,5.815e-05+0.00075164i,-1.6633e-05+0.0011733i,-0.00030089+0.0010803i,8.9698e-05+0.00049536i,-7.438e-05+9.2454e-05i,-0.00027906-0.00041488i,-0.0007734-0.00050202i,-0.00048482+1.1825e-05i,0.00069374+0.00028093i,0.0004228+0.0003645i,0.00020929+0.00030109i
-0.00070761+0.00017286i,0.00064269+0.00090544i,0.0022815+0.0021722i,0.0016359+0.0015365i,-6.3424e-05+0.0011326i,-0.0010312+0.0013146i,-0.0011369+0.0011551i,-0.00081072+0.0012554i,-0.00035619+0.0010455i,-6.3311e-05+0.00080306i,-0.00074417-1.2906e-05i,-0.00076137-0.00028301i,-0.00057397-4.6085e-05i,-0.00086828+0.00017059i,-0.0011099+0.00023864i,-0.0010408+8.3743e-05i,6.8295e-05+0.00024984i,0.00021594+0.00057712i,-0.0005718+0.00092934i,-0.00067706+0.00059499i,-0.00012125+0.00022762i,0.00022663-0.00016943i,5.2715e-05-0.00037123i
6.6834e-05-0.00012126i,0.00077213+0.00029877i,0.0010118+8.9891e-05i,0.0012133+0.00050085i,-1.4051e-05+0.0015962i,-0.00047081+0.0017614i,0.00044447+0.0012078i,0.00036269-0.00012182i,0.00033498-0.0011396i,0.00059178-0.00093657i,-0.00014587-0.0011007i,0.00010034-0.00062204i,0.00070771+0.00021536i,9.5703e-05+0.00018026i,-0.00087368+0.00021832i,-0.00059285+9.8966e-05i,0.00064817+0.00037573i,0.0011366+0.001101i,0.00094031+0.00083558i,0.00042364+2.9686e-05i,-0.00063982+0.00018663i,-0.00089141+6.4033e-05i,0.00018595-0.00039022i
-0.00047659-0.00072094i,-0.0017731+0.0001539i,-0.0013147-0.00031396i,-0.00067481-0.0013782i,-0.0012172-0.00089826i,-0.0013291-0.00017629i,-0.0014308-5.8494e-05i,-0.0010088-0.00041087i,7.6705e-05-0.00053696i,0.00019531-0.00043543i,8.4238e-05-0.00063222i,0.00039097+2.8711e-06i,-0.00020338+0.0010088i,-0.00049976+0.0011742i,-0.00011534+0.0013318i,5.0178e-05+0.0004144i,0.00017536-9.6035e-05i,-0.00021838+1.1148e-05i,-0.00049576-0.00014419i,-0.00019978-2.8959e-05i,-0.00019174+0.00016094i,-0.00051023+4.2925e-05i,-0.00074813+0.00015796i
0.0008556+6.7119e-05i,8.7896e-05+0.00012373i,-0.00040234+0.00053502i,0.00030106+0.00076619i,0.00047444+0.0015194i,-0.00080143+0.0015502i,-0.0018827+0.00095358i,-0.0022183-0.00017479i,-0.0012797-0.00066728i,-0.0001081+0.00020006i,-0.0002086+0.00046445i,0.00019622-0.00026336i,0.00090703-0.00028602i,0.0009034+9.337e-05i,0.00041711+1.8064e-05i,-0.00016073+0.0003706i,2.2402e-05+0.00027227i,0.00062833+0.0003184i,0.00074583+0.00028347i,0.00031236-0.00045977i,-0.00086406-0.00053801i,-0.001213+0.00015468i,-0.00054211+0.0012486i
0.00037074+0.0011409i,0.0013131+0.00054031i,0.0023476+0.0013346i,0.0027916+0.0011508i,0.0010903+0.00011081i,-0.00061251-0.00021163i,-0.00078769+0.00024903i,-0.00035502+0.00058709i,-0.00036278+8.7763e-06i,-1.6783e-05-1.8893e-05i,0.0003438-4.4015e-05i,0.00082094-0.00069872i,0.00042212-0.00065268i,-0.00034863+5.6123e-05i,-0.00011242+0.00016149i,-0.00013116-0.00038987i,0.00014802-9.1853e-05i,0.00097848+2.7826e-05i,0.00093363-0.00031634i,0.00054875+0.00036605i,0.00019401+0.00073372i,-0.00039283-0.0001332i,-0.00068934-0.00092983i
