0.0024385-0.00028286i,0.0031907-0.00069231i,0.0021526-0.0023551i,5.7887e-05-0.002623i,-0.002636-0.00077879i,-0.0034361+0.00098022i,-0.0013933+0.00073906i,2.8509e-05+0.0012161i,0.00070314+0.00086322i,0.00079824-0.00029304i,0.0002055-0.00035503i,1.2859e-05-4.6832e-05i,0.00094997+0.00023584i,0.0012883+0.00066761i,-0.00011613+0.0007894i,-0.00072553+0.0005091i,-0.00026357+0.00035468i,0.00013208+5.8371e-06i,0.00015597+0.00010718i,5.7458e-05+0.00010359i,0.00014531-0.0001889i,0.0005399-0.00046214i,0.00018531-0.0005091i
0.0019737-0.0026247i,0.0021871-0.0029959i,0.0029496-0.0029521i,0.0029515-0.0021534i,0.0017694+0.00032512i,0.0011599+0.0019933i,0.00092357+0.00018619i,-0.00029202-0.0021687i,-0.00090531-0.0026948i,0.00011547-0.0015206i,0.0008931-0.0013231i,-0.00028721-0.0015956i,-0.002276-0.0012286i,-0.0029052-0.00078439i,-0.0020088+0.00032055i,-0.0018733+0.0019334i,-0.003171+0.0025762i,-0.0025692+0.0020121i,-0.0010111+0.00063367i,-0.00027808+6.002e-05i,-0.00016623+0.00030056i,-0.00041585-0.00048702i,-0.00012373-0.0010901i
-0.0021364+0.0024813i,-0.0023513+0.0041596i,-0.0001541+0.0059497i,0.0021431+0.0057661i,0.002055+0.0030667i,0.00053808+0.0011123i,-0.00091137+0.0003773i,-0.0026304+0.00013556i,-0.0039376+0.00056599i,-0.0032494+0.00018301i,-0.0030281-0.00047307i,-0.0034252-0.0018342i,-0.0022046-0.0024354i,-0.00094681-0.0021724i,-0.0011548-0.0013592i,-0.0010958+5.6195e-05i,-0.00075202+0.00028443i,0.00021333+0.00019069i,0.00036921+0.00056259i,-0.00042223+0.00014642i,-0.00093693-0.00054212i,-0.00064624-0.00094941i,-0.00015524-0.00066023i
0.0012465-0.0013059i,0.0016133-0.0012684i,0.0014615-0.00061805i,0.00098813+9.8431e-05i,-2.9542e-05+0.00069579i,4.1051e-05+3.0891e-05i,6.4485e-06+0.00021396i,-0.0010862+0.0019741i,-0.0019159+0.0029168i,-0.0025138+0.0020902i,-0.0032599+0.00024736i,-0.0027641-0.00070341i,-0.00022745-0.00088349i,0.0017659-0.00056016i,0.001618-0.00023868i,0.0017983-0.00084599i,0.0023119-0.0019205i,0.0016192-0.0016794i,0.00044788-0.0002516i,0.00046303-4.5767e-05i,0.000791-0.00030626i,0.00042991-0.00026492i,6.4982e-07-0.00026058i
-0.0010071+0.0035173i,-0.00026969+0.0043402i,0.0013398+0.0028144i,0.002454+0.0016976i,0.0023987+0.0021619i,0.0024773+0.0022942i,0.0021186+0.001283i,0.0020546+0.00095044i,0.0023848+0.0014111i,0.0019604+0.0013926i,0.001681+0.0012698i,0.0020965+0.0014922i,0.0032004+0.0020051i,0.0028639+0.0020661i,0.0021335+0.00058827i,0.0030269-0.00048211i,0.0035476-0.00020234i,0.0026033-0.00036875i,0.0015607-0.00033474i,0.0010022-0.00018037i,0.00040461-8.57e-05i,-0.00030074+0.00063124i,0.00011907+0.00081603i
-0.0001159+0.00066084i,-0.0011971+0.0017094i,-0.0011482+0.0030867i,-0.0008706+0.0040453i,0.0004691+0.0029597i,0.0011636+0.0013049i,0.00039384-0.00023137i,0.00056975-0.0018906i,0.0022081-0.0024955i,0.0025671-0.0012241i,0.002639+0.00082672i,0.0031861+0.0024891i,0.0022751+0.0029553i,0.0012055+0.0022962i,0.00047663+0.0013771i,0.00073464+0.00071077i,0.0011621+0.0006142i,0.00047908+0.0010526i,-0.00027697+0.0010257i,-0.00051157+0.00055557i,-0.00021723+4.0066e-05i,0.000363+4.9584e-05i,0.00087198+0.00054336i
0.00024357+0.0011809i,0.00098428-3.9981e-05i,-0.00020777-0.0022581i,-0.00090131-0.0023021i,2.0061e-05-0.00030137i,0.001316-0.00011915i,0.0005388-0.0012447i,-0.00070151-0.0019185i,-0.00078489-0.0023414i,-0.00012006-0.0018108i,0.0014617-0.0001758i,0.001231+0.00064349i,-0.0015504+0.00081411i,-0.0023029+0.00062186i,-0.0014493+0.00028259i,-0.0016356+0.0010238i,-0.0025908+0.0015777i,-0.0021629+0.0010645i,-0.0013417+0.00046556i,-0.00092636+0.00019408i,-8.6686e-06+0.0005386i,0.00073888+0.00077253i,0.00056659+9.062e-05i
0.00075497+0.0020255i,0.0019512+0.0024047i,0.0041342+0.0015409i,0.0040046+0.00053729i,0.0017481-0.00021104i,-0.00010866+0.00015447i,-0.00032147-0.00015723i,-0.0015909-0.00074149i,-0.0031424-0.00036297i,-0.0026054-9.7175e-05i,-0.0020407-0.00013556i,-0.0027918-0.0019977i,-0.0033473-0.0031902i,-0.0036598-0.0014525i,-0.0029469+0.00079938i,-0.0023347+0.0013361i,-0.0020468+0.0010573i,-0.001387+0.00070163i,-0.0010388-0.00014103i,-0.00053772+7.9901e-05i,-1.6833e-05+0.00076494i,0.00067538+0.00096593i,0.00073195+0.0010462i
-0.0020532+0.001082i,-0.0022392+0.0016848i,-0.001552+0.0019371i,2.0139e-05+0.0024774i,0.001253+0.0017257i,0.0014432+0.00084432i,0.00070367+0.0014504i,-0.0002696+0.0027153i,-0.0010544+0.0038477i,-0.0020563+0.0024209i,-0.0031777-0.00050346i,-0.0032045-0.0024146i,-0.0016293-0.0033931i,-0.00021627-0.0037037i,-0.0004007-0.0025446i,-0.00035221-0.0013146i,0.00065786-0.0014523i,0.00074181-0.0017062i,0.0003167-0.0012041i,-0.00026352-3.3822e-06i,-0.00052884+0.00089145i,-0.00098705+0.0013311i,-0.0015762+0.00098934i
0.0011706-0.0039041i,0.0012049-0.0054833i,0.0012126-0.0063315i,-0.0001853-0.0042532i,-0.0010389-0.00092355i,-0.00022482+0.00066216i,0.00027075+0.00054202i,0.00076132+0.0007162i,0.0020551+0.0011677i,0.0010996+0.0011439i,-0.00098617+0.0014285i,-0.00097719+0.0020209i,0.0016011+0.0011542i,0.003534-0.00049358i,0.0035468-0.0013238i,0.0034167-0.0019296i,0.0031956-0.0019004i,0.002367-0.00033024i,0.0012186+0.00042431i,0.00077138+0.00016268i,0.00016381+0.00042812i,-0.00024888+4.7081e-05i,-0.00015615-0.0003313i
-0.001814+0.00027625i,-0.0017537+0.0019176i,-0.00037799+0.0040789i,0.0013499+0.0053292i,0.0020854+0.0050079i,0.0022513+0.0024324i,0.002097+1.334e-05i,0.0017453-0.0016348i,0.0018558-0.0021802i,0.0018779-3.1748e-05i,0.0022357+0.0031256i,0.0034311+0.0037393i,0.0039073+0.0023883i,0.0030655+0.0010798i,0.0019191-0.00032744i,0.0021958+0.0001326i,0.0022798+0.0016286i,0.0016161+0.0016288i,0.0011012+0.00084357i,1.8217e-05-2.3321e-05i,-0.00013565-0.00035363i,-0.00025276-0.0005976i,-0.00024349-0.00060166i
0.00045793-0.0031792i,-0.0014284-0.0023611i,-0.004037-0.0012635i,-0.004932+0.0011531i,-0.0035332+0.0019254i,-0.0018888+0.00072531i,-0.00084327-0.00024964i,-0.00083964-0.0022434i,-0.0012333-0.0037051i,-0.00051105-0.0021169i,0.0016871+0.00027134i,0.002922+0.0019964i,0.002103+0.0029021i,0.00064295+0.0028623i,-0.00017401+0.0022584i,-0.00043078+0.0018476i,-0.00044499+0.0024938i,-0.0001886+0.0026365i,-0.00026123+0.0013405i,-0.00043006+0.00079047i,-0.00076932+0.00075883i,-0.00012514+0.00039556i,0.00085335-0.00044009i
-0.00069743+0.0036171i,0.00057272+0.002499i,0.0022048+0.0010322i,0.0032041-0.0013989i,0.0024678-0.0016243i,0.00090878-0.0005975i,-7.0063e-05+1.4914e-05i,-0.0024403+8.4327e-05i,-0.0038277-0.00021293i,-0.001905+0.00026725i,-0.00012417-0.00018384i,-0.001016-0.0012896i,-0.0033897-0.00073029i,-0.003823+0.00071555i,-0.0032191+0.0013566i,-0.0025411+0.001312i,-0.0020446+0.0012884i,-0.0021112+0.00079849i,-0.0017722+0.00020769i,-0.0010476-0.0003007i,-0.00034875-0.00017111i,0.00059133+0.00078912i,0.0011955+0.00028257i
0.0017477+0.0014258i,0.0029278+0.0023493i,0.002753+0.0040786i,0.0035967+0.0039245i,0.0027794+0.002709i,0.00037803+0.0016745i,-0.0007292+0.0021504i,-0.0011624+0.003982i,-0.001772+0.0048184i,-0.0017714+0.002783i,-0.0024766-0.0014698i,-0.0038501-0.0042951i,-0.004013-0.0040229i,-0.0025886-0.0023561i,-0.0011502-0.0013225i,-0.0016474-0.0012179i,-0.002214-0.0016075i,-0.001169-0.0027291i,-0.00018394-0.002603i,-0.00010061-0.0014134i,-0.00029404-0.0015428i,3.3055e-05-0.00077868i,0.00040936+0.0005532i
-0.0020534+0.0017229i,-0.0017772+0.0023098i,-0.0017783+0.0025071i,-0.0014042+0.0026749i,0.00046889+0.0019504i,0.0032573+0.00045203i,0.0039971-0.0002246i,0.0029574+0.0012533i,0.0021647+0.0027452i,0.001296+0.0017083i,-6.6303e-05-0.00050011i,-0.00047543-0.0014304i,0.00072703-0.0014299i,0.0017164-0.0012683i,0.0014733-0.0015897i,0.0012839-0.0019373i,0.00089604-0.0027672i,0.00069813-0.0024763i,0.00033686-0.0014112i,5.5347e-05-0.00098155i,0.00015242-0.00051273i,-0.00030849-0.00010382i,-0.00053652+0.00017896i
0.00076741-0.00010621i,0.00081643-0.00086473i,0.0018695-0.00087429i,0.0024759-0.00092796i,0.0013819-0.0006666i,0.00093909+0.0002697i,0.0014604-0.00031884i,0.0027411-0.0026351i,0.0034906-0.0025886i,0.0025009-0.00019597i,0.0013653+0.0020649i,0.0015939+0.0031976i,0.0027357+0.0019844i,0.0023176-0.00067392i,0.0012585-0.0008962i,0.0020647-0.00025945i,0.003712-0.000824i,0.0031651-0.0009731i,0.0019118-0.00074198i,0.0017553-0.00078435i,0.001397-0.0010839i,-0.0001536-0.00091979i,-0.00078987-7.1389e-05i
-0.0017586+0.00020374i,-0.00086634+0.00075274i,-0.00090835+0.00276i,-0.0011338+0.0044205i,-0.00042211+0.0034812i,0.0006712+0.0014127i,0.00067145-0.00033405i,-0.00025507-0.0022573i,-0.00060322-0.0030939i,0.00020195-0.0013926i,0.0019023+0.0014412i,0.0026636+0.0030712i,0.0021389+0.0025901i,0.0018496+0.0018768i,0.0009048+0.0021719i,0.0010995+0.0021255i,0.0017911+0.0020699i,0.0015496+0.0026184i,0.0015588+0.0023692i,0.0011485+0.0012592i,0.00053268+0.00020692i,8.4008e-05-0.00037469i,-0.00013105-0.00019012i
0.00016246-0.0014854i,0.0010797-0.0015629i,0.0014797-0.00029649i,0.00017741+0.00083407i,-0.00068727+0.0021642i,-0.00040055+0.0027058i,-0.00093405+0.0017567i,-0.0031051+0.00014283i,-0.0045713-0.00053958i,-0.0028396+0.00030143i,-0.00041305+0.0004415i,-0.00030952-9.4001e-06i,-0.0012081+0.00028813i,-0.0016158+0.001184i,-0.001677+0.0017327i,-0.0021158+0.0023592i,-0.0019697+0.0032268i,-0.00083178+0.0035594i,-0.00026578+0.0016661i,-7.3269e-05+0.00023914i,-0.00018756+0.00062897i,-1.7574e-05+0.00067549i,-2.2325e-05+0.00051105i
-0.00092196-0.00033551i,0.00021304+5.1927e-05i,0.0009451+0.00019395i,0.0010125+0.00078272i,0.00085298+0.0018881i,0.0015752+0.0024748i,0.0015583+0.002617i,-8.824e-05+0.0043475i,-0.0017191+0.0065238i,-0.0020428+0.005001i,-0.0022327+0.00025666i,-0.0033059-0.0034121i,-0.0036935-0.0030023i,-0.0028361-0.00037047i,-0.0014391+4.0511e-06i,-0.0020197-0.0007764i,-0.0038117-0.00053621i,-0.0030664+8.4721e-05i,-0.0013747+0.00036969i,-0.00068083+7.2836e-05i,-0.00036061+0.00069012i,0.00024417+0.0009354i,0.00030427+0.00061584i
0.00116+8.4215e-05i,0.00081593+0.00062871i,0.0011529+0.00058954i,0.00058248+0.00072486i,-0.00010154+0.00028435i,0.00027094+0.00094272i,0.001045+0.0028932i,0.0021679+0.0042635i,0.0026985+0.0037956i,0.0011623+0.0013473i,-0.00062448-0.0011389i,-0.00044554-0.0020818i,0.00040776-0.0023061i,0.00083602-0.0024494i,-6.148e-05-0.0023756i,-0.0012777-0.0031078i,-0.0019655-0.0038875i,-0.0020606-0.0031141i,-0.0022665-0.0015558i,-0.0021088-0.00090334i,-0.00076479+0.00056641i,0.00071781+0.0013238i,0.00010733+2.2141e-05i
-0.0013031+0.0020527i,-0.001929+0.0020695i,-0.0016457+0.0013117i,-0.00020739+0.00039888i,0.00049859-0.00011287i,0.0013711-0.00052i,0.0034943-0.0012103i,0.0044677-0.0024261i,0.0041195-0.0029115i,0.0028335-0.0024552i,0.0018076-0.00069314i,0.0017782+0.0019991i,0.0021865+0.0020514i,0.0019977-5.465e-05i,0.0013984-0.00073264i,0.0015973-0.0011724i,0.0017386-0.0020777i,0.00097132-0.001738i,-0.00027884-0.00062195i,-0.00057134-0.00071452i,-0.00031026-0.00075633i,-0.00065299-0.00055721i,-0.0013916-0.0002204i
0.00046895-0.0032988i,0.00065511-0.0025939i,-0.00028493-0.00070973i,-0.00086213+0.0010496i,-0.0021978+0.0030983i,-0.0031753+0.0027935i,-0.0013951-0.0011565i,-0.00046545-0.0045764i,-0.0012669-0.0050661i,-0.0013158-0.0024791i,-0.00020257+0.000915i,0.0013287+0.0027102i,0.0017096+0.0023957i,0.0014151+0.0012283i,0.0020009+0.0012485i,0.0023147+0.0017264i,0.0020675+0.00134i,0.0018922+6.548e-06i,0.0015282-0.00024838i,0.00057599-0.00025776i,6.3199e-05-0.00047498i,1.0507e-05-0.00048365i,-0.00029156-0.00027422i
-0.0004838+0.0020874i,-0.0010541+0.0014183i,-0.00061815+0.0015738i,0.00029559+0.0013372i,0.0011869+0.0013198i,0.00091728+0.00090846i,-0.00096848-0.00013745i,-0.0041086-0.00032489i,-0.0061546+0.00023441i,-0.0046181+0.0012038i,-0.0010351+0.0031531i,0.0005363+0.0037839i,-0.0005849+0.0032835i,-0.00067305+0.0029791i,0.00077474+0.0027094i,0.00098772+0.003115i,0.00098055+0.0041364i,0.00073411+0.0036535i,0.0013014+0.0021388i,0.0015704+0.0010186i,0.00066867-6.0201e-05i,0.00093268-0.00042916i,0.0013854-4.0105e-05i
0.00093384-0.0022329i,0.0023696-0.0029286i,0.0024407-0.0028567i,0.0015386-0.0014312i,0.0013802+0.00037863i,0.0009814+0.001622i,-0.00032184+0.0019922i,-0.0017467+0.0034108i,-0.0028832+0.005241i,-0.0032347+0.0048435i,-0.0030743+0.0024423i,-0.0040488+0.00062246i,-0.003629+5.1878e-05i,-0.001323+0.00023591i,-0.0007585+0.00035013i,-0.0016193+0.00056682i,-0.0022644+0.0012102i,-0.0021496+0.0010004i,-0.001646-0.00049419i,-0.0011833-0.00087781i,-0.00073612-0.00041444i,-0.00012351-0.00019019i,0.00042894+0.00011194i
-0.00037036+0.001356i,0.0017167+0.0028266i,0.0016011+0.0039631i,0.0011408+0.0038761i,0.0017116+0.0030913i,0.0020638+0.0013332i,0.0029376+0.0011598i,0.0045942+0.0030273i,0.0048273+0.0036235i,0.0025952+0.00089217i,0.00026444-0.0031557i,-0.00082479-0.0057067i,-0.001067-0.00565i,-0.00062412-0.0036861i,-0.00057039-0.0032464i,-0.0012921-0.003508i,-0.0025815-0.003181i,-0.0022792-0.0024525i,-0.0019177-0.0015702i,-0.0020908-0.0010794i,-0.0012003-0.0006657i,-0.00056809+0.00037844i,-0.00012484+0.0016271i
0.0028001+0.00061687i,0.0011966-0.00036733i,0.00022523-0.00027847i,-0.00056845+0.00051382i,-0.0013541+0.0013414i,-0.00067883+0.0022069i,0.001885+0.0015202i,0.0043441-0.00058064i,0.0053862-0.0033943i,0.0040551-0.0056841i,0.0019517-0.0054546i,0.0021011-0.0027257i,0.0031588-0.00049474i,0.0011655+0.00012405i,-0.00035406-0.00056593i,0.00054581-0.0025522i,0.0010444-0.003641i,-0.00012449-0.0025398i,-0.0010745-0.0013642i,-0.00096975-0.0014477i,-0.0010076-0.0012669i,-0.0013471+3.7194e-05i,-0.0016717+0.00052743i
-0.0047253+0.0014725i,-0.005027+0.0015487i,-0.0037622+0.0031086i,-0.0009866+0.0028802i,0.00095079+0.0021635i,0.0016384+0.0014773i,0.0014923-8.6889e-06i,0.0001332-0.0023171i,-0.0014933-0.0049305i,-0.0012959-0.0045755i,0.00088944-0.0012279i,0.0025768+0.00066797i,0.0025291+0.00062518i,0.0012691+0.00068531i,0.00046156+0.00080003i,0.0012615+0.00083132i,0.0022664+0.00020793i,0.0018609-0.00028604i,0.00087323+0.00035509i,0.00011616+3.7303e-05i,-3.6946e-05-0.00060606i,-0.0002528-0.00045736i,-0.00047415-0.0009835i
-0.00011967-0.0018981i,-0.00014452-0.0023225i,8.6629e-05-0.00083458i,0.0010876+0.0022292i,0.0018921+0.003949i,0.0010727+0.003181i,-0.00091259+0.00042876i,-0.0028897-0.0012262i,-0.005123-0.00021955i,-0.0044715+0.0020566i,-0.0012584+0.004063i,0.00057903+0.0040831i,9.332e-05+0.0035842i,-4.1751e-05+0.0034331i,0.0012862+0.0031573i,0.0029102+0.0038413i,0.003788+0.0039765i,0.0030567+0.0028839i,0.0024415+0.0013787i,0.0023674+0.00020449i,0.0014202+3.3089e-05i,6.8496e-05-0.00039107i,-0.00028324-0.00043327i
0.00024545+0.0015691i,0.0010407+0.0007379i,0.0013678-7.7536e-05i,0.0012627-0.000363i,0.00081498-0.00098179i,0.00074606-0.0017122i,-0.00050379-0.00061006i,-0.0025523+0.0026738i,-0.0030013+0.0056021i,-0.0018259+0.0066259i,-0.0016807+0.0059412i,-0.0039056+0.0044314i,-0.0041164+0.0029283i,-0.0016498+0.0022095i,-0.00035824+0.0023405i,-0.00053856+0.0035005i,-0.00065134+0.0042758i,3.6545e-05+0.0036175i,8.5843e-05+0.0021951i,0.00042747+0.00099818i,0.0005273+0.00030195i,-0.00040689-0.00032721i,0.00012247-0.0011786i
0.0018502+0.0013223i,0.0023804+0.0005017i,0.0025153-0.00061735i,0.0022694+0.00059167i,0.00087556+0.0016409i,-0.00037623+0.0011429i,-0.00031419+0.0014265i,0.00058656+0.0028943i,0.0013776+0.0039286i,0.0014403+0.0028221i,0.00025821-0.00023715i,-0.00065725-0.0038319i,-0.00069735-0.004551i,0.0002024-0.0027145i,0.00059292-0.0022418i,-0.00099145-0.0020337i,-0.0024379-0.001286i,-0.0025122-0.001047i,-0.0023574-0.00099751i,-0.0019986-0.0010713i,-0.0012144-0.0005017i,-0.00071896+0.00052778i,-0.00045235+0.00054609i
-0.00042239-0.0015988i,-0.000832-0.0018839i,-0.0023424+0.00038469i,-0.0035151+0.0029274i,-0.0031308+0.0033248i,-0.0015802+0.0026551i,0.00077791+0.00092861i,0.0031618-0.0017941i,0.0052074-0.0045195i,0.0050739-0.0057813i,0.0029205-0.0055919i,0.0024369-0.0045555i,0.0029424-0.0023795i,0.0017627-0.00077794i,0.00026451-0.00071619i,-0.0012828-0.0017987i,-0.0029509-0.0026613i,-0.0034299-0.0014187i,-0.0027413+0.00015132i,-0.0024416+5.282e-05i,-0.0019226-0.00019186i,-0.00093867-0.00033252i,-0.00046025-0.00060714i
0.0020871+0.00093537i,0.0026972+0.0014368i,0.0022532+0.00024035i,1.2827e-05-0.0017146i,-0.0012177-0.0011754i,0.00011892+0.00052821i,0.0015467-0.00012666i,0.00216-0.0034027i,0.0018582-0.0071083i,0.00025292-0.0083914i,-0.00080812-0.0060105i,0.00021452-0.0029884i,0.0014636-0.0010432i,0.00053619-0.00015594i,-0.0005703-0.00077074i,-0.00024213-0.0017952i,-0.00034787-0.0019595i,-0.00064398-0.0014442i,-0.00045838-4.1569e-05i,3.3206e-05-6.8362e-05i,0.00031655-0.00034094i,-0.00037735-0.00041811i,-0.0008825-0.00094148i
-0.0023614+0.0014393i,-0.0019655+0.0011795i,5.2233e-05+0.0024767i,0.0030968+0.0029544i,0.0040844+0.0013857i,0.002482-0.00013632i,0.00067885-0.00073591i,-0.0017856-0.0013955i,-0.0040819-0.0009551i,-0.0036151+0.00063265i,-0.0003297+0.0016407i,0.0021761+0.0025666i,0.0018482+0.0032631i,0.001199+0.0030728i,0.001287+0.0026803i,0.0020563+0.0023739i,0.0027298+0.0014841i,0.0023184+0.00074172i,0.0013647+0.0011692i,0.0008104+0.00088751i,0.0007205+0.00015449i,0.00064742-0.00041585i,0.00063233-0.00022559i
-0.0011288-0.0026874i,-0.00055454-0.0023325i,-0.00071621-3.0506e-05i,-0.00060796+0.0014683i,-0.00082136+0.0022809i,-0.00088196+0.0017703i,-0.002569+0.0019814i,-0.0041886+0.0043237i,-0.0043015+0.006913i,-0.0031359+0.0090222i,-0.0016575+0.0099087i,-0.0027802+0.0086615i,-0.0041898+0.0060384i,-0.0021954+0.0028145i,0.00021339+0.0013903i,0.0017295+0.0021333i,0.003086+0.0026541i,0.0027542+0.0028382i,0.0017178+0.0012459i,0.00088071-0.00059025i,0.00094378-0.00046132i,0.0014701+0.00057653i,0.0013023+0.00044442i
0.002764+0.0036114i,0.003674+0.0029311i,0.0038844+0.00075731i,0.0032182-0.00051872i,0.0024205-0.00071301i,0.001542-9.1691e-05i,0.0012728+0.0016565i,0.0015978+0.0044477i,0.0021442+0.0073758i,0.0010684+0.0077144i,-0.0013979+0.00386i,-0.0031374-0.0014783i,-0.0030586-0.0043394i,-0.00082641-0.0038647i,0.00044816-0.0026087i,-3.7174e-05-0.00022207i,-0.00078253+0.0015792i,-0.00010209+0.0014011i,-0.00014564+0.00036326i,-0.0008088-0.00046008i,-0.00065916-0.00086934i,-2.4311e-05+5.5675e-05i,0.0005693+0.0011904i
-0.00092908+0.00045785i,-0.00055813+0.0020879i,-0.00017531+0.0035831i,-0.00024444+0.0045828i,0.00022643+0.0049486i,0.00095985+0.0047811i,0.0021965+0.0035453i,0.0039596+0.0010677i,0.0050142-0.0017074i,0.0046862-0.0040508i,0.0036071-0.0053275i,0.0036877-0.0049399i,0.0039866-0.0034507i,0.0032931-0.0019668i,0.0018388-0.0011217i,-0.00048361-0.0017573i,-0.0021095-0.0019318i,-0.0015447-0.00079785i,-0.00081363-0.00027651i,-0.0010167-0.00056911i,-0.00091818-0.00016034i,-0.0011677-4.9124e-05i,-0.0014333-0.00056772i
1.7659e-05+0.001515i,-0.00024492+0.0017708i,-0.0013186+0.0007475i,-0.00077287+0.00041528i,-0.00082261+0.0011434i,-0.00061042+0.0017553i,0.00042706-0.00019732i,0.00095915-0.0040484i,0.00063875-0.007685i,-0.0011038-0.0086357i,-0.0013253-0.0060546i,0.0012329-0.0033244i,0.0018612-0.0014639i,0.00034458-0.00023718i,-0.00049893+0.00047333i,-0.00037146-0.00052554i,-0.00020887-0.0018177i,-0.00088121-0.0011924i,-0.00065235+5.8409e-05i,-9.5656e-06+0.00017736i,4.268e-05-0.00013596i,-5.9186e-05+0.00017155i,-0.00091539-5.1788e-05i
-0.0025389-0.0040963i,-0.002425-0.0045628i,-0.0020343-0.0019244i,-0.0015289+0.0013229i,-0.00025734+0.0035543i,7.0885e-05+0.0034476i,-0.001254-0.00010177i,-0.0035027-0.0043567i,-0.0049454-0.0053628i,-0.0040622-0.0027495i,-0.00045408-0.00021485i,0.0028882+0.00083427i,0.0031064+0.0010444i,0.0019789+0.0011914i,0.0016434+0.0013288i,0.0018695+0.001059i,0.0011768-3.9562e-05i,0.00024147-0.00055498i,0.0004805-0.00014474i,0.0009838-4.4282e-05i,0.00096134+0.00023082i,0.0011243-5.4535e-05i,0.0011556-0.00069722i
-0.00076548+0.0015533i,-0.00067499+0.0013085i,-0.00017527+0.001998i,0.00091995+0.0027658i,0.00035315+0.0025583i,-0.0013433+0.0012023i,-0.0028235+0.00073975i,-0.0031517+0.0017395i,-0.0019234+0.0041632i,0.00016793+0.0071312i,0.0012095+0.0074935i,-0.00027247+0.0073054i,-0.0016759+0.0074207i,-0.0019161+0.0051037i,-0.00080281+0.0027966i,0.0014182+0.0025677i,0.0022307+0.0026261i,0.0015943+0.0018513i,0.00056437+0.0016211i,0.0005885+0.0015756i,0.0010587+0.00086045i,0.00081038-0.00013972i,0.00017053-0.00089778i
0.0024183-0.00059553i,0.0032792-0.0010224i,0.0040323-0.0015805i,0.0030377-0.0016112i,0.0020561-0.00056729i,0.0016889+0.0011973i,0.0021694+0.0029118i,0.002895+0.0053914i,0.0033624+0.0074382i,0.0023085+0.0070953i,-0.0014977+0.0042862i,-0.0058243+0.0017279i,-0.0066884+0.00065504i,-0.0042141-0.00076594i,-0.0021941-0.0010328i,-0.0012123+0.0011963i,0.00048905+0.0024371i,0.00071571+0.0025282i,-0.00091994+0.0024193i,-0.00166+0.0028855i,-0.00082494+0.0029577i,0.00086573+0.0020264i,0.00065927+0.00074546i
0.0014933+0.0011559i,0.0016516+0.0023405i,0.0018963+0.0029065i,0.001236+0.0027377i,0.00038778+0.0025106i,0.0016924+0.0028605i,0.0029773+0.0039368i,0.0040854+0.0036501i,0.0044871+0.0014672i,0.0023922-0.0017624i,0.00026093-0.0047845i,0.00029755-0.0058249i,0.001854-0.0059579i,0.0030176-0.0051753i,0.0017452-0.0030437i,-0.0010856-0.00094079i,-0.002395-0.00028897i,-0.00136-0.00020464i,-0.0016372-0.00048667i,-0.002289+0.00017323i,-0.0013326+0.00089583i,-0.00013843+0.0010126i,-9.0769e-05+0.0007949i
0.0023734-0.00016133i,0.0024892-0.00051119i,0.0018465-0.0022395i,0.0005559-0.0010674i,0.00011219+0.00059429i,0.00034085+0.0012591i,0.0020718+0.0011759i,0.0028663-0.00012118i,0.00069179-0.0028219i,-0.0010531-0.0046857i,-0.00067441-0.0033655i,0.0014449-0.0029153i,0.0020797-0.0030012i,0.001341-0.0013757i,0.00064624-0.00035455i,-0.00091993-0.0012287i,-0.0023105-0.0015105i,-0.0019851-0.00080989i,-0.00072615-0.0014549i,-0.00034703-0.0022646i,-0.00039681-0.001208i,-0.00028234-0.00027428i,-0.00045788-0.00013279i
-0.00084703+0.00069288i,-0.00094956+0.0012942i,-0.00085746+0.0015826i,-0.00042003+0.0014489i,-0.0013279+0.0016387i,-0.0012949+0.00076107i,-0.00091217-0.0015702i,-0.0026254-0.003142i,-0.005298-0.003344i,-0.0042432-0.0028208i,-0.00050105-0.0018992i,0.0022398-0.0017772i,0.0027422-0.0018846i,0.0013822-0.0018293i,0.001416-0.0012412i,0.0019899-0.001368i,0.0011149-0.0021369i,0.00045514-0.0018442i,0.00062938-0.0017814i,0.00044987-0.0026697i,-0.00058536-0.0028837i,-0.0007885-0.001605i,0.00013787-9.2429e-05i
-0.0014264-0.0019769i,-0.0018078-0.0027838i,-0.0025541+4.1643e-05i,-0.0023082+0.0029694i,-0.0019246+0.0043811i,-0.0028488+0.0037631i,-0.0046146+0.0015169i,-0.0065729-0.0010276i,-0.0052748-0.0010821i,-0.0014688+0.0017611i,0.0023287+0.0046409i,0.0037427+0.0075826i,0.0024868+0.0086744i,0.0016027+0.0064703i,0.0017754+0.00388i,0.0027286+0.0018662i,0.0032737+0.00070154i,0.0027589+0.000303i,0.0024976-0.00010968i,0.0029655-0.00031575i,0.0015406+9.8144e-05i,-0.00056551+0.00037114i,-0.00054494+0.00016722i
