-0.0020266-5.0024e-06i,-0.0015891+9.0534e-06i,-0.0014525+0.00017302i,-0.00019872+0.0016759i,0.00079881+0.0027981i,0.00021625+0.0026738i,-0.00034376+0.0018061i,0.00011643+0.00066656i,0.00018314+0.00052541i,0.00030046+0.00034821i,0.0016284-0.00067338i,0.0018648-0.0015456i,0.0011319-0.0017065i,0.00078508-0.0014925i,0.00054593-0.001568i,7.9998e-05-0.0011454i,-0.00036924-0.00040205i,-0.00068554+0.00022777i,-0.00061905-7.3402e-06i,-0.00053775-0.0002637i,-0.00077656+0.00034102i,-0.0010166+0.0006732i,-0.00099474-0.00023324i
-0.00037095+0.00017689i,0.00096821-0.00014575i,0.0022818-0.00066702i,0.001581-0.00043219i,-0.00055933+0.00098126i,6.2811e-05+0.0031682i,0.0020434+0.0018966i,0.0024169-0.0016814i,0.0014667-0.0024966i,-0.00032262-0.0012581i,-0.00134-0.0010293i,-0.0012302-0.0011171i,-6.0202e-05-0.00052668i,0.0012224+0.00077101i,0.0021493+0.0015928i,0.0010097+0.0013873i,-0.0010294+0.00073925i,-0.0015433+0.00013711i,-0.0010681-0.0011398i,-0.00016162-0.0016217i,0.00079904-0.0012006i,0.0010198-0.0010205i,0.0017931-0.00069329i
-0.0019655-0.0018121i,-0.003374+0.00026747i,-0.002548+0.0029205i,4.7363e-05+0.0039644i,0.0023219+0.0024881i,0.0034736+0.0016933i,0.0042903+0.0012217i,0.0039122-0.00060062i,0.0031281-0.0023733i,0.0025624-0.0025584i,0.0011131-0.0018055i,0.0002392-0.0010875i,-0.00060202-0.00041341i,-0.00077176+9.0454e-05i,7.1327e-05+0.0009216i,0.00057794+0.00038185i,0.00097726-0.00033524i,0.00065677-0.00020081i,0.0009066+6.6157e-05i,0.00086733-0.00020999i,0.00037628-0.00059643i,5.996e-05+0.00015878i,0.00013036+0.00077589i
0.00070993-0.0021603i,4.4508e-05-0.0040441i,-0.00032418-0.0049343i,-0.00080954-0.0021173i,-0.0019879+0.0015104i,-0.0024865+0.0044849i,-0.0012383+0.0075328i,0.00038294+0.0076457i,0.00091247+0.0047616i,0.00021808+0.0027085i,0.00036974+0.0017282i,0.0019403+0.0012188i,0.0027147+0.00078353i,0.0020071+0.00049862i,0.0016256+0.00064267i,0.0012541-0.00019093i,0.0020471-0.00026846i,0.003381+0.0010269i,0.0034913+0.0023504i,0.0029394+0.0021624i,0.0018212+0.00059749i,0.00096266-0.0010567i,0.00090157-0.0012954i
0.0014562-0.0012036i,0.0022438-0.00047788i,0.00067622+0.00022261i,-0.00098704-0.00014362i,-0.0013146+0.0005849i,-0.0025483+0.0021598i,-0.0033784+0.0038686i,-0.0021308+0.0054627i,-0.00047557+0.0046904i,-0.00031352+0.0024505i,-0.0017995+0.0022201i,-0.0025972+0.0039755i,-0.0014681+0.004658i,0.00022592+0.0035153i,0.0018805+0.0020731i,0.0028824+0.0023321i,0.0015289+0.0042243i,-2.1053e-05+0.0031832i,-0.00093083+0.0004909i,-0.0020493-0.0015422i,-0.002324-0.0017234i,-0.0021069-0.00076089i,-0.001556-0.0009889i
0.0039455-0.0028648i,0.0030445-0.0040088i,0.00071429-0.0058691i,-0.0012017-0.0047089i,-0.0018721-0.00076995i,-0.0028652+0.0038084i,-0.0034501+0.0057483i,-0.003688+0.0059251i,-0.003321+0.0047237i,-0.0021357+0.0018631i,-0.0012703-0.00024774i,-0.0012236-0.00091673i,-0.0014305-0.00077274i,-0.0011748+0.00098418i,-0.001416+0.0024248i,-0.0036712+0.00070133i,-0.0048024-0.0016333i,-0.004436-0.0018897i,-0.0026427-0.00039126i,8.6622e-05+0.0011921i,0.0014244+0.001532i,0.0011125+0.0013001i,5.0949e-05+0.0012506i
0.0020878-0.0057465i,0.00020703-0.0047209i,-0.00091599-0.004318i,-0.0016356-0.0016153i,-0.0029262+0.00086585i,-0.0022009+0.0022179i,-0.00105+0.001616i,-0.0028079+0.00049045i,-0.0033017-0.00027295i,-0.0018803-0.0003845i,-0.00055468+0.00044651i,0.000872-0.00027843i,0.00052812-0.0010968i,-0.00067071+0.00065447i,-0.00046924+0.0026646i,-0.00040443+0.0018979i,-0.00037546-0.00050383i,0.0015627-0.0019887i,0.0034602-0.0022265i,0.0031607-0.0020782i,0.0019903-0.00094484i,0.00010566-4.8809e-05i,-0.0010775+0.00010523i
0.01277-0.023225i,0.0058595-0.027151i,-0.0055352-0.033236i,-0.012789-0.024396i,-0.017136-0.0087285i,-0.013641+0.0054427i,-0.0052868+0.0066965i,-0.0011836+0.00096108i,-0.0012517-0.0038872i,-0.0055351-0.0026619i,-0.0062681+0.004089i,-0.0011544+0.0081588i,0.0025815+0.0091425i,0.0034181+0.011796i,0.0029404+0.01242i,0.0025914+0.0071464i,0.0026306+0.0014088i,0.0027169+0.00091252i,0.0029429+0.0025867i,0.002635+0.0013944i,0.001564-0.0011735i,0.00010398-0.0017149i,-0.00070847+0.00063732i
-0.004223+0.0043847i,-0.0019217+0.0062808i,0.0019828+0.008956i,0.0051855+0.0062677i,0.0061625+0.00078736i,0.0039864-0.0052026i,0.00058923-0.007867i,-0.0017612-0.007689i,-0.0018738-0.0044597i,-0.00062784-0.0010246i,-0.00091947-8.5724e-05i,-0.0013748+0.0003619i,-0.00056952+0.0010254i,-0.00024833-0.00098328i,0.00039388-0.0026247i,0.00063559+0.00070565i,-0.0012251+0.0040453i,-0.0028142+0.0035501i,-0.0021233+0.0012019i,-0.00094697-0.00048783i,-0.0005505-0.00097354i,0.00019214-0.00063817i,0.0015304-0.0015685i
-0.0021675+0.0033286i,-0.0013701+0.0040783i,-0.00093553+0.0059789i,0.00071438+0.0061293i,0.0026079+0.0037764i,0.001571-0.001216i,-2.23e-05-0.0036115i,-0.0002484-0.0036817i,-0.00015832-0.003536i,0.0010676-0.0027195i,0.00066748-0.0029326i,-0.0010107-0.0024571i,-0.0003892-0.001392i,0.0009484-0.00093123i,0.0013721-0.00083701i,0.0013285-0.0012256i,0.0014102-0.0020602i,0.0013914-0.003847i,0.00025476-0.0045114i,-0.00074558-0.0028053i,-0.00078424-0.00069633i,-0.00083184+0.0008982i,-0.00080242+0.00059427i
-0.0013308-7.6781e-05i,0.0016641+0.0014011i,0.0033604+0.0014665i,0.0025827-0.00040502i,0.0012626-0.00056019i,0.0016643+0.0012688i,0.003364+0.0027848i,0.0040038+0.0014626i,0.0028342-0.00025792i,0.0024517-0.00066079i,0.0034544-0.0010257i,0.0041219-0.00089945i,0.0022428-0.00059276i,-0.00015067-0.00065737i,-0.00057282-0.00032333i,-0.0013907-0.00013159i,-0.0018818+0.00040633i,-0.0011127+0.0013747i,-0.00038732+0.0019712i,-0.00023088+0.0021338i,-0.00040611+0.0017443i,-0.00036598+0.0011097i,0.00061496+0.00071733i
-0.0026906+0.003317i,-0.0028795+0.0053271i,-0.0031758+0.0062623i,-0.0029464+0.0036207i,-0.0011318+0.00050643i,0.0017484-0.00055702i,0.0038223+2.6524e-05i,0.0040655+0.00037309i,0.0038162+0.0010988i,0.0039235+0.0020559i,0.002636+0.0013325i,0.0013531+0.0011488i,0.0012041+0.0022457i,0.0022295+0.0010302i,0.0035693-0.00093081i,0.0044356+5e-05i,0.0042376+0.0028572i,0.0030731+0.0030939i,0.0013985+0.00023607i,-0.00010404-0.0018429i,-0.0011341-0.001247i,-0.0012379+0.00052723i,-0.00084893+0.0008487i
-0.0046204+0.0043654i,-0.0029124+0.0047807i,0.0013836+0.005233i,0.0038298+0.0055745i,0.0037561+0.0046269i,0.0026346+0.0020698i,0.0016123+0.0019568i,0.00076889+0.0031137i,0.0015268+0.0042282i,0.0034715+0.0040725i,0.0027035+0.0016031i,-0.00065657-0.00056399i,-0.0029059-0.00054239i,-0.0023281-0.00010723i,-0.0012609-0.00016351i,-0.0020819-0.00046666i,-0.0041317-0.0015191i,-0.0051589-0.0023988i,-0.00457-0.0019581i,-0.0028147-0.00067334i,-0.00052254+9.1609e-05i,0.00085436-4.7804e-05i,0.001262+0.00017153i
-0.0021426+0.00080939i,-0.00082609+0.003019i,0.00072888+0.0033922i,0.0019639+0.0023309i,0.0010626+0.0022669i,-0.0012275+0.0028957i,-0.0024842+0.0027475i,-0.0024545+0.0028651i,-0.0020139+0.0038492i,-0.00054066+0.0034379i,0.00049311+0.00080998i,0.0010105-0.0023334i,0.00022575-0.0029943i,-0.0011664-0.00067547i,-0.0014028+0.0010104i,-0.00035804+0.00077861i,0.0017471+0.00055448i,0.0030459+0.00088766i,0.003073+0.000554i,0.0023597-0.00033084i,0.0010088-0.0008428i,3.7212e-05-0.0011802i,0.00027386-0.00077235i
0.00014524-4.2994e-05i,-0.00029942+0.00077957i,0.00041844+0.00098839i,0.0022844+0.0006414i,0.0029546+0.0014832i,0.00052295+0.0026781i,-0.0019525+0.0037339i,-0.0022405+0.0041783i,-0.0024327+0.0039051i,-0.0019573+0.0032613i,-4.587e-05+0.0025661i,0.0022705+0.001016i,0.0024273-0.0016331i,0.00024006-0.0036329i,-0.00032546-0.0042667i,0.00074306-0.0035544i,0.0017962-0.003036i,0.0014283-0.002506i,-0.00025814-0.0011011i,-0.00081062+1.2593e-05i,-0.00084913+0.00019752i,-0.00032816-0.00041716i,-0.00037249-0.00052089i
0.0012909+0.0022746i,0.001244+0.0026639i,0.00035702+0.0023871i,-2.8247e-05+0.00068017i,-0.00013839-0.00073433i,-0.0026588-0.001926i,-0.0050607-0.0019629i,-0.0059584-0.0010482i,-0.0048858-4.1169e-05i,-0.0032754+0.0013531i,-0.0024874+0.0035023i,-0.0012195+0.0051994i,0.0011401+0.004479i,0.0026445+0.0023073i,0.0029836+0.001155i,0.0023338+0.0022178i,-1.0486e-05+0.003832i,-0.0019171+0.0039963i,-0.0010559+0.0027029i,0.00019411+0.0015681i,0.00020176+0.0012221i,-0.00015253+0.00019383i,-9.0278e-05-0.0005446i
-0.002033-0.0018439i,-0.00084197-0.0029221i,-0.00042528-0.0026756i,-0.00093456-0.00063065i,-0.00060659+0.00087686i,-0.00021086+0.0010191i,-0.0010715+0.00022703i,-0.0024987-0.00040075i,-0.0025236-0.0008589i,-0.0018485-0.0017867i,-0.0023971-0.0014078i,-0.0027964+0.00016198i,-0.0014689+0.00049038i,0.00090224+0.00061006i,0.0018319+0.00086045i,0.00048665-0.00065627i,-8.1471e-05-0.0030745i,0.00040611-0.0046339i,0.00052899-0.0047946i,0.00053256-0.0036951i,0.00052489-0.0021599i,3.9711e-05-0.00076229i,-0.00039288-0.00016664i
0.00023991+0.0035575i,0.0015087+0.0038566i,0.002804+0.002738i,0.0021189+0.00062713i,0.0015823-0.0014071i,0.00011709-0.0018899i,-0.00057334-0.0024275i,-0.00027417-0.0021574i,0.00017725-0.00095889i,0.0002705-0.001056i,-0.00017376-0.0020644i,-0.00087281-0.0019826i,-0.0017962-0.0011176i,-0.0029599-0.00046855i,-0.0026712-1.0503e-05i,-0.0015826+0.00084964i,-0.0014392+0.0011209i,-0.0011469+0.0012129i,-0.0015488+0.001816i,-0.0018413+0.00079685i,-0.0013008-0.00011527i,9.7591e-05-3.655e-05i,0.0014424+3.5807e-05i
0.00032686-0.0033868i,-0.0012812-0.004401i,-0.0022913-0.0034184i,-0.0020997-0.00079106i,-7.9796e-05+0.00092141i,0.00050937-1.641e-05i,7.4823e-05-0.0011474i,0.00087685-0.0012619i,0.0017214-0.00095125i,0.0024674-0.0013752i,0.0026304-0.0017616i,0.0026389-0.0013472i,0.002726-0.00092537i,0.0018984-0.0017192i,0.0018122-0.0028829i,0.0026663-0.0019726i,0.0032191-0.00014896i,0.002573+0.0014714i,0.0008175+0.0011597i,0.00013371+0.00022462i,0.00014047+5.7622e-05i,-0.00032408-0.00064282i,-0.00057052-0.00086879i
0.0012963+0.00090663i,0.0022362+0.0023742i,0.001883+0.0025801i,0.00060765+0.00099863i,0.0001507+0.00066322i,0.00048671+0.0016209i,0.0014024+0.0019158i,0.0016748+0.00094537i,0.00015646+0.00070376i,0.00018324+0.0015092i,0.00033645+0.0022749i,-0.00076832+0.0020176i,-0.00055851+0.002353i,0.00082829+0.0033862i,0.0011884+0.0037557i,5.0002e-05+0.0031231i,-0.0016361+0.0014966i,-0.0023677+0.000226i,-0.0016087-0.00018677i,-0.00055943-0.00021017i,-0.00017415-0.0004884i,-0.00055976-2.4489e-05i,-0.00043501+0.00073798i
-0.0054983-0.0022643i,-0.0063555-0.0020487i,-0.0048701-0.0012918i,-0.0021441+0.00014444i,0.00027839+0.00015267i,0.0020489-0.0014315i,0.0037656-0.0018118i,0.0028123-0.00082995i,0.0010677+0.00056295i,0.00096273+0.0012323i,0.00019768+0.00054994i,-0.00082379-0.0005421i,-0.00069819-0.0013266i,0.00025836-0.00050254i,0.00096967+0.00066416i,0.0011432+0.00012024i,0.0011062-0.0010205i,0.0013017-0.0013501i,0.0011186-0.0013153i,0.00083207-0.0017862i,0.00030945-0.0010565i,-0.00010936+0.00026018i,0.00014527+0.00011041i
0.0016921+0.0019339i,0.0017846+0.0042557i,0.0007531+0.0047003i,-0.00086999+0.0043228i,-0.0013248+0.0043839i,-0.0012697+0.00464i,-0.001312+0.003723i,-0.0010675+0.0029777i,-0.00074234+0.0024704i,0.00012645+0.0017108i,0.0011663+0.00061513i,0.0012096-0.00088882i,1.3779e-05-0.0014332i,-0.0019419-0.0015837i,-0.0029436-0.0011684i,-0.0021914-2.8308e-05i,-0.0012737+0.00053622i,-0.00096795+0.00055432i,-0.00069404+0.00076622i,-0.00035364+0.00077294i,-5.7592e-05-0.00026869i,0.00051843-0.00041669i,0.0008796+6.547e-05i
-0.0031285+0.0013253i,-0.0024428-3.8011e-05i,0.0012501+0.00016614i,0.0040802+0.00092425i,0.0042001+0.00029383i,0.0029592+0.00038129i,0.0010728+0.00203i,-0.00047237+0.0022794i,-0.0011408+0.0019074i,-0.0012586+0.0016189i,0.00010073+0.0017142i,0.001987+0.002217i,0.0029956+0.0010855i,0.0043761-0.00068692i,0.0049168-0.0013034i,0.004092-0.00089204i,0.0029461+0.00041463i,0.0011722+0.00079392i,-0.00065252-0.00069145i,-0.0010113-0.0013379i,9.353e-05-4.4616e-05i,0.00039483+0.00070943i,0.00051445+0.00024459i
0.0011708+0.0022893i,0.0022965+0.0026174i,0.0026468+3.0048e-05i,0.00054257-0.0031474i,-0.0015317-0.0033866i,-0.00099547-0.0016809i,-0.00066819+0.00038106i,-0.00062593+0.0013049i,-0.00085104+0.00075102i,-0.0017178+0.00026037i,-0.001794+0.00067065i,-0.0012541+0.0019897i,-0.0013282+0.0033762i,-0.00076746+0.0033509i,-6.0309e-05+0.0022808i,-0.00065494+0.0011172i,-0.0013353+0.00015761i,-0.0015485-0.00046537i,-0.0011872-0.00071221i,-0.00077095-0.00051144i,0.00018109-0.00061536i,0.00076659-0.00061643i,0.00025049-0.00059825i
-0.00069452-0.00019685i,-0.0010584+0.00023375i,-0.00040727+0.0023418i,7.0839e-05+0.0041408i,-2.3652e-05+0.0031937i,-0.00087894+0.0013292i,-0.0021181+0.00069356i,-0.0026592+0.00059112i,-0.0018687+0.00066457i,-0.0011708-0.00042861i,-0.0013541-0.0017871i,-0.0020864-0.0018965i,-0.0031251-0.0022214i,-0.0032265-0.001953i,-0.002432-8.8834e-05i,-0.00014352+0.00023106i,0.0028314-0.00033377i,0.003256+0.00084744i,0.0018662+0.0018021i,0.0013247+0.001586i,0.00096317+0.0016985i,-0.00018668+0.00072427i,-0.00098844-0.00031825i
0.0035772+5.964e-05i,0.003384+0.00085785i,0.0030638+0.00054948i,0.0024066-0.0010535i,0.0015943-0.00061752i,0.00049123+0.0010227i,-0.00073343+0.00098393i,-0.0015606+0.00024309i,-0.0009996-1.9949e-06i,0.00066006-1.4325e-05i,0.0013778-0.0009233i,0.00074983-0.0019788i,7.7422e-05-0.0030117i,-0.00010577-0.0040939i,-0.000509-0.0046871i,-0.0006254-0.0037918i,-0.00057251-0.0017171i,-0.00092052-0.00060376i,-0.0010729-0.00073437i,-0.00098888-0.00081727i,-0.00014346-0.00013808i,0.00052264+0.00058811i,0.00021518+0.0010242i
0.00037906-0.00013231i,0.0012971-0.0014895i,0.0034612-0.0029525i,0.0028691-0.0038808i,0.00072667-0.002827i,-0.0010204-0.00067789i,-0.0013574-0.00012937i,-0.00089146-0.00034315i,-0.00043948+0.00045416i,0.0010576+0.00050809i,0.0020163+0.00041607i,0.0017601+0.00076859i,0.0019458+0.0012337i,0.0020292+0.0025563i,0.0018745+0.003248i,0.0014872+0.0029213i,0.00018524+0.0027632i,-0.00011328+0.0021131i,0.00042138+0.0013224i,0.00026421+0.0012814i,0.00040162+0.00079689i,0.00050602-0.00045269i,0.00051252-0.0012068i
-0.00015948+0.0017307i,-0.00068482+0.0035413i,-0.0018054+0.0044946i,-0.0010685+0.0049446i,0.00054243+0.0040214i,0.0012407+0.0013664i,0.0011678+0.00070618i,0.0005086+0.00076047i,-0.00049014+0.00077938i,-0.00053289+0.00025195i,-0.00061761+0.00031914i,-0.0015386+0.0010587i,-0.0017712+0.00079809i,-0.0012498-0.00052807i,-0.00082853-0.0015366i,-0.0005426-0.0025551i,-0.0008826-0.0035509i,-0.00043494-0.0039952i,1.9972e-05-0.0035233i,-0.0004031-0.0025965i,-4.9377e-05-0.0014631i,0.00093476-0.00047428i,0.0014316+0.00046972i
-0.00017178-0.0027534i,0.00056442-0.0042954i,0.0014005-0.0045985i,0.0014642-0.0029328i,5.237e-05-0.00077353i,-0.00015663+0.00012279i,0.00047711+5.1272e-07i,-7.7914e-05-0.0005944i,5.3797e-05-0.00047281i,7.1609e-05+0.00086589i,-0.00016857+0.00071554i,8.7632e-05-0.00099387i,-0.00056804-0.0023959i,-0.0013462-0.0021197i,-0.0014344-0.00042107i,-0.00078376+0.0010653i,-0.00032996+0.0024445i,-0.00076049+0.002889i,-0.00078786+0.002178i,-0.00043982+0.0011846i,-0.00045614-0.00043642i,-0.00015287-0.00080027i,0.00039122-0.00020474i
0.00070878+0.0039455i,0.0007316+0.0056352i,-0.00018044+0.0058263i,-0.00087496+0.0036902i,-0.00042871+0.0019165i,0.00041096+0.00053881i,0.00099619-1.9442e-05i,-5.7528e-05-0.00034714i,-0.00085076+0.00029777i,-0.00034773+0.00097223i,0.0007209+0.0009194i,0.0021714+0.000428i,0.0029828-0.0007454i,0.0028469-0.0017046i,0.0030767-0.0024974i,0.0034418-0.0023662i,0.0029046-0.0017405i,0.0029901-0.0014328i,0.0031782-0.00058384i,0.0016068+0.00013369i,0.00023545+0.00052071i,-0.00027468+0.00047191i,-0.00059587-0.0009854i
-0.00071571-0.0020284i,-0.00060058-0.0024161i,-0.00049188-0.0017721i,0.0016642+0.00070516i,0.0033035+0.0031862i,0.0023792+0.0028717i,0.001745+0.0017452i,0.001247+0.00040891i,-0.00047028-0.000595i,-0.0015765-0.00047934i,-0.00051481+0.0013233i,0.00028503+0.0032785i,0.000609+0.0040763i,0.00048537+0.0043238i,-0.00060133+0.0038252i,-0.0021236+0.0027774i,-0.0028493+0.0015428i,-0.0032847+0.0011526i,-0.0031586+0.00028321i,-0.0015796-0.00068808i,-5.063e-05-0.00032508i,0.00051968+0.00038076i,-0.00021112+0.00082718i
-0.002616+0.00065384i,-0.0021667+0.0019409i,-0.0020335+0.0019124i,-0.0020983+0.0012163i,-0.0018499+0.0011569i,-0.0010435+0.0014652i,-0.0010298+0.0007102i,-0.001227-0.00024912i,-0.0013737+5.9839e-05i,-0.0016091+0.00098481i,-0.0012891+0.0008233i,-0.0014543-0.0004372i,-0.0016355-0.00086816i,-0.00096094-0.00040049i,0.00029658-4.5126e-05i,0.0016266+0.00018958i,0.0029375+0.00031956i,0.0037291+0.00032663i,0.0037561-0.0001772i,0.0021494-0.00060443i,0.00033625-0.00046924i,0.0001773-0.00032754i,0.00021709-0.00014962i
0.0011946+0.00020672i,0.0026617-0.0027755i,0.0029351-0.0036709i,0.0010735-0.0031836i,-0.00080129-0.0015247i,-0.0013089-0.00058328i,-0.001568-0.0005909i,-0.001814+0.00011988i,-0.00053285-0.0002708i,0.00043235-0.001734i,2.6491e-05-0.0023747i,-0.00059434-0.0024678i,-0.00046185-0.0025388i,-0.0012106-0.0028346i,-0.0019071-0.003485i,-0.0012361-0.0034825i,-0.0013727-0.0024556i,-0.002491-0.0016296i,-0.0031378-0.00061553i,-0.0023721+0.00027859i,-0.0011704+0.00092772i,0.00027189+0.001023i,0.001054+0.00067513i
-0.0011054+0.00305i,-0.00065074+0.0062902i,0.0018055+0.0077294i,0.0032919+0.0054744i,0.001964+0.0030513i,-0.00059472+0.0025648i,-0.0023181+0.0025365i,-0.0019989+0.0016515i,0.0001641+0.0010166i,0.0022704+0.00075664i,0.0024036-0.00019599i,0.001921-0.00054203i,0.0026552-0.00044712i,0.0025237-0.00025442i,0.0016868+0.00074116i,0.0011254+0.0019092i,0.00083552+0.0021932i,0.0008122+0.0023548i,0.00091928+0.0022952i,-2.8055e-05+0.0011283i,-0.00080795-0.00044376i,-0.00027485-0.0011577i,0.00096491-0.0016641i
-0.0018616-0.0016831i,-0.0018533-0.0030433i,-0.0021153-0.0037172i,-0.00098143-0.0021061i,0.00069668+0.00021924i,0.00080502+0.0010422i,-0.00014303+0.00055046i,-0.00086608+0.00023329i,-0.00033715+0.0012138i,0.0011793+0.0021441i,0.00084298+0.0018134i,-0.0014623+0.0011781i,-0.0018646+0.00096577i,-0.0011525+0.00082299i,-0.0006291-5.3661e-05i,-0.00031541-0.00072456i,-0.00049427-0.00065546i,0.00017759-0.0012487i,0.0011642-0.0021085i,0.00039318-0.0013751i,-0.00072375+0.00017221i,-0.00051433+0.00068027i,-0.00047718+2.4654e-05i
-0.00041606+0.0023207i,0.00023606+0.00274i,0.0015116+0.0037529i,0.001496+0.0023313i,0.00030455+0.00033106i,-0.00047281+0.00032392i,-0.00017825-0.00042007i,-0.00074184-0.00059794i,-0.0020699+0.0010457i,-0.0011567+0.0020232i,0.00020311+0.0014365i,0.00032652-8.6849e-05i,0.00027578-0.0013637i,-0.00072995-0.0013193i,-0.0014364-0.000986i,-0.00041788-0.00014215i,0.00055082+0.0010168i,0.00022539+0.001948i,-0.00038919+0.0017534i,-8.1379e-05+0.00064148i,0.00039168+0.0005971i,0.00018778+0.00087276i,9.7142e-05+0.00094485i
-0.0007726-0.00077446i,-0.00055785-0.0012138i,0.0001551+5.4172e-05i,0.0012289+0.002065i,0.0019242+0.0023038i,0.0010859+0.0016979i,-0.00024327+0.00125i,-0.0011118+0.00093865i,-0.0016595+0.001274i,-0.0011352+0.0014848i,0.00040309+0.00043817i,0.0018383-0.0011011i,0.0022474-0.0022796i,0.0018784-0.0023706i,0.0020508-0.0015942i,0.0027846-0.00040475i,0.0029493-3.4495e-06i,0.0017854-0.00058306i,0.00090583-0.00072738i,0.00089766-0.00033033i,0.00059449+0.00050747i,-0.00022531+0.0007205i,-0.00037686-0.00011768i
-0.00090658+0.0026349i,-0.0016284+0.0019235i,-0.0004368+0.00068127i,0.00039229-0.00081819i,0.00041506-0.00053371i,0.00093041+0.00040209i,0.00024187+0.00092047i,-0.00090725+0.0014235i,-0.0013709+0.0018273i,-0.00050541+0.0022443i,0.00070595+0.0021445i,0.0012833+0.0021311i,0.0014343+0.0020611i,0.0013596+0.0016365i,0.00046593+0.00096944i,-0.00085056+0.00046462i,-0.0013839+0.00041168i,-0.0012922-0.00035557i,-0.0019754-0.00019273i,-0.0017954+0.00079488i,-0.00039147+0.00124i,-2.4619e-05+0.0013045i,-0.00048668+0.001453i
0.0011662-0.0012994i,0.0021843-0.0025141i,0.0011652-0.0024384i,-0.0003901-0.00018914i,-0.00087015+0.0012628i,-0.00056338+0.0010311i,-0.00069241+0.00073576i,-0.0011786-0.0004422i,-0.0016282-0.0010277i,-0.0016959-0.00014334i,-0.0012204+0.00034913i,-0.0014548+0.0012025i,-0.0017705+0.0019201i,-0.00095329+0.0015375i,-0.00013854+0.0010069i,0.00012494+0.0011903i,0.00093106+0.00091254i,0.0013736+0.00051246i,0.0010116-0.00045783i,0.0012565-0.001769i,0.0010786-0.0022208i,0.0002928-0.0013522i,0.00043897-7.4505e-05i
0.00041081+0.00096243i,-0.0003485+0.0033139i,0.0010719+0.0044721i,0.0026194+0.0031284i,0.0023758+0.0015569i,0.00087727+0.0021944i,-0.00015055+0.0030925i,-0.00051894+0.0012986i,-0.0015607-0.001305i,-0.001738-0.0021944i,-0.0015083-0.001277i,-0.0015224-0.00022776i,-0.0014137-0.00051221i,-0.0014036-0.0011711i,-0.0011415-0.0015311i,-0.0012992-0.0014627i,-0.0017214-0.00046267i,-0.0014312+0.00024812i,-0.0011897+0.0002349i,-0.00022152+0.00024503i,0.00018026+0.00041947i,-0.00093112+0.00010403i,-0.0013826+6.166e-06i
-0.0009423-0.0042865i,-0.0013091-0.004606i,-0.0031089-0.0036505i,-0.0038031-0.001763i,-0.0024207+0.0010747i,0.00021921+0.0027055i,0.00090587+0.0017394i,4.871e-05-3.8803e-05i,-0.00035013-0.001156i,-0.00031554-0.00096147i,0.00052446-0.00074299i,0.0021573-0.00065618i,0.0032788-0.00027892i,0.003611+0.0004984i,0.0033339+0.0015574i,0.0024354+0.0017861i,0.0012424+0.00097814i,0.0011688-0.00023222i,0.0015948-0.00096072i,0.0014798-0.001595i,0.00091748-0.0011301i,0.00024922-0.00025954i,0.00016053+0.00011492i
-0.0016283+0.00021878i,-0.0038772-9.656e-05i,-0.0036351+0.0013069i,-0.0016333+0.0026077i,0.00034765+0.0019542i,3.9096e-05+0.0011769i,-0.0014363+0.00037795i,-0.0021578-0.00019454i,-0.0013727+0.00041388i,2.9401e-05+0.00081761i,0.00026036+0.00028766i,-0.00011789+0.0011109i,-0.00076811+0.0027766i,-0.0012575+0.0027786i,-0.00057558+0.00091363i,0.0004946-0.00055938i,0.00052155-0.00036241i,0.00010744-5.8422e-05i,0.00058893-0.00029914i,0.00035949-2.8527e-06i,-0.0006475+0.00047148i,-0.00044728+0.00040886i,9.8058e-05+0.00024805i
0.0014721+0.0022299i,0.0039209+0.001106i,0.0049407+0.00073077i,0.0040621+0.0008452i,0.0029003+0.0016253i,0.0015865+0.0019536i,0.00097651+0.0024885i,0.00062728+0.0022962i,0.00046061+0.0015957i,0.00041577+0.0014869i,9.0571e-05+0.00059301i,-0.00046759-0.001257i,-0.0019458-0.0019327i,-0.0021476-0.00092654i,-0.00044213-0.00048824i,0.00038319-0.00042462i,0.00027802-0.00010645i,0.00047644+9.2406e-05i,0.00055085-1.5459e-05i,0.00054121+7.2505e-05i,0.00081437+0.0010776i,0.0010836+0.001469i,0.00047835+0.00063944i
-0.0026604-0.0018128i,-0.0044412-0.00012325i,-0.0056805+0.0020085i,-0.0038229+0.0032606i,-0.0011293+0.0021918i,-0.00027034+0.0010479i,-0.0001235+0.0003627i,-0.00037251+0.00027193i,-0.0012557+0.0011417i,-0.0010438+0.0017515i,-0.0011571+0.0011808i,-0.00066704-0.00076288i,0.001518-0.0028304i,0.0025334-0.0025925i,0.0021843-0.0013724i,0.0021086-0.00056245i,0.00064405+5.6762e-05i,-0.0015619-9.5734e-05i,-0.0021639-0.0009454i,-0.0015848-0.0012868i,-0.00074311-0.0017577i,-0.00059067-0.001907i,0.00010274-0.0008464i
