-0.001402+0.00088868i,-0.0017511+0.00047064i,-0.0033028+0.00069953i,-0.0030849+0.00090921i,-0.0022982+0.0012438i,-0.0014966+0.0016081i,-0.00041605+0.0011892i,0.00026483+0.0012501i,0.0010368+0.00092716i,0.0013498-0.00021716i,0.0015115-4.4068e-05i,0.0011147+0.00030773i,0.00043784+0.00020444i,0.00022965-0.00036852i,-0.00022224-0.00075285i,-0.00038939-0.00014894i,-5.8961e-05+0.00034729i,0.00026695+0.00044052i,5.0677e-05+0.00027285i,-0.00029253-9.2577e-05i,-0.00023644-0.00017179i,0.00045057+4.3855e-05i,0.00024179-0.00035245i
-0.2755-0.075824i,-0.47191+0.032413i,-0.40255+0.26639i,-0.083146+0.32319i,0.058612+0.084746i,-0.048588-0.096705i,-0.10398-0.066538i,-0.083205-0.020007i,-0.085532-0.0040735i,-0.069759+0.016061i,-0.029363+0.020776i,0.0019227+0.02074i,0.030751+0.0089056i,0.048303-0.02983i,0.036198-0.062225i,0.011508-0.062601i,0.0086646-0.049059i,0.021056-0.041642i,0.01878-0.035749i,0.0024484-0.019098i,-0.0058115+0.00096021i,0.0041905+0.0049039i,0.015968-0.0084631i
-0.028579-0.36256i,-0.26011-0.72613i,-0.59507-0.82482i,-0.65057-0.459i,-0.30817-0.062457i,0.0027051+0.0093531i,0.032232-0.016793i,0.0094209+0.033842i,0.041397+0.061764i,0.048469+0.046941i,0.044172+0.05173i,0.056739+0.064573i,0.0623+0.057403i,0.050295+0.036625i,0.028866+0.019235i,0.0059214+0.0058258i,-0.017644-0.017489i,-0.036719-0.031397i,-0.031006-0.018346i,-0.00097975+4.3139e-06i,0.02778+0.010962i,0.046392+0.011744i,0.049418+0.0042968i
0.34322-0.071839i,0.68018-0.23623i,0.82136-0.40649i,0.5927-0.4116i,0.24676-0.26133i,0.060572-0.12322i,0.043601-0.076789i,0.078626-0.066335i,0.077092-0.043099i,0.059117-0.014024i,0.058568-0.018657i,0.063691-0.043099i,0.055746-0.045508i,0.025062-0.016315i,0.0018063+0.034215i,0.0098821+0.077462i,0.016271+0.094396i,0.0060117+0.091138i,-0.0094189+0.072941i,-0.026427+0.044466i,-0.041555+0.0143i,-0.054945-0.0065902i,-0.058205-0.0071344i
0.085111+0.22984i,0.17316+0.38698i,0.15377+0.3902i,0.04241+0.23858i,0.021368+0.074789i,0.083631-0.048505i,0.080287-0.10455i,0.042806-0.08119i,0.022903-0.045801i,-0.005076-0.011219i,-0.016061+0.021738i,-0.018416+0.019113i,-0.030245+0.012282i,-0.019943+0.032384i,0.017655+0.050363i,0.057897+0.03954i,0.070758+0.01579i,0.051266+0.0015978i,0.021239+0.0029831i,0.0063878+0.011012i,0.011462+0.0041169i,0.011545-0.011291i,0.0060705-0.010053i
-0.083129+0.17349i,0.0011296+0.36343i,0.20569+0.37519i,0.24289+0.18038i,0.044237+0.11554i,-0.049496+0.22419i,0.001662+0.21339i,-0.029884+0.11782i,-0.091136+0.080334i,-0.10286+0.051011i,-0.10901+0.040292i,-0.099478+0.058899i,-0.065342+0.053094i,-0.036321+0.015154i,-0.049357-0.027152i,-0.090265-0.040853i,-0.093841-0.02965i,-0.056082-0.024665i,-0.029079-0.022095i,-0.033631-0.0044404i,-0.042048+0.027161i,-0.025758+0.054391i,-0.0011831+0.054649i
-0.23044-0.025945i,-0.49458+0.088829i,-0.57243+0.29721i,-0.31661+0.31605i,-0.085373+0.056224i,-0.10144-0.12662i,-0.090311-0.059608i,0.01665+0.0073921i,0.040045-0.017189i,-0.0048561-0.022226i,-0.018555+0.013724i,0.0069045+0.055974i,0.039824+0.061716i,0.045055+0.015605i,0.013131-0.03146i,-0.032989-0.035461i,-0.066716-0.017265i,-0.080099-0.0025372i,-0.066749+0.0025285i,-0.03115-0.0018206i,0.0042097-0.0091204i,0.022808-0.023072i,0.015236-0.03712i
0.02921-0.22364i,-0.0071421-0.48475i,-0.071537-0.60072i,-0.042532-0.41947i,0.11226-0.18927i,0.22363-0.12329i,0.18979-0.099837i,0.136-0.048442i,0.10299-0.032308i,0.038931-0.033258i,-0.0088319-0.0076271i,0.0021464+0.017738i,0.033293+0.023008i,0.041154+0.022748i,0.031342+0.033844i,0.040336+0.051758i,0.06604+0.051048i,0.071173+0.023982i,0.047011-0.0089101i,0.015843-0.019374i,0.0043993-0.0039778i,0.013734+0.010885i,0.020463+0.013053i
0.1138+0.017134i,0.15493-0.01316i,0.037558-0.025145i,-0.14515+0.010681i,-0.19582+0.055834i,-0.15318+0.057002i,-0.11348+0.023899i,-0.069362-0.0020452i,-0.020133-0.011231i,0.0060163-0.019509i,-0.010969-0.037528i,-0.035152-0.054098i,-0.035927-0.052229i,-0.0090727-0.025515i,0.043783-0.013216i,0.078625-0.041583i,0.067577-0.064823i,0.047081-0.042845i,0.043163-0.0045236i,0.039224-7.069e-05i,0.0098096-0.023231i,-0.033008-0.02392i,-0.047113+0.0023751i
0.053167+0.048284i,0.17557-0.010288i,0.24787-0.17177i,0.18277-0.2432i,0.10502-0.14927i,0.11295-0.077908i,0.096098-0.045813i,0.044079+0.039507i,0.025599+0.094065i,0.0075042+0.067645i,-0.029632+0.035845i,-0.061623+0.039569i,-0.054768+0.063759i,-0.0084077+0.078725i,0.026167+0.06833i,0.019744+0.036126i,-0.0099638-0.0067439i,-0.029104-0.029718i,-0.022147-0.01907i,-0.0073538-0.0015616i,0.0014115+0.0080158i,0.0093514+0.0097779i,0.018778+0.0023028i
-0.043798+0.15031i,-0.0067506+0.39094i,0.11925+0.56183i,0.19519+0.45291i,0.14182+0.23273i,0.084619+0.14724i,0.072844+0.12711i,0.046972+0.10648i,0.032429+0.086629i,0.029418+0.02887i,0.0049484-0.018127i,-0.019963-0.0065976i,-0.025753+0.022637i,-0.021167+0.030814i,-0.031184+0.035397i,-0.051865+0.069218i,-0.052108+0.11447i,-0.042407+0.12182i,-0.046539+0.087291i,-0.04775+0.05265i,-0.024396+0.036759i,0.0067634+0.017225i,0.015142-0.0043484i
-0.09319-0.11098i,-0.20341-0.24254i,-0.2193-0.36491i,-0.11673-0.3992i,-0.052811-0.32184i,-0.068019-0.18i,-0.057949-0.07265i,-0.035624-0.042882i,-0.036158-0.025075i,-0.018703-0.0084023i,0.0043926-0.013215i,0.019344-0.011516i,0.02918-0.0028664i,0.016216+0.0079657i,-0.0019436+0.022993i,0.0049151+0.01936i,0.014743-0.0067758i,-0.012336-0.025064i,-0.061011-0.017264i,-0.068646+0.0010558i,-0.03177+0.0064984i,-0.008724-0.001971i,-0.012689-0.0028601i
0.094788+0.0041148i,0.19453+0.082048i,0.27478+0.25573i,0.27424+0.33571i,0.19773+0.202i,0.099882+0.056938i,0.040438+0.04076i,0.03657+0.048357i,0.047336+0.0068349i,0.033013-0.041355i,0.0073513-0.071331i,-0.011428-0.091179i,-0.035807-0.085871i,-0.057362-0.036206i,-0.049554+0.014086i,-0.021342+0.016983i,-0.0034952-0.013254i,-0.017671-0.037089i,-0.047076-0.027796i,-0.048664+0.00040591i,-0.025352+0.0099191i,-0.011904-0.00084387i,-0.0084745-0.0021601i
-0.049747-0.038107i,-0.21388-0.15265i,-0.47136-0.26329i,-0.53054-0.17938i,-0.2639+0.038169i,-0.0020609+0.12239i,0.042137+0.10596i,0.019543+0.12887i,0.032193+0.12776i,0.028735+0.070104i,-0.0053709+0.029415i,-0.028337+0.017455i,-0.025056+0.010802i,-0.011334+0.012734i,-0.0089459+0.014197i,-0.0348+0.01161i,-0.066345+0.013592i,-0.059112+0.0071513i,-0.01677-0.012182i,0.0084845-0.018798i,0.0071602+0.0042873i,0.011413+0.038016i,0.020618+0.051879i
0.080098+0.091417i,0.26776+0.19203i,0.50331+0.22371i,0.52809+0.11678i,0.26429-0.0027664i,0.010253-0.014137i,-0.038729+0.0072373i,0.00045914-0.0036135i,0.018963-0.0114i,0.017946-0.020049i,-0.0010408-0.040329i,-0.020165-0.018191i,0.0038766+0.029899i,0.038504+0.039587i,0.0465+0.032164i,0.05783+0.036984i,0.071823+0.032079i,0.055104+0.0039779i,0.016589-0.028195i,-0.0082359-0.02957i,-0.011704-0.010386i,-0.010717-0.0093718i,-0.016379-0.016357i
-0.17791-0.04277i,-0.44092-0.089275i,-0.66548-0.10782i,-0.60158-0.073523i,-0.29243-0.07771i,-0.078626-0.12985i,-0.089222-0.07595i,-0.14148+0.075319i,-0.11774+0.17298i,-0.038275+0.15989i,0.027406+0.10032i,0.044031+0.068357i,0.039304+0.054995i,0.021493+0.023112i,-0.0091157-0.012342i,-0.014689-0.0348i,0.017671-0.065688i,0.043332-0.10527i,0.028392-0.11595i,-0.0033379-0.081779i,-0.0094108-0.033635i,0.0091283-0.010901i,0.013373-0.0088036i
0.17502-0.068965i,0.46708-0.14361i,0.75164-0.19778i,0.68774-0.19062i,0.33558-0.071707i,0.097418+0.072513i,0.014095+0.04644i,-0.084479-0.040435i,-0.12903-0.032536i,-0.078031-0.012483i,-0.022959-0.025674i,0.0086968-0.044093i,0.0030728-0.034423i,-0.034003+0.016251i,-0.063285+0.058853i,-0.079338+0.058142i,-0.10371+0.032818i,-0.12447+0.017031i,-0.11544+0.015347i,-0.08572+0.011277i,-0.058489+0.0073386i,-0.04675+0.0085232i,-0.047086+0.013835i
-0.043865+0.0052817i,-0.1957+0.058794i,-0.39+0.17143i,-0.37199+0.25507i,-0.16683+0.17452i,-0.060247-0.013972i,-0.042373-0.065168i,0.02038+0.0053585i,0.066649+0.043197i,0.071545+0.063848i,0.08109+0.066642i,0.067425+0.032759i,0.015617+0.0020676i,-0.033612+0.0026444i,-0.053921+0.031376i,-0.046727+0.072197i,-0.014797+0.0879i,0.023639+0.039955i,0.033007-0.0268i,0.0086731-0.037016i,-0.0025129-0.0046153i,0.01871+0.0096244i,0.025466-0.0070883i
0.15583+0.071119i,0.37125+0.089302i,0.50731-0.010815i,0.38898-0.14242i,0.19301-0.12837i,0.14898-0.026476i,0.12425-0.031007i,0.016513-0.08706i,-0.057542-0.095084i,-0.08419-0.080476i,-0.10191-0.051546i,-0.085-0.011241i,-0.043319+0.024561i,-0.013906+0.051052i,0.0032202+0.071233i,0.037245+0.090563i,0.086006+0.093008i,0.10292+0.061795i,0.072217+0.016931i,0.026042-0.0029828i,-0.0065503+0.011055i,-0.0091431+0.034025i,0.0035895+0.039259i
-0.24543+0.059637i,-0.57848+0.14092i,-0.79663+0.20279i,-0.65403+0.17034i,-0.36706+0.075557i,-0.19657+0.025672i,-0.078202+0.050219i,-0.00049811+0.077212i,0.022285+0.094794i,0.061946+0.074234i,0.064058+0.027394i,0.012267+0.039125i,-0.016888+0.048344i,-0.036503-0.022153i,-0.069441-0.10568i,-0.089248-0.15543i,-0.07278-0.18919i,-0.018185-0.2011i,0.018986-0.17094i,-0.00015204-0.10916i,-0.033971-0.04789i,-0.045776-0.018362i,-0.047803-0.024751i
0.066064-0.1i,0.24583-0.22388i,0.45433-0.28086i,0.4976-0.21075i,0.37722-0.12562i,0.25461-0.089194i,0.14275-0.077157i,0.031977-0.05483i,-0.047793-0.041594i,-0.099964-0.024985i,-0.10102+0.01392i,-0.064856+0.044289i,-0.035298+0.06144i,-0.016441+0.058848i,-0.013532+0.030324i,-0.027113+0.014195i,-0.031328+0.03283i,-0.0096856+0.060271i,0.021788+0.046352i,0.032612-0.013195i,0.016951-0.054489i,-0.004495-0.053745i,-0.020542-0.039108i
-0.051127-0.08547i,-0.18623-0.11101i,-0.36471-0.051626i,-0.40338+0.046212i,-0.27652+0.074206i,-0.17607+0.030099i,-0.14709+0.0066362i,-0.094807+0.026232i,-0.018512+0.072469i,0.051335+0.10447i,0.076197+0.076965i,0.030097+0.020668i,-0.03356-0.018427i,-0.057295-0.029228i,-0.055498-0.0064677i,-0.055584+0.054063i,-0.033354+0.11918i,0.020724+0.12596i,0.059804+0.073852i,0.053903+0.029484i,0.036121+0.019657i,0.037251+0.019513i,0.038661+0.010972i
0.23794+0.04923i,0.55402+0.010539i,0.75634-0.14964i,0.6205-0.29355i,0.32447-0.22563i,0.15503-0.053793i,0.10475-0.012009i,0.059866-0.094661i,0.019047-0.1661i,-0.039566-0.14475i,-0.093926-0.074245i,-0.07017-0.041795i,-0.018135-0.04504i,-0.0058255-0.012976i,-0.003972+0.052323i,0.024858+0.079651i,0.04872+0.045004i,0.023848+0.0068941i,-0.015899+0.0084676i,-0.02086+0.010367i,-0.01659-0.0092101i,-0.021943-0.0086295i,-0.010996+0.014331i
-0.12786+0.14453i,-0.30676+0.27998i,-0.41497+0.37091i,-0.34325+0.31369i,-0.2065+0.14244i,-0.10442-0.00053218i,0.018509+0.0081842i,0.18726+0.1067i,0.3023+0.15842i,0.28828+0.093666i,0.16519-0.0051766i,0.030076-0.013635i,-0.02094+0.022386i,-0.031977-0.00027977i,-0.068084-0.052198i,-0.095867-0.072983i,-0.073912-0.08468i,-0.024142-0.11829i,-0.00074612-0.14097i,-0.018764-0.10468i,-0.028092-0.037364i,-0.0071477-0.012087i,-0.0018114-0.027027i
-0.059446+0.023076i,-0.054932+0.0048938i,0.0073242-0.044569i,0.062875-0.059873i,0.098421+0.034916i,0.13006+0.16247i,0.10087+0.2072i,0.0032302+0.23332i,-0.06985+0.26279i,-0.092346+0.21548i,-0.1002+0.12417i,-0.11556+0.057018i,-0.12226+0.027106i,-0.081383+0.017752i,-0.026588+0.0021387i,-0.025695-9.6935e-06i,-0.050156+0.042021i,-0.023532+0.082626i,0.04049+0.049264i,0.061011-0.026391i,0.030095-0.058018i,-0.0056223-0.037284i,-0.038103-0.0058535i
-0.076221-0.118i,-0.15218-0.17321i,-0.14108-0.093847i,-0.028774-0.024173i,-0.047956-0.14285i,-0.27555-0.2893i,-0.44973-0.25084i,-0.42324-0.1162i,-0.30233+0.0035856i,-0.14674+0.070763i,-0.023245+0.041616i,-0.0010246-0.017547i,-0.024312-0.036706i,-0.027945-0.029823i,-0.016969-0.019093i,-0.0069197-0.0022542i,0.0011976+0.030788i,0.0038864+0.06855i,0.0019966+0.088579i,0.0057448+0.080861i,0.012593+0.048766i,0.012332+0.0036732i,-0.0041868-0.042499i
0.10286+0.001494i,0.15956-0.043663i,0.044563-0.12602i,-0.13289-0.17959i,-0.052155-0.18465i,0.19965-0.21313i,0.23506-0.26741i,0.063911-0.25117i,-0.031364-0.18851i,-0.03668-0.13414i,-0.012211-0.088346i,0.069138-0.11457i,0.1027-0.19647i,0.015791-0.19437i,-0.088307-0.097082i,-0.12094-0.039525i,-0.10912-0.084747i,-0.099663-0.14791i,-0.091779-0.14124i,-0.070653-0.093248i,-0.035305-0.047054i,0.011234+0.00011154i,0.060762+0.030991i
0.050744+0.026295i,0.13708+0.026466i,0.21722+0.0024673i,0.14917+0.057692i,-0.043532+0.24694i,-0.073602+0.36666i,0.12952+0.27938i,0.36075+0.21984i,0.52157+0.33752i,0.57601+0.3537i,0.44+0.16536i,0.21351+0.056371i,0.12864+0.090923i,0.16543+0.095052i,0.15008+0.062039i,0.1012+0.074317i,0.10924+0.094864i,0.1364+0.066426i,0.11364+0.013834i,0.042486-0.010037i,-0.01848+0.014123i,-0.041251+0.044933i,-0.051487+0.038084i
-0.1243+0.12676i,-0.20243+0.16943i,-0.22664+0.10335i,-0.10038-0.093979i,0.083722-0.31116i,0.1053-0.37553i,0.013943-0.25768i,-0.052044-0.14613i,-0.14003-0.11572i,-0.20412-0.042468i,-0.14175+0.036358i,-0.049495+0.034809i,-0.016834-0.0018237i,-0.029555-0.045991i,-0.045061-0.086761i,-0.021931-0.10464i,-0.0033768-0.10069i,-0.035371-0.099817i,-0.074607-0.10369i,-0.0841-0.071233i,-0.070885-0.025942i,-0.050191-0.025762i,-0.044659-0.039081i
-0.51712+9.3382i,0.65676+9.4236i,4.6082+9.4965i,6.7459+5.8055i,5.7553+1.4095i,2.9199-1.2151i,0.44685-1.2934i,-0.35914-0.3546i,0.28588+0.32005i,1.3948+0.063695i,1.6175-1.0222i,0.89897-1.9285i,-0.0076298-2.1542i,-0.68946-1.7425i,-0.90442-1.0947i,-0.8394-0.61255i,-0.70807-0.27792i,-0.40136+0.013991i,0.052076+0.083007i,0.39428-0.131i,0.58564-0.41302i,0.62532-0.59579i,0.45932-0.58054i
-0.03716+0.045256i,-0.16833+0.077991i,-0.40907+0.10621i,-0.50382+0.13664i,-0.35977+0.16475i,-0.20413+0.172i,-0.099241+0.16009i,0.048227+0.10594i,0.17136-0.013272i,0.13721-0.10211i,0.033504-0.060508i,0.021977+0.016152i,0.048079-0.0046964i,0.003757-0.056029i,-0.035807-0.060279i,-0.023951-0.058i,-0.038963-0.059672i,-0.086957-0.05129i,-0.10673-0.023521i,-0.076264+0.028193i,-0.028068+0.056044i,-0.012925+0.03825i,-0.02578+0.013268i
0.15868+0.069155i,0.40327+0.12359i,0.66243+0.12149i,0.66783+0.0077969i,0.36138-0.15814i,0.029741-0.25319i,-0.14325-0.24521i,-0.27414-0.19823i,-0.43768-0.12166i,-0.4536+0.011272i,-0.2765+0.087433i,-0.16092+0.046679i,-0.19703+0.055063i,-0.19182+0.14001i,-0.095015+0.1578i,-0.025621+0.11015i,-0.0050686+0.084065i,-0.0018303+0.063387i,-0.010896+0.027435i,-0.0016976+0.0075936i,0.029858-0.0066171i,0.039256-0.035534i,0.02425-0.042749i
-0.2427+0.025504i,-0.56366+0.001838i,-0.88832-0.078188i,-0.91619-0.10061i,-0.58133+0.026739i,-0.17004+0.20148i,0.0339+0.26173i,0.072383+0.21864i,0.14488+0.14959i,0.23217+0.048185i,0.19849-0.044641i,0.093035-0.067235i,0.036773-0.040673i,0.043698-0.015348i,0.063112-0.015837i,0.077194-0.031728i,0.1153-0.049638i,0.14599-0.053422i,0.11428-0.032724i,0.046096-0.0028322i,-0.00047515+0.021521i,-0.0063062+0.031116i,0.0036053+0.019543i
0.080953-0.073282i,0.33044-0.084333i,0.63947-0.018314i,0.65936+0.080583i,0.30934+0.12668i,-0.01619+0.1214i,-0.077648+0.030025i,-0.050394-0.14953i,-0.089039-0.28095i,-0.13613-0.26415i,-0.12182-0.15583i,-0.076057-0.066402i,-0.056461-0.01455i,-0.042786+0.031847i,0.0033094+0.048372i,0.039912+0.015485i,0.020713-0.019183i,-0.021631-0.0016342i,-0.021814+0.048454i,0.017004+0.044791i,0.015465-0.016654i,-0.038095-0.034919i,-0.062734+0.0032707i
-0.058175-0.12115i,-0.2766-0.22919i,-0.58872-0.25449i,-0.6218-0.11406i,-0.26478-0.0088892i,0.025988-0.11792i,-0.019893-0.22436i,-0.15057-0.15623i,-0.1755-0.048857i,-0.12657+0.010316i,-0.05312+0.046556i,-0.0088024+0.08144i,0.017637+0.10502i,0.055766+0.067995i,0.079601-0.0094694i,0.066113-0.058757i,0.03313-0.057484i,0.004152-0.039424i,-0.011166-0.029636i,-0.0057662-0.012897i,0.011496+0.012634i,0.026541+0.032367i,0.032377+0.036427i
0.19317+0.1173i,0.47845+0.28716i,0.73487+0.37458i,0.69191+0.26144i,0.3833+0.084725i,0.10753+0.066477i,0.04762+0.17188i,0.13299+0.23152i,0.20766+0.18379i,0.18377+0.10136i,0.11502+0.060954i,0.08562+0.040176i,0.074532+0.0093804i,0.032074-0.021223i,-0.033751-0.032621i,-0.080522-0.026339i,-0.090924-0.033702i,-0.079537-0.054657i,-0.056946-0.050723i,-0.031645-0.011955i,-0.0036761+0.025818i,0.025273+0.033386i,0.036878+0.024011i
-0.1649+0.014714i,-0.39232-0.045727i,-0.58398-0.1938i,-0.60107-0.28975i,-0.49534-0.18932i,-0.31527-0.0025004i,-0.081111+0.056107i,0.066312-0.075515i,0.054011-0.20782i,0.027108-0.1792i,0.062319-0.10193i,0.070248-0.080653i,0.025399-0.063089i,-0.0026951-0.017756i,0.0040277+0.016876i,0.015719+0.025102i,0.015695+0.029568i,0.01115+0.051248i,0.014955+0.069294i,0.014869+0.042903i,-0.0084095-0.0034038i,-0.030039-0.027374i,-0.024156-0.033569i
-0.012908+0.064387i,0.11477+0.26541i,0.36406+0.56375i,0.52365+0.66543i,0.43081+0.43121i,0.19364+0.11032i,-0.039433-0.069072i,-0.19752-0.070686i,-0.22062+0.014487i,-0.14488+0.034722i,-0.080662-0.0077286i,-0.059275-0.016158i,-0.039316+0.022917i,-0.012925+0.056479i,0.00014135+0.059978i,-0.0013488+0.066099i,-0.0036083+0.095983i,0.0097123+0.11335i,0.037649+0.083129i,0.058227+0.026994i,0.059666-0.01427i,0.041474-0.026279i,0.017139-0.017227i
-0.029373-0.17402i,-0.13698-0.43346i,-0.29927-0.70114i,-0.36387-0.72805i,-0.26987-0.43089i,-0.14855-0.065721i,-0.091449+0.14968i,-0.04309+0.22647i,0.014304+0.20211i,0.028403+0.12231i,0.003746+0.063556i,-0.0037467+0.038833i,0.019079+0.0024104i,0.035744-0.03796i,0.034732-0.054051i,0.030047-0.05414i,0.027549-0.043997i,0.0228-0.039598i,0.0086693-0.048423i,-0.0033586-0.045455i,-0.0027843-0.02542i,0.0049655+0.0012679i,0.010747+0.019111i
0.082092+0.098757i,0.17229+0.28418i,0.23222+0.50371i,0.22019+0.55475i,0.152+0.35911i,0.12457+0.12656i,0.22349-0.024239i,0.30023-0.16712i,0.22691-0.26078i,0.086634-0.23021i,-0.0088895-0.12913i,-0.012096-0.046622i,0.03589-0.034249i,0.064426-0.069044i,0.070443-0.099647i,0.079052-0.12048i,0.092024-0.14266i,0.092659-0.1444i,0.057495-0.10428i,-0.00089492-0.035684i,-0.028846+0.019551i,-0.010702+0.027253i,0.015787+0.0019512i
-0.049766-0.02092i,-0.13741-0.18229i,-0.23715-0.43374i,-0.27448-0.52325i,-0.20122-0.36799i,-0.10625-0.22676i,-0.13615-0.1851i,-0.19648-0.12853i,-0.17095-0.069444i,-0.10448-0.03127i,-0.035127-0.0052301i,-0.0068934-0.015307i,-0.039369-0.023926i,-0.069925-0.0066881i,-0.077218+0.0083143i,-0.083769+0.023863i,-0.092376+0.054881i,-0.088323+0.083443i,-0.058329+0.08329i,-0.018543+0.053172i,0.001891+0.014338i,0.0023141-0.012341i,0.0028041-0.020334i
-0.069609-0.0041445i,-0.10316+0.078025i,-0.081769+0.27836i,0.0038805+0.45428i,0.10294+0.48423i,0.14784+0.44568i,0.14339+0.35291i,0.07835+0.19667i,-0.010237+0.093916i,-0.02391+0.066752i,0.0035037+0.029335i,-0.0024057-0.018629i,-0.027779-0.031047i,-0.041557-0.0074196i,-0.039781+0.027078i,-0.033802+0.053731i,-0.024275+0.07614i,-0.0047272+0.085638i,0.014616+0.05512i,0.015462-0.00066161i,-0.0044376-0.034447i,-0.033148-0.032121i,-0.049951-0.016938i
0.099382-0.085351i,0.21641-0.20502i,0.32133-0.37338i,0.29241-0.52814i,0.13269-0.57666i,0.0010552-0.50967i,-0.029505-0.35273i,0.018101-0.15812i,0.088112-0.022591i,0.11332+0.019998i,0.085167+0.017869i,0.04092+0.019038i,0.0049999+0.023888i,-0.0058132+0.01911i,0.013696-0.0012814i,0.048844-0.038234i,0.082564-0.099159i,0.086465-0.15624i,0.056097-0.1443i,0.03037-0.069956i,0.032277-0.0077733i,0.042572+0.0096197i,0.037679+0.003707i
0.066453+0.074402i,0.06249+0.18939i,-0.091184+0.34972i,-0.28988+0.46903i,-0.31253+0.44156i,-0.19747+0.30549i,-0.10626+0.15572i,-0.044451+0.025905i,-0.001881-0.079502i,-0.02663-0.11989i,-0.072843-0.075256i,-0.069456-0.0095937i,-0.026004+0.026679i,0.014663+0.033995i,0.029039+0.020513i,0.011316+0.0058711i,-0.026873+0.0076371i,-0.052601+0.026056i,-0.036198+0.042438i,-0.00047985+0.0346i,0.012755+0.016287i,0.0080079+0.011303i,0.0090681+0.010495i
-0.024076+0.10395i,0.027971+0.14956i,0.20157+0.037517i,0.35551-0.15476i,0.31595-0.17784i,0.21215-0.085832i,0.14796-0.070367i,0.038394-0.089334i,-0.06454-0.055648i,-0.068747-0.0074387i,-0.025312+0.016077i,0.0003094+0.0067053i,-0.0098512-0.023366i,-0.029769-0.034176i,-0.033494-0.01924i,-0.027832+0.0012992i,-0.027584+0.030677i,-0.026998+0.062546i,-0.018433+0.063519i,-0.02044+0.027051i,-0.039098-0.00065039i,-0.054263+0.0031606i,-0.053808+0.012921i
-0.11278-0.048329i,-0.23315-0.056846i,-0.32325+0.03466i,-0.28391+0.15375i,-0.16749+0.12285i,-0.13286+0.034141i,-0.12355+0.051607i,-0.033908+0.095324i,0.045943+0.084062i,0.076644+0.061681i,0.093629+0.027619i,0.071318-0.0058705i,0.025833-0.0022928i,-0.0056349+0.005935i,-0.021441-0.0044116i,-0.019053-0.022117i,-0.00067733-0.042574i,0.012568-0.057475i,0.0064099-0.057721i,-0.0020286-0.033121i,0.0085407-0.0026762i,0.026959+0.002898i,0.032797-0.0016127i
-0.0094017-0.072595i,-0.030201-0.10369i,-0.017274-0.095873i,0.055621-0.060921i,0.14205-0.024315i,0.17776-0.011809i,0.12852-0.020729i,0.050445-0.023883i,0.033618-0.022126i,0.051197-0.037722i,0.043557-0.037951i,0.039689-0.0088732i,0.044528+0.0015686i,0.02541-0.013195i,-0.0073-0.01954i,-0.033461+0.0018134i,-0.0336+0.034227i,-0.0021113+0.040221i,0.027091+0.023571i,0.033203+0.010778i,0.028587+0.0084082i,0.028728+0.01063i,0.030722+0.010368i
0.11205-0.0044069i,0.17053-0.041833i,0.091912-0.078611i,-0.10875-0.054715i,-0.25889+0.021251i,-0.27759+0.069846i,-0.195+0.049856i,-0.085643+0.0015079i,-0.034261-0.034394i,-0.041546-0.034422i,-0.048328-0.022703i,-0.033075-0.029108i,-0.010317-0.031349i,0.0079627-0.0063548i,0.025925+0.028811i,0.04449+0.049555i,0.048304+0.055396i,0.034222+0.051812i,0.016376+0.036929i,0.0016856+0.013664i,-0.014397-0.010797i,-0.03868-0.023986i,-0.05363-0.017782i
-0.041515+0.081004i,-0.048539+0.15729i,0.048114+0.16006i,0.2048+0.057362i,0.25609-0.068761i,0.19056-0.11036i,0.12186-0.060882i,0.063431-0.038244i,-0.014208-0.040956i,-0.059957-0.010814i,-0.05873+0.010966i,-0.062293+0.010907i,-0.060375+0.014669i,-0.028845+0.020608i,0.010847+0.024978i,0.045019+0.019752i,0.064589+0.0013954i,0.049901-0.021188i,0.010408-0.032975i,-0.017907-0.026989i,-0.022827-0.015302i,-0.014443-0.0059187i,-0.0011811-0.0026004i
-0.040309-0.026797i,-0.042697-0.067932i,-0.069497-0.12658i,-0.17255-0.14792i,-0.22436-0.068088i,-0.13142+0.032822i,-0.056825+0.041973i,-0.062804+0.048376i,-0.039587+0.074031i,-0.0017122+0.052332i,0.00079399+0.031922i,-0.0049871+0.037614i,-0.0090736+0.039612i,-0.0028201+0.021806i,0.0082656-0.024807i,6.9762e-05-0.074419i,-0.016399-0.090558i,-0.022104-0.07223i,-0.014394-0.038423i,-0.0055968-0.0097853i,-0.0024014+0.012966i,0.012225+0.034684i,0.032351+0.041538i
-0.002162-0.11039i,-0.020262-0.18273i,-0.040175-0.16386i,-0.041925-0.027305i,-0.049495+0.10467i,-0.057149+0.12883i,-0.010503+0.076916i,0.061815+0.003602i,0.094189-0.043359i,0.090896-0.044035i,0.073447-0.026926i,0.058589-0.0091891i,0.05439-0.0048079i,0.049169-0.022865i,0.037134-0.048001i,0.013226-0.062316i,-0.015374-0.051773i,-0.019254-0.018714i,0.0080007+0.011544i,0.03488+0.015335i,0.03724-0.0033133i,0.019018-0.024704i,-0.00045283-0.032581i
