-0.0014867+0.0014676i,-0.0021501+0.0020364i,-0.0033314+0.0014202i,-0.0024989+0.00024282i,-0.002104+1.2736e-05i,-0.0022208+0.00039083i,-0.0014018+0.0013643i,-0.00061519+0.0018863i,0.00027011+0.0011073i,0.0012885+7.6925e-05i,0.0010332-0.00066335i,0.00035347-0.00076355i,0.00039955-0.00060979i,0.0007593-0.00073431i,0.00023466-0.0011432i,-0.00041594-0.00099459i,-0.00053977-0.00048533i,-0.0014692-0.00074105i,-0.0014852-0.00076427i,-0.0005907-0.00011464i,-1.7818e-05+0.00029668i,0.00012791+0.0003569i,0.00049302+0.0012957i
-0.0016592+0.0035041i,-0.0017583+0.0029278i,-0.00019423+0.0022804i,0.00096999+0.00022473i,9.1046e-05+4.197e-06i,-0.0019531+0.0004826i,-0.0019442+0.00061057i,4.1698e-05+0.00085031i,0.0026633+0.00078729i,0.0045809+0.00026569i,0.0050738+0.00084687i,0.0045522+0.0015192i,0.0041228+0.00030419i,0.0023852-0.00084756i,-0.0003994-0.0011727i,-0.0021062-0.0016635i,-0.0023008-0.0018085i,-0.0021241-0.0017722i,-0.0014443-0.0012304i,-0.0007297-0.00015456i,-0.00098191+0.00048861i,-0.00119+0.00050214i,-0.0013752+0.00019027i
-0.0014824-0.001028i,-0.0024264-0.00017959i,-0.00070273+0.00044407i,-0.00045941+0.00069041i,-0.00066036+0.0011582i,-3.3405e-05+0.0012517i,-0.00042373+0.00058435i,0.00078698-0.0017865i,0.0027824-0.0044878i,0.0039042-0.0054203i,0.0049435-0.0043446i,0.0054443-0.0030825i,0.0042565-0.0030509i,0.002293-0.0026448i,0.00077166-0.0011064i,-0.00035375-0.0003921i,-0.00058853-0.00011922i,-0.0007363+0.00040933i,-0.0002612+0.00046458i,0.0006801+0.00061822i,0.0016624+0.00021592i,0.0012033+3.0713e-05i,-0.00032869+0.0004018i
0.0024155-0.00081437i,0.0018092-0.00059217i,0.0021721-0.0013576i,0.0021999-0.00096546i,0.00085292+0.00032883i,-0.0009831+0.0016851i,-0.0012609+0.0017798i,-0.0011941+0.00012277i,-0.0025789-0.002743i,-0.0030385-0.0055495i,-0.0012645-0.005634i,0.00023359-0.0044234i,-0.00010303-0.00281i,-0.00036731-0.00089907i,-0.00081706+0.00017721i,-0.00060834+0.0011335i,-0.00024264+0.0015925i,0.000375+0.00094875i,0.0010591+0.0002662i,0.00090524-0.00028849i,0.00065836-0.001062i,-0.0002291-0.00051349i,-0.0013241+0.00051834i
-8.0589e-05+0.0043592i,-9.0789e-05+0.0049328i,-0.00077333+0.005192i,-3.1601e-05+0.0048888i,0.0011899+0.0025554i,0.0012988+0.00059457i,-0.0005944+0.001322i,-0.0033505+0.0025193i,-0.0052782+0.0021052i,-0.0067327+0.0013472i,-0.0065553-2.1094e-05i,-0.0043228-0.0017357i,-0.0027622-0.0015776i,-0.0021639-0.00061342i,-0.00023745-0.00049714i,0.0020602+0.000156i,0.0033476-0.00048291i,0.0031032-0.00099035i,0.0019091-0.0001026i,0.0010222-0.0005434i,0.00062552-0.00078972i,2.197e-05-0.00011708i,-0.00051422+0.00034943i
-0.0028254+0.0020292i,-0.0023456+0.0030874i,-0.0009966+0.0038126i,-0.00028158+0.0025013i,0.00058404+0.0018624i,9.0488e-05+0.00078729i,-0.00074732+0.00096064i,-0.002175+0.0023411i,-0.0042089+0.0043296i,-0.0045898+0.00681i,-0.004669+0.0066444i,-0.0042+0.0039878i,-0.0017661+0.0021721i,0.00078545+0.00022316i,0.00096889-0.0015366i,0.00065361-0.0020226i,0.0010005-0.002584i,0.0011389-0.0031827i,-9.7519e-05-0.0027697i,-0.0007658-0.0011073i,-0.00060959-7.7686e-05i,-0.00024951+0.00046926i,-0.00012049+0.00085729i
-0.001043-0.0010108i,-0.001889-0.001274i,-0.0010474-0.00019837i,-8.2369e-05-3.2414e-05i,-0.0011399-0.00069922i,-0.0016259-0.00095689i,-0.00039686-0.00030311i,0.0012824+0.0013542i,0.0023541+0.0036861i,0.0040162+0.0063026i,0.0043375+0.0075446i,0.0025092+0.0059795i,0.00058278+0.0032475i,0.00024658+0.00039504i,0.00020497-0.0020179i,-0.00082452-0.0029878i,-0.0013836-0.0034308i,-0.0013296-0.0035396i,-0.00089168-0.0020748i,-0.00021147-0.00070798i,-0.00046361-0.00016332i,-0.0013498+8.7404e-05i,-0.00069963+0.00037367i
0.00065942+0.0040077i,0.0025572+0.0032218i,0.0033281+0.0035399i,0.0025931+0.0023128i,0.0025148+0.00017117i,0.0014194-0.00037015i,0.00022467+0.00025893i,0.0017703+0.0012325i,0.0052975+0.0021314i,0.0081939+0.0020803i,0.0088073+0.0022821i,0.0069065+0.0025131i,0.0039272+0.0012437i,0.0013284+1.1198e-05i,-0.00060385-0.00060741i,-0.0013893-0.0012571i,-0.0019704-0.002048i,-0.0023348-0.0020355i,-0.0017797-0.00040124i,-0.00045868+0.0006665i,0.00059867+0.001254i,0.00059993+0.0010115i,-0.00035935-0.00052935i
-0.0016774+0.0010829i,-0.0025157+0.00081385i,-0.0028914+0.00090406i,-0.0017057+0.00016192i,-0.0012919+0.00050529i,-0.0013817+0.0014056i,-0.0016546+0.0015462i,-0.00083418-0.00020922i,0.0022011-0.0038443i,0.0047468-0.0061939i,0.0051662-0.0062417i,0.004167-0.0035321i,0.0025594-0.00032636i,0.00035486+0.00037913i,-0.00080111+0.00072619i,-0.00082803+0.0012666i,-0.0012731+0.00053006i,-0.00039005-0.00010431i,0.00058008-0.00086099i,0.00058101-0.0011325i,0.00034181-0.00063877i,0.00044955-0.00057966i,-2.8555e-05+0.0001024i
-0.0015257-0.0013287i,-0.0024238-0.0013242i,-0.0019713+0.0001441i,-0.00095657+0.00080849i,-0.00044135+0.00092265i,-0.00052118+0.001818i,-0.001266+0.0011213i,-0.0025554-0.001449i,-0.0037139-0.0046391i,-0.0046279-0.0063326i,-0.0047972-0.005779i,-0.0022265-0.0036394i,0.00059196-0.00074731i,0.0012962+0.0015128i,0.0011285+0.0027186i,0.001085+0.0022531i,0.0012122+0.00085814i,0.00088803-0.00022451i,0.0003351-0.001074i,0.00014079-0.0013111i,-0.00016165-0.0012947i,-0.00058778-0.0011676i,-0.0004384-0.00035524i
0.00029734+0.0014204i,0.00050113+0.0028652i,0.00091694+0.0053162i,0.0018503+0.0045429i,0.0022853+0.001347i,0.0010331-0.00035453i,-0.00021883+0.00010415i,-0.001867+0.00054125i,-0.0049312+0.00053755i,-0.0073872+0.001552i,-0.0061282+0.0026023i,-0.0024676+0.0015854i,0.00063156+2.8682e-05i,0.0023744-0.00066553i,0.0028249-0.0015676i,0.002655-0.0021916i,0.002113-0.0021678i,0.0012327-0.0021149i,-3.9462e-05-0.0014886i,-0.00079459-0.00079972i,-0.00037478-0.001229i,-0.00042115-0.0011752i,-0.00078075+1.744e-05i
-0.0025063+0.0024882i,-0.0024337+0.0023796i,-0.0021428+0.0034098i,-0.0014808+0.0026328i,-0.0010131+0.0019301i,0.00045573+0.0012101i,0.00020305+0.0008813i,-0.001327+0.0035052i,-0.0028685+0.0074858i,-0.0025223+0.011363i,-9.5588e-05+0.0116i,0.0019797+0.006255i,0.0032045+0.00060583i,0.0035588-0.0019331i,0.0026651-0.002224i,0.00071984-0.0022175i,-0.00080444-0.0029413i,-0.001041-0.0025778i,-0.00079948-0.0010096i,-0.00094543-0.000151i,-0.00087964-0.00025585i,-7.3329e-05+0.00049539i,0.00045549+0.0010589i
-0.0041894+0.0020071i,-0.0035953+0.0021698i,-0.0037788+0.0056279i,-0.0024512+0.0065417i,-0.0013543+0.0048806i,-0.001188+0.0022678i,-0.0012175+0.001439i,-0.0014366+0.0035267i,0.0010398+0.0069532i,0.0069372+0.009012i,0.010212+0.0077974i,0.0073013+0.0035391i,0.002927-0.0006399i,0.0003385-0.0032863i,-0.0017733-0.0045344i,-0.0028947-0.0032237i,-0.0025094-0.0010013i,-0.0018549+0.00010907i,-0.0010751+0.00048i,-0.00046756+0.00082266i,-0.00019704+0.0010707i,-0.00050459+0.00090606i,-0.0010799-4.1196e-05i
0.0093288-0.0062135i,0.0083859-0.0067827i,0.0067349-0.011842i,0.0022543-0.012175i,-0.0013355-0.0075929i,-0.0045324-0.00045762i,-0.0035615+0.0038686i,0.0016831+0.0031087i,0.0085526-0.00020162i,0.012697-0.0054212i,0.01062-0.0090271i,0.0041601-0.007876i,-0.0017325-0.0048949i,-0.0048571-0.003509i,-0.0050882-0.003026i,-0.0038681-0.0017037i,-0.0021395-0.00043879i,-0.0011418-0.00047207i,-0.0010215-0.00087372i,-0.00076969-0.00060044i,-0.0011926+0.00020813i,-0.0017024+0.00036924i,-0.001629+0.00016125i
0.0027331+0.00087071i,0.0021489+3.3666e-05i,0.0027738-0.0015152i,0.0030976-0.001788i,0.0011236+5.7918e-05i,-0.001002+0.0025177i,-0.0012719+0.0030655i,0.00084672+4.787e-05i,0.0038167-0.00563i,0.0030045-0.012475i,-0.00073674-0.014756i,-0.0039615-0.0095934i,-0.0051734-0.0025532i,-0.004967+0.00099481i,-0.0042048+0.0016372i,-0.0025365+0.00076817i,-0.00010103-0.0011541i,0.0013538-0.0021634i,0.0016694-0.0023303i,0.00089013-0.0018015i,0.00026107-0.00027209i,4.4839e-05+0.0012909i,-0.0001871+0.0011731i
-0.00028491-0.0025838i,0.00059011-0.0015371i,0.00024357-0.0017374i,-0.0011292-0.001832i,-0.0012935-0.00096654i,-0.00061902+0.0014154i,0.00057585+0.002556i,-0.000766-8.5086e-05i,-0.0051964-0.0051391i,-0.010107-0.007374i,-0.013032-0.0041822i,-0.0099672+0.00028251i,-0.0042501+0.0026663i,-0.00078963+0.0031793i,0.0013639+0.002171i,0.0027116-9.1896e-05i,0.0021909-0.0021931i,0.0010447-0.0023822i,0.00092498-0.0010864i,0.00043783-0.00080827i,-0.00033593-0.0010111i,-0.00096533-0.00026467i,-0.00089704+0.00042693i
0.00035833-0.0015075i,-0.00081218-0.001094i,-0.00060099-0.0011944i,-0.00098175-0.0013527i,-0.0014014-0.00061235i,-5.901e-05+0.00041805i,-0.00021899+0.0010361i,-0.0047328+0.00070263i,-0.01016+0.0015743i,-0.012797+0.0053647i,-0.011338+0.010964i,-0.0059327+0.012821i,0.00052752+0.0087713i,0.004006+0.0036514i,0.0031355+0.00013515i,0.00057549-0.0025208i,-0.00074811-0.0031886i,-0.0010842-0.0020255i,-0.0012523-0.0010126i,-0.0012192-0.00038972i,-0.00090719+0.00022387i,-0.0009017+0.00099595i,-0.00026103+0.00052304i
0.00066255-0.00084019i,0.0013256-0.0014209i,0.00020002-0.0014426i,-0.0018906-0.0010848i,-0.003482-0.0016165i,-0.0036501-0.0023894i,-0.0028886-0.0024575i,-0.0038605+0.00085465i,-0.0049385+0.0076432i,-0.0017081+0.014697i,0.0043771+0.017131i,0.0082538+0.011433i,0.0078259+0.0033978i,0.0056067-0.0021912i,0.0037022-0.0043415i,0.00067766-0.0038202i,-0.0016707-0.0023157i,-0.00096465-0.0016323i,3.1366e-06-0.0015658i,-0.00010861-0.0012298i,-2.9772e-05-0.00042879i,-0.00050064-0.0004911i,-0.00061694-0.0010524i
0.00058266+0.00021352i,0.0010021-0.00035406i,0.00062827-0.0015954i,-0.00082733-0.0010162i,-0.00060587-0.00039611i,-0.0013257+0.00066708i,-0.0024271+0.0021948i,-0.0007263+0.0046367i,0.0057614+0.0091196i,0.014209+0.01127i,0.019556+0.0073748i,0.016132+0.00039091i,0.0074221-0.0045068i,0.0014509-0.005302i,-0.0014484-0.0042278i,-0.0023199-0.0016104i,-0.0013464-3.3014e-05i,-0.00067128+5.9337e-05i,0.00027806-6.21e-05i,0.0016848+0.00018344i,0.0014454-0.00036706i,0.00042-0.0010001i,-0.00037887-0.00051745i
0.00058822-0.0013977i,-0.0016889-0.0009481i,-7.4218e-05-0.0014105i,-4.1315e-05-0.0018706i,-0.0024923-0.00032911i,-0.0032842+0.0024078i,-0.001746+0.0048226i,0.0020614+0.0055332i,0.0091467+0.0031411i,0.01521-0.0046661i,0.014592-0.012901i,0.0075349-0.013388i,0.00035603-0.0089297i,-0.0030163-0.0053482i,-0.0036045-0.0020483i,-0.0019186+0.00093348i,0.00016475+0.001181i,0.0011899+2.4868e-05i,0.0012067-0.00027656i,0.0001541-0.00013694i,-0.00070793+3.3489e-05i,-0.00091036+0.00042319i,-0.000726+0.0009735i
0.0022379-0.0026054i,0.0013868-0.0024242i,0.0006064-0.0030167i,0.0010105-0.0031225i,0.00052913-0.0019313i,9.3006e-05+0.002366i,0.0014771+0.0048552i,0.0033235+0.0007432i,0.0050781-0.0076395i,0.002335-0.015576i,-0.0050069-0.018004i,-0.0097379-0.012968i,-0.0077924-0.0047657i,-0.0045956+0.001048i,-0.0031305+0.0031076i,-0.00053341+0.002637i,0.0012989+0.00098778i,0.0011152+2.2921e-05i,0.00049824-9.6535e-05i,-0.00021618-2.5635e-05i,-0.00046853+0.00026804i,-0.00055994+0.0004113i,-0.0011169+0.00065718i
0.0017242+0.00089416i,0.0014438+0.00092625i,-9.1857e-05+0.00071036i,-0.00089996-4.3014e-05i,5.061e-05-0.00052398i,0.00070747-0.00010376i,0.0011488-0.0001675i,0.00079256-0.0038345i,-0.0040946-0.0092272i,-0.012288-0.0092095i,-0.018246-0.0029381i,-0.015764+0.0033868i,-0.0074294+0.0049266i,-0.00055642+0.0036896i,0.0034238+0.0025017i,0.0039028-0.00014736i,0.0016482-0.002726i,-0.000102-0.002291i,-9.6864e-05-0.00067945i,0.00019803-9.6946e-07i,-0.00056502+0.00035157i,-0.00053031+0.00056748i,0.00011294+0.00035879i
0.00082614+0.0019492i,0.0008424+0.0032635i,0.002485+0.0019186i,0.0028942-0.00013515i,0.00041776-0.00069236i,6.6565e-05-0.00099602i,0.00021899-0.0024602i,-0.0028282-0.0032153i,-0.0092932-0.00062696i,-0.014064+0.0066934i,-0.010993+0.01514i,-0.0033433+0.016982i,0.0023149+0.011028i,0.0041159+0.0044553i,0.0035064-0.00012455i,0.0019829-0.0033267i,0.00023315-0.0031026i,-0.00032795-0.0013582i,0.0004801-0.00078986i,0.00095662-7.4477e-06i,0.00063589-1.5095e-05i,0.00053659-0.00038053i,0.00050352-0.00047369i
-0.002658-0.0022468i,-0.0035528-0.0017051i,-0.0040888-0.0023615i,-0.0038229-0.00035318i,-0.0028057-0.00066178i,-0.0045852-0.001272i,-0.0058556-0.00082194i,-0.0071959+0.0018731i,-0.0076679+0.008211i,-0.0028474+0.015628i,0.0063551+0.018418i,0.011964+0.013068i,0.0096192+0.003929i,0.0055495-0.0024472i,0.0027427-0.0050219i,0.00014172-0.0042487i,-0.00058505-0.0019122i,-0.00010628-0.0010797i,0.00032802-0.0010873i,0.00074922-0.00055029i,0.00081365-9.7949e-05i,0.00018523-0.00027374i,-6.8287e-05-0.00082598i
0.00092183-0.0028606i,-0.00056799-0.0033792i,-0.0022807-0.0046344i,-0.0037663-0.0028647i,-0.0038164+0.0010777i,-0.0046191+0.0024173i,-0.0070282+0.0027769i,-0.0060683+0.0055305i,0.00023521+0.010821i,0.012018+0.011838i,0.020177+0.0046064i,0.017177-0.0031975i,0.0088905-0.0048621i,0.0023744-0.0038672i,-0.0023184-0.002385i,-0.0040174+0.00014451i,-0.0023147+0.00036112i,-0.0013192-0.0018601i,-0.00080435-0.0028263i,-0.0006481-0.0014054i,-0.00099917+0.00049461i,-0.0011623+0.0012522i,-0.0018621+0.0013837i
0.0018002+0.0022337i,0.003159+0.0023216i,0.0048108+0.0033154i,0.0051096+0.0043441i,0.0021031+0.0048895i,-0.0003914+0.0061874i,-0.00070864+0.0069388i,0.0016827+0.0062984i,0.0087248+0.0042205i,0.015181-0.0035615i,0.013517-0.013639i,0.0057636-0.01609i,-0.00082143-0.010603i,-0.0025394-0.0043633i,-0.0022079-0.00045899i,-0.00056084+0.0012831i,0.0016011+0.00018026i,0.0013125-0.0013313i,0.00029901-0.00072809i,0.00058851+0.0005928i,0.0016125+0.00056108i,0.0014465+0.00020651i,0.00045913+0.00074575i
-0.0050392+0.0017901i,-0.0055457+0.0033384i,-0.0059079+0.0041502i,-0.0048375+0.0036038i,-0.0014965+0.0019514i,0.0015186+0.0023947i,0.0042076+0.0047646i,0.0073654+0.0036685i,0.0098127-0.003201i,0.0047666-0.012785i,-0.0063879-0.015725i,-0.011861-0.0090905i,-0.0084355-0.001623i,-0.0039582+0.0019565i,-0.001034+0.0030046i,0.0015547+0.0024844i,0.0016611+0.00030346i,0.00062659-0.00067442i,0.00099092-0.00047308i,0.0015881-0.00084856i,0.0012847-0.0005568i,0.00092652+0.00054791i,0.0013432+0.00096294i
-0.000506-0.002739i,-0.0020812-0.0038625i,-0.00096664-0.00459i,0.00047719-0.0045933i,0.00051832-0.0020673i,0.0021044-0.00059823i,0.0046137-0.00075923i,0.004904-0.0033962i,-6.5789e-05-0.0084448i,-0.0098238-0.0095475i,-0.016889-0.0022893i,-0.013762+0.0064285i,-0.0058367+0.0076335i,-0.00055514+0.0038481i,0.0029253+0.00046594i,0.0039865-0.0026837i,0.0014642-0.00317i,-1.6317e-05-0.0014437i,0.00061853-0.0010471i,0.00097113-0.00066045i,0.00064111-0.00051072i,0.00059142-0.00084512i,0.00041234-0.00026852i
0.0038447-0.0025535i,0.0051443-0.0040584i,0.0043799-0.0033592i,0.0022121-0.00098232i,-0.00097168-0.0021444i,-0.0023799-0.0046207i,-0.001683-0.0076212i,-0.0043546-0.0097511i,-0.01032-0.0072221i,-0.013573+0.0018593i,-0.0092952+0.01213i,7.5135e-06+0.013871i,0.0054219+0.0075435i,0.0058002+0.0021911i,0.0037561-0.00014822i,7.0633e-05-0.0021125i,-0.0020403-0.0023003i,-0.0014813-0.0018264i,-0.00050763-0.0023239i,-0.00087096-0.0014696i,-0.0017722-0.00045084i,-0.0016451-0.0011018i,-0.00096313-0.0015403i
-0.00014313+0.0034174i,2.7808e-05+0.0057326i,0.00041881+0.004124i,-0.0002167+0.0016288i,-0.00033581+0.00026009i,-0.0038995-0.0016355i,-0.00769-0.0043914i,-0.010012-0.0047349i,-0.010861+0.0022918i,-0.0057936+0.012357i,0.00511+0.014721i,0.01186+0.0075751i,0.0090043+1.5458e-05i,0.0041909-0.0032396i,0.00069919-0.0048531i,-0.0021513-0.004602i,-0.0019029-0.0027473i,-0.0010656-0.0017805i,-0.0020926-0.0016151i,-0.002062-0.0014582i,-0.00081304-0.0006191i,-0.0014332-0.00011728i,-0.002397-0.00079355i
-0.0021572-0.0049203i,-0.0051251-0.0050791i,-0.0035169-0.0041359i,-0.0024374-0.0032726i,-0.0052+3.7132e-05i,-0.0071348+0.0046533i,-0.0084914+0.0076448i,-0.0085751+0.01027i,-0.0038727+0.012551i,0.0056201+0.01163i,0.012853+0.0035548i,0.010286-0.0059431i,0.0032354-0.0077105i,-0.00025937-0.0052466i,-0.0019846-0.0023016i,-0.0027612+0.0010766i,-0.0010433+0.0023408i,-5.3523e-05+0.0010144i,-0.00042424-0.00021159i,-0.00025698-0.00070258i,-4.1337e-05-0.00049775i,-0.00036373+0.00065047i,-0.0015487+0.0015746i
0.0044431-0.0016222i,0.0039948-0.0034474i,0.0025113-0.0030716i,0.0024814-0.0023014i,0.0018556-0.0020088i,0.00013338+0.0039389i,-0.00084155+0.011854i,-0.00055246+0.014927i,0.004857+0.012604i,0.01139+0.0034736i,0.0085948-0.0070186i,-0.0006137-0.010297i,-0.0052406-0.006977i,-0.0051546-0.0032309i,-0.0041456-0.00022004i,-0.0016604+0.00085602i,0.00075028+0.00050797i,0.0011434+0.00044035i,0.00038704+0.00053093i,0.00095257+0.00085738i,0.0019651+0.0011128i,0.001485+0.0016629i,0.00054683+0.0021246i
0.0016409+0.0035275i,0.0032371+0.0048394i,0.0025738+0.0028436i,0.0012348+4.8801e-05i,0.0038463+0.00093829i,0.0059435+0.0025928i,0.0069758+0.0045841i,0.0089294+0.0055963i,0.010965+0.00064598i,0.008063-0.0066056i,-0.00055069-0.0066613i,-0.0064835+5.5445e-06i,-0.0047866+0.0042377i,-0.0020001+0.004247i,-0.00019142+0.0023821i,0.0025913+0.00053406i,0.0032699-0.0011296i,0.0013728-0.0020649i,0.00022847-0.0017i,0.00051188-0.0012841i,0.00094597-0.0010241i,0.0010102-0.0006228i,0.00071604+0.00032003i
-0.0035596+0.0014841i,-0.0059645+0.0012553i,-0.0028465+0.0010904i,0.00072005+0.00010195i,-0.00041987-0.0013188i,0.0019235-0.004151i,0.0081604-0.0064222i,0.010874-0.0078544i,0.0070631-0.0096124i,-0.00086539-0.008656i,-0.0060414-0.0015923i,-0.0038383+0.0064458i,0.00026903+0.0077936i,0.0013469+0.0047631i,0.00072821+0.0011794i,-5.1825e-05-0.0022378i,-0.0001148-0.0038798i,0.0014333-0.0032914i,0.0021994-0.0020224i,0.0006998-0.0015875i,-9.6584e-05-0.0010205i,0.00052954-0.00058874i,0.00075843-0.00062414i
0.0011157-0.0049719i,-0.00030217-0.0051555i,-0.0034561-0.0035877i,-0.005491-0.0010527i,-0.0057876-0.0022704i,-0.0061099-0.0043752i,-0.0047023-0.0074823i,-0.0033933-0.011083i,-0.0045067-0.01051i,-0.0059276-0.0046197i,-0.0027388+0.0026236i,0.0048834+0.0036779i,0.0086968-0.00032567i,0.0070975-0.0013096i,0.004713-0.0011864i,0.0017828-0.0021755i,-0.0011478-0.002299i,-0.0011995-0.0029256i,-0.00085627-0.0030682i,-0.0018144-0.0017276i,-0.0027256-0.0011393i,-0.0029676-0.001587i,-0.0022984-0.0014056i
0.0025883+0.0016075i,0.003991+0.0014714i,0.0046305-0.0011466i,0.0038796-0.0036278i,0.00094835-0.0010705i,-0.0045053+0.00095703i,-0.011115-0.00032488i,-0.014555-0.0017675i,-0.013293-5.6367e-05i,-0.007709+0.0040935i,-0.00044765+0.0039209i,0.0040011-0.0013655i,0.0036667-0.0043799i,0.0017044-0.0039912i,-0.0008448-0.0034578i,-0.0034168-0.0019651i,-0.0033041-0.00048484i,-0.0020824-0.00064645i,-0.0019009-0.00070603i,-0.0010219-5.2628e-05i,-0.00071344+0.00083806i,-0.0027445+0.0014945i,-0.0035308+0.0004165i
-0.0011984+0.0010805i,-0.0029461+0.0011548i,-0.0027107+0.0023159i,-0.0011205+0.0035917i,-0.0027098+0.003937i,-0.0045581+0.0077703i,-0.0080983+0.011981i,-0.011294+0.01129i,-0.0083298+0.0090293i,-0.0024035+0.007047i,0.00020369+0.0015612i,-0.001528-0.004916i,-0.0032221-0.0062923i,-0.001893-0.0040101i,-0.00045037-0.0013619i,-3.0844e-05+0.00095229i,0.00023212+0.0003146i,-0.00064251-0.001919i,-0.0015638-0.0015229i,-0.0015576+0.00019577i,-0.0015616+0.001904i,-0.0025308+0.0029084i,-0.0030239+0.0029529i
-0.0016424-0.00076381i,-0.0025229-0.0015072i,-0.0043565-0.0018672i,-0.003164-8.3451e-05i,0.001637+0.001653i,0.0057918+0.0051687i,0.0074491+0.011002i,0.0055733+0.01395i,0.0051609+0.012332i,0.0052612+0.008067i,0.00091785+0.0035349i,-0.0049288+0.002633i,-0.006933+0.0034899i,-0.0058736+0.0020723i,-0.0037392+0.00036254i,-0.00096717+6.5756e-05i,0.0008892-0.00045467i,0.00070816-0.00065261i,0.00061615+7.3928e-05i,0.0017432+0.0015148i,0.0022926+0.0022867i,0.0020361+0.0017771i,0.00091713+0.0014289i
0.00097983-0.0021918i,0.00088716-0.0020864i,0.0018426-0.0035611i,0.00081393-0.0034064i,-0.00083637-0.0015436i,0.0040831-0.0014995i,0.01095+0.00039319i,0.01303+0.0042111i,0.011252+0.0035226i,0.0059593+0.00026782i,-0.00011115+0.00090911i,-0.0025113+0.0054281i,-0.00057532+0.0062589i,0.0015177+0.0030798i,0.0026913+0.00075531i,0.0040009-0.0011483i,0.0047752-0.0022972i,0.0038578-0.0013712i,0.0024989-0.0001059i,0.0018429-0.00044876i,0.0017251-0.00043868i,0.0025505+0.00013268i,0.0028804+0.00016872i
0.0017212+0.001043i,0.0010603+0.0010218i,0.0015863+0.00107i,0.00090315+9.3092e-05i,-0.00055819-0.0045501i,-0.0019094-0.0090619i,0.00039624-0.011552i,0.0044733-0.012106i,0.0041325-0.0090886i,0.001017-0.0041802i,0.00099053+0.0010079i,0.0053952+0.004169i,0.007967+0.0041891i,0.0055407+0.0026106i,0.002268-0.00018943i,0.00038174-0.003042i,-0.0011217-0.0033585i,-0.00069601-0.0017582i,0.00043947-0.0013405i,0.00072085-0.002405i,0.0005591-0.0031473i,0.00019358-0.0029664i,-0.00022475-0.0018905i
-0.00050594-0.0008194i,-0.00056641+0.0016024i,-0.0001841+0.0021194i,-0.00072956+0.001429i,-0.0027523+0.0019975i,-0.0076625+0.00022755i,-0.010958-0.0059764i,-0.0093413-0.011025i,-0.0061103-0.0093377i,-0.0031834-0.0032555i,0.0017476+0.00062319i,0.006424-0.00097046i,0.0064127-0.0035811i,0.0038242-0.0042462i,0.0016275-0.0038814i,-0.00017448-0.0034855i,-0.00093116-0.0036699i,-0.0006778-0.0043196i,-0.00073598-0.004492i,-0.0013288-0.0034952i,-0.0023549-0.0031447i,-0.0024455-0.0027417i,-0.0019173-0.0021752i
0.0016464-0.0010437i,-0.0011435-0.0023606i,-0.00052032-0.0027672i,0.00038666-0.0036279i,-0.0054484-0.0019215i,-0.010743+0.002574i,-0.014524+0.0046519i,-0.016228+0.0036894i,-0.011208+0.0022142i,-0.0026186+0.0013976i,0.0034131+0.00020494i,0.0028663-0.002927i,-0.00031104-0.0048082i,-0.0024605-0.0038843i,-0.0043773-0.0028073i,-0.0048902-0.0016835i,-0.0030312-0.0010798i,-0.0011387-0.0018433i,-0.00030364-0.0013027i,-0.0002611-0.00014401i,-0.00070821+0.0001627i,-0.0019642+0.00044075i,-0.002572-0.0001995i
5.1422e-05+0.0032071i,0.0023437+0.0015987i,0.002154+0.002421i,0.003438+0.0044151i,0.0070477+0.0044805i,0.0055134+0.0093121i,0.00022508+0.017663i,-0.0042866+0.01817i,-0.005626+0.012179i,-0.00070832+0.0047225i,0.0030564-0.0020896i,-0.00035369-0.0044493i,-0.0034005-0.0029702i,-0.00299-0.0017434i,-0.0015143-0.00033792i,0.00052025+0.0021252i,0.001143+0.0018276i,-0.00025217+0.00033065i,-0.0018328+0.00083375i,-0.0018664+0.0012653i,-0.00092984+0.0015735i,-0.00072469+0.0023752i,-0.00075711+0.0030213i
-0.0032781+0.0014304i,-0.0011244+0.0046262i,-0.00038126+0.0038418i,-0.002636+0.00041821i,-0.0014349+0.00038335i,0.0046479+0.0036406i,0.0099602+0.0078465i,0.0086161+0.010579i,0.0044617+0.0071632i,0.0021836+1.3108e-05i,0.00017361-0.0042379i,-0.0016939-0.001462i,-0.001185+0.0031271i,-0.00048031+0.003953i,-0.00046783+0.0041483i,0.00013412+0.0037105i,-0.00012495+0.0014171i,-0.0014146-0.00021364i,-0.0015708+0.00054402i,0.000162+0.001938i,0.0013896+0.0019409i,0.00091926+0.0017222i,0.00015382+0.0026826i
-0.0012262-0.0018417i,-0.0040327-0.0013464i,-0.0023171+4.6122e-05i,0.00049404+0.00013162i,-0.00024132-0.0017165i,0.0023973-0.0059486i,0.0092782-0.0088328i,0.013051-0.0058937i,0.0093326-0.0020526i,0.00094295-0.0027884i,-0.0049519-0.0029489i,-0.0041262+0.00045571i,6.8871e-05+0.0017041i,0.0028442+0.0009449i,0.004205+0.0003209i,0.0041147-0.0016982i,0.0027273-0.0031458i,0.0016194-0.0021228i,0.001146-0.00083147i,0.0011871-0.001372i,0.00091068-0.0020185i,0.00011514-0.0013681i,0.00020432-0.00055378i
